"","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Xanthomonas","Xanthomonas"
"M367.102T765.544","-0.3776528","-0.3287109","-0.8418062"," 0.1549738"," 1.2645407"," 0.4659962"," 0.1282936","-0.3912952","-0.5620992","-0.3014826"," 0.2269590"," 0.5622835"
"M585.15T892.945","-0.0270412817"," 0.0004339132","-0.4770494346"," 0.2277481618"," 1.0972505399"," 0.4034456334"," 0.4111534333","-0.6750108577","-0.7586140666","-0.4464597533","-0.2406322333"," 0.4847759456"
"M988.312T316.465"," 0.16441836","-0.49791635","-0.45121672"," 0.46206897"," 0.71488626"," 0.41520158"," 0.43380628","-0.43449151","-0.76598989","-0.23579723","-0.02070939"," 0.21573963"
"M735.437T1351.512","-0.49266752"," 0.05479935","-0.77048887"," 0.57403729"," 1.16327934"," 0.35416747"," 0.14464434","-0.55726120","-0.29211723","-0.28532250"," 0.02351590"," 0.08341364"
"M633.697T313.008"," 0.3185824","-0.2674536","-0.3626216"," 0.8386380"," 0.7714811"," 0.8635817"," 0.1008031","-0.3492235","-1.3118280","-0.2118495","-0.5845781"," 0.1944680"
"M851.154T319.552","-0.080075162"," 0.001379669","-0.524014774"," 0.355075534"," 1.186098749"," 0.356987748"," 0.198505114","-0.511626118","-0.434116962","-0.372063865","-0.211153818"," 0.035003886"
"M265.093T134.502","-0.14200019","-0.03090005","-0.37579058"," 0.07178975"," 0.96521147"," 0.60901131"," 0.35392398","-0.52430489","-0.73300281","-0.40920288"," 0.22559392","-0.01032904"
"M575.708T1045.732"," 0.13195010"," 0.17354611","-0.51313657"," 0.38217252"," 1.00227863"," 0.32898158"," 0.40385935","-0.42449295","-0.06021601","-0.55232091","-0.89788910"," 0.02526725"
"M657.063T941.851","-0.4249437","-0.1061543","-0.5516891"," 0.5070426"," 1.1802482"," 0.4805713"," 0.5141446","-0.4610936"," 0.0417937","-0.7895967","-0.2866279","-0.1036949"
"M632.663T319.55","-0.59936287","-0.33043012","-0.45624603"," 0.46642821"," 0.94329741"," 0.73023409"," 0.09812925","-0.29070824","-0.67142726","-0.14464367"," 0.08100820"," 0.17372102"
"M593.543T760.107","-0.43112502","-0.55067711","-0.09042062"," 0.67513790"," 1.52791887"," 0.12523798"," 0.49534637","-0.39117944"," 0.17299595","-0.19964667","-1.26233218","-0.07125604"
"M809.433T1339.33","-0.32887420","-0.04448179","-0.62180153"," 0.48461209"," 1.24264252"," 0.39114637"," 0.21731720","-0.26700900","-0.41888952","-0.50100177","-0.17918954"," 0.02552915"
"M1296.442T316.362"," 0.19928029","-0.62534650","-0.52696152"," 0.48585542"," 0.12431695"," 0.37059339"," 0.60605213","-0.38119413","-0.94752214","-0.05702519"," 0.34177525"," 0.41017606"
"M654.008T318.692","-0.29223005","-0.23806051","-0.61101363"," 0.65511658"," 0.98879907"," 0.55880763","-0.01243533","-0.30336201","-0.84387865","-0.31711803","-0.07019749"," 0.48557242"
"M923.402T931.508"," 0.13048493","-0.11633149"," 0.16527759"," 0.44856381"," 0.92294149"," 0.74088934"," 0.31073180","-0.83228592","-1.50379798","-0.43147299","-0.01385163"," 0.17885103"
"M428.2T856.891","-0.49238449","-0.34142140","-0.37010199"," 0.45932466"," 1.11945884"," 0.44679447"," 0.49957691","-0.64231000","-0.96704510","-0.35249777"," 0.08527313"," 0.55533276"
"M281.069T746.743"," 0.15867849"," 0.10388960","-0.39758297"," 0.10222645"," 1.17367764"," 0.57601278"," 0.08346013","-0.48235681","-0.55042062","-0.47294874","-0.12935571","-0.16528023"
"M703.247T844.715","-0.57586673","-0.30378894","-0.34097913"," 0.64138059"," 1.06606016"," 0.60762808"," 0.42091553","-0.44633386","-0.85556020","-0.36545658"," 0.19038521","-0.03838412"
"M590.015T907.684","-0.3433699","-0.1708001","-0.5879456"," 0.4810058"," 1.3253564"," 0.5237238"," 0.4989694","-0.3264225"," 0.1330971","-0.1398085","-0.9572554","-0.4365507"
"M455.081T704.884","-0.23405545","-0.03208725","-0.16354423"," 0.09888426"," 1.05712652"," 0.55933254"," 0.53851833","-0.59110811","-0.47412963","-0.32395212","-0.57427023"," 0.13928537"
"M970.813T317.253"," 0.25235284","-0.41781542","-0.61659514"," 0.57185459"," 0.55459303"," 0.64472772"," 0.51232630","-0.50537947","-0.85969330","-0.34221423"," 0.15045443"," 0.05538866"
"M997.575T1403.78","-0.26979855"," 0.07518359","-0.51852894"," 0.29843653"," 0.98606364"," 0.40864863"," 0.22179235","-0.68177747","-0.49874483","-0.43244859"," 0.36141426"," 0.04975939"
"M1053.286T316.584"," 0.09124479","-0.26794811","-0.49994142"," 0.37444663"," 0.85946312"," 0.48690627"," 0.32031443","-0.39386828","-0.84332112","-0.32021221"," 0.04131303"," 0.15160287"
"M575.926T1053.198"," 0.17924627"," 0.38528636","-0.52198666","-0.26852522"," 0.35953308","-0.09064591"," 0.15944363","-0.47696520","-0.43290281","-0.39998979"," 0.66104586"," 0.44646039"
"M1163.085T907.707"," 0.03517104","-0.83829686"," 0.05682873"," 0.48216531"," 0.69242635"," 0.62688555"," 0.79155823"," 0.24396295"," 0.70519982"," 0.33872631","-2.01476378","-1.11986364"
"M421.636T753.774"," 0.1504014","-0.4116726","-0.1715573"," 0.6190356"," 1.4426124"," 0.1990223"," 0.4222056","-0.3017489","-0.3128076","-0.7273799","-0.7715050","-0.1366058"
"M709.31T874.193","-0.153434080","-0.156730285","-0.444888334"," 0.369740204"," 1.316788748"," 0.602872557"," 0.394612548","-0.673791558","-0.788413356","-0.358359213","-0.099978974","-0.008418257"
"M361.589T316.501","-0.119027045","-0.083864733","-0.725311973"," 0.429145152"," 1.008881282"," 0.658145300"," 0.003993584","-0.399965418","-0.520830314","-0.471317496"," 0.118965655"," 0.101186005"
"M517.099T802.454","-0.3367038","-0.4660395","-0.4086891"," 0.1156303"," 1.4972162"," 0.1860509"," 0.6316490","-0.2496443","-0.2137090","-0.1208433","-0.3227461","-0.3121714"
"M404.065T806.181","-0.26063458","-0.87425478","-0.43814656"," 0.61218490"," 1.13685905","-0.15263427"," 0.80611502","-0.18301902","-0.36772316","-0.06198759","-0.50590173"," 0.28914272"
"M982.374T904.236","-0.440417088","-0.342102657","-0.470758892"," 0.497001538"," 1.183530317"," 0.635701134"," 0.661791659","-0.476855227","-0.965558201","-0.389655759","-0.001240828"," 0.108564003"
"M383.433T314.152","-0.04860135","-0.20903176","-0.59637844"," 0.36102344"," 1.17993570"," 0.48355226"," 0.17896095","-0.53477680","-0.23389547","-0.35171557","-0.33473188"," 0.10565891"
"M362.298T315.255","-0.2176110","-0.2470179","-0.5976100"," 0.4190710"," 1.2295527"," 0.5717341"," 0.3781458","-0.5863532","-0.4488525","-0.2745834"," 0.0112729","-0.2377485"
"M1395.396T991.455","-0.30416520","-0.92649409","-0.11220504"," 0.23153222"," 1.13600003"," 0.22812582"," 1.14774172","-0.51064437","-0.26744295"," 0.08755984","-0.43861254","-0.27139544"
"M481.183T769.795","-0.10126484"," 0.32341893","-0.15627543"," 0.40695870"," 0.99322244"," 0.81694636"," 0.67770873","-1.04001110","-0.51919623","-0.70221260","-0.65968106","-0.03961389"
"M407.173T414.983"," 1.04096286"," 0.15537417"," 0.91796216","-0.17786314"," 0.97324612"," 0.27575680"," 0.08408405","-1.17522035","-0.49924322","-0.20170956","-0.60232639","-0.79102350"
"M1297.451T316.098"," 0.18131904","-0.63919942","-0.44017600"," 0.44088456"," 0.36481498"," 0.46073133"," 0.52047745","-0.32268686","-1.13815711","-0.04015558"," 0.31147366"," 0.30067396"
"M727.283T864.823","-0.4506516","-0.5645544","-0.3979412"," 0.3783913"," 0.6423183"," 0.3888463"," 0.2876661","-0.4773294","-0.6919278","-0.2365090"," 0.5063863"," 0.6153051"
"M429.387T309.562"," 0.2084669","-0.6217746","-0.4707070"," 0.6816263"," 1.0837044"," 0.1986296"," 0.1451974","-0.4959421","-0.7312470","-0.1929933","-0.2143342"," 0.4093736"
"M1031.84T1213.333","-0.17665009","-0.08983335","-0.53333406"," 0.69823841"," 0.89736596"," 0.52267383"," 0.17128081","-0.54905126","-0.28886251","-0.30067762","-0.08278351","-0.26836661"
"M937.515T1306.76","-0.47869136"," 0.08767950","-0.64662245"," 0.48962716"," 1.22104851"," 0.30180116"," 0.08947357","-0.37426028","-0.60544190","-0.17996367"," 0.08574740"," 0.00960235"
"M570.518T894.146","-0.33236317","-0.46466154","-0.64432667"," 0.21467205"," 1.50610702"," 0.65719332"," 0.15744866","-0.46298714"," 0.05064396","-0.10919305","-0.21291485","-0.35961859"
"M1162.717T895.445","-0.24120179","-0.55426714","-0.80010980"," 0.07973644"," 1.52066157"," 0.56797590"," 0.27032432","-0.16502698"," 0.03396873","-0.23630662","-0.29753498","-0.17821966"
"M289.446T802.654","-0.10122841","-0.75122771","-0.80332115"," 0.48925981"," 1.41612219","-0.01734725"," 0.61324659","-0.04145725"," 0.17934822","-0.32670426","-0.55456002","-0.10213075"
"M970.001T316.098","-0.61415992","-0.36646297","-0.31869994"," 0.42789734"," 0.46758542"," 0.54318144"," 0.84801891","-0.33704804","-0.39445290","-0.49155065"," 0.16742900"," 0.06826229"
"M647.193T836.421","-0.1037376","-0.2074464","-0.3196868"," 0.3805247"," 1.4143121"," 0.5087236"," 0.4198309","-0.3482533","-0.9728921","-0.3889440","-0.2163655","-0.1660657"
"M863.184T809.21","-0.57454647","-0.52800661","-0.46106919"," 0.33045461"," 1.11801550"," 0.47090754"," 1.02640906","-0.48949399"," 0.05273825","-0.24335965","-0.38019005","-0.32185901"
"M565.23T844.341","-0.08683106","-0.35689253","-0.51067135"," 0.30451018"," 1.07259929"," 0.61914885"," 0.12722982","-0.58303961","-0.38610223","-0.35182627"," 0.05099665"," 0.10087827"
"M293.118T1042.937"," 0.1081514","-0.3044411","-0.4835834"," 0.3990185"," 1.6688093"," 1.2946205"," 0.7502716","-0.3012883","-1.4083354","-1.4275418"," 0.1362216","-0.4319029"
"M483.209T897.853","-0.29375064"," 0.06388182","-0.27992319"," 0.22714745"," 1.08647931"," 0.50550269"," 0.11757831","-0.58467978","-0.81878691","-0.39640765"," 0.15851519"," 0.21444341"
"M1094.047T894.516","-0.57702675","-0.45809042","-0.52448321"," 0.48467713"," 1.52681143"," 0.55586128"," 0.36145278","-0.26625253"," 0.11661275","-0.09224608","-0.73742953","-0.38988685"
"M317.087T121.975","-0.0955981","-0.2070025","-0.6861032"," 0.4432070"," 1.2532791"," 0.4270217"," 0.3602488","-0.5161053","-0.5930788","-0.3100533","-0.2446167"," 0.1688013"
"M909.388T926.435"," 0.02373543","-0.17148560","-0.44650197"," 0.33639387"," 1.29378664"," 0.59383048"," 0.39711469","-0.29302767","-1.58809299","-0.23266954","-0.17264772"," 0.25956436"
"M549.258T834.983"," 0.01858411"," 0.11803066","-0.03739247"," 0.18432085"," 0.73072132"," 0.70151067"," 0.30370481","-0.21312542","-1.80887511","-0.38844215"," 0.18247840"," 0.20848433"
"M643.039T106.784","-0.27656737","-0.40844793","-0.67812825"," 0.21737974"," 1.15648322"," 0.35413014"," 0.29398566","-0.60740033","-0.36154453"," 0.05294484","-0.12301322"," 0.38017802"
"M415.744T872.34","-0.29404993"," 0.02935918","-0.69835625"," 0.40715621"," 1.13039442"," 0.33600483"," 0.33211708","-0.29620150","-0.84591640","-0.23627476"," 0.03991482"," 0.09585229"
"M451.125T735.96","-0.02848540","-0.34813217","-0.11366576"," 0.27028819"," 1.18984513"," 0.45589063"," 0.45185107","-0.36158804","-0.93211575","-0.49608277","-0.13580641"," 0.04800127"
"M409.075T744.412","-0.21089297","-0.06118468","-0.42272606"," 0.21992999"," 1.27465155"," 0.59759472"," 0.17141285","-0.46850972","-0.36362504","-0.47966006","-0.42772867"," 0.17073807"
"M457.136T788.61","-0.4692321","-0.2719333","-0.2548414"," 0.4807694"," 1.1005308"," 0.5480795"," 0.3634690","-0.3915468","-1.1516736","-0.2632278","-0.1311118"," 0.4407180"
"M311.138T170.155","-0.18085262","-0.11610900","-0.55697925"," 0.01083605"," 1.24594722"," 0.55569063"," 0.26385901","-0.60174121","-0.57503656","-0.32690810"," 0.01443443"," 0.26685939"
"M593.763T756.056","-0.53391613","-0.55882578","-0.06000990"," 0.65582902"," 1.40222606"," 0.43420763"," 0.51476086","-0.24096448"," 0.10466882","-0.22614495","-1.44993218","-0.04189896"
"M392.068T765.784","-0.2415712","-0.2487699","-0.7393359"," 0.1615028"," 1.1943238"," 0.6225078"," 0.4970717","-0.3240849","-0.2322503","-0.3066902","-0.2326378","-0.1500659"
"M433.661T789.942","-0.1630840","-0.1796587","-0.7128737"," 0.2742474"," 1.0467302"," 0.2821340"," 0.3248847","-0.5271685","-0.6688650","-0.2766404"," 0.1739675"," 0.4263263"
"M919.493T1102.884","-0.31181299"," 0.16539515","-0.67220146"," 0.68772029"," 0.97592600"," 0.51390072"," 0.21863203","-0.91521840","-0.22706199","-0.26991151","-0.07718360","-0.08818424"
"M870.649T1317.21"," 0.06853278","-0.19201874","-0.18714472"," 0.73535312"," 0.40060125"," 0.66267071"," 0.11048910","-0.33165282","-0.42827141","-0.36271130"," 0.17365336","-0.64950134"
"M437.044T765.875","-0.1605647","-0.3872793","-0.8694144"," 0.3066184"," 1.1475204"," 0.7259924"," 0.2679127","-0.3870008","-0.7654400","-0.4326418"," 0.2132192"," 0.3410778"
"M861.253T1033.436","-0.4253116","-0.7061608","-0.3485289"," 0.6110854"," 1.9384750"," 0.4005202"," 0.5310157","-0.5077917","-0.5849571","-0.4076432","-0.6750000"," 0.1742969"
"M715.427T310.719"," 0.1641413041","-0.0009632563","-0.2267200941"," 0.1814073385"," 1.2643577316"," 0.4221216800"," 0.2912240503","-0.4316960360","-0.2894393890","-0.6858284734","-0.0235595816","-0.6650452741"
"M1095.84T892.791","-0.20450765","-0.04456770","-0.13287467"," 0.53744366"," 1.25738374"," 0.68837568"," 0.28556834","-0.56514659","-0.15766266","-1.48379737","-0.13895997","-0.04125482"
"M485.168T916.74","-0.03106576","-0.19626740","-0.69324349"," 0.19989739"," 1.19210018"," 0.27888354"," 0.32416867","-0.43617771","-0.79934115","-0.32171745"," 0.23329051"," 0.24947267"
"M355.433T783.665"," 0.3473244","-0.3018657","-0.3744616"," 0.0675425"," 1.0507058"," 0.6805395"," 0.2987553","-0.3658181","-0.9109310","-0.8330156","-0.3345132"," 0.6757377"
"M313.119T883.187"," 0.06650561","-0.06959627"," 0.30046292"," 0.50788821"," 0.71018265"," 0.61739403"," 0.48739984","-0.10989592","-1.83227231","-0.31000840","-0.02177345","-0.34628691"
"M433.039T456.919"," 0.3262471"," 0.1694697"," 0.9866015"," 0.3912590"," 0.6297904"," 1.2062171"," 0.9349308","-0.6749465","-1.4445950","-1.4632399","-1.3003151"," 0.2385809"
"M447.259T942.596","-0.1263430","-0.4188286","-0.5408836"," 0.4540605"," 1.3247252"," 0.5911654"," 0.2420645","-0.4472503","-0.4162897","-0.4297536","-0.1190457","-0.1136212"
"M355.067T660.488","-0.2040848","-0.2299504","-0.1584667"," 0.1727295"," 1.2130860"," 0.3384111"," 0.5752407","-0.4308854","-0.3213896","-0.0810072","-0.4936018","-0.3800815"
"M1134.038T907.684","-0.68254606","-0.30282800","-0.47963753"," 0.36068621"," 0.64459785"," 0.39679707"," 0.78068006"," 0.07559509"," 0.47469599"," 0.54891198","-1.12513946","-0.69181319"
"M819.254T316.358"," 0.06602359","-0.41227426","-0.35185100"," 0.47615972"," 0.64871900"," 0.57820643"," 0.30449372","-0.56248315","-0.83383280","-0.23597862"," 0.13943092"," 0.18338646"
"M383.609T322.831","-0.08077523","-0.08047749","-0.48813190"," 0.44035192"," 1.21166140"," 0.37931092"," 0.18950076","-0.50647699","-0.37420908","-0.48598174","-0.27749114"," 0.07271856"
"M341.31T626.276"," 0.35566885","-0.36606861"," 0.17636337"," 0.32027503"," 1.15088464"," 0.68118846"," 0.22291964","-0.91819301","-0.90023382","-0.71661095"," 0.02844959","-0.03464319"
"M579.151T798.32","-0.3830161","-0.4776047","-0.3129662"," 0.2632387"," 1.3127524"," 0.3254576"," 1.1152844","-0.1265151","-0.2535735","-0.2997616","-0.8156654","-0.3476305"
"M784.154T761.471","-0.37255216","-0.31991700","-0.58168447"," 0.30535742"," 1.20294393"," 0.60362721"," 0.13213145","-0.46102960","-0.52345680","-0.32489423"," 0.04343196"," 0.29604230"
"M323.187T1016.246","-0.4428354"," 0.2547774","-0.7182668"," 0.3076427"," 0.8296702"," 0.3663804"," 0.2173339","-0.8407901","-0.4294795","-0.4767834"," 0.4322593"," 0.5000912"
"M1099.581T1224.487","-0.27321473","-0.14602980","-0.54574865"," 0.39817328"," 1.07887667"," 0.45931734"," 0.15798985","-0.45905447","-0.63959133","-0.06491575"," 0.08061015","-0.04641255"
"M206.988T126.118","-0.11693354","-0.02238501","-0.66780815"," 0.35182693"," 1.19834306"," 0.21910184"," 0.33633103","-0.31675783","-0.40798025","-0.39616332","-0.29677690"," 0.11920214"
"M489.691T902.138","-0.48218452"," 0.20052856","-0.24800622"," 0.01395736","-0.69840595","-0.23125799","-0.21042231"," 0.46545096","-0.91574173","-0.04149980"," 1.32751586"," 0.82006578"
"M472.901T67.482","-0.24087124","-0.23138476","-0.64210302"," 0.60021968"," 1.09580028"," 0.15153018"," 0.61059541","-0.44607198","-0.67460862","-0.07153738","-0.54081745"," 0.38924890"
"M685.228T857.881","-0.41257678","-0.66250672","-0.28141694"," 0.52222191"," 0.99256019"," 1.07208451"," 0.37584981","-0.50979268","-0.92708241","-0.17291358"," 0.09124943","-0.08767675"
"M441.162T763.637","-0.47644041","-0.54879964","-0.73682659"," 0.43329833"," 1.18632896"," 0.26914485"," 0.44414206","-0.15065832","-0.74880906","-0.04907114"," 0.09196143"," 0.28572953"
"M1137.546T907.004","-0.2926957","-0.1654309","-0.8430279"," 0.2963087"," 1.3842604"," 0.4079970"," 0.5219542","-0.3405704","-0.2993965"," 0.2098880","-0.5914073","-0.2878796"
"M963.275T732.778","-0.4936461","-0.2550235","-0.4392238"," 0.6187966"," 1.0267257"," 0.5327218"," 0.4892350","-0.4104778","-0.6271534","-0.2772820","-0.3382537"," 0.1735812"
"M991.316T318.206"," 0.09165454","-0.28715976","-0.44176060"," 0.46345848"," 0.83866822"," 0.35229185"," 0.40078396","-0.32968187","-0.84489482","-0.36515065","-0.05940530"," 0.18119596"
"M867.206T809.129"," 0.03786729","-0.26142496","-0.54465343"," 0.58049006"," 1.86707640"," 0.19765716"," 0.46066983","-0.09909652","-0.54283857","-0.46779089","-0.56024447","-0.66771190"
"M403.064T798.991","-0.2791224","-0.5359847","-0.2897386"," 0.5488836"," 1.3708337"," 0.2275352"," 0.6719272","-0.3089352"," 0.2245614","-0.3752009","-0.8748844","-0.3798749"
"M836.522T1479.692","-0.4444173"," 0.0792510","-0.5704110"," 0.4002863"," 1.2143485"," 0.3708179"," 0.1463640","-0.6758924","-0.3919637","-0.3826315"," 0.1397638"," 0.1144845"
"M399.275T1363.391","-0.04400887"," 0.04444235","-0.34616950"," 0.26377313"," 1.19771981"," 0.60933471"," 0.50756877","-0.64277211","-0.48030568","-0.44421105","-0.27787678","-0.38749480"
"M548.179T817.387","-0.4329517","-0.2417331"," 0.1544353"," 0.4289822"," 0.8377509"," 0.6185133"," 0.7104793","-0.4281787","-1.1510569","-0.3263999"," 0.1755571","-0.3453977"
"M524.183T892.811","-0.25846522","-0.10381181","-0.44648212"," 0.33630669"," 1.00308828"," 0.43783249"," 0.34360582","-0.53853637","-0.85228418","-0.25087412"," 0.05668609"," 0.27293446"
"M518.153T824.178"," 0.4934133"," 0.1707855","-0.2914511"," 0.2206798"," 0.9676477"," 0.6258331"," 0.1736786","-0.5242534","-0.8953897","-0.4603059","-0.2815992","-0.1990388"
"M1096.548T894.929","-0.67096575","-0.43933452","-0.50447393"," 0.51557781"," 1.44335696"," 0.46407653"," 0.38269888","-0.29694252","-0.01050272"," 0.03163948","-0.61837928","-0.29675092"
"M999.268T316.316","-0.06825159","-0.34265166","-0.48905764"," 0.43453420"," 0.69314295"," 0.51545475"," 0.35627893","-0.71075040","-0.69151969","-0.30346473"," 0.29631304"," 0.30997184"
"M393.081T756.691"," 0.35436090","-0.18644815"," 0.46896614"," 0.23612238"," 1.16635545"," 0.36685467"," 0.21958374","-0.96640010","-0.74460224","-0.66816060","-0.07273533","-0.17389687"
"M836.743T1479.398","-0.2171032"," 0.2740593","-0.4362645"," 0.2318781"," 1.0476738"," 0.4619439"," 0.1290946","-0.4846542","-0.5635744","-0.5191341","-0.1407315"," 0.2168122"
"M529.154T821.794","-0.0003174879","-0.0491321012","-0.3523034427","-0.0654750755"," 0.9533288310"," 0.4889448864"," 0.5220177562","-0.4720565359","-0.9492262612","-0.5432674441"," 0.3489393350"," 0.1185475398"
"M487.212T857.117","-0.3021056"," 0.1663495","-0.3341722"," 0.2130508"," 0.9707059"," 0.7369241"," 0.2018486","-0.7366837","-0.7467284","-0.6444160"," 0.1462980"," 0.3289289"
"M322.969T105.104","-0.335146196","-0.374207833","-0.171551648"," 0.451294112"," 0.971480863"," 0.717509476"," 0.296976128","-0.459553210","-0.451365322","-0.151031089"," 0.006790361","-0.501195642"
"M475.146T746.942"," 0.03645058","-0.14127736","-0.83899171"," 0.35213836"," 1.23291280"," 0.71447992"," 0.10252056","-0.76918710","-0.56626060","-0.31896766","-0.17921903"," 0.37540124"
"M1323.386T316.247"," 0.1580545","-0.4027226","-0.5281943"," 0.5020407"," 0.5547360"," 0.5806502"," 0.4652105","-0.4327350","-0.9564564","-0.1621745"," 0.3881610","-0.1665701"
"M438.049T766.588","-0.3156444","-0.0109473","-0.7612662"," 0.1098539"," 1.1087637"," 0.7989953"," 0.0989786","-0.4617000","-0.5387598","-0.5874992"," 0.2741008"," 0.2851246"
"M1013.583T1347.533","-0.22078983","-0.08627861","-0.54599769"," 0.38547934"," 1.08186902"," 0.44011501"," 0.12094415","-0.51632447","-0.67786924","-0.31598569"," 0.20960691"," 0.12523110"
