"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other"
"M1328.49T13.55","10490.999","11008.928"," 7896.040"," 8908.793","10362.669"," 9972.589"," 8398.674"," 6325.122"," 9339.024","10497.398"," 8704.012"," 8999.100"," 8946.535"," 9705.028"," 6793.199"," 8971.297"," 7330.979"," 7580.561"," 7580.561","10687.968"," 8815.393"
"M1329.24T13.55","12216.048"," 7073.156","11345.668","12871.941","11380.038"," 7709.994","11482.955"," 8044.729","10340.234","10638.782","10048.808","11728.714","13083.530","10837.237","10835.526","11462.609","11611.183","12687.503","12687.503","12150.342","11009.579"
"M1333.74T16.56","9558.260","8170.817","6633.157","9102.640","8816.370","8707.978","5909.666","7595.207","7882.681","9529.567","7076.949","9054.651","8624.986","9360.879","8952.778","8040.617","5821.816","7286.345","7286.345","8694.004","8527.984"
"M1333.74T12.55"," 7861.952","13807.298"," 6784.285"," 5464.344"," 5699.046"," 7492.704"," 7341.276"," 6721.059"," 7351.990"," 8742.766"," 7426.446"," 7217.089"," 7808.916"," 7416.551"," 7989.226"," 7455.505"," 6793.561"," 7127.970"," 7127.970"," 6842.466"," 8046.490"
"M1334.24T14.02","12143.965","10138.324"," 7018.994","11335.943","11242.895","12047.815"," 8978.856","10853.520","10885.476","10574.323","11047.700","11977.508"," 6066.144","11332.764","10186.468","12019.783"," 9294.803"," 9660.943"," 9660.943","11079.138","11093.055"
"M1334.73T17.55"," 7250.749","14443.200"," 7536.542"," 5657.516"," 8648.738"," 9119.635"," 5680.551"," 8995.136"," 8112.402"," 8518.307"," 8531.199"," 9688.376"," 8257.783"," 8526.305"," 8570.658"," 7584.686"," 5237.554"," 8017.272"," 8017.272"," 9087.180"," 7803.515"
"M1334.74T12.55"," 7998.333"," 9114.876"," 8274.261"," 8152.764"," 7663.398"," 9868.245"," 7810.398","14995.123"," 8365.272"," 9253.678","10309.245"," 9947.083"," 8784.500"," 7598.728"," 6868.847","10487.893"," 9848.581","16110.586","16110.586","10210.540","14905.100"
"M1335.73T17.55"," 6302.102","14593.650"," 7199.364"," 6903.006","14653.830"," 6331.161"," 6864.532"," 6663.280"," 6277.310"," 7696.132"," 5998.188"," 6064.257"," 6925.328"," 6359.020"," 7751.184"," 6463.112"," 4999.312"," 5816.812"," 5816.812"," 7921.694"," 7643.344"
"M1339.73T16.56","13073.222","12772.172","13658.854","11938.572","12335.347","12286.407"," 9855.756","12858.708"," 9681.179","11272.634","11602.522","12325.252","13049.856","11896.750","12134.294","12698.991"," 6842.855","11665.989","11665.989","13480.320","13249.434"
"M1340.74T16.56","21345.98","20013.86","18008.01","20247.21","20825.74","18904.79","13031.18","19458.42","19249.16","20486.56","18833.14","35942.26","19280.80","18184.17","20136.66","20884.30","12203.31","15830.15","15830.15","18563.52","20899.85"
"M1341.42T17.55","4139.878","5797.886","6282.899","4871.389","4279.483","5429.006","4173.666","5277.133","3639.595","5335.894","4736.466","5402.483","5568.758","6365.613","5928.790","5323.685","2730.828","4368.197","4368.197","5012.994","6921.720"
"M1341.74T17.55"," 7593.092"," 7275.464"," 7947.772"," 6134.420"," 9127.300"," 7367.501"," 5962.685"," 6400.651"," 5806.417"," 7253.825"," 6218.489"," 8228.058"," 9057.090"," 6853.115"," 5161.280"," 9654.878"," 5878.540"," 5664.529"," 5664.529","10238.624"," 7781.044"
"M1342.73T17.56"," 8063.407"," 9983.862"," 7873.177"," 7923.700"," 8622.794"," 7872.852"," 4986.053"," 9021.995"," 8168.370"," 8034.030"," 8075.023"," 7893.160"," 9134.770"," 7370.710","10553.566"," 7508.225"," 4544.446"," 9355.389"," 9355.389"," 8740.142"," 9110.148"
"M1343.06T12.55"," 8754.792"," 8435.496"," 8914.883"," 7653.550"," 8268.658"," 9542.693"," 8568.839"," 8934.407"," 8690.095"," 8149.662"," 8010.736"," 8349.288"," 7383.943"," 8670.575"," 8349.890"," 7619.678"," 9162.218","10895.803","10895.803"," 9145.354"," 9177.987"
"M1343.73T17.56"," 5997.130"," 5287.953"," 4773.090"," 4022.336","11721.058"," 4087.240"," 7111.270"," 6017.099"," 5677.301"," 7508.458"," 6260.647"," 6162.267"," 5452.345"," 5213.594"," 5293.878"," 6338.512"," 4199.498"," 8367.247"," 8367.247"," 5496.440"," 5160.754"
"M1344.23T13.55"," 9432.848","10972.820","11605.905","11658.320","11427.600","11443.089","10962.367","10793.900","10658.347","10631.119"," 9745.377","11076.896","12459.645","12826.364","12734.940","11566.039"," 9522.654","11430.928","11430.928","10936.712","11802.127"
"M1345.24T13.55","14210.504","11442.804","13958.208","12314.111","14191.350","13220.228","13216.611","12381.957","13453.781","12878.491","12641.812","14470.361","13240.003","12104.204","14515.975","13526.012"," 9830.475"," 8488.544"," 8488.544","14140.294","14676.439"
"M1345.41T12.6","11255.947","10275.010"," 8650.144"," 9143.181","10096.343","11236.055","12565.084"," 9625.831","11678.970","11056.903"," 9027.206","12829.785"," 8597.978"," 9049.066","11534.463","10243.729"," 8257.235"," 9849.460"," 9849.460","12732.082","10055.446"
"M1348.23T13.54"," 9020.982"," 9839.430"," 8680.228"," 8713.897","10566.919"," 9673.651","10599.361"," 9032.609"," 9110.007"," 7278.186"," 9663.777"," 9821.394"," 9478.639"," 9422.182","10896.592"," 9972.289"," 7197.346","10204.292","10204.292"," 9821.376"," 7970.805"
"M1348.4T17.55","4394.947","4332.354","3569.601","5032.359","4389.458","4195.323","2980.396","3634.913","5030.545","7881.574","3855.263","4913.171","5279.785","4798.786","3887.566","4978.017","2284.517","5287.828","5287.828","4682.004","5262.532"
"M1348.98T13.55","18134.24","18763.19","18790.45","19345.59","16326.86","19943.17","16553.40","21497.55","17626.72","17492.81","18152.29","18810.47","17128.98","18838.08","18733.65","18388.43","17620.70","15610.75","15610.75","19702.93","19012.50"
"M1350.24T13.55","12946.889","12872.502","12599.304","12825.822","13556.548","12839.242","10626.046","12057.400","12714.973","11556.281","13574.602","11183.286","13359.006","12742.112","12377.792","13784.489"," 9462.396"," 9504.604"," 9504.604","14326.852","12933.255"
"M1350.74T12.54"," 9332.057"," 8088.635"," 7687.465"," 6299.907"," 7330.468"," 8018.578"," 8166.936"," 8122.617"," 7711.064"," 8784.274"," 7821.320"," 6069.736"," 7694.581","14563.560"," 9366.463"," 9013.252"," 8276.268"," 8332.924"," 8332.924"," 7632.830","11546.536"
"M1352.23T15.53","5411.207","4877.148","5277.128","5885.978","6684.229","7453.341","6146.129","5404.239","5379.198","6652.967","6676.546","6680.353","8867.722","4576.161","6838.335","6470.447","5688.185","4791.661","4791.661","6112.282","6793.605"
"M1353.73T17.55","8909.915","8754.184","8230.137","6609.435","6527.143","6650.913","5722.208","8005.671","8961.711","6664.754","7122.720","6547.553","7248.416","7186.142","6415.188","8222.594","4770.523","7063.128","7063.128","7414.176","7002.740"
"M1355.99T13.55","12473.308","12695.256","14892.373"," 9214.507","12533.323","12961.597"," 8882.850","10052.066"," 7450.804","13824.599","11238.675","10691.822","13553.191","16563.542"," 9586.277","10061.235","11857.552","13200.474","13200.474","12399.086","11085.156"
"M1356.48T14.02","13582.626","11839.412","13589.295","11778.058","12208.001"," 9601.354","12883.332","11176.961","10957.216"," 9856.296","12553.548"," 9626.851","11441.694","11420.158"," 9554.142"," 9299.172","10982.028","10869.746","10869.746","11975.820","11772.507"
"M1357.73T12.61"," 8532.625"," 6712.739"," 7648.878"," 7868.230"," 7143.822"," 6859.544"," 9394.194"," 6519.852"," 7729.118"," 7942.903"," 7287.336"," 8811.764"," 9330.146"," 6991.348"," 7992.135"," 8808.382"," 7585.765","10473.326","10473.326"," 6491.416"," 8712.893"
"M1357.73T17.55","8207.087","6472.432","5910.779","7342.746","5329.007","7231.307","5898.806","7192.114","5972.550","5993.331","5747.754","7462.004","7627.693","6062.680","6242.206","6033.108","5104.231","7144.185","7144.185","7943.760","6549.727"
"M1359.74T13.52","13401.581","13787.238","13751.765"," 9059.596","14380.536","12018.620"," 8115.044"," 9143.834","15262.131","14791.477","11813.732","15132.207","14598.106","16148.300"," 6855.141","11820.126","11908.087","16427.889","16427.889","10208.534","10282.756"
"M1361.41T13.55","19775.15","17105.16","17911.96","18172.71","18110.67","19149.55","17516.91","18775.52","18121.65","18869.80","19147.27","23452.48","17268.09","18098.13","14863.00","18499.99","15336.19","14312.79","14312.79","16938.66","18714.11"
"M1362.48T13.52"," 9867.514"," 9819.458","11947.348"," 6405.158"," 8720.661","11621.605"," 9845.448"," 9902.401","11585.196"," 9763.202","10220.570","10749.984","10116.566","11402.972"," 7425.197","10338.639"," 9593.324","10007.863","10007.863","10124.282","10595.094"
"M1363.4T16.56"," 8169.350"," 8260.708"," 8001.108"," 7196.578"," 9602.083"," 8673.821"," 8718.076"," 8087.509"," 8317.362"," 9147.580"," 8192.675"," 8803.968","10108.234"," 8138.342"," 7847.331"," 8520.924"," 6252.921"," 6047.519"," 6047.519"," 8702.028"," 9280.395"
"M1363.74T12.55"," 8729.557"," 8951.476"," 8834.668"," 9901.319","10114.241","13640.277","11950.992"," 9394.230"," 9900.402","13361.966","10236.669","20826.410","11317.212"," 9745.148"," 9896.682"," 9139.718","11346.255","10046.048","10046.048","11059.078","14551.524"
"M1363.73T17.55","11053.412","10599.996","12256.660"," 9720.477","12599.773"," 9702.950"," 8507.572","11114.085"," 9611.538"," 9703.022","10970.995","10305.628","10065.868","12714.028"," 9388.346","10388.005"," 7975.453"," 8784.327"," 8784.327"," 9307.840"," 8736.961"
"M1364.73T17.55"," 9450.144"," 8594.429"," 8303.918"," 8163.063"," 9295.342"," 8334.740"," 7913.670"," 9044.224","15630.088"," 8490.273"," 8599.430"," 8372.100"," 7728.002"," 7721.823"," 6963.408"," 9953.772"," 6088.421"," 9121.989"," 9121.989"," 9444.248"," 8194.144"
"M1364.73T12.54","8627.352","8196.992","7983.517","8814.612","7605.235","8644.810","7150.739","7758.933","7041.532","8327.018","7889.471","8019.433","8067.676","8694.436","8374.733","7577.651","6575.076","7450.284","7450.284","7179.474","8515.101"
"M1365.98T13.55","17570.55","19626.70","16989.13","19596.28","18242.58","16523.37","20064.39","19779.23","17964.74","17617.19","19301.51","22083.60","19512.05","20864.41","18359.51","19421.26","16769.97","16154.53","16154.53","19785.18","17748.88"
"M1366.23T13.55","15784.15","17987.29","17985.81","17517.12","18959.74","16808.19","14584.66","16477.64","16330.85","14874.60","18222.49","16991.39","17817.32","19859.40","17404.33","17315.97","15260.35","16094.54","16094.54","18487.30","14250.60"
"M1367.73T12.55","6639.769","6924.712","9402.122","7099.886","7344.643","8504.619","7772.956","6942.880","5276.325","8726.345","7036.809","7501.934","5637.005","7442.726","6266.493","5293.529","6561.977","8599.722","8599.722","7767.232","9640.836"
"M1370.72T17.04"," 8970.015"," 9556.584"," 9303.023","12195.011"," 9155.213","12627.862","12086.150"," 9544.901","16652.842"," 8793.856","15384.014"," 9517.515"," 8373.044"," 8931.519","13544.512"," 9744.802"," 7521.657","10066.711","10066.711","13811.310","11404.491"
"M1372.99T13.55","14086.132","13073.102"," 9343.948","11539.967","11822.453","11013.573","12057.400","12935.833","11785.250","12554.972"," 9561.410","11859.077","11182.668","11924.571","12809.821","11680.614","10615.332","11148.113","11148.113","11883.544","11858.158"
"M1373.73T16.56","13514.341","10433.206","12107.332"," 9989.584"," 8963.062","11390.293"," 9941.736","11444.713","10468.473","11361.094","10876.828","10422.375","11169.537","10634.852","10187.869"," 9385.075"," 6886.344","10768.512","10768.512","10162.396","10485.848"
"M1375.23T16.56"," 6188.149"," 7259.391"," 5376.190"," 6774.569"," 5754.534"," 6903.793"," 4355.089","11780.894"," 5627.933"," 5922.885"," 5938.106"," 5564.689"," 6166.749"," 3843.859"," 5470.675"," 6818.394"," 2936.434"," 6923.561"," 6923.561"," 8798.316"," 5621.750"
"M1375.39T13.55","10716.323"," 8563.614"," 6124.318"," 7849.895","10689.974"," 8882.407","10313.127"," 7551.558"," 7829.010"," 7985.509"," 8913.895"," 7685.436"," 7927.953"," 7157.953"," 8393.265"," 9440.032"," 6127.490","11711.736","11711.736"," 8920.682"," 6533.542"
"M1375.73T17.55","8757.645","6771.551","6325.662","7347.441","6426.499","6538.390","5324.570","6967.417","6645.670","6049.546","6350.669","7315.612","6568.099","6433.824","5824.270","4728.763","5050.364","5756.263","5756.263","6479.380","6871.027"
"M1375.73T12.54"," 7801.784"," 7687.313"," 8942.748"," 7274.648"," 7838.145"," 7108.434","13118.630"," 6473.465"," 5642.949"," 7466.332"," 6478.346"," 7068.655"," 7063.723","14148.318"," 6899.264"," 7262.794"," 5757.160","10579.644","10579.644"," 9185.474"," 9292.114"
"M1378.73T13.55","26082.01","24477.21","24033.71","23895.10","25032.87","25869.04","24406.15","24328.02","27883.32","13143.31","25187.34","26897.25","25630.35","25765.06","24920.47","25620.00","23355.91","23353.74","23353.74","24108.11","26691.42"
"M1380.72T17.48"," 8701.835","15355.930"," 6481.433"," 8725.596","11359.859","10224.943"," 6636.777"," 7424.843"," 5655.541"," 8483.374"," 9929.108"," 7484.063","10090.180"," 7549.260"," 8835.782","11676.926"," 6547.888"," 6181.489"," 6181.489"," 8489.392"," 8671.105"
"M1381.4T13.54","10520.098","13243.612","11438.951","11201.368","12844.732"," 9952.795"," 9837.428"," 6839.096"," 8325.246","11309.120"," 7504.446"," 9548.633","11091.512"," 9631.539","10781.298"," 7969.195"," 7319.236","10291.760","10291.760"," 9460.296","10733.345"
"M1384.72T17.55"," 8387.199"," 9082.284"," 7986.451"," 9885.283"," 9677.461"," 9692.643"," 6928.967"," 7955.187","10243.847"," 7951.568"," 9168.369"," 8336.554"," 8275.877","10525.482"," 9049.066","11558.572"," 6395.890"," 8193.394"," 8193.394"," 8754.184"," 9920.382"
"M1386.72T16.56"," 8537.591","15337.876"," 9601.726"," 7221.042"," 7843.460"," 9579.982"," 6002.449"," 9457.811"," 6347.830"," 8835.960"," 9128.123","10524.394"," 8817.633"," 9217.570"," 6936.748"," 9614.175"," 6530.871"," 9085.306"," 9085.306"," 8122.294"," 8665.693"
"M1394.72T17.56","10336.770","10062.096","10052.066","11029.857"," 9413.333","10694.827"," 9989.880","10513.705"," 7895.970"," 8998.916"," 8268.793","10326.112"," 8085.203"," 9228.471"," 9914.720","10884.395"," 6540.325"," 8526.241"," 8526.241"," 9077.150"," 7932.148"
"M1395.47T13.55","11986.853"," 9785.268"," 6963.436"," 9963.600","10835.756","10197.233"," 7829.719","10954.344"," 7795.415","10777.426"," 9540.536"," 9711.086","10933.986","10581.650","11483.205"," 8738.329"," 7398.736","11667.609","11667.609","11137.312"," 8389.903"
"M1398.72T17.56","7444.992","7789.298","8009.404","7315.882","7019.531","7152.946","5423.493","6450.719","6008.633","6152.161","6536.924","6718.010","7646.872","6341.539","7295.822","8066.832","5626.190","6938.897","6938.897","6890.610","6663.480"
"M1401.05T13.55","11116.784"," 9713.052","11175.314","10994.731"," 7104.662","12620.608","11446.044","10615.475"," 6984.259","11674.920","10041.906","11772.935","11915.789","10728.911","11160.372","11958.713"," 9639.404","10576.928","10576.928","10196.498","10357.836"
"M1401.4T12.54","10865.876"," 9973.984"," 5938.582"," 8660.346"," 9382.093"," 5953.439"," 9457.668","10473.063","10443.178","10004.994"," 8739.210","11670.552"," 9460.584"," 5382.098","10154.665"," 8453.850"," 9637.324"," 8801.901"," 8801.901","10451.260"," 9880.461"
"M1402.05T13.55"," 6861.599"," 8238.069"," 9969.828"," 9069.528","10038.189"," 9776.070","10044.295"," 9545.666"," 9511.009","10175.446"," 7470.344"," 9867.523","10112.554"," 7729.706","10427.813","10046.605"," 9850.432"," 9822.492"," 9822.492"," 9640.836","10191.907"
"M1402.73T12.55","14338.888","12344.060","12422.674","13208.408"," 8497.416"," 8840.927","11086.148","13199.193","12576.724","11839.412","13638.319","11780.859","12730.464","14640.902"," 7527.017","10177.067","11968.219","14034.583","14034.583","13101.186","11213.497"
"M1404.71T17.55"," 8041.392"," 6155.225"," 7269.553"," 7965.164"," 8591.698"," 6636.848"," 6562.930"," 6757.133"," 6527.947"," 6322.971"," 7336.015"," 7614.413"," 5759.226"," 7430.896"," 6971.444","10453.266"," 6672.682"," 7536.007"," 7536.007"," 7588.698"," 5410.211"
"M1405.73T13.55","41899.32","40346.68","43939.06","42140.73","40250.39","41905.17","40948.33","43615.78","41241.05","42196.21","40876.26","41462.27","41688.55","40286.50","40386.78","41483.83","38982.68","38003.89","38003.89","43939.42","41481.49"
"M1406.22T13.55","22218.46","21632.70","21128.86","20954.04","21530.40","20152.27","20950.48","21241.31","20669.82","21655.16","22834.30","22244.04","21819.84","20545.45","20636.71","22585.06","19736.39","17436.42","17436.42","21538.42","22769.84"
"M1408.73T16.56","15374.069","15973.778","15518.820","17403.109","15273.899","15913.057","11120.625","16405.958","14396.524","15189.004","13124.305","28436.484","15309.509","13973.109","14092.150","15136.698"," 9172.338","13108.970","13108.970","15801.262","14629.333"
"M1409.23T13.54","11061.706","10481.714"," 9422.300","10871.977","10933.367","12161.849","11502.163","10609.859"," 9644.782"," 5465.706","12543.074","10535.385","11237.954","10321.655"," 7141.360","11374.235"," 9286.691"," 9903.636"," 9903.636","10912.640"," 8532.129"
"M1413.22T13.55","11766.58","14056.04","12396.60","13697.38","13151.34","12297.25","11545.95","14400.21","13098.84","12771.99","12164.38","12091.73","12565.97","14600.78","13025.52","11610.16","11288.97","11507.14","11507.14","14665.87","12519.84"
"M1416.06T13.55","12070.979","11940.495"," 7624.806","11131.434","11536.476"," 6731.456","11496.127"," 6885.225","11934.915"," 9490.386","11273.559","12336.512","13549.302","11635.693"," 7239.654"," 8899.669","11353.593","13027.789","13027.789","13149.330","12125.263"
"M1417.47T13.55","10480.135","11517.016","11148.545"," 9346.461"," 5406.331"," 9878.272","10752.160","15945.369"," 9819.709","13016.782","10344.942"," 9022.340","14571.963"," 8826.400"," 9851.992","11537.095"," 8430.737"," 7129.324"," 7129.324","10126.288","11086.874"
"M1419.72T16.56","7040.967","7359.758","7431.459","6209.851","7277.768","7906.298","5671.083","6416.333","6874.563","7872.951","7015.199","8059.744","7137.988","6675.968","8964.814","6563.632","4997.421","7357.869","7357.869","7039.054","5827.983"
"M1419.72T12.55","12890.835","11434.962","11638.486"," 6935.365"," 6082.985"," 8634.965","10972.248","11086.841","11670.901","13139.718","11597.334","13279.038","11685.791","11501.273","12588.893"," 7158.564","11410.051","13545.167","13545.167","12461.272"," 8421.188"
"M1421.72T17.55"," 4989.346"," 7321.900","10546.496"," 6070.156"," 6405.046"," 6148.319"," 5347.292"," 6136.294"," 5645.022"," 7137.348"," 7064.132"," 5923.881"," 5494.508"," 4816.841"," 4377.781"," 5357.850"," 3516.914"," 6381.862"," 6381.862"," 5408.176"," 6557.710"
"M1421.72T12.54","6316.704","5642.580","5524.891","5516.009","6438.248","6262.319","5080.985","5862.881","5914.065","5666.950","6359.758","4753.891","5317.605","5924.012","6250.430","5771.292","4823.466","7646.872","7646.872","6539.560","5753.501"
"M1422.39T13.55","12998.880","12366.990","14408.373","13499.694","13085.138","13729.701","14177.843","12952.879","14744.236","13915.362","15414.104","14277.943"," 9218.044","14015.922","12480.088","13750.394","12100.568","13790.000","13790.000","13835.382","12544.273"
"M1423.46T13.55","25125.15","22298.70","28099.25","21377.22","22488.06","21132.88","20950.50","23297.37","19216.75","19462.63","18730.02","22195.91","23499.00","27263.55","22367.98","20845.17","20971.16","17945.69","17945.69","23857.36","22294.47"
"M1424.72T12.6","10443.506","13414.122","10491.380"," 7237.648"," 9067.318","10120.244","17769.807","10270.678","16443.006"," 8822.388","17116.521","16289.435","17699.473","18346.266","16743.052","19753.513","14803.836","13661.352","13661.352","15261.648","18315.264"
"M1427.4T13.43"," 7024.461"," 6641.866"," 7895.090"," 9016.407"," 6852.633"," 8084.989"," 6159.692"," 8130.254"," 7011.578"," 8580.822"," 6869.685"," 8330.963"," 7778.612"," 6636.315"," 7256.502"," 8289.569"," 8370.189"," 8597.107"," 8597.107"," 8266.726","12002.907"
"M1429.06T13.55","16896.54","15157.34","16463.42","15587.07","15535.82","16088.34","16810.28","17149.89","14982.81","16039.98","15030.96","15998.62","15157.57","15979.80","15288.21","18955.27","14861.14","13579.27","13579.27","14162.36","18092.32"
"M1429.22T13.55","11454.260","10184.702","10993.790","11208.587","12209.733"," 8550.741","11070.919","12156.593","10449.378","10624.953","10322.876","12753.679","12437.579","13773.196","12899.300","11740.782","11155.270","13725.689","13725.689","12523.458","12199.276"
"M1429.4T13.55","15121.23","15059.04","14680.58","16209.02","16270.67","14382.25","13886.06","19162.12","14348.29","17478.28","12513.71","15483.32","16311.31","17020.91","18646.09","16821.27","11120.43","14935.32","14935.32","11807.32","15188.06"
"M1431.72T17.4","10783.062","12276.720","16686.401","10411.416"," 6252.702","10184.758"," 6051.680","10531.379"," 9433.961","10808.218"," 9268.340"," 8777.897","12266.690","10195.495"," 8329.502","10235.157"," 6222.668"," 9530.153"," 9530.153","10350.960"," 9553.817"
"M1433.39T12.55"," 6946.778"," 9172.645"," 7289.804"," 9274.491"," 9349.353","10899.066"," 9377.182","10582.800","10043.806"," 8104.240"," 7614.510"," 9745.263"," 9564.332"," 8217.207"," 9311.467"," 8675.375"," 8397.672","11001.913","11001.913"," 9283.768"," 6950.790"
"M1434.47T13.55","12453.431","10316.072","12660.610","12237.900"," 9856.049"," 9178.149","10568.990","11435.560","11400.683","10588.935","12661.872","10549.425","10629.150","12755.118"," 9825.014"," 9941.330"," 8825.407"," 8184.154"," 8184.154","10288.774","10862.920"
"M1435.72T12.55"," 6658.813"," 6158.420"," 4714.707","11658.764"," 6855.935"," 6416.870"," 7426.618"," 5221.252"," 6404.691"," 5470.362"," 5596.740"," 7014.509"," 6466.978"," 5514.768"," 5676.186"," 7742.592"," 6032.303"," 6780.280"," 6780.280"," 5777.280"," 6034.774"
"M1435.72T17.56"," 5359.594"," 5065.120"," 4865.086"," 5302.634","10184.462"," 5187.895"," 3966.918"," 5635.617"," 5424.766"," 6152.402"," 4732.460"," 5613.048"," 4635.615"," 5023.478"," 5141.231"," 5656.920"," 2838.112"," 7675.869"," 7675.869"," 4156.432"," 5817.323"
"M1438.05T13.55","12208.493","16644.713","15785.646","17760.562","19191.402","19157.396","16666.167","17652.900"," 9624.788"," 9989.880","18188.402","18740.427","15739.164","17658.818","19697.135","18567.845","15538.578","15984.365","15984.365","17915.586","17683.133"
"M1438.38T13.55","15311.608"," 8176.456","11721.765","12712.876","13905.949","13659.498","12474.556"," 6140.841","13710.984","15365.960","12830.376","13473.693"," 9456.284","14053.108","14147.441","13138.924","11494.677","12252.561","12252.561","14561.554","13719.672"
"M1438.71T16.56","10364.788","16844.382"," 8731.217"," 9478.781","16039.976"," 8729.349"," 7101.977"," 9111.305"," 9342.647"," 9258.156"," 8761.556"," 9271.241"," 9186.909"," 7125.312"," 8762.208","10178.887"," 7697.033"," 9530.153"," 9530.153"," 9327.900"," 9819.256"
"M1440.47T13.55","21263.60","20415.06","19450.03","19119.38","16740.15","18699.87","19034.73","19183.14","17913.58","18762.45","17694.93","17853.80","20272.62","20224.49","19232.05","17372.12","17174.63","16716.52","16716.52","19385.98","16882.40"
"M1442.72T13.1","13868.58","18184.39","13329.08","15876.92","15442.38","10124.08","14804.56","12606.65","11904.07","10944.02","11082.95","13643.89","10651.74","12989.66","10505.06","11807.56","13052.83","15475.82","15475.82","13185.44","13702.84"
"M1445.05T13.55","12140.496","11187.462","13130.086","10041.817","13841.400","13336.665","11200.865"," 7261.312","11455.652","12653.848","12105.066","13267.115","10901.523","12757.133","11612.792","11814.990","11314.280","11174.312","11174.312","13277.714","12011.177"
"M1446.21T13.55"," 8710.052"," 9793.369","10691.843"," 8957.003"," 9246.605","10685.799","10625.669","11172.387"," 9396.992","10203.929","10390.528","10068.082","10082.463"," 8084.180"," 9303.828","10990.688","10778.657","11791.760","11791.760","11083.150","10399.614"
"M1446.44T13.6","14180.41","11974.62","12170.10","15327.31","11600.09","12750.72","10552.06","13159.79","11461.31","12477.38","11294.14","12857.97","12783.08","11073.12","12049.07","11871.14","10070.29","11565.07","11565.07","12152.35","12049.16"
"M1447.22T13.55","10850.454","11420.914","11128.055","10397.022","11739.464","12502.151","10801.356","13002.017","12071.061"," 7971.844","12325.979","12930.065","14040.727","13148.324","11602.248","12599.430"," 9646.936","11302.683","11302.683","13043.012","12809.670"
"M1447.46T13.54","15343.894","12968.790","12198.047","11029.512","11443.124"," 9357.330","15954.837","13246.027","10916.652","10656.052","11696.857","11119.013"," 9360.965","11151.354"," 9875.538","10601.367","10471.718","10629.041","10629.041","11091.174","10497.535"
"M1448.71T16.98","10952.314"," 6060.869"," 8168.432"," 6737.872"," 8526.917"," 5485.771"," 5093.561"," 8462.507"," 6239.560"," 7303.846"," 7908.778"," 7529.877"," 6943.362"," 5474.891"," 8570.588"," 7751.184"," 4467.993"," 6329.765"," 6329.765"," 8405.140"," 5687.606"
"M1452.22T13.55","10416.907"," 9615.566","10062.086","10712.104"," 9149.366"," 8968.364"," 9662.808"," 9235.026"," 7551.985"," 8614.837"," 7364.026","10922.465","10235.597"," 9297.810"," 9734.236","10168.167"," 8703.067"," 7145.372"," 7145.372"," 9530.506","10417.210"
"M1455.71T16.56"," 6434.315"," 5127.336"," 5187.693"," 5833.448"," 5818.584"," 5716.570"," 4794.385"," 4985.539"," 5288.055"," 9703.989"," 5095.037"," 5406.271"," 5871.756"," 5531.064","11857.466"," 5879.586"," 4995.530"," 6167.238"," 6167.238"," 5875.574"," 5966.997"
"M1456.05T13.55"," 9720.044"," 8559.163"," 5831.442"," 7843.916"," 9443.545"," 9587.618"," 8860.104"," 9846.285"," 8401.994"," 9224.630"," 9044.638"," 9388.186"," 8168.628"," 8867.195"," 8494.512"," 8726.279"," 8645.799","10448.827","10448.827"," 8088.192"," 8016.242"
"M1458.71T13.55","11638.884"," 9610.746","15651.084","10371.302","16601.040","17124.189","16901.191","17503.409","16989.749","11863.484","17444.176","16489.994","17689.447"," 9347.960","11907.643","17229.063","16761.896","17863.952","17863.952","17171.360","18436.597"
"M1461.71T12.67","12778.220"," 8561.608","11942.321","12269.334"," 6788.956","11613.602","12188.181"," 7454.815","11996.303","11536.187","13095.168","14049.186","11587.009","11737.999","13014.682","12101.318","11049.321","14227.268","14227.268"," 8352.984","13089.130"
"M1463.45T13.55","10608.199","13131.276","12125.171"," 9537.579","10406.275","10870.557"," 9430.922","10318.875","11093.803"," 9647.314"," 9867.595","11720.789"," 9960.093","12003.904","10728.088","12233.880"," 8726.118"," 9379.121"," 9379.121"," 9201.522"," 9621.583"
"M1463.96T13.55","13881.52","13502.71","15276.17","13148.06","13361.62","13480.65","14409.10","14301.22","16350.03","13169.02","15777.02","14317.94","14112.64","14679.91","12614.63","14596.43","12782.24","11416.73","11416.73","17113.19","14074.54"
"M1464.72T13.55","19933.62","16589.62","15442.65","17699.34","15524.43","18357.39","16944.94","16903.98","17668.46","13564.82","15127.25","17093.82","17538.87","15841.38","16345.41","18311.74","16032.79","16898.87","16898.87","15251.62","18264.98"
