"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21"
"M899.82T17.56",-0.042271,-0.0047083,0.040793,-0.021396,-0.018861,-0.013453,-0.041932,0.026713,-0.019894,-0.012454,0.002391,-0.023743,-0.019571,0.015477,-0.014144,0.02443,0.022439,-0.02928,-0.038124,-0.0034167,0.0075081
"M899.83T12.55",0.002308,-0.0032699,-0.013086,-0.036935,-0.010621,0.042625,-0.0042681,0.011466,-0.0050913,-0.054589,0.0052246,0.0078041,0.016809,-0.074396,0.014889,0.0091539,-0.0040403,0.024395,-0.0087255,-0.0034186,0.010184
"M900.82T12.55",0.00055637,0.01102,0.029994,0.012236,0.049472,0.0057813,0.0063773,-0.052167,-0.023382,-0.0030965,0.035355,0.06189,0.03388,-0.027903,-0.04793,0.049328,0.016039,0.033314,-0.0061517,0.0065706,-0.0048689
"M901.82T12.55",0.035883,-0.0081844,0.03725,-0.059575,0.027104,-0.054388,-0.014635,-0.0089127,-0.014627,0.064295,0.010721,0.004455,-0.023911,-0.038051,0.022428,0.024673,0.0047561,0.015194,-0.01245,0.014539,-0.0045929
"M901.82T17.55",-0.059202,0.0070196,0.027487,-0.012769,-0.0013359,0.037121,0.01508,0.0061292,-0.0039069,-0.055205,0.0014472,0.0024751,0.014421,0.025348,-0.033968,-0.049576,0.02209,-0.018198,0.029978,-0.0038777,-0.0013686
"M902.16T16.56",-0.029753,0.034383,-0.02438,0.048748,-0.010201,-0.04127,0.0099209,-0.052052,-0.045744,0.020361,0.011069,0.039126,-0.020313,-0.015322,-0.055491,0.037679,0.058685,-0.0051616,-0.015413,-0.0030643,0.00089937
"M902.81T18.56",-0.0012987,0.029735,0.033157,0.0074128,0.030906,-0.0065936,0.0026068,-0.019134,-0.036579,-0.0072282,0.019956,-0.029827,-0.037245,-0.039024,-0.0055635,0.0067754,-0.0007907,-0.015659,0.0036415,0.0066012,-0.0044976
"M902.82T11.55",0.023384,-0.0092863,0.046444,0.0048527,-0.006393,0.0095478,-0.029897,0.00014407,-0.057522,-0.021026,-0.02272,-0.01607,-0.02286,-0.02718,0.0022082,0.050193,-0.00024644,0.023531,-0.017084,-0.0054782,0.010999
"M903.48T13.45",0.018829,-0.010984,0.059457,-0.0039756,0.042963,-0.034966,0.035125,-0.0042938,0.016415,-0.0075882,-0.011773,-0.03652,0.04637,-0.06878,-0.049612,-0.062364,-0.0063649,0.0026245,-0.027879,-0.0053367,0.0081701
"M906.16T14.49",0.0037859,-0.032938,0.021825,-0.034931,0.023344,-0.018942,0.087023,0.013018,0.032716,0.0070733,-0.022069,-0.016194,0.052487,-0.067384,0.0054699,-0.060769,-0.033051,0.040846,-0.056354,0.0057936,-0.00063571
"M906.33T13.55",-0.024781,-0.0056798,0.0063641,0.025313,0.048117,-0.05191,-0.0040609,0.037885,0.048045,0.036419,0.029617,-0.056844,0.021857,0.060912,-0.042325,-0.062397,-0.053266,-0.031034,-0.033807,0.0086154,-0.012179
"M908.49T16.55",7.5058e-05,0.0065979,0.0063949,-0.059078,0.025682,0.06598,0.0061361,0.073937,-0.032584,-0.0061005,0.046862,-0.02838,0.091172,0.018226,-0.049137,-0.0026,0.021598,-0.0017911,-0.0097088,-0.004162,-0.0080511
"M908.82T17.56",-0.024469,0.054896,-0.0070066,-0.050511,0.025461,-0.024636,0.025892,-0.0055809,-0.0040144,0.0021839,0.0084312,-0.028465,-0.052024,0.0018576,0.012911,0.0021075,0.0026339,0.00010295,-0.0093539,-0.0051997,0.0063572
"M909.31T17.56",-0.038316,0.013697,0.056156,-0.020796,0.00040482,-0.0043845,-0.0077882,-0.012414,0.058977,-0.020613,0.013479,0.0064089,-0.0219,0.012085,0.0051913,0.027537,-0.011239,-0.017229,0.029057,0.0082033,-0.0046112
"M909.82T12.55",0.012314,-0.015236,0.012758,0.0046681,0.071555,-0.011172,0.034742,-0.019303,0.020132,-0.032833,-0.02625,-0.049993,0.0049247,-0.0085034,0.077815,0.041132,0.028207,0.0022679,-0.028004,-0.0030419,0.004194
"M909.82T17.56",-0.053114,-0.0013531,0.011369,-0.004741,-0.040399,-0.020267,-0.030595,0.013135,-0.01445,0.02451,0.058046,0.037246,0.0064473,0.034397,-0.056789,-0.018923,0.030765,0.0080861,-0.0017877,-0.0063206,0.0091045
"M910.15T17.55",-0.0053462,0.025374,-0.0064698,-0.067435,0.033598,-0.038829,-0.014737,-0.044669,-0.027449,0.014726,-0.017126,-0.025753,0.050689,0.0031986,-0.00018771,0.008806,-0.054501,-0.015162,0.00050301,-0.011066,0.0088057
"M910.8T18.56",-0.0098396,0.034209,0.024751,0.049375,0.0094507,-0.014115,0.0023398,0.02108,0.0051389,0.010742,-0.031767,-0.012181,-0.0045745,-0.0012383,0.031032,0.031526,0.00064701,-0.028976,0.020827,-0.010205,-0.0022887
"M910.81T11.54",0.011048,0.00033788,0.013247,0.0063332,-0.0027848,-0.0068946,-0.010877,-0.011146,0.032923,0.0035675,-0.0029584,0.034593,0.031244,-0.047307,-0.037192,0.027498,0.01292,0.034092,-0.052278,0.0099175,-0.0033718
"M911.48T17.56",0.0095572,0.0080417,0.041329,0.058846,-0.010696,-0.024576,-0.020612,0.022975,0.019042,0.033029,-0.017237,-0.049042,-0.017418,-0.032127,-0.036465,-0.0044541,-0.024748,-0.027583,0.052444,0.0024782,-0.003062
"M911.81T18.56",-0.012665,0.015606,0.013988,0.0081031,0.0023372,-0.0071233,-0.0079462,-0.02099,-0.038657,-0.010816,0.021374,0.014695,0.0075358,0.012053,0.010945,-0.01595,0.068283,0.048664,-0.012658,0.00052813,-0.0057617
"M911.82T11.54",-0.015045,-0.0054941,-0.014027,-0.015575,0.034184,-0.0052749,0.030374,0.023909,0.038525,0.0013218,0.022656,0.015068,-0.014461,-0.0039845,0.036702,-0.031563,-0.037444,-0.0070621,-0.046919,-0.0062922,-0.0019403
"M913.49T13.02",-0.021491,-0.031354,0.062901,-0.03038,0.0052031,0.00028034,0.016019,0.025544,0.023357,-0.034989,-0.015553,0.023517,-0.011467,0.024116,-0.033914,-0.030119,0.054034,0.012831,0.030152,0.010427,-0.0053489
"M917.15T16.56",-0.047686,-0.0021365,-0.001673,-0.011041,-0.047785,0.055228,0.019455,-0.0035214,0.022995,0.025631,-0.030385,0.015516,-0.046971,-0.0046191,-0.074328,-0.02722,-0.018869,0.013127,-0.016752,-0.0033305,0.0042502
"M917.8T18.15",-0.018626,0.038838,0.025524,0.0063228,0.0042921,0.0061931,0.012706,-0.024794,0.0075306,-0.017396,0.014608,-0.0075784,-0.028633,-0.025012,-0.021826,0.002574,-0.038416,0.087718,0.027807,-0.019249,0.0059474
"M918.81T18.56",-0.042955,0.018227,0.047264,-0.0018352,0.011644,0.045901,0.0044323,0.00028814,-0.037698,0.00013619,0.013528,-0.012715,-0.0016053,0.0093432,-0.015456,0.0065544,-0.019807,0.013183,-0.00055852,-0.0090918,-0.00066551
"M921.33T13.55",-0.0093074,-0.002168,-0.0036036,0.011465,0.036795,-0.031717,-0.016972,0.021157,0.016081,-0.0039262,-0.01684,-0.050324,-0.03632,-0.018461,-0.023567,-0.072729,0.0076186,-0.034259,-0.031858,0.0010662,0.0039134
"M921.82T11.73",-0.0058063,-0.014726,-0.0033357,0.0094444,-0.0071617,0.011056,-0.002798,0.024866,0.0057419,0.010203,0.0035488,-0.007959,-0.015414,0.0013509,-0.015141,0.0011021,0.034293,0.0067346,-0.025795,0.0019479,0.0025568
"M922.15T17.56",-0.022745,0.035675,0.010839,0.014182,0.050674,0.041541,-0.020975,-0.038479,-0.001217,0.015444,0.062937,0.018247,0.038755,0.0083532,0.099849,0.030047,-0.012583,0.012363,-0.015694,-0.0033242,-0.0060065
"M922.32T11.54",0.0077601,-0.001548,-0.033578,-0.036142,-0.021628,-0.035459,0.016227,0.013799,0.014718,-0.011295,-0.02957,-0.0061775,-0.028648,-0.00090508,-0.0022863,0.034714,-0.043169,-0.023223,-0.012919,-0.0087536,0.012407
"M922.8T18.56",-0.040287,0.017367,0.020111,-0.028374,-0.0023305,-0.01032,0.026215,-0.0078647,-0.019682,0.039022,-0.0038031,0.051601,0.0033866,0.0092384,0.0046775,-0.01345,-0.0069233,0.006168,0.040828,0.002127,-0.0025552
"M922.81T11.54",0.018958,-0.0056241,0.040218,0.057168,0.047713,0.0025468,-0.0019891,0.037734,0.0061743,-0.04998,0.037595,-0.0023409,0.003432,0.0098975,0.026327,0.022274,-0.0097647,0.032711,-0.0429,-0.0031,0.002753
"M923.82T13.52",0.0019891,0.0072166,-0.039146,-0.025722,-0.014254,-0.0035388,-0.022119,0.018912,0.069697,0.061618,-0.031571,0.025136,0.021582,-0.024371,-0.058523,-0.016262,-0.033364,0.01985,-0.0026196,0.0070802,0.0078754
"M924.81T18.55",-0.063316,0.018532,0.011795,0.0021168,-0.0096817,-0.011543,-0.015876,0.0081653,-0.0056503,0.012559,0.015155,-0.0062357,-0.012484,0.0071597,-0.015956,-0.0041094,-0.029945,0.0072693,-0.016231,-0.0036586,-0.0065487
"M925.81T17.56",-0.031102,0.0022033,-0.013757,-0.067421,-0.084346,-0.016683,0.062042,0.065931,-0.00349,-0.012151,0.017309,-0.021152,-0.0058599,-0.0088785,-0.0022997,-0.0031405,0.022002,0.033892,0.039382,-0.015572,0.0075104
"M925.82T12.55",-0.00019841,0.0030674,0.005212,0.024253,0.053275,0.020727,-0.011153,-0.052954,0.03723,0.050927,-0.0040162,0.011409,0.017366,0.010823,-0.027215,-0.011635,-0.071749,-0.04223,-0.0052646,0.0049745,0.00012539
"M926.49T14.05",0.022377,-0.02156,0.054642,-0.0014603,0.053804,-0.0081785,0.0094164,0.001496,0.0112,0.056511,0.0024741,-0.036663,-0.00089443,0.0060668,-0.039991,-0.012559,0.01123,-0.015514,0.031352,0.0092685,-0.010155
"M926.81T18.56",-0.029691,0.022072,-0.03888,0.013917,-0.014697,-0.0023198,-0.021327,-0.0076703,0.033378,-0.0067118,-0.035289,-0.0086148,-0.0078373,-0.03608,-0.026954,-0.012936,-0.043275,0.052807,0.012393,-0.0050861,-0.001022
"M927.48T16.56",0.0098786,0.016192,0.044456,0.0069244,0.045037,0.0088408,0.0072873,0.044633,0.0049209,0.0046963,-0.04395,-0.0088062,0.019489,-0.021013,0.040064,0.0096994,0.012862,0.0084214,0.017312,-0.001922,0.0061722
"M927.81T18.56",-0.0078785,0.041886,-0.0046517,-0.008281,0.021477,0.0018628,0.013996,0.034541,-0.009861,0.0015258,0.013446,0.036854,0.025861,0.025107,0.0020246,0.012727,-0.015901,0.073054,0.053126,-0.017577,0.0052278
"M928.81T17.56",-0.02104,-0.00022946,0.079444,-0.036653,-0.0063944,-0.035304,-0.0086507,0.00088793,-0.013246,-0.026414,0.016364,0.0030673,-0.0090734,0.014129,0.0093728,0.015509,-0.02748,0.017123,-0.020549,-0.0075827,0.0033215
"M929.16T14.49",-0.024039,-0.005852,0.029256,0.070705,0.01328,0.0055931,-0.0091948,0.032992,0.028283,-0.02223,0.0075278,-0.020912,-0.014075,0.0038,-0.023375,-0.018351,-0.0073213,-0.019092,-0.012884,0.0011579,-0.0031175
"M931.15T16.07",0.0075253,-0.0057094,-0.0063689,-0.021431,-0.023537,0.083821,0.015816,-0.050998,0.0090393,-0.0042647,0.094966,0.0051093,-0.06296,-0.052948,0.0816,-0.061514,0.0086575,0.025243,-0.042516,0.00080057,-0.013159
"M931.15T13.54",0.018092,0.019183,-0.050907,-0.072092,0.052113,0.0095633,-0.0058436,-0.01506,-0.013721,-0.010659,-0.0071817,0.056347,0.053526,0.023574,0.0054052,0.06686,0.060712,0.036349,-0.012215,0.0053839,-0.0067954
"M931.82T12.55",-0.0088544,0.0092422,-0.042668,0.0091928,0.014762,-0.02623,0.0092333,0.043274,-0.027095,0.012407,0.054669,-0.032244,0.0089404,-0.005831,-0.012379,0.00011314,0.021344,-0.010739,-0.046992,-0.0045449,0.0054082
"M933.32T17.56",-0.037502,0.035875,-0.0083928,0.044044,0.039912,0.020179,-0.013481,-0.028605,-0.0031495,0.00033441,2.3341e-05,0.017703,0.016463,-0.039031,0.033548,-0.04573,0.013489,-0.016852,0.01725,0.0052683,-0.008764
"M933.32T12.54",-0.054508,-0.033937,0.013126,-0.058427,0.0022936,-0.0063603,-0.0037817,0.016255,0.0015448,0.0025426,0.037853,-0.034254,0.015894,0.012437,0.00023963,-0.025085,-0.035352,0.0021971,-0.014972,0.00057125,-0.00011278
"M933.83T12.55",0.002471,0.0019614,-0.020219,-0.016935,0.031187,-0.015633,0.023967,0.038821,-0.0051663,0.016046,-0.041295,0.025911,-0.0013328,0.026793,0.012733,0.037462,-0.0093667,-0.0093943,0.022548,-0.0049892,0.0086461
"M934.15T16.56",-0.012431,0.003705,0.0013954,-0.01665,0.052216,0.021416,0.058854,-0.041297,0.054026,0.036235,-0.00041449,-0.0060228,-0.033672,0.022915,-0.072981,0.012392,-0.053096,0.0099716,-0.0043689,-0.0017583,0.0044432
"M934.8T18.56",-0.054105,-0.002617,0.004726,-0.035211,-0.0099635,-0.055832,-0.000207,-0.0038553,-0.019469,0.0073867,0.039418,-0.019048,-0.0074709,-0.028875,0.029256,0.031201,-0.0094082,-0.0020356,0.0062465,-0.0051466,0.004017
"M935.81T17.56",0.0073074,0.040123,0.040276,0.018776,0.022124,-0.014838,0.02995,0.02727,-0.0016728,-0.037255,-0.010846,-0.038306,-0.045982,-0.010016,-0.032095,-0.048804,-0.0031699,-0.045881,-0.0093057,0.0025331,-0.0054433
"M936.15T17.56",-0.0082145,0.0038686,0.018432,0.042754,0.014695,0.010447,0.0022606,-0.10328,0.0017565,-0.069003,-0.013661,-0.024456,0.015987,0.06597,0.0093242,0.013665,-0.007858,0.036422,0.0082359,0.0025265,-0.01013
"M936.8T18.56",-0.060474,0.010051,0.036272,0.0012764,-0.032082,-0.0012328,-0.00063831,-0.015506,-0.013029,0.022089,-0.0072512,-0.0038738,0.0034574,-0.022564,-0.0276,-0.0035812,-0.014376,-0.010829,0.02969,-0.0057983,0.0010175
"M936.81T11.55",0.01443,-0.010947,0.072581,0.0070613,0.012831,0.00040557,0.039694,0.023276,0.029499,-0.00014499,0.0057066,0.0064177,-0.030584,0.0016737,0.0094242,0.012536,-0.00029798,-0.029615,-0.050901,0.00017271,0.0030206
"M937.81T17.56",0.00042356,0.032424,0.050118,0.0076615,-0.0030474,0.0022394,-0.021397,-0.022503,0.012049,0.044126,-0.028813,-0.024262,0.01369,-0.035758,-0.030956,0.0055048,0.072162,-0.012521,-0.024292,-0.0067357,0.013507
"M937.81T12.55",0.022731,0.00046884,0.057957,-0.00094867,0.056328,-0.036144,0.028096,0.0091348,-0.017125,-0.013434,0.0038049,0.014481,-0.0033248,-0.0006793,0.0016167,-0.016752,-0.061794,-0.0066084,0.054342,-0.0059572,0.0052752
"M938.31T16.56",0.0066883,-0.021838,0.047851,-0.010781,0.045707,-0.05113,0.041538,0.0097833,0.027922,0.038679,0.004259,0.036136,0.018565,0.0076766,-0.014139,-0.00015193,0.065771,0.10359,-0.03921,0.0079107,-0.011284
"M940.15T17.55",-0.020282,0.042089,-0.03601,0.0090705,0.030442,-0.050784,-0.043002,0.043111,-0.006702,-8.1868e-05,0.034383,0.0005166,-0.03468,0.024247,0.014561,0.032883,-0.047949,-0.01771,0.07513,-0.0011871,-0.0013132
"M942.81T12.55",-0.016923,-0.0023454,-0.038584,-0.0062613,0.013739,-0.039824,0.016926,-0.038035,-0.0036983,-0.00029906,0.020891,0.004931,-0.035814,0.020495,-0.011806,-0.0038547,0.011052,0.0085537,-0.0016233,-0.0032705,0.0039913
"M943.31T17.56",-0.065103,0.010714,-0.033282,-0.0094125,0.0030549,0.01709,0.063315,-0.016924,-0.0082769,0.023014,-0.017281,-0.0083789,-0.015936,-0.0619,0.029008,-0.0027383,-0.047638,-0.028107,-0.021167,-0.0097295,0.0060665
"M943.31T12.55",-0.019849,0.0018315,-0.027649,-0.037551,0.012772,-0.031796,0.036476,0.045279,-0.00058809,0.0060773,-0.0046492,0.01119,-0.011601,0.044205,-0.017764,0.018112,0.026161,0.0099418,0.022675,-0.0051506,0.011422
"M944.82T17.56",-0.028047,0.034041,-0.019236,0.02015,0.021409,-0.025192,-0.013867,0.0056302,0.022956,0.018873,-0.0065468,-0.043501,0.0069142,-0.029198,-0.012017,0.016419,-0.037486,0.011839,0.012596,-0.005669,0.0028069
"M944.82T12.55",0.0064552,0.00029785,0.011384,0.0062272,0.032666,0.055561,0.013971,0.0048526,0.013687,0.02536,0.0063496,-0.010083,-0.014427,0.014387,-0.056929,-0.020532,0.0019801,-0.011707,-0.0037534,0.0029958,-0.00029199
"M945.81T17.56",-0.0083664,0.0441,0.020265,-0.013604,0.013718,0.024554,0.012748,0.0049538,-0.0015246,0.036435,-0.026669,0.010553,0.023278,-0.012333,-0.01297,-0.019924,-0.019643,-0.017589,-0.0019554,-0.0017929,0.0011202
"M945.82T11.61",0.017741,-0.0040098,-0.00080482,-0.023454,0.0079085,0.01834,0.046174,-0.0042716,0.029355,-0.0067213,-0.0087565,-0.0055265,0.0042131,0.015465,-0.042243,0.021384,-0.01251,0.047121,0.034889,-0.0013769,0.0011661
"M946.82T16.55",-0.044132,0.0013099,0.055869,-0.010945,-0.0023879,0.004898,0.065375,-0.01224,-0.025987,0.059006,0.00094625,-0.029971,0.013905,-0.028349,-0.0061979,0.014911,0.0089265,0.03436,-0.027824,-0.0027824,-0.0025558
"M947.81T17.56",-0.027233,0.049315,-0.019056,0.017627,0.0081116,-0.010328,0.0039666,0.023933,0.024639,-0.017233,0.0013685,0.0213,-0.043582,0.01127,0.060624,0.0064689,-0.028373,-0.037619,-0.021118,-0.0055612,0.0040938
"M947.82T12.55",-0.050065,-0.026406,0.012546,-0.0061355,0.026728,0.0033557,0.018577,0.019159,-0.035419,0.014392,0.028565,-0.020738,0.015187,-0.026414,-0.063525,-0.021312,0.018393,0.034668,-0.00012716,0.0098922,-0.022138
"M948.8T18.56",-0.01662,0.047302,0.023945,0.040541,-0.036505,-0.013934,0.003986,-0.021387,0.0040982,0.0031481,-0.016447,0.024701,-0.026516,-0.027435,-0.024584,0.036655,0.0043853,-0.014555,-0.029379,-0.016375,0.019052
"M949.48T13.55",0.024646,-0.0039232,0.06307,-0.033916,0.034372,0.021721,0.026617,0.0042485,-0.0094284,-0.013066,-0.059178,0.038186,0.042056,0.0016454,0.028066,0.021422,0.0075648,-0.0053338,-0.013745,5.9384e-05,0.0073774
"M950.31T12.55",0.014153,0.012324,0.014141,-0.025022,0.028643,0.036064,0.0053882,-0.0053133,0.025696,-0.035203,0.042774,0.081388,0.020108,0.027594,-0.025746,0.016501,-0.023279,0.05763,0.025496,0.0031558,-0.010135
"M951.8T17.69",-0.047105,0.00070167,0.061,0.00095001,-0.032748,0.0018508,0.012549,-0.0042853,-0.017257,0.012405,0.025041,0.012232,0.002627,-0.0079897,-0.031321,-0.0033391,-0.0069749,-0.035807,0.055441,-0.0061558,0.0027191
"M953.15T13.55",-0.0041376,0.0056273,-0.043033,-0.026887,-0.024739,-0.018196,0.0059655,-0.013786,0.0085283,0.0084415,0.0066637,0.015558,0.0089601,0.010083,-0.0030495,0.021608,0.0049097,-0.012618,0.030505,-0.0022564,0.0049358
"M954.14T16.72",-0.014208,0.016757,-0.019074,0.0052013,-0.0030535,0.017835,0.075738,-0.0016623,-0.015973,-0.079559,-0.091388,-0.016351,0.039351,-0.013542,0.014368,0.010438,0.031592,-0.052433,0.010569,-0.00050835,-0.0020756
"M955.32T13.55",0.0049942,-0.0070265,0.020927,0.012511,0.012746,-0.0040138,0.029799,-0.0095611,-0.032072,0.011365,-0.038643,0.10097,0.038527,-0.026831,-0.0027437,-0.068551,0.026435,0.02362,-0.039029,0.012928,-0.013046
"M955.81T17.56",-0.061282,0.01778,-0.0044752,-0.027909,-0.012025,0.0025889,-0.012108,0.010924,-0.0081615,-0.0052605,-0.012707,-0.007867,-0.0053588,-0.010806,-0.0035633,0.0014147,0.0043008,-0.006138,-0.010816,-0.00892,0.0082932
"M956.3T12.55",0.004603,-0.0084509,0.0078172,0.0067429,0.030023,0.017262,0.01745,0.063639,-0.046059,0.021254,-0.017556,0.00060804,-0.061364,-0.012013,-0.014326,0.015009,-0.016725,0.0083252,-0.038015,-0.0014178,0.0011058
"M956.3T17.56",-0.011531,0.029574,-0.01856,-0.0097488,-0.0073769,-0.014736,0.027287,-0.030617,0.016703,-0.028051,0.021003,0.011132,0.029668,0.048222,0.051206,-0.027986,-0.0027417,-0.0054812,0.01201,-0.0091654,0.00050965
"M957.8T18.56",-0.03564,0.040181,-0.031249,0.013732,0.00030633,0.0069186,0.033674,0.036211,0.0074715,0.0077291,0.023727,0.0053582,-0.001388,0.036047,0.024655,-0.0029722,-0.041638,-0.036166,-0.0094351,-0.0099593,0.0047416
"M958.79T18.56",-0.057734,0.017052,0.023126,0.020758,-0.019422,0.016698,-0.0045652,0.002956,0.026485,0.013141,-0.01075,0.023692,-0.028484,-0.007738,0.012126,-0.010901,0.027219,-0.018189,0.0053604,0.0034927,-0.0011618
"M958.8T11.54",-0.0009243,-0.00058751,-0.01411,0.015373,0.027919,0.017873,0.021118,-0.018295,0.0093518,0.0083056,0.029179,0.00062024,-0.00081727,-0.042161,-0.00053689,-0.043658,0.017569,-0.050405,-0.037845,0.0071867,-0.0027943
"M959.48T16.56",0.0024894,-0.00061113,0.023534,-0.010328,-0.044032,-0.076372,0.018366,-0.034053,0.010713,-0.0585,-0.055428,0.0062286,-0.059797,0.0015821,0.016618,0.022715,-0.027132,0.026142,0.01362,-0.0048166,0.00098709
"M959.81T17.56",-0.057333,-0.0086288,0.015903,-0.014827,-0.021053,0.0044,0.025211,-0.023593,-0.00018,-0.0030854,0.027519,-0.040714,0.013479,0.036879,0.034881,-0.031803,0.004384,-0.0040753,-0.033403,-0.00024039,-0.0082325
"M961.31T814.89",0.045778,0.091192,-0.029992,0.030093,-0.018699,-0.029377,0.048161,0.025739,-0.017424,0.045442,-0.0036551,0.0001094,-0.013766,-0.056207,0.016967,0.0092164,0.0081875,-0.024105,0.010155,0.0011266,0.00025646
"M962.48T16.56",-0.048768,0.021784,-0.0053122,-0.029168,-0.039605,0.068296,-0.049557,-0.020223,-0.029772,-0.029115,0.012768,0.0087314,0.048285,-0.036979,0.056175,0.021081,-0.0067966,0.015063,0.033425,-0.020387,0.011436
"M962.8T17.56",-0.017766,0.0060516,0.076332,-0.013325,-0.025289,0.011259,-0.0012626,-0.018934,0.015626,-0.0010308,-0.019395,-0.03014,-0.037163,-0.015469,-0.02795,0.0053671,0.0079776,-0.029456,-0.011922,0.012754,-0.0060324
"M963.81T17.56",0.0078326,0.022658,0.011471,-0.041176,-0.032581,-0.027473,-0.029071,-0.050502,-0.011593,0.017772,-0.003273,-0.019834,0.01604,0.012725,0.019747,0.016135,-0.00084495,-0.0067148,0.015649,0.00038219,-0.0056575
"M963.81T12.29",-0.0019736,0.0037849,0.0030987,0.0017321,0.045408,0.014493,0.031282,0.025103,0.015912,-0.0027594,0.041191,0.0163,0.022059,-0.031108,-0.035341,-0.057257,-0.00369,0.073095,0.00047128,-0.0045061,-0.012833
"M964.31T17.56",-0.020616,0.025136,0.018177,-0.014297,-0.011161,-0.037869,0.0046013,0.0093085,0.0070406,0.014011,0.028009,0.0093074,-0.0044195,-0.078405,0.059079,-0.017945,-0.0092421,-0.0052721,-0.011935,0.0092341,-0.0097906
"M964.8T17.56",-0.022324,0.01008,0.052852,-0.041383,-0.040968,0.00011184,-0.013652,-0.035121,0.0053475,0.012104,0.005468,0.02668,-0.051211,0.0079895,0.030271,0.034687,0.045229,-0.032065,0.023226,0.015684,-0.0044325
"M964.81T12.54",-0.00077267,0.022755,-0.0065618,-0.0088289,0.0498,-0.036451,-0.00013886,0.027641,-0.021479,-0.00080471,-0.011505,0.019142,0.021175,0.039343,-0.0047138,-0.032267,-0.051915,0.062654,0.035777,0.0008074,-0.020146
"M965.81T12.55",0.0028147,0.0015676,-0.0031048,0.045188,-0.02962,-0.073327,-0.011658,-0.065326,0.014149,-0.021683,0.016765,-0.0045598,-0.066512,0.067368,0.0066708,3.3866e-05,-0.025297,0.017211,-0.015285,-0.00050676,-0.0017896
"M966.31T17.55",-0.0081706,0.033541,0.033442,0.01948,-0.00010058,0.042731,0.013799,0.02027,-2.1662e-07,0.013031,0.016839,0.012735,-0.003218,0.030944,-0.00025057,-0.040005,-0.016274,0.081517,0.020227,-0.0052912,-0.0098629
"M967.31T17.56",-0.036698,0.043342,-0.020578,0.0069801,0.0096334,0.040701,0.0032881,-0.0101,-0.0031273,-0.036751,-0.0044092,0.032622,0.033129,0.025261,-0.01982,-0.021631,-0.00774,0.0067084,0.027227,-0.016027,0.009145
"M967.47T17.56",0.0083787,0.029121,0.013117,0.0019125,-0.037484,-0.030936,-0.014146,-0.014243,0.00038464,0.037855,0.062969,-0.070499,0.00063427,0.0099728,-0.041979,0.039164,-0.073189,-0.033417,0.078078,-0.014932,0.014988
"M967.82T12.55",0.022391,-0.014296,0.031777,-0.00036024,0.03306,0.014561,0.036357,-0.01971,0.026965,0.033688,-0.0086692,-0.0060877,-0.020466,-0.019253,0.020223,0.028829,0.0016056,-0.00418,0.049316,0.0038855,-0.0015236
"M968.81T12.55",0.019753,-0.0045608,0.00060311,-0.020577,-0.012228,0.0031011,-0.02845,0.028697,0.004839,0.059594,-0.037669,0.03226,0.087746,0.00062314,-0.0041601,-0.011113,-0.016503,0.0216,0.018467,0.0011685,0.0009169
"M969.48T16.46",-0.048795,0.01443,-0.012977,-0.10138,0.027033,-0.014362,0.030642,-0.031877,-0.014779,-0.0030546,-0.0072849,0.0028713,-0.026638,-0.01842,-0.030502,-0.0011086,-0.054253,-0.035014,0.0077363,-0.0049233,0.0069333
"M970.48T13.55",-0.0014773,0.0068583,0.011786,-0.018976,-0.006417,0.016167,-0.013843,-0.028982,0.082435,-0.072751,0.02514,0.019302,-0.079133,0.00083436,-0.009439,-0.0026224,-0.039881,0.001452,0.020262,0.000209,0.004941
"M970.8T18.56",-0.027545,0.0076219,0.066411,0.0023575,-0.024574,-0.036373,-0.031461,0.023529,-0.042133,-0.021952,-0.034285,-0.0018556,-0.023642,-0.01217,-0.013739,-0.0044659,0.0034134,0.039367,0.004168,-0.0012576,-0.0014276
"M970.81T12.01",0.011368,0.005669,0.042712,0.023423,0.035148,0.032017,0.0076405,-0.0031179,-0.029388,0.046066,-0.036243,0.025123,-0.044334,0.020714,-0.018258,0.026508,-0.051583,-0.057877,0.0082744,-0.0037497,-0.0034657
"M972.82T12.55",-0.032233,-0.039291,0.043624,-0.04009,-0.026947,0.0022662,-0.00063752,-0.0089034,0.01179,-0.0044499,-0.014916,0.021934,0.0039377,-0.046021,0.0098216,0.0086861,0.018201,-0.023641,-0.0061004,0.00057989,0.0072269
"M976.47T17.54",-0.0088504,0.029247,-0.045348,-0.0011095,0.0010497,0.00027978,-0.061299,0.029089,-0.041546,-0.058284,0.037242,-0.028677,0.016986,-0.069625,0.0061947,-0.013339,0.037382,-5.1834e-05,0.046961,-4.6047e-05,-0.0049791
"M977.3T17.56",-0.025447,0.035767,-0.047279,-0.0015179,-0.0047534,0.0039257,-0.017244,0.047242,0.022884,0.0088559,-0.012299,0.067533,-0.066858,-0.02826,0.089157,0.053793,0.011515,0.049682,0.040898,-0.011036,0.021338
"M977.8T12.55",0.025153,-0.012588,0.0039071,-0.027847,0.010767,0.0055841,0.049453,0.0067993,0.0163,-0.0079687,0.0085892,-0.0076411,0.042437,-0.061376,-0.017442,-0.030809,-0.0091588,-0.0047317,-0.018486,0.0024844,0.00038114
