"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21"
"M1375.73T17.55",-0.030827,0.0061599,-0.013182,0.020474,0.0071459,-0.017893,-0.02822,-0.0091289,0.011604,-0.048567,-0.031777,-0.068565,-0.011337,-0.01286,-0.03489,-0.028365,-0.0074455,0.019728,0.0070217,-0.0055776,0.0044616
"M1375.73T12.54",0.030004,0.022965,0.031363,-0.060276,0.035151,-0.050884,-0.017115,0.04364,-0.040987,0.0057924,-0.052617,-0.00096767,-0.025967,0.034794,0.054245,-0.044377,-0.029034,0.017923,0.018129,-0.0057059,0.0027169
"M1378.73T13.55",-0.0047836,-0.0038903,-0.0056708,-0.022483,0.028313,-0.003364,-0.056101,0.0048368,0.075513,-0.062561,-0.015367,0.045419,-0.022308,0.015303,-0.013821,0.017315,0.0087144,-0.02261,0.050512,0.010342,0.001652
"M1380.72T17.48",-0.024511,0.030025,-0.039097,0.02609,0.065989,0.076024,-0.00073027,-0.032422,-0.017109,-0.0044155,0.033138,0.011116,-0.047129,-0.015338,0.064191,0.0041525,-0.0064302,-0.026361,0.0093078,-0.0023751,-0.0014895
"M1381.4T13.54",-0.0062207,0.031067,0.010066,-0.004638,0.059526,0.03684,-0.025177,0.016659,-0.049733,0.024477,-0.011178,-0.055521,0.006147,0.018579,-0.019594,-0.065282,0.025585,-0.031257,0.029152,-0.004132,0.0025482
"M1384.72T17.55",-0.012879,0.035882,-0.013337,0.015234,-0.012406,0.042177,-0.021582,0.024734,0.028571,-0.012147,-0.029037,0.061196,0.015152,-0.018109,0.026121,0.00025617,-0.017311,0.00064481,0.027994,-0.0095383,0.010234
"M1386.72T16.56",-0.036909,0.013536,0.020881,0.053304,0.068578,-0.020503,-0.022174,-0.027323,-0.030753,0.025193,0.012401,0.022624,-0.028662,-0.0079374,0.047886,0.019672,-0.030383,-0.0072784,-0.0036397,0.0075935,-0.0064279
"M1394.72T17.56",-0.022534,0.028736,-0.0087822,-0.025546,0.0041872,-0.0091011,-0.0015334,-0.048058,-0.047102,-0.04293,-0.027671,0.023646,0.010958,0.012334,0.014144,0.0036411,0.014345,-0.043984,-0.020807,0.00019716,-0.0055096
"M1395.47T13.55",-0.00086559,0.021309,0.02687,0.03116,-0.01898,0.016868,0.033074,-0.010442,0.012276,-0.035539,0.0023038,-0.057597,-0.053395,0.020771,0.043674,-0.039035,-0.011077,-0.034289,-0.041556,-0.0047256,-0.0014997
"M1398.72T17.56",-0.014103,0.030522,0.0040061,0.028185,0.042424,0.01257,-0.017322,0.0038201,-0.0060395,-0.024177,0.017736,0.0069516,0.013447,0.019404,0.0086906,0.037074,0.043385,-0.036237,0.011029,-0.0046436,0.0049372
"M1401.05T13.55",-0.0063807,0.0063558,0.0036958,-0.030502,0.019763,-0.05119,0.040103,-0.0012329,-0.041271,-0.026091,0.05634,-0.018902,0.034208,0.00075487,0.053721,0.032273,-0.022398,-0.045924,0.01183,-0.00038655,-0.0061387
"M1401.4T12.54",-0.0089115,-0.026055,-0.00040207,-0.019698,-0.005295,0.044294,-0.003051,-0.062315,0.056701,0.012548,0.046222,-0.049804,-0.002066,0.0050847,-0.0041121,-0.034404,0.056842,0.057785,-0.065045,-0.0017224,-4.434e-07
"M1402.05T13.55",0.013127,-0.0008524,0.0053932,-0.034107,0.0038416,0.010091,0.018168,0.016049,-0.0090586,0.037239,0.064446,0.047621,0.014453,0.014597,-0.060507,-0.022337,0.029944,-0.027887,-0.01728,0.0086503,-0.0065454
"M1402.73T12.55",0.014528,-0.016822,0.012269,0.024672,-0.002294,-0.07085,-0.059048,0.018565,0.0024852,0.0038543,-0.029411,-0.052667,-0.0058652,-0.037716,0.039211,0.036497,-0.0036745,0.046791,-0.030023,0.0081104,-0.0058232
"M1404.71T17.55",0.0012507,0.0016008,0.0051915,-0.0064374,-0.016443,0.038514,0.00045052,0.010984,-0.022103,-0.040413,-0.0543,0.047331,0.00035606,0.03873,0.041569,0.063572,0.050911,-0.018768,-0.039167,0.0044281,0.0022397
"M1405.73T13.55",-0.0048603,0.0058317,-0.033979,-0.012812,0.021176,-0.023379,0.0027497,0.006544,0.0012111,-0.0030423,0.001631,0.0051531,0.0081991,-0.0013235,-0.021726,0.0082317,0.017362,-0.0063336,-0.030335,0.0045752,-0.001851
"M1406.22T13.55",-0.019184,0.0023192,-0.047962,-0.017173,0.023743,0.0063402,0.0027965,-0.0011679,0.010542,0.0079128,0.0046991,0.0012867,-0.004474,-0.0015683,0.010378,0.013242,0.017362,0.022831,0.0048557,0.0016652,0.0035784
"M1408.73T16.56",-0.071159,0.013746,0.014179,-0.007651,-0.020876,-0.0015201,-0.022797,-0.0029364,-0.019692,-0.016429,0.0090063,0.0025395,-0.0078052,-0.012138,-0.016732,-0.0073396,0.012642,-0.0066445,-0.021198,-0.0029747,-0.00047684
"M1409.23T13.54",0.0034802,-0.003122,-0.0064695,-0.027752,0.031606,-0.0014575,-0.056466,-0.0074597,0.02724,-0.070257,-0.030363,0.028377,-0.075213,-0.031573,0.006506,0.076703,-0.0077809,-0.035625,0.0084906,0.0090249,0.0027761
"M1413.22T13.55",-0.004798,0.01497,-0.032317,0.017662,0.0061526,-0.022547,-0.022899,0.01381,0.0096428,-0.00037229,-0.010669,0.018041,-0.023297,-0.0073328,0.0044401,-0.06089,0.0094595,-0.013891,-0.045777,0.0016576,-0.0037874
"M1416.06T13.55",0.013873,-0.022001,0.024824,-0.023575,0.020627,0.037738,-0.077707,0.051952,0.034901,0.025406,-0.012306,-0.071937,-0.038295,-0.023481,0.042374,-0.010946,0.010814,0.05193,-0.0069089,0.0030257,0.0010144
"M1417.47T13.55",-0.012167,0.018516,-0.052388,-0.003155,0.0039753,-0.08055,0.004381,-0.053599,0.015777,0.030678,0.081479,-0.022361,0.032198,-0.023131,0.017573,0.036295,-0.017192,0.01217,-0.021045,-0.011005,0.0092594
"M1419.72T16.56",-0.02924,0.024572,0.020404,0.015326,0.013803,0.0061957,0.042257,0.0010347,0.019155,0.026164,-0.022598,-0.014735,0.0070005,0.016135,-0.0083032,-0.015282,0.021463,-0.074816,-0.017526,0.0025052,-0.0043277
"M1419.72T12.55",-0.0019366,-0.025055,0.028898,0.0040429,0.024313,-0.086438,0.023041,-0.00024385,0.060715,0.053181,-0.011054,-0.074206,0.028859,0.023773,0.026937,-0.01064,0.0002614,-0.030154,-0.055576,0.00081677,0.0055221
"M1421.72T17.55",-0.017581,0.032197,0.016186,0.018899,0.051293,-0.037337,0.0033294,-0.010212,-0.054,0.05293,-0.037466,0.014053,-0.0051489,-0.059127,-0.059422,0.027945,0.045266,0.027514,0.016605,0.0017615,0.0057815
"M1421.72T12.54",0.027014,0.022791,0.035324,0.031125,0.017278,0.01134,0.03142,0.0065029,0.034635,-0.018164,-0.044571,0.0037607,-0.013563,0.00097749,-0.00015054,-0.004541,0.0039877,-0.0061752,-0.024177,0.0013095,-0.0024633
"M1422.39T13.55",-5.4161e-05,-0.0092611,0.001942,-0.018907,0.0078064,-0.012531,0.026599,0.0047149,-0.0044653,0.0043639,-0.09088,0.048184,0.030084,-0.027657,-0.00017788,0.0045107,0.0086504,0.0092219,-0.031387,0.0037689,0.0015093
"M1423.46T13.55",-0.014148,0.010941,-0.040411,-0.0033856,0.033376,-0.045964,-0.027528,0.032808,-0.013553,-0.024999,-0.0071294,-0.0028475,-0.0093578,0.066545,-0.0050393,-0.0080143,0.012166,-0.010353,0.003933,0.0039152,-0.0092079
"M1424.72T12.6",0.0050649,-0.012163,0.0020818,-0.059383,0.029251,-0.018831,-0.014931,0.036085,0.12423,0.051281,0.033313,0.051993,-0.0015483,0.026327,0.085826,0.019095,-0.015932,0.0088617,0.040638,0.0031833,0.0081166
"M1427.4T13.43",0.0036673,-0.0050232,0.017114,0.01308,0.0050846,-0.00022442,0.018001,0.037935,-0.019209,-0.025757,0.081874,0.023465,0.045177,-0.024889,-0.032119,-0.0133,-0.0032934,0.066425,0.011779,-0.0072837,0.00019677
"M1429.06T13.55",-0.0065377,0.0061051,-0.038848,-0.026691,0.0093014,-0.0064789,0.0049403,-0.022449,-0.018064,-0.0048314,0.0095805,0.034044,0.022088,0.029739,0.0023702,0.023706,-0.01357,0.030406,0.03314,0.0033592,-0.004023
"M1429.22T13.55",0.012294,-0.0025729,0.027814,-0.0084276,-0.018705,-0.019295,-0.013571,0.036623,0.019722,-0.0018948,0.0137,0.003087,-0.028468,0.063801,0.039097,-0.034836,0.050586,0.018691,0.00043026,0.0016177,-0.00087743
"M1429.4T13.55",-0.0098795,0.03098,-0.0046618,0.013007,-0.049225,-0.01034,0.0066575,-0.04261,-0.023228,0.018549,0.016107,0.01271,0.0010364,0.049073,0.010046,-0.039393,0.01243,-0.022561,0.038959,-0.0058637,0.0034878
"M1431.72T17.4",-0.023829,0.042693,0.00039702,0.057813,0.031167,-0.073805,-0.030978,0.015629,-0.014541,0.013938,0.016039,-0.020975,0.050542,-0.020074,-0.0021823,0.052613,0.0088286,-0.0091482,-0.010938,-0.0075384,0.0047765
"M1433.39T12.55",0.014739,-0.002907,0.031231,-0.011588,-0.020146,0.0057454,-0.015945,-0.026634,0.018493,0.0028193,0.017753,0.036728,-0.033189,-0.017966,-0.03246,-0.02414,-0.010519,-0.095529,-0.054192,0.0012592,0.0078993
"M1434.47T13.55",-0.01735,0.0093839,-0.054385,-0.0022482,-0.0042904,-0.046953,-0.020138,0.0087423,0.0033437,-0.0050242,-0.050519,-0.020723,0.0061371,-0.015369,0.01147,0.010406,0.029694,0.025792,0.02702,0.0059416,-0.0017459
"M1435.72T12.55",0.012544,-0.0039151,0.0063135,-0.041674,-0.030371,0.069005,-0.058305,-0.01357,-0.035476,-0.057643,0.0060235,-0.0074241,0.022675,-0.050452,0.020032,0.00047958,0.0265,-0.028789,0.015235,0.0059274,-0.004362
"M1435.72T17.56",-0.0046555,0.035999,0.056296,0.029835,-0.032603,0.060835,0.013736,-0.020826,-0.027685,0.020969,-0.048107,0.017087,-0.048158,0.022599,-0.041536,-0.023497,0.016993,0.030651,0.029376,0.012137,-0.013001
"M1438.05T13.55",-0.0058197,0.002769,0.0014546,-0.025015,0.044714,-0.0029109,0.017495,0.016181,-0.0089876,-0.073979,0.030871,0.085217,-0.069735,0.0022482,0.039007,-0.021791,0.03773,-0.045674,0.036608,0.0088609,-0.0044398
"M1438.38T13.55",-0.0017612,0.0015303,0.00024382,-0.043523,0.0015392,0.063498,0.049987,0.089112,0.00818,-0.0057993,-0.069065,-0.027388,0.067598,0.012345,0.0085536,-0.0050553,-0.012309,0.0075945,0.0044625,-0.0039966,0.00088939
"M1438.71T16.56",-0.015634,0.016925,0.0029916,0.045638,0.058392,0.08451,-0.041942,-0.046538,-0.012014,0.018409,-0.0099286,0.0066154,-0.040842,0.01118,-0.017446,-0.02179,0.034969,0.016253,-0.019757,0.0019099,-0.0023953
"M1440.47T13.55",-0.003846,0.010131,-0.034826,-0.003619,0.027042,-0.036298,-0.019633,-0.0072849,0.0041758,-0.0065222,-0.0090104,-0.040542,0.0092306,0.018098,0.018434,-0.008289,-1.2415e-05,-0.044005,-0.020396,-0.0059331,0.0074178
"M1442.72T13.1",0.014363,-0.012387,0.022713,-0.0059765,0.049388,0.010046,-0.077106,-0.022545,-0.04257,-0.014424,-0.0381,0.0039249,-0.016434,0.0043371,0.010206,-0.046108,0.041049,0.031418,-0.012626,0.010174,-0.0086024
"M1445.05T13.55",-0.014267,0.00026685,-0.0035196,-0.025427,0.05501,0.043188,0.02296,0.078508,-0.0017354,0.025173,-0.047365,-0.0056454,0.015601,0.0195,-0.0048545,0.0089512,-0.011592,-0.020753,0.0019876,-0.0071896,0.0088055
"M1446.21T13.55",0.020972,-0.010744,0.022233,-0.012978,0.039573,-0.019557,0.028535,-0.010033,0.0044839,0.016286,0.040866,0.037544,-0.0032719,-0.017742,-0.024851,0.037483,0.014047,-0.00072914,-0.043312,0.0033794,0.0015076
"M1446.44T13.6",-0.018617,0.017607,-0.010315,0.012811,-0.011164,-0.0027727,-0.011462,-0.016944,-0.022999,-0.053456,0.01454,-0.03979,0.022227,-0.018087,-0.016865,0.00011638,0.021381,-0.012381,-0.010443,-0.0071037,0.0010195
"M1447.22T13.55",-0.012756,0.014839,-0.0021102,-0.014978,0.013887,-0.022214,-0.031259,0.020878,0.071312,-0.030204,0.01754,0.047284,-0.057684,0.0060028,0.0015433,0.017185,-0.0086006,-0.015948,0.021118,0.00048178,0.0053833
"M1447.46T13.54",0.0078042,-0.0083122,-0.021603,-0.035398,0.03488,-0.033274,-0.023219,-0.06428,-0.012862,-0.009584,-0.066294,-0.025448,-0.01169,0.024986,0.010893,0.0055916,0.023044,0.035176,-0.021881,-0.0060832,0.0095484
"M1448.71T16.98",-0.030988,0.029652,-0.0078697,0.022621,-0.010425,0.005753,0.038921,-0.023591,0.019672,-0.033668,-0.02914,-0.04167,-0.014683,0.050106,-0.0029999,0.043396,0.092288,0.025728,-0.049685,-0.0040341,0.0019947
"M1452.22T13.55",-0.025662,0.0076712,-0.039355,-0.036591,0.022648,-0.0039179,-0.029561,0.0047354,-0.032905,-0.037769,0.042888,-0.0060262,0.015884,0.041105,0.0083155,-0.012351,0.0202,-0.00058931,0.013615,-0.017844,0.01218
"M1455.71T16.56",-0.00060388,0.02235,0.0014841,0.014069,-0.017549,0.03287,0.089197,0.0082327,0.010983,0.02301,0.02392,-0.042095,0.067559,0.047853,0.024642,-0.070486,0.032856,-0.037589,-0.0084386,0.0042605,-0.012143
"M1456.05T13.55",0.013795,-0.018206,0.026622,0.0017999,-0.019733,0.031477,0.029603,-0.04411,0.019105,-0.0076598,-0.015427,-0.009401,-0.044522,0.0097871,0.027756,-0.012329,-0.056505,-0.016111,-0.020948,-0.00074229,-0.008137
"M1458.71T13.55",0.018172,-0.015595,0.022257,-0.041046,0.013042,0.00073226,0.035056,0.012262,0.05459,0.0081028,0.047337,0.05005,-0.045299,-0.014384,-0.089395,0.080329,0.0099495,0.031669,-0.0091756,-0.0019487,0.011158
"M1461.71T12.67",0.003842,-0.015149,0.035247,-0.033777,-0.0056993,-0.020181,0.023063,0.029248,0.026108,0.0032896,-0.0062765,-0.031207,0.099547,-0.023724,0.03606,0.033,-0.0023563,-0.022574,0.091181,0.0056332,-0.012544
"M1463.45T13.55",-0.028747,0.013367,-0.015814,0.0094396,0.029888,-0.0096442,-0.036222,-0.015916,0.0031213,0.027091,-0.033752,0.046371,0.01806,0.035496,0.017119,0.014227,-0.0043824,-0.042011,0.017909,0.0054316,0.0047037
"M1463.96T13.55",-0.012285,0.0046813,-0.045152,-0.025183,0.018462,-0.024936,-0.015219,0.02708,0.041946,0.011533,-0.025429,0.019548,-0.0056575,-0.016613,-0.0087846,0.028462,0.0097558,0.016781,-0.039647,0.0034323,0.0015789
"M1464.72T13.55",0.0047568,0.00035146,-0.0013455,-0.018578,0.012798,0.010391,-0.039456,-0.027715,0.032872,-0.054904,0.01199,0.00040822,0.027521,0.015948,-0.012559,0.02528,-0.026155,-0.011297,0.037406,0.0037874,-0.002704
"M1465.21T13.54",-0.014848,0.0038367,0.025023,-0.027907,0.025702,-0.053126,0.022355,0.04607,0.0063905,-0.012997,-0.000141,0.04232,-0.0076151,-0.0053771,0.033106,-0.01418,0.0032973,-0.014285,-0.010254,0.0080097,-0.0055213
"M1466.72T12.54",0.029077,-0.01795,0.025917,0.011392,-0.015968,-0.0089427,0.0054224,0.0073731,0.0022589,0.0043729,-0.054369,0.0025962,-0.056495,-0.026458,0.021642,0.013605,-0.028616,-0.0084647,-0.069865,-0.0053199,0.011627
"M1467.38T13.55",-0.010593,0.0076556,-0.00076122,-0.026651,-0.029136,-0.015182,0.080004,0.0237,-0.051374,-0.049565,-0.042744,0.021352,0.023924,0.061487,0.012556,0.0044459,-0.009057,-0.01077,-0.005558,-0.017593,0.0077461
"M1468.4T13.55",-0.020735,0.0084787,-0.046658,-0.035353,0.0078872,0.017246,0.011868,-0.013607,-0.028207,0.022196,-0.0038919,-0.0020468,0.039687,-0.0017258,0.012083,0.037889,0.00073925,0.024814,-0.02328,0.0027743,-0.011613
"M1469.4T13.55",-0.016252,0.0028922,0.011141,0.0071745,0.0013745,0.031981,0.0050337,-0.011084,-0.011657,0.013867,0.071554,0.017998,-0.017785,0.028986,0.044334,0.051306,-0.0068949,0.0072404,-0.049123,0.00024891,-0.0061003
"M1470.71T12.55",0.023605,-0.014755,0.037225,-0.02962,0.018777,0.038477,0.014022,0.0013605,0.016019,0.027025,-0.013694,0.0018981,-0.033389,0.00020661,0.016911,0.016583,-0.026455,-0.02601,-0.077958,0.011076,-0.0036603
"M1480.2T13.55",-0.018535,0.010487,0.007816,0.047506,-0.010689,0.027841,-0.014801,0.040915,0.0095645,0.028018,0.034806,0.034755,-0.023366,0.025925,-0.044436,-0.014203,-0.0054955,0.022051,-0.034858,0.0010547,-0.0070755
"M1480.45T13.55",0.0040133,-0.016647,-0.0024302,-0.0088465,0.018865,-0.023745,-0.0050925,-0.014137,0.022171,-0.037675,-0.097983,0.089499,0.036772,0.015354,-0.032946,-0.020044,-0.0035073,0.024541,0.0015942,-0.00037011,0.006144
"M1481.21T13.55",-0.0041309,0.012116,-0.011533,0.0030692,0.032361,-0.002917,0.0086323,0.029017,-0.037812,-0.020353,0.013858,-0.023357,-0.0014908,0.026851,0.024824,-0.01819,-0.0031691,-0.042779,0.017666,-0.00094495,-0.0048667
"M1484.04T13.55",-0.0065094,-0.0038355,-0.0097593,0.0039791,-0.013196,0.042914,0.0068236,-0.040803,0.044905,-0.016327,0.042284,0.014223,-0.028767,-0.03122,0.026896,-0.059225,-0.073869,0.00024145,-0.019392,-0.0014991,-0.0082187
"M1485.45T13.55",-0.00085724,-0.0032134,-0.015342,-0.036182,0.012749,-0.032092,-0.033861,-0.025358,0.01646,0.022333,0.05129,0.0036185,-0.011184,-0.028815,-0.035588,0.01275,0.015975,-0.024137,0.053259,0.0066542,0.0023535
"M1487.43T13.54",-0.010539,-0.0032268,-0.025853,-0.020579,0.040492,0.015025,-0.015933,0.0054142,0.013961,-0.016273,-0.050899,0.010783,0.0051708,0.0072483,0.0047414,-0.00871,-0.0236,0.020272,0.022535,-0.00034118,0.0087541
"M1488.71T12.55",0.012129,0.0013862,0.039157,-0.028574,0.041604,0.051895,0.014415,0.072382,0.02705,0.041253,-0.011101,0.035217,0.028457,-0.051779,0.008584,-0.0113,-0.019885,-0.050434,0.038378,0.0088845,-0.0021297
"M1491.21T13.55",-0.019343,0.012488,-0.045739,-0.0024782,0.015858,0.0059629,-0.0046511,0.048989,-0.0090453,-0.020077,-0.023621,0.010246,-0.016772,0.010052,-0.006662,-0.0061741,0.030759,-0.021391,-0.0016365,-0.005854,0.0048481
"M1492.71T13.55",-0.0064803,-0.013175,0.019207,-0.024914,0.062269,0.028952,-0.0028156,0.042344,-0.0055803,0.0069811,0.021068,-0.0581,0.050403,-0.071531,-0.009568,0.073327,-0.018473,0.021721,-0.013272,-0.00098426,-0.0018961
"M1493.71T16.56",-0.0078576,0.026608,0.040431,0.033704,0.043727,-0.034845,0.0050022,-0.011124,0.041106,-0.01344,-0.033653,-0.015416,-0.00075624,-0.024727,-0.022194,0.0069384,0.044874,-0.042416,0.019369,0.0045382,0.010057
"M1494.7T17.06",-0.025111,0.044228,0.034332,0.02984,-0.027993,-0.038394,0.024789,-0.01444,0.019037,0.043867,0.01152,0.033447,-0.018027,-0.035383,0.0081605,-0.0045699,0.0090308,0.0018186,-0.0037607,0.0019014,-0.00014333
"M1495.71T13.55",0.012415,-0.0076374,0.028282,-0.026283,0.033976,0.038102,0.02097,-0.039689,0.027129,-0.0123,0.048582,-0.016855,0.016736,-0.052549,-0.06139,0.024967,0.050334,0.0074581,-0.0089628,-0.0042024,0.0079886
"M1496.04T13.55",-0.020249,0.014323,-0.039748,0.010032,0.017333,-0.0003216,-0.01508,0.028539,0.016783,-0.0075242,0.01893,-0.0071926,-0.0047316,-0.0083497,-0.010786,-0.0072271,0.038347,-0.017286,-0.0022182,0.00082736,0.0053157
"M1497.05T13.55",-0.0061667,-0.0071874,-0.013641,-0.035194,0.0078541,-0.044919,0.007883,0.0036409,0.014022,0.020175,0.00076395,-0.061505,-0.015,0.00034875,-0.0046368,-0.034129,0.040223,-0.0086767,-0.024897,-0.0017543,0.0087835
"M1497.42T13.54",-0.0098697,0.00059826,-0.044106,0.0036123,0.007913,-0.048783,0.02063,-0.045054,-0.026035,-0.029596,0.012358,0.0071884,-0.027242,-0.030792,-0.017494,0.012045,-0.022487,-0.00035728,-0.0064289,-0.00077696,-0.0021967
"M1497.96T13.55",-0.025168,0.00057827,-0.038008,0.0077763,0.013781,0.025459,0.019923,-0.0037458,0.018958,-0.0035991,-0.0017185,-0.0098024,0.0077169,-0.014002,-0.017319,-0.034371,-0.040273,-0.020235,0.01609,-0.0018998,-0.0024516
"M1498.21T13.55",-0.017771,0.0079072,-0.057811,-0.0046224,0.0077611,-0.012751,-0.0086512,0.0020497,0.01685,0.0069979,-0.0076015,-0.0039133,-0.024526,-0.013206,-0.003982,-0.0068806,0.027438,0.0021296,0.028719,-0.0037275,0.0085494
"M1500.7T17.55",-0.00015705,0.020216,0.020187,0.0017021,-0.011488,0.067029,-0.041795,-0.011174,-0.0065587,0.0077083,-0.0021343,0.041851,-0.00027049,-0.0020459,-0.014689,-0.0060242,0.057502,0.016046,0.016865,0.0053524,-0.0026424
"M1502.46T13.55",-0.01134,-0.016121,-0.0081703,0.022917,-0.0079368,-0.0051528,0.0204,0.014223,0.052708,-0.0025202,-0.015984,-0.0067339,0.011585,0.01243,-0.033516,-0.0088355,0.052886,0.030429,0.051138,-0.0013563,0.0047971
"M1502.71T13.55",-0.0024114,-0.0091123,-0.0015338,-0.0023471,-0.00039232,0.01947,0.012829,0.012499,0.0045248,0.06134,-0.012248,0.056953,-0.031087,0.0033007,0.02266,-0.044086,0.0097294,-0.018619,0.017608,0.0081994,-0.00019986
"M1504.04T13.55",0.011056,-0.019743,0.037809,-0.022531,0.055084,0.015641,0.035375,-0.01572,-0.020361,-0.050821,0.015567,0.073621,-0.05265,-0.014785,0.028029,-0.040817,0.050493,0.012992,0.014739,0.012098,-0.0094296
"M1505.38T13.55",-0.0041395,0.0044913,-0.036597,-0.028998,-0.013642,0.036535,-0.024247,-0.018905,-0.0053412,-0.004979,-0.013021,-0.011451,-0.039979,-0.0090504,0.030647,0.012441,0.0046279,0.0065283,-0.0073106,0.0041738,-0.0013345
"M1507.7T16.55",0.011776,0.023363,0.059314,-0.0048393,0.027188,0.0054628,-0.04556,0.013814,0.0028926,-0.028559,0.0025492,0.033578,-0.010926,-0.0095149,-0.050668,-0.013652,-0.0034308,0.057202,0.048428,-0.0019534,0.0043104
"M1509.45T13.55",0.001761,0.029899,0.0094127,-0.0066637,0.0057808,-0.011214,0.029809,0.02464,0.018118,0.026372,-0.008257,0.045063,-0.024336,-0.0060336,-0.024019,-0.026828,-0.012324,-0.036748,-0.030703,0.0031618,0.0017148
"M1510.46T13.05",0.030461,-0.020214,0.056337,-0.0059359,0.0057498,0.020738,0.029003,0.0034752,0.044497,-0.031416,-0.032691,-0.013601,0.0073959,-0.032958,-0.010343,0.014172,0.0093005,0.0028916,-0.016321,0.00025474,0.00627
"M1514.96T13.55",-0.0078392,0.012991,-0.042137,-0.015411,0.018658,-0.0093448,0.0037839,0.029799,0.016766,0.0061867,-0.0074915,0.0087967,0.0075951,-0.01209,-0.075839,-0.02946,-0.026522,-0.022152,0.0002051,0.0013558,-0.0051688
"M1515.2T13.55",-0.020184,-0.00049712,-0.010115,-0.0048965,-0.0097337,0.0030794,0.023223,0.0078482,0.0036572,0.00049622,0.0007463,-0.014873,0.0757,0.0054388,-0.029179,0.011353,-0.0013876,0.038352,0.014269,-0.0083819,0.0055855
"M1515.45T13.55",-0.0018539,0.017321,0.012242,-0.041063,0.021798,0.058258,-0.041846,0.023709,0.015342,-0.034015,0.048821,0.023868,0.022446,0.056846,-0.011332,0.043449,-0.012428,-0.019445,-0.02781,-0.0046107,-0.0005546
"M1516.19T14.52",0.027064,-0.0085438,-0.015469,-0.031518,0.0010624,-0.050601,-0.047162,0.024889,-0.031646,-0.0064342,-0.083196,0.064509,-0.02945,-0.0064857,0.032471,0.013512,-0.036073,0.040739,-0.034509,0.0050507,-0.0037072
"M1519.03T13.55",-0.0096577,0.0058126,-0.038898,-0.022637,0.016181,0.0011704,0.014769,0.017872,0.0042212,0.019094,-0.0086298,0.0018986,-0.022408,0.0078773,0.0037967,-0.0063712,-0.016774,0.027401,-0.020826,2.8357e-05,-0.0094314
"M1520.03T13.55",-0.019812,-0.0012551,-0.033421,-0.016331,-0.0011454,-0.019496,0.017636,-0.051392,0.04533,0.030135,-0.020262,0.024988,-0.013224,0.010716,-0.023116,0.011025,-0.02339,-0.0068949,0.0091541,-0.0014857,0.0079652
"M1523.41T13.11",0.01699,-0.0055918,0.0035037,-0.031619,-0.035822,-0.0062435,0.011713,0.055294,0.0077304,-0.055471,0.0070782,-0.019106,-0.059615,0.011312,0.029178,0.046217,0.063044,0.019674,0.044606,-0.0024556,0.0060941
"M1524.7T13.54",0.016241,-0.0051363,0.021907,-0.02429,-0.018207,0.024222,0.00023606,0.034551,-0.003336,0.069407,0.021136,0.05916,-0.013169,-0.028663,0.043144,-0.022638,0.02937,-0.042049,0.073053,0.0083524,0.0052932
"M1525.96T13.55",-0.0093295,-0.0067081,0.026749,-0.0037706,-0.012577,0.034471,-0.037957,-0.018987,-0.034922,0.0055181,0.0058731,-0.016909,0.0040348,0.033578,-0.021322,-0.019816,-0.051298,0.00175,-0.029859,-0.0072435,-0.00077217
"M1529.71T13.54",0.0052002,-0.0027543,-0.00046878,0.0091979,-0.016375,-0.0019076,0.043386,-0.017713,-0.008443,-0.014482,0.0010832,0.033315,-0.011272,0.0098153,-0.0013238,0.006595,-0.0049777,0.017582,0.085718,-0.0037596,-0.0011393
"M1530.7T16.98",-0.027193,0.031877,-0.020471,0.039846,-0.032899,0.005586,0.0065215,0.007652,-0.018881,-0.061185,0.030812,0.013754,0.013444,0.014695,0.00056486,0.010525,0.015394,-0.024894,-0.028765,-0.0049637,-0.0044775
"M1530.7T12.55",0.0052874,-0.0034466,0.049963,-0.020769,0.01006,-0.0056378,0.03311,0.013646,0.053306,-0.029303,-0.020284,-0.02156,-0.055379,0.037058,0.0030207,0.002662,0.0094901,0.0067996,0.016918,0.0014078,0.00044545
"M1531.2T13.55",-0.0014258,0.013286,0.0065578,-0.0058852,0.045742,-0.022972,0.013565,8.6798e-06,-0.013044,-0.046577,-0.032359,0.030897,0.017159,-0.023119,0.0040777,-0.019288,-0.033419,0.033807,0.0032069,-0.0033224,0.00017398
"M1531.95T13.55",-0.011472,0.0008596,-0.017966,-0.029186,0.01807,0.01375,-0.02018,0.044964,-0.0084719,-0.026774,0.030628,-0.004074,0.013469,-0.0067852,-0.035556,0.029694,-0.032608,-0.0061635,-0.047577,0.0021684,-0.0098902
"M1533.7T13.54",0.021939,0.0041077,0.040401,0.0030777,0.013423,-0.0030687,0.0068728,0.023592,0.018062,0.07749,0.020812,0.038283,-0.0064298,-0.016874,0.034427,-0.035794,0.091846,0.017371,-0.0024508,0.0050043,0.0039236
"M1535.37T13.54",0.016513,0.011252,0.0017323,-0.040999,0.028663,-0.042525,0.041689,-0.032335,-0.021549,-0.049128,0.051582,-0.004704,0.050981,-0.0083748,0.055151,-0.029986,-0.0083534,0.0098426,0.0058352,0.0027015,-0.014966
