"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other"
"M480.89T18.57","14497.421","16274.678","14841.01","12393.121","13382.026","16629.806","13416.128","16502.064","14991.112","16900.55","15123.234","15315.845","13291.643","14747.922","16391.026","14481.314","9054.941","13164.882","13164.882","15550.512","16984.802"
"M496.91T17.56","46465.577","46135.994","45203.514","41463.147","47746.812","47125.645","34472.509","43732.381","37433.35","49000.562","44930.769","41181.412","49427.84","44065.802","45231.288","47776.902","30901.492","40334.914","40334.914","46063.778","49178.109"
"M501.91T13.55","6066.144","5705.064","5734.706","5427.224","5729.136","4525.08","5424.29","5657.33","5240.855","4433.702","4922.724","5465.982","5023.36","6385.098","4604.688","5230.158","5019.482","5415.455","5415.455","5757.22","4971.728"
"M502.87T19.22","9353.408","8608.51","9441.915","10349.89","9687.234","9848.545","6582.026","8517.857","8681.073","9717.064","10098.025","9096.61","10316.794","8431.947","10146.348","8141.37","6388.386","8680.406","8680.406","10060.09","9489.228"
"M516.89T18.56","23808.593","20537.428","21962.411","19194.23","17059.626","23112.411","19955.688","22155.25","15739.427","20086.078","18138.47","35596.47","18885.693","17642.289","18983.78","21385.966","15235.154","17205.017","17205.017","21103.12","23013.976"
"M534.88T17.56","23274.921","20360.9","17209.206","18781.063","22850.346","20981.736","18204.45","18620.185","17028.771","22386.96","19906.367","17966.164","19412.062","18613.674","18166.336","18039.958","13402.624","16541.078","16541.078","21379.948","20532.497"
"M536.9T12.55","16659.067","14054.036","14383.02","12867.93","14438.794","14955.776","15435.051","16184.408","12278.726","11879.959","14592.904","14295.798","12476.838","10070.12","15030.466","13095.961","13801.489","22413.182","22413.182","15233.564","15034.97"
"M536.9T17.56","12290.241","10945.317","11145.119","12201.563","11907.616","12373.058","8053.811","9500.747","13878.307","14066.072","11187.272","24005.632","12779.045","13237.594","10854.466","13292.131","6900.825","11331.061","11331.061","13109.21","12470.821"
"M544.89T18.56","23714.297","23408.014","22083.501","19317.897","21373.93","20472.139","15119.123","18243.656","17906.257","22286.66","20042.794","25269.297","18319.784","20879.261","20928.598","21879.442","13845.155","18097.882","18097.882","20280.66","24929.467"
"M544.89T11.54","12733.554","12563.578","11359.718","10988.925","11814.99","12735.025","12941.568","11326.558","10760.494","13702.986","11839.057","9707.034","11894.907","10579.644","11506.127","12337.996","12132.426","9309.846","9309.846","11743.124","16433.152"
"M549.19T881.43","56430.548","20056.157","132456.752","155848.36","204714.697","168548.166","262128.197","127681.719","104157.807","215168.478","74453.166","1347.333","288590.048","170909.845","274161.409","223418.419","1168.481","128359.64","128359.64","173481.168","116269.468"
"M564.89T12.55","46186.893","44577.332","49768.86","49900.987","43706.035","46616.89","48429.59","42905.801","47554.236","57672.5","47406.367","96923.872","45206.224","44306.522","44460.141","57190.101","45405.561","47680.614","47680.614","45706.71","44836.106"
"M565.89T17.56","7869.277","6034.048","4993.968","7456.782","8547.566","7707.5","6396.843","7177.702","6475.802","5945.784","6182.44","7387.805","7170.152","6724.72","6933.329","8026.727","5444.639","6261.638","6261.638","7049.084","6486.11"
"M569.88T19.56","4481.404","4693.733","3583.166","4422.106","4850.501","5539.67","2774.709","4089.959","3459.629","5977.327","4154.505","4735.558","3368.488","5199.552","4573.565","5494.571","2780.451","5141.378","5141.378","4499.458","4782.304"
"M573.47T1437.42","135326.545","90831.793","151313.502","232404.351","230407.233","174956.609","344349.276","161369.351","182823.674","135449.861","64957.994","23545.445","385377.199","196409.938","204218.477","431319.139","17160.98","271111.302","271111.302","321061.515","264162.649"
"M575.48T1420.61","121715.156","86040.367","145389.053","187108.205","206940.203","96574.524","255969.09","129681.611","215553.206","120058.067","9580.152","5670.335","317793.748","170978.292","201326.093","396169.886","1134.067","252221.125","252221.125","280112.464","211791.101"
"M575.48T1555.33","141606.174","48189.981","128890.163","193673.407","167364.446","115327.639","240285.949","142451.788","496725.785","126464.317","20402.119","28973.273","270554.572","144336.948","246475.391","295269.862","10303.687","234417.652","234417.652","141265.637","218185.5"
"M579.89T13.55","9664.908","9247.509","9715.117","6250.624","10802.389","10422.721","8670.017","11066.387","9918.885","9573.692","9973.785","10278.669","10305.136","10852.46","9815.239","11781.964","8955.852","9951.573","9951.573","9257.69","11043.095"
"M589.43T1437.43","239091.993","328365.276","408642.283","360721.992","239783.353","386865.339","379511.145","339706.437","348733.359","229620.089","285626.519","354301.966","354671.92","433410.32","274527.957","338626.997","376092.393","445533.153","445533.153","439667.216","319238.86"
"M592.89T17.56","103781.147","99268.916","101120.985","105127.375","98107.442","85091.926","67721.702","96374.881","101385.626","98229.808","93151.846","83373.509","96436.444","95870.752","95184.7","104953.92","56345.108","84518.794","84518.794","102396.27","106645.834"
"M593.89T12.55","9324.754","9089.932","8849.852","7691.221","8996.32","8618.717","8600.314","8607.221","9707.034","8704.034","9755.604","10103.523","8852.718","9091.644","9163.586","9376.592","9689.881","9572.632","9572.632","9376.044","11817.346"
"M603.37T16.56","7630.998","7267.422","8502.556","6593.689","7868.129","6156.263","6552.904","6958.161","8670.207","7774.438","7385.426","7299.874","6664.422","7326.603","6256.167","6455.002","5607.298","5366.222","5366.222","7502.44","8377.625"
"M604.89T12.55","31191.091","31201.324","36637.584","32272.11","38378.432","32508.302","35586.284","28533.671","31738.932","38922.418","33329.061","32238.203","29883.44","28419.002","31032.649","32833.145","30275.976","26812.196","26812.196","39297.54","32441.032"
"M612.87T18.56","16502.228","15631.004","16820.751","14583.202","17195.432","18375.571","15885.514","16614.976","15644.474","18429.122","15641.375","16720.826","17668.848","15590.632","14527.645","18182.384","9816.992","16236.257","16236.257","13588.644","18274.178"
"M612.88T11.54","9693.496","10297.91","9693.065","10451.182","10565.501","9334.206","9580.846","8467.643","9330.124","10180.45","8752.438","10165.705","8969.043","8122.294","9740.07","9021.395","9656.268","8194.51","8194.51","9909.64","14328.68"
"M618.85T19.56","7179.132","5630.842","7782.742","6739.196","6822.406","6982.56","6138.451","7736.735","6519.61","7650.094","7970.625","5871.562","6794.602","8214.57","6712.716","6262.732","4178.242","7387.009","7387.009","7341.96","6963.523"
"M624.87T18.56","10462.78","7163.039","7198.828","8490.577","6909.899","9969.234","5567.412","8121.421","6697.992","9436.224","7928.696","13643.575","7011.618","8566.394","7150.309","8356.996","6189.754","9183.468","9183.468","7815.376","8034.492"
"M626.86T18.56","19121.055","17399.711","19706.411","21591.899","20697.908","21861.804","14813.819","18716.675","19346.652","19604.638","17036.287","20693.985","17338.475","20520.844","19955.688","18924.604","12856.201","17500.169","17500.169","18679.872","21097.102"
"M631.47T1471.08","221640.895","169503.685","259758.597","457477.082","353583.22","327677.409","536931.587","220910.12","302436.944","245750.176","104466.877","29637.297","579159.757","301853.879","334562.727","790406.028","32113.959","433184.66","433184.66","556866.495","417166.079"
"M631.86T17.56","10014.278","9414.791","9756.871","10324.279","9692.026","7227.053","8551.869","8011.307","9627.078","9515.558","10884.476","10322.637","9622.167","9866.502","10147.155","8748.166","8829.019","14190.621","14190.621","10531.5","9462.225"
"M632.47T1471.09","106386.175","94215.686","117182.786","204454.792","157857.557","143393.229","225593.479","108915.697","143849.467","130207.076","45955.547","11930.123","259722.449","158164.114","165859.695","403939.666","11585.882","177558.987","177558.987","243774.772","162435.571"
"M632.88T17.56","44971.962","50095.838","41846.556","44379.386","41090.904","52386.126","47720.734","51282.819","48074.469","50627.428","42719.631","44519.348","51084.796","48065.766","51626.416","43431.906","30286.866","45441.463","45441.463","48715.71","51584.966"
"M633.48T1454.22","487738.01","603371.533","624021.315","872176.985","650810.229","599995.481","980335.194","552420.063","596479.785","534525.842","219249.736","243951.286","1350192.241","799661.093","707299.015","1307924.962","183005.497","864318.205","864318.205","1033543.025","815745.413"
"M633.48T1420.61","547492.615","540524.1","600616.249","880364.8","637171.09","599995.481","931250.778","516043.069","496144.277","534525.842","235283.755","244128.925","1094891.769","804345.458","639182.786","1307924.962","173923.319","791068.873","791068.873","985980.769","815745.413"
"M633.88T17.56","18375.571","14551.524","15289.055","14624.019","13783.778","15918.249","10311.075","12522.926","12926.95","15340.193","12950.736","14813.713","12892.562","13266.877","16441.176","13650.83","10299.237","11374.136","11374.136","12429.176","18256.011"
"M634.48T1420.61","216744.789","230098.713","283020.098","345153.059","248691.52","223002.309","392627.847","186558.86","282924.981","206868.938","100698.834","79337.913","477644.561","361281.78","258765.339","542193.488","86236.046","335057.971","335057.971","420986.225","337046.653"
"M637.36T17.55","10851.106","8783.141","10685.889","9394.286","9141.202","11121.106","8272.744","7742.077","11688.317","11027.358","8289.973","15549.103","10108.008","12042.018","10013.952","14779.534","5742.402","9257.634","9257.634","10657.878","9232.303"
