"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other"
"M895.82T17.56","27526.24","20218.321","19598.715","24718.913","21952.387","25354.034","17681.269","25192.194","24503.041","23104.784","26814.202","41602.989","22800.803","23514.332","22808.879","27602.56","17705.004","23083.766","23083.766","24148.228","23085.694"
"M895.82T11.55","16796.9","16757.18","17338.731","14451.224","16518.294","16460.687","16789.667","15659.725","17285.702","16613.867","13412.116","17605.444","15635.886","15568.566","15609.009","17248.73","16672.048","17179.384","17179.384","14712.004","19191.019"
"M896.32T17.56","7531.05","6879.96","6994.462","8815.298","8402.62","7948.946","8381.068","7009.474","7156.437","6672.796","8258.068","6388.865","7981.874","6395.732","7130.16","6601.779","6619.739","6419.933","6419.933","6611.776","7725.166"
"M896.81T18.35","13093.331","11366.908","13037.066","11797.905","14163.992","14619.804","10449.314","13828.779","11779.421","12370.67","12964.926","22682.233","14280.714","14252.63","15622.728","12472.175","9366.897","15452.722","15452.722","12768.19","13039.585"
"M896.82T11.73","8928.931","9314.672","8526.982","8109.847","9623.319","9171.785","8411.645","8868.763","8286.786","9009.89","9151.553","10045.353","8551.878","8908.646","7935.014","9707.814","8931.721","12916.564","12916.564","9576.644","9824.808"
"M897.82T12.55","13854.685","14808.764","16108.18","13469.898","14243.771","17526.613","14591.84","14528.877","13327.864","14274.027","16417.104","13559.622","12535","17095.132","14171.57","13521.064","12972.751","14136.282","14136.282","13949.724","13751.13"
"M899.33T17.55","13989.83","10684.314","13099.233","10242.381","9771.226","10100.949","8941.187","11891.627","11122.953","9469.378","12982.983","11338.396","13291.756","10079.055","14222.54","9853.432","7525.439","11079.303","11079.303","11063.09","12995.023"
"M899.49T17.56","8319.579","7572.585","8194.04","7013.096","8016.316","7437.478","8982.868","7982.79","7306.44","11193.48","8535.652","7804.924","8892.598","9480.356","10756.172","9697.004","5411.509","7890.666","7890.666","8924.694","8499.479"
"M899.82T17.56","13123.426","11430.188","13218.608","13201.298","12259.659","11742.083","10578.084","11971.84","11617.043","11435.782","10163.875","21363.969","13893.556","12122.258","10417.071","11915.489","9633.55","13508.726","13508.726","13610.71","10151.878"
"M899.83T12.55","9101.413","7979.868","7215.789","12080.13","8689.833","9688.53","9353.122","8214.938","8932.718","8664.437","9775.648","9497.753","8355.33","8096.216","7844.661","10091.229","8406.985","8535.53","8535.53","9835.418","10121.195"
"M900.82T12.55","16135.052","20344.852","21291.684","17358.468","16618.402","20291.968","15802.981","20305.369","16515.398","17016.898","16794.894","17569.339","15224.51","11315.846","15054.034","22786.603","15245.363","20655.782","20655.782","16258.63","21472.224"
"M901.82T12.55","15170.358","20372.936","21167.312","17418.605","15705.854","16669.228","33530.229","20289.324","18273.143","21223.48","21327.792","20142.893","22254.877","19512.362","14416.347","20330.069","18836.206","27739.029","27739.029","20687.878","20508.224"
"M901.82T17.55","21184.874","17600.644","18170.875","21205.402","22425.074","21967.344","13724.211","16596.432","16414.805","16536.447","15246.814","34077.103","16374.978","16117.661","24601.584","17099.144","12889.678","17863.202","17863.202","17670.854","21562.922"
"M902.16T16.56","7272.763","9394.098","13011.625","9265.08","9309.387","8635.646","5964.578","14515.48","7858","9889.58","8745.531","8228.199","8775.492","6613.782","7736.834","9372.032","5296.17","6886.981","6886.981","7201.54","7230.725"
"M902.81T18.56","12924.011","14284.726","12896.689","13943.395","13055.367","14441.245","12162.378","13362.171","10355.586","13496.368","12793.259","12842.428","14713.837","11537.549","11368.002","12216.943","9359.332","14996.37","14996.37","12808.31","13171.298"
"M902.82T11.55","8711.521","7398.128","7590.458","9559.007","8397.367","7621.765","7804.238","7934.154","7011.616","7959.808","7751.165","8187.926","7563.118","7534.91","5250.522","8405.008","7531.179","10754.166","10754.166","7630.824","7371.61"
"M903.48T13.45","9341.575","9975.991","9935.733","10303.213","7053.93","11641.717","10482.328","9098.745","10363.907","11050.15","10008.411","10116.216","7667.664","7283.786","10094.412","5770.966","9017.386","15325.48","15325.48","11347.942","11970.198"
"M906.16T14.49","11374.02","10112.246","9315.864","10650.837","8062.512","13475.72","14461.254","10579.892","12674.03","17301.75","15869.466","14964.76","7410.692","10245.428","13135.676","8470.528","13310.554","14169.1","14169.1","16296.744","15579.19"
"M906.33T13.55","17538.458","18611.668","17670.866","9745.534","11975.836","17138.866","11454.464","14875.206","17052.221","17670.854","10752.16","19167.622","19224.969","17743.07","18490.372","9288.086","16063.098","15190.93","15190.93","18788.196","17065.157"
"M908.49T16.55","16948.224","12346.93","19121.465","20342.526","17374.79","18363.931","17516.836","8549.447","16009.544","20088.084","10411.21","18974.868","17839.882","11773.214","18261.401","19137.782","17506.252","16279.023","16279.023","20376.948","21561.801"
"M908.82T17.56","58338.159","55102.814","58528.538","49123.744","57796.872","59972.227","65542.038","57583.147","41498.476","58405.323","55843.028","58196.013","69580.116","55547.149","57489.954","56113.838","28206.015","48553.225","48553.225","68173.91","58523.348"
"M909.31T17.56","16309.484","14518.759","13368.603","12344.271","13622.733","16415.43","12738.1","14947.755","14752.342","11199.498","14860.992","23574.381","17267.648","13929.664","15743.088","16356.557","9546.719","17863.817","17863.817","14381.014","15834.549"
"M909.82T12.55","16657.824","13676.908","11311.584","10834.251","9504.538","10818.557","12329.646","10507.338","8758.196","11209.138","16573.572","11146.571","10699.876","10495.914","11960.749","11821.613","12624.226","13741.1","13741.1","13664.872","10571.62"
"M909.82T17.56","10902.61","12282.738","15997.885","13684.664","13863.466","11951.046","9919.084","16829.97","14602.23","14019.288","9327.9","24790.094","15289.732","12504.528","13601.46","14083.951","10927.101","12114.227","12114.227","12573.608","15166.851"
"M910.15T17.55","8731.855","8237.094","8234.148","7018.387","5527.632","8823.854","11062.89","6951.396","7158.336","8154.39","5874.405","7552.246","7172.159","7358.673","6692.24","7691.107","5131.669","6820.677","6820.677","6818.394","7571.501"
"M910.8T18.56","19571.317","19169.336","19870.139","17675.94","17525.889","18855.073","13342.853","17075.413","17044.137","18599.23","19809.25","17286.342","19668.83","20994.796","17793.22","19075.054","12899.576","20688.943","20688.943","17209.474","16727.549"
"M910.81T11.54","10389.008","10447.248","10872.358","11348.062","9923.797","10765.919","10085.382","12048.04","13191.27","10837.576","11208.822","10731.358","9989.894","9295.804","9614.846","11748.467","10063.359","11973.814","11973.814","11909.622","11496.988"
"M911.48T17.56","5347.586","5380.31","5464.699","5368.056","5129.342","5688.199","3876.029","5227.065","6246.93","5633.45","5607.655","5067.585","6808.935","6034.048","4576.68","3897.658","4375.343","7228.594","7228.594","4292.84","5406.219"
"M911.81T18.56","13185.623","13520.44","13876.33","14761.96","13378.014","10837.919","11638.543","14703.802","11229.155","13621.207","11892.043","14240.175","12259.295","11829.382","12974.627","14222.54","10671.794","13564.887","13564.887","13087.144","14296.731"
"M911.82T11.54","7508.966","8246.666","6732.799","6872.556","7236.205","8546.46","7550.493","7865.963","7316.388","8160.317","8260.292","8843.842","7798.887","8407.146","8354.655","7838.327","7734.725","7351.049","7351.049","9662.902","8471.338"
"M913.49T13.02","6072.986","4896.122","6509.47","5906.662","7117.786","5622.037","5833.461","5792.703","5839.466","4657.932","6199.046","11555.519","5060.129","5510.756","7141.36","5233.307","6090.323","8376.472","8376.472","6180.486","7353.817"
"M917.15T16.56","9315.185","8381.068","7729.582","8833.055","15402.068","11231.276","8003.94","10809.26","13407.659","11438.212","9839.223","16120.882","9068.511","8782.268","9370.026","8908.787","7112.664","8476.146","8476.146","9562.602","10134.59"
"M917.8T18.15","10234.28","8857.421","7979.868","8565.62","9491.587","9750.515","7551.987","10430.894","8297.828","9304.519","9096.073","9409.617","9293.798","8008.708","7492.41","9292.733","5295.237","9680.44","9680.44","8886.58","13303.792"
"M918.81T18.56","17853.937","17171.36","15403.729","15853.563","18607.656","18451.481","12530.465","14075.794","13694.137","18391.008","13454.15","23953.662","16144.288","13798.515","14453.23","17741.598","10915.754","18098.004","18098.004","15634.764","18019.658"
"M921.33T13.55","13723.782","15575.069","13523.895","14006.8","13727.744","13701.468","12677.92","13770.45","13360.478","13381.502","13353.942","14488.532","14530.015","14464.37","13688.944","9077.54","12415.04","13508.913","13508.913","15909.586","13081.946"
"M921.82T11.73","17912.014","16942.676","17242.143","18309.122","18611.626","16777.508","16153.891","18171.023","17981.784","18509.362","17841.818","19354.556","18197.403","17388.008","16995.454","17602.941","17514.241","18015.886","18015.886","18176.366","17773.16"
"M922.15T17.56","10218.256","15959.736","7790.956","8658.319","7397.829","8928.48","7242.702","7988.798","7052.005","10012.209","8307.341","9551.606","10422.469","8102.966","9831.406","17222.399","6447.675","9221.749","9221.749","9731.106","10726.305"
"M922.32T11.54","6308.688","4766.256","5607.378","5659.655","5621.697","6639.664","6769.665","6527.611","6100.246","5903.658","6369.786","5849.091","6214.237","6896.971","5308.75","5887.267","5592.83","5365.904","5365.904","6142.372","5382.098"
"M922.8T18.56","12165.54","14046.012","15119.585","12578.859","14302.78","14878.529","13640.8","14300.711","12977.44","15612.698","13633.035","19827.513","12871.356","14866.466","14828.352","16084.108","9648.679","13939.714","13939.714","12086.15","16200.154"
"M922.81T11.54","10082.278","9299.816","8365.358","8551.046","7845.907","8789.325","5822.52","8658.175","6870.55","7929.718","8397.447","7889.052","8681.477","8375.05","7601.224","9388.346","10184.739","11953.754","11953.754","11343.93","10126.288"
"M923.82T13.52","9891.532","10477.491","11192.819","9965.826","11364.107","11637.336","12490.646","11171.414","20117.504","12006.76","11576.363","10633.089","11590.966","12353.722","10660.866","10846.337","10086.279","9452.272","9452.272","11835.4","13446.218"
"M924.81T18.55","30465.449","31243.45","29693.742","27151.902","28621.608","31701.321","21705.334","31368.914","28807.792","32120.072","25137.912","46763.998","32085.956","30306.648","26292.807","28946.58","18938.038","26177.043","26177.043","30507.248","31069.068"
"M925.81T17.56","15111.366","7016.988","14761.705","18968.378","15566.784","14494.234","16980.79","15563.035","14405.925","20302.726","17980.759","26515.111","18483.284","18417.086","17873.46","15886.648","11645.74","12853.89","12853.89","16605.668","19926.771"
