"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other"
"M757.84T19.56"," 0.2527172502","-0.0789613649"," 0.2212630479"," 0.1008015683"," 0.1038520451"," 0.0017611034","-0.5618963299"," 0.1607711676","-0.1574592269"," 0.2551253778"," 0.1874283414"," 0.2037385445","-0.0773253671","-0.0840412259"," 0.0116812779"," 0.0348129457","-0.8285456466"," 0.0619105351"," 0.0619105351"," 0.0004414891"," 0.1300139322"
"M759.85T17.56"," 0.05081024","-0.02759281","-0.05040570","-0.17915583"," 0.17525367","-0.14632744","-0.20613016"," 0.13921650","-0.23335437"," 0.05596357","-0.05395288","-0.09667026"," 0.16316409","-0.25621159"," 0.14452390"," 0.25588445","-0.56687442"," 0.13102054"," 0.13102054"," 0.24732436"," 0.32249362"
"M760.35T17.56","-0.199143654"," 0.303750952"," 0.022653186"," 0.076696237","-0.104006810","-0.214632888","-0.311767024"," 0.085937896","-0.153492590"," 0.220506897"," 0.055491540","-0.085085861","-0.084782408"," 0.031994870","-0.123746624","-0.062044266","-0.007816281","-0.296547149","-0.296547149"," 0.726184264"," 0.416396862"
"M760.84T18.56"," 0.0749646985"," 0.0258190509","-0.1505330651","-0.0581844144"," 0.1644585879","-0.0900562752","-0.3318874858"," 0.2959923962"," 0.0672365070","-0.3153087802"," 0.0001806648"," 0.2390907833","-0.1217419976","-0.1451995496","-0.0213702962"," 0.0145204800","-0.6799461512"," 0.3707536108"," 0.3707536108"," 0.0539011883"," 0.2365564366"
"M761.84T18.56"," 0.03510502"," 0.20747230"," 0.41857826"," 0.13215637"," 0.03906562"," 0.10846683","-0.36432574"," 0.06722079","-0.06798411","-0.12669107","-0.08999327"," 0.72455455"," 0.08871821"," 0.06679850","-0.47903287","-0.35866157","-0.28229477","-0.32801234","-0.32801234"," 0.23063820"," 0.30623342"
"M761.85T12.54"," 0.259448672","-0.147541258"," 0.002942949","-0.515350915"," 0.171480958"," 0.471593820"," 0.279374599","-0.050929346"," 0.125606074","-0.129617971","-0.071460503","-0.104356514","-0.102506396","-0.182961965"," 0.309872377"," 0.102537731","-0.159100274","-0.026858958","-0.026858958","-0.159654285","-0.045659836"
"M762.84T17.56"," 0.124742668"," 0.164336759"," 0.139223172","-0.247441192","-0.100145088"," 0.128468403"," 0.002912539"," 0.051390239","-0.207060102"," 0.051412388"," 0.056191360"," 0.778654504","-0.245208559","-0.069994902"," 0.111549747"," 0.017361459","-0.552194597","-0.182202886","-0.182202886"," 0.099638325"," 0.060568648"
"M762.85T11.54"," 0.11476853"," 0.08243582"," 0.03183274"," 0.30837299","-0.11867323","-0.01254091"," 0.29669615","-0.12679939","-0.14885682"," 0.08580777"," 0.22389198"," 0.17187308","-0.05595949","-0.53356199"," 0.08241162"," 0.09869068","-0.43137912","-0.14011525","-0.14011525"," 0.13684692"," 0.07437316"
"M764.83T18.56"," 0.005823678","-0.195211504"," 0.202475876","-0.008459361"," 0.171258579"," 0.023466994","-0.391818970"," 0.026603496","-0.165151287","-0.105084976","-0.031952186"," 0.547355404","-0.077877935"," 0.003228265","-0.166777001"," 0.097782567","-0.556880078"," 0.290820943"," 0.290820943"," 0.085378392","-0.045801838"
"M764.84T11.54"," 0.083848474"," 0.538579299"," 0.013676060","-0.000489011","-0.195954833"," 0.343516002","-0.188535758","-0.218835983"," 0.347611473","-0.183694533"," 0.042788974","-0.237544949","-0.244855898","-0.345893166"," 0.116103303","-0.164443486","-0.124899999"," 0.273849926"," 0.273849926","-0.059474171","-0.069201652"
"M766.83T19.56"," 0.20605882"," 0.21290640","-0.18354825"," 0.03635346","-0.25143734"," 0.11887050","-0.13875006","-0.18201959"," 0.06403930","-0.20536738","-0.12211074"," 0.05079282","-0.07844225"," 0.10781132"," 0.27400686","-0.03082876","-0.49257418"," 0.08457924"," 0.08457924"," 0.41990332"," 0.02517729"
"M766.84T11.54"," 0.35247615","-0.20003031"," 0.05218599"," 0.10364430","-0.36246415"," 0.29785790","-0.27024909","-0.14051809","-0.35784443","-0.37184588"," 0.08086155","-0.23505637"," 0.26188228","-0.30116416"," 0.07941744"," 0.08719222","-0.05376816"," 0.48925994"," 0.48925994"," 0.02078735","-0.02188441"
"M768.86T17.56"," 0.19975803"," 0.27895977","-0.04452821","-0.06370134","-0.10651445"," 0.15750362"," 0.19081259","-0.40644055","-0.40358606"," 0.18363919","-0.21374826"," 0.85554549"," 0.15223930"," 0.11494974"," 0.16314164"," 0.14088884","-0.57844817","-0.34598553","-0.34598553","-0.14273299"," 0.21423289"
"M771.18T13.55","-0.310345506"," 0.156968733"," 0.046779685","-0.129755183"," 0.093484248","-0.081334034"," 0.057114538","-0.012197801","-0.105135962","-0.030154003"," 0.249738830"," 0.004586493"," 0.268891156"," 0.233342013","-0.223567071"," 0.074709941","-0.071131992","-0.222498395","-0.222498395"," 0.183148131"," 0.039854575"
"M772.84T17.56","-0.031598040","-0.002127439"," 0.427601580"," 0.092262869"," 0.335132185"," 0.328401813","-0.350940350","-0.146885198","-0.178782169"," 0.257883706","-0.174801911","-0.065995439","-0.062771826"," 0.302167882"," 0.298102590"," 0.349865681","-0.582817712","-0.360967859","-0.360967859","-0.007295466","-0.065467039"
"M773.34T12.55"," 0.54945673"," 0.41796789"," 0.32884997","-0.19238375","-0.04540703"," 0.10090205","-0.04922129","-0.14650012","-0.07365581","-0.14962345","-0.04924178","-0.12320682","-0.23427945"," 0.02647877"," 0.19784781","-0.11513907","-0.03823651","-0.29657223","-0.29657223"," 0.26032364","-0.07178733"
"M773.85T12.55","-0.15428423","-0.04937343","-0.06777016","-0.12921677"," 0.89091777","-0.10354342"," 0.29063519","-0.07778465","-0.06271114","-0.41867036"," 0.08822263","-0.10708201","-0.34628011","-0.28147128","-0.23575011"," 0.30095984"," 0.12068396"," 0.11042595"," 0.11042595"," 0.09926643"," 0.02239995"
"M774.82T18.56"," 0.17628294","-0.01466280"," 0.11891100","-0.04138773","-0.03866221"," 0.15597024","-0.06537980","-0.14072572","-0.17472618","-0.05111504"," 0.09485993"," 0.60931382"," 0.05346938","-0.10513223","-0.01810171"," 0.18651138","-0.77364188","-0.01456657","-0.01456657"," 0.12625629","-0.06890653"
"M774.83T11.54"," 0.04356066","-0.19929709","-0.08796158"," 0.13594914","-0.09737803","-0.03520457"," 0.21561981"," 0.23411746","-0.26008602"," 0.54653972"," 0.07358261","-0.23099960","-0.13080264","-0.15847613","-0.08301075","-0.19560214"," 0.04013138","-0.01707307","-0.01707307"," 0.08537075"," 0.13809315"
"M777.86T13.55","-0.11587525","-0.08989898","-0.50733354"," 0.21915778","-0.16884879","-0.11234315"," 0.09415411","-0.31343819"," 0.36453861","-0.07520958"," 0.20168389"," 0.78645633","-0.34372160"," 0.12273248","-0.33383275","-0.19706071","-0.22001617"," 0.17281464"," 0.17281464"," 0.42263940","-0.07941316"
"M780.84T18.56","-0.051997481","-0.183035559"," 0.230397019"," 0.090938532","-0.030536698","-0.001812542","-0.250789907","-0.072365142"," 0.113957032"," 0.143048052"," 0.028947561"," 0.819175488"," 0.110630595","-0.200969756"," 0.280753835"," 0.147924189","-0.379452683","-0.529672672","-0.529672672"," 0.207029015"," 0.057503794"
"M780.84T11.73"," 0.05724586"," 0.23027594"," 0.06017672"," 0.34146173"," 0.23719248"," 0.08909828","-0.29713581","-0.14643973"," 0.05387353","-0.14641419"," 0.22876628"," 0.12504930","-0.11395411"," 0.13037483"," 0.25479965"," 0.17944012","-0.41840451","-0.38376556","-0.38376556"," 0.14629288","-0.24416814"
"M786.82T18.57"," 0.05360425"," 0.02128974","-0.23179602"," 0.01455849","-0.10547763","-0.09152422","-0.03959018","-0.02401455","-0.06520076","-0.09168410","-0.13403591"," 0.72672168"," 0.11092202"," 0.09558019"," 0.11873062","-0.26722950","-0.34115797","-0.10410423","-0.10410423"," 0.23568414"," 0.22282817"
"M788.84T18.56","-0.073209211"," 0.161123118"," 0.016034895","-0.124374135"," 0.134383563"," 0.004018067","-0.341453962"," 0.009957338"," 0.102860363"," 0.039733411"," 0.160845919"," 0.805403363"," 0.128935339","-0.209886844","-0.008451248"," 0.054294589","-0.390811809","-0.273848156","-0.273848156"," 0.090157547","-0.011863989"
"M789.85T12.55"," 0.15497452","-0.17792840","-0.26723650","-0.21032103","-0.06019284","-0.06223186"," 0.34443270"," 0.20336165"," 0.09970817","-0.28408857"," 1.00214918","-0.09091522"," 0.06146986"," 0.13400205","-0.17201433","-0.33218791"," 0.05061575","-0.28275089","-0.28275089"," 0.07509732"," 0.09680723"
"M794.18T13.55","-0.09874857"," 0.03146017"," 0.07277832"," 0.04388296","-0.02769124"," 0.02600748","-0.13101177"," 0.23356799"," 0.03681391","-0.07130883"," 0.22283258","-0.23464351"," 0.21068783","-0.13059988"," 0.12611886"," 0.06009557","-0.14392416","-0.35059072","-0.35059072"," 0.30701786"," 0.16784585"
"M794.84T17.56"," 0.12671605","-0.21074796"," 0.23169352","-0.04040447","-0.14379195","-0.07098362","-0.29131513","-0.17170306"," 0.18539104","-0.15541373","-0.25955407"," 0.73324068","-0.14515701"," 0.77708771"," 0.04023300","-0.27809206","-0.41721511"," 0.07746766"," 0.07746766","-0.01660086","-0.04831827"
"M795.84T17.57"," 0.093572803"," 0.182207609","-0.013146574"," 0.006753018","-0.062875475","-0.191108171"," 0.602177144","-0.382520078","-0.077091169","-0.147134383","-0.170900979"," 0.655652775"," 0.033733905","-0.273171021"," 0.065333035","-0.056625324","-0.634077944"," 0.196270957"," 0.196270957","-0.198252175"," 0.174931089"
"M795.84T12.55","-0.16034712"," 0.32075124"," 0.53724293","-0.11506048"," 0.44719846"," 0.36224491","-0.21507446","-0.17689799","-0.01282871"," 0.03909295","-0.12446658","-0.05494175","-0.10950744","-0.47239726","-0.02746181","-0.01847292","-0.33117694","-0.10100172","-0.10100172"," 0.37898314","-0.06487671"
"M796.85T17.56"," 0.10621855"," 0.11700681"," 0.09787095"," 0.10911789"," 0.04497202"," 0.20686025","-0.45104451"," 0.00194715"," 0.04761253","-0.20371058","-0.02739540"," 0.84016127"," 0.07676058","-0.04710574"," 0.05951652"," 0.11642969","-0.58055323","-0.33532514","-0.33532514"," 0.07704854"," 0.07893701"
"M797.34T17.56"," 0.30983660"," 0.46878631"," 0.33892830","-0.09405723","-0.18128197"," 0.04665583","-0.16720208"," 0.15732854","-0.30565238","-0.18334283","-0.18223394"," 0.19649132"," 0.18066850"," 0.11417266"," 0.09766091","-0.03097034","-0.57099233","-0.35561121","-0.35561121"," 0.14874796"," 0.36767857"
"M797.85T12.55","-0.12783981"," 0.46141540"," 0.43640131","-0.02621694","-0.15852963","-0.05030510"," 0.03090774","-0.22684392","-0.09456514"," 0.10005059"," 0.08094359"," 0.03095711","-0.10161068","-0.13194847"," 0.40937434","-0.14813322","-0.02757376","-0.18974181","-0.18974181","-0.12096348"," 0.04396368"
"M797.85T17.56"," 0.312966465","-0.300295346","-0.028522273","-0.181261630","-0.117370090"," 0.053473262","-0.309653210"," 0.105850627"," 0.198188898"," 0.174577461","-0.283656011"," 0.130256582","-0.236772099"," 0.058428433","-0.278062853"," 0.362259369","-0.327162864"," 0.308796534"," 0.308796534"," 0.047515470"," 0.001646741"
"M799.25T813.63","-0.26730722","-0.01868417"," 0.27304379"," 0.26545800"," 0.02194372"," 0.11405693"," 0.05579605"," 0.26886780","-0.17639977"," 0.50309261"," 0.30308971","-1.36016214"," 0.36148675"," 0.18361011"," 0.14977534"," 0.03610078","-0.69097570","-0.13656263","-0.13656263"," 0.13687772"," 0.11345494"
"M800.83T18.56"," 0.117302961","-0.042730183"," 0.134875082","-0.003388692"," 0.033939024"," 0.381852754","-0.429934397"," 0.010180613"," 0.212217221"," 0.266476885"," 0.184235963","-0.110545015"," 0.162253825","-0.127596883"," 0.149943459"," 0.127368134","-0.435753869","-0.257836536","-0.257836536"," 0.066805489","-0.181829300"
"M800.83T11.54","-0.203894189"," 0.077402201"," 0.521597521"," 0.114906878","-0.169556084"," 0.080389676"," 0.109032007"," 0.023668007"," 0.059655375","-0.146735246"," 0.019545693","-0.237807020","-0.120810443","-0.406428035","-0.176822223"," 0.136804425"," 0.040096842"," 0.201226171"," 0.201226171","-0.127674743"," 0.004177016"
"M801.83T17.56"," 0.12117835"," 0.05398265"," 0.03976240","-0.07830359","-0.24462392","-0.08364440"," 0.53056080"," 0.28640382"," 0.60460578","-0.19388871","-0.15736088","-0.15179276","-0.17623059"," 0.06444111"," 0.04917845","-0.37876474","-0.24578413"," 0.13222994"," 0.13222994","-0.41866908"," 0.11448957"
"M802.83T18.56"," 0.015232317","-0.272920176"," 0.231496321","-0.286593575","-0.140064157"," 0.038891587","-0.450671613","-0.008295571","-0.249454526","-0.043580150","-0.041992137"," 0.812873038"," 0.150887884","-0.042425129"," 0.207837260"," 0.290353482","-0.636105113"," 0.188150249"," 0.188150249"," 0.076794176","-0.028564417"
"M802.84T12.55"," 0.01475755","-0.06937977","-0.04164392","-0.38680967","-0.24458250","-0.15185312"," 0.24960963","-0.40548516","-0.17073386","-0.14215350","-0.07008156","-0.30272251","-0.21587744"," 0.20707949"," 0.37908885","-0.16993064"," 0.37848527"," 0.37884176"," 0.37884176"," 0.13745313"," 0.24709620"
"M807.83T12.55"," 0.083246553"," 0.129328174","-0.080467042","-0.222877426"," 0.335170707","-0.282734945"," 0.168612904","-0.069606794"," 0.202470031","-0.354137977","-0.148539929","-0.183517888"," 0.275528621","-0.055193915","-0.023630794"," 0.513711802","-0.006410326","-0.096476950","-0.096476950","-0.028157880","-0.059839975"
"M808.85T17.56"," 0.06328262"," 0.15459592","-0.12342296","-0.24518917"," 0.10408651"," 0.09230439","-0.41463360","-0.04502517","-0.01836257"," 0.02592268"," 0.05155721"," 0.81468838"," 0.09809162"," 0.08186021"," 0.10143953"," 0.06658712","-0.47519650","-0.33774325","-0.33774325"," 0.17145086"," 0.17144943"
"M809.84T18.06"," 0.006022136"," 0.033419475"," 0.362490862"," 0.013178170"," 0.074148015"," 0.114403079","-0.617026540"," 0.007504718","-0.201005122","-0.177436666"," 0.104366093"," 0.862291586","-0.231717073","-0.196137935"," 0.029406360","-0.529224971"," 0.030933633","-0.143354737","-0.143354737"," 0.295076404"," 0.306017251"
"M809.85T12.54"," 0.04254914","-0.30693781"," 0.02029807"," 0.23584568","-0.22081207"," 0.14431993"," 0.33162875","-0.19834541"," 0.09387692","-0.17580217","-0.00357898"," 0.03517790","-0.29918046"," 0.07663944","-0.01631904","-0.08780246"," 0.05603828"," 0.19613025"," 0.19613025","-0.05214451","-0.06771172"
"M810.17T14.55"," 0.034263939"," 0.186308006"," 0.208601433"," 0.149294036","-0.163650268"," 0.015060526"," 0.013615361","-0.180368072","-0.437996226"," 0.127920538"," 0.237089640"," 0.396792137","-0.049309053","-0.038235392"," 0.176375684","-0.121116750","-0.141168945","-0.007702882","-0.007702882","-0.334922560","-0.063148270"
"M810.84T12.55","-0.04276205","-0.54417678","-0.03195418"," 0.30474933"," 0.29947697","-0.46784675"," 0.60631535"," 0.06383451","-0.10501854","-0.06197964","-0.44215109","-0.14325232","-0.47068959"," 0.26477839","-0.27610204"," 0.03398669"," 0.36729847","-0.12210687","-0.12210687"," 0.38148123"," 0.50822578"
"M816.51T13.55"," 0.093879365"," 0.159288045"," 0.136005773"," 0.054179634"," 0.168739120"," 0.006071170"," 0.019447183"," 0.015011611"," 0.087281095"," 0.146662040"," 0.031880142","-0.068655330"," 0.041745514"," 0.025288488"," 0.092888094","-0.173149689","-0.001555232","-0.397947123","-0.397947123"," 0.101088542","-0.140201319"
"M817.18T13.55","-0.13393049"," 0.22336426"," 0.28888926","-0.03076407","-0.07830502","-0.02963676","-0.07474042"," 0.35327717"," 0.12647710","-0.04300920","-0.08096034","-0.26384647"," 0.04723276"," 0.15290752"," 0.07225779","-0.13033097","-0.07118811","-0.20190048","-0.20190048"," 0.09714034","-0.02103339"
"M817.26T830.86","-0.26774264","-0.32958620"," 0.41481774"," 0.23211029"," 0.03164042"," 0.01146081"," 0.13009917"," 0.13823779","-0.14936053"," 0.53871736"," 0.27805141","-1.10615724"," 0.47202099"," 0.40890508"," 0.01879301"," 0.26501043","-0.95832280","-0.07586334","-0.07586334"," 0.05611811","-0.03308652"
"M818.27T830.41","-0.303383767","-0.249716280"," 0.293099049"," 0.206793034","-0.098518702"," 0.247664738","-0.085207358"," 0.207059276","-0.112330039"," 0.463337970"," 0.239637453","-1.217521041"," 0.320195643"," 0.265739414"," 0.052261985"," 0.009747644","-0.972943427"," 0.273837135"," 0.273837135"," 0.148560262"," 0.037849875"
"M825.51T13.55","-0.168255325","-0.199885861","-0.004396892"," 0.035253753"," 0.125302271","-0.043549021","-0.009731977"," 0.128590335"," 0.112795402","-0.153194749","-0.128140824","-0.113368976"," 0.243982949"," 0.156721866","-0.157213812"," 0.122110436"," 0.141253033"," 0.007219824"," 0.007219824"," 0.124328103","-0.227040359"
"M825.83T18.56"," 0.218498904"," 0.076867273"," 0.108816209","-0.562251413"," 0.092791776"," 0.491334932","-0.250893696","-0.060491734","-0.305469429","-0.008290338","-0.140338485"," 0.188389233","-0.045053295"," 0.106631605"," 0.281176768"," 0.089728482","-0.435590448"," 0.036449440"," 0.036449440"," 0.362132666","-0.280887888"
"M826.83T18.56","-0.04066163","-0.01027047"," 0.23534959","-0.14480111"," 0.03978571"," 0.04814740","-0.14597826","-0.03957096"," 0.30427468","-0.16012963"," 0.18060813"," 0.71651927"," 0.04710880"," 0.05833913"," 0.01663172"," 0.10465194","-0.19484754","-0.64028157","-0.64028157"," 0.16146898"," 0.10393739"
"M827.49T1369.97"," 0.38791554"," 0.37887049"," 0.31786888"," 0.21104398"," 0.23577752"," 0.16272685"," 0.32821422"," 0.13654242"," 0.41976582"," 0.28186107","-0.08428285","-2.18724878"," 0.32076160"," 0.26811770"," 0.07904116"," 0.10544668","-2.44437535"," 0.30901877"," 0.30901877"," 0.16672243"," 0.29719307"
"M827.83T17.56"," 0.01407732"," 0.18816404"," 0.11163824"," 0.02351470"," 0.12661997"," 0.13065411","-0.04338019","-0.35783271","-0.25221854"," 0.02466093","-0.07547914"," 0.83364962"," 0.02767301"," 0.01419771","-0.20344713"," 0.07436658","-0.43987243","-0.26465149","-0.26465149"," 0.12221410"," 0.21010276"
"M828.34T17.56"," 0.284512185"," 0.083219831"," 0.268956549"," 0.155511226","-0.068632243"," 0.303586123","-0.550086317"," 0.108418216","-0.066822333"," 0.122277880"," 0.001489052","-0.113068896"," 0.094248405"," 0.014169496","-0.050340489"," 0.295763663","-0.556580961","-0.366062085","-0.366062085"," 0.171017389"," 0.234485392"
"M828.83T12.29","-0.222625532"," 0.036094522","-0.157603889","-0.114674269","-0.025314420"," 0.155815983"," 0.105449442"," 0.060975392","-0.350372205","-0.038363314","-0.081308208"," 0.056851593","-0.256233254","-0.181207428"," 0.160136352","-0.063958658","-0.080494097"," 0.590394224"," 0.590394224","-0.175279052","-0.008677407"
"M829.83T17.56","-0.048776645","-0.372647769"," 0.064383436"," 0.038857414","-0.196874201"," 0.006783883","-0.400758574","-0.123460805","-0.206333418","-0.316363636","-0.030792264"," 0.691939776"," 0.139208351"," 0.004217307"," 0.291888491","-0.190607415","-0.585570519"," 0.169320385"," 0.169320385"," 0.723089193"," 0.173176624"
"M831.34T17.56"," 0.38446686","-0.15640290"," 0.21696087","-0.05941873"," 0.30470122","-0.13597863"," 0.34532855"," 0.24971414"," 0.36492800","-0.03232080"," 0.13036298","-0.16682188","-0.25466365","-0.13220898"," 0.03163276","-0.28952406","-0.55482765","-0.23571554","-0.23571554","-0.14938946"," 0.37489242"
"M831.83T17.56"," 0.01593462"," 0.01474561"," 0.25297936","-0.25820319","-0.03774848"," 0.32095072","-0.22150324","-0.04718231","-0.24069307"," 0.12248202"," 0.04462402","-0.07005483"," 0.44397198"," 0.17158054"," 0.15583747"," 0.32994902","-0.20895495","-0.40915481","-0.40915481"," 0.09072085","-0.06112651"
"M833.5T16.56","-0.35652069"," 0.01039658"," 0.10858318","-0.17452969","-0.06740857"," 1.00734431","-0.10709047"," 0.04870577"," 0.04009990","-0.37512781","-0.28827193"," 0.05895977","-0.04118260","-0.01586323"," 0.18014721"," 0.21822144","-0.36671230"," 0.04048718"," 0.04048718","-0.08330250"," 0.12257728"
"M833.83T17.56"," 0.017788612"," 0.098651731"," 0.223350524","-0.405862424","-0.387250397"," 0.009398133"," 0.738033588"," 0.105615873","-0.189308880"," 0.030447713","-0.185874398"," 0.682995826","-0.142956468","-0.019119307","-0.008184523","-0.110055996","-0.812635426"," 0.170001931"," 0.170001931","-0.047568627"," 0.062530583"
"M834.82T18.56"," 0.1701551834"," 0.2846469643"," 0.0004415281","-0.1201091060"," 0.0923416371","-0.0311733106","-0.3073796136","-0.1948347230"," 0.2529937930"," 0.0599067739","-0.0669397508"," 0.6648214443"," 0.1375497607","-0.1746059511"," 0.2882363252"," 0.3041264085","-0.4433542489","-0.2822116386","-0.2822116386","-0.0345474589","-0.3178523786"
"M835.83T17.56","-0.04155976","-0.20034069"," 0.05843843","-0.16478347"," 0.12995029","-0.35084101"," 0.50477405","-0.21077478","-0.08061851","-0.26095812"," 0.40683644"," 0.44974701"," 0.20719797","-0.74878451"," 0.01389941","-0.10274240","-0.29672497"," 0.24074166"," 0.24074166"," 0.39410578","-0.18830449"
"M836.84T17.55"," 0.17819536","-0.09981004","-0.10839975","-0.08724193"," 0.17004927","-0.10479230"," 0.17891267","-0.22751887","-0.23350965"," 0.21507185","-0.01746092"," 0.94549738","-0.24780026"," 0.12599578","-0.08408030"," 0.15928037","-0.41054568","-0.28560250","-0.28560250"," 0.23952688","-0.02016484"
"M839.34T897.39","-0.24365142","-0.81028328"," 0.15270283","-0.02845806"," 0.28720792","-0.06937490"," 0.63034582"," 0.36130129"," 0.33504062"," 0.65552123"," 0.14220140","-1.79265736"," 0.09287629"," 0.35741099"," 0.34415580"," 0.35370055","-2.23825132"," 0.37438921"," 0.37438921"," 0.35976478"," 0.36166838"
"M842.81T18.56"," 0.1987499112"," 0.2034767990","-0.0305044537","-0.0886389485"," 0.1258614042","-0.0447376780","-0.3887274018","-0.0001160964","-0.0390971996"," 0.0179965770","-0.0489335281"," 0.7566762330","-0.1348512430","-0.1122706640","-0.1322975458","-0.1106895430","-0.4722138559"," 0.0396948577"," 0.0396948577"," 0.0905158141"," 0.1304117036"
"M842.82T11.54","-0.048935352","-0.188155913","-0.201750267","-0.190846735","-0.117651022"," 0.009972343"," 0.011127621","-0.325128357","-0.213718893","-0.216295137"," 0.112960792"," 0.172438635"," 0.280128708"," 0.205636407"," 0.015652374","-0.029467256"," 0.178699528"," 0.255679903"," 0.255679903"," 0.071381584","-0.037408866"
"M843.82T18.56"," 0.0052234240","-0.1570755827"," 0.2914264978","-0.0408927566","-0.2363565325","-0.0746084248","-0.1893700032"," 0.0681366876"," 0.0006632169"," 0.2818059766","-0.0715995554"," 0.7990627847","-0.1594297887"," 0.0376364342"," 0.0416738004"," 0.0875419812","-0.6316454083","-0.0295366425","-0.0295366425"," 0.2075502817","-0.2006697477"
"M845.84T13.55"," 0.09775013","-0.14165316"," 0.05321815"," 0.57253769"," 0.07445009","-0.14820863"," 0.22731955","-0.08705851","-0.04807360","-0.22599037"," 0.04951468"," 0.63007373","-0.31191081"," 0.12568266","-0.64080796","-0.16161354"," 0.04253905","-0.04695539","-0.04695539"," 0.14194029","-0.15579866"
"M848.83T17.56"," 0.035742730"," 0.004699108","-0.187386410","-0.020883095"," 0.089684218"," 0.071372380"," 0.025320021","-0.340375496"," 0.118955773"," 0.024405542","-0.053281537"," 0.746070453","-0.244178395"," 0.321670810"," 0.080867468"," 0.111966210","-0.544749178","-0.092589419","-0.092589419","-0.087812054"," 0.033090288"
"M850.82T18.56","-0.008517336"," 0.456304066","-0.041374945","-0.156208583"," 0.162676964"," 0.162852338","-0.306338509"," 0.009201603"," 0.005690625","-0.071282429"," 0.010197650","-0.226638498","-0.174857322","-0.049622162","-0.023932412"," 0.312083679","-0.618028139"," 0.155008366"," 0.155008366"," 0.307865562","-0.060088884"
"M853.82T17.56","-0.03885617"," 0.24917014","-0.08222520","-0.08612742","-0.05825630"," 0.11302862"," 0.33891319","-0.04566454","-0.36126789","-0.05039150"," 0.25486125"," 0.74544587"," 0.01785527"," 0.02070335","-0.05430717"," 0.17005573","-0.45601961","-0.26912746","-0.26912746","-0.14012630"," 0.00146360"
"M853.83T11.54"," 0.10342501"," 0.18951800","-0.01894266","-0.17884193"," 0.21021197"," 0.15844555","-0.44542058","-0.37769876","-0.24686683"," 0.25583722"," 0.08278559"," 0.03646491","-0.06222358","-0.07965447","-0.13735307"," 0.08652302"," 0.19059275"," 0.05917327"," 0.05917327"," 0.06818757"," 0.04666373"
"M854.18T12.55","-0.228070830"," 0.022216156","-0.295860990","-0.125699581"," 0.114215926","-0.187023317","-0.239280944","-0.140298119","-0.063046335","-0.263929320","-0.003312418","-0.157811433","-0.100702151"," 0.086551969","-0.055924524","-0.103278651"," 0.171219172"," 0.593179896"," 0.593179896","-0.154207779"," 0.537883376"
"M854.81T18.56"," 0.102349437"," 0.163213372","-0.031086595","-0.047255635"," 0.012843519"," 0.125559205","-0.001331598"," 0.038558857","-0.146029479","-0.334900553","-0.023414430"," 0.752452924"," 0.169920064","-0.174987978","-0.027751640","-0.057322742","-0.550962695","-0.061805174","-0.061805174"," 0.265306256","-0.111549940"
"M854.82T11.54","-0.05693863"," 0.02915546"," 0.13269331"," 0.14737728","-0.13124811","-0.13478077"," 0.13612321","-0.21504340","-0.39619569","-0.10699087"," 0.07929594","-0.43661925","-0.19916685","-0.16941715"," 0.31371393","-0.06313475"," 0.20156271"," 0.39158927"," 0.39158927"," 0.04044117"," 0.04599393"
"M855.5T14.55"," 0.101744342"," 0.246968755"," 0.296637557","-0.735137364","-0.571506773"," 0.409703287","-0.054778307"," 0.177414634"," 0.091605025"," 0.049159215"," 0.133816724"," 0.147878915"," 0.003497008"," 0.147292439"," 0.228990128"," 0.173763720","-0.059029903","-0.536163445","-0.536163445"," 0.071370483"," 0.212937003"
"M858.82T17.95"," 0.003364088"," 0.235622742"," 0.179198608","-0.077253677"," 0.056558050","-0.121609873"," 0.010801009","-0.181602530","-0.302160961"," 0.169769748"," 0.099646270"," 0.003190330","-0.273671506","-0.237513767"," 0.285769054"," 0.347516005","-0.360848735"," 0.186667555"," 0.186667555","-0.046443370","-0.163666596"
"M859.28T831.48","-0.33434000","-0.02197821"," 0.43965082"," 0.26009720","-0.08635813"," 0.04586138"," 0.24782937"," 0.04650637","-0.09815319"," 0.65792698","-0.01755812","-1.42092864"," 0.42477462"," 0.37530767"," 0.07104526"," 0.12202051","-0.77819920","-0.02961262","-0.02961262"," 0.03640440"," 0.08931616"
"M859.82T18.56"," 0.13318991","-0.23796742","-0.11551748","-0.21238164"," 0.15934261"," 0.27777547"," 0.02062160","-0.05679056"," 0.07750514","-0.09506227"," 0.12320473","-0.13912465","-0.10663592","-0.42618570"," 0.31742311"," 0.09708982","-0.66479098"," 0.16526593"," 0.16526593"," 0.47378743"," 0.04398494"
