"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5"
"M316.427T318.614",0.031768,0.013002,0.042565,-0.010825,0.031076
"M419.228T901.259",0.039319,-0.06512,-0.011721,0.020448,-0.022362
"M316.385T321.843",0.024978,0.014794,0.032807,-0.019625,0.043214
"M967.407T978.889",0.039188,-0.055154,0.012565,0.066372,-0.0653
"M524.981T106.871",-0.021086,-0.041279,-0.041605,-0.023209,0.021559
"M950.342T882.081",0.049978,-0.047992,-0.0023433,0.0031,-0.06415
"M822.313T886.782",0.046645,-0.039702,-0.038656,0.032371,-0.0071776
"M497.109T889.816",0.0043007,-0.10279,0.06036,-0.018488,-0.048616
"M1461.92T936.679",0.040339,-0.028296,-0.024227,0.030245,-0.031211
"M970.768T318.573",0.021757,-0.028754,-0.0052174,-0.037366,0.044656
"M857.325T1034.658",0.084381,-0.030792,-0.053842,0.036498,-0.031811
"M1005.392T917.562",0.049368,-0.018756,0.0111,-0.0031815,0.026222
"M357.576T759.445",0.0063215,-0.030585,-0.028282,-0.0047983,-0.038611
"M365.052T459.24",0.088447,0.01598,-0.015835,0.035133,-0.011261
"M271.021T88.704",-0.018565,-0.035765,0.02097,0.013009,-0.027194
"M968.386T889.852",0.021736,-0.012555,-0.059843,0.034272,0.021237
"M593.686T850.456",-0.0056434,0.042236,-0.052914,0.016236,0.047789
"M505.029T765.672",0.031653,0.019745,-0.057974,0.0040684,0.06289
"M1035.367T890.845",0.04825,-0.00832,0.0054311,0.030412,-0.0058505
"M565.054T1199.484",0.022607,0.028708,-0.0062812,-0.046429,-0.017159
"M491.208T833.798",0.04138,-0.092245,0.018675,0.025252,0.010462
"M728.286T863.521",0.028344,-0.032936,-0.031344,-0.020116,-0.0071701
"M969.4T973.77",0.03848,-0.057451,-0.019652,0.065015,-0.038627
"M333.135T1582.426",-0.037063,-0.030309,-0.014048,-0.015553,0.038356
"M377.181T797.379",0.027186,-0.0088361,0.039453,0.0058591,0.050555
"M369.388T763.979",-0.028157,-0.011478,-0.06821,-0.015075,0.030092
"M1161.526T895.081",-0.028486,0.021222,-0.0234,0.0020004,-0.014987
"M266.946T113.686",0.021779,-0.0074787,-0.032405,-0.0083738,0.045731
"M696.3T853.355",0.052739,-0.025004,-0.038295,-0.017533,-0.030758
"M1007.373T920.82",0.04611,-0.024408,0.0037985,0.017452,0.0044324
"M589.773T907.878",0.0017673,0.030574,-0.056655,-0.0062764,-0.013446
"M445.037T424.564",0.023749,0.0032312,-0.015509,-0.0066739,-0.0045861
"M988.804T68.066",-0.05389,-0.058942,0.053302,-0.038811,-0.039799
"M595.261T805.416",0.042678,-0.075195,0.0024253,0.033919,0.0013916
"M1323.606T888.291",-0.0088732,0.0020269,0.0056904,-0.091896,-0.020077
"M688.263T861.089",0.036053,-0.025926,-0.031524,0.045253,0.018239
"M971.627T318.415",0.0086708,-0.027985,0.0027575,0.0077354,0.063392
"M1143.444T941.11",0.042373,-0.052549,-0.01492,0.008432,0.025779
"M1094.293T897.844",0.030704,-0.027475,0.0057511,0.040826,0.029931
"M967.394T924.933",0.032334,-0.056153,-0.0057996,0.035625,-0.0096018
"M702.255T837.404",0.037523,-0.011679,-0.018044,0.016575,-0.024597
"M379.067T781.128",0.061828,0.024267,-0.022647,0.02355,0.035118
"M714.253T913.384",0.038528,-0.033559,0.032914,-0.014991,0.010475
"M773.211T817.036",0.0051849,-0.059891,-0.025777,0.0027456,0.034921
"M589.271T908.408",-0.0075658,0.026318,-0.056073,-0.020446,-0.01439
"M795.27T865.806",0.030452,-0.025012,-0.027037,-0.03415,-0.011633
"M264T169.106",0.039653,-0.0012815,-0.0052571,-0.021235,-0.017963
"M1095.906T894.31",0.031734,0.023136,0.026967,0.046834,0.023367
"M625.024T106.841",-0.013621,0.010394,-0.066877,0.0096808,0.029755
"M311.065T863.883",0.0081468,0.033462,0.0029178,0.032603,0.081975
"M631.833T319.717",-0.0052005,-0.013566,0.026614,-0.080265,0.05584
"M644.248T900.496",0.03476,-0.017503,-0.010448,0.055474,-0.073855
"M889.313T902.886",0.041764,-0.02967,-0.025381,0.059345,-0.022383
"M273.314T67.476",-0.032038,-0.11026,-0.02751,0.010986,0.0033127
"M950.337T882.881",0.052025,-0.043851,-0.010403,0.016334,-0.065085
"M559.053T88.871",0.015283,-0.013346,0.027642,-0.046184,-0.043458
"M576.128T818.314",-0.018817,0.059472,-0.022289,0.048508,0.028381
"M569.273T895.199",-0.027902,0.0096078,-0.023901,-0.008282,-0.043991
"M751.173T317.266",0.030015,-0.0063087,0.0062446,-0.030729,0.033888
"M272.963T113.946",0.025454,0.014062,-0.017208,-0.02482,0.026221
"M279.164T1614.563",0.016557,0.0066021,0.025878,-0.068672,-0.0079073
"M549.147T750.744",0.034378,0.016173,0.044896,-0.011067,-0.017912
"M553.051T758.396",0.0056087,-0.016884,-0.087646,0.0042325,0.0047599
"M263.13T940.795",0.077392,0.010143,0.018574,-0.014792,-0.04986
"M445.207T780.093",0.033149,0.0063212,0.028249,-0.018119,0.043774
"M631.863T318.629",0.022075,-0.019448,0.00074976,-0.035702,0.066144
"M843.287T936.679",0.048604,-0.039761,-0.009883,0.023136,-0.0012119
"M483.129T913.248",0.03155,-0.051689,0.031613,-0.035265,-0.090353
"M1008.375T923.099",0.046737,-0.054857,-0.010891,0.02786,0.00053742
"M873.638T939.705",0.053002,-0.067512,0.021118,0.031095,0.0095574
"M804.318T962.853",0.058529,-0.046224,-0.025882,0.039906,0.019391
"M433.777T806.208",0.031657,-0.029835,0.049695,0.0052345,0.029769
"M1045.593T1289.364",0.022422,-0.039983,0.017586,-0.0091964,-0.019449
"M501.195T803.697",0.039947,-0.051309,0.019071,0.024526,-0.024377
"M630.654T314.128",0.027516,-0.028029,-0.03002,-0.035659,0.028038
"M625.178T776.712",-0.028945,0.028842,-0.074028,0.010692,0.00098855
"M399.065T319.722",0.021639,0.068978,0.076333,-0.017729,0.046308
"M1462.085T939.347",0.034273,-0.11895,-0.055694,0.025582,0.081614
"M315.108T761.986",-0.0070279,-0.066074,0.010392,-0.029596,-0.056796
"M471.152T726.342",0.024886,0.033785,0.043164,-0.0036628,0.031263
"M377.162T1630.7",0.012882,-0.007524,0.022424,-0.057743,-0.025594
"M272.073T418.674",0.090737,0.10716,-0.036708,-0.023391,0.023241
"M237.04T858.99",0.060059,-0.019561,-0.034884,-0.09186,-0.086463
"M309.478T1627.463",0.013494,-0.024426,0.043046,-0.060549,0.022761
"M369.569T765.536",-0.045978,-0.0010716,-0.069963,0.04,-0.002122
"M427.038T293.27",0.037379,-0.029607,-0.049905,-0.018616,-0.019163
"M383.058T256.181",0.027429,-0.027146,-0.019883,0.019037,-0.051708
"M684.191T618.708",0.096332,0.064686,-0.040973,0.040553,-0.0049156
"M1144.448T942.538",0.046658,-0.056969,-0.02469,0.0041926,0.02903
"M613.774T885.363",0.015734,-0.012336,0.058043,-0.050624,-0.021353
"M1176.528T983.06",0.066572,-0.064837,-0.030068,0.016392,-0.0017064
"M951.397T1014.118",0.075099,-0.043123,0.0027733,0.0068511,-0.0055275
"M998.841T1404.514",0.024975,0.032029,0.02003,-0.047532,0.024582
"M425.103T1191.927",0.015632,0.017709,0.057323,-0.0029735,0.010943
"M389.182T799.355",-0.022159,0.0071377,0.020306,0.0063423,-0.0047894
"M895.29T938.858",0.033173,-0.040512,0.073559,0.064691,-0.086911
"M924.351T839.79",0.045969,-0.040328,-0.013096,0.020181,-0.038337
"M313.093T320.692",0.025818,0.0019768,0.0033248,-0.039675,-0.0010605
"M852.339T915.443",0.050911,-0.002753,-0.0045773,0.0020444,-0.0069125
"M475.187T823.258",0.047962,-0.040566,0.014648,-0.0010014,-0.027838
"M998.861T1404.179",0.021309,0.033956,0.025717,-0.053173,0.036457
"M698.26T899.18",0.04938,-0.034038,-0.061376,0.034524,0.0074811
"M721.31T972.44",0.069507,0.010041,0.0014812,0.035839,-0.033393
"M621.052T106.9",0.021523,4.1132e-05,-0.013172,-0.038646,0.021889
"M289.026T88.643",-0.03321,0.00059485,-0.068998,0.055,0.033682
"M544.284T936.329",0.034923,0.022022,0.010595,-0.030196,0.05212
"M379.101T757.973",0.0071875,-0.014192,-0.013331,0.034555,-0.069568
"M494.168T786.301",0.044318,-0.070759,0.032059,0.0039157,-0.031738
"M911.26T1004.032",0.043938,-0.06546,-0.017046,0.036201,-0.016489
"M1106.454T890.453",0.037706,-0.017083,0.027559,-0.00088757,-0.044969
"M289.084T863.831",0.034639,-0.030134,-0.023342,0.0041584,-0.02118
"M473.196T813.174",0.041336,-0.0038211,-0.019586,-0.039708,-0.047296
"M559.066T758.189",0.024776,-0.0022363,-0.027016,-0.023998,-0.046597
"M449.004T832.738",0.099912,0.00052119,0.01342,0.042613,0.036998
"M343.102T681.368",0.026019,-0.031938,-0.033365,-0.028872,0.015008
"M497.261T974.778",0.031622,-0.035551,0.043373,-0.033537,-0.021175
"M661.253T876.035",0.021084,-0.034244,-0.046089,-0.0038955,0.0074917
"M765.729T983.05",0.025676,0.07108,-0.0060689,-0.017603,0.0033861
"M941.317T938.576",0.039991,-0.025127,0.0076399,0.041163,-0.042737
"M1193.041T904.79",-0.034739,-0.049752,-0.075253,-0.015721,0.029292
"M581.283T805.632",0.033265,-0.039431,-0.010502,-0.012304,-0.01767
"M564.929T1201.416",0.041523,0.03175,0.030586,0.00073843,-0.01666
"M728.88T67.591",-0.026974,-0.083105,0.028909,-0.025193,0.0077299
"M429.504T310.912",0.023116,-0.0048219,0.022738,-0.04047,-0.0092934
"M603.083T90.379",0.024545,-0.002491,0.010028,-0.048658,-0.036081
"M847.188T757.14",-0.025801,-0.0065667,-0.010531,0.029173,-0.078888
"M402.053T876.272",0.072606,0.030791,0.0007322,0.015219,-0.0030856
"M753.298T903.043",0.035701,-0.041173,-0.0094443,-0.0045789,-0.015755
"M610.83T67.188",0.015942,0.0022835,-0.0072338,-0.038403,-0.038922
"M475.366T1425.395",0.046027,0.021948,0.0024116,-0.019418,-0.014621
"M485.063T759.194",0.02022,-0.022194,-0.039437,0.012556,-0.038796
"M1044.425T908.907",0.044573,-0.04253,0.048332,-0.031076,0.050358
"M1331.507T909.803",0.016107,-0.0040298,0.0060201,-0.04107,0.013215
"M507.209T930.4",0.052831,-0.016759,0.019869,0.03418,-0.033229
"M238.892T97.993",0.03475,-0.019505,-0.0016168,-0.024904,0.0028515
"M1143.426T942.716",0.050054,-0.061134,-0.016307,0.0060481,0.0042942
"M387.02T108.554",0.033493,-0.020781,0.02374,-0.032621,-0.017502
"M711.218T782.65",0.051702,-0.019118,-0.029632,-0.02895,0.02063
"M890.319T900.562",0.041013,-0.043813,0.0057816,0.0079193,0.0129
"M1007.203T89.251",0.029835,0.01692,-0.0536,0.0015715,0.017718
"M443.058T752.856",0.023847,-0.003249,-0.035288,0.0095031,0.059708
"M1129.441T885.407",0.033036,0.0081746,-0.033002,0.0084906,-0.018853
"M869.171T823.716",0.011188,-0.085273,-0.072344,0.049494,0.057023
"M964.359T921.966",0.073294,-0.058733,0.0078101,-0.0063325,-0.023449
"M1613.665T937.741",0.063307,-0.0074407,-0.053983,0.011097,-0.071158
"M420.999T106.905",-0.011987,-0.048779,-0.0076171,-0.048583,0.022518
"M708.241T861.396",0.032491,-0.010772,0.022406,0.056579,-0.013931
"M1136.99T908.053",0.0064211,-0.024058,0.006391,-0.068493,0.050346
"M851.276T990.376",0.05576,-0.020201,0.0032576,0.052905,0.030417
"M537.08T758.19",0.016287,-0.028878,0.012803,0.014768,-0.060312
"M569.775T895.343",-0.022314,0.010614,-0.036592,0.013588,-0.059712
"M591.465T1235.608",0.031859,0.065227,0.03904,-0.05333,-0.020388
"M645.252T899.393",0.040586,0.0067878,-0.033915,0.042797,-0.015016
"M397.074T474.916",-0.0049037,-0.019911,0.032074,0.028532,-0.06045
"M848.315T857.496",0.049458,-0.060987,-0.027614,0.027167,-0.038533
"M1397.968T984.092",0.02412,0.073373,-0.070354,-0.063009,-0.05144
"M781.183T974.609",0.027616,0.0012317,-0.000175,0.030079,-0.023441
"M1130.437T924.326",0.057054,-0.038237,0.0099982,0.015108,0.026867
"M693.278T872.306",0.046941,-0.0086857,-0.049299,0.01281,0.015039
"M432.997T107.064",0.028692,-0.013625,-0.012073,-0.03873,-0.012094
"M545.298T995.647",0.033665,0.0036942,0.011995,-0.011856,0.042957
"M723.538T832.745",0.035615,-0.064368,0.014074,-0.0059045,0.068905
"M366.994T111.318",0.029155,0.0088335,-0.043712,-0.013056,0.023998
"M1192.04T901.764",-0.027284,-0.02286,-0.074508,-0.040248,0.030134
"M1014.782T1351.411",-0.0028781,-0.020785,0.061223,-0.025848,0.00021634
"M375.129T729.569",0.0022909,0.0041062,-0.063248,-0.045452,0.057766
"M503.126T874.193",0.032611,0.038272,-0.063827,0.024446,-0.020623
"M901.161T984.095",0.025583,0.059334,-0.047104,-0.03235,-0.039974
"M420.95T86.132",0.030236,0.0097618,-0.0077818,-0.060397,-0.023674
"M596.277T932.512",0.041441,-0.014271,-0.029616,0.015307,0.037671
"M425.165T761.881",0.013941,-0.0097019,0.024544,-0.066563,-0.022079
"M516.992T825.04",0.099268,0.049578,0.0020202,-0.0044891,0.011655
"M447.151T677.76",0.022121,-0.0044947,-0.056142,-0.018247,0.024825
"M1162.522T896.44",-0.028374,-0.022493,0.023807,-0.03334,-0.0072906
"M379.565T877.71",0.093085,-0.00035706,-0.011404,0.049261,0.037073
"M433.038T831.69",0.092534,-0.017592,-0.0080128,0.018644,0.052091
"M349.056T728.324",0.048108,0.011724,-0.058075,0.022108,-0.030096
"M391.065T766.545",0.00037449,-0.029412,-0.028317,-0.016481,0.039127
"M861.166T878.352",-0.019089,-0.046746,-0.039274,0.0045024,-0.055146
"M531.009T876.272",0.094004,-0.010056,0.013818,0.038271,0.017442
"M409.045T138.763",0.029376,-0.023026,-0.0075205,-0.017565,0.019325
"M395.189T761.387",0.034482,-0.018061,0.0021702,-0.043306,-0.025383
"M306.936T1813.234",0.01638,0.018455,0.045474,-0.0015735,-0.013959
"M335.137T198.47",0.038093,-0.023319,-0.018027,-0.010365,0.0028102
"M661.226T856.483",0.019978,-0.055483,0.0034037,0.06418,0.0095176
"M727.414T1292.189",0.019423,0.013634,0.0088488,-0.043927,-0.014389
"M465.141T849.089",0.027891,-0.061428,0.0068295,-0.031296,0.038737
"M471.117T721.976",0.00031862,0.023048,0.13366,-0.066252,0.13804
"M676.835T65.732",0.0159,-0.030738,-0.019682,-0.032475,-0.01193
"M351.13T801.057",0.031396,-0.031699,-0.0073946,0.00018548,0.012132
"M361.323T326.759",0.047428,-0.029976,0.051879,-0.012404,0.026326
"M661.142T919.275",0.067585,0.0008171,0.029784,0.011474,-0.06097
"M409.075T617.585",0.061197,0.045471,-0.066527,0.014138,0.012173
"M402.187T763.436",0.0082253,-0.065737,0.0011593,-0.029462,-0.0040616
"M426.882T91.046",0.023664,-0.0086159,0.022114,-0.040354,0.0099392
"M1015.483T980.936",0.067475,-0.05758,-0.0081388,0.053284,-0.0059409
"M545.846T78.22",0.028934,0.018091,0.00016817,-0.0486,-0.028208
"M365.528T823.98",0.098454,0.00024511,0.0035109,0.013481,0.022179
"M937.388T970.431",0.034723,-0.037656,0.032303,0.017468,-0.022072
"M942.309T937.647",0.056311,-0.039893,-0.024191,0.019388,-0.02717
"M408.906T66.13",-0.003243,0.021511,-0.01781,-0.04386,0.0047509
"M333.191T983.058",0.017655,0.015945,0.0031527,-0.083083,-0.075005
"M365.136T768.138",0.059615,0.039696,-0.02978,0.0064888,-0.026731
"M461.152T871.999",0.022174,-0.0090943,-0.061708,0.02052,0.0061139
"M481.183T807.444",0.037141,-0.041883,0.021153,-0.0066863,-0.042778
"M405.177T839.252",0.047443,0.024136,-0.04811,-0.0051472,-0.014824
"M1204.491T868.846",0.024692,-0.021143,-0.060504,-0.008051,-0.016353
"M333.041T419.397",0.081985,0.071092,-0.05193,-0.0086301,0.0098907
"M367.103T818.837",0.019238,-0.036127,0.029402,-0.0109,0.069988
"M601.172T845.875",0.024862,-0.020725,-0.013832,-0.036708,-0.02554
"M610.849T834.902",0.037821,-0.087533,-0.0087538,0.0047645,0.050693
"M310.974T92.682",0.025609,-0.011411,-0.0069409,-0.047691,0.048484
"M1162.945T896.606",-0.021768,-0.053912,0.01177,-0.050881,0.051577
"M776.814T66.22",-0.017942,-0.034917,-0.040846,-0.0017342,-0.030081
"M779.158T89.251",-0.010249,-0.0091238,0.034286,0.00038,-0.05751
"M806.159T933.966",0.034409,-0.061047,-0.02352,-0.00058391,0.012936
"M806.921T938.616",0.055954,-0.018418,-0.011968,0.040596,0.029478
"M287.076T110.312",0.028051,-0.0055733,-0.00379,-0.018804,-0.028112
"M871.351T913.248",0.049354,0.01589,-0.0053616,0.045549,-0.018188
"M807.113T936.925",0.02986,0.027396,-0.036632,0.04862,-0.03303
"M505.3T1291.082",0.039919,0.034872,0.0042445,-0.036601,-0.023924
"M204.975T113.721",0.021932,-0.022328,-0.03056,-0.011041,0.010821
"M613.854T887.38",0.022876,0.018851,0.036893,-0.056662,0.0067606
"M333.06T88.804",0.040391,-0.0058091,0.02442,-0.020658,0.077111
"M1197.439T886.215",0.048746,-0.013453,-0.028515,0.018258,-0.031706
"M267.196T1364.412",0.00027979,-0.014142,0.01524,-0.084796,-0.010574
"M593.934T851.064",0.045151,-0.047229,-0.047639,0.017173,0.034295
"M310.969T105.491",-0.002247,-0.0065203,-0.055923,0.038992,0.037172
"M232.059T185.959",0.045715,0.031324,0.013296,-0.022781,0.0050411
"M401.144T790.222",0.036025,-0.020383,-0.011916,-0.0037336,0.002548
"M712.22T783.012",0.050129,0.021865,-0.046627,-0.032754,0.025039
"M469.036T876.272",0.085245,0.082386,0.038749,0.030875,0.057327
"M884.8T66.979",-0.040632,-0.035203,-0.11367,0.038905,-0.0012102
"M489.187T785.097",0.037129,0.011713,0.033239,-0.011944,0.051685
"M333.926T91.902",0.020099,-0.011827,0.033038,-0.082372,0.011063
"M473.173T881.847",0.042352,-0.012475,-0.0088605,0.016064,-0.0050733
"M621.037T758.225",0.030575,0.031437,-0.027335,-0.0066461,-0.0035111
"M461.037T823.98",0.064117,-0.044036,-0.0078607,0.030048,-0.0093812
"M567.171T792.05",0.028136,-0.028192,0.0070847,-0.031135,0.030707
"M476.876T67.016",0.026034,-0.025441,0.010674,-0.01433,-0.012694
"M431.759T791.911",0.0015808,-0.056056,-0.026434,0.028815,0.026762
"M609.054T106.871",0.027342,0.021321,-0.036284,-0.0095006,-0.0079178
"M657.266T958.998",0.034898,0.014812,0.0096284,0.0025142,0.0020517
"M508.215T930.69",0.04179,-0.0086284,0.017348,0.021943,-0.048828
"M957.274T935.63",0.079414,-0.083303,-0.020896,0.054039,-0.0084655
"M915.823T68.606",-0.055921,-0.057586,0.026589,-0.029731,0.044579
"M1130.433T884.599",0.047461,-0.010879,-0.012852,-0.00090313,-0.025735
"M619.26T816.529",0.025306,-0.016751,0.01265,-0.010799,0.032042
"M645.848T67.545",0.0036106,-0.042894,0.026562,-0.0084261,0.055728
"M806.073T940.272",0.030722,-0.041094,-0.040293,0.03556,0.036384
"M522.878T65.745",0.021964,-0.020353,0.00086566,-0.040187,-0.00038979
"M255.115T921.266",0.032996,-0.043848,0.070017,-0.03169,0.0039677
"M989.364T928.413",0.045839,-0.074214,-0.010047,0.0030058,0.0043847
"M1093.54T895.081",-0.030873,0.0074636,-0.016134,0.0040305,-0.044915
"M617.247T870.852",0.036457,0.0061528,0.019528,0.019854,0.023994
"M626.212T761.224",0.0091174,-0.021866,-0.074675,-0.0087105,-0.027331
"M329.088T425.59",0.021572,-0.026809,-0.05281,-0.0029026,0.025292
"M495.025T292.616",0.042682,-0.032746,-0.02566,-0.016484,-0.038301
"M547.234T852.079",0.036024,-0.047237,-0.017136,-0.004896,-0.028967
"M274.971T109.977",0.0054003,-0.011908,0.045564,-0.033601,0.021905
"M491.126T414.484",0.062709,-0.012194,-0.037352,0.017722,0.013595
"M409.002T109.878",0.034294,0.0043176,0.018229,-0.012249,0.020247
"M413.104T602.912",-0.0024946,-0.018983,-0.040942,-0.037225,0.021311
"M807.744T937.741",0.039782,-0.022214,0.0074493,0.041239,0.015424
"M597.052T106.853",-0.0030823,-0.028598,0.012835,-0.031141,-0.016386
"M209.025T89.634",-0.021954,-0.0041674,-0.040542,-0.038238,0.021267
"M941.306T938.915",0.045658,-0.026702,0.0049973,0.041676,-0.038252
"M180.971T1182.798",0.024536,-0.00023361,-0.0092084,-0.038763,0.029694
"M808.342T938.944",0.048633,-0.024291,-0.026755,0.031114,-0.0244
"M732.876T67.374",-0.02979,-0.076265,0.017248,-0.023182,0.0062471
"M289.056T250.757",0.019742,0.017153,0.025242,0.045274,0.048761
"M851.338T916.834",0.049458,-0.014788,0.0086585,0.0097635,0.0076778
"M621.221T884.304",0.030218,-0.030748,-0.031801,-0.018602,0.022326
"M705.205T926.435",0.047976,-0.055305,-0.049698,-0.020811,-0.0013208
"M699.004T983.059",0.024595,0.033466,-0.078349,-0.0096956,-0.054393
"M805.362T924.937",-0.0030531,-0.048298,0.0082836,-0.018153,0.0097661
"M467.156T971.498",0.049115,-0.024429,0.064372,0.0101,0.0046641
"M359.098T671.316",0.029424,-0.021991,0.018116,-0.0020873,0.038891
"M431.769T791.594",-0.013119,-0.071329,-0.020696,-0.01508,0.056908
"M643.245T933.361",0.044732,0.023573,0.0031505,0.058033,-0.047777
"M287.077T663.979",0.0040448,-0.019933,-0.050379,0.023814,-0.011326
"M850.805T68.208",-0.037112,-0.032834,-0.029349,0.077897,-0.096238
"M619.189T858.982",0.0065595,-0.027497,-0.067757,0.015146,0.013158
"M397.002T110.368",0.0075195,-0.012382,-0.060009,-0.03156,-0.01073
"M1432.595T1048.493",0.04487,0.02575,-0.031237,0.049902,-0.05028
"M627.173T806.181",0.010518,0.0045408,-0.032334,-0.054528,0.014973
"M564.68T1183.74",-0.021148,-0.032636,0.036345,-0.076654,0.005223
"M503.143T589.731",0.058563,-0.013922,-0.046987,0.033618,0.014619
"M799.852T67.938",-0.021055,-0.053921,-0.0080007,-0.017682,0.038049
"M927.368T972.44",0.048852,-0.041457,-0.0455,0.012807,0.025813
"M371.09T764.993",-0.0073265,-0.012713,-0.01726,-0.011552,0.046145
"M811.459T986.188",0.020698,0.054175,-0.022645,-0.055764,0.035594
"M561.217T921.818",0.024411,-0.019965,0.022228,0.0063861,0.07268
"M463.02T875.074",0.07999,0.02676,-0.012641,0.029225,0.01784
"M289.12T769.482",0.052635,0.021527,-0.029437,0.0056817,0.015057
"M942.303T939.917",0.020125,-0.10047,0.073331,-0.051283,0.027787
"M723.346T899.128",0.020066,-0.013654,0.046059,-0.069681,0.027942
"M655.655T928.688",0.0095892,0.00085456,0.054609,-0.056857,-0.015425
"M427.197T838.449",0.017562,-0.054878,0.056379,-0.026691,0.016574
"M999.727T1404.686",0.0051729,-0.0018901,0.04314,-0.025066,-0.051475
"M293.177T1099.499",0.039788,0.0093029,0.0023508,-0.042733,-0.052673
"M429.25T1071.941",0.029155,0.0051785,0.023445,-0.023751,-0.0068929
"M975.202T831.412",0.069552,-0.030175,-0.036483,0.00689,0.056744
"M341.088T439.204",0.04213,0.003962,-0.017044,-0.0056639,0.019525
"M1031.347T966.014",0.041587,-0.032533,-0.01076,0.0095899,0.026501
"M630.879T67.545",-0.013487,-0.067516,0.013464,-0.017847,0.033413
"M693.424T1336.51",0.023111,0.016224,0.012863,-0.066819,-0.025102
"M806.978T940.468",0.057921,-0.025142,0.0023584,0.063053,-0.021211
"M471.897T67.543",-0.011128,-0.050406,-0.0079258,-0.0087299,0.04302
"M429.141T889.195",0.059011,0.039512,0.018762,0.0066144,0.055526
"M798.851T67.54",-0.038809,-0.033873,-0.076553,0.02885,-0.039317
"M413.179T861.909",0.044833,0.081133,-0.032715,-0.044158,-0.11391
"M807.007T938.915",0.040916,-0.018926,0.052037,0.046319,-0.028903
"M359.022T90.408",0.015228,-0.021765,-0.0022826,-0.016548,-0.012917
"M359.061T194.361",-0.014421,-0.01515,-0.057068,-0.019936,-0.024652
"M385.113T791.317",0.025155,-0.00055808,-0.032728,-0.024908,0.02954
"M203.083T418.775",0.078871,0.075561,-0.055644,-0.013842,0.013786
"M341.465T625.973",0.058399,0.037706,-0.077414,0.012171,0.0097387
"M280.987T110.997",0.0046616,-0.019377,0.013632,-0.025645,0.022697
"M367.058T823.98",0.048621,-0.079345,0.013511,0.02865,0.022083
"M576.861T67.042",0.015077,-0.018941,0.0034436,-0.03542,-0.010917
"M868.801T68.637",-0.025432,-0.072929,0.025439,-0.010606,-0.019573
"M487.146T735.656",0.0194,-0.022647,-0.13581,0.038129,-0.039514
"M373.167T930.605",0.053531,0.042041,-0.033734,-0.017629,0.017247
"M365.143T832.741",0.065753,0.0074926,-0.035315,-0.0046883,0.065387
"M408.822T1801.685",0.033066,-0.0068722,0.047679,-0.013788,-0.013127
"M526.316T1188.04",-0.026791,-0.028064,-0.079974,-0.024742,0.036759
"M357.108T784.337",0.043519,-0.0062094,-0.019101,-0.017224,0.037533
"M349.072T1165.294",-0.0081418,-0.059427,-0.023925,-0.042435,0.015364
"M527.309T1189.176",0.0024853,-0.0051356,-0.057005,-0.045695,-0.0013327
"M1103.384T928.554",0.044128,-0.048225,-0.0014009,0.0055618,0.0014757
"M553.164T782.325",0.014809,-0.025884,0.045173,0.0092355,-0.034614
"M521.022T764.729",-0.012849,0.0050146,-0.068799,-0.025765,0.024719
"M559.276T958.275",0.057647,-0.011011,0.00072825,0.013601,-0.020662
"M173.008T106.871",0.022676,0.012755,0.029525,0.00095506,0.016344
"M429.486T320.767",0.0197,-0.0044909,0.020388,-0.035275,0.016813
"M1396.865T985.147",0.042273,0.027387,-0.086166,-0.033072,-0.013818
"M469.095T760.602",0.014919,-0.014883,-0.03524,0.0020075,-0.042016
"M937.334T882.127",0.05835,-0.011503,0.019228,0.026172,-0.035852
"M728.269T963.544",0.064599,-0.037921,-0.020502,0.043747,0.013296
"M433.122T384.02",0.077422,0.073023,-0.065635,0.0004506,0.037008
"M951.343T881.927",0.03623,-0.029806,-0.018157,0.064715,-0.051629
"M715.392T322.783",0.030451,0.029496,0.016365,0.0026159,0.074491
"M245.094T862.962",0.027436,0.045415,-0.026773,0.056193,0.049548
"M665.182T815.828",0.041727,-0.053599,-0.005299,0.0078737,-0.00083217
"M447.959T106.92",0.023574,-0.0086419,-0.063462,-0.03899,-0.042907
"M732.379T69.273",-0.053921,-0.057742,0.063817,0.065686,-0.10277
"M349.057T865.046",0.058984,0.025616,-0.059726,0.044537,-0.0037505
"M1014.811T1344.847",-0.0036685,-0.019432,0.058698,-0.017939,0.010895
"M521.224T935.29",0.052833,-0.015575,-4.3817e-05,0.024339,0.0003134
"M1390.547T1005.094",-0.023276,-0.044054,0.011526,-0.012857,0.023837
"M313.275T1417.53",0.035612,0.025824,-0.0027378,-0.052659,-0.032228
"M477.088T1628.76",0.006699,-0.003225,-0.011247,-0.069181,-0.015592
"M577.255T863.306",-0.007062,-0.0075392,-0.070623,0.007958,0.019106
"M613.564T887.981",0.026135,0.0019257,0.007576,-0.057618,-0.0025143
"M395.28T1470.273",0.057527,0.00056885,-0.019083,-0.010491,0.010028
"M285.243T1390.408",0.03448,0.018597,0.014617,-0.036624,-0.055302
"M1463.523T939.044",0.057014,-0.076717,0.016727,0.068445,-0.043259
"M481.224T887.168",0.023452,-0.017342,0.013069,-0.044274,-0.012786
"M343.103T489.112",-0.004082,-0.067661,-0.048787,-0.0081489,-0.021588
"M444.872T67.426",0.019747,0.012041,0.047462,-0.028356,-0.029714
"M463.182T861.112",0.03211,0.016151,-0.042115,-0.05736,-0.010873
