"","PC1","PC2","PC3","PC4","PC5","PC6"
"X02.C12.2.neg",-6.3056,4.2095,-3.8724,1.5962,6.221,1.5867e-16
"X18.C12.3.neg",-14.925,-5.1154,4.6854,-0.57569,-1.0956,-5.2923e-16
"X33.C12.4.neg",-2.3476,7.1768,-2.7767,-2.036,-5.5029,9.9506e-15
"X12.D12.2.neg",9.5471,-0.76747,3.098,-6.5043,2.4357,-6.2619e-15
"X28.D12.3.neg",8.3929,1.9607,5.741,5.9507,-0.61453,1.0148e-15
"X52.D12.4.neg",5.6385,-7.4641,-6.8753,1.5691,-1.4437,-3.9421e-15
