"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"M613.564T887.981",0.75003,0.71706,0.71663,0.71669,0.71669
"M1097.561T894.34",0.74916,0.7214,0.7213,0.72133,0.72133
"M1063.398T908.83",0.74858,0.75312,0.75448,0.75448,0.75448
"M377.181T797.379",0.74594,0.71423,0.71499,0.71498,0.71498
"M313.093T320.692",0.74099,0.70843,0.708,0.70802,0.70802
"M693.424T1336.51",0.74072,0.7207,0.72025,0.72034,0.72034
"M255.115T921.266",0.73823,0.77299,0.77515,0.77516,0.77516
"M1094.293T897.844",0.73472,0.73528,0.73496,0.73499,0.73499
"M967.561T1349.704",0.73345,0.72779,0.72758,0.72759,0.72759
"M649.302T900.549",0.73343,0.71246,0.71201,0.71201,0.71201
"M432.997T107.064",0.73312,0.71265,0.71249,0.71251,0.71251
"M630.879T67.545",0.73203,0.89302,0.89252,0.89251,0.89251
"M581.283T805.632",0.73097,0.77672,0.77634,0.77633,0.77633
"M497.261T974.778",0.72922,0.74675,0.74718,0.74719,0.74719
"M359.098T671.316",0.729,0.71705,0.71684,0.71682,0.71682
"M454.975T107.571",0.72568,0.70962,0.70959,0.70963,0.70963
"M173.008T106.871",0.72552,0.70559,0.70579,0.70578,0.70578
"M351.13T801.057",0.72147,0.74061,0.74018,0.74017,0.74017
"M795.27T865.806",0.71639,0.72414,0.7245,0.72451,0.72451
"M1323.575T889.628",0.71524,0.71749,0.71706,0.71708,0.71708
"M947.485T901.595",0.71397,0.68296,0.68617,0.68616,0.68616
"M590.015T907.684",0.71396,0.68664,0.68631,0.68637,0.68637
"M776.814T66.22",0.71317,0.75475,0.75544,0.75542,0.75542
"M997.575T1403.78",0.71264,0.68213,0.68237,0.6824,0.6824
"M1085.513T1348.399",0.71026,0.70083,0.70048,0.7005,0.7005
"M1161.526T895.081",0.70887,0.69594,0.6959,0.69588,0.69588
"M409.045T138.763",0.70783,0.7057,0.70534,0.70533,0.70533
"M625.178T776.712",0.70603,0.6995,0.70279,0.70278,0.70278
"M325.2T1323.486",0.70465,0.6794,0.67909,0.67908,0.67908
"M271.021T88.704",0.70319,0.72812,0.72804,0.72803,0.72803
"M1071.559T892.477",0.70317,0.69089,0.69071,0.6907,0.6907
"M491.208T833.798",0.70268,1.007,1.0067,1.0067,1.0067
"M519.896T67.425",0.70155,0.81554,0.81505,0.81504,0.81504
"M428.2T856.891",0.69871,0.73025,0.7298,0.72978,0.72978
"M385.113T791.317",0.69269,0.66302,0.66367,0.66367,0.66367
"M653.935T315.929",0.69202,0.71161,0.71117,0.71118,0.71118
"M1013.86T1346.532",0.69091,0.67067,0.67169,0.67169,0.67169
"M1059.606T1053.565",0.68907,0.6587,0.66091,0.66098,0.66098
"M443.191T791.98",0.68756,0.72942,0.72912,0.72911,0.72911
"M180.971T1182.798",0.68709,0.65697,0.65677,0.65679,0.65679
"M1125.418T877.844",0.68541,0.87572,0.87523,0.87525,0.87525
"M603.083T90.379",0.68359,0.65379,0.65337,0.65343,0.65343
"M445.037T424.564",0.6828,0.65283,0.65264,0.65263,0.65263
"M361.512T316.902",0.68271,0.77305,0.77257,0.77256,0.77256
"M723.538T832.745",0.68027,0.83626,0.83585,0.83583,0.83584
"M621.221T884.304",0.67911,0.70863,0.70907,0.70906,0.70906
"M819.254T316.358",0.67795,0.70811,0.70875,0.70874,0.70874
"M559.066T758.189",0.67554,0.64726,0.64768,0.64769,0.64769
"M1000.263T316.358",0.67472,0.67393,0.67537,0.67543,0.67543
"M435.959T107.38",0.67302,0.6494,0.65045,0.65056,0.65056
"M1103.415T879.391",0.67074,0.81655,0.81623,0.81622,0.81622
"M559.667T1200.71",0.67059,0.66828,0.66928,0.66926,0.66926
"M209.025T89.634",0.66893,0.64354,0.64495,0.64497,0.64497
"M1611.697T937.933",0.66881,0.84066,0.84064,0.8407,0.8407
"M289.056T250.757",0.66786,0.66082,0.66135,0.6614,0.6614
"M524.183T892.811",0.66752,0.70477,0.70444,0.70443,0.70443
"M579.301T894.416",0.66696,0.6405,0.64028,0.6403,0.6403
"M579.151T798.32",0.6668,0.63965,0.63927,0.63928,0.63928
"M351.085T316.423",0.66455,0.64808,0.64782,0.64784,0.64784
"M466.978T106.664",0.66388,0.64608,0.64568,0.64571,0.64571
"M609.153T789.212",0.6602,0.63719,0.63719,0.6372,0.6372
"M999.268T316.316",0.66007,0.65931,0.65962,0.65964,0.65964
"M310.974T92.682",0.65926,0.63932,0.63912,0.63916,0.63916
"M441.162T763.637",0.65795,0.85905,0.85851,0.85849,0.85849
"M991.316T318.206",0.65714,0.68866,0.68828,0.68826,0.68826
"M1095.872T896.96",0.65648,0.78969,0.79043,0.79042,0.79042
"M345.082T140.774",0.6559,0.63721,0.63764,0.63764,0.63764
"M383.609T322.831",0.65519,0.63245,0.63225,0.63228,0.63228
"M643.188T893.85",0.65481,0.65643,0.65713,0.65716,0.65716
"M1097.514T1402.931",0.65406,0.62694,0.62717,0.62721,0.62721
"M567.171T792.05",0.65146,0.66529,0.66488,0.66488,0.66488
"M139.002T112.479",0.65114,0.62306,0.62377,0.6238,0.6238
"M1031.288T315.245",0.64929,0.72693,0.72707,0.72708,0.72708
"M419.115T799.29",0.64778,0.65273,0.65293,0.65292,0.65292
"M806.159T933.966",0.64499,0.81139,0.81123,0.81121,0.81121
"M1037.324T316.098",0.64435,0.68414,0.68402,0.68402,0.68402
"M444.872T67.426",0.64426,0.63003,0.631,0.63102,0.63102
"M443.058T752.856",0.64384,0.6177,0.61818,0.61817,0.61817
"M812.842T69.273",0.64318,0.76139,0.7614,0.76143,0.76143
"M806.073T940.272",0.64046,0.71445,0.71476,0.71478,0.71478
"M467.051T320.771",0.64021,0.61198,0.61631,0.61631,0.61631
"M1053.286T316.584",0.63996,0.68457,0.68422,0.68421,0.68421
"M409.075T744.412",0.6384,0.62373,0.62405,0.62406,0.62406
"M429.504T310.912",0.63809,0.61063,0.61042,0.61045,0.61045
"M970.813T317.253",0.63751,0.68641,0.68671,0.68672,0.68672
"M483.129T913.248",0.63604,0.73482,0.73473,0.73475,0.73476
"M619.26T816.529",0.63596,0.62189,0.62159,0.62158,0.62158
"M426.882T91.046",0.63359,0.60869,0.60848,0.60851,0.60851
"M695.298T853.355",0.63172,0.66221,0.66859,0.66857,0.66857
"M511.24T944.134",0.6308,0.6291,0.62916,0.62918,0.62918
"M1363.57T899.951",0.62937,0.64305,0.64593,0.64595,0.64595
"M768.448T1315.096",0.62803,0.6248,0.62594,0.62593,0.62593
"M383.058T256.181",0.62803,0.64634,0.64615,0.64615,0.64615
"M676.309T1245.665",0.62585,0.61281,0.61243,0.61249,0.61249
"M967.394T924.933",0.62402,0.75767,0.75719,0.75721,0.75721
"M727.414T1292.189",0.62281,0.60606,0.60567,0.60572,0.60572
"M383.555T317.319",0.62105,0.59379,0.59381,0.59384,0.59384
"M540.867T1245.744",0.62096,0.69303,0.69277,0.69279,0.69279
"M1069.501T1402.821",0.62075,0.60466,0.607,0.60703,0.60703
"M457.136T788.61",0.61953,0.72119,0.72087,0.72088,0.72088
"M372.9T1734.569",0.61743,0.59424,0.59426,0.59427,0.59427
"M630.654T314.128",0.61586,0.64467,0.64534,0.64535,0.64535
"M728.286T863.521",0.6143,0.66059,0.66114,0.66114,0.66114
"M615.195T761.983",0.61162,0.58888,0.58859,0.58865,0.58865
"M344.099T126.621",0.61108,0.7103,0.70993,0.70993,0.70993
"M610.849T834.902",0.61098,0.93913,0.93857,0.93855,0.93855
"M476.876T67.016",0.6094,0.61793,0.61759,0.61758,0.61758
"M851.154T319.552",0.60882,0.58279,0.58273,0.58278,0.58278
"M515.105T113.414",0.60842,0.583,0.58879,0.58877,0.58877
"M575.708T1045.732",0.60675,0.63083,0.6311,0.63117,0.63117
"M420.999T106.905",0.60473,0.71468,0.71444,0.71448,0.71448
"M387.346T67.938",0.60356,0.72767,0.72749,0.72747,0.72747
"M1354.628T902.5",0.60154,0.67636,0.67602,0.67605,0.67605
"M621.052T106.9",0.60099,0.57471,0.57472,0.57475,0.57475
"M561.217T921.818",0.60044,0.59252,0.59267,0.59266,0.59266
"M311.138T170.155",0.59524,0.58719,0.58688,0.58692,0.58692
"M569.775T895.343",0.59498,0.57203,0.57273,0.57272,0.57272
"M683.129T316.242",0.5924,0.57313,0.57296,0.57315,0.57315
"M311.104T1075.82",0.59027,0.67686,0.68039,0.68038,0.68038
"M447.959T106.92",0.58828,0.57688,0.58105,0.58109,0.58109
"M375.104T216.821",0.58801,0.61547,0.61522,0.61525,0.61525
"M653.717T312.26",0.58651,0.64215,0.64449,0.64449,0.6445
"M601.172T845.875",0.58639,0.59181,0.59184,0.59187,0.59187
"M403.064T798.991",0.58515,0.66041,0.66075,0.66074,0.66074
"M471.897T67.543",0.5849,0.70379,0.70341,0.7034,0.7034
"M323.187T1016.246",0.58461,0.56643,0.56832,0.5684,0.5684
"M306.936T1813.234",0.58412,0.58957,0.59094,0.59093,0.59093
"M361.481T320.767",0.58334,0.57643,0.57606,0.57608,0.57608
"M1209.581T888.373",0.58111,0.57745,0.58101,0.58101,0.58101
"M389.182T799.355",0.58097,0.56059,0.56066,0.56065,0.56065
"M333.191T983.058",0.57756,0.56527,0.56511,0.56532,0.56532
"M481.224T887.168",0.57676,0.5692,0.56885,0.5689,0.5689
"M447.151T677.76",0.57495,0.55603,0.55889,0.55889,0.55889
"M653.783T316.318",0.57419,0.58309,0.58355,0.58358,0.58358
"M289.065T88.687",0.57285,0.54906,0.55001,0.55009,0.55009
"M353.181T807.324",0.5717,0.6864,0.68714,0.68714,0.68714
"M438.263T1164.917",0.57107,0.61062,0.61161,0.61161,0.61161
"M1013.583T1347.533",0.57051,0.58696,0.58691,0.58692,0.58692
"M1255.613T888.434",0.56827,0.56308,0.56274,0.56281,0.56281
"M1029.931T1194.947",0.56652,0.69371,0.69365,0.69371,0.69371
"M425.103T1191.927",0.56489,0.57324,0.57573,0.57572,0.57572
"M885.489T1408.277",0.56308,0.5735,0.57386,0.57386,0.57386
"M266.946T113.686",0.56248,0.54495,0.54565,0.54564,0.54564
"M1014.585T1348.471",0.56215,0.61587,0.61568,0.61568,0.61568
"M285.909T1803.837",0.56058,0.53923,0.53934,0.5394,0.5394
"M559.04T89.345",0.56014,0.53713,0.54333,0.54333,0.54333
"M1048.557T894.929",0.55958,0.60373,0.60452,0.60451,0.60451
"M1204.491T868.846",0.55918,0.5801,0.58312,0.58311,0.58311
"M349.072T1165.294",0.55895,0.74625,0.74649,0.74651,0.74651
"M982.374T904.236",0.55803,0.64748,0.64725,0.64724,0.64724
"M321.216T1624.59",0.55733,0.53377,0.53345,0.53354,0.53354
"M316.508T323.984",0.5561,0.53169,0.53155,0.53159,0.53159
"M1201.918T909.936",0.55404,0.58351,0.58314,0.58313,0.58313
"M461.152T871.999",0.55333,0.54261,0.54534,0.54534,0.54534
"M393.176T847.594",0.55299,0.59657,0.59623,0.59624,0.59624
"M343.102T681.368",0.55179,0.60534,0.60623,0.60624,0.60624
"M567.333T903.822",0.5465,0.5628,0.5709,0.57089,0.57089
"M315.108T761.986",0.54439,0.75577,0.7553,0.75531,0.75531
"M429.486T320.767",0.5424,0.51917,0.51902,0.51905,0.51905
"M417.764T850.924",0.54088,0.6887,0.68828,0.68829,0.68829
"M669.182T316.584",0.53904,0.55696,0.55687,0.55688,0.55688
"M433.351T780.04",0.53712,0.53246,0.5332,0.53319,0.53319
"M385.188T793.619",0.53296,0.53116,0.53171,0.5317,0.5317
"M1323.386T316.247",0.52884,0.6688,0.66911,0.6691,0.6691
"M429.646T308.971",0.5286,0.55822,0.55835,0.55838,0.55838
"M968.386T889.852",0.52516,0.52283,0.52517,0.5252,0.5252
"M631.863T318.629",0.52189,0.52595,0.52565,0.52567,0.52567
"M359.061T194.361",0.51934,0.52628,0.52957,0.52958,0.52958
"M333.926T91.902",0.51671,0.5013,0.50126,0.50147,0.50147
"M633.753T316.098",0.51603,0.61431,0.61561,0.6156,0.6156
"M969.939T315.438",0.51539,0.57617,0.57729,0.57731,0.57732
"M723.346T899.128",0.51405,0.49927,0.50002,0.50016,0.50016
"M522.878T65.745",0.51315,0.52096,0.52069,0.52073,0.52073
"M279.164T1614.563",0.51056,0.49227,0.4921,0.49225,0.49225
"M1015.586T1347.819",0.51049,0.57058,0.5705,0.5705,0.5705
"M413.081T316.361",0.51031,0.4979,0.49781,0.4978,0.4978
"M1087.412T876.684",0.50498,0.55704,0.55671,0.55675,0.55675
"M293.179T1541.097",0.50359,0.49915,0.4989,0.49892,0.49892
"M279.164T1571.945",0.50167,0.48603,0.48577,0.48594,0.48594
"M331.103T255.151",0.50155,0.51254,0.51252,0.51262,0.51262
"M485.168T916.74",0.5009,0.58819,0.58786,0.58788,0.58788
"M221.066T891.624",0.49832,0.48539,0.48814,0.48817,0.48817
"M437.065T776.272",0.4972,0.5094,0.51098,0.51097,0.51097
"M343.103T489.112",0.49601,0.76795,0.76916,0.76915,0.76915
"M502.995T105.736",0.49258,0.47354,0.47336,0.47343,0.47343
"M204.975T113.721",0.48933,0.5135,0.51423,0.51422,0.51422
"M1097.037T893.528",0.48303,0.61001,0.61293,0.61291,0.61292
"M448.965T106.062",0.4826,0.4624,0.46263,0.4628,0.4628
"M997.975T1403.846",0.48077,0.45961,0.46084,0.46092,0.46092
"M1057.411T880.24",0.48074,0.67604,0.6757,0.67573,0.67573
"M313.094T115.286",0.4789,0.46473,0.46511,0.46517,0.46517
"M449.202T630.506",0.47144,0.47569,0.47621,0.4762,0.4762
"M465.141T849.089",0.47004,0.68074,0.68031,0.68032,0.68032
"M632.783T316.499",0.46761,0.51112,0.51279,0.51282,0.51282
"M988.312T316.465",0.46369,0.54319,0.54451,0.54451,0.54451
"M970.768T318.573",0.46078,0.50615,0.50598,0.50601,0.50601
"M1117.54T932.512",0.45982,0.50164,0.50462,0.50465,0.50465
"M969.317T316.321",0.45697,0.5923,0.59387,0.59386,0.59386
"M610.83T67.188",0.45685,0.43676,0.43676,0.43682,0.43682
"M429.414T851.13",0.45526,0.68467,0.68488,0.68488,0.68488
"M643.245T813.714",0.45311,0.54157,0.54142,0.54143,0.54143
"M621.125T857.148",0.44999,0.51014,0.51641,0.51643,0.51643
"M329.088T425.59",0.44549,0.50173,0.50425,0.50424,0.50424
"M309.118T727.508",0.44427,0.47404,0.47611,0.47611,0.47611
"M1053.272T316.465",0.4423,0.46869,0.46969,0.46974,0.46974
"M485.063T759.194",0.43907,0.47135,0.47256,0.47255,0.47255
"M305.082T1122.457",0.4373,0.61511,0.62064,0.62068,0.62068
"M1308.415T315.705",0.43578,0.57232,0.57288,0.57288,0.57288
"M1331.507T909.803",0.43507,0.41737,0.41712,0.41717,0.41717
"M1045.593T1289.364",0.43445,0.52502,0.52492,0.52491,0.52491
"M703.247T844.715",0.43398,0.49125,0.49148,0.4915,0.4915
"M969.321T316.442",0.4325,0.57719,0.57872,0.57872,0.57872
"M438.049T766.588",0.43011,0.41159,0.41537,0.41542,0.41542
"M836.522T1479.692",0.42698,0.41222,0.41401,0.41408,0.41408
"M434.871T1737.903",0.41802,0.47329,0.473,0.473,0.473
"M919.493T1102.884",0.41442,0.40528,0.4055,0.40573,0.40573
"M311.065T863.883",0.41212,0.48764,0.48745,0.48749,0.48749
"M593.947T757.746",0.40757,0.51517,0.52311,0.5231,0.5231
"M757.441T1176.453",0.40562,0.48317,0.48578,0.48577,0.48577
"M613.774T885.363",0.40549,0.3931,0.39575,0.39586,0.39586
"M246.886T1784.096",0.40373,0.39568,0.3959,0.39598,0.39598
"M615.152T88.13",0.40212,0.38519,0.38506,0.38505,0.38505
"M354.093T469.671",0.39864,0.53553,0.53752,0.53752,0.53752
"M661.253T876.035",0.39575,0.49702,0.49893,0.49892,0.49892
"M653.752T320.843",0.39487,0.38013,0.38212,0.38213,0.38213
"M821.506T1329.663",0.39118,0.52313,0.5246,0.5246,0.5246
"M983.568T1252.43",0.39045,0.38761,0.38753,0.38753,0.38753
"M497.109T889.816",0.38945,0.89416,0.89537,0.89536,0.89536
"M361.589T316.501",0.38672,0.38556,0.38665,0.38672,0.38672
"M423.224T921.021",0.38633,0.65326,0.65457,0.6547,0.6547
"M317.087T121.975",0.38573,0.44362,0.44335,0.44343,0.44343
"M861.451T1062.153",0.38474,0.40967,0.41014,0.41028,0.41028
"M479.19T902.518",0.38279,0.63325,0.63395,0.63395,0.63395
"M745.161T766.586",0.38171,0.57017,0.57009,0.57007,0.57007
"M309.465T1630.61",0.38163,0.42946,0.432,0.43209,0.43209
"M487.016T806.181",0.37562,0.50002,0.50396,0.50397,0.50397
"M521.022T764.729",0.37499,0.35882,0.36618,0.3662,0.3662
"M559.053T88.871",0.37261,0.36924,0.36944,0.36954,0.36954
"M1297.451T316.098",0.3716,0.65474,0.65611,0.65609,0.65609
"M367.103T818.837",0.37057,0.45095,0.45156,0.45155,0.45155
"M375.07T470.729",0.36911,0.51166,0.51432,0.51431,0.51431
"M487.146T735.656",0.36824,0.45613,0.47386,0.4739,0.4739
"M981.364T901.259",0.36535,0.5532,0.55325,0.55327,0.55327
"M625.024T106.841",0.36412,0.34991,0.35566,0.35566,0.35566
"M565.23T844.341",0.36066,0.34663,0.34762,0.34773,0.34773
"M385.077T649.201",0.35933,0.34378,0.34372,0.34378,0.34378
"M723.577T942.094",0.35621,0.53132,0.53403,0.53414,0.53414
"M1204.518T908.598",0.35125,0.63569,0.63556,0.63558,0.63558
"M425.165T761.881",0.3502,0.34251,0.34247,0.34268,0.34268
"M392.068T765.784",0.35009,0.3497,0.34992,0.35003,0.35003
"M433.661T789.942",0.34993,0.44548,0.44528,0.44534,0.44534
"M851.819T1425.446",0.34975,0.35285,0.3529,0.3529,0.35291
"M293.177T1149.195",0.34435,0.34058,0.34113,0.34153,0.34153
"M867.206T809.129",0.33899,0.38171,0.38191,0.38191,0.38191
"M805.362T924.937",0.33773,0.51323,0.51293,0.51293,0.51293
"M1014.89T1344.191",0.33601,0.51619,0.51611,0.51613,0.51613
"M265.261T1518.666",0.33373,0.33223,0.33256,0.33273,0.33273
"M377.162T1630.7",0.33137,0.32143,0.32139,0.32157,0.32157
"M1030.642T1193.369",0.33083,0.38787,0.39745,0.39745,0.39745
"M577.137T781.037",0.32873,0.50315,0.50425,0.50425,0.50425
"M942.469T1308.469",0.32816,0.3276,0.32798,0.32816,0.32816
"M469.095T760.602",0.32791,0.34835,0.34995,0.34994,0.34994
"M265.426T1576.148",0.32713,0.46819,0.46894,0.469,0.469
"M576.861T67.042",0.32674,0.35138,0.35119,0.35124,0.35124
"M1462.085T939.347",0.32447,1.0763,1.0768,1.0768,1.0768
"M297.119T136.686",0.32376,0.38952,0.39167,0.3917,0.3917
"M779.158T89.251",0.32219,0.31196,0.31359,0.31358,0.31358
"M537.08T758.19",0.31832,0.38081,0.38087,0.38087,0.38087
"M329.088T474.939",0.31769,0.33951,0.34116,0.34119,0.34119
"M359.022T90.408",0.31526,0.35417,0.354,0.354,0.354
"M269.15T1584.952",0.31358,0.32354,0.32663,0.32687,0.32687
"M1031.84T1213.333",0.31347,0.29976,0.29969,0.29984,0.29984
"M881.515T1351.787",0.31293,0.31006,0.31033,0.31046,0.31046
"M415.744T872.34",0.30897,0.49141,0.49324,0.49324,0.49324
"M553.164T782.325",0.30771,0.3444,0.34736,0.34736,0.34736
"M627.173T806.181",0.30101,0.28776,0.29085,0.29101,0.29101
"M655.655T928.688",0.29795,0.28773,0.29076,0.29095,0.29095
"M492.868T66.13",0.29253,0.28134,0.28143,0.28159,0.28159
"M673.289T892.945",0.29205,0.4268,0.42809,0.42814,0.42814
"M665.267T889.419",0.29101,0.44826,0.44799,0.4481,0.4481
"M707.828T66.684",0.288,0.46243,0.46292,0.46299,0.46299
"M1136.545T907.7",0.28798,0.33869,0.34473,0.34475,0.34475
"M367.102T765.544",0.28678,0.43754,0.43782,0.43787,0.43787
"M654.008T318.692",0.28432,0.48751,0.48787,0.48786,0.48786
"M661.226T856.483",0.28431,0.52532,0.52526,0.52538,0.52538
"M371.09T764.993",0.2841,0.29729,0.29772,0.29771,0.29772
"M355.067T660.488",0.28062,0.29032,0.29188,0.29188,0.29189
"M334.932T113.331",0.27768,0.27715,0.27773,0.27775,0.27775
"M676.835T65.732",0.27704,0.38331,0.38399,0.38403,0.38403
"M475.877T67.555",0.27572,0.30393,0.30378,0.30383,0.30383
"M577.255T863.306",0.27411,0.28695,0.295,0.295,0.295
"M309.478T1627.463",0.27034,0.31448,0.31583,0.31601,0.31601
"M941.462T1306.809",0.26959,0.31676,0.31764,0.31784,0.31784
"M206.988T126.118",0.26703,0.27217,0.27445,0.27455,0.27455
"M865.489T1291.829",0.26261,0.25172,0.25915,0.25924,0.25924
"M767.194T317.413",0.26167,0.33303,0.33729,0.33729,0.3373
"M941.508T1318.851",0.26158,0.25171,0.25375,0.25389,0.25389
"M632.663T319.55",0.26062,0.45895,0.45909,0.45909,0.45909
"M431.759T791.911",0.25923,0.54313,0.54317,0.54319,0.54319
"M1071.439T878.893",0.25771,0.74803,0.74768,0.74767,0.74767
"M651.363T1268.695",0.2576,0.32483,0.32465,0.32486,0.32486
"M451.174T880.577",0.25609,0.75077,0.7503,0.75028,0.75028
"M362.298T315.255",0.25572,0.28827,0.28817,0.28834,0.28834
"M645.124T781.203",0.25193,0.24083,0.24357,0.24365,0.24365
"M266.366T1577.236",0.24833,0.26744,0.26733,0.26756,0.26756
"M1323.606T888.291",0.24785,0.23701,0.23723,0.23784,0.23784
"M383.433T314.152",0.23985,0.23124,0.23124,0.23151,0.23151
"M447.259T942.596",0.23969,0.2365,0.23726,0.23735,0.23735
"M833.365T968.818",0.23824,0.5721,0.57222,0.57222,0.57222
"M427.197T838.449",0.23603,0.47436,0.47685,0.47686,0.47686
"M597.052T106.853",0.23443,0.32363,0.32349,0.32354,0.32354
"M576.128T818.314",0.22815,0.53305,0.53285,0.53292,0.53292
"M397.074T474.916",0.22532,0.25517,0.25773,0.25776,0.25776
"M685.228T857.881",0.22362,0.47966,0.4815,0.48152,0.48152
"M985.574T1225.672",0.22315,0.43298,0.43404,0.43405,0.43405
"M631.833T319.717",0.21333,0.2291,0.22922,0.22965,0.22965
"M437.041T470.729",0.20786,0.45145,0.45353,0.45352,0.45352
"M418.218T902.438",0.20492,0.59081,0.59081,0.59083,0.59083
"M297.244T1278.646",0.20409,0.19768,0.19755,0.19794,0.19794
"M530.968T106.005",0.20358,0.25571,0.25565,0.25574,0.25574
"M337.092T724.593",0.20034,0.26805,0.27645,0.27657,0.27657
"M331.068T223.104",0.19812,0.36025,0.36138,0.36138,0.36138
"M413.104T602.912",0.19431,0.27021,0.27437,0.27444,0.27444
"M1030.586T1195.906",0.19275,0.25398,0.25532,0.25541,0.25541
"M691.153T854.793",0.19085,0.19621,0.2025,0.20251,0.20251
"M471.117T721.976",0.19045,0.34096,0.36221,0.36236,0.36236
"M1100.582T1225.322",0.18916,0.32243,0.3229,0.32293,0.32293
"M451.218T291.531",0.18475,0.51732,0.51788,0.51788,0.51788
"M627.229T851.009",0.18472,0.63076,0.63041,0.63042,0.63042
"M589.773T907.878",0.18178,0.27192,0.27797,0.27797,0.27797
"M1009.554T1308.282",0.18153,0.18292,0.18597,0.18617,0.18617
"M653.828T318.352",0.18084,0.25389,0.25373,0.25375,0.25375
"M809.433T1339.33",0.17939,0.17232,0.18249,0.18252,0.18252
"M773.211T817.036",0.17927,0.54642,0.54664,0.54663,0.54663
"M1014.811T1344.847",0.17875,0.20797,0.21514,0.21515,0.21515
"M457.19T799.683",0.17631,0.3344,0.33544,0.33553,0.33553
"M1130.454T886.215",0.1748,0.30423,0.3089,0.30904,0.30904
"M847.495T1389.03",0.17476,0.17135,0.17619,0.17639,0.17639
"M1099.581T1224.487",0.1673,0.40609,0.40587,0.40589,0.40589
"M1014.782T1351.411",0.16302,0.20245,0.21001,0.21006,0.21006
"M477.088T1628.76",0.16062,0.16057,0.16251,0.16301,0.16301
"M869.171T823.716",0.16024,0.77473,0.77672,0.77676,0.77676
"M391.065T766.545",0.15911,0.30968,0.31106,0.31107,0.31107
"M729.273T847.264",0.15846,0.23192,0.23631,0.23631,0.23632
"M353.052T831.694",0.15756,0.64467,0.6462,0.64622,0.64622
"M999.727T1404.686",0.15545,0.14922,0.15379,0.15387,0.15388
"M1167.557T907.179",0.15206,0.18526,0.19494,0.19526,0.19526
"M485.178T783.442",0.15116,0.43914,0.4429,0.44292,0.44292
"M289.086T1163.856",0.15022,0.53317,0.53324,0.53329,0.53329
"M437.044T765.875",0.1468,0.39088,0.39077,0.39081,0.39081
"M421.069T767.549",0.14649,0.14894,0.16242,0.16246,0.16246
"M963.275T732.778",0.14557,0.30423,0.30503,0.30502,0.30503
"M859.153T942.886",0.1434,0.15726,0.15804,0.15866,0.15866
"M581.318T900.123",0.12792,0.43482,0.43588,0.43592,0.43592
"M379.101T757.973",0.12601,0.1729,0.17294,0.17303,0.17303
"M310.969T105.491",0.12153,0.14804,0.15548,0.15566,0.15566
"M277.129T811.716",0.11606,0.48301,0.48482,0.48481,0.48481
"M651.317T893.83",0.11587,0.23488,0.2355,0.23569,0.23569
"M397.002T110.368",0.11553,0.19086,0.20216,0.20224,0.20224
"M402.187T763.436",0.11378,0.56257,0.56223,0.56225,0.56225
"M1263.489T907.902",0.11114,0.13185,0.15026,0.15028,0.15028
"M274.971T109.977",0.11018,0.12567,0.13159,0.13172,0.13172
"M645.848T67.545",0.10985,0.35344,0.35416,0.35415,0.35415
"M865.491T1326.551",0.10834,0.24749,0.25095,0.25108,0.25108
"M589.271T908.408",0.10666,0.19982,0.20875,0.20878,0.20878
"M626.212T761.224",0.10607,0.26312,0.27409,0.27409,0.27409
"M971.627T318.415",0.10192,0.24909,0.24899,0.24899,0.24899
"M567.276T907.878",0.10164,0.21333,0.22338,0.22339,0.22339
"M657.063T941.851",0.10022,0.48836,0.49031,0.49033,0.49033
"M1033.603T1229.397",0.097863,0.31649,0.31906,0.31909,0.31909
"M1031.899T1225.646",0.097168,0.22233,0.22453,0.22463,0.22463
"M937.515T1306.76",0.096975,0.29121,0.29598,0.296,0.296
"M385.077T746.611",0.095722,0.14769,0.15843,0.15852,0.15852
"M970.001T316.098",0.091547,0.15794,0.16111,0.16122,0.16122
"M653.861T317.501",0.085888,0.19883,0.20199,0.20201,0.20201
"M590.274T907.848",0.07714,0.30307,0.30846,0.30846,0.30846
"M942.303T939.917",0.075633,0.79115,0.79321,0.79325,0.79325
"M701.195T940.853",0.072157,0.070688,0.075706,0.076073,0.076074
"M267.196T1364.412",0.067314,0.13581,0.13574,0.13664,0.13664
"M869.849T1307.413",0.064187,0.30516,0.305,0.30516,0.30516
"M268.959T125.12",0.063516,0.37458,0.3745,0.37455,0.37455
"M799.289T814.54",0.061729,0.11734,0.12031,0.12037,0.12038
"M735.437T1351.512",0.058652,0.068697,0.083312,0.083902,0.083903
"M539.134T89.251",0.053112,0.33645,0.33633,0.33636,0.33636
"M1136.99T908.053",0.052683,0.21205,0.21203,0.21236,0.21236
"M453.035T765.753",0.052221,0.29184,0.29222,0.29234,0.29234
"M375.129T729.569",0.051054,0.053626,0.08989,0.09021,0.090214
"M655.873T943.419",0.050279,0.13256,0.13768,0.1382,0.1382
"M1009.607T1323.757",0.047919,0.2434,0.24593,0.24608,0.24608
"M784.154T761.471",0.045386,0.24254,0.24262,0.24268,0.24268
"M593.686T850.456",0.03711,0.3156,0.31923,0.31925,0.31925
"M280.987T110.997",0.035009,0.15827,0.15841,0.15847,0.15847
"M415.086T168.579",0.032039,0.073143,0.073132,0.073164,0.073168
"M655.999T943.196",0.030744,0.042934,0.044122,0.046238,0.046238
"M553.051T758.396",0.027684,0.21073,0.22797,0.22797,0.22797
