"","PC1","PC2","PC3","PC4","PC5","PC6"
"M1323.575T889.628",-0.017181,0.037841,0.030094,-0.037042,0.0096773,0.013344
"M695.298T853.355",0.029206,-0.0052606,-0.040854,-0.081005,-0.036945,-0.0096699
"M331.103T255.151",0.022746,0.021065,0.036446,-0.022016,-0.054562,0.0016523
"M539.134T89.251",0.0089292,0.029899,-0.029263,-0.028813,0.047268,-0.00054071
"M502.995T105.736",0.018482,0.013687,0.043943,-0.0056473,-0.014302,0.0086613
"M967.36T964.868",0.065406,0.011746,-0.02622,-0.022382,-0.057083,-0.0098712
"M329.088T474.939",0.015335,0.0088318,0.010008,-0.047347,-0.0095001,-0.0044138
"M669.182T316.584",0.024986,0.018809,0.015323,-0.038912,0.009094,0.007523
"M1097.514T1402.931",0.024026,0.016784,0.048531,0.016098,-0.022347,0.0075769
"M990.329T838.789",0.053591,0.036576,-0.030815,0.030447,-0.014931,0.0074405
"M240.933T64.89",0.023144,-0.011839,0.053168,0.032892,0.008369,-0.0053766
"M548.979T106.308",0.032424,0.011638,0.045757,-0.021626,-0.024526,0.012415
"M1031.288T315.245",0.034029,0.033136,0.0096095,-0.046547,-0.015413,0.0043252
"M333.109T769.719",0.052348,-0.041335,0.014331,-0.027117,-0.081174,-0.0075514
"M324.072T215.478",0.035293,-0.0679,0.064016,0.025281,0.041546,0.0038846
"M830.24T316.247",0.04458,0.033615,0.022344,-0.016791,-0.040523,-0.0044607
"M1087.412T876.684",0.026244,0.034197,0.024227,0.0029001,-0.050499,-0.011484
"M297.244T1278.646",0.0059259,0.0087246,0.061343,-0.022732,-0.016573,0.0020102
"M1094.946T896.052",-0.031708,0.032291,-0.023914,-0.044006,0.0071334,-0.00088483
"M385.077T649.201",0.011861,0.006357,0.039899,-0.013493,0.014991,0.0092469
"M549.205T845.853",0.037137,0.019602,0.017871,-0.018954,-0.061802,-0.0046872
"M389.108T489.956",-0.0029713,0.090081,-0.018409,-0.045215,-0.050743,0.0071692
"M632.847T316.374",0.04407,0.024941,-0.014548,-0.037902,0.04306,-0.0013991
"M341.535T617.585",0.058272,-0.066709,-0.0062873,-0.036083,0.019837,0.0033236
"M387.034T831.689",0.088866,-0.029818,-0.023339,-0.0026023,0.037477,0.015339
"M455.021T825.04",0.090959,-0.022306,-0.0067401,0.0054138,0.019679,-0.013046
"M941.462T1306.809",0.015471,0.037724,0.055638,0.006295,-0.029718,-0.00033348
"M1036.399T977.849",0.042174,0.031667,-0.06295,0.05946,0.012769,0.009537
"M305.082T1122.457",0.00080393,0.069304,-0.026898,0.086296,0.0091301,0.00090946
"M435.217T805.716",0.039403,0.044651,-0.0046549,0.026387,-0.0097863,0.003593
"M1136.545T907.7",0.00259,-0.047988,-0.034033,-0.037763,-0.021963,0.0082798
"M1130.454T886.215",0.013633,0.021335,0.026507,-0.094256,0.018166,-0.0022786
"M415.086T168.579",0.0010595,0.0080062,0.00019454,0.016446,-0.051668,-0.0008004
"M567.333T903.822",-0.012794,-0.00037346,-0.03344,-0.10576,0.0019845,0.0030613
"M1163.56T905.015",-0.045995,0.014377,-0.051606,-0.10631,0.015206,0.0072275
"M401.18T764.21",-0.026758,0.052934,-0.062145,-0.057664,0.018836,0.0059322
"M823.337T914.416",0.05416,0.0035782,-0.040814,0.0010371,0.0080094,-0.0047689
"M397.259T1311.545",0.0016415,-0.0046285,-0.021027,-0.042008,0.061526,0.0059625
"M443.191T791.98",0.033785,0.033689,0.0019045,0.0020104,0.005942,0.011462
"M413.167T733.785",0.034728,0.0057017,0.02425,0.017618,-0.019774,0.0071808
"M341.259T618.637",0.050431,-0.041992,-0.0071655,-0.041383,0.0044952,0.020018
"M859.153T942.886",0.0025883,0.011336,0.076531,-0.011141,-0.013656,0.005486
"M633.753T316.098",0.028913,0.023158,-0.015482,-0.069816,0.026866,-0.0022704
"M919.334T939.971",0.057524,-0.011712,0.02644,-0.0050492,-0.017012,-0.0035947
"M863.373T951.624",0.06971,-0.0042731,-0.036677,0.0039772,0.017044,-0.00049377
"M316.427T318.614",0.029456,-0.0090564,0.033988,0.020838,0.040835,-0.0039184
"M419.228T901.259",0.043912,0.045133,-0.039912,-0.00091904,-0.020912,-0.0057735
"M316.385T321.843",0.022733,-0.0095583,0.038247,0.003412,0.045113,0.0073076
"M967.407T978.889",0.042902,0.03315,-0.067437,0.061597,-0.033386,0.004322
"M524.981T106.871",-0.016517,0.039231,-0.010433,-0.063543,-0.0072208,0.0056035
"M950.342T882.081",0.052589,0.030623,-0.019611,0.019278,-0.060636,0.0017379
"M822.313T886.782",0.048512,0.011768,-0.04986,-0.018615,-0.010361,0.0031155
"M497.109T889.816",0.013923,0.1111,0.001788,0.042049,-0.036774,0.022105
"M1461.92T936.679",0.04141,0.0058321,-0.041481,0.0041545,-0.027124,0.0037495
"M970.768T318.573",0.023628,0.026896,0.023946,-0.045799,0.023045,0.00015669
"M857.325T1034.658",0.083955,-0.01051,-0.055069,-0.015728,-0.035421,0.014291
"M1005.392T917.562",0.049295,0.0082327,0.0068979,-0.0047048,0.026036,0.010266
"M357.576T759.445",0.0088839,0.021372,-0.019208,-0.015293,-0.04908,-0.0045821
"M365.052T459.24",0.083574,-0.046888,-0.022746,0.015546,-0.00026772,-0.0095246
"M271.021T88.704",-0.014465,0.040535,-0.017275,0.027641,-0.015193,3.8049e-05
"M968.386T889.852",0.021945,-0.011964,-0.050629,-0.042992,0.01015,0.012775
"M593.686T850.456",-0.0095199,-0.051809,-0.016433,-0.048037,0.033506,0.0058386
"M505.029T765.672",0.02847,-0.039149,-0.011595,-0.06718,0.039847,-0.0063825
"M1035.367T890.845",0.047221,-0.0083088,-0.021329,0.0224,0.0081383,-0.01495
"M565.054T1199.484",0.019057,-0.026885,0.044016,-0.014718,-0.032794,0.0045772
"M491.208T833.798",0.04851,0.076315,-0.037899,0.0080685,0.019683,-0.027026
"M728.286T863.521",0.030293,0.020116,-0.0046692,-0.037972,-0.027151,0.0011938
"M969.4T973.77",0.042358,0.029052,-0.077317,0.022666,-0.021344,-0.017635
"M333.135T1582.426",-0.032857,0.03792,-0.0024756,-0.042466,0.021295,-0.0087288
"M377.181T797.379",0.027084,0.0095344,0.013831,0.014137,0.062033,0.00014433
"M369.388T763.979",-0.026181,0.0060298,-0.017544,-0.079855,-0.0039228,-0.013486
"M1161.526T895.081",-0.029459,-0.018238,-0.0073091,-0.0094197,-0.020167,0.0056869
"M266.946T113.686",0.021584,-0.0036672,-0.0026866,-0.050498,0.026652,0.0045026
"M696.3T853.355",0.053009,0.0042144,-0.0068002,-0.030182,-0.049169,-0.0040249
"M1007.373T920.82",0.046668,0.0092316,-0.016077,0.0072743,0.010878,-0.0078201
"M589.773T907.878",-0.0013,-0.040625,-0.0079307,-0.03874,-0.032617,-0.00051168
"M445.037T424.564",0.022516,-0.011453,0.0019405,-0.012676,-0.011611,1.5978e-05
"M988.804T68.066",-0.046201,0.086579,0.025123,0.028295,-0.036648,-0.00788
"M595.261T805.416",0.048121,0.054922,-0.046235,0.0058752,0.010103,-0.018157
"M1323.606T888.291",-0.0086996,0.016156,0.073562,-0.032337,-0.050542,0.014025
"M688.263T861.089",0.037043,0.0012784,-0.051854,-0.014734,0.020921,-0.0011561
"M971.627T318.415",0.010973,0.024203,-0.0081782,-0.025069,0.059631,0.00034179
"M1143.444T941.11",0.045667,0.034321,-0.023531,-0.026998,0.018152,-0.018405
"M1094.293T897.844",0.032131,0.013016,-0.034084,0.008652,0.043029,-0.0029435
"M967.394T924.933",0.036361,0.037468,-0.04643,0.0075908,-0.00099417,0.0042908
"M702.255T837.404",0.037159,-0.0054695,-0.022707,0.0027845,-0.022869,-0.0018877
"M379.067T781.128",0.057166,-0.046945,-0.01196,-0.014619,0.035303,-0.0087663
"M714.253T913.384",0.040305,0.031375,0.017823,0.010874,0.013889,0.012748
"M773.211T817.036",0.010542,0.049422,-0.027725,-0.045526,0.019358,-0.0041367
"M589.271T908.408",-0.0098788,-0.031835,0.0013909,-0.04605,-0.039008,-0.0067739
"M795.27T865.806",0.031591,0.015259,0.010447,-0.037908,-0.034314,-0.0014463
"M264T169.106",0.038271,-0.0068698,0.016217,-0.005999,-0.025621,-0.003621
"M1095.906T894.31",0.028427,-0.03133,-0.01523,0.041474,0.050518,-0.011517
"M625.024T106.841",-0.014244,-0.021975,-0.028678,-0.061679,0.0072801,0.0021755
"M311.065T863.883",0.0047046,-0.037242,-0.007061,-0.0088694,0.090242,0.0094531
"M631.833T319.717",-0.0036551,0.033424,0.073733,-0.043487,0.02923,-0.0024302
"M644.248T900.496",0.035058,-0.0044719,-0.056719,0.047533,-0.050846,-0.0023571
"M889.313T902.886",0.042902,0.0019291,-0.064674,0.013713,-0.0087158,-0.015942
"M273.314T67.476",-0.020562,0.10428,-0.056335,-0.040761,-0.011074,-0.003513
"M950.337T882.881",0.054149,0.022317,-0.031813,0.020376,-0.059095,-0.0042221
"M559.053T88.871",0.016032,0.021559,0.040824,0.016284,-0.047587,0.010118
"M576.128T818.314",-0.023745,-0.063454,-0.027559,0.0040557,0.0399,0.011488
"M569.273T895.199",-0.027808,-0.0062473,-0.0052554,-0.0050358,-0.051368,0.0011503
"M751.173T317.266",0.029497,0.0049456,0.029932,-0.023994,0.021564,-0.0051354
"M272.963T113.946",0.02314,-0.019171,0.021728,-0.033731,0.0098003,0.0069389
"M279.164T1614.563",0.015389,0.0061106,0.06726,-0.0072477,-0.022867,-0.0030978
"M549.147T750.744",0.031676,-0.012733,0.032375,0.043677,-0.0026791,-0.0034323
"M553.051T758.396",0.0067699,-0.0051315,-0.041336,-0.075551,-0.026547,0.004583
"M263.13T940.795",0.073574,-0.023532,0.024282,0.033897,-0.042287,-0.0013595
"M445.207T780.093",0.031379,-0.004898,0.033335,-0.0011083,0.044077,0.0092384
"M631.863T318.629",0.023075,0.019329,0.029577,-0.047182,0.045999,0.0094572
"M843.287T936.679",0.050474,0.019102,-0.030915,-0.0017033,0.0019239,0.0010278
"M483.129T913.248",0.035289,0.052036,0.019128,0.037917,-0.087192,-0.017137
"M1008.375T923.099",0.050089,0.032828,-0.039829,-0.0038369,0.0038137,-0.0025059
"M873.638T939.705",0.057381,0.049642,-0.032949,0.018473,0.02386,-0.012302
"M804.318T962.853",0.06059,0.016722,-0.049959,-0.016041,0.020887,-0.0067642
"M433.777T806.208",0.03338,0.030226,0.010314,0.027202,0.045142,0.0034306
"M1045.593T1289.364",0.02537,0.036947,0.0016588,0.011558,-0.01733,-0.0071735
"M501.195T803.697",0.043294,0.037956,-0.027146,0.030099,-0.0092152,0.0011769
"M630.654T314.128",0.029042,0.018907,0.012483,-0.058271,-0.00014788,-0.0013375
"M625.178T776.712",-0.030738,-0.037457,-0.029914,-0.05236,-0.019965,-0.013463
"M399.065T319.722",0.014543,-0.05055,0.070438,0.0492,0.068007,0.0072922
"M1462.085T939.347",0.043996,0.087949,-0.069887,-0.088299,0.055872,0.008299
"M315.108T761.986",-0.00053909,0.070333,0.0015602,0.0048932,-0.063782,-0.0038447
"M471.152T726.342",0.020886,-0.027875,0.034544,0.028404,0.045271,-0.0088521
"M377.162T1630.7",0.013166,0.017633,0.051091,-0.000177,-0.037157,0.00037119
"M272.073T418.674",0.07719,-0.12798,0.047516,-0.027825,0.0082959,0.020957
"M237.04T858.99",0.059564,0.009277,0.051459,-0.039642,-0.12585,-0.00076871
"M309.478T1627.463",0.01539,0.038856,0.059768,-0.0076479,0.011921,0.00339
"M369.569T765.536",-0.04432,-0.0088216,-0.062714,-0.039526,-0.012783,0.017559
"M427.038T293.27",0.038631,0.010275,-0.012132,-0.046661,-0.043751,-0.003799
"M383.058T256.181",0.028891,0.010561,-0.033217,0.010405,-0.048505,0.0062693
"M684.191T618.708",0.086536,-0.10098,-0.02015,0.0041803,0.0021302,-0.015265
"M1144.448T942.538",0.050182,0.035991,-0.024684,-0.039199,0.015782,3.9159e-05
"M613.774T885.363",0.016446,0.028039,0.058082,0.030358,-0.018206,0.0042053
"M1176.528T983.06",0.070069,0.034815,-0.039773,-0.025535,-0.0097733,-0.0026091
"M951.397T1014.118",0.076319,0.020794,-0.012416,0.0030132,-0.0033893,0.010451
"M998.841T1404.514",0.021088,-0.024264,0.059507,-0.010022,0.014411,0.0003906
"M425.103T1191.927",0.013521,-0.0076612,0.031969,0.045529,0.030834,0.0032936
"M389.182T799.355",-0.021946,0.00227,0.002807,0.022391,0.0054446,0.0031697
"M895.29T938.858",0.035887,0.034124,-0.040391,0.12284,-0.030896,0.0029301
"M924.351T839.79",0.047984,0.01966,-0.033143,0.0093551,-0.034153,-0.0039002
"M313.093T320.692",0.024675,-0.0013741,0.035422,-0.014962,-0.014061,-0.0039658
"M852.339T915.443",0.049241,-0.011839,-0.00071271,0.0016729,-0.0065672,0.0068257
"M475.187T823.258",0.049994,0.028907,-0.0047841,0.017598,-0.022591,0.00032701
"M998.861T1404.179",0.017394,-0.022863,0.067424,-0.012806,0.025211,0.0090488
"M698.26T899.18",0.050559,0.00064641,-0.057074,-0.041313,-0.0039115,-0.0023903
"M721.31T972.44",0.065945,-0.033076,-0.021851,0.037549,-0.014643,-0.0077254
"M621.052T106.9",0.020684,-0.0019212,0.029178,-0.038205,0.0010793,-0.0068384
"M289.026T88.643",-0.03219,-0.015449,-0.069867,-0.045326,0.026024,0.0022733
"M544.284T936.329",0.031574,-0.021906,0.041956,-0.022173,0.041985,0.011985
"M379.101T757.973",0.0082093,0.0022625,-0.042011,0.032505,-0.055985,-0.010802
"M494.168T786.301",0.049359,0.061183,-0.012174,0.030286,-0.020282,0.0064842
"M911.26T1004.032",0.048373,0.040651,-0.053738,0.00013629,-0.011544,-0.012118
"M1106.454T890.453",0.037953,0.012009,0.0052776,0.039449,-0.031987,-1.5668e-05
"M289.084T863.831",0.036103,0.013529,-0.020641,-0.012741,-0.027657,0.0034496
"M473.196T813.174",0.040098,-0.0053762,0.022426,-0.015255,-0.064462,-0.0039637
"M559.066T758.189",0.023992,-0.0067575,0.006327,-0.014339,-0.060755,0.0041374
"M449.004T832.738",0.096126,-0.029591,-0.017632,0.021081,0.055924,0.019795
"M343.102T681.368",0.027959,0.021002,0.0034169,-0.053083,-0.010953,0.0082749
"M497.261T974.778",0.033874,0.039898,0.032857,0.022861,-0.018316,0.0039044
"M661.253T876.035",0.023391,0.017574,-0.023022,-0.048822,-0.013242,-0.0080508
"M765.729T983.05",0.018034,-0.071904,0.036433,-0.00075784,-0.00020694,-0.0073639
"M941.317T938.576",0.040852,0.0079409,-0.037938,0.041355,-0.021906,-0.0038756
"M1193.041T904.79",-0.028944,0.042305,-0.032388,-0.09313,-0.01024,-0.011207
"M581.283T805.632",0.035686,0.028098,-0.0054125,-0.013472,-0.02671,-0.0001336
"M564.929T1201.416",0.037056,-0.034203,0.023112,0.040327,-0.0010266,-0.0020575
"M728.88T67.591",-0.018094,0.095511,0.0033032,-0.0083474,0.0016088,-0.0064239
"M429.504T310.912",0.022759,0.0099475,0.04045,0.0027861,-0.015426,-0.00039568
"M603.083T90.379",0.023887,0.0056464,0.04082,-0.00019911,-0.047188,-0.0046167
"M847.188T757.14",-0.024244,0.0048941,-0.037645,0.036097,-0.065431,-0.0012562
"M402.053T876.272",0.066985,-0.049887,0.0034686,0.018183,0.0064574,0.0028342
"M753.298T903.043",0.038195,0.028122,-0.011352,-0.0097982,-0.021792,0.0082067
"M610.83T67.188",0.015117,-0.0020627,0.026665,-0.0077419,-0.051903,-0.0024697
"M475.366T1425.395",0.042246,-0.028957,0.025807,0.0044923,-0.017408,0.0026055
"M485.063T759.194",0.021443,0.0047096,-0.033519,-0.013752,-0.045941,-0.01019
"M1044.425T908.907",0.047003,0.044657,0.037333,-0.0022516,0.049094,0.01752
"M1331.507T909.803",0.0159,0.0077373,0.036025,-0.020864,-0.0012213,-0.0074757
"M507.209T930.4",0.052454,0.00065969,-0.023289,0.046209,-0.010706,-0.006471
"M238.892T97.993",0.03527,0.013154,0.016041,-0.017042,-0.0081468,-0.0015323
"M1143.426T942.716",0.05386,0.04027,-0.025972,-0.021705,-0.0032546,0.011299
"M387.02T108.554",0.034242,0.021168,0.029734,0.0083404,-0.020573,-0.0014385
"M711.218T782.65",0.051481,0.0032486,0.011456,-0.04889,-0.0032281,-0.010763
"M890.319T900.562",0.043588,0.030859,-0.013596,-0.0031483,0.01426,0.0045878
"M1007.203T89.251",0.026997,-0.035201,-0.012577,-0.04665,-0.0008081,0.0086665
"M443.058T752.856",0.023168,-0.011517,-0.015386,-0.048978,0.045337,-0.0059996
"M1129.441T885.407",0.030945,-0.024873,-0.01563,-0.012473,-0.02467,0.0045669
"M869.171T823.716",0.018579,0.05443,-0.088442,-0.074751,0.038547,0.0072106
"M964.359T921.966",0.07606,0.03895,-0.0065091,0.0051149,-0.023943,0.0060057
"M1613.665T937.741",0.06149,-0.02349,-0.032386,-0.0085709,-0.079384,-0.0043728
"M420.999T106.905",-0.006972,0.055408,0.02116,-0.049299,-0.0040716,0.0014288
"M708.241T861.396",0.032321,-0.002602,-0.038331,0.051655,0.016223,0.010629
"M1136.99T908.053",0.008462,0.03399,0.053833,-0.05366,0.020836,-0.0061525
"M851.276T990.376",0.055553,-0.0027203,-0.040297,0.01475,0.047997,0.0027221
"M537.08T758.19",0.018409,0.0227,-0.019466,0.038204,-0.046529,0.0020209
"M569.775T895.343",-0.022559,-0.015072,-0.027978,0.0021776,-0.061865,0.0016449
"M591.465T1235.608",0.024648,-0.052744,0.078818,0.028049,-0.019358,0.0084739
"M645.252T899.393",0.038333,-0.031176,-0.042781,0.0021797,-0.0086741,0.00049737
"M397.074T474.916",-0.0027808,0.021637,-0.021929,0.061857,-0.034308,0.0063654
"M848.315T857.496",0.053242,0.033941,-0.050496,-0.0028866,-0.03833,0.00052883
"M1397.968T984.092",0.016176,-0.080894,0.044209,-0.053433,-0.089849,-0.0034143
"M781.183T974.609",0.026455,-0.01338,-0.023248,0.025814,-0.0096154,-0.0009332
"M1130.437T924.326",0.058511,0.021424,-0.013543,-0.00018204,0.031792,-0.0060145
"M693.278T872.306",0.045868,-0.016392,-0.026791,-0.040505,0.00093274,0.010097
"M432.997T107.064",0.028867,0.008962,0.023217,-0.0255,-0.030309,0.00043721
"M545.298T995.647",0.032082,-0.0070917,0.021295,-0.011635,0.039684,0.012706
"M723.538T832.745",0.040344,0.056253,-0.0018924,-0.030402,0.061413,0.015666
"M366.994T111.318",0.027127,-0.02285,0.00072319,-0.049819,0.0023825,-0.0020764
"M1192.04T901.764",-0.024285,0.019208,-0.0034536,-0.099631,-0.016341,-0.0004665
"M1014.782T1351.411",-0.00067024,0.037704,0.03716,0.033936,0.010903,0.0096892
"M375.129T729.569",0.0016764,-0.010145,0.018065,-0.098042,0.013233,-0.007096
"M503.126T874.193",0.027638,-0.062345,-0.030766,-0.023816,-0.0292,-0.0044377
"M901.161T984.095",0.01895,-0.06783,0.025315,-0.026317,-0.060637,-0.011862
"M420.95T86.132",0.028174,-0.0091599,0.048662,-0.023394,-0.045704,0.0031911
"M596.277T932.512",0.041145,-0.0056099,-0.021659,-0.033599,0.02899,-0.0017088
"M425.165T761.881",0.014396,0.021331,0.05859,-0.004597,-0.036639,0.0056975
"M516.992T825.04",0.090888,-0.070769,0.028869,0.0080259,0.014702,-0.014018
"M447.151T677.76",0.021578,-0.01035,-0.0045999,-0.06583,-0.0043084,-0.0072606
"M1162.522T896.44",-0.025134,0.038863,0.025646,0.00092026,-0.012612,-0.012504
"M379.565T877.71",0.089578,-0.033456,-0.033216,0.0032848,0.049432,0.0057564
"M433.038T831.69",0.090676,-0.011259,-0.011865,-0.018507,0.051618,-0.010573
"M349.056T728.324",0.045054,-0.039817,-0.0346,-0.0206,-0.03828,0.0096854
"M391.065T766.545",0.003053,0.024565,-0.0038427,-0.053367,0.017188,-0.0013184
"M861.166T878.352",-0.014082,0.039018,-0.039254,-0.017042,-0.066107,-0.0094837
"M531.009T876.272",0.091434,-0.017566,-0.019398,0.025152,0.035825,0.01248
"M409.045T138.763",0.030414,0.015576,0.0077225,-0.026032,0.0071236,-0.0038418
"M395.189T761.387",0.03489,0.015318,0.030301,-0.011019,-0.039231,-0.00047896
"M306.936T1813.234",0.014142,-0.011632,0.024641,0.046888,0.0045518,-0.0059163
"M335.137T198.47",0.038804,0.0099967,-0.0027244,-0.024036,-0.0088395,0.0078166
"M661.226T856.483",0.024424,0.037615,-0.064872,0.021018,0.030201,-0.002513
"M727.414T1292.189",0.017442,-0.0089828,0.043015,-0.0050305,-0.025056,0.0019943
"M465.141T849.089",0.032621,0.057635,0.013432,-0.036214,0.022006,0.0092983
"M471.117T721.976",-0.0015224,0.019408,0.12202,0.025263,0.15015,0.0090359
"M676.835T65.732",0.018142,0.02569,0.0089269,-0.032528,-0.03196,-0.010536
"M351.13T801.057",0.033168,0.020307,-0.0094898,-0.015715,0.0066763,0.0027643
"M361.323T326.759",0.048578,0.029595,0.026117,0.022356,0.036436,0.013621
"M661.142T919.275",0.065033,-0.014179,0.0030664,0.058632,-0.039378,0.0026157
"M409.075T617.585",0.054469,-0.07498,-0.016425,-0.042221,-0.0032565,0.020054
"M402.187T763.436",0.014086,0.064705,0.0034607,-0.023882,-0.018845,0.0014352
"M426.882T91.046",0.023641,0.013447,0.0405,-0.0063402,0.0016128,0.011148
"M1015.483T980.936",0.070303,0.02651,-0.058705,0.014044,0.0085346,0.0088727
"M545.846T78.22",0.026158,-0.016897,0.044482,-0.0075815,-0.042002,-0.001709
"M365.528T823.98",0.09473,-0.026583,0.00035941,0.0044999,0.027985,0.023593
"M937.388T970.431",0.03702,0.030469,-0.012409,0.038979,-0.0041334,-0.0020154
"M942.309T937.647",0.057869,0.014461,-0.034892,-0.0043667,-0.028075,0.010206
"M408.906T66.13",-0.0051725,-0.01615,0.034974,-0.034525,-0.016955,0.00060633
"M333.191T983.058",0.015517,-0.006336,0.067725,-0.0035976,-0.096678,-0.015216
"M365.136T768.138",0.053576,-0.060412,-0.0013601,-0.00051349,-0.02877,-0.010017
"M461.152T871.999",0.02204,-0.013697,-0.040486,-0.044395,-0.0091465,-0.00039572
"M481.183T807.444",0.039721,0.035065,-0.00025384,0.02569,-0.036228,0.00075146
"M405.177T839.252",0.04328,-0.044607,-0.0040452,-0.029832,-0.030147,0.0017299
"M1204.491T868.846",0.025601,0.0015962,-0.022702,-0.050344,-0.040632,0.0036137
"M333.041T419.397",0.072111,-0.097615,0.016819,-0.034747,-0.0064714,-0.0058764
"M367.103T818.837",0.021973,0.038001,0.015618,-0.015987,0.067771,0.010182
"M601.172T845.875",0.025842,0.015762,0.01732,-0.021872,-0.042969,-9.4587e-05
"M610.849T834.902",0.044581,0.070623,-0.027677,-0.040769,0.039067,-0.011753
"M310.974T92.682",0.025706,0.010923,0.037583,-0.05051,0.023346,0.021844
"M1162.945T896.606",-0.015857,0.067642,0.030304,-0.047766,0.027896,0.0033595
"M776.814T66.22",-0.01409,0.028546,-0.029074,-0.029562,-0.045358,-0.0014899
"M779.158T89.251",-0.0089258,0.017898,0.0045072,0.050364,-0.040677,-0.00062973
"M806.159T933.966",0.038781,0.0438,-0.023991,-0.035184,-0.00069155,0.0032642
"M806.921T938.616",0.055538,-0.0057706,-0.035823,-0.003236,0.03723,-0.0063552
"M287.076T110.312",0.027511,-5.3096e-05,0.011751,-0.00065563,-0.033896,-0.0013506
"M871.351T913.248",0.045985,-0.036289,-0.030742,0.03062,0.00046478,-0.001049
"M807.113T936.925",0.026071,-0.049559,-0.044241,0.01369,-0.022538,0.0033413
"M505.3T1291.082",0.035164,-0.036502,0.043016,0.0035513,-0.030802,-0.0041337
"M204.975T113.721",0.023128,0.010692,-0.0073175,-0.038579,-0.0064711,0.0021502
"M613.854T887.38",0.020346,-0.0064141,0.067459,0.0042993,-0.00013964,-0.0076201
"M333.06T88.804",0.039477,0.0046311,0.033302,-0.021341,0.071305,-0.0035756
"M1197.439T886.215",0.048101,-0.0092915,-0.028271,-0.0019915,-0.032398,-0.0060847
"M267.196T1364.412",0.0016463,0.030063,0.067954,-0.027496,-0.036849,0.00052271
"M593.934T851.064",0.047762,0.020218,-0.040396,-0.052254,0.017882,0.0033226
"M310.969T105.491",-0.0016916,-0.011232,-0.051632,-0.043881,0.02786,-0.0038483
"M232.059T185.959",0.041093,-0.034577,0.037139,0.0054514,0.0037613,0.0025704
"M401.144T790.222",0.036551,0.0080144,-0.0049233,-0.015116,-0.0042378,0.00062702
"M712.22T783.012",0.046085,-0.03793,0.021146,-0.05909,-0.0038213,0.0032623
"M469.036T876.272",0.074399,-0.095274,0.027649,0.042598,0.084681,0.0091016
"M884.8T66.979",-0.036081,0.012663,-0.088804,-0.08289,-0.030341,-0.022995
"M489.187T785.097",0.034714,-0.010814,0.032983,0.0039777,0.055804,0.00052673
"M333.926T91.902",0.020545,0.026522,0.076868,-0.019248,-0.0094438,0.0034286
"M473.173T881.847",0.041903,-0.0036617,-0.017101,0.0021056,-0.0020137,-0.0062477
"M621.037T758.225",0.026413,-0.042294,0.0069344,-0.017356,-0.012736,-0.0098629
"M461.037T823.98",0.065807,0.018384,-0.036395,0.0066208,-0.0022608,0.0036165
"M567.171T792.05",0.029742,0.026231,0.023267,-0.026355,0.017232,0.0061803
"M476.876T67.016",0.027467,0.021747,0.0085171,0.0033575,-0.014487,0.0057864
"M431.759T791.911",0.0067083,0.042302,-0.048431,-0.029239,0.021667,-0.014579
"M609.054T106.871",0.024228,-0.033473,0.0019835,-0.026394,-0.021778,0.0002074
"M657.266T958.998",0.032218,-0.02117,0.0093125,0.012603,0.0078404,-0.0014895
"M508.215T930.69",0.041063,-0.0029221,-0.014085,0.045608,-0.029949,-0.0037949
"M957.274T935.63",0.084174,0.044751,-0.071538,0.00055318,0.00031107,-0.010907
"M915.823T68.606",-0.048348,0.079561,0.014694,-0.024219,0.033949,0.017352
"M1130.433T884.599",0.046663,-0.0048421,-0.0058704,-0.00050746,-0.028367,-0.012354
"M619.26T816.529",0.025956,0.014133,0.012714,-0.010217,0.028806,0.0058494
"M645.848T67.545",0.0075611,0.047191,0.0080412,-0.013122,0.053997,0.0099901
"M806.073T940.272",0.033315,0.016791,-0.051263,-0.037388,0.029493,-0.00045287
"M522.878T65.745",0.023054,0.020185,0.027589,-0.021876,-0.016173,-0.0017639
"M255.115T921.266",0.036037,0.053113,0.041061,0.033958,0.014182,0.0079259
"M989.364T928.413",0.051046,0.055503,-0.025619,-0.020675,-0.0030681,0.016232
"M1093.54T895.081",-0.03045,-0.0037815,-0.013066,0.0073515,-0.045029,0.0072649
"M617.247T870.852",0.034551,-0.013815,-0.0015507,0.018725,0.037209,0.010951
"M626.212T761.224",0.010647,0.0031763,-0.029941,-0.058657,-0.056213,-0.028889
"M329.088T425.59",0.023147,0.0090455,-0.022575,-0.059881,0.0014421,5.7462e-05
"M495.025T292.616",0.044086,0.016551,-0.006659,-0.017917,-0.051822,-0.0060531
"M547.234T852.079",0.039056,0.031979,-0.016978,-0.01198,-0.037096,-0.0029223
"M274.971T109.977",0.0064283,0.025344,0.042537,0.01012,0.02288,-0.0019195
"M491.126T414.484",0.061398,-0.01535,-0.026092,-0.027567,0.00572,0.0037366
"M409.002T109.878",0.032644,-0.0066909,0.022426,0.002908,0.021179,-0.0035938
"M413.104T602.912",-0.0007125,0.015887,0.0094686,-0.064868,-0.01057,0.0059053
"M807.744T937.741",0.040378,0.0058742,-0.032532,0.017645,0.03112,-0.0014225
"M597.052T106.853",-0.00024911,0.035301,0.019084,-0.0034207,-0.024026,0.0046096
"M209.025T89.634",-0.020827,0.0071739,0.013539,-0.063049,-0.01009,0.00074615
"M941.306T938.915",0.046447,0.007371,-0.039041,0.037494,-0.018608,-0.0065718
