"","PC1","PC2","PC3","PC4","PC5","PC6"
"M180.971T1182.798",0.023619,-0.0014672,0.031561,-0.038137,0.0095739,0.001878
"M808.342T938.944",0.04901,-0.00066744,-0.040667,0.00075417,-0.0211,-0.0089782
"M732.876T67.374",-0.021473,0.086932,-0.00093505,-0.015252,-0.002713,0.00034616
"M289.056T250.757",0.017443,-0.022458,-0.015473,0.02712,0.071787,-0.013802
"M851.338T916.834",0.049001,0.0016487,-0.0045456,0.0081037,0.01343,0.001137
"M621.221T884.304",0.03189,0.017577,-0.0028554,-0.049351,0.0002443,0.0049833
"M705.205T926.435",0.051239,0.032352,-0.016144,-0.05935,-0.029949,-0.01417
"M699.004T983.059",0.020346,-0.053807,-0.014019,-0.03996,-0.078309,0.0023148
"M805.362T924.937",0.0016127,0.051061,0.0028913,-0.015319,0.001565,0.013327
"M467.156T971.498",0.049708,0.022771,0.013155,0.053937,0.030045,0.010772
"M359.098T671.316",0.030421,0.01787,0.0070983,-0.0050291,0.03993,0.00074076
"M431.769T791.594",-0.0059852,0.069095,-0.014936,-0.062138,0.033401,0.0075935
"M643.245T933.361",0.040835,-0.042849,-0.037721,0.057374,-0.018244,-0.0048749
"M287.077T663.979",0.0056364,0.0028604,-0.045041,-0.028913,-0.020768,-0.0058757
"M850.805T68.208",-0.032721,0.020393,-0.094146,0.046359,-0.071769,-0.00026115
"M619.189T858.982",0.0087256,0.0072553,-0.04502,-0.059086,-0.0084672,-0.010113
"M397.002T110.368",0.008259,0.0017037,-0.0019855,-0.06295,-0.043767,-0.0050356
"M1432.595T1048.493",0.040683,-0.051091,-0.043891,0.02627,-0.035695,-0.00056059
"M627.173T806.181",0.0096281,-0.0050074,0.034472,-0.058697,-0.017841,-0.0027485
"M564.68T1183.74",-0.017192,0.056388,0.063248,-0.016864,-0.013551,0.0090973
"M503.143T589.731",0.057545,-0.017294,-0.043206,-0.02863,0.0089577,-0.0039877
"M799.852T67.938",-0.015223,0.05769,-0.0046649,-0.042133,0.020946,-0.00067667
"M927.368T972.44",0.050788,0.014907,-0.034667,-0.047882,0.009775,-0.00086841
"M371.09T764.993",-0.005898,0.0125,0.0016728,-0.041858,0.030434,-0.00044485
"M811.459T986.188",0.014795,-0.051788,0.057276,-0.050101,0.007599,0.0014461
"M561.217T921.818",0.025416,0.017163,0.0048629,-0.011275,0.075344,-0.011046
"M463.02T875.074",0.074434,-0.052889,-0.011787,0.0048754,0.025755,-0.0043235
"M289.12T769.482",0.048564,-0.040838,-0.0035482,-0.021654,0.0076286,-0.013835
"M942.303T939.917",0.028971,0.11384,0.040907,0.0060085,0.025461,0.01262
"M723.346T899.128",0.020713,0.029218,0.072517,-0.009518,0.015164,0.0084688
"M655.655T928.688",0.0092886,0.017529,0.065868,0.024187,-0.01553,0.016107
"M427.197T838.449",0.022185,0.063834,0.028166,0.017175,0.021608,0.0022705
"M999.727T1404.686",0.0052628,0.013225,0.032119,0.044631,-0.04078,-0.0055476
"M293.177T1099.499",0.037431,-0.012161,0.036798,0.0060803,-0.061724,-0.011839
"M429.25T1071.941",0.027632,-0.0035202,0.031258,0.012761,-0.0059381,0.001039
"M975.202T831.412",0.069673,0.0022529,-0.018834,-0.053182,0.040024,-0.019415
"M341.088T439.204",0.040133,-0.01706,0.0041771,-0.022554,0.010467,0.0011888
"M1031.347T966.014",0.043043,0.016408,-0.016553,-0.019556,0.022143,0.0043759
"M630.879T67.545",-0.0066147,0.073163,-0.00038891,-0.024711,0.023493,-0.0061198
"M693.424T1336.51",0.020762,-0.0079349,0.063007,-0.0079267,-0.041669,-0.0038697
"M806.978T940.468",0.058092,-0.0010503,-0.05421,0.039597,0.0042248,0.0074508
"M471.897T67.543",-0.0060012,0.050474,-0.0094529,-0.03864,0.02924,0.0075419
"M429.141T889.195",0.053129,-0.04865,0.02353,0.0056527,0.063372,0.0025156
"M798.851T67.54",-0.03436,0.020151,-0.069106,-0.040923,-0.055339,0.0010605
"M413.179T861.909",0.035468,-0.089116,0.042725,0.015343,-0.12525,0.012123
"M807.007T938.915",0.041267,0.010802,-0.021948,0.076208,0.0089239,-0.0025052
"M359.022T90.408",0.016693,0.018605,0.0056078,-0.0081576,-0.020056,0.0021932
"M359.061T194.361",-0.012591,0.0085276,-0.013846,-0.050419,-0.051561,0.0010876
"M385.113T791.317",0.024186,-0.00864,0.011498,-0.050782,0.0061876,-0.0032415
"M203.083T418.775",0.068687,-0.10094,0.021016,-0.041312,-0.0059355,0.010275
"M341.465T625.973",0.052478,-0.069023,-0.021888,-0.052788,-0.010693,-0.0051444
"M280.987T110.997",0.0063397,0.024382,0.021665,-0.014208,0.014612,0.0058174
"M367.058T823.98",0.054256,0.060791,-0.036996,0.0033578,0.030699,-0.0037339
"M576.861T67.042",0.0163,0.020286,0.023837,-0.013036,-0.023043,0.0037601
"M868.801T68.637",-0.017575,0.082124,-0.0084616,0.0092755,-0.018248,-0.010758
"M487.146T735.656",0.020461,-0.019626,-0.090921,-0.080917,-0.07154,-0.002853
"M373.167T930.605",0.047496,-0.057524,0.020063,-0.033765,0.00084868,0.01189
"M365.143T832.741",0.062491,-0.030006,0.003087,-0.054619,0.046598,0.00029577
"M408.822T1801.685",0.032581,0.010385,0.028607,0.038285,-1.4988e-05,-0.0049518
"M526.316T1188.04",-0.023338,0.020377,-0.018944,-0.10021,-0.0068429,-0.0014439
"M357.108T784.337",0.04242,-0.0062185,0.01092,-0.03929,0.021076,-0.0025003
"M349.072T1165.294",-0.0023138,0.059844,0.0064217,-0.058663,-0.014808,-0.015399
"M527.309T1189.176",0.0027447,-0.00079275,0.013031,-0.07019,-0.038995,-0.0031381
"M1103.384T928.554",0.046983,0.032908,-0.016518,-0.0062322,0.0001607,-0.00024919
"M553.164T782.325",0.016784,0.028452,0.00016976,0.052174,-0.013475,0.0047278
"M521.022T764.729",-0.012995,-0.011878,-0.0032681,-0.079672,-0.0116,-0.0040263
"M559.276T958.275",0.056508,-0.0066636,-0.011037,0.016221,-0.013333,0.0066611
"M173.008T106.871",0.020697,-0.011384,0.017661,0.021524,0.027027,-0.00029505
"M429.486T320.767",0.019435,0.0094682,0.037334,-0.0075064,0.0093732,0.0029589
"M1396.865T985.147",0.037913,-0.050067,0.0043138,-0.075233,-0.053122,-0.012741
"M469.095T760.602",0.015667,0.0017548,-0.021904,-0.012995,-0.050869,0.012116
"M937.334T882.127",0.057272,-0.004579,-0.015276,0.044022,-0.015852,-0.011661
"M728.269T963.544",0.065665,0.0078296,-0.048338,-0.0053436,0.019392,-0.0036281
"M433.122T384.02",0.067504,-0.10238,0.006771,-0.052711,0.016735,0.0099884
"M951.343T881.927",0.037605,0.0038326,-0.069002,0.034237,-0.030803,-0.0011536
"M715.392T322.783",0.026578,-0.031569,0.021856,-0.0092386,0.077105,0.0062875
"M245.094T862.962",0.022072,-0.064025,-0.034422,-0.0053655,0.060117,-0.0077199
"M665.182T815.828",0.045167,0.037338,-0.021917,-0.0084741,-0.002887,-0.0058566
"M447.959T106.92",0.023352,-0.0058491,0.0025037,-0.054773,-0.076509,0.0011008
"M732.379T69.273",-0.046337,0.070179,-0.058584,0.11499,-0.050989,-0.004528
"M349.057T865.046",0.054211,-0.059336,-0.045708,-0.018765,-0.0053879,0.011472
"M1014.811T1344.847",-0.001565,0.034938,0.031123,0.031539,0.022745,0.0068259
"M521.224T935.29",0.052299,-0.0027891,-0.020022,0.01113,0.009067,-0.0098076
"M1390.547T1005.094",-0.01824,0.052255,0.00075855,-0.015891,0.017483,-0.0050469
"M313.275T1417.53",0.031853,-0.025906,0.049254,-0.0086054,-0.047556,-0.0024736
"M477.088T1628.76",0.0067342,0.0098443,0.048983,-0.037371,-0.044169,-0.00046393
"M577.255T863.306",-0.0062596,-0.0074335,-0.03472,-0.064309,-0.0055587,0.001636
"M613.564T887.981",0.024999,0.0023841,0.051204,-0.019691,-0.020565,0.0023862
"M395.28T1470.273",0.055263,-0.017582,0.0066421,-0.022689,-0.00070158,0.0040714
"M285.243T1390.408",0.031479,-0.01791,0.038923,0.02189,-0.056865,-0.0026332
"M1463.523T939.044",0.062087,0.049702,-0.071113,0.053632,-0.012352,-0.0092236
"M481.224T887.168",0.024234,0.020124,0.035579,-0.0079997,-0.024365,-0.0010361
"M343.103T489.112",0.0022995,0.055228,-0.03555,-0.048404,-0.044995,0.0036828
"M444.872T67.426",0.017993,-0.0018988,0.043684,0.04078,-0.019469,-0.009229
"M463.182T861.112",0.029296,-0.023419,0.036322,-0.054422,-0.044727,0.002063
"M323.042T818.446",-0.018574,0.029729,-0.057531,0.0061593,-0.042097,0.0030651
"M333.062T954.304",0.085623,-0.017656,0.012239,-0.011198,-0.060506,-0.016702
"M415.161T821.344",0.039059,-0.0066941,-0.028851,0.0052873,-0.00592,0.0048942
"M609.153T789.212",0.025479,0.0034915,-0.024251,0.0457,-0.020868,-0.00068358
"M454.975T107.571",0.020029,-0.0058303,0.055375,0.01448,-0.015845,-0.0016196
"M328.886T98.013",0.0227,-0.017519,0.075689,0.0052007,-0.059563,-0.0075603
"M317.064T416.942",0.059133,-0.067191,0.0090346,-0.027236,0.017199,-0.0024405
"M759.145T875.232",0.070985,-0.025428,-0.062189,0.05291,0.028005,0.013187
"M1117.54T932.512",0.02408,0.031292,-0.021924,0.064006,0.0088532,0.0099519
"M1132.537T923.907",0.044647,-0.00055921,0.029725,0.018167,-0.0082399,0.00022603
"M824.341T916.725",0.051957,-0.087638,-0.0065062,0.044989,-0.0023147,0.0066408
"M345.082T140.774",0.025586,0.0011832,0.0084616,-0.054274,0.022999,0.012843
"M279.164T1571.945",0.014552,0.0036094,0.068112,-0.0090027,-0.032168,0.010293
"M540.867T1245.744",0.0095989,-0.03128,0.053885,0.0067509,0.0019552,0.001183
"M238.069T801.926",0.065682,-0.038432,0.019367,-0.0016175,-0.010567,-0.017239
"M418.896T66.885",0.026442,-0.026821,0.063872,0.012316,0.038714,-0.00044515
"M427.009T107.872",0.024861,-0.0058154,0.04169,-0.010813,-0.020882,-0.0010907
"M699.093T985.159",0.030639,-0.05797,0.028879,-0.017872,-0.076843,-0.0097327
"M409.172T733.287",0.044798,0.01189,-0.020038,0.028625,0.0025263,0.0056158
"M435.959T107.38",0.01949,-0.01513,0.046183,-0.035843,-0.073926,-0.018069
"M676.309T1245.665",0.016886,-0.011379,0.044361,0.00042645,-0.044888,-0.0025522
"M338.162T1582.434",0.0011188,0.029862,0.07479,-0.0048664,-0.012589,-0.0047049
"M265.261T1518.666",-0.0080408,0.031123,0.055828,-0.012698,1.6811e-05,-0.0042477
"M339.058T415.891",0.056481,-0.098856,0.02948,-0.037598,-0.00017633,-0.012428
"M448.965T106.062",0.015127,-0.0010004,0.050575,-0.023416,-0.058271,-0.0022785
"M1354.628T902.5",0.031842,0.020309,-0.054847,0.0089079,-0.014899,-0.00089012
"M241.108T881.116",0.025632,-0.029356,0.062283,-0.050424,-0.061278,-0.0020939
"M418.894T1736.453",0.030929,0.017388,0.033786,0.032741,0.0048159,0.0068332
"M562.892T1151.046",0.028931,-0.0043814,0.046224,-0.018549,-0.006556,-0.0013433
"M319.076T917.392",0.086405,-0.0036452,0.004631,0.047118,0.0080025,-0.0084498
"M405.167T106.416",0.03743,0.0079228,-0.0037463,-0.011392,-0.017787,0.0014415
"M445.095T115.802",0.040144,0.00078002,-0.0053741,0.0057771,-0.02048,0.00050892
"M309.465T1630.61",0.0061386,-0.0010621,0.078701,0.0027193,0.054682,0.0035319
"M385.188T793.619",0.022621,0.0034534,-0.0078427,-0.035735,-0.00019813,-0.0029503
"M1243.514T983.057",0.047076,-0.0025567,0.017122,-0.0027079,-0.087892,0.009745
"M1105.431T888.552",0.04269,0.004111,-0.0018526,0.043484,-0.02195,0.00073611
"M697.905T994.286",0.031515,-0.024843,0.010113,0.010076,-0.0011917,0.00025536
"M401.05T875.074",0.067028,-0.038197,-0.0098713,0.016873,0.0098956,0.0034039
"M731.208T950.406",0.041223,0.00091357,0.01403,-0.010146,-0.0051567,0.0081423
"M470.098T771.956",0.026903,-0.00062876,0.010993,0.021649,-0.0025771,0.0059031
"M377.049T427.197",0.031833,0.0038083,-0.012317,-0.035518,-0.046922,0.0071694
"M387.346T67.938",-0.0057886,0.060174,-0.0052442,-0.0028635,0.016318,0.0061453
"M367.08T114.463",0.041682,0.00072721,0.0012596,-0.046261,-0.013475,0.0032772
"M401.049T776.54",0.039235,-0.021522,0.013581,-0.0020928,-0.035099,0.007068
"M323.019T128.103",0.032641,0.01633,-0.0012348,-0.0027185,-0.007903,-0.0015776
"M459.149T771.729",0.010819,0.045996,0.036089,-0.019105,0.0086217,0.0025744
"M507.151T845.473",0.044068,0.017944,-0.0060307,-0.032435,0.0071802,0.005107
"M359.123T830.487",0.055312,0.03417,-0.011733,0.001798,0.029158,0.006793
"M549.174T847.493",0.029167,0.0078207,0.019222,0.025392,-0.041325,0.0055196
"M340.859T1719.351",0.0326,0.010762,0.035073,0.0073248,-0.060245,0.0093487
"M702.25T942.066",0.043786,-0.001377,-0.00095106,0.02157,-0.01538,0.0061345
"M453.035T765.753",0.0074241,0.036147,0.028333,-0.048928,0.0016049,0.0020421
"M329.089T195.942",0.027073,-0.033683,0.0090683,-0.052599,-0.034231,0.009679
"M615.152T88.13",0.01272,-0.0073849,0.0083953,-0.034614,0.051567,0.00081423
"M399.092T115.22",0.032778,-0.027665,0.013087,-0.051835,-0.022303,-0.011161
"M1204.518T908.598",0.029718,0.068076,0.022541,-0.024625,0.026645,0.0065377
"M519.896T67.425",-0.0087472,0.051799,-0.028855,-0.033868,0.044179,0.0051295
"M447.222T1194.448",0.031905,-0.043448,0.029386,0.042515,0.038335,0.0016031
"M559.04T89.345",0.018529,0.01362,0.024377,0.057762,0.067336,0.0044922
"M497.083T319.72",0.059302,0.046067,-0.036881,0.042945,0.031867,0.0017885
"M265.148T1629.604",0.02326,-0.017205,0.068012,-0.028163,-0.098415,0.0083804
"M413.108T298.268",0.02946,-0.018746,0.021179,-0.03462,-0.065346,-0.0045471
"M434.871T1737.903",0.022448,0.021316,-0.018177,-0.0097801,0.028509,0.001342
"M353.052T831.694",0.026294,0.072753,-0.041643,0.063703,-0.028281,0.010337
"M775.338T1039.594",0.05016,-0.0026674,-0.030502,-0.001277,-0.067579,-0.0071226
"M429.074T115.482",0.040195,0.0024965,0.03102,0.0023448,0.035826,-0.0055683
"M475.877T67.555",0.014239,0.018071,0.017795,-0.0072931,-0.031792,-0.0018627
"M809.324T904.082",0.051513,0.018103,-0.01992,0.027637,-0.0087702,-0.0050953
"M438.263T1164.917",0.010919,-0.015728,0.056206,-0.0086201,0.09307,0.0022041
"M313.094T115.286",0.018591,0.0055278,0.02648,-0.025318,-0.044146,-0.0087725
"M515.105T113.414",0.018358,-0.033906,-0.019037,-0.073458,-0.022334,-0.0037548
"M285.909T1803.837",0.017319,0.0049029,0.052393,0.0097358,-0.017505,0.010596
"M447.05T875.673",0.058341,-0.03488,0.014503,0.014065,-0.0010234,0.017578
"M795.198T1006.041",0.030816,-0.0093455,0.055201,0.074227,0.006859,0.0052601
"M321.216T1624.59",0.017895,0.004469,0.05539,-0.022247,0.002335,0.010927
"M615.195T761.983",0.01851,-0.021964,-0.045421,0.057711,-0.041738,-0.0083047
"M643.188T893.85",0.01621,-0.0075172,0.056474,0.021195,0.0088823,0.0077363
"M293.177T1149.195",0.014326,0.018156,0.070144,-0.051979,-0.031005,0.010432
"M289.886T1868.955",0.031872,0.0069421,0.044694,-0.016599,-0.019584,-0.0020557
"M269.15T1584.952",-0.0061003,0.043971,0.070444,0.015651,-0.013977,0.030036
"M246.886T1784.096",0.016774,0.020394,0.041276,0.012155,-0.033348,-0.0094923
"M1614.109T935.709",0.042841,-0.00062246,-0.015914,0.021284,0.0064221,-0.0088775
"M467.051T320.771",0.022615,0.021811,0.047252,0.051063,0.030249,0.0024027
"M293.179T1541.097",0.012883,-0.0088928,0.041158,-0.010169,0.012117,0.0069658
"M265.426T1576.148",0.022817,0.051348,0.027915,0.04092,-0.079581,0.0035368
"M707.828T66.684",0.0020713,0.042969,0.011316,-0.021338,-0.075443,-0.0097879
"M372.9T1734.569",0.01894,0.0010016,0.044539,-0.0042189,0.024808,-0.0018102
