"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5"
"X02.C12.2.neg",-7.2939,-3.8497,2.9656,5.5152,4.7321
"X18.C12.3.neg",-12.719,7.5056,-0.22232,-3.5927,-0.44282
"X33.C12.4.neg",-4.4878,-8.1837,-3.1709,-2.0093,-4.2951
"X12.D12.2.neg",9.4003,-0.24013,-3.487,-4.6444,5.1499
"X28.D12.3.neg",8.2723,0.25043,7.3555,-2.1712,-2.5465
"X52.D12.4.neg",6.8283,4.5174,-3.4408,6.9026,-2.5976
