"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M465.105T746.988","-0.5022205"," 0.0284683","-0.3886315","-0.3256002","-0.4978005","-0.4048389"," 0.5412187"," 1.4156679"," 0.2206177"," 0.5909086","-0.6295079","-0.0482816"
"M653.913T316.046","-0.87092967","-0.66301297","-0.27881977"," 0.01215762","-0.08157940","-0.52212161"," 0.43988547"," 1.04393758"," 0.39747333"," 0.39742312"," 0.01508428"," 0.11050203"
"M969.317T316.321","-0.4561753","-0.9010052","-0.1618591"," 0.2207593","-0.5519286","-0.4911683"," 0.4825410"," 0.4807354"," 0.5274801"," 0.3300734"," 0.2581908"," 0.2623565"
"M354.082T204.227","-0.69626027"," 0.25018232","-0.72350232"," 1.45285899"," 1.25724514"," 0.89024618","-1.07225731","-0.55408295"," 0.33355700"," 0.05543399"," 0.05874578","-1.25216655"
"M311.104T1075.82","-0.17319007","-1.07023243","-0.48495403","-0.15284597"," 0.23793968","-0.89912929"," 0.40317407"," 0.55518331","-0.08692279"," 0.01991804"," 0.86004724"," 0.79101225"
"M610.699T832.318"," 0.005828048","-2.247020279","-0.114108505"," 0.492281521"," 0.070761734","-0.347957626"," 0.538437138"," 1.265985865"," 0.475230291"," 0.643485548","-0.619444728","-0.163479006"
"M380.071T778.258","-0.8423764","-1.2345707","-0.7776257"," 0.1565150","-0.1456106"," 0.3816222"," 0.4120735"," 1.1043735"," 0.6377590"," 1.1318808","-0.9406802"," 0.1166396"
"M638.078T817.768","-0.2159884","-1.0306664"," 0.1491551","-0.3421006","-0.1579889","-0.5734938"," 0.2598481"," 0.5334988"," 0.2530563"," 0.5294026"," 0.1880935"," 0.4071837"
"M380.147T1368.008","-0.17614831"," 0.16502646"," 0.03933759"," 0.65615137"," 1.02103510","-0.99160622","-0.92389510","-0.30237544","-0.38384255","-0.21276002"," 0.91665299"," 0.19242414"
"M1286.455T315.199","-0.411094852","-1.025458971"," 0.002567527"," 0.338742400","-0.790318791","-0.419314790"," 0.541775802"," 0.148983041"," 0.532390788"," 0.204548860"," 0.509947115"," 0.367231870"
"M735.222T927.83","-0.75307442","-0.95947221","-0.38423854"," 0.16426769","-0.19496306","-0.40624833","-0.01885275"," 1.17945270"," 0.64575900"," 0.05976018"," 0.33253396"," 0.33507578"
"M651.317T893.83","-0.47808573","-0.45491173","-0.24115073","-0.21420973","-0.10220383","-0.72320751"," 0.29984267"," 1.08117702"," 0.58406784"," 0.27281649"," 0.04148485","-0.06561961"
"M210.96T65.225","-0.84802715","-0.18106165","-0.22613879"," 0.01983409"," 0.09029725","-0.33780110"," 0.23022986"," 1.17017462"," 0.48089351","-0.10364984","-0.21886916","-0.07588163"
"M419.218T842.905","-0.80774024","-1.01929264"," 0.17603051","-0.05438562"," 0.20921786","-0.64897331"," 0.16170012"," 1.04924671"," 0.49234854"," 0.15954891","-0.24554782"," 0.52784697"
"M611.066T88.832","-0.07850251","-0.52535273"," 0.14524400"," 0.26400040"," 0.19115158","-0.33137783"," 0.43892086"," 1.21439774"," 0.21316848","-2.41811611"," 0.37887836"," 0.50758776"
"M1167.557T907.179","-0.54605382","-0.14083654","-0.01592217","-0.07850696","-0.36911309","-0.40137337"," 0.96243417"," 1.06340377"," 0.90961348"," 0.29978373","-0.95620841","-0.72722079"
"M221.066T891.624","-0.52144301","-0.72444633","-0.35614342","-0.29103053","-0.68646644","-0.01443395"," 0.18512469"," 0.59593311"," 0.73430644"," 0.42013398","-0.06557010"," 0.72403556"
"M627.743T1194.304","-0.06248601","-0.13249154","-0.03517639"," 0.31913067","-1.45315985","-0.17243017"," 0.33656843"," 0.60544345"," 0.19210265"," 0.80025606","-0.86684017"," 0.46908287"
"M204.085T413.719","-1.4289862","-1.4304696","-1.4494490"," 1.2132267"," 0.6038034"," 0.6955668","-0.2254922"," 1.0574602","-0.1018289"," 0.3932099"," 0.4105906"," 0.2623682"
"M621.125T857.148","-0.860463862","-0.428247481"," 0.136896552","-0.529839647","-0.784585034","-0.408059737"," 0.353544672"," 1.069119507"," 0.894204699"," 0.784067304","-0.236502639"," 0.009865667"
"M278.587T1368.505","-0.54765097","-0.27157665","-0.48984971"," 0.34752056"," 0.73893815","-0.65208513","-0.01891481"," 0.28920703"," 0.03954806","-0.15925984"," 0.70848054"," 0.01564276"
"M453.101T88.055","-0.08884452","-0.45620614","-0.49344189","-0.37958784"," 0.06363576","-0.23562961"," 0.15858743"," 1.06105429","-0.01923561"," 0.93598787","-0.29523417","-0.25108558"
"M1009.554T1308.282","-0.42368681","-0.34429175","-0.34326563","-0.22555958","-0.02156582","-0.65710201"," 0.34594515"," 1.20034849"," 0.28683573"," 0.09877750"," 0.10397593","-0.02041120"
"M560.054T1184.801","-0.1571091","-0.5845983","-0.1757383"," 0.2186720","-0.1595360","-0.3392267"," 0.1728364"," 0.6639879","-0.5576858"," 0.6866942","-0.1588416"," 0.3905453"
"M1014.498T996.34","-0.8466133","-1.1853380","-0.1413904"," 0.4527507","-0.6819455"," 0.3578493"," 0.1087862"," 1.2860354"," 0.6177153"," 0.2289605","-0.3764619"," 0.1796517"
"M483.178T941.182","-1.173354516","-0.522860025","-0.194674983","-0.004860874"," 0.043686366","-0.619153504"," 0.395572827"," 0.881098976"," 0.384765899"," 0.101301695"," 0.248201144"," 0.460276996"
"M341.233T1044.4","-0.5088931","-0.4515278","-0.2193444","-0.2782966"," 0.5502882","-0.5899260","-0.2762460"," 0.6691926"," 0.4006087"," 0.4981022"," 0.4458682","-0.2398259"
"M1451.979T314.698","-0.1783514","-0.7673125"," 0.2431207"," 0.4775121","-0.6295001","-0.2066271"," 0.5270117","-1.7278967"," 0.5253728"," 0.3971319"," 0.8175047"," 0.5220338"
"M277.58T1368.559","-0.57184100"," 0.03559728","-0.51580358"," 0.40570744"," 0.69529443","-0.79184121","-0.35127492"," 0.53008288","-0.01382190","-0.05464535"," 0.67767777","-0.04513184"
"M1167.705T1197.565"," 0.51866605"," 0.40209106","-0.24568327"," 0.01050167","-0.85215402"," 0.12903619"," 0.49703011"," 0.59300772","-0.19153127"," 0.38946698","-1.91720826"," 0.66677704"
"M1023.175T89.251","-0.7623891","-0.4060033","-0.2224573","-0.1871113"," 0.0830606","-0.2275233"," 0.3133462"," 1.5552522","-0.2454904","-0.5058715"," 0.4487944"," 0.1563929"
"M1057.411T880.24","-0.1850449","-1.2240416","-0.3351831","-0.3189274","-0.4146007","-0.3683939"," 0.3454469"," 1.0876062"," 0.8764742"," 0.3116199","-0.0687802"," 0.2938247"
"M478.295T1238.56","-0.33964471","-0.29590628","-0.17127739"," 0.02048022","-0.09136932","-0.42714121"," 0.27368916"," 1.03814634"," 0.28989270"," 0.22035681","-0.01787692","-0.49934940"
"M469.208T948.545","-0.301455582","-1.045725426","-0.776493381","-0.535063639"," 0.059841876","-0.246458222"," 0.329373758"," 0.953916791"," 0.480305162"," 0.416678232"," 0.006883863"," 0.658196569"
"M1454.998T316.362","-0.25168811","-1.36645746"," 0.09628402"," 0.34717874","-0.79298342","-0.29658838"," 0.59949053","-0.42719106"," 0.48513363"," 0.61408307"," 0.52923978"," 0.46349868"
"M627.691T1184.766","-0.03765109","-0.63760035","-0.10003011"," 0.23646743","-0.19645487","-0.67188361"," 0.01708046"," 0.64168598"," 0.04699531"," 1.04248192","-0.73443110"," 0.39334003"
"M513.017T88.262"," 0.0006033672","-0.5933671598","-0.2893063895","-0.1982448326","-0.3271380985","-0.4764189653"," 0.3942245512"," 1.2531368140","-0.5057001423"," 0.7800297772","-0.1094811113"," 0.0716621897"
"M275.202T1191.076","-0.06228035"," 0.47143838"," 0.21011515"," 0.71298231","-0.46573856","-0.91957304"," 0.17342952","-0.39506154","-0.02827528","-0.70857710"," 1.06456240","-0.05302189"
"M632.993T321.252","-0.57003927","-0.52526238","-0.29914531","-0.01056279","-0.39038777","-0.54263556"," 0.40560559"," 1.08000386"," 0.35148969","-0.03145941"," 0.20413553"," 0.32825781"
"M1308.932T316.358","-0.45150388","-0.95938376","-0.07210346"," 0.11549089","-0.57174683","-0.33824214"," 0.44924215"," 0.10956741"," 0.55145490"," 0.58926730"," 0.28227177"," 0.29568565"
"M299.259T1305.768","-0.39087384"," 2.00724718","-0.51754676","-0.32450179","-0.31477999","-0.69695339","-0.01764015"," 0.76746671"," 0.10910561","-0.15326342","-0.17900699","-0.28925316"
"M1167.685T1193.412"," 0.2361356"," 0.6509927"," 0.5229391"," 0.7339415","-1.5916274"," 0.4651680"," 0.6319212","-0.8376379","-0.2363127"," 0.7726996","-1.6367949"," 0.2885752"
"M771.369T883.552","-0.32225252","-0.34526895","-0.02857455","-0.22382169","-0.03816936","-0.25062497"," 0.33066846"," 0.94210026"," 0.48035467"," 0.26162572","-0.65894101","-0.14709605"
"M673.289T892.945","-0.56508848","-0.72795397","-0.18197998","-0.40295154"," 0.02993176","-0.72669841"," 0.24524295"," 1.14401507"," 0.46804509"," 0.30016901"," 0.11442075"," 0.30284775"
"M833.365T968.818","-0.56566363","-1.12515415","-0.05605871","-0.76504693","-0.20946380","-0.46324889"," 0.23220931"," 1.35007944"," 0.45658176"," 0.57390228"," 0.05661303"," 0.51525029"
"M656.69T947.865","-0.48747929","-0.01481463","-0.57915725"," 0.35651764"," 0.05969238","-0.36834890"," 0.63005143"," 1.14691810"," 0.63045229","-0.34953349","-0.52031407","-0.50398422"
"M1294.437T316.362","-0.35710548","-1.36834221"," 0.15092210"," 0.06823594","-0.36301342","-0.22843454"," 0.66915881","-0.26448217"," 0.40161891"," 0.38458961"," 0.70430208"," 0.20255037"
"M893.38T934.735","-0.35651591","-1.68797590","-0.44477031"," 0.04346817","-0.04767751"," 0.10502113"," 0.47291275"," 1.12939351"," 0.61377275"," 0.28036224","-0.05411217","-0.05387876"
"M350.125T836.957"," 0.11968462","-0.47774382","-2.07754837","-0.31005604"," 0.50471869"," 0.30965189"," 0.54542268"," 1.35833708"," 0.68652117","-0.03575834"," 0.09423652","-0.71746607"
"M1509.388T983.04","-2.011194138"," 0.323617710","-0.210003503"," 0.154302885","-0.036536288","-0.156189018"," 0.290590831"," 1.055491269"," 0.368609423"," 0.574598156","-0.362175761"," 0.008888435"
"M393.176T847.594","-0.5696985125","-0.7306780931","-0.2733583941","-0.2428515560","-0.1751798868","-0.5375014311"," 0.1538697507"," 1.0835110567"," 0.4658193114"," 0.3859782719","-0.0005632314"," 0.4406527144"
"M1031.994T1223.73","-0.404554925","-0.473300838","-0.053878775","-0.154488876","-0.094188001","-0.409240774"," 0.508619728"," 1.117813281"," 0.244539189","-0.176956109","-0.104972404"," 0.000608503"
"M981.364T901.259","-0.34781790","-0.94083290","-0.05580085","-0.32475185","-0.40307761","-0.14073153"," 0.28563043"," 1.32159302"," 0.22930565"," 0.25337024","-0.01373863"," 0.13685194"
"M455.151T768.715","-0.33275172","-0.54095022","-0.27152001"," 0.06767612"," 0.10312679","-0.31670899"," 0.27968674"," 1.19477447"," 0.62851118","-0.78654390","-0.20343201"," 0.17813156"
"M1201.826T909.258"," 0.30049638"," 0.48884583","-0.02402519"," 0.89051712"," 0.24554298","-0.71807203","-0.02508913"," 0.63186125","-1.05206025"," 0.04232542","-0.52817525","-0.25216714"
"M653.935T315.929","-0.54017340","-0.76196061","-0.29028833","-0.02556029","-0.12464201","-0.54577965"," 0.40226013"," 1.04138385"," 0.29009319"," 0.37702329"," 0.08225800"," 0.09538586"
"M865.491T1326.551","-0.39010890","-0.42575106","-0.20500479","-0.37603068","-0.01439973","-0.75822272"," 0.45969141"," 1.30608782"," 0.24847403"," 0.15313975","-0.06182672"," 0.06395158"
"M449.202T630.506","-0.39994609","-0.61607688","-0.41419175","-0.32425035","-0.20281972","-0.46685924"," 0.29200701"," 0.95581039"," 0.38324845"," 0.42334927","-0.01991361"," 0.38964251"
"M677.403T1190.152","-0.318882722"," 0.123964550"," 0.034453551"," 0.564824388","-0.008158928","-0.873680827"," 0.182958863","-0.322395670"," 0.454646529","-0.460709630"," 0.865259429","-0.242279534"
"M437.065T776.272","-0.2812558","-0.3121337","-0.2254740","-0.2288094","-0.6053703","-0.4427453"," 0.5725471"," 1.1795371"," 0.5210493"," 0.2321329","-0.2923332","-0.1171448"
"M268.959T125.12","-0.38394649","-0.60498358","-0.15124495","-0.20908059","-0.18342539","-0.67355184"," 0.10799367"," 1.12149127"," 0.32004873"," 0.07694089"," 0.08539007"," 0.49436821"
"M551.272T837.928","-0.32278423","-1.16537729","-0.45889814","-0.19431615","-0.05552519","-0.06880547"," 0.43061784"," 1.12106053"," 0.44027285"," 0.17791348"," 0.20677101","-0.11092924"
"M267.4T1582.439","-0.14307260","-0.14300641","-0.10218008","-0.05351611","-0.06119435","-0.96200703"," 0.34646953"," 1.29713156"," 0.13821909","-0.12812138","-0.30023457"," 0.11151235"
"M456.197T892.811","-0.65889747","-0.80007541","-0.26414425","-0.27557793","-0.14694807","-0.41383696"," 0.35759718"," 1.13791632"," 0.54471069"," 0.42936670","-0.02832785"," 0.11821706"
"M783.304T1161.409","-0.34787482"," 0.76774472"," 0.40947249","-0.42119648"," 0.67142219","-0.93755635"," 0.46943923","-0.04190064"," 0.21085135","-0.41467181","-0.08203716","-0.28369272"
"M489.125T757.244","-0.55749353","-0.25865916","-0.83507482"," 0.07114252","-0.20813560","-0.40213237","-0.29077408"," 1.35097550"," 0.66384370"," 0.42378756","-0.20953777"," 0.25205806"
"M309.61T1127.503","-0.55809135"," 0.01231861","-0.10079845"," 0.35022540"," 0.55521892","-0.75560467"," 0.08022444"," 0.75694496"," 0.36153518","-0.39199484"," 0.02048215","-0.33046036"
"M356.995T88.504","-0.41103726","-0.69898390","-0.74627336"," 0.29696383"," 0.01356217","-0.28513205"," 0.59426906"," 1.22386434"," 0.19545242"," 0.51427286","-0.28632899","-0.41062912"
"M391.157T830.263","-0.14766238","-2.17162963","-0.14773269","-0.03979213"," 0.17638591","-0.25313877"," 0.21696517"," 0.83405162"," 0.48447226"," 0.40540007"," 0.34013654"," 0.30254406"
"M653.954T320.858","-0.76450201","-0.44273361","-0.22498670"," 0.12763960","-0.09393618","-0.48060217"," 0.39904043"," 1.09331039"," 0.44916511","-0.11409827","-0.11342337"," 0.16512679"
"M515.013T86.132","-0.01318287","-0.10480046","-0.06602471"," 0.03594959"," 0.01987110","-0.01264675"," 0.37803619"," 0.98654635","-2.42591397"," 0.87921546"," 0.01753796"," 0.30541212"
"M567.778T908.116","-0.21001552"," 0.03862025"," 0.13771043","-0.62818081","-0.30047570","-0.18415362"," 0.29978994"," 1.29761377"," 0.37844177"," 0.45477620","-0.87096218","-0.41316454"
"M559.667T1200.71"," 0.07337018","-0.30691515","-0.38187588","-0.32648678","-0.31687822","-0.75227255"," 0.32504160"," 1.43223085"," 0.51081684"," 0.14626804","-0.45607418"," 0.05277526"
"M426.969T90.522","-0.485432075","-0.070695060","-0.549970378"," 0.045051482"," 0.263759502","-0.758174510"," 0.121605096"," 1.130214778","-0.196017768"," 0.411904640"," 0.085565381"," 0.002188912"
"M455.193T892.238","-0.97976300","-1.10193767","-0.02300588","-0.63602156"," 0.07477206","-0.26859370"," 0.36701552"," 1.05814728"," 0.35341028"," 0.49448632"," 0.16065004"," 0.50084032"
"M463.049T87.708","-0.78690878","-0.27034492","-0.38278171"," 0.20723350","-0.02420315","-0.32160518"," 0.37844767"," 1.09107843"," 0.29210088","-0.26680378"," 0.03851474"," 0.04527232"
"M651.363T1268.695","-0.4420206"," 0.1470713","-0.2741823","-0.1400402","-0.1778237","-0.5355177"," 0.1471347"," 1.5372753"," 0.3522359"," 0.4081690","-0.3887735","-0.6335283"
"M625.144T814.498","-0.02145749"," 0.56964261","-0.34606080","-0.02229110","-0.19015050","-0.44784761"," 0.45651120"," 1.35603436","-0.53179258"," 0.35288477","-1.02557735","-0.14989552"
"M378.609T1368.205","-0.21274377"," 0.05562390","-0.09342170"," 0.74509387"," 0.86974738","-0.62133842","-0.66341058","-0.42009386","-0.25924073","-0.17970228"," 0.81336991","-0.03388372"
"M1255.613T888.434","-0.38057672","-0.24205484","-0.27935909","-0.29842998","-0.38461747","-0.79215169"," 0.25020261"," 1.30548353"," 0.43127694"," 0.75293982","-0.42489001"," 0.06217689"
"M953.506T1151.909","-0.48329192","-0.13869637","-0.52671651","-0.03374817"," 0.28743039","-0.67106791"," 0.30702528"," 1.26560618"," 0.03889040"," 0.14130642","-0.15318537","-0.03355241"
"M689.274T1192.785","-0.51487574","-1.13263110"," 0.22666113","-0.43221636","-0.01186401","-0.19553945"," 0.25433123"," 0.90815729"," 0.17938691"," 0.54623937","-0.24421159"," 0.41656232"
"M701.195T940.853","-0.4615509","-0.3215139","-0.3394635","-0.4107418","-0.2140958","-0.5536806"," 0.3386028"," 1.4389977"," 0.3890305"," 0.6087250","-0.3167154","-0.1575941"
"M609.669T833.529"," 0.10498906","-1.89826548"," 0.15840886","-0.06688566"," 0.01746077","-0.38597248"," 0.44911918"," 1.09784385"," 0.48588239","-0.23852983","-0.14556549"," 0.42151483"
"M481.1T876.627","-0.4790388","-0.6375877","-0.0227819","-0.6032965"," 0.1454455","-0.5132072"," 0.1941464"," 1.7635437"," 0.1622466"," 0.8805961","-0.2451567","-0.6449094"
"M573.017T749.518","-0.17219584","-0.13617951","-0.49197472","-0.11471102","-0.50305800","-0.17959975"," 0.45230892"," 1.36638933"," 0.23155526"," 0.51418664","-1.01787715"," 0.05115582"
"M587.201T848.147","-0.89144123","-0.68353960","-0.36691559","-0.11741272"," 0.15614202","-0.29667628"," 0.25034817"," 1.22355339"," 0.53735152"," 0.05522206"," 0.06258476"," 0.07078348"
"M429.419T313.767","-0.09032703","-0.23868229","-0.41196282"," 0.08527205","-1.13924612","-0.45857990"," 0.36982028"," 1.36489439"," 0.57456639"," 0.23329497","-0.29953922"," 0.01048930"
"M1223.501T894.767","-0.5111414","-0.2956598","-0.2272382","-0.3563682","-0.2544566","-0.5400886"," 0.4415481"," 1.4425418"," 0.5299043"," 0.2809677","-0.4152791","-0.0947300"
"M1014.419T974.744","-0.92427156","-1.59620513","-0.35482716","-0.34972832"," 0.26519554","-0.03682706"," 0.64400040"," 0.76986383"," 0.79401641"," 0.28587723"," 0.02389511"," 0.47901073"
"M294.469T1200.672","-0.28833507"," 0.19458302","-0.08983637"," 0.46959391","-0.24875857","-0.83736833"," 0.24553466"," 0.44204683","-0.17343558","-0.38592159"," 0.79255965","-0.12066255"
"M1094.116T900.295"," 0.6420329","-0.1589545","-0.5328545"," 0.5084682","-0.7479430","-0.3291307"," 0.1654921"," 1.4450178"," 0.1283758","-1.1195178","-0.3132368"," 0.3122506"
"M383.555T317.319","-0.47711235","-0.44123034","-0.44555958","-0.13671211","-0.07626537","-0.49666893"," 0.40725415"," 1.17765250"," 0.49201715"," 0.15848030","-0.24850275"," 0.08664733"
"M1074.289T1194.304"," 0.16550433"," 0.53279837"," 0.71395050"," 0.78340169","-1.91878856"," 0.27114746"," 0.37863655"," 0.59532365","-0.44646957","-0.08478795","-1.09937192"," 0.10865545"
"M743.208T992.462","-0.56144419"," 0.11720792","-0.42949133","-0.09855239","-0.35376433","-0.32092007","-0.12589074"," 1.10218899"," 0.48119975"," 1.03323416","-0.63691041","-0.20685738"
"M1305.428T315.265","-0.3725131","-0.9280089","-0.1361911"," 0.2737398","-0.7457425","-0.3921709"," 0.4590183"," 0.1148687"," 0.6060738"," 0.4927888"," 0.3288930"," 0.2992441"
"M354.305T750.63","-0.2806308","-0.2057189","-1.7714010"," 0.4107513","-0.2519796","-0.6427809"," 0.8380092"," 1.3174689"," 0.4068433"," 0.3751460","-0.3561385"," 0.1604309"
"M593.857T757.673","-0.34673595"," 0.15912424","-0.14507757","-0.30329909","-0.60781019","-0.44291964"," 0.73962725"," 1.50434532"," 0.21448354"," 0.48018820","-1.26580096"," 0.01387484"
"M569.35T895.921","-0.25314739"," 0.09142685","-0.15518098","-0.41421070","-0.27985449","-0.44258562"," 0.51569965"," 1.42213143"," 0.62199742"," 0.23969154","-1.15784782","-0.18811989"
"M423.224T921.021","-0.18859636","-0.64714642","-0.08598543","-0.04642672"," 0.05418555","-1.56743818"," 0.20842306"," 1.23886732"," 0.42600607"," 0.50366716"," 0.19370915","-0.08926520"
"M325.2T1323.486","-0.28417871","-0.43662794","-0.57966637"," 0.03384043","-0.15211299","-0.32129859"," 0.10463444"," 0.98916159"," 0.46765290"," 0.23015935"," 0.07653299","-0.12809708"
"M417.058T1084.972"," 0.1486905","-0.2895702"," 0.1664154","-0.6057378"," 0.6057028","-1.2374900"," 0.5640977"," 1.5242374"," 0.2774287","-0.6109297","-0.9208105"," 0.3779657"
"M392.288T1179.554","-0.5032137"," 2.0405666","-0.5301055","-0.2652494","-0.2575771","-0.6461433"," 0.0227374"," 0.6550638"," 0.1018728","-0.1089078","-0.3122428","-0.1968008"
"M269.103T792.774","-0.39829895","-0.60422597","-0.36122425"," 0.04501895","-0.61048285","-0.79712989"," 0.36279168"," 1.04969805"," 0.43952946"," 0.60016797"," 0.06149277"," 0.21266303"
"M637.025T106.841","-0.55665378","-0.59707254","-0.04174014","-0.23956374","-0.42829166","-0.53699532"," 0.23231104"," 1.10005803"," 0.40136777"," 0.28209776"," 0.31281518"," 0.07166740"
"M696.291T1183.733","-0.18506617","-0.57669814"," 0.20202008"," 0.15537447","-0.53385050","-0.30279065","-0.06803846"," 0.87939995","-0.17666529"," 0.82671581","-0.58657872"," 0.36617763"
"M334.932T113.331","-0.41472285","-0.33107465","-0.35592035","-0.35392967","-0.21655485","-0.35791555"," 0.38000343"," 1.24709747"," 0.46375939"," 0.22490269","-0.33133198"," 0.04568693"
"M433.784T801.352","-0.212915786","-0.941560908","-0.223645911","-0.380793307","-0.096825896","-0.889993568"," 0.476496234"," 0.977622472"," 0.520221054","-0.005884957"," 0.285934926"," 0.491345648"
"M1197.053T906.963","-0.05417326"," 0.50454852"," 0.81100164"," 0.04792258","-1.43046437","-0.11212916"," 0.27073484"," 0.78640624"," 0.55127846"," 0.75038500","-1.10584218","-1.01966830"
"M1048.557T894.929","-0.29058146","-0.08225302","-0.47966441","-0.68991831","-0.33313893","-0.38798957"," 0.52826795"," 1.42810071"," 0.58419534"," 0.30803151","-0.44193026","-0.14311956"
"M1029.626T1193.853"," 0.20971753","-0.07307716"," 0.15313613"," 0.36450842","-2.93361729"," 0.14756873"," 0.30273705"," 0.75645519","-0.24507756"," 0.53662561"," 0.38071241"," 0.40031093"
"M295.104T156.471","-0.54629617","-0.59000843","-0.67524986"," 0.06428401","-0.19319105","-0.37711419"," 0.43962475"," 1.22451175"," 0.34772493"," 0.30609337","-0.08208374"," 0.08170463"
"M709.191T748.676","-0.100077899","-0.144100820","-0.320359371"," 0.112249345","-0.718578634","-0.026997214"," 0.519607084"," 1.359525215","-0.008558902"," 0.524749084","-1.334348895"," 0.136891005"
"M692.265T869.57","-0.44577427","-0.66250803","-0.02706651"," 0.71076589","-1.31621203"," 0.25819012"," 0.58230044"," 0.69988724","-0.32688104"," 0.25040245"," 0.45774992","-0.18085418"
"M354.093T750.969","-0.1091531","-0.2177953","-0.3178633","-0.1631135","-0.6408984","-0.2096857"," 0.4863719"," 1.2822773"," 0.3238639"," 0.4737738","-1.0903692"," 0.1825916"
"M339.098T806.181","-0.05270867","-0.59204473","-0.61506269"," 0.08245564","-0.02534756","-1.07073258"," 0.34107294"," 0.78056836","-0.19021500","-0.09494813"," 0.63956450"," 0.79739792"
"M377.472T1369.598","-0.02974951","-0.50150726","-0.10781017","-0.09484840"," 0.67286024","-0.97086781","-0.25453205"," 0.31652628","-0.01826820"," 0.07513315"," 0.71615546"," 0.19690825"
"M398.263T1317.762","-0.67270799","-0.55600324","-0.81154377","-0.07491438","-0.12342899","-0.28339474"," 0.50746506"," 0.85770274"," 0.44597114"," 0.29186235"," 0.10884601"," 0.31014581"
"M1095.152T896.897"," 0.09783116"," 0.42100930","-1.95685961"," 0.48936606","-0.12207839","-0.59038161"," 0.28950650"," 1.39885057"," 0.64475746","-1.63907612"," 0.34297308"," 0.62410160"
"M278.88T96.95","-0.55480943"," 0.06897803"," 0.41494647"," 0.40555755","-0.86387894","-0.01604160","-0.57687373","-0.07271475"," 1.08145024"," 0.21213857"," 0.15023591","-0.24898833"
"M309.206T1205.9","-0.542097408","-0.028572553","-0.109558085"," 0.197449666"," 0.003297226","-0.967913730"," 0.234532106"," 0.853153261","-0.112536667"," 0.195864888"," 0.150962012"," 0.125419283"
"M623.347T1299.275","-0.703672195","-0.254258274","-0.356842584"," 0.196350946","-0.120938564","-0.521253838","-0.008193105"," 1.152389955"," 0.298636438"," 0.249478755"," 0.272909916","-0.204607451"
"M1351.748T1120.178","-2.50967385","-0.18242767"," 0.47551104","-0.05027737"," 0.94357800"," 0.01370012"," 0.19605140","-0.13655518"," 0.04117564","-0.28403615"," 0.99895225"," 0.49400176"
"M807.166T938.699","-0.95877370","-0.72893356","-0.12909665"," 0.05372979","-0.27872767","-0.40952155"," 0.55433259"," 1.27917359"," 0.84115063"," 0.03318012","-0.27317910"," 0.01666550"
"M653.828T318.352","-0.45697311","-0.44696452","-0.17877875","-0.34775601","-0.20779383","-0.37132512"," 0.42750421"," 1.20505080","-0.01115199"," 0.27325408"," 0.03170218"," 0.08323205"
"M1103.415T879.391","-0.17194968","-1.23250945","-0.28757918","-0.09609839","-0.19550763","-0.43626470"," 0.43408887"," 1.03779777"," 0.94554680","-0.01305439","-0.15892973"," 0.17445970"
"M997.975T1403.846","-0.56223893","-0.32632924","-0.32202847"," 0.07728823","-0.31928742","-0.43550487"," 0.53106807"," 1.23950220"," 0.44419736","-0.13507763"," 0.11766538","-0.30925467"
"M355.571T782.72","-0.3464660","-0.6903145","-0.5909205"," 0.3170970","-0.5463401","-0.4645767"," 0.1400120"," 1.1103219"," 0.8863856"," 0.4989695","-0.5801984"," 0.2660301"
"M399.202T993.604","-0.66695820","-0.45804005"," 0.08647380","-0.88526740","-0.01268658","-0.89545272"," 0.08158347"," 1.73221855"," 0.95154481"," 0.22500651","-0.31680827"," 0.15838608"
"M1455.479T315.262","-0.27394348","-1.25490751"," 0.09110203"," 0.46163238","-0.67164193","-0.32489109"," 0.60878354","-0.25629857"," 0.52815590"," 0.25968229"," 0.76962103"," 0.06270541"
"M633.572T315.643","-0.35635590","-0.59383582","-0.43726724"," 0.16108730","-0.12792565","-0.59668992"," 0.46032770"," 0.81828188"," 0.55650399","-0.02225034","-0.22305700"," 0.36118100"
"M1039.403T917.165","-0.31918050","-1.46310145","-0.33507357","-0.01387827","-0.25442507","-0.08641111"," 0.19114282"," 1.12146349"," 0.85576355"," 0.21383486","-0.25314391"," 0.34300915"
"M349.186T846.471","-0.47345137","-0.70167396","-0.06397385","-0.07608584"," 0.08675167","-0.79540168"," 0.11558762"," 1.12729130"," 0.36389568"," 0.15836297","-0.08137774"," 0.34007520"
"M1037.324T316.098","-0.472498257","-0.806456722","-0.290114614"," 0.094870125","-0.309070781","-0.489097277"," 0.378791745"," 0.917959185"," 0.468060559"," 0.297664181","-0.004861467"," 0.214753323"
"M609.264T1288.916","-0.825323914","-0.189564594","-0.019896043"," 0.239034716"," 0.503595291","-0.522774964"," 0.008325529","-0.803321361"," 0.287683412"," 0.495258470"," 0.518555750"," 0.308427707"
