"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M153.054T327.036","-0.68745189","-0.08150843","-0.31167547"," 0.27277689"," 0.35460796","-0.72439915","-0.17329591"," 0.06823861"," 0.26808425"," 0.21153037"," 0.72803605"," 0.07505672"
"M714.253T913.384","-0.52975380","-0.97249580","-0.47929863","-0.19275989","-0.06322561","-0.56236254"," 0.47583690"," 1.01751434"," 0.99054643"," 0.12042753"," 0.11187298"," 0.08369809"
"M773.211T817.036","-0.11234541","-0.78677253","-0.03417509","-0.09336339","-0.56098080","-0.52985006"," 0.37115395"," 0.81888719"," 0.60553724"," 0.10114282"," 0.26112898","-0.04036293"
"M589.271T908.408","-0.25384109"," 0.19289758"," 0.02849849"," 0.05124127","-0.25047203"," 0.06125983"," 0.25403040"," 1.10147344"," 0.31867970"," 0.31229041","-1.13141876","-0.68463926"
"M795.27T865.806","-0.75659737","-0.75080536","-0.24667349","-0.09626001","-0.33272797","-0.45147982"," 0.41397385"," 1.01946502"," 0.43261371"," 0.11909622"," 0.13729588"," 0.51209934"
"M260.967T89.826","-0.9295189","-0.6843390","-1.0123440"," 0.2356008"," 0.3081414","-0.1818531","-0.1437427"," 1.1494737"," 0.5017828","-0.1811289"," 0.5242513"," 0.4136766"
"M264T169.106","-0.55214881","-0.49706758","-0.19887194"," 0.12249301"," 0.11002663","-0.03827708"," 0.39872520"," 0.97027176"," 0.52116435"," 0.23011718","-0.98618087","-0.08025185"
"M1095.906T894.31","-0.32514236","-0.70839188","-0.84755103","-0.34404270","-0.20008813","-0.06912423"," 0.40955853"," 1.40260699"," 0.53303873"," 0.22061857","-0.18745362"," 0.11597113"
"M531.306T1586.442"," 0.45115191"," 0.61400225"," 0.59630359","-0.25148707"," 0.46222995","-1.19337560"," 0.62269699"," 0.47448093","-0.06509858"," 0.05893676","-1.89395222"," 0.12411108"
"M891.177T805.681"," 0.02044664","-1.12892673","-0.25693590"," 0.17629777","-0.16392916","-0.46612012"," 0.52791405"," 1.34133616"," 0.40831802","-0.26397704","-0.36378817"," 0.16936451"
"M686.859T66.912"," 0.3359404","-0.6920834"," 0.2707434","-0.4008599","-0.6149534","-0.9273053"," 0.2570086"," 1.2751688"," 1.0137151"," 1.0842198","-2.0061041"," 0.4045100"
"M619.04T106.905","-0.3160582","-0.3915340","-0.3371465","-0.3269241","-0.7540524","-0.4565042"," 0.2018911"," 1.4256835"," 0.3885215"," 0.2099562","-0.5169252"," 0.8730922"
"M625.024T106.841","-0.43778592","-0.34308170","-0.44611160","-0.34728089","-0.87592572","-0.36898536"," 0.19162658"," 1.26406040"," 0.37401447"," 0.19595680","-0.02046991"," 0.81398285"
"M311.065T863.883","-0.06293426","-0.37343574","-0.94826309","-0.10937097","-0.51169673","-0.20397379"," 0.39935744"," 0.97736256"," 0.80557482"," 0.01897598","-0.04109880"," 0.04950258"
"M1327.552T905.478","-0.28515486","-0.13593768","-0.07037778","-0.24709911","-0.76370489"," 0.12040604"," 0.18917201"," 1.16757205"," 0.41138604"," 0.52141145","-0.72635334","-0.18131993"
"M281.049T89.959","-0.22818480","-0.61690341","-0.33324420"," 0.02852394"," 0.14864260","-0.68965077"," 0.33104988"," 1.23631659"," 0.55786969"," 0.53481705","-0.46773064","-0.50150593"
"M631.833T319.717","-0.447923062","-0.253886594","-0.464055590","-0.002445518","-0.287959149","-1.184213924"," 0.695922971"," 0.810162583"," 0.482051708"," 0.467886014"," 0.124938840"," 0.059521721"
"M347.22T1417.181","-0.38793458","-0.10951843","-0.27536350"," 0.08121011"," 0.66772622","-0.47853387","-0.07313760"," 0.91766191","-0.25130570"," 0.07086212"," 0.38450019","-0.54616686"
"M338.088T840.136","-0.2972573","-0.4862462","-0.7778127"," 0.7605410"," 0.1402204","-0.2281365"," 0.3582645"," 0.5871563","-0.6084649","-0.5501702"," 0.4105115"," 0.6913939"
"M644.248T900.496","-0.64505196","-1.02945961","-0.25282138","-0.65304607","-0.21429348"," 0.18458540"," 0.33861333"," 1.16983826"," 0.91573400"," 0.48876892","-0.37704439"," 0.07417697"
"M1028.451T1193.298"," 0.24543793","-0.05526198","-0.12104370"," 0.50235879","-1.65457600","-0.03342243"," 0.02567721"," 0.03209212","-0.06822495"," 0.80734749","-0.14132684"," 0.46094235"
"M889.313T902.886","-0.42059323","-1.18964267","-0.28747025","-0.30054669","-0.31564818"," 0.21560938"," 0.42165670"," 1.18048415"," 0.75254463"," 0.39466348","-0.43345597","-0.01760135"
"M1601.548T315.256","-0.14147390","-2.36818845"," 0.30443064"," 0.49856836","-0.46884948","-0.06958490"," 0.55975011","-0.09121534"," 0.47555323"," 0.31552981"," 0.55331710"," 0.43216281"
"M925.329T1121.023","-2.51176392","-0.23460097"," 0.26184455","-0.06186857"," 0.50748917","-0.04159920"," 0.39456377"," 0.56416378"," 0.24439420"," 0.03392156"," 0.36687748"," 0.47657816"
"M273.314T67.476"," 0.1996911","-0.7714997"," 0.5891553","-0.5591632","-0.8349484","-0.8592301"," 0.2406829"," 1.2629805"," 0.7742366"," 0.8856459","-1.1219152"," 0.1943643"
"M950.337T882.881","-0.89535305","-1.39933465","-0.11590939","-0.36860929","-0.05455110","-0.05310071"," 0.33873596"," 0.90912866"," 1.03022697"," 0.36192032"," 0.14888428"," 0.09796201"
"M487.255T1194.268","-0.69584662","-0.51938399"," 0.24038760","-0.43556482","-0.37562895","-0.23841671"," 0.19515497"," 1.03673762"," 0.09266949"," 0.60606187","-0.25007353"," 0.34390306"
"M559.053T88.871","-0.63603045","-0.40314394","-0.15220710","-0.29014483"," 0.06766352","-0.50512269"," 0.33445964"," 1.22557352"," 0.16813121"," 0.07220366","-0.03513180"," 0.15374924"
"M576.128T818.314","-0.14933240"," 0.03099319","-0.70114075","-0.45238313","-0.65349092"," 0.01305207"," 0.48078170"," 1.51345944"," 0.29223128"," 0.77333249","-0.77561418","-0.37188881"
"M453.016T88.336"," 0.367637121","-0.107592346"," 0.097563040"," 0.119362604"," 0.278925422","-0.112817634"," 0.356695611"," 0.977967553"," 0.274777256","-2.651430889","-0.004946389"," 0.403858651"
"M569.273T895.199","-0.3820411","-0.0198078","-0.1067685","-0.5015824","-0.4477218","-0.2968652"," 0.4519739"," 1.4269332"," 0.5651840"," 0.3260937","-0.7000149","-0.3153829"
"M751.173T317.266","-0.52142060","-0.62809048","-0.52245124"," 0.02257521","-0.19524919","-0.49290957"," 0.40648025"," 0.93492664"," 0.53141472"," 0.28499541","-0.01091079"," 0.19063965"
"M1094.211T893.809","-0.1990847","-0.7492658","-1.0498180","-0.7392182"," 0.3485522","-0.4183326"," 0.3202684"," 1.0445046"," 0.9488945"," 0.4220643","-0.5854305"," 0.6568660"
"M272.963T113.946","-0.48087061","-0.38127709","-0.44138686"," 0.02654981","-0.25502506","-0.26548586"," 0.41963735"," 1.25763147"," 0.47890246"," 0.23095031","-0.35064334","-0.23898258"
"M698.888T1003.439","-0.53597816","-1.44696591"," 0.51610137","-0.38710634","-0.45228873","-0.33880111"," 0.78147343"," 0.78552359"," 0.23582190"," 1.24557073"," 0.08942694","-0.49277770"
"M460.9T65.751","-0.38177730"," 0.27515573","-0.23730478","-0.09521611","-0.05647319"," 0.10214152","-0.65991481"," 0.61574014"," 0.84410437"," 0.85615896","-1.05098518","-0.21162935"
"M279.164T1614.563","-0.69346360","-0.26199789","-0.35440412","-0.06589782"," 0.05251302","-0.62828042"," 0.17523308"," 1.25988294"," 0.44905560"," 0.16253715","-0.13554896"," 0.04037101"
"M549.147T750.744","-0.5986021","-0.5636455","-0.6016704","-0.2692060"," 0.1477079","-0.2680417"," 0.2626054"," 1.1977136"," 0.4218734"," 0.4767353","-0.3250228"," 0.1195529"
"M599.345T1339.232","-1.17238205","-0.48886994"," 0.02112876"," 0.39801195","-0.37192373","-0.27521440"," 0.19475658","-0.40654680"," 0.69099301"," 0.42623162"," 0.93592087"," 0.04789413"
"M568.015T908.774","-0.4740238"," 0.1080914","-0.5546886","-0.2000607","-0.1038511","-0.6996178"," 0.2057823"," 1.4168520","-0.4287733"," 1.2297031","-0.2757746","-0.2236391"
"M1230.792T836.99"," 0.4804940","-1.1257307","-0.3046684","-0.9197502","-0.9131630","-0.4237348"," 0.6446370"," 0.7841101"," 0.7269739","-0.7855204"," 0.3655973"," 1.4707552"
"M722.094T1116.386","-1.95538761"," 0.05781992"," 0.05268008","-0.11225347"," 0.72778312","-0.04570008"," 0.18966345"," 0.76410235"," 0.43078436","-0.01349086","-0.38194628"," 0.28594503"
"M553.051T758.396","-0.51047690","-0.51500376","-0.08855827","-0.08451212","-0.84213131","-0.15086828"," 0.34337610"," 1.14704014"," 0.45246320"," 0.33899977","-0.12417235"," 0.03384378"
"M439.124T894.929","-0.11496657"," 0.24934079","-0.09514126","-0.38338392"," 0.46031328","-0.82933043"," 0.35105073"," 1.34614537"," 0.43784710","-1.93327196"," 0.26518498"," 0.24621191"
"M263.13T940.795","-1.055106565","-1.020578197","-0.311654949"," 0.547921013"," 1.106419579"," 0.626447235","-0.102436594"," 0.495088974","-0.083978146","-0.002900392","-0.081506931","-0.117715027"
"M445.207T780.093","-0.4563086","-0.6418358","-0.7182432","-0.0301850","-0.1085939","-0.4605537"," 0.3208650"," 1.1777048"," 0.4930230"," 0.3833249","-0.1093366"," 0.1501391"
"M631.863T318.629","-0.356309746","-0.641964765","-0.504502305"," 0.186143154","-0.308590525","-0.665781221"," 0.613130203"," 0.846346973"," 0.449393290"," 0.201899282"," 0.001984115"," 0.178251544"
"M246.097T864.37","-1.0059107","-1.0075767","-1.0288922"," 0.4072239","-0.7960023"," 0.5535049"," 0.8899456"," 1.5642705","-0.4888528"," 0.4890724"," 0.1876612"," 0.2355562"
"M843.287T936.679","-0.545905102","-1.281740399","-0.375051210","-0.134874465","-0.230103072","-0.166434525"," 0.511980156"," 1.161489753"," 0.614578596"," 0.440170953"," 0.001682643"," 0.004206672"
"M501.129T722.199","-0.26209482"," 0.22765999","-0.72149461"," 0.04465632","-0.01467974","-0.84838324"," 0.68433125"," 1.33761301","-0.26848578"," 0.54662332","-0.97169608"," 0.24595038"
"M483.129T913.248","-0.95628349","-1.01277709"," 0.01008329","-0.58838178"," 0.12860895","-0.61479939"," 0.79272440"," 1.26093358"," 0.96793066"," 0.26872123","-0.28793936"," 0.03117901"
"M1008.375T923.099","-0.43310833","-1.40154933","-0.23801630","-0.10713816","-0.22436487","-0.16371482"," 0.35175151"," 1.21203963"," 0.61886324"," 0.28735821"," 0.05116371"," 0.04671551"
"M873.638T939.705","-0.26137621","-1.65091795","-0.26951066","-0.07700253"," 0.05621662","-0.24090583"," 0.50230436"," 1.16967937"," 0.73402961","-0.04670781"," 0.13324988","-0.04905882"
"M282.953T93.329","-1.35439854","-0.36394836"," 0.05325235"," 0.06866326"," 0.09810627","-0.39599176"," 0.40808762"," 1.37490963"," 0.05331850","-0.37828169","-0.06981938"," 0.50610209"
"M357.49T758.525","-0.05107331","-0.63999148"," 0.17155151","-0.34629423","-0.51228314","-0.91417698"," 0.53956817"," 0.77500491"," 0.82946838"," 0.13163690","-0.28734913"," 0.30393839"
"M580.327T1046.473","-0.36591742"," 0.00743415","-0.58318070","-0.18492861"," 0.66586872","-0.20617923"," 0.18429238"," 0.45134939","-0.03691889"," 0.47786276","-0.04587799","-0.36380457"
"M447.094T753.734","-0.47608279","-0.03541181","-0.45356758","-0.28833408","-0.48185843","-0.17097388"," 0.68793831"," 1.57682080"," 0.34310765"," 0.10865202","-0.68233702","-0.12795317"
"M804.318T962.853","-0.17002350","-2.66700550","-0.13539555"," 0.24763988","-0.05474478"," 0.20364681"," 0.47272054"," 0.91061169"," 0.76679751"," 0.33190553"," 0.12572907","-0.03188170"
"M611.136T89.266","-0.6730039","-0.9215608","-0.2171156"," 0.1759911"," 0.1495585","-0.7216591"," 0.1290386"," 1.1694569"," 0.3357686"," 0.1848664"," 0.1735892"," 0.2150701"
"M433.777T806.208","-0.30731457","-0.94272309","-0.59553137","-0.26397156","-0.06525247","-0.54950775"," 0.46894579"," 1.01703748"," 0.58198873"," 0.46381373","-0.18429955"," 0.37681463"
"M1045.593T1289.364","-0.5095680","-0.7876734","-0.2776312","-0.3840864","-0.2145387","-0.5100388"," 0.4791555"," 1.0029906"," 0.5509969"," 0.2431364"," 0.1349942"," 0.2722632"
"M501.195T803.697","-0.4699264","-1.3155436","-0.2465028","-0.3822547","-0.0423523","-0.2708781"," 0.4250632"," 0.6868041"," 0.5080586"," 0.4695356"," 0.2098872"," 0.4281092"
"M777.278T1368.015","-0.3129605"," 0.2428131","-0.1030666"," 0.7386718"," 0.7950734","-0.6870381","-0.7836904","-0.2043773","-0.3111256","-0.1574547"," 0.8889949","-0.1058400"
"M630.654T314.128","-0.5805303","-0.7383479","-0.2535905"," 0.1798318","-0.3738907","-0.5054687"," 0.4065051"," 0.7931465"," 0.3850004"," 0.3100064"," 0.1634983"," 0.2138396"
"M625.178T776.712","-0.35783258"," 0.09706855","-0.24104489","-0.36493056","-0.90740748","-0.12641999"," 0.37905711"," 1.27250039"," 0.28510414"," 0.81372802","-0.74716301","-0.10265969"
"M194.906T1368.205","-0.482243502","-0.333222795","-0.483867704"," 0.054310919"," 0.554770836","-0.639919539"," 0.162828874"," 0.916418760"," 0.313813549","-0.005474024"," 0.072480055","-0.129895429"
"M399.065T319.722","-0.5202652","-0.2036349","-1.4317180","-0.2286604"," 0.1729869","-0.4929598"," 0.1025023"," 1.0587434"," 0.6603806"," 0.3480565"," 0.2475855"," 0.2869831"
"M637.18T778.866","-0.15204645","-0.06412398","-0.12762389","-0.08578745","-1.03597394","-0.33046309"," 0.56430467"," 1.26136372"," 0.06659653"," 0.32783436","-0.65964568"," 0.23556520"
"M1462.085T939.347","-0.03842201","-2.00640196","-0.01526562"," 0.22578169","-0.98424347","-0.72401802"," 0.42994996"," 1.40257025"," 0.82376557"," 0.60670137","-0.01141567"," 0.29099792"
"M549.13T89.631","-1.35121847","-0.46331519","-0.38449127"," 0.32975004"," 0.33509462","-0.27299760"," 0.47611459"," 1.26940752"," 0.65664692","-0.58990912"," 0.02742379","-0.03250584"
"M424.907T94.227"," 0.29689204","-0.33074867","-0.52526264","-0.39624769","-0.23692996","-0.74265926"," 0.08090365"," 1.03202353"," 0.22584109"," 0.80698843","-0.54805212"," 0.33725163"
"M311.222T1161.839","-0.240319885","-0.119001953","-0.148540257"," 0.004373263"," 0.146904733","-0.787578168"," 0.114458464"," 1.439054101","-0.015678030"," 0.173269558","-0.518173932","-0.048767893"
"M697.366T1135.904","-0.6196236","-0.3484637","-0.2484441"," 0.3492122"," 0.3148880","-0.8373613"," 0.2710470"," 0.9955726"," 0.3142253","-0.3171334"," 0.4226068","-0.2965256"
"M527.88T66.254","-0.106802263","-0.003335274","-0.014845111"," 0.012263472","-0.040884442","-0.201719779","-0.485461451","-0.977223469"," 1.200942428"," 0.625831754","-0.084948907"," 0.076183042"
"M613.696T886.351","-0.40093448","-0.17909470","-0.22897613"," 0.03218517"," 0.23347462","-0.83466279"," 0.02399229"," 1.10831452"," 0.45916455"," 0.61529622","-0.42789908","-0.40086020"
"M503.141T271.391","-0.749157359","-0.808660121","-0.682889299"," 0.370085978"," 0.354099590"," 0.805946838","-1.277211334"," 0.996357877"," 0.744698907"," 0.331663650","-0.093985598"," 0.009050872"
"M295.616T1235.992"," 0.11393887"," 0.28454562","-0.75799041"," 0.45188058"," 0.78875116","-0.42844541"," 0.14395659"," 0.25757481","-0.05783701"," 0.14324805","-0.02556637","-0.91405647"
"M891.19T804.294","-0.11706431","-0.85614345","-0.30925555"," 0.04452132","-0.29132872","-0.31844793"," 0.57984820"," 1.53697637"," 0.31840428","-0.07314064","-0.43594373","-0.07842584"
"M523.18T894.843","-0.207659373","-0.798327674"," 0.123500685","-0.182855282"," 0.009193708","-0.184200685"," 0.166377434"," 0.918970841"," 0.541870445"," 0.567166281","-1.548165823"," 0.594129443"
"M1224.522T894.229","-0.3597209","-0.2439090","-0.3233022","-0.2799538","-0.2088673","-0.6654802"," 0.5472616"," 1.1976068"," 0.7522766"," 0.3123130","-0.6080496","-0.1201748"
"M315.108T761.986","-0.5585268861","-0.6939935087"," 0.1405630966","-0.6672508703","-0.3303868703","-0.8144138302"," 0.2478343234"," 1.1815088766"," 0.7464420901"," 0.3719984482","-0.0007816642"," 0.3770067949"
"M305.084T1149.057"," 0.03774876","-0.46793601"," 0.19272575","-1.25443957"," 0.12058178","-0.49003601"," 1.05817083"," 1.07528079","-0.28495801","-0.31695408"," 0.21541720"," 0.11439856"
"M291.2T1179.579","-0.5082819"," 0.0522554","-0.2738514"," 0.1642133"," 0.2401605","-0.7466288"," 0.2031382"," 0.6736227","-0.4889882"," 0.4339909"," 0.6490992","-0.3987298"
"M196.925T95.796","-0.61174294"," 0.27174723"," 1.07599073","-0.22510362","-0.30114264","-0.55749785"," 0.20463071"," 0.30334837"," 0.54892680"," 0.01651205","-1.25393272"," 0.52826387"
"M439.661T87.494"," 0.84730592","-0.66807930","-0.13005134"," 0.32598742"," 0.20554364"," 0.10663207"," 0.53764398"," 1.27196024","-0.28598423","-1.74914714","-0.02873259","-0.43307866"
"M471.152T726.342","-0.48075680","-0.49201375","-0.86633192","-0.28079276","-0.14701042","-0.40095963"," 0.51823498"," 1.31063837"," 0.36960807"," 0.22287482","-0.05952515"," 0.30603420"
"M814.836T68.186"," 0.27463939","-0.86677781","-0.05899528","-0.73577343","-0.55116769","-0.91965233"," 0.18450138"," 1.56677053"," 0.94889084"," 0.93956743","-0.89466390"," 0.11266087"
"M322.941T66.374","-0.20014808"," 0.21164277"," 0.27823938","-0.39517674","-0.52581711","-0.11538964","-0.02589946","-0.04372513"," 0.47396940"," 0.72399454","-1.25948277"," 0.87779285"
"M679.277T1051.577","-2.0140545","-1.1458417","-0.2845682"," 0.4332552"," 0.1167623"," 0.7807502"," 0.5080998"," 0.4853068"," 0.3697369"," 0.2828722"," 0.3280237"," 0.1396572"
"M1219.316T833.268"," 0.3287811","-2.4342281"," 0.1864063"," 0.5924706","-0.3467064","-1.1784996"," 0.9006039"," 0.6814272"," 0.5162868"," 0.8670682","-0.8089676"," 0.6953575"
"M413.147T867.013","-1.26191910","-0.18196792","-0.09601349"," 0.35781872","-0.40362346","-0.48229198"," 0.13395775"," 1.43649998","-0.40712124"," 0.92768335","-0.07298882"," 0.04996621"
"M568.907T66.858","-0.1792533","-0.3655102","-0.6478208","-0.3750079","-0.6050257","-0.4226472"," 0.7183729"," 0.8278586"," 0.4927387"," 0.6247007","-0.7933203"," 0.7249145"
"M585.878T68.251","-0.1334954","-0.7865169","-0.1617437","-0.3178911","-0.6034267","-0.5770995"," 0.5252334"," 0.9731270"," 0.7010375"," 0.5823037","-0.6624859"," 0.4609579"
"M265.021T1580.358","-0.01237815"," 0.06249094","-0.24183243"," 0.09896082","-0.06035030","-1.03023424"," 0.67471636"," 0.98269817"," 0.17077343","-0.14062853","-0.50619175"," 0.00197569"
"M633.261T1246.267","-1.68072704"," 0.08544978","-0.19494861"," 0.43886229"," 0.54412695","-0.06327187","-0.14998377"," 0.41005238"," 0.34446010"," 0.18530149"," 0.27201941","-0.19134112"
"M926.629T1192.286","-0.4181098"," 0.8020918"," 0.4166645"," 0.8545178"," 0.8794373","-1.8622039","-0.4848144","-0.7613511","-0.1838924"," 0.1023743"," 1.0767921","-0.4215061"
"M377.162T1630.7","-0.60278699","-0.32843583","-0.22345822","-0.20917005","-0.03175179","-0.55015383"," 0.38668494"," 1.29789154"," 0.57682420"," 0.15069551","-0.10405000","-0.36228948"
"M581.994T88.804","-0.60343580","-0.55271054","-0.73902967"," 0.35805761"," 0.53261746","-0.62407561"," 0.43413467"," 1.22700939"," 0.18262028"," 0.13226163","-0.09510066","-0.25234877"
"M272.073T418.674","-1.42095747","-0.33297132","-1.44177720"," 1.30943403"," 0.53485219"," 1.11096960","-0.24102649"," 0.62593383"," 0.37898116","-1.11570883"," 0.67688678","-0.08461628"
"M203.347T415.048","-1.19999099"," 0.33466499","-1.22201333"," 1.22349672"," 0.19323869"," 1.31096384","-0.76925843"," 0.67285326"," 0.65596891","-0.09154868","-0.15932085","-0.94905413"
"M193.051T918.4","-0.69043965","-0.08277538","-1.22702136"," 0.98948397"," 0.41205527","-1.33202798"," 0.19200588"," 0.70245803"," 0.55989159"," 0.08984943"," 0.27254371"," 0.11397650"
"M237.04T858.99","-2.2134864","-0.9477044"," 0.1083467"," 0.2197359"," 0.2030017","-0.3993035"," 0.6013364"," 1.0264458"," 0.3299753"," 0.3751285"," 0.3680579"," 0.3284661"
"M309.478T1627.463","-0.399256032","-0.444269224","-0.291359569"," 0.003367521"," 0.098690851","-0.848795909"," 0.148479389"," 1.120055040"," 0.441811360"," 0.131686502","-0.055746746"," 0.095336817"
"M369.569T765.536","-0.0958482709"," 0.0022884172","-0.0746344462","-0.7630019784","-1.3060607179","-0.2233703474"," 0.4908420244"," 1.0808340551"," 0.5738037918"," 0.2856502323"," 0.0299228378","-0.0004255977"
"M941.361T940.292","-0.56535130","-1.12596259","-0.23328000"," 0.04627944","-0.28145977","-0.01239987","-0.27215180"," 1.38232856"," 0.80256460"," 0.24914206","-0.02242599"," 0.03271666"
"M427.038T293.27","-0.844787882","-0.936038309","-0.145083135","-0.007377552","-0.414750070","-0.258358574"," 0.094426960"," 1.005129890"," 0.391530631"," 0.368356719"," 0.229377229"," 0.517574094"
"M561.784T1244.889","-0.39754746","-0.03209418","-0.54734346"," 0.73706348"," 0.39721564","-0.42736774","-0.01353454"," 0.28208856"," 0.48211255","-0.11180808"," 0.36663604","-0.73542081"
"M287.122T1390.83"," 0.19812975","-0.26803013","-0.38296768"," 0.03499841","-0.21981571","-1.13153453"," 0.30503564"," 1.24808801"," 0.40823878"," 0.21039453","-0.20940632","-0.19313074"
"M383.058T256.181","-0.56355038","-0.73784062","-0.19098136","-0.40454039","-0.29675057","-0.16021671"," 0.34305272"," 1.55520064"," 0.60267223"," 0.48967910","-0.71972569"," 0.08300104"
"M513.129T730.532","-0.3510584","-0.2075120","-0.1545089","-0.1599026","-0.6779605","-0.2037594"," 0.5319522"," 0.6654946"," 0.7346184"," 0.4735289","-0.7513168"," 0.1004244"
"M684.191T618.708","-1.13390488","-1.13547873","-1.15561453"," 0.88948879"," 0.46051539"," 1.52158608"," 0.19432741","-0.19807930"," 0.88185607","-0.81542456"," 0.05361866"," 0.43710961"
"M417.139T895.562","-0.077095988"," 0.006458574","-0.195194883","-0.429758748"," 0.209165207","-1.352914433"," 0.329196905"," 1.525248242"," 0.548215381","-0.350245590","-0.058900227","-0.154174441"
"M1144.448T942.538","-0.5066286","-1.3831450","-0.3019999"," 0.1028629","-0.3844111","-0.3907842"," 0.5048661"," 1.0315834"," 0.8287486"," 0.1133489"," 0.1533486"," 0.2322104"
"M613.774T885.363","-0.52985322","-0.40765967","-0.29083924","-0.26512746"," 0.22386188","-0.65621253"," 0.36503776"," 1.24543911"," 0.36300447"," 0.29905359","-0.31176461","-0.03494008"
"M1701.804T908.08"," 1.13798212","-1.14994901"," 1.32787802"," 1.12097862"," 0.67941374","-1.25854660","-0.74349135","-0.25674052","-0.68257197","-0.84483714"," 0.05961725"," 0.61026683"
"M1176.528T983.06","-0.7333284","-1.8760790","-0.1885914"," 0.1713626","-0.2081197","-0.1073936"," 0.6897757"," 0.7798099"," 0.7082478"," 0.3425157"," 0.0850046"," 0.3367960"
"M951.397T1014.118","-0.63486442","-2.12578641","-0.26795546"," 0.34131937"," 0.32553064"," 0.07385417"," 0.49120371"," 0.83831925"," 0.52427227"," 0.18183114"," 0.20501779"," 0.04725793"
"M1125.372T909.368"," 0.005674073","-1.720899210","-0.673307861"," 0.260245682"," 0.358512236"," 0.578505561"," 0.205922247"," 0.158180976"," 0.404186149","-0.631314702"," 0.362918406"," 0.691376443"
"M998.841T1404.514","-0.66127993","-0.29015578","-0.70540787"," 0.04651911","-0.03404094","-0.46685716"," 0.43419657"," 1.11926504"," 0.31088759"," 0.16113897","-0.02300617"," 0.10874058"
"M326.961T93.329","-1.2745871"," 0.1188236","-0.3598753"," 0.1336308","-0.0198486","-0.1768111"," 0.5465598"," 1.0758712"," 0.5976664","-1.0314982"," 0.6016381","-0.2115695"
"M435.044T89.636","-0.85613353","-0.44414967","-0.10838554","-0.17737945","-0.24929520","-0.15718732"," 0.32688443"," 1.32165056"," 0.08638432"," 0.04841906","-0.15152444"," 0.36071679"
"M593.545T851.652","-0.25938441","-0.47485904","-0.09531313","-0.04180682","-0.61846799","-0.27498366"," 0.74640580"," 1.10766130"," 0.39872558"," 0.43435743","-0.95781099"," 0.03547594"
"M425.103T1191.927","-0.38455646","-0.43838528","-0.64304450","-0.39028108","-0.09818020","-0.43088574"," 0.42758441"," 1.29965296"," 0.54567030"," 0.33010284","-0.08836551","-0.12931175"
"M389.182T799.355","-0.2450897","-0.2009854","-0.3397291","-0.4757660","-0.3474801","-0.3896367"," 0.2880167"," 1.3595435"," 0.1265995"," 0.7036638","-0.2858990","-0.1932377"
"M260.048T118.657","-1.06122051","-0.27631372","-0.74504035"," 0.52677342"," 0.42103409","-0.09072896"," 0.01592249"," 1.22747915"," 0.44965730"," 0.08661227","-0.06236622","-0.49180897"
"M895.29T938.858","-0.23943905","-1.94455606","-0.15682960","-1.76280683"," 0.34101032"," 0.03697778"," 0.55660506"," 1.27099438"," 0.79760134"," 0.59868727"," 0.40912356"," 0.09263182"
"M403.16T816.749","-0.64228559","-0.69825334","-0.23239280"," 0.26658662","-0.09086904","-0.18519782","-0.42532795"," 0.88566413"," 0.45361740"," 0.31052785"," 0.02188171"," 0.33604884"
"M924.351T839.79","-0.67690845","-1.21367460","-0.20002866","-0.27676118","-0.16846513","-0.09589466"," 0.35240824"," 1.27246709"," 0.74291864"," 0.11981110"," 0.18677862","-0.04265100"
"M395.048T106.9","-0.642722536","-0.555413794","-0.379779623"," 0.023064865","-0.302192813","-0.449908145"," 0.446893164"," 1.276093112"," 0.573759799","-0.016920070"," 0.017207598"," 0.009918443"
"M517.897T66.885","-0.20606030","-0.67019735"," 0.08761755","-0.58376044","-0.79567527","-0.49840393"," 0.21979849"," 1.33698240"," 1.07374956"," 1.07397741","-1.34164671"," 0.30361858"
"M657.169T756.884","-0.399447103"," 0.005948252","-0.168956292","-0.388077136","-1.012987572","-0.022119355"," 0.560375015"," 1.495839526"," 0.307441829"," 0.502427634","-0.904809578"," 0.024364780"
"M691.264T868.869","-0.59165533","-1.03505075","-0.07737317"," 0.66574332","-0.77032594"," 0.21763531"," 0.32168382"," 0.68497681"," 0.09824441"," 0.22983882"," 0.44840516","-0.19212245"
"M353.082T316.368","-0.41481483","-0.45959876","-0.28452883"," 0.02419083","-0.37207005","-0.46178371"," 0.37457822"," 1.15451207"," 0.60936924"," 0.06539376","-0.48815251"," 0.25290455"
"M313.093T320.692","-0.6322646","-0.4783244","-0.4054454","-0.1036896","-0.1566326","-0.4306137"," 0.3158102"," 1.0233021"," 0.5341516"," 0.2213387","-0.1209217"," 0.2332894"
"M692.275T1148.653","-0.57615538","-0.77010136","-0.17494117"," 0.39189596"," 0.26891624","-0.11622399","-0.56174472"," 0.13413355"," 0.57993819","-0.03312193"," 0.38241141"," 0.47499319"
