"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X15.C15.4.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"M226.966T66.762","37106.3199","43639.211","25870.119","34384.9696","27087.456","5727.0263","59326.395","40636.144","32934.746","6850.8792","9559.0669","3840","42465.827","16454.016","40000.4174","24862.3494","9733.5495","40652.9174","44568.976","42179.9034","36356.6843","36475.958","38037.1015","24379.5029","24067.497","4791.1096","46229.0589","15034.7638","5203.5427","13165.026","18752.0978","5380","26380.9249","21733.0869","7990.9313","46746.5246","10849.8947","31844.3526","6961.4495","17000","6872.4736","5832.3362","6212.9323","5060.1705","7169.9992","34151.4829","29823.9549","25789.824","32798.4326","6540"
"M376.886T68.509","12056.0263","26892.4983","6767.6724","33866.5831","16669.7794","19178.069","24864.8559","8063.3167","13403.0445","14109.6041","24642.9534","15000","22929.8407","9812.8559","19661.7428","26662.0313","15592.3197","22093.2705","24336.0033","23823.1435","12073.6516","21854.8089","12736.4144","24579.3602","28751.5113","15212.91454","25770.3087","9476.9382","8602.7811","6775.2465","6966.0953","12300","22921.8483","12257.3997","7894.8254","24428.3178","29030.7575","31515.8035","11069.8579","6640","13587.5788","14837.6743","13924.2033","12637.2533","14492.847","11564.8279","7072.4599","14250.7027","9285.3656","14200"
"M354.911T65.484","12212.5158","24658.6256","6971.131","12249.2511","29774.8015","1970.1045","12480.4014","20592.18","6793.7394","3209.8888","5107.3558","3350","9250.5224","6943.2961","9492.628","11178.4074","3722.4045","8050.0411","9420.84","10763.94","6362.076","10215.8903","8110.2056","9833.43","13391.3769","2932.71111","11990.052","1013.7758","1466.9607","6633.973","8491.6377","3610","2633.0768","3839.4197","4386.6775","9591.912","11766.1146","44125.2827","2922.1126","6750","3595.8957","3396.0832","2980.5191","3603.0389","5785.1773","30342.6383","6393.0712","7975.04","21929.7377","2780"
"M654.601T316.399","10975.2796","788.2467","9476.3108","9460.3739","12086.9343","8562.9532","8763.8085","14996.2267","12927.5783","157.64934","8058.8975","157.64934","6846.3869","15141.2263","12080.9559","7845.3661","157.64934","10115.5688","10284.4319","9395.5266","7572.1103","9647.4871","12470.0524","12231.066","7363.4089","157.64934","10774.9139","9812.8273","8477.3147","8864.8317","9227.234","157.64934","14404.3125","6396.85","10900.2923","13496.9816","8432.3902","11089.9683","157.64934","6030","157.64934","157.64934","157.64934","157.64934","4329.8925","9902.7369","9483.9988","827.1769","5209.9114","157.64934"
"M357.576T759.445","9167.4335","942.4785","11036.4902","3510.8744","11088.6566","5970.4003","7335.6097","14228.34","11658.962","123.0096","6682.9962","123.0096","7312.8097","11046.3481","10051.4498","6272.0586","123.0096","10833.9114","1984.3913","7470.5053","9144.1425","8903.991","14881.6794","6990.7654","6716.6816","123.0096","13939.9082","10267.8452","7124.1359","13387.7554","13619.6854","123.0096","8554.7746","10333.2963","6079.5027","11497.9964","3761.2407","2563.9912","123.0096","7090","123.0096","123.0096","123.0096","123.0096","615.048","8554.0731","8469.9776","4305.1848","8773.3154","123.0096"
"M232.884T96.335","6434.1895","5692.8409","4217.7039","12155.6073","4612.0584","4624.8448","17438.5666","10271.6227","5934.1503","1625.2906","5832.6464","1380","12726.0826","22039.0565","6392.4218","15943.2169","2154.196","5711.4342","6971.1992","8355.1413","4649.4336","11797.054","24255.6973","14825.9778","6182.377","661.02036","15748.6474","5394.7441","2733.2268","18967.1849","4854.0454","732","11234.7808","8077.5277","6699.8857","12300.574","11169.1875","4038.6417","775.1654","8790","1211.9214","1391.478","924.4568","1438.1124","2895.3866","132.204072","5626.4896","6935.078","11796.8317","1040"
"M365.052T459.24","714.5878","386.9429","998.1016","829.4331","2384.8669","1031.1127","972.4013","14373.856","5118.6875","176.0919","14246.5664","577","6392.5795","496.5729","10713.4413","11084.7316","311.831","19953.6305","15345.1673","19598.9229","1002.8502","368.8961","1311.6725","8272.7612","6840.0292","626.37846","30682.2362","5901.6486","7836.0177","14808.9494","14933.6722","176","333.0282","4430.209","32.4","508.0202","355.0628","1645.1381","523.0633","79800","523.4847","194.6196","32.4","176.6267","724.4099","674.7567","1509.1383","107840.7653","63898.4795","162"
"M1081.46T980.936","4334.7547","82.88582","3545.6412","2393.1144","5826.2115","7326.5312","783.5424","9226.4533","6100.1131","509.989","3973.5834","82.88582","7758.9448","9929.3784","5489.2926","8109.3455","82.88582","7465.9241","5299.925","4210.2688","3640.59","414.4291","5631.1681","10062.5106","3882.552","82.88582","17139.7018","4200.5695","7061.167","5144.3644","2796.7797","82.88582","5008.8114","4997.7564","834.2715","800.2077","2995.9942","2610.4182","82.88582","8980","82.88582","82.88582","82.88582","82.88582","82.88582","2831.699","2801.8872","4157.8577","7845.0532","82.88582"
"M271.021T88.704","7388.636","7980.4796","14366.8904","14052.2878","5701.7433","20121.4355","7033.6475","10504.1454","7958.83","42.4537","15541.533","42.4537","6802.5419","9143.9926","17903.6207","9854.4995","212.2685","8812.712","17639.6623","10048.902","12714.6797","9945.3504","14506.2794","5116.995","7067.7763","42.4537","11504.6225","6878.7084","16780.811","9946.4612","16911.71","42.4537","6774.4313","7320.6089","20891.2852","13951.7756","6892.3737","17617.8614","42.4537","4320","42.4537","42.4537","42.4537","42.4537","14444.8721","15462.3981","15601.7664","5568.3005","9333.0137","42.4537"
"M968.386T889.852","6188.6871","338.6541","6102.3406","4490.7305","7915.6121","8489.6658","13261.204","12051.9115","7628.4977","67.73082","8858.8761","67.73082","8821.7737","7119.1627","11746.826","22318.3307","67.73082","14013.6876","15247.4304","19090.6067","10712.7383","6915.0318","11545.0039","9959.9908","4981.4433","67.73082","20897.0631","11879.832","11512.0502","22861.161","19104.336","67.73082","18019.0674","15864.5088","6375.1593","7038.1406","5478.141","5713.8481","67.73082","15500","67.73082","67.73082","67.73082","67.73082","1328.3103","9449.928","3711.6071","57363.9263","69146.0511","67.73082"
"M593.686T850.456","2178.5474","8677.0972","2790.7809","6447.616","2391.1932","7342.5531","10164.0009","15495.7177","5292.8658","166.0978","8548.5641","166.0978","1446.981","5711.5406","4506.5003","5332.0374","166.0978","3559.5877","6799.811","5590.54","4398.8918","5717.3334","3115.0847","3721.3916","1654.538","166.0978","7254.005","7735.9394","10293.1453","6111.1558","9009.2055","166.0978","1692.518","3162.655","166.0978","8833.6133","830.489","5426.6346","166.0978","3230","166.0978","166.0978","166.0978","166.0978","17538.1103","1228.541","3937.6703","3139.4837","5578.8534","166.0978"
"M485.879T65.637","3640.7296","2139.2769","3180.4018","2955.0667","4075.7183","262.9531","3961.3413","3263.512","2698.9037","584.2077","35.19606","182","3106.4777","2881.6368","3109.8259","3524.8242","35.19606","3452.1259","3170.3582","3598.1416","2999.5435","2279.1128","3520.1408","2755.8349","1071.9153","901.05824","4142.9202","1149.988","247.3831","3191.0814","3799.0145","35.19606","35.19606","1875.0591","887.0043","3721.625","2224.4485","3336.3382","202.866","2730","530.6719","35.19606","175.9803","570.9007","35.19606","5350.2973","2758.3813","3037.2349","3986.8508","35.19606"
"M393.139T1190.101","4837.5917","4612.3396","3835.8073","12670.0349","7599.05","8528.1476","8858.1333","5630.5423","3844.84","495.732","7926.8103","48.18922","8140.868","2795.1232","6068.3107","8023.9433","488.8826","7139.9412","6899.3423","8339.9633","637.7388","11565.5566","8929.1495","8289.7508","12225.5179","48.18922","6059.2423","1622.5434","612.2739","2437.7616","2349.4323","443","11642.8305","2872.7428","7841.5326","7283.5901","16044.1815","14115.9363","658.259","495","441.4485","240.9461","48.18922","872.4246","8267.8474","13790.0476","5640.4917","19819.7539","5110.4657","672"
"M560.75T1181.655","14959.4817","233.707","9992.7297","8848.3345","12095.3802","6673.9004","11879.0135","2517.296","11383.0459","178.8464","8498.7474","150","8867.0174","9087.9664","10856.5309","7455.0016","18.169482","9566.8222","11031.1709","9784.8937","11694.4541","6890.616","12102.9397","12314.442","8628.9849","90.84741","3092.2424","4743.2266","4893.241","6967.0557","10056.554","18.169482","8968.2122","6841.8756","8321.9614","10476.5876","1562.8052","11794.9273","18.169482","2710","18.169482","18.169482","18.169482","18.169482","5955.4195","5895.0724","21658.9734","1847.968","6070.856","18.169482"
"M1221.323T833.787","6141.9943","196.3649","6352.0938","423.7894","1574.6985","1643.6477","10152.2454","11482.9867","5050.2852","32.0581","7024.172","285","7168.2296","32.0581","8947.5547","2765.0322","32.0581","32.0581","3983.6426","4767.4988","6071.3704","32.0581","5273.344","4185.5103","248.2679","32.0581","616.3652","12897.0337","2509.064","2018.6921","7012.8459","32.0581","576.7548","4590.7181","1100.4464","2705.7953","1253.9707","1712.8652","240.5068","32.0581","32.0581","32.0581","32.0581","264.7383","3833.2558","7206.1194","1157.3218","160.2905","32.0581","32.0581"
"M1091.545T907.712","12116.7883","6375.822","6915.2886","8059.4176","8566.0626","13741.9201","10029.7272","15104.2892","17830.6317","41.64794","9970.2313","41.64794","12937.8783","11112.6434","8684.3816","24433.8859","41.64794","9903.0288","8160.3249","9782.9939","8846.8036","8808.4949","10954.9724","10872.0469","16165.5883","41.64794","12651.0972","8385.9965","6785.8033","8376.1185","7502.5373","41.64794","9854.0537","7898.3053","13516.8968","6837.5459","13568.1173","10399.202","208.2397","7390","41.64794","41.64794","41.64794","41.64794","4501.8916","12473.1064","21129.2914","8205.7681","5708.3518","41.64794"
"M505.029T765.672","16597.3104","10655.5822","16693.347","26092.6512","27814.7881","8765.444","11469.8544","20781.6502","18085.408","40","17364.8262","904","16764.9432","21083.855","8950.3001","18735.0052","379.946","9125.7715","18187.4534","29047.5222","9241.9007","8075.4882","7424.4301","17854.3857","5072.0895","40","21053.3721","18330.226","13845.0033","15250.8444","24231.7538","200","23275.1064","20050.3197","8695.6179","17776.5714","12829.2142","30145.9671","40","8630","40","570.0155","291.2578","246.6859","19942.7891","8056.7513","12362.674","9189.488","7335.9289","678"
"M1035.367T890.845","3989.7962","187.4312","1964.5037","2050.9146","3491.2747","2556.537","5493.4162","7184.5233","1904.3935","29.91442","3087.7938","29.91442","4113.6141","3286.2173","4246.0399","6170.0993","29.91442","6193.6514","6347.4145","4668.9739","3966.7472","2006.3687","3980.0153","4271.6448","4817.7568","29.91442","10477.2994","5427.7302","4813.8763","7738.289","5633.6523","29.91442","6576.386","5621.6638","2090.0134","1305.9078","2339.5329","2038.6656","29.91442","4810","29.91442","29.91442","29.91442","29.91442","149.5721","6069.828","1558.585","13892.1953","18744.5929","29.91442"
"M997.983T1402.716","9340.9334","6765.0711","4817.4616","8620.178","5274.8027","7369.4006","9502.9404","6843.5987","6934.9255","213.625","4209.6056","141","8213.7864","6810.0417","6024.6595","5974.5552","28.2","7506.1523","9665.7343","4956.7714","3174.7168","7980.0645","10512.8311","4798.6391","2852.2527","28.2","9498.5257","6134.552","5834.2291","3480.9386","2484.314","28.2","9793.1306","9846.7099","6622.0796","7430.5257","7873.2166","10859.9013","180.2934","2540","151.2237","28.2","28.2","28.2","5065.0186","8091.9663","7101.9469","8210.5779","8644.9992","28.2"
"M294.449T1192.192","18314.0187","10511.7213","12422.3619","28342.0395","24067.1221","16652.457","16183.4039","9775.3083","8108.8177","23.8227","19364.4558","23.8227","26406.1956","9803.6038","12415.4788","21386.2775","23.8227","19096.7103","20061.1878","19278.1609","12916.7323","21959.9628","19310.4233","22791.2183","26100.6365","23.8227","11310.8994","8822.0185","3765.9403","7337.642","8703.6399","23.8227","24703.9279","8333.8319","17461.8088","13163.3384","26545.9907","23806.4722","119.1135","6830","23.8227","23.8227","23.8227","23.8227","10555.6691","26739.4577","20616.5714","35925.3714","13619.461","23.8227"
"M968.386T926.242","8712.6541","1019.2446","11776.5838","7655.6628","11473.8277","12324.8007","7343.986","20082.1184","8979.2802","44.4","11939.9754","44.4","11665.1579","13102.8314","30720.2997","18993.2756","44.4","22946.5641","22023.196","42800.1144","24207.9292","2986.1183","35977.6258","16107.2417","7695.9853","44.4","20456.6659","22335.976","24896.4783","30295.0794","16626.8602","44.4","17866.9128","24887.2187","13066.443","4532.3807","10727.8962","10155.5571","44.4","47500","44.4","44.4","44.4","44.4","502.8289","11463.3429","8837.2694","225013.3652","240730.3523","222"
"M665.091T89.18","21034.896","13554.9465","5960.7953","23144.7612","24215.88","20025.7857","23783.2631","31080.048","8197.5904","228.33566","20596.4694","228.33566","15471.4337","9011.0629","19793.2198","20638.6232","1141.6783","20447.0971","20742.5039","11886.2987","7695.128","11199.2431","22373.252","15871.1655","25566.6293","228.33566","20854.48","21666.8662","21860.3608","11702.0871","3288.1137","228.33566","20635.3194","11864.2109","19368.4493","19618.6023","21195.6319","11226.219","228.33566","2270","228.33566","228.33566","228.33566","228.33566","25204.1908","1898.1115","31848.1067","6609.3019","6910.2569","228.33566"
"M565.054T1199.484","4288.7561","3453.2244","10528.2648","9749.936","6047.3719","6052.2571","7120.1587","3967.6962","3226.5454","265.6693","12512.0549","28.56374","4957.119","2836.8299","4829.032","6773.6011","28.56374","6368.9009","5989.2237","6026.3585","3949.5749","7273.6413","6152.9362","5982.3133","5609.4729","28.56374","8671.9006","3620.1279","2259.9043","2880.1931","6169.7826","166","3457.5398","1996.3379","7463.8338","5467.4512","6923.2438","9175.3572","166.3013","2960","28.56374","28.56374","28.56374","142.8187","18923.5471","7115.8803","5296.1357","5846.9465","4810.2851","269"
"M433.261T1293.176","1584.6994","3040.7168","4216.4635","5871.3232","1948.3938","3163.8525","1727.0382","1030.2271","1254.7947","31","9940.2913","488","3052.552","581.2638","1900.4965","3410.5807","31","2754.7062","2447.9588","2723.028","1817.5012","3471.1071","3203.59","1533.9922","995.0926","347.88102","2751.7651","195.3139","639.3883","1305.8758","2057.2778","518","2840.476","916.3673","3128.0437","1398.9191","2444.0181","4718.2065","31","155","31","31","31","31","15337.8048","3846.7952","2254.248","4408.0579","1758.304","31"
"M491.208T833.798","8754.8421","3716.8317","6966.2425","4778.1789","9537.931","9068.7056","6616.0787","20686.4925","10346.5849","41.59924","4286.4937","41.59924","9146.8985","12768.1513","7504.3392","10143.2611","207.9962","8214.7476","9799.5071","11354.7269","12219.0575","1027.2504","15294.7845","8009.1175","9112.4206","41.59924","9097.8775","12899.9582","7673.4171","13456.1004","15930.1328","216","12180.0068","17652.7629","6154.2192","11072.8124","11958.7754","12000.0664","232.4374","6630","380.7191","495.4504","41.59924","255.4546","2436.6333","13289.8037","11509.0911","8961.6257","7702.6048","231"
"M728.286T863.521","6375.6552","717.8879","8485.5053","11807.172","12210.0427","3671.8944","10790.8325","18845.3509","6486.7527","42.60188","6477.1067","299","6429.3534","14854.6119","7506.7472","7887.4537","213.0094","4691.1748","4010.7585","7884.4238","9349.9585","7872.2223","16665.6834","11893.5713","8499.1059","42.60188","15980.9311","9478.0269","10189.3955","19337.9324","9158.8216","42.60188","25043.169","25044.524","5499.3863","8281.0133","9041.3007","4564.455","42.60188","5870","42.60188","42.60188","42.60188","42.60188","414.2274","13621.283","6636.4156","4187.0269","13109.0266","42.60188"
"M309.551T1628.43","12000.8359","12945.9135","12444.1907","13771.7674","11004.1737","13098.6529","11518.6128","12133.41","11567.7133","8690.8576","15495.7503","8450","14369.2175","6360.8076","11514.315","11331.5848","8417.2559","13789.9359","14762.2828","15104.3804","14997.3838","18196.9326","15945.0527","15572.802","14442.891","3035.26628","10678.5757","10829.6209","12671.897","13430.5289","12308.1571","9880","5226.6162","14656.4473","15505.8555","15022.0689","16785.441","12764.2188","8196.3187","14700","8097.4536","8922.1289","7529.7938","10457.7573","13098.7783","12308.7298","13660.1474","10679.3235","11416.6571","10200"
"M648.179T1162.457","2651.3234","7226.2005","2740.4964","9973.3487","2254.9562","4391.0013","1281.459","824.9307","431.5264","86.30528","5073.4418","86.30528","9341.5688","842.2972","875.7188","2852.2895","86.30528","2404.6338","1018.102","1663.84","1973.9607","13251.5537","3375.5751","1694.0843","5246.4652","86.30528","2467.2906","3456.7026","1024.7168","775.3842","628.8285","86.30528","2337.6826","1610.5876","2433.0383","4477.5944","10365.6837","12126.876","86.30528","2040","86.30528","86.30528","86.30528","86.30528","8757.5358","8919.1066","5515.1486","7181.3018","2722.45","86.30528"
"M391.123T699.402","8895.0803","33.9606","6014.7642","3839.0855","7343.2347","9957.8149","6277.8353","20563.6373","15804.1794","33.9606","2000.837","33.9606","4294.1409","9431.7036","10481.5507","2647.6593","33.9606","7373.3191","7256.0116","5964.6764","6899.5112","4205.8625","18101.6744","5948.0256","2751.8405","33.9606","5826.67","6168.5723","3211.5653","13842.297","1679.7041","33.9606","17922.0152","20963.216","2844.161","4948.86","3893.2635","6178.1713","169.803","1800","33.9606","33.9606","33.9606","33.9606","182.8317","13707.4139","5595.7977","1234.946","3909.1737","33.9606"
"M538.221T942.724","2504.8974","40.71912","1827.6536","3200.3721","13568.3342","7923.4891","3958.1493","6385.8074","5231.0478","40.71912","5399.7343","40.71912","5782.9285","4464.0698","6064.3916","10785.1555","40.71912","5858.1673","5953.7512","3219.3219","3531.6622","962.1032","6033.9307","10159.6796","5001.6677","40.71912","14146.6493","3767.2957","4214.1432","10683.8564","6450.4085","40.71912","12201.005","5999.4845","1284.4914","1635.2865","2008.3462","2936.0008","40.71912","8070","40.71912","40.71912","40.71912","40.71912","203.5956","2607.3644","995.7179","13844.7158","6646.9299","40.71912"
"M969.4T973.77","3788.4711","707.7655","6688.7909","2333.8738","12261.3158","7918.0348","4087.3637","7664.3307","3909.9005","30.99434","6666.5698","30.99434","10808.2324","8425.27","7365.6141","19667.394","154.9717","7949.5071","9083.1502","11850.8432","6519.6113","1237.5934","10927.4862","3723.2992","4684.2757","30.99434","18188.273","9805.825","10996.8446","17056.079","8559.8948","30.99434","9447.7539","11659.4269","2999.1516","8665.0428","8709.1254","7614.2377","30.99434","16700","200.9304","429.6375","30.99434","30.99434","2339.4696","6576.1945","8288.0397","18602.9958","19765.1095","30.99434"
"M333.135T1582.426","9158.4127","15008.2087","25266.8109","15196.56","21258.6232","19676.6475","8584.68","14289.2884","15174.0343","10853.0237","17411.3695","12400","17657.0063","15607.5184","11349.9254","17456.1594","12027.2827","18316.7781","18451.2517","19884.354","29581.8763","25472.1133","27615.9572","12564.7036","7891.011","4700.98722","14185.6237","15600.7011","10226.125","13117.0886","13753.9555","9780","14955.0653","17081.0612","13504.4","29259.2654","19200.5301","16315.4925","10878.6387","67100","10362.1987","9972.3533","10139.6714","10237.1047","19852.2598","16786.1533","9901.1077","12137.2668","6581.2757","10600"
"M377.181T797.379","7236.1475","2080.4962","9498.784","4268.4528","12013.7506","7799.9083","9858.0116","14467.8178","7409.1173","262.74","6421.4905","52.548","12421.0754","6651.5657","5445.348","8393.3079","52.548","10974.1333","8686.49","8534.9536","11749.1529","6518.1562","7160.9963","8803.2075","8827.4796","677.55137","11489.4316","9733.3656","7478.1491","10953.0155","9761.2275","52.548","9556.029","11756.2854","2726.2413","5573.8425","6968.8406","13981.4831","52.548","16800","52.548","52.548","52.548","52.548","2708.4385","3954.2996","10074.9813","6479.2312","25938.2736","527"
"M369.388T763.979","10099.3961","3092.828","11933.0608","10386.7211","6418.9298","9010.2714","8737.1531","14922.9173","7327.9513","430.08582","14326.8211","430.08582","10031.7909","3959.8642","5828.3156","11091.4713","430.08582","7860.9476","9843.6136","4960.3442","7810.6933","9752.8819","10267.617","5749.4802","2150.4291","430.08582","7397.3498","7919.7094","8212.8279","8796.0453","11105.103","430.08582","4527.0635","6333.1032","13022.0235","5812.0822","7730.6802","12663.333","430.08582","6230","430.08582","430.08582","430.08582","430.08582","10818.9185","9814.0735","9595.4027","6005.2539","9553.0272","430.08582"
"M869.826T1310.173","7490.3373","3913.3107","7783.2443","2216.7619","6253.5332","3483.3921","4242.7619","7552.6736","3186.9404","586.3082","1823.4998","21.2","2832.087","1979.2222","7584.175","2156.3278","593.5629","6347.4244","3386.7613","5917.571","5174.2573","3991.1819","9492.6533","4231.6099","2923.0367","21.2","2088.418","3987.7315","3512.7791","5385.5242","3927.0564","106","9132.7167","5380.7676","1686.1851","8025.5567","3815.4145","8496.082","21.2","4160","21.2","21.2","339.3245","21.2","3854.8887","7068.651","5717.8821","999.2651","2521.8496","138"
"M870.809T67.494","27497.0953","3357.3266","19667.4148","2077.7206","2743.8313","37.6","3228.8832","50832.708","12066.9935","195.7035","490.8087","37.6","2519.9823","18123.4404","2385.2956","1971.9031","1068.538","3118.7878","1734.1003","1476.4789","11847.7648","4419.9563","28262.376","1666.3024","855.974","37.6","4780.291","4946.9946","10156.2945","16420.1318","29414.3547","37.6","340.2416","9437.1218","999.2483","2502.0962","358.0339","4302.5482","37.6","17500","37.6","37.6","37.6","37.6","37.6","7841.4308","40002.6893","5605.1169","19277.1278","188"
"M698.032T993.076","45052.736","15825.2661","39624.9513","9694.664","57815.2422","51459.7184","18611.5972","38490.836","24628.492","131.2","32734.8633","131.2","16400.0648","18389.0721","32453.3357","34678.5994","131.2","56048.3792","42604.5691","38870.7441","42229.2501","27964.8922","41657.8015","41260.8673","27849.7114","131.2","90247.5776","29689.0791","26356.4421","33615.3055","14926.3283","656","38315.0945","28754.056","148056.4172","55886.9043","34984.1082","82646.6339","131.2","40200","131.2","131.2","131.2","131.2","32993.4105","40864.6629","45642.2271","36712.771","13426.15","131.2"
"M1161.526T895.081","33846.6499","20235.8355","139326.0286","142099.7916","43442.828","121165.9463","94580.0431","50164.2872","45758.2128","370.8398","92162.8344","74.16796","32020.6735","77018.1395","40437.6311","44647.1249","74.16796","52690.3769","55918.2743","60246.6283","55205.4305","81409.3899","61751.3426","30317.1003","28014.4663","74.16796","72154.0098","62853.0706","87981.711","58434.36","63602.9184","74.16796","26701.9481","33413.0763","28964.8161","45043.3648","72692.9845","105667.7893","74.16796","53300","74.16796","74.16796","74.16796","74.16796","117792.7996","52538.2592","56017.7962","16028.7902","44347.2537","559"
"M267.123T922.071","2393.395","1508.3948","2527.2285","4180.8096","18300.6942","4742.7926","13579.8481","2643.8128","1172.3132","41.63674","5630.141","41.63674","12950.424","3810.6258","4744.1145","5934.9259","41.63674","4211.2143","4894.4016","5253.6657","5114.6147","3047.6816","24780.6764","12062.036","4857.5488","41.63674","1510.0078","3468.5522","1822.4121","5727.3355","3840.4254","241","12575.8824","5177.2252","883.9303","41.63674","3735.275","5468.8096","41.63674","3180","41.63674","41.63674","41.63674","208.1837","353.3708","15063.0586","3980.6663","3355.9636","327.1728","41.63674"
"M724.387T1161.184","15603.9617","14719.1297","43233.7734","35791.6293","10988.8685","39875.1668","22062.8776","9320.9232","14311.4578","32.5654","73275.786","32.5654","41432.9327","17154.5188","6806.6329","42430.9509","32.5654","12698.2632","13554.0565","11178.4602","18135.6221","53309.9312","24033.0551","21099.1582","28555.7004","32.5654","12716.0733","19337.288","4359.9579","21814.4514","10795.9656","32.5654","15706.347","15031.6764","32182.3613","41918.8544","49209.2966","65155.6083","32.5654","11400","32.5654","32.5654","32.5654","162.827","96910.9443","39676.9878","22835.9053","28275.7828","25488.284","32.5654"
"M353.375T752.597","7300.2686","2850.483","729.9961","7425.8472","17397.9395","6958.1531","145.99922","9546.0765","145.99922","145.99922","8445.0009","145.99922","8518.5183","5439.4783","3174.1678","7826.1084","145.99922","7269.5008","2661.5543","20538.4025","145.99922","3816.8063","145.99922","5194.7769","2682.4583","145.99922","5135.3506","10965.5084","10117.672","145.99922","9090.1801","145.99922","4788.8351","145.99922","2803.6562","3757.1291","8068.7578","5085.7383","145.99922","6150","145.99922","145.99922","145.99922","145.99922","145.99922","2570.6461","4420.3406","3564.7924","11250.4188","145.99922"
"M266.946T113.686","10983.0256","10882.0743","16308.5563","19581.4254","12311.5974","12915.9256","20298.304","19844.0662","12392.886","1054.77384","21441.56","1054.77384","14251.314","14299.968","16967.1639","16073.505","1054.77384","15120.413","14967.9713","17687.1981","15594.408","12954.816","15649.37","16754.6507","9584.235","1054.77384","21410.244","17366.5255","15027.7563","14855.0887","19284.1546","1054.77384","7073.6629","8269.2648","15270.354","15186.6316","17392.8601","33126.1952","1054.77384","11400","1054.77384","1054.77384","1054.77384","1054.77384","32844.8484","25957.3175","15499.8729","7256.7882","5273.8692","1054.77384"
"M696.3T853.355","3327.1346","1229.3305","2968.6053","2934.4683","3026.0693","3408.1742","2982.9945","8267.0147","3126.2271","47","2392.8058","47","3686.167","4550.9621","5505.6849","4583.3126","685.5419","3742.666","4191.3096","7336.5647","1970.6832","1673.311","6605.1186","6251.4455","4222.8553","47","8914.7002","4627.8405","6708.5454","7380.3463","4903.5217","235","5731.9072","5956.511","1597.8572","3179.2192","2127.8738","3286.9958","47","8800","733.335","47","47","47","2005.3377","2553.6681","4018.3436","5903.8241","9342.8835","47"
"M1007.373T920.82","8461.6406","1130.7998","8196.6557","6758.8847","13386.8509","13906.3529","10065.9558","23591.6873","9029.4122","403.5145","16810.209","62.0191","9638.3985","14017.655","13280.0594","14160.2162","62.0191","12582.1462","16023.1182","17704.26","12674.5004","5904.2331","13844.5125","14186.5539","13801.6723","62.0191","25041.0357","15058.0314","17096.4066","17603.2923","15563.9207","62.0191","16248.9202","16596.8116","5189.1417","5571.61","8571.1282","8923.1404","62.0191","25700","310.0955","62.0191","62.0191","62.0191","602.1128","10509.1509","6991.8711","13145.1658","16022.0488","62.0191"
"M589.773T907.878","60865.3912","114588.062","118028.988","107300.7977","91911.0528","76764.5313","91573.5197","83433.9499","178181.8569","474.8337","80925.0216","1310","74269.0376","72349.2","140160.4917","194454.8342","431.0503","136053.76","88456.5457","132472.8464","103374.8895","164343.062","142735.305","103645.2524","70932.2823","447.34922","221887.7712","80373.78","87674.1509","89391.4618","140428.3697","240","25150.4927","47699.5913","181160.4944","136868.4","63964.5408","172785.2657","48","10200","691.9151","1538.153","684.2191","1459.4525","151675.9933","299438.8663","144324.126","28826.0339","85163.7365","261"
"M387.165T771.864","11021.12","5959.5744","26676.8352","23532.8793","15077.4777","9607.8538","25638.2453","28953.6652","16258.2257","1191.91488","10987.4722","1191.91488","11796.3615","22465.7477","20661.1293","12641.6428","1191.91488","12310.9068","11178.514","29457.0495","9813.158","17176.1545","21997.7333","23661.1098","10499.0667","1191.91488","35868.9724","13683.0341","14402.4957","19175.678","32826.6074","1191.91488","7587.4055","9927.761","8517.0256","13591.8965","18407.6667","19628.0958","1191.91488","15900","1191.91488","1191.91488","1191.91488","1191.91488","20545.1532","8842.6472","11489.841","8682.9033","13980.1855","1191.91488"
