"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X15.C15.4.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M636.318T1109.802","11925.9482","10475.5125","44140.2085","11413.0352","12518.3698","11002.8509","27750.7533"," 7001.2265","13497.6067","  442.8605","57183.8400","  224.0000","43031.2800"," 5976.9309","26436.5100","40323.7059","    0.0000","30484.9907","37711.9093","39431.2387"," 6570.2628","39373.1936","15316.4301","42831.1003","17047.7607","  466.9710","37120.4680"," 5946.4267"," 4102.6922","12556.6197","30069.2461","    0.0000","33953.1980"," 9828.8363"," 5449.7406","23002.9470","16818.7016","24846.5972","    0.0000","11100.0000","  309.6008","  415.6043","  338.6568","    0.0000","22326.7666","42464.7655"," 7136.3179","66927.9561","51790.3781","    0.0000"
"M453.035T765.753"," 6484.2523"," 5512.0410","20248.9062","10641.1928"," 7643.2718"," 8239.7211","18939.8362","11469.9420"," 7217.3147","    0.0000","15451.2896"," 1320.0000","10209.9411"," 5262.8964"," 6208.0104","15003.3780","  332.7641"," 9965.4816","11754.8731","11217.6532"," 9019.1190"," 8618.2964","12096.7280"," 9019.9971"," 6326.6791","  770.6578"," 8273.1350"," 6816.1600"," 8254.5804"," 9515.7700"," 9079.4782","    0.0000","12422.4263"," 8483.4179","10700.4917"," 9278.8000"," 6987.8137","18996.1954","  932.1288"," 7760.0000","  592.9143","  498.3185","  465.3911","  277.2315","14736.5767","21775.5200","13474.0875"," 7803.1226"," 7729.9530","  533.0000"
"M329.089T195.942"," 7806.4451"," 2006.4011"," 8122.6920"," 6270.9860"," 9341.5560"," 6894.1216","13531.8086","14432.2522","11636.4291","    0.0000"," 5526.7987","    0.0000"," 7605.7451","10005.7141","10013.5757"," 9018.4783","  316.4876","11365.4107"," 9131.4710"," 8837.8385"," 5203.5042"," 8600.2784"," 9740.0941","11133.6889"," 5911.1396","  243.4443","16432.4184"," 7295.7108"," 4588.3611"," 7281.5064"," 8754.2571","    0.0000","10978.9057","10112.1193"," 8250.5039"," 8567.9703","11539.9050","13676.9801","    0.0000","27200.0000","  249.2257","    0.0000","  330.4590","    0.0000"," 4639.5260","15755.0965","11532.7277","11305.2447","18745.4693","    0.0000"
"M723.445T946.073"," 3419.8384"," 2091.2158"," 7161.3094"," 2926.6821"," 2574.7454"," 3186.3230"," 4594.3652","    0.0000"," 2653.5426","    0.0000","    0.0000","    0.0000"," 2300.3113"," 1454.2896"," 4971.8677"," 2944.7612","    0.0000"," 6055.9673"," 6373.7512","    0.0000"," 3851.0565","    0.0000"," 4042.9028"," 3795.8104","    0.0000","    0.0000","    0.0000"," 2685.5889"," 4637.1328"," 3292.6828"," 1989.6911","    0.0000"," 5610.0282"," 4254.4088","11788.2563"," 2284.0846","  535.0757"," 6039.5151","    0.0000","24700.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 6489.2437"," 5762.4404"," 3725.4380"," 3903.2249"," 2895.0577","    0.0000"
"M873.774T937.9"," 2898.4184","    0.0000"," 1540.8789","  685.6229"," 5485.0082"," 2621.6821"," 1280.8471"," 4465.9330"," 3267.9958","  209.6753"," 4291.6098","    0.0000"," 4209.6425"," 1957.2498"," 1608.8574"," 1908.1225","    0.0000"," 3065.5127"," 3129.9962","  630.4350"," 2750.1129","    0.0000"," 3080.6673"," 1770.2368"," 2199.2318","    0.0000"," 7723.5681"," 3103.8313"," 2646.5839"," 1318.8320"," 2723.3314","    0.0000"," 2536.8506"," 2357.3100","  906.1581","  159.2414","    0.0000"," 1112.2756","  552.8338","13100.0000","    0.0000","    0.0000","  210.8030","    0.0000","    0.0000"," 2911.1865","  420.7148"," 2480.7848"," 6870.0916","    0.0000"
"M960.832T69.273","15846.6446","  947.5331","12362.1685","  854.6635"," 2755.1749","    0.0000"," 5965.7842","21667.3467"," 4752.6875","    0.0000"," 4164.5176","    0.0000"," 2145.7615","11034.7237"," 4334.7764"," 5613.6906","  790.3590"," 7138.0365"," 1084.2017"," 3887.8962"," 5603.0364"," 1662.2310","14572.0689"," 3278.3989"," 4424.6515","    0.0000"," 1894.9263"," 5681.3431","    0.0000","10881.8153","14540.2529","    0.0000"," 1921.6340","15121.5354","    0.0000"," 1338.6842","  752.3340"," 2996.0348","    0.0000","10000.0000","    0.0000","    0.0000","    0.0000","  152.3616","    0.0000","11411.9688","24689.8300"," 7175.0256"," 8295.5746","    0.0000"
"M743.134T887.76","3581.2588","3658.5858","1582.7278","6601.1521","6706.9336","3194.1374","2557.4387","5515.9867","7748.2354","   0.0000","5060.2065","   0.0000","3253.8128","2953.3536","4331.2572","6943.3806"," 302.6614","4859.2987","5468.0798","7341.4141","5267.2508","8915.0560","5395.1810","3950.5763","6595.7260","   0.0000","4523.4137","4584.5375","5296.4601","4762.3283","6176.1924","   0.0000","3992.4566","4631.4756","2416.6062","5057.1588","3480.9391","6484.5424","   0.0000","4530.0000","   0.0000","   0.0000","   0.0000","   0.0000","6320.7252","6489.5451","8567.2698","5305.0874","5831.2897","   0.0000"
"M615.152T88.13","14092.1066","13294.6799","23179.4930"," 9305.3394"," 9711.3407","11247.8802","11279.1544","17021.0018","13865.0072","  165.5066","10623.4547","    0.0000"," 8567.9510"," 7356.8118"," 9713.6042"," 9082.5291","  423.5232"," 9797.9807"," 9473.2602","10839.4769","14241.7291","11960.3059","11154.5352","12271.4579"," 8166.1546","  188.0817","16076.9922","10238.6449","11754.7239","12927.7912","16727.1098","  475.0000","11331.2003","12460.3173"," 8151.1458","11268.6643","10510.3687","16094.7174","  273.9547","21700.0000","  221.0998","    0.0000","  197.7638","  393.4362","12325.0757","19608.2941","11766.6551","14185.1160"," 6738.4906","  194.0000"
"M685.161T842.613"," 5682.6224"," 6891.5068"," 7290.3404","12718.5681","24331.3794","10710.3070"," 7710.9533","10385.1465"," 8404.7565","  478.6901","13121.4385","    0.0000","11570.9836","11384.4021","10260.7978","12451.6420","    0.0000","17213.0854"," 6937.3104","12997.4895"," 8770.6087","22609.4836"," 9630.5370"," 8821.4731","17242.9571","    0.0000","11833.8974","10366.0855"," 9130.6532","19213.2182"," 7536.8404","    0.0000","15541.2286","10587.7866"," 9563.1221","10868.5492","11941.0845","14860.5482","    0.0000","15500.0000","    0.0000","  540.0224","    0.0000","    0.0000"," 6483.2833","15413.3242"," 9125.3473","19063.4946","18874.1568","    0.0000"
"M567.038T88.934"," 7472.5421","47161.4200"," 2902.6263","23510.6811"," 8942.5500","15784.5444"," 7765.1906"," 7273.5298","11360.0149","  356.8921","20427.1787","    0.0000"," 8001.7712"," 6890.6405","14330.0455"," 6960.3950"," 1771.1685"," 6474.9943","10064.3048"," 7413.1961"," 4371.3857"," 7982.5902"," 9155.1883","20758.4418","22863.0923","    0.0000"," 7295.1010"," 8678.4854","14342.2306"," 9868.4498"," 6696.8130","    0.0000","24654.8400"," 8673.4769","13895.3721","12428.5554","17671.0599"," 4422.0421","    0.0000"," 5130.0000","  211.6072","  185.4094","  414.0126","  386.9644","20530.1335"," 8358.5795","13459.3745"," 9707.8322"," 5187.9051","  203.0000"
"M545.633T89.251"," 1512.4618"," 1918.6295","    0.0000"," 6958.7442"," 1955.7690"," 6546.6761"," 2022.4281","  846.5150"," 3424.0302","  214.6486"," 1142.9322","    0.0000"," 1508.1468","    0.0000"," 1801.9633","  862.6076","  173.5587"," 1641.2515"," 2519.9138"," 1669.5342","    0.0000"," 1545.9058"," 3272.9892","  930.2291"," 1815.9158","  257.5347"," 2865.1579"," 2337.5350"," 9040.7775"," 1869.1832","    0.0000","    0.0000"," 3025.4552"," 2139.7392"," 4710.9897"," 2343.6095"," 2442.4192","    0.0000","    0.0000","    0.0000","  252.2428","    0.0000","    0.0000","    0.0000"," 2403.4037","    0.0000","26282.9704"," 1523.2010","    0.0000","    0.0000"
"M322.894T87.737"," 80420.2148"," 17014.6520","     0.0000"," 22043.0103"," 22244.1145"," 12865.5528"," 15741.3600","  2615.3200","  7078.7639","  2650.2686"," 25460.2506","  3040.0000"," 18138.8762","  8857.4968"," 59288.8185"," 12484.1117","  1028.1015"," 14776.6688"," 45252.0094"," 11192.4483"," 45330.3823"," 14778.4553"," 25887.6611"," 30369.8040"," 29808.5202","  2454.3275"," 19563.5439"," 28639.2052"," 48456.2617","  5823.2247","150598.8486","  1570.0000"," 18062.2931"," 41809.8479","  7274.1734"," 41000.1694"," 11888.0521","     0.0000","   922.1498"," 68900.0000","  2050.1645","  2069.2117","  1216.9325","  2422.5850"," 14860.3917","111729.0868"," 98105.3178"," 23805.5972"," 68447.7017","  3890.0000"
"M399.092T115.22"," 7014.349"," 1281.635"," 6360.498"," 6241.114"," 6944.830"," 5203.040"," 5549.465","10021.191"," 7265.374","    0.000"," 3644.831","    0.000"," 5643.554"," 8045.453"," 4629.850"," 4978.475","    0.000"," 8838.175"," 7559.852"," 6513.825"," 4342.386"," 6225.813"," 7512.938"," 9976.895"," 5166.978","    0.000","12701.451"," 6019.270"," 4946.518"," 7144.876"," 5571.277","  178.000"," 8034.093"," 6161.826"," 6501.887"," 6233.818"," 8819.658"," 8329.182","    0.000","23800.000","    0.000","    0.000","    0.000","    0.000"," 3888.452","13263.923"," 9965.006"," 7730.802","16769.314","    0.000"
"M283.068T151.129","2752.7000","1240.7450","1144.4068","1895.6255","1482.2892"," 318.0798","1998.8043","2756.1655","2338.1527","   0.0000","2933.9008","   0.0000","3460.6880","1131.3433","1197.8059","1097.7427","   0.0000","1997.7582","1577.6738","2125.8805"," 699.2878","4139.1822","1441.8630","2464.3103","2501.2958","   0.0000","2368.2757"," 554.2393","1750.4029","3209.5853","2319.2559","   0.0000","1908.3471"," 557.6183"," 222.9985"," 228.5542"," 187.9617"," 724.2939","   0.0000","3510.0000","   0.0000","   0.0000","   0.0000","   0.0000"," 934.2253","8381.5100","1066.4714","3798.2975"," 890.5039","   0.0000"
"M876.821T69.273","10273.758"," 4233.658","11603.248"," 1411.490"," 5460.617","    0.000"," 6067.763","13492.440"," 9880.587","    0.000","    0.000","    0.000"," 3314.345"," 8658.127"," 4134.710"," 1346.089"," 1424.598"," 8031.546"," 1989.962"," 3339.733"," 4798.384"," 3475.574","12256.696"," 4290.250"," 1282.947","    0.000"," 1487.962","18081.602","    0.000"," 5791.728","12630.461","    0.000","    0.000","20476.810","    0.000"," 1513.777"," 4052.573"," 4117.305","    0.000"," 8590.000","    0.000","    0.000","    0.000","    0.000","    0.000","15636.592","16029.134"," 7239.088"," 6617.334","    0.000"
"M541.425T1223.783","   0.0000","   0.0000","   0.0000"," 607.1957","   0.0000"," 441.8452","1351.1085"," 190.8573","2406.3577","   0.0000","1292.6408"," 135.0000"," 176.2832","   0.0000","   0.0000","   0.0000","   0.0000"," 310.7025","   0.0000"," 479.7356"," 290.6901"," 189.6842","1182.9170","1273.9977","1785.7178","   0.0000"," 928.6939"," 171.9980"," 150.1633"," 449.3464"," 544.0973","  97.4000"," 365.7059"," 525.3984"," 905.1552"," 815.5618","1173.4509","   0.0000","   0.0000","9850.0000","   0.0000","   0.0000","   0.0000","   0.0000"," 902.5915","2716.2309"," 256.3477","1444.2114","1967.7480","   0.0000"
"M574.868T66.858"," 8098.8792"," 2612.6439"," 7956.4160"," 1505.3592"," 4513.1586","    0.0000"," 6042.7588","20503.9893"," 6425.0653","  420.1412","    0.0000","    0.0000"," 3601.5291"," 7579.1572"," 4330.9032"," 2349.9249","  565.9507"," 3633.1372"," 4769.9390"," 4990.2921"," 6591.6144"," 4274.9395"," 8333.5824"," 2162.4822"," 1917.8924","  611.7447"," 3725.0717"," 4176.5965","    0.0000"," 8467.7350","19050.7680","  937.0000","    0.0000"," 8224.6735","    0.0000"," 5977.1860"," 1273.9857"," 3015.6683","  435.2612"," 9170.0000","  273.7427","    0.0000","  193.3656","  177.5948","    0.0000"," 9182.1253","34900.4200"," 8076.5983","18119.6167","    0.0000"
"M275.325T68.186"," 4940.2956"," 1494.5505"," 4885.1507"," 1327.9499"," 2323.8742","    0.0000"," 3273.6046"," 4544.1120"," 7667.7000","    0.0000","    0.0000","    0.0000"," 2508.8733","10366.5857"," 2456.5611"," 2094.6102","    0.0000"," 2528.6707"," 2660.8373"," 2105.1446"," 4121.6786"," 1316.7866"," 4828.8248"," 1426.7249"," 1102.3585","    0.0000"," 1663.4080"," 3977.5048","    0.0000","11676.7960"," 5819.0321","    0.0000","  701.3569"," 5899.6528","    0.0000"," 3532.0194","  601.0915"," 1308.1481","    0.0000","13100.0000","    0.0000","    0.0000","    0.0000","    0.0000","    0.0000","14431.9752"," 7538.0347"," 4263.4451"," 9100.0080","    0.0000"
"M1204.518T908.598"," 1068.5406"," 3441.3861"," 2745.5747"," 6949.3355"," 6628.4332"," 5155.8185"," 7621.5194"," 5422.0218"," 5769.2568","    0.0000"," 9198.6610","    0.0000"," 5486.5783"," 4094.7988"," 4201.0605"," 7086.1024","    0.0000"," 4959.2517"," 7297.1517"," 7470.6781"," 7548.3215"," 2820.4601"," 9109.4654"," 7990.1583"," 6405.2497","    0.0000"," 4158.2693"," 5050.3401"," 3424.4692"," 7268.7402","10764.4178","  353.0000"," 3651.9606"," 5739.3315"," 6702.2045"," 4869.8961"," 2376.7745","10357.5143","    0.0000"," 5540.0000","    0.0000","    0.0000","    0.0000","  348.6706"," 6830.8647","18988.4362"," 8611.7895"," 5858.2440"," 4830.4148","    0.0000"
"M645.117T89.636","10247.3504"," 4386.6086","    0.0000","12865.6287","12556.3910","12025.0298"," 9236.1486"," 5258.0030","10613.5779","    0.0000","15794.0178","    0.0000","10954.9988"," 9587.7480"," 9587.1161"," 7128.8511","  231.8468","10153.7824","13766.4813","12241.8076"," 4639.2092"," 4974.3045","12736.7956","14216.5540","12732.8713","    0.0000"," 4510.2842","14780.1334","14373.2084"," 9566.0160","    0.0000","    0.0000","17981.9119","21279.8133"," 8075.2790","11820.8210","15152.3097","    0.0000","    0.0000"," 4610.0000","  228.0202","    0.0000","    0.0000","    0.0000"," 9567.9629","    0.0000","12932.0854","40337.5950"," 9118.8919","    0.0000"
"M489.062T89.797","22836.8648","34173.0418","    0.0000","25464.7500","21653.2708","22122.9617","17564.2604"," 7250.4190","21336.9172","    0.0000","30243.8500","    0.0000","18568.8887","12262.7550","19283.6427","18639.6013","    0.0000","14075.6053"," 7910.3689","20465.1429","    0.0000","23382.5200"," 7877.8286","28401.8949","29509.1332","    0.0000","24597.2672","19047.1126","18674.4571","13808.5317","    0.0000","    0.0000","28130.6704","19471.0272","27155.7482","41865.6857","34368.8778","    0.0000","    0.0000"," 6110.0000","    0.0000","  197.6411","    0.0000","    0.0000","44706.4380","    0.0000","31533.4461","27117.7714"," 9435.7358","    0.0000"
"M383.418T324.765","12864.2693"," 4937.7499"," 8982.8124"," 6639.3376"," 9467.1233","12989.9468"," 9336.4762","12585.7336","15813.9865","    0.0000","12411.5966","    0.0000","14979.7535","10122.6006","11778.9374"," 6661.1289","  195.9336"," 9960.2720","14387.1338","18237.9065","12896.9279","17271.9191","12562.8155","13537.4931","10058.0326","    0.0000","11668.1392","11745.1374","10502.3972"," 7820.2617"," 8882.6903","    0.0000"," 8408.9329"," 8447.6499","13290.9338","13268.2104"," 5926.5861","10397.1458","    0.0000","15100.0000","    0.0000","    0.0000","    0.0000","    0.0000","14396.1750","11748.8617","12277.5821","11206.7498","14791.5303","    0.0000"
"M565.161T88.804","10609.6610"," 5935.3367","    0.0000","10604.1398","10864.0078","10807.9751","17622.9058"," 8094.1900"," 3561.2005","  167.9889","12555.2279","    0.0000","10196.1954"," 6334.2388","10835.0011"," 6491.7025","  600.3613","12366.6316","14482.9275","15263.2339","17587.4497"," 4842.2245","13757.4104","13469.0168","15996.3384","    0.0000","24816.6692","10365.4455","14987.4481"," 2459.2591","    0.0000","    0.0000","14397.6795","10949.1262"," 7016.4705","19532.0858","14103.3684","    0.0000","  535.6069"," 1760.0000","    0.0000","  244.5547","  241.8437","  194.7641","30123.9750","    0.0000","33154.1257"," 4805.1382"," 5617.7467","    0.0000"
"M519.896T67.425","11041.8165"," 5730.0535","23744.7108"," 5634.7992"," 7757.1960","  528.1214"," 9214.8827","13965.0232","11006.9470","  592.0437"," 1370.2149"," 1900.0000"," 5177.8535","16442.8172"," 6067.7632"," 7592.6602"," 2404.9854"," 7931.9992"," 7847.5348"," 5434.5414","13615.8201"," 5884.7382","10698.0739"," 5782.2844"," 3645.6669","  752.9760"," 7079.4130"," 7517.6938"," 4191.5537","13936.8774","14956.1325","  229.0000"," 1306.6017"," 8956.6703"," 3433.3669"," 7652.3688"," 2675.2389","11702.1382","  269.5930","18000.0000"," 1298.2017"," 1170.1675","  821.1522"," 1316.0716"," 1131.1536","25058.5966"," 8564.1602"," 6591.2982","17799.0542","  886.0000"
"M179.035T777.176","  902.4120","  887.6230","  635.1362","  760.3704"," 2662.1678"," 1005.3407","  214.5750"," 1160.1660","  961.9838","  788.1540","  918.4277","    0.0000"," 2198.5454","  528.6331"," 1506.8066"," 1264.2561","    0.0000"," 1331.5210"," 2106.6097"," 2568.0790"," 1248.7148","  992.4171"," 1485.5366"," 2182.8293","    0.0000","    0.0000"," 3940.5547","  742.9798","  917.9034","  579.6419"," 1159.3321","    0.0000","  180.0176"," 1424.5061","  353.6183","  446.0100","  507.0483"," 1379.3790","  510.1445","  809.0000","  474.4636","  838.8140","  815.5957","    0.0000","  151.0133"," 1340.0615","  697.6178","15615.2767","10260.6103","    0.0000"
"M752.34T69.273","12318.4859"," 4374.7804"," 8393.8392"," 1376.9579"," 5589.9216","    0.0000"," 8760.0148"," 9238.4133"," 6275.6075","    0.0000"," 2020.2341","  370.0000"," 7495.0541"," 3385.7370"," 5926.9731"," 4257.6303","  978.1913"," 4286.8377"," 1070.6491"," 3258.5240"," 4591.6847"," 2458.0870","13399.6036"," 7426.9900"," 2899.2579","    0.0000"," 9411.0432"," 9034.4743","    0.0000"," 9044.7914","12842.6599","  271.0000"," 2686.7291","14694.6657","    0.0000"," 1648.9752"," 2848.8382"," 4054.5141","    0.0000"," 8290.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 5227.2222"," 7278.7878","14967.9420","10185.9739"," 4867.3746","    0.0000"
"M447.222T1194.448","11216.9004","12891.7468","12997.7188","12558.4389"," 9804.4044","20613.8537","28077.9145"," 8307.9373","11094.3960","  637.7970","15799.1054","    0.0000","14626.3363"," 9148.5323","11462.7857","16330.0344","    0.0000"," 9964.1933"," 9583.7729","14199.4248","13113.5543","13285.0923"," 7271.3453","14260.3700","20385.9512","    0.0000","29142.3040","12409.1851"," 8491.0191"," 8772.8569","19679.3606","    0.0000","10357.6813","16091.9941"," 8485.4354","18618.0892","18237.0004"," 6563.1060","  341.3441","11200.0000","  654.3156"," 1103.7322","  595.6917","  725.7337","16294.0696","17020.4393","15825.3047","18965.3219","12957.9137","  598.0000"
"M559.04T89.345","35704.0320","19739.0674","13138.3200","42636.8678","21367.3792","26343.1788","42018.2331","33895.0646","40784.9429","  515.5590","27253.0731"," 1470.0000","32648.0430","21910.8032","35566.7276","16279.9047"," 2498.4243","20335.1610","29737.9950","17039.4000","41307.1129","20878.7697","18551.9361","20074.8383","35577.9436"," 1091.0196","31211.4330","28640.4863","27033.3040","32601.8353","28610.9705","  425.0000","45520.3526","22371.2530","20124.9583","30885.5354","34493.9600","77126.6898"," 1161.4050","13600.0000","  725.8625"," 1525.1502","  461.0337"," 1305.6783","45479.3379","66257.7321","23511.7120","18561.0017","32827.8220","  524.0000"
"M513.235T964.262"," 709.6721"," 638.3403"," 584.6620","1055.3773","1650.0869","2110.4049"," 679.9805","3402.8640","2425.0898","   0.0000","6635.1068","   0.0000","1934.2644","1464.1994"," 513.2273","1667.3915","   0.0000"," 984.0569","2502.2865","1040.5094","1439.3324","1168.7227","2159.4382","2453.2687","1670.9281","   0.0000","5315.4294","1509.0558","1551.8408","2911.1945","1649.4866","   0.0000","2468.8287","2483.2059"," 937.3670"," 908.0859","1564.4225","1470.2817","   0.0000","9820.0000","   0.0000"," 157.4767","   0.0000","   0.0000"," 898.6816","1533.6964","1031.4326","7996.9071","3856.8809","   0.0000"
"M371.034T865.858"," 3756.8564"," 3033.3688"," 8227.9405"," 3995.2021"," 3458.5800"," 2744.6050"," 4764.2653","12818.0343"," 5056.9517","    0.0000"," 6957.1028","  489.0000"," 5379.0084"," 1879.5481"," 4887.4585"," 5439.7440","  177.9189"," 4629.0542"," 5545.9470","15565.9240"," 4270.1199"," 2339.9758"," 9281.1200"," 6860.9742","    0.0000","  952.5999","12613.1760"," 4970.3935"," 4806.0655","    0.0000","10006.7820","  579.0000"," 3185.4518"," 2376.6166"," 3848.3196"," 1274.1120"," 1055.6074"," 5788.4111","  453.9033","17800.0000","    0.0000","  875.4563","    0.0000","    0.0000","    0.0000"," 4042.1562"," 6403.3052","10696.0545","12531.0300","    0.0000"
"M859.829T68.324"," 4637.6030","  670.2832"," 4230.9278"," 1060.2007"," 1738.6650","    0.0000"," 2484.2724"," 7685.5513"," 9698.5435","    0.0000","  488.5365","    0.0000"," 1040.0500"," 9548.6103"," 2379.0075"," 1026.1587","  835.3575"," 1632.1821"," 1709.4873"," 1549.5281"," 2429.3915"," 1470.4967"," 3801.6264"," 1286.4996","    0.0000","    0.0000","  699.9874"," 2904.1412","    0.0000","11654.6677"," 7161.9448","    0.0000","  402.8628"," 4259.8281","    0.0000"," 2754.3328","  641.1643"," 1435.2134","    0.0000","12400.0000","  186.1496","    0.0000","    0.0000","    0.0000","    0.0000"," 4183.0717","22339.2613"," 3224.7388"," 8463.5782","    0.0000"
"M1128.035T894.796","  381.7712","  245.0839","    0.0000","13616.3794"," 1071.3328","    0.0000","10268.5768","20912.1000"," 4126.5562","    0.0000"," 6589.6647","    0.0000","  663.3912","  683.7775"," 2164.6396"," 2569.4238","    0.0000"," 1043.0875"," 6793.6181"," 9831.2700"," 3951.8740","  170.2542"," 8629.2459","  153.1735"," 2076.5543","    0.0000"," 1143.8130"," 4402.0410","  843.1417"," 3254.4053","    0.0000","    0.0000"," 1588.6646"," 2234.9121","  218.4102"," 2936.7132"," 2193.6456","13207.6017","    0.0000","  564.0000","    0.0000","    0.0000","    0.0000","    0.0000","14778.8582","    0.0000"," 8568.5229","  400.7195"," 2630.3763","    0.0000"
"M461.223T1572.372","    0.0000","    0.0000","    0.0000","    0.0000","  258.1399","    0.0000","    0.0000","  234.6524","    0.0000","    0.0000","    0.0000","  214.0000","    0.0000","  152.4190","    0.0000","  205.0559","    0.0000"," 1035.5157"," 1219.9151"," 1983.6694","    0.0000"," 6004.0922","  190.7904","  917.2270","  182.5327","  159.7319","    0.0000","  157.8975","    0.0000","    0.0000","  305.1786","    0.0000","  180.3296","    0.0000","  738.7052"," 6438.7412","    0.0000","  157.3985","    0.0000","31600.0000","  186.5200","    0.0000","    0.0000","    0.0000","    0.0000","  157.2713","    0.0000","  345.8739","    0.0000","  164.0000"
"M701.333T69.273"," 8346.1984"," 2521.9497"," 9491.0731"," 3030.2656"," 6391.6098"," 1834.9192"," 6056.6610"," 7588.0284","11697.0249","  170.2180"," 2378.1985","    0.0000"," 3485.6462"," 9856.6137"," 6630.0192"," 4262.4816"," 1071.9482"," 2433.3737"," 5836.7320"," 5371.3357"," 7847.2038"," 2756.6509"," 7751.7976"," 4103.2136"," 4542.3963","    0.0000"," 4370.2161"," 6085.3309"," 3594.9185"," 8581.7229","12418.2617","    0.0000"," 2424.2297"," 7931.9352"," 2154.8990"," 5018.4471"," 4149.6348"," 2143.8692","    0.0000","14600.0000","    0.0000","  177.7608","  219.6362","    0.0000","  476.3852"," 8677.8512","12467.0691"," 3688.5863","16678.4245","    0.0000"
"M1011.512T1160.036","  685.6068","    0.0000"," 3270.2478"," 1378.7925","  636.0175","  388.7827"," 1258.9243","    0.0000","  227.5732","    0.0000"," 2101.2766","    0.0000"," 1647.1888"," 1922.9828","  950.6603","  845.6021","  141.8764"," 1969.8624"," 2544.2897"," 4600.0797","  349.9111","  853.2674"," 1371.3208","  722.5791","  576.7548","    0.0000"," 1298.4277","  201.1096","  845.3289"," 1306.1691","  986.2449","    0.0000","  183.1489","  395.2314"," 1541.4743","  524.1939"," 3051.2549"," 8997.0029","    0.0000"," 3480.0000","    0.0000","    0.0000","    0.0000","    0.0000","14687.8963"," 5387.9985"," 6002.2663","    0.0000"," 6534.3950","    0.0000"
"M764.865T68.038","11782.7399","  843.6449"," 3018.2785"," 3260.2133"," 3324.1522"," 6400.0884"," 3001.1218","16301.0016"," 7093.8882","    0.0000"," 1077.8060","    0.0000"," 4357.2287"," 8096.2867"," 3411.1080"," 3826.2097","  740.4635"," 2078.2774","    0.0000"," 2634.1351"," 4064.5221"," 1262.5449"," 7638.1006"," 2457.1898","  866.4063","    0.0000"," 8329.2665"," 4105.4866","10370.6998","    0.0000","14661.3376","  222.0000"," 8350.0510","12528.7824","    0.0000"," 5160.8950"," 3290.4145"," 3092.9092","    0.0000"," 8290.0000","    0.0000","    0.0000","    0.0000","  158.7032"," 4897.5253"," 6718.2032","12160.3251"," 8789.3645"," 5660.8432","    0.0000"
"M271.212T1226.316"," 1981.3922"," 2933.6626"," 1745.7343"," 2678.9458"," 1411.6645"," 1993.9170"," 1640.7923","  849.3911"," 2107.6012","  816.0132"," 3838.2576","    0.0000"," 2903.0144"," 1412.9978"," 1034.2390"," 1479.5671","    0.0000"," 4540.2062"," 3271.9632"," 4828.5964"," 2118.2071"," 8196.7730"," 3042.5509"," 2880.6624"," 2170.2026"," 2331.1591","  659.0535"," 1778.9512"," 1747.3653"," 2571.7390"," 1863.6046","    0.0000"," 3311.9659"," 2338.5884"," 3916.9748","16501.8192"," 1969.4260"," 1240.0690","    0.0000","83400.0000","    0.0000"," 1227.3555","  788.4423","    0.0000"," 2939.7434"," 1989.8782"," 2163.1205"," 2597.5199"," 2589.7264","    0.0000"
