"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X15.C15.4.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"sodium_formate","37106.320","43639.211","25870.119","34384.970","27087.456"," 5727.026","40636.144","59326.395","32934.746"," 6850.879"," 9559.067"," 3838.165","42465.827","16454.016","40000.417","24862.349"," 9733.550","40652.917","44568.976","42179.903","36356.684","36475.958","38037.102","24379.503","24067.497"," 4791.110","46229.059","15034.764"," 5203.543","13165.026","18752.098"," 5376.874","26380.925","21733.087"," 7990.931","46746.525","10849.895","31844.353"," 6961.449","16961.893"," 6872.474"," 5832.336"," 6212.932"," 5060.171"," 7169.999","34151.483","29823.955","25789.824","32798.433"," 6535.424"
"M375.07T470.729"," 63114.1340"," 24045.7246"," 61377.3149"," 37088.4552"," 63455.5976"," 47516.7016"," 36826.2951"," 90083.2517"," 33838.4357","   929.4902"," 42386.1871","   780.0000"," 46943.4044"," 63454.5958"," 64738.7051"," 59182.8020","   728.3991"," 34258.2139"," 43417.6251"," 46642.6188"," 53854.7379"," 21693.2307"," 44825.5197"," 32847.4290"," 46337.6789","   876.2880"," 35087.2430"," 56774.4485"," 68054.6405"," 57164.8254"," 70969.4114","  1040.0000"," 70434.6155","103290.8089"," 25658.3234"," 16637.9530"," 24847.7828"," 32952.3043","   683.7704"," 18700.0000","   693.7202","   895.5258","   766.3622","   623.0682","  3491.1656"," 16591.9568"," 30394.6040"," 14812.9288"," 23712.2376","  1080.0000"
"M562.053T1195.871","10982.664"," 8068.882"," 7652.168"," 8538.426"," 9500.441"," 6940.600","10533.390"," 7204.384"," 5152.574","    0.000"," 9473.714","    0.000"," 7262.605"," 8194.801"," 7479.061","10157.048","    0.000"," 7020.967"," 6031.352"," 8455.390"," 9780.212"," 7252.654"," 9535.555"," 6168.717"," 6053.488","    0.000"," 6715.875"," 5193.915"," 2726.799"," 3325.259"," 7669.197","    0.000"," 5613.159"," 7009.077"," 8043.122"," 9069.458"," 8872.577"," 9485.940","    0.000"," 1580.000","    0.000","    0.000","    0.000","    0.000"," 4912.510"," 4384.524"," 8020.934"," 1877.652"," 4896.489","    0.000"
"M943.502T1194.413","10326.291","10307.572","10700.944","15467.447","13118.284","18058.543","12974.939","10501.219"," 8523.187","    0.000"," 5433.954","    0.000","15534.783","10351.494"," 7705.674","15494.338","    0.000"," 9655.732","11894.094","11688.556"," 8976.627","11418.071","13915.930","12214.864","10020.826","    0.000","12750.618"," 8535.435"," 2932.588"," 5760.049"," 9309.786","    0.000","10247.350","10438.206","10557.949","10933.112","12979.668","11899.936","    0.000"," 2360.000","    0.000","    0.000","    0.000","    0.000"," 9889.920"," 8553.861","10292.457"," 7696.045"," 7239.144","    0.000"
"M1096.565T894.076","20013.1855","10295.9764","54579.5147"," 5199.6191","28246.7125","42038.7333"," 3418.6826"," 6809.1540"," 1504.2264","    0.0000"," 1287.3454","    0.0000","16701.6716","27957.2778"," 5458.8195","18660.9046","  870.5654","31447.0489","15930.5030"," 7931.9341","27155.8049","43410.0480","12588.8818","13334.9727"," 7817.6840","    0.0000","14467.4962"," 3348.0444","49661.0025","12326.2366"," 3893.3877","    0.0000"," 2413.6365"," 2861.5566","28189.4171"," 8416.1807","12266.9930","14290.8174","    0.0000"," 4210.0000","    0.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 1034.8719"," 6206.4414"," 9495.4647"," 9474.6201","    0.0000"
"M354.093T469.671","42683.2003","16162.4812","39594.5156","23214.5676","42709.1777","32450.7784","24294.0610","55200.8784","22583.3083","    0.0000","27700.8837","    0.0000","33492.4648","37184.3951","42356.9372","35605.1163","  179.4435","25510.7259","27513.0066","28553.3410","33093.7363","13809.0422","28888.2772","21974.7847","28875.5319","    0.0000","22265.5727","38193.4389","42310.9145","39137.3024","44049.5636","    0.0000","46899.3489","68268.3430","17109.8772","10310.6311","17230.8551","21536.8350","    0.0000","11600.0000","    0.0000","    0.0000","    0.0000","    0.0000","  440.8911"," 9594.6000","19696.2135"," 9800.4290","17896.6579","    0.0000"
"M437.041T470.729","12642.6803"," 5875.5150","13519.0410"," 7659.3813","12559.3147","11156.3056"," 7656.2356","17476.3400"," 6963.4375","  783.2885"," 8989.4990"," 1420.0000"," 8222.1977","12172.3600"," 9305.3236","10365.0361"," 1506.2419"," 6718.6296"," 7591.2533"," 7517.1654","10634.0974"," 4613.9787"," 9527.0293"," 6168.5989"," 7908.8229","  212.7569"," 7192.0376","12388.7509","12789.3672","13053.9787","14517.2379","  158.0000","13733.4267","21605.7946"," 5341.3948"," 3624.0437"," 3656.2730"," 6639.8742","  529.9144"," 4040.0000","  646.0269"," 1156.9973"," 1080.2269"," 1151.2534","  578.8851"," 3337.9123"," 6003.0133"," 2747.3094"," 4913.3948"," 1200.0000"
"M444.996T106.721","21176.1054","22788.6240","18512.5350","22560.4365","16349.9700","23018.9391","22458.8700","17760.7832","13333.7324","  450.8803","19358.8440","  525.0000","17156.8818","27883.2620","17562.3465","14690.4317","  758.6653","12051.7333","12770.5260","14352.4108","12243.1075","13214.1037","22546.5238","14864.2560","25142.7120"," 1155.5006","20560.4000","13085.5417","12393.4074","12142.5143","15153.8540","  889.0000","19026.8017","12237.7046","31760.7303","17086.7960","20907.8800","48240.3040","  764.5218","11400.0000"," 1436.7347","  247.5623","  547.4676"," 1618.5958","16031.0709"," 8832.5440","13763.4600"," 2798.0310"," 6608.7000","  439.0000"
"M808.155T1200.534"," 8242.8431","16593.4714"," 8574.3237","10339.3583","14274.1179"," 4969.1346"," 6195.7402"," 2333.1349"," 2365.5037","    0.0000"," 7838.5375","    0.0000","21182.7556"," 6066.0704"," 7688.9848"," 6144.0030","    0.0000"," 8598.2710"," 9012.4719"," 5664.7780"," 7348.5298","11917.2455"," 7095.6420"," 8058.0423"," 4707.8704","    0.0000"," 4671.8616"," 3428.9575","  531.4750"," 2152.8443"," 3940.8265","    0.0000"," 1296.1252"," 7914.9217"," 5109.1262","15225.7301","15545.6420","10198.7160","    0.0000","  694.0000","    0.0000","    0.0000","  361.1641","    0.0000"," 3176.9596"," 6738.8949"," 8006.4944"," 4912.4327"," 3545.1012","  493.0000"
"M631.151T795.429"," 4149.2003"," 4816.9516"," 3880.0765"," 3564.2208"," 4891.1291"," 4900.7866"," 5345.3903"," 7978.6592"," 4172.9019","    0.0000"," 3637.0267","    0.0000"," 4477.4378"," 4910.6987"," 4808.2969"," 4344.2308","  564.3772"," 5781.4370"," 6858.8086"," 7473.2216"," 8774.1270"," 5405.0908"," 8134.4864"," 3782.2141"," 9904.4480","    0.0000"," 7509.7691"," 6218.1618"," 6405.0185"," 6321.6216"," 6464.7123","    0.0000"," 7371.7108","13254.7363","12328.5605"," 8155.0101"," 8606.6307","10076.6985","    0.0000"," 4150.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 1427.5934"," 3545.8842"," 9033.4403"," 8062.5182"," 7515.1229","    0.0000"
"M757.441T1176.453","16175.9570","13755.5364","23948.8640","10750.6860"," 3787.8649"," 6434.0742"," 9099.5075","33255.6427"," 7888.4611","    0.0000"," 5108.6762","    0.0000"," 9414.5333","17460.8813"," 7606.5283","11345.6941","    0.0000"," 7785.5575"," 9466.5997","16648.7310","15834.8994","15999.7379"," 6306.3429"," 6424.2897"," 7364.4812","    0.0000"," 9290.1025","14375.4000","10234.1232"," 7302.7997","18034.4621","    0.0000"," 9220.9930"," 8761.4365","10198.7314","12898.5564"," 5903.0211","12154.7053","    0.0000"," 1960.0000","  493.3991","    0.0000","    0.0000","    0.0000"," 2420.5378"," 5663.8766","13351.6088"," 1673.5157"," 2518.5071","    0.0000"
"M881.515T1351.787","13781.7620"," 9551.1885","15018.7398","13369.2347","11229.1862","11877.9176","13198.4018","15420.6683"," 5968.4047","  192.9285"," 4953.6554","  129.0000"," 6075.0997","16836.7295"," 9255.9907","10059.7059","  756.8807"," 6674.1144","10406.8105"," 8267.5326"," 9063.4097","11624.2264","10161.5365"," 8733.3806"," 9050.9379","    0.0000","10541.2193","10906.8216"," 8818.7974"," 9832.0800","14844.9287","    0.0000","12194.5114","13381.0440","11936.9361","11329.9649","11266.8776","10424.7458","  424.6745"," 6190.0000","  483.1680","  417.4503"," 1023.1523","  586.1182"," 6171.2021","11034.9705"," 7961.5305"," 5026.2128"," 5518.4826","  308.0000"
"M967.577T1245.908","20771.8298","13176.8286","20323.4967","27538.4006","15659.2079","20243.8195","21025.1827","32675.5614","12519.3436","  299.5467","12881.7568","  369.0000","21895.6934","23740.8115","16515.0403","22004.6088","    0.0000","18412.6268","18135.7323","19849.9848","24385.6992","26227.0399","23284.3673","19152.1118","31278.8043","  775.4291","22603.7255","19138.8859","13450.2847","15305.8848","17563.9196","    0.0000","27958.0966","15979.0408","22004.6308","18673.8490","22843.7157","21563.4853","    0.0000"," 9700.0000","    0.0000","  248.7768","  563.7285","    0.0000"," 8234.4261","17869.6111","21015.5445","14497.9840","10344.5225","    0.0000"
"M511.24T944.134","32302.8151","29660.6059","37747.8933","35895.0156","28837.0710","28100.2524","23901.5313","34724.9665","10847.5029","    0.0000","27145.3205","    0.0000","25643.4109","30516.1838","37080.8250","45903.4195","    0.0000","30310.4466","22963.2916","22348.8064","24041.2917","23298.2399","39467.8223","24487.2196","35644.3567","    0.0000","34855.9237","26346.6644","26361.9751","41936.2581","36087.0800","    0.0000","51755.9307","34204.7132","18352.2405","23239.5249","21894.9974","22698.5708","    0.0000","23100.0000","    0.0000","  304.1578","    0.0000","  373.5014"," 2464.3923","16667.4896","22953.2489","22863.3204","19205.2113","  291.0000"
"M557.187T899.436"," 5158.2437"," 2442.6713"," 3877.1240","10347.5357"," 3431.9121"," 6054.6144","11712.9183"," 4130.5590"," 3951.5977","    0.0000"," 3353.9873","    0.0000"," 5075.4684"," 6010.5368","12959.3628"," 6624.9820","    0.0000"," 4704.1154"," 4722.3411"," 5883.2034"," 6502.0812"," 4464.9253"," 4205.3902"," 6476.0402"," 6576.7821","    0.0000"," 8816.3600"," 3991.7726"," 2555.9935"," 3561.0242"," 3869.8740","    0.0000","16238.8310"," 6306.5880"," 4270.9682"," 4134.1273"," 6401.1343"," 3968.9951","    0.0000","    0.0000","    0.0000","    0.0000","    0.0000","    0.0000","  902.0867"," 2040.8181"," 2473.3450"," 3806.6041"," 3020.3023","    0.0000"
"M1029.931T1194.947","14842.4659"," 5938.2987","11884.9790"," 6247.4442","12749.8777"," 8178.1722"," 7818.6268"," 9129.0160"," 5644.8561","    0.0000"," 8103.5475","    0.0000","11522.9541","10819.7172"," 8000.3389","10755.9814","  263.0065"," 6668.8841"," 8349.8191"," 6904.1733","10005.7998"," 6191.3117"," 9811.8572"," 7041.3153"," 5353.3932","    0.0000"," 2751.4281"," 5629.1455"," 4884.7068"," 4276.9219","10975.2618","    0.0000"," 8373.1081","10493.9472","10242.4288"," 9400.9242"," 6928.6715"," 7121.2800","  149.2564"," 2630.0000","    0.0000","    0.0000","    0.0000","  216.1760"," 3586.1903"," 4374.1287"," 7581.9446"," 2712.6240"," 3269.2278","  174.0000"
"M563.252T904.514","23761.2535","16329.5316","26609.2784","19190.6418","17916.2443","13382.0450","18105.7733","16536.1800","12376.8426","    0.0000","13122.2080","  732.0000","21855.5984","19934.3181","25448.0605","23436.9951","    0.0000","17019.8391","18311.6119","25109.7934","19193.9179","19936.9080","26090.3528","22931.6016","20049.6345","  689.1621","37468.8456","12298.4804"," 9560.0805","15423.6768","18494.1390","  225.0000","32415.1469","16345.2069","15571.2179","15538.3321","21198.8528","33595.8755","    0.0000","10900.0000","  838.7645","    0.0000","  305.6166","    0.0000","15881.6707","12486.5143","19886.7215","15597.9954","15060.1705","  249.0000"
"M337.092T724.593","24998.6430"," 3818.6988","25560.7565","13358.8738","35379.1526","14056.3280","11801.1120","20860.3044"," 6015.2490","  201.9440","16538.2860","    0.0000","17698.9212","15153.5032","15558.6515","19695.7187","    0.0000","10940.2677","12691.8458","13902.3671","16086.1912","10602.1645","10279.3317"," 9240.5761","13128.3055","    0.0000"," 5266.7604","15819.3416","24115.0420","10964.2431","14776.2140","    0.0000","17945.0563","27849.8135","10589.0400"," 4552.6600"," 9722.1978"," 6214.5804","    0.0000"," 4320.0000","    0.0000","    0.0000","  186.1589","    0.0000","  143.8234"," 6816.6799"," 6890.9268"," 3641.1377"," 4031.7646","    0.0000"
"M758.447T1173.243","10128.7862"," 7526.1492","10155.2731"," 7131.4923"," 2680.0343"," 3694.2936"," 5964.0752","11663.2087"," 2110.6035","  446.4124"," 3577.3346","  386.0000"," 7541.4038"," 8446.8870"," 4351.7864"," 8082.6460","  400.8869"," 3905.1947"," 5698.8146"," 7765.3444"," 6969.8965"," 7979.8204"," 6176.5764"," 4389.6078"," 8975.8233","  948.2756"," 5979.4080"," 9336.3817"," 8553.5546"," 4893.8414","10497.7268","  228.0000"," 6220.0514"," 8578.6643"," 5783.7314"," 7541.0858"," 5112.3475"," 6877.7750","  207.5777"," 3640.0000","    0.0000","  213.1550","    0.0000","  455.3174"," 3139.7695"," 4511.7201"," 7221.8628"," 1331.0520"," 2361.8104","  444.0000"
"M852.114T1329.753","9586.3620","7201.5529","7533.2249","8393.1094","3150.6425","3252.2830","7500.4332","7823.4420","3970.9135","   0.0000","4472.5282","   0.0000","3710.0986","8522.7370","5083.1086","5783.9890","   0.0000","6473.8599","3445.3125","5244.0476","8563.2425","8432.7539","5740.8576","5303.4923","9474.2370","   0.0000","7658.9026","7973.1438","5313.9591","4837.1677","5593.7447"," 223.0000","8272.1829","5189.7776","8011.0210","5260.6071","6416.4895","5386.0022"," 217.5411","3030.0000"," 217.5447","   0.0000","   0.0000","   0.0000","3143.6233","5181.9922","5233.5443","1293.5599","1526.5529"," 158.0000"
"M854.516T1290.85","11118.5096"," 4944.0835"," 9890.3593","12438.4883"," 9155.4547","11265.8242"," 9256.5410","23143.5353","10274.1268","  172.4675"," 8298.3390","    0.0000","12115.1725","14886.6597","11549.1897","15959.1647","    0.0000","10729.8306","10716.4135","11887.1425","10652.1187","11247.9577","12254.8289","12359.4125","11068.8567","  277.5864","14054.9176","14807.0340"," 9505.9905"," 9660.4676","11716.9908","    0.0000"," 6326.6490","12855.1496"," 9230.7219"," 8640.7476"," 8415.0976"," 7342.1588","  210.8630"," 8580.0000","    0.0000","    0.0000","    0.0000","    0.0000","  962.9084"," 7247.7875"," 7984.2048"," 8812.9419","11145.7824","  218.0000"
"M1013.86T1346.532","13341.0121"," 8820.1763"," 9006.2291","11208.8021"," 7619.6361","12513.2113","13412.4431","14530.5370"," 9223.2373","    0.0000"," 6103.7631","  263.0000","13558.6084","17303.0931","14450.5549","12976.1667","    0.0000","12161.6337","13633.6387","12431.3422","13557.4861"," 9744.9439","12630.4340","11947.0697","15009.2396","  997.4180","13897.7766","17322.0249","12872.4715","11065.1606","13889.8695","    0.0000","13456.5735","12174.7846","10729.7132","12562.2075","12451.7296","15671.4475","  122.4252","11600.0000","    0.0000","  359.0251","    0.0000","  317.8180"," 5014.5508"," 9005.5160","10454.2959"," 6669.3292"," 9980.1117","    0.0000"
"M852.067T1329.714","14077.7908","13818.0844","14264.8370","15039.9879"," 7619.0346","10858.4718","14618.5540","11680.0731","12043.9838","    0.0000"," 9480.0939","    0.0000","10401.5384","15378.7289"," 9917.8473","10941.9110","    0.0000","11360.5100","10767.1259","11377.4975","16697.5651","16231.3426","15535.3317"," 9096.9318","21098.4430","  137.8623","12759.0470","13315.8089"," 8573.0963"," 9229.9549","10429.3951","  367.0000"," 7701.5748","10283.7641","14825.6987","12349.6527","14648.0642","15443.0145","  219.4208"," 7050.0000","  197.1582","    0.0000","  187.3975","    0.0000"," 8256.7677","11576.4822","16058.2602"," 2819.2845"," 4026.2827","  198.0000"
"M627.643T1193.32","14747.8217","17609.5449","11235.1465","12920.9695","14261.6069","10922.8762","15097.9081"," 7514.7986"," 7121.9139","    0.0000","14426.2599","    0.0000","12495.4719","11438.7668","12259.3705","14404.1488","  167.5813","14579.0942","14048.7504","10501.5304","10195.8319","11340.9382","15995.1621"," 9012.1070"," 3494.5300","    0.0000"," 3873.3003"," 9497.4291"," 6278.1324"," 5769.3131"," 9717.0238","    0.0000"," 9644.2722","13496.5983","11755.2067","14238.4899"," 8606.5416","15219.5483","    0.0000"," 3250.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 9798.8285"," 8468.3757","11429.1356"," 3476.0599"," 8476.6570","    0.0000"
"M941.508T1318.851","7178.2417","8843.8648","8607.7396","9434.5876","6718.2690","5346.8567","6357.6346","6245.9700","6296.0696","   0.0000","3688.8326","   0.0000","6823.4588","7030.4416","5849.9688","6090.5158"," 190.2656","4939.0235","5506.8065","6300.0452","4876.8567","7171.3564","7844.9553","4142.6594","7354.4037"," 477.2467","6998.6446","6579.4997","5987.9729","5062.2740","6728.4056","   0.0000","7337.4545","5644.1179","7801.3971","6821.6978","6918.5950","7549.1807","   0.0000","2930.0000","   0.0000","   0.0000","   0.0000","   0.0000","5213.9579","5820.8750","8434.1181","2713.2902","2065.7333","   0.0000"
"M701.418T1268.098"," 8259.1722"," 9402.4262"," 9419.2748"," 7961.0359"," 3130.2465"," 5375.8969"," 7206.8634"," 9522.9022"," 4483.4227","    0.0000"," 3601.6726","    0.0000"," 4802.1331"," 8104.1245"," 4448.6648"," 5207.1126","  260.7227"," 6983.6711"," 5507.2707"," 3591.5378"," 6348.7894"," 7784.5992"," 4812.7782"," 3169.0862"," 8069.7583","    0.0000"," 4227.4983"," 6802.9922"," 6359.0933"," 5134.9375"," 6123.8818","    0.0000"," 5006.7945"," 3903.8724"," 7128.4567"," 5473.0575"," 4574.7167"," 5624.7081","    0.0000"," 1570.0000","  174.1406","    0.0000","  574.5597","    0.0000"," 4257.7229"," 3298.1323","11471.5992"," 1370.3317","  767.2486","    0.0000"
"M1013.583T1248.821","206928.2065","136233.5157","192202.8585","280337.4407","174809.5180","223629.2015","235924.5572","285087.7623","180940.9985","   295.9676","111004.0215","   591.0000","222759.4291","224130.6904","197733.0971","221951.0911","  1159.0233","188467.1124","178155.0664","196744.6011","207468.5238","245476.0096","252699.5625","180754.5813","296671.1317","   766.2609","226625.9156","188394.0866","141337.5080","144958.1355","165748.8654","   494.0000","281773.5814","154745.3907","222596.2010","192385.3536","230375.4125","210688.9857","     0.0000"," 92300.0000","   402.0391","   595.5447","   355.1345","   698.8673"," 82644.2185","181647.8463","201996.5097","150201.4762"," 97145.5490","   394.0000"
"M968.577T1247.645"," 7240.664"," 1057.703"," 5389.376"," 9540.791"," 5485.783"," 7537.764"," 6465.919","10653.142"," 4967.181","    0.000"," 4023.325","    0.000"," 6426.762"," 7678.793"," 6146.638"," 7620.019","    0.000"," 6147.224"," 4967.095"," 5802.159"," 7167.552"," 8012.849"," 7734.226"," 6508.603"," 9271.216","    0.000"," 6841.471"," 6398.044"," 4183.973"," 4680.609"," 3788.319","    0.000"," 9247.854"," 6140.534"," 7303.078"," 6669.186"," 7453.681"," 6130.578","    0.000"," 3190.000","    0.000","    0.000","    0.000","    0.000"," 2959.081"," 5338.471"," 5991.148"," 5484.938"," 2743.486","    0.000"
"M559.618T1204.987"," 6919.1082"," 5106.8418"," 8003.9924"," 2479.6833"," 4413.8008"," 3723.1934"," 4905.4382"," 3100.1871","  895.6025","    0.0000"," 5084.2509","    0.0000"," 5488.7456"," 9323.3102","13536.4536"," 3296.8130","    0.0000"," 4293.7897"," 7925.2249"," 1030.1191"," 9176.7561"," 5711.7266"," 4652.3183"," 2554.8152"," 7598.1732","    0.0000"," 5122.5352"," 2617.0621"," 1863.8447","  721.9647"," 4318.8396","    0.0000"," 7615.0936"," 6539.0709"," 5364.9871"," 6844.7593"," 7514.1709"," 5595.5566","    0.0000","  223.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 4503.4061","  661.2301"," 4193.5061","  825.3429"," 2148.9169","    0.0000"
"M923.451T1327.672","21259.6301","27813.3198","26789.2514","28486.6929","13393.4036","18696.2789","23070.1946","30564.0650","21258.9097","  485.6249","13089.7222","    0.0000","16662.0096","26536.3245","15043.6686","19019.5068","  895.3641","21073.9225","17834.5279","17202.5271","19705.9460","23475.3767","24153.1170","18247.7900","32339.5133","  428.4909","17154.0365","22502.1820","13554.6950","17709.9864","21440.5121"," 1070.0000","21136.0077","17610.4070","27702.9715","23282.8687","22179.5803","23339.6457","  116.5313"," 8280.0000","  218.8239","  326.1957","  534.0966","  369.2711","12306.8195","16375.3675","26488.2310"," 8877.3950"," 7620.3203","  170.0000"
"M917.49T1360.024"," 6906.6160","15482.4064","13781.8784","13928.7694"," 7288.9845","10388.7604","12563.3937","28453.3980","11631.0920","  360.0787"," 7101.9937","  161.0000"," 9961.8111","14855.9992"," 8923.4497","11055.4145","  383.7283"," 9496.2613","10595.5575"," 6722.2047","11802.8634","14990.6054","12885.1542"," 7519.1827","15508.7939","  837.8804"," 8923.0191","11620.0726","12255.1660"," 8764.6676","10900.4469","  291.0000","11088.0143","10846.8234","13852.1812"," 6683.3244","11780.3590","11640.2744","  142.9443"," 5060.0000","  189.8727","  194.2965","  215.2100","  699.9932"," 5846.8457"," 8315.0630"," 8656.5701"," 3205.8123"," 3702.2422","  301.0000"
"M875.467T1241.171","13261.8750"," 3003.0875","12948.2063","11226.3123"," 6868.0422","11896.4034","12792.6411","24230.3659"," 9746.0261","    0.0000"," 3866.1110","    0.0000"," 8472.7412","14835.0986","11043.8525","10072.1558","    0.0000","11570.9075","10302.6886","11809.9936","11113.6146","10302.0996","12619.3316"," 6600.0097"," 9915.0243","    0.0000","10989.5116","16713.5690"," 9612.0560","13638.5471","14165.4445","  239.0000"," 6892.1086","12853.3573","10616.3463"," 8431.2018"," 6698.8244"," 8235.0337","    0.0000"," 5970.0000","    0.0000","  323.2682","    0.0000","    0.0000"," 4264.8739","10044.4203"," 8604.5815"," 6935.7336"," 6342.0494","    0.0000"
"M1085.513T1348.399"," 9996.9700"," 6442.6909","10236.6371","10307.3534","11755.0933","11732.7347","11834.1094","14423.3705","11252.2379","  347.0825"," 5512.8942","    0.0000","12159.5969","14358.3249","11605.6018","12094.3723","    0.0000","10019.3071","10053.1647","10238.0499"," 8168.5287"," 8196.4330","13642.6838"," 9760.3290","11754.2471","  495.3000","12328.5413","10821.3322"," 9236.5337","12155.7813","10609.9625","  172.0000","16637.7843","13513.9376"," 9339.2390","11381.2761","10037.8304","10021.7835","  135.1061"," 7280.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 4038.7536","11136.8832"," 9093.6964"," 7850.1097"," 8906.9594","    0.0000"
"M466.978T106.664"," 7119.3486"," 9274.6333"," 8650.3191","16558.0509"," 7442.6055"," 6531.0740","14838.2086"," 7980.8145"," 8009.8767","    0.0000"," 5382.2250","  301.0000"," 9857.8237"," 5664.9812","11035.4976","11276.3194","  386.6858"," 6136.5184"," 6861.4595"," 7071.7962"," 6277.7143"," 7144.4957","10682.6900"," 7371.0075"," 7954.3920","    0.0000","10603.4923"," 6055.5164"," 5602.4466"," 6763.8393"," 7886.0581","    0.0000"," 5925.4991"," 4177.7098"," 8506.4503"," 8936.4775","10733.3680","19010.0911","    0.0000"," 4420.0000","    0.0000","  183.2260","  155.3917","  438.0733","13963.5699"," 7532.0946"," 3819.7051"," 2341.7309"," 3461.8952","    0.0000"
"M851.519T1328.051","243185.8611","297775.3854","281735.5994","291787.6664","118399.8018","196855.0733","232236.7351","356162.8547","207888.6521","   748.0146","122929.5869","     0.0000","175313.8956","281671.6458","172631.6485","199029.9037","   569.7796","187861.4877","184731.6809","207667.3221","268131.6867","295029.2250","242325.7827","165258.5972","342185.4530","   288.7656","196405.1114","227108.7236","174393.0783","141284.1019","199184.8108","   665.0000","260098.7793","172723.4050","312567.6840","245750.7573","231310.6148","239831.5817","     0.0000"," 70800.0000","   202.9264","   374.6438","   204.6025","     0.0000","106827.0785","164552.2133","308031.2278"," 54342.4556"," 52438.0282","   253.0000"
"M861.451T1062.153"," 5469.1464"," 5216.9936"," 9008.1234"," 5339.7369"," 3108.8838"," 6815.4941"," 6045.8159","12330.5737"," 5569.3477","    0.0000"," 2128.2581","  411.0000"," 3991.9021"," 4965.4610"," 4214.6721"," 7482.8186","  573.7393"," 6050.5399"," 5669.7535"," 6998.9776"," 5228.6812"," 9303.7843"," 7101.4746"," 5795.1937"," 7829.4106","    0.0000"," 7197.3630"," 7494.0240"," 7112.9423"," 3494.7773"," 7241.2780","  686.0000"," 3100.0785"," 3139.4401"," 5372.3115"," 3628.6743"," 5345.9703"," 4947.2893","  360.8971"," 3860.0000","  383.1888","  486.2010","  384.9468","  248.8351"," 1469.0717"," 2771.2375"," 3223.6176"," 4212.8060"," 2502.6624","    0.0000"
"M559.975T1203.448","10180.3496","98933.6656","10703.2692"," 4649.1058","14745.9375"," 5558.6562"," 3882.1084"," 2200.8020"," 2659.8158","    0.0000"," 5453.3051","  452.0000","13178.6451","10001.7484","18164.5378"," 4407.7670","    0.0000"," 5597.8326","10963.7049"," 3821.9746"," 8810.3572"," 3268.0901"," 1916.5786"," 3322.3575","10319.5416","    0.0000"," 4504.7896"," 2664.8438"," 4002.9423"," 2676.3564"," 3458.8750","    0.0000"," 5036.5234","11731.4570"," 3544.2093","21205.2750"," 8371.5322"," 7454.9155","    0.0000","  544.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 2171.9249"," 2610.8163"," 9527.6769","  553.7382"," 1558.0090","    0.0000"
