"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"M485.178T783.442",0.032549,0.033025,0.00078028,0.021287,-0.0049031,-0.02525,0.0052131
"M449.205T834.832",0.036425,0.080999,0.053828,0.014494,0.026503,0.025811,-0.0032324
"M439.083T756.683",0.03524,-0.020737,-0.02533,0.013787,0.019631,-0.043549,0.017964
"M479.19T902.518",0.030363,0.01487,0.04961,-0.007936,0.010522,0.035726,-0.021907
"M413.081T316.361",0.032873,-0.015121,0.011202,-0.0047736,0.021802,0.012361,0.0082343
"M417.177T763.775",0.034355,-0.025104,0.0065327,0.0073648,-0.052215,-0.020949,-0.014043
"M225.002T107.866",0.037373,-0.021374,0.0073073,-0.014168,-0.00095845,0.047111,0.0051076
"M947.485T901.595",0.038252,-0.021994,0.01933,-0.009459,-0.019852,-0.00075167,0.013607
"M399.165T851.906",0.033992,0.02119,-0.00080346,0.010651,-0.0088599,0.016434,-0.01366
"M895.304T938.238",0.043241,0.020352,0.0016643,-0.0045695,0.020675,-0.0265,0.043
"M455.081T744.378",0.0345,-0.02977,-0.021786,-0.0037399,0.010392,-0.073726,-0.012439
"M430.136T769.014",0.049217,0.042319,-0.025945,-0.064193,-0.04014,0.032518,-0.021075
"M590.274T907.848",0.024593,-0.06453,0.023953,0.0037147,-0.047884,-0.014361,-0.0047795
"M353.181T807.324",0.038479,0.022696,0.01202,-0.029011,-0.0064778,-0.026764,-0.024273
"M419.115T799.29",0.03215,-0.028663,-0.010072,0.022797,-0.030177,0.046837,-0.0078587
"M139.002T112.479",0.032962,-0.023315,-0.0017254,-0.005872,0.017485,-0.013658,-0.022066
"M1095.872T896.96",0.036573,-0.047007,-0.030102,0.042926,0.051732,0.007589,-0.0088294
"M429.646T308.971",0.032447,0.0050706,-0.014872,-0.016739,0.025286,0.022217,0.024039
"M968.4T974.568",0.043393,0.054854,0.00038956,-0.0096389,0.038046,-0.052366,-0.0098414
"M1015.586T1347.819",0.033095,0.0023006,0.017231,-0.016499,0.018588,0.01012,0.00066576
"M1033.603T1229.397",0.029301,0.0047107,0.015345,-0.0021539,0.0017938,0.0046496,-0.011325
"M533.169T900.984",0.037271,-0.0086009,-0.043315,0.038903,-0.0037061,-0.0046762,-0.01756
"M1095.01T894.541",0.026768,0.014149,-0.011832,-0.03333,0.071575,0.081569,0.01926
"M1209.581T888.373",0.032152,-0.033721,0.014177,0.0043861,-0.034368,-0.037842,0.0024818
"M492.868T66.13",0.02756,-0.017776,-0.024613,-0.028135,0.024129,-0.015009,0.0039399
"M567.276T907.878",0.028113,-0.056484,0.027297,-0.028248,-0.010666,-0.016117,-0.002089
"M664.226T813.714",0.037142,0.01794,0.035403,0.027654,-0.02427,0.037175,0.0039719
"M1035.397T978.889",0.036957,0.064918,-0.041212,-0.015298,0.020644,-0.029626,0.0010721
"M1162.051T893.06",0.033492,-0.04835,0.017709,-0.010903,0.026702,0.0061252,0.0038372
"M812.842T69.273",0.034959,-0.003813,0.0062953,-0.031404,-0.024638,0.08914,0.00217
"M691.153T854.793",0.036378,-0.030949,-0.0086594,-0.0046323,-0.030021,0.0064446,-0.0041626
"M433.351T780.04",0.037257,-0.027659,-0.0071787,-0.013964,0.040046,-0.046341,-0.0060992
"M1363.57T899.951",0.036357,-0.046049,-0.02918,-0.022494,-0.048004,0.014248,-0.011901
"M410.078T615.621",0.053404,-0.012821,-0.08146,0.13515,0.058597,-0.021718,-0.021712
"M1125.418T877.844",0.038164,0.064097,0.040055,0.0050149,0.01913,0.0049839,0.0023078
"M483.183T857.732",0.038274,-0.0079237,-0.043086,-0.072897,-0.018131,0.036402,0.028676
"M1323.575T889.628",0.034213,-0.025809,0.00078843,0.023248,-0.053394,-0.0062364,-0.010192
"M695.298T853.355",0.039132,0.0012109,0.015663,-0.04794,-0.011094,0.0074494,0.00022824
"M331.103T255.151",0.033808,-0.019795,0.001961,-0.043398,-0.034759,0.010658,-0.0065855
"M539.134T89.251",0.031379,-0.010281,0.057954,0.039134,-0.027733,-0.040482,0.011857
"M502.995T105.736",0.037804,-0.040271,0.029894,-0.012059,0.031624,-0.018515,-0.02552
"M967.36T964.868",0.043848,0.055733,-0.0235,-0.063683,-0.0036371,0.15912,-0.0072301
"M329.088T474.939",0.032731,-0.017108,0.0019236,-0.0034572,-0.0085934,-0.0061557,0.00018617
"M669.182T316.584",0.031172,0.0081719,-0.01938,-0.012346,0.050802,-0.0027736,0.012841
"M1097.514T1402.931",0.032723,-0.020282,-0.0018735,-0.019179,0.013254,-0.008957,-0.0054261
"M990.329T838.789",0.045292,0.041994,0.028063,-0.010607,-0.0057854,0.0024436,0.021678
"M240.933T64.89",0.025944,-0.015347,-0.049258,0.017144,0.03321,0.024849,-0.010307
"M548.979T106.308",0.034437,-0.017153,-0.0051679,-0.038191,0.028023,-0.009068,-0.003492
"M1031.288T315.245",0.031064,0.02979,-0.014515,-0.033056,-0.01567,0.022565,0.019508
"M333.109T769.719",0.039273,-0.010722,-0.061999,-0.090481,-0.010232,0.043707,0.016494
"M324.072T215.478",0.0062646,-0.085068,-0.029922,0.059447,0.094687,-0.070962,-0.030876
"M830.24T316.247",0.035504,0.032855,-0.029975,-0.046142,-0.042124,0.024433,0.0066017
"M1087.412T876.684",0.035694,0.0068047,-0.018734,-0.032378,-0.030348,0.032988,-0.025298
"M297.244T1278.646",0.026488,-0.053996,0.024199,-0.016338,-0.016052,-0.029088,0.026578
"M1094.946T896.052",0.013697,-0.045588,0.1158,-0.0033216,-0.0075429,-0.040274,0.011903
"M385.077T649.201",0.027838,-0.037493,0.030876,0.012934,-0.0021355,0.010905,-0.0052037
"M549.205T845.853",0.036943,0.00062423,-0.010165,-0.059833,-0.027633,-0.05006,0.017281
"M389.108T489.956",0.028926,0.062349,0.0064752,-0.10657,0.051674,-0.032061,-0.0012664
"M632.847T316.374",0.032848,0.041658,0.020552,0.035005,-0.023323,0.06615,-0.019935
"M341.535T617.585",0.044768,-0.013374,-0.042599,0.019751,0.038766,-0.019613,0.018315
"M387.034T831.689",0.055241,0.058095,-0.048141,0.053882,-0.024877,-0.0035364,0.045195
"M455.021T825.04",0.051392,0.063948,-0.054825,0.027606,-0.015884,0.023843,-0.014841
"M941.462T1306.809",0.031664,-0.029559,0.029723,-0.032169,-0.0040038,0.0072729,0.016056
"M1036.399T977.849",0.040405,0.060665,0.032809,0.022162,0.027083,-0.039433,0.01008
"M305.082T1122.457",0.033441,0.035787,0.060859,0.036166,0.0063991,0.084946,0.018717
"M435.217T805.716",0.03536,0.02815,0.03279,-0.020732,0.027498,-0.012829,0.001965
"M1136.545T907.7",0.027563,-0.054034,0.036404,0.0023503,-0.038199,-0.019285,-0.016975
"M1130.454T886.215",0.039041,-0.023904,0.014284,0.0016894,-0.025354,-0.0094852,0.010546
"M415.086T168.579",0.034293,-0.025562,0.0067278,-0.0061192,-0.010334,0.0083723,0.0077025
"M567.333T903.822",0.033942,-0.020295,0.0054167,0.0054335,-0.060399,-0.0084187,-0.015384
"M1163.56T905.015",0.022389,-0.035251,0.045009,0.042879,-0.15336,-0.088585,-0.0084443
"M401.18T764.21",0.032962,0.037535,0.020837,0.015887,-0.01075,-0.06391,-0.021168
"M823.337T914.416",0.039861,0.048438,-0.0085946,0.010917,-0.0050221,-0.018195,0.017421
"M397.259T1311.545",0.034644,-0.01639,0.0096641,0.045867,0.018305,-0.01694,0.006124
"M443.191T791.98",0.034191,0.016622,0.0094633,0.0054405,-0.0082236,0.0091584,0.0029092
"M413.167T733.785",0.030935,-0.016034,0.016973,-0.0073058,-0.030815,-0.013761,-0.0073009
"M341.259T618.637",0.041418,-0.0067181,-0.025525,0.00025144,0.015923,-0.017943,-0.0094596
"M859.153T942.886",0.029306,-0.051706,-0.007699,-0.0088938,-0.017199,0.0051906,-0.017391
"M633.753T316.098",0.031452,0.019972,0.028009,0.0073059,-0.015025,0.022126,-0.020395
"M919.334T939.971",0.037006,0.011193,-0.038047,-0.023443,-0.014979,-0.029705,-0.0037136
"M863.373T951.624",0.037955,0.050266,0.046903,0.016871,-0.017609,-0.00083842,0.013775
"M316.427T318.614",0.032533,-0.018865,0.00075132,0.050612,-0.0020254,0.07348,-0.023085
"M419.228T901.259",0.033079,0.059621,0.038357,-0.032185,-0.02355,-0.00037105,0.010636
"M316.385T321.843",0.030443,-0.030514,0.015266,0.042009,0.018956,0.059117,0.0077065
"M967.407T978.889",0.04274,0.055144,0.040841,-0.023955,0.012742,-0.04562,-0.0085156
"M524.981T106.871",0.032713,-0.025123,0.04691,-0.019533,0.013467,-0.019946,0.002127
"M950.342T882.081",0.040932,0.050567,-0.015323,-0.068822,0.0095673,-0.027587,-0.012588
"M822.313T886.782",0.042996,0.03606,0.013501,-0.02318,0.043791,0.010169,0.014643
"M497.109T889.816",0.036301,0.062804,0.057015,-0.040133,-0.069548,0.019641,-0.032425
"M1461.92T936.679",0.04128,0.013489,0.019013,-0.016723,0.0017708,9.2609e-06,-0.033121
"M970.768T318.573",0.030232,0.0030238,-0.00061099,0.020345,-0.051251,0.012009,-0.016278
"M857.325T1034.658",0.052092,0.058888,0.020614,-0.054028,0.0024892,0.036928,0.019637
"M1005.392T917.562",0.036825,0.015767,0.0087955,0.020189,0.0058989,0.011834,0.003908
"M357.576T759.445",0.03175,0.0045195,-0.017651,-0.025033,-0.002359,-0.014995,-0.0083495
"M365.052T459.24",0.05429,0.0368,-0.057096,0.023055,-0.026812,-0.0087522,0.00043218
"M271.021T88.704",0.032445,-0.028636,0.051797,0.012895,-0.043623,-0.06604,0.019401
"M968.386T889.852",0.037527,0.013643,-0.023694,0.012275,0.0073855,-0.03962,-0.0011158
"M593.686T850.456",0.038279,-0.047399,-0.0093402,0.047472,0.00056416,0.022914,-2.9071e-05
"M505.029T765.672",0.038966,-0.010547,-0.031404,0.04444,-0.013465,0.034715,0.015259
"M1035.367T890.845",0.039229,0.016505,-0.0030812,0.012626,0.028595,-0.010432,-0.015441
"M565.054T1199.484",0.021499,-0.043325,-0.024143,-0.014677,-0.063257,0.017828,0.010319
"M491.208T833.798",0.037817,0.089992,0.05163,0.0050967,-0.014365,0.012823,0.0018489
"M728.286T863.521",0.033392,0.0033893,0.0075427,-0.045851,0.05094,-0.056291,-0.026598
"M969.4T973.77",0.042723,0.054531,0.03961,-0.023714,0.030915,-0.020566,-0.010669
"M333.135T1582.426",0.019363,-0.027226,0.056627,0.006766,0.04646,-0.0016985,-0.015113
"M377.181T797.379",0.033118,-3.1998e-05,0.0052927,0.049837,0.039533,-0.0050077,-0.0065277
"M369.388T763.979",0.031656,-0.030462,0.00060808,-0.0040345,-0.009813,-0.015,-0.0083548
"M1161.526T895.081",0.032356,-0.054897,0.020321,0.0036873,0.016642,-0.0035679,0.011202
"M266.946T113.686",0.033684,-0.015872,0.013027,0.018283,0.0019037,0.015564,-0.00079809
"M696.3T853.355",0.041556,0.0069718,0.013254,-0.06465,0.0057282,-0.020137,-0.0032212
"M1007.373T920.82",0.038782,0.010101,0.029357,0.0069657,0.017747,-0.0072541,-0.016252
"M589.773T907.878",0.026458,-0.047323,0.0017865,-0.007557,-0.033094,-0.029818,0.0055335
"M445.037T424.564",0.030522,-0.023232,0.012775,0.0080043,-0.02305,0.018597,-0.013368
"M988.804T68.066",0.036008,-0.0070408,0.004929,-0.02453,-0.050425,0.010995,0.0051569
"M595.261T805.416",0.03855,0.046857,0.097586,-0.012484,0.026333,-0.001671,-0.0039695
"M1323.606T888.291",0.036498,-0.048239,-0.038964,-0.034118,-0.037903,0.00029014,-0.017732
"M688.263T861.089",0.043289,0.022997,-0.0069881,0.017327,0.026886,-0.043864,0.015454
"M971.627T318.415",0.029547,0.0029793,0.020597,0.030998,0.058703,0.021561,-0.014682
"M1143.444T941.11",0.041535,0.035423,0.019802,-0.0047339,0.039466,0.0091794,0.0024977
"M1094.293T897.844",0.035706,0.016802,0.020795,0.019135,0.084472,-0.033337,-0.011731
"M967.394T924.933",0.035897,0.048876,0.01622,-0.0077517,0.018853,-0.029052,-0.012828
"M702.255T837.404",0.037878,0.020685,-0.041006,-0.013383,0.032358,0.0020414,0.0011304
"M379.067T781.128",0.047165,0.012724,-0.06234,0.064889,-0.054637,0.0061081,-0.040705
"M714.253T913.384",0.039479,0.022602,-0.01946,-0.0036569,0.062232,-0.015679,0.0037313
"M773.211T817.036",0.027674,0.032112,0.030879,-0.0090851,0.037625,-0.0097308,-0.0016841
"M589.271T908.408",0.023579,-0.058664,0.017112,-0.023699,-0.015425,-0.016617,-0.016011
"M795.27T865.806",0.034798,-0.0044888,0.00581,-0.039044,0.010551,0.023962,0.0050757
"M264T169.106",0.03198,-0.0081421,-0.0051744,-0.026315,0.010359,0.0090245,-0.0049122
"M1095.906T894.31",0.039183,-0.021339,0.015489,0.059549,0.035025,-0.00014086,-0.0057549
"M625.024T106.841",0.034163,-0.041528,0.019533,0.012465,0.0076392,-0.021158,0.010124
"M311.065T863.883",0.029898,-0.016859,-0.024217,0.079676,0.091698,-0.020513,0.008146
"M631.833T319.717",0.0309,-0.015833,-0.048986,0.021328,0.0044583,0.066722,0.0092065
"M644.248T900.496",0.042663,0.024844,-0.012837,-0.021339,-0.0023946,-0.033632,-0.034856
"M889.313T902.886",0.04135,0.033773,0.018458,0.00096939,0.007266,-0.011471,2.8909e-05
"M273.314T67.476",0.035053,0.060033,0.07332,-0.022977,-0.075092,-0.084608,0.0015979
"M950.337T882.881",0.04328,0.052944,-0.023481,-0.059485,0.0058419,-0.028612,-0.0063987
"M559.053T88.871",0.029655,-0.035556,0.035853,-0.036669,-0.0017594,0.02309,-0.0058751
"M576.128T818.314",0.034449,-0.064635,-0.00067936,0.089688,-0.039884,0.01943,0.001528
"M569.273T895.199",0.032774,-0.049443,0.012158,-0.020377,0.010998,-0.0077116,0.009438
"M751.173T317.266",0.032591,-0.004454,-0.01707,0.013051,0.013319,0.012588,-0.00611
"M272.963T113.946",0.033107,-0.030596,0.0048777,0.0065309,0.017684,0.0076461,0.0038811
"M279.164T1614.563",0.031816,-0.045202,0.00071496,-0.022561,0.0057646,-0.023084,0.00024649
"M549.147T750.744",0.035671,-0.023559,-0.0092413,0.023088,-0.022217,-0.0043333,0.014236
"M553.051T758.396",0.032601,-0.011006,0.015951,-0.028134,-0.013306,-0.00076073,0.01004
"M263.13T940.795",0.033364,0.0038851,0.011671,-0.062137,-0.04897,0.015101,-0.029599
"M445.207T780.093",0.036028,-0.016456,-0.0060441,0.042247,0.0029034,-0.0028324,0.025885
"M631.863T318.629",0.03105,0.0034537,-0.0070071,0.023917,0.031368,0.050248,-0.011073
"M843.287T936.679",0.042344,0.032081,0.015527,0.003076,-0.0056775,0.017764,0.0073299
"M483.129T913.248",0.046028,0.021828,-0.014278,-0.084411,0.029567,0.033016,-0.0086526
"M1008.375T923.099",0.04146,0.03932,0.043605,-0.0056871,0.0041732,-0.010139,0.0057961
"M873.638T939.705",0.042437,0.058075,0.062965,-0.001247,0.060019,0.0013171,0.02256
"M804.318T962.853",0.043471,0.060244,0.021686,0.0046182,0.028838,-0.0081318,-0.020664
"M433.777T806.208",0.037336,0.018775,-0.0020546,0.04584,0.0039309,0.012965,0.013289
"M1045.593T1289.364",0.034531,0.0092088,0.0046187,-0.011962,0.014698,0.01872,-0.016109
"M501.195T803.697",0.035265,0.055225,0.0032362,-0.0007224,-0.021757,0.023541,0.0026679
"M630.654T314.128",0.030632,0.0095017,-0.0051508,-0.015759,-0.010447,0.028576,0.010744
"M625.178T776.712",0.030287,-0.055989,-0.011888,0.02212,-0.075493,0.010994,-0.013111
"M399.065T319.722",0.034882,-0.054546,-0.07143,0.10265,0.032163,-0.04018,-0.0054573
"M1462.085T939.347",0.050725,0.093883,0.086183,0.01626,-0.016491,-0.030208,0.012694
"M315.108T761.986",0.036688,0.010455,0.014308,-0.061021,-0.010764,-0.044115,0.00029431
"M471.152T726.342",0.036832,-0.037628,0.00030163,0.050485,0.026267,0.034486,0.016468
"M377.162T1630.7",0.033499,-0.032709,0.0057982,-0.031077,0.023501,-0.0061764,0.030654
"M272.073T418.674",0.036589,-0.098076,-0.068836,-0.022432,0.16966,-0.041732,0.01065
"M237.04T858.99",0.045816,-0.0072747,-0.034534,-0.15543,-0.064579,0.085292,-0.00014511
"M309.478T1627.463",0.030162,-0.021837,0.021304,-0.0043571,0.0139,-0.030749,0.013109
"M369.569T765.536",0.029069,-0.03171,0.0068466,0.001232,0.033136,9.0917e-06,0.011864
"M427.038T293.27",0.035928,0.0064027,0.008924,-0.04553,-0.042705,-0.018436,-0.010208
"M383.058T256.181",0.042392,-0.011726,0.028126,-0.016923,-0.021455,-0.02111,-0.017112
"M684.191T618.708",0.035922,0.031444,-0.1147,-0.020651,0.17496,-0.0042442,0.021947
"M1144.448T942.538",0.041787,0.046672,0.017075,-0.015437,0.044971,0.0017856,-0.0079209
"M613.774T885.363",0.033012,-0.029468,0.01488,-0.0086747,-0.0071294,0.0096569,-0.011183
"M1176.528T983.06",0.045182,0.082792,0.0087052,-0.033652,0.0033779,0.051416,0.023376
"M951.397T1014.118",0.044256,0.059951,0.024577,-0.024063,0.010657,0.036656,0.0028607
"M998.841T1404.514",0.03158,-0.045411,-0.015467,0.01708,0.017826,0.033273,0.012287
"M425.103T1191.927",0.035524,-0.028262,-0.0021547,0.037967,0.019082,0.0019944,0.0062983
"M389.182T799.355",0.030173,-0.042202,0.027344,0.040572,-0.066379,0.007358,-0.019129
"M895.29T938.858",0.049688,0.03842,0.021798,0.011143,-0.0060776,-0.0056136,-0.011044
"M924.351T839.79",0.042288,0.022132,0.027804,-0.03795,0.025308,-0.017376,-0.028405
"M313.093T320.692",0.031761,-0.018298,-0.014623,-0.010769,0.011879,-0.0027155,-0.0080123
"M852.339T915.443",0.038496,0.015494,-0.031228,-0.0059458,0.023309,0.00050369,-0.02696
"M475.187T823.258",0.041217,0.021611,0.02223,-0.012314,-0.021039,0.091567,-0.024605
"M998.861T1404.179",0.031707,-0.049877,-0.017533,0.029954,0.010374,0.051633,-0.0079268
"M698.26T899.18",0.042638,0.043961,-0.001308,-0.016477,0.010031,-0.046756,0.011983
"M721.31T972.44",0.037056,0.019054,0.019364,-0.021441,0.058569,0.0063824,-0.0067076
"M621.052T106.9",0.03378,-0.021412,-0.0085265,0.0037304,-0.0047088,0.0029859,0.0093823
"M289.026T88.643",0.032596,-0.031804,0.031966,0.069206,-0.069826,-0.0038344,-0.010019
"M544.284T936.329",0.028221,-0.015135,-0.041263,0.0432,0.0072074,-0.014694,0.016478
"M379.101T757.973",0.030356,0.0070928,-0.0075785,-0.028901,0.010386,0.011642,-0.005711
"M494.168T786.301",0.03769,0.068321,0.018909,-0.040855,0.033828,0.019298,-0.01416
"M911.26T1004.032",0.044172,0.04785,0.043068,-0.01466,-0.0082193,0.0044116,0.013681
"M1106.454T890.453",0.037035,0.0085463,-0.011095,-0.014527,-0.0057564,-0.012275,0.011378
"M289.084T863.831",0.035306,-0.0033217,0.040669,-0.020709,-0.016357,0.013127,-0.0060181
"M473.196T813.174",0.035695,-0.010303,-0.017918,-0.065646,-0.0038276,0.024996,-0.049367
"M559.066T758.189",0.035013,-0.019315,-0.0093869,-0.041665,0.008747,-0.042427,-0.013481
"M449.004T832.738",0.053231,0.08126,-0.067712,0.078763,-0.00085963,0.001747,0.040348
"M343.102T681.368",0.024073,0.039382,-0.052055,-0.024685,-0.025332,-0.023014,0.0011387
"M497.261T974.778",0.035946,-0.0024204,0.02892,-0.026563,0.021988,-0.0037909,0.0054605
"M661.253T876.035",0.033922,-0.0076568,0.039456,-0.013927,-0.0071602,0.037007,0.014397
"M765.729T983.05",0.033935,-0.064918,-0.038487,0.025101,0.011339,0.027368,-0.0040278
"M941.317T938.576",0.043098,0.015785,0.012001,-0.014557,0.050204,-0.019107,-0.022778
"M1193.041T904.79",0.021264,0.0059855,0.028188,-0.02387,-0.10905,-0.080989,-0.021151
"M581.283T805.632",0.035253,0.0201,-0.0046013,-0.03865,0.043173,-0.0093289,-0.0057441
"M564.929T1201.416",0.028257,-0.016188,-0.035131,0.018058,0.011848,-0.018009,0.0013651
"M728.88T67.591",0.037971,0.053654,-0.047852,0.011888,-0.05482,-0.047065,0.036285
"M429.504T310.912",0.033037,-0.011844,-0.019271,-0.0081194,0.019958,0.041393,-0.012792
"M603.083T90.379",0.035065,-0.045236,0.037863,-0.04149,0.033241,-0.009504,0.009898
"M847.188T757.14",0.02991,0.0072218,-0.057354,-0.014094,-0.038657,0.067909,-0.014297
"M402.053T876.272",0.045601,0.0084441,-0.059995,0.037698,-0.042383,-0.0087096,-0.01291
"M753.298T903.043",0.038891,0.0087668,0.022838,-0.013038,-0.020846,0.04208,0.015917
"M610.83T67.188",0.017149,0.013995,-0.080075,-0.056172,0.04081,-0.018885,-0.025775
"M475.366T1425.395",0.039629,-0.034723,0.0045613,-0.013916,0.031649,-0.013564,-0.0091394
"M485.063T759.194",0.029007,0.019076,-0.024282,-0.027624,-0.024777,-0.0088828,0.020089
"M1044.425T908.907",0.042667,0.016429,0.029166,0.032449,0.01604,0.017959,0.013153
"M1331.507T909.803",0.032687,-0.031144,0.013018,0.0035132,-0.0071922,-0.030602,-0.013434
"M507.209T930.4",0.034784,0.044469,-0.0095976,0.0072658,-0.019272,0.016869,0.0052742
"M238.892T97.993",0.036352,-0.0086528,0.0051066,0.0060821,-0.052909,-0.016336,-0.035448
"M1143.426T942.716",0.042314,0.050565,0.021925,-0.020627,0.00053207,0.0060229,0.017442
"M387.02T108.554",0.031469,-0.0012403,0.00096978,-0.01341,-0.03717,-0.018131,-0.013835
"M711.218T782.65",0.040755,0.014948,-0.027091,-0.013411,-0.029188,-0.06686,0.0011833
"M890.319T900.562",0.037729,0.028377,0.018333,-0.013304,0.081403,0.0092734,0.011206
"M1007.203T89.251",0.038409,-0.050562,0.055349,-0.0057463,0.035425,0.0022397,0.016886
"M443.058T752.856",0.0326,-0.017051,0.028322,0.025186,0.031726,-0.04258,0.011032
"M1129.441T885.407",0.03569,-0.0057428,-0.02459,-0.010459,0.01025,-0.024143,0.0046666
"M869.171T823.716",0.040264,0.064575,0.077498,0.022658,-0.021969,0.012918,0.016383
"M964.359T921.966",0.050851,0.068261,-0.010565,-0.037995,-0.016863,-0.015082,-0.021058
"M1613.665T937.741",0.051411,0.018542,-0.034269,-0.074455,0.0005217,-0.026059,-0.010812
"M420.999T106.905",0.033491,-0.038797,0.077273,-0.026654,0.029889,-0.035422,0.029071
"M708.241T861.396",0.040722,0.009636,0.0059883,0.024795,0.048054,-0.025638,0.023655
"M1136.99T908.053",0.031694,-0.02641,0.015247,0.010698,-0.034519,0.0079228,0.0098943
"M851.276T990.376",0.040558,0.052111,-0.010829,0.055478,0.011617,-0.039255,0.00073739
"M537.08T758.19",0.03179,0.019562,-0.020568,-0.027113,0.018991,-0.0063689,0.008178
"M569.775T895.343",0.032666,-0.04772,0.021882,-0.030105,0.018301,-0.0032537,-0.018354
"M591.465T1235.608",-0.028934,-0.0748,0.026272,0.0010084,-0.12429,-0.08251,0.017428
"M645.252T899.393",0.036733,0.02612,-0.052625,0.010443,0.0013363,-0.0078789,0.013945
"M397.074T474.916",0.032424,0.0014215,-0.0057463,0.0026077,-0.0057842,0.013,-0.0094179
"M848.315T857.496",0.043137,0.060597,0.013082,-0.041039,-0.021264,0.013868,0.018127
"M1397.968T984.092",0.03814,-0.088668,-0.077421,-0.071449,-0.040162,0.018567,0.013145
"M781.183T974.609",0.043108,-0.019793,0.0045294,0.012079,0.0071993,-0.054095,0.0014344
"M1130.437T924.326",0.044826,0.029173,0.029411,0.024007,0.0021701,-0.026044,-0.0069429
"M693.278T872.306",0.036462,0.00917,0.012766,-0.013003,0.023526,0.00017212,-0.006159
"M432.997T107.064",0.033622,-0.029207,0.036417,-0.030797,0.018654,0.035061,0.0092899
"M545.298T995.647",0.030736,-0.020851,0.027176,0.028132,0.032759,0.048466,0.0029268
"M723.538T832.745",0.037419,0.036118,0.063959,0.039666,0.0090257,0.079856,0.026963
"M366.994T111.318",0.033432,-0.026711,0.0088256,0.0071888,-0.025429,-0.01754,0.015298
"M1192.04T901.764",0.023727,-0.0097001,-0.043584,-0.005071,-0.13537,-0.063671,-0.018948
"M1014.782T1351.411",0.028494,0.0035418,-0.028119,0.022874,0.0069097,0.05563,0.025453
"M375.129T729.569",0.029184,-0.028614,-0.025541,-6.3807e-05,-0.012401,0.0022055,-0.0047236
"M503.126T874.193",0.035602,-0.039748,0.0031654,-0.0086445,-0.012283,0.0075513,0.0065577
"M901.161T984.095",0.034185,-0.068962,-0.025424,-0.044855,0.021332,0.075076,-0.024136
"M420.95T86.132",0.034898,-0.049861,0.021926,-0.042597,0.0056643,0.033265,-0.030808
"M596.277T932.512",0.017757,0.061335,-0.039274,0.031502,-0.026109,0.08466,0.037018
"M425.165T761.881",0.03103,-0.042379,0.026685,-0.026084,-0.029061,0.036516,0.016848
"M516.992T825.04",0.041028,0.069845,-0.21759,0.043217,-0.027523,0.016574,-0.017923
"M447.151T677.76",0.033502,0.0020893,-0.038281,-0.0041286,-0.0030508,0.019387,0.0046852
"M1162.522T896.44",0.0309,-0.021898,-0.0051718,-0.0084981,0.034123,0.0069725,-0.01089
"M379.565T877.71",0.052672,0.033776,0.042518,0.023745,0.14107,0.023035,-0.026292
"M433.038T831.69",0.047092,0.08991,-0.063614,0.059563,-0.037014,-0.0032221,-0.048108
"M349.056T728.324",0.037261,-0.002992,-0.0040808,-0.024188,-0.038845,0.031869,-0.031106
"M391.065T766.545",0.027009,-0.019277,0.03988,0.0090892,-0.018857,-0.0185,0.011786
"M861.166T878.352",0.036301,0.0048113,-0.0017238,-0.048759,-0.0091723,-0.039934,-0.026607
"M531.009T876.272",0.05537,0.059353,-0.021715,0.062294,-0.044126,0.030687,-0.016796
"M409.045T138.763",0.033396,-0.0012249,0.0086176,0.0010489,0.014207,0.053677,-0.014215
"M395.189T761.387",0.036895,-0.011241,-0.0010515,-0.025957,-0.03578,0.02015,0.0030151
"M306.936T1813.234",0.030726,-0.018891,-0.016521,0.018406,0.0308,0.021625,-0.0027321
"M335.137T198.47",0.036546,0.0030438,0.0081654,-0.012197,0.005443,0.0074327,-0.0023375
"M661.226T856.483",0.038347,0.029202,0.063547,0.035993,0.0045262,0.026619,0.011725
"M727.414T1292.189",0.029367,-0.034466,-0.00633,-0.0075573,-0.020301,-0.012107,0.017256
"M465.141T849.089",0.033573,0.024294,0.043785,0.0085409,-0.049033,0.021624,-0.03159
"M471.117T721.976",0.044992,-0.050171,-0.052777,0.17891,0.080587,-0.0058473,-0.011937
"M676.835T65.732",0.026657,0.054446,-0.12634,-0.017375,0.0089192,0.0061871,0.038786
"M351.13T801.057",0.035186,0.0057247,0.011354,0.011213,-0.028672,-0.017978,-0.0057939
"M361.323T326.759",0.042198,0.014219,0.013916,0.023456,0.036512,-0.034746,-0.0082726
"M661.142T919.275",0.04661,0.0063284,0.0033038,-0.034106,0.028622,-0.0093595,0.019707
"M409.075T617.585",0.042379,-0.02063,-0.044583,-0.0056172,0.027136,-0.063213,0.017285
"M402.187T763.436",0.035493,0.022752,-0.0055175,-0.013817,-0.051417,-0.056387,-0.011749
"M426.882T91.046",0.028939,-0.009176,-0.012289,-0.0078975,0.030253,-0.0086694,-0.011894
"M1015.483T980.936",0.042645,0.071148,0.078364,-0.004346,0.01194,0.022849,-0.005897
"M545.846T78.22",0.028779,-0.042117,0.0022848,-0.043914,0.025869,0.031246,-0.0024225
"M365.528T823.98",0.054037,0.061663,-0.066515,0.04262,-0.032377,0.010832,0.015764
"M937.388T970.431",0.038032,0.013762,0.027927,0.010786,-0.018996,0.011595,-0.015642
"M942.309T937.647",0.045695,0.033068,0.015896,-0.040604,0.030858,-0.034059,-0.013151
