"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6"
"M331.103T255.151",0.033844,-0.023148,0.01757,0.0054545,0.023521,-0.051288
"M539.134T89.251",0.03135,-0.050495,-0.0062934,-0.0012291,-0.067463,-0.00098034
"M502.995T105.736",0.037764,-0.062212,0.025829,-0.018576,0.013319,0.021956
"M967.36T964.868",0.044111,0.066481,-0.03113,0.1305,0.088884,-0.029128
"M329.088T474.939",0.032778,-0.017034,0.015403,-0.0079702,-0.0022842,-0.0092912
"M669.182T316.584",0.031279,0.011687,-0.0067904,-0.018055,0.036673,0.035118
"M1097.514T1402.931",0.032759,-0.021803,0.016455,-0.017789,0.020936,0.00068592
"M990.329T838.789",0.04542,0.0029547,-0.049232,0.026798,-0.00055465,-0.0080427
"M240.933T64.89",0.026078,0.030957,0.032401,-0.010344,0.017253,0.034587
"M548.979T106.308",0.034477,-0.022426,0.011586,-0.022606,0.044201,0.0031327
"M1031.288T315.245",0.031207,0.027527,-0.024571,0.019486,0.028893,-0.030323
"M333.109T769.719",0.039431,0.025767,0.024946,-0.0028495,0.09637,-0.058031
"M324.072T215.478",0.0061829,-0.042444,0.082764,-0.10539,-0.014753,0.10496
"M830.24T316.247",0.035688,0.040714,-0.023186,0.017502,0.032682,-0.060701
"M1087.412T876.684",0.035825,0.017215,0.0014075,0.022003,0.025339,-0.04222
"M297.244T1278.646",0.02641,-0.065826,0.041068,-0.026861,-0.0042357,-0.021826
"M1094.946T896.052",0.013446,-0.12967,0.0071094,0.0090214,-0.036705,-0.0012457
"M385.077T649.201",0.027804,-0.04758,0.031389,0.014486,-0.016965,0.0078963
"M549.205T845.853",0.03701,-0.013616,-0.010141,-0.047246,0.031332,-0.058028
"M389.108T489.956",0.029016,0.0043937,-0.08115,-0.023935,0.10395,-0.012474
"M632.847T316.374",0.033005,0.031098,-0.031853,0.082744,-0.032347,0.0035804
"M341.535T617.585",0.044925,0.018734,0.022113,-0.043978,0.007007,0.038737
"M387.034T831.689",0.05558,0.087242,-0.037413,-0.00028247,-0.04582,0.0027903
"M455.021T825.04",0.051738,0.094875,-0.040458,0.016972,-0.01268,-0.0021855
"M941.462T1306.809",0.031631,-0.051724,0.018768,0.0092276,0.019887,-0.017331
"M1036.399T977.849",0.040538,0.01073,-0.073135,-0.0023031,-0.023708,0.034943
"M305.082T1122.457",0.033523,-0.0031956,-0.03562,0.11099,-0.026707,0.033657
"M435.217T805.716",0.035417,-0.016848,-0.041862,0.0064497,0.018436,0.014534
"M1136.545T907.7",0.027483,-0.068106,0.042226,-0.0079065,-0.030774,-0.029476
"M1130.454T886.215",0.039075,-0.030063,0.019532,-0.0037726,-0.017566,-0.020088
"M415.086T168.579",0.034326,-0.024911,0.024323,0.003917,0.00098436,-0.010975
"M567.333T903.822",0.033992,-0.01674,0.020623,-0.00027727,-0.033561,-0.048579
"M1163.56T905.015",0.022324,-0.055265,0.020936,-0.034256,-0.13108,-0.10952
"M401.18T764.21",0.033054,0.0016766,-0.049693,-0.029336,-0.036364,-0.0027702
"M823.337T914.416",0.040051,0.03763,-0.046369,-0.0036754,-0.013458,-0.00027179
"M397.259T1311.545",0.034699,-0.015573,0.014881,-0.012565,-0.036443,0.03913
"M443.191T791.98",0.034293,0.0051434,-0.016522,0.018416,-0.0089299,-0.0029156
"M413.167T733.785",0.030953,-0.028301,0.0097662,-0.0038417,-0.013928,-0.029406
"M341.259T618.637",0.041543,0.0080608,0.010215,-0.031059,0.0096012,0.010663
"M859.153T942.886",0.029308,-0.032364,0.053434,-0.011979,0.0036438,-0.019572
"M633.753T316.098",0.031527,-0.0036821,-0.022439,0.039954,-0.015567,-0.0055542
"M919.334T939.971",0.03716,0.025825,-0.0066666,-0.039067,0.016842,-0.0295
"M863.373T951.624",0.03806,0.0010251,-0.059536,0.039619,-0.034392,-0.0025587
"M316.427T318.614",0.032632,0.0070022,0.034549,0.060766,-0.029203,0.028579
"M419.228T901.259",0.033179,0.0043456,-0.071153,0.034939,0.0066741,-0.033652
"M316.385T321.843",0.03048,-0.018048,0.037979,0.048401,-0.019125,0.042308
"M967.407T978.889",0.042835,-0.0096306,-0.074977,-0.0073146,0.0059639,-0.00083683
"M524.981T106.871",0.032654,-0.064953,0.006205,-0.0054594,0.0070624,0.0039213
"M950.342T882.081",0.041096,0.02421,-0.057038,-0.023707,0.060184,-0.030202
"M822.313T886.782",0.043122,0.0051612,-0.041967,0.015878,0.03682,0.026867
"M497.109T889.816",0.036393,-0.0032783,-0.07506,0.067416,-0.0072939,-0.074296
"M1461.92T936.679",0.041363,-0.012058,-0.020197,0.010836,0.010025,-0.0056475
"M970.768T318.573",0.030334,0.010537,0.0035656,0.020279,-0.036974,-0.03242
"M857.325T1034.658",0.052266,0.015625,-0.063582,0.051151,0.048246,-0.02217
"M1005.392T917.562",0.036938,0.0075134,-0.01423,0.019279,-0.014587,0.016821
"M357.576T759.445",0.031848,0.0068163,-0.0042968,-0.021351,0.02156,-0.017181
"M365.052T459.24",0.054591,0.071822,-0.018012,-0.017332,-0.019095,-0.015819
"M271.021T88.704",0.03238,-0.067463,0.0076038,-0.030352,-0.055418,-0.029976
"M968.386T889.852",0.037672,0.02096,-0.011773,-0.039945,-0.0092608,0.0085922
"M593.686T850.456",0.038343,-0.01476,0.057345,0.0056348,-0.032525,0.025561
"M505.029T765.672",0.039133,0.030503,0.029361,0.017249,-0.028668,0.010994
"M1035.367T890.845",0.039355,0.010146,-0.016862,-0.0086516,0.00022305,0.030037
"M565.054T1199.484",0.021533,-0.009011,0.053151,-0.00033948,-0.004951,-0.062317
"M491.208T833.798",0.037976,0.02471,-0.099111,0.062621,-0.021986,-0.0047526
"M728.286T863.521",0.033416,-0.028805,-0.02087,-0.054129,0.0479,0.017061
"M969.4T973.77",0.042824,-0.0062865,-0.071177,0.0098352,0.018895,0.01602
"M333.135T1582.426",0.019266,-0.06666,0.0094802,0.010938,0.00030757,0.047355
"M377.181T797.379",0.033206,0.0007073,0.0012201,-0.0030832,-0.027354,0.059553
"M369.388T763.979",0.031678,-0.026804,0.027534,-0.019489,-0.003577,-0.011224
"M1161.526T895.081",0.032311,-0.057699,0.04733,-0.011028,-0.0010012,0.017434
"M266.946T113.686",0.033732,-0.01731,0.016145,0.015914,-0.014639,0.01296
"M696.3T853.355",0.041608,-0.026263,-0.020417,-0.015415,0.049865,-0.028665
"M1007.373T920.82",0.038841,-0.019437,-0.019057,0.0084923,-0.0070703,0.020613
"M589.773T907.878",0.026435,-0.040696,0.042271,-0.032629,-0.013701,-0.033571
"M445.037T424.564",0.030552,-0.02201,0.023975,0.019121,-0.01601,-0.013431
"M988.804T68.066",0.036077,-0.011318,0.0070336,0.014877,-7.8004e-05,-0.054577
"M595.261T805.416",0.038543,-0.050506,-0.075314,0.052158,-0.0032322,0.023545
"M1323.606T888.291",0.036566,-0.011007,0.056202,-0.028854,0.022805,-0.052966
"M688.263T861.089",0.043432,0.013155,-0.026514,-0.035546,-0.010194,0.028873
"M971.627T318.415",0.029603,-0.0099837,-0.0048694,0.022122,-0.0017024,0.068765
"M1143.444T941.11",0.041655,0.0041232,-0.041078,0.020229,0.017568,0.033183
"M1094.293T897.844",0.035769,-0.014277,-0.029026,-0.024303,0.0084796,0.081529
"M967.394T924.933",0.036018,0.011376,-0.058268,-0.0063355,0.0043746,0.011717
"M702.255T837.404",0.038063,0.038678,-0.011659,-0.017949,0.035737,0.01747
"M379.067T781.128",0.047449,0.073085,0.014888,-0.0060492,-0.062053,-0.017421
"M714.253T913.384",0.039628,0.020266,-0.022434,-0.025649,0.031574,0.048625
"M773.211T817.036",0.027727,-0.0096975,-0.044033,0.0087536,0.014006,0.029195
"M589.271T908.408",0.023499,-0.063024,0.048615,-0.02198,0.0065511,-0.024979
"M795.27T865.806",0.034855,-0.015606,0.0017983,0.015944,0.040965,-0.0094709
"M264T169.106",0.032043,-0.0090757,0.0075094,-0.0013192,0.029942,-0.004734
"M1095.906T894.31",0.039241,-0.01938,0.021262,0.0013432,-0.038854,0.061809
"M625.024T106.841",0.034144,-0.048108,0.033198,-0.019958,-0.015773,0.013302
"M311.065T863.883",0.030002,0.012244,0.02412,-0.039634,-0.025487,0.11616
"M631.833T319.717",0.031066,0.039868,0.040791,0.029026,0.009431,0.014638
"M644.248T900.496",0.042807,0.014355,-0.027874,-0.028437,0.013295,-0.015935
"M889.313T902.886",0.04147,0.0042382,-0.04002,0.0075944,-0.0049434,0.0075188
"M273.314T67.476",0.035081,-0.030616,-0.090135,-0.0092962,-0.048804,-0.074583
"M950.337T882.881",0.043472,0.034192,-0.056133,-0.026253,0.052465,-0.029233
"M559.053T88.871",0.029601,-0.059125,0.024726,0.0227,0.026333,-0.016402
"M576.128T818.314",0.034487,-0.021708,0.077679,0.012181,-0.088449,0.013516
"M569.273T895.199",0.03274,-0.053099,0.041355,-0.018127,0.018077,-0.00069222
"M751.173T317.266",0.032701,0.011699,0.011651,0.0003267,0.0015175,0.017426
"M272.963T113.946",0.033133,-0.026305,0.029647,-0.0020885,0.0028063,0.019205
"M279.164T1614.563",0.0318,-0.043769,0.038074,-0.034376,0.017426,-0.0080183
"M549.147T750.744",0.035749,-0.0060168,0.028467,-0.0089051,-0.027448,-0.0079114
"M553.051T758.396",0.032625,-0.027808,0.0040325,0.0031626,0.014058,-0.024669
"M263.13T940.795",0.033416,-0.016353,-0.0089105,0.020726,0.031389,-0.072048
"M445.207T780.093",0.036119,-0.00090688,0.021671,-0.0062561,-0.033361,0.023702
"M631.863T318.629",0.031168,0.016769,0.0069968,0.036564,0.0049655,0.041266
"M843.287T936.679",0.042482,0.011415,-0.03241,0.032068,-0.0058273,-0.0010159
"M483.129T913.248",0.046167,0.0078299,-0.022795,0.014201,0.094094,-0.017867
"M1008.375T923.099",0.041544,-0.012405,-0.052675,0.021863,-0.006722,0.0035012
"M873.638T939.705",0.042518,-0.015522,-0.076824,0.037433,0.010946,0.055441
"M804.318T962.853",0.043632,0.019972,-0.066978,0.016289,0.00085462,0.028198
"M433.777T806.208",0.037487,0.023961,-0.01127,0.018689,-0.034269,0.027638
"M1045.593T1289.364",0.034621,-0.00025104,-0.0094319,0.016798,0.01893,0.0077006
"M501.195T803.697",0.035446,0.039015,-0.050515,0.039687,-0.0056665,-0.017291
"M630.654T314.128",0.030736,0.010417,-0.0048048,0.023964,0.015612,-0.015869
"M625.178T776.712",0.030318,-0.020228,0.065639,0.0015458,-0.045661,-0.053083
"M399.065T319.722",0.035031,0.028172,0.076258,-0.077169,-0.062408,0.07262
"M1462.085T939.347",0.050853,-0.0047201,-0.11743,0.04574,-0.049503,-0.00042394
"M315.108T761.986",0.036727,-0.026195,-0.026501,-0.030851,0.034606,-0.042042
"M471.152T726.342",0.036894,-0.014585,0.045944,0.018751,-0.024169,0.050373
"M377.162T1630.7",0.033498,-0.039449,0.025214,-0.018081,0.034243,0.0039881
"M272.073T418.674",0.036586,-0.042201,0.098361,-0.12235,0.10271,0.12484
"M237.04T858.99",0.045941,0.0028816,0.015996,0.047562,0.1291,-0.13341
"M309.478T1627.463",0.03015,-0.041049,0.0099481,-0.024074,-0.0013863,0.0095352
"M369.569T765.536",0.029073,-0.031849,0.027782,-0.01066,0.012013,0.029331
"M427.038T293.27",0.035989,-0.014916,-0.014136,-0.0069367,0.014089,-0.060186
"M383.058T256.181",0.042417,-0.038742,-2.3318e-05,-0.0058279,-0.0060064,-0.025953
"M684.191T618.708",0.036216,0.090634,-0.01052,-0.077258,0.12074,0.12878
"M1144.448T942.538",0.041921,0.010181,-0.053824,0.014148,0.028103,0.031705
"M613.774T885.363",0.033021,-0.034474,0.025692,0.0069634,0.002807,-0.0088625
"M1176.528T983.06",0.045412,0.048939,-0.079524,0.066003,0.036912,-0.010994
"M951.397T1014.118",0.044419,0.019795,-0.063006,0.05463,0.025364,0.0005862
"M998.841T1404.514",0.031628,-0.014344,0.054595,0.0063625,0.0042392,0.024587
"M425.103T1191.927",0.035585,-0.013514,0.031672,-0.0066542,-0.022594,0.035805
"M389.182T799.355",0.030165,-0.038185,0.042381,0.021084,-0.067994,-0.032883
"M895.29T938.858",0.049838,0.0084599,-0.042915,0.018303,-0.01908,0.0020312
"M924.351T839.79",0.042352,-0.022067,-0.036968,-0.0025983,0.032484,0.0031108
"M313.093T320.692",0.031826,-0.0074837,0.019859,-0.017046,0.017603,0.003211
"M852.339T915.443",0.038662,0.029429,-0.0082631,-0.014005,0.022838,0.014311
"M475.187T823.258",0.041344,0.0086979,-0.013971,0.094098,0.013545,-0.017456
"M998.861T1404.179",0.031766,-0.009538,0.063946,0.021652,-0.0057042,0.025765
"M698.26T899.18",0.042789,0.016877,-0.051767,-0.029979,0.008874,-0.0026595
"M721.31T972.44",0.037127,-0.012223,-0.027993,0.0086202,0.039758,0.040575
"M621.052T106.9",0.033846,-0.0092426,0.024392,-0.0064442,-0.0022257,-0.0025898
"M289.026T88.643",0.032614,-0.029935,0.032442,0.020139,-0.097218,-0.021234
"M544.284T936.329",0.02835,0.025887,0.028131,-0.032723,-0.025877,0.024426
"M379.101T757.973",0.030443,0.0034782,-0.0066452,0.0037346,0.033072,-0.0060871
"M494.168T786.301",0.037842,0.022369,-0.075082,0.034851,0.047521,0.010191
"M911.26T1004.032",0.044279,-0.0048831,-0.059085,0.037075,-0.0016022,-0.010916
"M1106.454T890.453",0.037148,0.0071677,-0.0083647,-0.013403,0.010044,-0.013961
"M289.084T863.831",0.035315,-0.037675,-0.0072709,0.029504,0.0029308,-0.020701
"M473.196T813.174",0.035775,-0.0059626,0.012026,0.0037907,0.06344,-0.037284
"M559.066T758.189",0.035048,-0.025512,0.01048,-0.050068,0.033283,-0.017222
"M449.004T832.738",0.053645,0.12344,-0.052518,4.1483e-05,-0.050831,0.03485
"M343.102T681.368",0.024268,0.059024,-0.029119,-0.030727,0.017869,-0.039666
"M497.261T974.778",0.035963,-0.034788,-0.0098723,0.0038401,0.024103,0.0070082
"M661.253T876.035",0.033933,-0.034971,0.0011056,0.046647,0.0062402,-0.0081546
"M765.729T983.05",0.033999,-0.0090981,0.080268,-0.012988,-0.00055411,0.021077
"M941.317T938.576",0.043187,-0.011283,-0.025422,-0.014838,0.027152,0.035043
"M1193.041T904.79",0.021255,-0.029734,-0.022829,-0.037405,-0.050153,-0.10729
"M581.283T805.632",0.035351,0.0020285,-0.025866,-0.014504,0.050514,0.015823
"M564.929T1201.416",0.028361,0.013998,0.024149,-0.035959,-0.0047457,0.015653
"M728.88T67.591",0.03823,0.071022,-0.042561,-0.036636,-0.031851,-0.046783
"M429.504T310.912",0.033139,0.0077508,0.021215,0.017989,0.028639,0.013517
"M603.083T90.379",0.034985,-0.076788,0.026689,-0.011814,0.038789,0.0092143
"M847.188T757.14",0.030115,0.058201,0.019004,0.035868,0.022759,-0.040938
"M402.053T876.272",0.04585,0.059108,0.012825,-0.022818,-0.037169,-0.021715
"M753.298T903.043",0.038973,-0.0088722,-0.0089491,0.049852,0.004492,-0.02035
"M610.83T67.188",0.01731,0.052402,-0.0024239,-0.060684,0.081326,-0.0017354
"M475.366T1425.395",0.039646,-0.038383,0.027849,-0.024966,0.022124,0.019295
"M485.063T759.194",0.029137,0.024451,-0.015054,-0.012121,0.01671,-0.037759
"M1044.425T908.907",0.042768,-0.0053055,-0.01873,0.033635,-0.024447,0.033732
"M1331.507T909.803",0.032687,-0.038068,0.023176,-0.026446,-0.014991,-0.0049696
"M507.209T930.4",0.034969,0.041932,-0.036742,0.025534,-0.009337,-0.012427
"M238.892T97.993",0.036424,-0.010178,0.0078495,-0.0047896,-0.032487,-0.042331
"M1143.426T942.716",0.042454,0.011891,-0.056773,0.027366,0.0128,-0.0081426
"M387.02T108.554",0.031536,-0.007106,-0.0013372,-0.010385,-0.0085695,-0.039464
"M711.218T782.65",0.040899,0.016864,-0.017096,-0.060421,-0.0079154,-0.037565
"M890.319T900.562",0.03782,-0.0043175,-0.036648,0.010378,0.043486,0.064282
"M1007.203T89.251",0.03832,-0.084758,0.032503,0.0075826,0.007495,0.0316
"M443.058T752.856",0.032597,-0.040054,0.0038455,-0.029191,-0.022808,0.03989
"M1129.441T885.407",0.035795,0.0054901,0.0072319,-0.035595,0.014741,2.8095e-05
"M869.171T823.716",0.040353,-0.0090021,-0.079063,0.070503,-0.046272,-9.233e-05
"M964.359T921.966",0.051082,0.042947,-0.069336,0.00075813,0.023682,-0.035637
"M1613.665T937.741",0.05158,0.015306,-0.020417,-0.03941,0.066444,-0.042233
"M420.999T106.905",0.033349,-0.10346,0.0074999,-0.011055,0.0097636,0.015729
"M708.241T861.396",0.040823,-0.0030528,-0.014503,-0.020738,-0.0068134,0.052754
"M1136.99T908.053",0.031716,-0.026566,0.025664,0.012599,-0.025947,-0.022181
"M851.276T990.376",0.04077,0.047023,-0.048593,-0.019454,-0.047609,0.035611
"M537.08T758.19",0.031916,0.019057,-0.018191,-0.014871,0.034826,0.00014369
"M569.775T895.343",0.032614,-0.061361,0.036305,-0.011456,0.027915,0.0014921
"M591.465T1235.608",-0.029179,-0.075101,0.059883,-0.05749,-0.076667,-0.10765
"M645.252T899.393",0.036956,0.057454,-0.011313,-0.023032,0.0029823,0.0019747
"M397.074T474.916",0.032522,0.0062165,0.0026757,0.0095738,-0.00073927,-0.0033034
"M848.315T857.496",0.043306,0.024133,-0.064129,0.033957,0.024256,-0.0375
"M1397.968T984.092",0.038202,-0.014744,0.10521,-0.046234,0.067113,-0.07626
"M781.183T974.609",0.043159,-0.027248,0.01113,-0.048039,-0.018655,0.0097428
"M1130.437T924.326",0.044934,-0.0047064,-0.038002,0.0023513,-0.032206,0.015173
"M693.278T872.306",0.036535,-0.010631,-0.014883,0.0038344,0.017954,0.014287
"M432.997T107.064",0.03359,-0.053628,0.01977,0.032025,0.032358,0.0046981
"M545.298T995.647",0.030758,-0.026297,0.021582,0.044459,-0.0065743,0.047214
"M723.538T832.745",0.037506,-0.00591,-0.037298,0.10826,-0.030311,0.037666
"M366.994T111.318",0.033457,-0.027496,0.023157,-0.013231,-0.022448,-0.018179
"M1192.04T901.764",0.02384,0.023612,0.017912,-0.055257,-0.055995,-0.12465
"M1014.782T1351.411",0.028646,0.035824,0.014518,0.034826,0.0015611,0.018566
"M375.129T729.569",0.029255,-0.0011689,0.035942,-0.016234,0.0018254,-0.012481
"M503.126T874.193",0.03562,-0.032761,0.038901,-0.0023353,0.0031765,-0.014272
"M901.161T984.095",0.034203,-0.030381,0.079915,0.023255,0.069209,-0.0029945
"M420.95T86.132",0.034856,-0.058933,0.043077,0.018876,0.040224,-0.013705
"M596.277T932.512",0.018014,0.094911,-0.032307,0.075644,-0.01227,-0.0042876
"M425.165T761.881",0.030997,-0.05042,0.038298,0.032782,0.010544,-0.034118
"M516.992T825.04",0.041642,0.22918,-0.00068138,-0.060255,0.0081189,-0.017223
"M447.151T677.76",0.033658,0.031226,0.011017,-0.0012412,0.01551,-0.0066797
"M1162.522T896.44",0.030943,-0.016824,0.021418,-0.0088539,0.024928,0.024574
"M379.565T877.71",0.052781,-0.01434,-0.045446,0.028838,0.034619,0.13686
"M433.038T831.69",0.047493,0.12439,-0.063146,0.0040506,-0.052364,-0.0057719
"M349.056T728.324",0.03736,0.0010683,0.0080986,0.027269,0.010966,-0.044114
"M391.065T766.545",0.026978,-0.046122,0.0071322,0.0017501,-0.029226,-0.0092092
"M861.166T878.352",0.036365,-0.014439,-0.01477,-0.035575,0.029804,-0.035375
"M531.009T876.272",0.055686,0.07642,-0.039017,0.044428,-0.061147,-0.0052503
"M409.045T138.763",0.033479,-0.0020262,0.006242,0.045891,0.013722,0.016255
"M395.189T761.387",0.036969,-0.0095755,0.01329,0.016067,0.010828,-0.042835
"M306.936T1813.234",0.030811,0.0026354,0.026708,0.0018072,0.0063872,0.035592
"M335.137T198.47",0.036622,-0.0087044,-0.0056119,0.0088215,0.012081,-0.00063387
"M661.226T856.483",0.038406,-0.019673,-0.038441,0.062547,-0.039459,0.028972
"M727.414T1292.189",0.029389,-0.023609,0.033904,-0.020182,-0.0027951,-0.022354
"M465.141T849.089",0.033639,-0.010387,-0.029313,0.053486,-0.035447,-0.032607
"M471.117T721.976",0.045182,0.034834,0.077641,-0.039195,-0.10391,0.15663
"M676.835T65.732",0.027016,0.13096,-0.020133,-0.041753,0.050624,-0.011003
"M351.13T801.057",0.035266,-0.0057332,-0.0087964,-0.0024508,-0.028374,-0.018661
"M361.323T326.759",0.042294,-0.0070312,-0.022094,-0.02161,-0.014514,0.042374
"M661.142T919.275",0.046704,-0.012569,-0.013362,-0.012019,0.038547,0.006421
"M409.075T617.585",0.042496,0.0035255,0.021219,-0.083505,0.01543,0.013156
"M402.187T763.436",0.035607,0.0092176,-0.028081,-0.036113,-0.020622,-0.054392
"M426.882T91.046",0.029004,-0.0043489,0.0088337,-0.020876,0.021276,0.020179
"M1015.483T980.936",0.042734,-0.011982,-0.088702,0.073184,-0.007038,0.01537
"M545.846T78.22",0.028764,-0.039882,0.039456,0.0069535,0.054507,0.001133
"M365.528T823.98",0.05441,0.10451,-0.034593,0.0040782,-0.032168,-0.010072
"M937.388T970.431",0.038112,-0.0091275,-0.017329,0.030425,-0.022215,-0.0077178
"M942.309T937.647",0.045797,-0.0090846,-0.047428,-0.019978,0.036684,0.0046027
"M408.906T66.13",0.020057,0.05202,0.034284,-0.027996,0.027699,-0.0090942
"M333.191T983.058",0.031956,-0.019176,0.062826,0.022217,0.088971,-0.068016
"M365.136T768.138",0.038733,0.05095,0.022396,-0.022304,0.047515,0.00053465
"M461.152T871.999",0.034706,0.022993,-0.0068245,-0.013269,0.03616,0.027079
"M481.183T807.444",0.039697,-0.0096078,-0.02673,-0.024846,0.0098199,-0.024449
"M405.177T839.252",0.033922,-0.0043827,0.016322,-0.043522,0.022124,-0.028988
"M1204.491T868.846",0.025096,0.0091798,-0.0009442,0.061089,0.0024111,-0.079791
"M333.041T419.397",0.038841,-0.050998,0.054887,-0.099237,0.050957,0.037607
"M367.103T818.837",0.038454,-0.002067,0.0011683,0.037387,-0.042831,0.034383
"M601.172T845.875",0.034334,-0.01715,0.0089528,-0.017916,-0.0028448,-0.048907
"M610.849T834.902",0.039351,0.030302,-0.073776,0.098516,-0.021534,0.00082719
"M310.974T92.682",0.039534,-0.027388,0.01786,-0.01426,0.014876,0.035511
"M1162.945T896.606",0.03141,-0.081521,0.003683,8.8193e-05,-0.034667,0.0017563
"M776.814T66.22",0.031808,0.062446,-0.0083485,-0.013469,0.047452,-0.0068796
"M779.158T89.251",0.030088,-0.05602,0.026072,-0.019244,-0.055709,-0.054387
"M806.159T933.966",0.041544,-0.024598,-0.046077,-0.048566,0.0062869,0.004149
"M806.921T938.616",0.041963,0.031377,-0.03631,0.0069579,-0.017388,0.041799
"M287.076T110.312",0.031531,-0.030525,0.014217,0.014587,0.035891,0.013456
"M871.351T913.248",0.037021,0.0032098,-0.0039435,0.005029,0.01115,0.044789
"M807.113T936.925",0.040203,-0.01057,0.013959,-0.034718,0.023506,0.036464
"M505.3T1291.082",0.030386,-0.041333,0.053103,-0.0029046,0.012857,-0.025002
"M204.975T113.721",0.031468,-0.04235,0.0094173,0.016588,-0.013525,-0.013623
"M613.854T887.38",0.029801,-0.026746,0.048174,-0.015054,-0.018606,-0.016272
"M333.06T88.804",0.03894,0.0050719,0.024652,0.059347,-0.079417,0.0044943
"M1197.439T886.215",0.039725,0.039427,-0.021555,-0.011093,0.025414,-0.017877
"M267.196T1364.412",0.026597,-0.0021676,0.025941,-0.060087,0.023157,-0.061991
"M593.934T851.064",0.042336,0.00026878,-0.03349,0.062522,-0.020689,-0.012524
"M310.969T105.491",0.034631,-0.034373,0.0058396,-0.032497,-0.02584,0.028775
"M232.059T185.959",0.029592,-0.066601,0.042102,-0.020231,-0.029047,-0.0064401
"M401.144T790.222",0.037271,-0.026238,0.00014217,0.014653,0.022018,0.026837
"M712.22T783.012",0.039264,0.027362,0.012695,-0.12007,-0.01907,-0.04619
"M469.036T876.272",0.055657,0.11117,0.061732,-0.013984,-0.081637,0.083468
"M884.8T66.979",0.036868,0.071094,-0.034616,-0.062616,0.056909,-0.0037611
"M489.187T785.097",0.034384,-0.033448,0.014152,-0.065978,-0.055053,0.033613
"M333.926T91.902",0.035325,-0.031971,0.028,-0.01759,0.03594,0.0076373
"M473.173T881.847",0.037856,0.0044622,-0.0080459,4.4032e-05,0.00038158,0.0082897
"M621.037T758.225",0.035873,0.025873,0.0328,-0.0079145,0.012308,0.0041882
"M461.037T823.98",0.045023,0.0061586,-0.064449,-0.016993,-0.016165,-0.016274
"M567.171T792.05",0.03247,-0.00030475,0.0058271,0.02067,-0.051477,-0.044501
"M476.876T67.016",0.029708,-0.0030358,-0.0021068,0.0346,0.042476,0.029902
"M431.759T791.911",0.033402,0.0051779,-0.026535,-0.028599,-0.085562,-0.05637
"M609.054T106.871",0.034478,-0.020283,0.030436,0.0029002,0.023837,0.013569
"M657.266T958.998",0.030842,-0.0044572,0.0061787,-0.073195,-0.019912,0.0068429
"M508.215T930.69",0.032502,0.032217,-0.016353,0.020775,0.018603,-0.0097756
"M957.274T935.63",0.051105,0.015824,-0.1178,0.08957,-0.013509,-0.024457
"M915.823T68.606",0.031441,0.10193,-0.014472,-0.044796,-0.062367,-0.021779
"M1130.433T884.599",0.038366,0.023788,-0.012549,-0.021847,0.024593,-0.012531
"M619.26T816.529",0.029996,0.00031678,0.023688,0.085011,-0.052478,-0.026886
"M645.848T67.545",0.023318,0.096551,-0.034847,-0.030064,-0.012677,0.030972
"M806.073T940.272",0.039639,-0.0027358,-0.03885,-0.0216,-0.0081665,0.033859
"M522.878T65.745",0.030344,-0.00068031,-0.0068792,-0.083015,0.0069942,-0.013259
"M255.115T921.266",0.032011,0.041606,-0.03478,0.026108,0.0088916,0.016203
"M989.364T928.413",0.037809,0.0069571,-0.081025,0.016017,0.034651,0.0084064
"M1093.54T895.081",0.032752,-0.060127,0.040057,-0.011246,0.013819,0.0081837
"M617.247T870.852",0.03752,0.0081635,0.013393,0.0086805,-0.035559,0.023429
"M626.212T761.224",0.033562,-0.017119,-0.0020389,-0.029206,0.029865,-0.039543
"M329.088T425.59",0.030994,0.022444,-0.008518,0.01975,-0.005328,-0.022777
"M495.025T292.616",0.03719,0.00033774,-0.020575,0.0043175,0.029559,-0.053385
"M547.234T852.079",0.03732,0.0030497,-0.02965,0.0023447,0.0052406,-0.048305
"M274.971T109.977",0.035462,-0.044856,0.022999,-0.021665,-0.019202,0.022289
"M491.126T414.484",0.034904,0.018669,-0.049854,-0.018074,0.046877,0.041052
"M409.002T109.878",0.031912,-0.023201,0.022909,0.017169,-0.038715,-0.0044966
"M413.104T602.912",0.030302,0.0072576,0.014571,-0.015948,-0.0035915,-0.027051
"M807.744T937.741",0.04035,-0.013677,-0.018951,0.0003438,-0.020149,0.04236
"M597.052T106.853",0.031065,-0.074043,0.020794,-0.0011501,-0.020318,-0.015229
"M209.025T89.634",0.026871,-0.070165,0.048569,0.03674,-0.01404,-0.020343
"M941.306T938.915",0.043256,-0.016883,-0.031153,-0.014046,0.009722,0.01829
"M180.971T1182.798",0.03144,0.0088685,0.010435,-0.037956,0.030796,0.032706
"M808.342T938.944",0.042225,-0.021391,-0.029327,-0.0075205,0.028275,0.018906
"M732.876T67.374",0.03825,0.065074,-0.036494,-0.04091,-0.0090931,-0.026674
"M289.056T250.757",0.027012,0.044687,0.015826,0.033167,-0.07162,0.044032
"M851.338T916.834",0.035439,0.043753,-0.026131,-0.0050376,0.027553,0.043048
"M621.221T884.304",0.033962,-0.036085,-0.012206,-0.01435,0.019411,0.014209
"M705.205T926.435",0.039391,0.014401,-0.048935,0.031453,0.046419,-0.041442
