"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6"
"M699.004T983.059",0.036822,-0.028398,0.048022,-0.01248,0.032255,-0.065228
"M805.362T924.937",0.031228,-0.036692,-0.013025,-0.024014,0.055407,0.070513
"M467.156T971.498",0.034284,0.0035563,-0.023784,0.045526,-0.066999,-0.0028038
"M359.098T671.316",0.033503,-0.0064892,-0.0083731,-0.047927,-0.056413,-0.0058175
"M431.769T791.594",0.03165,-0.01671,-0.045564,-0.022918,-0.030895,0.0012443
"M643.245T933.361",0.036934,0.0074901,0.010972,0.035997,-0.022472,-0.0032826
"M287.077T663.979",0.028829,-0.020601,0.012091,0.053202,-0.021827,-0.031249
"M850.805T68.208",0.025802,0.078761,-0.046293,0.034899,0.027977,-0.068125
"M619.189T858.982",0.033521,-0.071147,0.010942,0.061084,0.010076,0.015736
"M397.002T110.368",0.032024,-0.037697,0.013608,-0.051451,-0.0045643,-0.049006
"M1432.595T1048.493",0.040998,0.00014763,-0.0048769,-0.095169,0.0069335,-0.0017062
"M627.173T806.181",0.033529,-0.01704,0.032454,-0.018323,0.018552,-0.0059776
"M564.68T1183.74",0.026491,-0.039447,0.032782,0.007916,-0.0055922,-0.048905
"M503.143T589.731",0.0404,0.010984,-0.041776,-0.04128,-0.023905,-0.011889
"M799.852T67.938",0.030469,0.087256,-0.018365,-0.0038757,-0.018549,-0.018996
"M927.368T972.44",0.036482,0.0037242,-0.039972,0.074062,-0.006139,-0.015995
"M371.09T764.993",0.031504,-0.019583,0.020994,0.01223,-0.0026292,0.031407
"M811.459T986.188",0.034138,0.010518,0.075528,-0.024136,0.019969,0.018886
"M561.217T921.818",0.034413,0.042661,0.0032879,0.024012,-0.090349,-0.0094617
"M463.02T875.074",0.053027,0.051058,0.0080316,0.0070405,-0.035477,0.011516
"M289.12T769.482",0.035328,0.043682,0.012546,0.013229,0.012412,0.013746
"M942.303T939.917",0.044717,-0.002441,-0.072647,0.009614,-0.018199,-0.0036976
"M723.346T899.128",0.033432,0.0016347,0.020931,-0.015337,0.0016836,0.0049437
"M655.655T928.688",0.031418,-0.01183,0.038734,0.018806,0.024435,0.011204
"M427.197T838.449",0.034467,-0.043677,-0.014493,0.054803,-0.0051159,0.029922
"M999.727T1404.686",0.028169,-0.032167,0.034904,0.062752,0.029521,0.0084586
"M293.177T1099.499",0.034203,-0.002695,0.02287,-0.0022055,0.075856,-0.015404
"M429.25T1071.941",0.03412,-0.014147,0.029945,0.025604,-0.014441,-0.0088722
"M975.202T831.412",0.044009,0.13439,-0.040025,0.052953,-0.045347,-0.0424
"M341.088T439.204",0.031846,0.013172,0.0046121,-0.0028088,-0.004042,0.0029693
"M1031.347T966.014",0.038462,0.0062842,-0.022756,0.020916,0.0097791,0.034788
"M630.879T67.545",0.034768,0.053261,-0.035838,-0.046107,-0.017779,-0.0027013
"M693.424T1336.51",0.020821,0.032239,0.035071,-0.062063,0.028521,-0.069873
"M806.978T940.468",0.041172,-0.0018765,-0.060873,-0.014115,-0.013965,0.026783
"M471.897T67.543",0.026271,0.052768,-0.022193,-0.002653,-0.038573,-0.020871
"M429.141T889.195",0.036877,0.0036747,0.029713,-0.0083072,-0.02835,0.093922
"M798.851T67.54",0.028112,-0.013881,-0.027183,-0.12094,-0.019005,-0.092195
"M413.179T861.909",0.05066,0.026476,0.10398,-1.7304e-05,0.11247,-0.05868
"M807.007T938.915",0.042984,-0.013513,-0.022235,-0.020987,-0.033796,0.025181
"M359.022T90.408",0.034692,-0.049683,0.013516,0.0016826,0.031262,0.040853
"M359.061T194.361",0.031225,0.012218,0.025457,0.0035167,-0.027779,-0.085434
"M385.113T791.317",0.03103,-0.027242,0.014002,-0.021996,0.0078547,0.012462
"M203.083T418.775",0.039207,-0.016879,0.068533,-0.08726,0.038685,0.014751
"M341.465T625.973",0.043023,0.00022464,0.020237,-0.030122,0.058743,0.038742
"M280.987T110.997",0.032895,-0.035799,0.023516,0.02282,-0.0076955,0.017288
"M367.058T823.98",0.038418,0.0039426,-0.090659,0.059043,-0.027728,0.012755
"M576.861T67.042",0.031352,0.025136,-0.00029808,-0.036701,0.047905,0.027251
"M868.801T68.637",0.033357,0.086441,-0.033937,0.016202,-0.0087939,-0.047281
"M487.146T735.656",0.036022,0.029539,-0.037026,0.0080682,0.050877,-0.099846
"M373.167T930.605",0.033646,0.023243,0.040545,-0.024146,0.018627,0.0030042
"M365.143T832.741",0.043192,0.10036,-0.023635,-0.11642,-0.04105,-0.007663
"M408.822T1801.685",0.035691,-0.018797,0.0064378,-0.020049,0.002471,0.023239
"M526.316T1188.04",0.018729,0.072758,-0.024796,-0.087388,0.07285,0.005453
"M357.108T784.337",0.037392,0.006743,0.00076601,-0.029258,-0.023692,-0.0083102
"M349.072T1165.294",0.0338,-0.043644,-0.0052633,0.036406,0.024782,-0.0084377
"M527.309T1189.176",0.027307,-0.0060989,0.015156,-0.035646,0.066744,0.0015584
"M1103.384T928.554",0.037544,0.0060064,-0.042533,0.021211,0.011896,0.005504
"M553.164T782.325",0.033061,-0.04347,-0.0025572,-0.010413,0.0043569,0.025448
"M521.022T764.729",0.031243,-0.03955,0.041172,0.00011792,-0.001236,-0.01484
"M559.276T958.275",0.039455,-0.025119,-0.014209,0.0053588,-0.023507,-0.029284
"M173.008T106.871",0.034899,-0.0030399,0.021802,-0.021944,-0.026042,0.017165
"M429.486T320.767",0.030251,-0.046398,0.032292,0.040372,-0.021512,-0.0025911
"M1396.865T985.147",0.042032,-0.07143,0.042588,-0.010421,0.077159,0.00096501
"M469.095T760.602",0.031509,0.022936,0.0010263,-0.010684,0.024077,-0.020536
"M937.334T882.127",0.039938,0.035151,-0.028049,0.019185,0.015732,0.0057111
"M728.269T963.544",0.039164,0.065955,-0.084932,-0.020466,0.031361,0.051764
"M433.122T384.02",0.029958,0.063781,0.049875,-0.12487,-0.002786,0.0014526
"M951.343T881.927",0.035686,0.064488,-0.055243,0.011492,0.032532,0.005941
"M715.392T322.783",0.034737,-0.0043926,0.035376,-0.038028,-0.10345,0.0072198
"M245.094T862.962",0.038819,-0.053369,0.03694,-0.0077847,-0.031206,0.095108
"M665.182T815.828",0.03988,-0.017472,-0.038369,0.010508,-0.018622,-0.021813
"M447.959T106.92",0.038391,-0.031244,0.013719,-0.033653,0.056807,-0.038673
"M732.379T69.273",0.040249,0.034287,-0.039882,0.049438,-0.033109,-0.037233
"M349.057T865.046",0.039622,-0.0021804,0.0089333,0.022662,-0.0377,-0.033497
"M1014.811T1344.847",0.027378,0.044927,0.014883,0.04797,-0.0031286,0.024715
"M521.224T935.29",0.033522,0.058565,-0.03578,0.013087,0.0005044,0.0091285
"M1390.547T1005.094",0.022951,0.048492,0.0087474,0.11168,-0.022595,-0.01545
"M313.275T1417.53",0.029837,-0.015306,0.041584,-0.043116,0.034397,-0.044895
"M477.088T1628.76",0.031109,-0.031545,0.028883,-0.053713,0.01542,-0.040483
"M577.255T863.306",0.030178,-0.064303,0.032527,0.059279,-0.01991,-0.01206
"M613.564T887.981",0.030208,-0.031418,0.031168,-0.0015331,0.012608,-0.021195
"M395.28T1470.273",0.038051,0.047668,-0.0094724,-0.028185,0.0017099,-0.020139
"M285.243T1390.408",0.026608,-0.038279,0.033006,-0.015615,0.04994,-0.032231
"M1463.523T939.044",0.039387,0.090158,-0.12299,0.046766,0.0064891,-0.0099495
"M481.224T887.168",0.029966,-0.027328,0.011703,0.008811,0.02508,-0.0055868
"M343.103T489.112",0.030444,0.06323,-0.052066,-0.031687,0.046943,-0.041962
"M444.872T67.426",0.028442,-0.018836,0.028021,-0.016149,0.013873,0.009934
"M463.182T861.112",0.027809,-0.012249,0.052306,0.060841,0.031166,-0.06795
"M323.042T818.446",0.034009,-0.057788,-0.0018114,-0.010186,-0.050393,-0.061209
"M333.062T954.304",0.042878,0.072842,-0.012613,0.072689,0.0096097,-0.15371
"M415.161T821.344",0.032072,-0.0079085,-0.02571,-0.054406,-0.0069473,0.0020194
"M609.153T789.212",0.037511,-0.0074241,0.0033116,0.0019935,-0.021369,-0.011278
"M454.975T107.571",0.03391,-0.040796,0.03529,-0.037886,0.003616,0.0044008
"M328.886T98.013",0.031595,0.027159,0.062128,-0.022369,0.023896,-0.081698
"M317.064T416.942",0.037057,-0.061601,0.044374,0.027384,0.032176,0.072165
"M759.145T875.232",0.046549,0.053619,-0.052093,0.04278,-0.054448,0.030294
"M1117.54T932.512",0.03808,0.021252,-0.019543,0.010426,-0.023717,0.016136
"M1132.537T923.907",0.034049,-0.0095788,-0.001563,-0.021873,0.036958,0.030542
"M824.341T916.725",0.03242,0.11543,0.041263,-0.013776,0.018401,0.039081
"M345.082T140.774",0.03622,-0.0055374,0.012977,-0.0056225,-0.017854,0.0001786
"M279.164T1571.945",0.032417,-0.040001,0.041818,-0.027197,0.030777,-0.0080289
"M540.867T1245.744",0.021174,0.06866,0.046199,-0.055309,-0.020733,-0.026234
"M238.069T801.926",0.038921,0.043249,0.014476,0.015095,0.0075933,-0.030077
"M418.896T66.885",0.035071,0.049466,0.042671,-0.058154,-0.027234,0.024448
"M427.009T107.872",0.032955,-0.043487,0.027666,-0.0088037,0.040188,0.028533
"M699.093T985.159",0.03264,-0.034955,0.069114,-0.019197,0.036556,-0.078373
"M409.172T733.287",0.033256,0.047486,-0.031285,0.024536,-0.020486,-0.013455
"M435.959T107.38",0.037153,-0.051408,0.04625,-0.023439,0.053567,-0.035634
"M676.309T1245.665",0.02734,0.0062815,0.025157,-0.066871,0.029998,-0.024843
"M338.162T1582.434",0.029458,-0.046544,0.042172,0.0045687,0.022571,0.0012394
"M265.261T1518.666",0.032146,-0.065452,0.036319,-0.007572,-0.0053243,0.0083337
"M339.058T415.891",0.036034,-0.022276,0.094015,-0.027522,0.017238,0.010881
"M448.965T106.062",0.033551,-0.050118,0.035005,-0.017416,0.072421,0.010072
"M1354.628T902.5",0.036192,-0.0093787,-0.026759,-0.0078878,-0.07744,-0.076637
"M241.108T881.116",0.034932,0.00064455,0.057983,-0.033161,0.078362,-0.040031
"M418.894T1736.453",0.035679,-0.034327,0.0032265,-0.044326,-0.0067819,0.020412
"M562.892T1151.046",0.02422,0.0030031,0.015866,-0.06099,-0.0083648,-0.037172
"M319.076T917.392",0.05275,0.039593,-0.042374,0.0071031,-0.0054806,0.01426
"M405.167T106.416",0.036573,-0.039004,0.01941,0.08849,-0.010162,-0.020784
"M445.095T115.802",0.03341,0.0073094,-0.0092471,-0.013795,-0.0062395,-0.028183
"M309.465T1630.61",0.028512,-0.020897,0.053979,-0.04428,-0.034565,0.054199
"M385.188T793.619",0.033414,-0.015395,0.015971,0.027291,-0.016999,-0.012557
"M1243.514T983.057",0.037534,0.046949,-0.0044744,-0.0135,0.076717,-0.077362
"M1105.431T888.552",0.033781,0.019761,-0.017214,0.002639,0.016975,1.0043e-05
"M697.905T994.286",0.036886,-0.043831,0.030162,0.026592,0.023514,0.04866
"M401.05T875.074",0.047905,0.061917,-0.0096948,-0.042683,-0.015653,0.0065119
"M731.208T950.406",0.03306,-0.028064,0.0060275,0.028019,0.013274,0.0067839
"M470.098T771.956",0.03428,-0.0092224,0.004967,-0.060591,-0.012825,0.0056099
"M377.049T427.197",0.032723,-0.025241,-0.0039058,-0.0043529,0.014654,-0.049086
"M387.346T67.938",0.030322,-0.027161,-0.015725,0.014526,-0.0015075,0.030099
"M367.08T114.463",0.034093,0.0061414,-0.0051073,0.02277,0.02335,-0.018791
"M401.049T776.54",0.036851,-0.010453,0.01329,-0.03222,0.040796,0.0069527
"M323.019T128.103",0.032483,-0.023904,-0.0064063,-0.024947,-0.027598,-0.026819
"M459.149T771.729",0.034373,-0.032784,0.0034566,-0.018269,0.0019807,0.013179
"M507.151T845.473",0.037314,0.0011692,-0.02243,0.0038252,-0.00024334,-0.0035349
"M359.123T830.487",0.037373,0.021219,-0.058667,0.019108,-0.021624,0.012284
"M549.174T847.493",0.035983,0.012609,0.0068383,-0.027986,0.0075814,-0.026699
"M340.859T1719.351",0.034607,-0.02127,0.01109,-0.023948,0.027746,-0.051474
"M702.25T942.066",0.034118,-0.022026,-0.0095257,-0.031173,-0.020818,-0.024882
"M453.035T765.753",0.030821,-0.046476,0.004331,-0.034459,0.002078,-0.0002857
"M329.089T195.942",0.029232,0.00036815,0.029405,-0.013023,0.037193,-0.029339
"M615.152T88.13",0.03218,-0.018136,0.020048,-0.025427,-0.042983,0.015117
"M399.092T115.22",0.031843,-0.022223,0.020665,-0.025271,0.045829,0.0041058
"M1204.518T908.598",0.030931,0.027252,-0.052442,-0.0012551,-0.033985,-0.030007
"M519.896T67.425",0.02826,0.052762,-0.04055,-0.038203,-0.039162,0.010967
"M447.222T1194.448",0.029378,0.018878,0.051993,0.019204,-0.067086,0.017493
"M559.04T89.345",0.033032,-0.011469,0.0079711,-0.0062394,-0.045632,0.077132
"M497.083T319.72",0.039689,0.01159,-0.090863,0.012492,-0.053436,0.013322
"M265.148T1629.604",0.034962,-0.022753,0.060917,-0.020243,0.096498,-0.073964
"M413.108T298.268",0.02945,0.031976,0.010072,-0.060216,0.076717,-0.037008
"M434.871T1737.903",0.033834,-0.017982,-0.011678,-0.027198,-0.0017169,0.039937
"M353.052T831.694",0.034994,0.046134,-0.079642,0.034824,-0.031049,-0.059691
"M775.338T1039.594",0.045819,0.00072713,-0.03018,-0.095667,0.011811,-0.062459
"M429.074T115.482",0.032402,-0.012175,0.0038705,-0.003951,-0.016533,0.036093
"M475.877T67.555",0.026084,0.026094,-0.011643,-0.099322,0.018721,-0.008065
"M809.324T904.082",0.035724,0.030818,-0.048807,0.017937,0.063207,0.055749
"M438.263T1164.917",0.028535,0.082659,0.037849,-0.049996,-0.065689,0.058614
"M313.094T115.286",0.027894,-0.0090505,0.018526,0.0033381,0.029232,-0.029518
"M515.105T113.414",0.031198,-0.010461,0.021191,-0.023333,0.017195,-0.025743
"M285.909T1803.837",0.032587,-0.023574,0.028893,-0.019597,0.016872,0.0087769
"M447.05T875.673",0.047692,0.020642,0.022625,0.002091,-0.010922,-0.0026151
"M795.198T1006.041",0.029622,0.072852,0.053139,0.13743,-0.0054654,0.0098308
"M321.216T1624.59",0.031906,-0.047932,0.032507,-0.01364,0.012845,0.019386
"M615.195T761.983",0.033709,0.046095,-9.9472e-05,0.0007823,-0.0022732,-0.021304
"M643.188T893.85",0.027516,0.013275,0.032118,-0.058313,-0.034346,-0.016424
"M293.177T1149.195",0.034671,0.014099,0.019383,-0.088775,0.050859,-0.022914
"M289.886T1868.955",0.034439,-0.03901,0.017584,-0.030041,0.01293,-0.011796
"M269.15T1584.952",0.030694,-0.034527,0.028937,-0.034071,0.0074056,-0.0091354
"M246.886T1784.096",0.032397,-0.017993,0.020622,-0.0040615,0.003313,-0.025106
"M1614.109T935.709",0.034677,0.057707,-0.02367,-0.018945,0.0010239,0.013412
"M467.051T320.771",0.036847,-0.011414,0.009863,-0.039017,-0.020331,0.041186
"M293.179T1541.097",0.032176,-0.04613,0.037624,-0.0041146,-0.02057,0.0070518
"M265.426T1576.148",0.037555,-0.074712,-0.0058711,0.022519,0.065804,-0.024065
"M707.828T66.684",0.030083,0.026471,-0.026163,-0.10084,0.080253,-0.020788
"M372.9T1734.569",0.031895,-0.010694,0.022119,-0.02345,0.0072768,0.040218
