"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"sodium_formate","4070413","3874278","3824226","4055654","3969364","3963523","3748519","4093395","3922085","4081197","3906272","4398137","3999488","3978044","3825768","4040031","3680698","4066642","3879396","4076296"
"M697.459T1191.472"," 55684.876"," 31896.562"," 37098.796"," 71562.789","111944.303"," 48654.170","665881.902"," 51152.706"," 30936.349"," 58400.000"," 23958.044","  3987.173","105354.099"," 67484.420"," 66900.000","131000.000","     0.000","147331.173"," 99500.000","139952.827"
"M695.447T1189.727"," 83081.17"," 85123.95"," 98764.80"," 99779.16","105915.18"," 87808.38","128651.83"," 91936.17"," 94806.81","107000.00"," 81972.15"," 11746.82"," 97142.53"," 92575.63"," 82400.00","122000.00"," 13450.29","126049.00","134000.00","125924.46"
"M917.581T1308.231","34368.139","39887.509","67059.285","41747.830","47160.955","44049.130","69950.821","32592.502","38489.281","21200.000","13771.314"," 7160.489","45448.735","68485.376","27800.000","50300.000"," 2115.866","61374.969","67700.000","46004.327"
"M810.529T1306.211","213262.99","118128.39","209014.24","228748.60","203936.53","194861.67","119442.39","209988.84","182671.64","204000.00","112037.81"," 38500.12","299577.86","216925.93","199000.00","228000.00"," 48631.33","230287.02","220000.00","193932.61"
"M385.182T1540.093","294599.4","406658.8","202483.2","308730.5","222388.9","202101.0","199966.9","147321.8","170852.4","317000.0","167310.5","155254.9","259132.1","224991.6","524000.0","212000.0","148508.4","172891.3","198000.0","196275.2"
"M441.228T1306.216","261605.73","251885.26","307642.30","306964.22","215245.71","270183.79","208657.02","196752.29","232188.03","292000.00","152518.14"," 47892.02","282070.50","252492.58","242000.00","225000.00"," 43358.45","207081.44","255000.00","247598.95"
"M711.445T1221.644"," 58457.913"," 53010.795"," 50978.457"," 82090.413"," 88703.875"," 53254.345","103285.031"," 55463.079"," 42774.535"," 57400.000"," 43321.796"," 10203.841"," 65139.613"," 63334.344"," 49300.000"," 78400.000","  5467.375"," 77338.266"," 86200.000"," 96719.521"
"M557.468T1423.166","199019.02","562584.29","250667.02","331934.43","204020.49","145123.88","164335.18","204996.72","215146.99","150000.00"," 76024.85"," 26879.33","458836.87","354372.38","260000.00","455000.00"," 14892.10","292374.48","410000.00","334984.91"
"M679.436T1338.726","219264.3","183868.9","226053.9","282101.5","281515.6","221283.1","268683.0","180811.5","203130.7","143000.0","147167.8"," 81548.8","362081.7","258822.4","212000.0","329000.0","122477.0","359010.2","452000.0","377428.7"
"M589.459T1372.544"," 18198.211","115326.556"," 43119.788"," 86416.853"," 69205.068"," 38320.483"," 70375.896"," 25582.141"," 36156.258"," 29100.000","  9869.014"," 20803.956","107743.117"," 67575.905"," 29700.000","160000.000","  3998.005","104409.026","118000.000"," 84365.090"
"M681.469T1408.485","171388.9","160621.7","168156.2","314539.2","380164.1","232317.2","355429.7","196123.7","207110.6","167000.0","116647.3"," 98855.8","453876.1","238162.9","227000.0","450000.0","112389.3","518672.1","584000.0","525769.5"
"M695.451T1225.817","131814.72","134866.19","145598.54","165873.25","191847.10","145608.29","225458.18","131072.65","143600.14","163000.00","124055.04"," 29981.88","173047.70","152494.05","129000.00","197000.00"," 42074.50","225171.35","254000.00","228577.64"
"M285.134T1052.907","234797.083","201747.304","300894.361","199216.489","179949.771","176537.100"," 18417.793","153966.828","127821.785","286000.000","232313.410","  5330.265","220358.896","256618.621","192000.000","160000.000","  2482.162","160927.146","191000.000","153403.204"
"M681.469T1389.183","163313.90","154095.20","163965.73","322227.40","368577.22","207141.43","347915.21","192312.39","174727.49","157000.00","110750.12"," 95071.86","444405.46","235561.09","223000.00","423000.00","104816.60","504877.22","571000.00","503253.84"
"M680.474T1439.81","166861.3","142681.9","185464.1","161118.5","235862.3","188803.3","202268.3","135770.1","140539.8","158000.0","121518.4","173865.7","197629.5","197797.3","157000.0","207000.0","185956.9","255051.3","283000.0","281276.6"
"M574.467T1456.399","164944.38"," 54043.66","103990.51","113555.38","134725.95"," 93186.77","120652.64","105149.06"," 55210.13"," 86900.00"," 29038.98"," 99358.25","172111.59","106702.19","138000.00","249000.00"," 19965.30","157050.07","210000.00","185858.48"
"M565.421T1295.888"," 67494.51"," 60386.76"," 58316.40"," 85393.95","105188.26"," 70201.20","137772.18"," 51088.14"," 77583.40"," 47600.00"," 38843.29"," 23258.96","117777.25"," 78103.04"," 91100.00","117000.00"," 18101.28"," 99801.86","108000.00","102116.58"
"M681.474T1424.253","164193.7","167515.1","173418.0","318947.2","335180.7","197036.3","202096.7","178457.8","184424.6","175000.0","133619.6","105579.5","453221.9","231543.2","215000.0","394000.0","123928.6","480019.3","558000.0","486101.1"
"M569.292T994.771"," 98244.805"," 65010.350","158380.255","112910.715"," 95503.679"," 88371.643"," 15846.702","106285.971"," 71958.759","183000.000","132273.614","  5448.265","126472.113","131740.630","123000.000","111000.000","  2515.551","102229.288","111000.000","104590.730"
"M989.67T1341.992"," 44760.97"," 43297.10","108639.19"," 88064.00"," 64403.23"," 72691.62"," 52229.55"," 45807.37"," 36806.48"," 26700.00"," 34716.32","     0.00"," 59987.69","150434.29"," 97700.00"," 37500.00","     0.00"," 51943.26"," 62800.00","154782.11"
"M379.265T1245.233","166729.44","138740.36","125709.24","151748.21","137822.86","160708.33","180900.72","133368.38","134735.16","150000.00","142210.46"," 69623.09","144736.42","134670.41","178000.00","143000.00"," 71535.53","152067.89","132000.00","144943.70"
"M679.452T1355.733","227084.94","183868.95","226053.86","320695.42","288669.56","228092.92","268682.99","180811.48","209056.93","205000.00","151438.28"," 84643.05","362081.72","258822.43","212000.00","341000.00","126258.78","370953.75","492000.00","387157.15"
"M713.46T1208.68"," 68820.709"," 25051.256"," 12831.842"," 60654.609","150949.803"," 34143.797","126512.555"," 36762.569"," 41635.713"," 32000.000"," 68573.418","  4248.768"," 74155.234"," 32623.865"," 59700.000","119000.000","  7077.427","144662.442","131000.000","137325.694"
"M711.444T1322.388","121463.84","121444.61","116726.74","153795.32","152855.29","120245.20","163101.92","106716.29","111145.42","111000.00"," 89774.79"," 36827.94","142993.89","124157.19","109000.00","142000.00"," 32307.62","154409.80","160000.00","172736.87"
"M637.414T1384.421","112192.09"," 90000.60"," 98339.30","141939.69","137662.60","123541.24","139327.25","104924.70","109516.49","128000.00"," 75374.48"," 42060.98","127573.94","113850.43","124000.00","172000.00"," 41628.81","139944.60","160000.00","143226.42"
"M637.411T1406.122","108662.69"," 95801.95"," 98967.77","136582.20","115642.99","121914.02","119802.51","114415.58","103849.16","120000.00"," 71203.22"," 43729.97","132442.91","118372.35","122000.00","157000.00"," 45964.12","134487.10","173000.00","145857.17"
"M729.452T1109.944"," 56554.445"," 36232.915"," 41034.807"," 65154.602"," 79221.743"," 59173.038","159957.925"," 31143.685"," 35665.803"," 46600.000"," 26610.278"," 14884.097"," 56790.368"," 50748.945"," 45800.000"," 74900.000","  7647.472","101677.777"," 95800.000"," 84450.709"
"M571.365T1456.373","145551.78","120743.00","120616.52","110073.84","161165.25","106444.88","167646.29","164800.99","144653.59","115000.00","105962.87"," 62439.41","156583.66","137318.74","136000.00","200000.00"," 53371.88","180179.40","166000.00","172555.32"
"M865.579T1358.969"," 2110.547","    0.000","    0.000"," 4769.633","30687.015"," 5492.809","18913.122","17250.962"," 2480.436","10000.000"," 2774.337"," 5039.353","    0.000"," 2937.840","29800.000","15000.000"," 2250.955","19540.423"," 9280.000"," 4283.683"
"M867.584T1358.969","24579.920","19729.055"," 4183.538"," 3041.300","31251.513","13235.168","38980.397","26404.247"," 3228.639","19000.000"," 4724.904"," 7389.607"," 5356.638","29171.286","10800.000","47100.000"," 6016.550","32248.813","20500.000","24506.329"
"M682.472T1373.006"," 65050.93"," 71016.98"," 83430.54","133081.70","148728.39"," 87645.69","215892.39"," 94755.96"," 69424.21"," 72400.00"," 57251.11"," 32223.33","214440.43"," 91621.97"," 93200.00","173000.00"," 45161.74","248173.68","242000.00","223915.97"
"M589.459T1264.044","13279.696","13540.329","13810.302","27831.414","33645.142","14119.026","90809.208","24190.331"," 4303.151","18400.000","10364.304"," 4440.873","25035.778","20093.651","23400.000","79100.000"," 2649.856","41309.870","31000.000","47899.939"
"M633.478T1401.37"," 520225.6"," 558801.3"," 619174.1"," 871213.8"," 683083.0"," 625790.1"," 673145.9"," 546672.2"," 599345.1"," 566000.0"," 227635.2"," 245904.6","1154979.4"," 797119.5"," 804000.0","1370000.0"," 184877.2"," 862132.3","1030000.0"," 794202.7"
"M646.455T1423.013"," 56562.53"," 42722.07"," 59941.96"," 71025.51"," 93411.88"," 52752.40"," 51202.78"," 58048.49"," 61331.79"," 51100.00"," 32868.47"," 21304.45"," 95911.75"," 88298.42"," 72200.00","139000.00"," 17758.45"," 93340.98"," 80300.00","115337.12"
"M881.484T1273.289","234436.861","224334.317","295351.767","395072.078","206434.352","207850.267","235159.555","199951.400","223908.501","328000.000","162316.082","  5558.845","431243.777","285459.036","169000.000","207000.000","  4869.613","191224.220","244000.000","206198.924"
"M637.412T1422.711","102360.04"," 87864.47"," 95625.61","131375.89","124619.37","116923.50","109075.69","110345.84","103849.16","113000.00"," 68419.36"," 43760.51","127373.85","105525.04","117000.00","160000.00"," 45972.91","134560.52","170000.00","143241.16"
"M591.474T1330.445","130661.57","127396.93","138825.94","217333.46","248322.17","101285.98","351658.96","140083.60","191476.82","173000.00"," 52584.29"," 37309.05","353241.91","173267.90","246000.00","434000.00"," 24422.22","287457.34","333000.00","298150.85"
"M645.45T1333.909","228230.31","181888.61","235718.91","294292.08","287004.32","250695.59","383452.11","196992.66","236474.71","256000.00","184170.23"," 29668.58","305647.06","223455.52","230000.00","370000.00"," 52065.19","284974.03","280000.00","323479.91"
"M826.523T1305.342","197191.908","187211.309","245172.807","283553.354","171336.875","164270.966","260692.728","162109.384","135490.556","209000.000","103494.941"," 11098.436","339973.807","236754.851","180000.000","182000.000","  7183.433","190334.308","227000.000","202089.747"
"M593.485T1401.37","134163.81","140952.95","164720.02","232764.21","204381.89","168325.47","222887.42","183028.34","221155.84","169000.00"," 78431.48"," 51432.61","295872.33","196269.80","268000.00","335000.00"," 53538.40","272104.30","284000.00","261169.05"
"M591.474T1402.346","149877.39","143453.08","161171.66","235634.37","257745.91","110096.17","333164.76","157512.38","197774.13","183000.00"," 56710.09"," 49540.83","369627.76","194263.35","277000.00","451000.00"," 33767.18","296974.53","354000.00","311222.55"
"M1123.351T817.469"," 47819.68"," 52727.53"," 87763.36"," 87167.60"," 51593.00"," 64329.03"," 34454.38"," 75015.69"," 56038.69","110000.00"," 69757.53"," 15926.19"," 94060.55"," 78405.80"," 69800.00"," 76600.00"," 22717.89"," 59455.66"," 76400.00"," 53650.73"
"M645.458T1212.039","214794.36","174822.90","224920.03","266368.11","265379.75","231828.02","379772.63","190063.27","213711.84","250000.00","160778.17"," 20779.45","270329.99","206351.15","215000.00","329000.00"," 44646.89","250875.14","248000.00","278478.36"
"M555.363T1275.021"," 73820.284"," 70668.299"," 42519.672"," 44161.861"," 81566.274"," 50411.570","191373.692","174683.522"," 71882.040"," 63300.000"," 46081.675","  5844.119"," 69872.341"," 56525.348"," 64500.000"," 96600.000","  5001.739","159603.355"," 77200.000","137867.184"
"M277.217T1187.469","1825758.35","1767010.63"," 578028.20"," 803689.57","1049411.83","1510710.87"," 297575.00","3818136.10","1571663.52","1260000.00","1471454.75","  32997.73"," 485415.97","1155627.48","1200000.00","1700000.00","  45013.30","2851078.65"," 814000.00","2637313.89"
"M670.528T1488.279"," 49964.27"," 50338.61"," 52886.87"," 78614.75"," 87543.68"," 60495.63"," 53331.26"," 54640.54"," 52689.10"," 46200.00"," 44933.99"," 27967.04","102981.52"," 63342.49"," 55300.00"," 92200.00"," 29389.64"," 80787.91","104000.00"," 86021.57"
"M679.449T1212.039","295935.62","166202.51","240559.22","296747.65","343084.54","326322.50","436666.20","296958.98","264387.25","372000.00","389554.60"," 43065.51","289273.35","293020.22","266000.00","428000.00"," 66502.54","433975.26","433000.00","421120.22"
"M697.464T1209.593","205644.125","190851.008","435547.270","319486.732","244886.114","187143.289","664964.577","150659.348","269396.939"," 84600.000","118530.821"," 10143.892","519328.990","293704.638","191000.000","259000.000","  4971.883","425998.173","515000.000","423119.869"
"M985.571T1146.934","174160.642","112593.867","165145.579","144368.473","169777.372","178462.141","210857.931","169618.450","123218.655","197000.000","110025.613","  7807.915","129531.693","151301.507","162000.000","142000.000"," 11917.359","125480.205","129000.000","128808.398"
"M424.216T1338.866","103729.75"," 63292.07"," 69828.48"," 79365.12","105755.97"," 94316.58","112068.29"," 79641.24"," 87396.38"," 78600.00"," 70141.13"," 29053.10"," 79324.73"," 62276.15"," 73200.00","106000.00"," 28936.90"," 89852.69"," 54200.00"," 98394.40"
"M565.409T1275.021"," 87707.87"," 74662.51"," 75210.22"," 99871.96","125537.91"," 80161.96","225898.21"," 65157.79"," 88577.00"," 74400.00"," 47992.49"," 27962.26","134813.38"," 96518.57"," 95700.00","131000.00"," 26042.26","114053.14","130000.00","127495.51"
"M698.466T1253.346"," 92645.42"," 89452.12","176541.15","156938.15","124584.41"," 98140.73","234659.69"," 66581.16","108962.56"," 66100.00"," 60672.28"," 11593.38","223954.03","129719.59"," 61400.00","136000.00","     0.00","175422.68","240000.00","195813.75"
"M661.446T1372.452","164800.88","155975.25","199078.06","265194.38","211174.65","188192.32","232763.05","170793.72","234181.54","197000.00","147551.66"," 79714.85","287402.63","211302.21","228000.00","256000.00"," 82780.95","278917.55","254000.00","309641.04"
"M695.45T1338.973"," 90347.24","104999.10"," 96010.69","115766.22","148869.90"," 95601.22"," 92826.64"," 92703.78"," 99451.85","101000.00"," 71942.56"," 52754.62","143793.61","110810.64"," 97400.00","134000.00"," 59599.97","172594.09","190000.00","180167.90"
"M593.49T1490.213","136529.68","153717.21","179659.38","248224.48","216772.52","181759.80","201059.31","189125.94","235445.50","181000.00"," 88773.58"," 55594.99","314054.24","210865.55","279000.00","334000.00"," 61226.37","289607.08","301000.00","267183.40"
"M951.567T1289.006","572191.072","446300.728","685811.107","673125.951","825050.322","787382.947","703951.465","547792.658","465785.409","982000.000","320195.001","  3148.883","981528.649","820809.782","751000.000","768000.000","     0.000","455518.470","600000.000","462160.274"
"M593.489T1431.043","133998.54","140829.21","164616.58","232425.94","212970.38","171937.89","250598.41","182774.69","228311.24","177000.00"," 80590.16"," 51358.55","295720.31","196044.70","275000.00","335000.00"," 53528.72","278719.13","287000.00","264624.74"
"M639.424T1291.55"," 82434.03"," 40127.09"," 73503.55"," 79763.40"," 90784.54"," 74488.54","171204.96"," 60410.55"," 61630.92"," 76700.00"," 32166.12"," 10182.85","102065.76"," 79868.70"," 57900.00","118000.00"," 20888.27"," 95363.57","100000.00"," 92325.35"
"M986.591T1195.638","132284.386"," 88377.324","111695.226","101015.506","116612.626","111008.681","210650.642"," 93084.491"," 80432.074","106000.000"," 65493.479","     0.000"," 98338.943","105144.116","166000.000"," 93400.000","  7312.201"," 91905.500"," 87000.000","101335.693"
"M591.473T1440.13","164820.66","177024.64","196792.82","287047.99","284460.99","118212.32","306861.78","172027.72","229942.41","205000.00"," 56926.04"," 59137.63","459725.48","211877.19","296000.00","484000.00"," 39822.06","320033.59","383000.00","323955.05"
"M590.465T1389.456"," 44794.744"," 69445.683"," 24697.212"," 56569.268"," 70251.465"," 25550.991"," 64964.899"," 33424.602"," 28374.529"," 21400.000","  7005.161"," 16336.506"," 97064.155"," 72607.691"," 58900.000","108000.000","  9143.107"," 68957.012"," 86900.000"," 92086.329"
"M631.469T1330.308","122092.23"," 69513.34"," 97805.92","157385.44","148322.95","144974.44","588936.64","100796.30","146058.42","110000.00"," 54563.94","  9951.17","209751.00","115643.99","214000.00","330000.00"," 12331.53","180761.84","147000.00","202509.70"
"M637.415T1439.736","103644.54"," 92821.44"," 97376.77","129473.46","122816.41","115339.96","104015.62","114531.40"," 97502.47","108000.00"," 64890.17"," 43046.29","127423.85","104110.12","118000.00","163000.00"," 48220.59","136427.40","166000.00","132917.49"
"M759.217T1590.788","67444.98","51405.56","46006.84","44349.39","56962.78","44150.44","27469.64","51107.68","42303.11","41900.00","59785.82","27743.06","34653.47","35798.55","33400.00","50200.00","31405.91","35046.94","42000.00","54984.05"
"M711.441T1125.643","31518.676","33285.474","35897.826","45071.304","56394.549","40010.959","83769.346","30494.191","34213.502","42500.000","30858.830"," 4846.414","32191.885","41411.023","34800.000","42800.000"," 5702.063","46186.745","52900.000","52426.556"
"M810.527T1193.498","238692.41","124964.71","196690.39","225713.18","183391.12","227914.52","294819.82","214762.08","175436.02","218000.00","118032.63"," 48814.25","309039.86","242098.83","219000.00","231000.00"," 74217.54","267208.26","257000.00","223969.62"
"M646.453T1439.754","119665.05","121432.45","135601.42","183829.09","157970.61","143927.22","110166.03","108127.44","131002.69","132000.00"," 89246.49"," 35894.04","179556.29","146711.49","130000.00","207000.00"," 36889.52","174656.23","184000.00","172548.51"
"M379.265T1372.423","212767.3","209324.2","171423.8","229487.8","169034.4","193865.6","269696.1","185412.8","168745.7","192000.0","208790.9","117562.6","202537.5","208500.0","195000.0","192000.0","114838.5","223915.0","181000.0","187283.4"
"M926.605T1358.969","10394.203","26010.962","10023.222","22829.168","11783.657","12518.217"," 6613.669","11255.111","14372.520"," 6760.000"," 9797.703","    0.000","10183.248","29286.854","20600.000","29500.000"," 2755.358","17132.194"," 8480.000","17400.043"
"M951.568T1338.092","564728.574","442696.841","675306.831","665937.627","773979.107","777344.361","608674.796","529955.320","456377.156","966000.000","309812.491","  3199.798","973365.804","802839.709","641000.000","784000.000","     0.000","430890.689","582000.000","467608.063"
"M651.516T1408.532"," 61054.475"," 63662.598"," 85345.208","136851.290"," 86956.825"," 62437.402","111268.988"," 76509.705","110606.885"," 58700.000"," 17328.958"," 10485.515","185704.153","119788.859","104000.000","171000.000","  7808.986","112391.040","166000.000","114844.201"
"M593.49T1557.453","143172.70","155790.62","182540.67","256652.63","222783.54","181727.10","281130.14","197648.90","242860.14","185000.00"," 95367.33"," 58820.35","321237.15","210630.20","287000.00","342000.00"," 63930.32","292353.56","311000.00","276348.13"
"M881.483T1130.872","180047.605","126331.969","202304.119","232382.876","161151.564","143114.335","364814.975","161812.095","132679.524","257000.000","142738.016","  4898.385","272632.292","185679.873","134000.000","123000.000","     0.000","131580.830","161000.000","138647.825"
"M967.557T1267.284","371336.152","209359.911","278457.198","271477.019","291380.313","249015.206","361421.593","295806.246","265829.591","394000.000","205986.304","  7183.158","368860.457","273327.750","252000.000","275000.000","  4630.208","230010.132","243000.000","300051.656"
"M574.468T1330.445"," 70911.265"," 34042.085"," 60926.331"," 76299.740"," 91212.152"," 67280.430","153289.087"," 61266.490"," 55119.764"," 61400.000"," 17077.364"," 24538.150","122228.347"," 58559.020","122000.000","177000.000","  5208.555","107313.088","123000.000","121376.204"
"M668.492T1305.416"," 50378.15"," 31672.49"," 39804.03"," 75265.51"," 62071.65"," 42152.00","124577.99"," 51776.84"," 23229.77"," 40200.00"," 10694.24","     0.00"," 92095.78"," 61430.21"," 45300.00"," 76100.00"," 11895.67"," 69897.15"," 72900.00"," 59717.90"
"M587.442T1269.605"," 41704.679"," 22861.988"," 29394.533"," 36196.308"," 46667.689"," 42581.826","102621.460"," 28557.997"," 25306.611"," 36000.000"," 20013.476","  7200.511"," 33665.362"," 35258.771"," 39000.000"," 62600.000","  5165.632"," 44571.114"," 45100.000"," 37939.253"
"M711.566T1557.453"," 74071.12"," 87869.07"," 81880.45","202926.31","113010.30"," 85504.81"," 71322.63"," 83021.56"," 91919.16"," 59700.00"," 87898.27"," 63850.87","199502.08"," 82258.29","111000.00","106000.00"," 49052.26","149920.83","137000.00","103074.87"
"M648.466T1423.012","141113.98","108480.25","135566.39","270855.52","237352.65","203234.36","223614.72","149030.19","174816.85","142000.00"," 80683.88"," 27109.45","373044.16","212807.65","225000.00","440000.00"," 29876.08","343452.73","325000.00","292888.50"
"M951.572T1242.045","550837.268","403729.394","614128.496","607468.995","806795.211","771212.216","845296.540","513220.993","445222.236","959000.000","317101.546","  2982.641","899553.548","755209.626","728000.000","752000.000","  5403.097","427707.681","518000.000","446483.087"
"M639.422T1278.929","121246.47"," 62507.97","101245.88","118749.63","130380.82","102354.26","219006.53"," 95961.29"," 96199.36","109000.00"," 59163.58"," 15596.85","155555.58","111982.41","111000.00","162000.00"," 32792.27","152908.68","151000.00","147590.50"
"M697.259T909.874"," 98735.79"," 46851.88","104432.12","101456.39","112477.98","105420.66","119081.65","152480.90","119978.71","181000.00","117475.24"," 17010.74","115935.21","112530.54","119000.00","120000.00"," 26668.79","128907.93","123000.00","152378.47"
"M593.49T1539.529","143410.01","156031.95","180029.86","254008.74","220436.69","179175.62","178349.58","193535.28","240466.78","180000.00"," 93406.79"," 59035.78","319007.03","211070.51","279000.00","330000.00"," 63948.64","289508.97","305000.00","264314.23"
"M711.565T1605.092"," 74080.90"," 91728.93"," 81898.16","202993.23","113063.67"," 85510.10"," 54871.72"," 83053.77"," 91917.62"," 59700.00"," 87949.84"," 63887.48","199546.05"," 82271.23","107000.00","106000.00"," 49049.35","149947.61","134000.00","103077.83"
"M649.479T1423.325"," 558918.5"," 657015.4"," 612830.2","1018434.9"," 774629.6"," 832085.8"," 870933.0"," 610488.8"," 772603.3"," 520000.0"," 497603.7"," 106656.5","1583935.5"," 745686.2"," 935000.0","1670000.0"," 109613.6","1188286.2","1350000.0","1389637.7"
"M723.435T1322.772","82562.45","77249.53","68261.83","73922.62","80455.21","69850.15","99022.31","67903.00","68963.76","68400.00","49607.04","26434.88","79687.00","65774.63","63900.00","83100.00","28667.30","74737.86","67900.00","87803.99"
"M423.198T1506.423","693803.9","659994.9","648273.1","679183.8","649851.8","609247.1","981912.0","640293.2","625395.6","647000.0","673467.6","581243.8","680687.2","571804.7","655000.0","679000.0","566826.1","623271.4","658000.0","659107.7"
"M727.445T1338.726","105769.83"," 82743.24"," 84048.08","106583.80","112795.41","101821.26"," 98150.49"," 94559.46"," 93488.53"," 98000.00"," 75804.75"," 35636.48","122428.57"," 99805.16"," 95500.00"," 84300.00"," 49202.27"," 97410.36"," 98800.00","122088.41"
"M986.584T1288.291","150536.667"," 92785.682","126620.793","150884.528","163598.545","152657.334","170276.585","101085.215"," 85461.512","147000.000"," 81246.100","     0.000","100523.667","119940.767","166000.000","135000.000","  4628.875","102729.739"," 91900.000","108905.326"
"M593.489T1519.555","141023.46","153655.04","179615.30","248087.32","216593.24","181729.18","224800.20","191376.32","237931.98","181000.00"," 88700.19"," 55553.54","160167.23","210762.23","270000.00","340000.00"," 61221.00","289553.06","304000.00","270467.83"
"M385.184T1473.566","331795.4","452453.8","286329.9","356307.7","266437.8","244971.8","243372.8","185147.1","202964.6","355000.0","207087.2","203225.4","446805.9","260822.7","213000.0","256000.0","195078.6","221382.6","239000.0","230496.4"
"M571.362T1440.098","126196.45","101939.27"," 95851.19"," 97336.94","147724.20"," 99858.29"," 94192.73","103773.10","124986.70","104000.00"," 83764.84"," 59407.96","138189.48","121236.57","112000.00","189000.00"," 55464.22","149449.06","148000.00","134039.47"
"M646.461T1352.771","128207.28","134866.58","140378.51","198228.74","137564.76","147102.87","156749.50","122829.10","136248.05","146000.00"," 96228.72"," 38374.13","192183.40","157024.39","141000.00","216000.00"," 36881.37","183412.98","191000.00","178086.38"
"M555.456T1423.317","117114.80","129776.62","136929.75","153720.07","139070.58","111252.96","148357.31","114187.49","123434.82","113000.00","100793.61"," 75032.94","223296.92","128539.18","127000.00","211000.00"," 73584.21","191475.08","188000.00","173546.86"
"M679.553T1406.451"," 84188.39"," 79977.97","104648.21"," 99153.18","166299.35","170116.23","204448.85"," 89599.38"," 65282.13"," 65000.00"," 75938.24","197970.46","180610.52","134834.13"," 99100.00","156000.00","195267.65","230978.27","320000.00","281036.57"
"M547.402T1437.709","234851.5","241124.8","232064.3","313045.6","225614.4","242762.0","221754.6","202281.0","241418.6","194000.0","226024.1","208096.5","333610.9","249499.2","224000.0","310000.0","211829.9","276375.5","304000.0","300705.4"
"M985.575T1306.148","231337.158","180516.889","218277.747","224617.939","218906.260","224417.435","176634.350","220585.163","149555.708","251000.000","112058.023","  5282.066","225623.859","208769.560","194000.000","175000.000","  2720.276","174224.694","178000.000","199061.315"
"M716.516T1356.112","34098.89","46949.38","52643.51","40556.73","39536.72","42925.16","43118.59","59562.29","41029.96","33600.00","30153.93","34156.59","56747.88","46815.24","41600.00","39100.00","15422.25","40301.05","35300.00","34063.48"
"M775.526T1457.082","413534.70","423978.23","469921.52","361007.59","402673.41","469191.74","195168.51","363521.54","429206.49","326000.00","166323.92"," 56977.27","452285.97","405495.96","399000.00","395000.00"," 76222.89","400163.31","381000.00","417970.27"
"M590.446T1338.898"," 93529.0","157581.5","168876.7","153682.9","123244.9","155776.3","230597.5","137812.2","145972.2","102000.0","112224.2","121587.5","166093.6","181547.0","135000.0","173000.0","140783.8","172411.9","181000.0","162137.4"
"M826.525T1288.728","197284.07","190328.85","258669.15","302007.38","199887.45","174996.04","284375.15","187270.53","211453.58","234000.00","103591.96"," 10935.57","211649.68","236905.52","187000.00","171000.00"," 11651.85","193465.48","230000.00","202370.46"
"M879.468T1338.726"," 76383.556"," 73327.021","115221.084","152304.504"," 72580.876"," 66660.235"," 11444.267"," 58865.481"," 98345.700"," 87800.000"," 42374.257","  5050.685","142626.886","105265.897"," 65700.000"," 67500.000"," 11896.540"," 73566.546"," 93800.000"," 70470.566"
"M826.503T1348.634","197168.191","187242.930","251826.790","296541.090","171306.308","174996.040","283354.821","180008.470","211453.576","234000.000","103491.728"," 10917.312","343069.140","236804.674","187000.000","182000.000","  7185.057","193355.373","227000.000","202210.791"
"M808.523T1304.698","209915.71","153970.77","228182.53","227474.82","224888.64","194448.26","151443.02","189600.10","206253.77","270000.00","119831.29"," 14917.82","279221.04","221840.27","204000.00","226000.00"," 22711.13","160295.73","208000.00","214786.53"
"M647.463T1423.013","298212.09","266019.81","351605.28","666160.94","535369.89","422948.09","658415.84","321440.77","433141.04","351000.00","145800.61"," 33463.87","822385.34","439611.21","421000.00","978000.00"," 44523.48","721742.28","806000.00","698912.55"
"M613.48T1389.147","243917.04","217472.78","336511.51","273629.76","267954.76","257385.20","203517.99","193697.08","155110.04","204000.00"," 58704.54"," 92310.48","236416.37","174938.33","275000.00","246000.00","131720.10","377189.38","253000.00","231598.99"
"M556.445T1212.039"," 16179.484"," 10299.651"," 11941.216"," 18447.185"," 19744.208"," 24171.985","256676.700"," 34789.508","  9037.720"," 13900.000"," 15689.968","  4527.884","  8475.575","  8488.415"," 52200.000"," 29700.000"," 10398.115"," 21989.765"," 29200.000"," 19674.738"
"M937.593T1423.395","104527.173","136622.050","191705.130","142675.643","117325.457","112164.551"," 42759.138","137012.661","101769.329"," 76900.000"," 50569.266"," 18670.111","165567.983","178144.897","137000.000"," 93400.000","  5211.031","103667.144","134000.000"," 99280.319"
"M645.457T1372.456","257076.46","209361.28","277312.33","346475.93","338055.11","285692.34","327338.97","233449.40","275007.85","282000.00","215028.70"," 55079.13","347691.79","265720.21","260000.00","421000.00"," 81213.21","374466.80","335000.00","376436.54"
