"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M1025.562T1190.664","55371.555","45798.611","36602.885","50980.445","42374.902","95037.535","14973.724","37294.759","34609.793","62700.000","46995.826","    0.000","40215.091","48990.893","57900.000","56700.000"," 4729.412","34912.131","29500.000","48171.398"
"M522.254T1237.452","121738.47","378348.42","161429.82","320604.70","154097.60","244834.97"," 53820.61","128253.27","131847.45","172000.00"," 83371.77"," 14734.27","180734.05","147947.62","206000.00","228000.00"," 13826.50","125593.83","175000.00","145794.79"
"M387.249T1423.063","234511.4","257375.4","254227.9","319991.4","356813.8","371371.6","242312.2","244010.9","258512.5","394000.0","202249.7","117338.2","368747.4","259217.9","422000.0","424000.0","120325.1","301684.8","301000.0","268061.4"
"M803.494T1321.954","430071.63","361983.00","444579.90","567566.43","412110.41","405047.88","577444.29","285068.69","505745.86","455000.00","210648.15"," 18510.41","596670.33","350526.72","368000.00","347000.00"," 33167.19","444599.40","432000.00","466948.60"
"M847.319T941.78"," 56413.123"," 28377.136"," 78501.281"," 88054.311"," 70622.892"," 63839.012"," 73947.068","128649.872","105505.167","193000.000","103834.493","  6014.081"," 79334.777","121884.335","105000.000","105000.000","  7112.932","132899.407","128000.000","123660.410"
"M721.498T1439.586","110929.83","102895.02"," 99534.77","115320.71","167600.59","141501.85"," 53684.47","155491.91","113354.57","150000.00"," 89481.35","105199.73"," 85347.30"," 98239.03","169000.00","150000.00","105759.37","191649.59"," 98100.00","126540.30"
"M451.141T834.347"," 86562.04"," 51384.83","102803.30"," 95371.80"," 91497.78","105445.71"," 95455.06","115144.16"," 91892.93","169000.00"," 96469.67"," 21289.20","116260.71","107457.85"," 98900.00","102000.00"," 25919.83","100135.05","115000.00","112598.32"
"M385.183T1369.501","145073.0","392368.2","183435.5","387090.8","127802.1","258779.7","359058.8","142801.0","153714.2","157000.0","153467.0","108785.9","275736.5","204599.6","187000.0","184000.0","122286.4","158676.3","199000.0","152819.5"
"M533.359T1187.622"," 77099.31"," 77347.05"," 66255.55"," 89832.25","160057.86","152063.76","398534.65"," 48203.13"," 47539.09","223000.00","184229.68"," 20032.70"," 73621.17"," 57912.75","149000.00"," 95900.00"," 29148.08"," 82975.56"," 66400.00","123477.26"
"M425.216T1422.743","340123.2","296039.2","272401.6","278238.0","302101.8","310921.0","330782.3","343981.6","376559.2","290000.0","321025.0","234963.3","253126.8","264009.1","328000.0","271000.0","267368.6","439880.6","277000.0","374692.6"
"M860.602T1524.995"," 67396.65"," 79253.16"," 69281.96"," 38235.76"," 87320.48"," 30722.49"," 19605.16"," 83003.92"," 49084.55","120000.00"," 86154.93","125181.21"," 34889.68"," 88491.88","167000.00","105000.00"," 27821.57"," 83952.03"," 44200.00","106400.09"
"M821.503T1322.584","212217.620","222882.291","236780.391","319651.667","226883.917","219933.712","211271.581","150385.088","238105.470","319000.000","136908.197","  5835.945","313930.269","207827.158","181000.000","183000.000"," 12027.421","198756.048","232000.000","225247.701"
"M622.23T911.332"," 59930.878"," 25125.881","149138.917"," 62989.268"," 60073.823"," 46637.665"," 29776.071"," 72604.176"," 82832.445"," 81600.000"," 80683.423","  2552.573","106323.319"," 96892.592"," 46700.000"," 82100.000","     0.000"," 91359.473","169000.000"," 88220.444"
"M818.326T857.905"," 63074.69"," 57347.97"," 95331.24","100151.43"," 87502.01"," 94348.31"," 50631.10","170689.51","120639.71","283000.00","117215.65"," 13999.63","110199.57","110517.54"," 87300.00"," 91800.00"," 20736.92","170805.45","102000.00","160148.06"
"M653.412T1258.482","146885.47"," 86628.11","113289.26","121707.83","146898.65","133734.93","175289.32","141966.01","108727.97","154000.00"," 80414.77"," 10035.11","134039.02","104329.26","105000.00","161000.00"," 23195.10","143660.62","138000.00","140074.73"
"M725.552T1574.274"," 80158.19"," 75864.34"," 79620.87"," 79597.98"," 78365.76"," 73016.72"," 51233.36"," 66362.19"," 92978.35"," 75600.00"," 71347.36"," 75919.43","108066.73"," 87166.09"," 85100.00"," 78100.00"," 64987.10","103066.46","102000.00"," 87013.17"
"M469.3T1440.275","171945.80","156445.38","148349.69","168710.43","150624.60","154819.15","233949.13","151260.94","141079.89","147000.00","168535.57"," 96211.21","161995.81","156866.68","157000.00","204000.00","130674.01","160054.60","179000.00","186902.42"
"M503.18T942.609"," 79785.493"," 34470.583"," 78674.453"," 74522.454"," 82733.266"," 94413.492"," 63259.053","137033.653","105481.211","149000.000"," 99493.290","  4302.918"," 75828.833","105705.091"," 94400.000"," 97900.000"," 15903.390","127289.406","110000.000","139348.308"
"M815.515T1474.31","263519.27","305762.65","249028.11","257356.26","322772.66","291370.32","243268.05","200358.62","280975.73","196000.00","107327.75"," 30646.90","231614.23","229636.28","274000.00","207000.00"," 45717.91","267592.23","214000.00","231410.31"
"M605.221T880.56"," 45022.831"," 20276.913"," 60656.757"," 51031.752"," 72781.286"," 49134.856"," 30522.609"," 88140.544"," 75131.952","100000.000"," 54016.204","     0.000"," 63225.802"," 53350.097"," 69000.000"," 80500.000","  1495.318"," 91266.903"," 72400.000"," 87470.189"
"M885.576T1456.932"," 30965.88"," 43260.24"," 34746.60"," 35859.30","115070.03"," 16901.88"," 16871.60"," 89334.40"," 23450.38"," 27500.00"," 28598.05"," 10016.51"," 42933.99"," 94041.87"," 99300.00"," 41300.00"," 21249.73"," 77424.64"," 43400.00"," 32893.92"
"M788.544T1540.701"," 73404.53","189773.53","207153.42","119398.70"," 83562.37"," 72256.45"," 15571.83","176864.69","191709.11","116000.00"," 57898.60"," 30565.16","210774.06","120174.68"," 64400.00"," 49000.00"," 17675.84","128494.41","162000.00"," 81989.44"
"M757.24T725.919"," 638054.27","  72413.04"," 156545.86"," 164417.95"," 338671.87"," 212353.11"," 185635.90"," 678539.27"," 894831.83","1080000.00"," 920038.33","  20033.06"," 167744.07"," 149035.77"," 274000.00"," 250000.00","  38194.19"," 691128.61"," 142000.00"," 847263.28"
"M303.176T1424.513","227857.9","482216.3","244917.6","285330.3","210455.7","281592.9","241809.3","229908.8","206529.1","238000.0","220992.8","214084.7","244723.0","278904.9","230000.0","228000.0","217622.4","238351.9","258000.0","245751.2"
"M475.412T1607.605","32710.193","35732.664","39159.965","26900.854","36575.456","29530.802"," 2450.926","43980.851","49780.283","36600.000","30681.917","25541.473","48751.219","34859.383","26300.000","41100.000","25983.559","58074.303","39800.000","40194.546"
"M651.489T1439.586","122167.42","148349.67","153176.92","269146.96","202092.56","139579.08","106053.05","160809.36","444047.51","136000.00"," 60661.76"," 27989.87","374423.64","215921.23","262000.00","281000.00"," 47788.31","217748.17","407000.00","220048.10"
"M877.503T1170","138017.38","164549.54","161874.52","212596.82","142318.96","144311.11","200761.40","131903.41","141869.91","203000.00"," 85672.03"," 16554.88","195028.00","143952.50","122000.00","130000.00"," 14527.32","139172.68","144000.00","145198.59"
"M846.506T1146.934","306829.272","266640.939","315492.405","306910.027","261311.783","289673.853","682861.795","189087.301","277618.072","319000.000","143091.315","  4104.916","374243.031","265977.798","291000.000","230000.000","  7681.211","243671.667","282000.000","275885.166"
"M1037.391T940.951","37488.368","25030.026","37263.269","33778.131","48019.061","28908.331","47992.803","62600.711","50743.953","67400.000","50234.134"," 2814.409","50301.993","34809.474","60500.000","61800.000"," 7109.926","64242.212","70200.000","67163.463"
"M571.411T1441.156","111631.55"," 82505.40"," 93077.91","111947.04","122930.89"," 83977.73"," 47356.37"," 96763.07"," 97588.58"," 90700.00"," 81625.55"," 69669.05","101930.48"," 94179.13"," 96500.00","145000.00"," 68986.61","129246.32","113000.00","111761.50"
"M451.243T1439.78","147923.42","126804.34","148637.00","131219.24","139751.21","134913.59","142268.20","160771.11","125393.07","152000.00","130994.76"," 81662.57","137670.71","137110.69","124000.00","165000.00"," 85358.82","156365.02","158000.00","126383.36"
"M854.583T1456.932","22934.42","30687.55","30241.55","27768.11","66552.01","30974.57","10838.19","37912.65","36248.76","26500.00","25611.33","19217.79","34577.03","57415.48","80000.00","43500.00","21683.09","46501.92","40600.00","36531.42"
"M653.413T1377.63","133544.51"," 91047.28","111662.05","120004.96","138428.03","130817.65"," 56769.69","128819.52","108156.43","131000.00"," 78061.09"," 16469.82","136909.43","105505.32","101000.00","152000.00"," 30567.07","138299.41","133000.00","125614.86"
"M285.297T1471.68"," 154660.6","1180209.1"," 293140.0"," 709474.7"," 276408.7","1219226.2"," 600453.2"," 185019.9"," 153414.1"," 288000.0"," 197307.6"," 151176.3"," 559535.3"," 304487.8"," 392000.0"," 343000.0"," 189888.7"," 155611.0"," 463000.0"," 163624.5"
"M651.489T1456.786","125939.10","162051.61","188333.38","288794.71","221058.28","139491.07","230834.93","172397.55","507099.41","146000.00"," 90070.14"," 34982.15","442413.06","223278.15","281000.00","305000.00"," 66376.61","217622.76","510000.00","253713.17"
"M409.225T1456.762","235706.1","236977.0","239894.4","245280.4","188148.5","231614.0","248076.9","206029.1","207625.7","254000.0","195899.4","181498.6","241581.4","228982.5","198000.0","223000.0","189385.1","242078.6","236000.0","203341.7"
"M481.366T1325.086","105139.13"," 96974.75"," 95328.47"," 91788.07"," 95374.57"," 73915.25","237175.21","118028.45","111675.88","159000.00"," 91157.57"," 80184.16","148502.48","150480.40","104000.00","180000.00"," 93733.30","174095.57","176000.00","181191.14"
"M538.393T1458.161"," 72911.44"," 70558.51"," 55801.32"," 89292.45"," 73210.67"," 68583.76"," 60795.05"," 69031.25","956352.43"," 72600.00"," 55567.55"," 38644.98","126265.38"," 66279.99","395000.00"," 88400.00"," 39755.45"," 74294.30","376000.00"," 79409.71"
"M609.489T1506.592"," 49990.90"," 39893.39"," 68876.78"," 89920.38"," 80593.28"," 74093.97"," 39002.36"," 76263.99"," 89730.67"," 45500.00"," 40940.74"," 54539.09","135849.62"," 51822.41"," 85800.00","112000.00"," 52186.22","134713.26","101000.00"," 69000.71"
"M609.485T1523.905"," 39227.20"," 44582.08"," 81395.22"," 71017.46"," 97474.06"," 79337.28"," 33616.00"," 76083.98","111322.42"," 56700.00"," 44564.40"," 53204.59","126555.49"," 59889.09"," 82700.00","118000.00"," 56885.02","111574.62","121000.00"," 74118.79"
"M767.537T1356.112"," 87209.71"," 85176.22"," 91562.12"," 82486.25"," 98805.48"," 84990.87"," 82540.96"," 96834.65"," 82141.52"," 93800.00"," 66014.69"," 34887.83"," 93978.86"," 87693.28"," 87400.00"," 85100.00"," 44331.52","161604.74"," 86800.00"," 93233.80"
"M727.264T942.609"," 67204.396"," 68184.080"," 58576.936","146556.010"," 86101.652"," 56939.521","132033.209"," 83348.218"," 68497.063","122000.000"," 79472.048"," 10786.866","137221.348","128932.050"," 78300.000"," 94600.000","  8220.998"," 93436.069"," 85600.000"," 93938.244"
"M854.586T1475.069","22933.83","35049.83","33646.18","33613.84","72776.36","33874.61","14456.07","44534.56","39305.94","26500.00","25625.53","19211.38","36848.25","60907.77","95100.00","43500.00","21676.13","57903.07","40600.00","39451.79"
"M355.282T1278.929","1780194.8"," 396263.9"," 225287.2"," 411734.7","1697082.0","2053558.3"," 679716.4","1328531.1","1053849.9","2140000.0","1745817.2"," 162284.6"," 230556.4"," 241175.3","1710000.0","1740000.0"," 554586.2"," 975795.6"," 217000.0","1435815.4"
"M330.263T1492.022","135610.2","135268.5","144800.0","123986.3","125238.4","145606.8","157420.9","139746.2","128798.9","149000.0","137556.4","137103.8","131689.6","136033.1","133000.0","156000.0","135806.4","157056.4","128000.0","144902.6"
"M421.346T1406.262","101597.52","137001.80"," 99582.25","127347.71","129823.92","101464.30"," 94925.98","103510.21","319687.87","124000.00"," 90441.69"," 83045.12","108333.90","102120.17","113000.00","147000.00"," 64808.86"," 87801.08","132000.00"," 87281.09"
"M775.259T825.968"," 69888.12"," 51887.66","178664.90","144238.67"," 93501.16","147966.66"," 88857.32","143181.13","122292.53","143000.00","121015.30"," 12427.49","187587.07","196381.30"," 96600.00"," 81500.00"," 28297.42","145249.11","171000.00"," 91437.10"
"M923.341T843.183"," 41054.327","  8745.411"," 36075.478"," 28394.858"," 26720.508"," 41612.045","103855.743"," 48360.852"," 39954.502"," 68900.000"," 42066.902"," 12019.484"," 37206.914"," 43063.660"," 46200.000"," 50400.000","  4097.442"," 46670.219"," 48100.000"," 40972.317"
"M809.538T1490.286","161099.89","240864.55","420094.39","470816.17","165337.32","179411.18"," 56271.31","368174.72","195476.85","131000.00"," 97839.99"," 46667.20","154997.45","216645.31","170000.00","148000.00"," 49202.83","243323.30","140000.00","171290.07"
"M512.41T1575.482","116457.32","104656.33","115141.22","127429.26","127974.08","125619.39"," 40448.84","114274.56","141421.32","129000.00","133008.62","113475.79","107540.01","110081.25","126000.00","119000.00","112969.47","190999.06","122000.00","126303.62"
"M423.148T959.199"," 585823.54"," 110248.92"," 482345.29"," 229244.36"," 734984.17"," 362601.58"," 627377.75","1968352.72","2087783.64","2320000.00","1192913.75","  12870.13"," 231675.72"," 355537.30"," 764000.00"," 743000.00","  19958.68","2268906.76"," 633000.00","2300254.90"
"M369.19T1418.277","219794.2","290252.8","232491.7","248065.5","211607.8","233526.5","279581.7","226042.7","219001.0","218000.0","232517.5","204357.0","259423.2","229561.0","221000.0","209000.0","230460.1","227720.9","249000.0","216110.7"
"M935.358T959.199"," 52090.769"," 25083.816"," 69567.242"," 46612.411"," 63567.872"," 54125.460"," 53238.510"," 96395.427"," 68737.475","129000.000"," 79989.028"," 10648.808"," 80817.354"," 69377.397"," 79200.000"," 86800.000","  9209.716"," 95733.672"," 91800.000"," 93483.876"
"M423.145T941.689"," 585823.54"," 110248.92"," 482345.29"," 227040.71"," 734984.17"," 362601.58"," 627377.75","1962592.75","2087783.64","2320000.00","1192913.75","  12870.13"," 226623.25"," 361549.11"," 764000.00"," 743000.00","  19958.68","2268906.76"," 630000.00","2300254.90"
"M437.323T1509.101","213625.5","233142.9","228833.4","200195.8","215584.3","212712.1","192615.4","264934.7","210158.4","247000.0","265078.0","154728.2","231589.8","210122.8","233000.0","265000.0","212339.3","234709.3","212000.0","223001.9"
"M439.317T1473.604","212206.5","169358.6","209910.5","295282.5","208891.6","249369.2","164764.3","184968.4","222430.1","214000.0","197490.6","123022.3","358149.9","217242.8","214000.0","298000.0","183677.2","291739.7","248000.0","343156.5"
"M1022.363T909.479"," 77728.18"," 57462.36","122339.61","117707.84"," 99995.02","101015.62"," 68124.79","123668.72"," 93241.94","157000.00","118887.83"," 17465.12","146682.66","125588.58"," 85100.00","111000.00"," 42196.08","102592.01","111000.00","101190.63"
"M847.317T919.58"," 56413.123"," 32323.543"," 78475.613"," 88041.931"," 76350.636"," 69513.676"," 74138.766","128658.886","108006.295","197000.000","103834.493","  5921.446"," 86764.285","134973.487","112000.000","105000.000","  7211.689","140671.746","131000.000","126616.517"
"M409.264T1339.403","65773.17","49892.54","54104.25","56887.22","66379.24","64792.60","87670.29","34620.73","34187.05","49100.00","49471.46","17039.45","42039.37","76956.37","70500.00","74100.00","20619.73","50961.27","47100.00","34045.55"
"M860.602T1570.854"," 87772.06"," 86310.25"," 69302.90"," 42158.08"," 87395.99"," 33149.26"," 19857.09"," 87219.80"," 56733.13","139000.00","100246.94","142704.16"," 41357.53"," 96005.33","162000.00","115000.00"," 31008.41"," 83972.13"," 51900.00","122629.46"
"M744.276T1008.897"," 66865.304"," 49993.073"," 75907.934"," 76700.009"," 88114.096"," 79454.229","106531.475","157633.858","105189.791","236000.000","140862.816"," 11817.134"," 97736.492"," 83202.838"," 91500.000"," 86600.000","  4878.091","136394.864"," 92500.000","177994.910"
"M609.269T1439.891"," 220553.31","1876289.12"," 296112.28","1234213.96"," 658650.18","2587002.13","1422942.69"," 292145.87"," 123313.87"," 578000.00"," 212160.73","  17074.68"," 542173.85"," 764745.77"," 854000.00"," 987000.00","  30169.73"," 262688.05"," 786000.00"," 205982.20"
"M674.519T1442.536"," 40453.12"," 48763.24"," 42166.26"," 47824.54"," 35591.37"," 40708.46"," 61183.31"," 39483.44","336151.35"," 41700.00"," 41251.91"," 19395.40"," 63782.39"," 44017.00","179000.00"," 54200.00"," 35693.99"," 52116.38","217000.00"," 46954.78"
"M439.318T1571.719","113700.92","101536.72","119754.99","150376.58","110433.21","139903.87"," 39322.35","102802.30"," 96166.70"," 99900.00","114469.38"," 70931.00","176963.83"," 99701.14"," 86100.00","152000.00","122794.67","126614.89","142000.00","157984.39"
"M737.173T1002.572","414359.697","464256.646","538384.500","712574.559","272644.158","155607.769"," 22604.923","314713.659","265633.332","680000.000","392359.464","  3495.654","618039.404","607265.107","158000.000","122000.000","  7755.767","343593.726","589000.000","411520.289"
"M569.435T1691.217","21786.520","30095.386","26252.480","33562.471","18446.322","21638.877"," 5633.166","36538.953","31828.785","23500.000","28579.355","26470.772","29352.412","32488.374","18200.000","22600.000","24171.088","35536.534","29200.000","17004.375"
"M886.576T1523.593"," 30682.06"," 59435.17"," 40042.50"," 32148.97"," 83625.94"," 38980.03"," 21775.52"," 83640.06"," 34036.58"," 24100.00"," 21335.13"," 11907.38"," 26192.92"," 89682.05","143000.00"," 49100.00"," 11393.32"," 79846.74"," 50700.00"," 27164.15"
"M311.311T1540.43","1174901.69"," 145190.65"," 410707.60"," 102369.92"," 855320.17"," 274320.01","  23492.47","2137523.90","1250031.31"," 587000.00","2520543.35","  63323.74"," 145273.48"," 274983.58"," 470000.00"," 350000.00"," 389015.14","1773953.76"," 216000.00","1935291.46"
"M455.313T1352.626","279373.27","169913.04","199620.05","250976.94","338338.52","327681.80","368333.06","216768.25","194017.27","448000.00","205084.53"," 90579.75","315146.40","240524.40","280000.00","462000.00"," 90543.59","267285.68","300000.00","290336.54"
"M471.218T918.479"," 83903.025"," 48407.253"," 75827.232","113601.741","110876.875"," 75506.575"," 78066.610","117480.505","113118.056","186000.000","132332.617","  4368.752","137599.536","121446.862"," 86000.000","102000.000","  5428.280","148170.302","128000.000","126748.019"
"M497.351T1457.506","320057.5","273088.2","280117.6","273975.7","338977.8","248786.5","184551.0","323206.8","276209.8","262000.0","247475.4","236022.5","309813.6","300537.5","377000.0","328000.0","221400.5","352726.6","315000.0","345433.1"
"M503.174T828.514","39493.997","17984.700","44400.929","36249.741","45205.961","52970.963","90613.949","54586.054","51276.126","81900.000","49059.973"," 1102.785","66699.862","56105.721","58900.000","45300.000"," 7289.501","57037.116","63700.000","62979.522"
"M693.269T926.987"," 87609.259"," 52202.115","139232.435","101140.330","115845.068"," 70596.005"," 83588.517","174392.593","128048.371","197000.000","114928.033"," 16947.710","113674.966","145048.139","107000.000","122000.000","  6210.501","134032.094","148000.000","128026.003"
"M671.411T1339.403","101978.62"," 98303.26","111673.18"," 95188.08","105994.08"," 85098.92"," 94384.34","122030.34"," 71952.83"," 94600.00"," 80711.40"," 19222.91"," 90330.30","139044.56"," 78500.00","102000.00"," 27451.28","111559.14","130000.00","101433.42"
"M629.463T1474.173","318184.2","211573.4","236628.9","290199.5","298785.1","237764.4","249877.6","149990.2","392994.8","226000.0","134518.7","148699.8","423538.3","227760.5","267000.0","348000.0","103705.6","343314.1","433000.0","285791.7"
"M1143.432T957.42"," 81835.386"," 26826.405"," 59985.491"," 65491.979"," 46104.827"," 43561.299"," 65639.411"," 78338.999"," 52037.674","100000.000"," 72931.296","  2561.322"," 60512.097"," 77001.219"," 70100.000"," 70300.000","  9136.920"," 69896.542","104000.000"," 69973.934"
"M556.438T1591.725","100732.50","112969.48"," 86059.88","214776.79","169126.93"," 84717.09"," 20016.66"," 88149.06","110149.07"," 94400.00","110911.63"," 68146.83","112845.26"," 81893.27"," 81800.00"," 94600.00"," 83047.63"," 90494.98"," 98400.00"," 81631.80"
"M440.239T1021.299"," 72339.533"," 34481.033","106380.768"," 79721.512"," 53172.949"," 64857.201","394682.325"," 75029.186"," 57922.000"," 95900.000"," 72109.332","  3071.291"," 82862.250","107450.849","115000.000"," 57000.000","  9136.562"," 92615.973"," 92000.000"," 44544.256"
"M757.232T831.535"," 725313.29"," 114923.42"," 195024.20"," 207407.88"," 329951.05"," 254671.44","  40780.80"," 808649.53"," 941076.42","1190000.00"," 962501.67","  35064.80"," 198299.95"," 127310.50"," 240000.00"," 295000.00","  55600.31"," 705737.22"," 168000.00","1018456.93"
"M511.254T1186.899","195509.04","154693.14","151472.20","176729.65","238439.70","214614.21","120198.51","130664.14","123845.62","220000.00","149201.93"," 55141.00","207803.69","159446.42","234000.00","208000.00"," 66848.62","129489.36","132000.00","154081.67"
"M909.347T843.183"," 32015.840"," 20603.063"," 62618.432"," 39751.694"," 48189.401"," 56985.139","101550.584"," 57206.847"," 57897.820"," 89200.000"," 50903.684","  3958.925"," 48904.665"," 60379.142"," 67200.000"," 56800.000","  6838.310"," 53324.893"," 57200.000"," 57440.179"
"M424.207T1477.169","300305.9","263514.6","267403.9","270489.4","314003.2","282641.5","236973.0","243944.2","269461.3","272000.0","241475.5","188279.9","255036.0","242532.2","175000.0","259000.0","198709.1","280985.6","246000.0","292311.9"
"M475.409T1390.36"," 89512.38"," 25626.31"," 52239.09"," 75967.38"," 31845.97"," 66425.27","149669.28"," 41616.17"," 76518.23"," 40500.00"," 85361.34"," 48013.50","103078.07"," 63799.46"," 63100.00"," 92100.00"," 31891.94"," 58091.01"," 82400.00"," 69536.67"
"M424.206T1605.092","232686.9","230680.7","225345.1","237286.1","253804.3","211691.2","115985.8","191948.9","211580.1","229000.0","207154.1","196167.0","210463.9","222976.7","226000.0","222000.0","197301.2","232700.8","221000.0","234527.0"
"M753.276T940.951"," 39059.613"," 19697.776"," 48451.659"," 62351.300","120000.598"," 84930.540"," 81246.448"," 97220.696"," 95599.088","180000.000"," 50593.263"," 12393.924"," 72363.894"," 67852.803","132000.000","112000.000","  5911.265"," 82187.152"," 79900.000","144190.995"
"M519.308T1473.566"," 72854.61"," 86886.89"," 90023.57"," 71142.55"," 88902.86"," 96623.82"," 93955.74"," 73675.29"," 56109.91"," 83600.00"," 71663.48"," 61179.30","127661.37"," 68011.99"," 49700.00"," 73500.00"," 62474.31"," 82946.83"," 75200.00"," 66112.05"
"M299.11T1456.862","182058.5","214986.3","225088.6","184240.4","191311.8","201316.6","177706.7","215935.4","196546.3","193000.0","163112.0","176575.5","211896.3","205390.3","230000.0","178000.0","184519.8","205739.9","211000.0","178685.0"
"M547.382T1348.634","152561.8","172057.5","136412.0","184696.4","154281.7","156870.1","279661.6","121374.7","137934.5","117000.0","121638.5","121943.0","182097.5","166120.3","160000.0","198000.0","129700.4","170180.6","182000.0","185383.5"
"M692.263T843.183"," 68653.152"," 26864.853"," 83501.368"," 68447.205"," 67219.990"," 64847.464","152873.098"," 79691.336"," 86827.460","109000.000"," 79781.224","  9261.571","100515.395","106943.655"," 74600.000"," 78300.000"," 12218.470"," 78647.153","110000.000"," 83679.367"
"M551.445T1525.109","221600.72","111164.86","135113.73","137194.92","206149.40","124386.95"," 74641.79","126491.11","129825.57","127000.00","100944.74","157278.93","164005.17","121794.88","201000.00","153000.00"," 95216.06","144744.87","138000.00","141046.82"
"M447.35T1507.107","73911.26","76882.05","85998.89","83179.58","81045.65","69434.52","36287.33","82480.54","78961.37","65000.00","63961.46","73514.18","86135.07","80322.38","84700.00","77500.00","69448.01","68686.54","84300.00","64065.73"
"M311.143T1624.867","147561.251","152092.390","146550.533","177497.652","145120.810","149941.117","  8972.492","144280.375","125406.390","147000.000","204059.967","138392.020","157063.791","140912.856","107000.000","158000.000","113818.625","151691.087","149000.000","146784.041"
"M707.266T798.136"," 46578.595","  9975.111"," 41256.244"," 56957.002"," 59943.979"," 39533.943","161916.680"," 49544.100"," 50113.216"," 82300.000"," 63276.651","  3862.302"," 47765.816"," 63466.351"," 50500.000"," 71500.000","  5024.481"," 59960.410"," 60900.000"," 43966.111"
"M469.396T1355.605"," 76042.63"," 32624.96"," 42218.58"," 69353.63","150856.67"," 71038.83","246840.10"," 64836.49"," 75715.94"," 71000.00","249447.73","265941.91"," 23054.55","220606.33","142000.00","152000.00"," 74623.03","311825.99"," 45200.00","291779.04"
"M431.146T926.047","109892.087"," 75375.495","251930.394","161356.611","171318.476","133376.641","282931.421","320999.320","317489.347","304000.000","172608.443","  6819.852","169426.043","243252.133","186000.000","193000.000"," 14019.639","290422.693","253000.000","246836.549"
"M353.341T1488.518","3053118","3210586","2669322","2668952","2701804","2513883","2228198","2830702","3019169","3380000","3411166","2630414","2692994","2630684","2450000","2580000","2668885","2851234","2570000","3269458"
"M799.256T845.172","126668.68","139394.79","269039.82","201491.63","152884.62","156033.31","360931.60","196266.05","135510.40","225000.00","181282.28"," 31182.43","225683.87","347942.51","118000.00","168000.00"," 58778.51","152116.69","327000.00","178148.32"
"M580.199T843.183"," 58228.269"," 17367.804"," 76673.477","113901.827"," 59385.783"," 53881.629"," 75799.655"," 78694.532"," 71339.486","115000.000"," 79483.752","     0.000","120420.212","111741.733"," 82800.000"," 68500.000","  1948.287"," 98727.260","120000.000"," 80658.083"
"M722.259T892.9","  80564.205","  16354.577","  47966.974","  47735.869","  76941.845","  88707.398","5677281.822","  76578.974","  61402.508"," 135000.000","  70728.645","   9742.704","  58973.208","  60046.689"," 395000.000","  98000.000","  11995.725","  68042.554","  58100.000","  67617.770"
"M842.586T1446.028"," 81028.26"," 77741.70","113266.06"," 88765.07","110770.65"," 87287.90"," 18515.53"," 74143.06"," 77400.54","127000.00"," 94434.96"," 14109.81"," 98634.16","109498.43"," 77300.00"," 75700.00"," 14353.33"," 83094.22"," 87100.00"," 97224.62"
"M437.308T1490.329","248694.4","262241.3","273470.8","221256.0","264568.2","254271.3","315022.7","298061.3","248729.4","287000.0","296761.4","180325.9","276060.3","245905.2","269000.0","306000.0","236156.8","274793.2","257000.0","276490.1"
"M737.493T1439.78"," 91588.58"," 92215.02","102881.03","105591.34"," 98747.90"," 94740.26"," 51412.02"," 82415.92","123896.17"," 93100.00"," 77851.18"," 62715.56","149687.26"," 83630.78","113000.00","103000.00"," 57008.16"," 86077.02","140000.00"," 92131.20"
"M312.323T1418.36","301913.45"," 97285.88","187369.74","170423.73","328549.57","202163.75","157588.86","416868.31","308620.48","300000.00","515273.49","167089.09","135220.18","184322.56","225000.00","202000.00","159568.87","373843.17","130000.00","362659.46"
"M512.387T1540.565","148502.52","126891.89","137952.95","139149.46","143906.77","136299.83"," 48222.29","126136.88","154926.54","144000.00","153438.22","126458.99","135908.72","116348.93","137000.00","155000.00","142189.63","221611.64","141000.00","147972.88"
"M734.268T924.482"," 67928.29"," 28451.24"," 61511.67"," 69570.84"," 55792.10"," 63638.25"," 54869.04","111391.35"," 98689.82","128000.00"," 85946.52","  5758.30"," 58747.02"," 55775.46"," 65600.00"," 83400.00","  4055.15","150780.17"," 76100.00","123392.42"
"M862.521T1333.909","124605.799","146668.818","158494.722","225884.978","132369.506","181735.212"," 53763.709","120882.277","176601.923","187000.000"," 89624.029","  5008.978","233947.921","143769.992","121000.000","108000.000","  7156.990","135960.226","157000.000","164813.230"
"M1114.43T957.42"," 44682.416"," 14744.167"," 47092.465"," 32416.205"," 40865.873"," 40416.108"," 14868.388"," 52264.099"," 43127.616","104000.000"," 41743.484","  4505.257"," 51903.037"," 45203.328"," 46900.000"," 43600.000","  5251.056"," 50314.425"," 55900.000"," 55940.236"
