sample,condition,sodium_formate,M557.468T1423.166,M679.436T1338.726,M681.469T1389.183,M574.467T1456.399,M633.478T1401.37,M646.455T1423.013,M590.465T1389.456,M668.492T1305.416,M648.466T1423.012,M649.479T1423.325,M679.553T1406.451,M613.48T1389.147,M668.506T1440.08,M668.509T1456.373,M660.517T1313.696,M979.612T1358.969,M770.485T1321.424,M650.482T1423.013,M438.207T1136.982,M787.311T955.77,M438.219T1156.388,M603.415T1456.538,M698.269T891.807,M639.424T1423.012,M677.441T1317.16,M787.312T881.272,M624.432T1423.013,M838.564T1490.054,M1038.388T940.951,M623.428T1439.576,M789.329T927.31,M564.206T918.312,M798.336T1042.058,M512.178T893.689,M875.33T866.333,M904.347T942.609,M1070.408T957.42,M895.336T836.496,M833.319T926.75,M904.333T924.482,M623.428T1423.013,M1070.417T942.609,M1005.378T843.183,M827.318T827.274,M979.319T755.275,M789.34T911.399,M833.315T843.183,M921.335T902.791,M914.341T957.42,M862.322T959.199,M623.429T1456.316,M894.333T843.183,M955.384T902.791,M984.394T881.272,M798.333T1001.921,M624.436T1440.08,M567.431T1440.116,M947.38T990.311,M988.382T919.58,M875.328T942.609,M883.336T936.403,M827.326T866.333,M871.347T798.136,M1095.412T857.905,M621.422T1335.803,M513.176T893.689,M986.389T942.609,M875.326T913.799,M849.314T843.183,M984.382T940.951,M974.38T936.403,M621.422T1439.586,M819.303T925.437,M956.379T959.199,M692.521T1354.385,M905.364T942.609,M640.427T1423.35,M498.187T898.1,M893.333T828.514,M661.445T1228.528,M850.318T843.183,M947.375T872.624,M1002.908T1006.792,M594.498T1557.26,M949.356T902.335,M895.359T935.639,M972.391T940.951,M515.185T908.801,M507.173T926.047,M849.321T917.809,M1076.413T957.42,M806.333T896.321,M984.375T812.644,M472.321T1423.013,M849.325T990.311,M844.318T843.183,M981.368T857.905,M822.841T1023.188,M960.389T959.199,M1017.391T843.183,M955.379T843.183,M519.225T1025.439,M898.349T936.403,M871.337T832.505,M970.4T881.272,M449.365T1540.699,M861.315T941.124,M903.354T957.42,M825.34T905.493,M855.342T925.437,M806.333T841.952,M566.199T909.479,M850.319T858.821,M975.373T872.624,M1001.365T875.234,M481.203T929.492,M1017.397T924.482,M806.336T927.31,M985.395T851.401,M621.419T1456.849,M367.15T410.425,M861.313T812.644,M804.315T943.327,M991.383T954.894,M897.335T957.42,M819.302T866.333,M942.381T940.951,M850.319T935.639,M827.321T940.951,M806.333T872.624,M507.18T901.88,M798.337T946.991,M511.168T833.583,M565.21T891.79,M1023.385T959.199,M511.168T847.893,M833.318T940.951,M1023.387T857.905,M427.172T904.493,M1051.398T857.905,M936.359T886.012,M833.305T975.822,M433.152T909.874,M907.344T940.951,M425.15T917.809,M472.315T1401.37,M809.346T827.274,M1033.405T908.018,M438.146T926.75,M779.29T843.183,M969.398T948.9,M893.342T812.644,M1087.424T940.951,M855.334T832.505,M1121.44T843.183,M869.334T919.017,M852.32T958.31,M910.351T957.42,M1017.38T900.968,M961.369T857.905,M811.341T843.183,M1054.431T975.822,M939.375T959.199,M395.288T1490.071,M894.338T940.951,M937.361T940.951,M473.199T864.231,M809.345T941.458,M1018.384T812.644,M989.369T828.514,M963.375T943.327,M990.367T843.183,M705.258T877.183,M899.333T857.905,M1000.38T828.514,M809.342T975.822,M848.316T959.199,M809.345T958.024,M715.234T828.282,M805.331T872.624,M433.151T843.183,M836.312T942.609,M402.157T908.195,M835.333T951.54,M919.314T784.45,M733.253T876.34,M634.244T942.609,M898.344T887.472,M700.272T813.875,M837.55T1439.862,M1013.365T908.018,M566.215T813.875,M505.179T828.514,M846.32T843.183,M808.349T959.178,M701.265T828.514,M822.329T941.141,M832.307T992.353,M1002.386T959.199,M689.269T924.637,M907.342T857.905,M447.159T891.807,M704.261T784.45,M795.538T1365.583,M885.332T901.88,M885.34T952.01,M835.332T872.624,M822.328T902.328,M857.33T957.42,M785.299T924.482,M662.261T828.514,M1001.706T1624.867,M852.321T857.905,M734.269T909.479,M795.538T1390.404,M990.389T957.42,M734.266T813.875,M757.24T725.919,M423.148T959.199,M935.358T959.199,M423.145T941.689,M847.317T919.58,M744.276T1008.897,M471.218T918.479,M753.276T940.951,M353.341T1488.518,M758.249T769.852,M840.568T1356.47,M673.587T1576.856,M436.428T1590.788,M327.177T1330.308,M340.355T1382.768
C9.1,First-tp_Control,4070413.164,199019.015,219264.282,163313.902,164944.38,520225.574,56562.534,44794.744,50378.149,141113.984,558918.536,84188.391,243917.035,64363.224,57891.889,35402.739,56782.587,127158.32,340266.988,175964.902,49559.488,175885.8,126277.077,35775.745,103357.734,479262.507,50757.047,105936.67,79805.694,32395.101,181501.278,169721.448,66970.224,46395.406,75885.908,42407.511,48711.407,2888.235,52977.116,44826.032,46115.047,181501.278,7911.871,26173.405,48292.267,104771.55,143407.613,47024.023,67819.851,50778.324,33734.378,170124.691,43205.464,48379.31,33304.449,80963.364,88560.404,72454.516,56949.21,35740.011,70285.553,78286.19,60773.546,88846.759,20536.009,130033.13,81960.473,49892.103,49134.031,23538.787,38206.462,45558.858,155013.362,59166.423,57286.344,42748.483,57245.354,55782.77,83575.266,58787.671,164252.564,29477.714,46606.99,24984.891,79924.175,64186.315,68542.656,28690.222,69261.534,66554.018,38762.528,25606.885,64438.811,17050.106,76602.495,49313.146,22559.743,71271.69,24328.258,24190.861,32520.962,40821.972,84735.799,49176.296,126096.963,73078.608,170899.177,39054.742,60831.158,66157.103,84660.685,47394.588,69371.099,26269.407,50905.745,65744.451,91377.98,41492.496,61735.129,28814.252,150951.909,38772.538,32144.427,38864.088,98687.065,63217.081,47291.445,69941.238,39620.787,66048.253,57623.297,59258.951,76534.166,79394.921,144494.457,31513.288,79365.993,51864.274,29256.464,135731.607,40462.509,56207.738,51855.414,126379.07,72316.43,106077.203,85828.047,159950.094,38010.653,48580.554,23966.406,114812.219,74670.789,53957.482,70300.208,32177.856,78638.764,45295.728,68968.143,47512.16,100265.788,63354.903,48766.667,69332.368,133958.266,53123.141,88455.721,154053.585,181761.884,43453.089,47974.999,56878.538,53453.198,66745.462,61464.863,24833.064,197068.741,40153.383,181243.212,92164.421,75174.742,105691.73,39505.967,45265.737,73405.309,72911.639,108098.225,77739.875,57913.648,18645.326,118438.144,66472.7,48489.244,56842.97,51608.051,509977.778,69872.83,68001.197,39130.938,31846.919,74167.34,57133.193,112870.951,64980.41,92782.193,51053.198,51060.985,48214.128,59792.127,72167.421,63915.777,36987.279,5178.137,42960.796,78708.654,75940.948,41000.1,42844.859,638054.266,585823.536,52090.769,585823.536,56413.123,66865.304,83903.025,39059.613,3053117.814,701650.339,9683.596,50267.989,9071.892,275634.287,167504.172
C9.2,First-tp_Control,3874278.07,562584.292,183868.945,154095.195,54043.66,558801.295,42722.065,69445.683,31672.489,108480.254,657015.384,79977.966,217472.783,43085.66,54663.821,39016.802,43956.903,155280.527,310296.551,101319.32,37191.608,104051.708,142801.156,14659.848,74651.279,122201.252,49068.102,81167.779,46453.71,22354.609,158378.375,42827.013,32203.465,15434.08,47510.614,13615.296,39325.077,5202.69,31105.162,15483.72,32285.439,163726.313,8619.537,8396.732,16810.978,96752.011,26700.178,12680.759,36328.311,22110.325,16210.771,164891.758,19711.186,13932.878,16289.539,22833.901,71877.313,92681.041,31651.075,8287.715,30191.122,49645.666,19220.313,8792.532,14505.455,98560.923,49400.918,20680.912,17444.72,20631.655,14148.995,24873.65,122460.96,29388.377,34475.399,53578.499,46208.097,55228.72,33060.142,21391.387,108543.193,18881.995,38191.717,11231.146,74438.436,35353.426,55075.002,15284.3,50596.15,27895.739,31050.414,17769.507,34576.906,6024.605,66957.127,40054.699,20254.86,44041.358,14014.084,12028.303,15904.624,13942.196,35008.351,27635.274,14813.771,14729.554,167113.682,14880.264,32672.974,34823.109,21118.048,26416.412,25787.592,14983.165,17582.576,66525.856,54674.938,22545.171,30071.298,15271.909,118534.098,25359.555,14599.691,19828.327,13923.361,27127.692,21713.769,21075.867,19067.712,15473.559,31170.767,25839.211,24299.58,52354.329,43628.811,20489.582,50550.661,18858.047,14832.057,61306.793,14609.676,30943.185,18858.62,75673.976,40481.844,69305.792,73045.155,26992.443,7427.333,39659.308,24848.114,24891.716,23660.291,27040.735,15272.386,26057.554,37092.165,38071.627,49997.232,28730.633,81876.435,30683.714,23667.387,49106.205,162321.324,20014.185,79424.636,60380.776,32120.025,30885.069,17773.821,27379.918,24952.697,35271.76,46895.583,10823.474,37018.094,22871.416,26770.607,66495.396,22701.046,53289.612,27099.66,44693.565,45388.734,67875.197,65214.628,42534.1,40873.141,10004.769,90362.179,42094.273,20399.092,27962.575,5581.51,27832.682,44567.487,29570.567,14047.942,19623.012,37920.855,30115.854,68741.192,28961.654,123201.28,30976.35,33056.251,31887.263,23364.82,48432.017,32626.945,26295.576,4774.32,40980.834,46117.146,111967.668,15615.846,29542.059,72413.037,110248.919,25083.816,110248.919,32323.543,49993.073,48407.253,19697.776,3210585.822,54493.914,29763.357,91748.712,15430.534,255010.251,142600.028
C9.3,First-tp_Control,3824225.78,250667.015,226053.862,163965.731,103990.515,619174.143,59941.964,24697.212,39804.034,135566.385,612830.247,104648.212,336511.51,65400.968,75739.535,37325.468,49487.067,192317.84,283073.114,89065.596,64962.554,84860.705,132081.7,57820.305,118605.11,125277.303,75889.135,123957.11,45185.352,32608.927,172806.885,117100.217,115683.706,51414.571,81665.474,48236.52,69444.061,26899.334,46771.891,69443.895,59123.41,172806.885,26912.825,34524.619,42954.409,157191.77,78898.648,58639.239,68998.317,47823.906,48318.89,176015.508,52691.714,49958.336,33287.825,61239.79,100404.484,81720.135,73597.432,41223.608,75121.051,76517.25,62011.531,64986.988,28230.801,127869.267,89271.081,52213.705,59587.357,37240.442,42192.282,61378.959,153665.404,77362.221,71841.195,64786.07,76954.711,62293.004,79658.184,58003.889,161175.183,40000.635,58971.621,32348.702,81588.108,74378.197,107778.369,47926.041,108778.171,91958.867,53806.389,30716.779,92952.572,13388.435,69273.184,52374.887,35281.683,83610.694,31090.513,55885.685,42071.95,43255.367,90161.956,66602.206,101521.587,66309.756,179589.607,54478.788,62924.872,115823.755,113285.88,64984.42,42734.259,30960.413,54178.057,96702.174,128703.932,58233.786,88544.449,46558.055,151550.67,51253.749,52729.01,59727.128,43112.471,81049.422,60067.035,58900.265,50375.074,70689.542,72883.992,77859.659,61470.895,101731.347,88902.495,44193.022,101742.891,101732.75,35708.196,174104.117,33504.812,72522.105,99577.767,159648.938,75998.902,152931.335,74463.15,142028.421,39783.666,68215.689,36014.2,98261.24,51157.764,45251.835,81661.944,49409.338,88946.689,50124.2,83157.978,54229.618,143911.338,46113.216,43924.915,99294.464,173932.69,65084.113,129536.048,133217.678,180576.685,50174.204,39962.259,59548.894,55252.143,66587.771,72254.516,26545.115,192837.195,51271.746,180398.914,135465.949,125714.888,116330.02,41880.802,96031.118,92103.544,114947.856,137639.752,68707.25,82207.321,21535.272,134742.648,69852.974,39599.115,47402.275,46974.117,421351.717,73850.052,129801.346,53172.106,43748.355,104855.084,65282.915,156661.517,74686.878,122229.692,76302.332,70578.221,72212.857,123325.923,92195.827,66986.356,43945.564,9606.259,45591.781,79872.731,117504.801,59460.109,56006.682,156545.855,482345.288,69567.242,482345.288,78475.613,75907.934,75827.232,48451.659,2669321.963,92954.943,14645.727,226949.749,23795.082,235824.804,165636.134
C9.4,First-tp_Control,4055654.438,331934.427,282101.502,322227.404,113555.375,871213.807,71025.505,56569.268,75265.506,270855.515,1018434.894,99153.181,273629.764,101574.833,91830.582,44467.974,54671.398,207089.435,445581.608,129360.947,68578.087,129648.78,159937.651,47319.033,124081.666,167230.262,63272.731,137884.388,35952.991,25633.885,211950.498,136823.74,73765.98,49638.723,68795.493,33574.186,64117.543,35242.43,43599.878,60796.274,44937.116,211950.498,37528.086,43027.7,42371.884,169349.215,77717.751,42190.953,71530.253,52434.449,54943.523,205020.112,48594.435,58112.247,45156.844,69648.096,118863.399,88640.768,80500.025,33077.616,78623.293,99120.656,56137.476,38579.955,29979.246,142439.53,131265.42,52165.594,57400.052,38187.414,54863.268,59669.739,195548.164,88627.343,63536.1,63642.966,74902.359,75671.887,87280.778,55064.295,216827.573,44850.539,70049.697,15810.393,105513.461,70351.191,95315.506,48485.08,107854.307,81341.296,48536.56,36738.713,95830.864,22815.432,87547.502,56308.096,30757.624,79564.318,24619.511,62259.455,32117.684,44975.831,114036.361,63443.432,65424.873,80594.01,200083.057,69377.504,65769.649,77991.704,104146.688,53968.86,65488.234,33027.527,65151.231,91661.83,138320.352,45886.49,84157.009,31207.462,192794.627,33932.313,46042.952,56912.955,51556.363,70111.758,72920.195,44907.798,67270.997,59822.863,72393.22,65990.869,79866.33,109524.267,80588.786,38419.656,106500.123,68293.847,32029.302,176209.193,23025.909,63665.107,65761.438,115945.828,77859.012,125186.173,91548.878,49818.963,27963.013,59176.328,36991.06,104008.948,55078.839,50167.862,79266.262,39815.091,95110.271,73281.979,81839.13,47263.286,137294.554,38440.171,47834.581,97069.51,165616.428,61492.526,130923.856,136260.448,115359.782,48654.174,41756.265,71571.054,52246.366,64854.299,65666.908,11794.398,126743.903,60735.644,116071.896,110538.949,106272.374,88399.75,53582.611,72907.335,78433.54,127689.186,111224.898,85350.905,82414.532,29004.363,58130.404,82182.547,56902.212,43385.44,31630.645,253999.94,63543.603,101238.547,54830.904,44622.777,110989.379,55110.652,108755.034,66297.031,142256.641,79871.725,79669.752,64980.311,93100.487,87779.018,60853.471,51357.978,11466.684,65520.075,85681.66,131022.267,54800.64,47121.331,164417.947,229244.355,46612.411,227040.708,88041.931,76700.009,113601.741,62351.3,2668951.886,113626.642,16942.198,74423.533,17707.122,252773.729,164798.871
X9.1,First-tp_Xanthomonas,3999488.086,458836.872,362081.721,444405.459,172111.591,1154979.405,95911.753,97064.155,92095.78,373044.157,1583935.491,180610.521,236416.373,120013.855,114811.792,72545.683,76700.293,248619.128,676185.478,116053.958,89889.114,118176.115,164979.227,63288.686,211352.103,157912.889,92980.006,146064.328,44318.593,52268.931,352393.177,196139.412,132321.123,73159.759,86825.141,60493.409,83856.695,54569.013,69927.583,74942.561,73217.287,348035.493,65454.938,47423.797,51652.179,200628.845,93403.936,71889.443,88915.67,49666.48,62096.767,347047.138,58461.602,75179.561,55500.489,91948.268,141251.635,125583.863,114345.989,60166.643,99394.549,114559.796,80854.793,56364.635,50923.752,175871.376,161740.489,78668.977,80356.381,33045.39,63430.486,84319.252,249470.125,115399.627,85011.746,60867.041,88736.313,93965.882,120206.906,69799.338,220042.954,72632.644,99811.458,25779.956,171786.344,126814.71,119063.197,61877.896,155965.53,101954.241,55802.012,57838.485,134728.025,28825.11,94700.237,72518.93,55676.593,128107.573,33387.7,78922.418,56996.688,63890.617,188291.212,90458.256,85991.642,90865.188,284537.423,76739.103,98660.361,110094.569,134044.688,93907.557,78517.545,60010.858,87932.978,139322.286,194255.254,69163.519,122273.305,46267.76,254361.054,39004.702,53988.222,85320.86,88286.562,97419.095,90032.936,86492.384,85079.168,96983.7,114716.487,91745.707,83161.748,114069.386,109132.621,59449.355,108511.533,81474.732,41824.167,178260.518,48363.856,74351.552,81465.909,135288.762,110082.772,163939.308,107966.068,73468.858,66885.697,67805.519,50656.46,169084.994,62982.27,71628.065,103049.19,74929.492,126217.357,69780.687,112511.314,76667.468,189461.903,53280.718,65770.088,134362.506,163947.507,63186.875,178530.939,204579.858,159717.852,59271.436,50904.152,119763.438,71561.701,89047.151,88748.821,28695.133,170167.456,72122.754,159013.731,137569.85,141671.513,120215.979,59964.514,86180.912,110049.505,137219.536,157616.208,93160.205,112518.922,27508.934,132789.94,107900.648,62322.739,58463.268,69258.603,349328.349,78706.334,136306.731,68119.882,58356.585,127148.85,101127.457,115617.607,91339.256,119982.911,87137.488,86856.166,88847.195,126874.488,104977.937,69060.798,59134.524,15257.928,59604.797,89989.08,109474.322,46408.422,63802.349,167744.067,231675.718,80817.354,226623.251,86764.285,97736.492,137599.536,72363.894,2692993.942,115333.804,12384.894,104637.933,19005.508,263921.507,154532.434
X9.2,First-tp_Xanthomonas,3978044.09,354372.383,258822.43,235561.093,106702.193,797119.513,88298.417,72607.691,61430.215,212807.652,745686.201,134834.133,174938.331,74434.082,78398.883,48152.751,76812.971,219889.558,327293.039,90781.534,87636.39,86522.67,148060.277,66105.469,147383.148,132682.14,87486.144,125847.301,47853.979,34374.844,209357.264,173402.681,136354.506,95363.679,103594.637,93222.831,86976.458,42610.76,65091.444,70030.929,63151.12,209208.415,53377.702,63700.581,56936.207,172817.718,94381.178,56172.18,86924.063,57262.516,59653.203,209935.332,65518.244,78254.365,70110.207,126108.519,93263.967,92819.22,93564.299,48780.126,126670.323,114916.265,87316.497,87542.39,34241.899,155530.397,144685.665,75618.198,104902.697,66993.503,78566.018,72767.361,211239.429,116693.143,89475.466,84480.424,79186.179,70863.765,131490.389,96348.509,173753.943,62558.517,78715.839,25279.992,104996.294,105103.803,113588.411,64522.287,123599.346,114378.459,95710.346,59492.175,143101.264,31040.048,89641.213,81611.119,43879.642,101649.863,51683.54,71525.815,51188.51,63412.738,128579.058,82664.54,123577.553,108544.767,194088.143,86485.109,91482.197,162891.77,158336.71,105726.375,72625.935,54049.955,79169.943,114750.965,156919.591,65513.921,138399.806,49193.145,207862.684,72739.177,65368.439,76662.26,74392.997,102254.317,90145.653,77089.444,77007.808,93395.988,123618.471,94207.492,110184.918,125699.131,115630.528,61811.823,118809.425,82040.356,49536.122,306568.752,41301.324,75168.521,82043.76,155026.453,92916.06,184792.16,94844.562,116079.798,63934.804,106657.763,47352.009,169389.732,87309.894,58312.941,124453.641,56043.403,131933.925,90914.766,117078.864,68358.278,163003.406,63102.349,64562.003,111851.366,150769.584,81665.947,151133.47,154235.845,196925.68,55763.353,45978.848,89851.267,56713.429,87076.505,83799.155,32502.107,204959.391,83583.446,183074.124,121543.6,205977.332,133951.411,56454.105,137155.93,154066.794,123597.633,135360.829,88246.727,86803.114,38148.367,129592.35,79371.339,63982.931,77548.483,73643.228,402866.068,84901.855,185358.086,52317.454,41775.198,130380.205,74236.567,155491.944,93831.017,122352.684,104561.243,105261.212,130036.451,189878.638,124957.546,96250.348,61595.274,24030.288,73259.684,82399.564,115080.705,52457.413,58389.16,149035.769,355537.299,69377.397,361549.112,134973.487,83202.838,121446.862,67852.803,2630683.872,97058.061,14230.917,91995.205,19909.157,227459.615,169139.703
X9.3,First-tp_Xanthomonas,3825767.55,2.60E+05,2.12E+05,2.23E+05,1.38E+05,8.04E+05,7.22E+04,5.89E+04,4.53E+04,2.25E+05,9.35E+05,9.91E+04,2.75E+05,5.22E+04,5.39E+04,5.66E+04,8.26E+04,1.85E+05,3.87E+05,1.03E+05,9.49E+04,1.04E+05,1.55E+05,7.06E+04,1.17E+05,1.95E+05,1.19E+05,1.05E+05,4.42E+04,7.02E+04,2.34E+05,3.80E+05,1.50E+05,1.19E+05,1.24E+05,1.04E+05,8.88E+04,6.84E+04,1.07E+05,9.59E+04,8.01E+04,2.31E+05,7.46E+04,7.61E+04,9.95E+04,1.90E+05,3.12E+05,9.58E+04,1.01E+05,6.34E+04,6.98E+04,2.22E+05,1.49E+05,1.03E+05,9.49E+04,1.42E+05,9.22E+04,1.66E+05,9.29E+04,6.76E+04,1.31E+05,1.07E+05,1.21E+05,1.79E+05,6.51E+04,1.78E+05,1.68E+05,9.53E+04,9.98E+04,6.65E+04,9.13E+04,7.75E+04,2.22E+05,1.22E+05,8.75E+04,7.40E+04,8.89E+04,8.31E+04,1.07E+05,2.19E+05,2.56E+05,7.09E+04,9.33E+04,3.19E+04,1.22E+05,1.09E+05,1.23E+05,8.65E+04,1.53E+05,1.48E+05,9.97E+04,7.70E+04,1.57E+05,5.36E+04,8.30E+04,7.24E+04,6.34E+04,1.17E+05,2.85E+04,9.06E+04,6.88E+04,9.44E+04,1.19E+05,7.93E+04,2.00E+05,2.31E+05,2.19E+05,7.77E+04,9.82E+04,1.42E+05,1.89E+05,1.38E+05,7.46E+04,6.61E+04,8.52E+04,1.18E+05,1.75E+05,7.35E+04,1.62E+05,7.48E+04,2.16E+05,6.14E+04,8.61E+04,8.96E+04,1.73E+05,1.02E+05,1.12E+05,1.19E+05,7.52E+04,1.25E+05,1.44E+05,1.31E+05,1.29E+05,1.86E+05,1.63E+05,8.34E+04,1.78E+05,1.03E+05,7.56E+04,2.53E+05,6.02E+04,1.00E+05,1.03E+05,1.46E+05,1.10E+05,1.42E+05,9.71E+04,2.79E+05,5.75E+04,1.03E+05,5.41E+04,3.70E+05,2.20E+05,8.65E+04,1.62E+05,9.71E+04,1.09E+05,8.74E+04,1.10E+05,7.52E+04,1.79E+05,9.79E+04,9.62E+04,1.14E+05,1.41E+05,1.06E+05,1.28E+05,2.11E+05,3.50E+05,6.99E+04,7.48E+04,8.87E+04,8.87E+04,1.04E+05,9.85E+04,5.99E+04,3.59E+05,6.52E+04,3.36E+05,1.17E+05,2.28E+05,1.47E+05,7.87E+04,1.11E+05,1.29E+05,1.31E+05,1.44E+05,7.63E+04,9.72E+04,5.36E+04,5.86E+04,9.36E+04,7.79E+04,1.12E+05,9.79E+04,9.25E+05,1.08E+05,1.57E+05,7.22E+04,5.89E+04,1.68E+05,9.13E+04,2.35E+05,1.27E+05,1.19E+05,1.13E+05,1.16E+05,1.16E+05,1.64E+05,1.14E+05,1.00E+05,7.42E+04,5.49E+04,8.16E+04,9.61E+04,1.08E+05,7.20E+04,7.18E+04,2.74E+05,7.64E+05,7.92E+04,7.64E+05,1.12E+05,9.15E+04,8.60E+04,1.32E+05,2.45E+06,1.76E+05,2.08E+04,7.71E+04,1.27E+04,2.07E+05,1.66E+05
X9.4,First-tp_Xanthomonas,4040030.701,4.55E+05,3.29E+05,4.23E+05,2.49E+05,1.37E+06,1.39E+05,1.08E+05,7.61E+04,4.40E+05,1.67E+06,1.56E+05,2.46E+05,9.87E+04,9.68E+04,8.83E+04,5.43E+04,2.00E+05,7.14E+05,1.02E+05,9.49E+04,1.02E+05,1.68E+05,7.10E+04,2.73E+05,2.59E+05,9.68E+04,2.11E+05,8.55E+04,5.01E+04,3.89E+05,3.60E+05,1.18E+05,1.43E+05,1.35E+05,9.09E+04,9.91E+04,4.43E+04,8.91E+04,9.28E+04,8.26E+04,3.96E+05,4.43E+04,6.75E+04,6.34E+04,1.81E+05,2.77E+05,8.95E+04,8.76E+04,7.04E+04,6.14E+04,3.76E+05,1.23E+05,9.09E+04,8.40E+04,1.57E+05,1.71E+05,1.47E+05,9.86E+04,7.04E+04,1.25E+05,1.14E+05,9.22E+04,1.72E+05,6.60E+04,2.39E+05,1.41E+05,8.81E+04,9.59E+04,6.43E+04,9.60E+04,7.56E+04,2.78E+05,1.13E+05,8.96E+04,6.38E+04,1.00E+05,9.37E+04,1.09E+05,1.78E+05,3.00E+05,6.81E+04,8.16E+04,3.41E+04,1.55E+05,9.40E+04,1.31E+05,6.76E+04,1.39E+05,1.40E+05,9.41E+04,8.90E+04,1.66E+05,4.36E+04,1.19E+05,8.81E+04,5.36E+04,1.05E+05,3.77E+04,8.59E+04,5.40E+04,7.61E+04,1.29E+05,8.54E+04,2.26E+05,1.87E+05,2.39E+05,9.30E+04,8.97E+04,1.32E+05,1.81E+05,1.17E+05,9.32E+04,5.01E+04,7.28E+04,1.18E+05,1.54E+05,6.72E+04,1.63E+05,7.36E+04,2.71E+05,7.38E+04,7.26E+04,8.00E+04,1.76E+05,9.54E+04,9.46E+04,1.17E+05,7.00E+04,1.08E+05,1.44E+05,1.16E+05,1.36E+05,1.74E+05,1.81E+05,9.53E+04,1.71E+05,9.87E+04,8.22E+04,2.75E+05,5.93E+04,8.99E+04,9.87E+04,1.69E+05,8.80E+04,1.61E+05,1.35E+05,2.96E+05,5.71E+04,1.18E+05,5.44E+04,3.09E+05,1.72E+05,7.02E+04,1.43E+05,6.16E+04,1.06E+05,8.87E+04,1.23E+05,8.00E+04,1.69E+05,8.99E+04,7.91E+04,1.22E+05,1.44E+05,1.35E+05,1.41E+05,1.90E+05,3.62E+05,6.60E+04,5.69E+04,1.19E+05,8.73E+04,1.02E+05,8.98E+04,4.71E+04,3.82E+05,8.73E+04,3.61E+05,1.27E+05,2.02E+05,1.40E+05,7.70E+04,1.34E+05,1.39E+05,1.30E+05,1.33E+05,8.84E+04,9.80E+04,4.73E+04,1.50E+05,9.09E+04,6.24E+04,8.03E+04,7.48E+04,8.90E+05,1.14E+05,2.02E+05,9.06E+04,5.30E+04,1.69E+05,7.12E+04,2.38E+05,1.19E+05,1.22E+05,1.00E+05,8.84E+04,8.79E+04,2.01E+05,1.16E+05,9.64E+04,6.09E+04,1.22E+04,7.14E+04,1.05E+05,1.06E+05,9.13E+04,7.58E+04,2.50E+05,7.43E+05,8.68E+04,7.43E+05,1.05E+05,8.66E+04,1.02E+05,1.12E+05,2.58E+06,1.65E+05,1.30E+04,3.66E+04,6.00E+03,2.37E+05,1.60E+05
D9.1,First-tp_Drought,3969364.476,204020.494,281515.631,368577.224,134725.954,683082.969,93411.882,70251.465,62071.646,237352.647,774629.618,166299.352,267954.755,82274.174,72894.852,61029.866,72761.12,162334.286,438644.683,114617.444,70458.576,114223.31,155251.736,75493.006,150221.55,295866.941,77801.313,89922.287,38430.67,51149.961,223447.089,350135.651,100744.833,81866.761,97774.938,70081.785,78774.004,45621.617,65298.72,78164.965,65276.875,216847.236,49395.112,56990.572,69253.423,154612.184,277957.81,69285.323,82528.481,59100.852,56121.984,213985.443,74454.022,77640.06,55619.567,116059.359,73547.54,137697.163,85901.685,68125.293,89453.516,99000.536,85163.21,98519.088,46869.672,170756.956,122266.521,72396.832,77168.138,45961.177,62302.258,67443.365,213889.87,113077.295,73326.848,38192.094,81586.833,67554.737,100121.555,107491.083,222725.44,58255.772,72628.318,38949.245,100047.065,75977.655,109291.539,75587.996,89766.518,118562.02,68565.246,51381.446,122478.36,30894.723,82185.078,64748.561,49960.829,85949.979,27040.776,69911.512,51494.071,72378.145,127222.142,72132.535,130900.085,154169.668,173449.919,81824.754,78947.971,97560.229,136405.515,95019.973,101794.956,49583.863,70244.15,105999.246,128552.718,57512.605,121247.144,71096.134,210282.443,84863.949,69961.398,78084.156,158081.303,81093.038,90120.255,133808.071,76298.47,87743.516,117083.011,103330.983,97359.156,158190.983,159315.056,60981.709,152357.123,96570.313,46931.086,162896.872,34471.508,76626.918,94209.551,128153.489,81700.764,134954.092,93008.931,266722.514,25200.954,66820.591,51082.049,232107.414,102119.541,75499.174,101087.483,56558.684,90406.503,69645.419,91494.339,65900.435,135125.177,74689.113,79364.487,104083.892,137534.379,82245.462,119731.443,189857.577,321401.526,54773.948,49155.758,96420.458,72059.854,82890.439,77978.282,31464.75,332622.374,48523.362,313585.394,150489.135,144179.449,108522.041,70615.521,68702.125,117363.505,121676.67,126469.069,81010.613,85121.859,30627.193,68195.725,68026.058,72599.632,77634.998,78078.231,927700.208,121325.123,141212.92,51025.847,38529.391,122045.537,69959.779,174150.196,83459.853,70223.066,77142.508,79709.208,105545.716,131779.032,82407.097,70744.623,63186.798,11935.384,54873.461,84941.773,59275.601,78315.736,62653.854,338671.87,734984.165,63567.872,734984.165,76350.636,88114.096,110876.875,120000.598,2701803.875,291630.446,43085.897,120979.125,4090.606,228115.322,198581.961
