"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M439.146T909.479","-0.21344112","-1.16425871"," 0.35207060","-0.21582948","-0.32133932","-0.36133900","-0.02489864"," 0.88641867"," 0.17647108"," 0.27486944"," 0.37262748","-0.08717750"," 0.23463516","-0.04675752"," 0.13794886"
"M793.328T942.609","-0.21965263","-1.44189776"," 0.04293513","-0.40524749"," 0.03732230","-0.17540526","-0.52422932"," 0.44247414"," 0.31099921"," 0.81764191"," 0.42220570","-0.09588775"," 0.26711875"," 0.34323688"," 0.17838620"
"M809.525T1357.137","-0.29642539","-0.10248433"," 0.69776717"," 0.78202297","-0.10372277","-0.13445778","-0.26066440"," 0.65650097","-0.12627633","-0.17743621","-0.62790671"," 0.33751966","-0.04621394","-0.17167601","-0.42654692"
"M758.249T769.852"," 0.8509389","-0.9572976","-0.5625755","-0.4600780"," 0.2355738","-0.1310673","-0.4307862"," 0.3838725"," 0.5591240"," 0.9685065"," 0.8332677","-0.4392547","-0.5598622","-0.1022358","-0.1881260"
"M326.288T1489.992"," 0.16251460","-0.24580177"," 0.29947910"," 0.01861489"," 0.03614692","-0.02511768","-1.06175317","-0.06459266"," 0.29880603"," 0.16126441"," 0.23115396","-0.02566346"," 0.21514456"," 0.01292871","-0.01312444"
"M569.411T1423.013"," 0.27955388","-0.25940697","-0.22311548","-0.12511220"," 0.58801339","-0.10455021","-0.75093899","-0.08134696"," 0.03313244"," 0.03606702","-0.14630190"," 0.29610790","-0.26019824"," 0.48752553"," 0.23057079"
"M325.161T1474.624","-0.074580674"," 0.540469390","-0.023176853"," 0.078713614","-0.176831658"," 0.184982675"," 0.295364218","-0.158641824","-0.266585521","-0.070249511"," 0.047792005","-0.136536299"," 0.032144114"," 0.009627114","-0.282490792"
"M658.501T1302.601"," 0.24596800","-0.30654100","-0.49234298","-0.29373759"," 0.30142645"," 0.44817297"," 0.60988687","-0.22716525","-0.54738914"," 0.25307297","-0.06191748","-0.16800300","-0.38920351"," 0.20815719"," 0.41961550"
"M854.583T1499.87","-0.35511620"," 0.04388726","-0.09282242","-0.08241610"," 0.66794610","-0.15874074","-1.10862034"," 0.08639277","-0.05230476","-0.04830506","-0.49020040"," 0.06689749"," 0.51523625"," 1.01906932","-0.01090317"
"M347.221T1237.746","-0.15841522"," 0.81020758","-0.28502279","-0.01140850","-0.07754166","-0.16773538","-0.87232230"," 0.04277403","-0.12579354"," 0.46693151"," 0.58686298","-0.74190273"," 0.40241925"," 0.06506162"," 0.06588515"
"M383.187T1473.566"," 0.02414733"," 0.19312070"," 0.75319068","-0.05128430","-0.19543007","-0.15420824","-0.12338328","-0.12234316","-0.15857614","-0.10100860"," 0.01603104","-0.18475569","-0.01598188"," 0.06296829"," 0.05751331"
"M439.316T1439.553","-0.274695576","-0.319907666","-0.229511571"," 0.165654978","-0.175945610"," 0.052125103"," 0.543349578","-0.325025080"," 0.002499227","-0.003408981","-0.418845892"," 0.572025750","-0.090807265"," 0.117372527"," 0.385120479"
"M643.247T769.174","-0.45134008","-0.90079594","-0.07946645"," 0.13290361","-0.12917360","-0.25634202"," 0.93897295"," 0.08379229"," 0.12320923"," 0.36782290","-0.23148025"," 0.12511992","-0.04216719"," 0.23512027"," 0.08382436"
"M513.386T1523.593"," 0.20535113"," 0.58088142"," 0.55227657","-0.32296848"," 0.17639121"," 0.18213368","-0.65667617","-0.50938783"," 0.08358536","-0.28175203","-0.02703555"," 0.04706583","-0.40496322"," 0.16282602"," 0.21227206"
"M439.315T1456.515","-0.141853243","-0.404938794","-0.028668405"," 0.505746979","-0.069394156"," 0.216110723","-0.113101005","-0.332328919"," 0.045823554","-0.099188368","-0.203963892"," 0.086627200"," 0.019755624"," 0.009301071"," 0.510071631"
"M693.444T1356.441","-0.07701534"," 0.83309090"," 0.57111343","-0.22912730"," 0.35810825","-0.25980743"," 0.35082939","-0.10769545"," 0.06236691","-0.13141321","-0.19014185","-0.30919052","-0.14455677","-0.42401492","-0.30254607"
"M683.462T1387.796","-0.251909408","-0.269741662","-0.266763705"," 0.006139436","-0.287530730","-0.268368318","-0.014298953","-0.387516408"," 1.379494054","-0.037292522","-0.218262724"," 0.200090077","-0.356005865"," 0.713163622"," 0.058803107"
"M343.88T1825.664"," 0.6261178463","-0.0050316943","-0.0403486178"," 0.2353966614","-0.1148489186"," 0.0855328533","-0.1871646290","-0.1275186216","-0.0005473913"," 0.0815042959","-0.0558532174","-0.2553050490","-0.1554828925"," 0.0913298608","-0.1777804859"
"M625.445T1372.464"," 0.29754502"," 0.01256549","-0.10396414"," 0.11138178"," 0.24994248"," 0.03690408","-0.39061620","-0.16159789"," 0.28558890"," 0.22562100","-0.71788887"," 0.34990219","-0.19989404","-0.19160460"," 0.19611481"
"M326.286T1473.082"," 0.159076912","-0.294936643"," 0.318477574"," 0.009239946"," 0.007073681","-0.102955336","-0.767028303","-0.080700535"," 0.334849438"," 0.137757211"," 0.184999793","-0.095682447"," 0.250911811","-0.013693521","-0.047389581"
"M655.419T1280.542"," 0.33736701","-0.41501671","-0.60042236","-0.04963964"," 0.12924790","-0.08069969","-0.02266522"," 0.52818508","-0.04206103"," 0.14775164"," 0.54819449","-0.18172678","-0.60765393"," 0.03667958"," 0.27245968"
"M812.504T1608.07"," 0.2345366313"," 0.0732428619"," 0.1264922234","-0.0003873261"," 0.3036422801"," 0.0443909824","-0.8126615268","-0.2524947334","-0.0552194612"," 0.1130381085","-0.7677626765"," 0.2240942294"," 0.0681065182"," 0.6957817700"," 0.0052001188"
"M351.179T1358.969","-0.31056860"," 0.43211336","-0.38041413","-0.27373592","-0.21278802","-0.22135438"," 0.53574199"," 0.37257422"," 0.42703352"," 0.19422647","-0.30068854","-0.15094214","-0.24610043"," 0.07369602"," 0.06120657"
"M330.262T1456.934","-0.47654081"," 0.02855082"," 0.23944995","-0.13030578","-0.30843105"," 0.21720709"," 0.44940787","-0.01494090","-0.12003997"," 0.09013648"," 0.03607459","-0.01058856"," 0.08180857","-0.04095895","-0.04082934"
"M658.499T1325.086"," 0.1657573","-0.3200518","-0.3739658","-0.2843818"," 0.2426111"," 0.3913282"," 0.5713221","-0.2242976","-0.4442473"," 0.1956467","-0.1023212","-0.1518105","-0.2822523"," 0.1943669"," 0.4222961"
"M497.355T1490.329"," 0.161602983","-0.002059904"," 0.040317845","-0.139229742"," 0.255817991","-0.253988478","-0.759885138"," 0.180826759","-0.011519828","-0.180437436","-0.239176961"," 0.135894209"," 0.068266133"," 0.530009878"," 0.213561689"
"M538.537T1456.786"," 0.193150013"," 0.217221035"," 0.120799624","-0.066328548"," 0.081980456"," 0.020815870","-0.796748911","-0.058947295"," 0.030411916"," 0.245897124"," 0.149301879"," 0.001662539"," 0.085449978","-0.134054587","-0.090611093"
"M787.545T1557.515"," 0.08255673"," 0.64002956"," 0.81235507"," 0.72815306"," 0.03070101","-0.30346168","-1.03361978"," 0.61008456"," 0.01662949","-0.41480053","-0.76325722","-0.04126530"," 0.52212901","-0.50183534","-0.38439863"
"M623.282T1454.879","-0.64547054"," 0.29274147"," 0.97644926"," 0.78289048","-0.63207816","-0.08109989","-0.01291981"," 0.04675352"," 0.03030155","-0.89465693"," 0.35317053"," 0.09636413"," 0.88664789","-0.68610911","-0.51298440"
"M1153.43T843.183","-0.411621767","-0.810762895"," 0.143165357","-0.010593854","-0.505487127","-0.008155562"," 0.055140646"," 0.097096710","-0.187349614"," 0.787775693"," 0.051170256"," 0.107576658"," 0.167848446"," 0.345320762"," 0.178876290"
"M409.18T831.535"," 0.3140014","-1.1349733","-0.6638094","-0.3752616"," 0.4495847"," 0.2097546","-0.3478840"," 0.2368724","-0.2070968"," 1.1009898"," 0.3488457","-0.1138750","-0.5696663"," 0.4708786"," 0.2816394"
"M285.298T1492.083","-0.563031311"," 1.033190443"," 0.023299632"," 0.614740325","-0.117482687"," 1.038164880","-1.333792248","-0.461391352","-0.537502179","-0.106145163","-0.352241441"," 0.459177978","-0.009174621"," 0.214252816"," 0.097934927"
"M743.434T1372.484"," 0.31487826","-0.25174051","-0.14564409","-0.09371058"," 0.40377201"," 0.11656648","-0.94579042","-0.10066208"," 0.85374813"," 0.46410365","-0.54916057","-0.03538412","-0.29915828"," 0.21634499"," 0.05183712"
"M778.292T940.951"," 0.26373849","-1.30917159","-0.09560076","-0.10893461","-0.12780879","-0.29484721","-0.54944825"," 0.41627508"," 0.16774593"," 0.58952970"," 0.14365178"," 0.20453526"," 0.18376930"," 0.31883143"," 0.19773423"
"M1071.697T1308.231","-1.05773785","-0.14169363"," 0.28564362","-0.70106503"," 0.14575117","-0.35018554","-0.28835585"," 0.81699396"," 0.02082136"," 0.26350406"," 0.18510886","-0.31477419"," 0.81887003"," 0.70367217","-0.38655314"
"M435.346T1540.43"," 0.0008785512"," 0.0337152353"," 0.2277060605","-0.0548438945"," 0.1547957332","-0.0165456774","-0.8060414040"," 0.1557373262"," 0.0427823401","-0.1437627986","-0.0948094445"," 0.3726032399"," 0.3832242734","-0.3623418772"," 0.1069023363"
"M576.484T1557.453","-0.09206122","-0.34497981"," 0.07391053","-0.02427991"," 0.26033248","-0.24565162","-1.01328962","-0.28158537"," 1.14019756","-0.18987776","-0.65158429"," 0.59552458","-0.14862672"," 0.52026937"," 0.40170182"
"M467.383T1523.593","-0.05478941","-0.24482594","-0.20743761"," 0.14914181"," 0.35831992"," 0.25688799","-0.06892315","-0.11236037"," 0.28662758"," 0.13496096","-1.07217679"," 0.73023968","-0.65017358"," 0.12868867"," 0.36582026"
"M313.162T1474.572"," 0.23882399"," 0.01312746"," 0.06253367","-0.05634494","-0.31288980"," 0.25734180","-0.50435245","-0.14968452","-0.02170470"," 0.24938600","-0.01154261"," 0.07409885","-0.16423861"," 0.13410873"," 0.19133714"
"M284.292T1489.634","-0.75832585"," 0.94699433","-0.10293783"," 0.52452075","-0.22583965"," 0.95714764"," 0.36172235","-0.61802351","-0.72956412","-0.14382684","-0.53197307"," 0.37644351","-0.13540710"," 0.09466283","-0.01559345"
"M284.292T1454.541","-0.74806319"," 0.94455635","-0.10537184"," 0.52191420","-0.22394601"," 0.95234715"," 0.35872645","-0.61956652","-0.74740481","-0.14251322","-0.52691211"," 0.37431215","-0.13666863"," 0.11754580","-0.01895577"
"M1028.908T973.898","-0.1006583","-1.3678527"," 0.2343519"," 0.1061019","-0.6483346","-0.2043532"," 0.1550923"," 0.3731760"," 0.2478843"," 0.7482296","-0.3109638","-0.2970193"," 0.5094030"," 0.1784919"," 0.3764510"
"M600.494T1476.552"," 0.07023437","-0.46255177","-0.35098656","-0.19869293","-0.36511475"," 0.10010183","-0.28967173","-0.49132471"," 1.41191772","-0.06772242"," 0.11377597"," 0.44159897","-0.55011092"," 0.60830235"," 0.03024460"
"M997.379T940.951"," 0.11208531","-1.25968929","-0.09878420","-0.35508743"," 0.01670870","-0.10725877"," 0.19197659"," 0.10837635"," 0.22590692"," 0.75214159"," 0.26014603","-0.04173760"," 0.04914779"," 0.17213190","-0.02606390"
"M440.152T910.27","-0.172642424","-1.147673050"," 0.056234978","-0.289301350","-0.228119318","-0.342937554"," 0.512687262"," 0.489517513"," 0.393146013"," 0.574757664"," 0.010150766","-0.151077309"," 0.306932780","-0.021076497"," 0.009400526"
"M1153.43T924.482","-0.02488955","-0.94681217"," 0.09583855"," 0.29816277","-0.22310772","-0.08309841","-0.67595051"," 0.60478316","-0.13459217"," 0.36965711","-0.34110378"," 0.35695955"," 0.17223065"," 0.47784976"," 0.05407274"
"M325.099T760.387","-0.7103597","-0.1754693"," 0.2770472"," 0.3553044","-0.2535758","-0.2232805"," 0.8880541","-0.3754701","-0.1275908"," 0.1477114","-0.3364645"," 0.3498078"," 0.3992190"," 0.1483548","-0.3632879"
"M383.199T1456.651"," 0.11382471"," 0.32377554"," 0.12919659"," 0.05518882"," 0.04240375","-0.09884150","-0.03682208","-0.08373555","-0.05751588","-0.33942734"," 0.18431511","-0.43794223"," 0.04515033"," 0.04098913"," 0.11944061"
"M441.32T1358.969"," 0.22948420","-0.70813861","-0.23460966","-0.45996978"," 0.07834363","-0.30177476"," 0.54379969"," 0.28362565","-0.22426731"," 0.37902265"," 0.28079892","-0.07597795"," 0.19557130"," 0.01985177","-0.00575972"
"M1028.741T1456.932","-1.54748715"," 0.65402251"," 0.68115894","-0.12479504"," 0.88942995"," 0.03741155","-0.43892949"," 0.63706324","-0.21564806","-0.70511287","-1.52591104","-0.02359342"," 0.91818414"," 1.05497663","-0.29076990"
"M751.515T1356.037","-0.05952539","-0.10298694"," 0.34167824","-0.02420954","-0.24328648","-0.28342843"," 0.04370018"," 0.19457683"," 0.45388931","-0.07298753","-0.16520485"," 0.30880975"," 0.47562200","-0.35095777","-0.51568938"
"M325.876T1824.647","-0.057210747"," 0.110932889"," 0.180831925"," 0.152466846"," 0.245429165","-0.043923905","-0.227162246","-0.029750660"," 0.356958159","-0.084121634","-0.074078422","-0.334524833"," 0.003865699"," 0.084131965","-0.283844201"
"M951.603T1424.253","-0.59920894"," 0.39884536"," 0.58429860"," 0.55980250","-0.11008140"," 0.61249051","-1.40822707","-0.13071263"," 0.07469852"," 0.70724054","-1.13455826"," 0.85664973"," 0.62791499","-0.35467796","-0.68447450"
"M521.219T985.794","-0.36857450","-0.64491945"," 0.35642367"," 0.02833877","-0.06724454","-0.34645761","-0.76103423"," 0.58475787"," 0.05390204"," 0.73407715"," 0.19533989"," 0.12888123"," 0.13071517"," 0.09359246","-0.11779792"
"M477.403T1542.988","-0.24758301","-0.22780723"," 0.29395949"," 0.12190600"," 0.14824280"," 0.02623240","-1.42293790"," 0.04422706"," 0.29996581","-0.03012671","-0.07990752"," 0.21287031"," 0.45213326"," 0.26275902"," 0.14606622"
"M1115.431T857.905"," 0.30354232","-0.88870356","-0.33063276","-0.46479584"," 0.06664139","-0.28434281","-0.23850743"," 0.30702211"," 0.06227964"," 0.80852426"," 0.62679628","-0.08042975","-0.13067388"," 0.10578566"," 0.13749436"
"M521.267T1106.551","-0.22993257"," 1.15289835","-0.11291334"," 0.84291761","-0.02868724"," 0.49570634","-0.25817878","-0.39886002","-0.43743981","-0.10167715","-0.64933124","-0.13462453"," 0.20169004"," 0.20960175","-0.55116943"
"M718.53T1372.761","-0.28391046"," 0.34069836"," 0.50809593","-0.08119637","-0.02508758","-0.29657106","-0.47825658"," 0.10334083"," 0.08095101","-0.27508409","-0.09996741","-0.21237138"," 0.95260519","-0.15158707","-0.08165931"
"M421.257T1059.952"," 0.185466594","-0.243024847"," 0.293893510","-0.118660065"," 0.065298309","-0.156491460","-0.217781217"," 0.302103976","-0.431706778"," 0.420270543","-0.028379829","-0.632224909"," 0.786350864","-0.217835597","-0.007279094"
"M730.537T1371.065"," 0.314684718"," 0.135263751"," 0.445501607","-0.097633011"," 0.215972079","-0.191786515","-0.207851770","-0.091922890"," 0.106949985","-0.220242205","-0.383061599","-0.004062794"," 0.253811197","-0.202004073","-0.073618480"
"M419.316T1593.794","-0.170520577"," 0.194427874"," 0.389463225"," 0.007211732","-0.049044123","-0.045461279","-0.610355570"," 0.198968445"," 0.037255831"," 0.065752900"," 0.287585010","-0.257168500"," 0.051513073","-0.033784601","-0.065843441"
"M491.404T1557.26","-0.02920534","-0.16589268"," 0.22359581"," 0.27306509"," 0.39155984","-0.05020767","-0.88260865"," 0.34041897"," 0.13527115","-0.25175832","-0.23195257"," 0.24277805","-0.21983010"," 0.17223706"," 0.05252936"
"M477.407T1590.788","-0.44773800","-0.13245548"," 0.35356180"," 0.08276231"," 0.15780915"," 0.02664614","-1.08736883","-0.13141620"," 0.28364131","-0.01734453","-0.09625968"," 0.29269996"," 0.41302462"," 0.17593779"," 0.12649964"
"M495.326T1408.99"," 0.148711324","-0.037454091","-0.048263182"," 0.029873346"," 0.125167857","-0.240431809"," 0.385599235"," 0.009499006","-0.238866985","-0.144985098","-0.622898793"," 0.213198413","-0.109124390"," 0.048020629"," 0.481954539"
"M371.256T1312.999"," 0.05697673","-0.61809601","-0.14474139","-0.24201410","-0.01370499"," 0.02281163"," 0.05972362"," 0.21515044","-0.04969495"," 0.42541834"," 0.37263879"," 0.06304200","-0.18674079","-0.05252630"," 0.09175698"
"M383.28T1313.696","-0.14750103"," 0.43123354"," 0.05716437","-0.02649670","-0.38435011","-0.15076119"," 0.92913229"," 0.20356002","-0.10071125","-0.09556722","-0.32675668","-0.59090664"," 0.17487672"," 0.14333171","-0.11624783"
"M549.426T1489.95","-0.24671726","-0.17717380"," 0.13948941"," 0.16490608"," 0.22365269","-0.04580469","-0.83478573"," 0.08013079"," 0.17030824","-0.12991081","-0.34927933"," 0.57229257","-0.01650564","-0.12000788"," 0.56940538"
"M309.131T1610.851"," 0.25055688"," 0.19453536","-0.17892987"," 0.14730567"," 0.22468402"," 0.08435415","-1.48869568","-0.09188037"," 0.18304288"," 0.09243194"," 0.07957520"," 0.16704581"," 0.05874117"," 0.06312128"," 0.21411157"
"M537.531T1591.374"," 0.08494759"," 0.22046054"," 0.19220157"," 0.15811274"," 0.14677970"," 0.11920090","-1.62018947"," 0.03547444"," 0.03168403"," 0.30460015"," 0.15967110"," 0.11940614"," 0.03652628","-0.11524337"," 0.12636766"
"M471.336T1557.26","-0.05493487","-0.04255730"," 0.25743093"," 0.07672070"," 0.15528268","-0.35788874","-0.72443383"," 0.12877573"," 0.25196623","-0.08236271","-0.26482150"," 0.44831332"," 0.02253396","-0.27533129"," 0.46130667"
"M513.353T1456.772","-0.11935213"," 0.29574860"," 0.16100174","-0.08287154","-0.08768186","-0.04113346","-0.55462419"," 0.01897951","-0.19614687","-0.02818494","-0.31323543"," 0.12074032"," 0.77267510"," 0.07944945","-0.02536431"
"M751.389T1389.363"," 0.11923110"," 0.48056404","-0.05807553"," 0.32762527"," 0.05949218"," 0.11177505","-1.04099173"," 0.33524732","-0.22520986"," 0.22962268","-0.47652581"," 0.23600723"," 0.15329115","-0.02605257","-0.22600053"
"M644.52T1393.418"," 0.360110371","-0.491224515","-0.182989409"," 0.194090024"," 0.182220454","-0.004139535"," 0.112123476","-0.495478869"," 0.041906896"," 0.199106114","-0.001779501"," 0.350278676","-0.521431598"," 0.001134846"," 0.256072571"
"M558.209T908.106"," 0.64075097","-0.55936164","-0.12431071","-0.16226026"," 0.88720333","-0.41252689"," 0.10880821"," 0.03987945","-0.04052181"," 0.03496287","-0.32783892"," 0.20519291"," 0.16684669","-0.13578200","-0.32104220"
"M371.101T1558.593","-0.07927963"," 0.40922742"," 0.03878186"," 0.30104030","-0.10138782","-0.34303405","-0.35630802","-0.11138629","-0.22021239","-0.20161076","-0.40265330"," 0.86212765"," 0.25144636"," 0.20056337","-0.24731470"
"M479.357T1373.389"," 0.18145881","-0.07541363"," 0.36289713"," 0.13259470"," 0.60900055"," 0.76241704"," 0.91053390","-1.42937406","-1.40722743","-0.05936469"," 0.21111908","-0.52127240","-1.41456636"," 0.78407346"," 0.95312389"
"M385.183T1341.992","-0.35514368"," 0.80172646","-0.10638803"," 0.71406068","-0.50298666"," 0.27015348"," 0.70337180","-0.51307812","-0.30221149","-0.34761765","-0.27470814"," 0.27232524"," 0.04537592","-0.25178593","-0.15309389"
"M723.497T1490.314","-0.142057335","-0.001663769"," 0.390371454"," 0.038947366"," 0.322724129","-0.143296770","-0.235937024"," 0.141883527","-0.267733280","-0.121456809","-0.364573095"," 0.132989484","-0.158956327"," 0.331388079"," 0.077370371"
"M330.263T1439.913","-0.4914967300"," 0.0498402329"," 0.1826113512","-0.1665044786","-0.3346405197"," 0.2079242298"," 0.5242018921","-0.0572815988","-0.0992059317"," 0.1023418556"," 0.0460142252","-0.0521193163"," 0.0684610443"," 0.0203028503","-0.0004491063"
"M559.381T1440.166"," 0.092435314","-0.165501653"," 0.185301460","-0.124917783"," 0.027058580"," 0.158551393"," 0.012884738","-0.615066983"," 0.251615706"," 0.355610544"," 0.002875462","-0.130445571","-0.230275329"," 0.072742309"," 0.107131814"
"M629.529T1601.79"," 0.30602378","-0.30313725","-0.06768026"," 0.31638176"," 0.29540431","-0.16794897","-0.92821762","-0.39960598"," 0.64757643","-0.35741882","-0.54515855"," 0.72996646","-0.17266463"," 0.16115957"," 0.48531978"
"M808.552T1473.499"," 0.39570552"," 0.31694947"," 0.02690695"," 0.07880316"," 0.28764796"," 0.34156859","-1.27974691"," 0.03672344"," 0.27825565","-0.12145547","-0.51349428","-0.04929751","-0.23050169"," 0.26653107"," 0.16540406"
"M867.583T1492.083","-0.18600798"," 0.12605238"," 0.14748391","-0.59845242"," 0.33256235","-0.17990356","-0.58253899"," 0.29771964","-0.14578057","-0.16976609","-0.58684048","-0.01001507"," 0.26153601"," 0.84976498"," 0.44418590"
"M871.583T1481.744","-0.04299832","-0.26593471","-0.64302548","-0.70438917","-0.01971105","-0.61679511"," 0.73549021","-0.10860649"," 0.60838657"," 0.49654288"," 0.28049586","-0.63454568"," 0.02597687"," 0.66842035"," 0.22069327"
