"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"M863.509T1256.368",-0.015901,-0.0053001,0.014378,0.032382,0.00087567,0.013519,-0.021765,-0.032187,0.010151,-0.0030938,0.013586,-0.018912,-0.0057819,0.01191,0.0038119
"M947.375T872.624",0.030374,-0.007728,0.010613,0.0034629,-0.0029441,0.0045933,-0.031905,-0.010608,0.012927,0.017367,-0.013961,-0.0036599,0.0077875,-0.01881,0.0024205
"M1097.404T942.609",0.02621,-0.01648,0.016076,-0.016033,-0.0059398,-0.0082245,0.0016977,-0.010983,-0.029226,0.047145,0.023564,-0.011425,0.0039208,-0.028342,-0.0087801
"M1002.908T1006.792",0.024472,-0.025793,-0.017201,-0.0017018,0.0045073,0.0050714,0.01056,-0.019164,0.019434,0.0070068,-0.012431,0.049359,0.0032989,-0.011619,-0.0046637
"M349.198T1373.219",-0.014095,0.010907,0.0098107,0.0040341,-0.0035927,-0.00036577,-0.021845,-0.0055138,-0.016641,0.028382,0.020981,-0.00052273,0.0064821,-0.011268,0.0012822
"M594.498T1557.26",0.0074201,-0.0053906,0.035385,0.019275,0.011467,-0.010135,0.01229,0.035375,-0.0033181,0.018193,0.0094251,-0.0078998,0.016456,-0.015845,-0.0028273
"M790.331T974.804",0.035259,-0.036401,-0.0030518,-0.00044905,0.016274,0.011551,-0.0052042,-0.0055758,-0.023517,0.016207,0.012171,0.0019003,-0.0032062,0.02767,0.0030264
"M881.336T941.124",0.031236,-0.016593,0.0082092,0.014091,-0.026163,0.0071879,-0.0078096,0.010636,-0.01458,-0.01343,-0.0042479,-0.0047986,0.0044257,-0.017891,0.0037364
"M949.356T902.335",0.03129,-0.012306,0.0092733,0.0016465,-0.0123,0.00039126,-0.01693,-0.00021546,-3.4151e-05,-0.00040099,0.015852,-0.0032822,0.017328,-0.033156,-0.0028098
"M513.174T813.875",0.030873,-0.0043791,0.025419,0.0047521,0.0017401,0.0083389,-0.015252,0.0065303,-0.0026023,-0.0082769,-0.0064117,-0.029213,-0.0023996,-0.019885,0.0023461
"M895.359T935.639",0.024677,-0.020134,0.0022177,-0.0055587,-0.015422,-0.0040289,-0.016836,0.006361,-0.0084712,0.020813,0.0034169,0.018819,0.010725,0.015112,0.001704
"M822.526T1212.039",0.013234,0.018292,0.026179,0.01406,0.0052671,-6.9336e-05,-0.004846,-0.037774,-0.0071746,-3.0013e-05,-0.0095012,-0.010567,0.0028598,0.014086,0.001461
"M704.522T1355.605",-0.005452,-0.0054508,0.023895,-0.014934,-0.024308,0.024057,0.016033,0.048013,-0.034272,-0.002684,-0.0084204,-0.026047,-0.034629,-0.014857,0.0073267
"M972.391T940.951",0.036552,-0.021134,0.012252,-0.0063826,-0.0018136,0.0078899,-0.010152,-0.0021737,0.0076345,0.0060666,-0.031643,0.0019441,-0.0032394,-0.0027191,-0.0021446
"M351.108T857.905",0.023101,0.017417,0.013496,-0.02425,-0.002126,-0.0039425,0.00038861,0.00054888,0.0074954,-0.016588,0.00031753,-0.062436,0.0081791,-0.011653,-0.0041082
"M866.86T1039.673",0.023584,-0.033951,0.0028841,0.011831,0.0028623,0.02042,-0.0036911,0.033532,0.0095808,-0.027872,0.0085098,0.018008,0.0017839,-0.00044011,-0.0001688
"M395.287T1352.626",0.0088429,0.0034013,0.0040779,-0.0014724,0.0045243,0.035009,0.0036,-0.025705,-0.032307,-0.00066996,-0.0017834,-0.014576,0.035519,0.016673,-0.0031863
"M515.185T908.801",0.025766,-0.012959,0.015016,0.0087566,-0.0067692,0.014263,-0.019231,0.011144,0.033341,-0.0060475,-0.0058084,-0.011876,0.027277,-0.00832,0.0024776
"M640.557T1608.472",-0.011214,-0.031938,0.0049684,0.020545,0.0072209,-0.0074068,-0.0048981,0.01085,0.0015937,-0.0084436,0.030158,-0.0054803,0.020122,0.0027432,-0.0020412
"M349.196T1389.794",-0.017415,0.011499,0.0061729,-0.0033813,0.00090341,-0.0010932,-0.015924,0.00033045,-0.014224,0.028772,0.018021,-0.0043782,-0.018188,0.0036085,0.0016319
"M423.212T1319.031",0.016584,0.027823,0.013009,-0.00079631,0.027519,-0.015095,0.00436,-0.015453,-0.01727,-0.0027343,-0.0099564,0.016617,0.010706,0.019357,0.0062026
"M697.239T908.018",0.028029,-0.016623,-0.0043754,-0.00094565,-0.0016653,0.0042333,0.0052084,-0.016113,0.013101,-0.0015729,-0.010992,-0.013072,0.0020354,-0.009573,-0.0015659
"M538.212T908.195",0.029478,-0.019772,0.0031343,-0.0047323,-0.0078614,0.011606,0.010928,-0.0040743,-0.007789,0.006175,-0.01127,0.022313,0.011807,-0.009201,-0.001102
"M651.413T1339.403",0.0074815,0.0082687,0.030452,0.024041,0.0050331,-0.0030029,0.0057317,-0.038389,0.0042349,-0.010336,-0.0057299,0.00084356,-0.0087733,-0.0052309,-0.00014039
"M507.173T926.047",0.037239,-0.018783,0.0052269,-0.006517,-0.0018433,-0.00073456,0.0070584,0.0082014,0.017423,0.0049032,-0.022577,0.001699,-0.0045442,0.0012,3.1481e-05
"M541.474T1573.977",-0.015329,-0.04574,0.019542,0.03736,-0.0062721,-0.004586,-0.00016423,0.031469,0.02117,0.0012635,0.0046795,-0.0066576,0.020537,-0.0096603,0.0023523
"M849.321T917.809",0.03264,-0.015118,0.0034439,-0.017763,-0.0021519,0.004625,-0.012765,0.0039249,0.029486,0.036876,-0.0049323,1.6163e-05,-0.020124,-0.0052482,-0.0031107
"M1076.413T957.42",0.027826,-0.024152,0.010751,0.0085175,0.016022,0.0086978,-0.022707,0.023486,0.020306,0.021952,0.013737,0.0070231,-0.021224,-0.018458,0.0087702
"M839.497T1323.85",-0.0016795,0.013129,0.020669,0.018431,-0.017644,-0.0064838,-0.012423,-0.041613,-0.0055721,-0.0038442,0.00085287,0.0090226,-0.012936,-0.017675,-0.0016367
"M806.333T896.321",0.03898,-0.015394,0.01549,-0.0039454,-0.0069045,-0.0013774,-0.0018252,0.00017721,0.0055198,0.033828,-0.0092434,-0.0029093,-0.0057911,-0.0001893,0.002032
"M476.194T828.514",0.039354,-0.023786,-0.0073368,-0.0022788,0.042155,0.01872,-0.017379,-0.0043742,-0.012771,-0.012574,-0.010617,0.032228,0.013939,0.011514,0.0020809
"M748.518T1322.784",-0.0065638,-0.0017982,0.030761,-0.025055,-0.039937,0.034027,0.02696,-0.0024682,-0.00088252,-0.011907,-0.0041926,-0.029088,0.042211,-0.025515,-0.00072046
"M369.19T1295.888",0.0059604,0.010283,0.00040635,-0.024368,-0.023321,0.0098425,0.007055,-0.0073825,-0.021287,0.020455,-0.008194,-0.015548,-0.0028192,0.0060054,0.00075509
"M819.312T959.199",0.030508,-0.038103,-0.006856,0.0050592,-0.012461,0.0022931,0.0069765,-0.0055624,-0.0071066,0.010028,-0.024204,-0.014441,0.0003126,0.005028,-0.00088596
"M984.375T812.644",0.048807,-0.0039227,0.0090184,-0.016003,0.0068374,0.0052475,-0.019737,0.012199,-0.012138,0.011625,-0.0074466,-0.022568,0.0032461,-0.0070903,-0.0038726
"M472.321T1423.013",0.0043753,-0.0024264,0.023081,0.018731,0.015136,0.018232,0.0081267,0.023794,-0.00062647,0.012399,0.019796,-0.0060427,-0.015209,-0.00084306,0.0057243
"M513.269T1221.408",0.014355,-0.017234,0.0048912,-0.0019119,-0.010742,0.019119,0.027128,-0.02445,0.0076423,0.011102,-0.024605,-0.012735,0.0085423,-0.012707,0.00046297
"M849.325T990.311",0.017453,-0.024661,-0.004029,-0.0034064,-0.0085968,0.010281,-0.015923,0.010696,-0.014916,0.037946,0.020133,-0.0049855,0.004712,-0.0080735,-0.00097096
"M844.318T843.183",0.034299,-0.0057232,0.017423,-0.013036,-0.0018963,-0.02281,-0.010117,0.011404,0.010643,0.028751,-0.023577,0.020603,0.012068,-0.016348,0.0065475
"M981.368T857.905",0.028222,-0.013771,0.0046623,0.004795,-0.0065576,0.0039766,-0.020906,-0.0023398,0.0071431,-0.0012933,0.009397,0.0021463,0.019374,-0.024327,-0.0046784
"M711.567T1574.614",-0.015563,-0.018237,0.0098737,0.033143,0.0044037,-0.010846,-0.028148,0.034865,-0.028333,-0.034558,-0.017255,-0.026178,0.020912,0.0091123,0.001802
"M424.206T1456.482",0.0024879,0.0085779,0.013411,0.0066406,0.023737,0.0035344,0.014737,-0.012544,-0.0086094,-0.0047173,-0.002551,0.021187,-0.0014567,0.0094014,0.00020601
"M1111.407T857.905",0.031389,-0.011512,0.0036114,-0.011463,-0.021978,0.0026144,0.0072342,0.0014912,-0.044047,0.0043719,0.037107,-0.042739,0.024668,-0.038844,-0.0083193
"M659.432T1389.647",0.00011162,0.0024218,0.014927,0.021053,0.0021734,0.031256,0.018015,-0.037528,-0.018925,0.017693,0.013061,-0.0042594,-0.0079649,-0.0094531,0.0013043
"M822.841T1023.188",0.014803,-0.032682,-0.008091,0.0036702,-0.025271,-0.0033552,0.0045775,0.0019176,0.0014053,0.029363,0.033416,0.0029622,-0.029147,-0.01511,-0.0072091
"M960.389T959.199",0.037095,-0.02597,0.010312,0.0088268,-0.0071605,0.011308,-0.027783,0.0055964,0.015101,-0.004814,-0.019095,0.0094813,-0.014128,0.0071652,0.0022533
"M862.501T1125.643",0.0063011,0.014445,0.015441,0.020935,0.0061893,0.00101,-0.011047,-0.035878,0.0049044,0.0049953,-0.023317,-0.031005,0.019259,0.0057147,0.0013398
"M867.589T1591.283",-0.0055535,-0.015525,0.025331,-0.022273,0.03176,0.022513,0.023163,0.023644,0.011647,0.023441,0.035573,0.012236,0.020898,-0.010857,0.0011521
"M1017.391T843.183",0.034369,-0.01363,0.0067411,-0.0023076,0.0017443,-0.0080892,-0.011012,0.0031322,0.01655,-0.013928,0.0024696,0.02508,-0.0030126,-0.028246,-0.0018397
"M955.379T843.183",0.043111,-0.012982,0.0066477,-0.0017191,0.0070762,-0.0033402,-0.011794,-0.010035,0.0049094,0.0010583,-0.00097178,0.0098584,-0.019197,-0.010518,0.0079719
"M447.25T1372.484",0.021877,0.011379,0.0071476,-0.02712,-0.027129,0.0067487,0.01831,-0.0042736,-0.011819,0.0067801,-0.05383,-0.013137,0.0031883,0.0087165,0.0013109
"M519.225T1025.439",0.025584,-0.035104,-0.014921,0.0071012,-0.021066,-0.032164,0.0047235,-0.001196,-0.0093778,0.039413,-0.027469,-0.01827,0.0045412,-0.015533,-0.0035014
"M867.338T941.124",0.035889,-0.010239,0.0044721,-0.0042676,-0.0066919,-0.0022803,0.00084779,-0.0013742,0.014183,-0.011362,0.0097645,0.011653,-0.010111,0.0093322,0.0075195
"M817.32T1025.439",0.022966,-0.034581,0.0011236,0.0048983,-0.017455,0.017883,0.0066154,0.019308,-0.013388,0.014602,0.032138,0.014987,-0.0086831,0.015798,0.002899
"M629.459T1473.698",0.0036213,0.001029,0.024627,0.029299,0.020971,-0.00022018,0.015149,0.013173,-0.0099853,0.011856,0.018614,0.022402,-0.016602,0.010159,0.006623
"M505.273T1221.035",0.016132,-0.0089385,0.015709,-0.0037437,-0.0028757,0.019632,0.021826,-0.015188,-0.0065114,8.7511e-05,-0.021835,-0.0093969,0.0064422,-0.0049878,0.0018842
"M655.418T1406.703",-0.0022068,-0.0043081,0.015737,0.018793,0.0084476,0.016262,0.027646,0.00072807,-0.028651,0.049351,-0.010683,-0.025777,0.024887,-0.019993,0.0039445
"M847.517T1163.004",0.026645,0.015893,0.0057795,-0.023363,0.056661,0.012172,0.01971,0.00016207,0.023598,0.016234,-0.022333,-0.011194,0.036157,0.023689,0.0028328
"M936.367T941.78",0.030539,-0.020202,0.0023396,0.0015021,-0.0050099,0.0013529,-0.0037977,-0.00076126,0.0036538,-0.0029073,0.0030757,0.0021978,-0.00096625,0.021006,-0.0019764
"M985.385T959.199",0.022345,-0.035069,-0.0014308,0.0091128,-0.004577,0.019911,-0.0029678,0.0086377,-0.0066996,0.020975,0.0077711,0.0097602,0.014433,0.0082777,0.00044409
"M549.39T1245.233",0.031913,0.023825,0.031915,-0.0094934,0.012381,-0.015379,0.022773,-0.0029596,-0.035628,0.011015,0.0013924,0.0085504,0.035965,0.025246,-0.0018982
"M898.349T936.403",0.02491,-0.022801,0.0060385,0.0076238,-0.011109,0.0070739,-0.0099255,0.010394,-0.0035803,-0.0059606,0.0062355,0.0087042,-2.7717e-05,-0.012156,0.0023117
"M871.337T832.505",0.048781,-0.019312,-0.019647,-0.010883,0.0029863,0.0081179,0.013219,0.0027179,0.012787,-0.0054069,0.0040573,0.005371,-0.00033913,0.0048704,0.00061975
"M519.185T891.73",0.031499,-0.0059098,0.022267,0.0048146,-0.016712,0.010107,-0.0068703,0.0052539,0.013911,0.0026155,-0.00040495,-0.017913,-0.0033669,0.0015337,-0.00051049
"M427.165T783.656",0.046288,-0.0069108,-0.0018777,-0.025433,0.0038556,-0.01714,-0.002508,-0.0079203,0.012612,-0.011926,0.020022,0.017729,0.0032645,0.010745,-0.012076
"M970.4T881.272",0.046932,-0.022455,-0.0029573,-0.0069613,0.014725,0.0049499,-0.012733,0.0055366,-0.0062843,-0.0086907,0.0022814,0.0033739,-0.018014,0.0087923,-0.0011072
"M1147.442T940.951",0.025692,-0.024348,-0.0065428,-0.010652,-0.0087757,0.0071824,-0.013166,-0.027094,-0.011413,0.02585,-0.022078,-0.012507,0.017286,0.0065202,-0.0068111
"M346.253T1607.605",-0.011659,-0.015764,-0.012738,0.014413,0.001459,-0.0020643,0.0073793,0.00075469,0.010998,0.0018297,-0.01003,0.019046,-0.0010474,0.021914,-0.00042425
"M652.416T1356.524",0.0016378,-0.019784,0.0076447,0.029505,0.0062844,0.010511,0.011338,-0.022165,0.010254,0.012457,-9.0068e-06,-0.015868,-0.0080186,0.011888,-0.0031211
"M874.349T992.353",0.027707,-0.02392,-0.0048805,0.0075646,-0.011923,0.0076299,0.0022281,0.0024132,0.011014,-0.007649,0.00040084,-0.0011381,-0.010001,0.001475,-0.0012323
"M958.387T951.54",0.033585,-0.028394,0.010171,0.0055378,-0.0056756,0.013508,-0.005222,0.01142,0.0074186,-0.0010257,-0.018194,-0.015695,-0.0076538,0.0052698,0.0042092
"M901.354T973.898",0.030964,-0.021315,-0.0060732,0.003276,-0.00070014,0.0043867,-0.0057996,-0.0081885,-0.023334,0.0050775,0.014325,-0.0033706,-0.017877,0.0083656,0.0010297
"M993.368T827.274",0.030982,0.00010239,0.0065041,-0.014266,0.0047612,-0.0070109,-0.010618,-0.007166,-0.010683,0.0051059,0.00027946,0.017427,0.00023846,-3.7136e-06,-0.0019431
"M1072.353T784.45",0.028943,-0.0064836,0.011697,-0.0064306,-0.024284,-0.010611,-0.014743,0.015227,0.020069,-0.0086496,0.0046047,-0.002245,0.0026818,0.017352,0.0016949
"M889.313T769.174",0.035198,-0.0036708,0.011988,-0.010165,-0.0081222,-0.013875,-0.030017,-0.00086485,0.022953,-0.0056822,-0.01236,-0.0049384,0.011338,0.034956,0.0011099
"M319.223T1240.387",-0.028635,0.0040602,0.024002,-0.0034002,-0.027911,0.022055,-0.0187,0.012517,0.0082657,0.014751,0.029805,-0.037774,-0.023317,-0.0084398,0.0015381
"M423.198T1436.378",-0.0010221,0.0057582,0.0046981,0.0053244,0.015809,-0.008993,-0.0019,-0.0029523,-0.0020136,-0.0095703,0.010313,0.026272,0.027608,0.013987,-0.00087731
"M919.363T957.42",0.017751,-0.032426,0.0045759,0.0037578,-0.015378,0.003112,-0.0040551,0.00054202,0.0041545,-0.0052232,0.01281,-0.010164,0.00029038,0.0077093,7.055e-05
"M576.483T1456.027",0.0085559,-0.012215,0.038144,0.022472,0.020768,-0.035216,0.033308,0.033056,0.018982,0.023539,0.01066,0.012083,-0.0035085,-0.0078284,0.0015775
"M861.498T1154.618",0.011428,0.02471,0.017476,0.0044669,0.020952,0.0055923,-0.014949,-0.039333,-0.0091856,0.019197,-0.018468,-0.027706,0.014861,0.0047741,0.0052449
"M449.365T1540.699",0.0014646,-0.0078852,0.022245,0.02059,0.005739,0.0009028,-0.0067289,0.019502,0.0023187,0.0041747,0.023483,-0.0051713,0.031733,-0.013964,0.00010301
"M608.261T1390.374",-0.0087371,0.061886,0.038049,-0.018304,-0.024378,0.01409,-0.035204,0.028442,0.019632,0.014757,-0.023513,-0.058007,-0.014323,-0.0029614,-0.0097859
"M862.51T1288.291",0.0018614,0.0099742,0.018619,0.025885,0.0022123,-0.0012679,-0.013896,-0.03102,0.0033892,0.0031745,-0.024022,-0.034671,0.017138,0.0012079,-0.0015341
"M861.315T941.124",0.030503,-0.034632,-0.0071681,0.0076151,-0.011495,0.0045941,-0.0094029,0.0083378,-0.0014144,0.0076981,-0.018524,-0.0064177,-0.024982,0.00059524,0.00044929
"M809.525T1340.052",-0.016997,-0.031998,0.00012575,0.02563,-0.024026,0.004158,0.016967,-0.020665,0.0019299,-0.015836,-0.036892,-0.034409,0.019545,0.025466,-0.0098702
"M537.533T1295.888",0.020435,0.028554,0.031114,-0.035667,0.030283,-0.0080387,-0.021301,-0.0045648,0.018762,0.0053735,-0.020023,0.017013,0.025109,-0.0051992,0.014749
"M561.396T1195.638",0.030422,0.034593,0.034551,-0.035451,0.022152,-0.0094126,-0.027804,0.0037645,0.015995,-0.0078913,0.016906,0.0013478,0.032924,0.033914,0.0020693
"M393.235T1355.605",0.006468,0.0004455,0.018893,-0.0053868,-0.012126,0.0071308,-0.0084892,0.011435,-0.024022,-0.014909,0.0018045,-0.0016809,-0.027182,0.021293,0.00030768
"M903.354T957.42",0.033663,-0.013812,0.003893,-0.0044026,-0.0086101,0.0020052,-0.010284,-0.0088149,-0.0059982,0.020302,-8.2944e-05,-0.010359,0.012749,-0.019143,-0.0053799
"M576.484T1418.277",0.011753,-0.010141,0.042195,0.01935,0.018074,-0.034587,0.026829,0.036126,0.01637,0.023269,0.0086964,0.0084205,-0.0042847,0.00024158,0.000471
"M1077.401T940.951",0.043064,-0.034904,0.013196,0.0081559,-0.018713,-0.0058439,0.0035179,0.019484,-0.019144,-0.040863,-0.013554,0.00055162,-0.018986,0.010977,-0.0018511
"M735.275T891.807",0.035506,-0.013943,-0.005743,0.0019996,0.016361,0.019322,0.010469,0.010975,0.0060029,-0.041845,-0.011218,0.011543,0.0018583,-0.014873,0.0010121
"M530.218T901.604",0.024333,-0.034537,0.023015,0.015113,-0.01521,0.0098797,-0.0076297,0.0039104,0.015863,0.0046944,-0.0037589,0.0071304,0.0091579,0.0053353,0.000152
"M903.341T917.809",0.035167,-0.0092148,0.0056287,-0.007103,-0.013163,0.0018369,-0.0081841,-0.0084862,-0.0001447,0.015626,0.0072103,-0.0091662,0.024503,-0.015388,-0.0041666
"M495.181T880.56",0.034943,-0.017535,-0.0045431,-0.0011006,0.0076011,-0.0072717,0.014312,-0.0035182,-0.004417,0.008867,-0.017055,-0.015676,0.019817,0.013056,-0.0056373
"M825.34T905.493",0.027167,-0.031719,-0.001807,-0.0040571,-0.018165,-0.00067968,-0.0022673,-0.0011975,0.023162,0.01682,0.013299,0.0059164,-0.012439,-0.0058102,0.0077027
"M967.56T1352.622",-0.010412,-0.028105,0.0027871,0.029333,0.010965,0.0067288,0.033646,-0.043148,-0.0080405,0.020297,0.0083988,-0.0054034,0.01984,-0.017552,-0.013827
"M855.342T925.437",0.039831,-0.026002,-0.0011186,-0.00024028,-0.0072858,0.0033974,-0.00051059,0.011027,0.0059498,-0.014553,-0.00018201,-0.00021496,-0.012158,0.00034196,0.00079908
"M806.333T841.952",0.042004,-0.0059031,0.01967,-0.012339,0.0018422,-0.0049449,-0.004183,-0.00017917,0.014515,0.024367,-0.0041896,0.011795,-0.0066223,-0.01777,0.0025092
"M950.358T940.951",0.031681,-0.018281,0.0040105,0.0095097,-0.010979,0.0037935,-0.018569,0.010985,0.0016307,-0.005079,-0.00033093,0.010042,-0.0016316,0.011959,0.0059591
"M826.526T1130.872",0.028104,0.025362,0.022306,3.0453e-05,0.01248,-0.00020067,0.0099747,-0.011689,-0.025204,0.011116,-0.019751,-0.035102,0.005493,-0.0070541,-0.0031478
"M771.505T1209.593",0.0097414,0.0085007,0.0015349,0.015047,0.046503,-0.0040856,0.019727,-0.035626,-0.0077759,0.015249,-0.0085549,0.0074459,0.0025407,-0.0010072,0.00016184
"M566.199T909.479",0.032192,-0.016486,-0.0064845,-7.9387e-06,0.005541,-0.0055869,0.0061602,0.0042275,-0.035013,0.018961,-0.016981,-0.01038,-0.018455,-0.017544,0.00021527
"M850.319T858.821",0.038819,-0.012654,0.011488,-0.0040586,-0.00054054,0.0016495,-0.015804,-0.014288,0.014009,0.025779,-0.019169,-0.0073628,0.0030359,-0.034959,-0.0012671
"M975.373T872.624",0.036997,-0.01645,0.0063289,0.0039811,-0.009088,-0.0035786,-0.0029533,-0.0030941,-0.0021001,-0.0083207,-0.010949,-0.015706,-0.006696,-0.016416,0.0013533
"M908.359T973.898",0.022777,-0.024577,0.0063594,0.0067936,-0.0038849,0.0039502,-0.002361,0.0011849,0.0037104,0.014584,0.011042,0.0081802,-0.0014065,0.009478,-0.00081359
"M886.334T992.353",0.022143,-0.027312,0.004694,0.01883,-0.018405,0.0061406,0.0012562,0.0016459,0.006114,0.012247,0.017437,0.00058102,-0.049611,-0.024234,0.0031174
"M932.854T973.898",0.018498,-0.016637,-0.0042961,-0.0033526,0.0024446,0.012075,0.0092486,-0.025917,-0.0098231,-0.019159,-0.0054309,0.027407,0.00081625,0.022796,0.001555
"M1063.337T834.347",-0.019238,-0.04826,-0.020967,0.017765,-0.018479,0.012036,-0.030591,-0.021811,0.015421,-0.011651,0.009899,-0.018436,0.023387,-0.0001391,-0.0031161
"M803.491T1372.736",-0.0037852,-0.0077566,0.019723,0.035538,-0.0014016,-0.015233,0.016495,-0.040447,0.0021092,-0.021938,-0.016714,0.012017,0.0011527,0.016851,0.007094
"M812.538T1253.346",0.028287,0.017593,0.02177,-0.0050372,0.026289,0.010749,-0.0045492,-0.014766,-0.0042902,-0.0074448,0.0055649,-0.051847,0.02585,-0.014826,-0.0087492
"M545.399T1295.888",0.028761,0.033141,0.022484,-0.014667,0.015007,0.002034,-0.0045017,-0.00034709,-0.013304,0.011518,-0.01428,0.0086541,0.010968,0.0024697,0.0089695
"M850.324T910.27",0.024995,-0.033343,-0.0014558,0.01193,-0.011582,0.0024,-0.0042716,0.002051,-0.011676,0.014874,-0.016497,-0.026902,-0.0038379,-0.0093832,-0.001585
"M293.172T1591.081",-0.032675,-0.031628,-0.021167,0.023437,-0.015689,0.022262,0.0091703,0.0023724,-0.015661,0.0031874,0.019013,0.015156,-0.0034561,0.013516,0.0029977
"M1001.365T875.234",0.018024,-0.020649,0.0097221,0.0048688,-0.0082389,0.0095207,-0.020418,-0.0070665,0.010817,0.033316,-0.011391,0.0055025,0.020809,-0.017412,0.0025859
"M937.358T812.644",0.017903,-0.016666,0.0037007,0.005313,-0.022856,0.0028536,-0.037356,-0.00092255,0.013794,0.015325,0.0016759,0.0062688,0.025821,-0.012804,-0.0066252
"M425.216T1473.286",0.00028934,0.0038362,-0.0079139,-0.010734,0.012426,-0.032076,0.010623,-0.00055165,0.0091999,-0.0067626,-0.014712,-0.011824,0.012257,0.015576,-0.0077633
"M853.347T926.093",0.027604,-0.03739,-0.011856,-0.00085514,0.0091756,0.030597,-0.0047911,0.017392,0.0324,-0.021304,0.021376,-0.011164,-0.022693,0.0020369,-0.0045234
"M481.203T929.492",0.029344,-0.018281,0.010234,0.00048044,-0.017246,-0.02058,0.0033874,0.007356,0.010549,0.01695,-0.022444,-0.018091,0.01411,-0.0051701,0.0067615
"M675.452T1372.394",-0.0053288,-0.015116,0.023409,0.023209,-0.00015685,-0.0070473,0.007994,-0.00094272,0.014946,0.0071562,0.023981,0.014699,-0.006489,0.0071445,0.0049304
"M1013.72T1325.086",-0.0023547,0.018774,0.021963,-0.0235,-0.0090114,0.035129,0.035596,0.034436,0.035753,-0.11089,0.11083,-0.076865,0.11449,0.0092483,-0.023817
"M958.38T975.822",0.038769,-0.019663,0.016893,0.0031507,-0.0063596,0.010205,-0.0040259,0.0086042,-0.0030738,-0.00093563,-0.023577,-0.018679,-0.0093547,0.0064005,0.0033076
"M842.492T1254.627",0.007147,4.2484e-05,0.010529,0.027479,0.01564,0.0073527,0.012863,-0.035775,-0.017102,-0.0021307,-0.012598,-0.016888,-0.014461,0.028389,0.003268
"M1017.397T924.482",0.026315,-0.02234,0.00062389,0.0039796,-0.0081547,-0.017519,-0.010339,0.0061934,0.011023,-0.0081371,0.017496,0.026591,-0.013173,-0.010681,0.0017755
"M655.217T820.228",0.0051267,-0.029474,-0.0020953,0.010702,-0.019839,0.0066622,-0.02795,0.009584,0.0075953,-0.010418,0.011223,0.01403,0.021193,0.011044,0.0008895
"M806.336T927.31",0.03684,-0.024191,0.010673,-0.0030391,-0.0036726,-0.0012709,-0.00043766,0.00043687,0.0076813,0.032377,-0.0031322,-0.00037301,-0.0081681,-0.00089316,-0.00099672
"M1119.432T843.183",0.033422,-7.1864e-05,0.020599,0.0028983,0.0043644,0.0057705,0.012787,-0.022375,-0.0075628,-0.040745,-0.014041,0.030063,0.036678,-0.055809,-0.0034425
"M609.452T1220.972",0.0068608,0.0060189,0.016563,0.017263,0.0333,-0.001194,0.027246,-0.027131,-0.0094409,0.010224,0.00050121,0.013793,-0.012283,-0.016431,0.0024832
"M985.395T851.401",0.038857,-0.018694,0.0065274,-0.0098153,0.0052403,0.003928,-0.00010012,-0.013318,0.01151,0.032139,-0.017545,0.030134,-0.00079751,0.0066878,0.0070392
"M621.419T1456.849",0.0094939,-0.012152,0.020939,0.022403,0.01791,0.018929,-0.0019728,0.025271,0.011483,-0.0047099,-0.0023014,-0.0024181,-0.010691,-0.024701,-0.00089273
"M365.193T1440.036",-0.017471,0.0069447,0.0074412,-0.0054967,-0.010119,0.013668,-0.0072267,0.0014115,-0.014343,0.016407,-0.0029785,0.021398,-0.027522,-0.0042953,0.0016562
"M980.373T973.898",0.036469,-0.026097,-0.0036096,0.018766,-0.018423,0.0031944,0.019333,0.0024057,-0.0092782,0.0019694,0.0007746,-0.0011818,-0.010005,-0.027412,-0.0081459
"M691.43T1301.409",0.0058631,0.008456,0.032185,0.030242,-0.0031739,-0.0066366,0.010673,-0.039304,0.011813,0.0096856,-0.0037317,0.0020205,0.0047464,0.021593,-0.0023092
"M541.47T1540.699",0.0058084,0.0014998,0.028589,0.019629,-0.018569,-0.027853,0.0081147,0.020332,0.012021,-0.0034348,0.0067321,-0.0044431,0.034001,-0.022002,0.0081408
"M883.58T1438.11",-0.015755,-0.029329,0.027328,0.0075664,0.0071993,0.0024241,0.010341,-0.0097256,0.013043,-0.023813,0.010447,-0.0032459,0.0085666,-0.0067106,-0.0049993
"M803.315T940.951",0.031606,-0.026669,0.0030215,0.0046315,-0.0076435,0.012699,0.016152,0.0015799,0.0082974,-0.0067039,-0.0073317,-0.0096254,-0.014925,0.0073511,0.00095556
"M439.314T1352.626",0.021232,0.012709,0.025,0.0065148,-0.0047185,-0.00013511,-0.0058822,0.023929,-0.00065938,-0.0056687,0.0036913,-0.012769,0.0019235,-0.0032956,0.0069388
"M898.347T1006.792",0.024538,-0.023443,0.00029875,0.011122,-0.014291,0.01062,0.00065808,0.0075796,-0.0031263,-0.011108,0.0060539,0.0010677,-0.0028458,0.0047697,0.0031693
"M930.353T957.42",0.039082,-0.01418,-0.0015041,0.0047492,-4.4739e-06,-0.004309,0.00040818,-0.0084095,-0.00028024,0.0013938,-0.011318,-0.0046672,0.019253,0.0043994,0.00020987
"M941.389T959.199",0.050068,-0.028855,-0.023558,-0.0020734,0.011873,0.017578,-0.0040455,-0.0023509,-0.026582,-0.025666,-0.010616,0.02783,0.010871,0.0022717,0.0046039
