"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"M513.351T1439.707",-0.014406,-0.011431,0.012417,0.0045369,-0.011221,-0.00037101,-0.010539,-0.0076928,0.025855,0.0012261,0.031507,0.01455,-0.042057,-0.033859,-0.001701
"M539.396T1624.559",-0.0209,-0.036944,-0.0050444,0.039247,0.0084401,-0.035151,0.01082,0.013967,0.015488,0.0095701,0.0085646,0.0095387,-0.017866,-0.0097806,0.00031073
"M500.359T1492.083",-0.0038566,0.0054763,0.018458,0.0065963,0.010945,-0.012073,-0.023425,0.011068,0.0020085,-0.028926,0.035318,-0.025975,0.030528,0.018092,-0.0030636
"M536.574T1557.26",-0.028532,-0.014732,0.0040288,-0.035821,-0.051876,0.047013,0.030732,0.015439,-0.0056866,0.10453,0.060888,0.026331,0.012507,-0.005048,0.0059228
"M999.712T1325.086",-0.0058232,-0.018489,0.038495,-0.054519,-0.017052,-0.033309,-0.01991,-0.032014,-0.039195,-0.013202,0.040707,-0.022034,0.06526,-0.032647,-0.011313
"M843.597T1509.101",-0.0085452,-0.023694,0.01734,-0.043246,0.011813,-0.014688,-0.023962,0.020034,-0.015322,-0.008977,0.042733,-0.0061814,-0.0012846,0.035353,-0.00023219
"M857.584T1492.083",-0.00069879,-0.030161,0.010131,-0.041107,-0.0050292,-0.001899,-0.027958,-0.0045585,-0.0086074,-0.014425,0.030024,0.015819,0.012487,0.00062844,0.00064168
"M865.582T1597.662",-0.017751,-0.036885,0.040494,-0.036718,0.028293,-0.0080556,3.711e-05,-0.012903,0.0097054,-0.0094735,0.011906,-0.02131,-0.015935,0.013229,-0.00018477
"M685.435T1661.058",-0.026715,-0.042926,-0.026144,0.019452,0.0017507,0.010531,-0.011744,-0.00092593,0.012179,-0.0069427,-0.00044862,-0.0065993,-0.016156,-0.012562,9.1634e-05
"M686.443T1641.482",-0.027938,-0.040545,-0.0249,0.020805,0.0086636,0.0014526,-0.0099014,0.0053022,0.02032,-0.0040262,0.018326,-0.023616,0.00031015,-0.0020159,-0.002163
"M385.181T1641.823",-0.021846,-0.034809,-0.015397,0.01604,0.051554,0.036262,-0.02528,0.0067403,0.02648,0.027778,0.047234,0.002862,0.022317,0.021482,-0.0025453
"M332.329T1556.14",-0.0027718,-0.0031891,-0.0074055,-0.011674,-0.014054,-0.01597,-0.00070976,0.004764,0.0072844,-0.015592,0.010033,-0.009672,-0.01442,-0.0084356,0.00053656
"M315.251T1401.37",0.00068354,0.013025,0.026153,0.0076432,0.0003502,0.026787,-0.036143,-9.2219e-05,0.010274,0.028758,0.010311,0.0078793,-0.017516,0.012962,0.0075713
"M931.588T1473.551",-0.029518,-0.037097,0.03743,-0.026888,0.014393,0.010064,0.010721,-0.0014121,-0.01561,-0.015139,-0.02435,-0.032646,-0.00057032,-0.044043,0.0065839
"M841.585T1446.028",0.0009482,-0.028787,-0.00047309,-0.044803,-0.0054125,0.023171,-0.031222,-0.0045279,-0.0018159,-0.0064886,0.0089635,0.055961,0.029028,0.000764,0.0017048
"M882.577T1472.663",-0.020726,-0.036181,0.038031,-0.059992,0.023214,-0.01602,-0.010016,0.00010979,0.004819,-0.0025524,0.0033459,-0.0057847,-0.019269,0.020514,-0.0063299
"M930.57T1457.506",-0.025177,-0.0277,0.027164,-0.017884,0.020488,0.0054414,0.017502,-0.0080686,-0.0041863,0.003587,-0.024211,-0.0074475,-0.030766,0.0031033,0.0056773
"M605.42T1439.891",0.0017562,0.0024283,0.0040504,0.01953,0.050594,0.057819,-0.034741,0.013137,0.01048,-0.025433,0.016156,-0.0077271,0.029576,0.0099981,-0.0038983
"M873.584T1509.101",0.0016975,-0.025891,-0.0013573,-0.041969,0.0009986,-0.046372,-0.0043503,-0.010712,0.010492,0.014955,0.028511,0.036077,-0.017235,0.013243,0.0053333
"M1066.691T1440.166",-0.026553,-0.039084,0.061485,-0.069546,0.00016461,0.022709,-0.016103,0.021828,-0.0015413,0.0079367,-0.049749,0.013758,-0.025124,0.06389,-0.00012505
"M411.287T1496.037",-0.0042842,-0.0029661,-0.0090432,0.022182,0.0046507,0.0014981,-0.024936,0.0071714,0.010911,-0.00063605,0.036115,0.0075592,-0.035569,-0.019053,0.00092132
"M841.582T1567.222",-0.006502,-0.034736,-0.0093077,-0.038384,-0.014674,0.011928,-0.0282,-0.012075,0.0012195,0.0071032,0.014668,0.041964,0.0111,-0.0026181,0.00039269
"M545.456T1607.833",-0.018023,-0.02731,-0.012297,0.016779,0.011383,-0.0042623,0.0032251,-0.00062426,-0.0036301,0.0073714,-0.011417,0.0053793,-0.0057727,-0.015114,-0.0013667
"M613.479T1523.593",-0.016245,-0.024793,0.0050641,0.018685,0.019467,-0.0074117,0.032095,0.010161,0.011605,-0.01144,-0.012435,0.014438,0.01576,0.00073886,0.00084257
"M427.241T1439.043",0.0022594,-0.02064,0.001282,0.0049338,-0.0065093,0.010786,-0.025067,0.013071,0.012853,0.030178,-0.011426,0.027134,-0.0052255,-0.0022142,0.00034532
"M293.17T1476.452",-0.0010968,-0.018087,0.0087547,-0.0020408,0.047458,0.045131,-0.041777,-0.0063268,-0.037683,0.061998,0.059762,0.031486,-0.0057253,0.083495,0.011142
"M820.502T1525.061",-0.033379,-0.0049875,0.03528,0.00049105,-0.022365,0.0031113,0.0043348,-0.025167,-0.019049,0.00073627,-0.0091996,0.071048,0.022485,0.040705,0.0062475
"M330.261T1608.211",-0.024846,-0.032938,-0.022595,0.0056808,5.0179e-05,0.01851,0.012537,-0.0015419,-0.010776,0.012935,-0.0051232,-0.022623,0.041741,-0.010302,-0.0071051
"M423.273T1204.064",-0.0033274,-0.024647,-0.06613,-0.020803,0.028979,0.038814,0.014793,-0.013806,-0.023545,0.024325,0.0059334,-0.03176,-0.018979,-0.00073845,0.00080637
"M920.647T1608.07",-0.013242,-0.017017,0.039197,-0.034654,0.0053781,-0.0049254,-0.029408,0.00056256,-0.01035,0.01325,-0.039861,-0.03636,-0.0081115,-0.027532,-0.0046164
"M882.575T1523.543",-0.020968,-0.034209,0.037005,-0.059624,0.023419,-0.020626,-0.0064287,0.0017187,-0.00020108,-0.0030248,0.010527,-0.0037951,-0.018299,0.020864,-0.0050214
"M544.447T1588.441",-0.0097516,-0.02294,0.00068727,0.021603,-0.011066,0.021898,0.0048608,0.0061621,-0.024624,-0.0042376,-0.0031444,-0.021952,0.021578,0.0082357,-0.0067922
"M1143.683T1424.253",-0.021791,-0.026018,-0.0026311,-0.080985,0.049373,0.052119,-0.044935,0.074166,0.049619,-0.022803,-0.046406,-0.032816,-0.0038453,-0.09869,-0.0095724
"M700.613T1641.124",-0.014528,-0.012992,0.021523,0.012147,-0.0055103,-0.032457,-0.060643,-0.056345,-0.032549,0.011843,-0.038053,1.3187e-05,-0.025766,-0.041835,0.005562
"M585.446T1557.882",-0.015207,-0.025702,0.0090783,0.0092856,0.0053111,-0.010801,0.0049946,0.016441,-0.010821,-0.018726,0.026802,0.023576,-0.011758,-0.0015558,-0.00041229
"M858.58T1574.486",-0.004977,-0.028461,0.0094879,-0.033644,-0.0027212,0.01986,-0.029497,0.0053824,-0.004324,-0.0076238,0.021032,0.0054341,0.003763,0.016688,-0.001403
"M911.589T1490.35",-0.017352,-0.036155,0.01983,-0.021646,0.03059,0.0016263,0.0085018,-0.018032,-0.01621,-0.021003,0.0094795,-0.01312,0.015143,-0.0028414,-0.0055096
"M353.192T1505.037",-0.0029601,-0.0053194,0.0002784,-0.0021763,0.021567,0.019336,-0.0067994,0.0066119,0.0061781,0.0040732,0.010508,0.013125,-0.010237,0.004275,0.0022676
"M615.477T1390.077",0.0033517,-0.011806,0.027591,0.019042,0.028762,-0.079024,0.0097764,-0.00059742,0.072224,0.0012227,0.019053,-0.010735,-0.0099112,-0.001124,-0.012897
"M637.556T1540.43",-0.016647,-0.024449,0.0069872,0.018188,0.0057756,-0.028045,-0.019122,0.0075593,0.0061398,0.032312,0.011219,0.02599,0.017851,-0.012123,0.0071595
"M841.587T1509.04",-0.0015899,-0.033301,-0.0068649,-0.040099,-0.01079,0.012885,-0.031087,-0.009069,0.0054278,-0.00082679,0.024458,0.034777,0.025897,0.00029262,-0.0043194
"M701.547T1638.372",-0.016001,-0.014984,0.008712,0.026786,0.00058983,-0.014018,-0.03802,-0.022658,-0.037577,-0.0040061,-0.024747,-0.011575,-0.023034,-0.047551,-0.0087708
"M857.595T1473.143",-0.00142,-0.030077,0.011282,-0.041181,-0.002529,-0.00088891,-0.027467,-0.006085,-0.0054065,-0.013057,0.030637,0.022009,0.014217,-0.010663,0.00019435
"M870.583T1512.438",-0.010107,-0.026743,0.023724,-0.050672,0.025895,0.0052403,0.00010469,0.02937,0.0079967,-0.0035486,-0.0052402,0.002515,-0.016078,0.002764,0.0060995
"M469.421T1521.98",-0.01142,-0.014185,-0.0021905,0.0012886,0.021999,-0.00074685,-0.007396,0.0031497,0.0076662,0.00020638,0.0084636,-0.0097233,0.00061518,0.013062,-0.0072837
"M387.235T1746.448",-0.0069237,-0.042861,-0.019344,0.054559,0.056345,-0.039937,-0.067592,0.0014359,-0.035205,-0.014266,-0.0080753,-0.0027527,-0.030801,0.01731,0.0096464
"M312.324T1556.858",0.0051586,-0.020064,-0.037228,-0.013515,0.016239,-0.01333,0.020491,-0.00025324,-0.029711,-0.014747,-0.027204,0.019176,0.032221,0.028224,-0.007834
"M385.292T1245.233",0.020788,0.002493,-0.032985,-0.012334,0.074869,0.030579,-0.015731,-0.0095592,-0.030802,0.0028384,-0.016425,-0.0078362,0.013724,0.012654,-0.0023884
"M929.566T1475.069",-0.02273,-0.028659,0.034689,-0.014012,0.020322,0.0086809,0.04862,-0.016242,-0.025727,0.0078357,-0.015515,-0.014986,-0.0054644,-0.054229,-0.0057283
"M506.256T1389.363",0.0029375,-0.008192,0.011596,0.0073471,-0.052691,0.0447,-0.021286,0.019506,-0.0004962,-0.029205,-0.043545,0.022017,-0.024666,-0.00019819,0.0060709
"M543.444T1574.274",-0.019417,-0.02072,0.013318,0.022835,-0.00974,0.0076647,0.004644,0.022266,0.013928,-0.0033118,-0.0050622,-0.015014,0.011709,-0.025126,-0.0038125
"M273.891T1991.413",0.014609,0.0014947,0.0020362,-0.0092204,-0.011444,-0.016259,0.010403,-0.011183,0.0049481,-0.021872,0.035101,0.021235,-0.00049245,0.0071537,-0.0022655
"M991.717T1676.434",-0.0080289,-0.036987,-0.036998,0.010635,0.0011762,0.001704,-0.046332,-0.060796,0.0041706,0.019225,-0.036165,-0.013823,0.029182,0.01037,0.016643
"M519.387T1507.107",0.00058247,-0.017979,-0.013285,0.018789,0.020227,0.010088,0.010244,0.019985,0.010996,0.00074362,0.036227,-0.0024159,0.03672,-0.025956,-0.0065514
"M908.619T1557.26",-0.022054,-0.02756,0.031389,-0.041811,0.0017246,0.0081105,-0.023447,-0.058764,-0.05397,-0.037761,-0.0058809,-0.020673,0.032214,-0.036054,-0.014255
"M886.58T1536.307",-0.020459,-0.017557,0.03658,-0.043929,0.0097488,0.0096201,-0.0056064,0.040857,0.017234,-0.025822,-0.021201,-0.00061848,-0.0051887,-0.010751,0.011016
"M615.484T1373.389",0.00084868,-0.012738,0.023523,0.022355,0.032489,-0.038544,0.0052215,-0.0035207,0.062159,-0.015691,0.019838,-0.012853,0.0137,0.015203,-0.00051453
"M669.539T1543.447",-0.015294,-0.019529,0.017447,0.0056973,-0.025001,0.019024,0.026876,0.03604,-0.020448,-0.0074261,-0.059018,0.02577,-0.0087689,0.038263,0.010854
"M833.242T1612.704",0.012439,-0.018584,0.019776,0.012285,0.015754,0.021648,0.0018594,-0.033367,-0.11522,-0.070451,-0.080235,0.027395,-0.13839,0.021983,0.0043536
"M857.578T1508.978",-0.0061967,-0.034038,0.0065539,-0.039319,-0.0062894,0.0015936,-0.033902,-0.011389,-0.0066528,-0.015614,0.025637,0.01004,0.012819,0.0035758,-0.0074033
"M284.199T1509.25",-0.0087611,8.311e-05,0.013193,-0.0012251,-0.0033081,-0.0053853,-0.017089,0.006348,-0.0011775,-0.010656,-0.010779,0.010265,0.033548,0.0047513,-0.0011462
"M545.398T1401.37",0.0020775,0.018871,-0.0027535,-0.0070781,-0.027849,-0.030669,0.012385,0.0029816,-0.0077202,-0.006726,-0.017734,-0.017395,0.00054075,-0.012817,-0.010254
"M709.527T1642.128",-0.023902,-0.033608,-0.013199,0.012887,-0.0025454,-0.0071083,-0.0086844,0.0084406,0.018977,-0.00048971,0.0053302,-0.0051218,-0.0023009,-0.0079493,-0.005523
"M891.586T1523.868",-0.013876,-0.031057,0.0048354,-0.031712,0.015383,-0.011181,-0.017789,-0.027326,0.024968,0.011397,0.0095559,0.037677,0.010669,-0.031495,-0.0025067
"M641.505T1439.707",0.016735,-0.012067,-0.017864,-0.020484,0.015872,0.004193,0.050697,0.015824,0.0062263,0.014981,-0.065953,-0.038445,0.036398,0.018538,0.003668
"M930.569T1490.033",-0.025363,-0.032046,0.027983,-0.017344,0.02019,0.0058653,0.018435,-0.010135,-0.003495,0.0042464,-0.017181,-0.012568,-0.028694,0.0069266,-0.00057632
"M393.862T1820.109",-0.0078575,-0.0048581,0.00082956,0.0071373,0.009885,0.016874,0.0029277,-0.0072929,0.025764,0.0097871,0.0086937,0.00082611,-0.0019937,-0.0020464,0.00047706
"M700.599T1557.484",-0.016553,-0.013374,0.014992,0.017014,-0.0097736,-0.027947,-0.054434,-0.055198,-0.035873,0.021839,-0.039172,-0.0031848,-0.036439,-0.043836,-0.0030982
"M669.531T1507.08",-0.016847,-0.025383,0.012148,0.0047683,-0.018278,0.020924,0.030283,0.02364,-0.018481,-0.013014,-0.059321,0.032909,-0.0025407,0.036651,0.013576
"M572.541T1526.07",-0.0016115,-0.022102,-0.020207,-0.0059152,0.0045417,0.037852,0.013767,0.032412,-0.055182,-0.014702,0.034442,0.025367,-0.035144,0.011408,0.00046459
"M913.567T1470.553",-0.025346,-0.029844,0.038456,-0.051866,0.015993,-0.0011385,0.015799,-0.01235,-0.016319,-0.018693,-0.031614,-0.019645,-0.013068,-0.015955,-0.0041421
"M396.223T1712.492",-0.0042755,-0.038653,-0.019692,0.046775,0.053788,-0.055322,-0.065627,0.006182,-0.052262,-0.020838,-0.012707,-0.013363,-0.013726,0.017866,0.00016145
"M387.235T1108.062",0.023181,-0.019216,0.0015039,0.012096,-0.0062558,-0.044369,-0.0069756,0.010093,-0.027468,0.01597,-0.0061706,-0.036867,0.028019,0.018847,0.0010155
"M857.586T1540.43",-0.0010154,-0.030672,0.010428,-0.040853,-0.0033576,-0.0029012,-0.029368,-0.0067873,-0.0065028,-0.012438,0.028488,0.017781,0.012841,-0.0049382,-0.001375
"M913.569T1491.061",-0.02722,-0.030984,0.037822,-0.051852,0.017069,-0.0007883,0.015284,-0.01627,-0.016855,-0.014883,-0.021719,-0.019729,-0.012669,-0.013196,-0.0054558
"M933.608T1624.867",-0.021299,-0.020878,0.04812,-0.028984,0.0065763,-0.045495,0.0098639,0.032284,-0.013096,0.027343,0.015723,-0.0331,0.014587,0.041499,-0.012929
"M820.506T1574.276",-0.032106,-0.0046335,0.039913,-0.001877,-0.019275,0.00064323,-0.00060203,-0.027857,-0.023323,-0.0038386,-0.017782,0.078634,0.027322,0.042241,0.0039834
"M436.428T1590.788",-0.040175,-0.0014364,0.040483,0.018803,-0.014594,-0.018329,0.037469,0.050349,0.050264,-0.082818,0.02209,-0.032928,0.0047248,-0.01361,0.0033315
"M629.509T1624.418",-0.018743,-0.030306,-0.0018307,0.034727,0.00053133,-0.055386,0.040698,-0.0067133,-0.022663,-0.0095624,0.012111,-0.016957,0.011973,-0.025961,0.0021344
"M809.528T1642.498",-0.036672,-0.014345,0.037732,-0.028745,-0.044417,0.037617,-0.0032472,-0.0029652,-0.030129,0.0012297,-0.01663,-0.0054499,-0.044296,0.047039,0.0012854
"M699.594T1459.589",-0.018984,-0.031969,0.021412,0.00062777,-0.021852,-0.041732,-0.076746,-0.041571,-0.063952,0.029469,-0.021428,0.022724,-0.017921,-0.024985,0.011836
"M642.513T1591.557",-0.019621,-0.039153,-0.011146,0.02575,0.001968,-0.047122,0.015604,0.013446,0.0033116,-0.0006068,0.0099165,-0.011841,-0.028857,-0.022465,0.0036196
"M602.51T1575.45",-0.021629,-0.013573,0.012332,0.017048,-0.024056,0.0090004,0.045554,0.028749,-0.022739,-0.015498,-0.018802,-0.0083294,0.021446,0.023878,-0.0044322
"M383.284T1439.726",0.0068114,0.002015,0.021039,-0.01156,0.02601,-0.0096029,-0.010895,-0.010794,0.037372,-0.00105,0.011698,-0.021347,0.021757,0.0027196,-0.0075564
"M315.215T1607.605",-0.019894,-0.041038,-0.01999,0.012888,-0.0059695,0.0039116,0.00053793,0.018956,-0.012322,0.0082052,0.027735,0.015489,0.020245,0.0046852,-0.0016391
"M949.6T1601.965",-0.021303,-0.018702,0.043667,-0.042539,0.010315,-0.034559,0.0065794,-0.033988,-0.014789,-0.023089,0.016494,-0.023202,0.0039165,-0.020702,-0.00080241
"M361.241T1490.042",0.0027395,-0.012405,-0.0043845,0.012228,0.027334,0.044289,-0.020959,0.0047068,0.054534,0.048135,0.019445,0.022975,-0.010028,0.013501,0.0031485
"M853.59T1540.43",-0.011445,-0.033553,0.021212,-0.022593,0.019613,-0.0035697,-0.025443,0.007588,0.026679,-0.0030039,0.0020103,-0.0094672,0.0006953,0.0050779,-0.002683
"M313.164T1450.838",0.0093876,-0.0047004,-0.00063938,0.013383,0.010478,0.014169,0.0061322,-0.016537,0.0053837,-0.012655,0.019632,0.023311,0.024232,-0.0057864,-0.0032268
"M721.577T1609.803",-0.023519,-0.035757,0.014356,0.0056176,-0.024536,-0.029015,-0.072445,-0.02615,-0.065088,0.015593,-0.011033,-0.0032279,-0.015968,-0.015707,-0.0022655
"M565.558T1423.01",-0.01299,0.03033,0.021274,0.0079353,0.003609,0.020301,-0.047986,-0.014276,0.029905,0.015415,-0.030843,-0.031282,0.017616,-0.0080609,-0.0048385
"M426.391T1557.26",-0.01436,-0.023156,0.013187,0.0017689,-0.0049016,0.0036926,0.012515,0.0030788,0.007435,0.015786,0.011995,0.010192,0.0072894,0.0059291,0.004315
"M699.595T1557.568",-0.020939,-0.033716,0.020323,0.0023137,-0.025632,-0.037973,-0.078747,-0.039685,-0.058248,0.024274,-0.018379,0.013882,-0.02311,-0.01444,0.0052337
"M430.312T1463.866",-0.01385,-0.019656,-0.007598,0.0023833,-0.0014215,0.0041741,-0.0065417,0.0084073,0.0028208,-0.017181,0.0084159,0.0043309,0.0040302,0.006757,-0.0018747
"M385.289T1269.605",0.01841,0.0015925,-0.030419,-0.0098051,0.068583,0.028325,-0.016582,-0.010709,-0.029832,0.00037678,-0.014256,-0.0062228,0.011648,0.015104,-0.0027595
"M866.582T1523.593",-0.014119,-0.024854,0.041911,-0.047831,0.024348,0.0054776,-0.0021449,0.0031294,0.022039,-0.014945,0.012258,-0.010058,-0.0028485,0.037568,0.011551
"M731.268T924.482",0.030727,-0.0095872,-0.011858,0.0074997,0.0018925,0.01849,-0.027623,0.006248,-0.018566,-0.024361,-0.0014884,-0.015556,-0.040793,-0.02356,-0.002036
"M273.168T1570.267",-0.015459,-0.013467,-0.015304,0.0089903,0.0055123,-0.0010508,0.010258,0.0036798,0.018508,-0.0029837,-0.00091141,-0.043641,-0.0080493,0.024337,0.0036105
"M327.176T1612.829",-0.025226,-0.034494,-0.021162,0.021795,-0.013764,0.014801,-0.010595,0.0097143,0.003124,0.0019922,0.0054519,-0.020441,0.0061008,-0.0024232,-0.0065317
"M341.269T1269.605",0.017337,0.0031574,-0.017788,-0.0051053,0.060813,0.036173,-0.020544,-0.026949,-0.019221,-0.0056326,0.0024487,0.018356,-0.0033541,0.00020682,0.006837
"M965.704T1619.342",0.011769,-0.015844,0.0072344,0.0074392,0.065134,-0.091888,-0.029707,-0.009431,0.011792,-0.021291,0.029651,-0.027868,0.015674,0.015556,-0.0047815
"M589.501T1621.712",-0.025244,-0.025025,0.019648,0.039548,-0.0039865,-0.029805,0.021546,0.0012812,-0.030193,-0.0035767,-0.038254,-0.0095163,0.014684,0.017391,0.0017159
"M697.593T1624.559",-0.0064476,-0.027177,0.022781,0.02696,0.0087153,-0.062269,0.012441,-0.021353,0.013252,-0.018047,0.015505,-0.031256,-0.0070855,0.0018845,0.00077381
"M511.361T1439.891",-0.0057774,-0.012944,-0.0022176,-0.0057694,-0.028561,0.0043899,0.030063,0.011707,-0.0028167,0.0006785,-0.028157,-0.02096,0.033167,0.019095,-0.0041917
"M311.146T1456.932",0.0091125,0.0080494,-0.022772,-0.012035,-0.0022237,-0.033973,-0.0094909,0.025046,0.011366,-0.0047361,0.014183,0.015743,-0.0014093,-0.029504,-0.0053186
"M694.61T1663.824",-0.024502,-0.037264,0.018771,0.011147,-0.038883,-0.069981,-0.0040462,0.0035321,0.050159,-0.014837,0.0062702,0.08601,0.05269,0.028086,-0.00041433
"M441.315T1442.696",0.0054282,0.011798,0.013937,0.0068821,-0.0090378,-0.0039295,-0.0099713,0.013372,-0.015587,-0.015943,0.037616,0.017104,-0.010965,-0.023397,0.00039158
"M913.567T1518.016",-0.027173,-0.031433,0.038333,-0.051222,0.016707,-0.0008037,0.014946,-0.015776,-0.011897,-0.014869,-0.025334,-0.016516,-0.014763,-0.018464,0.00047145
"M917.594T1518.016",-0.014172,-0.028576,0.017745,-0.037539,0.0081754,0.028366,-0.032353,-0.0041937,-0.035187,-0.0055991,-0.0048232,-0.023055,-0.014142,-0.00062391,-0.0020437
"M965.705T1641.413",0.01088,-0.017184,0.0081643,0.014321,0.05881,-0.091001,-0.020476,-0.016439,0.013862,-0.031453,0.043149,-0.012042,0.027067,0.036451,0.0013365
"M534.444T1557.26",-0.012005,-0.028594,0.0048235,0.036236,0.010631,-0.015752,0.0088326,0.023051,-0.003156,0.011385,-0.003775,0.018551,0.01026,0.0058185,-0.0015488
"M929.562T1512.438",-0.022524,-0.028621,0.031596,-0.019581,0.024033,0.010138,0.049062,-0.010313,-0.022966,-0.0018985,-0.01853,-0.019631,-0.012882,-0.053129,0.0062577
"M327.177T1330.308",0.0010636,1.5138e-05,-0.018745,0.0049322,-0.012519,-0.0071416,-0.012109,-0.020155,-0.018365,0.020469,0.009922,0.001723,0.017483,0.00072879,-0.0053253
"M385.291T1291.55",0.016714,-0.00074944,-0.029385,-0.0079652,0.062033,0.026759,-0.013509,-0.011037,-0.026861,-0.0021638,-0.010316,-0.0002007,0.0090418,0.012516,0.0001145
"M312.324T1587.373",-0.0019997,-0.025325,-0.039679,-0.016711,0.0059185,-0.015414,0.026244,0.0088767,-0.029205,-0.01123,-0.017929,0.017333,0.017447,0.0044595,0.00037016
"M614.483T1523.593",-0.017506,-0.014738,-0.00041371,0.028952,0.017791,0.022137,-0.0086764,-0.0092685,0.024237,-0.011701,-0.0063489,0.0063222,0.0093788,-0.009007,0.0028716
"M574.479T1609.148",-0.0080861,-0.014813,-0.014281,0.017416,0.025922,0.046699,0.077338,-0.034413,-0.0063742,-0.058727,0.039128,-0.0082901,-0.047243,-0.018663,0.0020659
"M327.072T884.787",0.011071,0.0066818,0.012779,0.00071804,-0.050402,-0.02232,0.025727,-0.019501,-0.019106,-0.0057515,0.016844,0.0011469,-0.036727,-0.0023123,0.0035212
"M304.299T1477.289",-0.023161,0.0095998,0.0024894,0.011188,0.015935,0.024403,-0.055048,-0.0088208,0.029072,0.018483,-0.011916,-0.0082011,0.015455,-0.0046327,-0.005555
"M373.365T1591.631",-0.011369,-0.014139,0.0056119,-0.0042826,-0.01632,-0.0026693,0.0071156,0.0067815,-0.022135,-0.0072062,-0.018312,-0.015972,-0.011123,0.019956,0.0014352
"M419.086T1291.55",-0.01074,-0.012144,0.010925,-0.012039,-0.029464,0.0063936,0.0016576,0.0051409,-0.0075198,-0.0066042,-0.016656,-0.0016425,0.00082668,0.014836,0.0022413
"M312.324T1609.304",-0.0043841,-0.02933,-0.039765,-0.016295,0.0089018,-0.011544,0.027211,0.0068738,-0.020284,-0.0066307,-0.015182,0.022631,0.022671,-0.004319,-0.0042925
"M494.565T1422.678",-0.0064619,-0.018937,-0.005049,0.0046953,0.040574,0.027445,-0.01955,-0.00027194,0.002865,0.0022057,-0.010534,0.0096423,0.0081075,0.015003,-0.00057832
"M736.521T1490.314",0.0022177,-0.017064,0.0087347,0.03347,0.015383,-0.046016,-0.050665,-0.0071301,-0.014805,-0.012788,0.00042136,0.0067342,-0.010129,-0.0001763,0.004311
"M505.253T1373.377",-0.0010673,-0.017502,-0.0016806,0.012179,-0.060609,0.014142,-0.00042804,0.010144,-0.0028294,-0.020196,-0.050103,0.040845,-0.057219,-0.0074673,0.015463
"M914.568T1523.568",-0.024361,-0.026103,0.036261,-0.056312,0.018288,-0.00292,0.0086234,-0.011743,-0.018132,-0.0019241,-0.013386,-0.008073,-0.0022165,-0.034378,0.0082556
"M945.57T1518.016",-0.022281,-0.035917,0.031517,-0.04399,-0.0039977,-0.028896,-0.0027252,0.012369,-0.11083,0.022233,0.068762,0.0025788,-0.0054079,0.045999,0.0002541
"M381.12T920.434",0.0082096,-0.0098843,-0.0079981,0.010507,0.032435,0.045378,-0.021008,0.031649,-0.009593,-0.008824,-0.032293,-0.048115,-0.026145,-0.0014515,-0.0052666
"M567.432T1641.413",-0.027896,-0.036041,0.0056975,0.012795,-0.018375,-0.00080424,0.023939,-0.022332,-0.020493,0.022045,0.0050639,-1.0936e-05,-0.029528,-0.0017291,0.0015556
"M859.595T1509.101",-0.0076546,-0.028736,0.018055,-0.042862,0.017255,-0.0045415,-0.012853,0.00019159,0.012217,-0.018094,0.025157,-0.0044665,0.0038155,-0.0031667,-0.01303
"M568.443T1523.593",-0.0098053,-0.026485,0.010668,-0.018817,0.026202,0.011291,0.0067958,0.010074,-0.010108,-0.029054,-0.020464,0.027521,0.016049,0.0096999,0.0016875
"M842.589T1574.486",-0.010618,-0.032911,-0.0086338,-0.031015,-0.017774,0.012225,-0.026237,0.0010581,-0.0090604,-0.0083606,0.019654,0.039313,0.0069505,0.0082484,-0.0056677
"M511.374T1540.43",-0.0089541,-0.024804,-0.018024,0.0033181,-0.014666,-0.010604,0.040397,-0.0043274,-0.0034374,-0.015864,-0.054432,0.0038708,0.056595,0.065898,0.0013084
"M993.719T1518.016",-0.0065614,-0.033692,-0.008379,-0.055306,-0.014379,0.0092714,-0.025341,-0.04086,0.014228,0.013588,-0.0040253,0.013303,-0.022509,-0.012628,-0.0039249
"M685.539T1591.061",-0.01699,-0.032107,0.01008,0.0164,-0.0027885,-0.053141,0.015962,-0.0033794,0.030689,0.014971,0.00072099,0.019995,0.00084866,-0.021833,-0.0071881
"M700.599T1463.866",-0.011669,-0.013409,0.026401,0.004895,-0.012222,-0.035225,-0.069884,-0.052807,-0.043023,0.019681,-0.033194,0.012806,-0.017006,-0.036342,-0.0056864
"M876.617T1446.028",-0.014458,-0.019456,0.022553,-0.043704,0.030709,-0.013587,0.0089681,0.02482,-0.035071,-0.01657,0.025223,-0.0070393,0.013782,-0.0089808,-0.0027786
"M425.214T1609.261",-0.021673,-0.02936,-0.012207,0.015297,0.0034755,0.00078487,-0.0076637,-0.015564,0.01594,-0.0085438,0.0050915,-0.0085782,-0.0049558,-0.00016305,-0.0037415
"M883.583T1506.898",-0.017411,-0.038341,0.026097,-0.036096,0.032145,-0.0073972,0.0067438,-3.0586e-05,0.017528,0.0030608,0.032902,-0.013598,0.019864,0.0034875,-0.0043163
"M516.411T1568.021",-0.010868,-0.028151,-0.0012808,0.014511,-0.00086168,-0.051169,0.0027537,0.0094739,0.022924,0.02071,0.0029114,-0.0044025,-0.012635,-0.014403,-0.0039316
