"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M862.322T843.183,3.018,0.075812,1.1203,0.4824,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M873.342T973.898,3.0119,0.076158,1.1183,0.4824,First-tp_Fusarium - First-tp_Control
M635.243T900.968,3.0108,0.076224,1.1179,0.4824,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Xanthomonas
M555.447T1456.772,2.996,0.077087,1.113,0.48363,First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M914.571T1376.163,2.9901,0.077431,1.1111,0.48363,First-tp_Drought - First-tp_Fusarium
M913.569T1358.969,2.9798,0.078037,1.1077,0.48363,First-tp_Drought - First-tp_Fusarium
M267.266T1390.374,2.9724,0.078478,1.1053,0.48363,First-tp_Xanthomonas - First-tp_Drought
M854.343T843.183,2.9713,0.078544,1.1049,0.48363,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M889.346T843.183,2.9695,0.078655,1.1043,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M351.184T1174.288,2.9618,0.079116,1.1017,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Xanthomonas
M319.223T1240.387,2.9578,0.079356,1.1004,0.48363,First-tp_Control - First-tp_Fusarium
M977.7T1446.028,2.9455,0.080109,1.0963,0.48363,First-tp_Drought - First-tp_Fusarium
M887.342T862.119,2.945,0.080134,1.0962,0.48363,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M637.411T1406.122,2.9445,0.080167,1.096,0.48363,First-tp_Xanthomonas - First-tp_Fusarium
M1075.422T902.377,2.9356,0.080713,1.0931,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1013.72T1325.086,2.9264,0.081285,1.09,0.48363,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M481.362T1439.996,2.9211,0.081615,1.0882,0.48363,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought
M311.146T1456.932,2.9184,0.081785,1.0873,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Xanthomonas
M996.384T957.42,2.9167,0.081891,1.0868,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M681.474T1424.253,2.9138,0.082072,1.0858,0.48363,First-tp_Xanthomonas - First-tp_Fusarium
M795.538T1275.021,2.9089,0.082381,1.0842,0.48363,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M589.459T1264.044,2.9065,0.082536,1.0834,0.48363,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M630.465T1474.173,2.9058,0.082577,1.0831,0.48363,First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M807.348T918.929,2.9036,0.082715,1.0824,0.48363,First-tp_Fusarium - First-tp_Control
M312.323T1418.36,2.9014,0.082854,1.0817,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Xanthomonas
M683.47T1371.844,2.9001,0.08294,1.0812,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M718.279T900.968,2.8931,0.083389,1.0789,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M787.545T1575.098,2.8881,0.083707,1.0772,0.48363,First-tp_Control - First-tp_Drought; First-tp_Control - First-tp_Fusarium; First-tp_Control - First-tp_Xanthomonas
M1033.392T828.514,2.8786,0.084322,1.0741,0.48363,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M873.333T828.514,2.8715,0.084788,1.0717,0.48363,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M873.355T919.58,2.8697,0.084902,1.0711,0.48363,First-tp_Fusarium - First-tp_Control
M734.268T924.482,2.8668,0.085094,1.0701,0.48363,First-tp_Fusarium - First-tp_Control
M503.18T942.609,2.8667,0.085099,1.0701,0.48363,First-tp_Fusarium - First-tp_Control
M874.349T992.353,2.8663,0.085125,1.0699,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M603.41T1440.081,2.8652,0.085198,1.0696,0.48363,First-tp_Xanthomonas - First-tp_Fusarium
M896.342T959.199,2.8632,0.085328,1.0689,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M866.357T1023.188,2.8616,0.085437,1.0684,0.48363,First-tp_Xanthomonas - First-tp_Control
M901.354T973.898,2.8601,0.085537,1.0678,0.48363,First-tp_Fusarium - First-tp_Control
M574.21T828.514,2.8591,0.0856,1.0675,0.48363,First-tp_Fusarium - First-tp_Control
M279.157T1436.378,2.8556,0.085831,1.0664,0.48363,First-tp_Control - First-tp_Drought; First-tp_Control - First-tp_Fusarium
M319.222T1221.035,2.8554,0.085849,1.0663,0.48363,First-tp_Control - First-tp_Fusarium
M917.581T1308.231,2.8533,0.085985,1.0656,0.48363,First-tp_Control - First-tp_Fusarium; First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M967.715T1574.486,2.8515,0.086107,1.065,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Drought
M818.318T990.311,2.8514,0.086114,1.0649,0.48363,First-tp_Fusarium - First-tp_Control
M651.516T1408.532,2.8502,0.086194,1.0645,0.48363,First-tp_Xanthomonas - First-tp_Fusarium
M371.26T1411.481,2.8476,0.086363,1.0637,0.48363,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M936.367T941.78,2.8452,0.086528,1.0628,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M867.338T941.124,2.8451,0.086529,1.0628,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M795.328T924.482,2.8406,0.086833,1.0613,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M814.33T1025.439,2.8394,0.086911,1.0609,0.48363,First-tp_Xanthomonas - First-tp_Control
M481.361T1422.828,2.8303,0.087528,1.0579,0.48363,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought
M632.473T1456.772,2.8293,0.0876,1.0575,0.48363,First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M671.245T813.875,2.8218,0.08811,1.055,0.48363,First-tp_Fusarium - First-tp_Control
M640.557T1608.472,2.8129,0.088721,1.052,0.48363,First-tp_Xanthomonas - First-tp_Drought
M817.265T776.817,2.8128,0.088723,1.052,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M593.489T1431.043,2.8082,0.089046,1.0504,0.48363,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M571.19T841.386,2.808,0.089054,1.0503,0.48363,First-tp_Xanthomonas - First-tp_Control
M948.363T924.637,2.8044,0.089305,1.0491,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M813.332T1056.081,2.8025,0.089435,1.0485,0.48363,First-tp_Xanthomonas - First-tp_Control
M837.328T857.905,2.8015,0.089508,1.0481,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M683.472T1406.703,2.7915,0.090206,1.0448,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M689.544T1473.566,2.79,0.090313,1.0443,0.48363,First-tp_Xanthomonas - First-tp_Control
M1132.44T940.951,2.7894,0.090354,1.0441,0.48363,First-tp_Fusarium - First-tp_Control
M791.348T1042.058,2.7888,0.090395,1.0439,0.48363,First-tp_Xanthomonas - First-tp_Control
M803.313T918.862,2.7881,0.090447,1.0436,0.48363,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M592.477T1439.652,2.785,0.090668,1.0425,0.48363,First-tp_Xanthomonas - First-tp_Fusarium
M415.326T1295.888,2.7826,0.090838,1.0417,0.48363,First-tp_Drought - First-tp_Control; First-tp_Drought - First-tp_Xanthomonas
M550.197T886.012,2.7803,0.091,1.041,0.48363,First-tp_Xanthomonas - First-tp_Control
M941.389T959.199,2.7798,0.091033,1.0408,0.48363,First-tp_Fusarium - First-tp_Control
M850.324T910.27,2.778,0.091158,1.0402,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M878.848T990.311,2.7687,0.091828,1.037,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M608.277T903.94,2.7681,0.091867,1.0368,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Xanthomonas
M425.215T1372.868,2.763,0.092235,1.0351,0.48363,First-tp_Drought - First-tp_Xanthomonas; First-tp_Fusarium - First-tp_Xanthomonas
M1147.442T940.951,2.763,0.092236,1.0351,0.48363,First-tp_Fusarium - First-tp_Control
M865.579T1358.969,2.7618,0.092322,1.0347,0.48363,First-tp_Drought - First-tp_Control
M834.317T857.905,2.7595,0.092486,1.0339,0.48363,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M311.153T1423.174,2.7581,0.092591,1.0334,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Drought; First-tp_Fusarium - First-tp_Xanthomonas
M1097.404T942.609,2.7577,0.092614,1.0333,0.48363,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M565.421T1295.888,2.7569,0.092675,1.033,0.48363,First-tp_Xanthomonas - First-tp_Fusarium
M928.384T992.948,2.7559,0.092747,1.0327,0.48363,First-tp_Xanthomonas - First-tp_Control
M670.528T1488.279,2.754,0.092883,1.0321,0.48363,First-tp_Xanthomonas - First-tp_Fusarium
M592.477T1456.705,2.7461,0.093464,1.0294,0.48555,First-tp_Xanthomonas - First-tp_Fusarium
M690.262T910.27,2.7422,0.093745,1.0281,0.48591,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M402.158T851.401,2.7353,0.094259,1.0257,0.48747,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M906.342T957.42,2.7299,0.094659,1.0238,0.4875,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M676.501T1423.01,2.7248,0.09504,1.0221,0.4875,First-tp_Xanthomonas - First-tp_Fusarium
M1031.387T924.482,2.7224,0.095214,1.0213,0.4875,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M301.14T1288.592,2.7189,0.095478,1.0201,0.4875,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Xanthomonas
M900.341T957.42,2.7127,0.095942,1.018,0.4875,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M735.275T891.807,2.7106,0.096101,1.0173,0.4875,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M951.367T943.327,2.71,0.096147,1.0171,0.4875,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1025.558T1119.866,2.7088,0.096241,1.0166,0.4875,First-tp_Drought - First-tp_Control
M641.505T1439.707,2.705,0.096526,1.0154,0.4875,First-tp_Drought - First-tp_Control
M1097.411T857.905,2.7046,0.096557,1.0152,0.4875,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M593.49T1557.453,2.704,0.096607,1.015,0.4875,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M631.469T1456.902,2.7006,0.096864,1.0138,0.48773,First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M968.365T917.809,2.6947,0.09731,1.0118,0.48845,First-tp_Xanthomonas - First-tp_Control
M488.187T973.898,2.6832,0.098199,1.0079,0.48845,First-tp_Fusarium - First-tp_Control
M449.347T1490.033,2.6798,0.098461,1.0067,0.48845,First-tp_Xanthomonas - First-tp_Drought
M555.456T1423.317,2.6779,0.098615,1.0061,0.48845,First-tp_Xanthomonas - First-tp_Fusarium
M301.141T1305.07,2.6769,0.098688,1.0057,0.48845,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Xanthomonas
M1009.394T924.637,2.673,0.098993,1.0044,0.48845,First-tp_Fusarium - First-tp_Control
M879.359T902.335,2.6724,0.099044,1.0042,0.48845,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M680.474T1439.81,2.6716,0.099103,1.0039,0.48845,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M993.379T943.327,2.6698,0.099243,1.0033,0.48845,First-tp_Fusarium - First-tp_Control
M327.176T1435.338,2.6689,0.099314,1.003,0.48845,First-tp_Fusarium - First-tp_Drought
M1051.394T940.951,2.6684,0.099353,1.0028,0.48845,First-tp_Xanthomonas - First-tp_Control
M433.146T798.136,2.6605,0.099977,1.0001,0.48991,First-tp_Fusarium - First-tp_Control
M937.593T1423.395,2.6588,0.10012,0.99949,0.48991,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M439.317T1401.37,2.6566,0.10029,0.99874,0.48991,First-tp_Xanthomonas - First-tp_Control
M387.25T1406.584,2.6495,0.10086,0.9963,0.49108,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M840.333T885.833,2.644,0.10129,0.99442,0.49108,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M430.319T1312.999,2.6432,0.10136,0.99413,0.49108,First-tp_Fusarium - First-tp_Control
M351.181T1136.851,2.6427,0.1014,0.99396,0.49108,First-tp_Fusarium - First-tp_Control
M659.432T1373.551,2.6402,0.1016,0.9931,0.49108,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M786.289T924.482,2.6308,0.10236,0.98987,0.49254,First-tp_Xanthomonas - First-tp_Control
M828.315T926.75,2.6292,0.10249,0.9893,0.49254,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M983.38T881.272,2.6285,0.10255,0.98907,0.49254,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M961.384T973.898,2.6189,0.10333,0.98575,0.49381,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M690.257T892.9,2.6149,0.10366,0.98439,0.49381,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M508.198T891.652,2.6113,0.10396,0.98313,0.49381,First-tp_Fusarium - First-tp_Control
M533.202T872.624,2.6105,0.10403,0.98284,0.49381,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M789.338T955.098,2.6079,0.10425,0.98194,0.49381,First-tp_Fusarium - First-tp_Control
M455.319T1542.988,2.597,0.10515,0.97817,0.49381,First-tp_Xanthomonas - First-tp_Drought
M792.31T959.199,2.5944,0.10538,0.97726,0.49381,First-tp_Xanthomonas - First-tp_Control
M603.424T1440.046,2.5938,0.10543,0.97705,0.49381,First-tp_Xanthomonas - First-tp_Drought
M1011.379T940.951,2.5923,0.10555,0.97656,0.49381,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M787.545T1557.515,2.5922,0.10556,0.97651,0.49381,First-tp_Control - First-tp_Fusarium
M1091.431T942.609,2.5904,0.10571,0.9759,0.49381,First-tp_Fusarium - First-tp_Control
M871.586T1542.988,2.5897,0.10577,0.97563,0.49381,First-tp_Fusarium - First-tp_Control
M853.347T926.093,2.5878,0.10593,0.97497,0.49381,First-tp_Xanthomonas - First-tp_Control
M837.318T945.789,2.5861,0.10607,0.97439,0.49381,First-tp_Fusarium - First-tp_Control
M884.32T942.609,2.5857,0.10611,0.97426,0.49381,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M383.187T1473.566,2.5828,0.10636,0.97324,0.49381,First-tp_Control - First-tp_Drought
M689.542T1488.279,2.5802,0.10658,0.97234,0.49381,First-tp_Xanthomonas - First-tp_Control
M1000.358T926.047,2.5788,0.10669,0.97186,0.49381,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M980.373T973.898,2.567,0.10771,0.96774,0.49639,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M949.361T934.647,2.5631,0.10804,0.9664,0.49639,First-tp_Xanthomonas - First-tp_Control
M371.166T1458.08,2.5623,0.10812,0.96611,0.49639,First-tp_Control - First-tp_Drought
M909.347T843.183,2.5622,0.10812,0.9661,0.49639,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M1006.373T828.514,2.5534,0.10888,0.96303,0.49664,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M393.25T1170.538,2.5472,0.10943,0.96086,0.49664,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M926.605T1358.969,2.5459,0.10955,0.96039,0.49664,First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M706.26T821.568,2.5433,0.10977,0.9595,0.49664,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M988.369T843.183,2.5421,0.10988,0.95907,0.49664,First-tp_Fusarium - First-tp_Control
M574.213T908.018,2.542,0.10989,0.95903,0.49664,First-tp_Fusarium - First-tp_Control
M1047.412T924.482,2.5404,0.11003,0.9585,0.49664,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M809.542T1457.035,2.5403,0.11004,0.95845,0.49664,First-tp_Control - First-tp_Fusarium
M607.446T1439.489,2.5393,0.11012,0.95812,0.49664,First-tp_Xanthomonas - First-tp_Fusarium
M999.386T843.183,2.5272,0.11121,0.95387,0.49828,First-tp_Fusarium - First-tp_Control
M476.194T828.514,2.5269,0.11123,0.95377,0.49828,First-tp_Fusarium - First-tp_Control
M869.577T1456.932,2.5261,0.11131,0.95347,0.49828,First-tp_Xanthomonas - First-tp_Fusarium
M605.218T850.472,2.5252,0.11138,0.95318,0.49828,First-tp_Fusarium - First-tp_Control
M787.544T1540.701,2.5231,0.11158,0.95243,0.49828,First-tp_Control - First-tp_Drought; First-tp_Control - First-tp_Fusarium
M370.348T1575.63,2.5168,0.11214,0.95023,0.4994,First-tp_Fusarium - First-tp_Drought; First-tp_Fusarium - First-tp_Xanthomonas
M571.201T892.9,2.5135,0.11244,0.94908,0.4994,First-tp_Xanthomonas - First-tp_Control
M809.533T1473.254,2.5131,0.11248,0.94893,0.4994,First-tp_Control - First-tp_Fusarium
M818.326T857.905,2.5037,0.11333,0.94565,0.5,First-tp_Fusarium - First-tp_Control
M870.346T973.898,2.5025,0.11345,0.94521,0.5,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M762.288T940.951,2.5014,0.11355,0.94483,0.5,First-tp_Xanthomonas - First-tp_Control
M565.403T1389.183,2.5011,0.11357,0.94474,0.5,First-tp_Xanthomonas - First-tp_Fusarium
M819.312T959.199,2.4996,0.11371,0.94422,0.5,First-tp_Fusarium - First-tp_Control
M985.385T959.199,2.4971,0.11394,0.94331,0.50008,First-tp_Xanthomonas - First-tp_Control
M326.288T1456.744,2.4915,0.11446,0.94135,0.50138,First-tp_Fusarium - First-tp_Drought
M556.199T909.479,2.486,0.11497,0.93943,0.50166,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M957.379T959.199,2.4845,0.1151,0.93891,0.50166,First-tp_Xanthomonas - First-tp_Control
M1141.384T769.852,2.4832,0.11523,0.93843,0.50166,First-tp_Xanthomonas - First-tp_Control
M654.541T1386.472,2.4814,0.1154,0.93781,0.50166,First-tp_Xanthomonas - First-tp_Fusarium
M989.67T1341.992,2.4751,0.11599,0.93558,0.50328,First-tp_Xanthomonas - First-tp_Fusarium
M803.314T959.886,2.4691,0.11655,0.93348,0.50477,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M555.454T1439.586,2.4604,0.11737,0.93043,0.50737,First-tp_Xanthomonas - First-tp_Fusarium
M547.402T1437.709,2.4533,0.11805,0.92793,0.50934,First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M790.331T974.804,2.446,0.11875,0.92535,0.51016,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1077.42T926.047,2.4457,0.11879,0.92523,0.51016,First-tp_Xanthomonas - First-tp_Control
M735.268T909.479,2.4444,0.11891,0.92478,0.51016,First-tp_Drought - First-tp_Control
M520.182T875.234,2.4405,0.11929,0.9234,0.51082,First-tp_Xanthomonas - First-tp_Control
M840.325T843.183,2.4359,0.11974,0.92178,0.51103,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M589.434T1295.888,2.4355,0.11978,0.92161,0.51103,First-tp_Drought - First-tp_Fusarium
M522.261T1109.944,2.4328,0.12004,0.92066,0.51119,First-tp_Drought - First-tp_Control; First-tp_Drought - First-tp_Fusarium
M602.243T872.624,2.4242,0.12089,0.91761,0.51326,First-tp_Drought - First-tp_Control
M938.336T754.756,2.4233,0.12098,0.9173,0.51326,First-tp_Fusarium - First-tp_Control
M731.268T924.482,2.4175,0.12155,0.91523,0.51417,First-tp_Fusarium - First-tp_Control
M690.261T940.951,2.4165,0.12165,0.91488,0.51417,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M319.224T1130.198,2.4128,0.12202,0.91356,0.51417,First-tp_Control - First-tp_Fusarium
M817.32T1025.439,2.4095,0.12235,0.91239,0.51417,First-tp_Xanthomonas - First-tp_Control
M505.273T1221.035,2.4088,0.12242,0.91215,0.51417,First-tp_Drought - First-tp_Control
M863.509T1256.368,2.4003,0.12327,0.90914,0.51417,First-tp_Control - First-tp_Drought
M837.33T941.332,2.3958,0.12372,0.90754,0.51417,First-tp_Fusarium - First-tp_Control
M558.46T1591.049,2.3912,0.12419,0.90591,0.51417,First-tp_Fusarium - First-tp_Drought
M1085.421T973.898,2.3879,0.12453,0.90472,0.51417,First-tp_Xanthomonas - First-tp_Control
M1080.395T940.951,2.3866,0.12466,0.90428,0.51417,First-tp_Xanthomonas - First-tp_Control
M565.397T1373.252,2.3865,0.12467,0.90424,0.51417,First-tp_Xanthomonas - First-tp_Fusarium
M424.204T1541.842,2.3855,0.12477,0.90389,0.51417,First-tp_Control - First-tp_Drought
M530.218T901.604,2.3846,0.12487,0.90355,0.51417,First-tp_Xanthomonas - First-tp_Control
M867.583T1492.083,2.3798,0.12536,0.90184,0.51417,First-tp_Xanthomonas - First-tp_Fusarium
M886.353T1006.792,2.3782,0.12552,0.90128,0.51417,First-tp_Xanthomonas - First-tp_Control
M693.468T1473.286,2.3718,0.12619,0.89898,0.51417,First-tp_Control - First-tp_Fusarium
M791.523T1408.532,2.3708,0.12629,0.89864,0.51417,First-tp_Fusarium - First-tp_Drought
M715.242T840.997,2.3698,0.12639,0.89828,0.51417,First-tp_Fusarium - First-tp_Control
M957.382T942.226,2.3655,0.12684,0.89676,0.51417,First-tp_Xanthomonas - First-tp_Control
M591.474T1402.346,2.3651,0.12688,0.8966,0.51417,First-tp_Xanthomonas - First-tp_Fusarium
M1063.401T857.905,2.3633,0.12707,0.89594,0.51417,First-tp_Xanthomonas - First-tp_Control
M659.418T1406.262,2.3625,0.12715,0.89567,0.51417,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M617.489T1624.961,2.3595,0.12747,0.89459,0.51417,First-tp_Xanthomonas - First-tp_Drought
M790.34T953.298,2.3584,0.12758,0.89421,0.51417,First-tp_Fusarium - First-tp_Control
M882.48T1339.403,2.3563,0.1278,0.89345,0.51417,First-tp_Control - First-tp_Drought
M1057.419T812.644,2.356,0.12784,0.89335,0.51417,First-tp_Drought - First-tp_Control
M343.88T1825.664,2.3554,0.1279,0.89313,0.51417,First-tp_Control - First-tp_Xanthomonas
M889.582T1376.163,2.3507,0.1284,0.89145,0.51417,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M637.412T1422.711,2.3497,0.1285,0.8911,0.51417,First-tp_Xanthomonas - First-tp_Fusarium
M403.166T879.397,2.3496,0.12851,0.89105,0.51417,First-tp_Fusarium - First-tp_Control
M923.356T798.136,2.3489,0.12858,0.89082,0.51417,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M769.489T1272.035,2.3473,0.12875,0.89025,0.51417,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M889.338T942.609,2.3468,0.12881,0.89006,0.51417,First-tp_Xanthomonas - First-tp_Control
M817.264T804.01,2.3466,0.12882,0.89,0.51417,First-tp_Xanthomonas - First-tp_Control
M954.596T1492.083,2.3416,0.12936,0.88819,0.51523,First-tp_Xanthomonas - First-tp_Fusarium
M769.495T1343.802,2.3372,0.12983,0.88661,0.51523,First-tp_Control - First-tp_Fusarium
M642.504T1347.309,2.3353,0.13004,0.88594,0.51523,First-tp_Drought - First-tp_Control
M649.243T924.482,2.3326,0.13032,0.88499,0.51523,First-tp_Fusarium - First-tp_Control
M651.489T1406.004,2.3307,0.13053,0.88429,0.51523,First-tp_Xanthomonas - First-tp_Fusarium
M652.249T924.637,2.3295,0.13066,0.88387,0.51523,First-tp_Fusarium - First-tp_Control
M571.455T1406.584,2.3295,0.13066,0.88385,0.51523,First-tp_Xanthomonas - First-tp_Fusarium
M1029.422T872.624,2.3271,0.13091,0.88302,0.51533,First-tp_Drought - First-tp_Control
M901.85T990.311,2.3228,0.13138,0.88146,0.51629,First-tp_Fusarium - First-tp_Control
M841.332T843.183,2.3139,0.13235,0.87826,0.51821,First-tp_Fusarium - First-tp_Control
M887.334T886.012,2.3133,0.13242,0.87804,0.51821,""
M484.189T891.652,2.3119,0.13257,0.87756,0.51821,First-tp_Xanthomonas - First-tp_Control
M919.363T957.42,2.31,0.13278,0.87688,0.51821,First-tp_Xanthomonas - First-tp_Control
M1059.43T783.656,2.3068,0.13314,0.87571,0.51852,First-tp_Xanthomonas - First-tp_Control
M837.325T924.637,2.3033,0.13352,0.87446,0.51852,First-tp_Fusarium - First-tp_Control
M899.349T990.311,2.2999,0.13389,0.87324,0.51852,""
M427.236T1595.406,2.2994,0.13395,0.87305,0.51852,First-tp_Control - First-tp_Drought
M679.452T1355.733,2.2963,0.13429,0.87194,0.51852,First-tp_Xanthomonas - First-tp_Fusarium
M624.433T1278.929,2.2952,0.13442,0.87154,0.51852,First-tp_Xanthomonas - First-tp_Fusarium
M639.422T1384.421,2.2931,0.13466,0.87077,0.51852,""
M542.195T828.514,2.293,0.13467,0.87074,0.51852,First-tp_Xanthomonas - First-tp_Control
M532.193T923.948,2.2909,0.1349,0.86999,0.51855,First-tp_Xanthomonas - First-tp_Control
M789.339T976.015,2.2877,0.13526,0.86884,0.51905,First-tp_Fusarium - First-tp_Control
M557.469T1325.086,2.281,0.13601,0.86643,0.51935,First-tp_Xanthomonas - First-tp_Fusarium
M764.517T1325.086,2.2801,0.13611,0.8661,0.51935,First-tp_Drought - First-tp_Control
M409.275T1322.624,2.2799,0.13614,0.86603,0.51935,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
