"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"M1236.259T13.113","23132.266","23132.266","23132.266","23132.266","23059.2598","22224.474","26055.578","23215.226","20529.811","20689.848","21908.233","23867.388","24788.142","23847.186","26413.167","19859.75","22222.429","23981.224","26940.628","29539.828","21785.678","26037.001","22802.389","24998.772","23585.05","22235.193","25301.248","24933.824","22236.708","18206.702","22231.91","24545.9904","23598.237","24793.389","24274.093","22934.598","27102.431","25403.984","24795.791","21257.709","21257.709","26275.093","25049.812","23690.969","25400.361","24372.9","21550.366","24955.361","15100.818","26421.898","23883.061","24438.411","24847.549","26529.489"
"M1236.261T13.111","23084.431","23084.431","23084.431","23084.431","23070.3426","21173.267","24261.239","26199.153","20532.517","21139.345","21860.147","23859.842","25309.786","24996.003","27484.424","20331.064","22169.057","23974.411","25375.553","28353.695","22351.353","24572.176","22802.389","25570.076","24677.084","22414.089","25301.468","24233.136","22232.172","18173.632","22953.244","24544.9967","22771.71","25711.856","24267.345","22988.674","23438.73","25396.572","25882.297","21749.087","21749.087","27214.147","26821.801","22861.538","24165.005","21624.918","24631.509","26312.853","15100.578","27562.961","23968.825","24427.657","24151.838","26511.835"
"M1236.508T13.11","17667.912","17667.912","17667.912","17667.912","16210.0897","19394.008","18857.69","19830.933","19899.877","17946.226","19248.955","19057","21225.14","18577.514","19231.272","19356.3","16967.446","18957.633","17920.653","20753.194","18164.531","18352.292","18896.593","18784.184","19346.595","17159.324","19174.479","20394.266","19307.75","15151.142","18215.423","19251.0496","18584.152","18285.275","18506.596","19642.752","20629.983","17150.639","20692.174","16884.603","16884.603","18808.468","19066.66","17743.11","18007.752","16421.928","17568.967","18871.408","17276.699","23831.465","18534.333","18811.948","17119.204","21940.778"
"M1236.757T13.113","22348.479","22348.479","22348.479","22348.479","27472.3068","21871.8","25475.837","24317.856","24639.694","20196.854","25951.276","26461.146","26483.212","22296.899","22925.485","27436.543","24316.64","24675.575","27123.597","24962.15","21043.477","24520.633","23010.701","26146.204","23734.41","21159.039","23423.709","23949.252","20775.001","17719.255","19019.427","25568.0131","24506.569","26376.509","26567.539","22035.94","26094.048","24477.667","28207.821","22807.105","22807.105","23880.542","25126.657","25052.166","19908.621","21396.417","23389.781","27364.903","19099.038","29960.196","27700.349","24413.02","22584.694","19400.297"
"M1239.261T16.121","6936.059","6936.059","6936.059","6936.059","10422.2562","8310.501","10842.97","10218.014","8412.057","6461.135","5142","8142.062","9029.844","8910.374","8890.869","13215.404","8096.613","8926.057","9977.674","8322.667","10340.181","8186.289","9800.431","8682.221","7576.579","6218.453","9779.871","9410.793","8935.741","6629.449","8419.537","10761.0249","9368.584","9354.9","9644.73","2717.421","8386.639","8842.684","10386.079","9255.686","9255.686","9646.854","9713.121","8442.412","7027.442","9465.782","8707.157","11214.851","13329.34","12185.029","8134.34","8574.095","9524.754","8209.104"
"M1239.758T16.118","9627.181","9627.181","9627.181","9627.181","10401.3203","10125.668","11592.847","18518.694","10665.824","8031.131","12557.56","11444.125","11036.031","10719.76","11597.964","11713.989","10876.361","11667.287","11265.245","11099.5","11888.461","11121.988","11577.035","10253.518","9308.138","9169.691","9976.391","9021.014","9563.973","6494.696","7788.673","11785.2163","10382.161","10772.673","11669.18","9534.744","12924.658","12605.186","12425.95","10776.089","10776.089","11721.813","8696.282","11183.612","9799.477","11600.698","10844.586","10697.383","7914.588","13027","11512.434","10511.482","10059.583","11061.419"
"M1240.758T13.111","22992.002","22992.002","22992.002","22992.002","23285.3715","28745.456","28365.842","31123.458","33695.774","17756.764","24443.551","29936.711","25804.643","25937.154","21189.684","30845.909","25738.362","27441.79","21275.055","28158.36","32490.921","25978.664","30222.596","33461.627","26424.144","24157.024","19078.216","28617.738","25224.965","24817.33","26853.482","18372.4889","32017.457","25663.452","26821.659","18378.489","29571.112","28077.097","29760.426","30001.023","30001.023","30370.577","34100.915","31178.761","30385.401","24492.122","22483.874","29619.822","25551.065","25367.373","21198.933","29152.539","29188.376","22076.715"
"M1242.097T13.11","19838.124","19838.124","19838.124","19838.124","21974.4494","21744.448","22155.592","21387.718","21984.632","18424.705","20251.4","22396.754","20626.506","22039.944","22363.001","23452.747","19884.777","21775.915","23565.98","19826.551","22983.692","22056.292","21981.27","22898.532","23832.684","21812.854","23530.605","21510.13","23272.982","17553.905","20335.536","20753.8843","21200.69","21339.116","23427.173","21735.01","21923.845","22348.342","24911.888","18563.679","18563.679","22878.081","24013.655","22214.111","21496.021","20363.197","21210.177","23310.834","18096.629","27487.4","21472.702","21876.986","21310.781","22422.167"
"M1242.254T13.111","10796.428","10796.428","10796.428","10796.428","11567.5774","12884.913","13380.451","13732.131","10344.942","10867.151","11437.43","13722.223","12957.723","12311.165","11777.846","12334.351","10801.084","11174.956","12976.333","11502.382","12312.747","12180.875","13084.687","12904.347","13019.974","11262.213","11689.995","11811.553","12521.153","11087.581","11403.672","12292.0418","13031.949","13098.432","12808.039","10923.816","12781.117","11842.203","13442.977","12908.687","12908.687","14056.883","13765.462","11111.962","11613.815","12723.211","12646.371","10915.578","12606.074","12292.785","10723.408","11012.793","11831.388","11570.306"
"M1244.755T16.127","11140.802","11140.802","11140.802","11140.802","15980.1653","13928.093","16336.016","15824.837","19425.343","10100.304","15078.602","14929.126","15388.478","14812.304","13757.16","12978.82","14505.928","11789.262","16455.51","24034.373","16124.393","11336.796","15612.935","15277.294","13715.75","10311.373","15432.684","11810.978","12438.183","9687.571","11297.048","24723.4908","14959.664","14615.92","15563.588","12688.379","24292.66","13138.094","15716.649","14555.54","14555.54","14553.997","14062.063","12555.092","14924.03","14417.75","15412.435","14236.291","10573.393","16278.962","14508.894","14160.354","14362.082","14845.184"
"M1246.09T13.111","13460.573","13460.573","13460.573","13460.573","14161.731","15539.222","15781.207","16707.95","14648.332","13213.682","13028.031","9681.031","16479.29","13914.08","15537.18","16175.844","13925.211","15888.363","15493.26","14898.086","14475.315","14832.057","15852.842","14639.249","14750.67","12962.766","13306.191","14350.157","14723.737","12226.891","13076.916","16499.6588","15345.455","13307.119","15533.191","14539.813","15322.393","13305.927","14826.688","14933.04","14933.04","15257.636","15613.407","15097.615","15885.947","13501.171","13337.126","14354.176","12669.153","16666.248","14960.637","8581.668","13809.304","7018.994"
"M1248.757T12.109","12481.504","12481.504","12481.504","12481.504","8424.3801","10650.955","14660.239","9834.92","15027.961","10767.848","11608.38","13666.102","15522.774","13780.478","6602.262","15286.366","11487.387","13838.64","14510.723","10890.691","19496.62","12058.162","14606.918","11854.971","13387.912","14325.039","14897.965","11597.071","12427.499","13052.239","11489.542","11538.6644","11919.2","6880.002","17730.093","14136.282","6790.938","12477.193","5986.137","15261.648","15261.648","13913.616","13542.506","9584.123","14122.411","12604.486","11290.027","12003.735","13147.697","7482.385","13095.543","13777.208","14062.535","11487.248"
"M1249.252T16.068","7402.013","7402.013","7402.013","7402.013","7887.1128","7721.473","7899.287","9070.177","9315.567","5844.791","6689.335","9047.006","7752.452","8313.876","7780.538","8006.366","8593.338","10003.16","9466.255","7264.14","7963.452","5765.419","8007.399","8848.57","8885.097","5954.04","8518.172","8993.655","7668.729","5519.163","7043.652","8947.1438","9641.008","8781.373","8686.816","14015.741","8278.762","8587.107","7861.963","7566.296","7566.296","8314.847","8376.974","6935.847","8399.558","8844.388","7722.999","8776.05","6190.165","9287.14","8604.055","6850.199","6538.256","9200.929"
"M1252.751T12.611","16041.377","16041.377","16041.377","16041.377","14128.0527","14147.791","16533.689","15115.68","14210.772","12449.735","11919.222","15644.562","13920.514","14100.865","12571.437","15989.266","13334.605","14394.785","15952.547","13581.882","14964.451","14917.647","10724.745","14037.62","13860.187","15169.372","15053.779","13832.32","13365.307","13888.935","9590.872","14852.3638","15474.429","14402.913","15340.572","13638.899","14728.018","11584.569","13219.387","18526.546","18526.546","15495.129","12802.702","15657.963","14822.476","14010.125","14665.889","14236.901","14373.257","12634.405","9014.964","8306.846","14064.381","12056.064"
"M1253.753T13.111","21179.894","21179.894","21179.894","21179.894","22961.4311","24998.126","25282.548","25511.567","25672.307","21249.15","23318.706","23908.379","21143.24","23548.092","23770.736","24048.443","23020.852","25478.095","23694.545","23569.1","23572.6","23643.346","25272.239","26667.855","25681.495","20635.824","25356.967","25132.718","22597.092","20839.307","21315.155","26688.5556","26712.437","23337.604","22469.724","23229.01","23145.786","24816.576","25315.376","24456.101","24456.101","26479.2","26173.684","22365.342","22869.421","22595.085","22564.639","25856.226","21884.482","28104.769","26575.085","24368.888","24479.784","25491.75"
"M1254.751T15.127","21399.537","21399.537","21399.537","21399.537","25673.9828","12882.532","27284.897","22614.251","21679.341","14426.281","19482.348","23071.776","27295.642","22000.612","16215.815","15623.318","23207.317","24492.748","17652.8","21639.118","23482.695","28314.129","23021.997","20911.024","21905.533","19504.245","20546.702","16522.848","20699.099","20072.151","16471.731","25947.264","21897.314","20831.848","13435.514","21802.034","13622.746","18222.504","22000.164","28105.129","28105.129","28713.884","20169.463","22671.199","21776.748","23379.703","12951.587","12449.808","17973.423","26223.638","26873.952","23288.356","26809.766","14446.421"
"M1254.754T12.114","16372.21","16372.21","16372.21","16372.21","16046.5737","15068.307","18184.479","16493.13","15786.434","13749.691","14186.837","28862.328","17439.833","16909.195","12160.382","17583.458","13982.345","16430.421","17068.019","27501.286","13963.432","17913.461","15535.195","16538.727","17385.531","16632.997","16570.767","12393.765","17202.269","17418.424","15701.18","15680.7398","16393.342","15756.877","16775.45","12916.634","16468.444","16839.586","26794.142","22895.786","22895.786","18788.244","14318.828","17784.246","16231.599","12595.661","15947.367","17624.716","22150.7","16193.447","13875.446","17650.794","17484.361","17784.712"
"M1259.256T13.11","13244.521","13244.521","13244.521","13244.521","14649.1984","12439.427","14685.746","13161.054","15800.64","12876.331","13910.4","15935.805","14261.617","14644.447","8776.797","15959.504","14266.811","13132.864","15240.083","14080.602","13121.433","14164.116","13073.578","14004.127","14734.863","11902.972","14559.976","12233.239","13184.328","12907.683","14343.064","12941.1054","13224.134","15899.065","16281.464","13624.038","15856.39","14503.159","16177.671","15129.749","15129.749","15877.49","13364.497","13490.474","15205.465","13697.97","14933.572","13940.23","12507.611","15638.283","14479.895","14807.269","13818.444","15866.302"
"M1260.261T13.111","33887.503","33887.503","33887.503","33887.503","38756.4017","39995.755","37523.191","39035.766","43285.939","30930.488","35357.149","39943.472","38336.666","38077.685","38867.653","40365.208","29602.081","39380.535","41773.869","41008.412","38984.853","36790.294","40699.663","37935.028","40771.865","36608.217","37480.907","37790.859","39185.694","33635.599","36698.129","43428.3851","41621.959","39072.92","42091.341","35523.363","39819.429","37907.382","40354.849","33326.518","33326.518","43288.188","39989.997","40270.383","41250.469","35364.494","36951.303","39414.132","29834.171","52026.503","43160.795","38032.578","39267.143","40086.963"
"M1261.747T16.619","11753.29","11753.29","11753.29","11753.29","13937.9169","14178.74","13880.776","14424.01","13927.274","11122.814","11255.26","13938.461","11456.266","20699.856","14894.318","13736.548","13839.01","14750.118","15282.387","11990.362","15464.484","27584.012","14066.288","14869.205","15777.431","23469.531","14293.812","15442.138","14821.877","9774.898","11649.964","15276.6868","14103.955","24069.818","13523.087","12701.584","14997.331","13012.323","13164.801","17237.562","17237.562","14360.481","12076.12","14336","15341.542","12762.817","12317.257","13865.261","10260.691","17251.571","12528.667","13910.476","14504.468","14511.404"
"M1263.416T13.112","22999.952","22999.952","22999.952","22999.952","26141.9064","24822.244","25537.846","26630.022","29116.462","21613.093","24157.89","25350.503","24699.878","28389.551","25697.69","25693.699","22722.665","25386.885","24122.822","26986.526","28038.372","25425.239","24492.432","25221.946","26726.352","22649.655","25325.534","25102.309","22794.096","23084.845","24806.49","26912.6877","26626.593","26169.592","27156.503","26309.178","24471.899","24031.88","26248.819","22652.323","22652.323","25062.964","26560.509","26927.865","24792.435","21828.779","25618.819","25428.472","23234.436","28056.031","25526.889","25668.776","30328.037","27912.983"
"M1263.419T13.11","22999.952","22999.952","22999.952","22999.952","26141.9064","26045.239","25436.859","25518.292","18546.095","21915.299","24157.89","24613.62","25590.329","27884.297","25697.69","24012.474","22176.899","25078.574","24647.414","24869.666","28038.372","25512.384","25011.596","25985.615","24847.575","22649.655","24657.486","26204.898","22527.236","23084.845","25077.823","26912.6877","26009.209","25519.186","26580.944","24800.006","26058.376","24025.334","25531.017","21845.47","21845.47","25150.792","25762.495","27057.199","23948.87","21450.471","24529.237","25658.833","23234.804","17562.709","25477.672","26038.184","29673.805","27075.6"
"M1263.753T13.111","36905.286","36905.286","36905.286","36905.286","38948.0996","40723.806","34477.314","36100.568","38161.02","36027.581","37620.226","39752.365","38087.893","39557.072","38880.003","38211.413","37496.63","38880.98","40057.48","39480.304","37591.919","38371.931","39561.657","41488.23","38782.639","37923.05","39305.988","38472.52","36474.166","29556.64","34178.348","36600.9672","41870.37","41690.023","39979.46","37398.33","39593.208","38531.031","37795.409","35617.427","35617.427","40850.184","40864.534","38892.815","38243.501","36756.127","37533.938","39808.557","33492","45990.433","40418.014","42331.864","38297.971","41098.555"
"M1264.253T13.111","16003.872","16003.872","16003.872","16003.872","17469.3641","19262.233","16854.317","17331.173","17370.554","16565.737","17587.147","17951.386","19263.321","17403.848","16096.046","17957.836","17412.91","17846.492","19364.25","15552.199","18580.215","19722.813","18223.445","19112.948","17390.693","16990.596","16968.441","17998.73","17077.584","16452.235","17604.369","19170.8536","19575.974","21102.25","19100.728","16999.74","19558.678","19474.96","16783.146","16072.168","16072.168","19608.915","18601.325","17372.662","18693.305","16535.444","17201.954","18124.818","15957.132","21914.064","18858.93","17361.834","18506.365","16964.524"
"M1265.418T15.06","8887.942","8887.942","8887.942","8887.942","10543.0096","7767.232","9713.641","8879.962","9462.749","6228.001","8166.002","8951.748","9448.662","8300.533","8994.84","8318.46","9351.136","8191.123","7587.967","12668.986","8198.895","12897.294","6589.838","9740.083","8281.335","7885.818","7296.806","9259.886","7567.308","7400.033","6093.617","9156.4676","8795.057","8380.638","9338.051","9971.991","9437.141","8722.715","7589.531","9248.115","9248.115","9521.645","8791.046","9455.809","6346.458","9065.627","7876.14","9990.16","5456.217","11230.024","8393.885","9831.062","8317.132","7986.93"
"M1268.752T12.109","12319.497","12319.497","12319.497","12319.497","11958.9913","13365.978","20651.717","13856.555","12386.12","19445.568","11403.047","21745.04","13474.302","10171.182","11249.538","12005.413","13408.836","13028.811","14096.704","12188.258","11849.171","13547.885","15120.405","14215.612","15030.447","14023.237","19799.283","11548.324","10809.466","12275.734","13976.657","23179.2349","13241.411","13741.649","14168.495","12613.246","13518.483","13906.931","10679.115","17913.176","17913.176","12242.963","12948.73","12011.774","12036","19379.146","12303.054","11329.933","15960.121","12885.969","11109.603","10441.838","13419.443","13717.401"
"M1270.248T13.113","21852.601","21852.601","21852.601","21852.601","25478.7496","25435.994","26382.287","25678.784","26705.221","23856.753","27226.729","24661.764","25874.777","27187.742","24480.789","24554.347","23211.885","24268.1","27039.115","25517.098","24429.612","26228.442","24235.778","24633.68","25586.119","24689.789","24245.161","25937.028","25216.638","21837.475","22809.859","25290.7893","23066.444","26660.861","25180.185","22153.664","25362.661","27530.867","25787.953","21416.184","21416.184","24230.474","24115.132","25354.157","26499.41","25858.724","24033.237","26291.141","22117.785","27379.844","27219.4","25171.288","25999.754","25687.156"
"M1271.749T14.113","21750.823","21750.823","21750.823","21750.823","26382.7104","25914.973","25869.664","23989.602","25228.673","20601.548","22149.91","17071.89","26281.418","24222.865","25821.197","27378.363","25045.697","16979.974","16120.2","24593.487","24228.23","25801.199","24640.385","26125.937","25210.9","23685.17","26201.712","27834.27","23633.225","19844.446","24144.21","25662.758","14793.306","24280.714","22051.492","16167.637","28049.898","14135.469","23666.223","20752.194","20752.194","25652.036","20240.54","23008.192","25188.691","13719.034","24711.335","17731.034","22560.983","15770.557","25170.588","24025.862","25613.014","24546.351"
"M1276.751T13.111","23862.542","23862.542","23862.542","23862.542","27403.043","25076.511","28169.796","28614.019","27423.48","23643.477","25888.753","25207.396","26922.727","26476.438","26543.998","28439.298","24680.354","27314.922","30056.033","26559.167","29047.089","27353.73","29240.808","28030.457","29261.683","25948.453","27380.165","26294.982","25346.773","22062.82","24991.349","27891.7006","28816.759","27409.341","27213.163","24582.542","29113.078","27967.73","27520.494","27712.593","27712.593","27365.68","27764.535","28373.911","26654.907","25735.445","27030.473","28688.184","25709.617","31710.583","25259.268","24941.248","28485.85","27116.324"
"M1279.087T13.111","18282.013","18282.013","18282.013","18282.013","20521.6664","20300.72","21116.86","20310.016","22407.153","15901.632","16724.403","20031.916","20328.943","19377.087","21243.204","21631.258","18077.303","19052.672","20003.843","19873.05","18180.738","19199.77","19760.465","20313.772","21051.997","19654.444","20369.75","18754.022","16102.162","15445.881","17504.196","20103.1321","18506.008","18331.389","19570.122","20053.603","20230.51","17572.56","18292.646","20573.659","20573.659","21789.172","20392.46","19590.432","19321.95","19114.837","18622.757","21345.478","18574.206","24717.202","17811.339","19153.184","18568.487","19646.858"
"M1282.251T13.11","12864.505","12864.505","12864.505","12864.505","15483.9704","16132.49","15428.858","15733.583","15454.518","15311.621","14461.791","16977.426","17588.428","18500.785","17992.911","15792.981","14687.899","16377.73","18162.92","15014.536","14875.206","17617.101","16984.044","16531.547","16341.979","15165.379","17339.607","15254.109","15054.901","13477.647","14600.051","15876.1602","15962.64","16671.999","16319.58","15300.003","17068.769","16817.408","17097.063","14086.733","14086.733","16202.462","16820.452","16343.258","16419.895","16408.041","16090.286","16650.283","15212.88","16760.662","17705.197","17032.946","16541.95","15602.86"
"M1284.736T17.123","4416.74","4416.74","4416.74","4416.74","7858.4625","10706.022","8333.268","8622.69","6797.358","6688.88","6012.392","7325.778","7143.367","6119.858","6400.414","8710.232","7323.666","8408.029","7620.957","7024.852","8186.005","7439.841","10761.915","7227.159","3140.069","6528.116","7596.44","5172.488","7597.049","1416.72","6708.388","9001.2024","7216.497","7221.674","10031.955","8053.098","6350.032","7787.984","7922.542","6144.308","6144.308","8514.983","10102.207","7440.504","9853.672","6154.229","5552.526","6466.107","5588.419","11121.473","6987.523","9263.708","13933.676","7743.16"
"M1284.745T13.108","9544.514","9544.514","9544.514","9544.514","18994.6342","7997.922","9631.337","11283.298","9027.691","11236.035","10003.659","18964.724","11572.614","8575.033","10267.165","8603.734","7149.608","10342.455","14485.152","16170.794","11596.327","10466.523","10518.281","12549.536","10568.107","9748.112","10508.234","10476.484","11526.569","9084.043","9973.71","9396.6809","11284.952","17184.772","11165.488","8694.586","11289.748","11612.508","10541.882","14302.053","14302.053","8417.176","11622.764","12497.606","11460.669","10044.617","9590.541","10906.027","11140.798","12258.537","11084.23","10413.256","10222.428","12003.925"
"M1287.085T13.11","22604.9","22604.9","22604.9","22604.9","28009.3205","27872.975","28102.133","26360.877","27625.571","24383.863","26126.576","29302.871","25830.708","27388.478","28715.193","27357.061","25853.445","26987.776","28011.427","28774.343","26803.902","25112.9","26183.419","26512.227","27120.121","26148.92","29099.896","28075.957","25844.447","20890.153","26249.871","26850.5383","26095.169","26590.68","27832.662","25968.177","28823.42","14219.357","28160.598","20381.082","20381.082","27850.264","29005.552","29266.114","27001.217","24470.73","29079.734","30022.843","23424.948","20531.243","28283.472","26503.272","25768.746","29642.768"
"M1287.246T13.111","21243.426","21243.426","21243.426","21243.426","22246.0869","23132.317","23523.762","23060.389","23114.642","19756.562","23538.063","23217.287","24915.925","23209.146","24429.672","24277.486","22045.737","24799.723","26602.285","24131.817","21374.848","22721.437","24396.187","26859.165","24100.078","23337.65","25820.669","21411.381","21491.501","19390.067","21753.526","25975.4841","20901.921","25511.166","25712.12","22612.139","25756.237","24418.403","25264.045","21287.799","21287.799","24318.738","23212.545","22936.069","24883.592","22235.136","23160.638","24327.507","18712.294","29159.418","24082.711","23722.956","22037.916","25069.899"
"M1287.747T14.113","26536.344","26536.344","26536.344","26536.344","32011.3958","29699.496","26186.575","28083.603","29631.358","27084.065","26804.928","28330.32","28683.623","27164.998","30947.437","26307.603","23368.985","27914.859","29433.412","27576.11","30553.629","29964.968","30963.209","26109.301","28366.024","27275.033","27761.507","29463.463","31641.183","22895.989","25640.806","28873.4005","31706.208","30370.442","28075.294","26587.787","29456.104","26391.258","29201.711","26175.69","26175.69","28503.254","30084.661","25211.061","29047.958","26169.38","28004.544","28528.385","24822.704","31068.702","29609.259","30264.947","29192.384","31374.075"
"M1288.745T12.11","16821.491","16821.491","16821.491","16821.491","16413.8233","17185.851","16446.62","23138.842","14450.432","18491.135","11564.59","18137.887","17108.576","16137.605","15245.904","16561.115","14432.076","15890.421","16012.165","14667.76","16935.253","16251.891","19436.426","17891.201","18073.969","16464.073","14812.989","17928.578","16813.01","15622.949","18887.664","16574.2743","14332.494","20545.409","17285.53","15012.415","16435.267","16182.776","16580.126","25148.948","25148.948","15203.474","17075.072","16794.448","16656.397","13918.71","16247.36","15143.294","18570.902","18389.436","16738.204","15123.6","16096.176","22533.665"
"M1290.742T13.115","10710.361","10710.361","10710.361","10710.361","16710.0127","10744.136","12722.052","14492.464","7126.757","15950.105","8954.784","11698.93","13535.417","13264.663","15131.666","12781.742","14837.409","11466.396","11422.164","12585.99","13291.191","13151.041","12058.068","17549.86","10138.291","11785.019","9171.609","17564.592","14243.364","13615.155","9873.605","18687.896","10552.255","18810.563","19091.653","16699.658","6920.7","13534.806","12027.821","9941.795","9941.795","16176.706","11063.717","12568.245","12822.166","13304.736","14861.812","9202.705","10869.38","14054.838","18280.079","10742.13","10129.565","14716.995"
"M1298.242T13.11","12998.223","12998.223","12998.223","12998.223","14743.3774","13053.264","17654.611","14885.67","19583.21","16229.755","17307.856","12623.322","15487.574","11654.757","16630.217","17257.618","16341.28","18134.602","13914.671","14371.1","15802.421","11951.663","13903.357","9059.305","17685.281","15928.456","17399.621","18684.408","13781.699","13371.581","16237.595","14048.3342","19321.507","18991.022","16521.067","17147.605","18744.064","13783.483","12609.942","11073.186","11073.186","16406.191","15071.206","15966.266","13127.264","18122.758","17568.167","18988.501","16692","19616.339","16909.224","17808.394","13087.717","17727.284"
"M1298.493T13.112","10907.868","10907.868","10907.868","10907.868","11846.9966","12059.188","11289.643","9439.975","10876.889","10543.536","10506.454","11115.341","12609.193","12012.194","13217.931","11479.694","11053.198","11418.368","12578.933","10691.667","9208.17","12404.982","13623.975","13156.941","15302.079","10288.235","11822.357","10832.629","11023.995","9567.753","10099.422","10533.7445","11128.451","13369.102","13018.465","10430.714","12103.361","9660.896","11651.01","13282.26","13282.26","14228.558","12287.225","11613.844","11680.531","13237.594","10397.673","12471.093","10618.703","13781.716","11953.477","11339.122","11719.028","12123.583"
"M1298.744T13.109","15684.664","15684.664","15684.664","15684.664","17424.1627","17169.863","17729.332","20679.284","11413.598","15774.209","17405.85","19224.748","19203.23","16900","18218.856","17861.537","17943.676","18091.239","20070.008","17873.367","15015.445","18612.181","19086.266","18744.08","19294.491","10663.654","16443.003","16095.754","18914.207","14830.128","16835.042","19093.2102","16247.858","18042.674","19140.847","17997.28","19225.816","19697.565","18011.622","18667.947","18667.947","16825.468","19770.678","17733.333","18374.155","20748.903","16171.905","16862.403","16490.574","18383.191","17279.135","16488.308","18231.825","19326.467"
"M1302.741T15.616","13178.665","13178.665","13178.665","13178.665","16121.8076","14286.601","15253.343","11301.058","14374.613","11532.292","16132.914","18964.779","13803.286","12186.45","10826.589","13245.813","16804.547","15197.343","18519.169","17724.983","16730.04","17957.776","15149.78","16116.701","17762.434","16725.919","17079.132","9725.021","13670.921","13736.631","15428.101","21329.6772","11785.25","19394.27","14874.542","15757.73","15255.122","14901.406","17312.23","18076.753","18076.753","16070.761","15287.554","16430.217","17498.886","13912.228","12574.609","19438.101","14552.397","17118.979","15088.328","17450.65","12935.806","15700.453"
"M1311.443T14.616","13215.015","13215.015","13215.015","13215.015","12142.2864","13011.246","11311.408","13319.007","12730.642","10223.173","11249.84","13381.568","12396.595","11956.454","12368.4","12075.103","9523.191","12222.03","13894.073","13078.492","13245.344","12399.304","13785.878","12074.905","13429.391","11705.282","12387.554","11334.6","13559.647","9382.778","11632.833","13020.671","13148.987","13484.113","11966.354","11994.891","12741.555","13634.92","13036.084","15671.457","15671.457","12394.285","19901.728","14085.167","13784.281","12531.188","12109.475","13881.834","6402.058","15664.496","12992.08","12819.967","11836.376","12764.513"
"M1316.076T13.111","17677.149","17677.149","17677.149","17677.149","20360.1053","19369.593","19437.313","21691.664","19704.21","14925.112","18521.489","20231.073","21454.17","21403.578","21662.858","22122.621","18240.452","22066.662","22058.014","20085.446","23656.876","21470.427","20911.705","13738.817","20836.816","18990.606","19018.216","21262.034","18747.878","18299.17","18444.231","19364.5449","22178.475","22313.633","20576.512","18637.81","19337.256","18588.189","22701.736","16664.262","16664.262","22155.683","21062.672","20075.423","21367.944","20357.875","19922.839","19333.784","17017.73","25010.131","19881.398","22128.186","19560.506","20224.47"
"M1323.744T13.111","44242.958","44242.958","44242.958","44242.958","45580.4781","49193.172","49420.298","52413.241","51991.66","42543.001","48604.865","51255.306","43116.593","49459.016","54565.392","50005.089","39695.746","52353.73","50993.256","50571.227","51730.927","48647.944","51330.823","51120.107","50518.079","49145.222","52284.304","45437.13","48148.033","38166.888","46537.787","50247.7513","50830.984","50525.34","50299.443","46711.129","51857.94","47655.904","52646.186","42216.787","42216.787","50280.39","50068.78","50331.539","53087.648","44724.991","50471.005","54161.843","42555.597","65776.64","53623.543","50355.117","48399.482","53348.354"
"M1324.415T13.11","15293.68","15293.68","15293.68","15293.68","17108.7623","18512.667","15729.092","17383.333","19555.151","14606.176","16799.02","18982.107","17552.717","16497.294","19334.101","16962.742","15013.09","15384.976","17989.098","17634.478","17116.814","16849.457","17846.22","17296.677","18106.12","16949.11","17832.807","18120.196","15986.049","13821.763","17734.594","16249.7143","17636.41","18586.02","17168.991","17288.8","18175.093","18452.178","19201.959","17899.645","17899.645","19782.042","17630.542","16473.635","16782.424","16109.76","17715.055","15762.023","15792.688","21948.689","17805.289","16489.776","17438.232","16924.883"
"M1328.746T13.11","22014.328","22014.328","22014.328","22014.328","26106.2838","24118.361","25357.045","23884.803","27431.48","20126.432","25495.724","24526.341","24396.972","24432.84","23568.589","24078.679","22591.359","25344.862","25150.224","23395.324","25513.654","23679.095","24822.741","25427.071","17536.64","25382.874","24755.97","26238.581","23354.063","21625.447","21377.82","23681.7332","26540.124","26009.178","26117.397","22875.997","26038.325","26220.798","25913.165","25284.261","25284.261","23598.671","25389.135","25917.177","25124.151","23033.715","22910.313","25606.953","23306.63","20505.135","24371.224","25937.58","25181.096","24613.169"
