"","Comp. 1","Comp. 2","Comp. 3","Comp. 4"
"M459.149T771.729",1.0049,0.96591,0.96544,0.96533
"M836.743T1479.398",1.0043,0.96476,0.9639,0.96378
"M999.727T1404.686",1.0032,0.98065,0.97788,0.9778
"M530.968T106.005",1.0031,0.96212,0.96051,0.96038
"M685.228T857.881",1.0023,0.99375,0.99595,0.99583
"M333.109T769.719",1.0004,0.9659,1.0013,1.0017
"M576.861T67.042",0.99991,0.95915,0.96436,0.9643
"M593.763T756.056",0.99981,0.97614,0.99954,0.99952
"M970.001T316.098",0.99939,0.98434,0.98039,0.98029
"M937.334T882.127",0.99887,0.99157,0.99242,0.9923
"M313.275T1417.53",0.99412,0.97863,0.97474,0.97506
"M890.319T900.562",0.99342,0.99444,0.99204,0.99197
"M451.125T735.96",0.99308,0.96337,0.95942,0.9594
"M377.181T797.379",0.9923,0.9513,0.95184,0.95195
"M313.093T320.692",0.99121,0.95292,0.95084,0.95078
"M429.25T1071.941",0.99069,0.95239,0.95094,0.95083
"M476.876T67.016",0.99035,0.9574,0.95893,0.95883
"M429.504T310.912",0.98976,0.9495,0.94754,0.94747
"M565.23T844.341",0.98779,0.95872,0.95475,0.9547
"M885.489T1408.277",0.98689,0.95134,0.94753,0.94743
"M637.025T106.841",0.98632,0.94765,0.9489,0.94886
"M611.538T834.844",0.98364,1.0373,1.0349,1.0348
"M313.094T115.286",0.98326,0.94268,0.93883,0.93891
"M698.26T899.18",0.98277,1.0435,1.0417,1.0416
"M617.133T750.744",0.98202,0.94381,0.9528,0.9527
"M569.35T895.921",0.98166,0.95379,0.9643,0.9643
"M439.009T107.459",0.98075,0.94309,0.94155,0.94145
"M745.161T766.586",0.98044,0.95355,0.95107,0.95107
"M353.228T471.773",0.97997,1.1005,1.0959,1.0958
"M567.276T907.878",0.97993,0.959,0.95873,0.95888
"M870.702T1303.064",0.97941,0.94088,0.94293,0.9428
"M340.859T1719.351",0.97691,0.93723,0.934,0.93427
"M591.2T844.598",0.97627,0.94244,0.93856,0.93891
"M509.218T928.864",0.97498,0.95271,0.94913,0.949
"M429.141T889.195",0.97455,1.005,1.0043,1.0046
"M479.19T902.518",0.97273,0.95413,0.95335,0.95324
"M429.121T110.997",0.97256,0.93323,0.92937,0.92928
"M767.194T317.413",0.97113,0.94346,0.93952,0.9394
"M399.092T115.22",0.97012,0.93876,0.93531,0.93537
"M799.289T814.54",0.96993,0.94226,0.94092,0.9409
"M329.088T425.59",0.96923,0.9387,0.93481,0.93469
"M315.108T761.986",0.9691,0.98746,0.98395,0.98405
"M655.999T943.196",0.96754,0.92712,0.935,0.93497
"M429.387T309.562",0.966,0.95275,0.95033,0.95024
"M401.05T875.074",0.96362,0.944,0.94066,0.94058
"M385.077T746.611",0.96235,0.94645,0.94263,0.94254
"M1136.99T908.053",0.95978,0.94546,0.94178,0.94168
"M941.317T938.576",0.95918,0.96413,0.96293,0.96282
"M401.144T790.222",0.95848,0.91824,0.92142,0.9213
"M609.153T789.212",0.95747,0.92305,0.91923,0.91911
"M988.312T316.465",0.95655,0.9312,0.9273,0.92718
"M527.309T1189.176",0.95647,0.92374,0.92008,0.92022
"M1323.386T316.247",0.95568,0.92939,0.93698,0.93687
"M937.388T970.431",0.95547,0.94373,0.9432,0.94312
"M549.147T750.744",0.95471,0.91997,0.92241,0.9223
"M1269.507T907.7",0.95429,0.91454,0.91181,0.9119
"M822.313T886.782",0.94855,1.0008,1.0017,1.0016
"M991.316T318.206",0.94854,0.9224,0.91862,0.91854
"M743.317T783.373",0.94829,0.97741,0.97376,0.97368
"M553.164T782.325",0.94721,0.908,0.91032,0.91022
"M255.115T921.266",0.94643,0.918,0.92274,0.9227
"M243.065T108.531",0.94639,0.9442,0.94294,0.94296
"M1462.52T939.973",0.94499,1.0408,1.0404,1.0403
"M405.08T802.267",0.94397,0.92692,0.92496,0.92488
"M413.192T1370.63",0.94361,0.93509,0.93122,0.9311
"M344.099T126.621",0.94324,0.94473,0.94266,0.94257
"M485.063T759.194",0.94164,0.91963,0.91597,0.91594
"M531.009T876.272",0.93807,1.2154,1.2134,1.2136
"M942.469T1308.469",0.93791,0.90431,0.90116,0.90121
"M610.849T834.902",0.93733,1.1135,1.1088,1.1088
"M483.129T913.248",0.93725,0.99867,0.99776,0.99812
"M316.385T321.843",0.93686,0.91469,0.92182,0.92174
"M459.959T106.348",0.93619,0.89669,0.90322,0.90387
"M524.981T106.871",0.93499,0.90802,0.91315,0.91309
"M280.987T110.997",0.93425,0.89638,0.89483,0.89471
"M415.744T872.34",0.93369,0.92201,0.91892,0.91883
"M1132.537T923.907",0.93318,0.89386,0.89212,0.89202
"M998.861T1404.179",0.93001,1.0096,1.0089,1.0088
"M633.753T316.098",0.92999,0.92877,0.92491,0.9248
"M417.177T763.775",0.92893,0.88974,0.88901,0.88897
"M653.861T317.501",0.92658,0.89255,0.88889,0.88878
"M665.267T889.419",0.92584,0.89571,0.89366,0.89367
"M812.842T69.273",0.92093,0.90983,0.91043,0.91055
"M735.437T1351.512",0.91777,0.89453,0.89085,0.89088
"M265.261T1518.666",0.91767,0.90514,0.90175,0.90167
"M644.248T900.496",0.91695,0.96114,0.95712,0.95703
"M632.663T319.55",0.91499,0.89625,0.89298,0.89287
"M372.9T1734.569",0.91229,0.90344,0.90021,0.9001
"M547.145T895.878",0.91124,0.88429,0.89059,0.89059
"M559.04T89.345",0.91095,0.90155,0.8978,0.89829
"M1103.415T879.391",0.91064,0.97335,0.96933,0.96938
"M548.179T817.387",0.90971,0.90217,0.91088,0.91085
"M441.162T763.637",0.90864,0.9238,0.92029,0.92019
"M807.744T937.741",0.90693,0.87484,0.87721,0.8774
"M285.909T1803.837",0.90662,0.87822,0.87758,0.87757
"M638.078T817.768",0.90457,0.95836,0.95622,0.95609
"M427.124T881.088",0.90452,0.91546,0.9145,0.91439
"M1013.86T1346.532",0.90308,0.86507,0.8616,0.86154
"M621.221T884.304",0.90308,0.88081,0.87886,0.87875
"M328.886T98.013",0.90173,0.92265,0.91893,0.91956
"M289.886T1868.955",0.90058,0.86451,0.86185,0.86189
"M676.835T65.732",0.89769,0.85981,0.86299,0.86293
"M451.218T291.531",0.89508,0.90883,0.90505,0.90494
"M633.572T315.643",0.8947,0.85807,0.86052,0.86041
"M403.064T798.991",0.89348,0.86907,0.87721,0.87717
"M341.088T439.204",0.89308,0.8554,0.8519,0.85179
"M806.159T933.966",0.88831,0.94849,0.94936,0.94924
"M475.877T67.555",0.88643,0.85022,0.84742,0.84736
"M292.14T116.338",0.88516,0.99192,0.99809,0.99823
"M805.362T924.937",0.8849,0.85776,0.8542,0.85408
"M473.173T881.847",0.88377,0.86431,0.86151,0.8614
"M593.543T760.107",0.88377,0.852,0.87317,0.87336
"M643.245T813.714",0.8835,0.86515,0.86562,0.86554
"M317.087T121.975",0.88322,0.85298,0.8511,0.85103
"M1009.554T1308.282",0.88276,0.86415,0.86066,0.86056
"M601.172T845.875",0.88215,0.85267,0.84913,0.84924
"M474.881T66.41",0.88108,0.89072,0.89331,0.89319
"M807.166T938.699",0.87971,0.86699,0.86423,0.86474
"M937.515T1306.76",0.87898,0.85016,0.84869,0.84858
"M425.103T1191.927",0.87812,0.88773,0.88546,0.88544
"M379.565T877.71",0.87737,1.1213,1.1183,1.1188
"M331.103T255.151",0.87623,0.84455,0.84103,0.84137
"M524.849T67.744",0.87362,0.83764,0.8342,0.83415
"M310.974T92.682",0.87253,0.83632,0.84123,0.84113
"M505.3T1291.082",0.8712,0.89664,0.8931,0.89324
"M246.886T1784.096",0.86852,0.83188,0.82915,0.8292
"M453.035T765.753",0.86791,0.83139,0.83017,0.83008
"M429.646T308.971",0.86695,0.84141,0.8397,0.83964
"M559.066T758.189",0.86685,0.83101,0.82754,0.82779
"M292.991T104.104",0.86538,0.84032,0.83723,0.8375
"M447.222T1194.448",0.86274,0.88775,0.90244,0.90242
"M1014.89T1344.191",0.85981,0.85214,0.84986,0.84976
"M653.783T316.318",0.85835,0.8237,0.82105,0.82098
"M593.857T757.673",0.85832,0.83484,0.85825,0.85844
"M537.08T758.19",0.85774,0.84759,0.84424,0.84418
"M434.871T1737.903",0.85743,0.8243,0.82171,0.82171
"M645.124T781.203",0.85571,0.82022,0.81903,0.81907
"M279.164T1571.945",0.85327,0.84285,0.84056,0.84083
"M633.053T106.254",0.84751,0.81739,0.81495,0.81487
"M643.188T893.85",0.8466,0.86768,0.86701,0.86691
"M1263.489T907.902",0.84593,0.83036,0.83034,0.83036
"M653.828T318.352",0.84564,0.81044,0.80733,0.80729
"M577.137T781.037",0.84436,0.83086,0.84123,0.84125
"M426.882T91.046",0.84394,0.81322,0.81023,0.81013
"M785.833T68.422",0.84204,0.90343,0.92753,0.92741
"M447.259T942.596",0.84128,0.81996,0.8167,0.8166
"M1033.603T1229.397",0.84089,0.81528,0.8125,0.8124
"M974.806T67.938",0.84085,1.0748,1.0914,1.0913
"M281.069T746.743",0.83752,0.80648,0.80311,0.80301
"M354.957T108.842",0.83557,0.80111,0.79778,0.79775
"M754.827T67.274",0.83507,0.89254,0.90078,0.9007
"M821.506T1329.663",0.8348,0.81772,0.81526,0.81516
"M655.873T943.419",0.83434,0.80884,0.80842,0.80832
"M699.004T983.059",0.83364,0.82114,0.82035,0.82112
"M1117.54T932.512",0.83348,0.84671,0.84534,0.84533
"M1096.548T894.929",0.83155,0.82038,0.81748,0.8177
"M418.894T1736.453",0.83055,0.79929,0.79799,0.79788
"M651.317T893.83",0.8303,0.79565,0.79387,0.79381
"M586.884T67.938",0.82832,0.90718,0.91257,0.91246
"M192.103T133.173",0.82739,0.83923,0.83741,0.83756
"M579.151T798.32",0.82569,0.82142,0.82536,0.82527
"M691.153T854.793",0.82436,0.79105,0.79294,0.79307
"M1093.54T895.081",0.82254,0.79501,0.79338,0.7935
"M375.129T729.569",0.82145,0.79295,0.80824,0.80814
"M560.837T67.188",0.81953,0.79626,0.79293,0.79295
"M1100.582T1225.322",0.8184,0.79335,0.79193,0.7919
"M316.427T318.614",0.81631,0.78448,0.80167,0.8016
"M455.081T744.378",0.81483,0.78886,0.79503,0.79504
"M265.426T1576.148",0.81458,0.98141,0.98396,0.98432
"M453.099T792.789",0.81443,0.78171,0.78427,0.78418
"M287.077T663.979",0.81293,0.83629,0.8397,0.83959
"M269.15T1584.952",0.81101,0.79181,0.789,0.78908
"M985.574T1225.672",0.8098,0.79593,0.7951,0.79505
"M383.555T317.319",0.80889,0.77812,0.77944,0.77935
"M626.185T785.506",0.80881,0.77471,0.78983,0.78994
"M397.075T138.684",0.80879,0.80138,0.79812,0.79809
"M518.153T824.178",0.80858,0.79785,0.79486,0.79478
"M707.828T66.684",0.80857,0.78139,0.79001,0.79033
"M311.186T1077.614",0.80805,0.77407,0.78494,0.78485
"M321.216T1624.59",0.80795,0.79203,0.79082,0.7908
"M865.491T1326.551",0.80717,0.77486,0.77162,0.77155
"M481.183T769.795",0.80545,0.79236,0.80083,0.80116
"M515.105T113.414",0.80505,0.77376,0.77057,0.77074
"M758.447T1173.243",0.80494,0.79913,0.80746,0.80736
"M313.119T883.187",0.80428,0.97028,0.97698,0.97737
"M778.832T66.858",0.80256,0.77144,0.77649,0.77645
"M415.086T168.579",0.79961,0.7659,0.76462,0.76464
"M297.119T136.686",0.79907,0.77584,0.77433,0.77425
"M781.183T974.609",0.79886,0.82305,0.82067,0.82057
"M444.872T67.426",0.79296,0.78866,0.78535,0.78531
"M561.217T921.818",0.79259,0.76192,0.76419,0.76455
"M311.065T863.883",0.79037,0.84291,0.84912,0.84962
"M1131.537T924.362",0.7878,0.81055,0.80715,0.80711
"M429.486T320.767",0.78531,0.75352,0.75441,0.75432
"M457.19T799.683",0.78423,0.75299,0.75067,0.75057
"M851.154T319.552",0.78244,0.75087,0.74947,0.74942
"M325.2T1323.486",0.78212,0.78329,0.78004,0.78008
"M408.822T1801.685",0.78191,0.74893,0.74749,0.74741
"M365.052T459.24",0.78143,0.88701,0.90388,0.90377
"M497.175T1191.749",0.77794,0.79311,0.79347,0.79349
"M260.048T118.657",0.77782,0.91895,0.91568,0.91582
"M627.173T806.181",0.7777,0.74842,0.75262,0.75278
"M941.508T1318.851",0.77519,0.75789,0.75517,0.75534
"M799.852T67.938",0.77496,0.77571,0.77707,0.77698
"M600.854T66.846",0.77403,0.77173,0.77229,0.77239
"M647.193T836.421",0.77024,0.79618,0.79389,0.79392
"M698.988T986.183",0.77023,0.81744,0.81999,0.82037
"M1000.263T316.358",0.76925,0.74523,0.74415,0.74449
"M383.609T322.831",0.76919,0.75032,0.754,0.75393
"M384.097T310.658",0.76905,0.7389,0.73857,0.73856
"M1099.581T1224.487",0.75575,0.74716,0.74967,0.74962
"M569.273T895.199",0.75448,0.7299,0.72964,0.7299
"M615.152T88.13",0.75428,0.73167,0.73497,0.73497
"M643.039T106.784",0.75411,0.73652,0.73387,0.73429
"M349.072T1165.294",0.75398,0.78601,0.78297,0.78299
"M711.218T782.65",0.75344,0.79739,0.79446,0.79446
"M809.433T1339.33",0.75307,0.73046,0.73272,0.73272
"M697.905T994.286",0.75041,0.73599,0.73337,0.73328
"M387.02T108.554",0.7491,0.72233,0.72753,0.72748
"M938.802T67.374",0.74782,1.0148,1.0286,1.0286
"M655.189T778.866",0.74741,0.76587,0.79281,0.79275
"M362.298T315.255",0.74702,0.71957,0.72181,0.72184
"M1432.595T1048.493",0.74633,0.73129,0.72822,0.72823
"M1095.872T896.96",0.7463,0.86808,0.87853,0.87844
"M706.816T67.734",0.74493,0.75598,0.75751,0.75764
"M658.83T67.591",0.74448,0.73598,0.75692,0.75687
"M1030.586T1195.906",0.74362,0.71272,0.70998,0.70991
"M316.508T323.984",0.74099,0.71925,0.71857,0.71848
"M1161.883T894.146",0.74028,0.74905,0.75001,0.75042
"M492.868T66.13",0.7387,0.70864,0.70981,0.70996
"M1461.92T936.679",0.73757,0.82129,0.81831,0.81822
"M385.113T791.317",0.73621,0.7062,0.70325,0.70319
"M569.775T895.343",0.73528,0.72138,0.71954,0.71987
"M807.113T936.925",0.73493,0.70423,0.70367,0.7036
"M273.314T67.476",0.73255,1.2332,1.2291,1.2289
"M409.002T109.878",0.73242,0.70336,0.70112,0.70106
"M293.179T1541.097",0.73084,0.71354,0.72148,0.72141
"M267.196T1364.412",0.72966,0.71611,0.7149,0.71538
"M889.313T902.886",0.72825,0.8561,0.85259,0.85251
"M593.926T757.244",0.72737,0.723,0.76413,0.76433
"M477.088T1628.76",0.72637,0.7066,0.70376,0.70423
"M355.571T782.72",0.72609,0.70568,0.72363,0.7236
"M919.493T1102.884",0.72513,0.72715,0.72437,0.72507
"M287.076T110.312",0.71906,0.69322,0.69042,0.6905
"M963.275T732.778",0.71903,0.71956,0.71965,0.71957
"M564.961T1199.656",0.71842,0.74134,0.74443,0.74433
"M1161.521T895.466",0.71744,0.68724,0.68972,0.68979
"M591.094T89.826",0.71565,0.6897,0.69501,0.69499
"M289.086T1163.856",0.71538,0.77027,0.77015,0.77011
"M331.068T223.104",0.71518,0.72211,0.7192,0.71931
"M493.136T809.014",0.71365,0.75079,0.74904,0.74908
"M387.346T67.938",0.71354,0.72638,0.72485,0.72479
"M1105.431T888.552",0.70814,0.71363,0.71679,0.7167
"M626.824T67.188",0.70735,0.69058,0.70563,0.70562
"M447.151T677.76",0.70599,0.68082,0.68745,0.68739
"M553.051T758.396",0.69597,0.69125,0.6891,0.68922
"M409.045T138.763",0.69485,0.68991,0.68719,0.6871
"M654.601T316.399",0.69481,0.6776,0.68693,0.68697
"M773.211T817.036",0.6939,0.71454,0.72002,0.72001
"M633.697T313.008",0.68787,0.89279,0.88952,0.88944
"M469.095T760.602",0.68779,0.67539,0.67256,0.67268
"M969.813T316.499",0.68756,0.73873,0.73567,0.73559
"M345.37T608.086",0.68728,0.6957,0.69288,0.69304
"M356.995T88.504",0.68657,0.67167,0.66898,0.66933
"M289.084T863.831",0.68348,0.73585,0.73365,0.73361
"M651.363T1268.695",0.6816,0.70491,0.70233,0.70246
"M429.365T315.31",0.6793,0.66406,0.6784,0.67831
"M209.961T64.78",0.67789,0.65619,0.66169,0.66172
"M539.134T89.251",0.67649,0.6785,0.67753,0.67765
"M861.451T1062.153",0.67529,0.65107,0.64971,0.64995
"M505.902T66.721",0.67426,0.89591,0.9174,0.91733
"M365.136T768.138",0.6724,0.65588,0.65509,0.65545
"M397.074T474.916",0.66661,0.66277,0.6621,0.66202
"M609.959T835.516",0.66346,0.87409,0.87314,0.87323
"M1162.522T896.44",0.66317,0.66029,0.65987,0.65988
"M771.203T760.252",0.66315,0.65226,0.66086,0.66078
"M867.206T809.129",0.65964,0.66473,0.66234,0.66295
"M865.489T1291.829",0.6582,0.64913,0.64896,0.64894
"M272.959T67.281",0.65317,0.75681,0.77291,0.77285
"M614.901T67.494",0.65221,1.1946,1.1958,1.1957
"M806.073T940.272",0.65099,0.7221,0.72363,0.72377
"M522.878T65.745",0.64664,0.6357,0.63617,0.63623
"M293.177T1149.195",0.64525,0.62109,0.61918,0.62006
"M1097.037T893.528",0.64504,0.72852,0.72761,0.72752
"M645.848T67.545",0.64169,0.63746,0.63701,0.63723
"M1161.526T895.081",0.64093,0.6148,0.6194,0.61944
"M206.988T126.118",0.63951,0.61253,0.61928,0.6192
"M371.09T764.993",0.63919,0.61222,0.62131,0.62123
"M1071.559T892.477",0.6389,0.61951,0.62386,0.6238
"M1032.753T1226.13",0.63783,0.65437,0.66639,0.6665
"M409.075T744.412",0.63681,0.61409,0.62895,0.62889
"M988.804T68.066",0.63579,0.67724,0.68605,0.68628
"M627.643T1193.32",0.6339,0.62039,0.61999,0.62016
"M1137.546T907.004",0.63132,0.7692,0.7672,0.76749
"M1031.899T1225.646",0.63108,0.60495,0.60262,0.60261
"M727.414T1292.189",0.63095,0.65516,0.65732,0.65734
"M521.022T764.729",0.63077,0.61289,0.61848,0.61869
"M1130.454T886.215",0.63018,0.61661,0.61405,0.61408
"M576.128T818.314",0.62558,0.66306,0.68738,0.68742
"M353.052T831.694",0.62529,0.92911,0.92694,0.92683
"M379.101T757.973",0.62465,0.64014,0.63769,0.63776
"M357.108T784.337",0.62059,0.62511,0.62331,0.62324
"M1327.552T905.478",0.61699,0.63503,0.63764,0.63775
"M519.896T67.425",0.61684,0.79203,0.80979,0.80971
"M613.854T887.38",0.61584,0.67662,0.67519,0.67522
"M481.224T887.168",0.6143,0.60857,0.61322,0.61336
"M983.568T1252.43",0.61369,0.58797,0.59731,0.59734
"M449.004T832.738",0.61359,0.85229,0.88357,0.88377
"M371.133T805.134",0.61114,0.7698,0.77263,0.77271
"M541.046T1246.429",0.60843,0.59483,0.59932,0.59956
"M653.752T320.843",0.60721,0.58748,0.58652,0.58651
"M333.083T110.42",0.60277,0.61009,0.6131,0.6131
"M613.774T885.363",0.59701,0.57297,0.57235,0.5725
"M345.577T605.404",0.58915,0.56885,0.56913,0.56911
"M289.446T802.654",0.5883,0.58686,0.60862,0.60854
"M329.088T474.939",0.58798,0.57231,0.57373,0.57377
"M487.016T806.181",0.58485,0.63402,0.63418,0.63424
"M1162.051T893.06",0.58375,0.56193,0.56577,0.56599
"M391.065T766.545",0.57934,0.5681,0.56573,0.56566
"M715.392T322.783",0.57591,0.65521,0.65729,0.65794
"M379.067T781.128",0.57506,0.58368,0.62741,0.62736
"M565.054T1199.484",0.57336,0.56457,0.56674,0.56707
"M633.494T312.856",0.57311,0.65299,0.65143,0.65146
"M1390.547T1005.094",0.57304,0.5578,0.58078,0.58084
"M238.892T97.993",0.57293,0.60134,0.60014,0.60014
"M399.275T1363.391",0.57152,0.56039,0.55992,0.56002
"M695.289T1193.403",0.56476,0.56698,0.57953,0.58006
"M357.576T759.445",0.56437,0.5865,0.58408,0.58422
"M861.253T1033.436",0.56412,0.5806,0.60252,0.60251
"M383.433T314.152",0.56097,0.54919,0.55721,0.55739
"M289.026T88.643",0.55807,0.53493,0.5574,0.55753
"M279.124T874.724",0.5576,0.57609,0.59271,0.59315
"M1094.293T897.844",0.55511,0.57542,0.57553,0.57608
"M683.887T67.591",0.55248,0.85904,0.87837,0.87836
"M334.932T113.331",0.55164,0.52942,0.53666,0.53664
"M568.907T66.858",0.55146,0.52841,0.5968,0.59677
"M491.126T414.484",0.55035,0.7247,0.72189,0.7218
"M472.901T67.482",0.5501,0.64975,0.65317,0.65321
"M869.849T1307.413",0.54279,0.55273,0.5505,0.55074
"M433.376T793.769",0.53802,0.53572,0.53737,0.53745
"M625.178T776.712",0.5368,0.51608,0.53683,0.5371
"M419.115T799.29",0.5365,0.52501,0.53656,0.53656
"M569.91T66.858",0.53377,0.71465,0.74527,0.74526
"M349.056T728.324",0.53223,0.59822,0.59881,0.59913
"M653.717T312.26",0.5312,0.60785,0.6062,0.60631
"M901.161T984.095",0.52944,0.62987,0.62951,0.63064
"M322.871T96.154",0.52735,0.52139,0.5217,0.52438
"M560.841T1187.938",0.52728,0.52981,0.53435,0.5343
"M676.309T1245.665",0.52187,0.51745,0.51583,0.51648
"M811.459T986.188",0.52073,0.75464,0.75666,0.75674
"M621.125T857.148",0.51959,0.54794,0.54909,0.55077
"M353.082T316.368",0.51899,0.51968,0.53207,0.53207
"M408.906T66.13",0.51887,0.52167,0.53429,0.53448
"M684.885T67.374",0.51563,0.91516,0.92972,0.92965
"M1031.84T1213.333",0.51204,0.51979,0.52034,0.52051
"M741.841T67.938",0.51182,0.59684,0.60439,0.60431
"M799.191T949.166",0.509,0.51042,0.51821,0.51845
"M309.118T727.508",0.50755,0.56663,0.56937,0.56938
"M443.193T725.675",0.50662,0.6409,0.63822,0.63833
"M657.169T756.884",0.49936,0.49034,0.51968,0.52013
"M743.85T66.912",0.4979,0.66764,0.69557,0.69562
"M1096.195T893.605",0.49712,0.56359,0.56131,0.56297
"M508.881T66.935",0.49705,0.53217,0.54177,0.54171
"M266.946T113.686",0.49536,0.54915,0.54943,0.54937
"M1030.642T1193.369",0.4948,0.50059,0.49868,0.49884
"M611.22T783.374",0.48857,0.47127,0.48833,0.48867
"M272.963T113.946",0.48856,0.48419,0.48529,0.48528
"M431.156T735.48",0.48353,0.53894,0.53697,0.53694
"M847.188T757.14",0.48315,0.46565,0.46742,0.46794
"M419.03T798.766",0.481,0.52236,0.55248,0.55241
"M771.811T66.858",0.47856,0.91638,0.91399,0.91428
"M517.099T802.454",0.47829,0.49225,0.49179,0.49184
"M139.002T112.479",0.4778,0.45868,0.46247,0.46258
"M701.195T940.853",0.47408,0.45966,0.46089,0.46104
"M455.081T704.884",0.47395,0.47021,0.48157,0.48178
"M182.994T112.283",0.47196,0.45799,0.45949,0.45948
"M397.002T110.368",0.46073,0.45629,0.45466,0.45538
"M318.143T1501.634",0.45974,0.47253,0.47805,0.47909
"M286.972T107.919",0.45786,0.44013,0.44565,0.44579
"M731.208T950.406",0.45644,0.44723,0.46817,0.46811
"M333.06T88.804",0.45458,0.44042,0.45147,0.45231
"M377.049T427.197",0.4521,0.53788,0.53798,0.5384
"M486.878T66.684",0.45116,0.45579,0.48183,0.4821
"M772.809T66.771",0.43715,0.77742,0.79452,0.79451
"M418.974T1483.997",0.43605,0.4839,0.49452,0.49496
"M875.467T1241.171",0.43041,0.4381,0.45411,0.45409
"M517.897T66.885",0.43037,0.84927,0.86422,0.86418
"M585.878T68.251",0.42992,0.62015,0.63182,0.63176
"M366.994T111.318",0.426,0.41275,0.4149,0.41499
"M564.68T1183.74",0.42486,0.42363,0.42246,0.4232
"M355.067T660.488",0.41939,0.48153,0.48125,0.48163
"M657.063T941.851",0.40963,0.68883,0.70309,0.703
"M336.86T96.244",0.40393,0.44304,0.44408,0.44634
"M772.366T884.107",0.40356,0.42439,0.44001,0.4402
"M354.093T750.969",0.40207,0.44683,0.49784,0.49778
"M531.078T845.355",0.39825,0.38502,0.463,0.46294
"M765.729T983.05",0.39546,0.72263,0.72239,0.72236
"M392.068T765.784",0.3951,0.40459,0.40671,0.4067
"M947.485T901.595",0.39482,0.447,0.4459,0.44616
"M407.9T66.13",0.39017,0.48256,0.4846,0.48467
"M1192.357T906.767",0.3894,0.54539,0.54506,0.54538
"M1363.57T899.951",0.38705,0.37256,0.38252,0.38417
"M674.842T67.64",0.38623,0.40507,0.41469,0.41478
"M573.017T749.518",0.38614,0.37356,0.43899,0.43894
"M885.822T66.912",0.38594,0.83525,0.84789,0.84787
"M377.162T1630.7",0.38435,0.3778,0.38943,0.38997
"M501.375T66.858",0.38194,0.78428,0.78565,0.78567
"M1162.717T895.445",0.3751,0.40834,0.416,0.41597
"M471.897T67.543",0.37414,0.47573,0.4853,0.48527
"M447.152T782.273",0.37121,0.39199,0.39102,0.39212
"M593.709T851.665",0.36695,0.35607,0.40853,0.4087
"M759.826T66.885",0.36612,0.75274,0.77572,0.77571
"M493.23T921.818",0.36575,0.62862,0.62608,0.626
"M655.655T928.688",0.36411,0.3889,0.38809,0.38853
"M559.728T1193.65",0.36149,0.42768,0.43946,0.44074
"M383.058T256.181",0.36148,0.55428,0.55794,0.55809
"M775.809T66.684",0.35977,0.66654,0.67862,0.67866
"M354.082T204.227",0.35581,0.83228,0.83963,0.83956
"M369.569T765.536",0.35423,0.39986,0.39831,0.3983
"M644.846T66.885",0.34578,0.42589,0.44054,0.44059
"M771.369T883.552",0.34311,0.47275,0.47261,0.47276
"M854.516T1290.85",0.34014,0.34145,0.37024,0.3703
"M593.545T851.652",0.33729,0.55257,0.56417,0.56415
"M180.067T785.272",0.33349,0.40221,0.44568,0.44601
"M851.912T1326.892",0.33241,0.33984,0.36499,0.36496
"M357.49T758.525",0.32854,0.61899,0.61662,0.61653
"M864.188T806.912",0.32792,0.31467,0.31349,0.31442
"M697.753T1005.082",0.32782,0.34138,0.34257,0.3451
"M688.854T66.858",0.32357,0.68323,0.70253,0.70252
"M451.007T107.467",0.32099,0.30937,0.34626,0.34649
"M327.108T784.235",0.31776,0.3772,0.37963,0.37959
"M863.184T809.21",0.31711,0.38139,0.38124,0.38207
"M643.847T66.912",0.3166,0.39006,0.42469,0.42469
"M814.836T68.186",0.31633,0.82327,0.82707,0.82734
"M251.019T152.27",0.31348,0.3096,0.34413,0.34409
"M1255.613T888.434",0.31195,0.29939,0.32471,0.32492
"M798.851T67.54",0.30835,0.43265,0.45294,0.45349
"M1395.396T991.455",0.30473,0.42426,0.4263,0.42758
"M473.173T806.642",0.30394,0.31787,0.33959,0.33966
"M241.033T103.182",0.3009,0.30744,0.30707,0.30773
"M459.052T765.953",0.29683,0.39706,0.40079,0.40075
"M429.419T313.767",0.29266,0.29333,0.32707,0.3275
"M413.104T602.912",0.29036,0.30407,0.30322,0.30369
"M570.518T894.146",0.28668,0.32776,0.32951,0.33066
"M851.794T1356.146",0.28642,0.50706,0.51071,0.51096
"M593.686T850.456",0.28633,0.31461,0.37076,0.37072
"M921.12T945.55",0.28439,0.30428,0.32351,0.32465
"M333.135T1582.426",0.28376,0.32447,0.33322,0.33324
"M1333.355T942.499",0.28352,0.40691,0.40717,0.40744
"M271.021T88.704",0.28348,0.4608,0.45892,0.45886
"M1097.549T894.492",0.28243,0.37614,0.40346,0.40343
"M1193.356T907.422",0.28139,0.59302,0.59057,0.59049
"M281.07T709.104",0.27949,0.27583,0.27872,0.27961
"M657.832T67.374",0.27295,0.53308,0.54528,0.54522
"M743.208T992.462",0.26822,0.37845,0.40118,0.40175
"M281.049T89.959",0.26802,0.42508,0.42651,0.4268
"M757.441T1176.453",0.26144,0.52111,0.54113,0.54166
"M437.065T776.272",0.26074,0.27824,0.2808,0.28081
"M715.427T310.719",0.258,0.48852,0.4907,0.49077
"M404.916T66.832",0.2558,0.44294,0.48486,0.48493
"M385.077T649.201",0.25318,0.25734,0.25627,0.25624
