"","Comp 1","Comp 2","Comp 3","Comp 4"
"M397.259T1311.545",0.030263,0.015973,0.0071621,0.036355
"M443.191T791.98",0.03652,-0.029677,0.019977,0.0021478
"M413.167T733.785",0.035031,-0.015192,0.035181,-0.019494
"M687.305T1181.604",0.050216,0.011135,-0.0021072,0.017114
"M341.259T618.637",0.042774,0.015918,-0.0014461,-0.005419
"M633.753T316.098",0.03391,-0.029609,0.0011422,0.0099329
"M919.334T939.971",0.036846,-0.0011677,-0.014532,-0.025176
"M206.081T834.983",0.044282,0.031813,-0.028991,0.12225
"M863.373T951.624",0.04153,-0.034012,-0.038327,0.035357
"M316.427T318.614",0.024638,-0.010239,0.059761,0.014978
"M618.794T905.184",-0.062186,-0.039194,0.0074569,-0.029829
"M419.228T901.259",0.046527,-0.036822,-0.032179,0.0026827
"M316.385T321.843",0.026468,0.0058821,0.046353,0.016269
"M524.981T106.871",0.032103,-0.028677,0.047133,-0.020749
"M950.342T882.081",0.051059,-0.033179,-0.022909,-0.029265
"M822.313T886.782",0.037219,-0.036331,-0.036081,0.0070845
"M1079.533T897.421",0.0019523,-0.0037135,0.060306,-0.0075167
"M1461.92T936.679",0.030551,-0.043317,-0.0080992,-0.009396
"M970.768T318.573",0.033733,0.0037961,-0.010751,0.0060803
"M857.325T1034.658",0.054275,-0.044879,-0.054439,-0.012152
"M1005.392T917.562",0.037769,-0.0089917,-0.013107,0.023083
"M654.601T316.399",0.0197,0.026333,-0.040448,-0.025597
"M357.576T759.445",0.02176,-0.025609,0.0071343,-0.031427
"M365.052T459.24",0.032929,-0.070632,0.067085,-0.0060641
"M271.021T88.704",-0.0024669,-0.041563,0.0025917,-0.00047387
"M968.386T889.852",0.040876,9.3696e-05,-0.0028937,0.010732
"M593.686T850.456",-0.011713,-0.0020835,0.067754,0.0039488
"M505.029T765.672",0.04427,0.026421,0.014734,0.014815
"M1035.367T890.845",0.042558,-0.0052902,-0.0079907,0.019324
"M565.054T1199.484",-0.020364,0.021236,-0.018232,-0.041761
"M728.286T863.521",0.046149,-0.0014432,-0.0026437,-0.016873
"M538.221T942.724",0.051067,-0.017219,-0.046573,0.013146
"M969.4T973.77",0.047402,-0.049582,-0.025511,0.014152
"M333.135T1582.426",-0.005868,-0.027263,0.026272,0.011778
"M377.181T797.379",0.030594,-0.0044295,0.025671,0.040814
"M369.388T763.979",-0.0051106,-0.022026,0.036383,-0.033959
"M870.809T67.494",-0.019185,-0.11155,0.056085,-0.027829
"M1161.526T895.081",-0.020799,-0.0053414,0.036198,-0.024513
"M266.946T113.686",-0.010816,-0.035451,0.017509,0.0054869
"M696.3T853.355",0.044082,-0.020037,-0.018037,-0.040457
"M1007.373T920.82",0.039787,-0.019346,-0.0066712,0.016598
"M589.773T907.878",-0.033251,-0.028883,0.034346,-0.032348
"M387.165T771.864",-0.0049116,-0.019361,0.016034,-0.069515
"M1164.559T899.737",-0.031672,-0.019128,-0.011765,-0.074653
"M445.037T424.564",0.00044805,-0.020098,0.0078218,-0.022115
"M988.804T68.066",0.025209,-0.044589,0.049745,-0.041088
"M743.317T783.373",0.036193,-0.04245,0.013002,-0.018463
"M1323.606T888.291",-0.0078515,0.015333,0.010573,-0.080019
"M688.263T861.089",0.043508,-0.0084366,-0.0183,0.027953
"M971.627T318.415",0.032322,-0.0016967,0.0083153,0.034685
"M1143.444T941.11",0.047918,-0.027422,-0.012159,0.017096
"M1094.293T897.844",0.021337,-0.018981,-0.026677,0.052346
"M967.394T924.933",0.040833,-0.036855,-0.01831,0.017021
"M560.837T67.188",0.023526,0.014338,0.005485,-0.027701
"M702.255T837.404",0.034705,0.0023514,-0.028264,-0.0042441
"M379.067T781.128",0.021499,-0.043842,0.079547,0.012358
"M569.181T807.905",0.037823,-0.017041,-0.016631,-0.0038063
"M714.253T913.384",0.042251,-0.0046972,-0.013087,0.013815
"M773.211T817.036",0.026452,-0.01824,-0.041332,0.021682
"M589.271T908.408",-0.039596,-0.023411,0.020346,-0.034464
"M795.27T865.806",0.042867,-0.0065688,0.0093509,-0.028508
"M260.967T89.826",0.050474,0.047112,0.016192,0.00066755
"M264T169.106",-0.00078696,-0.047644,0.04294,-0.036139
"M1095.906T894.31",0.031589,0.006619,0.03352,0.044858
"M625.024T106.841",0.037739,3.3825e-05,0.057555,-0.010301
"M311.065T863.883",0.018484,0.028389,0.034565,0.062602
"M1327.552T905.478",-0.015419,-0.033352,0.033009,-0.031135
"M281.049T89.959",-0.0025617,-0.032172,-0.02319,0.033348
"M631.833T319.717",0.026511,0.033769,0.011403,-0.0046967
"M644.248T900.496",0.035715,-0.04247,0.0011343,-0.016303
"M889.313T902.886",0.031605,-0.053335,-0.0063204,0.01433
"M273.314T67.476",-0.0054692,-0.11621,0.018716,-0.0068685
"M950.337T882.881",0.049634,-0.027968,-0.039132,-0.0234
"M576.128T818.314",-0.024672,0.01285,0.061876,0.025957
"M569.273T895.199",-0.022015,-0.017389,0.028882,-0.044287
"M751.173T317.266",0.033723,0.0054039,0.014777,0.0025649
"M1094.211T893.809",0.032698,-0.016554,0.086383,0.050262
"M272.963T113.946",0.013249,0.0083741,0.021107,-0.013834
"M549.147T750.744",0.028362,0.00075741,0.038044,-0.0061866
"M553.051T758.396",0.025136,-0.017007,-0.0059982,-0.032748
"M263.13T940.795",0.040015,-0.0076604,-0.024352,-0.04347
"M445.207T780.093",0.032893,0.0095495,0.02714,0.021176
"M631.863T318.629",0.032537,0.00065844,0.012261,0.0183
"M843.287T936.679",0.042919,-0.026146,-0.026266,0.015202
"M483.129T913.248",0.037175,-0.040282,-0.018418,-0.061123
"M1008.375T923.099",0.042736,-0.036732,-0.033891,0.020033
"M357.49T758.525",0.019634,-0.060078,0.0057052,-0.00030165
"M447.094T753.734",-0.0092098,0.0036312,0.064499,-0.030717
"M433.777T806.208",0.03822,-0.02149,0.026732,0.03132
"M1045.593T1289.364",0.039105,-0.0088337,-0.0043947,-0.0044291
"M501.195T803.697",0.047892,-0.028552,-0.014745,0.011546
"M630.654T314.128",0.036226,-0.0035965,-0.0084856,-0.012201
"M625.178T776.712",-0.017707,-0.0099912,0.059263,-0.037272
"M399.065T319.722",0.030936,0.067087,0.051682,0.037544
"M1224.522T894.229",-0.0034654,-0.020113,0.049076,-0.018776
"M315.108T761.986",0.036429,-0.033587,-0.0058429,-0.041134
"M471.152T726.342",0.03353,0.023029,0.044435,0.020232
"M814.836T68.186",0.0033355,-0.09449,0.030173,0.048557
"M679.277T1051.577",0.057812,0.018122,-0.027729,-0.10024
"M568.907T66.858",0.017654,-0.028622,0.094818,0.014681
"M585.878T68.251",0.021627,-0.063694,0.044468,0.010196
"M377.162T1630.7",0.010647,0.018959,-0.028178,-0.042055
"M272.073T418.674",0.046845,0.10943,0.008653,-0.019838
"M369.569T765.536",0.0074937,0.02226,0.0052955,-0.011838
"M427.038T293.27",0.046823,-0.012133,-0.0038749,-0.032541
"M383.058T256.181",0.018931,-0.055322,0.032804,-0.030359
"M513.129T730.532",-0.0018942,-0.034182,0.052288,-0.029772
"M684.191T618.708",0.061645,0.022621,0.036117,-0.00068832
"M1144.448T942.538",0.049028,-0.029734,-0.024388,0.015837
"M613.774T885.363",0.019463,-0.0083142,0.020438,-0.031383
"M1176.528T983.06",0.058415,-0.049828,-0.031648,0.004159
"M951.397T1014.118",0.053281,-0.031191,-0.045654,0.01146
"M998.841T1404.514",0.025877,0.03539,0.030723,-0.010412
"M593.545T851.652",-0.0028426,-0.061138,0.045406,-0.01599
"M425.103T1191.927",0.022759,0.026323,0.013588,0.025015
"M389.182T799.355",0.00020406,0.0099166,0.029563,0.0080075
"M260.048T118.657",0.015179,0.062179,-0.0046737,-0.042692
"M924.351T839.79",0.043288,-0.018713,-0.042802,-0.0055835
"M395.048T106.9",0.032165,0.01094,-0.0027891,-0.020119
"M517.897T66.885",-0.00066118,-0.098547,0.064735,-0.022007
"M657.169T756.884",-0.013873,-0.028908,0.06832,-0.045233
"M353.082T316.368",0.019007,-0.028484,0.045201,-0.016596
"M313.093T320.692",0.029841,0.0032157,0.024275,-0.022531
"M852.339T915.443",0.040226,0.0059522,-0.018587,-0.00014294
"M475.187T823.258",0.040336,-0.036573,-0.010906,-0.0088625
"M220.134T731.802",-0.043579,0.032193,-0.016576,-0.031537
"M998.861T1404.179",0.021073,0.044024,0.029899,-0.0043525
"M698.26T899.18",0.038833,-0.042387,-0.026257,0.0060085
"M474.881T66.41",0.032749,-0.041445,0.036409,0.0010809
"M721.31T972.44",0.048004,-0.0072759,-0.014068,0.0054225
"M621.052T106.9",0.035788,0.0029767,0.034427,-0.014785
"M289.026T88.643",0.017243,-0.013453,0.052041,0.029446
"M544.284T936.329",0.02804,0.035165,0.010253,0.018329
"M379.101T757.973",0.023663,-0.023325,-0.0018521,-0.026676
"M494.168T786.301",0.044596,-0.035529,-0.052044,0.007663
"M911.26T1004.032",0.040978,-0.041332,-0.053202,0.016279
"M1106.454T890.453",0.038357,-0.005962,-0.011757,-0.0121
"M269.05T89.726",0.034667,0.058951,0.018727,0.0087243
"M289.084T863.831",0.027404,-0.03343,-0.0096508,-0.017912
"M473.196T813.174",0.042158,-0.003588,0.012838,-0.054262
"M559.066T758.189",0.027951,-0.0033447,0.0055501,-0.047297
"M449.004T832.738",0.030091,-0.0913,0.077578,0.04627
"M336.86T96.244",0.016496,-0.028546,0.031168,-0.088763
"M343.102T681.368",0.039178,-0.00032793,-0.01314,-0.013027
"M497.261T974.778",0.037261,0.0031663,-0.034672,-0.0064344
"M661.253T876.035",0.039264,-0.010169,-0.0022021,-0.0098329
"M765.729T983.05",0.001771,0.061466,0.024687,-0.018249
"M941.317T938.576",0.035342,-0.025,-0.026792,0.0082047
"M1193.041T904.79",-0.042504,-0.065299,0.0084009,-0.024114
"M581.283T805.632",0.039441,-0.024603,0.0032404,-0.017534
"M611.22T783.374",0.016382,-0.019066,0.052524,-0.038688
"M564.929T1201.416",0.0018018,0.031913,-0.005714,0.0041373
"M728.88T67.591",0.015153,-0.078912,0.04718,-0.007073
"M824.816T67.434",0.002186,-0.075768,0.05145,0.050261
"M938.802T67.374",-0.011086,-0.097278,0.061212,0.031644
"M440.855T1728.569",0.054201,-0.030029,-0.008625,0.052854
"M429.504T310.912",0.030296,-9.7843e-05,0.024531,-0.020589
"M439.009T107.459",0.029482,0.0027278,0.025209,-0.01291
"M847.188T757.14",0.01614,-3.5657e-05,-0.013228,-0.045699
"M402.053T876.272",-0.042548,-0.0038812,-0.064174,0.015019
"M753.298T903.043",0.042461,-0.030417,0.015002,-0.01395
"M591.2T844.598",0.03284,-0.011791,0.0049588,-0.057965
"M475.366T1425.395",0.036426,0.020798,0.0071521,-0.020631
"M485.063T759.194",0.032828,-0.021549,0.010571,-0.025795
"M1044.425T908.907",0.050514,-0.017954,0.011935,0.029598
"M1331.507T909.803",-0.00080428,-0.017906,0.025468,-0.024452
"M507.209T930.4",0.049405,-0.012676,-0.011047,0.012012
"M238.892T97.993",0.02235,-0.030806,0.016594,-0.018624
"M1143.426T942.716",0.052304,-0.035667,-0.02165,0.0056331
"M387.02T108.554",0.025081,0.001296,-0.035152,-0.015955
"M711.218T782.65",0.029666,-0.039696,0.01266,-0.024472
"M890.319T900.562",0.036363,-0.026035,-0.023568,0.020129
"M431.156T735.48",0.020046,-0.031945,0.0043018,0.011575
"M688.854T66.858",0.00038382,-0.083612,0.063643,-0.021199
"M443.058T752.856",0.033989,-0.00072749,0.021325,0.021792
"M1129.441T885.407",0.035353,-0.009503,0.032897,-0.020436
"M964.359T921.966",0.048865,-0.030789,-0.076657,-0.00075006
"M1613.665T937.741",0.043967,-0.020744,-0.03479,-0.059703
"M671.034T89.795",0.033477,0.01914,0.0031048,0.031431
"M420.999T106.905",0.046836,0.0056876,0.0057958,-0.010913
"M708.241T861.396",0.036939,-0.0089958,-0.0044457,0.035377
"M1136.99T908.053",-0.026433,-0.022033,-0.0061168,-0.011944
"M851.276T990.376",0.047179,-0.021148,-0.0042259,0.05368
"M614.901T67.494",-0.0028628,-0.12342,0.042832,-0.0058466
"M537.08T758.19",0.030683,-0.021113,-0.0036093,-0.017862
"M569.775T895.343",-0.020477,-0.021106,0.021715,-0.048322
"M591.465T1235.608",-0.014386,0.071806,-0.013755,-0.032509
"M645.252T899.393",0.042027,-0.0097775,0.017341,0.00098781
"M397.074T474.916",0.024119,-0.024569,0.019539,-0.0086244
"M848.315T857.496",0.050817,-0.041116,-0.03828,-0.0079656
"M781.183T974.609",-0.019925,-0.029253,-0.01511,0.004042
"M1130.437T924.326",0.047324,-0.03018,-0.0085792,0.032102
"M693.278T872.306",0.038416,0.001809,-0.031775,0.003933
"M432.997T107.064",0.036858,-0.003379,0.015657,-0.028699
"M545.298T995.647",0.034478,0.015698,0.0086472,0.020766
"M425.046T798.077",-0.0082048,0.0093862,0.055063,-0.038408
"M366.994T111.318",0.01452,-0.012257,0.022895,-0.021842
"M1192.04T901.764",-0.045174,-0.041026,0.008009,-0.034707
"M1014.782T1351.411",0.034045,0.021738,-0.005763,0.011286
"M375.129T729.569",-0.027627,0.027354,-0.058427,-0.0066741
"M503.126T874.193",0.0313,0.0079832,0.033775,-0.032588
"M901.161T984.095",0.010203,0.035875,0.03027,-0.076478
"M772.366T884.107",-0.009682,-0.0074934,-0.037727,-0.029152
"M596.277T932.512",0.0031391,-0.018127,-0.051794,0.034948
"M609.959T835.516",0.031367,-0.072469,0.018047,0.036764
"M516.992T825.04",0.039087,-0.014853,0.073522,-0.0099696
"M447.151T677.76",0.020894,0.01959,-0.037516,-0.01122
"M1162.522T896.44",-0.017783,-0.025119,0.022654,-0.022578
"M345.577T605.404",-0.017336,-0.0026009,-0.021363,0.015356
"M379.565T877.71",-0.014763,-0.075574,-0.03216,0.070528
"M1032.753T1226.13",0.016041,0.01237,0.043157,0.031893
"M477.061T615.621",0.037329,0.030205,0.030315,0.037408
"M433.038T831.69",0.044371,-0.063983,0.014721,0.047306
"M349.056T728.324",0.022233,-0.040189,0.027622,-0.043029
"M391.065T766.545",0.020393,-0.013706,0.00064935,0.0036962
"M861.166T878.352",0.039339,-0.016171,-0.004845,-0.036049
"M531.009T876.272",-0.015355,-0.08155,-0.038674,0.057408
"M723.112T851.461",0.0013876,-0.042276,0.051074,-0.025984
"M409.045T138.763",0.02508,-0.021441,0.0058016,-0.0028144
"M395.189T761.387",0.038646,-0.0031656,0.002207,-0.03457
"M306.936T1813.234",0.031067,0.011373,0.033894,0.0015522
"M559.728T1193.65",0.015769,-0.017169,-0.047717,0.066998
"M335.137T198.47",0.034397,-0.013087,-0.010359,-0.0084419
"M661.226T856.483",0.038218,-0.027957,-0.028152,0.048661
"M593.709T851.665",-0.010583,-0.025706,0.065915,0.026201
"M727.414T1292.189",0.015502,0.035452,-0.02395,-0.023817
"M465.141T849.089",0.039793,-0.033766,-0.0040238,0.0093335
"M676.835T65.732",0.028313,0.010372,-0.034425,-0.018164
"M351.13T801.057",0.035532,-0.0031154,-0.021226,0.0094975
"M361.323T326.759",0.047803,-0.0010333,-0.011661,0.032089
"M661.142T919.275",0.044475,-0.03489,0.021706,-0.026334
"M445.135T747.805",0.033979,-0.02162,0.048636,0.012459
"M271.07T418.897",0.023539,0.064364,0.01939,-0.054307
"M409.075T617.585",0.038121,0.029128,0.0067334,-0.017714
"M402.187T763.436",0.040361,-0.022913,-0.0088657,-0.012273
"M426.882T91.046",0.025072,0.012265,-0.0078063,-0.0074547
"M771.811T66.858",-0.0012945,-0.092038,0.026029,-0.053323
"M545.846T78.22",0.030132,0.020496,0.013649,-0.044164
"M969.698T320.725",0.062959,0.010228,0.018389,0.15296
"M365.528T823.98",0.049105,-0.02307,-0.032292,0.037999
"M320.919T92.078",0.033762,0.015671,0.013411,-0.014463
"M937.388T970.431",0.034147,-0.017586,-0.030357,0.017051
"M299.07T414.239",0.026384,0.077979,-0.0492,-0.097594
"M942.309T937.647",0.045339,-0.031042,-0.038342,-0.0065435
"M408.906T66.13",0.013609,0.0054308,0.048108,-0.032604
"M333.191T983.058",0.041461,0.039804,-0.0015964,-0.076887
"M365.136T768.138",0.019052,0.018477,-0.010218,-0.046907
"M771.203T760.252",0.023498,-0.027959,0.042996,-0.0063383
"M461.152T871.999",0.032156,0.0043767,-0.02147,-0.0023727
"M481.183T807.444",0.039195,-0.029993,-0.0093046,-0.017214
"M405.177T839.252",0.030477,0.011125,-0.00099995,-0.0404
"M1204.491T868.846",0.039097,0.002263,-0.018343,-0.025777
"M333.041T419.397",0.039379,0.06581,-0.00079908,-0.030296
"M726.284T1051.577",0.059164,0.080755,0.030998,-0.016481
"M367.103T818.837",0.04687,0.0053074,0.0077184,0.036667
"M643.847T66.912",0.014254,-0.043387,0.061289,-0.013477
"M601.172T845.875",0.02982,-0.013312,0.0084641,-0.037764
"M610.849T834.902",0.041022,-0.072922,-0.0024083,0.030412
"M310.974T92.682",0.028072,-0.01484,0.04244,-0.0097793
"M776.814T66.22",0.036443,-0.0026193,-0.0012177,-0.024456
"M806.159T933.966",0.035312,-0.036819,-0.033909,0.00554
"M407.9T66.13",0.017618,-0.039506,0.025045,-0.022448
"M806.921T938.616",0.036574,-0.0059699,-0.046663,0.050359
"M754.827T67.274",0.03323,-0.057509,0.053024,-0.016409
"M287.076T110.312",0.024053,-0.0098157,0.0087804,-0.02981
"M871.351T913.248",0.03734,-0.0015716,-0.00039003,0.017925
"M807.113T936.925",0.023546,-0.0078441,0.021905,-0.012511
"M203.204T105.674",0.030145,0.032824,-0.0028063,-0.020928
"M505.3T1291.082",0.021775,0.037918,-0.00039176,-0.041878
"M204.975T113.721",0.006847,-0.031273,-0.013819,-0.01401
"M613.854T887.38",0.01366,0.032216,0.018807,-0.02468
"M333.06T88.804",0.015492,-0.017545,0.028345,0.055613
"M1197.439T886.215",0.044915,-0.013487,-0.0099533,-0.015516
"M413.192T1370.63",0.025593,0.025437,0.0031963,6.3731e-05
"M572.874T67.143",0.0064071,-0.066675,0.054153,-0.0063859
"M555.158T835.854",0.037421,-0.011394,-0.030841,0.055794
"M267.196T1364.412",0.020301,0.021987,-0.0087858,-0.056089
"M674.842T67.64",0.015053,-0.027333,0.036529,-0.021706
"M593.934T851.064",0.019381,-0.08093,0.025199,0.0056595
"M310.969T105.491",0.035587,-0.0015495,0.024092,0.016894
"M872.81T67.519",0.0084745,-0.09012,0.060966,-0.032413
"M429.365T315.31",0.019118,6.5734e-05,0.052288,-0.00049751
"M471.046T618.546",0.049435,0.035499,0.012703,-0.079103
"M1043.424T909.662",0.044754,-0.029536,0.0029648,0.013387
"M401.144T790.222",0.030572,0.0087567,-0.039813,0.0041921
"M712.22T783.012",0.045409,0.014431,0.028795,-0.027565
"M469.036T876.272",0.029456,0.022832,0.10404,0.069883
"M884.8T66.979",0.0096221,-0.07136,0.052164,-0.037489
"M333.926T91.902",0.037122,0.011613,0.022756,-0.032576
"M473.173T881.847",0.030915,-0.015553,-0.013982,0.0064037
"M621.037T758.225",0.033228,0.017207,0.028561,-0.018343
"M611.147T106.977",0.033553,0.00848,-0.010641,-0.011674
"M461.037T823.98",0.044289,-0.048045,-0.031299,0.016291
"M870.702T1303.064",0.029635,-0.0022269,0.036404,0.0012678
"M567.171T792.05",0.03491,-0.0028446,-0.0044379,0.0048385
"M476.876T67.016",0.033497,-0.024108,0.037612,-0.013795
"M431.759T791.911",0.041408,-0.02639,0.012068,0.017505
"M609.054T106.871",0.036017,0.0077926,0.032789,-0.02253
"M657.266T958.998",0.033927,0.03198,-0.017302,0.010454
"M508.215T930.69",0.046859,-0.0024008,-0.0011746,-0.005636
"M915.823T68.606",0.0036009,-0.055657,0.068388,0.015483
"M772.809T66.771",-0.0023966,-0.089023,0.065332,-0.024045
"M1130.433T884.599",0.042276,-0.010353,-0.00050976,-0.018641
"M619.26T816.529",0.03583,-0.010512,0.035307,0.0066078
"M292.991T104.104",0.024893,0.017751,-0.0016527,-0.049313
"M911.268T936.747",0.039359,-0.030293,-0.036147,0.0094073
"M645.848T67.545",0.023183,-0.02366,0.012445,0.038156
"M806.073T940.272",0.026869,-0.032199,-0.033556,0.036197
"M522.878T65.745",0.022888,-0.021767,0.0258,-0.026125
"M255.115T921.266",0.032374,-0.0038631,-0.046932,0.023441
"M1093.54T895.081",-0.024092,-0.016681,0.023506,-0.036136
"M617.247T870.852",0.039085,0.0027134,0.026696,0.023734
"M655.189T778.866",-0.018843,-0.050627,0.077348,-0.017354
"M626.212T761.224",0.035146,-0.0017074,-0.013826,-0.039266
"M569.91T66.858",-0.0081524,-0.076016,0.079881,-0.023206
"M329.088T425.59",0.032992,-0.01437,-0.0024065,-0.0052357
"M495.025T292.616",0.046652,-0.012461,-0.01648,-0.032357
"M547.234T852.079",0.04724,-0.02799,0.0033144,-0.020236
"M494.233T920.795",0.0011718,-0.02651,-0.048587,-0.052316
"M274.971T109.977",0.033377,-0.00052921,0.040882,0.0017272
"M626.185T785.506",0.025616,-0.016881,0.063947,-0.035967
"M491.126T414.484",0.02601,-0.052845,-0.0069511,0.0044948
"M415.225T881.978",0.036608,0.022827,0.0015704,0.078807
"M409.002T109.878",0.02222,0.0025503,0.0086937,0.014108
"M413.104T602.912",0.011297,-0.01502,0.010826,-0.034554
"M807.744T937.741",0.030413,-0.0015431,-0.042409,0.045308
"M209.025T89.634",-0.0052458,0.0088951,0.013109,-0.042622
"M941.306T938.915",0.038021,-0.027654,-0.027686,0.01039
"M180.971T1182.798",0.030381,0.0098976,0.015473,-0.009716
"M593.922T852.299",0.0099985,-0.063655,0.055249,-0.025525
"M808.342T938.944",0.038917,-0.032447,-0.016159,-0.003529
"M732.876T67.374",0.0072852,-0.082896,0.069556,-0.016113
"M759.826T66.885",3.5908e-05,-0.092243,0.07246,-0.023414
"M289.056T250.757",0.037653,0.015786,0.028985,0.046445
"M851.338T916.834",0.036725,-0.0012694,-0.028232,0.020969
"M529.184T941.182",0.055416,0.014803,-0.070261,0.036823
"M621.221T884.304",0.031379,-0.012954,-0.018107,-0.0061059
"M705.205T926.435",0.050725,-0.040264,-0.007721,-0.02813
"M699.004T983.059",0.022963,0.027355,-0.011306,-0.073965
"M805.362T924.937",0.030207,-0.015156,0.0024103,0.0002973
"M789.663T1119.968",0.03654,0.05218,-0.014066,-0.017788
"M467.156T971.498",0.038311,-0.020283,-0.0064182,0.041345
"M640.844T67.188",0.041611,-0.047404,0.027448,0.0010815
"M359.098T671.316",0.032818,-0.011123,0.013727,0.02425
"M431.769T791.594",0.03709,-0.030207,-0.0068779,0.021956
"M643.245T933.361",0.037972,0.011362,-0.013524,0.012774
"M287.077T663.979",-0.020336,-0.023182,-0.036205,-0.0056764
"M875.696T1193.301",0.038778,0.004388,-0.017327,-0.036775
"M850.805T68.208",0.047397,-0.037885,0.027534,-0.026208
"M508.881T66.935",0.019815,-0.036896,0.039546,-0.0046081
"M815.832T67.938",0.011282,-0.092115,0.05767,-0.038031
"M539.034T616.33",0.045924,-0.012839,0.0011801,-0.037651
"M397.002T110.368",0.016551,-0.011192,0.0024446,-0.051783
"M1432.595T1048.493",0.026224,-0.016892,0.0035359,-0.023651
"M627.173T806.181",0.023267,-0.0020697,0.042035,-0.038132
"M333.062T883.084",0.0084957,-0.056422,0.07693,0.044273
"M564.68T1183.74",-0.011354,-0.010757,3.446e-05,-0.050663
"M503.143T589.731",0.04101,-0.035404,-0.0057991,0.013072
"M799.852T67.938",0.028364,-0.032835,0.028236,0.005945
"M927.368T972.44",0.040341,-0.027224,-0.038742,0.013546
"M371.09T764.993",0.02017,-0.011523,0.040747,0.0034989
"M811.459T986.188",0.0065762,0.053679,0.035477,-0.032233
"M561.217T921.818",0.02613,-0.015867,0.023489,0.051546
"M463.02T875.074",0.0040319,-0.013734,-0.045877,0.053448
"M289.12T769.482",-0.0015057,0.018215,-0.056448,0.0088706
"M657.109T89.959",0.032696,0.028622,-0.0073254,-0.0025593
"M459.052T765.953",0.014184,-0.024144,-0.023825,0.0080159
"M497.175T1191.749",0.019813,0.037146,-0.022208,-0.026757
"M404.916T66.832",0.014487,-0.059797,0.072794,-0.021866
"M723.346T899.128",0.034273,0.024039,-0.0015369,-0.0049717
"M655.655T928.688",0.0084924,0.016466,0.014587,-0.038025
"M427.197T838.449",0.04113,-0.020343,0.0029099,0.017005
"M999.727T1404.686",0.02824,0.026395,-0.014781,-0.018504
"M626.824T67.188",0.019987,-0.00047461,0.051255,0.021078
"M293.177T1099.499",0.036864,0.018533,-0.0068155,-0.051954
"M429.25T1071.941",0.029834,0.0022721,0.025769,-0.011576
"M341.088T439.204",0.028172,0.0011475,-0.0045853,0.0027978
"M656.833T67.115",0.0034621,-0.064842,0.037619,-0.026694
"M1031.347T966.014",0.040322,-0.019405,-0.0065518,0.018739
"M630.879T67.545",0.01274,-0.064291,0.041473,0.0061982
"M693.424T1336.51",0.035566,0.043158,-0.010045,-0.036764
"M806.978T940.468",0.045885,-0.029191,-0.030403,0.035019
"M471.897T67.543",0.017244,-0.044436,0.0347,0.010437
"M429.141T889.195",0.024263,0.032889,0.019534,0.059667
"M1109.422T909.522",0.050895,-0.0039601,0.017915,0.03555
"M341.088T304.64",0.034182,-0.0055018,0.016712,-0.013317
"M1042.422T909.151",0.049058,-0.032011,-0.0037914,0.031071
"M798.851T67.54",0.015226,-0.021306,-0.04107,-0.046059
"M413.179T861.909",0.056279,0.058192,0.0385,-0.10326
"M807.007T938.915",0.046419,0.0040994,-0.027756,0.036435
"M359.022T90.408",0.036942,0.0072261,0.0059212,-0.0078786
"M564.961T1199.656",-0.027459,0.039463,-0.03372,0.0043345
"M359.061T194.361",0.0099317,-0.019735,0.017464,-0.0548
"M1462.52T939.973",0.038746,-0.047704,-0.032525,0.0080437
"M385.113T791.317",0.022554,0.004629,0.00044993,-0.012333
"M743.85T66.912",-0.0075791,-0.070879,0.066239,0.027545
"M203.083T418.775",0.035827,0.069642,0.0072601,-0.035394
"M341.465T625.973",0.039718,0.020709,0.0034121,-0.026058
"M272.959T67.281",0.028011,-0.063183,0.061653,-0.01623
"M700.328T66.684",0.016018,-0.070821,0.046007,-0.010004
"M280.987T110.997",0.028554,-0.00024272,0.021674,-4.0186e-05
"M472.886T66.482",0.0093225,-0.046256,0.067952,-0.0071704
"M367.058T823.98",0.061226,-0.037888,-0.023439,0.038333
"M586.884T67.938",0.03378,-0.060673,0.04494,-0.0024204
"M1162.845T896.125",0.00063112,-0.0084167,0.048338,-0.082532
"M576.861T67.042",0.032451,-0.018501,0.04931,-0.022035
"M868.801T68.637",0.017203,-0.074175,0.059664,-0.017428
"M1131.537T924.362",0.019702,0.03239,0.0034487,-0.019984
"M1193.356T907.422",0.018064,-0.057367,-0.0019684,-0.0014689
"M182.994T112.283",-0.013608,-0.0027061,-0.017242,-0.013337
"M684.885T67.374",-0.0028644,-0.1022,0.060489,0.019155
"M373.167T930.605",0.030294,0.045093,-0.0039936,-0.017246
"M365.143T832.741",0.0064671,-0.059766,0.058211,0.016311
"M555.17T790.902",0.034965,0.011034,0.019589,0.010882
"M408.822T1801.685",0.024634,0.0050324,-0.018607,0.0077543
"M1084.663T1198.774",-0.053073,-0.021045,-0.0056191,-0.066172
"M454.144T914.383",0.041101,-0.050372,0.013017,0.0074781
"M886.794T67.143",0.010738,-0.097548,0.057383,-0.021909
"M526.316T1188.04",0.0074186,-0.023348,0.0021735,-0.045298
"M631.877T67.938",0.013536,-0.087742,0.024141,0.039513
"M1192.357T906.767",-0.0053622,-0.039246,-0.0097395,-0.04008
"M1009.386T967.414",0.046016,-0.039051,-0.053277,-0.0077015
"M357.108T784.337",0.022941,-0.024309,0.010512,0.003477
"M349.072T1165.294",0.029181,-0.035981,0.010967,-0.026215
"M527.309T1189.176",0.028112,0.014882,-0.00016432,-0.042872
