"","Comp 1","Comp 2","Comp 3","Comp 4"
"C12.3",-5.4517,1.4132,-1.5019,0.44431
"C12.4",-4.3383,-1.9754,1.3185,-0.4772
"X12.1",4.0569,-1.3822,-1.0339,1.3962
"X12.2",2.2777,1.6786,2.1055,0.51072
"X12.3",3.4554,0.26578,-0.88826,-1.874
