"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M645.453T1423.012","-0.365477108","-0.596398029","-0.237349085"," 0.007132186","-0.035397649","-0.212110049","-0.043292191","-0.481313923","-0.240755830","-0.261849973","-0.543363851"," 0.145715766","-0.323582397","-0.331611449"," 0.252052983"," 0.016502638"," 0.077889353"," 0.084114341","-0.025839237"," 0.276120172"," 0.195038679"," 0.323550231"," 0.380988055","-0.669995328"," 0.695314854"," 0.298396115"," 0.289861995"," 0.692025685"," 0.252753035"," 0.380880011"
"M555.366T1440.123","-0.64236994","-0.24709624","-0.27229877","-0.21648999","-0.13456907","-0.47600562"," 0.23104005","-0.54886074","-0.31766815","-0.45128996","-0.58750881"," 0.19505576","-0.29726181","-0.40507242"," 0.18869576"," 0.12660195"," 0.15173779","-0.02697098","-0.07280690"," 0.30915745"," 0.56165597"," 0.39705954","-0.09235862"," 0.14448712"," 0.60697241"," 0.30126652"," 0.44576874"," 0.75514250"," 0.10112918"," 0.27285727"
"M1003.334T806.646","-0.40498469","-0.72877199"," 0.04766697","-0.15366285","-0.26000158","-0.09181645"," 0.15934755","-0.17826914","-0.33844799"," 0.68936029","-0.13200955"," 0.37554235"," 0.20580972"," 0.13517139","-0.13093125"," 0.14095519","-0.03664892","-0.10809546","-0.60643866"," 0.16292040"," 0.36205465"," 0.11445496"," 0.12463659"," 0.33967242","-0.18191099"," 0.10187841","-0.09620130"," 0.38167382"," 0.21075592","-0.10370979"
"M609.455T1145.906"," 0.06858044","-0.42539213","-0.13539816","-0.13446077","-0.04192698","-0.26977391"," 1.88998452","-0.05135421","-0.19201928","-0.09807803","-0.35572170","-0.21006022","-0.28167743"," 1.13226987","-0.05097661","-0.28261404","-0.15887752","-0.13023109"," 1.24980291"," 1.04087882","-0.16215437","-0.40389332"," 0.25306111","-0.03986746","-0.50595372","-0.27966366","-0.63317919","-0.17752956","-0.11040097","-0.50337334"
"M512.377T1621.712"," 0.013572591","-0.057991179"," 0.005981328"," 0.106706994","-0.021992762","-0.132462385","-1.614882018","-0.116393314"," 0.087397168","-0.079523247"," 0.094333667","-0.085669258","-0.031888796","-0.133925295"," 0.001757215"," 0.699990154","-0.079403438"," 0.043990097","-0.153004846","-0.331593877","-0.024636163"," 0.022638932"," 0.027125112","-0.007473499","-0.012916219"," 0.012162058"," 1.427281141"," 0.159332445"," 0.131161808"," 0.050325586"
"M664.461T1422.743","-0.249502241","-0.486927008","-0.390331807","-0.263405605","-0.060000691","-0.131691604","-0.477828841","-0.346090395","-0.432673165","-0.254254440","-0.416854217","-0.028633282","-0.426014132","-0.096072914","-0.007163346"," 0.001932340"," 0.025306635"," 0.081182670"," 0.022695512"," 0.111844532"," 0.266695272"," 0.302568700","-0.058435469"," 0.116242947"," 0.405973682"," 0.143274129"," 1.696475332"," 0.630766180"," 0.098959376"," 0.221961850"
"M555.365T1456.26","-0.66323285","-0.23908845","-0.26408725","-0.20738232","-0.16422868","-0.46971993"," 0.13357818","-0.54312315","-0.31019128","-0.44481834","-0.58100396"," 0.23894597","-0.28963142","-0.39825310"," 0.18360444"," 0.11700422"," 0.18010392","-0.01730716","-0.06198229"," 0.29978883"," 0.56025202"," 0.26313049","-0.08318671"," 0.14406759"," 0.62516579"," 0.43061152"," 0.45864243"," 0.70580804"," 0.11175672"," 0.28477674"
"M1005.544T1254.622","-0.14552471","-0.45933789"," 0.28766363"," 0.10443524","-0.01204723","-0.12886436","-0.22106277","-0.18439345"," 0.05799974"," 0.28779657","-1.16649377"," 0.27634940"," 0.13665506"," 0.05445129"," 0.07086857","-0.03369181","-0.14465322","-0.13694881","-0.06914621"," 0.33356669","-0.20960689","-0.23582981"," 0.25835287","-0.13097260"," 0.04015987"," 0.18233253"," 0.54696049","-0.11236890"," 0.35778391"," 0.39556659"
"M512.178T893.689","-0.469649287","-0.965017495","-0.309070099","-0.581354843","-0.140215059","-0.281432226","-0.151799588"," 0.255422594"," 0.032118512"," 0.542046333"," 0.008953454","-0.289611490","-0.074425357"," 0.184352169"," 0.220420470"," 0.244798071","-0.006482033"," 0.262713015","-0.598868642"," 0.001233656"," 0.706049706"," 0.130098543"," 0.040567203"," 0.592019886","-0.165414869"," 0.385843431"," 0.354182410","-0.057113882"," 0.024052383"," 0.105583033"
"M839.501T1289.163","-0.1358896686"," 0.2282898240"," 0.2235316770"," 0.5009837361","-0.1541922184"," 0.0135573056","-0.2065885736","-0.3374972919"," 0.0392210749"," 0.1842576717","-0.6996794462"," 0.6272560790","-0.0020466710","-0.3256391443","-0.4527410401","-0.1456045970","-0.0277852265","-0.1315612891","-0.0980522041"," 0.2628697393","-0.3543398928","-0.3254331679"," 0.2103073981","-0.1096196063"," 0.3225190393"," 0.0749304733"," 0.3705430198"," 0.1571319770"," 0.0003359083"," 0.2909351145"
"M771.504T1195.638"," 0.273054942","-0.401053148","-0.037321955","-0.375075355"," 0.084780259","-0.022393705"," 1.202648406","-0.299304142","-0.270743889"," 0.250199920","-0.464438180","-0.192134966","-0.149745483"," 1.021538303","-0.056350460","-0.250111074","-0.167285991","-0.215511072"," 1.506955168"," 0.751117887","-0.265076804","-0.328543815"," 0.259423300","-0.217535750","-0.480487281","-0.348301205","-0.182029762","-0.506790512","-0.001271741","-0.118211894"
"M828.538T1289.688"," 0.47818310","-1.31209674","-0.43425715"," 0.03181876"," 0.41127523","-0.08947064"," 0.66729844","-0.46354633","-0.14644583"," 0.06931075","-0.18422353","-0.23313876","-0.25123490"," 0.31317080"," 0.30015281"," 0.26099059","-0.44663275"," 0.44957729"," 0.77095747"," 0.62826594"," 0.28859465","-0.17807287","-0.42880655"," 0.33768952","-0.26319648","-0.30338308"," 0.22880604","-0.18231031","-0.03113563","-0.28813983"
"M555.365T1423.011","-0.57944657","-0.23453123","-0.24792992","-0.22656319","-0.15977432","-0.48278756"," 0.13546867","-0.57882416","-0.31290190","-0.47722517","-0.62804773"," 0.22748640","-0.30647480","-0.40447320"," 0.03850393"," 0.11142547"," 0.18003219","-0.01569792","-0.04607206"," 0.28823258"," 0.57567277"," 0.38503958","-0.06724476"," 0.06225483"," 0.59364011"," 0.42087613"," 0.61014670"," 0.74686193"," 0.10822738"," 0.28412582"
"M967.563T1306.933"," 0.296376658","-0.420502856"," 0.039220897","-0.194276339"," 0.140891087","-0.124019157"," 0.050626488","-0.062294140","-0.008145972"," 0.419187849","-1.049634066"," 0.419305954","-0.231431677","-0.208213893","-0.041448468","-0.191158171","-0.221884644","-0.048408281"," 0.402242658"," 0.233728192","-0.092233310","-0.189159580"," 0.124393776"," 0.320452057","-0.087479037","-0.048575521"," 0.412471916"," 0.068223986"," 0.210579125"," 0.081164470"
"M875.33T866.333","-0.534117195","-1.577915566","-0.350493189","-0.754965723","-0.027487040","-0.166810192"," 0.583477006"," 0.229339444"," 0.085214063"," 0.413134284","-0.133303430","-0.176062631"," 0.244468568"," 0.387032048"," 0.205382131"," 0.182130302","-0.143505933","-0.005842858","-0.635118153"," 0.162957682"," 0.587467510"," 0.215475473"," 0.065333715"," 0.392955119","-0.078459973"," 0.527330906"," 0.306497943","-0.116314356","-0.198032013"," 0.310232057"
"M1080.395T940.951","-0.46210045","-2.33731828","-0.33078431","-0.09522109","-0.19959516","-0.07764260","-0.13891033","-0.10316772","-0.22604333"," 0.31936557","-0.25183217"," 0.23102867","-0.09208751"," 0.44637515"," 0.37740754"," 0.44585339"," 0.10277541"," 0.07620274","-0.72799859"," 0.18520711"," 0.87216117"," 0.13040570"," 0.35210211"," 0.23769255"," 0.15782303"," 0.20781984"," 0.42230787"," 0.09749671"," 0.14394612"," 0.23673086"
"M549.406T1423.559","-0.57139775","-0.58334568","-0.44682407","-0.04840237","-0.14881912","-0.47718266"," 0.24334545","-0.55345897","-0.18960783","-0.46750354","-0.92696180"," 0.26611673","-0.37858679","-0.23436435"," 0.11947978"," 0.04925902"," 0.11939357"," 0.09713355","-0.12195495"," 0.34519411"," 0.49710056"," 0.28825199"," 0.18862143"," 0.17267304"," 0.72427626"," 0.56431489"," 0.47494947"," 0.71895316"," 0.24001192"," 0.03933494"
"M523.36T1271.932"," 0.50026997"," 0.68841895","-0.08549426"," 0.67659187","-0.78041868","-0.64524406"," 0.16952993"," 0.41709200"," 0.20892258"," 0.28484958"," 0.66883770","-0.05149151"," 0.05726173","-0.68420866","-0.49145874"," 0.44613522","-0.33796647"," 0.47627741","-0.21627911","-1.28021466"," 0.32261746"," 0.18051355"," 0.34559286"," 0.45429276","-0.04030541","-0.15434018","-0.56722052","-0.26945614","-0.36214256"," 0.06903738"
"M660.514T1439.78","-0.61712377","-0.34644048","-0.42696308","-0.30046116","-0.13651072","-0.14953424","-0.82406719","-0.26748622","-0.14078703","-0.37307138","-0.77934490"," 0.19334416","-0.40203084","-0.18157113"," 0.18713533"," 0.18387905"," 0.25816268","-0.03956644","-0.23424848"," 0.06554472"," 0.41665231"," 0.56374110"," 0.08260592"," 0.06574505"," 0.86263535"," 0.59023801"," 0.52541906"," 0.77480437"," 0.20689176"," 0.24240820"
"M859.497T1238.62"," 0.002948002","-0.194128840"," 0.337385482"," 0.541507412","-0.115759539"," 0.033049168"," 0.302748364","-0.423399521","-0.171046063"," 0.437128328","-0.569333764"," 0.642279650","-0.064974354"," 0.010370507","-0.173006749","-0.471095097","-0.110370292","-0.228767834"," 0.163811986"," 0.458953946","-0.430256516","-0.141266361"," 0.172627289","-0.205950200"," 0.099324177","-0.551800998"," 0.428203395","-0.061879252"," 0.068305787"," 0.214391886"
"M623.427T1295.888","-0.14622895","-0.37947767","-0.48058895","-0.17527228","-0.17374279","-0.35135708"," 0.62049938","-0.44649315","-0.25150019","-0.29447825","-1.07472392"," 0.18411752","-0.44617860","-0.06727626"," 0.46644058"," 0.06226925"," 0.07080089"," 0.13421346"," 0.14477564"," 0.52727156"," 0.30437629"," 0.36333932"," 0.01213480"," 0.27461707"," 0.13884552"," 0.15837781"," 0.32337882"," 0.26320174"," 0.06796684"," 0.17069161"
"M351.253T1019.694"," 0.42427908","-0.17190799"," 0.68139620","-0.01943473"," 0.13834251"," 0.01141534","-0.51225000","-0.43872805","-0.69155291"," 0.52269959"," 0.60057514"," 0.04837102"," 0.42615129"," 0.21232935"," 0.10985767","-0.37463138"," 0.31173885","-0.51528902"," 0.34592477"," 0.41420386","-0.48327865"," 0.16857722"," 0.31858469","-0.36382526","-1.16206556","-0.58179318","-0.32588435"," 0.03670450"," 0.56355467"," 0.30593532"
"M904.347T942.609","-0.721614428","-0.914284741","-0.233699078","-0.395823448","-0.129783390","-0.285690556"," 0.108484116"," 0.043451165","-0.164973030"," 0.459314377","-0.188658854","-0.065469437","-0.016438522"," 0.053508620"," 0.118154524"," 0.206047733"," 0.077371154"," 0.129839363","-0.848015926"," 0.213172413"," 0.629164575"," 0.071466555"," 0.190239262"," 0.467759888","-0.142160624"," 0.511824799"," 0.395039768"," 0.232892195","-0.005351476"," 0.204233004"
"M745.453T1320.963"," 0.03866450","-0.26846199"," 0.03997457"," 0.18843739"," 0.12727847","-0.03332574","-0.29983700","-0.55709328"," 0.07229828","-0.05766562","-0.80160195"," 0.21138330","-0.15390964"," 0.02248962","-0.17668372","-0.44824494","-0.02694127"," 0.06028518"," 0.16671001"," 0.10480428"," 0.27591379"," 0.07013432"," 0.44209404","-0.02604518"," 0.06305836","-0.13166851"," 0.68228403"," 0.17753200"," 0.11642263"," 0.12171407"
"M949.553T1173.004"," 0.184937498","-0.479391233","-0.076298605","-0.081764680"," 0.171116900","-0.110466257"," 1.183390935","-0.202472177","-0.153816028"," 0.371586786","-0.558328772"," 0.118910148","-0.045106494"," 0.050733759"," 0.031963934","-0.261251049","-0.042418957","-0.180828422"," 0.466839800"," 0.553787054","-0.170351634","-0.005237028"," 0.250864608","-0.022972955","-0.438199341","-0.357802279"," 0.016378762","-0.516688117"," 0.239819504"," 0.063064343"
"M875.492T1306.216","-0.108987730","-0.072496742"," 0.153186631"," 0.391418673"," 0.044847885"," 0.024888769"," 0.180473948","-0.520397391","-0.132101285"," 0.128574835","-1.145434068"," 0.430097294"," 0.069963335"," 0.017277606","-0.097142980","-0.477091877","-0.122746478","-0.246194478"," 0.277071947"," 0.369662591","-0.286283895"," 0.032065415"," 0.277359060","-0.317115466"," 0.046403281"," 0.235886155"," 0.475138626","-0.005988528"," 0.137225326"," 0.240439542"
"M987.582T1306.56","-0.180056316","-0.401806288"," 0.506376910"," 0.054134074","-0.117736217"," 0.107425026","-0.279880538","-0.130485316","-0.218038104"," 0.139182169","-0.839670773"," 0.401124922"," 0.369481770"," 0.063937419"," 0.007269001","-0.281699335","-0.100949131","-0.331526608"," 0.031342570"," 0.497345502","-0.300911417"," 0.102914714"," 0.046038175","-0.298997817","-0.088209174","-0.183952409"," 0.510505406"," 0.110304516"," 0.245833356"," 0.560703912"
"M608.454T1439.392","-0.215220966","-0.507572308","-0.125214482"," 0.051683545","-0.359937065","-0.429686105","-0.030687906","-0.501255212","-0.130301983","-0.282650861","-0.859934424"," 0.118273664","-0.093187775","-0.423900260"," 0.396987935","-0.004511299"," 0.328596818"," 0.006359999","-0.252143626"," 0.096796953"," 0.371371051"," 0.520137474"," 0.282335796"," 0.065769159"," 0.289277069"," 0.361893962"," 0.466903452"," 0.496378343"," 0.191346369"," 0.172092681"
"M563.402T1408.532","-0.54372671","-0.04144377","-0.06725245"," 0.21027301","-0.31904268","-0.11793271","-0.25392069","-0.36698999","-0.08120898","-0.27721242","-0.61950827"," 0.42822031"," 0.11415082","-0.26527685","-0.09805855","-0.24260024"," 0.34964258","-0.07291177","-0.29926714","-0.28800610"," 0.30944061"," 0.34686399","-0.23666192","-0.06347022"," 0.68475104"," 0.36385533"," 0.19146963"," 0.83493014"," 0.37529911"," 0.04559485"
"M785.481T1083.452"," 0.57080634"," 0.02737463","-0.19373163"," 0.06455761"," 0.10686469"," 0.21261859"," 0.67390484","-0.12066695","-0.06174919"," 0.47312652","-0.25289131"," 0.14752516","-0.47174105","-0.01157407","-0.04170026","-0.06995678","-0.30934074"," 0.05651083"," 0.73197899","-0.05813239","-0.51541375","-0.15726869"," 0.40268460","-0.17828407","-0.35372402","-0.45774874"," 0.25379617","-0.54318785","-0.22274581"," 0.29810833"
"M1070.408T957.42","-2.07655489","-1.58385380","-0.30487788","-0.14160589"," 0.07437497","-0.05321224","-0.49212574"," 0.09333768","-0.33913240"," 0.54346363","-0.01361401"," 0.20685364"," 0.01995505"," 0.41563371"," 0.03804055"," 0.32248125"," 0.09171655"," 0.26583681","-0.10505441"," 0.21768133"," 0.36127758"," 0.12545842","-0.05732882"," 0.37027035"," 0.17733211"," 0.52003624"," 0.53604560"," 0.34841731"," 0.13894229"," 0.30020502"
"M895.336T836.496","-0.402973767","-0.945658183","-0.472833047","-0.617725391","-0.139831512","-0.190661117"," 0.628724839"," 0.032362402","-0.171683613"," 0.593768708"," 0.122830332","-0.071389659","-0.145856616"," 0.456326122"," 0.189463626"," 0.106304847"," 0.200473716","-0.045037730","-0.570805169"," 0.136141550"," 0.656118079"," 0.303121417","-0.186757590"," 0.583858791","-0.438234617"," 0.079190351","-0.035139514"," 0.180405461"," 0.157226454"," 0.008270827"
"M787.311T857.905","-0.743416105","-0.610829832","-0.109408227","-0.476631570","-0.119556394","-0.611735929"," 0.017118281","-0.107817904","-0.104693701"," 0.338355667","-0.365181275","-0.010458836","-0.027229907"," 0.481192170"," 0.029185098"," 0.001003709"," 0.074527234","-0.003164955","-0.545192722"," 0.167421664"," 0.479345466"," 0.285207149"," 0.216932507"," 0.409743543","-0.209353956"," 0.572169653"," 0.518103247"," 0.305449391"," 0.065847992"," 0.083068542"
"M594.494T1539.529","-0.509355009","-0.462606598","-0.398691332","-0.114288177","-0.137609547","-0.430189916","-0.102010793","-0.191150318"," 0.044868134","-0.526150027","-0.930573881"," 0.433282025","-0.176006190"," 0.015187205"," 0.300359885","-0.004189765"," 0.186386169"," 0.057951544","-0.186186401"," 0.173787669"," 0.171990935"," 0.351482662"," 0.444271998"," 0.108709242"," 0.229270185"," 0.408718011"," 0.801219399"," 0.254002399","-0.199679560"," 0.387200053"
"M645.475T1306.137","-0.03567707","-0.43367657","-0.11054751"," 0.12551072"," 0.29433915"," 0.30243981","-0.56805215","-0.51042937","-0.09921277","-0.05897377","-0.28479622","-0.05853607","-0.41355169","-0.23380483"," 0.20386318","-0.14544961","-0.70155058"," 0.38546603"," 0.02131199","-0.07326852"," 0.02507241"," 0.45664639"," 0.17031214"," 0.18858714","-0.29919058"," 0.47100694"," 0.19785340"," 0.41878118"," 0.50015222"," 0.26537460"
"M563.405T1390.077","-0.55318976","-0.13951360","-0.17902339"," 0.11304273","-0.20456585","-0.32833325","-0.04967989","-0.41620933","-0.06601764","-0.48283448","-0.58438514"," 0.35554691","-0.10246547","-0.10064301","-0.05183031","-0.19133153"," 0.22373292","-0.04732782","-0.26158974"," 0.27260309"," 0.31106058"," 0.31739083","-0.24574157","-0.08949074"," 0.52587246"," 0.39913894"," 0.44385687"," 0.75600317"," 0.32150945"," 0.05441455"
"M367.178T1438.88","-0.1096231376"," 0.2919038449"," 0.0578319705"," 0.2197130653","-0.4663329596"," 0.0688673891"," 0.4914935899","-0.0866680846","-0.2283337959","-0.2678796468","-0.3148645840"," 0.0200246885","-0.0396896571"," 0.1201757782"," 0.0278843043"," 0.0159451168","-0.0004455594","-0.3060503541","-0.1492280825"," 0.1982664348"," 0.1127235454"," 0.1984906802","-0.1418141225"," 0.0471669002","-0.1601956759","-0.1241696111"," 0.2003943067"," 0.3447693036","-0.0065071753","-0.0138484722"
"M663.458T1406.394","-0.195813469","-0.537524659","-0.481065053","-0.183264883","-0.051840109","-0.133572205","-0.277552299","-0.638207365","-0.404145697","-0.282183577","-0.400235995","-0.030010911","-0.512506236","-0.175148557"," 0.113429674"," 0.008071815","-0.017372217"," 0.020102334"," 0.037161581"," 0.133271593"," 0.358408078"," 0.320869637"," 0.016927123"," 0.135737909"," 0.404333747"," 0.251490821"," 1.554160765"," 0.599365782"," 0.104199213"," 0.262913160"
"M841.51T1289.741"," 0.227559311","-0.123177785"," 0.113420142"," 0.347301437","-0.073952390","-0.129162295"," 0.170466341","-0.623841835"," 0.066672595"," 0.449940148","-0.644550374"," 0.383259003","-0.086501302","-0.245076587","-0.216405716","-0.107980220","-0.027796602","-0.007738123"," 0.610895808"," 0.194766265","-0.432455032","-0.279729830"," 0.095940893","-0.151236363"," 0.075178340","-0.178192760"," 0.544427272","-0.220390477"," 0.039382005"," 0.228978130"
"M833.319T926.75","-0.66109853","-1.59551611","-0.20005589","-0.37682076","-0.12533638","-0.34509025"," 0.03495944"," 0.19749542"," 0.09233389"," 0.61801160"," 0.12825451","-0.17111622","-0.22864888"," 0.09713892"," 0.01661155"," 0.26510598"," 0.13207238"," 0.32083488","-0.86172768"," 0.04992073"," 0.81462465"," 0.06942359"," 0.19520572"," 0.81656261"," 0.00181707"," 0.46598550"," 0.15874752","-0.13719184"," 0.14676972"," 0.08072685"
"M948.363T924.637","-0.502565386","-1.486691411","-0.281215583","-0.211485707","-0.127271990","-0.345092554"," 0.123840748","-0.083577299","-0.136731527"," 0.625371295","-0.103834361"," 0.025232409","-0.131417865"," 0.023511228","-0.003273782"," 0.028422439"," 0.140193266"," 0.120509505","-0.291440209"," 0.003349269"," 0.456918322"," 0.245239459"," 0.059921652"," 0.466035011","-0.076777294"," 0.353426837"," 0.301642044"," 0.240204005"," 0.165293845"," 0.402263633"
"M988.58T1323.85","-0.061356789","-0.434060869"," 0.127450713"," 0.007326211"," 0.181184639"," 0.065304148","-0.383391511"," 0.092421064","-0.038089443"," 0.254519030","-1.130601888"," 0.090309013"," 0.155144635"," 0.014230463","-0.001377113","-0.157191455"," 0.003362219","-0.312073334"," 0.226765733"," 0.200712791","-0.032520485"," 0.087472889"," 0.356031326","-0.171573389","-0.199288395"," 0.009145356"," 0.369086397","-0.105448420"," 0.417503416"," 0.369003047"
"M727.561T1540.694","-0.066154777","-0.409480085","-0.216147174","-0.135232968","-0.126348683","-0.724130097","-0.309632853","-0.096661436","-0.501115559","-0.557489628","-0.001315586"," 0.244982969","-0.070700678","-0.890352072"," 0.332283424","-0.015739483","-0.124898711"," 0.163487650"," 0.260280847","-0.149430655"," 0.525626362"," 0.356403510","-0.389140469"," 0.081208826"," 0.412460942"," 0.405153429"," 0.971809665"," 0.592490692"," 0.183179642"," 0.254602958"
