"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third"
"M612.876T11.11","-0.095234078"," 0.033861378"," 0.292762107"," 0.307515715"," 0.372428670"," 0.166333719"," 0.290110218","-0.325708246","-0.066989084"," 0.260556689"," 0.077216108","-0.077828773"," 0.084047768","-0.274457805"," 0.021898739","-0.117030277","-0.236499910","-0.367499296","-0.023461444"," 0.157756596"," 0.070871178"," 0.135092149"," 0.176767031","-0.261774415","-0.286531877"," 0.066392380","-0.214344580"," 0.066457021"," 0.206083642","-0.377996918"," 0.038870083"," 0.159897190","-0.156488713","-0.408016424"," 0.003712402"," 0.806203974","-0.031579557"," 0.027805509","-0.175167756"," 0.365591117","-0.555969187","-0.235830189","-0.037502967"," 0.288215862"," 0.180811016","-0.331346768"
"M626.856T18.124"," 0.1373927342"," 0.0923037847","-0.0001077912","-1.3720822837"," 0.2060680770"," 0.2026069903","-0.2807858883","-0.0227803876"," 0.0171464336"," 0.0609349817","-0.1472890299"," 0.2743818032"," 0.0494914306"," 0.1835973523"," 0.1635064591"," 0.0167335130"," 0.2206342990","-0.0590833109"," 0.2318590087"," 0.0536330721","-0.1332729475"," 0.1005923191"," 0.0894401608"," 0.2143836136"," 0.0825470385","-0.2068938522","-0.2663036862"," 0.0085605712"," 0.1121110712","-0.1123707411"," 0.1851813850"," 0.1456077549","-0.1890105844"," 0.1260707424"," 0.0738030840"," 0.0033575911","-0.0494862669","-0.1248868737"," 0.1547962405","-0.0178052265","-0.1299659303"," 0.1606221770","-0.0184161553"," 0.0746609973","-0.2098061649","-0.1016775659"
"M626.858T11.105","-0.13765894","-0.09487018","-0.14856427","-0.18362775"," 0.28761885"," 0.10251100"," 0.27730513","-0.33206565"," 0.19114926"," 0.20488244"," 0.04326759","-0.24346626","-0.19821233","-0.38264621","-0.11517449"," 0.30829797","-0.06311174"," 0.17493414","-0.39336837","-0.06259644","-0.41487620"," 0.05272687","-0.11972212"," 0.09111083"," 0.07946021"," 0.22284744"," 0.31062350"," 0.52014307","-0.18508981","-0.43970418","-0.16039268","-0.01737087"," 0.12171992"," 0.28225867"," 0.29101321","-0.16283643","-0.26457055","-0.04245788"," 0.31185557"," 0.02625896","-0.60185335"," 0.34392287"," 0.06563435"," 0.24608926"," 0.09433790"," 0.11426767"
"M631.468T1459.998","-0.17663153","-0.37340145","-0.01809727"," 0.30907512"," 0.10745444"," 0.10351862"," 0.46244854","-0.21503028"," 0.06900300","-0.18839677","-0.64966295","-1.52151682"," 0.47495385"," 0.08747563"," 0.16913520"," 0.67330391","-0.94307826"," 0.25799534"," 0.51282608"," 0.49252703"," 0.64954951"," 0.37712519"," 0.31621162"," 0.65397992"," 0.58597994","-0.92905779"," 0.70011272"," 0.72837741"," 0.40264144"," 0.55116464","-0.02929939"," 0.32035257"," 0.39456151"," 0.09163576","-1.37783481"," 0.56700757","-1.44326271","-1.16900338","-1.23886697","-0.54149404","-1.16525134"," 0.04288996"," 0.41856206"," 0.57697934"," 0.51289586"," 0.37014195"
"M632.472T1474.795","-0.196791941","-0.181641011","-0.032898052"," 0.297939932"," 0.150777022","-0.004146273"," 0.422273727","-0.119912913","-0.015551605","-0.043714498","-0.656221518","-1.653541747"," 0.465761966"," 0.144453386"," 0.177214593"," 0.753290079","-0.798720749"," 0.232988054"," 0.536093115"," 0.469558559"," 0.565126932"," 0.328750591"," 0.275877643"," 0.605219806"," 0.514906008","-1.485685150"," 0.632572389"," 0.750338429"," 0.440133679"," 0.556904260","-0.118685388"," 0.247637255"," 0.316665215"," 0.125941300","-1.200914647"," 0.577306813","-1.257528498","-0.976978793","-1.233031611","-0.491391725","-0.984411671"," 0.061477400"," 0.436901673"," 0.570458191"," 0.471293500"," 0.323906274"
"M633.474T1424.866","-0.24706541","-0.07477027","-0.03260318"," 0.19383981","-0.04878469","-0.05581769"," 0.31397224","-0.20015199","-0.09508332","-0.17551403","-0.90895745","-0.88795834"," 0.39800760"," 0.14101077"," 0.11803615"," 0.58975617","-0.02673365"," 0.08632163"," 0.42238903"," 0.40089045"," 0.55211634"," 0.37343305"," 0.16364954"," 0.37974006"," 0.54662724","-0.81260490"," 0.70526266"," 0.48906082"," 0.33535453"," 0.49601203","-0.15960700"," 0.07828531"," 0.25000673"," 0.09294370","-1.16704728"," 0.42284707","-1.42161884","-0.41450901","-0.79628303","-0.48481642","-0.97683840","-0.01759512"," 0.37457293"," 0.38041101"," 0.49406278"," 0.20575035"
"M633.482T1643.428","-0.49882448","-0.48845311","-0.24280451"," 0.24552515"," 0.04043027","-0.42683298"," 0.53389664","-0.13958207"," 0.18557436","-0.41243354","-0.65175331","-1.20879148"," 0.68541064","-0.10322181"," 0.14576828"," 0.04413766"," 0.32885446","-0.02535968"," 0.29642435"," 0.18001198"," 0.58335610","-0.01129383"," 0.37780610"," 0.77899614"," 0.75990974","-1.25048382"," 1.25558414"," 0.67543163"," 0.04658489"," 0.31847783","-0.30480694","-0.21217682"," 0.04599485","-0.23059048","-0.98549060"," 1.01647340","-0.95986426","-0.03440222","-0.23750769","-0.60867978","-0.93629208","-0.14950754"," 0.96257238"," 0.36189531"," 0.20047970"," 0.04955704"
"M634.485T1424.862","-0.159251225","-0.068528020"," 0.097394131"," 0.136140680","-0.052539151","-0.093419141"," 0.315318755","-0.170480101"," 0.055935751","-0.197930114","-0.824072191","-1.072895569"," 0.427022707"," 0.208483546"," 0.074064105"," 0.668276235","-0.299850260"," 0.104658374"," 0.355600795"," 0.381409624"," 0.541992292"," 0.413954693"," 0.264886564"," 0.329373810"," 0.418791539","-0.865111353"," 0.660468440"," 0.452774228"," 0.369190619"," 0.402158706"," 0.002038327"," 0.171602147"," 0.243558677"," 0.011672995","-0.883952991"," 0.469599477","-1.517876003","-0.364724206","-0.956096681","-0.460317009","-1.016113453","-0.016749561"," 0.272037914"," 0.468432495"," 0.466482377"," 0.236587027"
"M636.377T13.112","-0.170493172"," 0.191671375"," 0.197148877","-0.295987246"," 0.037648579","-0.178935885"," 0.190939563","-0.113066884","-0.038985662"," 0.099195097"," 0.124178151","-0.145134350"," 0.148110852","-0.004279755","-0.292058498","-0.210823625","-0.135525731","-0.097354564","-0.057681522"," 0.105907694","-0.048232069"," 0.181466542"," 0.085241722","-0.245862774"," 0.384762955"," 0.020376074","-0.142936735"," 0.304191879"," 0.107985898","-0.081965695"," 0.179708303"," 0.207944989","-0.343723306"," 0.204212057","-0.229312047"," 0.149131117","-0.108406824","-0.122936995"," 0.260263515","-0.137250575","-0.236180186"," 0.269627251","-0.137089932"," 0.203045761","-0.014529310","-0.064004909"
"M637.868T17.018","-0.262455177"," 0.390791847","-0.062737110","-0.174733612","-0.022701560","-0.219173385","-0.738174702","-0.028604662","-0.043854682","-0.007791691"," 0.174000489","-0.188114182"," 0.016959961","-0.064242674"," 0.096235774"," 0.274930228"," 0.162748306"," 0.216597187"," 0.395571419","-0.084730438"," 0.197436894"," 0.257786595"," 0.087850734","-0.097058621","-0.061534376","-0.082585293"," 0.048352243"," 0.430850465"," 0.055867378","-0.080815734","-0.010251941"," 0.216170110","-0.286907150","-0.042484234","-0.110803682","-0.670497354"," 0.459973363","-0.395073820"," 0.255212737"," 0.082143105"," 0.242699249"," 0.148893703"," 0.011761075"," 0.158284126","-0.104530595","-0.541260313"
"M647.463T1427.898","-0.252621252","-0.353203849","-0.072119240"," 0.318685988"," 0.112664548","-0.004047788"," 0.453519506","-0.204841061"," 0.071191849","-0.459398625","-0.679932294","-1.919068432"," 0.524286961"," 0.094459645","-0.014472990"," 0.502174723","-0.844684284"," 0.392001153"," 0.543431025"," 0.552060941"," 0.758029781"," 0.234392888"," 0.383867192"," 0.811398911"," 0.639170699","-1.191725945"," 0.641616471"," 0.886855118"," 0.386500131"," 0.648767577"," 0.071175785"," 0.174936972"," 0.270657123"," 0.243123447","-1.430082501"," 0.755255434","-1.383834356","-0.828912487","-1.348913932","-0.601187342","-1.249959916"," 0.074428092"," 0.636529001"," 0.725768331"," 0.563566202"," 0.368490800"
"M648.465T1441.075","-0.29730392","-0.47369775","-0.16432608"," 0.25150816"," 0.08799460","-0.03628699"," 0.43432280","-0.14992632","-0.04295515","-0.27587285","-0.69401905","-1.37115677"," 0.45551650"," 0.10498689"," 0.07475205"," 0.52789103","-1.16203952"," 0.14998744"," 0.54423842"," 0.63370512"," 0.78927487"," 0.38094403"," 0.29419458"," 0.84015942"," 0.61997383","-1.07791517"," 0.68830731"," 0.83848790"," 0.38356602"," 0.63108419"," 0.02948631"," 0.22901267"," 0.40646154","-0.13115655","-1.15068624"," 0.72602056","-1.27754866","-0.70407332","-1.35843080","-0.83585371","-1.24168738"," 0.19172520"," 0.62073137"," 0.73511261"," 0.38668351"," 0.38880733"
"M649.479T1424.057","-0.25899212","-0.13790853","-0.18903758"," 0.23215555"," 0.11290283","-0.19641852"," 0.50227391","-0.17824213","-0.17077474","-0.30372646","-0.92363740","-1.46921141"," 0.51608297","-0.07194262"," 0.07318857"," 0.45606515","-1.16295746"," 0.12663349"," 0.53758597"," 0.54578023"," 0.65499009"," 0.35973343"," 0.18617594"," 0.67922217"," 0.66807776","-1.12287619"," 0.71821777"," 0.81933482"," 0.36545623"," 0.49677945"," 0.05224101"," 0.11591577"," 0.33399342"," 0.04443960","-1.77178164"," 0.69070560","-1.54930226","-1.22239887","-0.42570425","-0.70707251"," 0.17803659"," 0.04321562"," 0.74063931"," 0.83689775"," 0.42054318"," 0.35470048"
"M650.482T1423.88","-0.52259585","-0.04123201","-0.08999520"," 0.20461844"," 0.07069143","-0.13163634"," 0.38410265","-0.20069605","-0.14278415","-0.23138364","-0.97252250","-1.40120973"," 0.46478272","-0.01822423","-0.02013594"," 0.41257413","-1.20689090"," 0.07216651"," 0.47451098"," 0.63824745"," 0.61957801"," 0.37689075"," 0.37421313"," 0.63732347"," 0.57401703","-1.10375809"," 0.69393828"," 0.78727281"," 0.31830054"," 0.43542618"," 0.06352411","-0.00208656"," 0.21582566","-0.09231090","-1.42163116"," 0.69993466","-1.36841564","-1.22600464","-0.29938403","-0.68965856"," 0.15179919"," 0.06889059"," 0.68713184"," 0.87132789"," 0.55411656"," 0.33135109"
"M652.863T18.122"," 0.187149458"," 0.122906375","-0.791664226","-0.099003023","-0.014383089"," 0.093291536","-0.227269024"," 0.053540604"," 0.017315226"," 0.046603484","-0.699343307"," 0.265904692","-0.003720626","-0.056954456"," 0.091326764"," 0.060578420"," 0.287901345","-0.119212557"," 0.233362015"," 0.094999551","-1.051085295"," 0.262129478"," 0.190325090","-0.018505694"," 0.043470567","-0.300314366","-0.143494384"," 0.117351552","-0.161819661"," 0.118357008"," 0.183496786"," 0.208387286","-0.548141387"," 0.052078934","-0.311548642"," 0.156298020"," 0.638090536"," 0.188796268"," 0.645806058","-0.052526222"," 0.122078638"," 0.196260434","-0.056221464"," 0.114894140","-0.196352221"," 0.058859378"
"M652.865T11.104"," 0.194043125","-0.300009655","-0.214930850","-0.255831884","-0.226879612"," 0.288000068"," 0.258469023","-0.088937686","-0.240451369"," 0.076413460"," 0.989873793"," 0.006625233","-0.325371077","-0.228775856"," 0.262617030","-0.110090509"," 0.006261095","-0.061410409","-0.019804846"," 0.020813319","-0.632800645"," 0.147665405"," 0.030260178"," 0.034783404","-0.222984421"," 0.102676830","-0.064742300"," 0.322825950","-0.144744290"," 0.175561611","-0.036503796"," 0.292118090"," 0.028839225","-0.114269975"," 0.133704789"," 0.243645792"," 0.046403076","-0.093374786","-0.539944848"," 0.055704900"," 0.087119429"," 0.152847712"," 0.171297883"," 0.202857970","-0.094426737","-0.315142836"
"M653.868T15.563","-0.141262305","-0.056069064","-0.009738811","-0.109598940","-0.086380226","-0.045165900"," 0.072023558","-0.145567281"," 0.068325133","-0.229766371","-0.690387211","-0.067614603"," 0.106907623"," 0.052691067"," 0.249300433","-0.254996340"," 0.374198934","-0.177305189"," 0.038894762","-0.112324227"," 0.260883364"," 0.150709122"," 0.071729225","-0.290138844"," 0.054541580"," 0.202847029","-0.068427467"," 0.157757064"," 0.036779393"," 0.369830896","-0.043191019"," 0.141225169","-0.044737553"," 0.005986861","-0.246521378"," 0.121649769"," 0.669693264"," 0.200553943"," 0.201283983","-0.041709624","-0.438959241"," 0.129811807"," 0.019952381","-0.025700874","-0.080797267","-0.351216622"
"M653.871T12.106","-0.227083747","-0.035344174","-0.140172327","-0.701739998"," 0.135871555","-0.233762968"," 0.015613379","-0.100862299","-0.100570770","-0.047498209","-0.051518269"," 1.079786225"," 0.001642076"," 0.296602060"," 0.115096623","-0.260081329"," 1.073724267","-0.231320667"," 0.099284170","-0.143446588"," 0.045718908","-0.057677078","-0.060223915"," 0.211321302","-0.025671352"," 0.202510964"," 0.229792418","-0.216234719"," 0.073379842"," 0.012324289","-0.201616498","-0.088960245"," 0.245928446","-0.172189525","-0.162404737"," 0.116120530","-0.221535384"," 0.078216556","-0.080506961","-0.093953804","-0.379244890"," 0.047846415"," 0.004551615"," 0.055820705"," 0.186394129","-0.293926020"
"M660.871T17.121","-0.01998545"," 0.04815350","-0.16152920"," 0.05336446"," 0.16329108"," 0.17590203","-0.44624325","-0.13695453","-0.06265041"," 0.04416738","-0.02367269"," 0.68058072","-0.01437724","-0.03545477"," 0.01310528"," 0.13584927"," 0.64993600","-0.04540534"," 0.18438318"," 0.02721963","-0.44129294"," 0.06960306","-0.13788702"," 0.09423483","-0.24237141","-0.54187726","-0.28681453"," 0.01686694"," 0.02359466"," 0.01909097","-0.31084431"," 0.08899336","-0.41250969","-0.35343829","-0.34639353"," 0.02151952"," 0.73986009"," 0.09893780"," 0.76596522","-0.14747695"," 0.61422106"," 0.11351014","-0.05202819"," 0.08861948","-0.51783351","-0.19392917"
"M660.874T12.107"," 0.083875977","-0.362510911"," 0.362328484","-0.196027798"," 0.057181639"," 0.150109711"," 0.141776311","-0.409738453"," 0.063229200"," 0.094983454"," 0.186974142","-0.348480537"," 0.093266738","-0.354140398"," 0.095970883"," 0.133534853","-0.541041284","-0.030170944","-0.294747571"," 0.345839971","-0.570787987"," 0.069148791"," 0.403908486","-0.022541492","-0.159548274","-0.009951908","-0.084478394","-0.249453652"," 0.118792795","-0.091458211","-0.342690256"," 0.140847231"," 0.262563198","-0.029564843"," 1.058143802"," 0.021332517"," 0.006000156"," 0.042414830","-0.377328993"," 0.011214761","-0.049773337"," 0.102386821","-0.152955751"," 0.213627794"," 0.810621649","-0.392683200"
"M663.459T1408.312","-0.08650199","-0.37136898","-0.34812734","-0.09492803"," 0.07323645"," 0.01510450"," 0.06561526","-0.58276861","-0.45172117","-0.15448448","-0.26194894","-0.87601587"," 0.08591267","-0.44729591"," 0.01411126"," 0.16606685","-0.41881513"," 0.06352662","-0.24233809"," 0.46225183"," 0.44448521"," 0.12484709"," 0.34382317"," 0.46989678"," 0.36022686","-0.40553196"," 0.57225056"," 0.66204613","-0.44934152"," 0.37442437","-0.11139454"," 0.15833941"," 0.25563842","-0.12453169","-0.45539534"," 0.85006059","-0.51587157"," 1.13065650","-0.55771168","-0.11549519","-0.54391317","-0.24830424"," 0.21765700"," 0.47281866"," 0.44562636"," 0.03518286"
"M663.461T1374.938","-0.0586925391","-0.3371547724","-0.3611817871","-0.1521779434"," 0.1735422426"," 0.0353185639","-0.0083904630","-0.3692998973","-0.4412058052","-0.3697226026","-0.2861262012","-0.8853851131","-0.0096085664","-0.4618445225","-0.1058623949","-0.0005011136","-0.5000723788"," 0.1760719999"," 0.1179037711"," 0.4816287539"," 0.5626125126"," 0.1404089977"," 0.3033838192"," 0.4695755931"," 0.3468494467","-0.4124615854"," 0.6691423306"," 0.7964943292","-0.3509194300"," 0.4226761725","-0.1097042415"," 0.2514233247"," 0.0807231867","-0.1291520414","-0.4748452320"," 0.0499082786","-0.4975734752"," 1.1242690588","-0.5240420508","-0.0773010920","-0.4800628006","-0.2314952025"," 0.3153780571"," 0.6424118467"," 0.3783057321"," 0.0967552348"
"M664.853T17.893","-0.92364718"," 0.23386577"," 0.15086726","-0.57550584"," 0.05628733"," 0.18701748","-0.01727459"," 0.04643857"," 0.07094321"," 0.15163052"," 0.10388535"," 0.04850288"," 0.14961860","-0.04889906"," 0.24443614","-0.87466089"," 0.34185422"," 0.04502263"," 0.21960474"," 0.11232841"," 0.14993898"," 0.25534939"," 0.25929203"," 0.10362753","-0.07285640","-0.20937699","-0.11873871"," 0.23011881"," 0.23206079"," 0.13027189","-0.77999669"," 0.23590471","-0.13520916"," 0.13997509","-1.14470490"," 0.21979769"," 0.20239019"," 0.11911875"," 0.15274738"," 0.15634458","-0.03394796"," 0.21041369"," 0.01825329"," 0.17415230","-0.31045873"," 0.09321694"
"M664.856T11.103","-0.262272659"," 0.047290269","-0.022785947"," 0.117678078","-0.218623163","-0.065217997"," 0.236214329","-0.333310222","-0.155109537"," 0.093627997"," 0.321835997"," 0.040063648","-0.314046918","-0.110034325","-0.165863026","-0.043431990","-0.251819846","-0.241557000","-0.007476923"," 0.267305444","-0.298566855"," 0.273307892"," 0.285248123"," 0.317599439","-0.554697813"," 0.037495667"," 0.200247263"," 0.258171413"," 0.076264021","-0.156138534"," 0.073159831"," 0.093220485","-0.323542509"," 0.145664106"," 0.059341015"," 0.341052180","-0.080289996"," 0.091535923"," 0.060440257"," 0.140274879"," 0.240257948"," 0.200204729"," 0.280008704","-0.049441985","-0.612999250","-0.030283144"
"M665.856T18.124","-0.0214556634"," 0.0204257983"," 0.0794792563"," 0.3079758763"," 0.0432208403"," 0.0003683525"," 0.3250058576"," 0.0579797997","-0.1174422418"," 0.0771817688","-0.0935842050","-0.1906982738","-0.0915097085"," 0.0612310929"," 0.1751429532","-0.2081082687","-0.0566979939"," 0.0028508176"," 0.0138387427"," 0.0087165241"," 0.0513094359","-0.0383500416"," 0.1626234066"," 0.1357754567","-0.1974796726"," 0.4199745334","-0.5353439390","-0.0738660644","-0.0134705807","-0.1711902575"," 0.0974660666","-0.0363942231","-0.5181938101","-0.3085236589"," 0.6237537182","-0.0205935290"," 0.7253975968"," 0.0367546280"," 0.0238750422","-0.1369309907","-0.0260236301","-0.0691909088"," 0.0547659397"," 0.2145608095","-0.3424689472","-0.4521577054"
"M667.868T16.126"," 0.172534069"," 0.087824865"," 0.170989830","-0.331691332"," 0.083717713"," 0.063991352"," 0.721282615","-0.177792485","-0.111960865"," 0.057297141"," 0.006521517"," 0.128273559"," 0.098578842","-0.065373466","-0.046504408","-0.150800298"," 0.001644755","-0.014964086"," 0.011677340"," 0.010636799","-0.254215988"," 0.009617617","-0.177941879"," 0.103159189","-0.046180271","-0.334230348","-0.050246645"," 0.070703737"," 0.108866043","-0.036542856"," 0.087245376","-0.279664915"," 0.700876691","-0.391648545","-0.726864686"," 0.201519142","-0.407819435"," 0.923501431"," 0.102126160","-0.499599734","-0.022706878"," 0.100325378","-0.126754406"," 0.000489943"," 0.547891470","-0.317789047"
