"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"M177.034T19.126",-0.019127,-0.075046,-0.012904,0.02847,-0.0086226,0.011017,-0.0023203,-0.0048371,0.035899,0.022241,0.019414,-0.019115,-0.04688,-0.02223,0.025981,0.026108,-0.00038226,-0.028492,0.038613,-0.037347,-0.0046003,-0.020954,0.001189,0.015801,0.0033909,0.030593,-0.013215,-0.037737,-0.01051,0.017108,0.01471,-0.014324,-0.011345,0.058774,0.049816,0.052201,-0.038006,0.031766,-0.016954,0.050182,-0.059469,0.058607,0.0255,-0.01561,-0.025551,-0.18974
"M222.962T20.134",-0.023488,-0.059325,-0.014701,-0.00089435,-0.029258,0.064897,0.024895,0.028931,0.025886,0.0022451,0.015146,0.017948,0.026642,0.020629,0.022862,-0.032201,-0.041925,-0.052015,0.0014462,-0.037006,0.0051872,0.039354,-0.032548,-0.027287,0.014533,0.010644,-0.024122,-0.051339,0.018936,-0.061397,-0.038609,-0.0032768,0.005318,0.018607,-0.015601,-0.059115,-0.069834,0.024773,-0.043672,0.003484,-0.025644,0.020565,-0.042677,0.031974,0.029048,-0.095935
"M243.886T1577.62",-0.0043933,0.011483,-0.046852,0.0051069,0.024917,-0.042895,-0.02623,-0.082231,-0.0090518,-0.034077,0.014517,0.03366,0.039432,0.046006,0.018675,0.045729,-0.0094853,-0.026346,-0.036139,0.023566,0.040059,0.011721,0.015076,0.012512,0.035288,-0.051259,-0.032671,0.037623,0.01009,-0.0069579,0.019134,-0.020219,-0.029038,-0.01171,0.055613,0.0593,0.02201,0.037256,-0.015567,0.02084,0.030009,-0.0092559,-0.023742,0.015688,-0.0066425,0.19428
"M247.083T835.562",0.11661,-0.021326,-0.052214,0.12494,0.03323,-0.090279,0.054283,-0.088771,-0.0024345,-0.013311,-0.01534,-0.0021461,-0.032375,-0.0064927,0.042449,0.017781,-0.018214,0.011625,-0.034702,-0.023786,0.0057224,0.018297,0.015103,-0.01288,0.039751,-0.03015,-0.024253,-0.019129,0.010816,-0.0028265,0.00251,-0.017789,-0.01398,-0.0095644,-0.026657,-0.011739,-0.0061665,0.012803,0.043399,-0.039325,0.013097,0.0077144,-0.01743,-0.019872,-0.026376,-0.30845
"M250.958T20.121",0.00074054,-0.048044,-0.015648,-0.0057534,-0.0095369,0.0032504,-0.0049292,0.027197,0.024842,0.018023,0.060834,-0.0070354,-0.018545,-0.010016,-0.0085485,-0.020782,0.068209,-0.019439,-0.033865,0.0035655,-0.028611,0.023163,0.0040389,0.033989,-0.0097136,-0.020332,-0.052154,0.0011779,0.01109,-0.050866,0.043222,-8.1097e-05,0.019111,-0.053209,0.056554,-0.068186,-0.029399,-0.059108,0.021247,-0.082692,0.010123,-0.033352,0.023349,0.0082881,-0.0038049,-0.022709
"M274.939T20.136",-0.0054012,-0.04136,0.0048809,0.011709,0.018576,0.0082477,0.011012,0.048316,0.025897,0.023332,-0.018436,0.013988,0.026883,-0.019112,0.0013608,0.02803,0.099343,-0.049469,0.015509,0.051068,0.024946,-0.021362,0.049299,-0.0075733,0.086326,-0.052507,-0.050757,0.012269,0.0054048,0.089986,-0.061105,0.035896,-0.036678,0.015635,-0.010851,0.0048682,0.041881,0.037336,-0.0049876,-0.020373,0.00088646,0.021043,-0.04687,0.018511,-0.010641,-0.070527
"M286.907T1578.052",-0.00081355,-0.0038349,-0.053585,0.009001,0.046337,-0.044899,-0.016961,-0.0028783,-0.021544,-0.0021363,0.05994,0.042221,0.084926,0.0043797,0.042771,0.023002,0.010197,0.0077065,0.0027909,0.048677,-0.0087998,-0.024379,0.013688,-0.019299,0.080322,-0.016106,0.084844,-0.094608,0.012591,0.09592,-0.080859,-0.020041,0.058776,0.057721,0.022471,0.030027,-0.010721,0.0067364,-0.0047097,0.10291,0.030412,-0.012112,0.010069,0.025232,-0.012945,0.06496
"M296.921T20.131",-0.0039008,-0.10044,0.040849,0.046632,-0.013942,0.025523,0.010656,0.0036945,0.01934,-0.011004,0.02774,0.030441,0.022696,0.026433,0.033064,-0.0070509,0.0035913,-0.033053,-0.016953,-0.043444,0.040722,-0.026166,-0.014266,-0.029397,0.018823,0.0040223,0.039879,-0.0022316,0.0015037,-0.020321,-0.0073367,-0.040582,0.0066765,-0.026284,0.023625,0.031997,0.054869,0.0096228,-0.0077569,0.038816,0.015675,0.015715,0.025762,0.01033,-0.0088409,-0.17579
"M302.934T20.131",-0.013205,-0.076222,0.019914,0.01717,-0.02985,-0.014079,0.0068268,0.017338,-0.0045868,0.032943,0.0077907,0.026392,-0.029746,-0.017145,0.036758,0.00041747,-0.019985,-0.0071666,-0.059136,0.042994,0.039299,-0.035839,-0.0085194,0.06761,0.028428,-0.054148,-0.045878,-0.032456,-0.023316,0.00038827,-0.012509,0.0020595,-0.027719,0.026959,0.031415,0.00019109,-0.017571,-0.057302,-0.055636,-0.010202,-0.01749,-0.019674,-0.010001,-0.038699,-0.022804,0.025296
"M309.131T17.119",-0.017215,0.027428,0.024578,-0.093383,-0.00052076,-0.052064,0.025848,-0.084195,0.07989,0.0056084,-0.018093,-0.024409,-0.043108,0.00087925,0.041628,0.04318,0.0022112,-0.016944,-0.087176,-0.024241,0.035039,0.021365,-0.047478,-0.027181,0.04242,-0.016299,-0.025477,-0.06896,-0.013233,-0.028853,-0.018944,-0.0032949,-0.062906,-0.034974,-0.012637,-0.0057135,0.038417,-0.0075792,-0.014984,-0.0015735,0.030386,-0.022102,0.078216,-0.002802,-0.004494,0.12873
"M337.056T22.131",-0.0075621,-0.018076,-0.060753,0.021056,-0.0029545,-0.03788,0.0029125,0.010466,-0.031672,0.044801,0.068035,0.043883,0.073457,0.045883,0.014106,0.10489,-0.023723,-0.065301,0.0039632,-0.026289,0.033276,-0.02926,0.0168,-0.027556,0.0035067,-0.062291,-0.048417,-0.0085788,0.0051742,-0.038862,-0.045481,0.030727,-0.060875,0.0076504,0.018621,0.023364,-0.0079431,0.027431,0.01033,0.06227,-0.036178,0.06038,0.0052364,-0.0060676,-0.055295,-0.1152
"M354.284T1595.998",0.02625,-0.012369,-0.059082,0.019995,0.010481,-0.014116,0.040303,0.0079905,-0.0016893,0.042962,-0.046907,-0.066424,-0.0069259,-0.017353,-0.00089802,0.0045303,-0.062011,0.022547,0.030187,-0.022819,0.0092925,0.045082,0.011617,0.070893,0.033687,-0.067461,-0.0005723,-0.0099599,0.025128,0.018861,0.041668,0.0067475,-0.014629,-0.054956,-0.032217,-0.0133,-0.056226,0.040145,-0.077621,0.057049,-0.057976,-0.0019687,-0.03107,0.089478,0.087451,0.17192
"M364.909T21.126",0.0033779,-0.11088,0.032685,0.077003,0.011118,0.02806,0.024915,0.027557,0.00076667,0.040116,-0.043045,0.021979,0.099869,0.0084892,-0.044257,-0.0082615,-0.036297,-0.044908,-0.062672,0.019668,-0.041646,-0.014974,0.072744,-0.0082156,-0.04399,-0.050171,0.021953,0.032676,0.0070075,0.023259,-0.072122,0.023946,-0.018694,-0.019518,-0.074654,-0.045808,-0.0050392,-0.0010033,0.0052549,-0.0075136,-0.014379,-0.038114,0.0087834,0.0096619,0.070879,0.011081
"M367.151T397.982",0.11045,0.022616,-0.094443,-0.087352,0.083119,-0.11319,0.21652,0.27418,-0.052359,0.20858,-0.25635,0.11835,0.089772,0.14539,-0.049907,0.083076,-0.041786,-0.043107,-0.054566,0.038857,0.051312,0.050107,-0.11392,-0.0083458,-0.025231,-0.054282,0.04282,-0.038764,0.010657,0.0042337,0.093469,0.014496,0.053637,-0.073602,-0.020879,0.091252,-0.034168,-0.03343,0.045304,-0.015236,0.0090704,0.025767,0.078564,0.041459,0.029036,0.013674
"M372.364T1640.641",-0.018936,0.044886,0.044363,-0.064083,0.018821,-0.037002,-0.077813,0.11109,-0.019353,-0.0050374,0.033394,0.084774,0.026713,-0.072156,0.031453,-0.041565,-0.076353,0.020089,0.011511,-0.057963,-0.054133,-0.039846,0.022688,-0.0033215,0.050162,0.045418,-0.043976,-0.019191,-0.033288,0.069395,-0.021286,0.0093913,-0.014977,-0.066403,-0.026722,0.047019,0.059576,-0.018186,-0.0048165,0.0043661,-0.0013247,0.057664,0.0070477,0.035385,0.068288,-0.012789
"M380.918T17.845",-0.032443,-0.067094,0.0043178,-0.082447,-0.025586,0.021321,0.033808,-0.024134,0.036044,0.03634,-0.011752,-0.038443,-0.03998,-0.018089,-0.05297,-0.0043747,0.017729,-0.042543,0.0077783,0.020574,-0.043811,0.066086,0.040041,0.093907,0.0062581,0.027958,-0.014136,0.0098078,-0.02645,-0.020461,0.014116,0.018348,0.033689,0.0067273,0.024739,-0.010553,-0.029096,0.019124,0.019863,-0.022208,-0.026785,0.0041321,0.01884,-0.0035931,-0.0058945,0.089688
"M382.315T1625.896",0.019199,0.0017131,-0.060307,0.053851,-6.3318e-06,-0.093156,0.024416,0.022708,0.0073325,-0.081522,0.042296,-0.040777,0.03695,0.042613,-0.015946,0.047103,-0.0040118,0.022717,0.049919,0.063409,0.029551,-0.040473,0.054658,0.070807,-0.021977,-0.079185,0.032919,0.048312,-0.00029883,-0.018013,-0.002086,0.022654,0.045177,-0.048543,0.0055853,0.017294,-0.070215,0.052162,0.017049,-0.086668,-0.03884,-0.043661,0.04556,0.051377,0.054143,-0.15635
"M385.292T1611.168",0.0155,-0.0015707,-0.050966,-0.051503,0.0077564,-0.060414,-0.0021291,-0.0053967,0.037804,-0.030795,-0.072421,-0.069603,0.010414,0.090642,-0.008487,0.012101,-0.10309,0.048489,-0.012922,-0.010905,-0.035857,-0.04005,0.036539,0.039692,0.016212,-0.0039142,-0.0015505,-0.061397,0.0054636,0.061249,-0.033891,-0.066513,-0.0082813,-0.014519,-0.024962,0.0070912,-0.0069701,0.0082703,0.022651,0.020372,0.085471,-0.01922,0.08618,-0.01988,0.0076003,-0.020744
"M392.904T19.162",0.00037469,-0.092316,0.024198,0.023019,-0.0029088,0.0055216,-0.016391,-0.006243,-0.016943,-0.012195,-0.0026539,-0.014116,-0.0035835,-0.025072,0.041233,-0.0084924,0.017655,-0.0096882,-0.0097763,-0.037781,0.0043492,-0.033224,0.033328,0.0087838,0.024914,0.035674,-0.058786,0.026796,-0.038377,0.0057296,-0.036836,-0.033087,-0.019177,-0.0041191,0.019867,0.0014416,0.0093428,-0.029724,-0.022115,0.01986,-0.026033,0.014394,0.023989,0.020898,-0.034109,0.42903
"M408.915T17.478",-0.030571,-0.049324,-0.0050527,-0.019401,-0.022291,0.013555,0.0049301,-0.0017861,0.060914,0.0056424,0.0011646,-0.0065302,-0.010932,-0.026723,0.024196,0.018983,-0.0045065,-0.094165,-0.0051948,0.032943,-0.0041592,-0.024462,0.022393,-0.011814,0.016918,0.030145,0.0018839,-0.064802,-0.0021812,0.012708,0.020792,0.085873,-0.019829,0.013634,0.049428,-0.026001,0.030416,0.018993,-0.03487,-0.025009,-0.0067359,0.0072317,0.0045194,-0.023696,0.033785,-0.11128
"M423.199T1618.85",0.022915,-0.00085463,0.015876,-0.025402,0.063664,-0.091658,-0.065759,-0.051918,0.020091,0.087885,0.052754,-0.065967,0.048075,-0.17582,-0.03015,0.095291,-0.044432,-0.036026,0.092106,0.10565,0.018992,-0.0442,-0.045187,-0.0022889,-0.043926,0.015788,0.0036869,-0.074296,-0.039209,0.038955,0.062824,-0.018103,0.044624,-0.053375,0.0058221,-0.071824,-0.024659,0.070708,0.039178,-0.0098601,-0.062137,-0.055299,0.058549,-0.019129,0.017567,0.094939
"M428.917T12.217",-0.019144,0.0046598,-0.041421,-0.0051043,-0.090538,0.013593,0.034404,-0.067986,-0.084615,-0.020409,-0.051221,0.078041,-0.004539,0.009613,-0.027611,-0.02424,0.061915,-0.046824,-0.01909,0.064267,-0.062333,-0.0076181,0.047768,-0.004518,0.062891,0.0083475,-0.010723,0.00045153,-0.083767,0.038507,-0.0015221,-0.033746,-0.075002,-0.038356,-0.031288,0.0085613,-0.023904,0.028901,-0.15336,0.083867,-0.12743,0.073227,-0.022254,-0.023037,-0.032931,-0.021116
"M465.262T1356.121",0.080052,-0.015597,-0.053496,0.13355,0.12174,-0.068406,-0.073742,0.084934,-0.052991,-0.12108,0.036406,-0.078668,0.011189,0.074554,0.092208,0.040185,-0.10011,-0.03675,-0.046777,0.11796,-0.089774,-0.085716,-0.15552,0.045847,0.026858,0.012408,-0.030961,0.012678,-0.057309,-0.018612,0.013145,0.046426,-0.059189,-0.015266,0.054503,0.045156,-0.071316,-0.12125,-0.027547,0.058861,0.080701,-0.060906,-0.003457,0.047968,0.047832,-0.25732
"M468.418T1628.573",0.0070987,0.037693,-0.016109,-0.068675,-0.010671,-0.016427,-0.022485,0.038268,0.050274,0.0032394,-0.021713,0.0058608,0.054727,0.077249,0.0072441,-0.007806,-0.0044149,-0.040033,-0.0069191,-0.013226,-0.023425,-0.15516,-0.13138,-0.053063,0.054987,0.097152,0.061706,0.02723,0.0057634,-0.063884,-0.053195,-0.040778,0.037815,0.037734,0.050522,-0.0014483,0.097331,-0.11383,-0.015605,-0.059271,-0.046783,0.0038946,-6.5261e-05,-0.054534,-0.037523,0.0053724
"M468.42T1635.273",0.016874,0.023873,-0.0063538,-0.048377,-0.0048394,0.031148,-0.025868,0.015115,-0.022694,-0.062628,-0.0031984,-0.0037404,0.049933,0.078497,0.015699,0.023626,-0.032423,-0.048922,-0.031736,-0.1222,-0.020704,-0.0038722,-0.10711,0.019043,-0.010954,0.061473,-0.0040889,0.063581,-0.052551,-0.0059088,0.0068949,-0.045072,0.053422,0.007949,0.038972,0.018225,0.090065,-0.023264,-0.05336,0.022951,-0.05739,0.031105,-0.0081681,-0.010831,-0.0019954,-0.069792
"M480.892T18.142",-0.029345,-0.099574,-0.0022001,0.0026586,-0.010544,-0.012751,-0.052598,0.069722,-0.053975,0.036954,0.037454,0.048316,0.025829,0.0069392,0.015528,-0.048081,0.02637,0.022189,-0.052698,-0.036655,0.030258,-0.030806,-0.040075,-0.017747,-0.0069211,0.024076,0.00016891,0.025325,0.00819,0.014138,0.00011889,0.0011062,-0.0053142,0.013331,-0.032101,0.016829,0.020493,-0.044855,-0.040882,-0.0005946,0.040685,-0.012563,-0.039175,-0.0042436,-0.048884,-0.025244
"M496.906T15.036",-0.064262,0.022932,-0.035185,-0.04476,0.017547,-0.064474,-0.0043238,-0.0030182,-0.055632,-0.076737,0.040265,-0.013997,-0.077704,-0.028732,-0.013108,-0.034668,0.045489,-0.038113,0.013894,-0.016956,-0.021237,0.0047072,0.016436,0.018114,0.015526,-0.014657,-0.031757,-0.047538,-0.0042161,-0.013939,-0.036292,-0.0098744,-0.036273,-0.074502,0.0002344,0.0038319,-0.035128,0.0027437,0.017291,-0.014621,-0.0256,0.039642,-0.025092,0.015585,-0.015026,-0.10407
"M516.891T17.488",-0.059265,-0.064048,-0.05288,-0.020532,-0.039929,-0.029864,0.023867,0.0091727,-0.021598,-0.020595,0.047934,-0.047524,0.00098927,-0.038084,-0.043272,0.001098,-0.034587,-0.0082959,0.0026989,-0.026616,0.015275,-0.030353,-0.0092377,0.01214,-0.01912,0.043895,-0.013798,0.051577,0.041995,0.10647,-0.030175,-0.050744,-0.03604,0.00092488,-0.0068647,0.0041961,-0.045651,-0.0061682,-0.022023,0.027013,0.01053,0.050607,-0.027655,0.024029,-0.039929,-0.066365
"M516.892T11.105",0.011521,0.04812,0.04556,-0.0044037,-0.038974,0.043116,0.058797,0.054588,-0.0096372,-0.01833,-0.053395,-0.033933,-0.031381,0.056973,0.062054,-0.00056162,0.048894,0.015629,0.00013274,0.013626,-0.047337,0.039174,0.050307,0.003038,-0.06491,-0.059515,0.050157,-0.02613,-0.00095287,-0.14242,0.00055034,0.012637,0.065875,-0.010873,-0.036619,0.0099451,-0.011291,-0.040917,-0.011969,-0.054532,0.02484,-0.10683,-0.039536,-0.039624,0.053065,-0.017029
"M534.88T16.971",-0.051747,-0.011299,-0.0019898,-0.015754,-0.045839,-0.1062,-0.028396,-0.028025,-0.035045,-0.02719,-0.027732,-0.012342,-0.10028,0.071096,0.035364,0.036318,-0.0046567,-0.055567,-0.036183,0.055001,0.0036432,-0.014996,-0.022663,0.027765,0.0051709,0.034496,0.00034032,-0.019768,0.054194,0.029868,0.00081427,0.081155,-0.038391,-0.0056458,-0.041149,0.010427,0.0049224,0.015631,-0.0089007,-0.037933,-0.031013,-0.0084225,0.029366,0.0042804,0.053686,0.18971
"M536.899T13.11",-0.042171,0.029963,-0.038208,-0.029709,-0.02237,-0.044111,0.028249,0.013897,0.035134,-0.11985,-0.030214,-0.03243,-0.029369,-0.045628,-0.044335,-0.045041,0.026757,0.027515,0.079488,-0.022101,0.13783,0.015658,-0.043503,0.009763,0.010378,-0.014873,-0.026215,0.061703,-0.013371,-0.033712,-0.01034,-0.021472,-0.0058709,0.028121,0.02404,-0.035227,-0.076648,-0.011433,0.041271,0.035385,-0.030879,0.036054,-0.044224,0.037527,-0.006125,-0.12596
"M544.888T18.116",-0.028114,-0.089933,0.0025805,0.0048874,-0.022398,-0.011332,0.0046682,0.013342,0.074805,-0.013501,-0.026481,-0.037456,0.002335,-0.013382,0.029862,-0.025294,0.039448,-0.0218,-0.042039,-0.025082,-0.013621,0.031546,0.012998,0.0034314,-0.0089529,-0.02249,-0.010384,-0.026093,0.015456,0.04184,-0.0051037,0.0093918,0.0079128,0.0027144,0.03323,0.026176,-0.003033,-0.0086721,0.004758,0.0064812,-0.026665,-0.017525,-0.0066561,0.00015389,-0.026544,-0.13818
"M573.464T1458.338",0.20769,-0.019621,0.011725,-0.052522,-0.0088152,-0.0068442,-0.036808,0.036524,-0.005487,-0.018829,0.0469,-0.050681,-0.010974,0.023683,0.014472,0.022272,0.038347,-0.023268,-0.014024,-0.0063487,0.00064037,-0.036474,-0.011073,-0.01225,-0.01194,-0.0080516,0.006304,0.013385,0.017327,-0.0068091,0.010608,-0.0077718,-0.017645,0.020775,-0.0024998,-0.02532,-0.019551,-0.0015946,0.018024,-0.0026938,-0.0086984,0.0040137,-0.0071004,-0.0097122,0.0063824,0.088317
"M575.48T1424.867",0.24917,-0.056042,0.0019583,-0.054273,0.059744,0.07647,-0.098188,-0.059057,-0.060316,0.028025,0.0082071,-0.0074626,0.067852,0.02186,0.040992,-0.0039706,0.10252,0.0047469,-0.064766,0.017828,0.048226,0.0207,-0.00012568,-0.040706,-0.096851,-0.0084288,0.014573,0.011924,0.041453,-0.010177,-0.026931,-0.034377,-0.014407,-0.0022967,0.044945,0.030422,-0.032184,0.024991,-0.031129,-0.0093622,-0.017077,0.0069212,-0.01785,-0.046327,0.020119,0.043551
"M591.475T1442.976",0.1825,-0.019575,0.015763,-0.12625,-0.066501,-0.021644,-0.017852,0.044685,0.023528,-0.043491,0.042163,-0.0066665,0.02482,0.0024971,-0.021599,0.0056027,0.063859,0.010668,0.0028879,-0.0038007,-0.0023814,-0.013898,-0.016594,-0.027074,0.021474,-4.9359e-05,0.039381,-0.018665,-0.0067863,0.018619,-0.041638,-0.010821,0.044214,-0.0032368,-0.0033067,-0.011939,0.024485,0.0076865,0.018769,0.0193,-0.017947,0.012626,0.028213,-0.0078526,-0.00090594,-0.18693
"M602.869T15.948",-0.04388,0.024336,-0.040228,-0.055063,0.040964,-0.072849,0.054088,0.022264,0.015545,-0.049465,0.038351,-0.024332,-0.0038382,0.0024939,-0.015598,0.025514,-0.067127,0.025485,-0.0376,-0.073684,-0.045441,-0.046992,-0.030075,0.067959,-0.086886,-0.039323,0.024323,-0.01088,-0.00071392,0.036169,-0.024223,0.074049,0.016874,-0.0033844,0.058104,-0.065838,-0.0046051,-0.069766,-0.016696,-0.11084,0.021815,0.012493,-0.13124,0.031273,-0.003873,0.20022
"M612.874T18.123",-0.025574,-0.073149,-0.017591,-0.0046906,-0.038029,-0.033162,-0.0069169,0.048514,0.069574,-0.012562,0.0001113,-0.0035345,-0.017512,0.00091672,0.045268,-0.060173,0.0071897,-0.015916,0.030596,0.0090311,-0.016641,0.0036111,0.026848,0.017748,-0.030587,-0.020092,-0.0048577,0.016587,0.012474,0.016257,0.0051735,-0.0047947,-0.012137,0.04676,-0.014239,0.048635,-0.010616,0.048994,0.0072136,-0.018529,0.0076205,0.02216,-0.0018679,-0.017765,0.032754,0.11367
"M612.876T11.11",0.01386,-0.013684,-0.046435,0.0001189,-0.035433,0.032075,0.072993,0.050889,0.049808,-0.00090335,0.015143,0.045044,-0.012877,0.0447,0.05537,0.016508,-0.083103,-0.021067,0.033671,0.029155,-0.078946,0.058917,-0.016524,0.019896,-0.047233,-0.054118,-0.075994,0.017697,0.043074,-0.03542,-0.022688,0.0028122,0.0071806,0.0066937,0.075184,0.015145,0.096881,0.037882,0.0020677,0.032339,-0.073353,0.037878,-0.0025602,-0.01942,0.036571,0.019931
"M626.856T18.124",-0.0095356,-0.037352,-0.034599,-0.010128,0.0098974,0.0056562,0.039229,0.020453,0.034452,0.002293,0.028082,0.0041926,-0.032529,0.04279,0.030617,-0.051463,0.12289,-0.016308,-0.042742,-0.054996,0.020924,-0.062358,0.036421,-0.01393,0.02317,0.018203,0.018066,0.013331,-0.074589,-0.02404,-0.019962,0.024908,-0.074505,0.083885,-0.062287,0.046687,-0.10709,0.014175,-0.064224,-0.013117,0.0089556,-0.025501,0.02644,0.011383,-0.00061419,0.1015
"M626.858T11.105",0.0079559,0.030404,-0.023169,-0.0064834,-0.027846,-0.0086369,-0.030444,0.041236,0.106,-0.017828,0.028106,-0.03357,-0.067763,0.019647,-0.016242,0.001472,0.015472,0.031132,0.052084,0.11109,0.012277,-0.054613,-0.085498,-0.00081519,-0.059437,0.019936,0.033509,0.0031767,0.0037517,-0.038346,-0.025154,0.0027819,-0.029996,0.024182,-0.10698,0.035038,0.0057603,-0.029801,0.028769,0.0026287,-0.027109,0.0098525,0.014762,0.041213,0.015421,0.097619
"M631.468T1459.998",0.19632,-0.0062592,0.015049,-0.063669,-0.049764,-0.036004,-0.015052,-0.013763,0.005538,-0.022809,0.035604,-0.029591,-0.047288,-0.02184,0.0054313,0.015121,0.028599,-0.0089164,-0.0078819,0.015882,-0.036901,-0.024758,0.016608,-0.00095466,-0.036246,-0.017645,-0.022534,0.011555,-0.0081649,0.0098782,0.013837,0.013905,-0.010885,0.0062131,0.033049,-0.033601,-0.018037,0.039766,0.0066461,-0.016951,0.0037822,-0.0056502,-0.028612,-0.0036666,0.0088638,0.15155
"M632.472T1474.795",0.18909,-0.032279,0.023247,-0.059618,-0.072153,-0.048849,-0.019754,-0.0084323,-0.013423,-0.0051183,0.040836,0.0014164,-0.019175,-0.034098,-0.0018076,-0.0059804,0.045624,0.020547,-0.013493,0.002071,-0.041419,-0.011036,0.0008078,-0.0022604,-0.04853,-0.029308,-0.0035754,0.025234,0.012084,0.046666,0.0049524,-0.024762,0.011015,0.0035264,-0.0051892,0.012848,-0.015722,0.019409,0.015926,-0.0048893,-0.0065187,-0.0037795,-0.019072,0.022339,0.0096238,0.05905
"M633.474T1424.866",0.14124,-0.013955,0.02388,-0.12918,0.015972,-0.011614,-0.027603,0.011167,0.0039225,-0.0094201,0.072833,-0.0275,-0.0088196,-0.012061,0.00093056,0.011978,0.038511,0.02031,-0.042065,-0.0067763,-0.025884,-0.020609,0.035431,-0.016016,-0.0152,2.4738e-05,0.00031193,0.018097,0.04373,0.0129,-0.007701,-0.049016,-0.014126,0.010694,0.0069483,0.0022435,0.044001,0.015449,0.023495,-0.028974,0.0033393,-0.022727,-0.02528,0.0016696,-0.020399,0.1701
"M633.482T1643.428",0.12895,-0.026912,0.041887,-0.21591,-0.040578,-0.048466,-0.033242,0.034792,0.014729,-0.0333,0.033656,-0.021872,0.044999,0.062876,-0.047131,-0.10104,-0.082045,0.018576,0.094853,-0.053038,-0.059084,-0.0039037,0.0029196,0.01451,-0.02411,0.071588,0.017134,-0.012493,0.032405,0.085274,-0.038499,-0.040663,0.0087627,-0.0038927,-0.042034,-0.034419,0.011959,-0.08519,-0.022824,0.011757,0.0067445,0.0068345,-0.018082,0.054266,0.020731,-0.022964
"M634.485T1424.862",0.14648,-0.015768,0.017555,-0.09123,-0.0062053,-0.0060623,-0.039688,0.044852,0.02159,0.00066712,0.078837,-0.011672,0.0025932,-0.013272,-0.003234,0.0070658,0.038415,0.020179,-0.038548,-0.0038985,-0.03016,-0.023243,0.056995,-0.013556,-0.022353,-0.010191,-0.022776,0.011685,0.011859,0.0071858,-0.0095683,-0.03612,0.014989,0.0082359,0.015007,0.019813,0.038967,0.030009,0.030271,-0.032064,0.02218,0.0032582,-0.022967,-0.02409,-0.011808,-0.024669
"M636.377T13.112",0.011905,-0.018416,-0.026982,-0.0027948,-0.0036431,0.0022661,0.015965,-0.012618,0.050119,-0.013046,-0.028979,-0.0017437,-0.030005,0.034781,0.044689,-0.015061,-0.03422,-0.02662,-0.05606,0.059637,-0.018023,-0.027762,0.034094,-0.038133,0.0064546,0.025458,-0.018823,-0.017403,0.0090381,-0.020719,-0.059702,0.015306,0.039168,0.051245,-0.076686,0.013353,-0.0012635,-0.032648,0.031984,0.025398,0.034322,-0.036746,0.059032,0.0020469,-0.024175,0.018862
"M637.868T17.018",-0.012906,-0.036854,-0.035235,-0.0090442,-0.00049953,-0.080422,-0.011081,-0.083584,-0.0080835,-0.0017268,0.0033732,0.025695,-0.01452,0.030689,0.003042,0.049336,0.10823,-0.0075926,-0.037527,0.034778,-0.015515,-0.014512,-0.043317,0.022406,0.048759,0.0031482,-0.0066117,-0.036945,-0.090673,0.047973,0.027418,0.03795,0.063466,-0.041419,-0.0402,-0.0090317,0.034542,-0.038598,0.071122,-0.029945,0.020818,-0.034099,-0.0098461,0.034109,0.065447,-0.011618
"M647.463T1427.898",0.20818,-0.015441,0.037892,-0.098879,-0.086889,-0.037734,-0.022805,-0.0077868,0.018521,-0.017894,0.03629,-0.00038812,0.0077983,-0.0079681,-0.0020464,0.014878,-0.003619,-0.012016,-0.014413,0.0087275,-0.027863,-0.023695,0.011167,-0.029628,-0.0084882,-0.024926,-0.021507,0.011378,-0.0028794,0.028765,0.028351,0.0312,-0.013686,-0.0084582,-0.013809,-0.013523,-0.043221,-0.0047312,-0.0042409,0.021546,0.033328,-0.004112,0.0080316,-0.01257,0.042151,-0.038167
"M648.465T1441.075",0.19635,-0.019585,0.023468,-0.086956,-0.072889,-0.032646,0.010509,0.031025,0.0064097,-0.070861,0.010065,-0.014516,0.0018672,-0.050919,-0.014294,0.013104,0.0052042,0.0022647,0.023801,0.0142,0.0044824,-0.021059,0.039155,0.012681,0.023943,-0.02131,0.00094298,-0.006617,-0.018477,-0.01719,0.0088216,0.011486,0.019242,0.0099264,0.010425,-0.023397,-0.031834,0.037408,-0.019242,-0.019671,0.0042422,-0.00056917,-0.018071,-0.008444,0.028457,-0.032785
"M649.479T1424.057",0.184,-0.034362,-0.0076254,-0.11293,-0.019361,-0.043717,-0.10129,-0.050631,-0.10709,-0.070781,-0.097888,-0.016498,-0.039701,-0.0044223,0.0057054,-0.041427,0.027616,-0.068393,0.0022509,0.039377,0.01189,-0.014333,-0.005477,-0.071819,-0.055824,-0.030343,-0.018836,-0.021989,0.023839,0.044861,-0.027452,0.026884,0.0069182,0.027813,0.013892,0.026254,-0.051006,0.022243,-0.0053971,-0.00048192,-0.024614,0.011834,-0.027809,-0.037415,0.0047184,-0.051985
