"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"M893.828T13.11",-0.010929,-0.0025137,-0.026132,0.025663,-0.0086192,-0.0079634,-0.04654,-0.036525,0.021895,0.0039542,0.0087933,-0.051833,0.032684,0.064755,-0.0050709,0.098396,0.0044239,0.0083635,-0.021451,0.002496,0.0071376,0.0066702,0.081324,-0.043141,0.11031,-0.1245,0.029428,0.06655,-0.061639,-0.026895,0.024183,0.026894,0.016835,0.06078,-0.044007,0.032871,-0.059405,-0.017149,-0.017028,0.065752,0.023608,0.011283,-0.01295,0.060786,0.041024,0.011375
"M894.156T16.118",-0.029608,0.0092382,-0.022785,-0.02341,0.015036,-0.026099,-0.034734,-0.079329,0.028602,-0.0050873,0.066456,-0.0899,0.066252,0.040732,-0.010718,-0.047507,0.022034,0.10378,-0.068614,0.014266,0.10434,-0.016404,-0.065515,-0.024805,0.058178,-0.069551,-0.07049,-0.074411,-0.038842,0.10481,0.097942,0.082506,0.097877,-0.041042,-0.010079,0.02237,-0.042911,-0.0030063,-0.040258,-0.11515,-0.0075669,-0.002277,0.042855,-0.012958,0.0041751,-0.014195
"M894.158T15.507",-0.01115,-0.012604,-0.052556,0.074692,-0.0049089,-0.052738,0.001628,0.018922,0.011515,0.046652,0.067433,0.019368,-0.031427,0.04186,0.069651,-0.022024,0.033753,0.083986,-0.041472,-0.043837,-0.0087531,0.0055614,-0.004023,-0.045063,-0.074912,-0.031653,0.016555,-0.071643,0.016906,0.015573,0.027216,0.13028,0.094103,-0.013038,0.007385,0.0089524,-0.031671,0.02485,0.015238,0.011571,0.033337,-0.02891,0.0098488,0.036124,0.021686,0.013823
"M894.49T15.115",-0.009175,-0.0076055,-0.030973,0.028522,0.02957,-0.015058,0.026525,0.01525,0.027869,0.063972,0.0077051,0.029156,-0.041888,-0.090437,-0.092523,-0.025119,-0.037168,0.030396,0.084228,-0.028985,0.064688,0.038201,0.058989,-0.14927,0.011972,-0.077082,0.061594,-0.017324,-3.9062e-06,0.081197,-0.0077648,-0.016033,-0.034687,-0.049778,0.050809,-0.00043485,-0.066532,-0.057857,-0.081248,0.092922,0.018193,-0.01525,-0.00025534,-0.014812,-0.051928,0.019689
"M896.813T18.124",0.0043036,-0.072564,0.01167,-0.040829,0.048969,0.033408,-0.029882,0.0015495,-0.074194,-0.0011721,-0.023215,0.035181,0.010237,-0.017008,0.030338,-0.0016054,-0.0015451,0.0084214,-0.014944,-0.026974,-0.010591,-0.00036613,0.0016897,-0.031695,-0.028993,-0.025623,0.044376,-0.06278,-0.030218,-0.039784,-0.036,0.026128,-0.027736,-0.0046354,0.010127,0.005585,-0.0012132,-0.019518,-0.04313,-0.0011275,-0.030041,-0.027283,-0.047121,0.0058858,0.051867,-0.0067707
"M896.819T12.104",-0.038744,0.00029958,-0.05142,-0.038599,0.00097,0.034025,0.17191,0.0042873,-0.0011643,-0.049095,-0.035364,-0.019061,0.060892,-0.072784,0.002771,-0.017238,0.032919,0.022319,-0.0035056,0.025275,-0.030407,-0.013582,0.046404,-0.026691,-0.030998,0.022236,-0.051102,-0.022391,-0.047551,0.043578,0.019122,0.0027362,0.022823,0.04438,-0.0015254,0.02544,-0.0065664,0.032295,-0.040851,0.0094847,0.0076636,-0.028533,-0.012892,0.045771,0.05531,-0.014564
"M897.824T12.109",-0.0084917,0.0050566,-0.047152,-0.058084,0.1168,-0.01631,0.041687,0.010816,0.056533,-0.071337,-0.088564,-0.095817,0.002037,-0.090228,0.047799,0.04598,-0.023666,0.0077218,-0.077045,-0.055148,-0.026911,0.015612,-0.036349,0.016866,-0.026263,-0.024862,-0.042469,0.068161,-0.0076351,0.09313,-0.03829,0.022113,0.017797,-0.0069155,-0.042588,0.043843,-0.02684,0.032969,-0.018163,-0.0011431,-0.028602,-0.0028979,0.037245,-0.0097124,-0.028166,0.02123
"M898.826T12.106",-0.0072906,-0.011154,-0.051377,-0.011758,0.0064643,0.0076464,-0.047784,-0.016593,0.13582,-0.043409,-0.10361,0.016079,-0.057896,0.072752,0.007778,-0.0869,0.012697,0.020747,0.013846,-0.055191,0.0082619,0.0052339,-0.040334,-0.0034404,-0.012602,-0.090722,0.0098895,-0.038683,0.010339,0.045638,0.020206,-0.031959,-0.054059,0.034181,0.011778,0.021554,-0.0038155,0.035908,-0.0098726,-0.018014,0.083353,-0.00088081,0.056585,0.018033,0.01303,0.01709
"M900.811T18.122",0.0076699,-0.069229,-0.019052,0.013139,-0.020218,-0.0071098,0.020162,0.00093586,0.038779,-0.0048308,-0.028445,0.058747,0.0022443,-0.012433,0.043627,0.016032,-0.0014081,0.061454,-0.071894,-0.013287,0.037435,-0.0088014,0.023076,-0.020945,0.033374,-0.010062,-0.013656,0.078432,-0.040708,0.023137,-0.053181,0.037472,-0.051821,0.023257,0.080596,-0.084442,0.0013239,0.019183,0.056675,0.013856,0.0065523,0.081428,0.011618,0.032406,-0.021392,-0.02209
"M900.818T12.109",-0.066392,0.0040227,-0.015282,-0.044737,-0.046115,-0.1293,0.0030211,0.00143,0.073005,-0.014799,0.037246,-0.00381,-0.045492,0.0037651,-0.066567,-0.057193,0.038693,-0.045804,-0.018957,-0.014879,-0.01932,0.01816,-0.049869,-0.05791,-0.036838,0.016902,0.026935,0.067144,0.00525,0.011672,0.025561,-0.077913,-0.019846,0.0023323,-0.033818,0.031043,0.050801,-0.038646,0.0061799,0.049399,0.022027,0.041584,-0.044383,0.046233,0.047898,-0.030719
"M900.82T12.108",0.0014794,0.020001,-0.081125,0.033356,0.041942,0.027183,-0.011988,-0.040916,-0.0085738,-0.014463,0.037342,0.013362,0.018435,-0.0058857,-0.046333,-0.020666,0.014476,-0.054747,-0.027283,0.0053475,-0.038461,0.0083444,-0.0097459,0.029721,-0.0051054,0.040756,0.068313,0.027835,0.050023,0.068395,0.056359,-0.074203,0.037969,-0.058724,-0.0017319,0.0052064,0.074799,0.030084,-0.074065,0.0225,0.0079697,0.037311,0.0026761,0.060888,0.048233,-0.0094474
"M901.822T13.115",-0.04309,0.010382,-0.044108,-0.081964,0.0040488,-0.042808,0.01915,-0.071525,-0.045145,-0.010358,-0.015653,-0.092981,-0.00043763,-0.038006,0.031438,-0.052382,-0.081149,0.015368,-0.024729,-0.060074,0.031227,-0.032276,-0.025279,-0.021252,0.023579,-0.0038343,0.014764,-0.013632,0.014391,0.061362,-0.11579,-0.071741,0.029194,0.060875,-0.036787,0.017403,-0.034112,-0.0072982,0.0091749,-0.080161,0.017412,0.065321,-0.041391,-0.048906,-0.038011,0.0078539
"M902.806T18.126",-0.028296,-0.058355,0.006743,0.0038493,-0.056865,-0.062445,0.0048791,0.022741,-0.046887,-0.048963,-0.05611,0.076065,0.014903,-0.073603,-0.011697,-0.0012418,-0.0013086,0.0052509,-0.0013326,0.0505,-0.019512,0.0025994,-0.012245,-0.044339,-0.043855,0.028132,-0.043829,0.0078594,0.010553,-0.0027744,-0.048105,0.018428,0.033281,-0.010699,-0.033749,-0.011036,-0.018954,-0.0096509,-0.026293,-0.020459,-0.020344,0.04658,-0.021796,0.038874,0.011161,0.019157
"M903.813T17.124",-0.00053924,-0.071486,-0.018723,-0.0028049,0.043482,-0.024036,-0.049712,-0.040399,-0.07555,-0.0055223,-0.01633,0.056537,0.0084913,-0.016608,0.018865,0.047831,-0.02046,0.022885,0.027135,0.040074,-0.042835,0.011102,-0.053581,0.032204,0.011213,0.018969,0.048612,0.039658,-0.064459,0.016233,0.033666,0.03508,0.019213,-0.013556,-0.12448,-0.023052,0.0038141,0.026413,0.032695,0.04184,0.062583,0.015508,0.0045323,-0.028102,-0.0097782,-0.007992
"M906.159T13.169",0.010651,0.015717,-0.03453,-0.021764,-0.012601,-0.00076543,0.047442,0.052446,0.030173,0.0036969,-0.04432,-0.0022595,-0.059523,-0.037863,0.06403,0.036025,0.039728,0.01421,0.0055918,-0.012303,0.086711,0.016789,-0.062054,0.001574,-0.013843,0.037202,0.087426,0.041192,-0.066688,-0.077068,-0.030927,0.060408,0.081443,-0.033742,0.043546,0.022877,0.025761,0.041899,-0.034401,0.027664,-0.049717,-0.036434,-0.013049,0.097522,0.025055,-0.0081725
"M908.151T15.062",0.0014488,-0.0271,-0.030638,0.013469,-0.016756,0.028591,-0.00054626,-0.014939,0.00034995,-0.028716,-0.0060287,0.060517,-0.037883,0.11766,-0.058736,-0.044359,-0.025256,0.015608,0.033896,0.041826,0.038045,-0.0043063,-0.05647,-0.023006,-0.068566,0.05269,-0.077904,0.023753,-0.033566,-0.031326,0.043483,-0.065282,0.06837,-0.025231,-0.028599,-0.0075021,0.0044631,0.01581,-0.025843,-0.028993,0.024996,-0.030421,-0.030514,0.055562,0.0019259,-0.0011107
"M908.329T13.112",0.0083735,-0.016742,-0.028864,0.011845,0.016342,-0.012185,-0.0060721,-0.026761,0.015399,0.011195,0.014641,0.023273,-0.002892,0.021738,0.0366,-0.0057479,-0.013368,-0.039458,-0.019116,-0.022587,-0.017859,-0.018776,-0.0178,-0.0098792,0.012803,-0.016114,0.029991,-0.010118,-0.018827,-0.0045743,-0.02564,0.028935,0.0094329,0.0015653,-0.0047213,-0.018802,0.018679,0.033608,-0.011995,0.013969,-0.064697,0.061099,0.034977,-0.036176,0.00083444,0.0085079
"M910.803T18.125",-0.01971,-0.072114,0.006004,0.011943,-0.043969,-0.020994,0.029078,-0.04423,-0.023091,-0.00057148,-0.058024,0.06094,0.033068,-0.031203,-0.014723,-0.016264,0.013223,-0.018888,-0.032708,0.0041151,0.015504,0.0019485,0.011078,0.00087597,0.0046432,0.025648,-0.0204,-0.043302,-0.076966,-0.030633,0.010314,0.013364,0.01779,0.0062971,-0.0074394,-0.0057636,-0.024658,-0.0079381,-0.0093763,-0.025085,0.0052381,-0.033007,0.035936,0.008483,0.0019604,-0.0058473
"M910.804T17.517",-0.014051,-0.058212,0.009253,-0.018926,-0.014394,-0.050042,-0.01525,0.037377,0.035523,-0.025123,0.055449,0.046521,0.045894,0.046543,0.0051604,0.089998,0.014954,-0.018465,-0.023219,-0.0026971,0.038768,0.012109,0.048678,-0.035425,-0.044871,0.043096,0.0018862,0.0057269,0.070368,-0.056174,-0.083409,-0.035463,-0.016906,0.059429,0.062091,0.049045,-0.033916,0.070293,-0.018343,-0.036236,-0.0069727,-0.002835,0.028667,-0.02947,-0.041755,0.0077779
"M912.805T18.125",0.010026,-0.11002,0.015746,0.0053289,-0.040497,0.041419,-0.00081323,0.02007,-0.025961,-0.069496,0.026174,-0.030544,-0.035355,0.015465,-0.020123,-0.0033515,-0.024777,-0.00027162,0.026186,-0.056782,0.022386,0.045259,0.041832,-0.045258,-0.037514,-0.0062866,0.0039471,0.042916,0.0031285,-0.0044365,-0.030486,0.040444,-0.0047857,-0.012957,0.027315,-0.022649,0.011951,-0.0085668,0.040867,0.014423,-0.029331,-0.044585,0.018964,-0.019488,0.042851,0.0077353
"M916.815T17.122",-0.014765,-0.063229,-0.018254,0.00039677,-0.014867,-0.070203,-0.037988,0.086174,0.076506,-0.04635,-0.011631,-0.037622,-0.02332,0.039691,-0.01149,-0.0015965,-0.023933,0.018853,0.025821,0.0029867,0.0060838,-0.02634,0.045269,0.058026,-0.006137,-0.043755,0.024925,-0.021734,0.032302,-0.0032347,-0.0081066,-0.017974,-0.031972,0.02082,0.038903,-0.01092,0.0040466,0.02569,-0.018904,-0.0066028,0.0090764,0.010136,0.014677,-0.032186,0.010399,-0.0031668
"M916.819T12.108",-0.023931,0.0056272,-0.061902,0.0023035,0.026626,0.051045,0.086914,0.013395,-0.0084439,-0.11885,0.081167,-0.11558,0.010591,0.039256,0.010521,0.022706,-0.015333,0.0077568,-0.0059061,-0.0046342,0.0039455,-0.0093725,0.0035908,-0.058995,0.01476,0.045215,-0.097725,0.012971,-0.074893,-0.023831,-0.032205,-0.049458,0.028257,0.041621,-0.0034124,0.043454,-0.034871,0.01875,0.02959,0.034836,0.030376,0.033037,-0.056197,-0.013234,0.067487,0.013726
"M920.829T13.111",0.0051652,-0.027619,-0.055042,-0.010556,-0.0059487,0.011834,0.0049533,-0.01092,0.0048292,0.034206,-0.0096066,-0.0026629,-0.025574,-0.011006,-0.024948,0.010649,-0.025256,0.011922,0.027216,0.014783,0.013904,0.001594,-0.020827,0.01398,0.012472,0.0085025,0.013463,-0.009024,-0.021813,-0.025627,0.0075851,0.029424,-0.017854,0.03344,0.014185,-0.040925,0.01483,-0.022747,-0.0028595,0.020405,0.020557,0.0068077,-0.00058688,-0.0057557,-0.013156,0.003308
"M921.811T18.125",0.0080779,-0.081569,-0.0034305,0.010958,0.042096,0.019121,-0.022528,0.00525,0.014277,0.011488,0.0035636,0.015209,-0.017194,0.0048632,-0.0066478,0.019582,0.041642,0.0014119,-0.0033926,-0.018551,0.030459,0.019681,0.025058,0.057882,-0.010962,-0.016722,0.019117,0.0059288,-0.050995,-0.02551,-0.014978,0.026275,-0.0042011,0.035821,-0.010738,0.038204,-0.0093722,-0.028625,-0.0044803,-0.03676,0.0095373,-0.055185,0.030822,0.029853,-0.0091958,0.0073418
"M921.817T11.166",0.0069178,-0.0092,-0.053451,0.034017,-0.039459,0.056982,0.056256,0.037167,0.04861,-0.071446,0.048642,0.050202,-0.0084107,-0.024428,0.00047522,-0.045193,-0.097579,-0.03329,-0.0075072,0.081265,0.052931,0.040985,-0.005041,0.02565,-0.042686,-0.037787,-0.048561,0.022723,0.038294,0.015698,-0.0468,0.019569,-0.050833,-0.063496,-0.014559,-0.040578,-0.018383,-0.0017055,-0.011082,0.032255,0.011271,0.0061096,-0.022656,0.037808,-0.015764,0.026055
"M921.819T12.109",0.0025751,0.0099979,-0.070781,0.0015628,0.038132,0.048724,0.033888,0.033052,0.033893,-0.023368,-0.010718,0.056405,-0.02341,0.040339,-0.039975,-0.055158,0.039093,0.0048306,-0.028712,0.047417,-0.014655,-0.013476,0.040756,-0.0010758,-0.033702,0.045986,-0.042024,-0.026627,-0.027522,-0.0064631,-0.021355,0.022821,0.018724,0.0043159,-0.057673,-0.030571,0.0057292,0.010924,-0.046994,-0.0062185,0.021457,-0.012092,-0.002927,0.033825,-0.016831,-0.010497
"M923.818T13.11",0.0043094,0.03082,-0.046445,-0.024839,0.038612,-0.074482,-0.045863,-0.026735,0.049391,0.062302,-0.053907,-0.044143,-0.019898,-0.053114,-0.036398,-0.11716,-0.067505,-0.017825,0.055308,-0.017809,0.044393,-0.010066,-0.014056,0.056206,0.086351,0.002514,-0.065658,0.033257,-0.15241,0.048068,0.014394,0.041706,-0.0051777,0.061404,0.07484,-0.042534,-0.0028657,0.03729,0.0058947,-0.0067919,0.03356,-0.022216,0.017167,0.015611,-0.05358,-0.0057968
"M924.81T18.125",-0.021074,-0.077218,-0.0037596,-0.00098697,-0.038731,0.00042203,0.025661,-0.08407,-0.056207,-0.0058713,-0.052252,0.054958,0.023001,-0.049358,-0.028662,-0.029034,0.0039312,-0.057784,0.02372,0.0073493,0.0090687,-0.0083848,0.0044333,0.011599,-0.0036153,0.027553,-0.015312,-0.012543,-0.021101,-0.00035521,-0.0056659,0.012831,-0.0066108,0.010782,0.02559,0.00022185,-0.0031223,-0.0017175,-0.0015698,-0.01448,0.014288,0.026353,-0.0073347,-0.0051781,-0.0075308,-0.0013824
"M924.816T11.109",-0.02615,-0.013282,-0.013189,-0.073707,-0.060602,0.037895,-0.013691,0.01288,-0.024048,0.11379,0.13177,-0.021634,-0.039667,0.03933,-0.022422,-0.022194,-0.033274,-0.016342,-0.065379,0.0044673,0.017562,-0.094742,-0.042201,0.013485,-0.025754,-0.0062507,-0.020162,0.014339,-0.015189,-0.058183,0.0027393,0.015294,-0.0098381,-0.029287,0.043784,0.032823,-0.018418,-0.05746,0.04759,0.012174,0.017265,0.0082257,0.052025,0.04853,-0.026862,-0.015262
"M924.819T11.107",-0.0020404,0.016872,-0.033126,0.027887,-0.084949,0.059809,-0.014181,0.02266,-0.037019,0.015323,-0.070679,-0.047517,-0.046493,-0.012613,0.026302,0.046178,0.018816,-0.059753,-0.03492,-0.044726,0.013661,0.042641,-0.056814,0.05886,-0.0010291,0.021266,0.072296,0.038173,0.0075366,-0.013787,0.016896,-0.059003,-0.011808,-0.016709,0.027217,-0.033524,0.017124,-0.052806,-0.099335,-0.029616,-0.0135,-0.024079,-0.028022,0.02667,0.010394,-0.0060833
"M925.814T17.122",-0.0099547,-0.064103,0.0025194,0.082151,-0.038181,-0.037968,-0.028518,0.054985,-0.01306,-0.018867,0.037959,0.03529,0.013358,-0.0040121,-0.0098129,-0.032841,-0.033096,0.077078,0.029249,-0.018769,-0.034047,-0.010101,-0.015759,0.096485,0.034654,-0.059762,0.03699,-0.015405,0.00068888,0.018514,-0.026364,-0.052609,-0.052192,-0.015658,-0.0070907,-0.002112,-0.028947,0.015545,0.039345,-0.036755,-0.02104,-0.0067572,-0.032099,-0.019293,0.011713,0.018473
"M925.817T16.12",-0.033322,-0.046635,-0.025561,0.0082826,-0.0048259,0.011375,0.055746,-0.072221,-0.098186,-0.011212,-0.0363,0.005575,0.071861,0.00039402,0.023027,-0.0018543,0.0035248,0.056743,0.027204,-0.037148,-0.015455,-0.0096903,-0.02733,0.010995,-0.030843,0.010199,0.0017499,-0.04941,-0.07003,0.060287,-0.026235,-0.015515,-0.059675,-0.019874,0.043081,0.0048161,0.053678,0.038833,0.070029,0.05423,-0.031532,0.05028,-0.038903,0.049945,-0.0052868,0.026195
"M928.805T18.125",0.0081261,-0.10894,-0.011207,0.0054348,0.0015916,0.035822,0.0049644,0.037272,-0.0038773,-0.011409,-0.021574,0.024195,0.00021719,-0.017974,-0.034873,-0.014474,0.0092833,0.043323,-0.034778,0.012874,0.0063591,0.021443,0.009014,-0.021299,-0.011138,-0.023397,-0.0037101,0.046501,-0.036089,0.019779,0.032174,-0.030448,0.026285,-0.014154,0.017803,-0.036523,-0.0067808,0.054034,0.039448,-0.012322,0.047254,0.027159,0.026485,0.0085178,0.044107,-0.0055449
"M930.811T17.116",0.012193,-0.051391,-0.011601,-0.078488,0.028965,-0.031355,-0.077814,-0.033688,0.056424,-0.03878,-0.018519,-0.070524,0.035656,0.021186,-0.01362,-0.0058594,0.052865,-0.034192,0.038779,0.076221,-0.045735,-0.02167,0.039198,0.036932,-0.076339,0.077426,-0.032089,0.0044689,-0.051525,0.041838,-0.01924,0.08786,-0.014365,-0.032362,-0.026163,0.0019662,0.059648,-0.035058,-0.062826,0.020248,0.039882,-0.030264,-0.028397,0.035389,-0.077773,0.0030115
"M931.149T15.117",-0.013069,-0.029578,-0.089169,-0.015512,-0.059888,-0.0022324,-0.03487,-0.0090928,0.024858,-0.0070365,0.053223,-0.020924,0.0027352,-0.062901,0.0069739,0.04139,-0.071115,-0.043045,-0.001993,0.10338,-0.01844,0.035049,0.043713,0.046927,0.0021592,-0.026535,-0.13646,0.023901,-0.069743,0.025153,-0.080046,-0.02044,-0.038465,0.0026939,0.063191,0.028529,0.042718,0.014189,0.0077374,-0.0033267,-0.053233,-0.063747,0.078205,0.092727,-0.039821,-0.011618
"M931.815T16.119",-0.044645,-0.024974,0.019365,-0.038098,-0.03106,-0.078136,-0.019957,0.007954,0.048102,0.041224,0.018089,0.040173,0.073032,0.049652,0.063797,-0.045384,0.097371,-0.020683,0.094133,-0.039221,-0.020109,0.0099669,-0.0035423,0.076181,-0.021729,-0.10042,-0.02299,-0.0028792,-0.010627,-0.064424,-0.0070011,-0.022372,0.019019,-0.09707,0.014595,0.022377,-0.10025,0.0075974,0.026877,-0.032212,-0.031629,0.046067,0.028448,0.05052,-0.0097196,-0.013869
"M934.803T18.124",-0.023059,-0.09,0.011907,-0.034346,0.058231,0.031738,0.023582,0.012939,-0.0037162,0.02363,0.054672,-0.036854,0.014767,0.010524,0.0068737,0.0056659,-0.011665,0.012069,-0.063501,0.017653,0.0147,0.011032,0.0092542,0.023421,0.021545,0.014617,-0.030598,0.017104,0.010716,0.0063228,0.021454,-0.0011403,-0.027361,0.0020064,-0.052553,-0.050645,0.0080906,0.032176,0.020673,-0.00307,0.039933,0.019258,0.0045356,0.043317,0.014122,0.0091854
"M937.806T17.14",0.010497,-0.047781,-0.022257,0.020958,0.033429,-0.041621,-0.018109,-0.073248,0.016176,0.0331,0.029531,-0.037588,0.010359,0.030061,0.021737,-0.025538,-0.021806,0.0071338,0.023628,0.047635,-0.011719,0.075648,-0.047602,-0.021169,0.046809,0.057704,0.041255,0.066695,-0.0036103,-0.022123,0.025852,0.015646,-0.0086548,0.043525,0.0057467,-0.059857,0.058625,0.024954,-0.0013973,-0.014263,-0.019848,0.033604,0.047571,0.0089296,0.052183,0.013317
"M939.155T13.111",0.013478,-0.025277,-0.034496,-0.01012,-0.028551,0.034552,0.0015404,0.0078411,-0.023251,0.0058427,-0.0050651,0.027005,0.026863,-0.019974,0.018682,0.011628,0.029662,0.0028438,0.028232,-0.035027,0.0082009,0.039203,0.029626,-0.021169,-0.036958,0.020899,-0.0097136,0.003171,-0.0065577,-0.0041354,-0.038364,-0.034175,0.026587,-0.015366,0.0086202,-0.0053225,4.7912e-05,-0.02877,-0.01231,-0.0036814,0.007385,-0.041965,0.039706,-0.042929,-0.043116,0.0091492
"M939.816T16.127",0.015036,-0.072256,0.04837,0.010031,0.0012961,-0.011376,0.01018,-0.012403,-0.0061253,-0.008938,-0.024093,0.030444,0.0093386,0.034403,0.078108,-0.026536,-0.0035405,0.08917,0.032604,0.016965,0.0041527,0.038895,-0.028588,0.013893,-0.035277,-0.031118,-0.042051,-0.030981,-0.0041078,-0.12817,0.049697,-0.014181,-0.025353,-0.033452,0.0088278,0.0057535,0.038191,0.060759,-0.064634,-0.020212,0.048762,-0.044167,0.065631,-0.0059468,-0.012147,-0.0026353
"M943.307T17.119",-0.036018,-0.037618,-0.021085,0.019538,-0.042333,-0.059042,-0.0093854,0.0036112,-0.01658,0.028375,-0.10419,0.011882,-0.055609,-0.13819,0.034037,-0.057846,0.014738,-0.015341,0.053024,-0.022686,-0.0013647,0.024627,-0.017817,0.05754,0.0097025,-0.010953,-0.0083782,-0.020299,-0.011797,0.02097,-0.045266,-0.020155,0.0032451,0.034297,-0.027516,0.020956,0.013458,-0.14773,-0.034463,-0.10435,-0.0068614,-0.019968,-0.061437,0.068275,0.002247,-0.039596
"M944.821T12.17",-0.068248,0.039131,-0.024857,-0.059869,-0.039802,-0.08363,0.0036779,0.011891,0.084053,0.022088,0.013863,0.01689,-0.084525,0.026183,-0.05555,-0.033624,0.022637,-0.059989,-0.021357,-0.009242,-0.0035471,-0.0013449,0.052556,0.027575,-0.0031026,0.0061546,0.0059397,0.0026165,0.0074661,-0.036022,-0.01594,0.042334,-0.022991,0.038543,0.025239,-0.013013,-0.056188,0.0076508,0.013679,0.0045592,-0.053402,-0.023625,0.069539,-0.038912,0.044149,-0.02958
"M944.823T12.108",-0.0099108,0.0014996,-0.058559,0.018493,-0.08221,-0.0013854,-0.063819,-0.020975,-0.15324,-0.00043599,-0.031124,0.0081107,0.0013554,0.029716,0.063074,-0.029123,0.033427,-0.043531,0.014085,0.055641,-0.044009,0.020598,0.029178,-0.010122,0.032174,-0.022469,-0.0078412,-0.010336,0.017629,-0.068745,-0.017379,0.063802,-0.063544,0.051954,0.018406,-0.020639,-0.0046826,-0.028688,0.012911,-0.038983,0.027059,0.008278,-0.037391,-0.087271,0.060661,-0.0069538
"M948.799T18.126",0.0092803,-0.095501,-0.0108,0.045546,-0.0065984,0.044404,0.03663,0.021415,0.028325,-0.010349,0.0029123,-0.02259,0.039088,0.011186,-0.014553,0.01171,-0.028339,-0.073472,-0.03885,0.013912,0.015098,-0.057201,0.035959,-0.033209,0.046618,-0.050023,0.044646,-0.010814,0.033606,-0.060424,-0.0031739,-0.04696,-0.067539,-0.0048997,0.0017796,-0.04682,0.031416,0.0072881,-0.037074,0.026747,0.016785,0.077984,-0.021439,0.096261,0.036192,0.023459
"M950.801T18.122",-0.039173,-0.051975,-0.0032105,-0.031485,-0.014773,-0.055998,0.039306,0.029955,0.016679,0.046019,0.0027361,0.057554,-0.001505,-0.032519,-0.014913,0.048424,3.5218e-05,0.021371,-0.027683,0.0085843,-0.12068,-0.039708,0.017968,0.036275,0.01114,0.020664,0.033703,-0.018947,-0.013634,-0.035931,-0.002867,-0.091572,0.093996,-0.041618,-0.015313,-0.013683,0.017038,0.012119,-0.052907,0.049598,0.089455,0.017601,-0.017281,-0.049339,-0.017978,-0.0049413
"M950.805T17.123",-0.019781,-0.056352,-0.037675,-0.04783,0.029372,0.01443,-0.028376,-0.022386,-0.058703,-0.07811,-0.055863,-0.05532,-0.053632,-0.064463,-0.01313,-0.049786,0.0049653,0.061349,-0.041742,-0.02334,0.0062175,0.023551,-0.035919,-0.053886,0.032671,-0.07891,-0.012499,-0.020986,-0.014511,-0.089594,-0.0053035,-0.03707,-0.091787,-0.050887,0.060945,-0.029925,0.001752,0.035988,0.019143,-0.02949,-0.0027713,-0.032637,0.08452,-0.0072664,-0.072552,0.0080749
"M950.808T12.104",0.0096623,-0.00045252,-0.073995,0.04262,-0.0039302,0.031096,-0.0014433,0.0010005,-0.011154,-0.037849,-0.0014537,0.077326,-0.091368,0.026593,0.01163,0.025488,0.0033474,0.01433,0.030548,-0.0288,-0.059301,-0.036705,-0.0066189,-0.061113,0.033397,-0.026173,-0.077052,0.033963,0.036755,0.06852,0.05263,-0.040445,-0.070624,-0.01027,0.022718,0.051681,-0.070887,-0.058499,-0.073925,-0.029075,0.072133,-0.059285,0.033459,-0.060338,-0.031106,0.025734
"M952.818T13.111",0.010515,-0.04137,-0.036819,0.023626,0.0020476,0.015407,-0.017413,-0.015906,0.01383,-0.012277,0.014132,0.017483,-0.034106,-0.010016,-0.045669,0.0020003,-0.029715,-0.010846,0.019303,0.012987,-0.010904,0.001434,-0.0064093,-0.039438,-0.0037193,-0.0048031,0.015354,0.013365,-0.034811,-0.019351,-0.0049948,-0.00089095,0.021552,0.0053158,0.022923,0.0080951,0.026443,-0.00014952,0.0036794,0.0036682,-0.0165,-0.011425,-0.030307,-0.024924,0.029248,0.0031436
