"","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M311.143T1624.867","113818.6247","151691.0872","149000","146784.041","131013.9407","112559.494","108784.625","146252.909","162000","120724.8","129000","146000","109785.422","150373.3154","172755.449","142693.364","132849.771","159000"
"M707.266T798.136","5024.4811","59960.4095","60900","43966.111","2567.2567","118405.806","85331.645","101438.472","81800","63221.332","89400","29300","123791.717","3391.5617","96062.862","79504.062","74314.512","75100"
"M469.396T1355.605","74623.0283","311825.9887","45200","291779.036","145112.4403","173837.248","218676.957","83973.707","81000","94345.467","265000","117000","63967.047","34171.4892","45226.786","96008.31","364492.881","21900"
"M431.146T926.047","14019.6391","290422.6926","253000","246836.549","5882.4826","104681.193","250551.275","421736.903","266000","233114.73","298000","240000","430652.983","10263.3474","198735.169","193827.487","282010.859","177000"
"M353.341T1488.518","2668884.81","2851233.6","2570000","3269457.521","2430599.128","2535170.229","2333079.782","3729513.225","2220000","3209472.365","3700000","2350000","2659328.886","2677465.342","2960748.939","2726572.524","3087533.984","4290000"
"M799.256T845.172","58778.5149","152116.6897","327000","178148.318","23835.5469","110216.107","299916.122","230762.193","195000","209780.432","213000","204000","383871.747","39324.2674","120302.758","235900.578","358039.659","158000"
"M580.199T843.183","1948.2874","98727.2603","120000","80658.083","3149.7586","53399.172","174317.406","92013.928","114000","87439.433","117000","249000","120017.808","389.65748","63728.624","133832.448","94922.314","71600"
"M722.259T892.9","11995.7253","68042.5539","58100","67617.77","10426.6994","540138.794","6109886.122","93337.556","66400","57704.086","82800","63100","82529.257","8841.8462","71557.1","71196.574","70023.067","82300"
"M842.586T1446.028","14353.3328","83094.2171","87100","97224.625","46302.2042","65256.733","57528.874","63408.443","94900","162754.831","90200","81300","89805.069","18627.8166","122413.407","79906.662","113106.372","155000"
"M437.308T1490.329","236156.8141","274793.1867","257000","276490.121","180713.4494","284600.859","300146.89","275684.333","281000","277326.561","246000","295000","276188.311","193830.6944","275273.889","334780.396","272180.801","289000"
"M737.493T1439.78","57008.1595","86077.0197","140000","92131.204","72204.2362","71122.168","90444.847","102202.673","97800","135077.157","102000","130000","111826.537","67710.2179","134458.508","119919.429","122662.447","104000"
"M312.323T1418.36","159568.8686","373843.1718","130000","362659.457","110592.2001","307723.379","183808.269","458651.618","149000","188526.914","391000","152000","194061.259","138123.6844","172798.484","149401.492","211895.042","147000"
"M512.387T1540.565","142189.6281","221611.642","141000","147972.883","183273.5055","114083.238","116649.728","138023.486","124000","136013.854","140000","137000","155790.636","150821.7037","356019.24","147128.38","135901.642","132000"
"M734.268T924.482","4055.1497","150780.1666","76100","123392.418","8203.0646","45527.416","73697.706","166601.482","72700","108890.241","135000","75900","129954.592","6565.7397","92167.811","75205.196","76676.742","88500"
"M862.521T1333.909","7156.9898","135960.2261","157000","164813.23","15383.71","145579.18","199459.373","130882.434","119000","164002.045","147000","199000","160668.514","4432.8469","244093.583","171206.661","150493.725","169000"
"M1114.43T957.42","5251.0562","50314.4252","55900","55940.236","4978.8857","30177.378","49118.954","56568.694","39300","48654.312","72800","49600","72749.523","8441.683","75384.584","48011.452","55977.142","61900"
"M699.455T1253.346","23420.6306","2026147.783","1720000","1712404.096","6815.9481","376821.323","842481.091","2043141.88","255000","2121487.951","1540000","272000","1044823.413","10846.6373","179708.983","380564.048","2923204.657","225000"
"M430.319T1390.137","268754.4959","333138.0725","190000","409280.096","127645.0049","425918.494","187500.962","316318.155","184000","204731.646","437000","175000","185798.543","182495.0423","177706.054","152424.929","167526.418","191000"
"M431.216T1372.484","37737.3852","139738.5107","84200","138329.701","41648.6146","115082.661","101883.656","108940.919","58200","129246.408","127000","1e+05","111364.317","36225.5283","101380.857","105948.934","119618.037","87200"
"M371.26T1411.481","162788.0703","192799.6838","190000","272952.812","129654.5793","216958.012","190963.222","258936.667","216000","176974.601","288000","207000","233992.123","121865.3883","200901.182","186624.599","171024.614","187000"
"M844.603T1428.316","18849.1879","39119.0786","25600","20328.31","53337.1354","44640.774","36381.048","39402.873","46400","171191.821","33400","24700","34359.947","22303.447","35027.176","24298.43","49518.215","50200"
"M463.37T1420.709","183245.7557","572576.2829","495000","598694.029","167223.6034","403553.944","630695.23","576788.498","701000","416928.956","643000","453000","475947.213","163739.8219","445883.518","629916.893","536307.492","537000"
"M601.255T812.644","10959.1164","102529.594","119000","113033.296","5609.1592","88034.736","199506.861","136824.812","160000","101360.798","140000","123000","149459.883","2843.0933","92320.564","167099.655","125690.922","94300"
"M557.203T893.494","5679.6888","156443.1414","149000","169517.287","3892.9132","75613.98","199914.588","236918.98","122000","138651.424","178000","138000","222319.52","1615.5767","166295.978","172414.682","187704.44","146000"
"M331.187T1136.851","8821.3727","97844.1423","218000","95496.075","10821.7672","172718.168","160499.463","83340.093","141000","162273.597","81300","124000","136205.186","14883.7283","148780.848","185807.064","222758.552","206000"
"M432.723T1389.363","5109.5289","105805.6113","61700","130100.506","1021.90578","111916.012","74678.599","85853.371","63800","104850.349","109000","82100","81643.302","1021.90578","89153.519","59305.918","94484.771","102000"
"M900.587T1474.354","12369.3631","82379.6219","31600","23337.378","119860.7984","58325.656","44991.62","48541.844","158000","345149.461","41700","35200","24946.415","10985.135","102256.079","74116.857","77006.679","110000"
"M523.599T1382.768","210897.2758","264040.2347","206000","195436.671","218080.0938","317868.564","315921.916","208311.899","235000","209973.236","234000","189000","187901.643","136725.8644","211283.462","148600.122","189794.41","216000"
"M388.255T1573.977","111590.7154","163721.9027","182000","150349.188","119330.4719","146026.789","166041.641","186865.298","168000","140475.15","170000","173000","204775.051","104370.2479","253833.424","194839.515","164420.723","206000"
"M301.141T1305.07","256790.7181","349196.3224","103000","349148.467","110732.8552","312229.976","128042.502","303125.449","137000","180397.216","315000","125000","161932.101","105810.0353","199966.644","128033.446","113705.013","147000"
"M323.109T600.082","120.7808","163159.8626","138000","104002.978","120.7808","115721.993","162771.409","177637.568","181000","57750.686","145000","65700","206567.516","603.904","110489.578","84577.607","132030.594","126000"
"M623.287T1439.965","117185.7609","808311.9018","2790000","814509.159","128260.6478","438603.4","1648013.714","860937.183","1920000","2112922.047","698000","872000","1852536.529","109216.6013","615674.274","489774.95","1809712.126","923000"
"M600.493T1607.83","114779.9208","115585.5905","429000","96368.281","99422.994","80083.554","112407.266","91904.167","67100","100869.768","119000","105000","122870.788","94937.8532","133774.227","99183.038","100757.124","109000"
"M549.431T1507.08","79866.9456","145549.236","147000","130258.336","99370.8879","96042.493","103299.308","168451.468","149000","118372.837","134000","198000","166259.475","89217.532","184426.032","185634.636","145343.016","154000"
"M815.568T1575.234","36747.979","245840.9068","176000","410775.884","91114.8251","251391.058","198677.838","334625.291","166000","299699.482","230000","185000","313811.113","120378.1801","282186.445","341876.614","185801.786","285000"
"M824.544T1245.233","16843.7314","184485.7242","159000","178374.374","24405.4917","233654.36","250447.788","190037.882","178000","235264.924","178000","191000","168929.676","22574.0541","208802.134","183127.373","173371.719","203000"
"M694.269T843.183","170.1007","67715.3982","60500","67518.827","850.5035","28162.848","80044.884","105406.201","65700","36696.672","104000","52400","89898.622","5384.7165","64548.177","33941.958","88607.653","58200"
"M461.357T1435.338","96187.8914","93443.6289","96700","101857.156","49206.4486","83281.477","132614.793","135515.312","98800","84469.601","73100","109000","124253.079","64754.8564","90357.731","171917.61","141691.741","136000"
"M539.393T1476.552","145437.827","304557.9198","490000","272699.274","123059.7883","224247.995","293738.802","386812.905","364000","223742.163","308000","472000","433678.104","210984.8777","399789.029","515806.401","327443.866","284000"
"M565.421T1472.855","50395.3663","155861.7355","134000","115109.964","872477.5417","66164.024","71868.971","113469.805","124000","77080.182","95800","241000","107427.769","57460.6215","728296.133","155551.541","95784.021","277000"
"M301.14T1288.592","228436.0611","339012.0091","103000","349148.467","113408.0705","316996.13","127895.394","302154.275","137000","182445.979","315000","125000","164884.092","105810.0353","202958.16","128033.446","113705.013","147000"
"M439.146T909.479","7139.882","230491.6539","261000","320083.025","6029.6496","64979.455","206940.894","315178.217","147000","258329.205","252000","179000","308485.43","7329.4668","190460.686","189372.519","279107.354","169000"
"M793.328T942.609","6031.4608","220160.2479","161000","207867.991","5082.0848","62633.688","98004.989","428398.284","115000","175727.526","438000","110000","193175.982","1483.7777","126679.522","87892.227","150052.47","145000"
"M809.525T1357.137","41882.9083","270657.5225","139000","120765.859","31831.4146","236135.827","143573.7","139801.176","166000","187276.896","115000","146000","138869.677","31186.7217","148039.693","126467.823","143163.057","195000"
"M758.249T769.852","14932.9676","365490.5471","86500","520843.869","12236.6807","299416.983","111917.134","440914.537","110000","115401.926","742000","79800","112762.251","8878.7791","134380.849","112559.337","109509.367","109000"
"M326.288T1489.992","190544.6898","177055.337","216000","204235.741","165028.2479","168670.697","162820.984","194535.013","214000","177837.578","217000","130000","214135.011","164488.7654","150689.62","145765.488","207795.032","163000"
"M569.411T1423.013","50773.8237","136645.4393","131000","157413.471","82555.6625","141924.655","90095.137","141801.785","146000","127492.137","155000","142000","139814.288","67119.1151","172286.123","174197.168","131725.402","209000"
"M325.161T1474.624","169512.2955","160260.4837","174000","177654.094","171964.0078","183977.936","174615.367","173843.276","213000","156714.404","162000","184000","154622.9","178700.9048","220110.119","183202.113","189456.409","138000"
"M658.501T1302.601","59868.6808","81522.0356","84100","106523.141","42632.8438","139641.349","105748.632","128112.078","131000","72643.332","154000","116000","91561.523","52495.7009","125707.104","129202.621","84466.603","113000"
"M854.583T1499.87","12988.0419","31681.086","25800","16895.723","33942.8599","21024.203","11922.827","20380.374","33800","89113.685","13000","21100","8922.495","8066.6846","35721.177","32226.82","30473.055","34500"
"M347.221T1237.746","24564.5469","396256.3961","323000","404544.157","18143.1178","466004.647","377501.404","360739.085","653000","314563.199","368000","140000","214369.245","19932.2749","291015.336","176517.571","333836.735","298000"
"M383.187T1473.566","173547.4388","219170.7756","189000","214687.344","388907.6111","235878.828","223059.815","236707.785","238000","174030.201","184000","181000","213571.361","174335.1048","250602.664","199929.945","185873.219","212000"
"M439.316T1439.553","121736.6934","229618.8934","187000","257491.575","106308.165","181542.494","276620.84","260816.483","237000","124785.839","245000","382000","276522.833","107132.01","250373.616","221355.194","145471.097","179000"
"M643.247T769.174","8549.0255","80646.5386","74600","54951.374","10890.2381","44005.709","98178.743","89978.89","88600","44292.731","74200","77800","91266.436","5155.8598","67515.718","93682.238","56207.817","65000"
