"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"M941.389T959.199",0.026589,-0.02865,0.01981,0.021482,0.018235,0.017593,-0.00029153,-0.0018842,0.019337,-0.020499,0.01852,-0.029767,0.0091069,-0.015957,0.001307
"M805.508T1280.356",-0.014925,-0.00014522,-0.0038174,-0.014159,-0.00028666,-0.041797,0.01056,0.0058427,-0.0023399,0.0048631,-0.0047227,0.0021965,0.0081336,0.0080874,0.0013586
"M512.762T1189.92",-0.012906,-0.00738,0.0022448,-0.029733,-0.0059635,-0.029238,0.0083772,-0.0065783,-0.0035461,-0.031463,0.013478,0.0073683,-0.00081731,0.0032943,0.00095023
"M951.371T857.905",0.023818,-0.023641,0.027043,-0.0020021,0.022439,0.0016943,0.011945,0.0069351,0.0078407,0.0010045,0.013531,-0.011508,0.0016393,0.0029555,-0.0052063
"M495.298T1036.333",-0.0076276,0.022844,0.014289,0.00931,0.055378,-0.0019876,-0.0028189,-0.063517,-0.035125,-0.029662,0.02125,-0.010643,0.017859,-0.020699,-0.0004394
"M763.456T1354.833",-0.016977,0.014968,-0.0052674,0.025884,0.037999,-0.037244,0.0015057,-0.047231,-0.0056069,0.01669,0.036378,-0.017194,-0.020086,-0.048116,0.013428
"M367.15T410.425",0.026231,0.0065449,0.038489,-0.0007383,0.020655,0.060493,0.045418,-0.028715,-0.034256,-0.028713,0.0288,-0.039889,0.035121,-0.0089517,0.012932
"M551.201T893.689",0.029431,-0.017829,0.018864,0.0058905,-0.0012498,-0.012798,-0.0058002,0.010626,0.018063,-0.028491,-0.0013305,0.021677,0.00088429,0.0027273,-0.0041667
"M861.313T812.644",0.025115,-0.017427,0.021679,0.0005357,0.013135,0.001555,-0.0029499,-0.022294,0.015065,0.013941,-0.011968,0.012347,-0.015552,0.0026234,0.0020469
"M1102.847T817.469",0.01341,-0.012136,0.015393,-0.031874,0.009186,0.026872,0.01163,0.031033,-0.0264,-0.038115,-0.012933,-0.021166,0.0035641,-0.0038483,-0.0030147
"M299.109T1341.992",-0.0077553,0.0029124,-0.00098857,0.018729,0.029831,-0.010435,-0.016908,-0.021266,0.020589,-0.005348,0.0042436,0.029187,0.033632,0.0094712,0.00061913
"M804.315T943.327",0.020785,-0.032977,0.0090486,-0.0076196,0.01071,-0.017253,-0.002194,0.0012138,0.0033139,-0.017035,-0.00049966,0.0054762,0.0069444,0.016535,-0.0031476
"M987.384T843.183",0.020738,-0.027199,0.02129,-0.0020938,0.026341,0.00066112,0.0164,-0.011263,0.0036659,-0.031484,-0.010046,-0.0057403,0.038098,-0.0046619,-0.0052426
"M589.228T896.878",0.0086421,-0.042107,0.002619,0.0029878,0.0080085,-0.01826,-0.0049568,0.035834,-0.0028189,-0.0065137,-0.02037,-0.010231,0.0014837,0.01001,0.0029679
"M1057.414T847.292",0.018683,-0.020732,0.00064062,0.022259,0.022231,-0.02981,0.0076135,0.006155,0.00065422,0.026205,0.010621,0.007338,0.0076338,-0.0015841,0.0006511
"M991.383T954.894",0.031229,-0.014321,0.03373,0.028928,0.0048611,-0.0019057,-0.0045601,-0.00065828,0.011989,-0.0039316,0.024457,-0.015731,0.0092547,-0.022995,0.0005485
"M593.234T877.183",0.0068937,-0.0047202,0.0093645,0.0046069,0.018974,-0.010644,-0.0060704,0.021072,-0.031296,-0.033695,-0.0045482,0.0024421,-0.027116,-0.010925,-0.0025002
"M649.243T924.482",0.011047,-0.014509,0.018131,0.00010082,0.015398,-0.0031888,-0.0045557,-0.0071061,-0.0035973,-0.0055863,-0.017926,0.013369,0.0026325,-0.015216,-0.0014943
"M393.25T1170.538",-0.027127,0.0038258,0.0069999,0.0013588,0.027688,0.0045704,0.0034832,-0.017705,-0.019124,-0.031939,-0.0018549,0.0076981,0.0014612,0.013839,0.00069875
"M897.335T957.42",0.018733,-0.021336,0.01124,-0.0070354,-0.002082,-0.0075316,-0.00023469,-0.018498,0.015314,0.00060077,-0.017856,0.0022997,0.0078195,0.0098303,-0.00089804
"M617.489T1624.961",0.0023553,-0.038618,-0.0046627,-0.0021293,-0.033539,-0.015361,0.0061296,-0.0016101,0.008279,-0.030379,0.0047291,-0.0098637,0.018549,-0.01202,0.00090912
"M747.539T1372.761",-0.023012,-0.018265,0.003143,-0.0014357,0.013463,0.061853,0.023032,0.0019132,-0.0023036,0.0022423,-0.037706,-0.0062901,-0.0037327,-0.032402,-0.0039317
"M866.357T1023.188",0.015691,-0.034283,0.0052807,0.0042316,0.012472,-0.0035242,0.01048,-0.0058042,0.0083866,-0.006178,0.0019646,-0.014467,0.011387,-0.0020579,0.0026714
"M819.302T866.333",0.03291,-0.011656,0.036546,0.012436,0.013956,-0.004345,-0.0019429,-0.020301,0.0034281,-0.0013264,-0.011134,0.030843,-0.013543,0.012315,-0.0026123
"M595.491T1621.712",-0.0098691,-0.02312,-0.013386,0.0059453,-0.010032,-0.015045,-0.012949,-0.020761,-0.021529,-0.012703,-0.023442,-0.017126,-0.012251,0.0069943,0.0049196
"M942.381T940.951",0.025371,-0.020167,0.015112,0.021239,0.0096037,0.0070196,0.008987,-0.015291,0.035096,-0.021867,0.038893,-0.020864,-0.0054997,0.0010764,-0.0018336
"M832.52T1373.493",-0.019582,0.00086617,0.017431,0.02487,0.0041144,-0.0045519,-0.008378,0.00014051,0.024404,-0.027534,0.0059464,-0.016304,-0.0094417,0.02785,-0.0053474
"M768.289T941.124",0.017541,-0.022706,0.014041,5.255e-05,0.026757,-0.0078878,-0.005636,-0.012495,-0.01716,-0.035175,0.0048373,0.029591,0.012107,-0.026622,-0.0022352
"M417.157T908.195",0.017708,-0.018823,-0.0088497,-0.020781,0.0242,0.017923,0.0079975,0.0034582,0.029434,0.0021501,0.008823,-0.00020463,-0.020806,0.0005648,0.00051043
"M818.274T858.699",0.032622,-0.0025038,0.040035,0.00107,0.0047945,0.014934,0.001097,-0.0043727,0.00060042,0.0056431,0.0085309,0.030539,-0.015441,0.0034295,0.0061204
"M365.192T1471.536",0.01142,-0.011057,-0.014311,-0.0056922,0.017122,0.012658,-0.016392,-0.0057086,-0.011214,-0.013568,0.013079,-0.013191,-0.017525,0.0082132,-0.003517
"M853.492T1222.109",-0.0083022,-0.00046056,-0.011131,0.007898,0.023049,-0.030041,0.0046196,0.023064,0.0088756,-0.00095414,-0.0084251,-0.039883,0.0079684,-0.019353,-0.0024362
"M493.153T817.469",0.020536,-0.0032843,-0.0019473,-0.018556,0.031197,-0.025639,-0.0075505,-0.0064723,-0.029235,0.020467,0.016052,0.029097,-0.0081502,-0.0010413,-0.0029557
"M850.319T935.639",0.019992,-0.027381,0.024333,0.001258,0.0079358,-0.01128,0.012896,0.00058464,-0.0051799,-0.0014889,-0.014451,0.0032543,0.0048869,-0.0058827,-0.0020294
"M1049.412T957.42",0.024194,-0.031231,0.0039509,-0.0072561,0.0019441,-0.0080904,-0.0022893,-0.0048386,0.00012754,0.013549,0.0076779,0.0016019,-0.0044068,-0.0023023,-0.0037744
"M690.261T940.951",0.017116,-0.026941,0.016082,0.0047295,0.017866,-0.0091693,0.015857,-0.0062318,-0.0063016,-0.011346,-0.018388,0.0027285,-0.013835,0.0019244,0.0028272
"M827.321T940.951",0.041783,-0.020216,0.050096,0.0096394,-0.018438,0.0047126,0.00015994,-0.0054829,0.012457,0.00021219,-0.0099558,0.020503,0.0013496,0.011174,0.0085478
"M677.439T1269.605",0.0021142,0.017398,0.028269,0.041856,0.032088,0.010107,-0.0055445,0.016938,0.019529,0.016075,0.023209,-0.0088618,0.009104,0.012529,0.0068377
"M828.315T926.75",0.029992,-0.027636,0.028236,-0.00058585,-0.011565,-0.0049133,0.0016405,0.014024,0.0062101,-0.0022144,0.0055939,0.0074481,-0.027817,0.0069124,0.005593
"M796.542T1269.605",-0.0056506,-0.00031895,-0.019786,-0.0079192,0.01026,-0.0032356,-0.0071037,-0.080375,0.0059214,-0.028148,0.010103,0.039464,-0.020172,-0.029116,0.01423
"M866.584T1473.64",-0.034784,-0.017553,0.035379,-0.029113,0.0018118,0.012185,-0.046935,-0.0062429,0.014804,-0.0064411,-0.018673,-0.013569,-0.0022814,0.061788,0.011308
"M535.409T1440.116",0.015873,-0.024706,-0.015362,0.0036596,-0.024267,-0.015098,-0.008212,0.021249,-0.023041,-0.0077707,-0.037809,-0.026203,-0.016153,0.0089239,-0.0020241
"M862.499T1272.244",-0.020098,0.0051157,-0.013137,0.011396,0.025583,-0.046925,0.0019331,-0.0052239,0.030742,-0.00069168,0.006966,-0.0010701,0.0149,-0.010815,-0.0038366
"M298.939T128.158",-0.00052452,-0.0047935,-0.0031222,0.0040433,-0.00071778,0.0099894,0.012017,0.0073057,-0.02585,-0.032778,0.02133,-0.025621,0.026823,0.025751,-0.0012634
"M822.528T1302.363",-0.017546,7.0492e-05,-0.0035834,0.0080662,0.00062842,-0.038725,-0.0060876,0.0078158,-0.00038775,-0.002472,0.03338,0.011292,0.013836,0.0023223,0.00051475
"M902.349T917.809",0.023999,-0.018331,0.012815,-0.012064,0.014701,0.0048082,0.0021047,0.014501,-0.001426,-0.0081674,-0.0023043,-0.0042465,-0.0012786,-0.023718,-0.0041234
"M806.333T872.624",0.034493,-0.025683,0.017579,-0.0025506,0.017637,0.0029935,0.010571,-0.0023585,0.010529,0.012671,0.0069361,-0.012209,-0.017165,0.0093367,-0.0010591
"M945.579T1325.086",-0.024812,0.003937,0.01505,0.0017963,0.0025098,0.0046641,-0.044567,0.010963,-0.021853,-0.015333,0.040262,-0.010187,-0.031051,0.0063452,-0.0029643
"M795.538T1275.021",-0.0067869,-0.010219,-0.020449,-0.032732,0.011761,0.016258,0.013118,0.018631,3.1529e-06,0.0089552,0.011649,0.0030319,0.014576,-0.0024469,0.0011388
"M507.18T901.88",0.022896,-0.022907,0.01635,-4.017e-05,-0.0015001,-0.0080706,0.02373,-0.00045445,0.0079375,0.0019946,-0.0090132,-0.033528,0.00096354,-0.025686,-0.0037318
"M897.474T1222.337",-0.019484,-0.0031859,-0.012984,0.017392,0.02369,-0.035148,0.012815,-0.014871,0.024219,0.00010351,-0.00293,-0.040193,-0.0016511,-0.02567,0.002592
"M690.257T892.9",0.018015,-0.024134,0.013714,0.0058978,0.020133,-0.011464,0.016043,-0.0016279,-0.0097151,-0.014922,-0.015269,0.0020864,-0.015211,-0.0029561,0.0016036
"M835.478T1356.237",-0.016267,-0.00016463,-0.0023412,-0.0001174,-0.00076841,-0.022187,-0.0096545,0.016326,0.033178,-0.01082,0.025224,-0.013709,-0.014607,-0.026592,-0.0019774
"M809.542T1457.035",-0.020156,-0.0012649,0.0094812,0.012735,0.0053969,-0.0018862,-0.00020819,0.033207,-0.0052333,0.012923,0.008588,0.023149,-0.0037509,-0.030103,0.0020598
"M798.337T946.991",0.02191,-0.021473,0.010378,0.012284,0.015461,0.015525,0.018066,-0.021551,0.0048345,-0.021504,-0.0053364,-0.030017,0.0029941,0.0056878,-0.00084528
"M860.506T1372.394",-0.011271,-0.020837,-0.032229,-0.021023,-0.0065396,-0.032727,0.0097098,0.022942,0.015648,0.021159,-0.0093397,0.003297,-0.0059127,-0.001719,-0.0052707
"M511.168T833.583",0.019348,-0.024769,0.018593,0.01342,-0.00033791,-0.02161,0.0042215,-0.0018347,-0.00012148,0.004989,-0.0065708,-0.015548,-0.0052034,-0.0189,-0.00026324
"M718.279T900.968",0.029632,-0.022111,0.0099133,0.017485,0.0069784,0.0077119,-0.011669,-0.015591,0.0081094,-0.011909,-0.0015042,-0.0047345,0.0043171,0.011139,-0.0080643
"M673.432T1355.711",-0.0077963,-0.01137,-0.0067286,0.0018533,0.01752,-0.01853,-0.032959,0.035911,-0.0015511,0.015446,0.0004772,-0.011522,-0.012937,-0.0067169,0.0032918
"M565.21T891.79",0.025071,-0.010613,0.032697,0.011011,-0.0024728,-0.014972,8.9929e-05,0.0035434,0.022231,-0.0017193,0.0076176,0.0047997,-0.0077755,-0.030275,-0.002085
"M1063.323T864.231",0.019058,-0.0071184,0.0093073,-0.03693,0.0045163,0.013132,0.018893,0.033709,-0.0038782,0.0074594,-0.0031276,0.014649,-0.0016091,0.017832,-0.0058046
"M1023.385T959.199",0.015254,-0.034762,0.0019112,0.001733,0.0065688,-0.0045832,0.0073794,0.010617,-0.0059969,-0.0086999,0.0013186,-0.0040202,-0.0075284,-0.039028,0.003917
"M890.353T1023.188",0.019301,-0.021066,0.019548,0.0034622,-0.011659,-0.019023,0.015612,-0.010563,0.014499,-0.005426,0.013655,0.010076,0.023064,-0.00050035,-0.0047326
"M497.195T864.231",0.014092,-0.018255,-0.0091693,-0.011944,0.021441,0.00078513,0.0052965,0.022752,-0.011439,-0.01198,0.011939,-0.0077037,0.0034196,-0.04101,-0.0014613
"M906.342T957.42",0.024751,-0.020096,0.013428,0.0050238,0.00075348,0.0046496,0.012576,-0.019814,0.0066019,0.0018058,-0.022071,0.012567,0.0076934,-0.0066332,0.0034098
"M511.168T847.893",0.022963,-0.023383,0.023636,0.014067,0.0020414,-0.019007,-0.0061798,-0.0035874,-0.010911,0.0018091,0.0035786,0.013047,-0.010851,0.013218,0.005067
"M816.307T940.951",0.018595,-0.030008,0.012299,-0.011782,0.0037466,-0.0027526,0.016449,-0.017624,0.023969,0.0043055,-0.011501,0.004333,0.016412,-0.015271,-0.003903
"M461.356T1493.495",0.0068975,0.0056417,-0.006239,0.007055,0.025092,-0.005904,-0.026412,0.021295,-0.026494,0.01454,0.003906,0.020193,-0.008006,-0.014311,-0.0013999
"M654.545T1540.694",0.012574,-0.018173,-0.028032,-0.013611,-0.016584,0.013278,-0.024364,0.013844,0.016771,-0.022753,-0.025388,0.00075158,-0.00074864,0.0053767,-0.010018
"M803.31T992.353",0.020395,-0.036307,0.013928,-0.0059061,0.0024313,-0.013824,0.020616,0.011671,0.0059844,0.024763,0.0025788,-0.010583,-0.0026211,0.0050552,-0.0037034
"M951.385T975.822",0.024947,-0.026351,0.022258,0.0010256,0.01163,-0.0017882,0.0079437,0.0065566,0.014554,0.0083618,0.0049617,-0.020638,-0.0038556,0.010615,-0.0036616
"M833.318T940.951",0.027531,-0.022645,0.039,-0.0031339,-0.0073158,-0.0083394,0.015557,-0.0049521,0.018755,0.0011177,0.0035928,-0.00023756,-0.0065075,0.0084626,-0.00252
"M952.38T957.42",0.028159,-0.031862,-0.0044579,-0.012969,0.00012355,-0.010532,0.0094494,0.0031672,0.031098,-0.0038317,0.021779,-0.012032,-0.023342,-0.0043221,0.00032218
"M521.265T1141.562",-0.023349,0.0019762,-0.0043132,0.0060638,0.02925,-0.042655,0.038794,0.035518,0.013403,-0.0054072,0.0030734,0.039994,0.010826,0.015453,0.013138
"M409.227T1333.055",-0.01081,-0.0053722,0.011083,-0.00079054,0.012616,0.010919,0.017424,-0.017074,0.0089902,0.0020283,-0.00013747,-0.014775,-0.0094365,0.027228,0.0054221
"M838.304T872.624",0.024557,-0.022683,0.018307,-0.0029334,0.018541,0.0017496,0.014131,-0.015255,0.017402,0.0021706,-0.017576,-0.012812,-0.0066176,0.012188,-0.00123
"M881.354T990.311",0.021058,-0.034671,-0.0069964,-0.011808,-0.0022889,0.016925,0.01152,0.0062809,0.022071,0.0019946,0.016969,-0.029735,0.0054928,-0.0059482,0.0041335
"M773.297T924.482",0.015256,-0.025729,0.0060106,0.0061305,-0.0013736,-0.029321,-0.0055358,0.020416,0.0036467,-0.017484,-0.0049734,0.0017115,0.0080899,-0.013728,-0.00069844
"M1023.387T857.905",0.015948,-0.031115,0.00908,0.010333,0.022854,-0.00012929,0.0087628,0.0036843,-0.013082,-0.012198,-0.018449,0.0073317,-0.012325,-0.02773,-0.0046096
"M1077.42T926.047",0.02576,-0.030794,0.007871,-0.012776,0.001194,-0.0080574,0.0086754,0.0038647,-0.0030394,-7.7335e-05,-0.017136,-0.012483,0.0023168,-0.0032212,0.0041633
"M1057.419T812.644",0.020404,-0.018435,0.0021012,0.027537,0.02096,-0.032481,0.0035958,0.013009,-0.0060812,0.025639,0.0098316,0.013106,0.0016835,-0.0047893,-0.00072808
"M427.172T904.493",0.019894,-0.028383,0.013127,0.0039507,0.034911,0.018054,0.005445,0.0027573,0.03424,-0.013097,0.016275,0.011205,-0.011114,0.002674,0.0042629
"M803.313T918.862",0.021413,-0.035499,0.014934,-0.0059108,0.010032,-0.012378,0.022332,0.0055304,0.0037239,0.018724,0.0034995,-0.016186,-0.0054501,0.0065859,-0.0013786
"M1075.422T902.377",0.016246,-0.036956,-0.0052144,-0.012433,0.0083286,-0.036437,-0.00067033,0.019855,-0.00063193,-0.0065217,0.0051543,-0.022354,0.0053079,0.012183,-0.0035712
"M985.395T812.644",0.024813,-0.015054,0.00028022,0.014027,0.024997,0.0013314,0.017409,0.0040384,-0.011292,0.017464,-0.020464,0.012654,0.011505,0.0077282,0.0056477
"M1051.398T857.905",0.027365,-0.042368,0.00071591,-0.0030195,0.0022024,-0.013798,0.0071993,0.0061278,0.023261,0.020507,0.021208,0.024207,0.01028,-0.014669,0.0057567
"M901.85T990.311",0.019062,-0.025174,0.011061,-0.001298,0.009122,-0.010807,0.0047418,-0.01093,-0.019783,0.011783,0.0013144,0.018072,-0.0038051,-0.02083,0.0019176
"M872.592T1376.163",-0.027151,-0.011158,0.00069485,-0.020652,0.026336,0.0039138,-0.0042826,0.0074179,-0.0010187,-0.010105,0.029067,0.0039528,0.010261,-0.057044,-0.0033423
"M1023.555T1146.934",-0.0084988,-0.0072438,0.002067,-0.0051444,0.024648,-0.042909,0.00024989,-0.015915,-0.022773,-0.0082271,0.0049144,0.015741,-0.0019224,0.0006372,-0.0075318
"M936.359T886.012",0.02232,-0.019154,0.019567,-0.00096622,0.0093449,-0.0078952,0.012366,0.0044484,0.0036498,-0.008601,-0.018952,0.013802,-0.0062725,0.0079144,-1.8112e-05
"M900.341T957.42",0.01789,-0.029852,0.011841,-0.0053789,0.0066167,-0.0039909,0.015348,0.0070158,0.0014969,-0.010101,0.0012174,-0.025273,0.0086434,-0.022467,0.0024523
"M808.55T1386.472",-0.0021135,-0.0045478,0.0094934,0.008176,-0.02212,-0.016188,-0.034926,0.016388,-0.020072,-0.027359,0.03203,-0.010762,-0.013408,-0.028533,0.0024992
"M769.289T900.968",0.022329,-0.025158,0.017258,0.0035777,0.015482,-0.012937,-0.0043143,0.010074,0.0084842,-0.01407,0.01308,0.0058356,-0.0032855,0.0035549,0.0047803
"M834.317T857.905",0.027034,-0.014905,0.032195,0.0061704,0.012645,-0.0031778,-0.0032184,-0.013348,0.0064093,0.0040084,-0.013601,0.013339,-0.018206,0.022231,-0.0064807
"M887.342T862.119",0.024509,-0.025486,0.0062184,-0.012356,0.001236,-0.012972,0.020468,-0.014439,0.003731,-0.0023328,-0.0094035,0.037768,-0.0048092,0.0082084,0.0024051
"M833.305T975.822",0.028042,-0.023612,0.038465,-0.0038428,-0.0072985,-0.010332,0.017455,-0.0033708,0.01976,0.00049851,0.0044275,-0.0027551,-0.0071022,0.010947,-0.0019041
"M666.429T1691.217",-0.0027081,-0.011463,-0.017161,-0.020976,-0.011767,-0.024271,-0.02069,-0.015017,-0.027671,-0.0012325,-0.023641,-0.012046,-0.047126,0.0033085,0.0026177
"M951.383T957.42",0.0203,-0.025811,0.027266,0.0031562,0.0096458,-0.00025265,0.015258,-0.00024884,0.012419,-0.0014711,-0.0016955,-0.025553,-0.020247,0.017146,0.000406
"M961.384T973.898",0.018607,-0.033767,0.011672,0.0064473,0.018029,3.303e-05,-0.015217,0.0035275,0.037726,0.0017734,-0.00051629,0.0076583,-0.0038229,-0.0078622,-0.0042705
"M433.152T909.874",0.011648,-0.018207,0.0064371,-0.00016397,-0.0024391,0.0046807,0.014786,0.018919,0.0020302,-0.013915,0.021676,0.0033897,-0.0085227,0.019649,0.00070424
"M907.344T940.951",0.023531,-0.020944,0.010022,-0.011963,0.0067346,-0.0079849,-0.0062804,-0.0098451,0.0095467,-0.0022433,-0.011751,0.017975,-0.01539,-0.0087175,0.0050358
"M425.15T917.809",0.028212,-0.016416,0.022918,-0.0017003,0.0072089,-0.0036965,-0.0031511,-0.02784,-0.011705,-0.0029727,-0.0007189,0.015948,0.0042155,-0.0098399,0.0028279
"M864.319T940.951",0.018294,-0.01755,0.011451,-0.0032913,0.025409,-0.0035691,-0.017889,0.0053277,-0.0004796,-0.0054902,-0.01233,-0.0036016,0.0034585,0.0016958,0.00073861
"M877.322T926.75",0.022841,-0.040971,-0.0017437,-0.0074672,0.00066515,0.018693,0.0094542,-0.018807,0.021442,-0.012169,0.022709,-0.030588,-0.0080468,-0.00095086,-0.0053617
"M1012.372T940.951",0.017108,-0.030364,0.0026599,-0.006146,0.014446,0.0033981,-0.0019607,-0.0027352,0.0027082,0.005832,-0.019685,-0.043571,0.00084948,-0.0025485,-0.0020001
"M472.315T1401.37",0.016134,-0.014138,-0.005505,0.0062456,-0.012604,-0.0064341,-0.031427,-0.020875,-0.01765,-0.0098615,0.018198,0.0047315,0.0052339,-0.0034836,0.0036793
"M920.344T942.609",0.014395,-0.020725,0.019334,-0.0080195,0.0084408,-0.0098374,-0.0032229,0.022373,-0.0095189,-0.0096927,-0.010285,0.019945,-0.0019352,-0.022044,-0.0021488
"M914.571T1376.163",-0.031385,-0.0312,0.039599,-0.0087723,0.024951,-0.0061733,-0.014023,0.00010051,-0.040133,-0.045868,-0.028084,0.0015763,0.054268,-0.031328,0.0078536
"M817.317T940.819",0.023256,-0.031203,0.011161,-0.01161,-0.02342,0.0077499,0.009184,0.030986,-0.006573,-0.01323,0.0076606,-0.028929,-0.0073403,-0.041684,-0.004399
"M651.409T1195.638",-0.012385,0.0012715,-0.0016871,-0.017087,0.031281,-0.039134,0.0030163,0.0018966,-0.018162,0.008587,0.0096854,0.022897,0.019723,-0.006752,0.0079294
"M519.246T1106.56",-0.0071546,-0.010701,-0.012073,-0.010185,0.061314,0.042025,0.015777,0.004021,-0.0091926,-0.035462,-0.0091747,0.0097216,0.0043491,0.017391,-0.00094341
"M809.346T827.274",0.040343,0.0027429,0.077467,0.003383,-0.019609,0.0023197,0.0094432,-0.026388,-0.0097557,0.00011554,-0.023482,-0.00050333,-0.0067415,0.0049643,0.0063467
"M1019.391T857.905",0.014903,-0.032255,0.011401,-0.0001793,0.03941,-0.0045234,0.03541,-0.034604,0.014324,0.0022,-0.024777,0.03497,-0.025916,-0.0074553,-0.004948
"M803.312T872.624",0.020891,-0.034236,0.012838,-0.0020023,0.020198,-0.0049469,0.019118,0.0070421,0.010334,0.015755,0.0020703,-0.012724,-0.0059734,0.0021069,0.0088862
"M645.263T929.492",0.035757,-0.019292,0.02674,0.0084894,0.0091252,0.0099198,0.0084291,-0.0037863,-0.0081135,0.0034401,0.014768,0.015587,-0.032534,0.012327,0.0038737
"M439.326T1591.494",0.019619,-0.02381,-0.024672,0.014267,-0.0031285,0.0045905,-0.0037422,0.011522,-0.014482,0.001414,-0.0098747,-0.042582,-0.0096464,-0.0090185,0.0037746
"M551.407T1609.206",0.018912,-0.029489,0.0048013,0.00028887,-0.00080186,-0.0005914,-0.017218,-0.0052842,-0.010183,0.015871,0.033712,0.063162,-0.017425,0.033898,0.001778
"M1033.405T908.018",0.015307,-0.038206,0.0079783,-0.016691,0.010408,-0.0091962,0.00066158,-0.0075915,0.017519,-0.0057044,-0.028662,0.0096241,0.014425,-0.013042,-0.0047821
"M789.338T955.098",0.02272,-0.023175,0.035185,0.023773,0.0078419,0.0063777,0.012208,-0.00048989,0.014533,-0.0096521,-0.0040919,-0.035063,-0.0029601,0.045306,0.012216
"M438.146T926.75",0.012891,-0.028351,0.020326,0.0094487,-0.0014992,-0.0016062,-0.002658,-0.00058291,0.033262,-0.019051,-0.0024454,0.0097603,-0.016155,0.031377,0.0036498
"M319.222T1221.035",-0.011577,-0.00021412,-0.0036116,-0.036124,0.035453,0.035543,0.036601,-0.016224,-0.0010865,-0.016277,0.018803,-0.034638,0.018604,0.020091,0.0055525
"M599.434T1456.538",-0.0039864,-0.022128,-0.0056386,-0.0089339,-0.016643,-0.0045978,0.00058878,0.021137,-0.035158,-0.03414,-0.0028622,8.3858e-05,-0.00506,0.026647,-0.0093667
"M706.253T891.652",0.017095,-0.02471,0.0059522,-0.0089139,0.013903,-0.0026845,0.011056,0.0082693,-0.008566,-0.006946,-0.018565,0.0021823,0.00017453,0.010764,-0.0047795
"M779.29T843.183",0.021842,-0.017887,0.0053349,0.00058395,0.023661,0.010575,0.018637,-0.005812,-0.00086132,0.024996,0.023049,0.02376,-0.03968,-0.035816,-0.00052331
"M416.157T975.822",0.035713,-0.013648,0.0029238,-0.040137,0.0023416,0.025916,0.018192,-0.038644,0.01392,0.017801,0.019203,-0.0031513,-0.0062279,-0.0067928,0.0067483
"M628.488T1423.366",-0.012096,-0.0091625,-0.001507,-0.02452,0.0015627,-0.025387,0.00058222,0.0040563,0.0071922,-0.0084097,-0.0054124,-0.0062748,-0.0055984,-0.0037985,0.0033782
"M409.275T1322.624",-0.014946,0.0098871,-0.015037,0.0069661,0.020938,0.0048604,-0.035408,-0.026222,-0.016184,-0.010942,-0.010343,0.050798,-0.027967,0.014228,0.0037213
"M535.375T1490.352",0.012747,-0.024341,-0.019396,0.0031679,-0.0077786,-0.021115,-0.0062571,0.018371,-0.01886,0.0025527,-0.0036452,-0.029346,-0.012511,0.0074055,0.00015375
"M969.398T948.9",0.030542,-0.027717,0.017414,0.024328,0.011977,0.0011001,0.0081217,-0.0057235,0.030641,-0.0033055,0.019559,-0.011842,0.014081,-0.0012082,0.0044066
"M654.545T1490.203",0.012304,-0.015694,-0.029733,-0.011969,-0.012615,0.010918,-0.025787,0.010294,0.019317,-0.0097486,-0.016565,-0.00080608,-0.0036848,0.0036972,0.0003249
"M891.586T1463.866",-0.036412,-0.016099,0.018396,-0.0251,0.0049882,0.006262,-0.031268,-0.016412,-0.0011593,0.0048252,-0.0073493,0.012667,0.00043924,-0.0087449,0.013925
"M683.47T1389.183",0.015531,-0.018086,-0.023382,-0.01699,-0.024154,0.015825,0.013848,-0.032236,-0.0018073,-0.050958,0.029237,0.032063,0.042938,0.0090529,-0.0051876
"M487.275T1254.627",-0.0099001,0.0033329,0.005736,-0.014121,0.019187,-0.010236,0.012693,0.0081851,-0.00016407,-0.043174,0.033745,-0.0010687,-0.019315,-0.021436,-0.00060508
"M402.158T851.401",0.022349,-0.031969,0.030273,0.004822,0.0057111,-0.010662,0.011758,-0.013133,0.016194,0.0090692,0.00023008,0.018291,-0.006338,0.016931,0.0013678
"M808.52T1220.972",-0.019919,0.021681,0.0085891,-0.0085686,0.060976,-0.035019,0.014851,-0.016883,-0.00054643,0.0078489,-0.01951,0.0072842,-0.0030375,0.022495,-0.0016747
"M718.535T1356.181",-0.023063,-0.031178,-0.013903,0.036596,0.015454,-0.053438,-0.026584,-0.020744,-0.03561,-0.034364,0.0036399,-0.0083968,0.021894,0.013142,-0.0035413
"M577.49T1591.335",-0.0046696,-0.029928,-0.0030475,-0.00027956,-0.029407,-0.0089968,-0.010157,0.0090065,0.0015895,-0.00049375,-0.0065044,-0.0090697,0.012193,0.0034643,0.0026745
"M893.342T812.644",0.018853,-0.018135,0.035673,0.034424,0.03071,-0.00050592,-0.0056214,-0.0067228,0.037943,-0.018881,0.00090684,0.032804,-0.0010959,0.0085149,0.012233
"M433.222T1389.363",-0.0037777,0.0039651,0.028233,0.017326,-0.010552,-0.035696,-0.0021434,0.0058277,-0.0083425,-0.012096,0.0044888,0.0073289,-0.027454,-0.018705,0.0021653
"M625.472T1308.231",0.0098433,-0.022656,-0.02736,-0.0046721,0.0036344,0.027972,-0.057659,-0.0059317,-0.0040238,0.045057,-0.0061939,0.065829,-0.04419,0.015001,0.0063578
