"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"M415.326T1295.888",0.00871,0.019917,0.032184,0.0036152,0.011981,-0.0052431,-0.010987,-0.041606,0.017068,0.013783,0.0054039,-0.013056,0.025925,0.0070327,-0.0044493
"M837.55T1439.862",0.015675,-0.010908,0.0060253,-0.015176,-0.024112,-0.0030676,-0.034021,0.059163,-0.071,0.0041095,-0.052761,-0.0022781,0.080293,0.018994,0.014296
"M409.23T1490.054",-0.012126,-0.015293,0.0058909,-0.00080079,0.0055292,-9.4078e-05,0.017314,0.00026794,-0.0060847,-0.0063903,-0.010355,-0.02159,-0.00096931,0.016325,0.0015073
"M653.413T1286.062",0.0032278,-0.0079633,-0.019211,-0.0021641,0.011174,-0.00088019,-0.018799,0.0082585,5.6108e-05,0.0047866,0.0077397,0.01184,-0.035703,0.011042,-0.001493
"M573.209T836.496",0.020635,-0.015515,0.031041,0.005716,0.011815,-0.012666,-0.002019,-0.0052634,0.027623,0.0039125,0.024245,0.025497,-0.029769,-0.004127,-0.0038698
"M843.487T1195.638",-0.023648,0.010726,0.00031255,0.0011171,0.0087355,-0.052988,0.002493,0.0011649,0.0099591,0.018338,0.011018,0.0094601,0.016733,-0.0023872,0.0054076
"M1105.447T942.609",0.015354,-0.030904,-0.020617,-0.028416,0.016872,-0.00055647,0.009287,-0.010789,-0.015763,-0.016033,0.0023231,-0.0071416,0.00020462,-0.0069178,-0.0011452
"M1013.365T908.018",0.015527,-0.02682,0.0098014,-0.003131,0.016086,-0.013146,0.003812,0.0090421,-0.0081717,-0.01776,-0.014446,-0.0035125,-0.0077881,-0.00332,-0.005136
"M372.363T1453.652",-0.01586,-0.0071035,-0.0067129,0.016183,0.019371,-0.0060167,0.014663,-0.032221,-0.014599,0.019805,-0.0060481,0.0078675,0.001319,0.016907,-0.0010309
"M820.317T975.822",0.026862,-0.027857,0.014927,-0.014051,-0.0080705,-0.0073414,-0.0015902,-0.0062961,0.016988,-0.0067147,0.0060841,0.0044341,-0.0050778,0.011243,-0.0039011
"M209.153T884.787",0.016847,-0.020491,0.036365,0.0077679,0.0050545,-0.0076681,0.0079974,0.015015,-0.0031833,0.021452,0.0038638,0.0077776,0.0079084,-0.023597,0.0094352
"M571.192T859.75",0.014282,-0.025426,-0.010333,-0.018185,0.0048653,0.013168,-0.00040707,0.02047,-0.013385,-0.0078945,-0.016121,-0.0090915,0.025402,-0.025304,0.0016725
"M818.318T990.311",0.035625,-0.010145,0.046881,0.0087956,-0.012457,-0.0025502,0.0027193,0.0036506,0.011174,0.0028542,-0.0024472,0.022982,-0.011227,0.014694,0.009478
"M1062.403T940.951",0.012312,-0.037391,0.0034412,0.0037687,0.017172,-0.0032493,0.0047834,0.017433,0.025595,-0.0038999,0.017372,0.012254,0.0097989,-0.041653,-0.00060056
"M789.339T976.015",0.022914,-0.02347,0.036055,0.023011,0.007246,0.0094947,0.012323,0.0002464,0.01438,-0.012779,-0.00031396,-0.037176,-0.00119,0.050114,-0.0048781
"M811.324T926.047",0.023537,-0.020268,0.028881,0.0032059,0.010376,-0.0067326,-0.0040739,-0.015017,0.021035,-0.021347,-0.0079297,0.016896,0.0043431,0.0056346,-0.0012752
"M566.215T813.875",0.012865,-0.014618,0.033109,0.0092633,-0.0067383,-0.019029,-0.018783,-0.0093246,0.0071626,-0.017986,-0.0087567,0.017016,-0.015972,0.0041972,-0.0080727
"M1011.604T1223.69",-0.017503,-0.021323,0.00080532,0.020664,0.037461,-0.0090137,0.021577,0.059796,0.0076548,-0.0065365,-0.00047454,-0.0078441,6.5901e-05,-0.0014759,0.0066315
"M593.201T924.482",0.025098,-0.013417,0.014907,0.006616,0.017293,-0.018622,0.0016278,-0.016271,0.0020059,0.0056456,-0.007383,0.015719,0.018057,-0.022209,0.007376
"M887.355T973.898",0.023528,-0.027158,0.0049509,-0.013319,-0.0074992,-0.013806,0.020782,-0.012613,-0.0034293,0.0013421,-0.0086608,0.02871,-0.0026339,0.0087929,-0.0020721
"M964.379T973.898",0.018633,-0.028125,0.016622,0.010158,0.015815,-0.00048327,0.00053808,-0.016241,0.016448,0.006013,0.032503,-0.019082,-0.0053894,-0.018907,-0.00010462
"M952.356T828.514",0.024992,-0.023617,-0.012707,-0.012913,0.015797,0.0044317,0.01318,0.0095453,0.036364,0.0089002,0.0050961,-0.0098699,-0.016761,-0.012772,-0.0030089
"M1102.351T817.469",0.010687,0.00070781,0.018123,-0.015623,0.03485,0.013968,0.0017586,0.011111,-0.024183,-0.0308,0.010289,0.02288,-0.010938,-0.021205,0.0040839
"M372.364T1473.637",-0.019479,-0.0050986,-0.0092798,0.012032,0.0058465,-0.0014658,0.015311,-0.031553,-0.01344,0.021063,-0.014024,0.011598,0.0066679,-0.0074637,-0.0031497
"M571.19T841.386",0.016311,-0.028035,-0.005828,-0.015388,0.0080931,0.0082059,0.0032701,0.0090122,-0.016808,-0.016214,-0.011752,-0.0047406,0.018374,-0.023934,-0.0011045
"M571.201T892.9",0.017978,-0.026133,-0.0050571,-0.015811,0.0072298,0.00094591,-0.0034277,0.016217,-0.013039,-0.015995,-0.0066788,-0.01195,0.021229,-0.024249,-0.0028639
"M515.345T1308.231",-0.0067463,-0.016692,0.029433,-0.018486,0.008704,0.001574,0.023782,0.031835,-0.060967,-0.0022545,-0.0013148,0.01044,-0.022307,0.037208,0.0026011
"M795.419T1389.363",-0.00034943,-0.0028812,-0.0030045,0.013767,0.0049071,-0.0033443,0.026011,-0.027997,0.013158,-0.0042785,0.039363,-0.01625,0.012158,-0.013434,0.0029461
"M295.151T1312.999",-0.016274,-0.0020456,0.025872,-0.023718,0.02467,0.017502,0.034598,-0.0069512,-0.020885,-0.019504,-0.0092247,-0.013743,0.015303,0.022823,-0.0026358
"M619.312T1321.849",-0.01119,-0.020435,-0.0043382,-0.001972,0.0015696,0.0066243,0.010905,0.029345,-0.024405,0.026117,0.053999,-0.0028868,-0.003292,-0.0017011,0.0066205
"M887.348T943.327",0.022496,-0.024968,0.0045048,-0.013034,-0.004772,-0.011736,0.019496,-0.013011,0.0015609,-0.00027704,0.0027183,0.037186,-0.0076201,0.0060685,-0.0037834
"M633.416T1356.47",-0.0066696,-0.017329,0.0014759,-0.016768,0.018645,-0.0034665,0.02662,0.020897,0.024912,0.0067445,0.017182,-0.031389,-0.016769,-0.0025214,0.012606
"M719.487T1456.538",-0.022815,-0.024645,-0.010381,0.027059,0.0076451,-0.028692,-0.031846,-0.012824,-0.011961,-0.028823,0.047948,-0.022016,-0.010648,0.01278,-0.0041415
"M609.483T1341.992",-0.016301,0.0026704,0.02364,0.0069852,-0.015784,-0.010207,-0.040783,-0.030517,-0.017795,-0.017506,0.0070081,-0.0077426,-0.016412,-0.0082419,-0.0041161
"M877.506T1205.117",-0.021527,0.00077792,-0.010379,-0.0059259,0.015689,-0.04132,-0.0041343,0.001206,-0.00023253,-0.0028271,0.0030589,-0.002396,0.0014645,0.01913,0.00067002
"M547.366T1373.389",0.016041,-0.0059898,-0.01308,-0.033953,0.0094531,-0.0058498,-0.032888,0.0036165,0.0034881,-0.008473,0.012284,0.0097897,0.013047,-0.0011919,-0.005726
"M581.399T1399.634",0.0093426,-0.012338,-0.027901,0.011282,0.0058451,0.0069873,-0.02139,-0.014885,-0.017933,0.0022099,0.007164,0.0022935,-0.0081728,0.015103,0.0075925
"M549.424T1473.203",0.020435,-0.029324,-0.0051367,0.01174,-0.025094,-0.0088592,-0.010559,-0.012311,-0.004393,0.0081032,-0.016111,0.00042414,0.010631,0.0064903,-0.0070845
"M812.54T1212.039",-0.0081418,0.012566,-0.0020114,-0.012643,0.019023,0.0025084,0.022571,0.006624,0.018749,0.0055693,0.061277,-0.015881,0.01709,-0.042649,-0.0022452
"M438.151T843.183",0.019949,-0.027047,0.015155,-0.0071853,0.0079606,0.0023627,0.008325,-0.0076279,0.021231,-0.0057521,-0.0002849,0.0098942,0.0019749,0.016934,0.00017454
"M886.58T1457.506",-0.036628,-0.028898,-0.0051919,-0.026599,-0.0038478,0.015418,-0.012539,-0.0091355,-0.013447,-0.005159,0.0087271,0.0095065,-0.013237,0.0025664,0.0014137
"M859.275T834.347",0.021994,-0.016514,0.011443,-0.016177,0.016288,-0.0022755,-0.00058562,-4.5966e-07,-0.0070268,-1.733e-05,0.01534,0.0075442,-0.0097047,0.0041892,0.001944
"M849.59T1481.744",-0.02281,-0.0074536,0.033663,-0.017749,0.03751,0.032083,-0.017023,0.018815,0.00073462,-0.023541,-0.022314,0.020502,0.018093,-0.021245,-0.0011271
"M787.545T1575.098",-0.0055805,-0.028123,0.010471,0.031985,-0.030049,0.034348,0.0064262,0.069749,-0.002675,0.00087026,0.0046618,0.022539,-0.021625,0.0092646,-0.0016624
"M237.94T1826.038",0.0019806,0.0069951,-0.0074156,0.014897,-0.011181,-0.0099544,0.021779,0.0096391,0.00043851,-0.0052029,0.034487,0.020368,0.022096,-0.020444,-0.0034625
"M567.43T1421.35",0.0012582,-0.02165,-0.022337,0.011586,-0.011172,-0.0033129,0.010453,-0.0034378,-0.02252,0.014862,0.010173,-0.022949,-0.01189,0.010377,0.0059273
"M609.414T1438.489",-0.028223,0.0051946,-0.0025887,0.0031618,0.01102,0.047862,0.050856,0.033753,-0.032512,-0.021441,0.13249,-0.027326,-0.02997,-0.054005,-0.0073977
"M439.317T1401.37",0.02113,-0.0018171,-0.012175,0.014079,0.012879,-0.0045611,-0.021119,-0.027789,0.0058081,0.038165,0.00078529,-0.013232,0.020205,0.0019286,-0.00077439
"M453.3T1456.918",0.0051223,-0.018442,-0.033405,0.0061493,0.013831,-0.0005493,-0.014087,-0.0017569,-0.0040884,-0.0085105,-0.020394,0.0021928,-0.024736,0.0033841,-0.0038386
"M714.264T908.018",0.018495,-0.031731,0.0042758,-0.0093919,0.012528,-0.0087962,0.0061041,0.005218,0.0013489,0.0096102,-0.0071582,-0.0057685,-0.007673,-0.0034742,-0.0027074
"M506.176T828.514",0.015162,-0.019531,0.016675,0.0096811,0.024288,-0.0085069,0.0092704,-0.020033,0.013329,0.0064655,0.025246,0.021257,-0.00099057,0.0018361,0.0039141
"M937.606T1601.965",-0.017904,-0.026923,0.024153,-0.024316,-0.031207,0.021581,-0.010823,0.033857,-0.0039146,-0.035409,0.0017542,0.0013849,-0.028194,-0.0048799,-0.0073983
"M805.328T827.274",0.031987,-0.022298,0.01874,-0.0084486,0.010689,0.00066564,0.021429,-0.036589,0.0077191,0.00077788,-0.0030308,-0.013753,0.0017898,0.012912,-0.0035436
"M859.337T973.898",0.020505,-0.024004,0.015645,-0.002803,-0.016571,-0.021416,0.017986,0.014092,-0.0051937,-0.015415,-0.0023414,0.0017315,-0.017126,0.0059871,0.0003923
"M964.375T959.199",0.018874,-0.028855,0.01426,0.0064748,0.01219,-0.0015509,0.0070978,-0.0033112,0.024387,-0.0091996,0.0060857,-0.014999,0.022917,-0.0030078,0.007538
"M699.451T1372.842",0.011373,-0.020329,-0.020656,-0.015138,-0.0068931,-0.010108,-0.017222,-0.0038865,-0.0026543,0.010441,0.030935,-0.0098047,0.0049337,0.012246,0.0025606
"M670.245T959.199",0.019712,-0.023495,0.0094572,-0.011976,0.0049218,0.0024066,0.010172,-0.020276,0.0035368,-0.0085893,0.0092273,-0.017139,-0.0089378,-0.0001331,0.0025294
"M532.196T942.609",0.020492,-0.026219,-0.0080656,-0.027817,0.0082696,0.00023209,0.010707,-0.015711,0.0062431,0.0052665,0.0037387,-0.0049442,0.0074637,-0.012295,-0.0016706
"M862.322T843.183",0.024259,-0.020426,0.012859,0.00022769,0.020997,-0.028973,-0.010028,-0.0098525,0.016333,0.024194,-0.0028887,-0.0013598,-0.02382,0.0070435,0.0076008
"M439.232T1156.388",-0.016964,0.00035309,-0.0026405,0.012093,0.00378,-0.034781,-0.0081624,-0.023792,0.026395,0.013644,-0.0040973,0.0081116,-0.0030369,0.015125,0.0030827
"M798.839T1023.188",0.022908,-0.046654,0.00098387,0.018358,-0.010423,0.00017551,0.038696,-0.01597,5.0088e-05,-0.012134,0.015243,-0.029902,-0.012078,0.0061583,0.0072899
"M505.179T828.514",0.020541,-0.0076234,0.031475,0.01373,0.016891,-0.01011,0.00041038,-0.019243,-0.0037518,0.021166,-0.014112,-0.0015487,0.020636,-0.015825,-0.0076261
"M299.109T1473.429",-0.014987,0.0041487,-0.015391,0.019208,0.010046,-0.01688,0.012769,-0.012643,-0.010688,-0.014202,-0.021098,0.017177,0.018989,0.017485,-0.002924
"M557.468T1570.748",-0.00027784,-0.030329,-0.026479,0.01274,-0.021965,-0.0077753,-0.020982,0.0027814,0.044354,0.0046908,-0.017207,0.024078,0.030563,-0.0090522,0.0062985
"M764.517T1325.086",-0.0054421,0.001488,-0.0070324,0.02391,0.019467,-0.048875,0.010109,-0.047584,-0.00066336,0.011412,-0.0088997,-0.0026368,-0.0033139,-0.017508,-0.0057252
"M297.239T1641.309",0.00623,-0.015635,-0.0011387,0.024938,-0.012097,0.017658,-0.013283,0.01321,-0.019989,0.019171,-0.0086252,0.0018966,-6.7077e-05,0.0098461,0.00024012
"M459.313T1390.374",0.0019556,-0.0040445,-0.00092875,-0.015063,-0.0033447,0.0050253,-0.0096959,-0.0087153,-0.041244,-0.042534,0.0039548,0.025419,-0.025189,-0.0094625,0.00022163
"M299.11T1437.651",-0.010145,-0.0075105,-0.0062956,0.022534,0.024558,-0.001085,0.0037994,-0.01732,0.01244,-0.0091586,-0.0032516,0.00081461,0.017995,0.014808,-0.0042073
"M487.775T1256.694",-0.0043039,-0.013628,0.0089047,-0.014649,-0.015217,0.013,0.0043655,0.032578,0.0018463,-0.065082,0.032201,0.021342,-0.011799,-0.026233,-0.0080522
"M476.193T884.787",0.015351,-0.017044,0.014034,0.042597,0.022294,-0.0085338,-0.014397,0.034652,0.0082853,-0.036108,0.014513,-0.015772,0.001034,-0.02345,0.00013862
"M651.489T1406.004",0.0065851,-0.027701,-0.027037,-0.015054,0.0013032,-0.0066294,-0.0123,-0.013542,0.0026988,-0.0065515,0.0064281,0.00049569,0.020965,0.026184,0.0031375
"M707.272T940.951",0.00086353,-0.0049411,0.02518,0.0081635,0.026146,0.0018224,0.0040487,0.0015953,-0.048836,-0.068594,-0.050189,0.0065139,0.0054973,0.0092476,0.0076011
"M806.54T1492.083",-0.01181,-0.018314,-0.0085562,-0.016611,-0.023025,-0.027109,0.0061977,0.028271,0.011304,-0.0012845,-0.012229,0.0028647,-0.021424,0.0033992,0.0059542
"M703.261T828.514",0.017994,-0.0252,-0.0094972,-0.022275,0.0156,-0.0098908,0.012203,-0.0014513,0.0078939,-0.014684,-0.011567,-0.009473,-0.017362,0.0082533,-0.00020899
"M1005.382T812.644",0.023244,-8.4763e-05,0.020486,-0.01409,0.0022381,-0.036694,0.020918,0.030851,0.018141,0.050548,-0.026634,0.04231,-0.027526,0.029766,0.00044808
"M846.32T843.183",0.035736,-0.011244,0.03299,-0.0024579,0.00069685,0.0032665,0.0041708,-0.030516,-0.014171,0.0032606,-0.014204,-0.015386,-0.0021554,0.018845,-0.0058664
"M808.349T959.178",0.042087,-0.016889,0.073145,0.010736,-0.025836,-0.0014822,0.011894,-0.022015,0.002817,0.007649,-0.0096522,-0.013501,-0.013388,0.010323,0.0061055
"M701.265T828.514",0.012467,-0.028958,0.0034255,-0.00018213,0.014553,-0.019769,0.0053022,0.004915,-0.0014321,-0.0070133,-0.0015283,-0.011524,-0.016382,-0.0095143,0.0035749
"M1019.703T1376.163",-0.050157,-0.02728,0.014763,-0.0072825,-0.013922,0.023551,0.0033153,-0.0059353,0.0030426,0.010554,0.078534,0.027575,-0.028578,0.0417,0.0028841
"M813.295T891.652",0.021313,-0.0089092,0.014109,-0.0037476,0.025393,-0.011651,-0.021294,0.010713,-0.027088,-0.0076226,-0.034982,-0.00079797,-0.0067483,-0.02065,-0.0073594
"M568.208T909.479",0.010676,-0.028904,0.0049805,0.0032305,0.035737,-0.0036714,0.0046536,0.007401,-0.012702,0.0048803,-0.020908,-0.019483,-0.0072012,-0.0013752,0.00030593
"M822.329T941.141",0.029087,-0.030879,0.022502,0.0030111,0.0062409,-0.0045459,0.015447,-0.016628,0.010471,0.0072624,-0.0020706,0.012639,-0.0063054,0.011665,0.0017056
"M763.445T1321.849",-0.018545,-0.0095238,-0.0071818,0.021753,0.021197,-0.038951,-0.027672,-0.0096999,0.0041251,-0.0019515,0.023788,0.0025507,-0.016757,-0.014665,0.0056291
"M605.218T850.472",0.013933,-0.012938,0.031555,-0.0052602,-0.0088057,-0.025781,-0.011359,-0.0052049,-0.028794,0.00628,-0.031569,0.027204,0.014268,-0.010902,4.6931e-05
"M532.193T923.948",0.020451,-0.026447,-0.0087827,-0.027425,0.0095199,0.0001632,0.012148,-0.016801,0.0053059,0.0048551,0.0019677,-0.0022866,0.0013203,-0.012453,-0.0046069
"M699.455T1339.403",0.011872,-0.019299,-0.021442,-0.01533,-0.0063869,-0.014122,-0.015668,-0.0047961,-0.0059137,0.010185,0.012519,-0.012707,0.00051384,0.018793,0.006322
"M303.177T1540.698",0.00027709,-0.019587,-0.002144,-0.0085616,0.024513,0.019218,0.0082347,0.0053834,-0.022248,-0.0064371,0.011379,-0.018669,-0.0044488,0.018923,0.0060193
"M884.32T942.609",0.022607,-0.016125,0.015746,-0.0061151,0.0090695,-0.0012138,0.0051535,-0.0099618,0.017688,0.013056,-0.016427,-0.008453,0.0067582,-0.0095903,-0.00077842
"M677.438T1339.916",0.020838,-0.021881,0.0023608,0.0064788,-1.2726e-05,0.03255,-0.032134,0.045752,0.020071,-0.00078121,0.025978,-0.01828,0.0010123,0.0019034,-0.0005146
"M861.504T1319.031",-0.0048857,-0.019672,-0.012109,0.011295,-0.0018859,-0.049276,-0.008174,0.019129,0.0094849,0.0088939,0.034508,-0.0044633,0.0020702,-0.016293,-0.0029055
"M832.307T992.353",0.03266,-0.027219,0.034169,0.0087736,-0.0027254,0.020689,0.0053509,-0.028297,0.014884,0.01441,0.006492,-0.015551,0.014194,0.0059613,-0.0049665
"M965.534T1338.605",-0.018154,-0.0036252,0.0030779,-0.0027031,0.0043575,-0.038165,-0.0033664,-0.014902,-0.020655,-0.0080332,-0.028269,0.0038279,-0.0069562,0.020451,0.0027004
"M1002.386T959.199",0.026129,-0.022901,0.016006,-0.014626,-0.0061468,-0.024222,0.0087982,0.0080481,-0.0042726,0.015823,-0.00092734,-0.013873,0.010608,0.0075602,0.0068764
"M499.199T868.008",0.0199,-0.021138,0.0057453,-0.011804,0.013182,-0.0044622,0.013154,-0.0012806,0.0015785,0.0023907,-0.028726,0.00048306,-0.0012382,-0.0093448,-0.0012126
"M1141.365T817.469",0.017713,-0.00024612,3.657e-05,-0.023259,0.038878,0.028166,0.0030563,-0.0072902,0.0075873,0.0056211,-0.030176,0.057409,0.023967,-0.0020702,-0.00076745
"M840.53T1307.309",-0.0059487,-0.010674,-0.0067512,0.0034427,-0.0085556,-0.060052,-0.0022991,0.0078703,0.022547,0.013241,0.022111,-0.0085674,0.030121,-0.015204,0.00063923
"M1025.558T1119.866",-0.022477,-0.00036277,0.023481,0.00062728,0.025589,-0.028836,0.0028592,0.015193,-0.005291,-0.02229,-0.0072661,-0.00586,-0.032079,0.029542,0.0098351
"M547.412T1341.992",0.010593,-0.0099659,-0.025634,-0.0067193,0.00448,0.007878,-0.031663,-0.0055734,0.0026606,0.012266,0.0089638,0.0094046,0.014107,-0.0072018,0.0048251
"M873.333T828.514",0.030066,-0.013535,0.02201,0.0099697,0.011481,0.00055822,0.0001047,-0.011487,0.016567,-0.0066636,0.012835,0.0035265,-0.012887,-0.0055359,0.0023568
"M547.387T1389.173",0.010156,-0.011101,-0.013932,-0.0073149,0.016788,0.0066569,-0.020454,-0.013545,-0.011287,-0.00058223,-0.0017983,0.0034433,0.019407,0.0039771,0.0039377
"M484.189T891.652",0.014724,-0.032841,-0.017642,-0.0046031,0.040007,0.019052,-0.0049058,-0.012491,-0.0072802,0.0081699,-0.0072966,-0.030476,-0.0059673,0.018342,0.0019663
"M430.319T1312.999",0.0021494,0.027157,0.033304,0.037484,0.010665,0.0016129,-0.0096192,-0.012578,0.016039,0.0016029,0.010367,-0.0011358,0.012589,0.0037234,-0.00076105
"M841.33T990.311",0.023645,-0.028886,0.021627,-0.0039559,-0.011036,-0.017636,0.0020292,0.0017352,0.008031,-0.012489,-0.004775,0.0077713,-0.0022022,-0.0093234,-0.0050126
"M877.498T1237.158",-0.022331,0.0022421,-0.0097325,-0.0058311,0.018128,-0.038146,-0.0019145,-0.0077391,-0.002156,0.00076057,-0.0021635,0.00015992,0.0028342,0.020395,-0.00050714
"M455.315T1295.888",-0.0058945,0.018996,-0.0059738,0.0071721,0.032796,-0.010011,-0.021703,-0.019537,-0.001956,-0.012432,-0.01785,0.0014738,-0.0017544,0.0032702,-0.0036131
"M1091.419T843.183",0.014701,-0.016957,-0.0079754,-0.0047295,0.011501,-0.030019,-0.022109,-0.043647,-0.0046458,-0.0077409,-0.025371,0.039542,-0.031089,0.0053954,-0.0047321
"M843.488T1237.073",-0.02711,0.0060238,-0.0046249,0.0046521,0.018827,-0.041435,-0.0035102,-0.0038942,0.011038,0.015187,0.010825,-0.00419,0.017803,0.0022396,-0.0063696
"M1091.431T942.609",0.014626,-0.020128,0.0094009,0.010231,0.014852,-0.028915,-0.023159,-0.017021,0.0046864,-0.00986,-0.0073411,0.011643,-0.03001,-0.024388,0.0018936
"M859.281T850.362",0.021179,-0.020707,0.010473,-0.012483,0.012301,-0.0040354,0.0046213,0.011486,-0.0035548,0.0028927,0.01787,0.004873,-0.018057,0.0051363,0.006276
"M574.213T908.018",0.023792,-0.016633,0.030053,-0.00015829,0.0028174,0.00091491,0.003601,0.0020557,0.0054637,-0.0063531,-0.01198,0.00069619,-0.012375,-0.00027458,0.0043423
"M519.184T799.156",0.018045,-0.019913,-0.0005072,0.001345,0.038063,0.020749,0.020901,-0.0074543,-0.026986,0.0068488,0.015532,0.039541,0.0038042,0.0054214,0.0089139
"M561.213T812.644",0.025143,-0.01602,-0.0044243,-0.0076041,0.01445,0.015442,0.00092412,-0.0030221,-0.01639,0.0091891,-0.0086462,-0.013783,0.014362,-0.0087287,0.0036573
"M453.296T1425.43",0.0038318,-0.016897,-0.029826,7.3605e-05,0.0045711,0.004855,-0.014931,-0.006323,-0.0071541,-0.012313,-0.005096,0.0057042,-0.023972,0.0082662,0.0032591
"M297.239T1626.197",0.001214,-0.015806,-0.010722,0.016304,-0.015586,0.012186,-0.016621,0.011546,-0.030637,0.017466,-0.018588,-0.0057013,0.0037965,0.010532,-0.0043889
"M893.341T926.592",0.020763,-0.029377,0.040897,0.023839,0.018959,-0.008279,-0.025298,-0.002828,0.040697,-0.0042072,0.0080836,0.0056264,-0.0076759,-0.007961,-0.012813
"M790.519T1321.956",-0.0098446,-0.00046897,0.024672,0.0050221,0.0057023,-0.022988,-0.0034264,0.030997,-7.3865e-05,-0.0033343,0.017635,-0.023114,-0.013037,0.001631,0.003146
"M1062.429T942.609",0.012715,-0.037307,0.0021146,0.0022111,0.0167,-0.0031318,0.0073051,0.0094415,0.022384,0.0050629,0.0043736,0.0098389,0.01619,-0.056369,0.00055276
"M996.384T957.42",0.019422,-0.028569,0.021139,0.0077348,0.0032293,-0.010509,0.018362,-0.0092021,0.018281,0.036634,-0.010642,0.0099643,-0.016604,0.023504,-0.0052044
"M471.314T1308.231",-0.0010354,0.027578,-0.0067142,0.0045132,0.017497,-0.0097946,-0.040547,-0.022635,-0.00065531,0.018252,-0.011358,0.035761,0.00041581,0.012782,-0.00012335
"M690.262T910.27",0.01792,-0.026765,0.01523,0.0075311,0.0155,-0.010137,0.016966,-0.007276,-0.0083523,-0.013533,-0.01757,0.0022638,-0.016428,0.002534,-0.00099722
"M1005.547T1177.551",-0.017915,0.00049502,0.0077125,-0.0077568,0.029909,-0.041453,0.015757,-0.0054799,-0.013752,0.0064265,-0.026647,0.012843,0.0013142,0.013555,-0.001641
"M703.256T884.128",0.017361,-0.029663,-0.0072448,-0.0238,0.0081835,-0.008234,0.010681,0.0057662,0.0064129,-0.0081628,-0.011166,-0.0070689,-0.01939,0.001773,-0.003586
"M689.269T924.637",0.0066591,-0.032368,-0.0054541,-0.0035875,0.018792,-0.020754,0.011126,-0.0015342,-0.0040635,-0.015642,-0.015634,-0.012532,-0.018444,0.04325,0.0054586
"M907.342T857.905",0.024649,-0.018148,0.0068487,-0.011544,0.016189,-0.0057048,-0.013603,-0.011678,0.013559,-0.00037466,-0.00080828,0.013548,-0.0173,-0.007043,0.0046255
"M447.159T891.807",-0.0019065,-0.014866,0.039291,0.0095804,-0.0046228,-0.024778,0.0095607,0.0020762,-0.0068001,-0.0082907,-0.026279,0.029286,-0.0092668,0.039752,0.0020071
"M455.313T1308.231",0.00098531,0.013616,-0.013676,0.0081726,0.01502,-0.01016,-0.031099,-0.004216,-0.0080465,-0.0065823,-0.023792,0.019066,-0.0071156,0.0013364,0.00090338
"M599.516T1557.26",-0.013071,-0.028841,-0.0090869,0.040642,-0.012257,-0.038408,0.028375,-0.0025876,-0.022617,-0.0058224,0.012157,0.0089615,0.03956,-0.018328,-0.0034511
"M792.31T959.199",0.012719,-0.025202,0.019012,0.013574,0.0073023,-0.021891,0.0017939,0.014299,0.014794,-0.017926,0.020034,0.0041101,0.010762,-0.033267,-0.0040642
"M357.157T1003.085",-0.013837,0.034051,0.034762,0.020275,0.015661,0.0043567,0.029816,0.0095952,-0.010281,-0.037664,-0.013636,0.01359,0.0048319,-0.013703,0.0099018
"M643.447T1372.623",-0.015313,-0.023621,-0.021371,0.012898,-0.013492,-0.01732,0.01926,0.00053272,0.013666,0.023957,-0.0047203,0.0011443,-0.0035709,-0.018436,-0.0036547
"M643.247T821.568",0.020627,-0.027257,0.0027211,-0.0052596,0.013406,1.015e-06,-0.00066595,-0.021355,-0.00042311,0.013111,0.0064971,0.0053832,0.0081969,-0.0014863,-0.0034968
"M702.26T836.496",0.017146,-0.025819,-0.010384,-0.037198,0.010512,0.0050223,0.015653,-0.0072452,-0.0013898,0.019019,0.0013657,0.00033473,-0.019496,-0.013466,-0.00027475
"M295.152T1325.086",-0.017581,-0.0022937,0.021824,-0.01303,0.023293,0.010864,0.027315,-0.0089994,-0.016938,-0.020739,0.00042072,-0.0012645,0.010274,0.022911,-0.0045732
"M614.484T1372.967",-0.010017,-0.0021983,-0.0317,-0.0049116,0.013924,0.0094774,0.017684,0.0096805,-0.0048748,0.017388,0.014381,-0.0046101,0.007213,-0.064008,-0.0068047
"M954.358T843.183",0.017579,-0.0063697,0.011939,-0.0087903,0.039406,-0.00076831,-0.0040847,-0.017305,0.02411,-0.020605,-0.016711,0.027174,0.016306,0.029436,-0.0038944
"M329.322T1574.9",0.010062,-0.0058449,0.0016419,0.0029756,-0.0019043,0.018358,0.0026626,0.036536,-0.03831,0.012042,-0.021638,0.023755,-0.026093,-0.0028922,-0.00098639
"M700.27T900.968",0.027117,-0.026929,0.010769,-0.01872,-0.008095,-0.0039354,0.017599,4.854e-06,-0.018036,0.016214,-0.021208,-0.0060825,0.020844,0.0067999,-0.0030848
"M927.568T1387.796",-0.026414,0.00045847,0.02053,0.0092115,0.0013281,-0.006583,-0.016278,0.0080543,0.00052766,-0.020511,0.0096221,-0.0041975,-0.0040221,0.0055121,-0.00027317
"M689.277T943.472",0.0096439,-0.030363,-0.0036302,-0.0050969,0.018097,-0.022014,0.0078302,-0.0041237,0.0021188,-0.0184,-0.01104,-0.011372,-0.027875,0.042471,0.006573
