"","PC1","PC2","PC3","PC4","PC5"
"C12.3",-6.3874,2.2831,0.37989,-0.43391,6.5009e-16
"C12.4",-4.4111,-2.8536,-0.1887,0.59653,1.6382e-15
"F12.1",3.5782,1.3426,-0.80592,1.5325,8.4026e-16
"F12.2",3.0855,-0.36597,-1.8452,-1.3199,-2.4043e-15
"F12.4",4.1348,-0.40614,2.4599,-0.37521,-6.1453e-16
