"","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M829.508T1389.189","  14385.06","2859046.14","1350000.00","2986368.38","  23423.77","3078505.77","1483615.37","2369352.14","1150000.00","2988618.23","2740000.00","1180000.00","1499347.44","  32675.54","2786842.06","1135707.92","1923925.30","2150000.00"
"M807.348T918.929","    1847.936"," 4863569.698"," 1290000.000"," 5306926.053","    4041.138","  253963.057","  691204.147","11604876.950"," 1200000.000"," 2373636.177","11300000.000","  891000.000","  320161.972","   12989.179"," 1231520.939","  480118.833"," 2051316.747","  722000.000"
"M641.443T1389.187"," 59056.29","361999.23","206000.00","211759.82","272686.12","235264.51","219184.82","215893.08","254000.00","233193.39","210000.00","252000.00","223061.07"," 61817.31","525795.85","216073.59","195790.76","212000.00"
"M803.498T1269.605"," 33095.90","437101.49","426000.00","454588.80"," 21081.14","514192.68","508033.26","338478.89","319000.00","527099.57","359000.00","445000.00","425200.67"," 37196.06","477133.57","392612.96","470380.09","426000.00"
"M488.187T973.898","  5856.853"," 61570.568"," 78700.000"," 95615.354","  7030.325"," 41984.898"," 58426.922"," 95829.417"," 51400.000"," 60103.212","104000.000"," 81600.000"," 85573.900","     0.000"," 73990.437"," 63613.683"," 74518.885"," 69600.000"
"M610.257T918.479"," 7887.285","63156.201","82100.000","70040.442"," 1102.355","51949.606","89973.657","78001.236","84100.000","67664.195","80200.000","80900.000","89737.229"," 4657.992","61559.828","66781.332","75225.378","73300.000"
"M906.636T1393.418","    0.000","22563.496"," 9730.000","14306.488","16442.353","24652.378","27024.306","24066.794","38300.000","48004.835"," 3610.000","15900.000"," 4137.777"," 5776.198","21762.181"," 9680.653","29248.105","18600.000"
"M481.361T1422.828"," 87807.59","189680.13","197000.00","214960.77"," 91157.11","139265.37","168958.44","245077.28","173000.00","128667.10","230000.00","240000.00","256289.27"," 53810.66","157990.05","198883.50","189001.11","153000.00"
"M815.507T1358.969"," 52627.43","247753.66","187000.00","259727.25"," 30342.20","282508.29","248113.64","222650.94","182000.00","285390.70","257000.00","196000.00","216355.98"," 22340.92","321074.91","194590.68","240083.21","324000.00"
"M367.199T1319.161"," 45447.44"," 74514.69"," 64800.00"," 71388.65"," 55869.46"," 81649.51","112109.62"," 81221.46"," 90800.00"," 77817.14"," 62900.00"," 62000.00"," 68450.65"," 44985.59"," 54292.30"," 72276.22"," 76725.49"," 66700.00"
"M519.181T769.174"," 4678.796","61781.284","69200.000","42521.069"," 2565.036","33717.483","75072.349","86067.764","73600.000","40705.629","72100.000","45100.000","63299.455"," 2350.325","42328.133","58084.832","61135.136","60900.000"
"M821.327T902.328","  4600.713","385618.313","306000.000","320001.675","  4934.237"," 73209.474","349540.465","718943.413","335000.000","294041.780","622000.000","309000.000","552857.410","  2320.713","370084.779","207408.087","278243.420","321000.000"
"M837.318T945.789","  3768.008","143772.073","123000.000","135715.282","  8410.301"," 36800.420","120438.267","210989.171","122000.000","103648.356","212000.000","127000.000","247268.963","     0.000","212812.997","111284.951","115527.251","128000.000"
"M967.614T1358.969","  2588.094","177699.457","125000.000","174805.077"," 32609.452","217319.132"," 70429.311","172345.058","140000.000","210105.315","238000.000","195000.000","158506.224"," 14849.789","221501.141","217619.825","197452.425","183000.000"
"M395.255T1390.374","45743.16","67955.80","72900.00","51948.53","65277.07","94125.45","77417.57","62660.23","68400.00","65040.50","57100.00","58000.00","66216.26","22868.62","54800.41","62943.61","50481.79","70600.00"
"M566.424T1474.624","  51742.19"," 146519.76"," 134000.00"," 120360.71"," 709423.28"," 100929.08"," 111860.93"," 150312.64"," 152000.00","  92906.36"," 104000.00"," 256000.00"," 145908.76","  57012.32","1009514.18"," 173937.39"," 115992.66"," 228000.00"
"M623.265T920.434","  7877.445"," 88642.928","100000.000"," 76947.500","  4759.213"," 58501.431"," 81223.394","113566.513"," 71600.000"," 95926.267","106000.000"," 71600.000","117379.780"," 14045.023"," 89219.125"," 88612.626","125107.592"," 84400.000"
"M878.315T828.514"," 5981.352","43692.504","33800.000","22916.705"," 2876.140","21764.875","53721.659","57669.928","43200.000","22016.627","53200.000","18700.000","34731.699"," 1837.500","33426.437","36750.039","32028.632","33900.000"
"M855.591T1523.593"," 26634.78","149336.55"," 70800.00"," 49297.45","127600.21"," 52384.77","186676.29"," 71939.15"," 84800.00","163110.67"," 27000.00"," 52000.00"," 49593.95"," 42494.87","108167.41"," 72497.78","186153.09","274000.00"
"M471.315T1439.847","192721.8","367089.0","261000.0","358846.8","140435.1","283942.6","340202.0","429669.7","325000.0","250682.5","341000.0","401000.0","358360.2","162574.8","305599.6","443830.2","295231.7","277000.0"
"M819.483T1052.14","    0.000","26896.105","37200.000","36726.073"," 3624.395","57789.980","35409.141","37506.612","24500.000","46884.958","26000.000","32100.000","27425.121"," 1506.702","27395.293","24224.256","39992.324","27000.000"
"M858.336T973.898"," 14651.95","108018.81","110000.00","115403.02"," 13039.89"," 75286.84","101529.56","149154.58","102000.00"," 99763.88","157000.00"," 97500.00","134710.17"," 15886.71","117344.29"," 93780.24","101196.00","121000.00"
"M542.478T1573.977","  3359.136"," 56845.286"," 64400.000"," 46201.986","  9044.000"," 29286.757"," 15302.819"," 60094.731"," 55400.000"," 99626.698"," 60200.000","108000.000","109751.451","     0.000"," 79386.131"," 69384.993"," 68707.273"," 73800.000"
"M873.589T1438.489"," 14116.72"," 92258.34"," 29100.00"," 77061.15"," 84778.42"," 47468.49","153475.99"," 62792.29","104000.00","160334.04"," 39500.00"," 26900.00"," 75975.28"," 34898.34","102242.82"," 75650.46","102380.06","121000.00"
"M432.221T1406.201","  8273.894","179288.320","125000.000","233344.835"," 19286.696","207480.474","118961.580","170123.837"," 92500.000","187394.831","204000.000","147000.000","177726.065","  2485.148","176487.921","130455.788","163574.402","187000.000"
"M965.537T1163.004"," 10768.277","149686.222","143000.000","140541.782"," 11895.354","234283.138","208042.193","157106.112","130000.000","202244.345","139000.000","161000.000","176930.582","  9376.786","202393.500","138903.163","182500.296","162000.000"
"M256.263T1593.285"," 88065.03","102029.91"," 90600.00"," 86470.64"," 89286.29"," 90373.60"," 52460.21"," 83383.13","100000.00"," 71528.93","101000.00"," 96800.00","103708.12"," 99270.03"," 81779.92"," 97950.23"," 86892.64","113000.00"
"M579.488T1406.122","39229.30","84297.26","52400.00","47167.30","51545.17","48844.78","47890.19","41149.18","48300.00","40563.22","48300.00","35500.00","57319.40","33011.95","54020.19","45311.18","52509.87","35900.00"
"M522.261T1109.944"," 18615.36"," 90833.07"," 71300.00"," 77331.43","  5867.81","154053.76","181417.95"," 76183.45","113000.00"," 87559.79"," 74200.00"," 75300.00"," 73667.37"," 19380.72"," 75303.92"," 58708.41"," 90665.46","121000.00"
"M785.299T924.482","  8062.928","106586.499"," 81800.000","109379.453"," 10696.560"," 43949.285"," 99247.484","145321.995"," 90900.000"," 66721.147","116000.000"," 88000.000","120067.928","  1730.108","100141.763"," 90426.606","103048.515"," 87700.000"
"M469.321T1405.986"," 77625.89","121925.29","124000.00","139165.13"," 67279.20","155930.96","127982.67","160767.30","183000.00","101506.94","133000.00","197000.00","125107.14"," 63715.07","150115.93","155261.02","127860.45","105000.00"
"M403.243T1438.94","108437.53","187543.25","181000.00","221852.93"," 88098.95","182167.87","146207.08","255830.79","217000.00","166267.03","196000.00","206000.00","206667.79"," 98212.11","182071.42","227882.19","160240.77","168000.00"
"M455.152T813.875","  6274.632"," 97277.432"," 72600.000"," 78858.798","  1027.935"," 57393.778"," 84502.261","161000.396"," 57600.000"," 53811.504","111000.000"," 62200.000"," 79139.413","  1492.948","106475.638"," 61412.670"," 57163.610"," 91000.000"
"M662.261T828.514","20950.438","57839.304","64000.000","57917.152"," 7527.032","46926.813","76921.458","87812.409","88000.000","52093.389","80600.000","65800.000","91764.326","10634.413","68684.654","53890.455","57729.201","63200.000"
"M913.569T1358.969","  5812.954"," 51733.187"," 24300.000"," 26883.003"," 37230.599"," 52968.399"," 31090.587"," 17297.833"," 72200.000","220468.319"," 11900.000"," 31100.000"," 19280.222","  2921.649","131558.671"," 18454.614"," 59270.246"," 54600.000"
"M1001.706T1624.867","     0.000"," 20846.807"," 12300.000","  9794.531"," 46888.525"," 13717.057"," 16852.803"," 10732.726"," 11800.000","334509.611","     0.000","  2270.000","  9830.770","  4302.674"," 29921.001","  9066.497"," 19091.781"," 20000.000"
"M385.183T1403.322","190591.9","228833.4","282000.0","235147.0","206655.7","187597.5","402262.6","255445.4","545000.0","201161.3","199000.0","490000.0","301904.4","206082.7","316254.2","651686.9","220087.5","584000.0"
"M387.251T1439.586","192956.9","369249.7","393000.0","355059.5","187071.4","401776.1","356222.3","449831.9","451000.0","301133.4","380000.0","499000.0","476477.6","197398.9","530898.9","481100.7","379545.1","649000.0"
"M677.475T1440.046","288317.1","262654.5","312000.0","337310.3","229664.4","281187.9","294027.6","361647.1","439000.0","262285.9","545000.0","430000.0","286736.3","198579.8","409740.3","537445.4","297277.2","411000.0"
"M547.407T1473.551","124851.0","198585.6","180000.0","183674.5","157016.8","153002.1","144365.3","193244.5","194000.0","134551.8","172000.0","231000.0","189683.3","150437.1","201536.5","258752.7","154802.9","189000.0"
"M981.368T973.898","  4259.785"," 80950.765"," 51100.000"," 80886.558","  3247.099"," 23253.007"," 52894.873","113137.389"," 90100.000"," 38811.145","105000.000"," 71400.000"," 71692.309","  6148.880","109799.285"," 63462.651"," 63780.217"," 70100.000"
"M852.321T857.905","  2182.204"," 82437.698"," 76100.000"," 72517.162","  2513.656"," 43089.692"," 81807.113","107685.689"," 73900.000"," 67851.964","111000.000"," 55500.000","115836.553","     0.000"," 86739.420"," 81667.011"," 67629.232"," 51700.000"
"M562.399T1338.646","150746.31"," 66598.09","259000.00","129102.94","106626.58"," 94084.77","373114.07","172678.77","185000.00","185660.00","118000.00","282000.00","239953.18","351862.96"," 84261.49","397300.13","260652.25","122000.00"
"M938.336T754.756","  9301.525"," 55985.344"," 68200.000"," 62895.564","  4842.247"," 45087.505"," 76600.974","102495.979"," 79200.000"," 47411.965"," 80400.000"," 58500.000"," 88328.998"," 13289.728"," 48044.773"," 81621.960"," 69476.719"," 52000.000"
"M824.546T1389.363"," 24857.05","375847.93","294000.00","416346.52"," 48733.77","386022.72","328809.61","381257.87","236000.00","369694.24","437000.00","295000.00","289924.84"," 32088.15","392148.09","278464.14","341092.12","378000.00"
"M293.132T1011.058"," 42226.48","160255.28","148000.00","170530.42"," 31186.70","175029.50","142923.15","168964.35","162000.00","174794.81","140000.00","104000.00","119729.86"," 43497.01","231862.44","132552.51","196962.99","249000.00"
"M419.164T891.807"," 12202.139"," 93028.692"," 96800.000","104482.204","  5043.901"," 77367.553"," 95107.578","102297.581"," 97400.000"," 84208.082","143000.000"," 87700.000","115316.301","  3434.171","130850.648"," 85607.289"," 96878.172","102000.000"
"M341.156T1442.696","127668.9","130797.3","147000.0","121818.0","126650.3","145409.4","141851.1","140970.6","152000.0","112108.7","120000.0","146000.0","131820.0","112746.4","146687.1","146775.7","150482.9","127000.0"
"M641.452T1372.182"," 61844.99","363356.91","211000.00","213553.14","272750.63","229249.83","213375.34","216689.37","251000.00","222552.89","209000.00","251000.00","220484.39"," 65555.75","519553.84","220060.06","208682.05","215000.00"
"M921.307T891.652","  9175.987"," 60206.202"," 69400.000"," 73624.722"," 13620.390"," 51510.349"," 72324.596","112897.747"," 69300.000"," 42999.638"," 95000.000"," 67100.000"," 68025.298","  3226.701"," 77906.525"," 73747.397"," 51817.741"," 72000.000"
"M589.432T1330.445","368679.7","435056.9","397000.0","316407.9","309355.2","250652.7","391832.3","338604.1","328000.0","375347.8","290000.0","281000.0","361234.5","297102.7","401955.4","289951.8","400186.8","416000.0"
"M943.585T1341.992","  2116.570"," 35193.045"," 31400.000"," 25032.771"," 12070.156"," 54125.439"," 35001.516"," 48047.353"," 16500.000","135065.993"," 17300.000"," 25400.000"," 38375.295","  2451.815"," 44271.135"," 41117.522"," 39233.304"," 38000.000"
"M439.231T1187.316"," 47663.252","161239.894","120000.000","144163.916","  8084.955","185459.405","170669.235","140286.677","122000.000","161662.526","140000.000","170000.000","133336.505"," 15814.231","183043.885","120545.421","114809.781","150000.000"
"M734.269T909.479"," 10215.250","176512.678"," 93800.000","144100.524"," 15810.773"," 65241.316"," 97157.756","206177.968"," 95100.000","134462.111","175000.000","100000.000","150180.015","  9181.967","114533.419"," 99842.960","102380.702","108000.000"
"M652.499T1471.536"," 27934.41","113846.80","202000.00"," 96917.77"," 49380.25"," 87571.99","141856.86","131177.11","135000.00","114295.75","105000.00","173000.00","133881.19"," 28221.34","160049.75","175369.43","107656.63","133000.00"
"M719.539T1371.072"," 43384.86"," 85440.14"," 81500.00"," 90782.72","124316.23"," 89657.03"," 78104.98"," 92380.54","104000.00","102842.66"," 71700.00"," 97300.00"," 55142.71"," 44445.64","347779.14"," 95649.64"," 92922.40","108000.00"
"M795.538T1390.404"," 85886.80"," 82536.75","131000.00"," 85703.25"," 62608.63"," 67947.01","124081.07"," 76269.41","135000.00","128051.81"," 37100.00","122000.00"," 71803.77"," 52285.94"," 86360.01","109753.30","106585.21","119000.00"
"M990.389T957.42"," 10485.80"," 97449.38"," 93900.00"," 97862.22","  2454.48"," 34954.16"," 84053.20","141567.69"," 83800.00"," 70807.95","184000.00"," 62100.00"," 99156.03","  3188.25"," 95373.62"," 68489.66"," 64571.63"," 89700.00"
"M351.177T1540.43","277517.6","333255.0","288000.0","351515.8","265239.0","281456.5","277631.3","293868.8","341000.0","301173.5","350000.0","279000.0","303481.8","262724.3","324270.2","292040.0","257624.3","334000.0"
"M349.193T1607.528"," 98439.45","110683.99"," 97600.00","120727.33"," 72777.53"," 91743.83","100771.39","116027.77"," 92400.00"," 88392.92","128000.00","123000.00","111461.06","117784.02"," 98000.12","131503.17"," 99891.00"," 97600.00"
"M425.215T1355.365","279098.3","442896.3","280000.0","383134.9","214667.2","312005.0","301813.6","364219.7","294000.0","321482.8","311000.0","302000.0","305736.8","259515.8","295044.3","250842.7","273266.4","269000.0"
"M605.427T1490.314"," 205622.0"," 276919.1","1060000.0"," 247904.7"," 168167.6"," 191592.0"," 237539.3"," 268498.5"," 265000.0"," 221955.8"," 283000.0"," 369000.0"," 358048.9"," 219694.6"," 309230.8"," 365409.5"," 289207.3"," 288000.0"
"M993.379T943.327"," 10294.877"," 95833.950","100000.000","122353.696","  6033.270"," 64558.855","102026.012","125761.581"," 91200.000"," 69810.011","177000.000"," 77700.000"," 98036.118","  6285.341","113328.815"," 89050.954"," 85980.005"," 87700.000"
"M944.365T940.951","  26968.47"," 151606.01"," 403000.00"," 146002.22","  17065.14","  57379.69"," 560376.01"," 254581.09","1430000.00"," 144244.53"," 227000.00"," 412000.00"," 189909.50","  21010.59"," 426239.96"," 518472.27"," 237179.61"," 492000.00"
"M734.266T813.875"," 8771.709","80106.098","58300.000","67803.745"," 9490.707","39248.471","74438.837","90106.177","60800.000","67928.129","91300.000","58800.000","72519.706"," 2234.131","68782.533","62140.046","60131.442","53100.000"
"M539.369T1423.012","110476.58","226466.57","300000.00","204844.86"," 86354.67","198702.55","232097.42","302713.32","301000.00","198387.77","254000.00","373000.00","355984.98","180913.18","275888.87","427474.99","287871.43","213000.00"
"M1025.562T1190.664"," 4729.412","34912.131","29500.000","48171.398","    0.000","51747.910","40993.142","26779.330","48900.000","53068.206","41200.000","27600.000","28930.437"," 2087.055","65600.290","24840.823","30673.277","96100.000"
"M522.254T1237.452"," 13826.50","125593.83","175000.00","145794.79"," 15475.94","164582.53","188839.05","122236.00","189000.00","125195.26","123000.00","125000.00","120787.25","     0.00","163766.11","118656.52","131703.42","240000.00"
"M387.249T1423.063","120325.1","301684.8","301000.0","268061.4","122762.2","331715.3","299155.5","373561.2","368000.0","249545.7","311000.0","413000.0","385260.6","126405.5","423310.4","394119.2","295374.7","560000.0"
"M803.494T1321.954"," 33167.19","444599.40","432000.00","466948.60"," 20892.06","512645.56","505970.06","341661.73","315000.00","528168.62","362000.00","458000.00","430363.79"," 37184.69","512251.99","401540.87","473258.51","457000.00"
"M847.319T941.78","  7112.932","132899.407","128000.000","123660.410","  4667.104"," 38011.535","119662.382","234652.669","110000.000","101188.993","211000.000","110000.000","192138.673","  9735.730","115020.156","105351.497"," 82869.971","104000.000"
"M721.498T1439.586","105759.37","191649.59"," 98100.00","126540.30"," 90418.60","122130.76","115417.63","186637.16","184000.00","168603.62","157000.00","147000.00","110505.97"," 71923.27","273926.06","182379.13","182430.88","205000.00"
"M451.141T834.347"," 25919.83","100135.05","115000.00","112598.32"," 12773.15"," 70385.70","112214.55","164403.17","128000.00","111492.87","146000.00","103000.00","143611.22"," 22699.84"," 98387.78","116685.28","121205.64"," 95800.00"
"M385.183T1369.501","122286.4","158676.3","199000.0","152819.5","145284.6","233587.5","379141.2","171734.3","454000.0","159519.9","141000.0","301000.0","187956.9","125797.7","242873.8","490971.7","167548.5","456000.0"
"M533.359T1187.622"," 29148.08"," 82975.56"," 66400.00","123477.26"," 22803.60","177144.71"," 54331.34"," 73204.77"," 48100.00"," 51084.39","150000.00"," 61700.00"," 40121.72"," 12043.43","143075.65"," 86839.59"," 60251.45","177000.00"
"M425.216T1422.743","267368.6","439880.6","277000.0","374692.6","227298.0","309714.8","309391.0","377001.2","309000.0","313474.7","316000.0","296000.0","296628.6","255004.1","305590.4","241632.1","267781.6","293000.0"
"M860.602T1524.995"," 27821.57"," 83952.03"," 44200.00","106400.09"," 85529.27"," 61526.87"," 64594.85"," 87635.15"," 83100.00","345356.72"," 30800.00"," 56200.00","100327.47"," 68404.82"," 83794.59","117317.51"," 51350.83"," 55500.00"
"M821.503T1322.584"," 12027.421","198756.048","232000.000","225247.701","  8526.327","276669.664","266904.427","173030.855","193000.000","262411.222","186000.000","243000.000","243589.800","  4301.436","326220.048","191745.514","231085.067","247000.000"
"M622.23T911.332","     0.000"," 91359.473","169000.000"," 88220.444","     0.000"," 45989.334","100234.960","121386.680"," 93600.000","118669.172","103000.000"," 89400.000","155371.335","  3106.251"," 89628.238","131631.376","225359.365"," 54700.000"
"M818.326T857.905"," 20736.92","170805.45","102000.00","160148.06"," 11602.53"," 60303.70","100819.51","354133.59"," 98200.00","100853.84","309000.00"," 88000.00","165599.80"," 18539.43"," 66380.37"," 97929.18","131996.80"," 99800.00"
"M653.412T1258.482"," 23195.10","143660.62","138000.00","140074.73"," 19085.38","135177.64","149758.37","160775.71","138000.00","127405.78","146000.00","185000.00","143856.11"," 19291.73","147664.82","163223.82","157346.26","154000.00"
"M725.552T1574.274"," 64987.10","103066.46","102000.00"," 87013.17","198253.73"," 75698.53"," 93127.62"," 93647.94","128000.00"," 77809.46"," 77600.00","113000.00"," 91131.17"," 80217.33","192033.50","117996.22","101619.09"," 81400.00"
"M469.3T1440.275","130674.0","160054.6","179000.0","186902.4","113168.1","191084.8","212894.1","200179.6","226000.0","143153.0","176000.0","255000.0","189416.2","123725.8","192368.7","224794.9","163925.4","159000.0"
"M503.18T942.609"," 15903.390","127289.406","110000.000","139348.308","  5028.825"," 61501.295","122147.046","175692.464"," 92700.000","120477.501","171000.000"," 88500.000","142459.423","  6136.015","116790.032","109611.851","102778.990","105000.000"
"M815.515T1474.31"," 45717.91","267592.23","214000.00","231410.31"," 57480.38","309672.36","230031.71","189994.07","221000.00","350394.66","258000.00","226000.00","170381.67"," 24422.98","322571.12","193036.47","230613.30","314000.00"
"M605.221T880.56","  1495.3177"," 91266.9031"," 72400.0000"," 87470.1890","   698.2679"," 46010.1170"," 62302.0290","121458.7720"," 50400.0000","115811.3400"," 99600.0000"," 61100.0000","141323.3600","  1259.8582"," 90437.6140"," 73390.1390","104766.5420"," 76000.0000"
"M885.576T1456.932"," 21249.73"," 77424.64"," 43400.00"," 32893.92"," 83855.62"," 45822.70"," 55044.67"," 49471.57","137000.00","245136.95"," 28300.00"," 48900.00"," 44099.83"," 13692.21","108344.25"," 78218.36"," 75326.41","103000.00"
"M788.544T1540.701"," 17675.84","128494.41","162000.00"," 81989.44"," 32727.55"," 69752.97"," 62440.43"," 86438.67","104000.00","238268.29"," 80100.00"," 93400.00","128608.45"," 76263.87","131732.12","109697.89"," 86218.96","298000.00"
"M757.24T725.919","  38194.19"," 691128.61"," 142000.00"," 847263.28","  12414.53"," 325637.01"," 166332.04"," 947952.82"," 201000.00"," 133802.27","1120000.00"," 105000.00"," 155083.66","  20959.52"," 196971.42"," 163636.36"," 123848.54"," 166000.00"
"M303.176T1424.513","217622.4","238351.9","258000.0","245751.2","198433.1","198636.0","274792.3","273091.0","337000.0","217030.1","215000.0","217000.0","217245.7","175945.7","238833.8","238453.5","266231.6","272000.0"
"M475.412T1607.605","25983.56","58074.30","39800.00","40194.55","33636.32","29122.15","12141.74","42608.11","50700.00","55928.28","33300.00","52900.00","54371.93","36194.64","66108.41","43617.62","53087.71","60000.00"
"M651.489T1439.586"," 47788.31","217748.17","407000.00","220048.10"," 63484.42","198161.58","270427.84","327516.95","340000.00","267242.74","227000.00","386000.00","334634.45"," 52292.07","401815.40","383686.93","240818.19","293000.00"
"M877.503T1170"," 14527.321","139172.684","144000.000","145198.594","  4593.290","187861.156","203063.625","138303.995","148000.000","194573.918","121000.000","166000.000","150387.481","  7402.134","184553.411","139437.858","170641.728","164000.000"
"M846.506T1146.934","  7681.211","243671.667","282000.000","275885.166"," 12014.345","408234.196","410133.314","198561.681","241000.000","461266.075","266000.000","242000.000","196671.878"," 10229.547","245018.762","161864.436","311139.712","293000.000"
"M1037.391T940.951"," 7109.926","64242.212","70200.000","67163.463"," 5511.620","25470.928","56801.495","81805.971","46800.000","53132.283","66400.000","44400.000","68787.868"," 2182.563","56372.335","49050.462","63908.195","80000.000"
"M571.411T1441.156"," 68986.61","129246.32","113000.00","111761.50"," 61901.20","106656.27","104548.99","126881.90","129000.00","108161.26","114000.00","164000.00","131035.30"," 82431.43","117711.17","163110.03","109743.24","133000.00"
"M451.243T1439.78"," 85358.82","156365.02","158000.00","126383.36"," 92350.45","159339.43","152481.98","128772.31","153000.00","137735.61","129000.00","146000.00","135917.38"," 88757.91","157859.15","141288.22","159513.03","137000.00"
"M854.583T1456.932"," 21683.09"," 46501.92"," 40600.00"," 36531.42"," 55922.20"," 32351.25"," 34708.80"," 29429.85"," 60200.00","141012.36"," 24400.00"," 26200.00"," 29012.21"," 15396.91"," 52496.76"," 50973.76"," 54711.57"," 44900.00"
"M653.413T1377.63"," 30567.07","138299.41","133000.00","125614.86"," 35834.48","124807.53","135234.22","161604.02","125000.00","101088.93","140000.00","174000.00","144679.77"," 30026.85","142662.19","210781.90","163588.23","156000.00"
"M285.297T1471.68","189888.7","155611.0","463000.0","163624.5","172731.6","236002.7","667544.7","166910.3","585000.0","183090.1","153000.0","780000.0","270991.0","218171.0","508863.7","867506.6","290493.3","850000.0"
"M651.489T1456.786"," 66376.61","217622.76","510000.00","253713.17"," 79809.85","230578.38","339072.00","339370.40","349000.00","299542.21","241000.00","426000.00","342520.82"," 58960.95","423027.16","398716.21","260981.00","320000.00"
"M409.225T1456.762","189385.1","242078.6","236000.0","203341.7","233900.9","200233.9","199831.0","175257.5","246000.0","237597.4","174000.0","215000.0","214035.7","210825.7","229654.9","181504.8","228243.1","255000.0"
"M481.366T1325.086"," 93733.30","174095.57","176000.00","181191.14"," 87415.95","123274.99","182113.19","238196.55","188000.00","120432.45","196000.00","239000.00","234919.10"," 49477.00","138980.35","174385.07","179884.95","142000.00"
"M538.393T1458.161"," 39755.45"," 74294.30","376000.00"," 79409.71"," 46948.95"," 81801.85"," 80143.35"," 99005.71"," 92100.00","107514.29"," 83300.00","103000.00"," 87220.28"," 45217.73"," 71343.37","102388.36"," 77920.88"," 61200.00"
"M609.489T1506.592"," 52186.22","134713.26","101000.00"," 69000.71"," 75817.14","115951.32"," 95483.15","133580.28","111000.00"," 96474.86","116000.00","205000.00","162642.88"," 45620.20","149729.58","139803.85"," 56251.27","119000.00"
"M609.485T1523.905"," 56885.02","111574.62","121000.00"," 74118.79"," 88656.10"," 90273.42"," 88390.34","124149.66","107000.00","104588.47","107000.00","177000.00","153497.39"," 57345.28","142372.08","128296.30"," 63973.46","128000.00"
"M767.537T1356.112"," 44331.52","161604.74"," 86800.00"," 93233.80"," 73110.56","100390.11"," 85145.97","105880.56"," 98400.00"," 82814.28"," 95800.00","111000.00"," 76899.02"," 31363.11","176451.03","102160.31"," 96726.44","158000.00"
"M727.264T942.609","  8220.998"," 93436.069"," 85600.000"," 93938.244","  6778.924"," 65747.029","152531.665","111538.010","151000.000"," 80090.102","112000.000","158000.000"," 90929.965","     0.000"," 86114.061","130316.585","100596.176","101000.000"
"M854.586T1475.069"," 21676.13"," 57903.07"," 40600.00"," 39451.79"," 58499.13"," 44352.25"," 37447.02"," 32491.36"," 63400.00","148751.17"," 24400.00"," 32700.00"," 34491.49"," 19240.80"," 52461.67"," 55509.72"," 59531.49"," 53400.00"
"M355.282T1278.929"," 554586.21"," 975795.63"," 217000.00","1435815.42","  90306.18","2060368.92"," 522620.87","1116093.33"," 771000.00"," 423019.84","1450000.00"," 166000.00"," 263177.03","  96337.52"," 389255.41"," 211641.17"," 265211.41"," 605000.00"
"M330.263T1492.022","135806.4","157056.4","128000.0","144902.6","146481.5","176199.2","177938.5","135283.9","121000.0","128550.5","140000.0","125000.0","132584.8","143946.0","126797.1","140695.5","135165.7","131000.0"
"M421.346T1406.262"," 64808.86"," 87801.08","132000.00"," 87281.09","107873.26","109011.74","103703.60","122096.11","146000.00","119861.76","111000.00","119000.00","103182.74","139138.79","108739.79"," 90635.82","102893.41","134000.00"
"M775.259T825.968"," 28297.419","145249.108","171000.000"," 91437.098","  2162.542"," 97020.327"," 97405.817","175449.948","175000.000","129142.545","199000.000"," 84000.000","170404.323"," 14109.933"," 94284.716","114461.623","173173.622","114000.000"
"M923.341T843.183"," 4097.442","46670.219","48100.000","40972.317"," 6734.887","38445.515","65424.635","68269.392","37200.000","36964.306","74900.000","49100.000","56731.527"," 9858.751","43400.068","39169.474","36277.647","37800.000"
"M809.538T1490.286"," 49202.83","243323.30","140000.00","171290.07"," 70846.38","217779.32","127380.80","171284.11","151000.00","220634.13","177000.00","130000.00","130170.56"," 64904.75","191424.52","168347.16","163158.57","263000.00"
"M512.41T1575.482","112969.5","190999.1","122000.0","126303.6","137950.2","100785.7","109819.5","123362.9","115000.0","114174.2","116000.0","127000.0","125484.9","138045.7","346133.1","137124.8","125139.8","126000.0"
"M423.148T959.199","  19958.68","2268906.76"," 633000.00","2300254.90","  16786.76"," 251178.67"," 294088.77","3649352.23"," 415000.00","1242254.02","3140000.00"," 367000.00","2204821.83","  28536.60"," 470185.32"," 215939.08"," 894160.33"," 350000.00"
"M369.19T1418.277","230460.1","227720.9","249000.0","216110.7","203946.2","226836.8","219786.1","247580.4","212000.0","205931.3","218000.0","250000.0","203055.0","227662.1","213679.8","240491.5","233822.4","222000.0"
"M935.358T959.199","  9209.716"," 95733.672"," 91800.000"," 93483.876","  8370.100"," 43949.912"," 82809.618","123931.852"," 85700.000"," 76632.311","122000.000"," 99500.000","104747.689","  6461.054"," 84509.399"," 81913.516"," 94751.552","105000.000"
