"","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M898.347T1006.792"," 13511.55"," 91232.07","109000.00","103157.90"," 10946.45"," 52311.15"," 76483.60","114507.89"," 81000.00"," 84415.55","116000.00"," 83100.00","118009.15","  8602.81","112198.96"," 90750.48"," 93599.29"," 97400.00"
"M930.353T957.42"," 13962.16"," 97551.55"," 75300.00"," 90482.21"," 13322.37"," 43820.64"," 64563.33","121679.49","106000.00"," 71006.78","125000.00"," 62000.00","107165.97"," 13886.96"," 97937.11"," 74854.96"," 79595.85"," 83000.00"
"M941.389T959.199","  7368.414","135937.286","113000.000","173973.872"," 10618.518"," 45731.871"," 98571.840","201413.717","195000.000"," 83220.391","309000.000"," 97300.000","131398.014","  6672.793","166304.611","124114.559"," 98513.244","134000.000"
"M805.508T1280.356"," 20715.80","408786.35","441000.00","430767.94"," 20409.03","470285.65","545934.63","374932.64","339000.00","543514.04","354000.00","451000.00","434216.52"," 25853.98","461320.17","377111.88","467349.72","455000.00"
"M512.762T1189.92","     0.000","139933.742","203000.000","140852.386","  5998.443","149857.495","197823.812","152521.067","145000.000","266024.832","143000.000","166000.000","154840.093"," 13766.231","172508.567","146792.790","192967.424","151000.000"
"M951.371T857.905","  7070.329"," 79903.716"," 68300.000"," 94283.986","  9014.245"," 30303.092"," 84331.583","126161.720"," 86200.000"," 67958.097","128000.000"," 56700.000"," 85309.114","  5570.438"," 71696.676"," 64975.006"," 79523.600"," 84100.000"
"M495.298T1036.333","     0.000"," 80532.315"," 63100.000"," 70780.100","  3108.307","141614.109","135255.078"," 77717.034","102000.000"," 58880.389"," 87900.000"," 28300.000"," 41769.500","     0.000"," 69761.110"," 52455.281"," 61529.430"," 33600.000"
"M763.456T1354.833"," 45029.87","291161.00","130000.00","185680.36","137339.36","388992.20","400057.43","135391.66","179000.00","146632.50","229000.00","172000.00","102293.59"," 34086.69","343813.38","143167.59","185307.44","135000.00"
"M367.15T410.425"," 14097.39","145910.32","165000.00","177967.83"," 23149.31"," 39264.81"," 73062.19","150378.66","202000.00"," 51157.36","188000.00"," 26100.00"," 67136.91"," 21682.01"," 28918.81"," 53419.75"," 86948.20"," 43400.00"
"M551.201T893.689","  5672.129","106869.206","128000.000","136821.094","  3120.311"," 63993.367","105010.438","221670.195"," 98500.000","108989.472","255000.000","115000.000","170068.655","  5780.588","126955.511","125645.567","112134.769","123000.000"
"M861.313T812.644","  2939.090"," 98576.842"," 65700.000"," 81150.829","  3475.898"," 44517.840"," 87628.007","144167.115"," 88500.000"," 71469.588","131000.000"," 77900.000","111321.743","  3682.634"," 73405.567"," 73746.581"," 75538.002"," 73500.000"
"M1102.847T817.469","18332.300","31647.369","52800.000","45094.363"," 9496.461","22911.090","37110.256","47784.064","56900.000","48689.227","48500.000","28300.000","49979.341"," 6456.083","25402.235","46351.903","63585.147","42500.000"
"M299.109T1341.992"," 51960.99"," 81541.08"," 70600.00"," 78514.00"," 64206.24","104974.94"," 97471.81"," 91546.25"," 81200.00"," 76778.89"," 87200.00"," 71400.00"," 69077.46"," 54060.35"," 90898.91"," 79026.01"," 55440.14"," 84700.00"
"M804.315T943.327","  3895.442"," 71199.922"," 91700.000"," 85426.922","  4134.017"," 37051.193"," 95586.187","141763.383"," 89100.000"," 85897.743","116000.000"," 81800.000","121809.588","     0.000","114859.999"," 91576.045"," 87451.517"," 95000.000"
"M987.384T843.183"," 1619.676","49639.186","61800.000","57309.686"," 2690.357","22368.137","61189.250","76633.481","69300.000","49260.343","87800.000","31100.000","74130.615"," 4668.252","59431.570","48374.124","43459.884","55000.000"
"M589.228T896.878","     0.000"," 45681.160"," 49000.000"," 57040.066","  2019.591"," 24321.582"," 49432.362"," 69535.283"," 59500.000"," 55760.024"," 62300.000"," 52800.000"," 83163.393","  3383.002","102191.767"," 63849.123"," 64742.988"," 96400.000"
"M1057.414T847.292","  4722.458","135037.172","101000.000","137952.177","  1016.697"," 73259.772","151309.476","162521.033"," 95000.000"," 72656.551","160000.000","116000.000","133592.636","  3327.702","174269.023","118843.043","107377.977","146000.000"
"M991.383T954.894","  6801.407","184674.777","105000.000","245621.011","  2811.298"," 58451.656","100546.060","257711.437","119000.000"," 89813.699","412000.000"," 96700.000","142808.772","  7018.321","158311.359","119647.877","107615.176","113000.000"
"M593.234T877.183"," 19779.77","137849.59","144000.00","150773.96"," 30063.35","145977.94","144916.76","173469.35","145000.00","137249.63","187000.00","124000.00","149310.05"," 20346.23","154806.62","151044.22","189604.82","151000.00"
"M649.243T924.482"," 15047.268","114848.667"," 95700.000","103886.027","  7094.239"," 83632.253","107826.143","129349.647","108000.000","106509.436","132000.000"," 88500.000","120724.608"," 17311.019","103504.708","105187.648","104300.377","104000.000"
"M393.25T1170.538"," 44711.14","132795.46","132000.00","107388.90"," 60833.98","209193.26","145452.74","123263.63","172000.00","172789.39","107000.00"," 87300.00"," 95466.37"," 56016.75","145785.94","101083.65","131437.58","140000.00"
"M897.335T957.42"," 10819.51","110386.49","106000.00","109384.13"," 11134.03"," 64515.63","109452.40","145091.22","110000.00","109181.74","132000.00","113000.00","148795.36"," 11125.31","107034.55","102186.74"," 95912.24"," 99200.00"
"M617.489T1624.961","137437.22","246421.27","365000.00","236456.36"," 89331.79","117002.53","178159.56","230807.57","247000.00","336486.53","262000.00","325000.00","322768.17"," 71725.82","467331.44","280149.60","228825.19","276000.00"
"M747.539T1372.761"," 11863.94"," 82156.66"," 47800.00"," 32774.16"," 12610.22"," 46072.99"," 35068.49"," 31253.68","124000.00"," 62260.78"," 38200.00"," 34900.00"," 44475.37"," 18585.78"," 41348.00"," 47883.53"," 49107.22"," 86300.00"
"M866.357T1023.188"," 21840.73","137059.51","138000.00","137472.38"," 23485.88"," 62080.44","137888.31","166276.78","163000.00","114730.78","172000.00","127000.00","162047.67"," 20622.91","182247.15","131531.71","121235.01","153000.00"
"M819.302T866.333","  3374.791","147313.247"," 89400.000","125141.626"," 11181.566"," 56938.803","107598.989","331989.522"," 98200.000"," 84948.198","282000.000"," 77000.000","176733.992"," 10027.248"," 99486.935"," 85845.895","100720.675"," 91700.000"
"M595.491T1621.712"," 77648.53","108167.06","106000.00"," 93640.29"," 73306.83","101540.02"," 93369.01","102274.75","123000.00","112653.04"," 86900.00","123000.00","126727.92"," 79186.45","173407.17","108933.11","113254.12","104000.00"
"M942.381T940.951","  3503.408"," 99473.529"," 98300.000","120094.273","  4971.074"," 44143.098"," 83193.589","149404.676","117000.000"," 65083.037","212000.000"," 99500.000"," 83084.863","  3734.966","114693.712"," 74402.453"," 71216.602"," 88000.000"
"M832.52T1373.493"," 15088.92","187311.07","154000.00","212161.82"," 31246.96","263357.21","147040.67","190439.79","204000.00","237204.37","212000.00","168000.00","138631.38"," 30850.11","236741.95","121518.89","157343.12","217000.00"
"M768.289T941.124","  7245.704"," 76108.949"," 83400.000"," 65788.379","  2256.177"," 46591.065"," 89058.474","117777.289"," 82400.000"," 72298.909","124000.000"," 51100.000"," 88938.814","  8980.088"," 96974.362"," 94224.987"," 77144.719"," 72300.000"
"M417.157T908.195"," 15075.21","125950.69","151000.00","124010.79","  4105.90"," 80473.97","191774.63","180927.32","204000.00","124777.82","184000.00","186000.00","154195.62"," 15465.57","113130.73","167093.49","155540.98","169000.00"
"M818.274T858.699"," 26390.02","199830.19","125000.00","178331.65"," 15123.18"," 73124.22","122491.32","388130.83","123000.00","123168.79","336000.00","102000.00","171965.80"," 26943.47"," 77896.03","122521.37","149957.51","113000.00"
"M365.192T1471.536","121639.0","156734.7","179000.0","173622.9","139595.5","151671.5","186040.8","211360.5","220000.0","147372.0","188000.0","199000.0","171262.3","124340.0","174650.2","208055.6","193533.9","165000.0"
"M853.492T1222.109"," 24107.049","187715.137","186000.000","246913.454","  9799.641","234632.064","262873.628","160293.018","204000.000","192551.356","222000.000","212000.000","203093.025"," 12978.204","248193.142","201383.453","221958.366","246000.000"
"M493.153T817.469"," 7681.588","42563.709","42700.000","43112.193"," 4822.422","33369.102","80400.245","72417.457","37100.000","35829.172","50500.000","42900.000","50508.573","13283.983","40011.811","57906.676","58548.699","38000.000"
"M850.319T935.639","  6688.297","108216.484"," 89500.000","100535.853","  5285.084"," 43148.978"," 91940.613","137268.356"," 89600.000"," 89721.060","138000.000"," 70500.000","134634.148","  8073.228","106734.296"," 82704.149"," 97489.321","101000.000"
"M1049.412T957.42","    0.000","67534.232","62700.000","64546.784"," 1795.981","25851.871","69037.256","98269.537","65200.000","55219.849","81300.000","73800.000","85689.264"," 3099.620","74960.725","75949.172","67733.146","63300.000"
"M690.261T940.951","  5700.959","124409.884","113000.000","107942.046"," 10692.096"," 64202.360","119632.982","163448.140","127000.000"," 98984.123","164000.000"," 93300.000","156696.682"," 13628.250","141093.585"," 97294.965","126000.053","128000.000"
"M827.321T940.951","     0.000","211683.774","114000.000","218980.266","  8236.480"," 28331.175"," 65589.414","567895.882"," 91800.000","122726.207","499000.000"," 89800.000","299066.541","  4104.305"," 93727.383"," 94130.020","105270.271"," 99900.000"
"M677.439T1269.605"," 18146.482","195616.362"," 86400.000","273457.865","  6558.402","225218.619","138045.774","210684.972","144000.000","101106.306","265000.000"," 94300.000"," 87271.569","  2421.721","124561.252"," 98692.462","105935.029","187000.000"
"M828.315T926.75","  8673.448"," 95456.477"," 80100.000","100214.218","  3669.628"," 27490.071"," 61858.721","185820.808"," 72100.000"," 84310.960","172000.000"," 87500.000","125039.470","     0.000"," 86887.905"," 77294.229","107040.815"," 89800.000"
"M796.542T1269.605"," 86509.29","114767.66","126000.00"," 53264.99","110980.12","128063.39","144101.38","104448.32","128000.00","105969.54","108000.00","128000.00"," 91647.43"," 96046.50","119594.29","112914.06"," 83516.82"," 61300.00"
"M866.584T1473.64","  9854.772"," 26004.017"," 15000.000"," 28465.806"," 87391.024"," 33883.665"," 23940.240"," 47051.120"," 68200.000","234956.464"," 14600.000"," 22300.000"," 27724.030","  8225.444"," 36028.753"," 20948.078"," 32211.309"," 42400.000"
"M535.409T1440.116"," 48198.50","131365.06","166000.00","171975.47","109958.99"," 99747.13","110307.36","168446.35","147000.00","117830.61","156000.00","215000.00","273711.83"," 52800.08","218933.96","191143.51","203617.33","165000.00"
"M862.499T1272.244","  4964.259","154124.976","146000.000","165524.691","  4297.382","264979.372","286059.923","120412.795","139000.000","184723.650","169000.000","183000.000","135930.959","  4810.457","254753.156","142838.250","135809.197","204000.000"
"M298.939T128.158","16382.39","37811.34","48800.00","47174.66","22227.92","38626.49","36436.22","41782.84","43700.00","37315.39","38300.00","37500.00","35810.61","16936.30","40000.36","38531.27","40504.63","39700.00"
"M822.528T1302.363","  7927.736","163689.378","162000.000","175615.566"," 29238.160","200966.988","186912.050","153698.393","124000.000","194933.812","149000.000","170000.000","125036.231"," 16259.759","217009.597","156094.762","157321.415","178000.000"
"M902.349T917.809"," 18258.31"," 75874.67"," 78200.00"," 84969.04"," 15545.50"," 41370.40"," 84633.48","103240.24"," 85900.00"," 71746.69","120000.00"," 68900.00"," 97375.38"," 10004.53"," 66901.20"," 92810.16"," 92473.46"," 79900.00"
"M806.333T872.624","  4262.894","148406.458","124000.000","167689.157","  5073.953"," 42257.228","161101.084","287862.183","167000.000"," 93197.847","265000.000","139000.000","198106.168","  3493.236","127321.466","126475.768","155238.280","141000.000"
"M945.579T1325.086"," 2452.558","47845.690","34200.000","52279.672"," 9508.888","74119.281","37728.015","54647.936","54600.000","82764.389","42300.000","42400.000","25724.673","    0.000","57298.905","49405.907","64075.383","46000.000"
"M795.538T1275.021"," 68889.46"," 94878.03","129000.00"," 92379.24"," 55611.71"," 83979.95","137882.07"," 90668.27","130000.00","118742.93"," 77300.00","122000.00"," 94674.02"," 45795.06"," 81223.12","135415.92","118671.87","132000.00"
"M507.18T901.88","  5543.739","130156.537","114000.000","139452.296","  6310.920"," 49391.755","109863.879","122051.718","114000.000"," 96256.722","176000.000","106000.000","156873.810","  3432.707","115678.478"," 96055.292","120340.430","107000.000"
"M897.474T1222.337","  5333.227","101929.883"," 82100.000"," 99353.342","  3156.431","129100.505","143313.498"," 58955.470","106000.000"," 94360.547","101000.000","107000.000"," 84176.298","     0.000","165385.281"," 73926.009"," 87901.240","112000.000"
"M690.257T892.9","  5570.171","112787.208","108000.000","103323.232"," 10946.457"," 64260.456","114879.250","148323.247","115000.000"," 88180.105","158000.000"," 87500.000","141639.765"," 11808.073","131020.362"," 94854.224","122812.784","119000.000"
"M835.478T1356.237"," 44836.67","123922.52","117000.00","134130.21"," 21134.92","145906.00","138007.29","105208.14","119000.00","166599.48","145000.00","154000.00","100852.56"," 23467.65","144516.03","125057.46","133174.40","142000.00"
"M809.542T1457.035"," 65753.76","325615.79","217000.00","254305.15"," 78184.48","310362.22","234077.25","225594.53","224000.00","302559.16","256000.00","219000.00","193904.97"," 74523.70","268307.50","257449.26","271327.63","350000.00"
"M798.337T946.991"," 11888.616","125591.676","131000.000","134471.500","  9618.598"," 65215.713","109355.708","158800.071","175000.000"," 81883.129","183000.000","103000.000","144676.546","  4892.621","130414.008"," 97612.027","105398.693","111000.000"
"M860.506T1372.394","  4441.004"," 69077.602"," 91700.000"," 63784.292","  6427.660"," 63729.601","118035.103"," 56802.416"," 70400.000"," 99340.939"," 53300.000","149000.000"," 98976.194","  4635.006","112717.891","101939.898"," 97984.077","128000.000"
"M511.168T833.583"," 13485.844","185742.065","133000.000","185225.681","  7211.837"," 81828.571","142930.080","197648.284","137000.000","134112.256","240000.000","142000.000","206062.840"," 10129.322","210119.364","138874.675","159876.917","152000.000"
"M718.279T900.968","     0.000"," 70533.676"," 65500.000"," 82020.247","  1529.281"," 36042.538"," 57260.034","128835.836"," 83900.000"," 45150.419","122000.000"," 68700.000"," 92938.025","  2134.445"," 82795.626"," 73716.045"," 55156.931"," 62100.000"
"M673.432T1355.711"," 31389.87","145661.53","119000.00","173137.06"," 13628.26","163104.37","174641.86","161917.57","159000.00","170442.84","157000.00","174000.00","150591.26"," 19517.94","194914.76","195017.33","186224.14","202000.00"
"M565.21T891.79","  3686.540","207532.749","137000.000","215345.627","  1193.995"," 91436.378","149215.380","249256.952","124000.000","162001.715","386000.000","145000.000","197528.004","  1619.095","158937.289","144677.011","159347.139","149000.000"
"M1063.323T864.231","17601.91","57123.20","79500.00","69481.31","11582.74","35741.28","76927.01","91843.05","63900.00","71252.12","70100.00","64700.00","81407.65","13744.15","33389.55","71948.66","90207.69","76600.00"
"M1023.385T959.199"," 6059.002","70665.001","67100.000","59349.337"," 7813.747","29916.029","61928.566","71059.485","71200.000","56196.785","91000.000","62100.000","78296.826"," 4105.722","89914.876","79296.834","74760.181","76400.000"
"M890.353T1023.188"," 10398.49"," 99907.38","100000.00","100727.55"," 12573.37"," 45072.17"," 83170.96","119000.27"," 68600.00"," 88906.19","124000.00"," 83100.00","103860.00"," 13201.96"," 96894.04"," 74484.39"," 71837.01"," 81300.00"
"M497.195T864.231","  8648.611","251826.875","305000.000","274014.955","  4017.915","178802.868","332628.653","276105.231","308000.000","233808.501","344000.000","266000.000","284955.832","  8285.657","276710.054","378623.710","337511.780","306000.000"
"M906.342T957.42"," 12293.21","119344.28","101000.00"," 96496.36"," 15034.89"," 53407.67"," 90552.77","138587.86","101000.00"," 77258.53","142000.00"," 90100.00","142854.10"," 15207.68"," 92193.34"," 92063.13"," 82621.33"," 90500.00"
"M511.168T847.893","  9639.303","178673.378","133000.000","177555.829","  6007.672"," 81818.159","135816.566","300762.611","127000.000","131342.220","240000.000","133000.000","199616.425"," 10056.948","207028.036","138878.374","159911.710","150000.000"
"M816.307T940.951","  6272.853"," 99675.720"," 92400.000"," 80431.748","  9383.144"," 35764.601"," 99052.767","107765.488"," 96300.000"," 92296.427","118000.000"," 85600.000","125546.039","  1668.007"," 87717.286"," 84110.027"," 73210.351"," 88900.000"
"M461.356T1493.495","110060.99","143976.12","121000.00","152185.63"," 96243.79","162590.60","160864.44","170841.66","132000.00","115877.28","158000.00","137000.00","135025.63"," 90934.06","134982.64","183124.84","161566.26","148000.00"
"M654.545T1540.694"," 40375.75"," 82971.71","139000.00","103232.52"," 64696.52"," 87530.98"," 96201.12","125953.13","145000.00","108768.00","121000.00","195000.00","168233.88"," 40840.61","115410.74","191753.06","114820.27","127000.00"
"M803.31T992.353","  6554.738","126483.566","104000.000","123719.973","  3964.970"," 33574.495","118593.734","155215.307","104000.000","100727.110","136000.000","113000.000","154230.542","  6004.663","132325.313"," 97201.580","122950.482","142000.000"
"M951.385T975.822","  6919.226"," 96070.052"," 79100.000","118949.215","  8878.403"," 36080.561"," 92414.847","148584.226","102000.000"," 79589.856","147000.000"," 84700.000","116249.278","  6887.472"," 94263.081"," 77859.886"," 93797.663","102000.000"
"M833.318T940.951","  2166.084","146803.460","112000.000","152013.312","  9250.262"," 37568.564","101971.328","235701.558"," 99400.000","134687.287","240000.000"," 99600.000","172112.706","  3946.204","104049.802"," 77692.066","116857.986","108000.000"
"M952.38T957.42"," 11000.494"," 75472.382","105000.000"," 87788.543","  3500.709"," 27566.196","108022.310","128552.714"," 97900.000"," 75058.211","152000.000","150000.000","118182.206","  3936.083","104562.173","101606.064","102521.035"," 96300.000"
"M521.265T1141.562"," 16838.116","330879.006","412000.000","304195.049","  6839.001","554019.193","622506.327","280067.503","233000.000","418237.988","317000.000","289000.000","275071.281"," 11352.109","468240.350","242778.938","360740.872","786000.000"
"M409.227T1333.055","160283.8","229928.2","202000.0","209983.4","181707.1","206066.0","212897.4","217750.1","245000.0","225621.0","199000.0","201000.0","188483.5","172394.0","193734.7","161910.0","202421.5","218000.0"
"M838.304T872.624","  7102.782"," 97599.820"," 85100.000"," 98964.602","  6541.062"," 43183.943","105576.772","144553.741","117000.000"," 77921.382","144000.000"," 84800.000","136259.356","  1717.265"," 87217.700"," 73862.671"," 88689.517"," 93400.000"
"M881.354T990.311","     0.00"," 73739.85"," 94800.00"," 85125.44"," 18037.60"," 25430.00"," 75923.48"," 89823.92","114000.00"," 65963.10"," 97300.00","110000.00"," 92923.04","  6862.69"," 81783.87"," 96797.61"," 76854.32"," 91000.00"
"M773.297T924.482","  5204.104"," 65855.898"," 72200.000"," 79651.550","  2952.888"," 44521.144"," 69159.044"," 86625.960"," 59800.000"," 70457.512","102000.000"," 71600.000"," 93209.650","  5102.359","101372.969"," 80885.183"," 74759.716"," 82800.000"
"M1023.387T857.905"," 5646.401","63127.111","52200.000","47657.722"," 7539.674","29868.951","54315.518","71079.503","66500.000","42507.278","84600.000","42200.000","72753.099"," 4107.661","75640.096","60033.480","62141.031","68400.000"
"M1077.42T926.047"," 1558.717","55870.647","62500.000","62634.809"," 1663.417","21609.383","61105.403","81476.865","62300.000","52371.984","78200.000","59100.000","99985.529","    0.000","62711.807","64120.947","67725.574","59800.000"
"M1057.419T812.644","  4466.9071","121328.4667"," 84600.0000","125027.0690","   888.1424"," 67110.0860","126369.8920","152687.7750"," 75100.0000"," 58301.2800","153000.0000"," 98700.0000","118678.7190","  2381.4607","160747.2180","108420.4420"," 99385.9760","131000.0000"
"M427.172T904.493"," 43593.65","229995.09","218000.00","212173.80"," 41052.32","105964.32","269346.25","407163.61","361000.00","195273.99","452000.00","213000.00","232453.10"," 43268.47","247670.44","234048.77","205528.59","334000.00"
"M803.313T918.862","  6483.381","121672.880","104000.000","122115.947","  3816.623"," 33521.158","126236.206","159134.495","114000.000"," 95433.506","142000.000","105000.000","150987.644","  6007.807","132179.957"," 91758.828","125107.525","134000.000"
"M1075.422T902.377","  2715.166"," 53740.193"," 82500.000"," 87056.000","  4965.698"," 29194.134","102193.034"," 99375.141"," 73700.000"," 76639.941"," 86800.000"," 92100.000","114189.500","  3851.282","135538.225"," 91722.258"," 97567.512"," 98000.000"
"M985.395T812.644","    0.000","74101.259","65000.000","71215.276","    0.000","42887.097","75104.062","94986.121","67400.000","36124.285","85100.000","56800.000","89763.550"," 3758.814","64539.595","68038.515","61314.868","78400.000"
"M1051.398T857.905"," 5754.362","49393.658","46300.000","39354.059"," 5452.251"," 9447.841","52187.894","73528.559","37300.000","34489.206","68700.000","57400.000","60714.103"," 1714.919","63700.744","61267.115","36365.049","60000.000"
"M901.85T990.311"," 1831.315","72527.013","57000.000","54919.964"," 8237.809","31735.286","64290.956","82301.790","55100.000","50974.657","74000.000","51700.000","72469.013","10711.573","67264.614","64732.186","64180.122","56000.000"
"M872.592T1376.163","    0.000","20592.639","17900.000","14301.488"," 6544.885","18854.951","26878.152","12499.062","25300.000","35431.223","16400.000","14400.000","11385.323"," 4936.898","21595.025","24576.463","21954.574","24000.000"
"M1023.555T1146.934"," 14824.577","126423.840","125000.000","115841.483","  9147.532","134489.378","181494.313","140288.983","113000.000","144700.668","123000.000","111000.000","126328.570"," 17381.494","168461.477","118834.906","144100.821","125000.000"
"M936.359T886.012","  7564.145"," 95382.614"," 93200.000"," 95213.168"," 17352.587"," 53911.104"," 93507.554","140855.945"," 88500.000"," 84486.364","139000.000"," 80100.000","130208.904","  9048.595"," 88914.847"," 82124.193"," 97522.212","101000.000"
"M900.341T957.42"," 29281.804"," 99481.972","104000.000","109350.248","  5816.642"," 42677.593"," 98433.690","108470.624","110000.000"," 92788.649","136000.000"," 86300.000","121151.841"," 18511.369","111421.717"," 98257.315","106232.841","104000.000"
"M808.55T1386.472"," 22529.36","292476.32","275000.00","347074.27"," 32886.30","296099.02","221420.19","311990.37","245000.00","355796.99","354000.00","301000.00","245048.03"," 30390.53","363432.18","344152.40","348767.29","251000.00"
"M769.289T900.968"," 11784.142"," 81055.183"," 82200.000"," 97113.356","  7776.006"," 44468.223"," 91429.299","145149.588"," 85500.000"," 80461.239","146000.000"," 78100.000","101140.765","  7470.056","106058.668"," 89137.431"," 90109.783"," 97800.000"
"M834.317T857.905","     0.000"," 75559.648"," 50700.000"," 73251.001","  1877.922"," 35255.527"," 62783.551","147540.503"," 64600.000"," 56818.457","119000.000"," 52700.000"," 94342.041","  4758.459"," 59365.461"," 50067.384"," 63964.204"," 59700.000"
"M887.342T862.119","  6347.814","109592.222","130000.000"," 81934.529","  6203.457"," 46434.749","121250.725","168922.698"," 90900.000"," 92200.459","137000.000","109000.000","159966.993"," 12765.587","102293.261","100623.072","103304.501","104000.000"
"M833.305T975.822","  2132.771","140100.908","112000.000","152004.057","  8780.784"," 34829.374","101822.772","233267.287"," 96700.000","131990.608","238000.000"," 99700.000","172099.686","  3888.082","104018.217"," 74147.784","116869.351","108000.000"
"M666.429T1691.217","22898.024","58079.921","62100.000","53088.013","18220.932","62269.216","69820.730","66391.492","66300.000","74515.487","52000.000","91500.000","84846.686"," 8050.961","79093.658","74065.937","96131.309","53000.000"
"M951.383T957.42","  3965.083"," 90104.917"," 72700.000"," 99982.491","  7452.866"," 36071.146"," 76190.377","130064.250"," 98600.000"," 77258.952","132000.000"," 73300.000","103739.102","  6315.630"," 88093.609"," 57030.178"," 90925.659"," 90400.000"
"M961.384T973.898"," 11358.039"," 74865.973"," 56100.000"," 71329.846","  6038.023"," 33076.745"," 75850.309","116882.145"," 91500.000"," 71285.762","130000.000"," 78600.000"," 91693.413","  4747.359"," 97883.349"," 85177.628"," 60617.440"," 98800.000"
"M433.152T909.874"," 21948.07","146051.61","167000.00","157188.96"," 20073.28","105837.27","133651.16","182470.38","148000.00","139902.72","170000.00","154000.00","141835.38"," 17192.13","143724.64","139308.01","156829.27","167000.00"
"M907.344T940.951"," 16465.77","102792.73"," 97500.00"," 92299.25"," 13729.25"," 56732.05","114321.31","154997.43","103000.00","100757.53","150000.00","109000.00","144308.02"," 19223.97"," 98672.71","113906.32","109130.02"," 95300.00"
"M425.15T917.809"," 11993.11","208654.70","170000.00","180976.77"," 20990.73"," 88125.18","181287.98","319163.67","168000.00","150920.75","282000.00","137000.00","238487.61"," 18462.55","165348.83","177949.18","167240.52","125000.00"
"M864.319T940.951"," 12884.85"," 77499.64"," 72300.00"," 93071.71"," 13228.65"," 58905.45"," 95537.33","121285.24"," 96700.00"," 79221.67","114000.00"," 74800.00","104866.99"," 10336.06"," 87126.15"," 96517.68"," 88604.45"," 88300.00"
"M877.322T926.75","  5128.6825"," 94876.2909","122000.0000"," 92285.2530","   941.3135"," 24655.3920"," 89489.9790","136544.1800","179000.0000"," 81103.8370","141000.0000","136000.0000","115847.1130"," 10340.1794","127755.3820","106607.0120"," 91148.5820"," 95900.0000"
"M1012.372T940.951"," 2612.918","55876.623","51300.000","66355.753"," 4468.653","28247.493","62412.123","68444.589","84600.000","51011.196","69300.000","60200.000","83650.341"," 1344.246","68456.788","62775.781","63063.027","61600.000"
"M472.315T1401.37"," 65775.08","114981.56","117000.00","121215.88"," 57047.53"," 90750.17","100772.06","153737.22","110000.00","100329.82","129000.00","132000.00","121367.63"," 69855.57","137345.12","147268.61","108270.52"," 87500.00"
"M920.344T942.609"," 19839.62"," 91573.55"," 84700.00"," 89004.80"," 10459.82"," 56179.10"," 88850.07","116930.86"," 81100.00"," 99012.25","123000.00"," 72400.00","109842.64"," 13232.13"," 89750.73","101139.87","105745.04","101000.00"
"M914.571T1376.163","  2150.153"," 37117.781"," 25300.000"," 24854.325"," 28376.157"," 24704.442"," 28042.491"," 26145.665"," 53900.000","153497.467"," 24100.000","  5400.000"," 33115.841","  4200.621"," 83034.645"," 31232.091"," 33263.564"," 48100.000"
"M817.317T940.819"," 31295.83","155674.99","181000.00","183947.37"," 14439.39"," 44197.55"," 97452.08","157911.83","152000.00","153473.81","239000.00","160000.00","200632.06"," 30482.18","149283.05","195643.67","217119.93","154000.00"
"M651.409T1195.638"," 26598.87","172874.16","176000.00","169214.35"," 19139.44","203898.40","316385.54","177667.40","148000.00","221105.27","153000.00","149000.00","164651.42"," 22410.54","195333.52","187901.50","203334.93","195000.00"
"M519.246T1106.56","  22942.34"," 398020.01"," 639000.00"," 347502.38","  16535.56"," 535788.02"," 761302.40"," 576715.16","1300000.00"," 424086.77"," 483000.00"," 337000.00"," 425743.82","  25321.74"," 444867.41"," 582002.30"," 548413.99"," 853000.00"
"M809.346T827.274","   9418.375"," 736548.954"," 207000.000"," 793734.257","   6512.145","  81138.984"," 136391.600","1627423.711"," 165000.000"," 386929.587","1660000.000","  92200.000"," 838851.032","   6188.436","  97461.423","  94354.048"," 328460.550","  92200.000"
"M1019.391T857.905"," 5631.549","40885.753","29500.000","16279.661"," 2569.991","12817.941","48486.112","47139.514","41600.000","23265.365","48200.000","23200.000","45510.186"," 7954.530","38071.109","21374.051","28156.476","39300.000"
"M803.312T872.624","  3736.409","103320.153"," 85600.000","100939.335","  3682.166"," 33010.360","112800.975","136232.913","111000.000"," 77067.432","133000.000"," 88200.000","122284.586","  6083.822","111539.211"," 84617.919","101627.932","125000.000"
"M645.263T929.492","  4529.028","168877.585","123000.000","147198.542","  7568.115"," 47597.315","110428.917","363973.861","132000.000"," 80487.283","289000.000","111000.000","163451.815","  7659.464","112796.419","112171.888","156559.555","120000.000"
"M439.326T1591.494","120810.99","117386.38","133000.00","149704.81","103055.21"," 77014.37","104849.83","128567.12","161000.00"," 66616.21","144000.00","180000.00","169491.71","110351.91","179058.30","174720.91","144601.60","135000.00"
