"","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M330.262T1591.258"," 0.21773501"," 0.14444773"," 0.02152164"," 0.37027401"," 0.27726449","-0.78077602"," 0.10905255"," 0.04907457"," 0.02797550"," 0.10265290"," 0.13909479","-0.20616683","-0.69788384"," 0.11029265"," 0.11544085"
"M668.509T1456.373","-0.13317966","-0.37422932","-0.26440118","-0.59428869","-0.17945833"," 0.01955227"," 0.35331232","-0.17068996","-0.26204335"," 0.33189077"," 0.28126236"," 0.39114216"," 0.48336052","-0.16599440"," 0.28376449"
"M514.252T1322.055","-0.40083854","-0.09349064","-0.31662399","-0.01493065"," 0.30777560","-0.63784455"," 0.32118843","-0.09110830","-0.02213032","-0.09067357","-0.10746509"," 0.22753653"," 0.32559139"," 0.25781692"," 0.33519677"
"M863.507T1099.137","-0.31974083"," 0.07455355","-0.18850373"," 0.57226222"," 0.65664024","-0.49926440"," 0.05333118"," 0.34384160","-0.41861898","-0.12890174","-0.24089399"," 0.02360155","-0.29684119","-0.05036681"," 0.41890134"
"M775.529T1416.7","-0.129377868","-0.173274783","-0.099795502","-0.118455763"," 0.047619999"," 0.009618437","-0.252579998"," 0.623797765","-0.046016148","-0.346111496","-0.226418377","-0.075493401","-0.029857644"," 0.524619735"," 0.291725044"
"M645.449T1440.08","-0.521965519","-0.158812664","-0.239758408","-0.314572101"," 0.096084469","-0.008861364"," 0.195762460","-0.016910839","-0.401043270"," 0.579118826"," 0.095176554"," 0.042133061"," 0.546704481"," 0.003614840"," 0.103329476"
"M937.594T1308.231","-0.25572217","-0.07835277","-0.36036504","-0.51868146"," 0.30898292"," 0.02808081","-0.12559469"," 0.70796123","-0.15771214","-0.33730626"," 0.06915795","-0.24580349"," 0.11119852"," 0.60313521"," 0.25102140"
"M826.525T1272.551","-0.23897917"," 0.08033934","-0.17474750","-0.48701090"," 0.32696058","-0.11180503"," 0.01814238"," 0.38056794","-0.24843043"," 0.19543712","-0.48817278"," 0.29392552"," 0.07559884"," 0.28991497"," 0.08825913"
"M333.203T1120.498"," 0.23928822","-0.10345831"," 0.27873136"," 0.23868159","-0.25582406"," 0.35545224"," 0.22874749"," 0.63262385"," 0.03033457","-1.08057901","-0.39785308","-0.35846534","-0.64599913"," 0.53626087"," 0.30205873"
"M618.492T1624.789","-0.01562379"," 0.01469875","-0.09828509","-0.84187279","-0.27392092","-0.09331453","-0.08452770"," 0.18869690","-0.15378853"," 0.21520258"," 0.13982902"," 0.73606608"," 0.24473362","-0.11315779"," 0.13526420"
"M590.444T1439.586","-0.13004494","-0.01521341","-0.24869971","-0.61191304"," 0.07011072"," 0.26572169"," 0.06729324","-0.02730078","-0.50002775"," 0.02657761"," 0.24144836"," 0.28142364"," 0.25483364"," 0.08080451"," 0.24498621"
"M839.557T1356.291","-0.13435726","-0.19336319","-0.40153515","-0.12830114"," 0.43134108","-0.36012380","-0.02624317"," 0.02739067","-0.31433800","-0.14256278"," 0.02988909"," 0.39405546"," 0.41014182"," 0.08799210"," 0.32001426"
"M558.473T1423.364","-0.41975356"," 0.29892787","-0.37390474","-0.55317361","-0.11601987"," 0.10504770"," 0.63757467"," 0.29676633","-0.11155588","-0.12588536"," 0.28098108","-0.33747461"," 0.40048799"," 0.09581191","-0.07782992"
"M986.572T1421.54","-0.37615044","-0.14460263","-0.49943258"," 0.18043274"," 0.19826291","-0.37919751"," 0.19789825"," 0.15983209","-0.22902192","-0.05467573","-0.28331768"," 0.44487262"," 0.29344639"," 0.16569815"," 0.32595535"
"M933.56T1145.906","-0.12945691","-0.17058960","-0.23030529"," 0.76269362"," 0.25714885","-0.04830526","-0.09571496"," 0.49786326","-0.10243968","-0.67776254","-0.37251638"," 0.29861112","-0.39950053"," 0.21895338"," 0.19132092"
"M933.558T1114.912","-0.13038993","-0.15360484","-0.25283763"," 0.75154255"," 0.25501362","-0.05969807","-0.02004138"," 0.49160495","-0.09404376","-0.63455144","-0.40929672"," 0.29557313","-0.38470731"," 0.17578434"," 0.16965248"
"M987.596T1238.129","-0.38397167","-0.11421417","-0.27077715","-0.15321453"," 0.19002918","-0.35981707"," 0.03985588"," 0.05359148","-0.32210189","-0.03281688","-0.15576069"," 0.50817190"," 0.11071046"," 0.27494442"," 0.61537073"
"M773.52T1456.872","-0.24669957","-0.15422781","-0.17672781","-0.09895032"," 0.03777374","-0.05117627","-0.24522031"," 0.61930936","-0.13753800","-0.42940036","-0.05487793","-0.04528703","-0.02900573"," 0.59127434"," 0.42075369"
"M642.504T1347.309"," 0.5755976545","-0.2478564523","-0.4352109720"," 0.0501822722"," 0.3370015331","-0.1003758214"," 0.4381745742","-0.3205778048","-0.1257030709","-0.4225768606","-0.0626817902"," 0.7828661336","-0.0672063820"," 0.0005259899","-0.4021590033"
"M773.519T1472.663","-0.24691175","-0.15394888","-0.17788470","-0.10866224"," 0.03604305","-0.04686661","-0.24428125"," 0.62058365","-0.13763094","-0.42762653","-0.05758740","-0.04128006","-0.02739417"," 0.59019817"," 0.42324964"
"M773.52T1405.986","-0.24169034","-0.15582458","-0.18149581","-0.11781649"," 0.03601123","-0.05203061","-0.24733593"," 0.62057631","-0.13141444","-0.42304970","-0.05232913","-0.03986417","-0.03020674"," 0.59002756"," 0.42644284"
"M631.469T1456.902","-0.386498284","-0.090482720","-0.416319496","-0.430695499"," 0.044532888"," 0.004100062"," 0.316331849","-0.216888627","-0.336687364"," 0.363132782"," 0.202605607"," 0.529907982"," 0.482486063","-0.187454442"," 0.121929200"
"M660.517T1313.696","-0.20734847","-0.33976270","-0.42582081","-0.41186673"," 0.01297305"," 0.32715196"," 0.31679297","-0.25800926","-0.10304999"," 0.65810839"," 0.39918124"," 0.11263426"," 0.42085210","-0.31939580","-0.18244022"
"M979.612T1358.969","-0.273335036","-0.070876277","-0.159161396"," 0.007583448"," 0.009849367","-0.151533579"," 0.175419332"," 0.931111142","-0.450252991","-0.475790053","-0.195808522"," 0.173334030","-0.108373682"," 0.391406577"," 0.196427640"
"M680.472T1423.013","-0.13068988","-0.08462617","-0.34103535","-0.50408003","-0.19142857"," 0.16591086"," 0.23498295","-0.44323469","-0.13790253"," 0.22585956","-0.06105284"," 1.06206820"," 0.48957790","-0.02986499","-0.25448443"
"M333.204T1139.313"," 0.35765339","-0.11006432"," 0.26795018"," 0.22676292","-0.27011489"," 0.34394763"," 0.22040251"," 0.61679942"," 0.01836595","-1.08155331","-0.40126959","-0.36061609","-0.62935180"," 0.52039511"," 0.28069287"
"M664.46T1406.422","-0.274797499","-0.238395437","-0.159603317","-0.210256230","-0.114555903"," 0.017094445"," 0.008145592","-0.212710930","-0.166737032"," 0.097766773","-0.170177616"," 1.359382063"," 0.384126068","-0.219677064","-0.099603913"
"M986.584T1323.28","-0.375147166","-0.071798018","-0.520316952"," 0.197639589"," 0.256015703","-0.337905613"," 0.216149226","-0.000501752","-0.243276942","-0.020999864","-0.318347725"," 0.493770758"," 0.287120423"," 0.155397404"," 0.282200928"
"M676.511T1297.075"," 0.004832295","-0.375097908","-0.505752444","-0.101893882"," 0.144348235"," 0.659007393"," 0.057375981","-0.610541187"," 0.051696469"," 0.533181496","-0.553061320"," 0.200392614"," 0.554509610"," 0.166339341","-0.225336692"
"M607.446T1439.489","-0.31404749"," 0.12180338","-0.16728912","-0.44946336"," 0.23608467"," 0.06719337"," 0.10840391","-0.40546692","-0.28063374","-0.10499590"," 0.19057320"," 0.32259014"," 0.74484893","-0.02477753","-0.04482351"
"M770.485T1321.424"," 0.10030467","-0.07254171","-0.50987231"," 0.03309006"," 0.04053037","-0.52942973"," 0.34334252"," 0.17221931","-0.57655317"," 0.01177946","-0.32934120"," 0.55955660"," 0.13445250"," 0.01941536"," 0.60304726"
"M650.482T1423.013","-0.42113805","-0.15611784","-0.19379088","-0.59495685"," 0.01464370"," 0.20546661"," 0.20152960","-0.15919217"," 0.01551487"," 0.30385052"," 0.18037605"," 0.36429371"," 0.56343637","-0.28733315","-0.03658248"
"M592.477T1456.705","-0.31478996","-0.05750202","-0.35544285","-0.59821819","-0.08633512"," 0.01157962"," 0.25673605","-0.15089115","-0.14500195"," 0.44906601"," 0.22339305"," 0.45515839"," 0.54197714","-0.31140919"," 0.08168016"
"M863.512T1152.355","-0.26560286"," 0.07250552","-0.13783082"," 0.39001303"," 0.58414218","-0.51599200"," 0.07180228"," 0.40887334","-0.46181617","-0.11597225","-0.24248117"," 0.16446180","-0.32333293","-0.07534278"," 0.44657283"
"M333.203T1105.19"," 0.36362802","-0.10127435"," 0.27891953"," 0.22806170","-0.26865197"," 0.35118459"," 0.15652494"," 0.63089636"," 0.02054633","-1.08669560","-0.39543253","-0.36291573","-0.64694053"," 0.53483471"," 0.29731453"
"M393.189T1440.567","-0.25923236","-0.01231835","-0.20809568","-0.01857745","-0.16684523","-0.23417296","-0.03145323"," 0.09120021","-0.25125420","-0.01361631"," 0.07517178"," 0.31313059"," 0.16743488"," 0.19605886"," 0.35256944"
"M512.261T1189.341","-0.30550856","-0.16152675","-0.45622084"," 0.07217328"," 0.05743527","-0.14727259"," 0.04984347"," 0.67986767","-0.39611628"," 0.04813396","-0.32255399"," 0.28458050"," 0.18320879"," 0.40219818"," 0.01175789"
"M646.454T1406.122","-0.280643292","-0.155130707","-0.337054870","-0.413420031"," 0.242564996"," 0.002459741"," 0.214726463","-0.017582754","-0.325022666"," 0.523654085","-0.115381774"," 0.106215709"," 0.331720181"," 0.112918991"," 0.109975926"
"M555.368T1312.999","-0.17373126","-0.31962650","-0.39616252","-0.32403395"," 0.28280468"," 0.50546992"," 0.36303250","-0.13026214","-0.26713639"," 0.06005347"," 0.04737762"," 0.03096643"," 0.39423704","-0.22482233"," 0.15183344"
"M512.262T1169.348","-0.33701639","-0.13049884","-0.42931933"," 0.35338615"," 0.39145771","-0.18086426"," 0.26571202"," 0.39879895","-0.34580165","-0.09822625","-0.33934084"," 0.28936426","-0.13761903"," 0.27707692"," 0.02289056"
"M967.561T1163.004","-0.23343607","-0.25884610","-0.02444782"," 0.27792558"," 0.78527055"," 0.03107684"," 0.05331520"," 0.20542601"," 0.11967793","-0.66298541","-0.25021476"," 0.17912084","-0.44568555"," 0.16439318"," 0.05940958"
"M629.464T1456.367","-0.26092138","-0.07218349","-0.29359611","-0.30044718","-0.16706976","-0.07469416"," 0.02267500"," 0.03726142","-0.32059906"," 0.44192066"," 0.15760742"," 0.49287691"," 0.29704317","-0.08492873"," 0.12505530"
"M565.397T1373.252","-0.14832113","-0.05143765","-0.37504309","-0.49924663","-0.19234669","-0.07981050"," 0.08122375","-0.40306879","-0.20936798"," 0.43616910","-0.22928115"," 1.25478314"," 0.30509683","-0.24615460"," 0.35680539"
"M293.211T1204.461"," 0.17089686","-0.05243212"," 0.03489374"," 0.25955302","-0.09698809"," 0.18016001"," 0.19723208"," 0.64613166","-0.10647688","-0.98593116","-0.28439533","-0.18888522","-0.75267429"," 0.55066783"," 0.42824790"
"M571.45T1291.55","-0.33198455","-0.10646057","-0.22699335","-0.33526065"," 0.14107371"," 0.10338989"," 0.22164217"," 0.31124473","-0.06325991"," 0.12644019","-0.08442211","-0.36746103"," 0.60218279"," 0.20096027","-0.19109156"
"M993.569T1356.685","-0.32102829","-0.04553687","-0.37943055","-0.29319505"," 0.12500869","-0.30966923"," 0.24455716"," 0.20527018","-0.17440558","-0.17605826","-0.37681487"," 0.59119561"," 0.05838711"," 0.31502639"," 0.53669357"
"M729.452T1207.169","-0.170844998","-0.233513389","-0.324322235"," 0.195000613"," 0.097715492"," 0.535316571"," 0.388117161"," 0.007372998","-0.346626349","-0.068147855","-0.562790037","-0.040216140"," 0.536837222","-0.080814592"," 0.066915538"
"M949.6T1341.992"," 0.14791795","-0.77311096"," 0.23274137"," 0.19325500","-0.92032790"," 0.22641769"," 0.01473908"," 0.41506692"," 0.18473169","-0.41478553"," 0.06264077"," 0.14836625","-0.07742042"," 0.13792315"," 0.42184494"
"M723.451T1338.726","-0.23751946","-0.32990147"," 0.20059502"," 0.21723758","-0.21447161","-0.18083355"," 0.29299765"," 0.18103796"," 0.12258231","-0.24547525","-0.34756109"," 0.24445598"," 0.12750475"," 0.10414641"," 0.06520478"
"M986.593T1340.539","-0.38286190","-0.07857729","-0.52847936"," 0.19169121"," 0.25024734","-0.34550550"," 0.21025793"," 0.05936344","-0.25058502","-0.02762248","-0.29394401"," 0.48873559"," 0.28144798"," 0.14931876"," 0.27651332"
"M393.201T1439.586","-0.25893405"," 0.01908111","-0.28601685","-0.01802678","-0.09031310","-0.25643333"," 0.03664682"," 0.08039697","-0.23265071","-0.04976205"," 0.07870822"," 0.34146302","-0.08979255"," 0.21718684"," 0.50844644"
"M973.671T1456.538"," 0.18151603"," 0.03110232"," 0.21811676"," 0.27499182","-1.90969392"," 0.41870766"," 0.84992647","-0.06662185","-0.92950022","-0.36433785","-0.14983377","-0.19167905"," 0.27959262"," 0.71642984"," 0.64128314"
"M293.21T1109.944"," 0.17707276","-0.01143963"," 0.06303536"," 0.30517353","-0.07106876"," 0.17725357"," 0.21070901"," 0.61713871","-0.11100517","-0.96402369","-0.21475753","-0.25332036","-0.81356573"," 0.54833906"," 0.34045888"
"M555.454T1439.586","-0.282385187","-0.159180690","-0.354985294","-0.413678412","-0.031247218"," 0.358384799"," 0.162693281","-0.204542845","-0.140402229"," 0.490530026"," 0.261057930"," 0.320006253","-0.045372713"," 0.003236658"," 0.035885641"
"M539.282T935.356","-0.169026733"," 0.006259604"," 0.158395196","-0.395304363"," 0.348268579"," 0.038698175"," 0.100022299"," 0.134109133"," 0.549853603","-0.555057835","-0.380322831","-0.171428786","-0.068897893"," 0.574939337","-0.170507485"
"M504.266T1201.385","-0.11279329"," 0.07878827","-0.12501860"," 0.28238606"," 0.13895683","-0.04192884","-0.16168731"," 0.59583962","-0.20089065","-0.48323963","-0.23230305"," 0.13245451","-0.37260256"," 0.45969738"," 0.04234125"
"M592.477T1439.652","-0.27896689","-0.11117573","-0.36369488","-0.56431216","-0.05246490","-0.04851465"," 0.13567489","-0.14519543","-0.13675143"," 0.49394997"," 0.25957346"," 0.51518277"," 0.54923099","-0.27579069"," 0.02325467"
"M989.551T1288.291","-0.069895691","-0.548266596","-0.105692090","-0.050880639"," 0.189008531"," 0.032435838","-0.297861284"," 0.315536864"," 0.078865322","-0.231310659","-0.223668666"," 0.523594568"," 0.005277151"," 0.095368279"," 0.287489071"
"M841.523T1305.07","-0.135073341","-0.053114097","-0.037232758"," 0.596513620"," 0.182051015","-0.494004697","-0.298330276"," 0.049884262","-0.179038392"," 0.078429900","-0.232505741"," 0.531695711","-0.221990337","-0.008409758"," 0.221124889"
"M889.305T842.452","-0.19526002"," 0.03304627","-0.16155643","-0.79766379"," 0.01832052"," 0.57261064"," 0.26286075"," 0.18661094"," 0.35625410","-0.31608681"," 0.12645854","-0.48491056"," 0.17866810"," 0.11660321"," 0.10404455"
"M555.365T1404.858","-0.16033990","-0.08111241","-0.34325434","-0.52148501","-0.18032864"," 0.35797686"," 0.20234263","-0.38132886","-0.15055632"," 0.39211710"," 0.21774064"," 0.21313423"," 0.60030756","-0.18893923"," 0.02372568"
"M933.558T1239.033","-0.15937264","-0.09379644","-0.22875484"," 0.55379685"," 0.13725208","-0.08378148"," 0.04188167"," 0.47465053","-0.04797677","-0.65094473","-0.45991785"," 0.30811617","-0.28390755"," 0.26333587"," 0.22941914"
"M713.458T1120.063","-0.19760167","-0.22576415","-0.16708796"," 1.53440375","-0.25035543"," 0.23129968"," 0.33983242","-0.25331746","-0.24025127","-0.14171586","-0.59202805","-0.07766155"," 0.16313138","-0.24192345"," 0.11903962"
"M438.207T1136.982"," 0.59490550","-0.38814821"," 0.69018540"," 0.20186445","-0.18163627"," 0.49050132","-0.22489399","-0.06546181"," 0.66231670","-0.37845160","-0.10943975","-0.04629105","-0.56014563","-0.40189289","-0.28341217"
"M607.448T1423.334","-0.27765807"," 0.13728977","-0.24353166","-0.43759034"," 0.22239382","-0.20524100"," 0.26835245","-0.40478106","-0.32915605"," 0.23808607"," 0.20543853"," 0.28187279"," 0.62672830","-0.04441212","-0.03779143"
"M985.569T1283.896","-0.31681012","-0.12017336","-0.09833643"," 0.33725519"," 0.43225462","-0.03014132","-0.31238949"," 0.19479224"," 0.12844776","-0.25835596","-0.23724249"," 0.07153081","-0.03945823"," 0.31263702","-0.06401026"
"M577.494T1463.866"," 0.01742013"," 0.02437167","-0.33477918","-0.36254798","-0.07748802","-0.19939212","-0.11895619"," 0.31833007","-0.33955527"," 0.13474824"," 0.10983233"," 0.56569517"," 0.17002953","-0.22933701"," 0.32162862"
"M967.385T975.822","-0.24803717"," 0.08866120","-0.06574453","-1.17461076"," 0.04249676"," 0.29478145"," 0.53766432","-0.26915229"," 0.27728469","-0.14354858"," 0.32711107"," 0.20230852"," 0.14433499","-0.12570665"," 0.11215699"
"M933.605T1376.163","-0.270441096","-0.004992147","-0.299402919","-0.353244840","-0.357371959","-0.056527263"," 0.325667815"," 0.432965670","-0.082654016","-0.282123171","-0.320020745"," 0.520031514"," 0.094374257"," 0.413565261"," 0.240173638"
"M967.562T1198.781","-0.55197811","-0.11822895","-0.21640803"," 0.10754396"," 0.47591983","-0.14279843","-0.32935286"," 0.20762866"," 0.10923267","-0.09437629"," 0.04624084"," 0.17320433"," 0.03916748"," 0.39750095","-0.10329606"
"M659.432T1373.551","-0.26135854","-0.05048127","-0.02568838","-0.28290933","-0.08711219","-0.15510517"," 0.05712602"," 0.14859177","-0.55414722"," 0.30293376"," 0.27241781","-0.29355440"," 0.38185779"," 0.27717397"," 0.27025538"
"M513.307T1059.952","-0.2564608"," 0.3472086","-0.3130859"," 0.4168499"," 0.4174894","-0.2841673"," 0.2704677"," 0.4208534","-0.2484028","-0.9693540","-0.5960498","-0.2648980"," 0.1491516"," 0.6032133"," 0.3071847"
"M951.567T1355.083","-0.71662553","-0.03515976","-0.43541602","-0.19634469"," 0.34466118","-0.42238119"," 0.21402362","-0.07699461","-0.27607033"," 0.03730928","-0.16776622"," 0.51530139"," 0.42715876"," 0.34465901"," 0.44364512"
"M565.403T1389.183","-0.14977530","-0.10161708","-0.34086381","-0.48336604","-0.20925810","-0.08501670"," 0.04996345","-0.30549295","-0.23707904"," 0.42173552","-0.21785956"," 1.31465591"," 0.24952137","-0.27816734"," 0.37261968"
"M639.422T1384.421","-0.155686364","-0.008363759","-0.150995874","-0.508470167","-0.101438712"," 0.374401164"," 0.078270724","-0.479597785","-0.219460573"," 0.322631629"," 0.293007005"," 0.274684047"," 0.404874202","-0.185282090"," 0.061426552"
"M841.499T1306.17","-0.118902599","-0.052940087","-0.008379618"," 0.606420945"," 0.187750286","-0.477980021","-0.275333175"," 0.052007783","-0.156561800"," 0.081752387","-0.211782120"," 0.512708913","-0.262397572","-0.041599521"," 0.165236201"
"M826.572T1358.969","-0.37049913"," 0.01567856","-0.17857564","-0.38965166"," 0.23178692","-0.19368996","-0.09848014"," 0.43292546","-0.19741683"," 0.09735889"," 0.01940093"," 0.27651245","-0.06916728"," 0.32179231"," 0.10202511"
"M826.525T1256.824","-0.3109553837","-0.3076483538","-0.2774929701","-0.1693743286"," 0.7074472957","-0.0701788337","-0.0057225964"," 0.0348810643"," 0.0056940892","-0.0944368236"," 0.0000893213"," 0.4525318744"," 0.0461888502","-0.1731901823"," 0.1621669770"
"M571.455T1406.584","-0.327664894","-0.003320142","-0.375140918","-0.343892125"," 0.020477980","-0.112415329"," 0.197909720"," 0.054918512","-0.215076151"," 0.262733542","-0.053179368"," 0.103515197"," 0.663947483"," 0.153171832","-0.025985339"
"M787.311T955.77","-0.299561646"," 0.011777483"," 0.030556078","-1.081209771","-0.015205943"," 0.351224755"," 0.042378836","-0.006440222"," 0.338088457","-0.298616091"," 0.562137613"," 0.181829179"," 0.055550037","-0.002644861"," 0.130136099"
"M555.366T1352.626","-0.37766997","-0.20539887","-0.02335529","-0.50136952","-0.03685994"," 0.30697073"," 0.24014471"," 0.13215008","-0.39377854"," 0.24863968"," 0.07391074"," 0.08340095"," 0.61471411","-0.18763435"," 0.02613549"
