"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14"
"M1463.523T939.044",0.023117,0.022762,-0.036226,0.009296,-0.012502,0.013542,0.0047315,0.041397,0.0091153,0.038799,-0.01045,0.020536,0.096588,0.0019358
"M436.953T95.439",0.020298,-0.020161,-0.00015721,0.012279,-0.017676,-0.014871,-0.0068033,0.0056252,-0.0062927,0.0098352,0.010721,0.008883,0.011997,-0.00053292
"M481.224T887.168",0.021848,-0.008457,0.016203,0.0014314,-0.012623,-0.0023088,0.0021889,0.0017383,-0.00057199,-0.0092678,0.0076152,0.021127,-0.0098345,0.00028659
"M426.023T92.476",0.02095,-0.027246,0.0049308,0.0066468,-0.018399,0.0023246,-0.010357,0.0023507,-0.010752,-0.004336,0.0025033,0.016012,0.0025512,0.0027118
"M486.878T66.684",0.0013629,0.011759,0.018079,-0.013001,-0.01152,0.015221,-0.0033501,-0.025156,0.015821,0.053918,0.00037051,-0.016627,0.05548,0.001396
"M325.35T1454.83",0.020495,-0.01026,0.017696,-0.0038812,0.0019712,-0.0039528,0.0017784,-0.013311,-0.0020403,0.018109,0.0097851,0.023194,0.0064977,0.0032834
"M343.103T489.112",0.024329,0.02826,0.0074752,0.041269,0.0098443,-0.006351,-0.010322,-0.014352,-0.037295,0.027944,0.017263,0.0093142,0.012566,-0.00069288
"M871.81T66.912",-0.0059225,0.05725,0.028511,-0.011499,-0.024958,-0.031196,-0.013066,0.019484,0.022672,-0.013867,-0.026678,0.015218,0.019476,0.0041271
"M429.156T412.291",0.026579,0.0043958,-0.0059807,-0.014195,-0.015027,-0.012585,0.018457,-0.050391,-0.0015343,-0.013969,-0.053153,0.028965,-0.0058477,-0.0019946
"M444.872T67.426",0.019263,-0.018115,0.0072419,-0.0076725,-0.0005459,-0.0092704,-0.010798,-0.0041611,-0.0053126,0.014168,0.0091443,-0.010202,0.013557,0.0015358
"M643.851T67.124",0.0050549,0.032019,0.046029,0.0054077,-0.0084284,-0.010291,-0.019448,0.0099524,-0.011622,0.0093221,-0.014587,0.0010177,0.005089,0.00012463
"M771.83T66.444",-0.0092045,0.047277,0.033506,-0.023105,-0.026356,-0.023921,-0.037372,0.014442,-0.001854,0.0066272,-0.011556,0.0058712,0.0092901,-0.00075374
"M383.462T316.499",0.027385,0.0029143,0.0037796,0.011014,0.0067851,-0.014663,-0.0061852,0.015978,0.0050999,0.0016789,0.011015,-0.0052124,0.042159,0.0016629
"M532.307T1586.442",0.029139,-0.015094,0.029601,-0.022624,0.03742,0.02922,0.00054611,-0.011711,-0.015072,0.0011507,-0.038557,0.072371,0.035533,0.0055809
"M607.262T1433.034",0.024722,-0.017579,-0.0015287,-0.016144,0.012984,-0.0086715,-0.0021811,-0.019002,-0.011395,-0.0011141,0.0034784,0.0079041,-0.018272,-0.00089454
"M463.182T861.112",0.025791,0.0067751,-0.013796,0.0131,0.024819,-0.0098803,-0.0069946,0.0065865,0.0013292,0.0086286,0.0059816,0.012662,-0.0033652,0.00037242
"M951.444T1329.777",0.019725,0.0074501,0.013721,0.017019,0.010943,-0.037771,0.013894,0.040228,0.01378,-0.0068447,0.00014441,0.01264,0.047996,0.0021221
"M554.347T1333.324",0.022863,-0.0080637,-0.0071686,-0.0056931,0.011591,0.0014852,0.0037933,-0.013497,-0.031408,0.0063415,-0.020724,-0.011745,0.014242,0.0024474
"M970.574T320.828",0.027425,0.017821,-0.019445,0.0098403,0.0075543,0.012593,0.013287,0.008215,-0.033768,-0.018221,-0.0016867,-0.020369,-0.0082984,0.001011
"M323.042T818.446",0.016705,0.0082789,0.018371,-0.00030803,-0.016108,-0.0064967,0.027401,-0.017998,-0.013625,0.015791,0.014657,0.049006,-0.036561,0.0020897
"M484.016T89.822",0.015458,-0.037933,0.018851,0.0083397,-0.0088939,-0.011017,0.0049753,0.038759,-0.012689,-0.007662,0.0031466,0.011986,0.021885,0.00016762
"M927.398T981.461",0.02995,0.013482,-0.04036,0.031138,-0.043797,-0.018532,-0.03839,-0.026183,-0.017938,-0.017218,0.0072631,0.03841,-0.014267,0.0076353
"M333.062T954.304",0.015009,-0.01498,-0.023695,-0.030518,-0.060357,0.060631,0.074568,0.035753,-0.063536,0.0070754,-0.032578,0.03061,-0.016374,0.003062
"M543.282T933.008",0.019903,-0.011372,0.01093,-0.0065492,-0.00228,-0.023215,-0.012604,-0.025561,0.0070972,-0.016654,0.0073558,-0.0021895,-0.011905,0.0004067
"M415.161T821.344",0.019861,0.0080394,0.025268,0.006971,0.0083185,-0.0048433,0.018522,-0.020349,-0.009438,-0.0036182,-0.020867,0.016848,-0.0058805,-0.0026992
"M737.676T1009.279",0.021613,-0.029696,-0.0046887,-0.0096309,0.013727,0.00036087,-0.0097824,0.022296,-0.032914,0.0073287,0.03301,-0.025718,-0.014805,-0.00090717
"M1041.432T908.782",0.024431,0.020675,-0.020773,0.016818,-0.030481,0.017437,-0.02221,-0.009681,-0.017236,-0.00044627,-0.0030971,-0.018259,0.0049756,0.001199
"M289.011T91.489",0.024864,-0.00094786,-0.0072537,0.025646,-0.0238,-0.013155,-0.019146,0.0022807,0.0055356,-0.0084266,0.0031224,-0.0010753,-0.0020614,-0.00042263
"M609.153T789.212",0.021442,-0.0011953,0.013938,0.0096463,0.0024458,-0.0027289,0.0089262,0.0098142,0.0094875,-0.0022596,-0.016754,-0.0023805,-0.01077,-0.00059007
"M714.826T66.684",-0.0065028,0.026117,0.03612,-0.041948,-0.013364,-0.035909,-0.052071,0.03257,0.015448,0.009005,-0.0088314,-0.010772,0.012262,-0.00074527
"M413.106T699.494",0.02545,0.02968,0.0027166,0.033328,-0.013179,0.028868,0.00085188,0.015986,-0.018567,-0.036472,-0.0019694,0.043373,-0.0065305,-0.00032434
"M510.873T67.188",0.01598,0.0031506,0.02339,0.0071475,0.0065282,0.0036527,-0.008107,8.1006e-05,0.0069761,0.012682,-0.0033062,-0.010477,0.022297,-0.0022168
"M942.387T966.176",0.030304,0.031115,-0.018741,0.010346,0.0030841,-0.0034171,0.0044364,-0.00032136,-0.016152,-0.018196,0.015435,0.054308,0.024094,-0.0021953
"M529.159T788.61",0.02441,-0.012476,0.00341,-0.012943,-0.0012208,0.010866,-0.012905,3.6599e-05,0.00493,0.014942,-0.0098539,0.002033,0.0070148,0.00013953
"M435.187T981.992",0.028075,0.022804,0.021959,0.0018624,-0.053415,0.021795,0.0022308,-0.044256,-0.021988,-0.021979,0.01096,-0.011526,-0.004123,-0.00092866
"M278.067T775.155",0.008906,-0.017223,-0.042126,0.031321,-0.021034,-0.045833,-0.032134,-0.033854,0.036063,0.003899,0.003401,0.040068,-0.030231,4.4941e-05
"M454.975T107.571",0.023841,-0.0049252,0.0059676,0.01587,-0.014207,-0.012974,-0.010269,0.0020332,-0.0022718,-0.0038837,0.0058149,-0.012062,0.0030887,-0.0021976
"M292.14T116.338",0.01921,-0.017062,-0.025295,-0.036509,0.015587,0.0061536,0.028219,-0.058923,-0.020224,0.0084028,-0.052415,0.031408,0.04682,0.0011884
"M842.848T69.273",-0.0151,0.040617,0.013148,-0.040442,-0.040229,-0.022564,-0.039375,-0.0098957,0.021792,0.00025303,0.0078921,0.0039028,0.0063184,0.00034247
"M501.375T66.858",-0.015143,0.046367,0.038365,0.011883,0.0051504,0.0040215,-0.0345,-0.0040976,0.0018788,0.032972,0.001512,0.013655,-0.0064067,-0.00029944
"M710.827T66.858",-0.021621,0.031509,0.01016,0.0044176,0.020491,0.020939,-0.049143,-0.0036941,0.0046054,0.053852,-0.01478,-0.034649,0.015775,-0.0021015
"M366.264T1266.032",0.023416,-0.0116,0.0060282,-0.029279,0.0001839,0.030563,-0.001279,-0.035158,0.064551,0.011098,0.026951,0.019013,0.028345,-0.0053735
"M328.886T98.013",0.01872,-0.02707,0.0087021,0.011013,-0.01185,-0.012206,-0.014293,-0.0018403,0.0024696,0.0069075,-0.0027715,0.0050208,0.0055324,0.00019101
"M447.225T920.763",0.017985,-0.0035973,0.023319,-0.026374,0.021787,-0.0032485,-0.010715,0.0097706,0.029764,0.021387,0.032394,0.007862,-0.0015294,0.0012646
"M1311.769T944.788",0.0074699,0.016333,0.016669,0.059898,0.066143,0.039495,0.017812,-0.025382,-0.029569,0.030196,0.00097278,-0.014249,0.013158,0.0028865
"M264.997T1580.365",0.022631,-0.0098148,0.026746,0.00048669,0.003064,0.008442,-0.0024762,-0.012838,-0.010744,-0.00050554,-0.011978,0.011314,-0.0024828,0.0035364
"M317.064T416.942",0.023438,-0.0065025,-0.016126,-0.022331,-0.023484,0.0081014,0.001588,-0.030422,0.01882,0.029264,-0.0056434,0.0066289,-0.012394,0.0021496
"M733.865T68.384",0.016209,0.024839,0.057767,0.016275,-0.01085,-0.035263,0.021621,0.010517,-0.0038563,-0.034986,-0.0032935,-0.015359,0.013878,0.0046719
"M521.109T928.919",0.024091,-0.013385,0.012427,0.022795,-0.02752,0.06356,0.0069661,0.078838,-0.0028233,0.042182,-0.064272,0.048752,0.014112,0.0041132
"M796.86T67.938",-0.022599,0.04788,0.035168,0.0052097,-0.014856,0.015486,-0.011525,-0.022624,0.012853,0.019148,0.0022316,-0.017198,-0.0051728,-0.0013545
"M402.917T66.5",-0.0029205,0.055287,0.022162,-0.010053,-0.00085889,-0.0078788,-0.010745,-0.033434,0.0073149,-0.012657,-0.012771,0.01247,-0.0033362,-3.1569e-08
"M453.099T792.789",0.024471,0.0075844,0.0012016,0.002004,-0.0055161,-0.014545,0.0035352,-0.022663,-0.015271,0.006803,-0.0041481,-0.0029493,-0.0086088,0.0011856
"M288.987T101.622",0.02529,0.00048449,-0.0034333,0.020008,-0.02161,-0.0072615,-0.017441,-0.0017711,0.0065128,-0.0077794,0.0083428,0.0028045,0.0030073,-0.00025748
"M375.129T680.648",0.026504,0.011593,0.0054246,0.016628,-0.00085695,0.022056,-6.6629e-05,0.0040867,-0.018728,-0.022385,-0.0021041,0.0083868,0.010617,-0.0024855
"M374.109T731.372",0.01035,0.028705,-0.027187,0.060904,-0.057105,0.019322,0.020786,-0.035871,0.027548,0.071366,-0.02982,-0.047263,-0.018953,0.00066786
"M759.145T875.232",0.0197,0.015662,-0.024791,-0.047072,-0.026516,-0.02765,0.093416,0.013701,-0.022087,0.0054514,-0.014504,-0.049969,-0.032851,0.0067752
"M1117.54T932.512",0.027831,0.008437,0.0058063,-0.018437,0.0088693,-0.023141,0.0042764,0.017199,0.018249,0.0022823,-0.0079654,0.015319,0.00080524,-0.00016703
"M563.052T1148.286",0.021288,-0.016467,-0.0053714,-0.018875,-0.023497,0.014049,-0.024859,0.00070573,-0.0084352,-0.02136,-0.023871,0.00321,0.0096964,-0.0017554
"M1132.537T923.907",0.020544,-0.016394,0.015976,0.023199,-0.025047,-0.010746,-0.0035859,-0.005058,-0.0013006,-0.024208,0.0069135,0.00045085,-0.022319,-0.0040641
"M970.53T319.597",0.025911,-0.019964,-0.020907,-0.039186,0.073718,0.032803,-0.037241,-0.013757,-0.018124,0.0039695,0.03327,0.015171,0.0069436,0.00076924
"M856.833T68.139",0.0061962,0.028067,0.044644,0.014903,-0.0039466,-0.0053727,-0.0071867,-0.015503,-0.0083191,0.0038204,0.0028989,0.017133,-0.022707,-0.0017782
"M384.275T1314.124",0.020642,-0.033555,-0.013639,0.0010648,-0.013084,-0.02103,0.047668,0.024644,0.0016069,0.048549,0.004177,0.053021,-0.013819,-0.0082193
"M1042.847T909.803",0.018114,0.020187,-0.012678,0.0061323,-0.079809,-0.0040632,-0.013641,-0.042136,-0.0047312,0.01778,-0.012878,-0.025857,-0.0068785,0.0020979
"M517.145T864.53",0.0074907,0.042868,-0.052217,-0.041939,0.0034131,0.025553,-0.030298,0.022801,0.0032588,-0.0069647,-0.0086145,-0.019549,0.030581,0.0021463
"M726.808T67.734",0.0075174,0.011269,0.033303,-0.025845,0.0081302,0.014114,-0.03375,-0.037231,-0.0051798,0.036369,-0.0085103,0.023726,0.031914,-0.0050392
"M463.292T1322.103",0.022066,-0.024964,0.001213,-0.021448,0.016172,0.011247,-0.012619,-0.0085999,-0.028334,-0.0011595,-0.01585,0.010872,-0.0055764,0.00111
"M721.695T1111.272",0.016494,-0.033992,-0.05321,0.052019,-0.033332,-0.035147,-0.019645,-0.021284,0.02033,-0.033574,0.0061143,-0.020837,0.02347,-0.0019361
"M824.341T916.725",0.022718,0.019522,-0.040844,-0.025217,0.00060755,-0.014682,-0.0054469,0.015056,0.011872,-0.027849,-0.020028,0.013067,-0.032353,0.00047545
"M312.981T1548.536",0.019001,-0.013471,0.021909,-0.013526,-0.015277,-0.014647,-0.016235,0.0123,0.0020578,-0.0081155,0.0051354,0.021735,-0.01449,0.00072252
"M345.082T140.774",0.024049,0.0057413,0.0011477,-0.0041889,-0.0053993,-0.0080711,0.018167,-0.0076006,-0.0088131,0.0043358,0.012412,0.0087388,0.0063371,0.00075687
"M251.019T152.27",0.020722,0.020903,0.0055507,0.013939,0.025237,-0.022404,0.042429,0.015436,-0.02171,-0.01156,0.020756,0.00084671,-0.020596,0.0007162
"M211.02T89.692",0.02179,-0.0096794,0.010669,0.017332,-0.014267,-0.0018817,0.0040988,0.029487,-0.019299,0.0094348,0.0059464,-0.0081987,0.014565,0.0036486
"M279.164T1571.945",0.022432,-0.014027,0.013975,0.0052088,-0.0050803,-0.0060343,0.00051776,0.0042094,-0.0022424,-0.00057863,-0.0029852,0.0046249,0.0054423,0.0002167
"M540.867T1245.744",0.026279,0.012424,-0.013929,-0.0055756,0.030863,-0.011991,-0.013365,-0.0036387,-0.02445,-0.0057367,-0.0017218,0.01089,-0.0053057,-0.0011459
"M636.263T1199.226",0.019994,-0.022695,0.0013784,-0.033328,0.014024,-0.010915,0.012992,0.019216,-0.018476,0.002272,-0.012508,0.0080763,0.0191,-0.00012301
"M377.107T115.273",0.022366,0.0024004,0.0046193,0.015848,0.0032172,-0.0024634,0.014249,0.0041841,-0.014874,-0.0068002,-0.013007,-0.0010724,0.010674,-0.00029103
"M266.011T1587.442",0.023651,-0.010725,0.021363,-0.0057804,0.0027008,0.025216,0.011182,-0.016732,-0.014658,-0.0027443,-0.010809,0.017314,-0.0088692,8.4432e-06
"M592.829T68.269",-0.011734,0.0053113,-0.0023328,-0.046927,-0.01082,-0.0096735,-0.049857,-0.040367,0.012084,0.013482,-0.029893,-0.042513,0.0098207,0.00083072
"M238.069T801.926",0.0233,-0.023904,-0.0083397,-0.013992,0.013069,-0.012375,-0.0076946,-0.013561,-0.021729,0.0058983,-0.00035191,-0.030397,0.020538,-0.0007546
"M631.775T322.539",0.023036,0.0050538,-0.015935,-0.0073365,0.013469,-0.014058,0.013628,0.0039168,-0.02675,-0.00067275,0.030822,-0.046632,-0.015867,-0.0013458
"M737.927T1007.192",0.015808,-0.01427,0.012824,-0.066478,-0.0075558,-0.018275,-0.044789,0.03351,-0.011019,0.035438,-0.0010272,-0.0010418,-0.0014978,0.0040603
"M755.7T809.167",0.01925,0.0041268,0.023288,0.0054079,0.016611,-0.053932,0.024742,-0.0096046,-0.0044138,-0.011119,0.024422,0.11058,-0.083945,-0.0048845
"M819.351T968.448",0.031198,0.025513,-0.034875,-0.0020159,0.0052484,0.01578,-0.00029473,-0.0030682,-0.0099959,-0.020897,-0.0027197,0.0063678,-0.0050855,-0.0020442
"M338.919T65.205",0.016498,0.0075643,0.0068353,0.015282,-0.0065316,-0.013476,-0.0071075,-0.020129,0.007677,-0.026118,0.011184,-0.010799,0.0077841,-0.0010884
"M418.896T66.885",0.020219,-0.00697,0.020554,0.018156,-0.019543,-0.0012153,-0.016951,0.01252,-0.0070825,-0.012965,-0.0039395,0.0096224,0.0044088,-0.00074753
"M875.185T822.717",0.028387,0.0076152,-0.0038425,-0.016505,-0.01691,-0.041766,0.012218,-0.038146,-0.012219,-0.0219,-0.0057275,0.043988,-0.062284,-0.00095336
"M873.6T939.438",0.028573,0.028638,-0.034346,-0.011937,0.016293,0.0058919,0.012031,0.010313,-0.031404,0.0049062,-0.012356,-0.0025902,-0.016821,-0.0016107
"M231.895T92.025",0.017121,-0.037797,0.0078013,0.012927,-0.0059939,-0.00031556,-0.0090748,0.00049373,-0.010907,-0.012007,-0.0018774,0.0067451,0.0057341,0.0012292
"M601.138T88.174",0.021394,-0.0022673,0.0059825,-0.033156,0.020353,0.018875,0.017687,-0.012019,-0.0053365,-0.017172,0.0088004,0.0046167,0.021764,0.0005725
"M455.265T1063.258",0.024209,-0.009726,-0.0052205,-0.0094091,0.012395,0.0087416,-0.0023426,-0.01051,-0.023121,-0.0044662,-0.019429,0.0025766,0.0014744,0.00092558
"M347.091T1147.321",0.020774,-0.018712,0.015178,-0.0018498,-0.049752,0.069879,-0.031047,0.047145,-0.028591,-0.056833,-0.0061311,0.020134,0.0060139,-0.00027877
"M427.009T107.872",0.023033,-0.01338,0.0022253,0.010785,-0.011806,-0.00047164,0.00097058,0.00020139,-0.0092964,-0.0060993,0.00058446,0.010604,0.012224,0.00035492
"M699.093T985.159",0.030926,0.018893,-0.0071363,-0.011558,0.0021905,0.0060053,-0.0090918,0.005519,-0.020265,0.018619,0.025692,-0.03188,0.016946,0.0034928
"M243.065T108.531",0.021666,-0.013293,0.011859,-0.0066946,-0.003022,-0.011403,-0.0012176,-0.0060553,-0.0036152,0.0038763,-0.013397,-0.0013679,0.0015467,0.00089108
"M1231.291T836.99",0.010188,0.016091,-0.015006,-0.031695,-0.0090302,-0.076106,0.035621,-0.013897,-0.084675,0.025899,-0.074598,0.022491,-0.074026,0.0025302
"M974.806T67.938",-0.0082392,0.054251,0.047368,0.0093284,-0.0021334,-0.010791,-0.020079,0.00069798,-0.0072135,-0.00077594,-0.028637,-0.020648,0.00081281,-0.0029343
"M1079.633T1147.237",0.021203,-0.027254,-0.00099294,-0.00063064,-0.031515,0.073428,-0.03583,0.055656,-0.016823,-0.037597,-0.046742,0.039629,0.043169,0.0025986
"M741.841T67.938",0.016515,0.0097684,0.022492,0.0033358,-0.0049672,0.0070933,-0.015631,-0.0030139,-0.0056853,0.00024943,0.017623,-0.0050887,0.0080025,-0.0014586
"M409.172T733.287",0.024549,0.0099612,0.011576,-0.006955,-0.019223,-0.0023193,-0.0078402,0.0033852,0.022267,-0.01778,-0.0052651,0.0078353,-0.034934,0.0024074
"M469.019T418.674",0.023315,-0.016962,-0.059191,0.017031,-0.03726,-0.0067917,-0.0065327,-0.025089,0.022183,0.0084923,-0.030253,0.0082496,-0.008733,0.0031652
"M434.065T1584.432",0.023673,-0.011899,0.018732,-0.0031414,-4.7871e-05,0.0054591,-0.0001072,0.0034429,-0.0033408,-0.0011648,-0.0078432,0.0039941,0.0038441,0.0006149
"M559.111T412.291",0.025607,0.008559,0.015691,-0.028749,-0.0001878,0.00014884,0.032615,-0.038695,0.047325,0.005711,-0.03057,0.065336,-0.046337,-0.0018301
"M265.4T1577.206",0.025653,-0.0027664,0.025877,0.002017,0.0088975,0.020043,-0.0093104,0.039862,-0.013585,-0.027375,0.0043305,-0.0059771,0.0067792,-0.0015261
"M775.809T66.684",-0.0089389,0.049672,0.020352,-0.02565,-0.012491,-0.020153,-0.021266,0.025628,0.023238,-0.0053774,-0.0089127,0.01892,0.0087639,0.0011012
"M723.231T1108.539",0.0092438,0.0022699,-0.009575,-0.081504,0.0046739,-0.060677,-0.009595,0.0068075,0.030707,-0.070056,-0.058613,-0.06257,-0.022888,0.0054459
"M435.959T107.38",0.024119,-0.0033015,0.0077557,0.022651,-0.027211,-0.021653,-0.0010021,-0.0024534,-0.00023813,0.0021893,-6.2681e-05,-0.0016282,0.02101,-0.00030223
"M676.309T1245.665",0.027225,0.012537,-0.0063048,-0.0046659,0.015196,-0.0062495,-0.0019673,0.0079307,-0.019555,-0.016963,-0.0079939,0.0066356,-0.00087683,-0.0006981
"M338.162T1582.434",0.023167,-0.01442,0.02132,0.00039727,0.0050157,-0.0017108,0.0096545,0.0025875,-0.0098016,-0.00056367,-0.00078288,-0.008472,-0.0080659,0.00056437
"M265.261T1518.666",0.019951,-0.0079395,0.012909,-0.0088775,0.0048734,-0.0075802,-0.00031535,0.0088054,-0.015503,-0.0083698,-0.011965,0.0062245,0.0040457,-0.00085152
"M339.058T415.891",0.024218,-0.0014326,-0.024089,-0.023991,-0.01344,0.0064207,0.013669,-0.022891,-0.0042854,0.018269,-0.031009,0.018523,0.018971,-0.0010736
"M785.833T68.422",0.016805,0.019618,0.033905,-0.017785,-0.018721,-0.022508,-0.0077985,0.020074,-0.0091009,-0.01631,0.0013273,0.013065,0.016125,-0.0025482
"M802.832T67.494",-0.0039889,0.044694,0.026617,-0.02272,0.0080919,-0.034943,-0.036469,0.045181,0.016512,-0.018968,-0.0097667,0.0056231,-0.0089965,-0.0018643
"M406.181T1223.783",0.0098223,-0.033357,-0.010798,-0.0202,0.0074531,-0.041718,-0.019927,-0.0080051,-0.024096,0.02419,-0.050742,0.03157,-0.067097,0.0031114
"M191.27T107.073",0.024247,0.0019829,-0.0030996,0.015457,-0.019904,-0.0091965,-0.015453,0.0038063,0.0032264,-0.0094157,-0.008247,0.0062169,0.016489,-0.00082261
"M426.969T1294.755",0.0050409,-0.0085999,0.0099771,0.042946,0.012298,0.02425,-0.073074,0.012943,0.047504,-0.02809,-0.0069876,0.095639,0.059473,0.0028899
"M829.848T69.273",-0.012429,0.034795,0.0042466,-0.051657,-0.049339,-0.02004,-0.036536,-0.0099628,0.021965,-0.0057858,0.017791,0.0089414,0.016719,0.0019895
"M532.87T67.202",-0.017869,0.040218,0.020966,0.021439,0.00091371,0.0093203,-0.049385,0.01621,0.001863,0.040612,-0.018518,-0.031869,-0.0037354,-0.0014491
"M391.286T1178.675",0.01856,-0.033771,-0.012759,0.0043214,0.020598,-0.005677,-0.043038,-0.027709,0.0018269,-0.010475,0.030795,0.021618,0.096321,0.00077803
"M308.078T802.991",0.021598,-0.016996,-0.0015481,-0.029445,-0.025437,0.011448,0.061473,0.027643,0.032565,0.067636,0.012448,-0.015506,-0.029071,-0.00145
"M448.965T106.062",0.023433,-0.01222,0.0034173,0.021332,-0.01787,-0.0099725,-0.0043346,0.014547,0.0014082,0.0016459,0.00033325,-0.012619,-0.0055867,0.00058113
"M1354.628T902.5",0.023881,0.023621,-0.011911,-0.018397,0.0023067,0.007583,0.01512,0.034291,0.024006,0.010678,-0.00050777,0.012837,-0.0072186,-0.00211
"M241.108T881.116",0.012111,0.041263,-0.023898,-0.05236,0.0049752,0.015908,-0.068247,0.0049209,0.034079,-0.038988,0.022178,0.038952,-0.014117,-0.0011176
"M325.269T1475.841",0.023455,-0.010144,0.003353,-0.025363,-0.02082,0.028028,0.0085017,-0.016441,0.011783,-0.019474,0.032604,0.031183,0.035817,-0.0034223
"M614.37T886.617",0.024982,-0.0095719,0.017008,0.002472,0.0068684,0.021692,-0.019817,-0.020556,-0.021741,0.021763,0.031315,-0.015575,0.021093,-0.0011327
"M846.859T69.273",-0.0063652,0.035036,0.0055034,-0.052452,-0.063938,-0.030471,-0.033465,0.015169,0.026462,-0.012933,0.001253,0.0023967,0.016481,-0.0022182
"M418.894T1736.453",0.022451,-0.013614,0.007291,0.0007835,0.00035884,-0.0086759,0.011318,0.0087865,-9.5988e-05,0.037644,-0.014231,0.0096598,-0.016401,-0.00065476
"M265.462T1590.804",0.023765,-0.011599,0.026282,-0.0046132,-0.0072133,0.016914,0.0059776,-0.011152,-0.011183,0.0079502,0.00059005,0.012188,-0.00047323,-0.0011163
"M774.807T67.494",-0.017185,0.05691,0.028013,0.011022,-0.0032063,0.0041492,-0.027246,-0.014446,0.001287,0.015382,-0.015899,-0.02319,0.015331,-0.00044288
"M562.892T1151.046",0.021126,-0.022093,-0.0044484,-0.017821,-0.020122,0.0076242,-0.0066301,-0.019007,0.0025496,-0.0086029,-0.022359,-0.012848,0.0025093,-0.0018763
"M562.689T1149.325",0.021083,-0.01451,-0.027367,-0.0046792,0.020062,0.020764,0.010377,-0.0050697,-0.045459,-0.046347,-0.031537,0.0071752,0.036047,-0.0014626
"M544.856T67.188",0.019973,-0.015619,0.017979,0.0077961,-0.016961,-0.00097217,-0.015433,0.01848,0.0056538,-0.0098723,0.00069155,-0.0014159,0.051067,-6.5357e-05
"M426.107T1196.658",0.019289,-0.011417,0.025425,0.0065401,-0.014793,-0.0097446,-0.0023659,-0.0075165,0.011281,-0.012661,-0.04666,-0.041511,-0.031405,0.00075923
"M319.076T917.392",0.020685,-0.012019,-0.029348,-0.017899,-0.047448,-0.0019555,0.023693,0.048382,0.0057406,0.012137,-0.024687,0.015131,-0.0018249,-0.0021212
"M472.92T68.092",-0.017592,0.028957,0.037883,-0.013414,-0.026915,0.00095122,-0.011595,0.012976,0.021332,0.0037948,-0.016195,-0.0031155,0.017162,-0.00052012
"M614.334T1180.618",0.02275,-0.017327,0.0059912,-0.041761,0.0031253,-0.0063013,-0.013541,0.0064148,-0.032173,0.032681,-0.016982,0.0046302,-0.0090663,0.00024694
"M445.18T1041.889",0.019179,-0.01685,0.015253,-0.015289,-0.036956,0.07548,-0.014894,0.017069,-0.018311,-0.039443,-0.0063636,-0.0032047,0.016081,-0.0018677
"M405.167T106.416",0.023992,-0.010153,0.010325,0.015846,-0.026207,0.014355,-0.019456,-0.0050964,-0.048766,-0.029647,-0.012035,0.017671,-0.01152,-0.00025039
"M984.8T68.139",-0.0059674,0.042668,0.013719,-0.044472,-0.038955,-0.030067,-0.041007,0.0028941,0.02308,-0.032192,-0.034757,0.0046584,0.0096382,0.0021105
"M445.095T115.802",0.02312,0.0051744,0.004767,0.015885,0.0042254,0.016676,0.0017894,0.0053544,-0.012009,-0.002299,0.0092377,0.005519,0.0017714,-0.00086065
"M677.817T66.684",0.012581,0.0073748,0.020293,-0.019352,-0.013002,-0.012218,-0.036142,0.0098601,-0.018478,0.020975,0.0029226,-0.0086695,0.0028991,-0.0011586
"M554.292T1585.444",0.028435,-0.014599,0.041852,-0.015184,0.0092845,0.034949,0.0025788,0.019053,0.0037891,0.0032256,-0.079684,0.05122,-0.0036959,0.0036321
"M505.902T66.721",-0.015881,0.053016,0.024255,-0.0088572,-0.020736,-0.0054603,-0.041265,0.0053831,0.018884,-0.0044135,-0.025652,0.018399,0.017955,0.0033192
"M408.955T91.269",0.021557,-0.015022,0.003301,0.0085677,-0.0051619,-0.02516,-0.0045732,0.0033436,0.022026,0.0010714,0.00011866,0.0076715,-0.016807,0.00010778
"M330.844T95.905",0.018813,-0.0089744,0.0012522,0.031966,-0.03078,-0.030828,-0.035018,-0.0089286,-0.026519,0.0094722,0.013457,0.0075545,0.020509,-0.00035959
"M338.938T105.668",0.021041,0.00018329,0.012441,-0.0059497,-0.0038275,-0.0098619,0.011491,-0.0016314,0.028677,0.0024152,0.012151,0.0096778,0.045514,-0.0016006
"M579.286T1254.853",0.012377,-0.04072,-0.028791,-0.045992,0.032894,0.01403,0.0047141,-0.023038,0.0047058,-0.030797,-0.0047828,0.0027792,0.028157,-0.00048464
"M657.832T67.374",0.01325,0.0090708,0.015083,-0.017916,-0.002551,-0.012688,-0.02388,-0.0031376,0.0029574,0.008884,0.0019122,0.0052372,0.0066754,0.0032638
"M885.822T66.912",-0.0022434,0.063343,0.014064,-0.020562,-0.0077336,-0.014311,-0.0012816,0.0066843,0.017828,-0.012989,-0.018667,0.0065491,0.0061926,-0.00033576
"M309.465T1630.61",0.022495,-0.01351,0.016358,0.0024316,-0.0014726,-0.0080878,-0.00064302,0.0043887,-0.0041901,0.00044414,0.0060428,-0.0086353,-0.0045512,0.0019103
"M186.965T89.822",0.014219,-0.046719,-0.031922,0.028617,-0.012724,-0.009863,-0.017101,-0.0082006,0.017489,-0.022899,-0.022546,0.0079377,-0.0047063,0.0025269
