"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14"
"M449.202T630.506",0.023138,0.0021329,0.0073658,0.0097855,-0.018436,0.03052,-0.0090948,0.0095239,0.00093061,-0.017145,-0.011795,0.010304,-0.0060599,-0.0018457
"M677.403T1190.152",0.020854,-0.028523,-0.0038325,-0.010539,0.019204,0.019822,-0.012474,-0.021407,0.022931,-0.0050716,0.0053733,-0.013883,-0.0031569,-0.0012651
"M437.065T776.272",0.021941,-0.004598,0.013813,0.0084562,-0.0045892,-0.011781,0.0057032,-0.0041184,-0.0037439,-0.018522,-0.0011072,0.012768,-0.014474,0.0034292
"M268.959T125.12",0.024079,-0.0058892,0.017221,0.0030651,0.011002,-0.0070185,0.0021885,-0.014128,0.00943,0.0056345,0.019439,-0.0031512,-0.0088149,0.0020935
"M551.272T837.928",0.018959,-0.0041063,0.008139,0.0053131,-0.0042571,0.01895,0.021853,0.0092527,0.034035,-0.020211,-0.018762,0.0070083,0.011219,0.0024212
"M267.4T1582.439",0.022007,-0.011725,0.023358,0.00059302,-0.0029253,0.021956,-0.0083289,-0.011094,-0.011009,-0.0026114,-0.0085238,0.0094542,-0.0032884,0.0012549
"M456.197T892.811",0.021254,0.012125,0.0043832,0.0028666,-0.021727,0.0034926,0.010264,0.011776,0.018002,-0.0095925,0.010744,-0.0077697,-0.0026683,-0.0020945
"M783.304T1161.409",0.02002,-0.038187,0.02254,-0.016489,0.01204,0.011652,-0.016643,0.025882,-0.0098666,-0.0039642,-0.010558,-0.028795,-0.018406,0.003615
"M489.125T757.244",0.022463,-0.002407,0.011617,0.0044816,-0.0092318,-0.001148,-0.01316,0.0098546,-0.00085033,-0.012948,-0.021472,-0.012474,-0.016411,-0.00057041
"M309.61T1127.503",0.023321,-0.015634,-0.005686,-0.0061048,0.0035642,0.0076533,-0.0011183,-0.025113,-0.0097882,-0.0023894,-0.0042431,-0.0098016,-0.0040718,0.0030831
"M356.995T88.504",0.024165,-0.0032655,-0.0017695,0.0023558,-0.00354,0.018711,0.0021032,0.012868,-0.0021145,-0.036288,0.018134,-0.01658,-0.022251,-0.0017072
"M391.157T830.263",0.023289,0.0025587,0.010078,0.0097684,-0.020623,0.034087,-0.0064111,-0.015744,0.010722,-0.015562,0.0041293,0.0012784,0.012148,-0.0011003
"M653.954T320.858",0.026072,0.0085263,0.00067475,0.0061642,0.0017985,-0.0066409,-0.0062177,0.0012684,-0.0061612,0.0013072,-0.0028705,-0.015411,0.0059524,0.00049537
"M515.013T86.132",0.011929,-0.02515,-0.015297,-0.063663,0.057127,0.053973,0.048993,-0.062911,0.038626,-0.03888,0.054382,-0.0063555,0.057838,-0.00056831
"M567.778T908.116",0.019912,0.002056,0.0055136,-0.012732,-0.0093006,-0.0073127,-0.0093689,0.015419,-0.0026357,0.026783,0.0022369,-0.011249,0.029045,0.0021231
"M559.667T1200.71",0.014291,-0.025942,0.010176,-0.0071234,-0.024218,0.001231,0.00068592,0.011766,0.001522,0.060722,-0.022703,0.038493,-0.014465,0.0033813
"M426.969T90.522",0.013707,-0.032027,0.028443,-0.0056669,-0.0091586,0.0048767,0.025508,0.0015854,0.014994,-0.0084521,-0.00588,0.022949,0.010585,-0.0013243
"M455.193T892.238",0.02061,0.010372,0.010672,0.0024584,-0.0068149,0.0033396,0.017219,0.0034835,0.049901,0.026601,0.0064954,0.021537,0.00467,0.0017462
"M463.049T87.708",0.021095,-0.016849,-0.0054737,0.0032236,-0.0034412,-0.0062998,-0.0099476,-0.012388,0.0041629,0.0085767,0.0059895,0.0018857,-0.0054111,-0.00061603
"M651.363T1268.695",0.019386,-0.026162,0.014289,-0.031577,0.0055077,0.0076762,-0.01835,0.004476,0.040303,-0.0018459,0.0038651,0.023269,0.0043662,-0.0016502
"M625.144T814.498",0.022822,-0.01794,-0.02938,-0.0023699,-0.025167,-0.0099906,-0.014483,0.010222,0.022522,-0.033929,0.0072664,-0.028201,-0.01601,0.0028027
"M378.609T1368.205",0.019229,-0.035793,-0.0011573,-0.013624,0.010168,0.004175,-0.012398,-0.019045,0.008785,-0.00065347,0.00060707,-0.0079024,0.0058943,0.0024757
"M1255.613T888.434",0.023054,0.0045014,-0.012547,-0.00050418,0.017634,-0.015229,0.018865,0.014811,0.016483,-0.0044395,0.0072492,0.010512,0.024933,0.0016768
"M953.506T1151.909",0.019575,0.0016759,0.024075,0.016267,-0.01261,0.021823,0.018624,0.014508,-0.00013801,-0.018537,-0.0098065,-0.0025365,-0.012889,-0.002219
"M689.274T1192.785",0.022868,-0.0073302,0.017562,0.0054633,-0.0040254,-0.037,-0.0088004,0.008287,0.014479,0.00064647,0.018482,-0.0052253,0.001949,0.00087805
"M701.195T940.853",0.023285,0.0069601,0.007613,-0.0081796,0.0045915,0.015627,-0.0011977,0.0027878,0.0031339,0.0044636,-0.0042109,0.022467,0.021819,-0.0028644
"M609.669T833.529",0.018279,-0.019753,0.0083139,-0.032705,0.032972,0.0044635,0.0028912,-0.024684,0.0674,-0.018082,0.021144,0.0097811,-0.016415,-0.0035134
"M481.1T876.627",0.01561,-0.024147,0.0092429,-0.017272,0.011335,0.027033,0.038217,-0.0038791,0.036135,-0.016637,-0.0040442,-0.0024667,0.019882,-0.0045251
"M573.017T749.518",0.021044,-0.014158,0.01608,-0.011277,0.020757,-0.028049,0.011827,0.01287,-0.0023587,-0.016559,-0.0070855,-0.028588,-0.0014159,0.00027876
"M587.201T848.147",0.029279,0.028022,-0.014317,0.0019131,0.02862,0.0064084,-0.02141,0.014345,-0.014327,-0.0035809,0.013273,-0.020143,-0.0091859,-0.0020936
"M429.419T313.767",0.025404,-0.0019617,0.0077683,-0.0018718,0.008852,0.00503,-0.022848,0.013286,-0.0080635,0.010649,0.010087,0.018062,-0.0055198,0.0011704
"M1223.501T894.767",0.02676,-0.0032214,0.022439,0.0012363,0.030977,-0.016794,0.0052375,0.0047661,0.019113,-0.0022918,-0.0072081,0.019669,-0.0084545,-0.00049696
"M1014.419T974.744",0.032255,0.0328,-0.009878,-0.013379,-0.014399,0.0622,0.0044938,-0.021523,0.0096371,0.023316,0.022829,-0.00014407,0.0041888,-0.0013798
"M294.469T1200.672",0.022762,-0.022177,0.011429,-0.0026153,0.0085214,0.018035,-0.020542,-0.0045045,0.0035222,0.001265,-0.0088845,-0.00026256,0.017667,-4.6987e-05
"M1094.116T900.295",0.025782,0.0034839,0.043134,0.033707,-0.0061337,0.083638,0.0068154,0.0054054,-0.031638,-0.0080424,-0.016134,0.019746,0.0091889,-0.0029222
"M383.555T317.319",0.025325,-0.0022903,0.0050682,-0.0071141,0.016519,0.0094192,-0.011963,-0.0059398,0.032916,-0.0028454,0.028423,0.0020796,-0.0023546,0.00054897
"M1074.289T1194.304",0.022953,-0.0024636,0.024821,-0.0022784,0.01565,-0.0018785,0.0044167,0.020258,0.10381,-0.010192,0.057827,0.017435,0.12361,-0.0019059
"M743.208T992.462",0.018222,0.0017418,0.0070829,-0.013429,0.025124,0.01017,0.033223,0.01146,0.0025691,0.0084354,0.019078,0.021314,0.031396,-0.00144
"M1305.428T315.265",0.025104,0.048778,-0.020223,0.0075294,0.034208,-0.012209,-0.0045877,-0.0066626,-0.0020448,-0.0029284,-0.00013497,0.0096908,-0.001529,-0.0010476
"M354.305T750.63",0.013696,-0.037216,0.021055,0.053007,-0.019932,-0.015129,-0.039818,0.018094,-0.0461,-0.067448,-0.029066,-0.061467,-0.039915,0.00059937
"M593.857T757.673",0.019103,-0.0096072,0.023582,-0.0077016,-0.028646,-0.0068458,0.017967,0.012454,-0.010607,-0.017675,0.025468,-0.0076812,-0.0025654,-0.0033491
"M569.35T895.921",0.026387,-0.0057126,0.016431,0.00029411,0.016201,-0.021356,0.010192,0.013053,0.0042154,0.0020478,-0.012954,-0.000612,0.0066656,-0.00075946
"M423.224T921.021",0.021157,-0.012181,0.0062093,0.017703,-0.0042162,0.0050122,-0.016878,-0.0070524,0.00855,0.0087081,2.9584e-06,-0.012172,0.0033129,0.0055081
"M325.2T1323.486",0.021082,-0.016521,0.015338,0.011315,-0.005008,-0.011401,0.0076444,-0.00035572,0.0017236,0.0036396,0.0089138,-0.008736,0.0041702,-0.0016403
"M417.058T1084.972",0.0049039,-0.0098992,0.027612,0.053321,0.010682,0.11839,-0.040537,0.026886,-0.024956,-0.032089,0.019119,-0.035975,0.029867,-0.0051511
"M269.103T792.774",0.026345,0.0088495,0.024464,0.00027656,-0.030628,-0.014407,-0.0035767,-0.050697,-0.017109,0.043097,-0.0015401,-0.020488,0.021126,0.00055345
"M637.025T106.841",0.025934,-0.001534,0.0038812,0.01877,-0.00079079,0.0016767,0.0045283,0.0092867,-0.0039943,-0.0027835,-0.0081927,0.00094471,0.0066475,-0.0029761
"M696.291T1183.733",0.022704,-0.00042277,0.0151,0.0099469,-0.0009663,-0.0094142,0.0086312,0.0049463,0.0077274,-0.0074829,0.021489,0.0067745,0.0073038,0.0023103
"M334.932T113.331",0.021044,-0.006734,0.014879,0.0037991,-0.0014899,-0.0038457,0.0060633,-0.0063088,0.010488,0.0092475,0.015909,-0.0027108,0.0064185,0.00043276
"M433.784T801.352",0.023514,0.0042679,0.010682,0.02267,-0.012009,-0.0081829,-0.00028467,-0.012617,0.014699,0.0029593,-0.011862,-0.0064307,0.011061,-0.00079343
"M1197.053T906.963",0.012495,0.041891,-0.011128,-0.054515,0.029815,-0.0086036,-0.04028,0.055104,0.042304,0.0040183,0.0079025,0.0064036,0.0071836,3.4564e-05
"M1048.557T894.929",0.02494,-0.0024153,0.025584,0.010129,0.015252,-0.013334,0.0084394,0.011849,0.0094236,0.0098958,-0.00069328,-0.0095973,-0.0018181,-0.003073
"M1029.626T1193.853",0.019231,-0.02164,0.010846,-0.014142,0.0059837,-0.0082486,-0.026635,-0.020446,0.023465,0.0037649,0.017923,-0.0052992,0.013664,0.00028603
"M295.104T156.471",0.022671,-0.0071012,0.013007,-0.003063,0.0090076,-0.0034848,0.0058369,-0.0042767,0.012714,-0.0057719,0.0014665,0.0041276,0.0089473,-0.00079087
"M709.191T748.676",0.016041,-0.0049414,0.022698,-0.024877,0.027831,-0.046871,0.023325,0.024361,-0.0031628,-0.028983,-0.0064874,-0.028514,-0.010884,0.0018145
"M692.265T869.57",0.029027,0.01801,-0.01475,0.0099057,0.01981,0.012152,0.0038743,-0.017944,-0.011887,-0.0083684,-0.0043066,-0.013441,-0.0076805,-0.00044645
"M354.093T750.969",0.019123,-0.01233,0.018855,-0.013167,0.022521,-0.042826,0.0086741,0.019429,-0.010855,-0.021029,-0.01333,-0.029857,-0.01089,0.00013556
"M339.098T806.181",0.015952,-0.010811,0.051898,0.029474,0.012766,-0.069065,0.0283,-0.021722,0.017836,-0.039601,-0.036871,0.058341,0.033062,0.0016426
"M377.472T1369.598",0.014398,-0.033553,0.0045706,-0.0035144,0.021826,-0.014417,-0.022145,-0.016704,-0.0041783,-0.0016601,0.013415,0.051742,0.0036289,0.0028159
"M398.263T1317.762",0.019022,-0.0032872,0.035939,-0.0051441,0.0024197,-0.016011,0.0086988,-0.0036468,0.0010394,-0.0099664,0.018306,0.016294,-0.013579,0.0022121
"M1095.152T896.897",0.013743,0.011982,0.059734,0.04668,0.041745,0.052411,-0.020239,-0.014497,-0.03916,0.026572,-0.047484,-0.02712,0.011914,0.0050092
"M278.88T96.95",0.014929,0.020761,0.011038,-1.1402e-05,-0.019107,-0.024097,0.00098321,-0.014191,0.033546,0.044833,-0.0017198,-0.072211,-0.04711,-0.00096495
"M309.206T1205.9",0.022427,-0.0091769,0.0061527,0.0052496,0.013467,0.026137,-0.014276,-0.0012709,0.010808,-0.015079,-0.021402,-0.019057,-0.0062212,0.0030678
"M623.347T1299.275",0.022469,-0.011683,-0.014667,0.0018889,0.017496,0.0055728,-0.013265,-0.011586,-0.011826,0.0061174,-0.010022,0.0074292,-0.012917,0.0025613
"M1351.748T1120.178",0.025433,-0.018014,0.0041353,-0.050545,-0.018094,0.020233,0.032067,0.013416,-0.017743,0.062969,-0.0091147,0.0097264,0.018293,-0.00062843
"M807.166T938.699",0.0209,0.028142,-0.022462,-0.006365,-0.0075329,0.0098799,-0.037805,0.0020318,-0.011572,0.012917,0.0052862,-0.021621,-0.016728,0.0025795
"M653.828T318.352",0.02623,0.014768,-0.006137,0.0053265,0.016842,-0.003663,-0.0080708,0.0061513,-0.0053282,-0.011028,-0.0018989,0.0014496,-0.003384,-0.0014109
"M1103.415T879.391",0.025401,0.027619,-0.017303,0.0051516,-0.011453,0.011894,-0.0077947,0.0094819,0.01069,0.012736,0.0042849,-0.0086163,0.0004187,-0.0034807
"M997.975T1403.846",0.019685,-0.010696,0.0139,0.019936,-0.0014384,0.0039821,-0.0065623,-0.016632,0.019061,0.0046968,0.0090204,-0.0093656,0.0017069,-0.0022119
"M355.571T782.72",0.020275,0.010849,0.0010426,-0.012311,-0.024687,0.012708,0.041761,-0.061076,-0.0029019,0.0072066,0.0019866,-0.012733,-0.006906,0.00070577
"M399.202T993.604",0.022633,0.024865,-0.013897,0.010063,-0.0035844,-0.042728,-0.024572,0.0068775,0.0097434,0.023624,0.0043983,-0.012873,-0.0064874,0.0014877
"M1455.479T315.262",0.020833,0.052541,-0.015227,0.0071277,0.025586,-0.021729,0.007263,-0.026197,-0.0026856,0.0027338,0.0040224,0.035444,-0.0043203,-0.00054945
"M633.572T315.643",0.026774,0.028225,-0.003081,0.0067314,0.03027,-0.010804,-0.0088726,0.01294,-0.010149,-0.0050978,-0.0024596,0.027742,0.014928,0.00033874
"M1039.403T917.165",0.028426,0.022402,-0.017725,0.0089827,-0.0020797,0.016876,0.0050522,-0.00167,-0.0010364,0.011627,0.0043534,-0.0029901,-0.012928,0.0015935
"M349.186T846.471",0.02001,0.0096228,0.024651,0.0081312,-0.0085069,0.017752,-0.021049,0.018423,-0.024706,0.014355,0.030772,-0.016784,-0.0042386,-0.00047773
"M1037.324T316.098",0.029605,0.043779,-0.023293,0.001608,0.038288,-0.0075701,-0.012422,0.0092257,-0.010304,-0.0077809,0.004327,0.0034238,-0.0080489,-0.0041519
"M609.264T1288.916",0.015357,-0.021025,0.0026853,0.0043997,0.028747,0.024224,-0.030658,-0.026154,-0.018649,0.024302,-0.0068078,-0.0016643,-0.018668,-0.0027588
"M509.218T928.864",0.02302,0.00094234,0.0019896,0.010756,-0.0092906,0.0054999,-0.0060428,-0.014181,0.0072044,-0.01356,-0.0060978,0.019088,-0.00051887,-0.00094957
"M1308.415T315.705",0.025163,0.045196,-0.018642,0.0046857,0.031047,-0.013961,-0.00028657,0.0045686,-0.0020839,0.0025212,0.0037748,0.013493,0.012311,0.002228
"M353.461T751.667",0.022872,-0.019204,0.020421,-0.0065571,0.0066053,-0.024022,-0.01204,0.017744,-0.021042,-0.020318,-0.035935,-0.031715,-0.013952,-0.00090648
"M1048.594T1092.833",0.02235,0.012086,0.021849,0.028324,0.013705,0.023057,-0.0068147,0.011705,0.0086955,0.0071495,-0.022521,-0.0037315,0.0064811,-8.9774e-05
"M311.186T1077.614",0.014202,-0.026893,0.0022464,0.0032917,0.015342,0.0083744,-0.032001,-0.016492,-0.021664,-0.016227,-0.0035799,-0.026949,-0.0062512,0.0027398
"M969.321T316.442",0.026492,0.043693,-0.018258,0.0068007,0.031077,-0.016264,0.0010972,0.007429,-0.0041449,-0.0090829,0.011447,-0.0070204,-0.012241,0.00015569
"M1142.614T1193.858",0.020362,-0.011272,0.013148,-0.0081674,-0.0041095,-0.0047039,-0.016388,-0.021019,0.035847,-0.013693,0.02854,-0.0048263,0.024419,-0.0026751
"M333.083T110.42",0.020857,-0.0030715,0.011717,-0.0016241,0.0049857,-0.0028746,0.014073,-0.01015,0.022128,-0.0052623,-0.024404,0.062652,0.033089,-0.0019285
"M1285.448T316.362",0.024209,0.049751,-0.021801,0.006031,0.031803,-0.014188,-0.00035137,-0.0077887,-0.00028537,-0.0024649,-0.0049686,0.014464,-0.010011,-0.0011466
"M813.108T834.298",0.026466,0.017898,-0.018805,-0.015528,-0.0045657,0.0028937,0.016554,-0.020262,0.00019061,-0.007125,0.030728,-0.0025972,0.0036803,0.0018638
"M1063.398T908.83",0.024402,0.032511,-0.022316,-0.0012376,-0.016986,0.013391,-0.016448,0.028085,-0.0085485,0.018993,0.015241,-0.019783,0.0045515,-0.0018479
"M969.813T316.499",0.025566,0.034843,-0.014193,0.011474,0.033735,-0.013648,0.0026618,-0.0073059,-0.00084177,-0.010218,0.014263,0.030348,-0.0088213,-0.00073203
"M791.126T833.266",0.026121,0.019942,-0.013879,-0.0049597,0.013127,-0.021221,-0.010756,-0.028568,0.0033087,-0.011785,0.042163,-0.0094561,-0.018553,0.0012507
"M1192.252T906.01",0.0095829,0.042953,0.0017297,-0.05682,-0.065687,0.017264,-0.023092,-0.020798,-0.002719,0.013403,-0.0045192,0.014001,-0.022374,0.0015261
"M361.512T316.902",0.025437,0.0071602,0.0057756,0.0050975,0.015088,-0.0048328,-0.012919,-0.0010104,-0.02107,0.017154,0.010598,0.002438,0.0096638,0.00033303
"M459.959T106.348",0.021336,-0.0085588,-0.00078271,0.01771,0.010852,0.0096202,0.024869,0.022948,0.00064951,-0.0061564,-0.010427,-0.00065467,-0.0055161,-0.0023591
"M485.178T783.442",0.020084,0.0059979,0.0042252,-0.010907,-0.022939,0.010647,0.020655,-0.013259,0.0078463,-0.0030924,-0.030052,-0.030445,0.01416,0.0024362
"M449.205T834.832",0.027345,0.01353,0.0023125,-0.0010245,0.012374,-0.0003798,-0.0030472,-0.013483,0.0081796,0.0123,-0.0004883,-0.0073753,-0.0059997,-0.00099298
"M371.133T805.134",0.023236,0.0083556,-0.0013232,0.013054,-0.014784,-0.023236,0.0056382,-0.028646,0.015331,0.0131,-0.012245,0.0040313,-0.0088559,0.00042654
"M254.892T96.705",0.013573,-0.029833,0.031053,0.0002178,-0.0019351,0.0010736,-0.011553,0.015343,-0.11489,-0.045347,0.021812,0.09466,0.089682,0.0052639
"M439.083T756.683",0.02303,0.0043254,-0.0066043,0.0078617,-0.0059047,0.018178,-0.002432,-0.017278,0.00036409,0.015567,-0.009488,0.017974,0.020913,0.00074493
"M985.784T316.247",0.026917,0.041602,-0.017784,0.001545,0.030578,-0.0064538,-0.0083563,0.00076731,-0.0033188,-0.014323,0.00054927,0.015903,-0.0047134,-0.0012871
"M479.19T902.518",0.021196,0.0066924,0.0054749,0.0002677,-0.0069805,-0.0098031,-0.010341,0.0046653,0.024166,-0.011065,-0.012263,-0.0014412,0.0026629,0.00040231
"M970.599T316.501",0.027948,0.018616,-0.014373,0.010839,0.021811,0.0048552,-0.031044,0.011021,-0.039658,-0.0087793,-0.0026554,0.0035318,0.0030298,-0.0017533
"M413.081T316.361",0.023044,0.0016495,-0.012136,0.022981,0.011361,-0.012919,0.00066871,-0.016317,-0.007491,-0.0088956,-0.0058008,0.0039376,-0.0053722,-0.0024832
"M417.177T763.775",0.015146,0.0016884,0.0091674,0.012346,0.0067194,-0.050662,0.074717,0.048445,-0.014825,-0.035738,0.05728,-0.072509,0.068947,-0.00022533
"M609.707T835.895",0.021377,-0.010135,0.012133,-0.027012,0.041569,-0.014978,0.0093195,-0.063021,0.02756,-0.02107,0.021795,0.0057071,-0.0059111,0.00039266
"M633.892T311.985",0.026422,0.032611,-0.014038,0.0060144,0.021975,-0.0096276,-0.010844,0.0053748,-0.0050085,0.011717,0.0059236,0.0051992,-0.015324,0.0025623
"M225.002T107.866",0.020662,-0.015026,0.0075728,0.006237,0.00022585,-0.011546,0.012456,-0.00066513,0.0034875,-0.00087908,-0.012057,-0.0015624,0.0037489,-0.00066333
"M593.465T757.874",0.016606,-0.0026023,0.021928,0.0072019,-0.038065,0.004645,0.025943,0.025648,-0.02438,-0.034075,0.0069067,-0.038043,-0.025758,-0.0017159
"M370.139T1432.103",0.021148,-0.028008,-0.00068321,-0.0236,-0.0025563,0.0060834,-0.040267,-0.0088431,-0.012552,0.018472,-0.015863,-0.020813,-0.0050217,-0.0002919
"M547.145T895.878",0.027664,0.0096163,0.017764,-0.003519,0.022968,0.00017926,-0.0036485,0.018324,0.021454,0.016521,-0.004188,0.0055941,-0.011231,-0.0037737
"M947.485T901.595",0.016805,0.01825,0.015617,-0.016796,-0.025204,0.0072629,0.006001,0.011665,0.0059131,0.024173,0.032152,-0.012315,-0.0023428,-0.00080319
"M1013.864T1245.344",0.020178,-0.012794,0.018513,0.018448,0.018749,-0.010177,0.011014,0.014526,-0.00096815,-0.0015402,0.002468,-0.025004,-0.019463,0.0022
"M377.623T1368.205",0.019155,-0.035006,0.0026347,-0.014536,0.010995,0.0008816,-0.021795,-0.018169,-0.010118,0.0055427,-0.002733,-0.0079434,3.5505e-05,-0.0023404
"M399.165T851.906",0.023902,0.013874,0.0054745,0.020235,0.00066395,-0.0026646,0.0062884,0.0079516,-0.0019976,0.010894,-0.0096957,-0.019838,-0.0065799,0.0012625
"M895.304T938.238",0.026907,0.039131,-0.034362,-0.005214,0.011152,0.0088203,-0.012379,0.015486,-0.024055,-0.0086642,-0.006956,-0.022406,0.00056815,-0.0020794
"M1013.474T983.582",0.033075,0.044151,-0.022542,0.014609,0.014476,-0.005099,-0.0061689,0.0023811,-0.010082,0.0048691,0.0033233,-0.011541,-0.028823,-0.0010545
"M445.18T1125.961",0.022727,-0.017104,5.8826e-05,0.0067378,-0.003645,0.020066,-0.0036228,0.0038108,-0.016732,-0.014389,-0.0022974,-0.0091865,-0.013245,-0.0012825
"M753.188T948.401",0.019369,-0.014141,0.015655,0.02177,0.028099,9.9399e-05,0.00066233,0.011534,0.007206,0.014835,0.020443,-0.021879,0.0010673,-0.0009061
"M455.081T744.378",0.021578,-0.002489,-0.014377,0.010477,-0.00026014,-0.0030236,-0.0051461,0.020928,0.0066255,-0.0022086,0.016055,-0.022006,-0.0073917,-0.0024455
"M1455.98T315.74",0.019625,0.052831,-0.011187,0.0091795,0.027991,-0.016043,0.00090914,-0.024745,-0.0024626,0.00026788,-0.0025163,0.032975,-0.00093588,-0.0012878
"M430.136T769.014",0.027409,0.040562,-0.00016732,0.01726,-0.0013191,0.0086169,0.018792,0.0095391,0.015832,-0.0014683,-0.016091,-0.012284,-0.017121,0.00083843
"M590.274T907.848",0.0186,-0.0084161,0.0099544,-0.011553,-0.023582,0.002652,0.0022769,0.037282,-0.022082,0.029006,-0.0012285,-0.0068849,0.027389,0.0041753
"M353.181T807.324",0.022051,0.011741,0.0187,0.016592,-0.003282,-0.001533,-0.0018862,0.0025465,-0.0041146,-0.012349,0.014767,0.0072555,0.015209,-0.00035061
"M456.925T66.979",0.013733,0.004611,0.024821,0.012037,-0.0013681,-0.0034761,0.0071571,-0.021316,-0.012368,-0.0066493,-0.019645,-0.0085917,0.014503,-0.0036114
"M630.668T315.279",0.027111,0.040094,-0.02061,0.0068922,0.024388,-0.017537,-0.011606,0.0068627,-0.0048685,-0.0089439,0.0093564,-0.0035541,-0.0067375,-0.0019873
"M485.127T895.658",0.02501,-0.001481,0.027004,4.8247e-05,0.011282,-0.0049467,0.015517,0.015429,-0.022886,0.0056632,-0.0074867,-0.023353,0.0066118,0.0018166
"M419.115T799.29",0.023532,0.0038485,0.013403,0.0048159,0.0081348,0.00013867,0.018195,0.0043002,0.021042,0.013498,0.029578,0.010352,0.013094,-8.0603e-05
"M1071.041T895.445",0.027994,-0.0061865,0.027641,0.0008782,0.052509,-0.025326,-0.018475,0.019595,-0.011277,0.023874,0.0037513,-0.0019084,0.0091869,0.0069574
"M371.1T817.997",0.017797,0.0064024,0.018982,0.020744,-0.0052226,0.011429,0.019709,-0.018902,0.0018423,0.028103,-0.021083,-0.0094315,-0.0080578,-0.0015511
"M698.988T986.183",0.019668,-0.0074026,0.020643,-0.0027209,-0.0062579,0.011927,0.048052,-0.024196,-0.012185,-0.016996,0.0071255,0.028227,-0.0050965,0.0033336
"M139.002T112.479",0.02171,-0.0023385,0.0093983,0.0076724,0.0088315,-0.0027762,0.0039643,-0.00061144,-0.0049534,0.0062563,0.0043813,0.0072753,-9.5667e-05,0.00066206
"M1095.872T896.96",0.020907,-0.0096199,3.985e-05,0.002369,-0.0059497,-0.022485,-0.021543,-0.011275,-0.0042753,0.014476,0.016016,0.011551,0.0095658,0.0040735
"M957.374T926.518",0.030271,0.03069,-0.020886,0.0016274,0.0014273,0.011188,0.0025248,-0.005306,-0.0041996,-0.0014265,-0.00062048,0.0061675,0.0028691,-0.00011238
"M309.059T866.56",0.012591,-0.017721,0.02991,0.0069828,-0.002892,0.0037316,0.047128,0.015028,-0.010664,-0.0092592,-0.02562,-0.025061,0.017002,-0.0033413
"M753.358T959.856",0.02711,-0.0057726,-0.00093045,-0.043299,-0.0033826,-0.0038683,0.0016434,0.004431,-0.011114,0.010499,0.032675,0.0058285,-0.0072752,-0.0024997
"M451.11T87.035",0.023938,-0.01614,-0.022469,0.017494,0.0052443,-0.0077286,-0.042444,-0.0089425,-0.017412,0.022491,0.015362,0.0029652,-0.0023804,0.0020485
"M429.646T308.971",0.028117,0.03194,-0.015346,0.004855,0.029807,-0.008719,-0.013738,0.0083407,-0.013067,-0.0037344,0.0087333,0.01627,-0.010237,-0.00064045
"M968.4T974.568",0.03159,0.038733,-0.030576,-0.0055749,0.024973,0.03279,-0.0027188,0.0058401,0.014946,0.010763,-0.008689,-0.020832,-0.012578,0.0030244
"M242.178T992.462",-0.0059836,-0.0059023,-0.0035215,-0.070501,0.0048936,-0.0096886,-0.021671,0.016671,-0.006426,-0.0070912,-0.016741,0.015833,0.062915,0.0011328
"M1015.586T1347.819",0.019662,0.0099252,0.011044,0.028562,0.006936,0.0096835,-0.0033332,-0.013145,-0.0030327,0.0084576,-0.0034718,-0.012331,-0.0058964,-4.9593e-05
"M1033.603T1229.397",0.022245,0.0013419,0.01541,0.014175,0.0034956,0.0045761,-0.018775,-0.0076028,-0.0057706,0.00040081,-0.001632,-0.0041351,-0.018266,6.9946e-06
"M362.997T89.636",0.026608,-0.002008,-0.0019469,0.011409,-0.0042132,-0.0040651,-0.0070957,-0.00042225,0.00040964,0.010344,0.013868,-0.010563,0.00090137,0.0021104
"M533.169T900.984",0.026107,0.007582,-0.0097647,0.015064,0.0020593,-0.010057,-0.004824,-0.0041757,0.010582,-0.0059921,-0.029803,-0.015197,-0.0073871,0.0016126
"M443.193T725.675",0.02378,0.021692,-0.0035659,-0.0034519,0.00086679,0.013427,-0.003967,-0.021084,0.028073,-0.000532,-0.0013001,-0.019744,0.0020863,-0.0012392
"M1162.58T906.276",0.01491,0.037089,0.01483,-0.055192,-0.052054,-0.0010623,0.017472,-0.053621,0.035802,0.055315,0.032328,-0.0017433,-0.013946,-0.0072423
"M1095.01T894.541",0.024607,-0.003996,0.0014887,-0.0075231,0.016313,-0.035537,0.0097654,0.021226,0.02266,-0.0061909,-0.0061732,-0.00035874,0.033364,0.00032335
"M559.895T1194.445",0.02125,-0.014176,0.013846,-0.029643,0.00037333,-0.0009434,-0.017198,-0.01836,0.028893,0.0061512,0.02805,-0.017149,0.01539,0.0053907
"M1209.581T888.373",0.02663,0.0077483,-0.0080627,-0.014238,0.031287,-0.00056993,0.0068952,0.0015487,0.017905,-0.014407,0.011172,0.0024068,0.012259,-7.6869e-05
"M579.21T872.654",0.029899,0.031635,-0.020855,0.00011065,0.040165,-0.011615,-0.0030243,0.031451,-0.0046374,-0.016504,0.0086181,-0.0023647,-0.010681,-0.0029882
"M492.868T66.13",0.019602,-0.010754,0.011005,0.0088102,-0.0071082,0.003629,-0.013546,0.0020958,-0.0043755,0.0024712,-0.00015547,-0.0077242,0.0032578,0.0038042
