"",F.stat,p.value,-log10(p),FDR
M1031.347T966.014,3.1874,0.07146,1.1459,0.99434
M619.26T816.529,3.1671,0.072498,1.1397,0.99434
M951.397T1014.118,3.1547,0.073136,1.1359,0.99434
M339.098T806.181,3.1547,0.073139,1.1359,0.99434
M279.139T1150.344,3.1269,0.074604,1.1272,0.99434
M299.07T414.239,3.1108,0.075466,1.1222,0.99434
M751.251T911.327,3.092,0.076494,1.1164,0.99434
M477.061T615.621,3.0896,0.076626,1.1156,0.99434
M283.068T151.129,3.0429,0.079242,1.101,0.99434
M807.166T938.699,3.0292,0.080033,1.0967,0.99434
M292.14T116.338,3.0289,0.080053,1.0966,0.99434
M349.057T865.046,3.0253,0.080257,1.0955,0.99434
M641.302T1183.734,3.017,0.080746,1.0929,0.99434
M203.347T415.048,3.0136,0.080944,1.0918,0.99434
M433.122T384.02,2.9967,0.081942,1.0865,0.99434
M371.133T805.134,2.9911,0.08228,1.0847,0.99434
M483.129T913.248,2.9814,0.082861,1.0817,0.99434
M759.145T875.232,2.9729,0.083378,1.0789,0.99434
M1612.706T937.864,2.9689,0.083619,1.0777,0.99434
M487.016T806.181,2.9617,0.084058,1.0754,0.99434
M809.324T904.082,2.9597,0.084184,1.0748,0.99434
M1110.425T909.936,2.9465,0.084999,1.0706,0.99434
M531.078T845.355,2.9392,0.085452,1.0683,0.99434
M875.185T822.717,2.912,0.087179,1.0596,0.99434
M493.136T809.014,2.9044,0.087666,1.0572,0.99434
M1042.422T909.151,2.9025,0.087789,1.0566,0.99434
M408.931T66.356,2.9008,0.0879,1.056,0.99434
M711.218T782.65,2.88,0.089259,1.0493,0.99434
M455.021T825.04,2.8749,0.089595,1.0477,0.99434
M365.528T823.98,2.8573,0.090769,1.0421,0.99434
M473.173T881.847,2.8241,0.093036,1.0313,0.99434
M705.205T926.435,2.8189,0.093397,1.0297,0.99434
M1103.415T879.391,2.8172,0.093515,1.0291,0.99434
M890.319T900.562,2.8149,0.093674,1.0284,0.99434
M1230.792T836.99,2.8106,0.093971,1.027,0.99434
M1041.432T908.782,2.7919,0.095292,1.0209,0.99434
M967.36T964.868,2.7706,0.096823,1.014,0.99434
M795.174T784.422,2.769,0.096943,1.0135,0.99434
M315.093T821.98,2.7641,0.097295,1.0119,0.99434
M761.09T836.466,2.7634,0.097347,1.0117,0.99434
M1390.547T1005.094,2.7615,0.097489,1.011,0.99434
M1043.424T909.662,2.7154,0.10093,0.99597,0.99434
M513.235T964.262,2.7153,0.10094,0.99593,0.99434
M319.045T832.748,2.7006,0.10206,0.99114,0.99434
M1039.403T917.165,2.6903,0.10287,0.98772,0.99434
M1701.804T908.08,2.688,0.10304,0.98698,0.99434
M1624.518T315.279,2.6864,0.10317,0.98644,0.99434
M643.245T813.714,2.6837,0.10338,0.98556,0.99434
M317.064T416.942,2.679,0.10375,0.98401,0.99434
M698.074T1000.042,2.6738,0.10416,0.98229,0.99434
M1243.514T983.057,2.6551,0.10565,0.97613,0.99434
M683.185T619.574,2.6346,0.10731,0.96936,0.99434
M824.341T916.725,2.6314,0.10757,0.96829,0.99434
M677.702T838.115,2.6234,0.10823,0.96564,0.99434
M823.337T914.416,2.6218,0.10837,0.96509,0.99434
M698.26T899.18,2.5933,0.11076,0.95561,0.99434
M873.6T939.438,2.5805,0.11185,0.95135,0.99434
M1103.384T928.554,2.572,0.11259,0.94851,0.99434
M232.059T185.959,2.5706,0.11271,0.94803,0.99434
M401.05T875.074,2.5677,0.11296,0.94706,0.99434
M661.142T919.275,2.5673,0.113,0.94691,0.99434
M1134.038T907.684,2.5473,0.11476,0.94021,0.99434
M293.118T1042.937,2.5248,0.11677,0.93268,0.99434
M423.898T65.661,2.5177,0.11742,0.93027,0.99434
M951.343T881.927,2.4989,0.11914,0.92393,0.99434
M538.221T942.724,2.4879,0.12016,0.92022,0.99434
M937.388T970.431,2.4873,0.12022,0.92001,0.99434
M714.253T913.384,2.4671,0.12213,0.91319,0.99434
M349.088T88.189,2.4618,0.12264,0.91138,0.99434
M399.202T993.604,2.4574,0.12306,0.90987,0.99434
M947.338T316.358,2.4437,0.12439,0.90522,0.99434
M1044.425T908.907,2.4424,0.12451,0.90478,0.99434
M697.645T1007.409,2.4378,0.12496,0.90322,0.99434
M990.329T838.789,2.4275,0.12598,0.89969,0.99434
M409.075T617.585,2.423,0.12643,0.89817,0.99434
M929.201T835.867,2.4166,0.12706,0.89599,0.99434
M321.17T1088.358,2.4089,0.12784,0.89335,0.99434
M485.879T65.637,2.4069,0.12803,0.89268,0.99434
M427.038T293.27,2.402,0.12852,0.89101,0.99434
M1071.439T878.893,2.3977,0.12897,0.88953,0.99434
M644.248T900.496,2.3969,0.12905,0.88925,0.99434
M254.892T96.705,2.3958,0.12916,0.88887,0.99434
M937.334T882.127,2.3933,0.12942,0.888,0.99434
M453.016T88.336,2.3929,0.12946,0.88787,0.99434
M553.164T782.325,2.3912,0.12963,0.88729,0.99434
M852.339T915.443,2.3863,0.13013,0.88563,0.99434
M1419.739T1123.898,2.3831,0.13046,0.88452,0.99434
M497.043T88.687,2.3829,0.13048,0.88445,0.99434
M941.361T940.292,2.3642,0.13243,0.87803,0.99434
M851.338T916.834,2.354,0.1335,0.87452,0.99434
M1452.478T314.239,2.35,0.13392,0.87315,0.99434
M287.071T1080.355,2.3391,0.13509,0.86938,0.99434
M967.407T978.889,2.3383,0.13517,0.86911,0.99434
M863.373T951.624,2.3357,0.13546,0.86819,0.99434
M807.007T938.915,2.3095,0.13831,0.85915,0.99434
M379.067T781.128,2.2762,0.14204,0.84759,0.99434
M889.313T902.886,2.2714,0.14259,0.84592,0.99434
M1107.431T863.874,2.2568,0.14428,0.84081,0.99434
M982.374T904.236,2.2519,0.14484,0.8391,0.99434
M873.334T1049.155,2.249,0.14518,0.8381,0.99434
M1106.454T890.453,2.235,0.14683,0.83319,0.99434
M331.079T87.506,2.231,0.1473,0.83179,0.99434
M585.15T892.945,2.2308,0.14733,0.8317,0.99434
M1220.32T832.741,2.2229,0.14826,0.82896,0.99434
M869.171T823.716,2.2225,0.14832,0.8288,0.99434
M1730.319T908.053,2.2156,0.14915,0.82638,0.99434
M1125.418T877.844,2.2081,0.15005,0.82375,0.99434
M282.953T93.329,2.2066,0.15024,0.82322,0.99434
M494.168T786.301,2.2041,0.15054,0.82236,0.99434
M957.374T926.518,2.1993,0.15113,0.82066,0.99434
M968.386T889.852,2.1971,0.1514,0.81987,0.99434
M515.214T948.428,2.1916,0.15207,0.81795,0.99434
M373.167T930.605,2.167,0.15515,0.80926,0.99434
M684.191T618.708,2.1569,0.15642,0.8057,0.99434
M873.638T939.705,2.1439,0.15809,0.8011,0.99434
M379.335T877.312,2.135,0.15925,0.79791,0.99434
M723.784T1121.279,2.129,0.16003,0.7958,0.99434
M702.255T837.404,2.123,0.16082,0.79365,0.99434
M314.124T880.028,2.1223,0.16091,0.7934,0.99434
M357.49T758.525,2.1196,0.16126,0.79247,0.99434
M375.092T797.968,2.1174,0.16155,0.79169,0.99434
M495.025T292.616,2.112,0.16228,0.78974,0.99434
M433.039T456.919,2.0973,0.16424,0.78452,0.99434
M413.17T1141.015,2.0966,0.16433,0.78428,0.99434
M548.179T817.387,2.0905,0.16516,0.78209,0.99434
M477.162T299.232,2.0869,0.16565,0.78081,0.99434
M873.774T937.9,2.0717,0.16775,0.77535,0.99434
M319.083T845.914,2.071,0.16784,0.7751,0.99434
M807.744T937.741,2.0687,0.16816,0.77428,0.99434
M355.571T782.72,2.0656,0.16859,0.77318,0.99434
M451.174T880.577,2.0648,0.1687,0.77289,0.99434
M627.173T806.181,2.0635,0.16888,0.77242,0.99434
M454.144T914.383,2.0608,0.16926,0.77146,0.99434
M1074.113T1194.359,2.0533,0.1703,0.76878,0.99434
M610.849T834.902,2.0533,0.1703,0.76878,0.99434
M553.051T758.396,2.0489,0.17093,0.76718,0.99434
M1005.392T917.562,2.0441,0.17161,0.76546,0.99434
M806.809T940.953,2.0425,0.17183,0.76489,0.99434
M288.077T1079.796,2.0401,0.17217,0.76404,0.99434
M819.351T968.448,2.0398,0.17222,0.76392,0.99434
M180.067T785.272,2.0261,0.17419,0.75897,0.99434
M1013.474T983.582,2.0247,0.17439,0.75848,0.99434
M1057.411T880.24,2.0225,0.1747,0.7577,0.99434
M1294.437T316.362,2.0165,0.17559,0.75551,0.99434
M467.051T320.771,2.0161,0.17564,0.75538,0.99434
M851.276T990.376,2.0076,0.17688,0.75232,0.99434
M785.11T833.266,2.0044,0.17735,0.75116,0.99434
M695.298T853.355,2.0007,0.1779,0.74983,0.99434
M1204.518T908.598,1.999,0.17816,0.7492,0.99434
M350.061T865.858,1.9921,0.17919,0.74669,0.99434
M848.315T857.496,1.9897,0.17954,0.74583,0.99434
M379.565T877.71,1.9863,0.18005,0.74462,0.99434
M1014.419T974.744,1.9813,0.18081,0.74277,0.99434
M919.334T939.971,1.9789,0.18117,0.74191,0.99434
M1035.367T890.845,1.9785,0.18123,0.74178,0.99434
M338.852T95.887,1.9776,0.18137,0.74144,0.99434
M1163.579T906.602,1.9758,0.18163,0.7408,0.99434
M968.4T974.568,1.9744,0.18185,0.74029,0.99434
M245.094T862.962,1.9715,0.18229,0.73924,0.99434
M427.124T881.088,1.9647,0.18333,0.73676,0.99434
M430.212T847.65,1.9626,0.18365,0.73601,0.99434
M941.306T938.915,1.9595,0.18412,0.73489,0.99434
M703.247T844.715,1.9585,0.18429,0.73451,0.99434
M1007.373T920.82,1.9579,0.18437,0.7343,0.99434
M1201.826T909.258,1.9522,0.18526,0.73222,0.99434
M431.769T791.594,1.95,0.1856,0.73141,0.99434
M329.089T195.942,1.9447,0.18643,0.72949,0.99434
M1463.523T939.044,1.9442,0.1865,0.72932,0.99434
M895.29T938.858,1.9341,0.1881,0.72562,0.99434
M180.971T1182.798,1.9315,0.1885,0.72469,0.99434
M843.287T936.679,1.9307,0.18863,0.72439,0.99434
M457.207T887.727,1.9238,0.18973,0.72186,0.99434
M278.88T96.95,1.9233,0.18981,0.72167,0.99434
M989.364T928.413,1.9219,0.19004,0.72115,0.99434
M743.317T783.373,1.9182,0.19063,0.71982,0.99434
M943.39T965.159,1.9139,0.19131,0.71826,0.99434
M1015.483T980.936,1.9071,0.19242,0.71575,0.99434
M453.099T792.789,1.9059,0.19261,0.71532,0.99434
M950.342T882.081,1.9058,0.19264,0.71526,0.99434
M417.058T1084.972,1.9036,0.19299,0.71448,0.99434
M701.131T783.655,1.903,0.19308,0.71426,0.99434
M721.31T972.44,1.9018,0.19328,0.71381,0.99434
M969.4T973.77,1.9009,0.19343,0.71348,0.99434
M813.108T834.298,1.8997,0.19362,0.71305,0.99434
M432.997T107.064,1.8924,0.19482,0.71038,0.99434
M726.284T1051.577,1.8914,0.19498,0.71,0.99434
M195.183T96.705,1.8909,0.19506,0.70983,0.99434
M957.274T935.63,1.8891,0.19536,0.70917,0.99434
M638.078T817.768,1.8873,0.19566,0.7085,0.99434
M469.208T948.545,1.8812,0.19668,0.70625,0.99434
M735.222T927.83,1.8718,0.19824,0.70281,0.99434
M924.351T839.79,1.8706,0.19844,0.70237,0.99434
M970.813T317.253,1.8692,0.19868,0.70186,0.99434
M1133.773T914.148,1.8617,0.19994,0.6991,0.99434
M311.104T1075.82,1.8595,0.20031,0.69829,0.99434
M435.044T89.636,1.8525,0.20152,0.69569,0.99434
M970.001T316.098,1.8513,0.20172,0.69525,0.99434
M343.139T875.835,1.8394,0.20377,0.69086,0.99434
M723.112T851.461,1.8284,0.2057,0.68677,0.99434
M561.784T1244.889,1.8283,0.2057,0.68676,0.99434
M591.167T896.642,1.8234,0.20657,0.68493,0.99434
M439.083T756.683,1.8218,0.20685,0.68434,0.99434
M950.337T882.881,1.8149,0.20807,0.68179,0.99434
M799.289T814.54,1.8083,0.20925,0.67933,0.99434
M438.263T1164.917,1.8083,0.20926,0.67932,0.99434
M737.363T997.317,1.797,0.21128,0.67514,0.99434
M731.208T950.406,1.7934,0.21193,0.67381,0.99434
M895.304T938.238,1.7919,0.21221,0.67324,0.99434
M333.083T110.42,1.7884,0.21285,0.67193,0.99434
M806.073T940.272,1.7819,0.21403,0.66953,0.99434
M773.327T876.979,1.7804,0.21431,0.66895,0.99434
M685.228T857.881,1.7801,0.21436,0.66886,0.99434
M691.153T854.793,1.778,0.21475,0.66807,0.99434
M497.109T889.816,1.7764,0.21505,0.66747,0.99434
M979.331T964.868,1.7722,0.21583,0.66589,0.99434
M1135.534T909.182,1.7703,0.21617,0.66521,0.99434
M305.082T1122.457,1.7683,0.21654,0.66445,0.99434
M1452.98T315.276,1.7676,0.21667,0.66421,0.99434
M1455.479T315.262,1.7655,0.21707,0.6634,0.99434
M725.281T1051.656,1.7637,0.2174,0.66275,0.99434
M967.394T924.933,1.7622,0.21769,0.66217,0.99434
M1027.543T1140.732,1.7562,0.2188,0.65995,0.99434
M193.051T918.4,1.7557,0.21891,0.65973,0.99434
M611.066T88.832,1.7535,0.21932,0.65892,0.99434
M581.283T805.632,1.7522,0.21956,0.65844,0.99434
M377.496T89.073,1.7504,0.21991,0.65775,0.99434
M1602.049T314.239,1.7493,0.2201,0.65738,0.99434
M695.289T1193.403,1.7428,0.22135,0.65493,0.99434
M333.062T883.084,1.7421,0.22148,0.65467,0.99434
M549.258T834.983,1.7379,0.22229,0.65309,0.99434
M431.506T794.717,1.7275,0.2243,0.64918,0.99434
M373.115T808.254,1.7246,0.22485,0.6481,0.99434
M1451.979T314.698,1.7223,0.22529,0.64726,0.99434
M654.008T318.692,1.7184,0.22605,0.64579,0.99434
M379.101T757.973,1.7129,0.22713,0.64373,0.99434
M942.387T966.176,1.7127,0.22717,0.64365,0.99434
M1264.49T909.092,1.7036,0.22897,0.64022,0.99434
M653.091T90.81,1.7009,0.22951,0.63921,0.99434
M756.042T806.684,1.6974,0.23021,0.63788,0.99434
M327.108T784.235,1.6923,0.23122,0.63597,0.99434
M1008.375T923.099,1.6916,0.23136,0.6357,0.99434
M307.192T1165.654,1.6908,0.23153,0.63538,0.99434
M808.342T938.944,1.6902,0.23166,0.63516,0.99434
M331.068T223.104,1.6884,0.23201,0.63449,0.99434
M377.181T797.379,1.6867,0.23235,0.63385,0.99434
M270.208T1225.64,1.6852,0.23265,0.63329,0.99434
M1192.953T904.029,1.6818,0.23334,0.63201,0.99434
M1036.399T977.849,1.6809,0.23352,0.63167,0.99434
M537.08T758.19,1.6779,0.23414,0.63053,0.99434
M349.056T728.324,1.6772,0.23428,0.63026,0.99434
M559.728T1193.65,1.6766,0.23439,0.63006,0.99434
M194.944T88.504,1.6681,0.23613,0.62684,0.99434
M529.184T941.182,1.6637,0.23704,0.62518,0.99434
M728.269T963.544,1.6614,0.23752,0.6243,0.99434
M337.186T949.475,1.6492,0.24006,0.61969,0.99434
M345.082T140.774,1.6488,0.24014,0.61953,0.99434
M374.998T87.396,1.6488,0.24015,0.61952,0.99434
M413.081T316.361,1.6454,0.24086,0.61824,0.99434
M715.427T310.719,1.6437,0.24122,0.61759,0.99434
M1035.397T978.889,1.6382,0.24238,0.61551,0.99434
M559.111T412.291,1.6379,0.24244,0.6154,0.99434
M969.939T315.438,1.6317,0.24376,0.61303,0.99434
M712.22T783.012,1.6297,0.24418,0.6123,0.99434
M708.241T861.396,1.6286,0.24443,0.61185,0.99434
M1354.628T902.5,1.627,0.24477,0.61124,0.99434
M873.568T937.856,1.6227,0.2457,0.6096,0.99434
M384.275T1314.124,1.6222,0.24579,0.60943,0.99434
M407.173T414.983,1.6196,0.24636,0.60844,0.99434
M431.536T792.704,1.6195,0.24637,0.60841,0.99434
M738.365T995.342,1.6192,0.24644,0.60829,0.99434
M806.159T933.966,1.6143,0.24751,0.60641,0.99434
M1058.433T882.742,1.6143,0.24751,0.60641,0.99434
M681.067T90.379,1.6139,0.24758,0.60628,0.99434
M822.313T886.782,1.6134,0.24769,0.60608,0.99434
M299.259T1433.689,1.6101,0.24841,0.60483,0.99434
M533.169T900.984,1.608,0.24887,0.60402,0.99434
M753.298T903.043,1.6075,0.24898,0.60384,0.99434
M941.317T938.576,1.6061,0.24928,0.60331,0.99434
M527.88T66.254,1.6052,0.24949,0.60295,0.99434
M1611.697T937.933,1.6048,0.24957,0.6028,0.99434
M891.177T805.681,1.6016,0.25028,0.60158,0.99434
M609.959T835.516,1.5995,0.25074,0.60078,0.99434
M632.847T316.374,1.5965,0.25139,0.59965,0.99434
M485.063T759.194,1.594,0.25194,0.5987,0.99434
M290.088T106.9,1.5936,0.25203,0.59855,0.99434
M391.065T766.545,1.5929,0.25219,0.59827,0.99434
M377.58T89.42,1.5926,0.25226,0.59815,0.99434
M610.923T833.809,1.5909,0.25264,0.5975,0.99434
M1286.455T315.199,1.589,0.25306,0.59678,0.99434
M461.037T823.98,1.5876,0.25338,0.59623,0.99434
M492.116T194.278,1.5796,0.25516,0.59319,0.99434
M633.892T311.985,1.5751,0.25618,0.59145,0.99434
M613.983T886.617,1.5748,0.25624,0.59135,0.99434
M693.17T791.92,1.5711,0.25709,0.58992,0.99434
M503.126T874.193,1.5694,0.25747,0.58927,0.99434
M847.188T757.14,1.5693,0.25748,0.58925,0.99434
M1014.477T981.949,1.5688,0.25761,0.58904,0.99434
M393.081T756.691,1.5653,0.25839,0.58773,0.99434
M981.364T901.259,1.5653,0.2584,0.58771,0.99434
M927.368T972.44,1.5636,0.25878,0.58706,0.99434
M1285.448T316.362,1.5578,0.26011,0.58484,0.99434
M417.764T850.924,1.5562,0.26048,0.58423,0.99434
M407.045T415.442,1.5541,0.26096,0.58343,0.99434
M793.303T1121.279,1.5536,0.26109,0.58322,0.99434
M593.922T852.299,1.5523,0.26138,0.58272,0.99434
M323.187T1016.246,1.5437,0.26337,0.57944,0.99434
M619.104T906.909,1.5415,0.26388,0.57859,0.99434
M684.137T316.584,1.5386,0.26456,0.57747,0.99434
M1311.769T944.788,1.5383,0.26464,0.57735,0.99434
M313.275T1417.53,1.5355,0.26528,0.5763,0.99434
M383.529T318.749,1.5293,0.26676,0.57388,0.99434
M353.052T831.694,1.5292,0.26676,0.57388,0.99434
M1192.252T906.01,1.5266,0.2674,0.57285,0.99434
M341.535T617.585,1.5257,0.26759,0.57253,0.99434
M383.058T256.181,1.5256,0.26763,0.57247,0.99434
M345.119T282.765,1.5231,0.26822,0.57151,0.99434
M988.312T316.465,1.5228,0.26828,0.57141,0.99434
M1105.431T888.552,1.5226,0.26833,0.57133,0.99434
M359.123T830.487,1.5219,0.26852,0.57103,0.99434
M968.386T926.242,1.5193,0.26913,0.57004,0.99434
M1167.533T908.078,1.5177,0.26951,0.56942,0.99434
M260.048T118.657,1.5172,0.26964,0.56922,0.99434
M971.627T318.415,1.5168,0.26973,0.56907,0.99434
M911.268T936.747,1.5163,0.26985,0.56888,0.99434
M465.104T862.717,1.5146,0.27024,0.56824,0.99434
M871.351T913.248,1.5125,0.27076,0.56741,0.99434
M688.263T861.089,1.5124,0.27077,0.56741,0.99434
M743.134T887.76,1.5115,0.27099,0.56704,0.99434
M513.129T730.532,1.5065,0.27219,0.56512,0.99434
M390.087T116.11,1.5064,0.27221,0.56509,0.99434
M942.309T937.647,1.5036,0.27289,0.56401,0.99434
M381.079T366.313,1.5032,0.27299,0.56385,0.99434
M805.362T924.937,1.4994,0.27392,0.56237,0.99434
M1014.498T996.34,1.4953,0.27492,0.56079,0.99434
M430.136T769.014,1.4926,0.27559,0.55973,0.99434
M645.252T899.393,1.4924,0.27562,0.55969,0.99434
M710.827T66.858,1.4921,0.2757,0.55957,0.99434
M489.271T928.554,1.4831,0.27792,0.55608,0.99434
M593.934T851.064,1.4811,0.27841,0.55531,0.99434
M627.691T1184.766,1.477,0.27944,0.55372,0.99434
M357.576T759.445,1.477,0.27944,0.55371,0.99434
M909.388T926.435,1.4737,0.28027,0.55242,0.99434
M524.981T106.871,1.4718,0.28073,0.55171,0.99434
M412.307T1396.319,1.4693,0.28137,0.55072,0.99434
M631.833T319.717,1.468,0.28169,0.55023,0.99434
M869.196T805.922,1.4642,0.28266,0.54873,0.99434
M333.062T954.304,1.4631,0.28292,0.54833,0.99434
M469.17T325.013,1.4624,0.28309,0.54807,0.99434
M1601.548T315.256,1.4623,0.28314,0.548,0.99434
M593.763T756.056,1.4601,0.28369,0.54716,0.99434
M469.115T876.627,1.4581,0.2842,0.54637,0.99434
M560.841T1187.938,1.456,0.28472,0.54558,0.99434
M289.446T802.654,1.4529,0.28551,0.54438,0.99434
M428.2T856.891,1.4511,0.28597,0.54368,0.99434
M693.83T66.771,1.445,0.28755,0.54128,0.99434
M335.137T198.47,1.4422,0.28826,0.54022,0.99434
M487.212T857.117,1.4411,0.28854,0.5398,0.99434
M387.02T108.554,1.4403,0.28876,0.53946,0.99434
M559.066T758.189,1.439,0.2891,0.53896,0.99434
M1296.442T316.362,1.4351,0.29011,0.53744,0.99434
M475.366T1425.395,1.4344,0.29028,0.53718,0.99434
M626.212T761.224,1.4285,0.29182,0.53488,0.99434
M443.193T725.675,1.4281,0.29193,0.53472,0.99434
M627.229T851.009,1.4261,0.29244,0.53396,0.99434
M517.099T802.454,1.4245,0.29288,0.5333,0.99434
M653.678T322.941,1.4239,0.29303,0.53308,0.99434
M459.903T66.337,1.423,0.29327,0.53273,0.99434
M1128.035T894.796,1.4214,0.29369,0.53211,0.99434
M440.855T1728.569,1.4208,0.29386,0.53186,0.99434
M1455.98T315.74,1.4191,0.29431,0.5312,0.99434
M472.781T96.335,1.4179,0.29461,0.53075,0.99434
M653.935T315.929,1.4177,0.29467,0.53067,0.99434
M657.169T756.884,1.4166,0.29494,0.53026,0.99434
M893.38T934.735,1.4148,0.29544,0.52952,0.99434
M525.195T888.058,1.4144,0.29553,0.5294,0.99434
M1192.357T906.767,1.4123,0.29611,0.52855,0.99434
M576.128T818.314,1.4107,0.29652,0.52795,0.99434
M567.646T908.106,1.4107,0.29653,0.52793,0.99434
M267.123T922.071,1.4092,0.29693,0.52734,0.99434
M970.574T320.828,1.4067,0.29758,0.52639,0.99434
M469.095T760.602,1.4004,0.29928,0.52393,0.99434
M289.011T91.489,1.3993,0.29957,0.52351,0.99434
M322.941T66.374,1.3988,0.2997,0.52331,0.99434
M1087.412T876.684,1.3959,0.30049,0.52218,0.99434
M1202.883T908.106,1.3942,0.30095,0.52151,0.99434
M727.283T864.823,1.3907,0.3019,0.52014,0.99434
M590.274T907.848,1.3885,0.30251,0.51925,0.99434
M1081.46T980.936,1.386,0.30319,0.51828,0.99434
M447.959T106.92,1.3824,0.30418,0.51687,0.99434
M491.208T833.798,1.3805,0.3047,0.51613,0.99434
M415.744T872.34,1.3763,0.30584,0.51451,0.99434
M1462.52T939.973,1.375,0.3062,0.514,0.99434
M314.875T95.548,1.371,0.30731,0.51242,0.99434
M806.921T938.616,1.3706,0.30743,0.51225,0.99434
M418.218T902.438,1.3704,0.30749,0.51216,0.99434
M316.868T95.439,1.369,0.30787,0.51163,0.99434
M575.895T1049.681,1.3679,0.30817,0.51121,0.99434
M383.418T324.765,1.3654,0.30887,0.51022,0.99434
M524.183T892.811,1.3624,0.30971,0.50905,0.99434
M692.265T869.57,1.3586,0.31077,0.50756,0.99434
M613.696T886.351,1.3573,0.31115,0.50703,0.99434
M437.042T89.308,1.3572,0.31119,0.50698,0.99434
M806.978T940.468,1.3571,0.31122,0.50694,0.99434
M313.093T363.79,1.3559,0.31153,0.5065,0.99434
M729.127T851.649,1.3554,0.31168,0.5063,0.99434
