"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M561.78T1193.288"," 0.12914456","-0.50835057"," 0.15294463","-0.12901842"," 0.14174161"," 1.22320672"," 0.12208849","-0.73101895","-0.83696890"," 0.90397164","-0.42812789"," 0.31812856","-0.38384112"," 0.02609965"
"M836.743T1479.398","-0.286875299","-0.122837055"," 0.242529072","-0.080654295","-0.343269066"," 1.516743932","-0.006893692","-0.467980678","-0.067352666"," 0.181931830","-0.501023559"," 0.231410193","-0.439898775"," 0.144170055"
"M252.965T98.618"," 0.07248603","-1.10094782"," 0.32146192","-0.47572166","-0.88971689"," 0.87751523","-0.09183956","-0.24442162"," 0.01077119"," 0.77604707","-0.49011906"," 0.79271556"," 0.03128197"," 0.41048765"
"M529.154T821.794","-0.04491328","-0.38894803"," 0.36291273","-0.34174750"," 0.07608974"," 1.20210300","-0.29997461","-0.37876578","-0.31229257"," 0.52983603","-0.20655543"," 0.50906978","-0.67816125","-0.02865282"
"M405.137T316.499","-0.15766999","-1.27472485"," 0.06881717","-0.08547700"," 0.10172554"," 1.18565603","-0.26791502","-0.52588761","-0.03946277"," 0.79443915","-0.34948242"," 0.48913470","-0.20739321"," 0.26824028"
"M487.212T857.117","-0.37881691","-1.25896785"," 0.09894822","-0.39912228"," 0.17154377"," 1.11541097","-0.28062981","-0.42725353","-0.04648077"," 0.70000622","-0.15857015"," 0.69445636","-0.09065832"," 0.26013410"
"M627.723T1183.743","-0.541735493","-0.398014339"," 0.103117163","-0.626570370","-0.352562783"," 1.065679582","-0.045483469","-0.268512952","-0.199166411"," 0.944847942","-0.427425356"," 0.690769646","-0.001697693"," 0.056754534"
"M322.969T105.104","-0.46869871","-0.90438732"," 0.17848264"," 0.01069205","-0.11068928"," 1.27076734","-0.26110966","-0.14502447"," 0.01043706"," 0.42877437"," 0.02213781"," 0.05262643","-0.03530175","-0.04870652"
"M475.146T746.942","-0.4122216","-0.8159830"," 0.1014541","-0.4424053","-0.1344172"," 1.1532033","-0.1329749","-0.3258306","-0.4352689"," 0.8732965","-0.4055119"," 0.5062215"," 0.1294779"," 0.3409601"
"M1323.386T316.247"," 0.14980099","-2.80791439"," 0.25194445","-0.19495159"," 0.34446723"," 0.76703945"," 0.18867638"," 0.04773174"," 0.18953700"," 0.49229310","-0.12735023"," 0.55224254"," 0.01742590"," 0.12905743"
"M501.206T823.684","-0.02192483","-0.94542666"," 0.27215219","-0.28463048"," 0.04755152"," 1.38182672","-0.49523911"," 0.09096881"," 0.01824912","-0.23605148","-0.26988182"," 0.55440587","-0.14202061"," 0.03002077"
"M438.049T766.588","-0.1949084","-0.5618373"," 0.2916936","-0.2122427"," 0.3413770"," 1.0397437","-0.2550195","-0.3106403","-0.3758117"," 0.7270355","-0.2845787"," 0.4155314","-1.0860608"," 0.4657183"
"M869.904T1310.035"," 0.32009910","-0.26464866","-0.03168147"," 0.23027383","-0.86968832"," 1.05754089","-0.03339968","-0.30044332","-0.16437607"," 0.74355106","-0.14445521"," 0.66849580","-0.59933012","-0.61193783"
"M1013.583T1347.533","-0.08010773","-0.92653314"," 0.05206807","-0.29105722"," 0.06567802"," 1.35385235","-0.22037664","-0.32757486","-0.03195915"," 0.07495782","-0.28415876"," 0.65666084","-0.24589383"," 0.20444422"
"M689.319T1251.925","-0.122926493","-1.483470290","-0.447701964"," 0.181471568"," 0.983813410"," 1.143789491","-0.004263272","-0.842500678","-0.005284167"," 0.551062544"," 0.082875988","-0.145165811","-0.243947037"," 0.352246711"
"M407.045T415.442","-0.40875586","-0.55096108","-0.07001229","-0.39414830"," 0.35480937"," 1.22642972","-0.32087370","-0.36285537","-0.11985832"," 1.21044408","-0.36941998","-0.02179251","-0.41875621"," 0.24575046"
"M331.068T223.104","-0.38756895","-1.38379827"," 0.02558459","-0.21564486","-0.06301312"," 1.12862736","-0.39394265","-0.42236134"," 0.23871889"," 0.80322593","-0.01484981"," 0.46124340","-0.19758158"," 0.42136043"
"M384.092T841.195","-0.58056274"," 0.30069506"," 0.16862894"," 0.18705855","-0.05066295"," 0.44946981","-0.17399324","-0.53334956","-1.87186933"," 1.62887678"," 0.23742944"," 0.10143723","-0.39823913"," 0.53508114"
"M919.506T1426.463","-0.18908166","-0.47021342","-0.09185423","-0.19693290","-0.37698242"," 1.30711123","-0.02170417","-0.29593470","-0.07439374"," 0.53161399","-0.50251901"," 0.73525670","-0.45977640"," 0.10541072"
"M1161.759T892.609","-0.8080093"," 0.2138943"," 0.6274597"," 0.2926394"," 0.0437051","-1.1237554"," 0.3517826"," 0.0878334","-2.0411973"," 1.0283742"," 0.2485386"," 0.5618754","-0.2906235"," 0.8074827"
"M1611.697T937.933"," 0.5774223","-2.3905316"," 0.2440993","-0.6127021"," 0.6111122"," 0.1031067","-1.0840279"," 0.2010191","-0.4186259","-0.1000470"," 0.5422594"," 0.5706548"," 0.8929253"," 0.8633355"
"M465.105T746.988","-0.828875628","-0.708124899"," 0.322913276","-0.003402548","-0.364165334"," 1.105844104","-0.158212323","-0.041504160","-0.339885425"," 0.907312145","-0.149324438"," 0.366331569","-0.235464035"," 0.126557695"
"M653.913T316.046","-0.04534088","-1.66891780","-0.01157027","-0.08710596"," 0.02323410"," 1.08598468","-0.17546083","-0.47358527"," 0.16623254"," 0.80650673","-0.20450154"," 0.39869734","-0.06743210"," 0.25325926"
"M969.317T316.321"," 0.08335356","-2.72173664"," 0.22662703","-0.18724498"," 0.31459206"," 0.78870121"," 0.25166605"," 0.15943799"," 0.19397448"," 0.41550169","-0.16227033"," 0.56716797","-0.04396103"," 0.11419095"
"M354.082T204.227","-0.20071023"," 0.31750690"," 0.08698508"," 0.25960427"," 0.47179640"," 1.08311974"," 0.35382984","-0.88748443","-1.48342234"," 1.56941566"," 0.12017431","-1.09616195","-0.99240526"," 0.39775201"
"M311.104T1075.82","-0.180309675","-1.333168770","-0.199833576","-0.202942715"," 0.195987213"," 1.788571062"," 0.025250130"," 0.034489297","-0.242881013"," 0.238559644","-0.232106333"," 0.358412650","-0.251966679"," 0.001938766"
"M610.699T832.318"," 0.781435814","-0.274789819"," 0.905030664","-0.405070525","-0.003389065"," 0.247939507","-0.241059954"," 0.420725082","-2.274973886"," 0.401262485"," 0.167099574","-0.617714192"," 0.468119954"," 0.425384362"
"M380.071T778.258","-0.6586287","-1.8787484","-0.7634809","-0.5922915"," 0.1483820"," 0.8859658","-0.0594857"," 0.1278325","-0.1510112"," 1.4825242"," 0.3639243","-0.1214603"," 0.3553493"," 0.8611285"
"M638.078T817.768"," 0.01126434","-1.43970878","-0.03202309","-0.60153157"," 0.13679914"," 1.12095258"," 0.05816581"," 0.07973872"," 0.18088096"," 0.42568625","-0.41181058"," 0.79369444","-0.24057280","-0.08153541"
"M380.147T1368.008"," 0.15681817"," 0.47617670","-0.09583499"," 0.56183630"," 0.18813351"," 1.28324573"," 0.22197287","-1.22519455","-0.60881407"," 0.46121498"," 0.03046122","-1.86461797","-0.25491609"," 0.66951818"
"M1286.455T315.199"," 0.09202308","-2.72163185"," 0.27517231","-0.38538467"," 0.36159768"," 0.67640203"," 0.48843228"," 0.43240111"," 0.23224542"," 0.19813998","-0.19452485"," 0.61604905","-0.04445191","-0.02646967"
"M735.222T927.83","-0.6634315","-1.6093707"," 0.1389436","-0.1370980"," 0.3795834"," 1.3542395","-0.2579221"," 0.3365771","-1.4591053"," 0.4881583","-0.1631905"," 0.5113976"," 0.2815680"," 0.7996505"
"M651.317T893.83","-0.2892833","-0.7101959","-0.1744910","-0.2357391"," 0.3731768"," 1.1792058","-0.3007874","-0.3830439","-0.3383920"," 0.8427910","-0.1409622"," 0.3499369","-0.2637109"," 0.0914950"
"M210.96T65.225","-0.24889265","-0.28912863","-0.23735375","-0.01783473"," 0.10301846"," 1.30673643","-0.10533125","-0.58397950","-0.37623240"," 0.74598717","-0.34527877"," 0.30660169","-0.07644254","-0.18186953"
"M419.218T842.905","-0.350183175","-1.499030246"," 0.405154583","-0.002088363"," 0.352188503"," 0.234316153","-0.018791084","-0.392884381","-0.803174686"," 0.617003040","-0.255537424"," 1.027786372"," 0.347020454"," 0.338220256"
"M611.066T88.832"," 0.217618102","-0.601479236","-2.658102324"," 0.059406650"," 0.392108106"," 1.025156077"," 0.177338337"," 0.041121394"," 0.009489964"," 0.721036117"," 0.065841567"," 0.101639989"," 0.012087431"," 0.436737824"
"M1167.557T907.179","-0.63853863","-0.15438859"," 0.43003017","-1.48414339"," 0.19563632"," 1.17498771","-1.57626527","-0.09326731"," 0.30028009"," 0.88428725","-0.07666981"," 0.54247639"," 0.11549664"," 0.38007843"
"M221.066T891.624","-0.189046633","-0.910134053","-0.027501104","-0.526473021"," 0.129385613"," 1.004826363","-0.458543414"," 0.478634020","-0.376464244"," 0.594022172","-0.498524180"," 0.606465507","-0.009667412"," 0.183020385"
"M627.743T1194.304","-0.42948229","-0.46916153"," 0.17574662","-0.28594001","-0.06148069"," 1.14332399","-0.33608007","-0.76003921","-0.06622382"," 0.97741162","-0.39546097"," 0.54277361","-0.20998883"," 0.17460159"
"M204.085T413.719","-0.60815173","-1.14724122","-0.36976205","-1.83205446"," 0.87534953"," 1.13755919","-0.21126221"," 0.24135589"," 0.27674866"," 1.36433131"," 0.27620117","-0.47094431","-0.02596454"," 0.49383478"
"M621.125T857.148","-0.1309440725","-2.4018047501"," 0.2343217976"," 0.2435030215","-0.0001203407","-0.3105398745"," 0.0038902884"," 0.3195017894"," 0.6879209566"," 0.5282206147","-0.2757943959"," 0.5332357828"," 0.4514374630"," 0.1171717197"
"M278.587T1368.505","-0.20674368"," 0.05521017","-0.35785411"," 0.37214933"," 0.23380980"," 1.28933350","-0.16272417","-0.98316905","-0.35606722"," 0.73953323","-0.14820594","-0.23659962","-0.48331507"," 0.24464283"
"M453.101T88.055"," 0.12597154","-0.51973538","-2.56790843"," 0.12359340"," 0.36589549"," 1.18220175"," 0.30761893","-0.63278123","-0.10857952"," 0.87056340"," 0.09443263"," 0.23266005"," 0.04847691"," 0.47759046"
"M1009.554T1308.282","-0.98974525","-0.39375440"," 0.25678369"," 0.12961870"," 0.01673075"," 0.89749950","-0.26923322","-0.16038227"," 0.01953021"," 0.40747160","-0.40217776"," 0.66981806","-0.32553711"," 0.14337751"
"M560.054T1184.801","-0.07427334","-1.16112800"," 0.13172128","-0.14908856"," 0.07137393"," 1.00422763","-0.09636865","-0.53637379","-0.22559395"," 0.87271342","-0.41462396"," 0.48261424","-0.11124338"," 0.20604314"
"M1014.498T996.34"," 0.043325310","-2.168558368"," 0.352162753","-0.751140760"," 0.495507604"," 1.564578591","-0.093846546","-0.056817048"," 0.022713055"," 0.471183301","-0.280423692"," 0.285010922"," 0.006256172"," 0.110048706"
"M483.178T941.182","-0.2033489","-0.4308081","-0.4341129","-0.5033877"," 0.2294802"," 1.2286749","-0.1943537","-0.3200973","-0.5347816"," 0.8583595","-0.1100605"," 0.6684054","-0.3554262"," 0.1014568"
"M341.233T1044.4","-0.16808069","-0.71865950"," 0.08161525"," 0.04717247"," 0.47986166"," 1.19437365","-0.49485626","-0.38408804","-0.71267411"," 0.48038023","-0.35268387"," 0.24439773","-0.33820675"," 0.64144822"
"M1451.979T314.698"," 0.23363007","-2.16306521"," 0.48514446","-1.19261151"," 0.57624259"," 0.37312164"," 0.56631160"," 0.72414011"," 0.38067788","-0.53446729","-0.42278594"," 0.84644400"," 0.05598454"," 0.07123306"
"M277.58T1368.559","-0.19202768"," 0.22493803","-0.21583554"," 0.28246119"," 0.08509025"," 1.29865125","-0.09480387","-1.04132787","-0.57206422"," 0.95046340","-0.04922006","-0.34858516","-0.53189723"," 0.20415751"
"M1167.705T1197.565","-1.7649060","-1.8425986"," 0.6807423"," 0.3512778"," 0.7508025"," 0.7749302"," 0.1277161","-0.7297181","-0.5411008"," 0.7512847"," 0.6207756"," 0.5948784"," 0.4514936","-0.2255776"
"M1023.175T89.251","-0.08204200"," 0.23124653","-0.30770684"," 0.47725063"," 0.23310526"," 1.00579523","-0.06903244","-0.14719447","-0.61075744"," 0.62935036","-0.52081343"," 0.22025845","-0.84057418","-0.21888564"
"M1057.411T880.24","-0.18087731","-2.13932406","-0.06276046","-0.24360475"," 0.40921243"," 1.00055695","-0.21252086"," 0.15276343","-0.04368482"," 0.03889720","-0.18890946"," 0.80912801"," 0.19160477"," 0.46951894"
"M478.295T1238.56","-0.14281280","-1.44398529"," 0.31061642"," 0.08014353"," 0.46003455"," 0.99730560","-0.09328533","-0.61561500","-0.12562383"," 0.73259669","-0.21026583"," 0.04497316","-0.26501925"," 0.27093738"
"M469.208T948.545","-0.08328278","-0.86309069","-0.48136899","-0.42438763","-0.15672781"," 1.41229451","-0.23500708"," 0.53278413","-0.35924806"," 0.52940963","-0.20029527"," 0.13740023","-0.11907576"," 0.31059557"
"M1454.998T316.362"," 0.196531689","-2.619782191"," 0.339919728","-0.332595941"," 0.478233183"," 0.673420092"," 0.416136447"," 0.460817598"," 0.288138224","-0.005451142","-0.355760232"," 0.585483034","-0.161866025"," 0.036775536"
"M627.691T1184.766","-0.656325611","-0.505868053"," 0.044075768","-0.449005015","-0.260706088"," 1.018637335"," 0.004748284","-0.371533366","-0.002021975"," 0.893207721","-0.300982849"," 0.628592912","-0.201899803"," 0.159080739"
"M513.017T88.262","-0.09326667","-0.68812427"," 0.94430928","-0.39850920"," 0.01805949"," 1.12762181"," 0.13352537","-0.25902300","-0.65469980"," 0.72635891","-0.22967338","-0.85537884","-0.07198996"," 0.30079026"
"M275.202T1191.076"," 0.11384505","-0.08280169","-0.30682585"," 0.25833319"," 0.37974167"," 1.21964663","-0.30090886","-0.98230590","-0.95793291"," 0.90864611"," 0.13676777","-0.15058129","-0.58095959"," 0.34533567"
"M632.993T321.252"," 0.20150515","-1.46632771"," 0.19869442","-0.54448385"," 0.21591682"," 1.16433936"," 0.09231383","-0.85354412","-0.54393582"," 0.72138505","-0.07503248"," 0.63987900","-0.06011731"," 0.30940765"
"M1308.932T316.358"," 0.03661409","-2.64854048"," 0.24730418","-0.12016985"," 0.34854330"," 0.81656575"," 0.29778680"," 0.14366850"," 0.17406139"," 0.45593125","-0.21377536"," 0.55566559","-0.13690086"," 0.04324569"
"M299.259T1305.768","-0.292008262","-0.395096034","-0.164897272","-0.109432665"," 0.008038722"," 1.428933853","-0.263597971","-0.721771631","-0.233059328"," 0.767145337","-0.183031029"," 0.114400210","-0.221959543"," 0.266335613"
"M1167.685T1193.412"," 0.09985208","-2.45034463"," 0.26371965"," 0.36633042"," 0.42371007"," 1.02472268"," 0.13769209","-0.39384164","-0.64475286"," 1.02438701","-0.03600110","-0.03055349","-0.09446524"," 0.30954496"
"M771.369T883.552","-0.41867246","-1.23302546"," 0.48230450","-0.03255132"," 0.09976189"," 0.94200130","-0.53767018","-0.68956338","-0.19655316"," 1.35227215","-0.16476105"," 0.27340219","-0.13457423"," 0.25762920"
"M673.289T892.945","-0.3604529","-0.7446584","-0.1858826","-0.2323994","-0.1421475"," 1.2790803","-0.4239699","-0.2087332","-0.1034995"," 0.8987385","-0.2113218"," 0.3251666","-0.2312929"," 0.3413727"
"M833.365T968.818","-0.18892485","-2.40093160"," 0.37150460","-0.22891861","-0.64401974"," 0.70930106","-0.56849264"," 0.37345952"," 0.19964013"," 0.18477640"," 0.03289641"," 1.29631943"," 0.10055855"," 0.76283135"
"M656.69T947.865","-0.40470307","-0.33134738"," 0.18788493","-0.24282877"," 0.21441107"," 1.64956491","-0.34150433","-0.48358096","-0.05074609"," 0.53204465","-0.36512535"," 0.16974538","-0.47265412","-0.06116087"
"M1294.437T316.362"," 0.22938750","-2.49171064","-0.08976190","-0.28287399"," 0.61975354"," 0.58003815"," 0.54074951"," 0.64192560"," 0.38609009","-0.18419987","-0.48160557"," 0.47703692"," 0.08779847","-0.03262781"
"M893.38T934.735"," 0.025554919","-1.958989815"," 0.100360679","-0.397098141"," 0.027731241"," 1.025746766","-0.323273928","-0.240404600"," 0.050353070"," 0.931494517","-0.006474902"," 0.466893681","-0.096712265"," 0.394818778"
"M350.125T836.957","-1.0337938"," 0.1512915"," 0.4629511"," 0.6069627"," 0.3830545"," 0.8772018","-0.4732429"," 0.2788235","-1.7388828"," 1.0186161"," 0.2138896"," 0.4690761","-1.8308117"," 0.6148642"
"M1509.388T983.04","-0.22778644","-0.24187537"," 0.50721297","-1.71117828","-0.51481041"," 1.11789328"," 0.02100221","-0.21062228","-0.02951981"," 1.03994887","-0.14087774"," 0.33930382"," 0.57428121","-0.52297204"
"M393.176T847.594","-0.175836539","-0.923266253"," 0.236699521","-0.182957441","-0.271271474"," 0.924458575","-0.414410559","-0.641807501"," 0.059011946"," 0.729234817","-0.412509449"," 0.742209236","-0.006216551"," 0.336661673"
"M1031.994T1223.73"," 0.006798628","-0.844524724","-0.064963538","-0.033512841"," 0.362965728"," 1.267885024","-0.331374987","-0.344235806","-0.026971805"," 0.379531616","-0.180813180"," 0.609454139","-0.787733465","-0.012504787"
"M981.364T901.259","-0.040698896","-2.516460119"," 0.204146906","-0.372752169"," 0.123636731"," 0.796251527","-0.267699938"," 0.008712156"," 0.044822069"," 0.728182255"," 0.064423028"," 0.584457912"," 0.128085379"," 0.514893158"
"M455.151T768.715","-0.333316170","-0.391688013"," 0.026771334"," 0.009347187","-0.428874160"," 1.213822692","-0.333073894","-0.391554469","-0.203124554"," 0.752302156","-0.473592674"," 0.393406189","-0.091300152"," 0.250874528"
"M1201.826T909.258"," 0.12702623"," 0.05611241","-0.11281902","-1.84578244"," 0.63610092","-1.02490782","-1.92224786"," 0.38013649"," 0.54968356"," 1.32565628"," 0.53879624"," 0.53716826"," 0.25360977"," 0.50146696"
"M653.935T315.929","-0.060955736","-1.705628324"," 0.004138668","-0.218560515"," 0.096291653"," 1.095603367","-0.161560171","-0.394185169"," 0.171493305"," 0.779358821","-0.196273181"," 0.452519161","-0.054751426"," 0.192509546"
"M865.491T1326.551","-0.09281333","-0.59457950"," 0.39905073","-0.24811740","-0.41744720"," 1.21582280","-0.27665248","-0.21620286","-0.02786908"," 0.36089556","-0.43986043"," 0.79820634","-0.47109362"," 0.01066049"
"M449.202T630.506","-0.176480095","-0.819896263","-0.004340723","-0.190384094"," 0.239927009"," 1.174625693","-1.057736971","-0.182290852","-0.134625476"," 0.667423480","-0.119186098"," 0.596186341","-0.218797369"," 0.225575416"
"M677.403T1190.152","-0.1666861","-0.2250231","-0.2613629"," 0.2121887"," 0.2773661"," 1.3431906","-0.1529934","-0.7646743","-1.1001343"," 0.8828037"," 0.1563997","-0.1975925","-0.4023338"," 0.3988517"
"M437.065T776.272","-0.06329465","-0.60147108"," 0.05091630","-0.17565217","-0.11526103"," 1.27119218","-0.32367321","-0.33847527","-0.04655611"," 0.87664286","-0.26586255"," 0.44011209","-0.46594315","-0.24267422"
"M268.959T125.12","-0.16233803","-0.68792939"," 0.21583561","-0.21815893","-0.10953151"," 1.42315557"," 0.04090543","-0.61703744","-0.52924467"," 0.76082426","-0.29596759"," 0.50508914","-0.30793447","-0.01766799"
"M551.272T837.928","-0.36737256","-0.47523685"," 0.06528118"," 0.06530723"," 0.04130384"," 1.14422243","-0.60188948"," 0.35919261","-0.51514046"," 0.63513971","-0.39293502"," 0.29954644","-0.47857062"," 0.22115156"
"M267.4T1582.439","-0.20238391","-0.31422836"," 0.32202766","-0.21004642"," 0.29897802"," 1.38987421","-0.69132688","-0.74549562","-0.29555097"," 0.63861194","-0.17451885"," 0.34606951","-0.40045791"," 0.03844759"
"M456.197T892.811","-0.19739038","-0.98333780"," 0.07296634","-0.44663128","-0.25510612"," 0.86903204","-0.47696842"," 0.17798306","-0.17194649"," 0.79550933","-0.30570239"," 0.70129314","-0.09739634"," 0.31769531"
"M783.304T1161.409","-0.52729788"," 0.23903212"," 0.25752297"," 0.63798314","-0.27478498"," 1.23407529","-0.63063891","-1.34482272","-0.50194504"," 1.03527631"," 0.11914724","-0.01347796","-0.61887478"," 0.38880520"
"M489.125T757.244","-0.18105215","-0.71796713"," 0.01520602","-0.04209879","-0.04227836"," 1.04699114","-0.56873589","-0.48627457"," 0.01993612"," 0.80945516","-0.09597038"," 0.61800922","-0.63864412"," 0.26342374"
"M309.61T1127.503","-0.16156334","-0.57259989","-0.19810544","-0.25748008"," 0.25442615"," 1.40978343","-0.18448683","-0.67901287","-0.34093492"," 0.92213928"," 0.05875781","-0.18074253","-0.37391671"," 0.30373593"
"M356.995T88.504"," 0.03432583","-0.97226136","-0.03158023","-0.02151819","-0.37000974"," 1.29128112","-0.76299023","-0.26167952","-0.33656477"," 0.92394660"," 0.15259639"," 0.21489427","-0.11977269"," 0.25933254"
"M391.157T830.263"," 0.07752882","-0.72275401"," 0.01686160","-0.54759629"," 0.29937732"," 1.30592594","-0.88486631","-0.15395146","-0.45382343"," 0.57567648","-0.27445797"," 0.56345710","-0.15868696"," 0.35730919"
"M653.954T320.858","-0.11928850","-1.30118532"," 0.01912890","-0.22419672"," 0.01836600"," 1.18181007","-0.18275133","-0.44370641"," 0.04531722"," 0.75520769","-0.34388205"," 0.50400345","-0.30023344"," 0.39141045"
"M515.013T86.132"," 0.25578601","-0.18333486"," 0.77395510","-0.10910397"," 0.38058652"," 1.11697645"," 0.31831847"," 0.18216224","-2.25367243"," 0.81271526"," 0.06107962","-1.93935177"," 0.15681904"," 0.42706431"
"M567.778T908.116","-0.44938205","-0.74569768"," 0.20193363","-0.21846615"," 0.08502702"," 0.62695562","-0.14348534","-0.58966371","-0.02466626"," 0.86917680","-0.57002512"," 0.42487840","-0.03436935"," 0.56778418"
"M559.667T1200.71","-1.30270078"," 0.46500139","-0.21513169","-0.12242427"," 0.46803529"," 0.80741048","-0.25523032","-0.71086460","-0.05515072"," 0.88776458","-0.19770073"," 0.38814602","-0.08563739","-0.07151726"
"M426.969T90.522","-0.50347265"," 0.72851824"," 0.23632014"," 0.08359507","-0.09011569"," 1.20495103","-0.47740598","-0.30184862","-0.56507613"," 0.89637842","-0.49658624","-0.01702724","-0.47487848","-0.22335187"
"M455.193T892.238","-0.68359620","-0.83159504"," 0.17381171","-0.35543638"," 0.15630174"," 0.92256244","-0.03283435"," 0.30743442","-0.63908099"," 0.62060546","-0.56404545"," 0.91278448","-0.08304941"," 0.09613758"
"M463.049T87.708","-0.23896973","-0.41249804","-0.47157358","-0.11111568"," 0.16392201"," 1.18159745","-0.06605791","-0.67525921","-0.35538758"," 0.96054544","-0.11153975"," 0.19511108","-0.20756456"," 0.14879006"
"M651.363T1268.695","-0.460738977"," 0.007547146"," 0.207523458"," 0.294270757"," 0.356254329"," 0.774320614","-0.346347222","-0.677167012","-1.190079052"," 1.357666673","-0.205562769"," 0.223260002","-0.426788115"," 0.085840169"
"M625.144T814.498"," 0.008405743","-0.641527787","-1.053009610"," 0.039977800","-0.298507932"," 0.891394863","-0.441505883","-0.266627807","-0.414150148"," 1.561046759"," 0.195834440"," 0.118197528","-0.317355315"," 0.617827349"
"M378.609T1368.205","-0.21847133"," 0.11917603","-0.31880998"," 0.18979273"," 0.25146410"," 1.24307069","-0.09723374","-0.96997957","-0.81444733"," 1.08938637","-0.01838631","-0.31324416","-0.44486066"," 0.30254317"
"M1255.613T888.434","-0.31981426","-1.27477679","-0.06539842"," 0.20071745","-0.03450053"," 1.03473894"," 0.13358503"," 0.09312990","-0.26721205"," 0.95691571","-0.60044126"," 0.07208257","-0.07903627"," 0.15001000"
"M953.506T1151.909","-0.26695937","-0.50274419"," 0.35198190","-0.16747448","-0.27572032"," 1.31319414","-0.87716495"," 0.01775105","-0.02076080"," 0.37672087","-0.24070523"," 0.59565736","-0.36062079"," 0.05684483"
"M689.274T1192.785","-0.1036859061","-0.5524689359","-0.0353050447","-0.0333273183","-0.3836770633"," 1.0393194063"," 0.0855983405","-0.6617816880","-0.2538669794"," 1.1156584146","-0.6192918932"," 0.7988458311","-0.3968263434"," 0.0008091798"
"M701.195T940.853","-0.3280903","-1.0614752"," 0.4010713","-0.1656397"," 0.4555034"," 1.0189915","-0.4425299","-0.2493293","-0.2886082"," 0.7395110","-0.4729232"," 0.3423807","-0.1109674"," 0.1621051"
"M609.669T833.529","-0.172077660","-0.302106394"," 0.303238960"," 0.211863940"," 0.141618695"," 0.946350772"," 0.269220655","-0.206141061","-1.766598239"," 1.111751579"," 0.108207658"," 0.007538604","-0.583067448","-0.069800062"
"M481.1T876.627","-0.49328777"," 0.14403060"," 0.29474852"," 0.16382319","-0.03488942"," 1.24990538","-0.33982690"," 0.14222040","-1.05889659"," 0.77196910","-0.26716272","-0.44186321","-0.42466814"," 0.29389757"
"M573.017T749.518","-0.21922932","-0.50055935"," 0.37078950"," 0.32728051","-0.52958655"," 1.14069734"," 0.09852527","-0.63375649","-0.17800055"," 1.02920234","-0.32586713"," 0.01551095","-0.77842361"," 0.18341710"
"M587.201T848.147"," 0.041624333","-2.395352497"," 0.215009446"," 0.028555836"," 0.069590342"," 1.021981250","-0.162397051","-0.460691659"," 0.007595273"," 0.568850256"," 0.017415653"," 0.515906909"," 0.056793387"," 0.475118521"
"M429.419T313.767","-0.32178267","-1.03199442"," 0.16056946"," 0.09992384"," 0.25343159"," 1.11282484","-0.40429172","-0.85401370","-0.24032861"," 0.89636903","-0.22931661"," 0.55776089","-0.02185978"," 0.02270787"
"M1223.501T894.767","-0.38776212","-0.97631268"," 0.45535823"," 0.30903760"," 0.02911656"," 1.44674329"," 0.06463479","-0.45858055","-0.48802756"," 0.87359163","-0.48588628"," 0.58774581","-0.68498246","-0.28467626"
"M1014.419T974.744","-0.40566116","-2.08968011"," 0.44598365","-1.21024166"," 0.66974670"," 1.31756344","-0.72360690"," 0.12027896","-0.59822842"," 0.57739328"," 0.02517469"," 0.58900116"," 0.49331752"," 0.78895884"
"M294.469T1200.672","-0.230702954","-0.272776857","-0.006520781"," 0.213208027"," 0.396562957"," 1.339569262","-0.511872188","-0.934488108","-0.601001718"," 0.820296922","-0.292752172"," 0.148561974","-0.412643339"," 0.344558974"
"M1094.116T900.295","-0.26935974","-0.63115048"," 0.81368634","-0.25541678"," 0.41906758"," 2.11621898","-1.79769737","-0.40277807","-0.03400502","-0.27913263","-0.38290885"," 0.67406291","-0.04326124"," 0.07267436"
"M383.555T317.319","-0.106527048","-1.029984512"," 0.136596951","-0.007167485"," 0.109546268"," 1.183326389","-0.125682351","-0.450277815","-1.016470239"," 0.911145955","-0.185093799"," 0.513024280","-0.119842089"," 0.187405494"
"M1074.289T1194.304"," 0.08283614","-0.59963094"," 0.39182242"," 0.42813103","-0.02928336"," 0.92582330","-0.02939469"," 0.28504784","-1.90101783"," 1.02820965","-2.01921513"," 0.82071113"," 0.12664459"," 0.48931585"
"M743.208T992.462","-0.49980787","-0.82967943"," 0.66620856"," 0.08021492"," 0.02898579"," 1.04140423","-0.02532667","-0.01964558","-0.43837059"," 0.60480949","-0.60844399","-0.18934695"," 0.20165937","-0.01266128"
"M1305.428T315.265"," 0.16343584","-2.77893227"," 0.25546138","-0.26205610"," 0.38634289"," 0.71749664"," 0.35571255"," 0.27792646"," 0.22655364"," 0.26553899","-0.20535581"," 0.58359466","-0.04879609"," 0.06307723"
