"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M738.365T995.342","-0.70751572","-0.40481011"," 0.21108946"," 0.43128628","-0.31843559"," 0.45879283","-0.37424309","-1.28094605","-0.07238668"," 1.81558264"," 0.13535695","-0.08735445","-0.27820229"," 0.47178583"
"M1042.422T909.151"," 0.023955264","-1.678304792","-0.600657758","-0.601769413"," 0.320604176"," 1.011003190","-0.706156955"," 0.009823828"," 0.329465905"," 0.686377061","-0.060849487"," 0.550013302"," 0.055730825"," 0.660764855"
"M510.867T67.274","-0.18263887"," 0.31575315"," 0.50112076","-0.25625916","-0.11773265"," 0.81241642","-0.11651332"," 0.36400706"," 0.21301611","-1.78983410","-0.64641004"," 0.54825356"," 0.36735534","-0.01253424"
"M798.851T67.54"," 0.08883287"," 0.08757023"," 0.79651992","-0.50578402"," 0.44780178"," 0.42907509","-0.39251564"," 0.61246518"," 0.31427662","-2.08991493","-0.65994225"," 0.97651072","-0.45727297"," 0.35237738"
"M413.179T861.909","-0.8741552","-2.3503021"," 0.5312787"," 0.2095232"," 0.2497467"," 0.8939576","-0.2946247"," 0.2222215"," 0.3426796"," 0.2003937","-0.1716002"," 0.3030910"," 0.2088830"," 0.5289073"
"M294.948T66.364"," 0.267883565","-0.874419589"," 0.553764582","-0.757545094"," 0.361962138","-0.244860607"," 0.490775464","-0.006569031","-0.152981379","-0.317360451"," 0.248847321"," 0.450461679"," 0.279023383","-0.298981982"
"M481.099T800.114","-0.495487339","-1.395250131"," 0.066628245","-0.556003937"," 0.056782946"," 1.009548816"," 0.003340653"," 0.003377241"," 0.278123303"," 0.929713009","-0.093220511"," 0.367509693","-0.178869968"," 0.003807980"
"M807.007T938.915"," 0.31956503","-1.91981231","-0.23495981","-0.69022079"," 0.64892752"," 0.13750506","-0.81425944","-0.41892545"," 0.25539211"," 0.91821028"," 0.50643639"," 0.49689009","-0.02090882"," 0.81616013"
"M359.022T90.408","-0.23565173","-0.88475912","-0.23382203","-0.21268440","-0.20919215"," 1.36651738","-0.43661532","-0.54929419"," 0.01483122"," 1.06637753","-0.39369692"," 0.43942403"," 0.16702087"," 0.10154481"
"M608.815T67.972","-0.46348693"," 0.27846412","-0.55901261","-0.10474687"," 0.14526808"," 0.68486007"," 0.26834600","-0.68097761","-0.45378203"," 1.19256264","-0.28059994","-0.19539760","-0.06297865"," 0.23148133"
"M503.92T66.912"," 0.7642490","-0.7633841"," 1.0719769","-0.8218354","-0.1793703","-0.2447926","-0.1896535"," 0.9952403"," 0.6157420","-1.3543415","-0.5157549"," 1.2091047","-0.2572035","-0.3299770"
"M697.645T1007.409","-0.39750567","-0.44129775"," 0.41348860","-0.11379416","-0.52913102"," 0.08994782","-0.61772035","-0.97979434"," 0.50312292"," 1.01700907","-0.29750306"," 1.52511321","-0.34941769"," 0.17748242"
"M564.961T1199.656","-2.38022264","-0.91647138"," 0.54476745"," 0.29552779"," 0.28314565"," 1.05135215"," 0.23702035","-0.25190965"," 0.02097066"," 1.32567963","-0.19118268","-0.19201776","-0.16367569"," 0.33701611"
"M793.131T89.251","-0.2215144","-0.2177748","-1.4572144"," 0.5605650","-0.1704003"," 1.5455523","-0.2230171","-0.2780649"," 0.3380912"," 0.5548732","-0.3993197"," 0.5244197","-0.3837756","-0.1724201"
"M1127.556T894.268"," 0.21124256","-0.73777832"," 0.99749784","-0.43280293"," 0.27243292"," 1.76518961","-0.58166309","-0.70139502","-0.31151106"," 0.31717179","-0.05592994"," 1.13376977","-1.79298884","-0.08323530"
"M437.29T1178.675","-0.3914178","-0.5064932"," 1.0898172","-0.3373575","-0.1680120"," 0.9355617","-0.4559044","-0.7242780"," 0.8394413"," 0.5716894","-0.4871547"," 0.1859759","-0.4447154","-0.1071524"
"M347.023T90.373","-0.14142659","-0.76389293","-0.14583345","-0.36669258","-0.13160510"," 1.10750746","-0.42042399","-0.55629717","-0.06338632"," 0.96315585","-0.46371249"," 0.69987454","-0.28822688"," 0.57095966"
"M359.061T194.361","-0.368781319","-0.964243111"," 0.277490630"," 0.018138908","-0.378973124"," 1.224539138","-0.210962481","-0.068563174"," 0.114804002"," 0.689836344","-0.785241622"," 0.529815568"," 0.003256418","-0.081116177"
"M375.092T797.968"," 0.005348828","-1.971747798"," 0.149929995","-0.861830295"," 0.191671740"," 1.012414212"," 0.038085257","-0.103476377"," 0.124623315"," 1.147124146"," 0.286653500"," 0.522304271","-0.368113000","-0.172987794"
"M699.853T67.836"," 0.08100048","-0.86133853"," 0.94942075","-0.45187728","-0.27769866"," 0.50243462","-0.41486247"," 0.66079930"," 0.35689176","-0.09801489","-0.59987552"," 0.97883647","-0.56244825","-0.26326778"
"M1462.52T939.973","-0.75445413","-2.14802179"," 0.14308144"," 0.09696864"," 0.67018806"," 0.09087178","-0.40289367"," 0.38991781"," 0.26725838"," 0.83169980","-0.95928933"," 0.08012449"," 0.65549168"," 1.03905684"
"M264.94T1584.518","-0.22861244","-0.33717456"," 0.37659293","-0.24067834","-0.21210771"," 1.48063254","-0.55808109","-0.72243235","-0.19255954"," 0.87170823","-0.18687141"," 0.30149391","-0.37012748"," 0.01821731"
"M385.113T791.317","-0.183208605","-0.715054118"," 0.002091469","-0.529378188"," 0.087635916"," 1.249858038"," 0.102588735","-0.723947543","-0.041990200"," 0.751325917","-0.263032711"," 0.422369700","-0.340677148"," 0.181418738"
"M334.203T855.358","-1.88920884"," 0.37760617","-0.15335537"," 0.24109245"," 0.77769023"," 0.78905077"," 0.22017446","-0.46881651"," 0.07347101"," 1.16553534"," 0.10045405","-0.31574750","-0.19134040","-0.72660589"
"M421.075T89.496","-0.01170454","-0.92060815","-0.25874857"," 0.21630901","-0.33462176"," 1.34617341","-0.73013929","-0.47075571","-0.39304929"," 0.92616098"," 0.13469933"," 0.14913565","-0.07439526"," 0.42154418"
"M431.536T792.704","-0.2853741528","-1.1139848634","-0.1063781738","-0.2221087715"," 0.2208767923"," 0.8912834784","-0.0660591017","-0.4901493823"," 0.1848115195"," 1.1079745716","-0.5959943999"," 0.9029179674","-0.4272491259","-0.0005663579"
"M743.85T66.912","-0.2066261","-0.6565793"," 0.8375756","-0.4784570","-0.2907019"," 0.9466187","-0.3176945"," 0.6703796"," 0.1637326","-0.1636976","-0.6625254"," 1.0138013","-0.5357213","-0.3201046"
"M267.448T1582.434","-0.2288639","-0.4319239"," 0.4261088","-0.2766153"," 0.4043449"," 1.4705990","-0.6033934","-0.6830846","-0.1757978"," 0.6230426","-0.1651509"," 0.2926618","-0.5331596","-0.1187679"
"M616.899T67.433"," 0.7769253","-0.4551235"," 0.9082181","-0.9891881"," 0.4077539","-1.9539800","-0.3594379"," 0.8529170"," 0.7140390","-0.3159225","-0.7228915"," 1.3804786","-0.4806777"," 0.2368892"
"M577.665T1674.316","-0.375270515","-0.243607634","-0.122764515"," 0.009308390","-0.004220173"," 1.004490384","-0.012539276","-0.917434117","-0.316362552"," 1.338794530"," 0.246259839","-0.344305447","-0.668639478"," 0.406290563"
"M277.181T1188.389","-0.09113164","-1.06690150"," 0.14275445"," 0.13186518"," 0.22034858"," 1.16915518","-0.11832344","-1.27826444","-0.20161282"," 0.88516261","-0.40971621"," 0.32142597","-0.29902933"," 0.59426742"
"M203.083T418.775","-0.55353878","-1.10170410","-0.35869727","-0.84302246"," 0.74634587"," 0.97850696","-0.11871014","-0.05249570"," 0.02148914"," 1.53141226"," 0.22374256","-0.68401211","-0.27928010"," 0.48996388"
"M341.465T625.973","-0.33998974","-0.76956629","-0.31970874","-0.37637459"," 0.40795674"," 1.18220384","-1.23686177","-0.02567469","-0.16243159"," 0.90750582"," 0.07550562","-0.23873235"," 0.35747157"," 0.53869617"
"M272.959T67.281"," 0.40322646","-0.48442388"," 0.77330989","-0.55826012"," 0.31787644","-1.46622416"," 0.06314760"," 0.44142072"," 0.08993352","-0.65695669","-0.18359567"," 1.24188786","-0.01483804"," 0.03349604"
"M1110.425T909.936","-0.0331893752","-1.5400758699","-0.7009389908","-0.5989932660"," 0.1926067851"," 1.2170733455","-0.3941821531","-0.1449617828"," 0.2059799639"," 0.6352167845","-0.1650077476"," 0.6150341568"," 0.0001174737"," 0.7113206758"
"M700.328T66.684"," 0.32750702","-0.70644732"," 1.02337325","-0.36317315","-0.09889535"," 0.37835372","-0.01378639","-0.14570361"," 0.15135740","-0.83195211","-0.16713186"," 0.95478360","-0.35463660","-0.15364862"
"M381.079T366.313","-0.459833388","-1.642758279"," 0.242044510","-0.257008406"," 0.244771743"," 1.437339886","-0.144250020","-0.070382638"," 0.004205655"," 0.071330294","-0.169549936"," 0.559122958","-0.086000159"," 0.270967781"
"M280.987T110.997","-0.09778965","-0.72656143","-0.14341543","-0.45992259","-0.06326613"," 1.26211018","-0.36614901","-0.59117291"," 0.10016363"," 0.99137833","-0.32985365"," 0.64950443","-0.34491960"," 0.11989382"
"M472.886T66.482"," 0.19350960"," 0.02240768"," 0.83456943","-0.57094617","-0.05853966","-0.29522345","-0.32252157"," 0.29384523","-0.17070483"," 0.04947484","-0.49244085"," 0.77073571","-0.35688384"," 0.10271788"
"M643.114T87.886"," 0.34158564","-0.37586940","-2.63370770"," 0.18197156"," 0.21746839"," 1.06143065"," 0.31213297"," 0.13634421","-0.34954912"," 0.88368441"," 0.20184863","-0.35837516"," 0.01002173"," 0.37101319"
"M367.058T823.98"," 0.10724917","-0.18743391"," 0.30028576","-0.55994984"," 0.07636779"," 1.45289331","-0.21655685","-0.26107189","-0.22882954"," 0.32481007","-0.17960411"," 0.32919624","-0.73197668","-0.22537952"
"M601.323T1160.225","-0.17905259"," 0.26123351"," 0.33201782"," 0.59875557"," 0.35049966"," 1.00773528","-0.62841574","-2.57243708","-0.03722097"," 1.05541355"," 0.31617458","-0.41534177","-0.44933608"," 0.35997427"
"M785.11T833.266"," 0.26519010","-0.98388498"," 0.40740688","-0.24125530"," 0.21096471"," 0.84535811"," 0.33947460"," 0.47162730"," 0.00210317"," 1.49175876"," 0.25212756","-1.50187147","-1.92608340"," 0.36708397"
"M271.228T1378.369","-0.25306993","-0.36556082","-0.12579953"," 0.07456638"," 0.16386812"," 1.29215846","-0.13452363","-0.72475760","-0.48174811"," 1.08352962","-0.28732419","-0.10447064","-0.29914587"," 0.16227773"
"M1396.759T982.008"," 0.16476044"," 0.09286299"," 0.67706854","-1.81397430","-0.22469937"," 0.79869018","-0.17639940","-0.58091908","-0.06863310"," 0.72239514"," 0.02648562"," 0.31112545"," 0.37505422","-0.30381732"
"M586.884T67.938"," 0.1202313083","-0.5962219381"," 0.6514075467","-0.5998321811","-0.0009445521"," 0.7047551517","-0.0881473772","-0.2888948859"," 0.0470841231"," 0.0920542092","-0.6545761640"," 0.8543700082","-0.1812837484","-0.0600015004"
"M1162.845T896.125","-0.24858674","-0.67867768"," 0.24400451"," 0.38895019","-0.09511314"," 1.47478174","-0.17317052","-0.68140421"," 0.08082978"," 0.50916509","-0.70395682"," 0.31126851","-0.66355745"," 0.23546674"
"M575.867T66.858"," 0.09528600","-0.46759076"," 0.26262022","-0.56411300"," 0.11293622"," 0.52211626","-0.14205308","-0.33677527"," 0.36334533"," 0.29346759","-0.58479836"," 0.96543177","-0.44645294","-0.07341998"
"M576.861T67.042","-0.431307705","-0.408401427","-0.003160635","-0.254482952"," 0.120185559"," 0.662218618"," 0.037188227","-0.608773481","-0.178506299"," 0.737207826","-0.475821098"," 0.800438330","-0.217735259"," 0.220950298"
"M998.816T1403.341","-1.06963951"," 0.07741233"," 0.09964709","-0.25066230","-0.03458069"," 1.24023093","-0.36352643","-0.43964635","-0.12409674"," 0.76312292"," 0.01134914"," 0.57486560","-0.59627541"," 0.11179942"
"M412.846T95.439"," 0.15887099","-0.56249670","-0.36435723","-0.47124234","-0.12391937"," 1.31895432","-0.13806592","-0.80826067"," 0.24787529"," 0.92977392","-0.48871544"," 0.37108276","-0.11260682"," 0.04310722"
"M1702.305T908.08","-0.674206391","-0.813140543","-0.199164344"," 1.557688216","-0.598872145"," 0.633405664"," 0.309643410","-0.416315748"," 0.127625126"," 0.421626594","-0.542518190","-0.001642064"," 0.082078660"," 0.113791754"
"M868.801T68.637"," 0.32844631","-0.62047998"," 0.90899324","-0.82321684","-0.11101746"," 0.82177357","-0.45382187"," 0.02560981"," 0.35126120","-0.41642764","-0.79386206"," 1.21686336","-0.45436242"," 0.02024077"
"M338.196T1226.316","-0.6826659","-0.7604412","-0.5096108","-0.6461287"," 0.2788186"," 1.1527464"," 1.0266719","-0.9076369"," 0.5383095"," 1.9355477","-0.7473710"," 0.5309917","-0.7186877","-0.4905435"
"M1131.537T924.362","-0.121913982","-0.154073028","-0.347963008","-0.020913056","-0.007391406"," 1.610768687","-0.349302369","-0.526526252","-0.357192580"," 1.028539960","-0.308654049"," 0.272418472","-0.662934892","-0.054862497"
"M755.604T807.443","-0.40796520","-0.50779418"," 0.59894419","-0.27870013","-0.66566134"," 1.27947829","-0.37240839","-0.16408992"," 0.11393966"," 1.08865070","-0.08480819"," 0.39591911","-1.04380375"," 0.04829914"
"M1107.431T863.874","-0.25571202","-1.31422166","-0.07361708","-0.62554361"," 0.24488801","-1.04900062"," 0.53603507"," 0.42762966"," 0.31150859"," 1.17708067","-0.29703991","-0.22523835"," 0.35656876"," 0.78666248"
"M1193.356T907.422","-0.3545924169","-0.7473508115"," 0.3324539567","-1.7887513391"," 0.2211294736"," 1.2947142405","-1.8656217602"," 0.3906955254"," 0.1745391744"," 1.3297487453"," 0.1123802376"," 0.4210077975","-0.0006322894"," 0.4802794661"
"M487.146T735.656","-0.37139837","-0.42720432","-0.07524274"," 0.02422805"," 0.56408458"," 1.01363677","-0.80869066","-1.11164437","-0.82962118"," 1.34935874"," 0.33448469"," 0.26710392","-0.08752487"," 0.15842976"
"M613.315T879.972"," 0.09404856","-1.97538402","-0.22869566"," 0.60523088"," 0.67093498"," 0.72793606","-0.21844194"," 0.10292243","-1.83708588"," 0.67237362"," 0.15400865"," 0.88853071"," 0.36716982","-0.02354820"
"M182.994T112.283","-0.68954036","-0.81149408"," 0.61276726","-0.35229173","-0.14203792"," 0.96680062"," 0.13370842","-0.12433300","-0.10175941"," 1.11449070","-0.33315735"," 0.08755187","-0.17206327","-0.18864176"
"M698.83T984.108","-0.27193981","-0.36711845","-0.08912255","-0.08151099","-0.18661601"," 1.12422733"," 0.30216223","-0.65178042","-0.47771443"," 1.26627645","-0.46107635","-0.09963743"," 0.27809421","-0.28424378"
"M350.951T91.708","-0.15920735","-0.30172140","-0.57281292","-0.02895254","-0.02120143"," 1.32215786","-0.35651164","-0.52534976","-0.18108073"," 1.04564356","-0.25822267"," 0.26887231","-0.33124199"," 0.09962872"
"M684.885T67.374"," 0.16185303","-1.27219556"," 0.97891341","-0.62846816","-0.05439685"," 0.39510498","-0.29364231"," 0.41530078"," 0.67682821","-0.16432053","-0.57673234"," 1.24557662","-0.21946787","-0.66435340"
"M373.167T930.605","-0.07016167","-0.86504312","-0.97908316","-0.31733434"," 0.41633027"," 1.31362853","-0.28312879","-0.22484252","-0.08155184"," 0.87652225"," 0.06604968"," 0.36417140","-0.39211846"," 0.17656178"
"M391.216T1235.608","-0.30569874","-0.86321105"," 0.04127441"," 0.27051199"," 0.32586183"," 1.19056088","-0.02200205","-0.79318792","-0.56846863"," 1.33398963"," 0.10475067"," 0.21969004","-0.69261129","-0.24145976"
"M340.944T66.846"," 0.11768874","-0.36617376"," 0.56504575","-0.89392462","-0.47154230"," 0.78734674"," 0.06454370","-0.36455826"," 0.22674767","-0.24122202","-0.78085095"," 0.89286990","-0.01741432"," 0.48144372"
"M365.143T832.741","-0.18144425","-1.39451603","-0.16898130","-0.93963791"," 0.38892536"," 0.83757313","-0.33542769"," 0.76575255","-0.03029306"," 1.66245633"," 0.58415187","-0.47201529","-2.03899022"," 1.32244650"
"M303.911T67.938"," 0.34009620","-0.84094019"," 1.21045017","-0.38811582"," 0.19204266","-1.13768940","-0.42524906"," 0.28196779"," 0.81530012","-1.39505899","-0.03788945"," 1.70450626"," 0.08029899","-0.39971930"
"M555.17T790.902","-0.35144236","-1.12924756"," 0.10834643","-0.05468888"," 0.22253448"," 1.12107573","-0.22407965","-0.43426349","-0.02486842"," 0.70028130","-0.49247967"," 0.76996389","-0.16363426","-0.04749755"
"M408.822T1801.685"," 0.10728888","-0.04538401"," 0.05015049"," 0.05845359"," 0.33884178"," 1.33454421","-0.22646678","-0.14469775"," 0.07785034"," 0.29189489","-0.07745688"," 0.53847411","-0.41678423","-1.88670866"
"M1084.663T1198.774","-1.19262604","-1.26907117"," 0.76930455"," 0.89211576"," 0.25263748"," 1.31238531"," 0.01209868","-0.41044163","-1.13639192"," 1.55574756"," 0.18755623","-0.80901922","-0.41239738"," 0.24810179"
"M454.144T914.383","-0.62798642","-0.64159100","-0.22946036","-0.42942849"," 0.29569674"," 1.13480127","-0.33026450","-0.02346438","-0.31547466"," 1.58360103","-0.10588513"," 0.05912495","-0.49482364"," 0.12515459"
"M886.794T67.143"," 0.283601936","-0.799988101"," 0.457923091","-0.880021798"," 0.052485402","-1.283103434","-0.006517236"," 0.981164559"," 0.470562470"," 0.373892030","-0.712218456"," 1.153307518","-0.208957670"," 0.117869690"
"M526.316T1188.04"," 0.167446505","-0.409426003"," 0.083728482"," 0.146544961","-0.007922939"," 1.114415700","-0.267189415","-1.417043410"," 0.331054958"," 0.825145527","-0.366804267"," 0.020910317","-0.408604497"," 0.187744081"
"M631.877T67.938"," 0.25409764","-1.13024938"," 1.13357817","-0.66798441","-0.16476083"," 0.54295283","-0.31618872"," 0.04542677"," 0.39554135","-0.12587382","-0.63373650"," 1.03618946","-0.29210240","-0.07689017"
"M1192.357T906.767","-0.2044421811","-1.7922222023"," 0.5550185501","-0.8207036124"," 0.1983430168"," 0.6751071618","-0.6742556998"," 0.2031372523"," 0.0036605229"," 1.0125457625","-0.1508130696"," 0.5132639165"," 0.0007772865"," 0.4805832959"
"M455.927T66.684"," 0.059871221","-0.607030926"," 0.919751923","-0.603019893"," 0.008451733"," 0.378008146","-0.207655581"," 0.585873580"," 0.441939291","-1.312582430","-0.303369307"," 0.959197368","-0.236355076","-0.083080050"
"M429.211T843.933","-0.15052728","-0.99944472","-0.02804351"," 0.01226189"," 0.48507541"," 0.76604921","-0.89610368","-0.32496173","-0.08299193"," 0.88982892","-0.43201373"," 0.54202396"," 0.11437185"," 0.10447533"
"M562.511T1245.744"," 0.06735497","-1.35040582","-0.76599453"," 0.33064607"," 0.67625928"," 1.34743138","-0.19199629","-0.45585457","-0.38424199"," 1.02277676","-0.69337524"," 0.14160229"," 0.01279848"," 0.24299921"
"M1009.386T967.414"," 0.03090007","-2.10685676","-0.08328631"," 0.15513737"," 0.49721797"," 1.38905261","-0.26709135"," 0.24440989","-0.14152061"," 0.81593836","-0.05226412","-0.09922205"," 0.29083004","-0.67324512"
"M542.861T66.722","-0.06059093","-0.41157312"," 0.40311102","-0.71700883","-0.30584471"," 0.53480247"," 0.31697153","-0.67011187","-0.07154196"," 0.21013952","-0.41227610"," 0.72848800"," 0.03744975"," 0.41798524"
"M431.497T89.496","-0.14374705"," 0.79400413","-0.86614404"," 0.38758987","-0.74122033"," 1.18196545","-0.36862733","-0.68572253","-0.38816358"," 1.25965812","-0.22959082"," 0.23756487","-0.41146784","-0.02609893"
"M357.108T784.337","-0.1235894","-1.0652024"," 0.1452524","-0.2790898"," 0.2364971"," 1.0115630","-0.2012945","-0.2597115","-0.1179956"," 0.8400703","-0.1449036"," 0.1022478","-0.3953921"," 0.2515483"
"M349.072T1165.294","-0.28416439","-0.02726240","-0.03411967"," 0.17274602","-0.06502527"," 1.15438603","-0.35685787","-0.86924323","-1.10706740"," 1.06620674","-0.10348323"," 0.56861960","-0.34652364"," 0.23178872"
"M327.643T975.837","-1.19594434","-0.32455329"," 0.11119333"," 0.12824003"," 0.53054753"," 1.20874580","-0.26264609","-0.34693750","-0.84299741"," 0.94390853"," 0.15904613"," 0.07024257","-0.60385574"," 0.42501045"
"M527.309T1189.176","-0.63191979","-0.65038994"," 0.13224929","-0.06771234"," 0.06489037"," 1.20105653","-0.24778240","-0.68794805","-0.03061916"," 0.99376153","-0.24931427"," 0.07952148","-0.21515248"," 0.30935925"
"M1103.384T928.554","-0.44463479","-1.47417377","-0.21555801","-0.23031407"," 0.10989609"," 1.04021871","-0.33646936"," 0.06072294"," 0.12469277"," 1.09818158","-0.44568632"," 0.45056036","-0.05197232"," 0.31453620"
"M1222.302T834.324"," 0.14430900","-0.54932070"," 0.36693857","-1.20342447","-0.90439320"," 0.63866663"," 0.47134943"," 0.64626817"," 0.13401695"," 1.27590812"," 0.21933929","-1.67763609"," 0.42144036"," 0.01653793"
"M809.838T69.273"," 0.63573932","-0.08598089"," 0.55437895","-1.13440600"," 0.17638702","-2.07940581"," 0.28037609"," 0.25674326","-0.08837228"," 0.55039083","-0.01633269"," 0.61722876"," 0.28582903"," 0.04742441"
"M683.887T67.591"," 0.3251361","-0.7535680"," 1.0979436","-0.6831982"," 0.1449687","-1.5076276","-0.2342417"," 0.9575703"," 0.6054485","-0.4068569","-0.2963984"," 1.2807417","-0.4299118","-0.1000064"
"M553.164T782.325","-0.184405428","-0.939294695","-0.006670108","-0.466925690"," 0.041627036"," 0.809830352"," 0.068782133"," 0.162393117","-0.028717120"," 0.835354701","-0.045364558"," 0.089110983","-0.652817611"," 0.317096890"
"M1013.416T975.546","-1.24499159","-1.32140002"," 0.35823633","-0.02978859"," 0.77902927"," 1.18980229","-0.45169415"," 0.40957336","-1.18880038"," 0.87517904"," 0.30392661"," 0.67471327","-1.28037747"," 0.92659201"
"M644.846T66.885","-0.59903849","-0.55606673"," 0.26118546","-0.25186451"," 0.07623008"," 0.43294391","-0.13775369","-0.04385507","-0.02579513"," 0.71731870","-0.41161980"," 0.72017316","-0.32378956"," 0.14193167"
"M521.022T764.729","-0.34080369","-0.27273297"," 0.30345817","-0.03409576"," 0.05823008"," 1.08867044","-0.15525473","-0.68590719","-0.08543345"," 1.21527067","-0.39083807","-0.01928283","-0.72946118"," 0.04818052"
"M559.276T958.275","-0.42354015","-0.86449386"," 0.00565720","-0.29733950","-0.03208635"," 0.99580612","-0.38561881","-0.04197119","-0.42271373"," 1.05818160","-0.06734173"," 0.35765700","-0.11223584"," 0.23003924"
"M383.156T805.681"," 0.24984896","-0.25100074","-0.42087905","-0.66866385"," 0.06840338"," 1.19058689","-0.15196343","-0.30820961","-0.23205866"," 0.83474424","-0.63871204"," 0.58291564","-0.84840689"," 0.59339516"
"M943.39T965.159","-0.04625234","-2.04808519","-0.01933737","-0.44080242"," 0.46157569"," 1.19994291","-0.35215573"," 0.08089224"," 0.18610273"," 1.08398315","-0.56517082"," 0.50004195"," 0.15472948","-0.19546427"
"M613.983T886.617","-0.42989160","-0.79456688"," 0.05580519"," 0.09327537"," 0.18094644"," 1.30210911","-0.29397291","-0.32655362"," 0.13247625"," 1.08001728","-0.16652146","-0.62425860","-0.40263305"," 0.19376847"
"M570.147T892.591","-0.13780503","-1.06155383"," 0.44062298","-0.22220626","-0.44282791"," 1.16441925","-0.09295002","-0.37134553","-0.33529025"," 1.13434924","-0.21629073"," 0.38207761","-0.26525962"," 0.02406011"
"M349.02T88.804"," 0.1142548","-0.1926813","-2.4348635"," 0.5267285","-0.3410301"," 0.9732779","-0.4987514","-0.6887889"," 0.1417865"," 1.0124328"," 0.1740633"," 0.5765214"," 0.1474364"," 0.4896136"
"M173.008T106.871","-0.26660696","-0.59754033","-0.19245959","-0.01298833","-0.01335049"," 1.42142568","-0.57083021","-0.42414405","-0.06075323"," 0.91928653","-0.59306111"," 0.50090877","-0.16770443"," 0.05781774"
"M693.333T1246.11","-0.38230727","-0.55318731"," 0.06263825"," 0.33596946"," 0.75967963"," 1.04340311","-0.24441400","-0.96163167","-0.25560684"," 1.06916492"," 0.13255961","-0.48244979","-0.72446251"," 0.20064443"
"M737.363T997.317","-0.5151771","-0.3408106"," 0.1919274"," 0.4807217","-0.4066928"," 0.2127782","-0.4442732","-1.2913273","-0.1949086"," 1.8259151"," 0.1642162","-0.2062664","-0.1506974"," 0.6745948"
"M653.091T90.81","-0.64133313","-0.69301105","-0.47757954"," 0.10462766"," 0.05147726"," 1.19377295","-0.30603293","-0.34611704"," 0.23596805"," 0.89991391","-0.38872092"," 0.60917387","-0.38369534"," 0.14155626"
"M1167.533T908.078","-1.80430858","-0.61679826","-0.50539786"," 0.72183494"," 0.54947239"," 0.08930687"," 0.47985889","-0.26392079"," 0.25223163"," 0.98792185","-0.77779345"," 0.33881628"," 0.23451821"," 0.31425788"
"M377.496T89.073"," 0.11786331","-0.32716024","-2.62064885","-0.01925304"," 0.04900405"," 0.90569103"," 0.01665260","-0.09214946"," 0.61865890"," 0.72656833","-0.28842429"," 0.69252595","-0.04570488"," 0.26637659"
"M429.486T320.767","-0.243613697","-0.824354838"," 0.008107353","-0.059621907"," 0.026153471"," 1.142919848","-0.303935693","-0.732639263","-0.058282893"," 0.639632527","-0.301158484"," 0.668456963","-0.328951370"," 0.367287984"
"M693.17T791.92","-0.464536552","-2.209820191"," 0.103741426"," 0.103995756"," 0.267303898"," 0.960364819","-0.159516140"," 0.091319869"," 0.008913856"," 0.784486010","-0.202657095"," 0.311704587"," 0.235262655"," 0.169437102"
"M433.376T793.769","-0.040693304","-2.427465505"," 0.433121715","-0.447003318"," 0.416854815"," 1.031499072"," 0.015234828","-0.377984228"," 0.229903786"," 0.640476384","-0.547110811"," 0.634378467"," 0.002736989"," 0.436051111"
"M1396.865T985.147"," 0.01382200"," 0.13967238"," 0.30278764","-0.94403492","-0.75782745"," 1.00276056","-0.19815043","-1.19831537","-0.12747190"," 1.20728181"," 0.09904188"," 0.14632329"," 0.14107683"," 0.17303368"
"M575.196T930.136","-0.02804861","-0.78450304","-0.36559850","-0.36285201"," 0.49269674"," 1.26054207","-0.44848065","-0.15334115","-0.38978975"," 0.92372888","-0.12744239"," 0.46558699","-0.43168364","-0.05081494"
"M760.823T66.885"," 0.150767421","-0.361833295"," 0.847676800","-0.283542720"," 0.260847341","-1.590961538"," 0.177644635"," 0.797468648"," 0.575637891","-1.854753708","-0.007741593"," 1.090145730","-0.055673438"," 0.254317825"
"M747.152T89.636","-0.09957734","-0.76841824","-0.26448551","-0.27943736","-0.08335503"," 1.36464338","-0.07152901","-0.72429075","-0.19360274"," 0.89496003","-0.23235946"," 0.47940844","-0.33741153"," 0.31545513"
"M450.796T96.244"," 0.33271534"," 0.03147405"," 0.25042378"," 0.05349255"," 0.37172450"," 0.92531737","-1.86367320"," 0.54625041"," 0.50048362"," 0.85083687","-1.88293595","-1.46813659"," 0.30721326"," 1.04481400"
"M277.145T1387.445","-0.01914844","-0.25148314"," 0.08677645"," 0.02457840"," 0.14559902"," 1.11399768","-0.92436791","-1.45269774"," 0.03795725"," 0.86632301","-0.15022086"," 0.46749963","-0.19735319"," 0.25253985"
"M469.095T760.602","-0.41149104","-1.52578872"," 0.52764212","-0.54081796"," 0.26507614"," 0.97726812","-0.35930053","-0.06269756"," 0.25309797"," 0.50383800","-0.04931398"," 0.55965102","-0.06653175","-0.07063183"
