"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","C12.1","C12.4","X12.1","X12.2","X12.3"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point"
"M593.489T1431.043","-0.66872223","-0.55966686","-0.37361530","-0.05868111"," 0.22169084","-0.22474118"," 0.19061988"," 0.34783163","-0.13121199","-0.36510140"," 0.11081676","-0.33332210","-0.04148525","-0.36536626","-1.18293537"," 0.13821283"," 0.22230168"," 0.07850106"," 0.17668525"," 0.34182845"," 0.33631373"," 0.18651171"," 0.37926672"," 0.41579093"," 0.61304438","-0.39882280"," 0.16159843"," 0.41463189"," 0.01054748"," 0.35747823"
"M639.424T1291.55","-0.06361088","-0.68188655","-0.11181085","-0.09062728"," 0.14955911","-0.07159573","-0.33219320"," 0.27401555"," 0.04853455","-0.13252495"," 0.68622453","-0.35539991","-0.29754166","-0.13252550","-0.89336475"," 0.07158161"," 0.15881611"," 0.03954190"," 0.40708968"," 0.24675732"," 0.18150417"," 0.02539713"," 0.29638272"," 0.40102676"," 0.40398502","-1.71434838"," 0.47230794"," 0.35103372"," 0.31618750"," 0.34748432"
"M986.591T1195.638"," 0.26830217","-0.04307379"," 0.17435666"," 0.03425779"," 0.02290231"," 0.08649464"," 0.52255484","-0.03130067"," 0.17948854"," 0.13745915"," 0.75005766","-0.04582134","-0.13673330"," 0.07110589","-0.31392649","-0.05126627","-0.05805289"," 0.03257572","-0.07988367"," 0.00776338"," 0.25504427"," 0.14030145","-0.18381303","-0.04372015"," 0.01388936","-2.33954704"," 0.54653016","-0.11901613"," 0.12629507"," 0.07677571"
"M591.473T1440.13","-0.53458350","-0.42969709","-0.32650376","-0.04978828"," 0.37119964","-0.29662115"," 0.02753168"," 0.40711450","-0.03897740","-0.80003270"," 0.07652674","-0.50231666","-0.21328846","-0.34749207","-1.42178342"," 0.04229726"," 0.23914760"," 0.05081164"," 0.42626598"," 0.48202585"," 0.32339730"," 0.22583901"," 0.65836915"," 0.55061133"," 0.43287201","-0.93011878"," 0.33015935"," 0.71070673"," 0.16853158"," 0.36779593"
"M590.465T1389.456","-0.29293081"," 0.10206837","-0.72450595","-0.10102791"," 0.34742119"," 0.11671975","-0.02108857"," 0.42569660"," 0.09177687","-0.72595656"," 0.07478235","-0.53456604","-0.63257837","-0.89319203","-1.76193959"," 0.05711450"," 0.28254295"," 0.28939216"," 0.62153100"," 0.47346030"," 0.21017394"," 0.13090368"," 0.62933028"," 0.55756081"," 0.26489243","-0.25990790"," 0.23205724"," 0.64524002"," 0.33005435"," 0.06497493"
"M631.469T1330.308","-0.291345316","-0.721007982","-0.424626559","-0.075998033"," 0.175817293","-0.317521217"," 0.229715796"," 0.546292861","-0.107603459","-0.125464652"," 1.093217684","-0.456317552","-0.110448563","-0.380762618","-0.930348741"," 0.037528777","-0.095925074"," 0.130536200"," 0.419470141"," 0.612870531"," 0.103377281"," 0.191872154"," 0.221630140"," 0.232929830"," 0.195155632","-1.513174609"," 0.974267911"," 0.284024074"," 0.094554365"," 0.007283705"
"M637.415T1439.736","-0.31496971","-0.38681223","-0.31495914","-0.04821436","-0.05058691","-0.28260603","-0.08883773"," 0.22796931","-0.08511126","-0.15746059","-0.21357442","-0.20379092","-0.34324277","-0.26953387","-0.81878723"," 0.01030685"," 0.29734196","-0.02323540"," 0.45897910"," 0.42963183"," 0.05637756"," 0.27600130"," 0.39528860"," 0.24839791"," 0.49843223","-0.85629888"," 0.24170904"," 0.63561588"," 0.34002310"," 0.34194677"
"M759.217T1590.788"," 0.222298168"," 0.048870957","-0.027587985","-0.102091120","-0.283772643","-0.254200224","-0.277867322","-0.002353266"," 0.110071452","-0.087664117","-0.414526287"," 0.001391392","-0.112823651","-0.151338271"," 0.160334489","-0.287957026","-0.109894121"," 0.061724783","-0.043289127","-0.367958366","-0.204976253","-0.085879343","-0.384322503","-0.262140781","-0.371392284"," 2.677175338","-0.129829678","-0.270698939"," 0.263423311"," 0.687273419"
"M711.441T1125.643","-0.27127218","-0.18648207","-0.11422946"," 0.02350003","-0.23968799","-0.02983900","-0.13989871","-0.01553764"," 0.22390450","-0.05491623"," 0.59344455","-0.30282539","-0.17405214","-0.02954789","-0.25495182"," 0.04123839"," 0.19041911"," 0.14269110"," 0.68136698"," 0.62419944"," 0.37828517","-0.03697396"," 0.18392497"," 0.10686236"," 0.08719762","-2.43105547"," 0.18069971"," 0.41340537"," 0.44660478","-0.03647413"
"M810.527T1193.498"," 0.09769970","-0.61839950","-0.05942211"," 0.03507185"," 0.42818761"," 0.14217386"," 0.06880626"," 0.06743195","-0.18791626"," 0.07422670"," 0.44939134","-0.03560492","-0.22668768","-0.01410301","-0.69662044"," 0.23400459"," 0.24381101"," 0.01970013","-0.04158558"," 0.24076652"," 0.30896630"," 0.06249006","-0.07080065","-0.15949805"," 0.06991493","-1.36661712"," 0.29271485"," 0.10081083"," 0.23926615"," 0.30182068"
"M646.453T1439.754","-0.37362261","-0.30116668","-0.16160402"," 0.11616427"," 0.10533549","-0.11712828","-0.20978430"," 0.25482989","-0.03100787","-0.13466711","-0.37398952","-0.49469000","-0.22922102","-0.26562953","-0.65886079"," 0.05519607"," 0.16748221"," 0.03877808"," 0.27256927"," 0.38517498"," 0.23726342"," 0.04386003"," 0.62353830"," 0.29378554"," 0.32407047","-1.16777494"," 0.40302917"," 0.48508385"," 0.35351617"," 0.35946946"
"M379.265T1372.423"," 0.06972039"," 0.12559243","-0.18990670"," 0.20366910"," 0.01617025"," 0.07427249"," 0.02712142","-0.09113848","-0.27655434","-0.04250012"," 0.60947952","-0.17228977","-0.25919798","-0.10826676"," 0.10738820"," 0.15756430","-0.12226807","-0.14825877","-0.13588102"," 0.41852400","-0.01804312","-0.04858058","-0.40060046","-0.17768061"," 0.19424539","-0.19683620"," 0.57171934"," 0.21289913"," 0.15651031","-0.55687330"
"M926.605T1358.969","-0.50650014"," 0.34024749","-0.48368601"," 0.18587614","-0.50906327"," 0.42100171"," 0.14698806"," 0.41380966","-0.37457775","-0.32031748","-0.83036399","-0.44172856","-0.19011269","-0.88567649","-0.52221421","-0.06796299","-0.64268742","-0.05645115"," 0.12956655"," 0.46920652"," 0.88191579"," 0.24795307"," 0.33224829"," 0.63684569"," 0.58636862","-0.67124130"," 0.31499988"," 0.24175847"," 0.51775370"," 0.63604380"
"M951.568T1338.092","-0.03819908","-0.19573191"," 0.15759424"," 0.09856074"," 0.41797714"," 0.26600134"," 0.11494628"," 0.23417568"," 0.23805741"," 0.24277445"," 0.08950151","-0.09435554","-0.18098290"," 0.39539517","-0.49212210","-0.25700717"," 0.02526895","-0.19255341","-0.23253913"," 0.24827196"," 0.05053623","-0.09538718"," 0.05080522","-0.05605213"," 0.38671698","-2.54804519"," 0.38931399"," 0.32366924"," 0.30172124"," 0.35168797"
"M651.516T1408.532","-0.478246905","-0.403538763","-0.152826582"," 0.185786810"," 0.447224362"," 0.092547009"," 0.008753636"," 0.371401288","-0.168013390","-0.438107155"," 0.080793445","-0.298044234"," 0.038834073","-0.512623604","-1.476005430"," 0.022296159"," 0.380326324"," 0.038038579"," 0.476983684"," 0.449614621"," 0.308391313"," 0.125029301"," 0.398952436"," 0.362850916"," 0.302915708","-1.689871705"," 0.551247946"," 0.507322275"," 0.276386266"," 0.191581618"
"M593.49T1557.453","-0.68370850","-0.53258967","-0.33899969","-0.02061501"," 0.24855148","-0.22192135"," 0.17144878"," 0.30787740","-0.15611950","-0.38443721"," 0.17114818","-0.32601511","-0.04517088","-0.39731668","-1.09598466"," 0.12337771"," 0.24640661"," 0.05713234"," 0.15792452"," 0.32374646"," 0.34372211"," 0.17260280"," 0.36796520"," 0.42110886"," 0.62356567","-0.40056748"," 0.10235269"," 0.40506384"," 0.00323807"," 0.35621303"
"M881.483T1130.872"," 0.154931203","-0.037859450"," 0.268067379"," 0.318558537"," 0.428371575"," 0.188919632"," 0.007364163","-0.081246221"," 0.100722823"," 0.026603733"," 0.653501620"," 0.083855190","-0.014617942"," 0.378251090"," 0.034138264","-0.042759432"," 0.114623486","-0.011181551","-0.088866615"," 0.067209263"," 0.126175741"," 0.012463070"," 0.100108006"," 0.030305552"," 0.129769716","-3.527728275"," 0.349236191","-0.005469914"," 0.082415113"," 0.154138052"
"M967.557T1267.284"," 0.280926731","-0.127152750"," 0.105236096"," 0.039665910"," 0.289412080"," 0.060017321"," 0.027123178"," 0.052721346"," 0.111559892","-0.009728076"," 0.324036884"," 0.099330453"," 0.049380779"," 0.325031386","-0.146221035","-0.091609884","-0.012064773"," 0.113697050"," 0.024499661"," 0.088669442"," 0.129036187"," 0.276915305","-0.012915815"," 0.060719183"," 0.172138388","-2.875703376"," 0.254525259"," 0.090944542"," 0.210245984"," 0.089562654"
"M574.468T1330.445","-0.25464818","-0.81919422","-0.32836689","-0.19124198"," 0.20893416","-0.39358100"," 0.24401984"," 0.50601233","-0.02625740","-0.27605124"," 0.44915520","-0.37987791","-0.43181968","-0.37562090","-1.39497541"," 0.08785742"," 0.23927138"," 0.18747348"," 0.45873680"," 0.60985489"," 0.41758621"," 0.18230652"," 0.46226960"," 0.57002594"," 0.25513451","-1.37552149"," 0.35687619"," 0.58322504"," 0.17091670"," 0.25750008"
"M668.492T1305.416","-0.204497104","-0.568928066","-0.356694095"," 0.151474262"," 0.341063104","-0.010035116","-0.243394243"," 0.164555143"," 0.001012074","-0.337769171"," 0.663477052","-0.185380101","-0.852123771","-0.405143535","-1.530231638"," 0.084073409"," 0.162457861","-0.056316691"," 0.307784108"," 0.623029909"," 0.160220964"," 0.067090131"," 0.556669735"," 0.314008370"," 0.362496732","-0.853527564"," 0.566711781"," 0.400797995"," 0.250464961"," 0.426653504"
"M587.442T1269.605","-0.03320996","-0.58713545","-0.32175803","-0.17177729","-0.23054980","-0.17872555","-0.03829620"," 0.38206325"," 0.10490908"," 0.01440220"," 0.95347806","-0.41903003","-0.49745771","-0.18353998","-0.72898588"," 0.03445514"," 0.09362163","-0.12965967"," 0.39131338"," 0.60134708"," 0.25470628"," 0.09676698"," 0.20073580"," 0.09271470"," 0.15554824","-1.16766158"," 0.66711605"," 0.46230876","-0.10804775"," 0.29034827"
"M711.566T1557.453","-0.50311503","-0.29758070","-0.35132797"," 0.44093955"," 0.43807169","-0.38383746","-0.06770841","-0.16159055","-0.08534729","-0.34429496","-0.46151342","-0.40189661","-0.26696849","-0.70690627","-0.30494678"," 0.15585069"," 0.11572681","-0.19605045"," 0.07928006"," 0.28076106","-0.10746807","-0.10593357"," 0.43484887"," 0.01517955"," 1.36990532"," 1.25901069","-0.16097083"," 0.06160405","-0.17776979"," 0.43404831"
"M648.466T1423.012","-0.534584925","-0.710098268","-0.516277280"," 0.004120339"," 0.278593370","-0.178180024","-0.100335954"," 0.405940298","-0.086697046","-0.212994357","-0.088650299","-0.494365289","-0.328114533","-0.531616210","-0.960083790"," 0.197006249"," 0.190362363"," 0.064206298"," 0.484759587"," 0.630178499"," 0.253257363"," 0.165822225"," 0.697553664"," 0.470597589"," 0.586305962","-1.517573815"," 0.399573728"," 0.750180195"," 0.213695678"," 0.467418385"
"M951.572T1242.045","-0.010642731","-0.205270744"," 0.116835309"," 0.064951962"," 0.367752688"," 0.241485811"," 0.243226330"," 0.226797203"," 0.292326187"," 0.259827071"," 0.369685087","-0.067519383","-0.141540653"," 0.400352219","-0.391286848","-0.198390880","-0.020622592","-0.168158527","-0.167935576"," 0.186714309"," 0.039574753","-0.078262311","-0.001429149","-0.115165339"," 0.355326680","-2.858360949"," 0.428728518"," 0.260887697"," 0.235470135"," 0.334643722"
"M639.422T1278.929","-0.094423174","-0.696574803","-0.210194327","-0.111290868"," 0.167549320","-0.149938887","-0.120261238"," 0.197509605"," 0.001596241","-0.234637309"," 0.567156960","-0.329639208","-0.285221093","-0.201589906","-0.758653386"," 0.134342263"," 0.168299360"," 0.097248937"," 0.473991216"," 0.376769387"," 0.161668254"," 0.065651227"," 0.327056489"," 0.388210535"," 0.312570285","-1.599858324"," 0.411451735"," 0.329306289"," 0.284992031"," 0.326912389"
"M697.259T909.874","-0.179817566","-0.856589975","-0.064624114","-0.149857891","-0.006595017","-0.030348365"," 0.061949638"," 0.017103533","-0.028678951","-0.090249375"," 0.082449253"," 0.237251011"," 0.045738387"," 0.406856561"," 0.029164164"," 0.080341688"," 0.080559556"," 0.240667549"," 0.414539958"," 0.275950233"," 0.258310503"," 0.307311140","-0.113549419"," 0.331810063"," 0.157055790","-2.013806776"," 0.118759414"," 0.127353498"," 0.143341773"," 0.117603738"
"M593.49T1539.529","-0.640800309","-0.490070955","-0.314178134"," 0.007582497"," 0.280091418","-0.179343473"," 0.179114635"," 0.306907914","-0.127947281","-0.359861331","-0.302211048","-0.309311077","-0.016421445","-0.387661877","-1.077624344"," 0.151970959"," 0.263845733"," 0.046683419"," 0.172616898"," 0.328323729"," 0.384904321"," 0.193312804"," 0.336279009"," 0.450653974"," 0.637559092","-0.437325029"," 0.065281791"," 0.435872276"," 0.016389926"," 0.385365908"
"M711.565T1605.092","-0.48964615","-0.24629667","-0.33913318"," 0.44618196"," 0.44323850","-0.37140766","-0.09219079","-0.15128592","-0.07528509","-0.33230562","-0.69110055","-0.38909251","-0.25574065","-0.69174407","-0.29282260"," 0.16349286"," 0.10307943","-0.18541234"," 0.08740221"," 0.28712531","-0.09757573","-0.09612472"," 0.43984054"," 0.02396745"," 1.36187328"," 1.25084014","-0.14705526"," 0.07013051","-0.16711824"," 0.43416555"
"M649.479T1423.325","-0.54234975","-0.36372435","-0.41163347","-0.03153452"," 0.35399111","-0.27896249","-0.05448612"," 0.39023015","-0.24489038","-0.18309748","-0.09729007","-0.47243085","-0.23696707","-0.60566386","-0.60584825"," 0.09669975"," 0.24455846"," 0.22715113"," 0.52674301"," 0.45237840"," 0.21359738"," 0.33643888"," 0.55470360"," 0.46892401"," 0.61115591","-1.79911886"," 0.29094280"," 0.67166090"," 0.16612896"," 0.32269306"
"M723.435T1322.772"," 0.123306178"," 0.099600141","-0.053587574","-0.024645888"," 0.098574108","-0.159532022","-0.145531317"," 0.142656913"," 0.122315546","-0.071269036"," 0.488916425","-0.155018113","-0.074398589","-0.140795145","-0.524755797","-0.013210826","-0.080766234"," 0.206493835"," 0.028241396"," 0.374735911"," 0.292864096"," 0.150646794","-0.119866914","-0.093680034"," 0.339239253","-1.285768470"," 0.003643182"," 0.191461725"," 0.149597153"," 0.130533301"
"M423.198T1506.423"," 0.042158162"," 0.041018521"," 0.031225889"," 0.006974282"," 0.039153821","-0.297302502"," 0.050983804"," 0.014122861","-0.038120374","-0.163692563"," 0.897983175","-0.128915648","-0.090656203","-0.102218196"," 0.064886223","-0.169520283"," 0.032360279","-0.062897540","-0.108921814","-0.013916500"," 0.222967417","-0.154612998","-0.008204130"," 0.108854891"," 0.272152022","-0.227020192"," 0.232928039","-0.235317349","-0.191790743","-0.064662351"
"M727.445T1338.726","-0.001994289","-0.233549588","-0.199726075"," 0.011344681"," 0.191431731","-0.043421964","-0.049398643","-0.261001903"," 0.103606714","-0.015494396"," 0.007002109","-0.140908616","-0.103884335","-0.095193217","-0.346655087","-0.098099771","-0.025726841"," 0.165689587"," 0.217842906"," 0.429875852"," 0.247057940"," 0.079815144"," 0.212470743"," 0.010614756"," 0.152337273","-1.580181113"," 0.199407246"," 0.703288765"," 0.283172252"," 0.180278139"
"M986.584T1288.291"," 0.25421321","-0.10954803"," 0.16160768"," 0.25918630","-0.06911940"," 0.08322390"," 0.38795994"," 0.16929411"," 0.34491498"," 0.28820125"," 0.42632984","-0.08388460","-0.18864954"," 0.23209598","-0.22761284","-0.06488572","-0.11868235","-0.01800094","-0.08214554"," 0.23540506"," 0.11400053"," 0.14794124","-0.16435984","-0.09644388"," 0.33889356","-2.53788283"," 0.42583078","-0.14386607"," 0.04748590","-0.01150268"
"M593.489T1519.555","-0.632938762","-0.482133379","-0.293460039"," 0.001310984","-0.471309770","-0.159043938"," 0.160846708"," 0.357240447","-0.126159501","-0.320322380","-0.020799047","-0.298585824","-0.007957365","-0.357449536","-1.104317269"," 0.170729645"," 0.277642230"," 0.092010925"," 0.189894875"," 0.362431625"," 0.392763918"," 0.200157840"," 0.388636028"," 0.434823591"," 0.655828169","-0.373337024"," 0.149460481"," 0.431829982"," 0.031714394"," 0.350491992"
"M385.184T1473.566"," 0.231683069"," 0.671099378"," 0.127820727"," 0.323230294"," 0.616875816","-0.034401337","-0.234239621","-0.076106801","-0.005700737","-0.106556582","-0.046398909","-0.488144294","-0.323607081"," 0.311063869","-0.294094823","-0.261686387","-0.110498490","-0.215280234","-0.152240582"," 0.076654406","-0.512951765","-0.428485291"," 0.233172915"," 0.159677499"," 0.022033291","-0.430182019"," 0.094081677"," 0.167351066","-0.333422231"," 1.019253176"
"M571.362T1440.098","-0.07607295","-0.28063546","-0.34119860","-0.39527520"," 0.05902936","-0.09744441","-0.14758061"," 0.43683670"," 0.15163948","-0.33474306","-0.33803020","-0.32699665","-0.04180173","-0.32055294","-0.53570442"," 0.13592682"," 0.18254857","-0.00270180"," 0.22364968"," 0.31437723"," 0.18409705"," 0.05944415"," 0.55520732"," 0.14908620"," 0.25024266","-0.84871560","-0.01214212"," 0.80216776"," 0.20797267"," 0.38737008"
"M646.461T1352.771","-0.365234264","-0.250929641","-0.190293778"," 0.136912040"," 0.117455262","-0.107299551","-0.185706178"," 0.239438811","-0.256001125","-0.177708924","-0.041386875","-0.420641695","-0.253298596","-0.219743552","-0.646084476"," 0.045047289"," 0.145236676"," 0.008657702"," 0.267037424"," 0.430919753"," 0.232351559"," 0.029941047"," 0.590792782"," 0.271958167"," 0.324170690","-1.247225735"," 0.288644376"," 0.459442104"," 0.356108524"," 0.417440184"
"M555.456T1423.317","-0.442657728","-0.268059689","-0.191515806","-0.126165333"," 0.318599901","-0.309413104","-0.278426058"," 0.241971667","-0.216476395","-0.471063857","-0.076509674","-0.478190644","-0.339675860","-0.486768229","-0.567732409"," 0.122929263"," 0.156026908"," 0.007313915"," 0.514775801"," 0.403120184"," 0.094923441"," 0.174196530"," 0.586222399"," 0.076652517"," 0.564065656","-0.590202868"," 0.281059145"," 0.749483714"," 0.252329081"," 0.299187532"
"M679.553T1406.451","-0.621933344","-0.623447124","-0.401304542","-0.490123631","-0.006502633","-0.232637077","-0.444556128","-0.129904036","-0.065607695","-0.046562184"," 0.142282921","-0.577276428","-0.793131393","-0.827886877","-0.670778951"," 0.174241360"," 0.468324642"," 0.326975049"," 0.696042268"," 0.855187219"," 0.342235138"," 0.375837859"," 0.801477145"," 0.491121126","-0.143326984","-0.483637362","-0.396712733"," 1.242063512"," 0.635051502"," 0.404489379"
"M547.402T1437.709","-0.2274976416","-0.1219731852","-0.1572146373"," 0.1779417137"," 0.2860096481","-0.1112318657","-0.2070492347"," 0.1696986855","-0.2483770749","-0.1442730994","-0.1926668654","-0.4433294677","-0.1373621022","-0.4974038974","-0.2235281188"," 0.0006047212"," 0.1989938217"," 0.1148402095"," 0.3459416174"," 0.3387458063","-0.0504748083"," 0.0589274082"," 0.5305642318"," 0.2062272970"," 0.3130726615","-0.4157050012","-0.5841529289"," 0.8008243982"," 0.0766685153"," 0.1431791934"
"M985.575T1306.148"," 0.198821156"," 0.038024821"," 0.202285767"," 0.177904536"," 0.192808454"," 0.134321142"," 0.106525704","-0.021004140"," 0.174463675"," 0.195780191"," 0.047135125"," 0.155743983","-0.124190187"," 0.262705975","-0.354548923","-0.029911645"," 0.025592111"," 0.076032441"," 0.082985121","-0.004180563"," 0.210213833"," 0.122516764","-0.003398079"," 0.022182411"," 0.173854835","-2.759625213"," 0.247472000"," 0.131986539"," 0.244993604"," 0.072508562"
"M716.516T1356.112","-0.3305384021"," 0.0390691847"," 0.1666896427","-0.1532690599"," 0.1969888705"," 0.0097440124","-0.0694228659","-0.1860254566","-0.1572392304","-0.0734437092","-0.0131068443"," 0.2222134614","-0.1081285516","-0.3479428920","-0.4124197208","-0.1623088418","-0.2477617862","-0.3330245595","-0.0698409682"," 0.4525400182","-0.0102797349","-0.2394262019","-0.1691091376","-0.1146728666","-0.1185166058"," 2.0478280313","-0.1519688770"," 0.0236341285"," 0.3093665886"," 0.0003723742"
