"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"sodium_formate","4070413","3874278","3824226","4055654","3999488","3978044","3825768","4040031","3969364","3963523","3748519","4093395","3922085","4081197","3906272","4398137","3680698","4066642","3879396","4076296","4036646","3843867","3845185","4021608","4043455","3773975","3345591","3565070","3985225","3922751","3861917","3815932","3878103","3825451","3977822","3907525","3448104","4002206","4242376","4078873","4313778","3963971","4056292","3963081","4082963","4193594","3742876","3939109","3533826","4923007"
"M915.58T1520.804"," 73674.79","137962.14"," 76565.78"," 75334.23"," 55804.30","211506.20","342000.00"," 60900.00","232621.71"," 26950.33"," 26259.54","190360.13"," 84316.61"," 82400.00"," 62664.06"," 64400.09"," 21000.66","124327.97"," 47200.00"," 69308.68"," 79569.87","201000.00","632939.26"," 47100.00"," 50800.00"," 76013.01"," 45781.00","192319.03","157695.75"," 72981.60"," 66467.09"," 80860.10"," 76690.57","165000.00"," 60708.88"," 60566.02","129877.69","167675.94"," 43192.14","412000.00"," 47709.33"," 44443.06"," 66060.22","168692.97"," 60204.52","212334.25","292179.04"," 45500.00","163265.05","450678.79"
"M508.544T1507.08","  3076.041"," 17186.716"," 23085.476"," 41644.477"," 18738.557","  8627.943"," 16400.000","  8190.000"," 17381.276"," 11702.278","  5207.990"," 21766.030"," 13204.251"," 14900.000","  7325.716","  3281.102"," 17237.032"," 20614.060"," 11700.000"," 19969.646"," 14839.907"," 22100.000"," 18584.575"," 11600.000"," 15700.000","  7674.702"," 12702.553"," 14012.188"," 25321.473"," 22429.272","  5022.217","  2291.790"," 15194.424"," 11100.000"," 14341.214","  6862.538","  8474.398"," 10425.244"," 26339.920"," 10200.000"," 10099.658"," 17747.290","  8114.324","210806.729","  3193.964"," 78403.623","  5129.455"," 21300.000"," 21518.439"," 28421.458"
"M916.596T1474.354"," 26868.257"," 84828.869"," 55621.432"," 41890.805"," 39423.173","110201.023","175000.000"," 44300.000","117479.012"," 17514.686"," 21599.838"," 99310.830"," 45884.656"," 45300.000"," 32214.781"," 36260.079","  5176.413"," 63724.951"," 35300.000"," 44502.664"," 33184.408"," 97700.000","230937.179"," 21100.000"," 43600.000"," 39852.865"," 31272.511","104035.659"," 96342.833"," 62531.912"," 39504.998"," 58694.001"," 52155.478"," 95100.000"," 25153.307"," 38247.598","102607.296"," 74052.086"," 22501.564","239000.000"," 39752.390"," 25714.381"," 24590.262"," 67846.701"," 25923.518"," 97273.197","327339.478"," 27800.000"," 79152.982","189379.809"
"M931.575T1641.676","  3657.217"," 59600.596"," 14934.813"," 20706.718"," 17114.859"," 49241.335"," 79000.000","  5150.000"," 38361.285","  8377.360","  5677.285"," 32599.219"," 25796.243"," 10200.000","  7576.732","  9506.746","     0.000"," 35838.728"," 18200.000","  4914.933"," 11065.249"," 45200.000","135255.886","  2420.000"," 14000.000","  6108.513","  6321.002"," 35489.038"," 42900.777"," 18606.340"," 10035.614"," 18084.687"," 14424.776"," 30600.000"," 10522.875","  6125.341"," 15037.407"," 22958.080"," 18944.903"," 54700.000"," 16970.906","  3071.976"," 14609.650"," 48732.271"," 11993.571"," 73911.498"," 24608.549","  8510.000"," 26956.682"," 69418.351"
"M219.938T1831.409","66623.56","58915.34","57870.67","62022.30","74693.38","56194.97","48500.00","60000.00","80302.31","77389.23","61715.98","57676.48","59378.70","58800.00","88193.59","77130.09","58195.65","78718.86","77800.00","65155.16","73285.29","62400.00","63242.40","64700.00","73600.00","63638.88","64257.08","76248.49","82338.93","90886.23","43472.73","56333.10","72066.48","77500.00","67035.09","85852.99","64897.98","52586.44","75215.72","43000.00","69938.88","68157.01","64727.10","58694.30","70835.82","78834.35","38440.07","42700.00","69494.22","64788.84"
"M697.596T1595.75"," 68323.53"," 44330.56"," 62984.40","102785.74"," 99838.89"," 51173.61","137000.00"," 31700.00"," 52904.63"," 39377.51"," 35022.42"," 47997.89","171614.08"," 65000.00"," 29682.63"," 58486.98"," 53517.22"," 76818.32","183000.00"," 48991.18"," 47931.80"," 41100.00"," 52242.96"," 65500.00"," 67600.00"," 36918.06"," 58446.57"," 84072.60","124517.85"," 34456.67","114983.58"," 38752.11"," 48873.72","105000.00"," 24899.19"," 58122.39"," 20841.05"," 47287.28","256242.21"," 30700.00"," 69296.24"," 39792.59"," 44562.70"," 95854.69"," 30302.19"," 93605.23"," 29442.48"," 38800.00"," 47089.16"," 69422.44"
"M627.494T1593.359"," 66652.25","103535.08","153432.15","133901.39","219958.72"," 64389.33","115000.00"," 85100.00","176256.89"," 95228.23"," 33664.12"," 70386.48","138994.22"," 65100.00"," 59987.36"," 38094.08"," 40620.61","358436.10","170000.00"," 83824.43"," 81396.88"," 86000.00","152565.01"," 71500.00","166000.00"," 74051.38"," 34023.66","109435.02","182335.12","147841.71"," 65100.38","102198.61"," 54873.18","117000.00"," 56864.71"," 55521.32"," 82779.81"," 68194.31","144911.96"," 46500.00","123464.51"," 71335.49"," 35754.04","147702.13"," 49777.20","117732.83"," 29562.62"," 38900.00"," 78479.13","414443.56"
"M876.617T1570.854"," 43392.52"," 91736.29"," 58128.79"," 42752.10"," 34487.86"," 84701.53","191000.00"," 39300.00","111641.65"," 22975.94"," 25717.68"," 80701.54"," 63509.45"," 34800.00"," 43606.73"," 44709.04"," 43977.08"," 91509.83"," 34500.00"," 44911.12"," 49520.52","103000.00","394838.94"," 39200.00"," 49300.00"," 36984.43"," 41741.68"," 83157.09"," 99711.30"," 61004.48"," 47524.84"," 36866.50"," 45268.71"," 86200.00"," 37484.23"," 28909.10"," 88875.93"," 85498.51"," 26031.66","233000.00"," 67344.20"," 32231.68"," 34890.35"," 53223.97"," 26329.48","101079.93","356999.40"," 44500.00","103948.34","131091.36"
"M465.265T1237.073","161714.34","147618.99","227084.88","262975.32","183448.73","227261.65","160000.00","185000.00","210108.03","231744.96","232824.80","190728.70","181899.43","245000.00","307952.36","121923.17","107135.92","146463.69","159000.00","158988.97","201901.28","236000.00","203943.56","230000.00","234000.00","262652.72"," 81968.79","235810.57"," 42836.11","242014.04","261681.82","207875.86","178654.98","180000.00","208828.87","180107.95","187422.70","228436.09"," 70246.85","294000.00","146371.49","203006.91","117538.56","304899.30"," 33185.02"," 33486.95","243063.66","296000.00","199396.19","144100.45"
"M643.521T1591.044","  94793.57"," 131271.66"," 185591.61"," 215867.15"," 299968.44","  96772.82"," 108000.00","  98500.00"," 140411.95"," 100845.59","  45719.29"," 121067.67"," 203596.92","  79700.00","  68940.26","  59876.39","  63419.52"," 722989.23"," 253000.00","  91586.91","  77448.09"," 154000.00"," 110741.84","  96000.00"," 265000.00","  95439.48","  75930.24"," 681881.59"," 933292.17"," 119968.44"," 106325.53","  86552.99","  69996.49"," 657000.00","  94422.59","  76087.49"," 105681.58"," 111661.54"," 221563.72"," 107000.00"," 120098.11"," 115076.40","  57338.65","1220829.24","  71580.12"," 430474.79","  57781.34","  68100.00"," 171111.22","1179757.73"
"M427.299T1439.847","284949.4","174306.8","138081.8","124893.6","217797.5","171994.7","198000.0","300000.0","281644.7","243525.7","157919.8","221648.6","177756.6","301000.0","208326.3","140989.8","151246.6","216260.0","177000.0","222837.3","192864.7","186000.0","175089.9","254000.0","182000.0","184607.2","178104.4","231326.0","179585.0","281044.2","185609.9","220392.3","201808.6","219000.0","196105.4","301293.9","233077.5","169160.3","149805.5","335000.0","175594.9","231131.8","190795.1","202522.8","173328.2","125937.0","169104.3","252000.0","196351.4","109326.8"
"M530.464T1557.882"," 22607.472"," 29396.881"," 62860.343"," 51179.223"," 67537.535"," 32208.709"," 41400.000"," 28900.000"," 46772.348"," 19505.166"," 31213.764"," 56095.368"," 55371.810"," 16900.000","  4945.631","  7514.593"," 21529.163","223816.280"," 76300.000"," 19394.341"," 16618.603"," 59600.000"," 38535.689"," 22400.000"," 91100.000"," 20567.265"," 12256.353","332949.207","130424.723"," 42597.879"," 26552.916"," 21019.141"," 43030.531","183000.000"," 20372.080","  3118.631"," 26312.358"," 64041.600"," 33379.180"," 25200.000"," 70154.678"," 17454.816"," 21122.323","327631.922","  9764.543","329419.351"," 45165.820","  8680.000","523095.151","337234.207"
"M688.591T1657.822","19599.489","24828.939","34712.736","21368.411","30955.131","34198.408","20600.000","14700.000","30765.560","19340.071","18759.505","28871.234","28595.537","14700.000"," 8533.828","22958.531","17128.383","72995.466","21900.000","29251.236"," 5133.244","39800.000","16464.005","28000.000","40800.000","20534.711","22437.942","30032.144","90633.865","28879.177","33043.164"," 8485.575","13096.099","69500.000","14624.561","17827.592","18912.182","48339.094","30769.568","18800.000","50511.442","13841.161","16085.349","64412.612","23171.873","15107.936","23147.796","14000.000","28074.375","83275.143"
"M736.523T1710.061"," 81837.60"," 53940.27"," 20857.54","236712.03","258385.33"," 19410.83","215000.00","116000.00","217733.35"," 70551.83"," 23848.83"," 23962.85","229416.53","147000.00","146568.85"," 56009.03"," 47409.98"," 26554.04","213000.00"," 93050.91"," 80685.94"," 29400.00","199371.28"," 58300.00","258000.00","104949.81"," 77926.35"," 31986.40"," 20659.85"," 31653.30","132581.39"," 99964.26","165782.16"," 47800.00"," 69627.62"," 49496.31","146333.70"," 16676.92","234217.89","183000.00"," 27470.93"," 65541.45","141040.89"," 35921.25","147886.43","179245.81","145374.14"," 78100.00"," 28421.41"," 20385.98"
"M875.59T1584.638"," 39408.22"," 50139.15"," 53183.96"," 40882.66"," 37211.78"," 94735.57","106000.00"," 45600.00"," 95028.05"," 37270.81"," 36734.65"," 81210.31"," 51593.10"," 45800.00"," 61033.95"," 17423.24"," 28990.59","101803.35"," 43700.00"," 45893.62"," 41579.51"," 91300.00","178460.45"," 31500.00"," 54800.00"," 40105.43"," 43851.78"," 84023.66"," 57867.17"," 54025.34"," 60511.25"," 34506.21"," 74371.69"," 96000.00"," 44690.93"," 36435.82"," 74650.73"," 82568.85"," 34981.35","124000.00"," 51596.11"," 41953.72"," 40032.05"," 52042.84"," 40750.10"," 94884.94","122934.62"," 39500.00","111358.58","127778.96"
"M943.588T1518.016","  5618.391"," 36887.399"," 19207.671"," 23250.607","  8395.550"," 62243.151","109000.000","  9520.000"," 59188.602"," 13035.862","  6484.339"," 45801.272"," 16419.655"," 11100.000"," 10694.824","  4580.376","  6850.380"," 46585.984"," 13700.000"," 20899.571","  5302.366"," 32100.000","181400.872","  5450.000"," 14400.000"," 19693.703","     0.000"," 52241.767"," 50180.477"," 38829.665"," 14762.547"," 11519.767"," 18441.828"," 37400.000","  8984.408","  9415.183"," 46601.034"," 42323.400","  6058.234","136000.000"," 24530.347","  3173.257"," 17245.474"," 46690.116"," 15817.682"," 50188.998","122251.208","  7800.000"," 51195.673"," 78791.051"
"M666.518T1659.646"," 28776.478"," 45500.459"," 52521.187"," 51003.400"," 77490.997"," 40572.296"," 37300.000"," 43400.000"," 41261.595"," 43651.626","  4429.070"," 53719.941"," 49931.953"," 28700.000"," 28260.650"," 26682.857"," 22791.306","156641.726"," 50900.000"," 36933.226"," 39989.544"," 48000.000"," 29501.482"," 37500.000"," 69600.000"," 46208.022"," 30923.368","141602.444","252187.714"," 48968.357","  8840.328"," 43435.916"," 33562.829","226000.000"," 35354.024"," 24888.737"," 41783.077"," 38210.463"," 34501.701"," 39600.000"," 40148.903"," 46004.720"," 24015.731","183792.619"," 23885.790","213579.710"," 27822.583"," 17300.000"," 41052.504","390907.486"
"M309.294T1456.538","106954.58"," 74674.71"," 82145.97"," 64233.09"," 80949.36"," 59672.95","141000.00","115000.00","168063.12"," 89886.05"," 27790.33"," 65368.91"," 71141.64","166000.00"," 82503.81"," 62663.35"," 61486.63"," 61989.78"," 56200.00"," 75776.27"," 78814.39"," 59400.00"," 70880.21","105000.00"," 72800.00"," 58467.47"," 62064.28"," 92004.55"," 71502.06","132165.02"," 77102.15"," 72764.78"," 60568.97","110000.00"," 59911.07","102448.92"," 97684.56"," 72852.79"," 63828.86"," 88000.00"," 70550.56"," 66837.12"," 59023.43"," 86372.89"," 66354.69","113607.63"," 33101.34"," 53300.00","101461.59"," 51474.17"
"M645.592T1558.721"," 65404.97","119331.90","144167.80"," 91121.80"," 67270.52","125281.76"," 58900.00"," 74100.00","106540.63"," 53510.51"," 19846.23","126192.53"," 58446.74"," 58400.00"," 67681.83"," 76082.98"," 47579.79"," 32754.97"," 68300.00"," 76712.11"," 62649.42","112000.00"," 58172.17"," 38700.00"," 82700.00"," 92964.95"," 82073.86"," 10978.09"," 49106.26","118442.02"," 48192.68"," 68903.41"," 42916.20","111000.00"," 66266.98"," 44723.93"," 30008.48","139852.94"," 77639.21"," 50200.00","127575.05"," 25557.38"," 75657.48","     0.00"," 68710.46"," 66431.11"," 11502.44"," 36300.00","104415.23"," 37998.33"
"M876.605T1557.26"," 40871.62"," 64352.76"," 33108.70"," 27249.23"," 26693.05"," 68238.04","171000.00"," 33000.00"," 83392.70"," 17357.41"," 11500.83"," 64601.04"," 45545.14"," 20200.00"," 36871.15"," 30612.67"," 26710.59"," 68444.89"," 26200.00"," 32189.34"," 33012.75"," 72900.00","329915.47"," 27700.00"," 31800.00"," 30495.61"," 27894.32"," 59777.87"," 79209.14"," 44162.76"," 29890.48"," 25023.24"," 25153.12"," 66500.00"," 26394.19"," 16738.56"," 65397.32"," 67701.28"," 21407.31","199000.00"," 45095.42"," 18096.18"," 23967.23"," 39754.16"," 15843.54"," 78234.29","223206.00"," 27600.00"," 72730.85","101541.31"
"M276.933T414.788","35223.22","37682.46","37232.22","49763.48","42822.23","35432.93","37600.00","27000.00","37538.98","47800.83","34868.04","32655.86","29698.65","35400.00","35688.61","43320.79","37349.77","37662.59","38500.00","41902.76","30236.04","30400.00","44103.45","29600.00","33900.00","42640.75","37145.77","33077.59","35835.12","29579.37","29158.37","40684.89","35783.92","48800.00","44129.91","35096.14","40272.00","31747.58","40140.62","30700.00","32043.94","39654.49","37811.27","29541.53","39282.71","39878.38","28762.84","44100.00","36443.87","41184.94"
"M327.179T1358.969","227695.4","229641.2","213045.8","220052.8","239203.7","192917.6","192000.0","211000.0","195485.8","201100.3","334208.5","207370.0","199151.7","263000.0","261272.2","208380.3","212969.5","203330.9","221000.0","243094.7","248497.2","217000.0","197306.9","236000.0","210000.0","233056.7","189080.6","222863.9","193013.5","198827.7","258861.6","205305.0","215400.2","203000.0","226474.1","226915.2","195802.7","203116.2","178148.9","186000.0","191204.4","243908.5","190802.6","230012.4","212347.6","183610.0","138685.4","246000.0","221212.8","190652.6"
"M995.707T1642.868"," 2370.408","20044.129","19432.917","10313.669"," 2597.160","12167.930","29500.000"," 4340.000","10749.507"," 5074.105"," 4326.177","25868.375"," 6806.445","23300.000"," 7718.596"," 2223.096"," 4563.072","25671.216","13200.000"," 2693.457"," 2260.350","16400.000","76023.840"," 6250.000"," 5520.000"," 7081.688"," 5221.446","23502.986","32871.862","17819.929","13397.575"," 6163.881","23424.200","58000.000"," 6215.883"," 4231.783","15003.809","10267.646"," 7944.523","18200.000","11225.365","    0.000","18614.417","24882.687"," 6201.339","29574.722"," 4632.751"," 2850.000","16515.557","60035.388"
"M299.109T1514.352","326920.5","357890.8","361826.3","313003.4","358314.8","331923.8","352000.0","306000.0","319133.7","344715.1","312888.5","353998.1","328326.3","338000.0","316196.1","310331.8","309596.5","399676.3","344000.0","335892.9","324249.8","369000.0","312298.0","323000.0","319000.0","310495.2","334296.8","445680.5","439612.7","347578.4","325183.0","291462.8","321063.9","397000.0","310402.8","325722.1","311597.2","370320.2","344145.7","308000.0","346514.4","296804.8","337254.0","431527.2","324779.3","429192.8","153752.9","287000.0","371339.1","409151.5"
"M373.363T1621.4"," 71539.44"," 84421.03"," 87170.83","102104.46"," 84281.46"," 88884.72"," 63600.00"," 71700.00"," 88002.68"," 58951.33"," 15072.84","101188.02"," 77338.77"," 74300.00"," 80726.88"," 74655.80"," 72247.62"," 87549.16"," 90000.00"," 73012.06"," 79577.26","110000.00"," 76128.89"," 77200.00"," 76800.00"," 74676.89"," 74369.07","118140.48","113432.34"," 93469.46"," 74902.24"," 76255.22"," 81416.94"," 93300.00"," 72017.89"," 67930.74"," 90292.33","105031.36"," 68939.58"," 93200.00"," 91161.96"," 74838.26"," 80130.23","127343.00"," 81722.61","150052.80"," 41557.42"," 44800.00","107706.81","118543.97"
"M672.569T1574.276","178305.18","286873.70","819712.49","222156.67","300090.03","141327.30","266000.00","111000.00","406248.96","237071.06","134328.71","142302.67","349021.03"," 77600.00"," 74830.19","293931.67","268393.67","429158.33","270000.00","114980.95","150208.76","836000.00","229893.34","298000.00","282000.00","122070.56","115485.10","215467.35","790330.70","470964.31"," 76316.70","158446.44","110157.09","380000.00","260072.96","255713.77","100289.08","117486.92","325918.95","130000.00","548476.91","284356.86"," 69019.03","663477.18"," 78023.53","855578.71","106494.77"," 81200.00","138894.43","233107.62"
"M385.183T1625.289","217089.88","346525.92","140869.96","231792.64","185370.74","148450.45","142000.00","547000.00","226944.47","268969.69"," 32585.67","147980.80","130612.84","335000.00","134427.12","160111.50","146251.90","157535.13","171000.00","124459.20","144446.73","162000.00","113976.74","152000.00","183000.00","126498.09","193346.28","330358.63","168877.87","112115.61","149807.70","164455.51","167239.36","246000.00","144225.51","356168.46","598786.30","147884.94","136776.05","376000.00","156601.17","169113.71","151126.62","292474.11","167567.13","148642.87"," 55604.54"," 74300.00","134422.04","410076.34"
"M356.286T1369.526","418779.86","211856.53","110940.32","219736.86","151468.85","131367.11","412000.00","386000.00","418386.34","405373.39"," 93997.67","327430.89","277829.43","430000.00","399932.86"," 93971.88","187533.56","289960.06","131000.00","375289.11","328549.87","186000.00","159045.26","376000.00","142000.00","145888.73","212023.93","249006.45","114867.05","421076.59","159906.34","183389.63","112951.45","262000.00","159605.37","374524.45","347911.61","177558.76","387238.01","450000.00","355214.87","221081.19","345375.25","160796.64","326137.88"," 90803.62"," 96954.32","119000.00","342962.19","279153.14"
"M536.575T1540.7"," 10356.793","116592.773"," 70236.469","  9888.077"," 15146.535","131776.276"," 10400.000"," 43800.000"," 15025.236","  7045.395","  2612.054"," 98750.176"," 10290.594"," 21000.000"," 16877.872"," 17757.500","     0.000","101759.873"," 31300.000"," 27870.281"," 21209.463"," 51800.000"," 14778.382"," 11300.000"," 14900.000","  7079.333"," 15439.113"," 19523.597"," 12344.521"," 48806.785"," 25473.122"," 74591.656"," 12016.178"," 25500.000"," 12079.822","  4007.180"," 15509.172"," 30664.566"," 25064.319"," 10800.000"," 94180.253","  7663.079","  9745.448"," 19741.095"," 16566.045"," 18931.956"," 14980.899"," 10600.000","120325.682","142434.165"
"M645.59T1576.223"," 71461.353","127016.764","150420.622","102955.678"," 80993.774","129687.433"," 77900.000"," 79500.000","122338.125"," 59861.183"," 57493.884","133306.581"," 62589.165"," 60500.000"," 73414.972"," 86578.049"," 53050.868"," 45608.053"," 78100.000"," 82560.706"," 62696.980","116000.000"," 81199.167"," 49900.000"," 99800.000"," 97235.580"," 94058.560"," 15196.761"," 59895.116","134911.927"," 51430.604"," 70940.287"," 55950.922","115000.000"," 66196.401"," 47696.300"," 35668.383","142261.680"," 98443.528"," 59800.000","167706.637"," 38104.527"," 82051.470","  5296.146"," 78241.478"," 78091.551"," 44055.352"," 62700.000","104032.361"," 42704.104"
"M708.511T1644.207","  83833.47","  92001.28","  64031.12","  84962.41","  91429.40","  83048.60","  73700.00","  68400.00","  78782.34","  87522.77","  11528.83","  85250.93","  70994.57","  74500.00","  80218.04","  89834.47","  83741.56"," 130054.08","  99700.00","  70049.71","  91180.39","  81200.00","  76913.07","  85000.00","  78400.00","  94210.28","  79632.47"," 246619.52","  86281.85","  69231.03","  70941.91","  92886.90","  69477.06"," 131000.00","  70002.61","  86687.29","  90020.93","  88547.77","  79474.98","  81700.00","  84841.03","  94583.58","  87233.15"," 161565.82","  81656.01","1463692.63","  16524.16","  26500.00"," 130187.83","  98462.46"
"M916.584T1523.593"," 36225.000","101279.888"," 61688.068"," 53714.273"," 51858.500","115975.523","203000.000"," 48400.000","120277.313"," 22968.997"," 23589.239","106692.582"," 62149.681"," 55500.000"," 40609.373"," 43619.136","  5173.667"," 72015.047"," 39600.000"," 55287.639"," 33812.357","108000.000","360327.865"," 21100.000"," 47100.000"," 42409.585"," 33663.281","110483.417","111761.071"," 64192.799"," 45763.745"," 59782.212"," 52215.227","106000.000"," 28077.220"," 36112.554","103514.334"," 75686.541"," 22544.889","241000.000"," 44598.264"," 31051.126"," 33354.507"," 82670.566"," 37818.221","127078.282","291580.855"," 28400.000"," 89325.882","210921.418"
"M490.399T1605.092"," 111369.174","  84038.217"," 144798.455"," 132302.872","  79605.697","  91328.062"," 117000.000","  85500.000"," 151337.795","  81251.364","   9518.822"," 205703.391","  91781.348","  82800.000","  77463.719","  86955.359","  74963.481"," 377426.165","  83300.000","  95371.327","  85288.850","  98000.000","  70634.437","  96700.000","  85100.000","  51201.819","  82221.903"," 534866.944"," 163899.914","  96431.480","  69277.173","  94992.950","  76707.364"," 113000.000","  81581.188","  75097.882","  86987.257","  94887.795","  78366.490","  92600.000"," 122247.775"," 105238.321"," 103993.367"," 303891.346","  77410.348"," 291041.764","  35188.291","  94000.000"," 133706.465","1057074.079"
"M588.498T1608.622"," 74595.76","105431.50","111974.80","228089.99","234923.55"," 78350.53"," 86200.00"," 56600.00","151604.29"," 76876.80"," 41367.81"," 75559.10","151844.04"," 65700.00"," 86211.20"," 82105.94"," 66860.37","128841.03","224000.00"," 72305.41"," 84867.78"," 97300.00"," 66374.74"," 60000.00","228000.00"," 81282.08"," 84706.92","712263.75","707882.68"," 80513.86"," 58816.00"," 59196.92"," 50257.19","249000.00"," 59766.07"," 83676.29"," 60461.24"," 74215.02","210556.57"," 58300.00"," 81063.04"," 47043.04"," 66752.51","817133.59"," 48954.06","459536.35"," 70204.52"," 36400.00"," 83358.17","265576.08"
"M716.614T1523.905"," 17498.243"," 39543.829"," 95567.522"," 22435.987"," 27780.513"," 30074.052"," 19600.000"," 34800.000"," 54125.389"," 33160.015"," 18133.530"," 21869.685"," 43457.893"," 25600.000"," 19618.531"," 30230.481"," 21054.845"," 64852.324"," 41700.000"," 27731.476"," 10642.355","143000.000"," 15984.536"," 30600.000"," 20700.000"," 35363.115"," 18861.554"," 26827.729"," 93185.836"," 75297.597"," 19069.738"," 33478.267","  8459.554"," 53900.000"," 13560.736"," 14829.992"," 13645.229"," 37486.440"," 64944.772"," 31600.000"," 72949.063"," 21470.574","  5838.487"," 82327.468"," 18226.591"," 70479.268"," 17497.971"," 19600.000"," 29807.107"," 28741.830"
"M1011.712T1478.407","  2772.968"," 34995.767"," 61390.891"," 18389.741"," 18231.877"," 94393.587","220000.000","  7480.000"," 45244.440"," 12215.841","  7782.201"," 60334.695"," 32983.564"," 20800.000"," 51645.357","     0.000","     0.000"," 88379.517"," 15900.000"," 21044.322","     0.000"," 58100.000","391126.359","  8340.000"," 26000.000"," 33862.502","  7662.756"," 75575.504","132555.097"," 40224.926"," 28554.805"," 19603.530"," 31039.923"," 96600.000"," 14381.803"," 14426.691"," 89158.235","129051.312"," 11348.031","318000.000"," 42025.576","  6182.082"," 30429.618"," 75970.439"," 27436.148","124673.545","227992.202"," 12500.000","109506.782"," 69493.308"
"M1018.708T1492.083","     0.000"," 14712.202","  7020.248","     0.000","     0.000"," 17700.203"," 42800.000","  2610.000"," 33104.606","  3436.873","  5391.342"," 11009.218","  7555.225","  7940.000","  8618.755","  4400.506","     0.000"," 17762.567","  9310.000","  5659.332","  4429.975"," 11200.000","364713.328","     0.000","  2970.000","  2984.677","     0.000"," 23701.666"," 14806.511","  3686.278","     0.000","  2090.505","  8160.286"," 30500.000","  4939.738","  3141.417"," 16478.757","     0.000","     0.000","137000.000","  4932.365","     0.000","  2230.719"," 16120.792","  2481.398"," 17892.617","610324.145","  2220.000"," 14899.257"," 73491.254"
"M530.464T1642.868"," 17090.762"," 23663.873"," 51898.617"," 38799.158"," 53172.898"," 25690.264"," 37600.000"," 29000.000"," 34040.732"," 19512.587"," 23301.219"," 56254.862"," 55388.818"," 16900.000","  4960.845","  4432.100"," 16782.218","115885.043"," 64100.000"," 21510.623"," 16601.175"," 35600.000"," 38170.590"," 19100.000"," 72300.000"," 20574.550"," 12223.736","245199.559"," 76720.091"," 39942.203"," 23469.410"," 16851.962"," 33482.501","176000.000"," 11839.352","  3126.266"," 23065.523"," 55905.467"," 33437.749"," 25200.000"," 51394.307"," 17455.313"," 18329.766","315515.413","  9774.978","203971.177"," 28399.553","     0.000","510240.202","308788.151"
"M572.502T1624.418","24341.950","17186.461","22550.738","23626.922","17095.149","23647.516","12900.000","30200.000","26694.934","14703.557","    0.000","24006.974"," 9367.087","18900.000","26152.638","18940.391","21270.214","25525.296","24800.000","17300.191","23104.033","24900.000","12261.474","25200.000","10200.000","17688.049","14359.503","31076.022","30079.035","23128.808","13328.723","14350.759","14497.429","20600.000","31359.320","21786.514","20412.127","28473.720","11955.542","26100.000","18147.906","14344.009","21213.820","31887.216","18455.623","44707.771"," 5832.390"," 5480.000","21622.374","48658.930"
"M1002.709T1624.867","     0.000"," 11430.501"," 16536.319","     0.000","  5443.272"," 11017.921"," 26300.000","  2170.000"," 18054.722","  2314.937","  2581.021"," 11752.691"," 10556.371","  5000.000"," 10796.487","  5922.252","  6714.382"," 11560.729","  5460.000","  5116.650"," 13673.534"," 17600.000","207175.706","  5050.000"," 15800.000"," 12749.804","     0.000"," 26833.313"," 23768.100","  2521.393"," 13832.757"," 11972.081"," 20308.191"," 22800.000","  2320.444","  8266.669"," 37506.045"," 19610.001","  8513.545"," 62600.000"," 12367.445","  2363.092"," 14188.549"," 21340.889","     0.000"," 22729.807","117048.039","  2300.000"," 11598.980"," 19278.622"
"M669.562T1624.559"," 69629.01"," 84528.70","178522.23","130061.81","137373.98","110284.25","118000.00","105000.00","170939.85"," 89654.18"," 47579.00","159217.99","252690.49"," 73300.00"," 74936.28"," 63247.57"," 77672.60","124359.99","185000.00"," 97865.83"," 96450.23","134000.00"," 82197.76"," 90300.00","141000.00","152135.01"," 74306.56","213995.17","112516.22"," 82034.79"," 89255.33","113216.55","100227.56","118000.00"," 79966.65"," 87513.60"," 92761.62"," 74308.33","275436.29"," 75700.00","110806.96","103702.02"," 75958.06","237967.91"," 70295.98","179013.93"," 60776.14"," 66600.00","124891.10","117908.35"
