"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M399.275T1363.391"," 0.277618964","-0.077640331"," 0.727090838"," 0.179411313"," 0.018779751"," 1.033850741"," 0.227422461"," 0.006665503"," 0.147290055","-1.021951909"," 0.970226034","-0.773463792","-0.032531546"," 0.629300509","-0.003780265"," 0.132385088","-1.103402074","-0.067424338"," 0.038196247"," 0.067414633","-0.087145381"," 0.036996839"," 0.064577110"," 0.370375574"," 0.437962026","-0.824679844"," 0.139491636"," 0.605554850"," 1.319192756"," 0.869601877"," 0.791841512","-1.062618883"," 0.191674783"," 0.107914559","-0.032758130"," 0.548799157"," 0.259436650","-0.407476914"," 0.115157389","-2.182120276","-0.139826744","-0.852496192","-0.931930942"," 1.232815592"," 0.220369278"," 0.032340067"," 0.020401564","-0.067137173","-2.151770619"
"M548.179T817.387"," 0.32683260","-1.29384256"," 0.35331621"," 0.15142160"," 0.51553105"," 1.32103590"," 0.37994499"," 0.67025118"," 0.43177375","-1.48773055"," 0.89458953","-1.20573465"," 0.23455764"," 0.58139148"," 0.70763701"," 0.43848792","-1.65866558"," 0.15196187"," 0.20717731"," 0.31057785"," 0.37776376","-0.09889081"," 0.44487513"," 0.37461652"," 0.50070311","-1.31367307"," 0.76193031"," 0.94296230"," 1.21249798"," 1.06793610"," 1.12857709","-1.36981367"," 0.77585770"," 0.43234824","-0.21621287"," 0.63409724","-0.08162536","-1.49552323"," 0.79774326","-1.48926229","-1.40938889","-0.65681238","-1.34026646","-1.50989003"," 0.30214885"," 0.01556457"," 0.49229392"," 0.15371530","-1.46478687"
"M997.827T1401.691"," 0.59883019"," 0.15434872"," 0.40571229","-0.67270636"," 0.84193561"," 1.52601925","-1.23985795"," 0.28083722"," 0.36542020","-1.36531617"," 0.37513365","-0.22945501"," 0.34409074"," 0.79644809"," 0.01180151","-2.03411363","-1.54756036"," 0.36381481"," 0.43986202","-1.06166266"," 0.46823727"," 0.21090005"," 0.44508477"," 0.29691345"," 0.26184441","-0.21635445"," 0.18804715"," 0.25646450"," 1.23560567","-0.35978342"," 0.63859493","-1.23959569","-0.80772085"," 0.61024307"," 0.28888206"," 0.91229155"," 0.49543214","-1.37362451"," 0.57009941","-1.36694927","-1.28179008","-0.42590576","-1.20809290"," 1.19296170"," 0.26168534"," 0.67261063"," 0.81047176"," 0.56048393","-0.45061904"
"M1323.087T1192.329"," 0.995279022","-1.274001832"," 0.034868012"," 0.349609096"," 0.839675194"," 0.829246699"," 0.447537705","-0.098142804","-0.150815338","-0.483877656"," 0.554827189","-1.107279690"," 0.427497001"," 0.458879500","-0.500483862"," 0.999698179","-1.662593380"," 0.047534561"," 0.378545967"," 0.396393926"," 0.422238944"," 0.197365912"," 0.356568972"," 0.383291844"," 0.702380739","-1.239618496","-0.349402999","-0.105845709"," 0.037775535","-1.842789382"," 0.345567469"," 0.579167164","-0.020618850"," 0.632452267","-0.318346116"," 0.254202959"," 0.596633302","-0.008295833","-1.033603336","-1.454899681","-0.091174226","-0.121691372"," 0.082743726"," 1.291669483"," 0.387474661"," 0.297032579","-0.025305586","-0.012479718","-1.424891742"
"M657.026T89.496"," 0.445065378"," 0.412828871"," 0.038848847"," 0.443548878"," 0.160045507"," 1.335392689"," 0.065806354","-0.194227788"," 0.174732131","-1.499009892"," 0.891317188","-1.010087190"," 0.242586620"," 0.448454265"," 0.198966885"," 0.452700778","-0.432571345"," 0.171303950"," 0.134301337","-0.050414586","-0.203022785","-0.145078568"," 0.084284540"," 0.439131537"," 0.530403116","-1.076674845","-0.163275382"," 0.641214217"," 1.235847143"," 0.672336687"," 0.023925968","-0.511574341"," 0.227387532"," 0.255292081"," 0.138840126"," 1.072890816"," 0.308464621","-1.303054606"," 0.285017699","-0.994771239","-0.704414485","-2.365311101","-1.227431107"," 1.411050070","-0.138796217"," 0.344351738","-0.005081626"," 0.163046905","-1.424587374"
"M331.079T87.506"," 0.56906701","-0.40278258","-1.95403858"," 0.40566181"," 0.67314346"," 1.30705652"," 0.48764968"," 0.64533767"," 0.23795520","-1.36629833"," 0.95179897","-1.10999123"," 0.47536020"," 0.86041927"," 0.62746479"," 0.70421711","-0.78464511"," 0.53963989"," 0.49351029"," 0.56204155"," 0.03753365","-0.24167392"," 0.58476230"," 0.79977365"," 0.86988574","-0.44092238"," 0.04598548"," 1.08985838"," 1.59624643"," 0.84005180","-1.81171830","-0.09934681"," 0.80889872"," 0.83906320"," 0.38304036"," 0.94286697","-2.04591913","-1.37338108","-1.76733734","-1.36769053","-0.58310509","-0.33734851","-1.23226797"," 0.92315200","-2.07684697"," 0.83393684","-0.09642063","-0.43114895","-0.61249551"
"M808.24T1193.238"," 0.45224628","-1.26546911"," 0.66203409"," 0.68724251"," 0.75392282"," 1.28072287","-0.09938408","-0.23718830","-0.19412215","-1.45585450"," 1.08290776","-1.18287454"," 0.69089139"," 0.49364685"," 0.15503469"," 0.75613074","-1.62130952"," 0.73756817"," 0.40780707"," 0.23722683"," 0.01690333"," 0.68270946"," 0.41939102"," 0.36605058"," 1.15164121","-1.28736413"," 0.05701215"," 0.68398614","-1.32627141"," 0.02823111"," 0.28533020","-1.34171005","-2.09077432"," 0.62618318"," 0.26513825"," 1.51122062"," 0.64226262","-1.46339769","-0.10070298","-1.45733720","-1.38001966"," 0.06312636","-1.31310748"," 1.15067251"," 0.48258205"," 0.77505623"," 0.56031649"," 0.32701195","-0.67532038"
"M524.183T892.811","-0.076614160","-0.638009294"," 0.321814592","-0.173920462"," 0.405321533"," 0.948665499","-0.266955920"," 0.291471377"," 0.056355302","-1.262809257"," 0.763313933","-0.921337939"," 0.142101758"," 0.771307215"," 0.109840472"," 0.323734283","-1.469797181"," 0.144785276"," 0.183503789"," 0.143034445"," 0.216028180","-0.001193048"," 0.415189243"," 0.409933597"," 0.517006865","-1.052041348"," 0.279761335"," 0.821720003"," 1.283361841"," 0.892010724"," 0.826773509","-1.120022480"," 0.628126525"," 0.777844661"," 0.036442937"," 0.941793512"," 0.224367024","-1.272245505"," 0.447049621","-1.264664062","-1.167944480","-1.205201770","-1.084243500","-0.341085977"," 0.192083751"," 0.236882485"," 0.398912627"," 0.402574956","-1.235026487"
"M754.359T963.172","-0.002304188","-0.266921499"," 0.746745935"," 0.161425131"," 0.474799665"," 1.186349236"," 0.108529997","-0.198655714"," 0.038808754","-1.617235957"," 1.831739188","-1.319207155"," 0.467491553"," 0.502728039"," 0.528685167"," 0.604464118","-0.767703430"," 0.265523336"," 0.056123876"," 0.277957058"," 0.309606992"," 0.551680244"," 0.120633720"," 0.445458001"," 0.198481706","-1.433282568"," 0.345034529"," 0.357467872"," 0.552534443"," 0.567367419"," 0.424769693","-0.664730874"," 0.316503896"," 0.164017115"," 0.103134459"," 0.876692540"," 0.779524979","-1.625471664"," 0.197980366","-1.618854782","-1.534440312","-1.566957594","-1.461387939"," 1.261364395"," 0.194719198"," 0.244748947"," 0.331873577"," 0.075176401","-1.592987870"
"M518.153T824.178"," 0.23670449","-0.33723367"," 0.38884237"," 0.22951996"," 0.34044435"," 1.18874937","-0.60760585","-0.30022663"," 0.30276533","-0.85382930"," 0.09558848","-0.42284493","-0.30805680"," 0.75033175"," 0.17396942"," 0.34014445","-1.11507708","-0.20497012","-0.34263039","-0.35193195","-0.07780749","-0.41915909","-0.01899191"," 0.85818876"," 0.56145270","-0.58781081"," 0.13631181"," 0.60734280"," 1.29436453"," 0.97998148"," 0.56411359","-0.67361247"," 0.14537307"," 0.22130782","-0.16390471"," 0.59534904","-0.06632550","-0.86573916"," 0.37921267","-0.85617032","-0.73409671","-0.78112061","-0.62845441"," 0.58379908","-0.29091728","-0.06357658"," 0.19470285"," 0.72229716","-0.81876356"
"M1096.548T894.929"," 0.14985441","-0.21603471"," 0.61452563"," 0.79932572"," 0.37011612"," 1.13286100"," 0.52727312"," 0.08104683"," 0.35765801","-1.79488217"," 1.15347876","-0.77682485"," 0.02668021"," 0.84118340","-0.00686352"," 0.38295633","-0.84286971"," 0.32003055"," 0.23205712"," 0.31285981"," 0.30727727"," 0.49611928"," 0.52390250"," 0.06069387"," 0.21340208","-1.62855001"," 0.17045742"," 0.84294995"," 1.45460965"," 0.80899655"," 0.75534647","-1.68219888"," 0.09536271"," 0.30740359"," 0.06456197"," 0.79666062"," 0.56028965","-1.80232898"," 0.64907279","-1.79634593","-1.72001760","-1.74942000","-1.65396308"," 1.29221869"," 0.21174370"," 0.37863940"," 0.01207888"," 0.13956217","-1.77295681"
