"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"M539.282T935.356","111060.677","65934.588","164242.647","98415.397","90448.186","169397.718","84700","95400","98418.43","93779.702","89876.531","168369.013","70214.691","220000","143636.919","9578.3516","10335.6653","100996.3528","110000","129673.479","117300.836","117000","120095.811","172000","75000","79888.719","5055.5084","88378.99","9588.0878","82102.747","141819.888","102223.278","169038.426","94900","82770.446","95057.589","61326.649","58461.386","7253.7252","16100","4570.4951","44528.446","2656.2598","120550.533","7816.8011","3344.4039","43282.843","44400","89613.1485","62195.855"
"M504.266T1201.385","363174.858","207199.423","306449.792","253412.814","332803.011","302864.451","320000","328000","360226.236","274472.922","343687.961","275772.542","272200.301","310000","171670.069","4455.1736","5869.8639","290901.7681","316000","289185.407","302968.609","266000","444723.125","271000","225000","248953.931","11598.5776","301157.318","6944.7008","366829.766","327674.778","228880.321","408981.543","304000","329861.612","252324.14","274079.17","356137.505","7527.1426","130000","7056.4836","264126.231","11308.2538","155943.623","5822.2205","4593.9656","199770.201","257000","218525.2329","278825.468"
"M592.477T1439.652","93164.903","94551.277","79875.848","156896.35","218048.608","108449.206","120000","228000","128012.826","98799.242","153116.275","111592.922","119214.275","86700","43231.146","32095.8115","36834.8188","167705.2697","182000","157507.234","198719.125","218000","175740.263","185000","302000","235415.74","40815.9744","270650.17","53174.349","129919.406","189541.22","297374.55","160320.885","199000","92602.148","135054.362","177708.151","142153.905","49738.5025","60900","45188.0482","133734.402","31375.2966","283998.166","28793.9948","77048.2081","283348.973","263000","172842.1582","220601.859"
"M989.551T1288.291","349394.872","228189.06","306989.805","348477.881","443511.753","317740.063","348000","355000","367818.932","342673.033","230640.147","370940.49","390895.124","421000","165905.158","5592.3957","452.31084","366915.4522","260000","359694.469","388125.195","301000","440841.502","398000","330000","309473.212","452.31084","465148.578","4649.2995","358140.428","409275.649","360762.401","387754.724","431000","297091.477","292085.944","303704.131","278677.187","2662.6266","141000","2561.7856","275207.816","10432.0341","186117.215","2261.5542","2696.1582","187506.95","260000","264045.3512","323219.127"
"M841.523T1305.07","237530.463","185447.043","199103.244","248644.077","254030.578","182369.582","155000","167000","180948.163","179886.135","227960.05","127146.59","203611.469","277000","119510.813","14038.7724","24812.1295","184411.8358","186000","197561.857","143420.068","156000","197730.323","177000","212000","160172.5","19702.6626","254369.034","14297.1529","292497.731","217258.704","163115.023","191675.136","221000","154994.772","152174.792","141582.306","114862.809","19815.7717","95100","7334.2649","120474.662","10504.1899","85909.194","6138.6654","18075.8889","74574.706","135000","87752.9003","161832.113"
"M889.305T842.452","28435.465","29668.977","59098.377","58629.659","55708.763","62025.594","86000","60300","50178.552","63923.753","51796.308","78635.716","62944.989","104000","70658.922","16358.9315","19658.8328","54469.6513","62300","56081.294","99537.774","74100","69766.621","83500","49200","65277.94","8757.1595","37932.111","5406.244","32551.846","61297.672","68800.16","66555.649","65000","36185.351","52317.122","54728.407","52233.669","16166.7036","18600","14475.0144","59163.246","9400.735","57715.183","9847.9487","10545.3714","54578.951","78800","85184.8725","19855.063"
"M555.365T1404.858","107854.789","137964.827","132060.266","142660.371","212834.368","130414.372","119000","215000","155832.708","111099.589","201233.224","105317.449","127847.344","115000","96183.264","49305.3708","48853.6743","196770.509","199000","172357.147","286210.3","243000","158085.178","196000","294000","241305.181","63440.7057","227175.176","81411.8584","145443.148","184131.293","323480.524","183733.04","212000","140461.479","166779.121","154881.789","145368.422","86391.0535","65200","52653.6901","157096.575","36724.4796","280046.601","59799.8365","71100.5974","157889.158","399000","234560.5064","184174.729"
"M933.558T1239.033","843270.153","489882.504","588183.279","523405.976","712504.811","654483.022","678000","781000","907787.332","698187.758","216761.532","514264.84","477900.635","838000","321408.888","13082.8585","4431.0707","564958.7609","567000","536697.251","594573.216","624000","872516.73","609000","384000","415504.648","9243.348","711143.82","5216.6458","946337.149","674947.856","481425.598","747238.883","718000","661461.143","721565.444","690333.364","575544.471","2385.1649","230000","6802.2297","459133.415","5635.8976","389156.878","4551.6687","7052.7473","282337.803","510000","462382.1954","572041.139"
"M713.458T1120.063","125758.345","102331.44","120912.944","135650.383","159240.929","130996.233","120000","178000","188137.367","125329.773","205903.257","105195.893","124896.645","149000","92850.366","12933.7057","27873.7506","216360.7926","2e+05","224402.136","346939.38","373000","192221.642","204000","229000","129179.53","21401.2444","216899.231","20054.489","1447634.981","193698.581","303898.534","196353.063","290000","203934.056","292372.109","1571744.115","155269.533","19281.683","111000","20237.1052","115609.874","16947.1695","1806558.151","21430.946","23438.7678","400489.146","596000","191096.2373","272813.405"
"M438.207T1136.982","175964.902","101319.32","89065.596","129360.947","116053.958","90781.534","103000","102000","114617.444","92875.663","91814.923","283045.063","261208.004","234000","273078.303","11242.569","176297.3098","219698.8841","80500","241621.051","197005.548","93500","109233.606","232000","84700","102718.228","6797.2406","103183.666","9324.5666","144555.597","97978.831","66976.908","79403.732","87900","174639.264","121028.277","106785.288","123074.125","12893.114","91200","2050.8548","71383.495","2498.1757","76079.696","10190.7816","8011.7983","58825.133","86900","219349.5283","114159.633"
"M607.448T1423.334","246207.842","215009.685","229714.493","311106.377","428405.453","273135.783","293000","454000","253010.626","134857.191","447338.571","214148.826","272102.476","236000","153852.824","78928.8974","86451.5157","316866.6182","407000","325485.195","331289.393","443000","273513.905","302000","456000","415763.902","111247.6892","414870.719","75763.4245","272544.902","430655.062","568607.623","357173.006","354000","249078.968","296179.638","298861.134","258290.639","176805.0527","132000","85092.1242","228749.918","131120.244","396682.752","85955.9123","95215.3512","418978.61","575000","423065.9076","323151.351"
"M985.569T1283.896","223670.294","173012.704","219651.064","199008.095","211317.271","198431.359","196000","170000","210789.638","214305.973","185633.802","207775.385","184926.032","250000","109709.68","2502.6509","2718.5348","163582.2628","174000","185055.503","190307.385","155000","205324.897","207000","168000","158647.346","7263.4997","177808.254","449.3481","226658.96","235195.724","178976.194","221045.444","177000","202379.573","170055.112","162922.532","178557.199","4956.6974","127000","2246.7405","143312.174","8609.0328","114616.483","10240.9518","4392.8699","149789.589","181000","126736.3297","175895.38"
"M577.494T1463.866","130350.417","95861.644","137533.531","165273.529","255862.091","140863.496","286000","295000","145924.263","126405.743","207076.002","175775.716","190132.789","142000","72370.141","62474.3711","89947.2678","230650.7041","221000","185033.01","199613.38","2e+05","263805.819","182000","247000","226934.193","79280.1686","286006.999","112437.1492","174963.4","206278.641","238361.118","188175.738","263000","104550.686","108507.636","163721.081","156708.783","156153.5339","149000","88422.2282","138269.706","78171.319","256306.531","62868.1726","192040.9975","374263.321","262000","259160.363","245284.666"
"M967.385T975.822","53830.411","25547.718","71124.224","80667.741","114361.043","99984.099","95400","103000","85688.44","61761.973","85332.862","96066.769","71733.379","145000","84326.971","14946.7059","11651.485","103313.5613","134000","122298.751","168282.159","2e+05","95823.42","165000","113000","162041.9","18038.917","136597.373","14020.9792","42790.793","127894.144","138676.402","110157.771","135000","58436.356","60229.758","70444.997","44055.968","7906.1555","16300","10070.4962","64269.188","10129.3438","440090.904","16363.5831","11695.8708","191950.88","122000","351622.1608","57613.871"
"M933.605T1376.163","263046.409","162261.718","211299.951","166865.295","210996.511","242283.538","150000","203000","262699.722","194012.975","41297.355","187292.079","189225.736","262000","83116.046","5154.6729","7061.3386","168382.6397","195000","165249.257","195408.09","246000","266147.509","191000","166000","150706.556","7892.5023","262962.183","16703.3386","152891.764","150067.633","206249.785","264648.846","230000","195335.084","163696.197","252277.468","169964.688","2311.7314","116000","2713.7085","168700.527","2162.6023","107131.844","11128.9493","18248.5849","142109.814","72100","155920.0118","225192.354"
"M967.562T1198.781","221544.079","180640.46","238809.994","231830.751","307627.506","242053.625","178000","211000","215785.992","185612.974","339088.547","189340.064","197994.069","297000","131185.123","4432.4824","4628.8265","166987.9615","208000","205751.197","213185.488","181000","251912.541","248000","220000","223885.775","7955.4214","228668.396","4153.426","241652.706","298396.223","225392.226","285538.582","207000","197961.328","173862.09","134646.061","187351.721","2727.2289","119000","3338.645","175671.985","3105.7496","121773.644","5819.7991","2080.1954","194483.987","188000","141471.9466","177258.003"
"M659.432T1373.551","106843.857","93383.996","103813.136","109418.454","120541.023","110971.59","77200","108000","103388.935","93511.307","80510.303","86569.646","77096.115","102000","48149.969","19151.8303","31858.3315","105450.7542","115000","122753.163","111974.456","122000","129335.469","86600","150000","137317.901","26263.9111","90574.987","24622.7715","100337.878","111851.252","148830.387","141533.187","139000","109650.194","88026.008","115673.096","80370.588","18543.3117","64100","20063.0677","54689.288","29700.0628","129345.812","8865.0716","32639.6634","91738.417","137000","102536.3213","131756.22"
"M513.307T1059.952","980660.251","517894.426","1165346.635","632355.026","660024.23","990664.153","786000","792000","734293.066","719658.492","370628.611","462844.16","358495.978","1110000","1093807.859","6958.9203","9123.3997","484322.2754","867000","457639.024","467060.357","793000","927941.227","483000","229000","315444.731","14535.6959","420868.065","857.82636","942716.402","928715.846","693698.247","1131877.916","820000","645728.433","1100808.539","736633.34","586838.987","5168.6275","807000","857.82636","428142.139","4289.1318","208364.383","857.82636","4980.6085","335638.701","360000","273998.3393","576127.892"
"M951.567T1355.083","477050.697","415445.163","622076.285","637374.288","937529.849","743195.31","6e+05","653000","668689.559","678972.28","142382.922","460467.198","397583.271","838000","254189.411","866.49664","866.49664","314050.8779","539000","401126.725","401712.359","662000","515328.201","454000","598000","467725.95","7321.8572","796013.752","25127.7441","474336.748","744368.348","789701.595","747486.663","803000","396562.501","585809.985","589838.451","374118.147","4332.4832","281000","4909.6531","363607.496","7635.0591","403222.746","866.49664","31065.8442","343050.008","477000","300773.6391","657140.015"
"M565.403T1389.183","119949.404","137021.547","136002.833","243092.61","295904.684","149375.156","143000","202000","208284.408","130637.119","228102.144","126883.929","106597.339","109000","100915.051","72420.1773","58601.9014","232392.7273","233000","191216.063","246637.952","270000","187087.302","210000","417000","201020.815","66615.2057","924787.998","1074352.87","158824.911","207540.959","329400.09","194091.019","375000","149244.306","146819.521","160046.608","145148.148","60493.7668","81600","68388.6148","131319.718","71226.4288","1482664.204","62126.5771","312104.7007","239077.104","326000","233548.3132","560082.295"
"M639.422T1384.421","140813.249","89948.169","123168.856","150185.669","210824.311","164180.707","122000","240000","172307.343","122694.097","211162.026","144619.751","138712.26","139000","83405.505","34882.0581","38000.8207","224878.4578","237000","226128.557","319471.78","249000","170800.194","213000","309000","282685.415","29367.9434","263748.789","39058.7934","170876.093","221538.283","308292.698","210202.685","245000","184932.703","172973.047","213155.895","162818.985","12967.99","67000","34361.9402","186013.689","22126.5233","298945.256","19502.9334","41962.0606","225077.402","441000","265962.4303","239989.662"
