"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30"
"M697.459T1191.472",0.029486,2.0608e-05,0.0051752,-0.053692,0.027452,0.026346,-0.0045068,0.034513,-0.020096,-0.00031476,-0.00163,-0.024398,0.054361,0.0035362,-0.021537,0.012767,0.017125,0.0051077,0.0059764,-0.0093905,-0.01172,-0.019256,0.0056608,0.0049639,0.0075347,-0.0025533,-2.7382e-05,-0.0012277,-0.020724,0.32582
"M695.447T1189.727",0.023323,-0.0046611,0.0050049,-0.017818,0.00084096,0.0066018,0.012846,0.023848,-0.00095068,0.0073778,0.02937,-0.0087036,0.026687,0.010048,-0.019252,0.014248,0.026641,0.016747,0.012977,-0.0017645,-0.018824,0.0076664,-0.01318,0.011192,-0.0082579,0.0065162,-0.016714,0.00053018,0.022583,0.378
"M917.581T1308.231",0.018338,-0.012881,0.00075243,-0.039895,-0.0067256,-0.0049252,0.030673,0.037486,-0.028862,-0.013316,0.00088827,0.043386,0.0010006,-0.0048641,-0.01635,0.017983,0.052671,0.019131,0.027235,-0.022846,0.021928,-0.017389,0.0049328,-0.0014731,0.0017055,0.040987,-0.0060752,0.0018906,0.0080376,-0.093884
"M810.529T1306.211",0.019744,-0.015499,0.0055496,0.00086193,-0.0093663,9.9408e-05,-0.0012984,0.008295,-0.0091391,-0.019544,-0.019691,0.035825,0.021329,0.011912,-0.012282,0.0066572,0.00055266,0.0092671,-0.014666,-0.0046042,-0.0019749,-0.021051,0.011043,-0.018468,0.02159,-0.0033666,-0.0027013,0.01928,-0.0094173,0.10131
"M385.182T1540.093",0.0025775,-0.0015407,-0.0026743,-0.014696,-0.030088,-0.00033275,-0.034871,-0.00084074,0.030514,-0.015147,0.0083823,-0.024872,-0.0032339,0.024212,0.011711,-0.052971,-0.06338,-0.013484,0.0085686,0.0042455,-0.024045,0.024365,0.023049,0.047141,-0.026213,-0.013925,0.095996,0.027543,0.02011,-0.089707
"M441.228T1306.216",0.018329,-0.0024038,-0.0065886,-0.0089573,-0.033869,-0.0002781,-0.0051203,-0.01015,-0.0019591,0.0040355,-0.005977,0.030385,-0.0034442,0.0083656,0.015215,-0.0096077,-0.0019598,0.0014292,-0.00035263,-0.010947,-0.0059711,-0.0069182,0.0035687,0.0252,-0.0021884,0.00051088,0.0063422,-0.006259,0.01349,0.016057
"M711.445T1221.644",0.022826,-0.0051467,0.014137,-0.031057,0.0036641,0.0050821,0.0087591,0.046667,0.0015035,0.010769,-0.0014132,-0.02787,0.03967,0.015029,-0.02621,0.024648,0.026278,0.013142,0.0065058,0.020913,-0.020674,0.021933,-0.010437,0.019422,-0.0056365,0.015472,-0.0033951,-0.02179,0.019627,0.10609
"M557.468T1423.166",0.020279,-0.021595,0.018494,-0.029795,-0.022544,-0.013626,0.015884,0.05206,-0.019895,-0.0093504,0.024575,-0.0219,0.0029259,0.010853,0.011083,-0.031292,-0.011261,0.0019965,-0.014784,-0.032777,0.0080529,-0.026105,0.0095213,-0.0036257,-0.0018042,-0.0028139,-0.0036087,0.036271,0.0086285,0.16454
"M679.436T1338.726",0.019403,-0.015146,0.036355,-0.031402,0.0093188,-0.00089159,0.0060341,0.041384,-0.008073,0.012012,0.0042995,-0.015084,0.0099616,0.012438,-0.027131,0.028562,0.00053406,0.0027962,0.020282,0.01021,0.0026284,0.013177,-0.00023031,0.010132,-0.0057772,0.0027022,-0.0057951,-0.011672,-0.003041,0.020324
"M589.459T1372.544",0.01532,-0.022605,0.044977,-0.050383,0.0038178,0.0006358,0.01223,0.063516,-0.014441,-0.0042461,0.023636,-0.026489,0.039584,-0.038908,0.031904,-0.0037203,0.030492,0.010035,0.0016285,-0.046232,-0.015305,-0.01628,0.003962,-0.018858,-0.019036,0.03097,-0.011758,0.012717,-0.0094824,0.1868
"M681.469T1408.485",0.017464,-0.018911,0.047597,-0.035027,0.026972,0.0070697,-0.006504,0.037473,-0.012076,0.013425,0.0018664,-0.025412,0.021137,-0.0038152,-0.0023578,0.029241,0.019495,0.0074412,0.0075458,-0.0025122,0.0044689,0.00051362,0.0019779,0.010627,0.0039865,0.00079531,-0.0016597,-0.010423,-0.0036658,0.11804
"M695.451T1225.817",0.022535,-0.0086896,0.018039,-0.025802,0.0077317,0.00071686,0.0077189,0.035189,-0.0031641,0.015471,0.014408,-0.022462,0.025683,-0.0064569,-0.027926,0.017762,0.014615,0.022176,0.021994,0.019638,-0.010154,0.0099647,-0.012017,0.012834,-0.020449,0.0082619,-0.014011,-0.02539,0.017732,-0.0081651
"M285.134T1052.907",0.022022,-0.021093,-0.014726,0.030312,-0.044581,-0.0027504,0.01334,0.027603,0.04048,0.011474,0.020657,0.039089,0.020597,0.041505,-0.026982,0.0074164,-0.019113,0.027575,0.013807,-0.015338,-0.019278,-0.019967,0.013158,-0.00061961,0.032948,0.021702,-0.0070179,0.0013984,-0.01556,-0.1011
"M681.469T1389.183",0.017369,-0.018812,0.047304,-0.036526,0.027168,0.0053979,-0.0029356,0.040267,-0.0094055,0.01114,-0.0029092,-0.028217,0.026034,-0.0021425,-0.0027132,0.029536,0.016581,0.003348,0.0088842,-0.0031101,0.0031473,0.00033303,0.0074599,0.009497,0.0049886,-0.00088927,0.0036656,-0.0096724,5.7653e-05,-0.25264
"M680.474T1439.81",0.0074694,-0.019925,0.036839,-0.024672,0.024752,0.02006,-0.0094627,0.022513,-0.0079081,0.044031,-0.015397,-0.0075595,-0.029135,0.00077636,0.0042929,0.018167,0.015838,0.04997,0.020578,-0.0085518,0.0066678,0.0010404,0.0061013,0.031836,-0.020204,9.5776e-05,-0.0074943,-0.028624,0.0082615,-0.091531
"M574.467T1456.399",0.019226,-0.015573,0.033348,-0.029068,0.017257,0.0037537,-0.014079,0.048645,-0.017341,-0.014164,-0.038233,0.013784,0.023198,0.019573,-0.0090197,-0.021745,-0.0003849,-0.024171,0.010564,-0.000994,0.017457,-0.0038124,0.031536,-0.0024121,-0.019936,-0.058265,0.0043368,-0.010254,0.023182,0.012934
"M565.421T1295.888",-0.0048291,-0.014395,0.038755,-0.04142,0.034487,0.0086924,-0.023265,0.020647,-0.0067218,-0.00028206,-0.0033549,-0.0036575,0.018643,0.012208,-0.0013827,0.018027,-0.010235,0.023158,-0.0039144,-0.015828,0.0058478,0.016376,-0.0034512,0.0086936,0.0037002,0.025776,-0.023651,0.00056242,-0.022793,-0.0097582
"M681.474T1424.253",0.015917,-0.023223,0.052014,-0.026259,0.022944,0.0035431,-0.0030434,0.038158,-0.0034424,0.020811,0.00012076,-0.029228,0.021223,-0.0014595,-0.0023896,0.027102,0.0072293,0.010795,0.0093272,-0.007993,0.00092835,-0.002575,0.0061764,0.011377,0.00118,-0.00079258,0.0021291,-0.0077964,-0.00053551,0.54918
"M569.292T994.771",0.032449,-0.014968,-0.017567,0.02702,-0.036271,-0.0043101,0.012511,0.015674,0.029136,0.0045616,0.010583,0.026753,0.016957,0.023031,-0.028834,0.0014952,-0.0064864,-0.0059079,0.0071056,0.00021921,-0.026827,-0.024974,0.019543,0.0039834,0.027994,0.02232,-0.016808,0.0041253,-0.0043024,0.15916
"M989.67T1341.992",0.014858,-0.012628,-0.00035302,-0.019173,-0.0074887,0.011364,0.030149,0.037743,0.0056048,-0.017868,-0.0066796,0.042687,-0.0055767,0.043156,-0.014034,0.070101,0.0098873,-0.022108,-0.018366,-0.035533,-0.080123,0.045748,0.02859,0.14402,0.039803,0.037811,0.0167,0.013836,-0.039445,0.17425
"M379.265T1245.233",0.0054816,0.0075309,-0.017713,-0.012689,-0.0051982,0.011843,-0.021063,-0.0071085,0.0095104,0.0043506,0.021685,0.013962,0.0066246,0.048047,0.0063173,0.026477,-0.014347,0.0082824,-0.009452,0.0058359,-0.0053397,-0.024203,0.010831,0.019382,0.014378,0.01456,0.00023348,0.014262,-0.010435,0.20591
"M679.452T1355.733",0.019934,-0.0144,0.036033,-0.029361,0.0097618,-0.0049064,0.0033768,0.039042,-0.0017138,0.017429,0.00027829,-0.010945,0.021565,0.0083631,-0.018795,0.023303,0.0046443,0.013512,0.013857,0.0082983,-0.0013127,0.0064212,0.00036338,0.0085694,-0.014835,0.0023901,-0.00061633,-0.023735,0.0076953,0.092736
"M713.46T1208.68",0.029701,-0.0062374,0.017393,-0.022683,0.023786,0.016163,-0.021135,0.043374,-0.013693,0.012645,0.03391,-0.073244,0.072196,0.042953,-0.072023,0.06398,0.030908,-0.00039881,0.0096803,-0.0079901,0.0092556,0.0042393,0.0059352,0.010612,0.0079078,0.0072896,-0.016181,0.0076042,-0.023562,-0.14791
"M711.444T1322.388",0.020321,-0.0072608,0.016464,-0.026816,-0.0014818,0.0032106,0.00651,0.035568,-0.0043309,0.011222,0.0079191,-0.018544,0.021973,0.0087081,-0.020616,0.020116,0.014596,0.010815,0.014921,0.015079,-0.014544,0.022424,-0.019815,0.017919,-0.0069824,0.0073216,0.0109,-0.0059445,0.014085,-0.013878
"M637.414T1384.421",0.017612,-0.0085657,0.023231,-0.021086,0.01092,0.0054089,-0.011911,0.02753,-0.0021421,-0.0033365,0.00021351,-0.0064178,0.013518,-0.0055661,-0.0062603,0.0061832,0.0093589,0.011505,-0.0059181,0.0017601,-0.0018351,0.013925,-0.0015248,-0.0020455,-0.018127,0.010185,0.0067885,-0.014383,0.027544,-0.16243
"M637.411T1406.122",0.01591,-0.010917,0.027594,-0.021163,0.0098848,0.0028967,-0.0053797,0.028928,0.00060624,0.001051,0.0047412,-0.00022935,0.0077481,-9.9741e-05,0.0054172,0.00718,0.0032602,0.01327,-0.01745,0.0040902,0.0050924,0.012664,0.010758,0.0057984,-0.0075939,-0.0041559,0.0039441,-0.01395,0.031016,0.12688
"M729.452T1109.944",0.02269,-0.0039655,0.012924,-0.041088,0.013628,0.020585,-0.0056326,0.039597,-0.01418,0.0043204,0.01681,-0.0071973,0.044873,0.015876,-0.038356,0.035663,0.02853,0.020891,0.021421,-0.00019021,-0.035105,-0.011404,-0.00050211,0.01527,-0.027085,-0.0048196,0.019327,-0.039113,-0.012173,-0.052835
"M571.365T1456.373",0.015311,-0.0095898,0.010795,-0.017694,0.013461,-0.0015178,0.0038175,0.028085,-0.020808,-0.00070999,0.0071294,-0.020552,0.016462,0.0023371,-0.026093,-0.019824,0.017903,-0.014354,0.01433,0.020203,0.02847,0.021289,-0.0047192,-0.008067,-0.0054244,-0.010335,-0.02903,0.022123,0.0075678,0.12829
"M865.579T1358.969",0.0019915,-0.021611,-0.011322,-0.016753,0.10007,0.0039469,-0.059532,0.043199,0.023003,-0.0017149,-0.01318,-0.0085948,0.043477,-0.011664,0.030733,0.066291,0.069514,0.003141,-0.057131,0.026516,0.029921,0.01534,0.042141,-0.071932,-0.015857,0.045558,0.021833,-0.12073,0.091377,-0.039213
"M867.584T1358.969",0.0027512,0.010399,-0.024809,-0.019128,0.037671,-0.003821,0.030736,0.13217,0.018044,-0.064045,0.04333,0.013529,0.11009,0.01433,0.0017646,-0.03857,0.05365,0.017692,0.027045,0.0021564,0.055849,-0.014106,0.036337,-0.034553,0.0075172,-0.04059,0.031193,-0.037212,-0.048778,-0.012528
"M682.472T1373.006",0.02008,-0.014328,0.042644,-0.040416,0.025815,0.010979,0.005175,0.031744,-0.0063096,0.013293,0.0044839,-0.032572,0.034059,-0.0046117,-0.00048814,0.027897,0.008489,-0.0078518,0.025116,0.0034106,0.0029974,-0.0025274,0.0045042,0.0074673,0.015415,-0.010307,-0.0023094,-0.00064861,0.003899,-0.010353
"M589.459T1264.044",0.026015,-0.0044043,0.013003,-0.046289,0.027559,0.020098,0.0033459,0.063086,0.012181,0.0054328,-0.021909,-0.039501,0.041641,-0.0044322,0.00664,-0.002109,0.018887,-0.046419,0.012131,-0.013957,0.001666,-0.03472,0.022344,-0.019626,0.0058114,-0.0075219,-0.011571,-0.0003843,0.034371,-0.014339
"M633.478T1401.37",0.0095,-0.021172,0.031748,-0.0344,0.010123,0.0025623,-0.014378,0.02054,-0.0018472,-0.015112,-0.00024713,0.022486,0.0060055,0.010818,0.026622,-0.019063,0.0090696,-0.0043803,-0.02301,-0.038866,0.0056001,-0.03226,0.00049831,-0.017005,-0.0010633,-0.0092084,-0.00018487,0.015212,-0.0079778,-0.0082991
"M646.455T1423.013",0.014757,-0.019281,0.036797,-0.021688,0.016052,-0.010176,-0.002445,0.047092,-0.0012595,-0.0016657,-0.026091,-0.005698,0.0071379,0.015055,-0.00016859,-0.012417,0.031168,-0.020637,0.0013507,0.016948,0.0011037,0.015133,-0.016183,0.021461,-0.023417,0.024444,-0.008463,0.025307,-0.012166,-0.0074594
"M881.484T1273.289",0.034621,0.00029629,-0.0098588,-0.0081502,-0.044897,0.0025905,0.0055678,-0.019529,-0.0091229,0.012281,-0.012195,-0.0078038,-0.0013636,-0.0025142,-0.0074788,-0.011462,-0.0028684,-0.008342,-0.0063651,0.0073767,-0.0061299,-0.0027485,0.0020803,-0.003383,-0.00060538,0.0038662,-0.001736,0.0016631,-0.011052,0.0025681
"M637.412T1422.711",0.015651,-0.011784,0.029319,-0.018923,0.011189,0.0032093,-0.0091118,0.027178,-0.00059005,-0.0030447,0.0047041,-0.0025692,0.011629,0.0031655,0.0084888,0.0096842,0.0088187,0.0079673,-0.0079915,0.00013232,0.0075209,0.012476,0.0060069,0.0015478,-0.0043712,-0.0015247,-0.0024977,-0.01683,0.031452,-0.012341
"M591.474T1330.445",0.018535,-0.016002,0.032611,-0.042149,0.024723,-0.0056474,-0.015959,0.024927,-0.016941,-0.0092859,0.00057186,-0.013534,0.03303,0.0057814,0.018647,-0.035653,0.0012237,-0.0014559,-0.0009213,-0.024893,0.0032502,-0.0065208,-0.00064678,-0.0093037,0.0030314,0.0096567,-0.0077312,0.0068755,0.0037684,-0.0063862
"M645.45T1333.909",0.021951,-0.0038494,0.010816,-0.027435,0.0033028,-0.00049061,-0.0079897,0.020398,-0.0016584,0.013216,-0.0057819,-0.005297,0.017181,0.0017349,-0.01263,0.011701,0.0091003,-0.0013832,0.011688,0.0030109,-0.0020341,-0.0024608,-0.033045,-0.0022674,-0.018914,0.010148,-0.026939,0.00019913,0.010152,-0.006069
"M826.523T1305.342",0.030044,-0.0031707,-0.0059557,-0.021729,-0.027906,-0.0036034,0.0094511,0.0034036,-0.012787,0.0094373,-0.021615,0.00060452,0.0045311,-0.0045845,-0.0011067,-0.0041428,-0.010858,-0.00037306,0.0013412,-0.00759,-0.0024082,-0.012757,0.020347,0.00042711,0.0015588,-0.0074349,0.0065139,0.015161,0.0048441,-0.007397
"M593.485T1401.37",0.010878,-0.02023,0.027492,-0.029283,0.019993,-0.0042577,-0.0184,0.0099789,-0.016465,-0.020144,0.0021075,0.0067357,0.009901,-0.014479,0.017623,-0.018268,-0.0062476,-0.019095,-0.018326,-0.015689,0.0094318,-0.023724,-0.004632,-0.0049918,0.0062981,0.0047469,-0.0073458,-0.00091802,0.005645,-0.00027257
"M591.474T1402.346",0.017517,-0.017574,0.03287,-0.041164,0.02297,-0.0049505,-0.015232,0.025887,-0.015153,-0.009984,-0.0015125,-0.010616,0.029218,0.012039,0.020445,-0.036488,-0.0036983,-0.00030559,-0.0024413,-0.024722,0.0050568,-0.0051509,0.0027505,-0.0071434,0.0023235,0.0075149,-0.0086495,0.0077372,0.0090881,-0.013852
"M1123.351T817.469",0.019915,-0.0011843,-0.0033096,0.014539,-0.021667,-0.0075883,0.022175,0.0051523,0.029736,-0.035215,0.013668,0.00638,0.010726,0.010138,-0.0052876,0.00052658,-0.018115,0.016978,-0.01673,0.002217,-0.072201,-0.027448,0.019092,-0.019137,0.0026465,-0.0054527,-0.017467,0.011282,-0.0024267,-0.0019852
"M645.458T1212.039",0.023678,-0.00073002,0.0018523,-0.027089,-0.0018699,-0.0034743,-0.0071344,0.019654,-0.0020235,0.012158,-0.0051466,0.0014232,0.017964,0.0044892,-0.0037131,0.0059184,0.01158,-0.0040944,0.012612,0.0079474,-0.0079371,-0.0019605,-0.024401,-0.0090677,-0.0129,0.010045,-0.025609,-0.008035,0.0065315,-0.0094707
"M555.363T1275.021",0.020104,-0.0017781,-0.0087619,-0.022473,0.026625,0.0051658,0.012049,0.040375,-0.044131,0.018833,0.027023,-0.031476,0.038064,0.0039078,0.014479,-0.008762,0.026773,-0.014954,-0.0054727,0.058533,0.015052,-0.0010932,-0.0043674,-0.012719,0.026564,-0.040018,-0.024999,0.00072344,0.0063494,-0.0037584
"M277.217T1187.469",0.025676,-0.011445,-0.043143,0.042311,-0.012565,0.011868,0.012677,0.051732,-0.040427,0.011684,0.066941,0.0049177,0.024553,-0.0045511,-0.0041652,0.031841,0.026412,-0.02081,-0.046218,-0.024175,0.017974,-0.031674,-0.0069896,-0.012997,0.021055,-0.025704,-0.0017561,0.026435,0.0063736,-0.0055631
"M670.528T1488.279",0.0084882,-0.014948,0.046459,-0.022185,0.015417,-0.0047787,-0.0016581,0.032672,0.005731,-0.00023279,-0.013174,-0.026803,0.011741,-0.0013369,0.00075368,0.023326,0.0035385,0.0015859,0.016715,-0.0020005,0.015453,0.012672,0.00053565,-0.0081499,0.0082473,0.0038614,-0.0093678,-0.0065218,-0.005933,-0.0055299
"M679.449T1212.039",0.02781,-0.00036802,0.0059176,-0.011279,0.0080592,0.0052283,0.0041447,0.023354,0.0082621,0.01701,0.012069,-0.020266,0.010414,0.0058969,-0.044673,0.024306,0.021367,0.0018445,0.014675,0.029164,0.00061725,-0.0050334,-0.01676,0.0016705,-0.02326,0.00026728,-0.0092875,-0.019821,0.011177,-0.0034769
"M697.464T1209.593",0.028598,-0.0088458,0.01905,-0.045827,-0.0041392,-0.0039339,0.022609,0.017271,-0.035414,0.018145,0.0091583,0.0044231,0.0091651,0.015524,-0.027072,0.036782,-0.004608,-0.018894,0.039268,-0.011072,-0.01074,0.017653,0.0078982,0.015299,0.0078507,0.014228,-0.027898,0.0065444,-0.021301,0.0020099
"M985.571T1146.934",0.034788,0.0082015,-0.028313,-0.0031536,-0.029029,0.0015793,-0.00075783,0.0023115,-0.011728,-0.0035681,-0.0042044,0.0023716,-0.011699,0.004935,0.0053624,0.0025626,0.0066851,-0.012184,0.012871,0.017973,-0.00086263,0.011736,0.017946,-0.0095569,-0.0020503,0.00048756,-0.0040581,-0.010824,0.0022035,0.0084064
"M424.216T1338.866",0.0099577,0.0026097,-0.017117,-0.0022182,0.0023109,0.02197,-0.027702,0.0067056,-0.038127,0.0024113,-0.018965,0.0052194,0.023755,-0.015,-0.033161,0.016896,0.029655,-0.0059972,-0.0013324,-0.0028298,-0.0068611,-0.0077338,-0.045779,-0.00099445,-0.0069349,0.011468,-0.038842,0.039406,-0.00028983,-0.0083529
"M565.409T1275.021",0.0018383,-0.0096162,0.031511,-0.045649,0.031692,0.013571,-0.019081,0.018235,-0.012305,0.0067221,-0.007914,-0.0074624,0.02468,0.002689,-0.0076742,0.0031467,-0.0055909,0.034654,-0.0025755,-0.013534,-0.0001622,0.01715,-0.0017057,0.012083,0.0014115,0.020925,-0.023511,-0.013518,-0.016904,-0.007152
"M698.466T1253.346",0.030001,-0.006691,0.020262,-0.038076,-0.0096346,-0.003752,0.022247,0.021815,-0.023917,0.018571,0.0023715,-0.001508,0.021691,-0.0019254,-0.029866,0.024921,0.010122,-0.0062083,0.038788,-0.010315,-0.010162,0.002965,-0.0090536,0.0077244,-0.0059839,0.0048552,-0.02411,-0.015841,-0.016935,-0.01155
"M661.446T1372.452",0.020363,-0.012523,0.024859,-0.025795,0.0075409,-0.0076652,0.0018607,0.02548,0.0026106,0.011539,0.008236,-0.0059882,0.021849,0.0023646,-0.012621,0.013554,-0.013079,-0.0045202,0.0046847,0.024366,-0.013111,0.018419,-0.032609,0.020703,-0.0067041,0.023641,0.00037236,0.0030665,0.0056981,-0.011464
"M695.45T1338.973",0.01725,-0.018648,0.036741,-0.021288,0.010637,0.001537,0.003954,0.042182,-0.0027841,0.013568,0.011599,-0.029488,0.026537,-0.0019084,-0.011152,0.014119,0.0022761,0.021669,0.022175,0.022763,-0.0062716,0.025459,-0.0047022,0.023933,-0.013671,0.001521,-0.00197,-0.022937,0.0043038,-0.012162
"M593.49T1490.213",0.010277,-0.022578,0.028897,-0.025709,0.017926,-0.0051881,-0.016942,0.0085295,-0.013166,-0.018407,0.0034015,0.0059973,0.0057488,-0.016432,0.018797,-0.014145,-0.008028,-0.014774,-0.014842,-0.017625,0.0088576,-0.026331,-0.0055832,-0.0051607,0.0058364,0.0066593,-0.0041937,-0.0010539,0.0039922,-0.0030885
"M951.567T1289.006",0.03036,-0.005725,-0.010791,-0.016886,-0.028646,0.012434,-0.014017,-0.0048648,0.016841,-0.0095183,-0.017327,0.017157,-0.0086351,0.0044236,-0.0019785,-0.016513,0.017612,0.018001,-0.0015062,0.014548,-0.00045411,0.0034063,0.0010187,-0.0011323,0.012998,0.0099842,-0.0045753,0.012097,-0.014048,0.0023824
"M593.489T1431.043",0.010464,-0.019083,0.026725,-0.030914,0.022533,-0.0027134,-0.019958,0.0071979,-0.016513,-0.020331,0.0031707,0.0051062,0.010017,-0.014854,0.018749,-0.017288,-0.0047301,-0.014129,-0.01672,-0.016547,0.00901,-0.023791,-0.0066109,-0.0030042,0.0056972,0.0067063,-0.0068411,-0.0011351,0.0059564,-0.0040151
"M639.424T1291.55",0.024614,-0.0016327,0.013061,-0.03427,0.0079174,0.010921,-0.0056761,0.012619,-0.015232,0.0093522,-0.018483,0.023363,0.019377,0.0050956,0.0011253,-0.0091501,0.02944,-0.0035541,0.0092164,-0.011154,0.0064001,0.0081724,-0.001198,-0.017185,-0.0094611,-0.010473,0.0024955,-0.011859,-0.015096,-0.0014041
"M986.591T1195.638",0.026273,0.0056603,-0.030038,-0.019452,-0.016997,0.0042351,-0.01229,0.00097391,-0.011294,-0.0014806,-0.0062165,0.013863,-0.0082112,0.018537,0.010856,0.0043191,-0.015735,-0.0096455,0.016676,-0.0071004,0.011975,0.0083576,0.021291,0.0093345,0.010619,0.0042002,0.0068724,0.006614,0.0040056,0.0011364
"M591.473T1440.13",0.017168,-0.019347,0.034939,-0.039842,0.015789,-0.010493,-0.013439,0.025849,-0.017684,-0.015425,-0.0066794,-0.01155,0.033536,0.0055805,0.019209,-0.043361,-0.0080402,-0.0034209,0.00077524,-0.017296,-0.00176,-0.0036236,-0.00094964,-0.010881,-0.0015364,0.0057651,-0.0059214,0.009556,0.011279,-0.0092698
"M590.465T1389.456",0.0075903,-0.018658,0.037441,-0.048284,0.012466,-0.0074855,-0.0089073,0.06297,-0.030972,-0.02194,-0.012268,-0.027551,0.024187,0.019508,0.033279,-0.036195,0.020025,-0.011898,-0.020502,-0.034531,0.017838,-0.0058789,0.040141,0.017551,0.0011708,-0.016144,0.035165,0.021876,-0.035905,-0.0081475
"M631.469T1330.308",0.023092,0.0050608,0.0074912,-0.047684,0.02059,0.0033123,-0.023215,0.016255,-0.0091939,-0.014573,0.013395,0.010329,0.011384,0.041191,0.026693,0.0092358,-0.0044575,-0.021179,-0.002963,-0.022334,0.0086282,-0.018223,-0.037315,-0.013701,-0.0017472,-0.0013258,-0.015183,0.028563,-0.019539,-0.0068487
"M637.415T1439.736",0.014727,-0.013681,0.0284,-0.019009,0.00969,0.0078503,-0.00932,0.029758,-0.0012629,-0.0040095,0.0068858,0.00097652,0.01284,0.0063753,0.0095536,0.0091388,0.010109,0.010259,-0.011149,0.0016796,0.0016138,0.011334,0.016583,-0.0054024,0.0013491,0.00017031,-0.005749,-0.0097037,0.034228,-0.0056965
"M759.217T1590.788",-0.030794,-0.00044589,0.0089288,0.014815,0.017718,0.0056762,-0.005173,0.010697,0.015873,0.0074616,-0.0028254,0.040924,0.062382,-0.006328,-0.013411,-0.0032526,0.017993,-0.014224,-0.010812,-0.027001,-0.015042,0.057341,0.018444,0.0073969,0.045157,0.015823,-0.028445,-0.012235,0.005514,-0.0065524
"M711.441T1125.643",0.029956,-0.00022261,-0.006653,-0.024322,-0.0028694,0.00013827,0.0087808,0.029254,-0.0092666,0.010677,0.012517,-0.026262,-0.0015785,0.0022869,-0.017916,0.028805,0.039764,0.022003,0.020419,-0.0075056,-0.030239,0.0085926,-0.019961,0.012859,-0.030582,-0.0038601,0.015753,-0.016355,0.013775,-0.0060604
"M810.527T1193.498",0.018395,-0.0030934,-0.0038973,-0.021722,-0.00082106,0.0045264,-0.0019338,-0.0015415,-0.010682,-0.014951,-0.014563,0.041175,0.027468,0.012828,-0.017386,0.007944,0.00468,0.0045145,-0.020784,0.011315,0.015446,-0.043256,0.022564,0.0024324,0.016736,-0.013562,6.4567e-05,0.008791,-0.015152,-0.00011646
"M646.453T1439.754",0.01708,-0.015128,0.0261,-0.019686,-0.0038457,-0.0052445,-0.005374,0.024638,0.0053103,0.0077748,-0.0039187,0.0021828,0.021238,0.001622,0.0068652,0.014591,0.010856,-0.011446,0.0038667,-0.005719,0.0083645,0.0046426,-0.011625,0.0013336,-0.029033,0.0121,-0.014251,-0.00046434,0.0039078,-0.0083008
"M379.265T1372.423",0.0019566,0.0072072,-0.0091526,-0.021222,0.00093713,0.0075922,0.0049321,0.003134,0.012075,0.025146,0.014101,-0.0052759,-0.019431,0.048406,0.012317,0.024635,-0.009069,0.033347,-0.014231,-0.0081981,0.0049205,-0.058006,-0.0054278,-0.015796,0.011185,0.023432,0.03543,0.02334,0.00095087,-0.0029876
"M926.605T1358.969",0.0092135,-0.032085,0.010863,-0.016591,0.00055316,-0.0041562,-0.00056842,0.061372,0.0039768,0.035437,0.012341,-0.0033034,-0.013301,-0.028335,0.019151,0.018184,-0.034475,-0.052365,-0.060306,-0.05084,0.050432,0.043234,-0.028293,-0.020187,-0.047006,0.076563,0.0021282,0.053966,0.00088665,-0.0031368
"M951.568T1338.092",0.030059,-0.0063177,-0.0079952,-0.015345,-0.03044,0.012849,-0.012505,-0.0027725,0.017396,-0.0075548,-0.018875,0.018934,-0.0071279,0.0025424,-0.0025008,-0.018458,0.018707,0.019815,-0.0041956,0.012595,0.0039896,0.00059242,-0.0052329,-0.0021683,0.012482,0.010497,-0.010213,0.010792,-0.013221,-0.0038015
"M651.516T1408.532",0.024295,-0.016668,0.024126,-0.039466,-0.001275,-0.015412,-0.00027571,0.021347,-0.025269,-0.026055,0.0032112,0.013893,0.010461,0.023376,0.025862,-0.015127,0.0064593,-0.011779,-0.02823,-0.020393,-0.0057587,-0.0099734,-0.00023285,-0.014273,0.0026469,0.00033433,-0.0068593,-2.6866e-06,-0.016321,-0.010055
"M593.49T1557.453",0.010173,-0.018428,0.025994,-0.031487,0.021668,-0.0028412,-0.017272,0.0038639,-0.017171,-0.01744,0.0026574,0.0016546,0.0067803,-0.018895,0.012364,-0.015318,-0.0061416,-0.015118,-0.016112,-0.018075,0.0058501,-0.024412,-0.004166,-0.0051848,0.0088955,0.0070354,-0.0067887,-0.00020142,0.0084544,-0.0060723
"M881.483T1130.872",0.039305,0.0070496,-0.023626,-0.013769,-0.037341,0.0045063,0.0074895,-0.020231,-0.008978,0.013622,-0.012747,-0.014722,-0.0037893,0.0012491,-0.014813,-0.0039629,-0.0035058,-0.003734,0.0082634,0.0095706,0.0020291,-0.0019061,0.00089111,-0.0077972,0.0061093,-0.0077386,0.00067767,0.0033646,-0.0032384,-0.0020142
"M967.557T1267.284",0.033204,0.0045425,-0.015654,-0.0043838,-0.024128,0.0042556,-0.0010102,-0.00026743,-0.015252,0.0086531,-0.010171,-0.0035054,-0.0029592,0.0079675,-0.0046507,-0.013175,-0.0027713,0.014036,0.0018572,0.0050559,0.012667,0.0053749,-0.00029285,-0.0018381,0.017185,0.0025233,-0.0076958,0.016615,0.0029603,0.0014555
