"","PC1","PC2","PC3","PC4","PC5"
"C12.3",-5.9044,2.3871,-0.0311,0.021919,-2.0322e-15
"C12.4",-3.6126,-3.0923,-0.49158,0.1573,-6.5312e-16
"X12.1",3.9778,0.59033,-2.3067,-0.57583,6.9432e-16
"X12.2",2.2008,-0.16873,1.96,-1.4627,2.9794e-16
"X12.3",3.3385,0.28356,0.86944,1.8593,2.0656e-15
