"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"M438.146T926.75",0.29787,1.0019,0.98756,0.98066,0.98043,0.98028,0.98018,0.9802
"M494.565T1319.161",0.26361,0.5627,0.55758,0.58381,0.58805,0.58786,0.58852,0.58853
"M889.305T842.452",0.25694,0.22251,0.26599,0.39082,0.39072,0.39419,0.39416,0.39416
"M513.307T1059.952",0.2465,1.4742,1.451,1.4415,1.4394,1.4386,1.4385,1.4385
"M832.307T992.353",0.2105,1.378,1.3669,1.3715,1.3699,1.3701,1.3699,1.3699
"M351.253T1019.694",0.20256,1.5897,1.561,1.5457,1.5437,1.5432,1.5431,1.5431
"M523.36T1271.932",0.18916,0.67638,0.67983,0.74405,0.75126,0.75339,0.75384,0.75384
"M691.433T1253.346",0.18374,0.53885,0.55853,0.57681,0.57699,0.57667,0.57669,0.57669
"M691.436T1356.203",0.17421,0.63941,0.62759,0.65605,0.65529,0.65496,0.65528,0.65528
"M285.134T1052.907",0.15674,1.2663,1.2566,1.262,1.2601,1.2599,1.2598,1.2598
"M1102.351T817.469",0.133,0.43264,0.52561,0.5446,0.54465,0.54476,0.54472,0.54472
"M477.343T1423.013",0.073791,0.20159,0.19771,0.24078,0.24042,0.24222,0.24224,0.24228
"M1123.351T817.469",0.071113,0.20291,0.23602,0.3766,0.39459,0.39437,0.39448,0.39449
"M569.292T994.771",0.045445,1.4424,1.4143,1.4062,1.4047,1.4044,1.4042,1.4042
"M1114.854T834.347",0.04082,0.67286,0.66679,0.75297,0.7543,0.7543,0.75425,0.75425
"M494.565T1422.678",0.016136,0.51654,0.51424,0.53845,0.53996,0.53967,0.54005,0.54006
"M979.313T847.893",0.014126,0.19965,0.19826,0.37175,0.37444,0.37557,0.37559,0.3756
