"","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Xanthomonas","Xanthomonas","Xanthomonas"
"M629.464T1456.367","-0.35106458","-0.21829518","-0.12634068","-0.02941538","-0.01489546","-0.37112460"," 0.38791913"," 0.10490195"," 0.43864309"," 0.24370207","-0.13652859"," 0.07249822"
"M889.305T842.452","-0.785258771","-0.008246913"," 0.519570749"," 0.224614207"," 0.152006034"," 0.313547175","-0.326682885"," 0.094726482","-0.487443422"," 0.144442539"," 0.085341833"," 0.073382971"
"M513.307T1059.952"," 0.3850776"," 0.3856959","-0.2926309"," 0.2435626"," 0.3889480","-0.2580556","-0.9550353","-0.5941434","-0.2740024"," 0.1262803"," 0.5652445"," 0.2790588"
"M513.25T1338.968","-0.27363899","-0.04784469","-0.58742350","-0.11193046"," 0.14357129","-0.63137810"," 0.13406589"," 0.11677440"," 0.19972901"," 0.33345916"," 0.41299701"," 0.31161898"
"M630.465T1474.173","-0.50917532","-0.17488031","-0.08752714"," 0.13189886","-0.12980312","-0.45799464"," 0.45767222"," 0.14811140"," 0.32223004"," 0.31021952","-0.15923183"," 0.14848033"
"M329.158T1625.781","-0.31201592","-0.67885828","-0.04252452"," 0.20574603","-0.17819294","-0.21619487"," 0.13238835"," 0.39157908"," 0.19606360"," 0.14268891"," 0.25988865"," 0.09943191"
"M660.517T1423.005","-0.69024672","-0.29078447"," 0.08703547"," 0.20084513","-0.31408279","-0.24942742"," 0.58946692"," 0.44082450"," 0.23139804"," 0.45593749","-0.24982213","-0.21114401"
"M882.48T1339.403","-0.476326853"," 0.315205451","-0.295496416","-0.584861247","-0.004811136","-0.578934543"," 0.388865433"," 0.353973085"," 0.494797954"," 0.135217031","-0.053553574"," 0.305924814"
"M564.208T942.149","-1.06449126","-0.13044683"," 0.01926281"," 0.22051042","-0.09180443"," 0.02863985"," 0.03523022"," 0.25251206"," 0.12384404"," 0.17026231"," 0.27683317"," 0.15964764"
"M343.224T1621.712","-0.20664931","-0.14906572","-0.12749820","-0.02552543","-0.54602685","-0.42157774"," 0.18570285"," 0.29384998"," 0.51864042"," 0.07322402"," 0.17626562"," 0.22866037"
"M609.455T1145.906"," 1.24570353"," 1.04117735","-0.13652986","-0.37317832"," 0.26994390","-0.01681768","-0.47308913","-0.25156481","-0.59763443","-0.15158131","-0.08586614","-0.47056310"
"M771.504T1195.638"," 1.388458374"," 0.689378019","-0.250509103","-0.309210278"," 0.234605502","-0.206537979","-0.449744073","-0.327484056","-0.173698190","-0.474072154","-0.006513561","-0.114672502"
"M828.538T1289.688"," 0.7616546"," 0.6112687"," 0.2532812","-0.2385506","-0.5028046"," 0.3050234","-0.3282643","-0.3706179"," 0.1902686","-0.2430165","-0.0836900","-0.3545527"
"M523.36T1271.932","-0.09087519","-1.16769852"," 0.45455067"," 0.31072500"," 0.47780444"," 0.58782138"," 0.08723058","-0.02818583","-0.44606836","-0.14469649","-0.23850586"," 0.19789817"
"M351.253T1019.694"," 0.38393429"," 0.44794463","-0.39342808"," 0.21767434"," 0.35830348","-0.28144281","-1.02977769","-0.48578355","-0.24587393"," 0.09404619"," 0.58795817"," 0.34644495"
"M979.313T847.893","-0.46422723"," 0.13673054"," 0.14873115"," 0.37094105"," 0.25366274"," 0.25276407","-0.46345889","-0.03719957","-0.53164028"," 0.27759105"," 0.17742594","-0.12132057"
"M691.436T1356.203"," 0.20709751"," 0.30771354","-0.54415243","-0.34289668"," 0.05753946","-0.38546433"," 0.19245513","-0.01805519"," 0.24976091"," 0.04482140"," 0.17781834"," 0.05336233"
"M575.479T1456.772","-0.56139654","-0.36679286"," 0.09608436"," 0.04743763"," 0.15429923","-0.26973775"," 0.20939117"," 0.21533202"," 0.33050330"," 0.38946562","-0.31678434"," 0.07219817"
"M919.292T824.161","-0.45325931","-0.08380246"," 0.23655403"," 0.29259660","-0.04579561"," 0.01586172","-0.41817158"," 0.01041386","-0.27093299"," 0.30612482"," 0.34451165"," 0.06589929"
"M545.37T1372.761"," 0.694414191"," 1.181038370","-0.078056273","-0.246031692","-0.400550768","-0.205613168","-0.099093440","-0.324541007","-0.029006857"," 0.002506306","-0.218323909","-0.276741753"
"M1085.421T973.898","-1.11226909","-0.16282961","-0.29242869"," 0.17731278","-0.13611254","-0.13210451","-0.00458803"," 0.56042099"," 0.21238478"," 0.36468682"," 0.30218073"," 0.22334636"
"M1114.854T834.347","-0.46980414"," 0.29194363"," 0.50988063"," 0.26939265"," 0.27370357"," 0.05170242","-0.35453638","-0.22645379","-0.98668812"," 0.17365842"," 0.41938882"," 0.04781228"
"M441.224T1179.269"," 0.75038009"," 0.92140287","-0.38327534","-0.39242003"," 0.02943557","-0.14725826","-0.05295685","-0.06704904","-0.20661834","-0.18307863","-0.08564166","-0.18292038"
"M899.349T990.311","-0.72706604","-0.38523715"," 0.29046369","-0.04701372","-0.14462361"," 0.51874009","-0.02393171"," 0.20739502"," 0.27873611","-0.11947041"," 0.11978881"," 0.03221892"
"M659.418T1406.262","-0.56740520","-0.45295515","-0.11874623"," 0.21702611","-0.04895477","-0.41794971"," 0.40797854"," 0.33820268","-0.34036373"," 0.44453860"," 0.14786032"," 0.39076855"
"M841.471T1389.363","-0.35255562","-0.38139368","-0.12287726","-0.31690103","-0.24449092","-0.06958035"," 0.23957936"," 0.11085967"," 0.68820156"," 0.24648493","-0.08258173"," 0.28525507"
"M575.479T1473.048","-0.66701318","-0.48096617"," 0.11721054"," 0.10529618"," 0.15518632","-0.20053949"," 0.23025981"," 0.21158579"," 0.33985971"," 0.37667444","-0.25537160"," 0.06781764"
"M575.481T1540.694","-0.66929802","-0.48357201"," 0.11382087"," 0.11743566"," 0.15208281","-0.20362918"," 0.23228865"," 0.20836099"," 0.33405543"," 0.37308579","-0.25749142"," 0.08286041"
"M331.187T1104.601"," 0.02541702"," 0.29291977"," 0.22442099"," 0.18020719"," 0.44307021"," 0.18734886","-0.70245527","-0.23840940","-0.54586984","-0.08362752"," 0.17910951"," 0.03786847"
"M423.211T1338.363"," 0.5671919"," 0.3883233","-0.1747171","-0.1073504"," 0.3656794","-0.1866121","-0.1642605","-0.1506275"," 0.1844208","-0.1644397","-0.4794276","-0.0781803"
"M886.353T1006.792","-0.78886617","-0.20739413"," 0.35596607","-0.22131304","-0.02107291"," 0.31450398"," 0.11883294"," 0.24004941"," 0.43363178","-0.12393653","-0.07506064","-0.02534077"
"M585.283T918.479"," 0.285541057"," 0.483747554"," 0.002662216"," 0.525702979"," 0.308394765","-0.007992476","-0.572876193","-0.420090733","-0.511359760","-0.399841264"," 0.164010155"," 0.142101701"
"M956.379T959.199","-0.86911958","-0.14957798"," 0.37813618"," 0.13006474","-0.04331699"," 0.34333067","-0.08913671"," 0.27275843"," 0.29747194","-0.11853065","-0.21625437"," 0.06417432"
"M329.157T1608.526","-0.40168857","-0.52914473","-0.06862704"," 0.19306900","-0.26956530","-0.12638852","-0.07476382"," 0.29329016"," 0.48888611"," 0.04724097"," 0.28892727"," 0.15876446"
"M351.108T857.905"," 0.59170959"," 0.02289692"," 0.41007934"," 0.37536434"," 0.26118860"," 0.08363693","-0.59937684","-0.32172835","-0.04596247","-0.48293380","-0.18568522","-0.10918905"
"M640.557T1608.472","-0.55757786","-0.38533369","-0.11214657"," 0.03028782"," 0.28717484","-0.05675941"," 0.09963997"," 0.25253617"," 0.59295384"," 0.22335344","-0.21326241","-0.16086615"
"M423.212T1319.031"," 0.6158716115"," 0.4501925040","-0.0855459376","-0.0562858857"," 0.3831953167","-0.0612348660","-0.3025648458","-0.0974601011"," 0.0003094571","-0.3386050306","-0.4787357406","-0.0291364818"
"M541.474T1573.977","-0.91667873","-0.79151509","-0.14665838"," 0.17711805"," 0.44556213","-0.34375582"," 0.40050915"," 0.59355016"," 0.27655899"," 0.23644000"," 0.02734348"," 0.04152606"
"M629.459T1473.698","-0.13404887","-0.15414598","-0.04689989"," 0.02762925","-0.52896471","-0.50666086"," 0.38826632"," 0.14375852"," 0.45923161"," 0.27942662","-0.07576976"," 0.14817777"
"M847.517T1163.004"," 0.99660911"," 1.00905084"," 0.08451368","-0.16938316","-0.04695608"," 0.25881830","-0.59480869","-0.64784264","-0.18449061","-0.59878672","-0.30682631"," 0.20010229"
"M652.416T1356.524","-0.38298579"," 0.04190581","-0.27368139","-0.24389327","-0.07880539","-0.20106225"," 0.14112096"," 0.38532969"," 0.43444738","-0.21237390"," 0.13331544"," 0.25668272"
"M449.365T1540.699","-0.35956772","-0.12037364","-0.15363501"," 0.01314717","-0.41990068","-0.23548629"," 0.50876403"," 0.32146980"," 0.58400794","-0.10023295","-0.09944020"," 0.06124756"
"M537.533T1295.888"," 1.05630001"," 0.96359756","-0.21487141"," 0.70412372"," 0.14358292","-0.01005276","-0.34124700","-0.26750829","-1.42936161","-0.44373306"," 0.01135941","-0.17218949"
"M561.396T1195.638"," 0.148256226"," 1.793880724","-0.004924561","-0.252399720","-0.002610755","-0.247511401","-0.176386858","-0.353453597","-0.395460885","-0.069280547","-0.268828190","-0.171280436"
"M812.538T1253.346"," 0.461923850"," 0.717800247","-0.398763484"," 0.276490611"," 0.093193464"," 0.086624603","-0.383310345","-0.416304678","-0.305774234"," 0.005010029"," 0.043457074","-0.180347138"
"M495.298T1036.333"," 0.68962145"," 0.66163163"," 0.10916578"," 0.40540205","-0.10225350"," 0.22629763","-0.82515095","-0.40201202"," 0.12415401","-0.20189061","-0.06949066","-0.61547481"
"M617.489T1624.961","-0.88191008","-0.40626860","-0.17215849","-0.04483845"," 0.29197970","-0.02983859"," 0.19926387"," 0.26697044"," 0.73272671"," 0.10046637","-0.13786663"," 0.08147375"
"M535.409T1440.116","-0.60937189","-0.47285803","-0.02772547","-0.13017337","-0.39028941","-0.11347568"," 0.25682320"," 0.62130305"," 0.42596361"," 0.18672489"," 0.24197884"," 0.01110027"
"M433.152T909.874","-0.6200271697","-0.1720335794"," 0.3086104231"," 0.0199040705","-0.0819594710"," 0.1879436947"," 0.0003254506","-0.0236341325"," 0.1026474776","-0.0758831391"," 0.1082186393"," 0.2458877359"
"M817.317T940.819","-1.20890948","-0.41569691"," 0.01560183"," 0.02620544"," 0.03536074"," 0.42696340"," 0.02686720"," 0.31733696"," 0.08253366"," 0.28169208"," 0.36825559"," 0.04378948"
"M438.146T926.75","-0.74737348","-0.34577275"," 0.49336699"," 0.06277456"," 0.07712253"," 0.39580788","-0.04260809"," 0.17205490"," 0.30302207","-0.33219443","-0.24309321"," 0.20689302"
"M535.375T1490.352","-0.63855023","-0.14394412","-0.04023730","-0.11022822","-0.44209958","-0.16265258"," 0.27202242"," 0.27819295"," 0.52469891"," 0.20096358"," 0.21623342"," 0.04560075"
"M808.52T1220.972"," 0.70772478"," 0.98607293","-0.13577838","-0.05437150"," 0.12669015","-0.23727550","-0.60229658","-0.17370908","-0.10247550","-0.61667160"," 0.03766667"," 0.06442362"
