"","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","BLANK.2","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3"
"Label","Control","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M467.383T1523.593"," 52699.21"," 57843.56"," 69790.60","155396.48"," 94000.00","124758.19","103000.00","178000.00","150611.84"," 41926.74","101095.87"," 73786.59"," 78910.71","109000.00","106786.20","150212.90"," 86896.93"," 82800.00"
"M951.603T1424.253"," 56709.908"," 69557.287"," 92135.708","142506.451","511000.000","335187.966"," 97900.000","395000.000","291989.228"," 11904.054","538493.035","  2991.372","148407.785","375000.000"," 92338.403","557435.338","383538.853","595000.000"
"M477.403T1542.988"," 68754.77"," 72109.81"," 93786.98"," 70969.57"," 94100.00"," 77218.28"," 85400.00","128000.00"," 94716.51"," 53846.98","111848.97"," 56109.51"," 58914.84"," 78900.00"," 80611.06","120210.91"," 92936.35"," 97600.00"
"M477.407T1590.788"," 83304.49"," 82232.18","104177.77"," 93016.96","107000.00"," 87247.95","107000.00","137000.00","115987.44"," 72678.50","123815.63"," 68590.92"," 77279.90"," 87800.00"," 93883.79","135185.52","112824.30","109000.00"
"M549.426T1489.95"," 92561.85","100676.42","133273.35","193435.43","126000.00","117594.93","166000.00","234000.00","189085.36"," 93543.93","220140.57"," 81157.44","179581.44","172000.00","166601.02","241057.65","162981.32","174000.00"
"M471.336T1557.26"," 75170.60"," 74425.39"," 96848.86","130067.10","108000.00"," 80275.75","113000.00","151000.00","152414.52"," 86749.93","141845.35"," 83888.43","134566.72","122000.00","144790.97","162500.23","115305.12","108000.00"
"M330.263T1439.913","113723.4","142481.7","144695.6","108400.1","107000.0","112890.1","106000.0","112000.0","116439.6","113143.7","104941.7","114060.3","120764.4","111000.0","119620.8","119679.3","116487.6"," 98000.0"
"M629.529T1601.79","132953.36","136004.84","102248.09","246765.09","239000.00","164330.10","149000.00","359000.00","258398.43"," 99408.14","363855.34"," 63886.84","212935.67","222000.00","162267.55","304905.99","188421.40","271000.00"
"M449.369T1557.545"," 74328.31"," 86776.90","112966.12","144770.65","106000.00"," 96359.40","138000.00","221000.00","164273.13"," 77577.07","180255.76"," 75439.94","127429.86","172000.00","105429.92","156989.83"," 95990.05","156000.00"
"M576.533T1641.124"," 28320.66"," 22442.07"," 14288.02"," 56505.78"," 55200.00"," 58843.44"," 63900.00"," 85100.00"," 70381.22"," 26382.40"," 71076.64"," 17797.81"," 54376.03","149000.00"," 48273.92"," 81091.53"," 61469.20"," 73900.00"
"M619.438T1245.233"," 12008.94","387624.43","451165.77","104462.33","105000.00","103155.11"," 96100.00"," 79900.00"," 81726.50"," 22931.48"," 63128.60"," 64598.92"," 88823.68"," 93200.00","102750.24","110680.50"," 67480.76"," 81600.00"
"M652.503T1490.314"," 66097.61","103077.82"," 83127.34","128697.08","133000.00","110253.07","109000.00","181000.00","140423.77"," 38351.38","184212.54"," 28090.48","113186.50","215000.00"," 89380.58","168202.51"," 91245.23","144000.00"
"M313.161T1621.4","61415.94","68126.84","53976.47","65577.01","65400.00","60961.81","75400.00","80600.00","62762.73","86826.82","51501.38","63797.51","72393.58","65000.00","69814.08","90550.33","81216.19","81400.00"
"M295.151T1624.873","159807.1","153032.7","160391.3","192225.0","159000.0","152577.6","154000.0","195000.0","194619.0","170201.3","200893.9","178349.4","181277.7","212000.0","162708.1","170212.8","181536.8","188000.0"
"M772.55T1170.538"," 46578.76","177454.11","163977.06","120148.10"," 57700.00"," 83777.94"," 85400.00"," 55600.00"," 45003.28"," 53509.89"," 36260.34"," 52760.66","114293.60"," 82600.00"," 32344.63"," 36585.28"," 79056.68"," 88800.00"
"M494.565T1319.161","188625.4","417460.7","297804.2","170665.0","216000.0","148350.0","192000.0","237000.0","181237.5","325727.6","241285.0","181959.6","233923.5","194000.0","183296.6","293896.7","181891.4","254000.0"
"M423.321T1473.286"," 75042.09","122243.36","132115.46","125752.17","150000.00"," 76825.72","100000.00","188000.00","172924.57"," 59938.59","215623.50"," 80350.27"," 92691.74","153000.00"," 99748.93","179577.00","115116.94","139000.00"
"M722.581T1518.016","142789.45","661379.55","241856.63"," 19930.58"," 91500.00","116437.17"," 31400.00","217000.00","105520.27"," 44265.78"," 84421.23"," 47099.98"," 93372.29","217000.00"," 47076.32"," 21778.64"," 87920.26"," 76800.00"
"M535.447T1540.43"," 63646.63"," 65862.82"," 65775.47"," 86982.88"," 92400.00"," 65632.35"," 77100.00","153000.00","150770.06"," 62284.74","141824.76"," 62173.22"," 86278.90"," 88500.00"," 92215.67","104541.86"," 73961.27"," 92000.00"
"M477.398T1574.327"," 75046.82"," 72226.53"," 93786.98"," 79089.54"," 99800.00"," 77171.90"," 90100.00","128000.00","113245.37"," 65287.22","116774.08"," 63482.49"," 69188.02"," 84700.00"," 87163.76","120210.91"," 92936.35"," 97600.00"
"M691.433T1253.346","112036.45","461054.07","487173.90","255155.93","295000.00","323104.09","239000.00","423000.00","299154.63"," 25347.44","334288.16"," 32157.04","283373.53","315000.00","258046.07","345790.69","343169.59","348000.00"
"M605.416T1473.993","258877.2","383026.2","430211.4","459252.6","443000.0","341523.1","495000.0","619000.0","557797.8","727047.0","644246.3","375816.3","298576.8","620000.0","445219.3","856729.4","510172.7","495000.0"
"M465.26T1373.143"," 92200.4","328441.2","250170.1","542486.7","252000.0","297676.3","515000.0","309000.0","319469.4","114542.3","288515.7","122595.1","523502.7","200000.0","475235.7","171731.9","229152.3","143000.0"
"M341.283T1305.932"," 94925.39","710584.57","226058.78"," 98908.37","112000.00"," 94421.86","152000.00"," 99000.00"," 99290.49"," 98014.93"," 90301.76","102105.68","119120.73"," 90400.00","117029.89"," 94123.00"," 94227.35"," 82000.00"
"M330.261T1473.013","105049.8","129928.7","132831.0","102729.0","107000.0","105959.5","103000.0","109000.0","110712.6","104715.9","104961.0","114084.6","114707.7","105000.0","122322.8","119751.6","113404.8"," 92400.0"
"M533.435T1510.689","111506.59","119812.42","169071.22","232634.94","241000.00","141291.55","197000.00","357000.00","290884.00"," 91753.92","323057.24"," 93120.43","213414.26","550000.00","200664.84","313520.79","212281.66","267000.00"
"M471.796T1446.028","71932.45","78027.51","79433.05","61844.36","64600.00","61707.71","56600.00","58700.00","64973.94","61354.44","47934.92","59552.69","48642.47","52500.00","80100.65","53266.64","57763.85","44200.00"
"M339.172T1490.329","44191.59","27250.67","21719.25","39829.14","37300.00","34150.48","31900.00","41500.00","24189.41","55847.73","40215.54","37688.77","41072.94","48600.00","41165.10","41205.43","55429.68","45400.00"
"M558.46T1591.049"," 38984.15"," 62144.72"," 44283.22"," 61180.08"," 70600.00"," 76624.28"," 65900.00","112000.00","128617.08"," 39705.47","118520.72"," 47473.87"," 57387.75","216000.00"," 70507.46"," 93177.82"," 65245.29"," 80300.00"
"M516.434T1624.418"," 23248.02"," 26270.27"," 14785.57"," 27051.21"," 23800.00"," 25916.10"," 28500.00"," 41400.00"," 40075.02"," 28431.92"," 30100.88"," 29023.35"," 36687.38","103000.00"," 27331.97"," 28231.31"," 39930.57"," 30700.00"
"M722.58T1595.75","173867.86","681369.65","226303.01"," 35607.33","133000.00","121063.59"," 46300.00","256000.00","115757.72"," 48079.47","198076.05"," 56231.00","145237.41","333000.00"," 51338.25"," 63565.44","159812.65","107000.00"
"M477.343T1423.013","48754.95","56632.00","58826.35","54302.07","56600.00","50316.10","52100.00","60700.00","65143.33","38625.17","59394.57","36096.32","43198.31","53800.00","48512.32","53518.85","57553.72","50600.00"
"M332.328T1440.13","115359.6","142796.5","167103.2","118710.3","113000.0","125971.4","121000.0","122000.0","114870.3","129346.2","107630.9","118662.3","115954.1","121000.0","124275.2","111378.3","130734.8","105000.0"
"M494.563T1509.9","304154.7","234099.8","171452.2","274363.3","322000.0","291615.9","303000.0","359000.0","314190.7","489330.4","396602.8","321096.3","350573.4","350000.0","309628.4","442772.7","298333.3","394000.0"
"M481.362T1591.564","33792.03","45292.62","33077.86","44825.32","41600.00","34704.15","65600.00","95200.00","85785.75","42591.87","51280.62","46768.81","47650.40","51600.00","60754.97","60368.22","54566.01","46100.00"
"M443.333T1262.042","  40654.56","2291206.76"," 726799.04"," 189027.68"," 179000.00"," 167800.69"," 171000.00"," 125000.00"," 123040.33","  81901.04","  90706.53"," 129068.70"," 119173.77"," 135000.00"," 170192.51"," 118782.98"," 113333.93","  93500.00"
"M510.367T1523.593","139590.33"," 86069.98"," 86114.55"," 89218.12"," 84500.00"," 81016.56"," 96100.00","133000.00","113300.22"," 79412.11","253461.85"," 83273.72"," 93472.34"," 99300.00"," 89226.49","103007.91"," 92108.12"," 97300.00"
"M545.456T1607.833","108912.17"," 73195.07"," 68086.86","104034.30"," 93600.00"," 82007.95"," 91500.00","115000.00","109342.91","106818.16","143797.68","108125.39","133002.06","109000.00"," 96305.37"," 91129.67"," 86335.24","145000.00"
"M669.539T1543.447","121295.60"," 80496.05","105264.37"," 98310.40","145000.00"," 70367.84"," 88300.00","150000.00","158046.37"," 64128.07","224496.82"," 72368.88","129836.07","118000.00"," 94692.89","114652.56","108839.52","117000.00"
"M669.531T1507.08","111179.86"," 65231.82"," 86689.23"," 92604.53","131000.00"," 61504.12"," 73700.00","135000.00","152131.34"," 60730.70","210952.26"," 65684.43","121139.87","118000.00"," 88537.92","110019.14"," 89638.83","113000.00"
"M629.509T1624.418"," 68883.95"," 36845.90"," 26087.51"," 81966.42"," 61200.00"," 45004.32"," 49600.00"," 94000.00"," 67930.50"," 63716.39","132209.99"," 36696.56"," 88570.81","191000.00"," 39246.70"," 74554.58"," 53347.41"," 91200.00"
"M383.284T1439.726","125217.3","251315.5","205205.8","154353.3","180000.0","165413.5","152000.0","149000.0","160963.2","148961.4","142025.4","141114.2","130752.8","176000.0","161584.9","146863.4","150923.8","145000.0"
"M589.501T1621.712","261732.000"," 73577.312"," 55522.835"," 56077.757"," 70000.000"," 47558.667"," 39700.000","216000.000"," 67764.741","  8998.775","326276.896"," 24637.578"," 48466.109"," 81200.000"," 53215.549"," 85230.062"," 92011.256","159000.000"
"M534.444T1557.26"," 85462.73"," 77456.07"," 71460.74","111317.13","100000.00"," 59693.29","110000.00","132000.00","146223.23"," 62296.09","178976.95"," 65764.10","115738.08","148000.00","104581.11","133144.72","105068.93","121000.00"
"M494.565T1422.678","263375.7","463612.2","367002.5","254955.1","293000.0","249733.7","274000.0","336000.0","271628.7","439102.2","360053.8","273742.5","325184.7","300000.0","268767.0","409578.0","275449.1","358000.0"
"M516.411T1568.021"," 88993.93"," 84427.60"," 75145.80","103981.97"," 94700.00"," 88536.03","105000.00"," 98300.00","102807.77"," 70346.14","106801.53"," 70696.56","104259.75","210000.00"," 84690.58"," 88970.23"," 98507.95"," 91200.00"
"M492.408T1557.26"," 88898.14"," 76676.18"," 78014.49","104446.09"," 96100.00"," 74349.02"," 77600.00","117000.00"," 94245.56"," 70098.32","116073.73"," 87970.14","111788.82"," 99500.00"," 88688.29"," 90659.75"," 91034.47"," 99000.00"
"M533.436T1590.96","101784.62","100098.16","148208.22","214078.52","203000.00","119231.34","180000.00","216000.00","257160.18"," 82687.26","289821.86"," 84664.02","197133.84","551000.00","185699.62","151712.77","190092.90","118000.00"
"M628.514T1473.756","202758.53"," 60715.11"," 76300.97"," 85137.42","141000.00","125862.22"," 63500.00","168000.00","128562.40"," 80562.00","168881.05"," 62235.88"," 83230.26","225000.00"," 78756.57","157640.93","111852.76","151000.00"
"M628.529T1624.373"," 95022.18"," 51475.42"," 38980.46"," 54749.43"," 72600.00"," 66772.64"," 50400.00","136000.00"," 63634.78"," 29484.73","199474.38"," 37500.28","151255.44","413000.00"," 59715.72"," 67180.44"," 53555.76"," 76700.00"
"M609.518T1624.418","60609.94","55474.25","35151.34","60977.18","62300.00","53759.67","53900.00","98700.00","72865.32","37909.56","73531.53","54735.70","62616.91","59900.00","56540.86","61880.59","53509.73","63200.00"
"M465.265T1237.073"," 42836.11","242014.04","261681.82","201901.28","236000.00","203943.56","230000.00","234000.00","262652.72"," 81968.79","235810.57","107135.92","146463.69","159000.00","158988.97","207875.86","178654.98","180000.00"
"M669.562T1624.559","112516.22"," 82034.79"," 89255.33"," 96450.23","134000.00"," 82197.76"," 90300.00","141000.00","152135.01"," 74306.56","213995.17"," 77672.60","124359.99","185000.00"," 97865.83","113216.55","100227.56","118000.00"
"M628.528T1608.773"," 94996.26"," 61053.23"," 38796.49"," 59801.52"," 70000.00"," 76980.33"," 56700.00","148000.00"," 73397.18"," 33376.58","216509.50"," 42938.43","158993.00","416000.00"," 66102.17"," 77990.29"," 58205.27"," 92500.00"
