"","Comp 1","Comp 2","Comp 3","Comp 4"
"M843.287T936.679",0.046412,-0.035055,0.0024218,-0.023891
"M483.129T913.248",0.040616,-0.04421,-0.073091,0.023901
"M1008.375T923.099",0.046546,-0.050275,0.0034433,-0.030098
"M873.638T939.705",0.048044,-0.062622,0.020036,-0.053038
"M804.318T962.853",0.044586,-0.05762,0.012793,-0.052076
"M433.777T806.208",0.040826,-0.01712,0.051466,0.020879
"M1045.593T1289.364",0.041747,-0.0071156,-0.0060438,0.0011234
"M501.195T803.697",0.051644,-0.034008,0.0058055,-0.0096095
"M630.654T314.128",0.038604,-0.0015697,-0.017113,-0.0013677
"M625.178T776.712",-0.019069,0.0050111,-0.0032559,0.080575
"M399.065T319.722",0.030693,0.094934,0.068488,0.011929
"M1462.085T939.347",0.05789,-0.10938,0.035894,-0.036848
"M315.108T761.986",0.039539,-0.034536,-0.044602,0.025162
"M471.152T726.342",0.034598,0.041661,0.048077,0.028111
"M377.162T1630.7",0.011099,0.019996,-0.062509,-0.016003
"M272.073T418.674",0.04694,0.14098,-0.020425,-0.020378
"M237.04T858.99",0.05928,0.012393,-0.13642,0.02062
"M309.478T1627.463",0.028681,0.0046384,-0.0019511,0.013069
"M369.569T765.536",0.0073589,0.030056,-0.010316,0.0029888
"M427.038T293.27",0.050019,-0.0077365,-0.035183,0.015752
"M383.058T256.181",0.021154,-0.053205,-0.0088769,0.067
"M684.191T618.708",0.064519,0.043811,0.021475,0.029678
"M1144.448T942.538",0.052964,-0.038251,0.0045627,-0.020934
"M613.774T885.363",0.020676,0.00025068,-0.019942,0.038264
"M1176.528T983.06",0.063486,-0.06238,-0.010984,-0.015752
"M951.397T1014.118",0.057707,-0.044865,-0.012871,-0.039974
"M998.841T1404.514",0.026308,0.054601,0.006419,0.023722
"M425.103T1191.927",0.023369,0.03577,0.033932,-0.0066974
"M389.182T799.355",-0.00029831,0.019217,0.025996,0.022862
"M895.29T938.858",0.05392,-0.030392,0.0019641,-0.059451
"M924.351T839.79",0.046777,-0.028746,-0.030072,-0.03382
"M313.093T320.692",0.031367,0.015574,-0.0085911,0.034149
"M852.339T915.443",0.042701,0.0066567,-0.010899,-0.020477
"M475.187T823.258",0.043795,-0.041766,-0.013237,0.0063732
"M998.861T1404.179",0.021005,0.063741,0.011782,0.017004
"M698.26T899.18",0.042479,-0.054296,-0.006561,-0.013974
"M721.31T972.44",0.051235,-0.0076722,-0.0013813,-0.013658
"M621.052T106.9",0.037588,0.018015,0.005954,0.041072
"M289.026T88.643",0.018143,-0.0028231,0.064022,0.044367
"M544.284T936.329",0.028787,0.046673,0.024466,-0.010102
"M379.101T757.973",0.025703,-0.023733,-0.027663,0.018832
"M494.168T786.301",0.048658,-0.052445,-0.020756,-0.04329
"M911.26T1004.032",0.044971,-0.06087,-0.012107,-0.046389
"M1106.454T890.453",0.040952,-0.0050682,-0.018829,-0.0038754
"M289.084T863.831",0.029989,-0.038316,-0.022516,0.010526
"M473.196T813.174",0.044715,0.008341,-0.04857,0.039577
"M559.066T758.189",0.0297,0.0045233,-0.045957,0.028747
"M449.004T832.738",0.033449,-0.089741,0.10177,0.090333
"M343.102T681.368",0.041698,0.0015167,-0.020931,-0.0068428
"M497.261T974.778",0.039772,-0.00080916,-0.027293,-0.032988
"M661.253T876.035",0.04193,-0.0076655,-0.010362,0.0062948
"M765.729T983.05",0.00014968,0.082382,-0.0074653,0.011668
"M941.317T938.576",0.038352,-0.034067,-0.0055442,-0.021718
"M1193.041T904.79",-0.043561,-0.079089,-0.017976,0.042206
"M581.283T805.632",0.042425,-0.022927,-0.014451,0.020456
"M564.929T1201.416",0.0011784,0.036763,-0.0007233,-0.018978
"M728.88T67.591",0.017589,-0.080141,0.025718,0.079275
"M429.504T310.912",0.031928,0.011538,-0.0061934,0.0347
"M603.083T90.379",0.035894,0.022275,-0.037604,0.019779
"M847.188T757.14",0.017258,0.0020356,-0.056145,0.007637
"M402.053T876.272",-0.044466,-0.027843,-0.023942,-0.071152
"M753.298T903.043",0.045664,-0.026746,-0.0031117,0.032859
"M610.83T67.188",0.022426,0.015677,-0.044433,0.022453
"M475.366T1425.395",0.038076,0.032735,-0.017786,0.0097328
"M485.063T759.194",0.035269,-0.017324,-0.019046,0.030522
"M1044.425T908.907",0.053917,-0.015318,0.04071,0.0055194
"M1331.507T909.803",-0.00063807,-0.012783,-0.0094789,0.043378
"M507.209T930.4",0.052825,-0.013766,0.0077583,-0.011672
"M238.892T97.993",0.024323,-0.028623,-0.0075217,0.036526
"M1143.426T942.716",0.056564,-0.043444,-0.0042023,-0.011353
"M387.02T108.554",0.026902,-0.0037406,-0.037851,-0.028598
"M711.218T782.65",0.032341,-0.039085,-0.015493,0.038433
"M890.319T900.562",0.039428,-0.035338,0.0091373,-0.023515
"M1007.203T89.251",0.040267,0.036092,-0.0088225,-0.012192
"M443.058T752.856",0.035879,0.0067729,0.036893,0.01234
"M1129.441T885.407",0.037448,0.0029982,-0.00032779,0.046516
"M869.171T823.716",0.042918,-0.091589,0.040275,-0.0022447
"M964.359T921.966",0.053297,-0.052153,-0.044831,-0.06608
"M1613.665T937.741",0.04749,-0.024429,-0.082434,-0.00022286
"M420.999T106.905",0.049502,0.014507,-0.0072913,0.0093814
"M708.241T861.396",0.039442,-0.010905,0.036081,-0.017085
"M1136.99T908.053",-0.027444,-0.030105,-0.015827,0.0067534
"M851.276T990.376",0.050597,-0.025886,0.056479,-0.020808
"M537.08T758.19",0.03311,-0.021502,-0.019351,0.012315
"M569.775T895.343",-0.02139,-0.017818,-0.03734,0.051387
"M591.465T1235.608",-0.016893,0.083944,-0.046913,-0.024708
"M645.252T899.393",0.044671,-0.0025595,0.013062,0.021095
"M397.074T474.916",0.026017,-0.020965,0.0045871,0.03276
"M848.315T857.496",0.055275,-0.053487,-0.028503,-0.020119
"M1397.968T984.092",0.0041951,0.079649,-0.10555,0.058379
"M781.183T974.609",-0.020285,-0.041832,-0.0038422,-0.007058
"M1130.437T924.326",0.051018,-0.036105,0.031427,-0.012169
"M693.278T872.306",0.041001,-0.0024102,-0.014441,-0.034288
"M432.997T107.064",0.039054,0.0066156,-0.019883,0.030626
"M545.298T995.647",0.036109,0.023302,0.02723,-0.005881
"M723.538T832.745",0.036692,-0.062744,0.051551,-0.0069983
"M366.994T111.318",0.015504,-0.005189,-0.0082345,0.037741
"M1192.04T901.764",-0.046982,-0.049363,-0.030771,0.038023
"M1014.782T1351.411",0.035635,0.027464,0.0080723,-0.018331
"M375.129T729.569",-0.02945,0.014796,-0.044732,-0.066298
"M503.126T874.193",0.032714,0.024868,-0.013677,0.046722
"M901.161T984.095",0.0096897,0.058873,-0.064262,0.053104
"M420.95T86.132",0.0372,0.028455,-0.038782,0.042792
"M596.277T932.512",0.0042368,-0.038298,0.006489,-0.062129
"M425.165T761.881",0.03242,0.022374,-0.036717,0.026905
"M516.992T825.04",0.041168,0.0069736,0.035893,0.084937
"M447.151T677.76",0.022031,0.016801,-0.035322,-0.039689
"M1162.522T896.44",-0.018449,-0.024262,-0.0092075,0.042029
"M379.565T877.71",-0.013534,-0.1072,0.058775,-0.038297
"M433.038T831.69",0.0485,-0.072184,0.063445,0.016491
"M349.056T728.324",0.024337,-0.034936,-0.026182,0.062203
"M391.065T766.545",0.021966,-0.014387,0.0054825,0.0040516
"M861.166T878.352",0.042189,-0.013395,-0.039448,0.017716
"M531.009T876.272",-0.013952,-0.11511,0.041195,-0.036809
"M409.045T138.763",0.027083,-0.021259,0.0022297,0.015052
"M395.189T761.387",0.04107,0.0039598,-0.034276,0.019591
"M306.936T1813.234",0.032373,0.026091,0.022403,0.030039
"M335.137T198.47",0.036911,-0.014022,-0.013816,-0.0016477
"M661.226T856.483",0.041476,-0.041071,0.03673,-0.040508
"M727.414T1292.189",0.0158,0.040003,-0.041352,-0.025829
"M465.141T849.089",0.043082,-0.038128,0.010088,0.004049
"M471.117T721.976",0.032562,0.098554,0.13845,-0.010697
"M676.835T65.732",0.030102,0.00793,-0.040151,-0.030029
"M351.13T801.057",0.037965,-0.0063018,-0.0019194,-0.024404
"M361.323T326.759",0.050839,-0.001768,0.028022,-0.025611
"M661.142T919.275",0.047853,-0.029075,-0.011873,0.046935
"M409.075T617.585",0.039673,0.0426,-0.015346,0.0050427
"M402.187T763.436",0.043468,-0.024476,-0.016322,0.0051664
"M426.882T91.046",0.026372,0.016085,-0.012744,-0.0085883
"M1015.483T980.936",0.054241,-0.073397,0.012978,-0.047368
"M545.846T78.22",0.031354,0.035389,-0.038895,0.027124
"M365.528T823.98",0.052948,-0.034192,0.022891,-0.041451
"M937.388T970.431",0.036932,-0.026966,0.0012468,-0.032021
"M942.309T937.647",0.049215,-0.042095,-0.027681,-0.024461
"M408.906T66.13",0.013877,0.023675,-0.0052169,0.061996
"M333.191T983.058",0.043047,0.058564,-0.083632,0.019877
"M365.136T768.138",0.019865,0.025565,-0.056492,0.0047234
"M461.152T871.999",0.034204,0.0032798,-0.015117,-0.021918
"M481.183T807.444",0.04241,-0.032836,-0.021483,0.0094729
"M405.177T839.252",0.032082,0.019899,-0.043338,0.013845
"M1204.491T868.846",0.041598,0.0043046,-0.037755,-0.0072206
"M333.041T419.397",0.040179,0.085962,-0.035162,-0.0098366
"M367.103T818.837",0.049516,0.010575,0.044337,-0.010273
"M601.172T845.875",0.031899,-0.007295,-0.033514,0.030901
"M610.849T834.902",0.045327,-0.086494,0.035488,0.0099392
"M310.974T92.682",0.029764,-0.0025752,0.016902,0.053149
"M1162.945T896.606",0.018217,-0.038503,0.016068,0.012195
"M776.814T66.22",0.038747,0.0026074,-0.02572,0.011272
"M779.158T89.251",0.028436,0.0095009,-0.0088978,0.028077
"M806.159T933.966",0.038675,-0.049991,-0.012091,-0.023545
"M806.921T938.616",0.03936,-0.01987,0.026061,-0.067893
"M287.076T110.312",0.025689,-0.0043052,-0.0252,0.026285
"M871.351T913.248",0.039653,0.00063355,0.019675,-0.007615
"M807.113T936.925",0.024978,7.8276e-05,0.0010239,0.031009
"M505.3T1291.082",0.022186,0.051497,-0.046126,0.0055518
"M204.975T113.721",0.0081623,-0.039439,-0.021491,0.0035156
"M613.854T887.38",0.013538,0.04743,-0.016075,0.019125
"M333.06T88.804",0.016594,-0.016491,0.07749,0.0097675
"M1197.439T886.215",0.048079,-0.012637,-0.020813,0.002256
"M267.196T1364.412",0.021094,0.031087,-0.065508,0.0091447
"M593.934T851.064",0.02232,-0.089063,0.026015,0.05189
"M310.969T105.491",0.03757,0.0071123,0.033466,0.017699
"M232.059T185.959",0.018676,0.047781,-0.013169,-0.01496
"M401.144T790.222",0.032581,0.0029145,-0.019603,-0.04512
"M712.22T783.012",0.047568,0.032441,-0.011411,0.037242
"M469.036T876.272",0.029724,0.052777,0.13697,0.066
"M884.8T66.979",0.011498,-0.067769,-0.0040028,0.095502
"M489.187T785.097",0.036952,0.034392,0.042695,-0.014528
"M333.926T91.902",0.038901,0.026931,-0.020442,0.034303
"M473.173T881.847",0.033306,-0.019594,-0.00023637,-0.011277
"M621.037T758.225",0.034577,0.033599,-0.002194,0.031671
"M461.037T823.98",0.048449,-0.062722,0.0016822,-0.02173
"M567.171T792.05",0.037147,-0.0011553,0.0033479,-0.0053233
"M476.876T67.016",0.035793,-0.014094,0.010307,0.053422
"M431.759T791.911",0.044465,-0.025438,0.02821,0.014067
"M609.054T106.871",0.037729,0.024052,-0.003502,0.041244
"M657.266T958.998",0.035364,0.036766,-0.00038039,-0.033301
"M508.215T930.69",0.049787,0.0024561,-0.0055238,0.0027541
"M957.274T935.63",0.067135,-0.098388,0.0026393,-0.049166
"M915.823T68.606",0.0045612,-0.049619,0.061086,0.082147
"M1130.433T884.599",0.045118,-0.0063611,-0.018591,0.012138
"M619.26T816.529",0.037949,0.00021114,0.029872,0.036969
"M645.848T67.545",0.025053,-0.0258,0.049783,0.003844
"M806.073T940.272",0.029593,-0.047839,0.020192,-0.038926
"M522.878T65.745",0.024591,-0.01458,-0.010322,0.04611
"M255.115T921.266",0.034863,-0.01561,-0.0028389,-0.056658
"M989.364T928.413",0.049723,-0.060848,-0.010195,-0.025853
"M1093.54T895.081",-0.025355,-0.013431,-0.023641,0.04603
"M617.247T870.852",0.041151,0.012758,0.042159,0.015747
"M626.212T761.224",0.037467,0.0014269,-0.049181,0.0048941
"M329.088T425.59",0.03538,-0.013861,-0.0055338,0.0054045
"M495.025T292.616",0.049961,-0.011544,-0.042658,0.0029775
"M547.234T852.079",0.050782,-0.025898,-0.01692,0.023053
"M274.971T109.977",0.035052,0.013868,0.027521,0.041299
"M491.126T414.484",0.028955,-0.063014,0.0038636,0.0098901
"M409.002T109.878",0.023429,0.0066783,0.020615,0.0017285
"M413.104T602.912",0.012266,-0.011041,-0.028994,0.032233
"M807.744T937.741",0.032677,-0.013656,0.022933,-0.0629
"M597.052T106.853",0.031288,-0.0034859,0.0040804,0.052777
"M209.025T89.634",-0.0058912,0.017223,-0.037771,0.029585
"M941.306T938.915",0.041267,-0.03739,-0.0035743,-0.022655
"M180.971T1182.798",0.031851,0.020248,-0.00070885,0.016991
"M808.342T938.944",0.042234,-0.038807,-0.011032,-0.0028774
"M732.876T67.374",0.0091377,-0.079057,0.029808,0.10746
"M289.056T250.757",0.039283,0.027054,0.066914,0.0030488
"M851.338T916.834",0.039245,-0.0067862,0.0058999,-0.037403
"M621.221T884.304",0.033776,-0.016468,-0.016137,-0.010667
"M705.205T926.435",0.054885,-0.042591,-0.031296,0.019836
"M699.004T983.059",0.023815,0.038672,-0.086215,0.012881
"M805.362T924.937",0.032398,-0.01429,0.0032467,0.0080165
"M467.156T971.498",0.041191,-0.025379,0.041824,-0.017803
"M359.098T671.316",0.034959,-0.0081207,0.035384,0.0071673
"M431.769T791.594",0.040149,-0.035964,0.021482,-0.0059088
"M643.245T933.361",0.040127,0.013196,0.0055476,-0.023177
"M287.077T663.979",-0.020675,-0.039401,-0.027329,-0.026201
"M850.805T68.208",0.050974,-0.030808,-0.0079668,0.053891
"M619.189T858.982",0.037948,-0.0043793,-0.010329,-0.0076481
"M397.002T110.368",0.017828,-0.006647,-0.052449,0.030294
"M1432.595T1048.493",0.028212,-0.014511,-0.021451,0.020674
"M627.173T806.181",0.024365,0.014547,-0.014172,0.061118
"M564.68T1183.74",-0.011768,-0.0099532,-0.053374,0.026869
"M503.143T589.731",0.044429,-0.040756,0.013081,0.0011309
"M799.852T67.938",0.030641,-0.029344,0.025858,0.037911
"M927.368T972.44",0.043817,-0.039843,-0.0069402,-0.035455
"M371.09T764.993",0.021311,-0.0010225,0.029597,0.044099
"M811.459T986.188",0.0053449,0.077599,-0.015197,0.031831
"M561.217T921.818",0.027885,-0.014251,0.070368,0.0062166
"M463.02T875.074",0.0050171,-0.032876,0.029497,-0.066119
"M289.12T769.482",-0.001534,0.0059051,-0.025991,-0.067863
"M942.303T939.917",0.050493,-0.053194,-0.00071897,-0.062791
"M723.346T899.128",0.035787,0.032758,-0.0067003,-0.0074217
"M655.655T928.688",0.0084838,0.027875,-0.032087,0.026457
"M427.197T838.449",0.044105,-0.020596,0.021775,0.0028478
"M999.727T1404.686",0.029453,0.032515,-0.029375,-0.015594
"M293.177T1099.499",0.038733,0.028941,-0.059376,0.010664
"M429.25T1071.941",0.031366,0.013917,0.0039824,0.030994
"M975.202T831.412",0.028417,-0.088552,0.050255,0.073299
"M341.088T439.204",0.029902,0.003039,0.00073669,-0.0060293
"M1031.347T966.014",0.043311,-0.022237,0.017779,-0.0078976
"M630.879T67.545",0.014717,-0.065439,0.03549,0.062208
"M693.424T1336.51",0.036775,0.056319,-0.046556,-0.0082933
"M806.978T940.468",0.049666,-0.041166,0.021131,-0.036038
"M471.897T67.543",0.019068,-0.043195,0.034918,0.04641
"M429.141T889.195",0.024739,0.04253,0.073979,-0.0188
"M798.851T67.54",0.017064,-0.031118,-0.07241,-0.012958
"M413.179T861.909",0.057959,0.095311,-0.087772,0.06631
"M807.007T938.915",0.04939,-0.00041591,0.02252,-0.045781
"M359.022T90.408",0.038965,0.015044,-0.0042984,0.0074671
"M359.061T194.361",0.010879,-0.013393,-0.046193,0.049882
"M385.113T791.317",0.023814,0.0092294,-0.012539,0.0047042
"M203.083T418.775",0.036245,0.092773,-0.035932,-0.00071719
"M341.465T625.973",0.041607,0.032446,-0.025741,0.0084812
"M280.987T110.997",0.030103,0.0086808,0.013817,0.02244
"M367.058T823.98",0.066091,-0.048355,0.029685,-0.027227
"M576.861T67.042",0.034441,-0.0036304,0.0083879,0.067073
"M868.801T68.637",0.019536,-0.069995,0.02215,0.095035
"M487.146T735.656",0.06016,-0.011672,-0.061629,0.0050254
"M373.167T930.605",0.031074,0.05805,-0.022396,-0.011809
"M365.143T832.741",0.0077953,-0.057048,0.056038,0.072918
"M408.822T1801.685",0.026179,0.0031536,-0.0028383,-0.023954
"M526.316T1188.04",0.0084376,-0.022919,-0.045309,0.031259
"M357.108T784.337",0.02484,-0.024216,0.011872,0.017954
"M349.072T1165.294",0.031751,-0.034971,-0.018577,0.036188
"M527.309T1189.176",0.029473,0.024594,-0.045698,0.014466
"M1103.384T928.554",0.048166,-0.032666,0.00022829,-0.012206
"M553.164T782.325",0.031017,0.0090614,-0.010843,-0.048886
"M521.022T764.729",0.01881,0.017905,-0.013953,0.057138
"M559.276T958.275",0.045206,-0.025753,4.7967e-06,0.017263
"M173.008T106.871",0.033848,0.018121,0.033013,0.034467
"M429.486T320.767",0.025264,0.0076723,0.010242,0.032878
"M1396.865T985.147",0.00077693,0.018577,-0.10801,0.0034204
"M469.095T760.602",0.026129,-0.012942,-0.029749,0.026796
"M937.334T882.127",0.039027,-0.029286,-0.010436,-0.033259
"M728.269T963.544",0.046265,-0.059129,0.018507,-0.041591
"M433.122T384.02",0.021149,0.090294,-0.01666,-0.030321
"M951.343T881.927",0.051489,-0.028264,-0.0050048,-0.020158
"M715.392T322.783",0.011802,0.038659,0.073809,-0.020197
"M245.094T862.962",0.036905,0.044125,0.070282,0.0046796
"M665.182T815.828",0.046413,-0.041753,-0.0006822,-0.0076402
"M447.959T106.92",0.043817,0.010915,-0.056257,0.039661
"M732.379T69.273",-0.014406,-0.11599,0.047359,0.14833
"M349.057T865.046",0.038409,-0.015232,0.0088986,0.028396
"M1014.811T1344.847",0.036327,0.033524,0.010654,-0.033053
"M521.224T935.29",0.044404,-0.026635,0.022171,0.01113
"M1390.547T1005.094",0.017233,0.015849,-0.013388,-0.083668
"M313.275T1417.53",0.02841,0.039686,-0.052106,0.03463
"M477.088T1628.76",0.021646,0.025803,-0.056026,0.024131
"M577.255T863.306",0.031897,0.0085666,-0.0015,0.02379
"M613.564T887.981",-0.0042853,-0.020253,-0.019319,0.076358
"M395.28T1470.273",0.040904,-0.0063989,-0.0093608,0.0080368
"M285.243T1390.408",-0.006054,0.018263,-0.084781,-0.020244
"M1463.523T939.044",0.048907,-0.096563,0.0035533,-0.05701
"M481.224T887.168",0.023736,-0.016228,-0.0095682,0.062084
"M343.103T489.112",0.05571,-0.014849,-0.024388,0.01434
"M444.872T67.426",0.022023,0.032681,-0.017881,0.0040414
"M463.182T861.112",0.038077,0.037815,-0.050469,0.028951
"M323.042T818.446",0.012788,-0.057174,-0.018682,0.027644
"M333.062T954.304",0.059037,-0.024543,-0.073905,0.02288
"M415.161T821.344",0.0449,0.0019594,0.00083581,-0.016179
"M609.153T789.212",0.034271,-0.010417,0.0017511,-0.000885
"M454.975T107.571",0.029988,0.040717,-0.015401,0.014644
"M328.886T98.013",0.02322,0.054129,-0.067756,0.038468
"M317.064T416.942",0.040927,0.046153,0.014064,0.016986
"M759.145T875.232",0.053775,-0.031118,0.049202,-0.061907
"M1117.54T932.512",0.033841,-0.038334,0.039141,0.019541
"M1132.537T923.907",0.031468,0.0044192,-0.019936,-0.017388
"M824.341T916.725",0.034915,0.066766,0.022296,0.010184
"M345.082T140.774",0.034809,0.0051061,0.012089,0.017472
"M279.164T1571.945",0.024108,0.034936,-0.038347,0.040065
"M540.867T1245.744",-0.0050047,0.048961,-0.00075722,0.035655
"M238.069T801.926",0.04391,0.018033,-0.022258,0.0034031
"M418.896T66.885",0.027811,0.046026,0.044993,0.054253
"M427.009T107.872",0.035941,0.024286,-0.010571,0.037309
"M699.093T985.159",0.0063498,0.049885,-0.098518,0.02311
"M409.172T733.287",0.048824,-0.023374,0.026496,0.031548
"M435.959T107.38",0.042046,0.032607,-0.047042,0.065342
"M676.309T1245.665",0.014557,0.025376,-0.04672,0.036683
"M338.162T1582.434",0.014632,0.023165,-0.02775,0.048789
"M265.261T1518.666",0.026101,0.032781,-0.010596,0.012326
"M339.058T415.891",0.032608,0.097406,-0.018385,0.020586
"M448.965T106.062",0.030661,0.036721,-0.058607,0.016787
"M1354.628T902.5",0.0069027,-0.083294,-0.0011622,0.0012004
"M241.108T881.116",-0.010309,0.044297,-0.10872,-0.013168
"M418.894T1736.453",0.029395,-0.0087389,0.014938,0.024256
"M562.892T1151.046",0.033457,0.035438,-0.020631,-0.0042505
"M319.076T917.392",0.064757,-0.034565,0.0261,0.0081381
"M405.167T106.416",0.043202,-0.0056014,-0.0060818,0.019501
"M445.095T115.802",0.041014,-0.0065931,-0.0086055,0.012384
"M309.465T1630.61",0.017005,0.060293,0.048782,0.02054
"M385.188T793.619",0.034096,0.0031465,0.00047769,0.011061
"M1243.514T983.057",0.045313,-0.0024961,-0.076846,0.032463
"M1105.431T888.552",0.028463,-0.024023,-0.020221,-0.025897
"M697.905T994.286",0.021785,0.02385,-0.0060183,-0.016005
"M401.05T875.074",0.036433,-0.025452,0.0263,0.010353
"M731.208T950.406",0.017377,-0.0069005,-0.033641,-0.049417
"M470.098T771.956",0.034671,0.01563,0.0045345,0.0010867
"M377.049T427.197",0.021867,-0.033176,-0.052123,0.020992
"M387.346T67.938",0.029062,-0.032337,0.025134,0.019582
"M367.08T114.463",0.041447,-0.010294,-0.017256,0.022446
"M401.049T776.54",0.03545,0.016151,-0.032322,0.016297
"M323.019T128.103",0.037998,-0.010425,0.0019825,0.017765
"M459.149T771.729",0.03528,-0.0080281,0.011345,0.040396
"M507.151T845.473",0.041216,-0.029349,0.0036566,0.011572
"M359.123T830.487",0.046182,-0.045176,0.02428,-0.026677
"M549.174T847.493",0.03579,0.01128,-0.031051,-0.0019734
"M340.859T1719.351",0.033798,0.0038544,-0.057601,0.020927
"M702.25T942.066",0.037003,-0.0014003,-0.016271,-0.026582
"M453.035T765.753",0.028813,0.0074138,-0.022745,-0.017285
"M329.089T195.942",0.032661,0.030924,-0.040459,0.021569
"M615.152T88.13",0.022745,0.012597,0.042907,0.018648
"M399.092T115.22",0.029622,0.026114,-0.042182,0.0062043
"M1204.518T908.598",0.021229,-0.074746,0.016828,0.013245
"M519.896T67.425",-0.0096184,-0.076534,0.053248,0.083972
"M447.222T1194.448",0.021898,0.037878,0.062475,0.041528
"M559.04T89.345",0.025764,0.024827,0.060051,-0.050777
"M497.083T319.72",0.050373,-0.070173,0.043881,-0.031925
"M265.148T1629.604",0.027059,0.045888,-0.10612,0.04523
"M413.108T298.268",0.040548,0.029864,-0.057021,0.019405
"M434.871T1737.903",0.030249,-0.0085397,0.017509,-0.02714
"M353.052T831.694",0.036005,-0.090329,0.0024449,-5.5511e-05
"M775.338T1039.594",0.063762,-0.0033047,-0.038461,0.012581
"M429.074T115.482",0.033771,0.0070689,0.03114,-0.0037061
"M475.877T67.555",0.028725,0.012042,-0.024917,-0.0042527
"M809.324T904.082",0.044725,-0.040596,0.0051561,-0.0007964
"M438.263T1164.917",-0.012677,0.03264,0.090536,0.015546
"M313.094T115.286",0.031981,0.013196,-0.032859,0.02708
"M515.105T113.414",0.025543,0.016434,-0.040499,0.019135
"M285.909T1803.837",0.027482,0.021851,-0.0097593,0.039348
"M447.05T875.673",0.042389,0.0036205,0.016627,0.052815
"M795.198T1006.041",0.026517,0.045857,0.020417,-0.0028586
"M321.216T1624.59",0.023402,0.02624,-0.0094067,0.029477
"M615.195T761.983",0.039741,-0.0021557,0.0024813,0.02979
"M643.188T893.85",0.021741,0.0422,0.0089841,0.019072
"M293.177T1149.195",0.020192,0.018066,-0.058799,0.050471
"M289.886T1868.955",0.028916,0.015544,-0.038871,0.0016973
"M269.15T1584.952",0.023837,0.026264,-0.025763,0.025229
"M246.886T1784.096",0.029012,0.0061369,-0.022387,0.033433
"M1614.109T935.709",0.043784,-0.0050988,0.014695,-0.0089186
"M467.051T320.771",0.032035,0.012055,0.04145,0.010053
"M293.179T1541.097",0.021425,0.018931,0.017004,0.049012
"M265.426T1576.148",-0.014649,-0.070237,-0.0796,0.015927
"M707.828T66.684",0.029307,-0.0012141,-0.077082,-0.017048
"M372.9T1734.569",0.025661,0.031423,0.013272,-0.0010549
