"","PC1","PC2","PC3","PC4","PC5"
"M863.373T951.624",0.046274,0.043357,-0.041412,0.00051887,0.018843
"M316.427T318.614",0.025161,-0.00011635,0.054306,-0.060504,0.010404
"M419.228T901.259",0.051409,0.03397,-0.017775,0.028054,0.00025335
"M316.385T321.843",0.026169,-0.016769,0.034115,-0.056733,-0.0012607
"M967.407T978.889",0.047828,0.05832,-0.024477,0.027517,0.0018395
"M524.981T106.871",0.034307,0.0096253,0.06765,-0.010901,0.0045254
"M950.342T882.081",0.055548,0.017055,0.0058967,0.050499,0.010797
"M822.313T886.782",0.041828,0.038189,-0.023941,0.027734,0.0040879
"M497.109T889.816",0.033049,0.094774,0.049194,0.041137,0.0033876
"M1461.92T936.679",0.034828,0.03886,0.014374,0.025329,-0.00053367
"M970.768T318.573",0.034884,-0.011061,-0.01519,-0.0029935,0.0040585
"M857.325T1034.658",0.06037,0.039655,-0.028568,0.061317,0.0059543
"M1005.392T917.562",0.040078,0.0080706,-0.020917,-0.0143,0.0029641
"M357.576T759.445",0.024098,0.01199,0.033142,0.030674,-0.001504
"M365.052T459.24",0.037819,0.059157,0.096558,-0.027557,0.016645
"M271.021T88.704",0.00034792,0.048,0.019642,0.011843,0.0014918
"M968.386T889.852",0.04241,-0.008715,-0.0084718,-0.013312,0.0087628
"M593.686T850.456",-0.013248,-0.0031261,0.064494,-0.053978,-0.0036604
"M505.029T765.672",0.043736,-0.041428,-0.0041854,-0.039587,0.010361
"M1035.367T890.845",0.044663,0.00041501,-0.015584,-0.016311,0.0018019
"M565.054T1199.484",-0.022404,-0.028473,-0.0050074,0.050756,0.0018902
"M491.208T833.798",0.054833,0.0733,-0.018585,0.0016838,0.0062941
"M728.286T863.521",0.047873,-0.017175,0.0063667,0.013369,0.0057049
"M969.4T973.77",0.053138,0.050934,-0.011956,0.015591,-0.00085542
"M333.135T1582.426",-0.0045924,0.0328,0.030564,-0.022482,0.0013485
"M377.181T797.379",0.031658,0.0046214,0.0058159,-0.062098,0.0086267
"M369.388T763.979",-0.004542,0.010778,0.061412,0.012781,-0.00075448
"M1161.526T895.081",-0.021932,-0.00068675,0.04974,0.00034336,0.0011349
"M266.946T113.686",-0.0089917,0.04309,0.028618,-0.0063881,-0.0064232
"M696.3T853.355",0.047257,-0.00016623,0.010983,0.054426,0.0021525
"M1007.373T920.82",0.042758,0.016369,-0.007202,-0.0098979,0.0059781
"M589.773T907.878",-0.033146,0.028001,0.06154,0.018372,-0.0090591
"M445.037T424.564",0.0016614,0.014904,0.026947,0.021899,0.002889
"M988.804T68.066",0.028175,0.023285,0.086986,0.012854,0.0016652
"M595.261T805.416",0.049673,0.061277,-0.027136,0.0090434,-0.004014
"M1323.606T888.291",-0.0097171,-0.041763,0.044617,0.066357,0.0048377
"M688.263T861.089",0.046098,0.0079983,-0.028666,-0.015946,0.012189
"M971.627T318.415",0.033558,0.0016864,-0.0089976,-0.043795,0.0043046
"M1143.444T941.11",0.051856,0.024181,-0.0095246,-0.0046124,-0.0023932
"M1094.293T897.844",0.024141,0.035708,-0.044757,-0.027352,0.0058767
"M967.394T924.933",0.045307,0.038087,-0.011578,0.0040337,0.00098347
"M702.255T837.404",0.036285,-0.010245,-0.026329,0.020946,0.0036313
"M379.067T781.128",0.023915,0.035652,0.088454,-0.062228,0.00045784
"M714.253T913.384",0.04438,-0.0011136,-0.017964,-0.0071389,0.00785
"M773.211T817.036",0.029547,0.02599,-0.043724,0.01311,0.0015214
"M589.271T908.408",-0.039847,0.025102,0.046866,0.030286,0.0030054
"M795.27T865.806",0.044568,-0.015731,0.025976,0.017536,0.0024106
"M264T169.106",0.0016225,0.037251,0.07925,0.017393,0.0064111
"M1095.906T894.31",0.031769,-0.0083199,0.0068721,-0.075703,0.016868
"M625.024T106.841",0.037944,-0.023431,0.060755,-0.038883,0.012761
"M311.065T863.883",0.0167,-0.02402,-0.0098941,-0.099129,0.016901
"M631.833T319.717",0.024817,-0.050061,-0.00041814,-0.018051,0.006231
"M644.248T900.496",0.039915,0.032769,0.026448,0.024081,0.010058
"M889.313T902.886",0.036686,0.057174,0.0081311,0.0037452,-0.0061015
"M273.314T67.476",0.0022141,0.13031,0.06883,0.029531,0.016863
"M950.337T882.881",0.054032,0.015787,-0.014892,0.055789,-0.0030571
"M559.053T88.871",0.027611,-0.021469,0.026211,0.033175,0.0019665
"M576.128T818.314",-0.027533,-0.0086284,0.04164,-0.074114,0.0008855
"M569.273T895.199",-0.02227,0.0084941,0.057582,0.029284,0.00064312
"M751.173T317.266",0.034262,-0.017882,0.010654,-0.019723,0.0098216
"M272.963T113.946",0.012671,-0.021159,0.023985,-0.0069681,-0.0011089
"M279.164T1614.563",0.020487,-0.043934,0.034114,0.018029,0.0076095
"M549.147T750.744",0.028568,-0.017175,0.039528,-0.026959,0.0033159
"M553.051T758.396",0.027225,0.0026602,0.017587,0.038966,0.0005335
"M263.13T940.795",0.042275,-0.013144,0.0013887,0.058846,0.0055442
"M445.207T780.093",0.032943,-0.018485,0.011506,-0.048675,0.0065537
"M631.863T318.629",0.033478,-0.0067863,0.0021727,-0.031557,0.0038783
"M843.287T936.679",0.04685,0.025784,-0.022717,0.008321,0.0010707
"M483.129T913.248",0.041474,0.018833,0.029348,0.082171,-0.0076188
"M1008.375T923.099",0.047575,0.040675,-0.028249,0.012816,0.0060477
"M873.638T939.705",0.049536,0.056188,-0.051419,0.0023079,-0.0042091
"M804.318T962.853",0.045947,0.050534,-0.050284,0.0079243,0.022326
"M433.777T806.208",0.04071,0.018813,0.01855,-0.049184,-0.004825
"M1045.593T1289.364",0.041184,-0.0024028,0.0013965,0.0057172,-0.0053558
"M501.195T803.697",0.051938,0.024154,-0.0087558,0.0031734,0.0054156
"M630.654T314.128",0.037879,-0.0093496,-0.00073732,0.015185,0.0093796
"M625.178T776.712",-0.018885,-0.0037542,0.080414,-0.0038469,-0.0081555
"M399.065T319.722",0.026426,-0.082693,0.0036065,-0.10147,0.011573
"M1462.085T939.347",0.061017,0.10195,-0.034022,0.00016756,-0.0066522
"M315.108T761.986",0.040062,0.01567,0.028671,0.050892,0.0092884
"M471.152T726.342",0.032315,-0.037102,0.023251,-0.065394,-0.0024524
"M377.162T1630.7",0.010054,-0.033832,-0.013708,0.055628,0.0012137
"M272.073T418.674",0.040491,-0.14752,-0.026229,-0.027389,-0.0062594
"M237.04T858.99",0.057515,-0.05192,0.026589,0.12508,-0.003241
"M309.478T1627.463",0.027924,-0.010597,0.012657,-0.0023715,-0.0012989
"M369.569T765.536",0.006033,-0.032357,0.0020528,-0.00040489,0.00014809
"M427.038T293.27",0.049294,-0.0097754,0.017457,0.032941,0.0022577
"M383.058T256.181",0.022797,0.043444,0.069534,0.019544,-0.0088028
"M684.191T618.708",0.061534,-0.050399,0.025839,-0.041809,0.0036401
"M1144.448T942.538",0.053396,0.027971,-0.019792,0.0066335,0.0070726
"M613.774T885.363",0.020238,-0.0092114,0.038985,0.015222,0.0043042
"M1176.528T983.06",0.064637,0.045702,-0.012782,0.028835,0.0057087
"M951.397T1014.118",0.058291,0.030228,-0.03759,0.027242,-0.0073406
"M998.841T1404.514",0.023657,-0.056449,0.020528,-0.027771,0.0018008
"M425.103T1191.927",0.02153,-0.031448,-0.010327,-0.046031,-0.0011568
"M389.182T799.355",-0.0010232,-0.013468,0.020532,-0.033762,-0.00056456
"M895.29T938.858",0.054025,0.020645,-0.05842,0.0096779,-0.0031834
"M924.351T839.79",0.046939,0.013169,-0.031209,0.039033,0.010801
"M313.093T320.692",0.030125,-0.023444,0.03348,-0.0012991,0.0055144
"M852.339T915.443",0.041578,-0.016254,-0.020528,0.007666,0.0012509
"M475.187T823.258",0.044536,0.028733,0.0086021,0.02365,0.0017016
"M998.861T1404.179",0.018108,-0.062911,0.013173,-0.035198,-0.0027125
"M698.26T899.18",0.043739,0.042835,-0.011432,0.022926,0.00035429
"M721.31T972.44",0.050506,-0.0023543,-0.013638,0.0019432,-0.0072138
"M621.052T106.9",0.036137,-0.024104,0.03945,-0.01736,0.0033742
"M289.026T88.643",0.017933,0.011497,0.040838,-0.066809,0.010203
"M544.284T936.329",0.026408,-0.044789,-0.013781,-0.04034,0.00040154
"M379.101T757.973",0.026094,0.011631,0.021096,0.031992,-0.0019379
"M494.168T786.301",0.049713,0.037638,-0.040048,0.03831,-0.0064605
"M911.26T1004.032",0.046433,0.048265,-0.043164,0.033032,0.0054078
"M1106.454T890.453",0.040315,-0.0067462,-0.0030046,0.01809,0.00039676
"M289.084T863.831",0.030865,0.02603,0.013189,0.032139,0.0063092
"M473.196T813.174",0.04346,-0.027489,0.041202,0.03922,-0.0042215
"M559.066T758.189",0.028897,-0.020188,0.030582,0.039675,0.0079292
"M449.004T832.738",0.036346,0.098476,0.088589,-0.080045,0.013968
"M343.102T681.368",0.040788,-0.013552,-0.0061657,0.018191,-5.8038e-05
"M497.261T974.778",0.038988,-0.011664,-0.031765,0.027458,0.010235
"M661.253T876.035",0.041381,-0.0029304,0.0068007,0.0097207,0.0015361
"M765.729T983.05",-0.0030688,-0.080651,0.0081794,-0.020698,-0.0036287
"M941.317T938.576",0.038907,0.024665,-0.020108,0.016145,-0.0026469
"M1193.041T904.79",-0.039618,0.079188,0.04708,0.042883,0.0025051
"M581.283T805.632",0.042458,0.01039,0.021836,0.017588,0.012675
"M564.929T1201.416",-0.00027824,-0.035088,-0.0206,-0.0099081,-0.00023283
"M728.88T67.591",0.020377,0.076777,0.081244,-0.0064542,0.018196
"M429.504T310.912",0.030834,-0.019206,0.034087,-0.0024116,0.0078385
"M603.083T90.379",0.03428,-0.036396,0.020325,0.025969,-0.0052142
"M847.188T757.14",0.016794,-0.017061,0.010303,0.052982,-0.00091244
"M402.053T876.272",-0.042507,0.031787,-0.067969,0.041159,-0.0021502
"M753.298T903.043",0.045789,0.015487,0.033754,0.0064762,0.005694
"M610.83T67.188",0.021335,-0.029009,0.023775,0.03545,0.001561
"M475.366T1425.395",0.036025,-0.042463,0.0087674,0.003696,0.0051282
"M485.063T759.194",0.035224,0.0051964,0.031912,0.01988,0.00264
"M1044.425T908.907",0.053462,0.012735,0.0036042,-0.038714,0.012154
"M1331.507T909.803",-0.00013386,0.0093532,0.044331,0.010057,0.0035497
"M507.209T930.4",0.052308,0.0050225,-0.011867,-0.0053103,0.0099209
"M238.892T97.993",0.024946,0.020333,0.037916,0.012409,0.0023593
"M1143.426T942.716",0.05712,0.030209,-0.0095735,0.015982,0.0046028
"M387.02T108.554",0.026483,-0.0087124,-0.026586,0.039231,0.005761
"M711.218T782.65",0.033205,0.027117,0.04065,0.023069,0.0059165
"M890.319T900.562",0.040021,0.028766,-0.022619,0.0021847,-0.0031194
"M1007.203T89.251",0.038048,-0.043711,-0.01373,-0.0045876,-0.0037261
"M443.058T752.856",0.034921,-0.0059236,0.0097329,-0.041701,0.0011249
"M1129.441T885.407",0.03658,-0.011147,0.045906,-0.0066676,0.0054467
"M869.171T823.716",0.045655,0.087867,-0.00045894,-0.011917,-0.0013438
"M964.359T921.966",0.054231,0.032018,-0.061556,0.063498,-0.0068614
"M1613.665T937.741",0.047434,-0.0027606,0.0048099,0.086417,0.0063172
"M420.999T106.905",0.047939,-0.025011,0.0086157,-0.0012974,0.00088072
"M708.241T861.396",0.039102,0.010836,-0.018759,-0.03291,0.0080985
"M1136.99T908.053",-0.025732,0.03056,0.0092066,0.026574,-0.0027766
"M851.276T990.376",0.050631,0.02737,-0.022939,-0.048435,-0.002798
"M537.08T758.19",0.033271,0.0099703,0.013995,0.023161,0.0080955
"M569.775T895.343",-0.020293,0.012137,0.054192,0.039738,-0.0021759
"M591.465T1235.608",-0.019858,-0.086238,-0.025932,0.021608,-0.012072
"M645.252T899.393",0.043885,-0.0038216,0.020063,-0.016394,0.0028398
"M397.074T474.916",0.026316,0.015289,0.033157,-0.0018305,-0.0020057
"M848.315T857.496",0.056232,0.035221,-0.016559,0.044008,0.0047431
"M1397.968T984.092",0.00093391,-0.10027,0.059961,0.072771,-0.0015568
"M781.183T974.609",-0.018251,0.043233,-0.0047034,0.019322,0.006398
"M1130.437T924.326",0.051425,0.031658,-0.012545,-0.021127,-0.0025848
"M693.278T872.306",0.040263,-0.0076672,-0.033671,0.015359,0.00060382
"M432.997T107.064",0.037999,-0.018596,0.03091,0.012597,0.004709
"M545.298T995.647",0.034497,-0.023353,-0.0086941,-0.036155,0.0058573
"M723.538T832.745",0.038438,0.063914,-0.007076,-0.031753,0.0034447
"M366.994T111.318",0.01539,-0.00058345,0.03815,0.0058307,0.0030922
"M1192.04T901.764",-0.044139,0.048848,0.042226,0.046251,-0.0042819
"M1014.782T1351.411",0.033856,-0.030926,-0.02029,-0.017616,0.0020354
"M375.129T729.569",-0.029467,-0.016278,-0.064163,0.046326,-0.0048845
"M503.126T874.193",0.031079,-0.033942,0.045833,-0.00044718,-0.0032806
"M901.161T984.095",0.0071567,-0.072749,0.053462,0.039043,-0.0051921
"M420.95T86.132",0.035318,-0.043345,0.043023,0.023151,-0.0019582
"M596.277T932.512",0.005649,0.038644,-0.060515,0.010996,0.00092508
"M425.165T761.881",0.030873,-0.035816,0.027406,0.024691,-0.00046166
"M516.992T825.04",0.040096,-0.0090451,0.082085,-0.04699,-0.0015016
"M447.151T677.76",0.020911,-0.026648,-0.038687,0.031173,0.0019676
"M1162.522T896.44",-0.017141,0.023804,0.043666,0.014734,-0.0077587
"M379.565T877.71",-0.0090445,0.11822,-0.03613,-0.018716,0.0085973
"M433.038T831.69",0.050385,0.072615,0.016048,-0.042972,0.0075146
"M349.056T728.324",0.025192,0.021887,0.064778,0.03078,0.0013929
"M391.065T766.545",0.02209,0.010632,0.0042263,-0.0023041,0.0021175
"M861.166T878.352",0.041838,-0.003808,0.019972,0.03931,-0.0025651
"M531.009T876.272",-0.0091578,0.12218,-0.033354,0.001104,-0.015031
"M409.045T138.763",0.02737,0.015298,0.015636,0.0019622,-0.0016656
"M395.189T761.387",0.040069,-0.019166,0.02077,0.028423,0.0072446
"M306.936T1813.234",0.030723,-0.027163,0.027262,-0.035011,-0.0048615
"M335.137T198.47",0.036708,0.003573,-0.00059369,0.016156,0.00077957
"M661.226T856.483",0.042271,0.039991,-0.040751,-0.021848,0.0049467
"M727.414T1292.189",0.013896,-0.049236,-0.025583,0.028728,-0.0016082
"M465.141T849.089",0.043711,0.030286,0.0049012,-0.00028846,0.00069128
"M471.117T721.976",0.028165,-0.071452,-0.022792,-0.16984,0.010832
"M676.835T65.732",0.029162,-0.020926,-0.028464,0.037584,-0.0056311
"M351.13T801.057",0.037449,-0.0010028,-0.024266,0.0036844,-0.0022144
"M361.323T326.759",0.049909,-0.0015391,-0.027363,-0.027965,0.00593
"M661.142T919.275",0.048019,0.015148,0.048331,0.014599,0.0039
"M409.075T617.585",0.037208,-0.051584,0.0034912,-0.0016666,0.0038764
"M402.187T763.436",0.043539,0.011645,0.006758,0.021119,-0.0025023
"M426.882T91.046",0.025208,-0.022836,-0.0088768,0.006389,0.0054742
"M1015.483T980.936",0.056023,0.063718,-0.044951,0.011974,0.008702
"M545.846T78.22",0.02932,-0.04852,0.027142,0.022602,0.00016611
"M365.528T823.98",0.053235,0.028383,-0.041389,-0.011086,-0.0058192
"M937.388T970.431",0.037244,0.019796,-0.031051,0.0080422,-0.00024966
"M942.309T937.647",0.04985,0.025749,-0.021406,0.040165,0.0097721
"M408.906T66.13",0.012673,-0.02783,0.060837,-0.0085065,-0.00090952
"M333.191T983.058",0.039845,-0.082023,0.021077,0.058934,0.014591
"M365.136T768.138",0.018432,-0.040065,0.0062971,0.045666,-0.0006645
"M461.152T871.999",0.033381,-0.012252,-0.021511,0.013554,0.0059223
"M481.183T807.444",0.042825,0.018669,0.011719,0.028665,0.010092
"M405.177T839.252",0.030633,-0.03445,0.014855,0.033107,-0.0016107
"M1204.491T868.846",0.040571,-0.019684,-0.0057905,0.03388,0.00017372
"M333.041T419.397",0.035999,-0.096918,-0.012327,0.0047672,-0.010407
"M367.103T818.837",0.048142,-0.010069,-0.013493,-0.049259,0.013345
"M601.172T845.875",0.03152,-0.0067686,0.03261,0.031001,-0.0019075
"M610.849T834.902",0.047814,0.081255,0.011676,-0.01001,0.018764
"M310.974T92.682",0.02928,-0.00093709,0.051943,-0.021886,0.0012852
"M1162.945T896.606",0.019363,0.036416,0.012945,-0.0052366,0.0059957
"M776.814T66.22",0.037851,-0.015458,0.012115,0.021254,-0.0028237
"M779.158T89.251",0.02749,-0.016999,0.027754,0.0016675,0.0017168
"M806.159T933.966",0.03984,0.038518,-0.020848,0.02796,-2.5263e-05
"M806.921T938.616",0.039364,0.018548,-0.068456,-0.015965,0.0085091
"M287.076T110.312",0.025325,-0.006614,0.02749,0.022573,0.0029735
"M871.351T913.248",0.038847,-0.0038707,-0.0090019,-0.021328,0.0048325
"M807.113T936.925",0.024475,-0.005339,0.030627,-0.0050377,0.0049304
"M505.3T1291.082",0.019703,-0.063176,0.0053509,0.026723,-0.0013335
"M204.975T113.721",0.0095207,0.031627,0.0063945,0.033366,-0.0068603
"M613.854T887.38",0.011407,-0.051726,0.017573,-0.0021244,-0.0053026
"M333.06T88.804",0.016958,0.028479,0.0062991,-0.072678,0.010609
"M1197.439T886.215",0.047593,-0.0014174,0.0034996,0.021611,0.0092819
"M267.196T1364.412",0.019415,-0.047556,0.010908,0.052298,0.0022369
"M593.934T851.064",0.025361,0.085122,0.054308,-0.0018716,0.0041789
"M310.969T105.491",0.036563,-0.0074076,0.015222,-0.038973,0.00016455
"M232.059T185.959",0.01643,-0.051628,-0.016614,-0.0026412,-0.00028196
"M401.144T790.222",0.031801,-0.011977,-0.044369,0.020072,0.005159
"M712.22T783.012",0.045342,-0.043311,0.035781,-0.0052848,-0.0023431
"M469.036T876.272",0.027166,-0.029251,0.055886,-0.15938,0.0053299
"M884.8T66.979",0.013905,0.059546,0.09845,0.017794,0.0126
"M489.187T785.097",0.0349,-0.030704,-0.018646,-0.054382,0.0066952
"M333.926T91.902",0.037058,-0.038201,0.033658,0.0061765,0.0021341
"M473.173T881.847",0.033402,0.012635,-0.010611,0.0056103,0.00425
"M621.037T758.225",0.032573,-0.039907,0.029808,-0.013518,0.0057079
"M461.037T823.98",0.049924,0.051655,-0.019254,0.017852,-0.0062163
"M567.171T792.05",0.036449,-0.0051277,-0.0057573,-0.004696,0.00021274
"M476.876T67.016",0.035632,0.0075596,0.053044,-0.011983,0.0056535
"M431.759T791.911",0.044585,0.021412,0.013333,-0.023207,0.0079738
"M609.054T106.871",0.036033,-0.031872,0.039834,-0.010054,0.0016557
"M657.266T958.998",0.033223,-0.041173,-0.035199,-0.011119,-0.00051631
"M508.215T930.69",0.048689,-0.013015,0.002477,0.0014462,-0.0015503
"M957.274T935.63",0.069626,0.083069,-0.045153,0.029754,0.0035906
"M915.823T68.606",0.0064454,0.057332,0.080948,-0.050785,0.0035422
"M1130.433T884.599",0.044448,-0.00663,0.012966,0.016733,0.0066694
"M619.26T816.529",0.037201,-0.0020809,0.034935,-0.03475,0.0088814
"M645.848T67.545",0.025591,0.030164,0.0022045,-0.042349,0.0014138
"M806.073T940.272",0.030878,0.045251,-0.037887,-0.002755,0.0021744
"M522.878T65.745",0.024659,0.0060422,0.046958,0.0097547,0.0074772
"M255.115T921.266",0.03477,0.0090617,-0.055904,0.010454,0.0021761
"M989.364T928.413",0.051091,0.047253,-0.02284,0.029192,0.012276
"M1093.54T895.081",-0.02434,0.011664,0.047967,0.025474,-0.0047564
"M617.247T870.852",0.039859,-0.011637,0.012527,-0.049447,0.0016741
"M626.212T761.224",0.036627,-0.018806,0.007053,0.045343,0.003056
"M329.088T425.59",0.035207,0.005263,0.0060077,0.0074648,0.00080677
"M495.025T292.616",0.04938,-0.0073726,0.0052947,0.042596,-0.014386
"M547.234T852.079",0.050762,0.011069,0.024618,0.020289,0.008235
"M274.971T109.977",0.033828,-0.015184,0.038763,-0.037105,0.0046008
"M491.126T414.484",0.030833,0.055342,0.012334,0.014393,0.012884
"M409.002T109.878",0.022714,-0.0065975,0.00012383,-0.024035,0.0025374
"M413.104T602.912",0.012431,0.0014493,0.034049,0.028841,-0.0017104
"M807.744T937.741",0.032571,0.013106,-0.063546,-0.014934,-0.0036116
"M597.052T106.853",0.030799,-0.0030085,0.052272,-0.0090184,0.0010026
"M209.025T89.634",-0.0064705,-0.023897,0.030714,0.029486,-0.011003
"M941.306T938.915",0.041895,0.027721,-0.021017,0.015201,-0.00088592
"M180.971T1182.798",0.030423,-0.025964,0.015744,-0.0092359,0.00030516
"M808.342T938.944",0.042892,0.026876,-0.00085715,0.021349,0.0056796
"M732.876T67.374",0.012056,0.077528,0.10915,-0.012624,9.5588e-05
"M289.056T250.757",0.037488,-0.019516,-0.0020748,-0.077388,-0.0021098
"M851.338T916.834",0.038727,0.0011484,-0.03762,-0.0028785,-0.0048907
"M621.221T884.304",0.03373,0.0062399,-0.0093192,0.020165,-0.00035981
"M705.205T926.435",0.055423,0.023349,0.022905,0.039955,0.0037224
"M699.004T983.059",0.021771,-0.059715,0.015338,0.069733,0.0084784
"M805.362T924.937",0.032308,0.0080004,0.0081978,-0.0010768,0.0027718
"M467.156T971.498",0.041383,0.025557,-0.019117,-0.033853,0.0074767
"M359.098T671.316",0.0346,0.0083053,0.0053586,-0.034841,0.0067302
"M431.769T791.594",0.040761,0.031375,-0.0056947,-0.01124,0.0033098
"M643.245T933.361",0.038812,-0.018541,-0.024362,-0.010311,-0.0049446
"M287.077T663.979",-0.018744,0.036558,-0.022663,0.043232,-0.003103
"M850.805T68.208",0.051147,0.016859,0.055112,0.010571,0.0097929
"M619.189T858.982",0.037351,-0.0049805,-0.0072153,0.0099754,6.4266e-05
"M397.002T110.368",0.017693,-0.0086333,0.033091,0.050324,0.0044269
"M1432.595T1048.493",0.028198,0.0035794,0.022154,0.022543,0.007492
"M627.173T806.181",0.0233,-0.022929,0.060762,0.0027624,0.0067922
"M564.68T1183.74",-0.011181,3.7864e-05,0.030143,0.054362,-0.0026524
"M503.143T589.731",0.045136,0.033235,0.0019466,-0.0022157,0.0098639
"M799.852T67.938",0.031189,0.02672,0.037526,-0.020718,0.0079946
"M927.368T972.44",0.044487,0.029186,-0.033507,0.020209,0.0072617
"M371.09T764.993",0.020944,0.0020328,0.042262,-0.033663,-0.0025351
"M811.459T986.188",0.0022032,-0.079145,0.028856,-0.013455,0.00045088
"M561.217T921.818",0.02793,0.022798,0.0029281,-0.066783,-0.0072192
"M463.02T875.074",0.0062183,0.03818,-0.065956,-0.013171,0.00097987
"M289.12T769.482",-0.0017512,-0.0091472,-0.066538,0.029256,-0.00058752
"M942.303T939.917",0.051553,0.042627,-0.060515,0.020295,0.015928
"M723.346T899.128",0.033789,-0.039344,-0.0088912,-0.0057019,-0.0034345
"M655.655T928.688",0.0072052,-0.03556,0.026674,0.019783,-0.0028423
"M427.197T838.449",0.044039,0.015778,0.002266,-0.017529,0.0059009
"M999.727T1404.686",0.027575,-0.042422,-0.015781,0.017751,-0.0030802
"M293.177T1099.499",0.036788,-0.047616,0.012044,0.045791,0.0053072
"M429.25T1071.941",0.030197,-0.019174,0.029755,-0.012882,0.0013838
"M975.202T831.412",0.031333,0.088001,0.074298,-0.028014,-0.0095873
"M341.088T439.204",0.029185,-0.0082893,-0.0064553,-0.0030152,0.003315
"M1031.347T966.014",0.043322,0.016923,-0.0081509,-0.012134,-0.00092846
"M630.879T67.545",0.016996,0.065693,0.063062,-0.019358,0.0093405
"M693.424T1336.51",0.033811,-0.070321,-0.0087801,0.025816,-0.001729
"M806.978T940.468",0.050289,0.035183,-0.035548,-0.0073035,0.0028853
"M471.897T67.543",0.020393,0.043846,0.046271,-0.025087,-0.0029536
"M429.141T889.195",0.022637,-0.029573,-0.024813,-0.086796,0.0079276
"M798.851T67.54",0.017884,0.011797,-0.0078255,0.081588,0.0030158
"M413.179T861.909",0.053023,-0.12196,0.065728,0.04627,-0.00066234
"M807.007T938.915",0.048432,-0.0032222,-0.047227,-0.021267,0.0038035
"M359.022T90.408",0.037595,-0.022857,0.0066198,-0.0036391,0.0011005
"M359.061T194.361",0.01115,-2.5825e-05,0.052662,0.045204,-0.0003403
"M385.113T791.317",0.022968,-0.016064,0.0047032,0.0075155,0.0026352
"M203.083T418.775",0.031878,-0.10306,-0.0034796,0.0027794,-0.0049177
"M341.465T625.973",0.039491,-0.044479,0.0079185,0.011517,-0.0080354
"M280.987T110.997",0.029171,-0.011682,0.020969,-0.020076,0.0064513
"M367.058T823.98",0.066672,0.040507,-0.027025,-0.015057,0.0045671
"M576.861T67.042",0.033898,-0.002913,0.066274,-0.014561,0.0060481
"M868.801T68.637",0.021888,0.065589,0.096648,-0.0076718,0.0099238
"M487.146T735.656",0.059367,-0.013173,0.0082443,0.060549,-0.0049971
"M373.167T930.605",0.028174,-0.065794,-0.013579,0.0020755,-0.0019575
"M365.143T832.741",0.0099008,0.062994,0.072332,-0.042813,-0.0026485
"M408.822T1801.685",0.02553,-0.0080101,-0.024105,0.0021446,0.00044743
"M526.316T1188.04",0.0091301,0.010173,0.03452,0.049123,0.00096211
"M357.108T784.337",0.025294,0.020486,0.01818,-0.0066641,0.0031725
"M349.072T1165.294",0.032464,0.022707,0.038387,0.024971,-0.0019436
"M527.309T1189.176",0.027893,-0.03895,0.015402,0.033992,-0.00095344
"M1103.384T928.554",0.048474,0.022434,-0.011083,0.0086428,0.0086403
"M553.164T782.325",0.030034,-0.015651,-0.048854,0.0098211,-0.0015368
"M521.022T764.729",0.017726,-0.024946,0.056676,0.0020959,0.0036847
"M559.276T958.275",0.045304,0.01564,0.018004,0.0043733,0.0076248
"M173.008T106.871",0.032486,-0.017722,0.031478,-0.043286,0.0068277
"M429.486T320.767",0.024466,-0.010787,0.03165,-0.016783,0.00041377
"M1396.865T985.147",-3.739e-05,-0.040422,0.0081913,0.099951,0.00135
"M469.095T760.602",0.026089,0.00060716,0.028635,0.029826,0.00030979
"M937.334T882.127",0.039379,0.019221,-0.031584,0.020287,0.006892
"M728.269T963.544",0.047655,0.052597,-0.040078,0.001842,0.0015874
"M433.122T384.02",0.017195,-0.093122,-0.033744,-0.012086,-0.0061097
"M951.343T881.927",0.051556,0.016695,-0.018969,0.012797,-0.0052852
"M715.392T322.783",0.01011,-0.023416,-0.025901,-0.084472,0.0043356
"M245.094T862.962",0.034494,-0.034732,-0.0014002,-0.08631,-0.00012332
"M665.182T815.828",0.04711,0.031162,-0.0060459,0.012262,0.0087781
"M447.959T106.92",0.042475,-0.031378,0.041577,0.045991,0.006091
"M732.379T69.273",-0.0095646,0.12,0.15089,-0.019679,-0.0013987
"M349.057T865.046",0.038239,0.0084517,0.028204,-0.0083454,0.003843
"M1014.811T1344.847",0.034301,-0.035969,-0.035386,-0.020998,0.00068216
"M521.224T935.29",0.044567,0.021384,0.010779,-0.016622,0.00069016
"M1390.547T1005.094",0.016262,-0.019232,-0.083581,0.013739,0.0029471
"M313.275T1417.53",0.026258,-0.05499,0.035141,0.033766,-0.011169
"M477.088T1628.76",0.020168,-0.040993,0.025589,0.043448,-0.0041858
"M577.255T863.306",0.030923,-0.015125,0.023107,-0.0051694,0.0017693
"M613.564T887.981",-0.0034238,0.014368,0.078098,0.019746,0.00016412
"M395.28T1470.273",0.040327,-0.0037804,0.0084347,0.0082375,-0.0052435
"M285.243T1390.408",-0.006703,-0.033441,-0.016536,0.079499,0.0054653
"M1463.523T939.044",0.051693,0.08516,-0.052942,0.029975,-0.0026091
"M481.224T887.168",0.023886,0.0075592,0.062924,0.0083089,-0.00049767
"M343.103T489.112",0.055155,-0.001778,0.015766,0.024424,0.012537
"M444.872T67.426",0.020296,-0.039248,0.0032452,0.0052242,-0.00018942
