"","Comp. 1","Comp. 2","Comp. 3","Comp. 4"
"M1269.507T907.7",0.92255,0.86949,0.86918,0.86918
"M265.148T1629.604",0.92044,0.92173,0.93397,0.93397
"M732.379T69.273",0.91787,1.3706,1.3708,1.3708
"M822.313T886.782",0.917,0.99603,0.9948,0.9948
"M991.316T318.206",0.917,0.87787,0.8772,0.8772
"M553.164T782.325",0.91571,0.8636,0.86257,0.86257
"M255.115T921.266",0.91495,0.87389,0.87268,0.87268
"M405.08T802.267",0.91257,0.90562,0.90533,0.90533
"M344.099T126.621",0.91188,0.91331,0.91283,0.91283
"M485.063T759.194",0.91032,0.87634,0.87554,0.87554
"M531.009T876.272",0.90687,1.3673,1.3667,1.3667
"M942.469T1308.469",0.90672,0.86759,0.86846,0.86845
"M610.849T834.902",0.90616,1.1662,1.1658,1.1658
"M483.129T913.248",0.90608,0.99611,1.0007,1.0007
"M316.385T321.843",0.9057,0.89018,0.8917,0.8917
"M524.981T106.871",0.9039,0.86229,0.86121,0.86122
"M280.987T110.997",0.90318,0.85475,0.85382,0.85381
"M415.744T872.34",0.90264,0.88492,0.88377,0.88377
"M1132.537T923.907",0.90215,0.84791,0.84727,0.84727
"M968.365T965.957",0.8999,1.0346,1.0335,1.0335
"M998.861T1404.179",0.89909,1.0561,1.0548,1.0548
"M633.753T316.098",0.89907,0.89601,0.89498,0.89498
"M417.177T763.775",0.89804,0.8446,0.84342,0.84342
"M653.861T317.501",0.89577,0.84613,0.84493,0.84493
"M665.267T889.419",0.89505,0.84984,0.84888,0.84888
"M812.842T69.273",0.89031,0.87073,0.86984,0.86985
"M735.437T1351.512",0.88724,0.86835,0.86812,0.86812
"M265.261T1518.666",0.88716,0.88798,0.88687,0.88687
"M644.248T900.496",0.88645,0.95056,0.94942,0.94942
"M632.663T319.55",0.88457,0.85626,0.85505,0.85505
"M361.512T316.902",0.88297,0.90073,0.89963,0.89963
"M372.9T1734.569",0.88195,0.8888,0.88778,0.88777
"M559.04T89.345",0.88066,0.8845,0.88771,0.88771
"M1103.415T879.391",0.88035,0.97407,0.97423,0.97423
"M548.179T817.387",0.87946,0.86967,0.86852,0.86853
"M441.162T763.637",0.87842,0.90045,0.8993,0.8993
"M807.744T937.741",0.87677,0.83075,0.83021,0.83021
"M285.909T1803.837",0.87647,0.84788,0.84679,0.84679
"M597.052T106.853",0.87514,0.82279,0.82167,0.82167
"M638.078T817.768",0.87449,0.95489,0.95359,0.95359
"M1013.86T1346.532",0.87305,0.82053,0.82006,0.82006
"M621.221T884.304",0.87304,0.83983,0.83901,0.83901
"M361.481T320.767",0.87252,0.81996,0.81979,0.81979
"M328.886T98.013",0.87174,0.93215,0.93628,0.93628
"M289.886T1868.955",0.87063,0.82469,0.8256,0.8256
"M676.835T65.732",0.86783,0.81594,0.81711,0.81711
"M451.218T291.531",0.86531,0.88419,0.88295,0.88295
"M403.064T798.991",0.86377,0.82874,0.82766,0.82766
"M341.088T439.204",0.86338,0.81185,0.81071,0.81071
"M806.159T933.966",0.85877,0.94971,0.94856,0.94856
"M475.877T67.555",0.85695,0.8099,0.80964,0.80964
"M805.362T924.937",0.85547,0.81506,0.81392,0.81392
"M473.173T881.847",0.85438,0.82522,0.82405,0.82405
"M643.245T813.714",0.85412,0.82719,0.82605,0.82605
"M317.087T121.975",0.85385,0.80892,0.80778,0.80778
"M1009.554T1308.282",0.8534,0.8414,0.84035,0.84035
"M601.172T845.875",0.85282,0.80895,0.80932,0.80932
"M937.515T1306.76",0.84975,0.80755,0.80669,0.80669
"M429.414T851.13",0.8491,0.92572,0.92722,0.92722
"M425.103T1191.927",0.84891,0.88715,0.88736,0.88736
"M379.565T877.71",0.84819,1.2564,1.2576,1.2576
"M331.103T255.151",0.84709,0.80043,0.80258,0.80258
"M779.158T89.251",0.84661,0.79978,0.79875,0.79875
"M266.366T1577.236",0.84425,0.801,0.8001,0.8001
"M310.974T92.682",0.84352,0.79263,0.79198,0.79198
"M505.3T1291.082",0.84223,0.90772,0.90909,0.90909
"M941.462T1306.809",0.84178,0.80122,0.80383,0.80383
"M246.886T1784.096",0.83964,0.78969,0.78925,0.78925
"M453.035T765.753",0.83905,0.78966,0.78931,0.78931
"M429.646T308.971",0.83812,0.79934,0.79823,0.79823
"M559.066T758.189",0.83802,0.78753,0.78939,0.78939
"M309.478T1627.463",0.83482,0.78563,0.78453,0.78453
"M447.222T1194.448",0.83405,0.90101,0.9048,0.9048
"M1014.89T1344.191",0.83122,0.81955,0.8184,0.8184
"M653.783T316.318",0.8298,0.78051,0.78012,0.78012
"M593.857T757.673",0.82977,0.80484,0.80376,0.80376
"M537.08T758.19",0.82921,0.81295,0.81232,0.81232
"M434.871T1737.903",0.82892,0.78141,0.78072,0.78072
"M645.124T781.203",0.82725,0.77742,0.77879,0.77879
"M981.364T901.259",0.82655,0.89229,0.89112,0.89112
"M279.164T1571.945",0.8249,0.82903,0.82978,0.82978
"M1029.931T1194.947",0.82462,0.79318,0.79306,0.79306
"M559.053T88.871",0.82123,0.7721,0.77329,0.77329
"M633.053T106.254",0.81932,0.78415,0.78368,0.78368
"M643.188T893.85",0.81844,0.87686,0.87574,0.87574
"M1263.489T907.902",0.8178,0.80885,0.80782,0.80782
"M653.828T318.352",0.81752,0.76821,0.7679,0.7679
"M869.171T823.716",0.81674,1.1385,1.1385,1.1385
"M577.137T781.037",0.81628,0.79662,0.80066,0.80066
"M426.882T91.046",0.81587,0.77943,0.77857,0.77857
"M447.259T942.596",0.8133,0.79555,0.79443,0.79443
"M1033.603T1229.397",0.81293,0.77509,0.77401,0.77401
"M281.069T746.743",0.80966,0.77239,0.77131,0.77131
"M354.957T108.842",0.80778,0.76281,0.76222,0.76222
"M821.506T1329.663",0.80704,0.78057,0.77995,0.77994
"M655.873T943.419",0.8066,0.78127,0.7803,0.7803
"M699.004T983.059",0.80591,0.80457,0.81381,0.81381
"M1117.54T932.512",0.80576,0.82374,0.82474,0.82474
"M1096.548T894.929",0.8039,0.80276,0.80341,0.80341
"M418.894T1736.453",0.80293,0.75738,0.75667,0.75667
"M651.317T893.83",0.80269,0.75652,0.7565,0.7565
"M579.151T798.32",0.79823,0.80909,0.80979,0.80979
"M691.153T854.793",0.79695,0.75497,0.75424,0.75424
"M1093.54T895.081",0.79518,0.76368,0.76336,0.76337
"M375.129T729.569",0.79413,0.75137,0.75354,0.75354
"M1100.582T1225.322",0.79118,0.75412,0.75447,0.75447
"M309.465T1630.61",0.79094,0.98413,0.98554,0.98554
"M316.427T318.614",0.78917,0.75059,0.75405,0.75405
"M455.081T744.378",0.78773,0.76181,0.76074,0.76075
"M265.426T1576.148",0.78749,1.0736,1.0788,1.0788
"M287.077T663.979",0.7859,0.84779,0.84764,0.84764
"M269.15T1584.952",0.78404,0.77022,0.77007,0.77007
"M985.574T1225.672",0.78287,0.76243,0.76138,0.76138
"M383.555T317.319",0.78199,0.74509,0.74423,0.74423
"M397.075T138.684",0.78189,0.76921,0.76847,0.76847
"M518.153T824.178",0.78169,0.76525,0.76423,0.76423
"M707.828T66.684",0.78168,0.74204,0.75014,0.75014
"M311.186T1077.614",0.78117,0.73584,0.7372,0.7372
"M321.216T1624.59",0.78108,0.77354,0.77256,0.77256
"M865.491T1326.551",0.78033,0.73414,0.73336,0.73336
"M723.538T832.745",0.78026,0.91491,0.9169,0.9169
"M481.183T769.795",0.77866,0.77819,0.77763,0.77763
"M515.105T113.414",0.77827,0.73972,0.74114,0.74114
"M313.119T883.187",0.77753,1.0288,1.0285,1.0285
"M415.086T168.579",0.77302,0.7268,0.72603,0.72603
"M297.119T136.686",0.7725,0.73748,0.73728,0.73728
"M781.183T974.609",0.77229,0.83406,0.8329,0.8329
"M279.164T1614.563",0.76775,0.77546,0.77595,0.77595
"M444.872T67.426",0.76659,0.77875,0.77811,0.77811
"M561.217T921.818",0.76623,0.72196,0.72874,0.72874
"M423.224T921.021",0.76617,0.7676,0.76664,0.76664
"M311.065T863.883",0.76408,0.8722,0.88063,0.88063
"M429.486T320.767",0.7592,0.71877,0.71795,0.71795
"M457.19T799.683",0.75815,0.71355,0.7127,0.7127
"M851.154T319.552",0.75642,0.71637,0.71539,0.71539
"M325.2T1323.486",0.75611,0.77646,0.77655,0.77655
"M408.822T1801.685",0.75591,0.7108,0.70981,0.70981
"M365.052T459.24",0.75545,0.90526,0.9061,0.9061
"M627.173T806.181",0.75183,0.71759,0.71683,0.71684
"M941.508T1318.851",0.74941,0.73759,0.73951,0.73951
"M799.852T67.938",0.74919,0.74797,0.748,0.748
"M647.193T836.421",0.74463,0.78382,0.7833,0.7833
"M232.059T185.959",0.7441,0.83027,0.82935,0.82935
"M1000.263T316.358",0.74367,0.70788,0.7124,0.7124
"M383.609T322.831",0.74361,0.72986,0.72902,0.72902
"M384.097T310.658",0.74347,0.69988,0.69893,0.69893
"M252.965T98.618",0.73599,0.69951,0.70809,0.7081
"M1099.581T1224.487",0.73061,0.7178,0.71866,0.71866
"M569.273T895.199",0.72939,0.70145,0.70171,0.70171
"M615.152T88.13",0.72919,0.70712,0.70914,0.70914
"M349.072T1165.294",0.7289,0.77429,0.77366,0.77366
"M565.05T98.887",0.72856,0.70189,0.71322,0.71322
"M711.218T782.65",0.72839,0.79138,0.79057,0.79057
"M809.433T1339.33",0.72803,0.70579,0.70765,0.70765
"M697.905T994.286",0.72546,0.71753,0.71658,0.71658
"M387.02T108.554",0.72418,0.68552,0.687,0.68701
"M362.298T315.255",0.72217,0.68908,0.69139,0.69139
"M1432.595T1048.493",0.72151,0.69808,0.69781,0.69781
"M1095.872T896.96",0.72148,0.94021,0.94128,0.94128
"M1030.586T1195.906",0.71889,0.67555,0.67499,0.67499
"M316.508T323.984",0.71635,0.69561,0.69474,0.69474
"M492.868T66.13",0.71414,0.67595,0.67547,0.67547
"M1461.92T936.679",0.71304,0.83688,0.83589,0.83589
"M385.113T791.317",0.71173,0.67293,0.67225,0.67225
"M569.775T895.343",0.71083,0.70224,0.70337,0.70337
"M807.113T936.925",0.71049,0.66763,0.66669,0.66669
"M273.314T67.476",0.70818,1.458,1.456,1.456
"M409.002T109.878",0.70806,0.67138,0.67115,0.67115
"M293.179T1541.097",0.70654,0.69506,0.69462,0.69462
"M267.196T1364.412",0.7054,0.69935,0.70527,0.70526
"M889.313T902.886",0.70404,0.89312,0.89215,0.89215
"M477.088T1628.76",0.70221,0.6849,0.68903,0.68903
"M919.493T1102.884",0.70101,0.72355,0.72987,0.72987
"M287.076T110.312",0.69514,0.65711,0.65723,0.65723
"M963.275T732.778",0.69512,0.69365,0.69283,0.69283
"M1161.521T895.466",0.69358,0.65176,0.65099,0.65099
"M289.086T1163.856",0.69159,0.77342,0.77367,0.77367
"M331.068T223.104",0.6914,0.69958,0.69976,0.69976
"M387.346T67.938",0.68981,0.70734,0.70739,0.70739
"M1105.431T888.552",0.68459,0.69326,0.69299,0.69299
"M610.83T67.188",0.68404,0.65038,0.65283,0.65283
"M447.151T677.76",0.68251,0.65236,0.65372,0.65372
"M847.495T1389.03",0.67607,0.69133,0.69292,0.69292
"M553.051T758.396",0.67282,0.66465,0.666,0.666
"M409.045T138.763",0.67174,0.66316,0.66224,0.66224
"M773.211T817.036",0.67082,0.70342,0.70244,0.70244
"M469.095T760.602",0.66492,0.64519,0.64578,0.64578
"M356.995T88.504",0.66374,0.65294,0.6559,0.6559
"M289.084T863.831",0.66075,0.73807,0.73779,0.73779
"M651.363T1268.695",0.65893,0.69318,0.69483,0.69483
"M539.134T89.251",0.65399,0.65595,0.65852,0.65852
"M861.451T1062.153",0.65283,0.61797,0.61871,0.61871
"M365.136T768.138",0.65004,0.63683,0.64159,0.64159
"M397.074T474.916",0.64444,0.63686,0.63601,0.63601
"M997.975T1403.846",0.64193,0.67232,0.67434,0.67434
"M1162.522T896.44",0.64112,0.65059,0.64979,0.64979
"M867.206T809.129",0.63771,0.66469,0.66847,0.66847
"M865.489T1291.829",0.63631,0.63754,0.6367,0.6367
"M806.073T940.272",0.62934,0.73786,0.7374,0.7374
"M522.878T65.745",0.62513,0.60697,0.60627,0.60628
"M293.177T1149.195",0.62379,0.59562,0.6011,0.6011
"M1097.037T893.528",0.62359,0.74845,0.74744,0.74743
"M645.848T67.545",0.62035,0.6132,0.61694,0.61693
"M1161.526T895.081",0.61962,0.5828,0.582,0.582
"M206.988T126.118",0.61824,0.5815,0.58228,0.58228
"M371.09T764.993",0.61793,0.58128,0.58229,0.58229
"M1071.559T892.477",0.61766,0.58963,0.58903,0.58903
"M409.075T744.412",0.61563,0.59066,0.59076,0.59076
"M988.804T68.066",0.61465,0.6711,0.67027,0.67028
"M1031.899T1225.646",0.6101,0.57552,0.57514,0.57514
"M727.414T1292.189",0.60996,0.66532,0.66738,0.66738
"M521.022T764.729",0.60979,0.59454,0.59401,0.59401
"M1130.454T886.215",0.60922,0.58822,0.58828,0.58828
"M576.128T818.314",0.60478,0.6634,0.66969,0.66969
"M353.052T831.694",0.6045,1.0426,1.0412,1.0412
"M379.101T757.973",0.60388,0.62561,0.62607,0.62607
"M357.108T784.337",0.59995,0.60529,0.60472,0.60472
"M519.896T67.425",0.59632,0.87856,0.88125,0.88125
"M613.854T887.38",0.59536,0.71281,0.7122,0.71219
"M481.224T887.168",0.59387,0.58263,0.58194,0.58194
"M983.568T1252.43",0.59328,0.55915,0.56314,0.56314
"M449.004T832.738",0.59318,0.93133,0.9431,0.9431
"M653.752T320.843",0.58702,0.55738,0.55666,0.55666
"M297.244T1278.646",0.5839,0.61784,0.61895,0.61895
"M333.083T110.42",0.58272,0.59077,0.58994,0.58995
"M613.774T885.363",0.57715,0.54272,0.54272,0.54272
"M289.446T802.654",0.56873,0.5683,0.57083,0.57083
"M329.088T474.939",0.56842,0.54397,0.54326,0.54326
"M487.016T806.181",0.5654,0.63723,0.63931,0.63931
"M1162.051T893.06",0.56434,0.537,0.53674,0.53674
"M391.065T766.545",0.56007,0.54282,0.54212,0.54212
"M715.392T322.783",0.55676,0.69936,0.70708,0.70708
"M379.067T781.128",0.55594,0.564,0.57203,0.57204
"M565.054T1199.484",0.55429,0.54042,0.54648,0.54648
"M1390.547T1005.094",0.55398,0.53789,0.53763,0.53763
"M238.892T97.993",0.55387,0.5939,0.59315,0.59315
"M399.275T1363.391",0.55251,0.5464,0.54844,0.54844
"M357.576T759.445",0.5456,0.57665,0.57722,0.57722
"M383.433T314.152",0.54232,0.53703,0.5364,0.5364
"M289.026T88.643",0.53951,0.50954,0.51818,0.51818
"M1094.293T897.844",0.53665,0.56883,0.57117,0.57118
"M334.932T113.331",0.5333,0.50555,0.505,0.505
"M491.126T414.484",0.53205,0.78643,0.78534,0.78534
"M869.849T1307.413",0.52474,0.53794,0.53974,0.53974
"M625.178T776.712",0.51895,0.48989,0.48921,0.48921
"M419.115T799.29",0.51866,0.51314,0.5127,0.5127
"M349.056T728.324",0.51453,0.60836,0.60865,0.60865
"M653.717T312.26",0.51354,0.65039,0.65144,0.65144
"M901.161T984.095",0.51183,0.69058,0.69613,0.69613
"M859.153T942.886",0.50999,0.57715,0.57735,0.57735
"M560.841T1187.938",0.50974,0.51155,0.51273,0.51273
"M338.162T1582.434",0.50749,0.51436,0.51521,0.51521
"M676.309T1245.665",0.50451,0.5111,0.51504,0.51504
"M811.459T986.188",0.50342,0.87504,0.87407,0.87407
"M621.125T857.148",0.50231,0.5424,0.55966,0.55966
"M408.906T66.13",0.50162,0.52244,0.52173,0.52174
"M1031.84T1213.333",0.49501,0.52061,0.5237,0.5237
"M799.191T949.166",0.49207,0.50592,0.51225,0.51225
"M309.118T727.508",0.49067,0.59827,0.59996,0.59996
"M1096.195T893.605",0.48059,0.59674,0.60749,0.60749
"M266.946T113.686",0.47889,0.57794,0.57781,0.57781
"M1030.642T1193.369",0.47834,0.48571,0.4871,0.4871
"M272.963T113.946",0.47232,0.47772,0.47705,0.47705
"M847.188T757.14",0.46709,0.44151,0.44889,0.44889
"M517.099T802.454",0.46238,0.49805,0.49915,0.49915
"M139.002T112.479",0.46192,0.43438,0.43388,0.43389
"M701.195T940.853",0.45832,0.44463,0.44453,0.44453
"M455.081T704.884",0.45819,0.4498,0.4492,0.44921
"M397.002T110.368",0.44541,0.43741,0.44371,0.44371
"M286.972T107.919",0.44264,0.42035,0.42464,0.42464
"M731.208T950.406",0.44127,0.42873,0.43132,0.43133
"M333.06T88.804",0.43946,0.41823,0.43376,0.43376
"M377.049T427.197",0.43706,0.56268,0.56726,0.56726
"M1397.968T984.092",0.42847,0.76254,0.77751,0.77752
"M975.202T831.412",0.42587,0.89209,0.89426,0.89426
"M366.994T111.318",0.41183,0.39151,0.39111,0.39111
"M564.68T1183.74",0.41073,0.41797,0.4249,0.4249
"M355.067T660.488",0.40545,0.51569,0.51963,0.51963
"M657.063T941.851",0.39601,0.82201,0.82225,0.82225
"M765.729T983.05",0.38231,0.86912,0.86796,0.86796
"M392.068T765.784",0.38196,0.40943,0.40885,0.40885
"M947.485T901.595",0.38169,0.45803,0.46041,0.46041
"M1363.57T899.951",0.37418,0.35527,0.36156,0.36156
"M377.162T1630.7",0.37157,0.36862,0.38011,0.38011
"M1162.717T895.445",0.36262,0.41419,0.41392,0.41392
"M471.897T67.543",0.3617,0.50688,0.50906,0.50906
"M699.093T985.159",0.35514,0.49534,0.51624,0.51624
"M655.655T928.688",0.352,0.4044,0.40661,0.40661
"M383.058T256.181",0.34946,0.61978,0.619,0.619
"M1162.945T896.606",0.34797,0.48205,0.482,0.482
"M369.569T765.536",0.34245,0.42624,0.42591,0.42591
"M497.109T889.816",0.32661,1.1082,1.1067,1.1067
"M180.067T785.272",0.3224,0.44818,0.44771,0.44772
"M864.188T806.912",0.31702,0.29833,0.30526,0.30526
"M451.007T107.467",0.31032,0.29401,0.30737,0.30737
"M863.184T809.21",0.30656,0.40437,0.40884,0.40884
"M1255.613T888.434",0.30157,0.28343,0.28314,0.28315
"M798.851T67.54",0.29809,0.48023,0.49192,0.49192
"M413.104T602.912",0.2807,0.29927,0.30187,0.30188
"M570.518T894.146",0.27715,0.33867,0.35162,0.35162
"M593.686T850.456",0.2768,0.32374,0.33091,0.33092
"M333.135T1582.426",0.27432,0.34522,0.34779,0.34779
"M271.021T88.704",0.27406,0.54245,0.54171,0.54171
"M281.07T709.104",0.2702,0.2723,0.27612,0.27612
"M1204.518T908.598",0.26578,0.74816,0.74755,0.74755
"M757.441T1176.453",0.25275,0.63349,0.64371,0.64371
"M437.065T776.272",0.25207,0.27635,0.27598,0.27598
"M715.427T310.719",0.24942,0.58332,0.58253,0.58253
"M385.077T649.201",0.24476,0.25064,0.25035,0.25035
"M868.801T68.637",0.24391,0.68964,0.68964,0.68965
"M593.934T851.064",0.23614,0.86121,0.86097,0.86097
"M613.564T887.981",0.22579,0.30418,0.30491,0.30492
"M369.388T763.979",0.22156,0.25934,0.25955,0.25955
"M359.061T194.361",0.22069,0.2776,0.28541,0.28542
"M264T169.106",0.20507,0.46812,0.46761,0.46761
"M564.929T1201.416",0.20336,0.40374,0.40317,0.40317
"M1354.628T902.5",0.19114,0.83,0.82883,0.82883
"M1323.606T888.291",0.16857,0.23156,0.2597,0.25971
"M1209.581T888.373",0.16049,0.18949,0.18927,0.18928
"M438.263T1164.917",0.15599,0.45131,0.47104,0.47104
"M1323.575T889.628",0.15397,0.16172,0.16149,0.16149
"M575.708T1045.732",0.15373,0.20371,0.20869,0.20871
"M241.108T881.116",0.15009,0.33011,0.36835,0.36835
"M407.173T414.983",0.14438,0.18094,0.2575,0.2575
"M728.88T67.591",0.14339,0.75719,0.75725,0.75726
"M285.243T1390.408",0.13635,0.14814,0.19595,0.19595
"M630.879T67.545",0.13549,0.60453,0.60623,0.60623
"M591.465T1235.608",0.11752,0.76591,0.76817,0.76817
"M209.025T89.634",0.10876,0.15948,0.1688,0.1688
"M526.316T1188.04",0.10745,0.29436,0.30154,0.30154
"M389.182T799.355",0.095995,0.23655,0.23957,0.23957
"M732.876T67.374",0.088772,0.73362,0.7342,0.7342
"M323.042T818.446",0.087372,0.58291,0.58273,0.58273
"M540.867T1245.744",0.085103,0.48224,0.48156,0.48156
"M1331.507T909.803",0.08233,0.15509,0.1554,0.15541
"M445.037T424.564",0.07793,0.2289,0.23002,0.23002
"M723.577T942.094",0.067411,0.62492,0.62576,0.62576
"M384.092T841.195",0.064594,0.24746,0.25341,0.25342
"M915.823T68.606",0.064386,0.41033,0.42059,0.4206
"M1201.918T909.936",0.05498,0.48065,0.48054,0.48055
"M596.277T932.512",0.054466,0.36936,0.36892,0.36893
"M1396.865T985.147",0.045932,0.066034,0.17559,0.17559
"M466.978T106.664",0.041618,0.25375,0.27096,0.27096
"M204.975T113.721",0.036386,0.41033,0.41102,0.41102
"M289.12T769.482",0.032041,0.038562,0.056604,0.056639
"M1048.557T894.929",0.02227,0.34707,0.35043,0.35043
"M421.636T753.774",0.014354,0.17451,0.20339,0.2034
"M884.8T66.979",0.010933,0.6605,0.65957,0.65958
"M365.143T832.741",0.010071,0.48444,0.49151,0.49151
"M559.667T1200.71",0.0076309,0.1265,0.17205,0.17205
"M463.02T875.074",0.0060752,0.2855,0.28821,0.28821
