"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Control","Control","Control","Xanthomonas","Xanthomonas"
"M610.849T834.902"," 0.181634181","-1.161949275"," 0.223256602"," 0.009314424"," 0.747744068"
"M310.974T92.682","-0.24165080","-0.29908958","-0.16398179","-0.05054264"," 0.75526481"
"M1162.945T896.606"," 0.07507197","-0.46945624"," 0.10367098","-0.06432935"," 0.35504264"
"M776.814T66.22","-0.460910698","-0.459066183"," 0.003118654"," 0.375965133"," 0.540893095"
"M779.158T89.251","-0.36058559","-0.24759922","-0.09912527"," 0.17237479"," 0.53493528"
"M806.159T933.966","-0.09471406","-0.88779518"," 0.26504266"," 0.35665291"," 0.36081366"
"M806.921T938.616"," 0.1357932","-0.8750235","-0.1291488"," 0.7110293"," 0.1573498"
"M287.076T110.312","-0.38253147","-0.28130705"," 0.08307639"," 0.11926713"," 0.46149500"
"M871.351T913.248","-0.1414171","-0.5835689","-0.2273905"," 0.4353591"," 0.5170174"
"M807.113T936.925","-0.25174179","-0.26012767","-0.08171214"," 0.06721365"," 0.52636795"
"M505.3T1291.082","-0.62832296"," 0.07314098","-0.14846663"," 0.46569397"," 0.23795464"
"M204.975T113.721","-0.04952094","-0.32005299"," 0.33917500","-0.07093555"," 0.10133448"
"M613.854T887.38","-0.4130061"," 0.1719605","-0.2563496"," 0.2374216"," 0.2599736"
"M333.06T88.804"," 0.37488275","-0.38549737","-0.35653661","-0.05472664"," 0.42187787"
"M1197.439T886.215","-0.41706089","-0.71012432"," 0.04581045"," 0.45949449"," 0.62188027"
"M267.196T1364.412","-0.670477982","-0.005658589"," 0.086805370"," 0.373535341"," 0.215795861"
"M593.934T851.064"," 0.1816538","-0.7369386"," 0.3579965","-0.4856713"," 0.6829596"
"M310.969T105.491","-0.1376593","-0.4614989","-0.3358631"," 0.2669157"," 0.6681056"
"M232.059T185.959","-0.340709714"," 0.007724144","-0.288674549"," 0.498091739"," 0.123568380"
"M401.144T790.222","-0.23062848","-0.53203525","-0.01147137"," 0.65237050"," 0.12176460"
"M712.22T783.012","-0.6165813","-0.3434705","-0.2888470"," 0.4114587"," 0.8374401"
"M469.036T876.272"," 0.23024408","-0.05517996","-1.15143812","-0.05710376"," 1.03347777"
"M884.8T66.979","-0.1153693","-0.3076071"," 0.4138426","-0.7405697"," 0.7497035"
"M489.187T785.097","-0.09101038","-0.38414411","-0.55503560"," 0.55860073"," 0.47158936"
"M333.926T91.902","-0.5815789","-0.2560833","-0.1799340"," 0.3286978"," 0.6888983"
"M473.173T881.847","-0.1312038","-0.6080884"," 0.0254923"," 0.3347778"," 0.3790221"
"M621.037T758.225","-0.4610963","-0.1826645","-0.3058735"," 0.3039843"," 0.6456500"
"M461.037T823.98","-0.04010523","-1.10973583"," 0.24323131"," 0.37708190"," 0.52952786"
"M567.171T792.05","-0.2199125","-0.5362362","-0.1219993"," 0.4088517"," 0.4692963"
"M476.876T67.016","-0.28129188","-0.44441484","-0.07417176","-0.02843621"," 0.82831470"
"M431.759T791.911","-0.08840562","-0.75896705","-0.12243933"," 0.23422573"," 0.73558627"
"M609.054T106.871","-0.4818954","-0.2568304","-0.2481484"," 0.2403736"," 0.7465006"
"M657.266T958.998","-0.2917155","-0.3525670","-0.3364803"," 0.7224837"," 0.2582791"
"M508.215T930.69","-0.3950423","-0.6567015","-0.1360177"," 0.5163470"," 0.6714145"
"M957.274T935.63"," 0.03949061","-1.65974853"," 0.40852816"," 0.59236439"," 0.61936537"
"M915.823T68.606"," 0.28658515","-0.20767452","-0.02511911","-0.73934432"," 0.68555279"
"M1130.433T884.599","-0.432915877","-0.606682652"," 0.002959192"," 0.390847569"," 0.645791767"
"M619.26T816.529","-0.1884919","-0.4525896","-0.2746540"," 0.1286537"," 0.7870818"
"M645.848T67.545"," 0.20264060","-0.54497486","-0.17594457"," 0.06676881"," 0.45151002"
"M806.073T940.272"," 0.1924583","-0.8261267"," 0.1078801"," 0.3245946"," 0.2011937"
"M522.878T65.745","-0.30345613","-0.29095014"," 0.07213497","-0.07517913"," 0.59745044"
"M255.115T921.266","-0.04913812","-0.72564970"," 0.01038322"," 0.64971672"," 0.11468788"
"M989.364T928.413","-0.1146226","-1.1142862"," 0.2906008"," 0.4385173"," 0.4997906"
"M1093.54T895.081","-0.03870407"," 0.41739684"," 0.28565000","-0.57074867","-0.09359410"
"M617.247T870.852","-0.1265717","-0.4909983","-0.4284492"," 0.3280334"," 0.7179858"
"M626.212T761.224","-0.5687456","-0.4407842"," 0.1389887"," 0.4271253"," 0.4434158"
"M329.088T425.59","-0.24278855","-0.55069580"," 0.01066056"," 0.28389806"," 0.49892573"
"M495.025T292.616","-0.5648172","-0.7039581"," 0.1490433"," 0.5070051"," 0.6127269"
"M547.234T852.079","-0.4209321","-0.7758493"," 0.1005848"," 0.3003217"," 0.7958748"
"M274.971T109.977","-0.2435710","-0.3152164","-0.3400888"," 0.1308955"," 0.7679807"
"M491.126T414.484"," 0.02383388","-0.75976099"," 0.29142582","-0.02353019"," 0.46803148"
"M409.002T109.878","-0.07032998","-0.29912705","-0.22210023"," 0.23322111"," 0.35833615"
"M413.104T602.912","-0.30316710","-0.11743369"," 0.18608800","-0.07919896"," 0.31371175"
"M807.744T937.741"," 0.1277165","-0.7282820","-0.1319416"," 0.6404697"," 0.0920373"
"M597.052T106.853","-0.32349408","-0.31284862","-0.09479551","-0.01977887"," 0.75091707"
"M209.025T89.634","-0.32426873"," 0.30690572"," 0.10823016","-0.12422758"," 0.03336043"
"M941.306T938.915","-0.1107516","-0.8533937"," 0.1322465"," 0.4187269"," 0.4131720"
"M180.971T1182.798","-0.3451621","-0.2679871","-0.2206528"," 0.3094916"," 0.5243104"
"M808.342T938.944","-0.2097553","-0.8136272"," 0.1774246"," 0.3108303"," 0.5351275"
"M732.876T67.374"," 0.1090152","-0.3477504"," 0.3129007","-0.9280838"," 0.8539184"
"M289.056T250.757"," 0.01467408","-0.43921657","-0.64437691"," 0.41361493"," 0.65530446"
"M851.338T916.834","-0.1122469","-0.6892741","-0.1054573"," 0.6016358"," 0.3053425"
"M621.221T884.304","-0.2411963","-0.5767723"," 0.0885769"," 0.3690349"," 0.3603568"
"M705.205T926.435","-0.4647896","-0.9273409"," 0.2703030"," 0.3127138"," 0.8091136"
"M699.004T983.059","-0.84910710"," 0.03551016"," 0.14029158"," 0.43630072"," 0.23700464"
"M805.362T924.937","-0.17581669","-0.51461787","-0.02427639"," 0.22392758"," 0.49078337"
"M467.156T971.498"," 0.1005534","-0.8146975","-0.1844508"," 0.3791483"," 0.5194466"
"M359.098T671.316","-0.02435111","-0.54906244","-0.24144737"," 0.23982515"," 0.57503576"
"M431.769T791.594","-0.005771827","-0.810746160","-0.006660069"," 0.277886579"," 0.545291477"
"M643.245T933.361","-0.2315685","-0.5406198","-0.2331422"," 0.6055094"," 0.3998210"
"M287.077T663.979"," 0.196759803"," 0.002567673"," 0.457258271","-0.179482110","-0.477103637"
"M850.805T68.208","-0.43502965","-0.73429075"," 0.08295529"," 0.08104535"," 1.00531976"
"M619.189T858.982","-0.28807800","-0.55853893","-0.03141255"," 0.43576542"," 0.44226406"
"M397.002T110.368","-0.49080098","-0.14726586"," 0.26594980"," 0.03839228"," 0.33372475"
"M1432.595T1048.493","-0.3256980","-0.3974816"," 0.1203870"," 0.1333709"," 0.4694218"
"M627.173T806.181","-0.47105427","-0.06544829","-0.09162144","-0.04568484"," 0.67380884"
"M564.68T1183.74","-0.26922635"," 0.23152173"," 0.38085583","-0.25972378","-0.08342743"
"M503.143T589.731","-0.08665069","-0.87070386"," 0.05521632"," 0.27008975"," 0.63204848"
"M799.852T67.938","-0.05644034","-0.52528677","-0.04418945","-0.06874862"," 0.69466519"
"M927.368T972.44","-0.1047921","-0.9345757"," 0.1582467"," 0.5181766"," 0.3629444"
"M371.09T764.993","-0.08923811","-0.21150193","-0.21551727","-0.09240991"," 0.60866723"
"M811.459T986.188","-0.4949214"," 0.5021151","-0.4277756"," 0.1966984"," 0.2238835"
"M561.217T921.818"," 0.2558794","-0.5292089","-0.3668243"," 0.1024527"," 0.5377011"
"M463.02T875.074"," 0.43727271","-0.48058847"," 0.03824015"," 0.28642838","-0.28135278"
"M289.12T769.482"," 0.01951371","-0.09927280"," 0.10652786"," 0.45900132","-0.48577009"
"M942.303T939.917"," 0.007922694","-1.188700934"," 0.190373449"," 0.692931843"," 0.297472948"
"M723.346T899.128","-0.3873073","-0.3057616","-0.2794230"," 0.5593489"," 0.4131430"
"M655.655T928.688","-0.42096873"," 0.15942155","-0.03253733"," 0.08037454"," 0.21370997"
"M427.197T838.449","-0.1110976","-0.7480680","-0.1176594"," 0.3275690"," 0.6492561"
"M999.727T1404.686","-0.4539303","-0.2179312","-0.1384214"," 0.5719755"," 0.2383073"
"M293.177T1099.499","-0.75326214","-0.26390372"," 0.01481164"," 0.53042550"," 0.47192872"
"M429.25T1071.941","-0.3289852","-0.2668994","-0.2042731"," 0.1863914"," 0.6137663"
"M975.202T831.412"," 0.2223857","-0.7856052"," 0.2074195","-0.5830918"," 0.9388918"
"M341.088T439.204","-0.1982817","-0.4101059","-0.1129281"," 0.3586014"," 0.3627144"
"M1031.347T966.014","-0.09410586","-0.77201515","-0.08345111"," 0.38383129"," 0.56574083"
"M630.879T67.545"," 0.1765677","-0.4704972"," 0.1807355","-0.5434009"," 0.6565948"
"M693.424T1336.51","-0.7123756","-0.1353511","-0.2202940"," 0.7224092"," 0.3456115"
"M806.978T940.468"," 0.0263760773","-1.0548321309"," 0.0002102333"," 0.5410548811"," 0.4871909392"
"M471.897T67.543"," 0.10479249","-0.43709479"," 0.03011914","-0.30931269"," 0.61149586"
"M429.141T889.195"," 0.1602292","-0.2116824","-0.7356639"," 0.4515470"," 0.3355701"
"M798.851T67.54","-0.39721129","-0.38190134"," 0.53006750"," 0.22192202"," 0.02712312"
"M413.179T861.909","-1.4460414"," 0.0575933","-0.3140992"," 0.6954587"," 1.0070886"
"M807.007T938.915","-0.08532497","-0.83063795","-0.26425905"," 0.76315461"," 0.41706736"
"M359.022T90.408","-0.3710963","-0.4195966","-0.1898233"," 0.4251153"," 0.5554009"
"M359.061T194.361","-0.43405741","-0.04628712"," 0.29596889","-0.18977184"," 0.37414748"
"M385.113T791.317","-0.28572936","-0.24520682","-0.06368063"," 0.27178278"," 0.32283404"
"M203.083T418.775","-0.7990915"," 0.1032789","-0.5061312"," 0.8059235"," 0.3960203"
"M341.465T625.973","-0.5818486","-0.3241246","-0.1943338"," 0.5449475"," 0.5553595"
"M280.987T110.997","-0.2200789","-0.3152260","-0.2192622"," 0.1919069"," 0.5626602"
"M367.058T823.98","-0.03508250","-1.30991744","-0.04918593"," 0.61676637"," 0.77741949"
"M576.861T67.042","-0.35815770","-0.32292234","-0.12651830","-0.08113788"," 0.88873622"
"M868.801T68.637","-0.007763694","-0.461128410"," 0.265112173","-0.696940740"," 0.900720670"
"M487.146T735.656","-0.7525966","-0.8191528"," 0.2197430"," 0.6238977"," 0.7281087"
"M373.167T930.605","-0.52713676","-0.08184273","-0.34214814"," 0.66109458"," 0.29003305"
"M365.143T832.741"," 0.2863158","-0.3170950"," 0.0391930","-0.6729899"," 0.6645761"
"M408.822T1801.685","-0.14541812","-0.40300696","-0.08310547"," 0.43530906"," 0.19622149"
"M526.316T1188.04","-0.3268876","-0.1222658"," 0.3593797","-0.1406455"," 0.2304191"
"M357.108T784.337","-0.06322081","-0.45338859"," 0.01537360"," 0.03276596"," 0.46846984"
"M349.072T1165.294","-0.30091906","-0.53182760"," 0.22377887","-0.01280894"," 0.62177674"
"M527.309T1189.176","-0.602756195","-0.167345076","-0.002418112"," 0.375736305"," 0.396783078"
"M1103.384T928.554","-0.18173349","-0.89524850"," 0.06117939"," 0.44044934"," 0.57535326"
"M553.164T782.325","-0.18028341","-0.49267556","-0.09207753"," 0.67326649"," 0.09177002"
"M521.022T764.729","-0.43259489"," 0.02040916","-0.09726768","-0.06532145"," 0.57477487"
"M559.276T958.275","-0.26728929","-0.73212345"," 0.02681606"," 0.25705616"," 0.71554053"
"M173.008T106.871","-0.1998232","-0.2971702","-0.3923808"," 0.1708217"," 0.7185525"
"M429.486T320.767","-0.23206582","-0.22260903","-0.17960208"," 0.07797593"," 0.55630100"
"M1396.865T985.147","-0.7187883"," 0.2277597"," 0.4526545"," 0.2013030","-0.1629288"
"M469.095T760.602","-0.3823741","-0.3337172"," 0.1605789"," 0.0911468"," 0.4643655"
"M937.334T882.127","-0.1364132","-0.7946109"," 0.1242621"," 0.5026928"," 0.3040692"
"M728.269T963.544"," 0.1148814","-1.1297733"," 0.1382711"," 0.4697835"," 0.4068373"
"M433.122T384.02","-0.49150592"," 0.19482717","-0.54657820"," 0.79671643"," 0.04654052"
"M951.343T881.927","-0.23018054","-0.93012239"," 0.05122947"," 0.54853161"," 0.56054185"
"M715.392T322.783"," 0.26702187","-0.06086438","-0.67130864"," 0.31037941"," 0.15477174"
"M245.094T862.962","-0.01541617","-0.30164330","-0.76326641"," 0.44449444"," 0.63583143"
"M665.182T815.828","-0.1542220","-0.9131332"," 0.1287423"," 0.3581555"," 0.5804573"
"M447.959T106.92","-0.78309676","-0.36833816"," 0.09653795"," 0.32697727"," 0.72791971"
"M732.379T69.273"," 0.3998958","-0.1567453"," 0.5236870","-1.5972264"," 0.8303889"
"M349.057T865.046","-0.23596950","-0.55379486","-0.06679924"," 0.14977963"," 0.70678397"
"M1014.811T1344.847","-0.2222612","-0.3967556","-0.3773504"," 0.7035456"," 0.2928216"
"M521.224T935.29","-0.11128131","-0.76691431","-0.08257903"," 0.25448786"," 0.70628679"
"M1390.547T1005.094","-0.03009573","-0.35336199","-0.07936767"," 0.77537678","-0.31255140"
"M313.275T1417.53","-0.7425203517"," 0.0008919099","-0.0612983416"," 0.3106503349"," 0.4922764486"
"M477.088T1628.76","-0.63974087","-0.01493370"," 0.06800604"," 0.25329735"," 0.33337118"
"M577.255T863.306","-0.3260570","-0.3204954","-0.1427435"," 0.2213302"," 0.5679657"
"M613.564T887.981","-0.2169057"," 0.1636110"," 0.2419307","-0.5723334"," 0.3836973"
"M395.28T1470.273","-0.33799697","-0.56997937","-0.03298712"," 0.36042410"," 0.58053936"
"M285.243T1390.408","-0.4692411"," 0.2306459"," 0.3525094"," 0.2450381","-0.3589524"
"M1463.523T939.044"," 0.1861711","-1.4200830"," 0.4470982"," 0.4579383"," 0.3288754"
"M481.224T887.168","-0.33027638","-0.24667180"," 0.08079416","-0.19001100"," 0.68616503"
"M343.103T489.112","-0.51581178","-0.79196745"," 0.05557336"," 0.45978981"," 0.79241606"
"M444.872T67.426","-0.38822989","-0.07370754","-0.17851864"," 0.36012469"," 0.28033138"
"M463.182T861.112","-0.77792300","-0.16070391","-0.08706476"," 0.43605953"," 0.58963214"
"M323.042T818.446","-0.06589015","-0.42929268"," 0.42218731","-0.24759466"," 0.32059018"
"M333.062T954.304","-0.8186279","-0.8204850"," 0.3693571"," 0.4654516"," 0.8043041"
"M415.161T821.344","-0.2705924","-0.6507298","-0.1514815"," 0.5719866"," 0.5008171"
"M609.153T789.212","-0.18766314","-0.53934266","-0.04631631"," 0.31587033"," 0.45745178"
"M454.975T107.571","-0.4868730","-0.1082028","-0.2667599"," 0.4072014"," 0.4546343"
"M328.886T98.013","-0.86156921"," 0.18755188","-0.05428551"," 0.31238197"," 0.41592087"
"M317.064T416.942","-0.4153581","-0.2508756","-0.4903784"," 0.4907474"," 0.6658647"
"M759.145T875.232"," 0.1966758","-1.1505135","-0.2240690"," 0.7479884"," 0.4299183"
"M1117.54T932.512"," 0.08195211","-0.68824438","-0.06688369"," 0.02363256"," 0.64954341"
"M1132.537T923.907","-0.30530605","-0.43188846","-0.01650983"," 0.47681291"," 0.27689143"
"M824.341T916.725","-0.38159307","-0.06982158","-0.64638046"," 0.54409108"," 0.55370402"
"M345.082T140.774","-0.2365521","-0.4134009","-0.2014918"," 0.2588343"," 0.5926106"
"M279.164T1571.945","-0.62894870"," 0.03113268","-0.09135058"," 0.19555640"," 0.49361021"
"M540.867T1245.744","-0.24408482"," 0.46487572","-0.29189063","-0.06983643"," 0.14093616"
"M238.069T801.926","-0.5112059","-0.4611898","-0.1283050"," 0.5366127"," 0.5640880"
"M418.896T66.885","-0.242197517","-0.003166217","-0.614967567"," 0.085401268"," 0.774930033"
"M427.009T107.872","-0.5013370","-0.2338941","-0.2066868"," 0.2560479"," 0.6858700"
"M699.093T985.159","-0.8686314"," 0.3851488"," 0.1867759"," 0.2539556"," 0.0427510"
"M409.172T733.287","-0.1835876","-0.7570613","-0.1399172"," 0.1825258"," 0.8980403"
"M435.959T107.38","-0.86477591","-0.15192970","-0.08498614"," 0.22763602"," 0.87405573"
"M676.309T1245.665","-0.56799427"," 0.10409409"," 0.04240224"," 0.08893020"," 0.33256774"
"M338.162T1582.434","-0.48141164"," 0.10210591","-0.04468068","-0.01809908"," 0.44208550"
"M265.261T1518.666","-0.3964103","-0.1145421","-0.2302287"," 0.3425312"," 0.3986499"
"M339.058T415.891","-0.7448486"," 0.2205604","-0.6180673"," 0.6336875"," 0.5086680"
"M448.965T106.062","-0.73746041","-0.08961782","-0.01441716"," 0.43993437"," 0.40156102"
"M1354.628T902.5"," 0.2447486","-0.5980990"," 0.5130409","-0.2752880"," 0.1155975"
"M241.108T881.116","-0.6945268"," 0.4927668"," 0.3271548"," 0.2945967","-0.4199915"
"M418.894T1736.453","-0.1501305","-0.4079183","-0.1127667"," 0.1006511"," 0.5701644"
"M562.892T1151.046","-0.4715295","-0.2337949","-0.2155958"," 0.5444806"," 0.3764396"
"M319.076T917.392","-0.1926965","-1.1076477","-0.1143054"," 0.4464152"," 0.9682344"
"M405.167T106.416","-0.36854166","-0.56912534","-0.06258865"," 0.31278836"," 0.68746729"
"M445.095T115.802","-0.3453604","-0.5616844","-0.0361895"," 0.3330600"," 0.6101742"
"M309.465T1630.61","-0.1054552"," 0.1368636","-0.6922058"," 0.2343143"," 0.4264830"
"M385.188T793.619","-0.2755660","-0.4204765","-0.1252244"," 0.2977191"," 0.5235479"
"M1243.514T983.057","-0.8466165","-0.4680979"," 0.2863324"," 0.3582207"," 0.6701613"
"M1105.431T888.552","-0.1596765","-0.5866722"," 0.1744066"," 0.3819399"," 0.1900022"
"M697.905T994.286","-0.2303532","-0.1914156","-0.1843209"," 0.4296489"," 0.1764409"
"M401.05T875.074","-0.03373620","-0.65656090","-0.08799433"," 0.17618980"," 0.60210162"
"M731.208T950.406","-0.1603647","-0.3792412"," 0.1709474"," 0.4989646","-0.1303060"
"M470.098T771.956","-0.2740713","-0.3837503","-0.2273263"," 0.4109496"," 0.4741983"
"M377.049T427.197","-0.39535706","-0.39013070"," 0.42034187"," 0.02848083"," 0.33666507"
"M387.346T67.938"," 0.01071131","-0.57078835","-0.01623146"," 0.01630385"," 0.56000465"
"M367.08T114.463","-0.41309894","-0.55358479"," 0.03160318"," 0.27156877"," 0.66351177"
"M401.049T776.54","-0.53972686","-0.31042291","-0.03787006"," 0.37475647"," 0.51326335"
"M323.019T128.103","-0.26260984","-0.54029238","-0.05911268"," 0.23945847"," 0.62255643"
"M459.149T771.729","-0.25844146","-0.43688269","-0.11627041"," 0.06988382"," 0.74171074"
"M507.151T845.473","-0.18956624","-0.71851955"," 0.04235648"," 0.23131261"," 0.63441672"
"M359.123T830.487"," 0.05842540","-1.00930593"," 0.01918161"," 0.42690775"," 0.50479117"
"M549.174T847.493","-0.46748502","-0.39576403","-0.01436485"," 0.46910642"," 0.40850748"
"M340.859T1719.351","-0.6450384","-0.3229235"," 0.1789348"," 0.3111647"," 0.4778624"
"M702.25T942.066","-0.27616795","-0.57241894","-0.01551589"," 0.56224470"," 0.30185807"
"M453.035T765.753","-0.31457126","-0.37381387","-0.01260612"," 0.46451136"," 0.23647988"
"M329.089T195.942","-0.6362624","-0.1589700","-0.0800430"," 0.3843022"," 0.4909732"
"M615.152T88.13","-0.001465672","-0.231626759","-0.376117251"," 0.117744782"," 0.491464901"
"M399.092T115.22","-0.56625464","-0.18633738","-0.03095242"," 0.42982493"," 0.35371951"
"M1204.518T908.598"," 0.1875337","-0.7297410"," 0.3201562","-0.1888898"," 0.4109409"
"M519.896T67.425"," 0.4318871","-0.1632192"," 0.2295346","-0.9977224"," 0.4995199"
"M447.222T1194.448","-0.03403117","-0.02478380","-0.63799481"," 0.04665621"," 0.65015358"
"M559.04T89.345"," 0.2218443","-0.4055562","-0.5520406"," 0.6042472"," 0.1315054"
"M497.083T319.72"," 0.24988343","-1.25460069"," 0.06111429"," 0.37522718"," 0.56837578"
"M265.148T1629.604","-1.1026967"," 0.1440408"," 0.1896690"," 0.3259621"," 0.4430247"
"M413.108T298.268","-0.778995264","-0.262056575","-0.009172277"," 0.496237220"," 0.553986896"
"M434.871T1737.903","-0.002663394","-0.560772210","-0.129088021"," 0.423204240"," 0.269319385"
"M353.052T831.694"," 0.0926656050","-1.0487042566"," 0.4510085886"," 0.0007423488"," 0.5042877143"
"M775.338T1039.594","-0.69194473","-0.82207960"," 0.03289019"," 0.61936395"," 0.86177019"
"M429.074T115.482","-0.06692761","-0.46511514","-0.31135507"," 0.36200686"," 0.48139095"
"M475.877T67.555","-0.3788309","-0.3066813","-0.0304339"," 0.4051589"," 0.3107873"
"M809.324T904.082","-0.13078709","-0.87053183"," 0.09537947"," 0.29581370"," 0.61012576"
"M438.263T1164.917"," 0.46101326"," 0.31838481","-0.64907395","-0.20932987"," 0.07900575"
"M313.094T115.286","-0.53719251","-0.25084724","-0.00611748"," 0.26105647"," 0.53310076"
"M515.105T113.414","-0.52774114","-0.15589356"," 0.03341938"," 0.26620957"," 0.38400575"
"M285.909T1803.837","-0.4344071","-0.1276734","-0.1701761"," 0.1448045"," 0.5874522"
"M447.05T875.673","-0.3526663","-0.4356643","-0.2397187"," 0.1081162"," 0.9199331"
"M795.198T1006.041","-0.2230080","-0.1150950","-0.4784243"," 0.4540855"," 0.3624418"
"M321.216T1624.59","-0.39323170","-0.07196071","-0.18736518"," 0.18074147"," 0.47181611"
"M615.195T761.983","-0.3343644","-0.4817584","-0.1196472"," 0.2167575"," 0.7190126"
"M643.188T893.85","-0.3031842208"," 0.0001661628","-0.3807575322"," 0.2693128055"," 0.4144627847"
"M293.177T1149.195","-0.68906703"," 0.03240875"," 0.13550689"," 0.04807503"," 0.47307636"
"M289.886T1868.955","-0.49121764","-0.25682709"," 0.02067321"," 0.40272535"," 0.32464616"
"M269.15T1584.952","-0.48125451","-0.07178284","-0.10199307"," 0.23241203"," 0.42261840"
"M246.886T1784.096","-0.44634157","-0.24700392","-0.00813855"," 0.14889120"," 0.55259284"
"M1614.109T935.709","-0.1751167","-0.6735439","-0.1770643"," 0.4691160"," 0.5566089"
"M467.051T320.771","-0.04941702","-0.38453816","-0.39269639"," 0.26657000"," 0.56008157"
"M293.179T1541.097","-0.25008032","-0.06460643","-0.27559579","-0.02365357"," 0.61393612"
"M265.426T1576.148","-0.15500764","-0.09778562"," 0.91071128","-0.43547649","-0.22244152"
"M707.828T66.684","-0.6075257","-0.3742215"," 0.3286897"," 0.5024035"," 0.1506541"
"M372.9T1734.569","-0.2115617","-0.1787084","-0.3465627"," 0.3841685"," 0.3526643"
