"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Control","Control","Control","Xanthomonas","Xanthomonas"
"M947.485T901.595","-0.29705670","-0.31258090"," 0.29075407"," 0.01297037"," 0.30591315"
"M399.165T851.906","-0.13818657","-0.67037643","-0.05483576"," 0.33730275"," 0.52609601"
"M895.304T938.238","-0.15078169","-0.79628463"," 0.05687075"," 0.29407641"," 0.59611917"
"M455.081T744.378","-0.39267561","-0.06953575","-0.19590624","-0.03268859"," 0.69080619"
"M430.136T769.014","-0.5380354","-0.8233248"," 0.4533451","-0.1819059"," 1.0899211"
"M590.274T907.848"," 0.1473521"," 0.5796987"," 0.3040720","-0.8269928","-0.2041299"
"M353.181T807.324","-0.3167711","-0.7863294"," 0.1687109"," 0.3937973"," 0.5405923"
"M419.115T799.29","-0.245111901"," 0.009132292","-0.197338215","-0.111165206"," 0.544483030"
"M139.002T112.479","-0.27748942","-0.10452657","-0.00389451","-0.09514407"," 0.48105457"
"M1095.872T896.96","-0.1562502"," 0.2195230","-0.6660401"," 0.1411182"," 0.4616491"
"M429.646T308.971","-0.29872519","-0.41367363"," 0.01218609"," 0.04584362"," 0.65436911"
"M968.4T974.568","-0.01417084","-1.05303957"," 0.15994903"," 0.45253025"," 0.45473112"
"M1015.586T1347.819","-0.29592638","-0.57444236","-0.01656047"," 0.51035898"," 0.37657023"
"M1033.603T1229.397","-0.159879203","-0.525385791"," 0.006097476"," 0.324082595"," 0.355084923"
"M533.169T900.984","-0.2358793","-0.2998968","-0.4595054"," 0.5260656"," 0.4692159"
"M1095.01T894.541"," 0.2415294"," 0.1176036"," 0.5538804","-0.5441036","-0.3689098"
"M1209.581T888.373","-0.202444710","-0.001958135"," 0.070319673","-0.343499607"," 0.477582779"
"M492.868T66.13","-0.444355937","-0.108227024","-0.044047361"," 0.003614265"," 0.593016057"
"M567.276T907.878","-0.032943184"," 0.449435744"," 0.374968805","-0.785024571","-0.006436793"
"M664.226T813.714","-0.08741014","-0.82416521","-0.14164345"," 0.52606421"," 0.52715458"
"M1035.397T978.889","-0.18786702","-0.92288544"," 0.08491934"," 0.34855551"," 0.67727760"
"M1162.051T893.06","-0.09617509"," 0.38228868"," 0.18536445","-0.54236671"," 0.07088867"
"M812.842T69.273","-0.4526358","-0.4221596"," 0.1309826","-0.1233074"," 0.8671202"
"M691.153T854.793","-0.473659452","-0.122786188","-0.069367884","-0.002524794"," 0.668338318"
"M433.351T780.04","-0.4847448","-0.3238314","-0.2921640"," 0.8707511"," 0.2299891"
"M1363.57T899.951","-0.4167796"," 0.4425309"," 0.2868592","-0.5585375"," 0.2459270"
"M410.078T615.621","-0.009556959","-0.418413392","-1.233985147"," 0.892766447"," 0.769189051"
"M1125.418T877.844"," 0.05967340","-1.12891609"," 0.09407659"," 0.41645025"," 0.55871585"
"M483.183T857.732","-0.8610807","-0.3704270"," 0.1062581"," 0.4399357"," 0.6853138"
"M1323.575T889.628","-0.13346613","-0.02795833"," 0.03278641","-0.20229716"," 0.33093521"
"M695.298T853.355","-0.5261692","-0.6236641"," 0.1932124"," 0.2888404"," 0.6677804"
"M331.103T255.151","-0.6022794","-0.2872699"," 0.1818427"," 0.1339467"," 0.5737599"
"M539.134T89.251"," 0.16474315","-0.57752286","-0.13360510"," 0.05948996"," 0.48689484"
"M502.995T105.736","-0.4463579","-0.3300800","-0.2487538"," 0.1432111"," 0.8819806"
"M967.36T964.868","-0.5240436","-0.9498622"," 0.4783031"," 0.6701908"," 0.3254120"
"M329.088T474.939","-0.26966080","-0.23547541"," 0.03024162","-0.07349073"," 0.54838533"
"M669.182T316.584","-0.2848231","-0.4690803","-0.1275918"," 0.4523279"," 0.4291673"
"M1097.514T1402.931","-0.4706033","-0.3172257","-0.1288877"," 0.4908686"," 0.4258482"
"M990.329T838.789","-0.1956484","-1.0781044"," 0.1072466"," 0.5588660"," 0.6076402"
"M240.933T64.89"," 0.4505384"," 0.5711291"," 0.3973529","-1.2326234","-0.1863970"
"M548.979T106.308","-0.55057092","-0.34154919","-0.02429315"," 0.39487613"," 0.52153713"
"M1031.288T315.245","-0.3647049","-0.6392906"," 0.1673232"," 0.4367506"," 0.3999217"
"M333.109T769.719","-0.3204015"," 0.3545859"," 0.7737746"," 0.2037714","-1.0117304"
"M324.072T215.478"," 0.35249248"," 0.81931490","-0.16181265"," 0.07433037","-1.08432511"
"M830.24T316.247","-0.5357255","-0.6903169"," 0.2096373"," 0.5197650"," 0.4966400"
"M1087.412T876.684","-0.54021726","-0.52098209"," 0.07540255"," 0.36222495"," 0.62357185"
"M297.244T1278.646","-0.50844305"," 0.10235255","-0.08173647"," 0.16054451"," 0.32728246"
"M1094.946T896.052"," 0.3256438"," 0.1125966"," 0.3485437","-0.3609119","-0.4258722"
"M385.077T649.201"," 0.01583418"," 0.20566263","-0.01700754","-0.04564883","-0.15884044"
"M549.205T845.853","-0.6588723","-0.5418893"," 0.1717647"," 0.5151123"," 0.5138846"
"M389.108T489.956","-0.5450524","-0.9508621"," 0.2581606"," 0.4745232"," 0.7632307"
"M632.847T316.374"," 0.02671468","-0.86934842","-0.09772658"," 0.43442275"," 0.50593757"
"M341.535T617.585","-0.3635053","-0.3645308","-0.4601356"," 0.5874493"," 0.6007224"
"M387.034T831.689","-0.06537022","-1.14104845","-0.28163151"," 0.65797116"," 0.83007902"
"M455.021T825.04","-0.1634980","-1.0890954","-0.1212152"," 0.4436517"," 0.9301569"
"M941.462T1306.809","-0.47688563","-0.28910681"," 0.06272315"," 0.62025955"," 0.08300974"
"M1036.399T977.849"," 0.22316589","-1.11568026"," 0.05935372"," 0.38060496"," 0.45255569"
"M305.082T1122.457"," 0.1047169","-0.9238082","-0.1132898"," 0.1862240"," 0.7461572"
"M435.217T805.716","-0.24644014","-0.83831785","-0.01755191"," 0.26855060"," 0.83375930"
"M1136.545T907.7"," 0.1309022"," 0.4280031"," 0.3085744","-0.7511444","-0.1163353"
"M1130.454T886.215","-0.2988628","-0.3256398"," 0.1155223"," 0.1237654"," 0.3852149"
"M415.086T168.579","-0.38443706","-0.22618133","-0.03520616"," 0.07938701"," 0.56643753"
"M567.333T903.822"," 0.2844957"," 0.3234201"," 0.5324368","-0.7151561","-0.4251965"
"M1163.56T905.015"," 0.5671149"," 0.5131597"," 0.5779303","-0.9261663","-0.7320387"
"M401.18T764.21","-0.04991842","-0.84498782","-0.07779147"," 0.23427849"," 0.73841922"
"M823.337T914.416"," 0.001523127","-0.926857392"," 0.085755909"," 0.417667517"," 0.421910838"
"M397.259T1311.545","-0.006438059","-0.390270981","-0.457396256"," 0.451340326"," 0.402764969"
"M443.191T791.98","-0.15933452","-0.63833185","-0.03990060"," 0.09128613"," 0.74628084"
"M413.167T733.785","-0.36903040","-0.39831276","-0.10424980"," 0.05903297"," 0.81255999"
"M341.259T618.637","-0.4271583","-0.4774382","-0.2526192"," 0.5986236"," 0.5585921"
"M859.153T942.886","-0.50718912"," 0.22106072","-0.13994574","-0.03005325"," 0.45612739"
"M633.753T316.098","-0.07766793","-0.69676293"," 0.02329837"," 0.18425796"," 0.56687451"
"M919.334T939.971","-0.47390513","-0.50418311"," 0.06017453"," 0.47003216"," 0.44788156"
"M863.373T951.624"," 0.08012862","-1.05844899"," 0.09004019"," 0.50635387"," 0.38192631"
"M316.427T318.614","-0.03992116","-0.22468647","-0.39470683","-0.13465311"," 0.79396757"
"M419.228T901.259","-0.2031827","-1.0289830"," 0.2260838"," 0.4704040"," 0.5356779"
"M316.385T321.843","-0.10041087","-0.19646301","-0.45980320"," 0.07994071"," 0.67673636"
"M967.407T978.889","-0.01753955","-1.13258334"," 0.33478757"," 0.36513080"," 0.45020452"
"M524.981T106.871","-0.30911406","-0.39912280","-0.04693061","-0.14098164"," 0.89614911"
"M950.342T882.081","-0.5004198","-0.9393696"," 0.2980060"," 0.4558221"," 0.6859614"
"M822.313T886.782","-0.09892548","-0.92388897"," 0.25669786"," 0.39649840"," 0.36961819"
"M497.109T889.816"," 0.005979656","-0.934282119"," 0.655431193","-0.395152766"," 0.668024036"
"M1461.92T936.679","-0.15307458","-0.72276189"," 0.28011874"," 0.08551947"," 0.51019825"
"M970.768T318.573","-0.2244293","-0.5028481","-0.1407918"," 0.4808784"," 0.3871908"
"M857.325T1034.658","-0.3481072","-1.2345422"," 0.4385734"," 0.6203411"," 0.5237349"
"M1005.392T917.562","-0.07729648","-0.70380058","-0.13870997"," 0.47122993"," 0.44857710"
"M357.576T759.445","-0.321213068","-0.358058237"," 0.223446262","-0.007961586"," 0.463786629"
"M365.052T459.24","-0.05305405","-0.66012593"," 0.08203559","-0.52597555"," 1.15711994"
"M271.021T88.704"," 0.1629855","-0.2358122"," 0.3017891","-0.3318361"," 0.1028737"
"M968.386T889.852","-0.2303599","-0.6104101","-0.2048211"," 0.4941592"," 0.5514319"
"M593.686T850.456"," 0.1236979"," 0.3991805","-0.2916207","-0.5514001"," 0.3201424"
"M505.029T765.672","-0.3194512","-0.4230255","-0.5174383"," 0.6132186"," 0.6466963"
"M1035.367T890.845","-0.1568535","-0.7147715","-0.1909404"," 0.5162339"," 0.5463316"
"M565.054T1199.484","-0.24337081"," 0.47737422"," 0.22908224","-0.02065146","-0.44243418"
"M491.208T833.798"," 0.1269005","-1.3031547"," 0.2303347"," 0.3100482"," 0.6358713"
"M728.286T863.521","-0.48044859","-0.61357921","-0.07583541"," 0.51132170"," 0.65854150"
"M969.4T973.77","-0.07557824","-1.13493957"," 0.22429106"," 0.36453849"," 0.62168825"
"M333.135T1582.426"," 0.23211140","-0.03552089"," 0.03259111","-0.40062503"," 0.17144340"
"M377.181T797.379"," 0.0971579","-0.4744629","-0.4241487"," 0.2072706"," 0.5941831"
"M369.388T763.979","-0.1492930"," 0.1604591"," 0.1739417","-0.4673832"," 0.2822754"
"M1161.526T895.081","-0.0146252571"," 0.4638425534"," 0.0684463065","-0.5184776534"," 0.0008140506"
"M266.946T113.686"," 0.2508046","-0.0378017"," 0.1870860","-0.4676478"," 0.0675590"
"M696.3T853.355","-0.5811282","-0.7021345"," 0.2632490"," 0.4257918"," 0.5942219"
"M1007.373T920.82","-0.10688258","-0.75845571","-0.07026728"," 0.37650860"," 0.55909697"
"M589.773T907.878"," 0.1038366"," 0.4931464"," 0.3384836","-0.8203436","-0.1151229"
"M445.037T424.564","-0.1047046","-0.0483347"," 0.2181462","-0.2056636"," 0.1405567"
"M988.804T68.066","-0.3581829","-0.3421719"," 0.1868441","-0.3676653"," 0.8811759"
"M595.261T805.416"," 0.08102646","-1.17936664"," 0.22679477"," 0.37359702"," 0.49794838"
"M1323.606T888.291","-0.618336074"," 0.484919023"," 0.274253508","-0.135400564","-0.005435894"
"M688.263T861.089","-0.08505461","-0.81402713","-0.16491714"," 0.57693544"," 0.48706343"
"M971.627T318.415"," 0.02755114","-0.52933314","-0.33434593"," 0.34361347"," 0.49251445"
"M1143.444T941.11","-0.13633413","-0.94895259","-0.01964142"," 0.44656889"," 0.65835925"
"M1094.293T897.844"," 0.31325544","-0.67964353","-0.08195681"," 0.32968797"," 0.11865694"
"M967.394T924.933","-0.0485542","-0.9377836"," 0.1080359"," 0.3378206"," 0.5404813"
"M702.255T837.404","-0.306036204","-0.563994317"," 0.004502607"," 0.576024426"," 0.289503488"
"M379.067T781.128"," 0.0820611","-0.3246285","-0.2218958","-0.5250346"," 0.9894978"
"M714.253T913.384","-0.1991936","-0.7102749","-0.1409504"," 0.5414714"," 0.5089475"
"M773.211T817.036"," 0.0334197","-0.7139001"," 0.1200387"," 0.4472595"," 0.1131821"
"M589.271T908.408"," 0.1174977"," 0.5705528"," 0.4038293","-0.7724882","-0.3193916"
"M795.27T865.806","-0.52842646","-0.52271268","-0.02538969"," 0.35339375"," 0.72313507"
"M264T169.106","-0.10873059","-0.04162274"," 0.32168202","-0.63753074"," 0.46620205"
"M1095.906T894.31"," 0.08119623","-0.39483024","-0.56767699"," 0.25221662"," 0.62909437"
"M625.024T106.841","-0.37384684","-0.27300488","-0.38271211"," 0.07051525"," 0.95904858"
"M311.065T863.883"," 0.2424975","-0.1121505","-0.7687050"," 0.2674375"," 0.3709205"
"M631.833T319.717","-0.36103880","-0.08264863","-0.38418464"," 0.46086402"," 0.36700804"
"M644.248T900.496","-0.25014208","-0.73331186"," 0.24286050"," 0.08672208"," 0.65387136"
"M889.313T902.886"," 0.05919814","-0.86689622"," 0.21950571"," 0.04370875"," 0.54448362"
"M273.314T67.476"," 0.4008285","-0.6189472"," 0.8097760","-0.9868925"," 0.3952352"
"M950.337T882.881","-0.4612816","-0.9638237"," 0.3159358"," 0.5799732"," 0.5291963"
"M559.053T88.871","-0.52796378","-0.23623859"," 0.07809733"," 0.22475164"," 0.46135340"
"M576.128T818.314"," 0.34187447"," 0.59446669","-0.43107460","-0.53539372"," 0.03012715"
"M569.273T895.199","-0.11598740"," 0.42797373"," 0.29738593","-0.59348461","-0.01588766"
"M751.173T317.266","-0.2591164","-0.3830767","-0.2603141"," 0.3341434"," 0.5683638"
"M272.963T113.946","-0.240657480","-0.006226002","-0.147717362"," 0.065882257"," 0.328718587"
"M279.164T1614.563","-0.56669611"," 0.02612009","-0.10084229"," 0.19985574"," 0.44156257"
"M549.147T750.744","-0.27110769","-0.22481618","-0.27517087"," 0.09118131"," 0.67991344"
"M553.051T758.396","-0.3871754","-0.3936764"," 0.2187388"," 0.1675937"," 0.3945194"
"M263.13T940.795","-0.6170030","-0.5773892"," 0.2359475"," 0.4999928"," 0.4584518"
"M445.207T780.093","-0.1233178","-0.3494118","-0.4425261"," 0.2995220"," 0.6157338"
"M631.863T318.629","-0.1103813","-0.4538503","-0.2885667"," 0.3204280"," 0.5323703"
"M843.287T936.679","-0.11632961","-0.91975069"," 0.07021709"," 0.48155368"," 0.48430953"
"M483.129T913.248","-0.6170243","-0.6849552"," 0.5449910"," 0.1866309"," 0.5703577"
"M1008.375T923.099","-0.0391239","-1.0323017"," 0.1609514"," 0.4575180"," 0.4529562"
"M873.638T939.705"," 0.1551758","-1.2082649"," 0.1471942"," 0.5423896"," 0.3635052"
"M804.318T962.853"," 0.1157421","-1.1198053"," 0.1642882"," 0.5303674"," 0.3094076"
"M433.777T806.208"," 0.02529597","-0.66465629","-0.28766148"," 0.15887065"," 0.76815115"
"M1045.593T1289.364","-0.30300850","-0.60827865","-0.04841658"," 0.40451330"," 0.55519044"
"M501.195T803.697","-0.17517774","-0.95021256"," 0.02959707"," 0.44789294"," 0.64790029"
"M630.654T314.128","-0.3598223","-0.5261051","-0.0153456"," 0.4241157"," 0.4771573"
"M625.178T776.712","-0.12271395"," 0.51521432"," 0.04106266","-0.66868948"," 0.23512645"
"M399.065T319.722","-0.1871325"," 0.1150874","-1.0571036"," 0.5457720"," 0.5833767"
"M1462.085T939.347"," 0.3064124","-1.6017692"," 0.3293576"," 0.3331724"," 0.6328268"
"M315.108T761.986","-0.4802150","-0.6383487"," 0.3358508"," 0.1708554"," 0.6118576"
"M471.152T726.342","-0.1846522","-0.1974644","-0.6234967"," 0.2947750"," 0.7108384"
"M377.162T1630.7","-0.474990278","-0.007215196"," 0.171774062"," 0.375367856","-0.064936445"
"M272.073T418.674","-0.9041658"," 0.1798871","-0.9254779"," 1.2152450"," 0.4345116"
"M237.04T858.99","-1.3169273","-0.5377563"," 0.4661775"," 0.7130720"," 0.6754341"
"M309.478T1627.463","-0.2630885","-0.3288080","-0.1055592"," 0.2384365"," 0.4590192"
"M369.569T765.536","-0.2293123"," 0.1010992","-0.1578885"," 0.1941401"," 0.0919615"
"M427.038T293.27","-0.56955018","-0.65489010"," 0.08483307"," 0.43503876"," 0.70456845"
"M383.058T256.181","-0.1871072","-0.4238800"," 0.3190268","-0.3992709"," 0.6912312"
"M684.191T618.708","-0.5614892","-0.5632700","-0.5860525"," 0.6381878"," 1.0726239"
"M1144.448T942.538","-0.14563525","-1.02365586"," 0.05934462"," 0.51547470"," 0.59447178"
"M613.774T885.363","-0.365644755","-0.157680491"," 0.041139148"," 0.005525732"," 0.476660365"
"M1176.528T983.06","-0.2366977","-1.2847328"," 0.2628898"," 0.5138093"," 0.7447314"
"M951.397T1014.118","-0.2058261","-1.1622223"," 0.1798492"," 0.6770141"," 0.5111851"
"M998.841T1404.514","-0.4077124"," 0.0282720","-0.4595524"," 0.3421105"," 0.4968822"
"M425.103T1191.927","-0.07441637","-0.15817694","-0.47663778"," 0.38647283"," 0.32275825"
"M389.182T799.355"," 0.02360169"," 0.15539077","-0.25919255","-0.09834156"," 0.17854165"
"M895.29T938.858","-0.09201965","-1.09071422"," 0.02132231"," 0.79782266"," 0.36358890"
"M924.351T839.79","-0.3064608","-0.8784049"," 0.2016722"," 0.6138296"," 0.3693639"
"M313.093T320.692","-0.4176483","-0.2347546","-0.1481682"," 0.1898695"," 0.6107016"
"M852.339T915.443","-0.3299186","-0.5909081","-0.1123064"," 0.6098662"," 0.4232669"
"M475.187T823.258","-0.2478597","-0.8256533"," 0.2029565"," 0.2608217"," 0.6097348"
"M998.861T1404.179","-0.3543007"," 0.1329503","-0.5297974"," 0.3590001"," 0.3921477"
"M698.26T899.18","-0.09878544","-0.94631887"," 0.25134576"," 0.31250575"," 0.48125280"
"M721.31T972.44","-0.29949722","-0.78736860","-0.09781181"," 0.58556270"," 0.59911494"
"M621.052T106.9","-0.4027685","-0.3022994","-0.2596150"," 0.2031516"," 0.7615313"
"M289.026T88.643"," 0.1414967","-0.2151083","-0.3771297","-0.1783297"," 0.6290709"
"M544.284T936.329","-0.1982977","-0.1653705","-0.5117262"," 0.5203310"," 0.3550634"
"M379.101T757.973","-0.30635609","-0.41749096"," 0.21933131"," 0.08888594"," 0.41562980"
"M494.168T786.301","-0.1528693","-1.0844378"," 0.2969625"," 0.5826623"," 0.3576824"
"M911.26T1004.032","-0.03724892","-1.10273787"," 0.31562211"," 0.51793981"," 0.30642487"
"M1106.454T890.453","-0.366759452","-0.584702542"," 0.008912995"," 0.451760868"," 0.490788130"
"M289.084T863.831","-0.2303386","-0.5934133"," 0.2717222"," 0.1181354"," 0.4338943"
"M473.196T813.174","-0.73444679","-0.40485876"," 0.06938757"," 0.31643117"," 0.75348681"
"M559.066T758.189","-0.5715029","-0.2537297"," 0.1251013"," 0.2084162"," 0.4917151"
"M449.004T832.738"," 0.44929438","-0.87114687","-0.07372476","-0.70651400"," 1.20209125"
"M343.102T681.368","-0.40025001","-0.56063828","-0.02383386"," 0.50739430"," 0.47732785"
"M497.261T974.778","-0.34520979","-0.61247897"," 0.03100592"," 0.64688678"," 0.27979606"
"M661.253T876.035","-0.34171426","-0.59546710","-0.02269837"," 0.37787150"," 0.58200823"
"M765.729T983.05","-0.37610254"," 0.53970112","-0.48300456"," 0.27654974"," 0.04285623"
"M941.317T938.576","-0.1167138","-0.7883726"," 0.1303846"," 0.3988619"," 0.3758399"
"M1193.041T904.79"," 0.3703007"," 0.2513067"," 0.7263735","-1.0119903","-0.3359907"
"M581.283T805.632","-0.35205463","-0.65244813"," 0.09386044"," 0.23864486"," 0.67199746"
"M564.929T1201.416","-0.09479916"," 0.15707778","-0.23217536"," 0.28037102","-0.11047427"
"M728.88T67.591"," 0.1063109","-0.5427837"," 0.3166733","-0.6662879"," 0.7860873"
"M429.504T310.912","-0.3942369","-0.2681504","-0.1370179"," 0.1727122"," 0.6266929"
"M603.083T90.379","-0.60561854","-0.26408442","-0.05006902"," 0.38976523"," 0.53000675"
"M847.188T757.14","-0.4789283","-0.1440646"," 0.2327619"," 0.2121352"," 0.1780958"
"M402.053T876.272"," 0.4616389"," 0.2746876"," 0.4386045","-0.1066344","-1.0682966"
"M753.298T903.043","-0.32740303","-0.69878644"," 0.04790837"," 0.16578856"," 0.81249254"
"M610.83T67.188","-0.53548447","-0.10438310"," 0.06837842"," 0.21541645"," 0.35607271"
"M475.366T1425.395","-0.5148593","-0.2789261","-0.2277534"," 0.4916474"," 0.5298914"
"M485.063T759.194","-0.3769845","-0.4875691"," 0.1040195"," 0.1313547"," 0.6291794"
"M1044.425T908.907","-0.09413016","-0.86398793","-0.28105414"," 0.41023116"," 0.82894107"
"M1331.507T909.803","-0.12224724"," 0.05883742"," 0.13219323","-0.31365175"," 0.24486834"
"M507.209T930.4","-0.2399002","-0.8507980","-0.1124981"," 0.5531868"," 0.6500095"
"M238.892T97.993","-0.20812344","-0.40188033"," 0.14726724","-0.08006273"," 0.54279927"
"M1143.426T942.716","-0.2293436","-1.0694107"," 0.1276854"," 0.4838109"," 0.6872580"
"M387.02T108.554","-0.3191777","-0.4300028"," 0.1441555"," 0.4879692"," 0.1170557"
"M711.218T782.65","-0.27796025","-0.56223365"," 0.23165846","-0.04128544"," 0.64982088"
"M890.319T900.562","-0.02818880","-0.83156010"," 0.05738656"," 0.39708288"," 0.40527946"
"M1007.203T89.251","-0.4301807","-0.3577638","-0.3026540"," 0.6515069"," 0.4390917"
"M443.058T752.856","-0.08998057","-0.45851942","-0.34667891"," 0.27656750"," 0.61861141"
"M1129.441T885.407","-0.3989412","-0.3703619","-0.1308776"," 0.1147832"," 0.7853975"
"M869.171T823.716"," 0.27805982","-1.19806911"," 0.23765646"," 0.03231209"," 0.65004074"
"M964.359T921.966","-0.2664483","-1.1825284"," 0.4093226"," 0.8029612"," 0.2366929"
"M1613.665T937.741","-0.7265652","-0.7144808"," 0.4490913"," 0.4992370"," 0.4927177"
"M420.999T106.905","-0.4652134","-0.5594469","-0.2022783"," 0.5242170"," 0.7027215"
"M708.241T861.396"," 0.02429311","-0.69431806","-0.24044303"," 0.42320170"," 0.48726628"
"M1136.99T908.053"," 0.1887017"," 0.2294956"," 0.3569947","-0.4290467","-0.3461452"
"M851.276T990.376"," 0.1315006","-0.9711206","-0.2871581"," 0.4743229"," 0.6524553"
"M537.08T758.19","-0.2993458","-0.5324285"," 0.1390021"," 0.2042592"," 0.4885130"
"M569.775T895.343","-0.14553277"," 0.36535809"," 0.37404175","-0.56302664","-0.03084044"
"M591.465T1235.608","-0.3974392"," 0.7273028","-0.2316820"," 0.3805218","-0.4787034"
"M645.252T899.393","-0.2812977","-0.5870264","-0.1878247"," 0.3061649"," 0.7499838"
"M397.074T474.916","-0.16619520","-0.40174567"," 0.02953485","-0.02347777"," 0.56188380"
"M848.315T857.496","-0.3033924","-1.1105984"," 0.3242314"," 0.5143727"," 0.5753867"
"M1397.968T984.092","-1.09865320"," 0.69950113"," 0.04118779"," 0.14549087"," 0.21247340"
"M781.183T974.609"," 0.289548699"," 0.009147793"," 0.346522424","-0.333207288","-0.312011628"
"M1130.437T924.326","-0.00528416","-0.98884399","-0.09104055"," 0.41578470"," 0.66938400"
"M693.278T872.306","-0.26866507","-0.65646989","-0.03066708"," 0.64462294"," 0.31117910"
"M432.997T107.064","-0.4955420","-0.3925668","-0.0545769"," 0.2690161"," 0.6736696"
"M545.298T995.647","-0.1593631","-0.4000620","-0.4004424"," 0.4710798"," 0.4887877"
"M723.538T832.745"," 0.29578285","-0.96162315"," 0.01396241"," 0.10064707"," 0.55123082"
"M366.994T111.318","-0.23950015","-0.13365149"," 0.02908230","-0.08212653"," 0.42619586"
"M1192.04T901.764"," 0.2219166"," 0.4819294"," 0.6162863","-0.8836742","-0.4364581"
"M1014.782T1351.411","-0.2504385","-0.3814143","-0.3235180"," 0.5843062"," 0.3710646"
"M375.129T729.569"," 0.06656824"," 0.36340887"," 0.23348315"," 0.22033224","-0.88379251"
"M503.126T874.193","-0.5247743","-0.1570493","-0.1844032"," 0.1710386"," 0.6951882"
"M901.161T984.095","-0.80373869"," 0.43863830","-0.06251352"," 0.09702088"," 0.33059304"
"M420.95T86.132","-0.70633657","-0.18064016","-0.08741415"," 0.28854590"," 0.68584499"
"M596.277T932.512"," 0.3160229","-0.4673671"," 0.1968483"," 0.2610459","-0.3065501"
"M425.165T761.881","-0.5958715","-0.1972861","-0.0451167"," 0.3091895"," 0.5290848"
"M516.992T825.04","-0.3296725","-0.3318829","-0.3601638","-0.1130847"," 1.1348039"
"M447.151T677.76","-0.31509960","-0.27061460"," 0.01550219"," 0.58654498","-0.01633298"
"M1162.522T896.44"," 0.048558311"," 0.230012203"," 0.257057568","-0.537352014"," 0.001723931"
"M379.565T877.71"," 0.9338008","-0.6341882"," 0.4090162","-0.4187836","-0.2898452"
"M433.038T831.69"," 0.25460169","-1.13061467","-0.02532534"," 0.02469918"," 0.87663913"
"M349.056T728.324","-0.3646737","-0.3507878"," 0.2855968","-0.2398314"," 0.6696961"
"M391.065T766.545","-0.079038357","-0.384815544","-0.004061291"," 0.136895736"," 0.331019454"
"M861.166T878.352","-0.5249878","-0.5717122"," 0.1667961"," 0.3240658"," 0.6058381"
"M531.009T876.272"," 0.8578234","-0.6537268"," 0.5535580","-0.4421400","-0.3155147"
"M409.045T138.763","-0.13854633","-0.46375472"," 0.04109018"," 0.09831254"," 0.46289832"
"M395.189T761.387","-0.55489311","-0.45101047"," 0.03275356"," 0.36535668"," 0.60779334"
"M306.936T1813.234","-0.2690991","-0.2289303","-0.3820773"," 0.2289656"," 0.6511411"
"M335.137T198.47","-0.28259562","-0.58300663"," 0.05114514"," 0.35310329"," 0.46135382"
"M661.226T856.483"," 0.18698506","-0.97044224","-0.05838272"," 0.46406782"," 0.37777208"
"M727.414T1292.189","-0.4291531075"," 0.0006284151","-0.0810736938"," 0.5393776442","-0.0297792580"
"M465.141T849.089","-0.11237311","-0.82501435"," 0.05842572"," 0.25276154"," 0.62620020"
"M471.117T721.976"," 0.26019163","-0.02510272","-1.45610440"," 0.62961879"," 0.59139671"
"M676.835T65.732","-0.39354134","-0.40432709"," 0.07283085"," 0.58066458"," 0.14437300"
"M351.13T801.057","-0.18634416","-0.62502065","-0.06350445"," 0.52038986"," 0.35447940"
"M361.323T326.759","-0.1125961","-0.8099625","-0.2896740"," 0.6415308"," 0.5707017"
"M661.142T919.275","-0.4238498","-0.6954829"," 0.1022299"," 0.1035726"," 0.9135302"
"M409.075T617.585","-0.5347610","-0.2561357","-0.3078858"," 0.5743132"," 0.5244694"
"M402.187T763.436","-0.3233635","-0.7157470"," 0.1107916"," 0.3395775"," 0.5887414"
"M426.882T91.046","-0.2937031","-0.2744984","-0.1134237"," 0.4084021"," 0.2732232"
"M1015.483T980.936"," 0.09434038","-1.33622474"," 0.23412132"," 0.53668029"," 0.47108275"
"M545.846T78.22","-0.6492092","-0.1003651","-0.1128141"," 0.3528534"," 0.5095350"
"M365.528T823.98"," 0.003214629","-1.074081964","-0.063046526"," 0.634673683"," 0.499240176"
"M937.388T970.431","-0.06477468","-0.76082477"," 0.05389057"," 0.46789765"," 0.30381123"
"M942.309T937.647","-0.2861000","-0.9704638"," 0.2660202"," 0.5238377"," 0.4667059"
"M408.906T66.13","-0.3809320"," 0.1272704","-0.1654187","-0.1339168"," 0.5529970"
"M333.191T983.058","-1.05882344","-0.09168985","-0.05740143"," 0.67078436"," 0.53713036"
"M365.136T768.138","-0.57676554","-0.04408231"," 0.07776689"," 0.35385101"," 0.18922995"
"M461.152T871.999","-0.27953613","-0.49395892","-0.04297074"," 0.52221959"," 0.29424619"
"M481.183T807.444","-0.3276816","-0.7349077"," 0.1942054"," 0.2745058"," 0.5938781"
"M405.177T839.252","-0.588229313","-0.236069792"," 0.006985257"," 0.384360427"," 0.432953420"
"M1204.491T868.846","-0.50782780","-0.52525041"," 0.04802047"," 0.54163463"," 0.44342312"
"M333.041T419.397","-0.77248649","-0.01795034","-0.47869588"," 0.87394851"," 0.39518420"
"M367.103T818.837","-0.09358973","-0.69239056","-0.45073581"," 0.56309213"," 0.67362397"
"M601.172T845.875","-0.4763080","-0.3635124"," 0.1273295"," 0.1536503"," 0.5588406"
