"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21"
"M845.84T13.55",0.022617,0.016054,-0.020678,-0.022997,0.040578,-0.028861,-0.00071707,-0.028254,0.042875,-0.011373,-0.010128,-0.036536,-0.025146,-0.032723,0.013705,0.060391,0.0086705,-0.039759,-0.0086951,-0.007612,-0.00019622
"M848.83T17.56",0.039555,-0.0087767,-0.009416,-0.057769,-0.00065775,0.0034077,0.029232,-0.0043101,-0.00030602,0.010537,0.010553,-0.049727,0.0057503,-0.0012964,-0.030066,0.019149,-0.010679,0.02579,-0.024925,-0.0020361,-0.0013009
"M850.82T18.56",0.035497,-0.026145,-0.019665,-0.004303,-0.0027224,0.0087519,-0.037064,-0.04478,0.063114,-0.0014518,0.011887,0.0064792,0.01492,0.0069247,-0.01493,0.024938,-0.0085997,-0.027256,0.013061,-5.6819e-05,0.001249
"M853.82T17.56",0.055949,-0.01296,0.0044167,-0.014356,0.0085351,-0.0019671,0.017497,0.0011492,0.015071,-0.014557,-0.014624,-0.013689,-0.033669,-0.0082735,0.017998,0.0082717,-0.024938,0.017585,-0.028739,-0.0098852,0.0063711
"M853.83T11.54",-0.012614,0.0070919,-0.010492,-0.059475,-0.0151,0.017101,-0.03325,0.028898,0.012601,0.0074984,-0.0064138,0.073166,-0.0019121,0.025936,-0.0036026,0.025162,-0.015802,-0.018997,-0.0056752,0.001342,-0.0036724
"M854.18T12.55",-0.026155,-0.0010127,-0.058608,0.0052695,-0.0052897,0.019423,-0.00054753,0.018118,0.0022544,0.0092348,-0.013515,0.016461,-0.033227,-0.00089017,0.04285,0.027526,0.0012285,0.066901,0.030527,-0.0036588,0.0068258
"M854.81T18.56",0.038021,-0.027524,-0.0084295,0.015304,0.017968,0.0087923,-0.023584,-0.015387,0.048955,-0.016246,-0.038799,0.003063,-0.0052424,0.016774,0.005729,-0.0035207,-0.0085019,-0.026651,0.014653,-0.0022425,0.0018312
"M854.82T11.54",-0.025106,-0.0026044,-0.032357,-0.056183,-0.0088117,0.032662,-0.037154,0.031661,0.0094391,-0.035864,-0.014751,-0.0099555,-0.021177,-0.03265,0.025989,-0.013403,0.018502,-0.00047671,0.00075415,-0.013202,-0.0029187
"M855.5T14.55",0.020888,-0.020253,0.036771,-0.048922,0.01759,-0.045622,-0.026015,0.038303,0.027132,0.015672,0.0085579,-0.020656,0.043169,-0.049195,0.042016,0.024731,0.031251,0.011031,-0.042375,-0.0052293,-0.0018839
"M858.82T17.95",0.045451,-0.0032976,-0.031857,-0.0089575,0.038085,-0.0086704,-0.026162,-0.020925,0.016162,-0.031013,0.02031,-0.016377,0.0076655,0.016912,-0.026178,-0.031535,-0.017718,0.013269,-0.020874,0.0021822,-0.0092439
"M859.28T831.48",-0.051977,-0.067052,-0.038566,-0.011772,0.049346,-0.08915,0.041366,0.0038136,0.0052877,0.084836,-0.029543,0.012625,-0.021676,0.037984,-0.013002,-0.00079691,0.014293,0.0049201,-0.024338,0.025494,-0.016721
"M859.82T18.56",0.023987,-0.035039,-0.021177,0.057526,-0.0049159,-0.02379,0.0089605,-0.0081866,0.036965,-0.0044335,0.0057577,0.0034514,0.040593,0.037234,0.0030777,0.023985,0.010508,-0.036442,0.059634,0.010277,-0.005404
"M862.83T12.55",-0.012883,0.0087616,-0.015369,-0.024409,0.014677,0.0063831,-0.0094205,-0.028335,0.015173,0.064069,-0.022549,0.017627,0.034036,0.018935,-0.029439,-0.055778,0.022267,0.044519,-0.024793,0.0040979,-0.0011334
"M863.83T12.55",-0.00097627,-0.0016717,0.051507,-0.043312,-0.0036322,0.014897,-0.0014049,-0.016954,0.0016505,0.0052073,-7.6539e-05,0.058571,-0.01217,-0.0070988,0.028986,0.046234,0.049962,0.038326,-0.018708,0.0012852,0.0028312
"M865.33T17.56",0.034478,-0.018842,0.022287,-0.024126,0.01896,0.044696,0.053268,0.021821,0.0047223,0.018949,-0.016934,-0.036775,-0.018893,0.0089701,-0.011237,0.0030882,-0.016184,0.023292,-0.00025548,0.00068755,0.00011014
"M867.82T17.56",0.016899,-0.050434,-0.013683,0.012441,-0.0069059,0.010526,-0.046677,0.017667,-0.018731,0.018981,-0.026982,-0.002556,-0.033021,-0.033768,-0.012373,0.053713,0.035335,0.078916,0.025828,-0.0062612,0.0095548
"M868.81T18.56",0.034688,-0.033988,-0.0011802,-0.034572,0.0037092,0.0071103,0.012823,-0.038328,0.0049606,0.013113,0.0088312,0.021995,0.0227,-0.01028,0.0011708,-0.0034912,-0.037237,0.016484,0.008182,-0.0038114,0.0030824
"M868.82T11.54",-0.024491,0.0016559,-0.052009,-0.039276,-0.035337,0.035141,-0.0097718,-0.0065038,-0.017166,0.0037602,0.024803,-0.026065,0.01504,0.016038,-0.0026677,0.00096361,-0.023482,-0.0022132,-0.033214,-0.0049335,0.0037478
"M869.82T17.56",0.041807,-0.014579,-0.019055,-0.018711,0.0041251,0.0096781,0.038291,-0.005848,0.017164,0.01216,-0.038399,7.755e-05,-0.019463,0.0027897,-0.017886,-0.012849,-0.078462,-0.0056327,-0.01316,-0.00084113,0.0013662
"M871.17T13.55",-0.01082,0.0092022,-0.0049313,-0.010546,0.036985,-0.010703,-0.00033573,0.0029851,-0.013151,0.0090145,-0.046487,0.032672,0.00066984,0.040042,0.0075322,0.017767,0.0071216,-0.043719,0.0079653,0.0079863,-0.009181
"M871.49T17.56",0.039382,-0.011953,0.0079694,-0.0064678,0.049942,0.020484,0.0024264,-0.070021,-0.01668,0.021671,0.026597,0.00097622,0.012053,-0.014295,-0.016824,0.085858,0.041243,-0.041428,0.0074413,-0.0037707,-0.0018938
"M871.83T16.56",0.041666,-0.040959,-0.010836,0.043963,-0.036802,-0.027019,-0.00084658,0.047936,-0.035862,0.0054178,-0.020072,-0.017782,-0.022398,0.012448,0.02013,0.0084084,0.010388,0.020625,0.010547,0.0091109,-0.0097587
"M872.16T17.4",0.027749,-0.012041,-0.040004,0.0057607,0.067808,0.033224,-0.032528,0.0097008,0.025552,0.029417,-0.0073243,-0.026625,0.0013715,0.019484,0.019349,0.035597,-0.0016409,-0.021551,0.036439,0.00019767,-0.0027506
"M875.32T17.56",0.049121,-0.0089742,0.0014614,-0.0054997,0.048071,0.010341,-0.040652,-0.051979,0.023709,-0.027709,0.0062607,0.0039711,0.033717,0.015148,0.0030361,-0.0024068,0.037194,0.0013578,0.036559,-0.0043101,-0.0064264
"M875.82T12.55",-0.021727,0.010917,-0.030744,-0.062917,-0.024161,0.033398,-0.037898,0.0071256,0.037796,-0.019726,-0.025911,-0.0121,-0.024298,0.024617,-0.022926,0.015909,-0.024137,-0.005221,-0.017273,0.00488,0.0056141
"M876.83T17.56",0.060981,-0.011147,-0.0023309,-0.023296,0.0093406,-0.0039075,0.0084723,0.0004568,0.003442,0.013236,-0.0037792,-0.0024982,-0.0036356,-0.00572,-0.013133,0.002583,0.012185,-0.0077397,-0.019642,0.0026032,-0.0022513
"M876.84T12.55",-0.027042,0.0034616,0.0032865,-0.042039,-0.011827,0.026977,0.005377,0.0014206,0.00089384,-0.0010917,0.0069112,-0.0097967,-0.011599,0.014791,-0.0028711,0.00028684,0.0092394,-0.026739,-0.016605,0.0011306,0.00045535
"M877.83T17.56",0.058607,-0.0013484,0.00050277,-0.017932,-0.00012539,-0.0068431,0.013546,0.0080589,0.011987,-0.0016018,0.00015599,-0.010482,0.014935,-0.015652,-0.009936,0.0052875,0.01337,0.0050754,-0.015309,0.0018558,-0.0049168
"M878.83T17.55",0.041077,-0.023171,-0.00757,0.027992,0.054936,0.045098,-0.031985,0.026476,0.032103,0.0028015,0.019767,-0.0096607,0.00093395,0.0086098,0.012309,-0.019642,0.0086853,0.051178,-0.028308,-0.0043469,0.0016497
"M879.16T16.55",0.01143,0.0074785,0.0073124,-0.034271,0.020546,-0.050195,-0.0082654,0.0089872,0.015527,0.0086971,-0.01965,-0.061225,0.060392,0.098575,0.01154,-0.036345,-0.01422,0.032282,0.0019362,0.0065382,-0.0093911
"M881.82T17.56",0.05638,-0.020877,-0.0061694,0.015318,0.0051547,-0.010762,0.021334,-0.018136,-0.039023,0.0088935,-0.027379,-0.025074,0.0023964,-0.029776,0.0053116,-0.011963,0.038221,-0.0017368,0.015777,0.0016093,0.0038401
"M882.81T18.56",0.041037,-0.018549,0.044696,-0.025751,0.0073018,0.02449,0.031115,0.04688,-0.014384,0.0065011,-0.010738,-0.033388,0.020335,-0.0065337,0.0093171,0.01938,-0.0058018,0.02734,0.020575,-0.004778,-0.0030159
"M883.82T18.31",0.023665,-0.056836,-0.0040236,-0.017264,-0.052572,-0.018653,0.023521,-0.042286,-0.015083,-0.025373,-0.015162,0.020331,0.021848,0.011321,0.060311,0.029063,0.0032597,0.0028312,-0.0020847,-0.0041104,0.0010146
"M887.34T13.55",-0.0011247,-0.01075,-0.027883,-0.013025,-0.018192,0.00024643,-0.005428,0.015273,0.0088557,-0.037293,0.015167,0.0020465,-0.075485,0.013305,0.070574,-0.000224,-0.021592,-0.015154,0.002855,-0.0074538,0.0031931
"M888.32T17.56",0.047539,-0.014227,0.02347,0.001387,0.042097,-0.0062345,-1.5964e-05,-0.037208,0.019867,-0.012301,-0.013079,-0.012785,-0.018345,-0.0034184,-0.011257,0.028223,-0.032466,0.0037798,0.0062633,-0.0014424,0.0083231
"M888.82T18.56",0.042414,-0.01764,0.0061432,0.0048323,0.044572,0.033126,-0.0097373,0.010953,0.034026,-0.00072446,0.0035174,0.017084,-0.019598,0.028841,-0.00033403,0.019527,0.023807,0.031781,0.00071236,-0.0010199,-0.0028327
"M889.48T18.56",0.01305,-0.069326,-0.0035938,0.010761,0.00092583,0.065386,-0.031053,-0.015276,-0.048701,0.0068781,-0.02865,0.0042245,-0.018285,0.00015614,0.003484,0.033602,0.020261,-0.038809,0.025665,-0.0019256,-3.3504e-05
"M891.83T12.55",-0.011485,-0.014667,0.0098718,-0.059309,-0.020725,-0.025562,0.024652,-0.074855,0.028781,0.0076413,0.018092,0.0119,-0.0080733,-0.0061881,0.020069,-0.030115,-0.018257,-0.01908,0.0030781,0.0015363,-0.00019808
"M894.16T16.98",0.037751,-1.1145e-05,-0.010818,0.0093258,0.0080372,-0.0017514,0.022682,0.04429,-0.00891,0.078115,-0.0066056,-0.025639,0.010195,-0.0086903,-0.080569,0.029392,-0.0043631,-0.01456,-0.040718,0.0084908,-0.0038652
"M895.82T17.56",0.046787,-0.01659,-0.0049902,-0.038121,-0.0012578,0.037054,0.037332,-0.022101,-0.023866,0.016143,0.018753,-0.021879,-0.016657,-0.027734,0.029055,-0.018447,0.033149,-0.031538,-0.0081176,-0.011535,0.0065671
"M895.82T11.55",-0.016254,-0.0031609,-0.00048924,-0.046685,0.0044965,0.027706,0.0014718,0.033459,0.0014709,0.0060001,-0.026238,0.021889,-0.015865,-0.035487,0.032161,0.012786,0.0028076,0.029424,-0.040308,-0.0014873,-0.0015345
"M896.32T17.56",0.033657,0.0030587,0.020412,-0.027173,0.053411,0.030092,0.015671,-0.043448,-0.015072,-0.035492,0.020147,0.022088,0.021415,-0.042221,0.01615,-0.0088784,0.026806,0.00040458,-0.032061,-0.010444,-0.00045155
"M896.81T18.35",0.041021,-0.013575,-0.026006,-0.024893,-0.018832,0.039514,0.036967,-0.030205,-0.023917,0.022905,-0.0027413,-0.016126,0.021596,0.013084,-0.020604,-0.0056377,0.020726,-0.014182,-0.016757,-0.003842,0.0063838
"M896.82T11.73",-0.026013,0.0078077,-0.029664,-0.037723,-0.028995,0.059524,-0.012517,0.009184,0.055789,-0.031765,-0.014298,0.029883,0.041871,-0.016769,-0.013232,-0.0095079,0.0036189,-0.010143,0.0075564,-0.001839,0.0075158
"M897.82T12.55",-0.022944,0.01345,0.011395,-0.039005,-0.016295,0.035083,0.0042813,0.013325,0.024484,0.012799,-0.036665,0.020346,-0.045929,-0.014124,-0.052517,0.0068724,-0.0065501,-0.013316,0.0076646,0.0044953,0.0029624
"M899.33T17.55",0.052363,-0.0080327,-0.0038071,-0.027814,-0.012398,0.027725,0.042824,-0.011188,-0.026783,-0.01822,-0.013855,-0.017796,0.014846,0.0030375,-0.0022502,0.022534,0.018001,0.015592,0.016763,-0.0054275,0.0035767
"M899.49T17.56",0.040622,-0.035628,0.0003105,0.034973,-0.046128,-0.000982,0.0001188,0.052154,0.0040883,-0.0017654,-0.029287,-0.0022121,-0.0028412,-0.018005,0.022114,-0.019035,0.016615,-0.016583,0.030202,-0.0018526,0.0044226
"M899.82T17.56",0.010609,-0.024816,-0.015951,0.044534,0.01225,-0.015546,-0.038113,0.01954,0.055113,-0.03236,0.017912,-0.0083307,-0.010504,-0.027523,-0.01893,-0.039051,0.046827,-0.058933,-0.004457,-0.001064,-0.00097478
"M899.83T12.55",-0.023575,-0.012045,0.038077,-0.047908,-0.020526,0.02942,0.0051992,0.0024163,0.011131,0.00080078,-0.031494,0.012757,-0.049158,0.010935,0.0031517,-0.016311,-0.016143,0.0047993,0.0055845,-0.00096838,0.0030741
"M900.82T12.55",-0.028593,0.010178,-0.026712,-0.038053,-0.012347,0.010373,0.026613,-0.025192,0.0074537,0.068123,-0.02743,-0.031143,-0.028474,-0.039712,-0.057678,-0.0023303,0.01151,0.0455,0.040228,-0.0011592,-0.0022371
"M901.82T12.55",0.00069774,0.02828,-0.044944,-0.037625,-0.010086,0.035846,0.058214,0.047842,0.0061171,0.035949,0.057547,-0.049525,0.038921,-0.015415,-0.037862,-0.010058,-0.015974,-0.0028016,0.027154,0.0041723,0.0060609
"M901.82T17.55",0.031992,-0.036479,-0.0054425,-0.024641,-0.019161,-0.0084889,-0.036029,-0.060571,-0.039373,-0.017276,-0.009725,0.03458,-0.046058,0.020515,0.021675,-0.0073858,-0.0038232,0.028377,0.026857,-0.003204,1.3976e-05
"M902.16T16.56",0.034335,-0.013645,-0.013518,0.039859,0.091666,-0.0070868,-0.04458,-0.010137,0.0087674,-0.038629,0.0069299,-0.016064,0.023225,0.035776,0.0049558,0.0086292,0.014507,0.012017,-0.001517,-0.0057422,-0.0041686
"M902.81T18.56",0.032897,-0.0058355,-0.042055,-0.01543,0.040724,-0.012847,0.011699,-0.028825,0.050384,-0.02985,0.017683,0.02682,0.013559,0.015475,-0.033148,-0.02587,0.017907,-0.0016647,-0.01045,0.0023592,-0.0024113
"M902.82T11.55",-0.023732,-0.0046725,-0.042412,-0.021389,-0.0416,0.045428,-0.0028788,-0.0046575,0.0025994,-0.0042717,-0.0024358,-0.0015045,0.01492,-0.018859,0.0076849,-0.00369,-0.0036979,-0.02974,-0.011424,-0.0026231,0.00041019
"M903.48T13.45",-0.0080516,-0.027312,-0.076148,-0.040253,0.010346,-0.039597,-0.014914,0.011078,-0.029267,0.030527,-0.010609,0.010793,-0.014293,-0.052121,-0.0024005,0.039518,0.022799,-0.020294,0.0031197,0.00096518,0.0025316
"M906.16T14.49",0.0049414,0.0072139,-0.018437,-0.0087731,0.006345,-0.028227,0.010963,0.021278,-0.0065995,-0.021722,-0.088344,-0.015703,0.0051401,0.0046089,-0.0045513,-0.099867,-0.0018464,0.017302,0.071701,0.00076329,0.0026171
"M906.33T13.55",0.0031921,0.0049165,-0.0028582,0.013781,0.026883,-0.045346,0.062654,0.0042073,0.00032431,-0.0049361,-0.092268,0.011155,-0.0028479,-0.022363,0.037917,-0.020712,-0.035868,-0.024992,0.02868,-0.00049869,0.00077257
"M908.49T16.55",0.0021948,-0.0048364,0.02781,-0.026042,0.005385,-0.016614,-0.029613,0.025224,-0.027079,0.012218,0.036134,-0.019428,-0.024879,-0.033108,-0.010562,-0.052858,0.023349,0.024537,0.068327,-0.0017435,0.0033023
"M908.82T17.56",0.012579,-0.069859,0.024233,-0.014916,-0.0066129,0.011983,-0.026238,0.024211,0.0041352,-0.0040634,0.0015826,-0.010551,-0.013653,0.047426,-0.0099123,0.011143,0.025989,-0.014076,0.020275,-4.8862e-06,-0.0020968
"M909.31T17.56",0.026834,-0.010951,-0.04847,0.0061507,0.057149,-0.036707,-0.0043712,-0.032591,-0.010107,-0.048457,0.0051711,0.025462,-0.0036177,0.029043,-0.068738,0.01344,0.0094997,0.023023,0.021242,-0.0032981,-0.0047549
"M909.82T12.55",-0.022089,-0.00081775,-0.016735,-0.03342,0.020542,0.018688,-0.02269,0.0090094,-0.0077215,0.01966,0.0032067,-0.026682,-0.059857,0.025665,-0.0046968,-0.022945,-0.0046541,-0.057289,-0.010379,-0.001142,-0.0014412
"M909.82T17.56",0.063372,0.00051267,-0.009066,-0.014611,0.0018411,-0.010361,0.0095651,-0.0083429,0.0046321,0.0061132,-0.011528,0.016344,0.02792,0.0052163,0.016393,-0.002005,0.0055858,0.010279,-0.013088,-0.0016142,0.0036617
"M910.15T17.55",0.045394,-0.0077558,-0.022118,7.1335e-05,0.024129,-0.023291,0.042269,0.077815,0.0021291,0.0013873,0.011274,0.018297,-0.05392,0.031694,0.0077811,0.0067136,-0.0080516,0.0015176,-0.0037237,0.0016688,0.0054818
"M910.8T18.56",0.053747,-0.014291,-0.03056,0.00023183,-0.0079652,0.028045,0.0071749,0.001742,0.020178,0.0085235,0.012207,0.0025547,-0.0091502,-0.0028626,0.0017598,-0.017286,-0.0073786,-0.020142,-0.018387,-0.0017819,-0.00078427
"M910.81T11.54",-0.022963,0.0078349,-0.0058782,-0.026799,-0.014625,0.031286,0.0092438,0.028658,0.0012164,0.0089358,-0.026229,-0.014469,-0.05507,0.0008553,-0.017422,0.031854,-0.023221,-0.0080169,0.05393,0.0010641,0.0019829
"M911.48T17.56",0.014424,-0.01765,-0.044045,0.0040932,-0.059891,0.016993,0.055002,0.035625,-0.021564,-0.0089634,-0.01906,-0.036694,0.022704,0.0073222,0.041711,-0.038397,-0.013547,0.025521,-0.041739,-0.0023051,0.011741
"M911.81T18.56",0.036654,-0.014859,-0.0092922,-0.014359,0.00053299,0.063762,0.021759,0.034853,-0.0167,0.035261,-0.022765,0.0068373,-0.020192,-0.020074,0.042046,-0.023731,-0.017553,-0.0066781,0.0088623,-0.0010239,0.003287
"M911.82T11.54",-0.020226,0.00543,0.026456,-0.056721,4.8738e-05,-0.00062343,0.017803,0.026449,0.019635,-0.00073224,-0.0070778,0.0059976,-0.0088296,-0.015342,-0.0067268,-0.010039,-0.0066707,-0.030427,0.039815,0.004954,0.0013194
"M913.49T13.02",-0.013025,-0.010407,-0.038733,-0.059182,-0.016846,-0.036908,0.029441,-0.059529,0.022117,-0.0067887,0.018649,-0.0038627,0.040737,0.010053,0.051157,0.072648,-0.031095,0.0037943,-0.050423,-0.0022832,-0.0090022
"M917.15T16.56",0.044245,-0.014303,-0.003639,-0.0054305,0.047139,-0.01232,0.0015109,-0.043861,-0.0090393,-0.026005,-0.015389,0.0051593,0.010811,-0.050929,0.022832,-0.011754,-0.026973,0.0091715,0.017794,-0.0025725,-0.00089146
"M917.8T18.15",0.035287,-0.033077,-0.012467,-0.028659,0.0035773,0.051906,0.035863,0.027859,-0.0059736,0.0016276,-0.018037,-0.0087353,0.022736,-0.0070175,0.013593,0.033304,0.03487,0.050988,0.025603,-0.0040091,0.0064629
"M918.81T18.56",0.045756,-0.02091,-0.033275,-0.0060342,0.023967,0.02002,-0.00043119,-0.041706,0.018002,0.010372,-0.012355,0.015433,0.02106,0.0072232,0.0092356,0.0015529,-0.029128,0.016976,0.0015943,-0.0055463,0.0025888
"M921.33T13.55",0.0087953,-0.0075648,-0.021728,-0.070536,0.016822,-0.02258,-0.05034,0.034242,-0.0031966,0.012721,-0.030042,-0.0023952,0.015476,-0.02901,-0.021628,0.0025714,-0.017214,-0.033451,-0.001232,0.0014684,-0.009415
"M921.82T11.73",-0.025388,0.0024703,0.011814,-0.041733,-0.023654,0.032938,0.01147,0.016167,0.024186,0.00041425,0.0055218,0.042701,0.0056765,-0.019844,0.0030212,-0.035323,0.020957,-0.032085,0.00013978,0.0020958,0.00051868
"M922.15T17.56",-0.00057379,-0.047444,0.010968,0.025773,0.02421,0.016853,-0.010002,-0.012124,-0.056121,-0.023216,-0.025016,-0.005835,0.0033653,0.0261,0.030115,0.054274,0.012058,0.01341,0.02781,-0.0063015,0.0029841
"M922.32T11.54",-0.0086187,0.01567,0.018541,-0.054191,-0.01108,-0.0030655,0.043519,-0.012548,0.0010965,0.017816,0.0065459,-0.021571,-0.015341,0.0080729,-0.024656,0.040636,0.047092,-0.052304,-0.019013,0.00824,5.8693e-05
"M922.8T18.56",0.0073814,-0.041501,0.0040407,0.019904,0.016404,0.021349,-0.013588,-0.0078567,-0.0068443,0.015337,0.014322,0.0087752,-0.0083621,-0.027303,-0.024684,-0.032927,0.024799,0.061645,0.004893,0.0025964,0.002075
"M922.81T11.54",-0.031134,0.0032771,-0.034454,-0.064052,-0.030466,0.019572,-0.027626,0.0095326,-0.0036611,0.0097014,-0.049918,0.0098246,0.0043528,-0.0027733,0.00044821,0.0034843,0.038654,-0.035805,0.035192,-0.00099422,-0.0030121
"M923.82T13.52",-0.00649,-0.015474,0.021642,-0.044027,-0.0035595,-0.024966,-0.0056216,0.037571,-0.0069133,0.0066281,0.083154,0.013389,-0.048411,-0.060823,0.051473,0.029987,-0.028073,0.0091745,0.047513,-0.0016433,0.0055418
"M924.81T18.55",0.056891,-0.024406,0.0019147,-0.01847,0.0049791,0.013283,0.018625,-0.011489,0.016641,0.020348,-0.0078832,-0.011203,0.0056215,-0.025316,0.0097079,-0.014702,-0.0017774,-0.0050752,-0.0052479,-0.003404,0.0038106
"M925.81T17.56",0.055465,-0.0046123,0.012281,-0.015175,0.011588,-0.030309,0.032347,-0.004331,0.0017567,-0.0013206,-0.024035,-0.0022503,0.017104,0.030901,-0.010414,0.021215,0.049742,0.016744,-7.3926e-05,0.0050658,-0.0039615
"M925.82T12.55",-0.021069,0.0048028,0.0083265,-0.048598,-0.038074,0.050093,-0.012315,0.0031299,0.0040473,-0.019182,0.02262,0.0040831,0.013232,-0.038841,-0.013245,-0.040144,0.0070917,0.021474,-0.009818,-0.0067299,0.010375
"M926.49T14.05",-0.020288,-0.0062321,-0.053855,0.0012095,-0.0089461,0.014884,-0.026009,0.0076581,0.012283,0.011391,0.010122,0.0049886,-0.039646,0.033555,0.03162,-0.0043776,-0.026737,0.029536,-0.059345,-0.0030073,-0.0073125
"M926.81T18.56",0.039653,-0.0054686,0.027629,-0.028945,0.022514,0.029443,0.049232,0.0541,-0.0065217,-0.026088,-0.043861,-0.0011743,0.027083,-0.0073302,-0.0080155,-0.033569,0.025305,0.030278,0.0067814,-0.004475,0.0092372
"M927.48T16.56",0.0053924,-0.0074738,-0.078172,-0.041215,0.0075534,-0.030969,-0.017575,-0.0049947,-0.00077972,-0.0059462,-0.019378,-0.030861,0.11518,0.028642,0.040366,0.045463,0.047611,-0.010245,0.018553,0.0026941,-0.0083149
"M927.81T18.56",0.035131,-0.016389,-0.012703,-0.039742,0.0041261,0.026246,0.023123,0.044378,-0.035863,0.041807,-0.0011018,-0.012599,0.025406,-0.0020593,0.029984,0.037292,0.046098,0.046887,0.044531,-0.0032431,0.0034626
"M928.81T17.56",0.015746,-0.0024099,-0.065879,-0.023743,-0.05143,-0.048396,0.011104,0.025718,0.067738,-0.0443,0.014985,0.0041512,-0.012143,0.044205,-0.027384,-0.015065,-0.015459,0.0123,0.039755,-0.0020043,-0.0046813
"M929.16T14.49",-0.0078497,0.0011646,-0.029559,-0.032602,0.0060104,-0.0090014,-0.011918,0.0082017,-0.0075645,-0.022534,0.021701,-0.0028764,0.016555,-0.046296,-0.0032439,0.055822,0.042324,-0.041283,0.012118,-0.0060225,-0.003279
"M931.15T16.07",0.024486,-0.0073815,-0.008066,-0.063195,0.015744,-0.0035914,-0.043616,0.039782,-0.0044366,-0.032874,-0.0014297,0.07902,-0.047721,0.023254,0.036679,0.031677,0.004385,-0.02599,0.015807,-0.0080139,-0.0011598
"M931.15T13.54",9.253e-05,0.015463,0.048008,-0.051303,0.011635,-0.015654,0.036421,0.00021655,0.0083582,0.05546,0.02184,0.0063171,0.0038505,-0.011899,0.004299,0.002936,-0.0086736,-0.014245,0.049822,-0.001951,-0.001877
"M931.82T12.55",0.0013145,-0.017228,0.027374,0.009348,0.020779,-0.049451,-0.0095151,0.019539,-0.088486,-0.033811,0.0080226,-0.0087385,0.014122,-0.0055382,0.045224,-0.012411,0.023582,-0.037479,0.040246,-0.004757,-0.010061
"M933.32T17.56",0.018379,-0.015493,0.031146,-0.0078847,0.035621,0.078779,0.0088072,0.0099626,-0.01086,0.0045188,-0.029629,0.039353,-0.040761,-0.021138,-0.057657,0.03639,0.027498,0.0060704,0.0097143,-0.0022584,0.0073438
"M933.32T12.54",-0.0051871,0.0046414,0.019116,-0.056862,-0.0032705,-0.010287,-0.01014,-0.0013558,-0.0023065,0.068443,0.020547,-0.02858,0.016105,0.023233,0.013597,0.010372,-0.016873,0.012825,0.017876,0.0029323,1.5752e-05
"M933.83T12.55",-0.023797,0.0010079,0.030043,-0.029936,-0.029879,0.017212,-0.0032037,0.019797,0.02,-0.011906,-0.0083143,-0.032898,-0.02281,0.038004,0.0037361,-0.016892,0.00049304,0.011097,-0.016686,0.0025432,0.0018803
"M934.15T16.56",0.0094542,0.020227,0.013944,-0.03625,-0.0094657,0.046363,0.027575,-0.020886,0.05105,0.0061447,-0.0063339,-0.063329,-0.016735,-0.019005,-0.02926,0.0062406,0.07228,0.029283,0.02641,0.0035063,0.0037166
"M934.8T18.56",0.023252,0.0024211,0.0090271,0.00059443,-0.039888,-0.046639,0.027256,0.078743,0.039731,-0.028672,0.017369,0.016827,0.020771,0.0059776,-0.039817,0.01792,0.00074794,0.0031666,0.0088578,0.0037576,0.00099233
"M935.81T17.56",0.012989,-0.056744,-0.022081,0.026253,-0.021122,0.030406,-0.032815,-0.0081922,-0.010615,-0.041437,-0.02774,0.022149,-0.029463,0.003399,0.0057354,-0.029562,-0.0067288,-0.03116,0.034741,-0.0018532,0.011213
"M936.15T17.56",0.027891,-0.022093,-0.033346,0.016944,-0.053972,-0.0077176,-0.027092,0.071436,-0.016476,0.037054,0.02967,-0.033413,-0.0075637,-0.034552,0.045872,0.0052235,0.0074412,0.02471,-0.022657,0.0019806,-0.0032261
"M936.8T18.56",0.036851,-0.027232,-0.0257,-0.0095283,-0.047977,-0.030817,0.01394,0.0094695,0.022544,-0.043311,0.02734,0.042849,0.015017,-0.0023655,0.0045055,0.0087379,-0.019939,0.027246,-0.014645,-0.0045321,0.0011284
"M936.81T11.55",-0.02537,-0.0060486,-0.052985,-0.031425,-0.029627,0.05912,-0.010772,-0.0076417,0.022406,0.015183,0.010505,-0.034354,-0.026314,0.018125,0.021065,0.0074827,-0.0016862,-0.062938,0.019332,-0.015377,-0.010911
"M937.81T17.56",0.014084,-0.0030306,-0.073909,-0.002222,0.053499,-0.037558,0.035006,-0.010274,0.049724,-0.039957,0.0069303,-0.021038,0.019808,-0.0019448,-0.054874,0.012601,-0.026131,-0.0063312,0.0097132,0.010414,0.0020617
"M937.81T12.55",-0.026295,0.00229,-0.051152,-0.03107,-0.037755,0.049835,0.0042234,0.022507,0.017853,-0.0019563,0.010441,0.065589,0.040194,-0.0071125,0.0065257,-0.0019101,0.034077,0.025863,0.026816,0.0032561,0.0032394
"M938.31T16.56",-0.0034352,0.008323,-0.033754,0.024534,0.024028,-0.0064797,-0.0020227,-0.035448,0.033216,-0.046562,-0.025948,-0.045237,-0.028046,0.032444,0.024861,0.027007,0.029803,0.032163,0.082898,0.0032141,-0.0018546
