"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21"
"M1085.78T17.56",0.039904,-0.029514,-0.017382,-0.014104,-0.0033367,0.080196,0.050916,0.033972,-0.024447,0.027026,0.019406,-0.023642,-0.011321,0.019675,0.02426,0.022829,-0.0010604,0.031114,0.029585,-0.00065916,0.006831
"M1086.11T17.56",0.033408,-0.025884,-0.00013476,-0.040718,0.023741,0.016964,-0.004538,0.044941,-0.046585,0.038741,-0.0074574,-0.071738,-0.028994,-0.070944,0.015935,0.060634,-0.03549,0.0083533,-0.059493,-0.011709,-0.00095532
"M1086.78T17.55",0.052751,-0.01621,-0.034388,0.0050886,-0.0066501,0.0037091,0.051408,-0.0058747,0.013188,0.0041046,0.028249,0.0046155,0.025981,0.006867,-0.03187,-0.023627,-0.031415,0.031362,0.054582,-0.00067599,0.006313
"M1087.79T12.55",-0.02172,0.0089683,0.034794,-0.005771,-0.0077053,0.025057,0.040015,-0.0029514,0.041587,-0.0018266,-0.01755,0.027271,-0.0026106,-0.024937,0.029715,0.0020154,-0.06627,0.0055934,0.03433,-0.0013981,0.010138
"M1087.78T17.47",0.025006,0.0033122,-0.077509,0.014938,0.041043,-0.044049,0.044112,0.093942,-0.022841,-0.034423,0.0078811,0.0010195,0.020021,-0.0060671,-0.0054355,0.013854,-0.017457,-0.022771,0.0025686,0.00045149,-0.010226
"M1090.11T16.95",0.033206,-0.033332,0.018679,0.04824,0.014234,-0.024351,-0.036351,0.017025,0.04408,0.0078321,-0.0088578,0.0095492,0.020298,-0.01641,0.024767,0.018707,-0.023505,0.0034163,-0.023484,0.0017543,-0.0018706
"M1091.45T17.56",0.039928,-0.005669,0.030363,-0.025673,0.03557,0.023073,-0.0047239,-0.061104,-0.013704,-0.00056177,0.030752,0.022914,0.013582,-0.035449,-0.023066,0.019378,-0.057246,0.0094148,0.024173,-0.00018497,0.012534
"M1092.12T17.56",0.033554,-0.012976,-0.029057,0.017145,0.055615,0.052313,0.027008,-0.010295,0.00029406,-0.034532,-0.01042,-0.01162,0.021253,0.0004845,-0.030979,0.0033875,-0.0004058,-0.012011,0.0045059,-0.0092224,0.0050186
"M1092.28T17.56",0.045721,-0.0065299,0.023782,0.0039391,0.012963,0.047697,0.040658,0.044018,-0.034638,0.027351,-0.010215,0.0076069,0.046728,-0.021701,0.037124,0.010592,-0.017479,-0.064431,0.006574,-0.010122,0.0048814
"M1092.79T12.55",-0.019611,-0.014673,-0.0089518,-0.031713,-0.027416,0.0606,0.005126,-0.010015,0.028119,0.031393,-0.0071744,-0.021293,-0.037979,0.032678,0.021674,-0.0031738,-0.012313,-0.037258,0.03181,0.010148,0.0026454
"M1092.78T17.56",0.05812,0.0047582,0.01701,-0.012856,0.008828,-0.015206,0.03135,0.021244,0.00011316,-0.034937,0.01548,0.039884,-0.014221,-0.0074401,-0.03337,0.014441,-0.021533,-0.011261,-0.017895,-0.0061243,0.0010178
"M1093.44T17.56",0.020936,-0.058219,0.015647,0.0090687,-0.0053451,0.032663,-0.043107,-0.016333,-0.0077249,-0.0057274,0.061124,0.02355,0.015682,0.01638,0.0083128,0.010205,0.038959,-0.018639,-0.069249,-0.0028357,-0.0033531
"M1094.04T13.55",-0.001877,-0.035355,0.0091764,-0.047497,0.030928,0.012937,0.046045,7.4428e-05,-0.028793,-0.020732,0.076045,-0.057534,-0.0031513,-0.0071398,0.067139,-0.050071,0.014867,0.0059646,0.013765,0.0047932,-0.0055748
"M1094.77T17.56",0.027196,0.008316,-0.030051,-0.013539,0.040564,-0.014253,0.021765,-0.025431,0.031847,-0.055671,0.029857,0.025138,-0.057542,-0.023266,-0.08535,0.011918,0.022936,-0.016774,-0.0014549,0.0036638,-0.0019495
"M1094.78T12.55",-0.022161,0.01334,0.019318,-0.066608,-0.011763,0.039882,-0.006955,0.0065761,0.01958,0.014759,-0.022794,-0.011527,0.071976,-0.0069953,0.015215,-0.015569,-0.020822,0.0088015,0.037674,-0.0054644,0.0074666
"M1095.45T12.55",-0.02374,-0.021674,0.0018848,-0.058466,-0.020193,0.013766,-0.015103,0.010484,0.015034,-0.032636,-0.023779,0.0083062,-0.0091304,-0.043174,0.032647,-0.044674,-0.0038307,-0.084016,0.059107,-0.0024086,0.0023514
"M1095.45T17.55",0.0045579,-0.036847,-0.010643,-0.035925,-0.063835,-0.021531,0.026559,0.021286,-0.018118,0.012958,-0.04224,-0.076191,-0.014271,-0.012041,-0.0031064,-0.0057434,0.0022005,0.04816,-0.024073,-0.0049298,0.0036072
"M1095.78T17.56",0.059804,-0.01826,-0.023183,-0.0087035,0.0015394,-0.013972,0.022013,-0.029651,0.0029496,0.014793,-0.045111,-0.020066,0.0057815,-0.022444,0.018122,0.047722,-0.02367,-0.011925,0.021556,-0.0032652,-0.0006168
"M1098.78T12.55",-0.028364,-0.0031066,-0.067113,-0.054706,-0.0094773,0.029343,-0.019683,4.5405e-05,0.0037638,-0.0008418,-0.0077513,0.013731,-0.01501,-0.0026844,-0.03495,0.018925,0.0040832,-0.016884,-0.014466,-0.011835,-0.018129
"M1099.78T17.56",0.029633,-0.026043,-0.027881,-0.033785,0.0099737,0.062924,0.046412,0.064737,-0.0049414,-0.0083349,-0.0048787,0.006318,0.0033746,-0.0051819,-0.0042789,0.0077957,-0.023096,-0.0046735,0.036066,-0.0071215,0.0052387
"M1100.79T13.54",0.017013,0.018063,0.005378,-0.038759,0.017122,-0.056379,0.018516,0.011606,0.012865,-0.024891,-0.058085,-0.025639,-0.081895,-0.013171,0.03622,0.022778,0.026423,0.018639,0.11871,-0.0024131,-0.0020425
"M1101.46T14.08",-0.0043953,-0.0051774,-0.0089083,-0.0017008,0.0079034,0.0077308,-0.0348,0.00092854,-0.018654,-0.0045877,0.016429,-0.00017047,-0.0077044,0.03684,0.01643,-0.013464,0.043332,0.070413,-0.058236,0.00062949,-0.0039854
"M1101.78T16.56",0.016518,0.0030348,-0.018813,0.0069521,0.0717,-0.019027,0.0055163,0.05118,0.05304,-0.054633,0.047158,-0.00018512,0.063012,0.014759,-0.024249,0.084562,-0.046305,0.0079709,-0.049395,-0.0094712,0.00033133
"M1102.28T16.56",0.012341,-0.039394,0.00039406,-0.0057991,0.0082032,-0.0087463,0.0055336,0.00331,0.0069061,0.073607,0.0046526,-0.02131,0.028832,-0.03213,0.10427,-0.049953,-0.0060706,-0.009886,-0.033888,-0.0059952,-0.00018883
"M1103.29T12.55",-0.0043149,0.022042,-0.00035958,-0.048104,0.049369,0.068911,0.058916,0.0048368,0.020149,-0.019549,-0.0068309,-0.019032,-0.016214,-0.015868,0.015841,-0.021837,0.0045456,-0.018943,-0.0199,-0.0054578,0.006524
"M1103.29T17.47",0.049012,-0.025267,0.023287,-0.0032564,-0.058697,-0.051064,0.00029136,-0.012716,0.0064684,0.006706,0.010676,9.1401e-05,-0.0016858,0.012109,0.027812,0.040186,0.0043096,-0.0086506,0.0034358,0.003509,0.0018127
"M1103.45T17.56",0.049122,-0.023941,-0.039334,0.001635,0.045831,-4.6358e-05,-0.0075368,-0.038205,0.0265,-0.029068,0.020464,0.0028829,-0.011246,0.041729,-0.00039876,0.036775,-0.00024972,0.040648,-0.014599,-0.0057045,-0.0036053
"M1103.79T12.55",0.0015914,0.02527,-0.0032174,-0.054716,0.050635,0.069828,0.020553,0.0035833,0.023115,-0.01232,-0.016058,-0.03908,0.0079909,0.00066049,-0.022801,0.0066835,-0.016274,0.033585,-0.017836,-0.0076285,0.0073852
"M1106.28T13.55",0.0041238,-0.019396,-0.035981,-0.0023029,-0.010118,0.0015156,-0.016557,0.011367,0.007181,-0.035326,0.015083,0.01653,-0.01939,-0.065592,0.019347,0.015572,0.040447,0.022823,-0.0015702,-0.0076625,0.0019147
"M1107.04T13.55",-0.015548,-0.0090617,0.057834,0.036653,0.020723,0.04391,0.00052217,0.072311,-0.019332,-0.0017172,-0.03227,-0.057612,-0.012319,0.054395,0.0018666,0.022381,-0.039201,0.025436,-0.0021037,0.01354,-0.0084151
"M1107.44T17.56",0.025347,-0.04384,0.039977,0.028632,-0.013474,0.046127,-0.037738,-0.0029656,-0.031468,-0.037202,-0.047192,0.0051854,0.0064644,0.003905,0.01146,0.0068154,0.015266,-0.046297,-0.011809,-0.0088891,0.0011512
"M1107.78T17.56",0.045791,-0.01629,-0.01481,-0.0062034,0.042414,0.006922,-0.016458,-0.046388,0.020586,-0.024981,0.00374,0.0067512,-0.045387,-0.023073,0.00048237,0.0088088,-0.027695,-0.025575,-0.025847,-0.0046166,-0.0018174
"M1108.1T17.56",0.0083737,-0.065556,0.0028408,-0.0071776,0.02468,-0.013519,-0.020626,0.0054253,-0.013884,-0.0093579,-0.024363,0.0768,0.014442,0.035765,0.023146,0.023378,-0.0042438,0.012013,-0.018825,-0.0009545,-0.0039965
"M1108.27T13.55",0.0062814,-0.007972,-0.034674,0.016654,0.0090326,0.018427,-0.043252,-0.022472,-0.045106,0.053272,-0.010926,-0.06435,0.017499,0.043979,0.022405,0.019763,0.0084064,-0.028829,0.019843,-0.00059811,0.0036213
"M1108.78T17.55",0.063038,-0.018327,-0.012929,-0.010365,0.012108,9.4347e-06,0.033123,0.0099837,0.015187,0.00089387,-0.00072847,0.038036,-0.018313,-0.0097144,0.018721,-0.032829,0.047293,0.015965,-0.015049,-0.00098094,0.0020602
"M1112.45T14.05",0.016411,-0.016348,0.018625,-0.068209,0.011156,-0.043387,-0.019952,0.047301,0.029547,-0.0090481,-0.0089571,0.0077522,0.013772,-0.022208,0.061218,-0.019975,-0.0020479,-0.027007,-0.0056205,-0.0030142,-0.004058
"M1113.1T17.55",0.014999,-0.040748,-0.0063676,0.039373,-0.0030162,0.031908,-0.032796,0.032129,-0.017776,-0.020451,-0.0030709,-0.041491,-0.020446,-0.045535,0.053408,0.018097,0.034648,0.017799,0.018153,-0.0073287,0.0027556
"M1113.28T17.56",0.043628,-0.019808,0.019023,-0.0065823,-0.048229,-0.054739,0.0097834,-0.0010934,0.0354,-0.033728,0.0036098,-0.011122,0.011785,-0.018769,-0.016635,-0.071207,-0.019544,0.0019364,-0.0060758,0.0015955,0.0079323
"M1113.77T17.56",0.032441,-0.023622,0.0028843,-0.023096,-0.06481,-0.040316,0.023968,-0.029864,-0.034709,0.0082114,-0.010491,0.028824,0.014348,-0.051106,-0.016088,0.016636,0.0092548,0.0054539,-0.026263,-0.0019628,-0.00029503
"M1114.12T11.63",-0.012839,-0.0022905,0.026561,-0.045475,0.015241,-0.0033011,-0.006354,0.019561,-0.012169,-0.01554,-0.008321,-0.005064,-0.044064,0.015703,0.004813,-0.0085361,0.010806,-0.028382,0.0010368,0.0062229,0.00066809
"M1114.77T17.56",0.020117,-0.034061,0.020552,0.0056317,-0.057751,0.026577,0.00050889,0.035407,-0.025174,0.050311,-0.002717,-0.048448,0.029701,-0.0091854,0.0021157,0.001564,-0.02857,-0.03,0.037477,-0.00062176,0.0022178
"M1114.78T11.63",-0.028015,0.0011684,-0.024641,-0.059697,0.011795,0.0016082,-0.0057211,0.0059739,-0.00045834,-0.007942,-0.034319,0.0076356,-0.00031926,-0.0079573,-0.022031,-0.012205,-0.0023396,-0.016283,-0.021805,0.0044912,-0.0052619
"M1116.1T17.55",0.0039581,-0.062659,-0.014265,0.015558,-0.023557,0.015163,-0.013473,0.00062007,0.02699,0.0023258,0.0086892,0.032407,0.0027698,0.01095,-0.031281,0.018537,-0.019199,0.010033,0.015321,0.0041447,0.001794
"M1116.27T17.56",-0.010912,-0.026625,0.0093622,0.041551,0.049234,0.034434,-0.056518,-0.025857,0.029538,-0.0044904,0.057424,0.011078,0.022403,0.031392,-0.022566,-0.015187,0.049399,0.0056557,0.05081,0.0060424,0.00029991
"M1116.77T17.56",0.022245,-0.051961,0.015184,-0.0085088,-0.029265,0.022741,-0.018609,-0.11148,0.010021,0.00010901,-0.020545,-0.023515,0.0049502,-0.0013663,0.0012977,0.0082935,0.02096,0.04452,0.034,-0.0027114,0.0061844
"M1117.28T13.55",0.0065238,0.012153,0.02041,-0.024242,0.0030743,-0.018762,0.002748,0.012765,0.027888,-0.036218,-0.0056794,-0.034916,0.0050832,0.035822,-0.0016409,-0.038338,0.0024761,-0.017911,-0.0075197,0.0010973,-0.0012175
"M1118.1T13.54",0.0087008,0.00028152,0.0013496,-0.038082,0.056068,0.045185,0.033374,0.047789,0.033258,-0.060055,0.033311,-0.031995,-0.031358,0.010953,0.012292,0.0048487,-0.049474,-0.0025586,0.045859,-0.0054611,0.0060646
"M1118.77T17.56",0.043202,-0.037526,-0.032473,0.015762,-0.065774,-0.020279,-0.0018734,-0.029535,0.0040746,-0.0083979,0.0078551,0.013173,-0.0030503,0.0059707,-0.01061,-0.042,0.019502,0.032051,-0.0044261,0.00051826,0.0081315
"M1120.78T16.56",0.052345,-0.01013,-0.014061,0.023232,0.023904,-0.027156,0.047483,-0.01261,-0.02044,0.0032357,-0.014078,0.011191,0.073456,-0.039782,-0.046283,-0.012824,-0.014279,-0.050295,-0.010002,0.0010457,-0.0044154
"M1121.44T17.55",0.035215,-0.037931,0.020167,0.020347,-0.051685,0.01705,-0.01971,0.043705,0.0022528,-0.031818,-0.04295,0.032941,-0.039135,-0.056638,0.026431,-0.020363,0.021885,-0.013194,-0.039443,-0.0053706,0.0093093
"M1121.45T12.55",0.0031206,0.014955,-0.041938,-0.028222,0.083431,0.03522,0.0071267,0.010206,-0.012753,0.012289,-0.008304,0.0023505,0.0038827,0.01434,-0.01799,-0.001328,0.053541,0.026773,0.0078655,-0.0065575,0.0054546
"M1121.78T17.56",0.018661,-0.020624,-0.011213,-0.0020685,-0.025436,-0.024199,0.02281,-0.044084,-0.018732,-0.048746,0.020027,0.047051,-0.012533,-0.05485,-0.096725,0.036203,-0.035854,-0.033747,0.0088549,0.0025304,0.00030927
"M1121.78T12.55",0.00029205,0.0052432,-0.033561,-0.012246,0.072946,0.081813,0.011493,0.022571,-0.0056283,-0.033533,0.0043519,0.0074508,0.0064154,0.031843,0.0064356,-0.035511,-0.013086,-0.015755,0.0010904,0.0037228,-0.0018216
"M1123.28T17.56",0.0048224,-0.058754,0.0022711,0.042585,0.0026918,0.028616,-0.013257,-0.041971,-0.022661,-0.016864,0.057102,-0.036318,-0.016222,-0.01406,-0.014162,0.03539,-0.01305,0.058602,0.010442,-0.0065449,0.0080595
"M1124.03T13.55",-0.0037125,-0.038516,-0.0080383,-0.013752,-0.0041508,0.009573,-0.034203,0.049407,-0.06973,0.028691,0.0035639,0.025516,-0.029769,-0.029728,-0.061399,-0.00070557,0.012207,0.065882,0.03031,0.0031132,-0.0010985
"M1125.44T17.55",0.015696,-0.03962,-0.055343,0.060587,-0.01873,0.0026084,-0.036023,0.0059253,0.009642,0.040037,0.036866,0.020028,-0.025321,-0.020492,0.0034069,-0.0081909,-0.015608,-0.016078,-0.0029207,-0.0043912,-0.005292
"M1125.77T17.56",0.062514,-0.023669,0.012275,-0.0046127,-0.0029387,0.015275,0.024437,-0.01149,0.022232,0.004772,-0.023736,0.0077251,0.0090203,-0.0072301,0.0094428,-0.008555,-0.01272,0.0026257,0.0032923,-0.0036053,0.005762
"M1125.78T12.55",-0.032683,-0.0018803,-0.066673,-0.02957,-0.024506,0.029386,-0.017488,0.0019355,0.012223,0.0015644,0.0029974,-0.012612,0.010081,0.012152,3.7541e-05,-0.0079911,-0.0060938,-0.0067973,-0.0067466,0.011212,0.0086699
"M1126.11T17.56",0.024682,-0.019593,-0.0044286,0.0049528,-0.051368,-0.0012152,-0.001123,0.063175,-0.041851,0.0068514,0.0078326,-0.024982,0.0053349,-0.0053633,0.021812,-0.049683,0.015214,-0.039047,0.014312,-0.0016675,0.00032833
"M1126.78T12.54",-0.030453,0.001807,-0.0012848,-0.044176,-0.014157,0.04291,-0.0043867,0.017446,0.035653,-0.0081983,-0.020723,0.017821,-0.00080478,-0.019072,0.0038848,-0.0090315,0.025201,0.0040981,-0.022127,-0.0029676,-0.00084395
"M1127.27T17.56",0.016201,-0.030211,-0.018909,-0.036028,0.073513,0.068537,-0.031224,-0.011605,-0.036161,-0.0025019,0.0086835,-0.033774,0.0082656,-0.0071755,-0.047944,0.027239,-0.0012,0.013008,0.016785,-0.0048938,-0.00054748
"M1128.78T17.55",0.053559,-0.0095985,-0.0204,0.0076055,0.042727,0.0067884,0.0073045,-0.06225,0.026237,0.0040505,0.0019633,0.00023438,-0.0055065,0.013915,0.01199,0.0064816,0.0041115,0.005605,0.067944,-0.0029935,0.0047904
"M1129.44T17.56",0.018646,-0.03068,0.037141,0.022249,0.0016894,0.013186,-0.012325,0.034838,-0.025836,-0.00029472,-0.008075,0.013358,0.023907,-0.01845,-0.029236,0.037226,-0.0038062,-0.019047,-0.010146,-0.0055345,0.007555
"M1129.77T17.56",0.025749,0.01897,-0.013892,-0.022693,0.022017,-0.0075496,0.075591,0.098912,-0.022182,-0.03875,0.020564,-0.022412,-0.013127,-0.018697,-0.026306,0.01636,0.022807,-0.0064648,0.016966,-0.0027617,0.0079671
"M1129.78T12.55",0.0023741,0.0064691,-0.014359,-0.061869,0.0074327,0.010426,-0.020655,-0.066268,0.021901,-0.0098317,0.046103,0.028662,0.023451,-0.017947,0.013111,-0.01578,0.017128,0.012258,-0.027248,-0.0041021,-0.0007828
"M1130.45T13.55",-0.021111,0.0057564,-0.025603,-0.0032811,0.024003,-0.011655,-0.017513,-0.0057361,0.017428,-0.019663,0.0082583,-0.084317,-0.021512,-0.0054545,-0.011706,-0.016385,-0.00061921,-0.091193,0.021908,-0.0012027,-0.0078721
"M1130.47T13.55",-0.020837,-0.011993,-0.0343,-0.007669,-0.0073532,0.021903,-0.018429,-0.0057835,0.00016578,-0.036573,0.021123,-0.021899,-0.023461,0.0056766,0.0028465,0.027865,0.0048777,0.0096678,-0.0085859,-0.0026251,1.4847e-05
"M1132.11T13.55",0.015735,0.00050369,0.027448,-0.011507,0.028492,-0.052968,0.042839,-0.000649,0.014382,0.022196,0.066279,0.061428,-0.034322,0.0063248,0.057894,-0.070816,0.007921,-0.0037917,0.069087,-0.00082133,-0.001819
"M1132.77T17.56",0.0076092,-0.05136,-0.0076303,-0.037289,-0.023249,-0.028905,-0.01715,-0.06716,-0.019603,-0.0085528,-0.050801,-0.05076,-0.054446,0.024401,-0.053494,-0.057813,-0.075654,0.051806,-0.02585,0.00049607,-0.0043491
"M1135.44T17.55",0.020166,-0.0057824,0.0019632,-0.036604,-0.032084,-0.077715,0.063661,-0.0020175,0.015111,-0.046973,0.069429,0.027394,0.021193,-0.0032174,-0.0026085,0.0084212,-0.020789,-0.019587,0.023537,0.0066687,-0.0048304
"M1136.28T16.56",0.019044,-0.039484,0.019421,-0.0085325,-0.00033956,0.0071593,-0.038426,0.01623,0.010045,-0.004843,0.035892,-0.0019372,0.031615,0.086349,-0.020828,0.0073072,0.10076,-0.029417,0.00041168,0.0057891,-0.007237
"M1136.78T16.56",0.053404,-0.019046,0.0050723,0.012257,0.0083232,0.036383,0.0029418,0.055897,0.008266,0.022093,0.037173,-0.035878,-0.025422,-0.070404,0.035812,0.0079655,-0.032402,0.025574,0.014343,-0.0030766,0.0052178
"M1137.11T17.55",0.038097,-0.038973,0.030093,0.045393,0.0072956,-0.023531,-0.025839,0.0061341,0.051583,-0.011504,-0.024628,0.049818,-0.0041141,0.027581,-0.0181,0.0095767,-0.013068,0.019732,-0.037051,-0.0062409,-0.00092633
"M1137.28T17.56",0.045807,-0.018039,0.037106,0.037122,-0.042425,-0.0084438,-0.0032086,0.04141,0.028102,0.0047371,0.0027975,-0.01752,0.010326,0.026893,0.035893,-0.0020624,0.010978,-0.030209,0.021709,-0.014417,-0.00097565
"M1137.78T17.56",0.021375,-0.038849,0.014071,0.0034585,-0.030958,0.011437,-0.017198,-0.090913,-0.0076427,-0.03714,-0.02502,-0.045027,-0.055161,0.0013205,-0.0055895,-0.041449,-0.029879,-0.011463,0.017992,-0.0055157,0.0049679
"M1138.1T17.55",0.044685,-0.0097083,-0.020095,-0.0052858,0.029104,-0.055463,0.064388,0.030704,-0.0023835,-0.034231,0.05097,0.046044,0.018568,0.01519,-0.02699,-0.033151,-0.02991,0.042546,0.03401,0.012178,-0.010578
"M1139.77T17.56",-0.00027404,-0.065418,-0.024516,0.0068296,-0.035004,0.051791,0.021816,-0.00046962,0.00067118,-0.03187,0.016125,0.0027793,-0.038399,0.018881,0.0076977,0.078971,0.014302,0.032108,-0.048017,8.2566e-05,0.0043206
"M1141.03T13.55",0.01329,-0.0040931,0.031819,-0.048192,0.04032,-0.012036,0.042207,-0.016644,0.0039212,-0.0014398,0.02937,0.010304,0.019212,0.018998,0.031804,-0.0085231,0.014848,-0.043427,0.00093678,0.00066617,-0.001935
"M1141.78T12.55",-0.033522,-0.0018036,-0.047249,-0.034745,0.0017195,0.022557,-0.011091,-0.0074408,0.026449,0.059748,-0.020112,0.0041949,0.093997,-0.020086,-0.054232,0.019744,-0.03461,0.019562,-0.035026,0.00060432,-0.00518
"M1142.28T13.6",-0.020416,0.011643,-0.03126,-0.046359,-0.015839,0.039049,0.056557,0.0091185,-0.00085684,0.0020501,0.024593,-0.02923,-0.023238,-0.0069313,-0.013591,0.029638,-0.048301,0.026056,-0.022216,0.0032429,0.0096516
"M1144.1T16.56",0.011028,-0.0047764,0.047697,0.050853,-0.03738,0.028357,-0.018244,-0.021649,-0.024649,-0.013342,0.020582,0.0047868,-0.061694,0.035546,-0.04746,0.034595,0.061489,0.051856,0.041269,0.00096712,0.0009627
"M1146.11T12.55",-0.0080493,-0.020804,-0.022187,0.037339,-0.016861,0.037453,-0.031399,-0.012712,-0.067584,-0.0343,0.072571,0.032959,-0.0019746,0.050058,-0.020301,-0.039722,0.024963,0.049882,-0.0025223,0.00017659,-0.0053056
"M1146.77T17.56",0.060765,-0.021196,0.0083164,-0.0051518,0.0060387,-0.0073971,0.03703,-0.013512,0.021484,0.019547,-0.0041331,-0.0035136,-0.0049177,-0.015576,-0.011019,-0.045164,0.010898,0.04101,-0.027754,0.00070795,-0.0038842
"M1146.78T12.55",-0.024308,-0.0028756,-0.0098174,-0.01955,-0.021038,0.017875,-0.0038265,-0.0067227,0.0075906,-0.011774,0.054423,0.016112,-0.018419,-0.038043,0.040962,0.0021176,0.0080253,-0.032688,0.017687,-0.0060054,0.0054241
"M1147.45T13.11",0.019409,-0.0096559,-0.045446,0.032738,-0.032069,-0.019538,-0.0082081,0.044763,0.026524,0.010464,-0.018913,-0.023934,-0.0026858,0.0068176,-0.013547,-0.053249,-0.032127,-0.043585,-0.018689,0.00094092,-0.002211
"M1147.77T17.56",0.030212,-0.031153,-0.042469,0.047508,-0.053092,0.0022732,-0.014741,0.041537,-3.7883e-05,0.043686,0.010086,0.0064071,-0.0041553,-0.058168,-0.0017383,0.003647,0.060472,-0.02489,-0.014571,0.0038754,0.0013209
"M1147.78T12.55",-0.0028787,-0.027162,-0.018477,-0.031728,0.022389,-0.049694,0.00035147,-0.076435,-0.081155,-0.033072,0.0077837,-0.015147,0.026731,-0.01461,0.053397,-0.017306,0.016063,0.032738,-0.0053732,-0.0013848,-0.0095256
"M1148.77T17.56",0.036535,-0.036848,-0.025933,0.014551,-0.013799,-0.035866,-0.014436,-0.068102,0.020986,-0.0096346,-0.016542,0.024353,-0.071528,0.013906,-0.022453,-0.023019,-0.0039894,-0.016994,0.021213,0.0021741,-0.0039965
"M1148.78T12.54",-0.032201,-0.0020525,-0.047769,-0.044341,-0.031411,0.03943,0.014141,-0.01893,0.024508,-0.028652,-0.02439,0.017221,0.0023233,0.0073852,-0.0072421,-0.031325,0.027488,0.011508,0.0014752,-1.1387e-05,0.0053671
"M1149.1T13.7",0.00041516,-0.0073685,-0.055161,0.026181,0.0087353,-0.010579,-0.00015915,0.01086,0.01783,-0.026874,-0.065415,-0.04363,0.022449,0.063151,-0.022081,-0.017325,0.036331,0.033524,0.031301,0.0071502,-0.0050217
"M1149.77T17.56",0.03693,-0.0192,0.0091536,-0.024121,-0.077345,0.0082119,0.017602,-0.037412,-0.026792,0.0060142,0.031656,0.0058744,0.0091419,-0.047854,0.034389,-0.013981,0.015297,0.038313,0.016803,-0.0069823,0.0091195
"M1149.78T11.55",-0.025896,-0.0096289,-0.038249,-0.063022,-0.020523,0.013268,-0.012985,-0.012227,-0.0034041,0.01057,-0.0043403,0.014823,-0.0072221,0.041741,-0.0059037,0.0063312,-0.034228,-0.005114,-0.025402,0.0011883,-0.0044094
"M1152.1T17.04",0.021019,-0.039292,-0.02775,-0.034299,0.0073936,0.0053973,-0.027958,0.0025236,-0.0098587,-0.026558,0.013931,0.0078271,-0.03471,-0.024413,0.024024,0.030483,-0.0019372,0.024701,-0.047333,-0.0099999,0.00071042
"M1152.51T14.55",-0.0076462,0.00081553,-0.0052345,0.00058621,-0.0023438,0.011096,-0.016204,0.002669,-0.059755,-0.0085902,0.032827,-0.031528,-0.008268,0.083182,-0.038547,0.023534,-0.043471,-0.089433,-0.002771,-0.002039,-0.011724
"M1153.77T17.56",0.01026,-0.038561,-0.010726,0.073049,0.005348,-0.0052747,-0.026844,0.017836,0.035749,0.027534,-0.010941,-0.051193,-0.024006,-0.024008,-0.029436,-0.0024457,-0.030517,-0.031989,0.048164,0.0059422,-0.0054015
"M1154.77T17.56",0.041842,-0.042452,-0.051452,0.0075277,-0.066982,0.0071278,-0.019778,-0.020642,0.0049461,-0.0036266,0.0040713,0.010372,0.00022433,-0.021144,-0.02875,-0.023825,0.014656,-0.044512,0.029505,0.0017824,-0.0015458
"M1155.78T12.55",0.021186,0.020663,-0.003645,-0.086742,-0.0055261,0.0074755,0.034621,-0.003308,-0.018504,-0.0010584,0.014388,-0.0066465,-0.018898,0.056715,-0.021073,-0.060629,-0.055759,0.036006,0.014522,0.0032505,-0.0020045
"M1155.77T17.56",0.0087509,-0.064755,-0.024083,0.043473,-0.0072479,-0.012349,-0.015296,0.0039359,0.077222,-0.011822,-0.0016496,-0.0057204,-0.058557,-0.042735,-0.0085017,0.013401,-0.021548,0.0090894,0.010373,0.0045615,-0.0008768
"M1158.1T13.08",-0.00072482,-0.031946,0.0040494,-0.036431,-0.018872,0.0025513,0.016194,-0.03224,-0.031369,-0.057021,0.034808,0.013812,-0.011863,0.013749,0.029749,0.010852,0.023787,0.027612,0.01918,-0.0035291,0.00058063
"M1159.44T17.56",0.029952,-0.045553,0.015614,0.009473,-0.064986,0.023109,0.010842,0.020311,-0.027584,-0.00055028,0.027373,-0.015186,-0.0097083,0.022653,-0.017858,0.013379,-0.026649,0.043263,-0.013117,-0.0022403,0.003753
"M1159.77T17.56",0.034279,-0.010828,0.038183,0.0022171,-0.03168,-0.036644,0.00056852,0.082117,0.054753,-0.010069,-0.0018511,0.015679,-0.022193,0.003203,0.023198,-0.023141,0.043357,0.0038142,0.024943,0.0041703,0.0051063
"M1160.1T17.56",0.042131,-0.013372,0.0052395,-0.022295,0.023086,0.035626,0.068312,0.035366,-0.032435,0.014752,0.022778,-0.01901,-0.0013806,0.013147,0.013079,-0.037147,-0.010526,0.002931,-0.03241,-0.0020055,0.0018005
"M1160.77T17.56",0.041958,-0.019092,-0.024132,0.006271,0.04092,0.01011,-0.022806,-0.056883,0.04155,-0.013913,-0.00071874,-0.046411,-0.027729,-0.057969,-0.071167,0.0013297,0.052449,0.04324,0.0065312,-0.0011017,0.0039642
"M1161.43T17.56",0.020796,-0.055815,0.0064423,0.014259,0.0085749,0.040742,-0.038773,-0.016903,0.0096717,-0.00096827,-0.00044065,0.024506,-0.042822,0.03654,-0.0084434,-0.059243,-0.036361,-0.0013221,-0.03543,-0.0046386,0.0051992
